,TEX
2014-03-11,4806504000
2014-03-12,4722296000
2014-03-13,4584904000
2014-03-14,4542800000
2014-03-17,4622576000
2014-03-18,4702352000
2014-03-19,4633656000
2014-03-20,4636980000
2014-03-21,4843068000
2014-03-24,4761076000
2014-03-25,4846392000
2014-03-26,4679084000
2014-03-27,4622576000
2014-03-28,4795424000
2014-03-31,4886290000
2014-04-01,4853200000
2014-04-02,4874157000
2014-04-03,4853200000
2014-04-04,4759445000
2014-04-07,4542154000
2014-04-08,4590686000
2014-04-09,4742900000
2014-04-10,4555390000
2014-04-11,4480386000
2014-04-14,4442884000
2014-04-15,4524506000
2014-04-16,4618261000
2014-04-17,4640321000
2014-04-21,4617158000
2014-04-22,4730767000
2014-04-23,4742900000
2014-04-24,4700986000
2014-04-25,4587377000
2014-04-28,4576347000
2014-04-29,4736282000
2014-04-30,4774887000
2014-05-01,4723046000
2014-05-02,4507961000
2014-05-05,4437369000
2014-05-06,4391043000
2014-05-07,4402073000
2014-05-08,4405382000
2014-05-09,4365674000
2014-05-12,4536639000
2014-05-13,4511270000
2014-05-14,4439575000
2014-05-15,4349129000
2014-05-16,4363468000
2014-05-19,4445090000
2014-05-20,4323760000
2014-05-21,4305009000
2014-05-22,4303906000
2014-05-23,4344717000
2014-05-27,4333687000
2014-05-28,4317142000
2014-05-29,4354644000
2014-05-30,4242138000
2014-06-02,4312730000
2014-06-03,4330378000
2014-06-04,4345820000
2014-06-05,4462738000
2014-06-06,4498034000
2014-06-09,4581862000
2014-06-10,4517888000
2014-06-11,4448399000
2014-06-12,4308318000
2014-06-13,4224489999
2014-06-16,4232210999
2014-06-17,4252064999
2014-06-18,4244343999
2014-06-19,4298391000
2014-06-20,4432957000
2014-06-23,4441781000
2014-06-24,4375601000
2014-06-25,4363468000
2014-06-26,4406485000
2014-06-27,4534433000
2014-06-30,4529220000
2014-07-01,4579912000
2014-07-02,4588728000
2014-07-03,4662562000
2014-07-07,4542444000
2014-07-08,4562280000
2014-07-09,4582116000
2014-07-10,4409102000
2014-07-11,4373838000
2014-07-14,4378246000
2014-07-15,4303310000
2014-07-16,4335268000
2014-07-17,4232781999
2014-07-18,4297800000
2014-07-21,4366124000
2014-07-22,4460896000
2014-07-23,4460896000
2014-07-24,4123684000
2014-07-25,4031116000
2014-07-28,3974914000
2014-07-29,3875734000
2014-07-30,3928630000
2014-07-31,3803002000
2014-08-01,3766636000
2014-08-04,3772145999
2014-08-05,3819531999
2014-08-06,3812920000
2014-08-07,3844878000
2014-08-08,3909895999
2014-08-11,3982628000
2014-08-12,3964995999
2014-08-13,4005770000
2014-08-14,4050952000
2014-08-15,4078502000
2014-08-18,4147928000
2014-08-19,4130295999
2014-08-20,4142418000
2014-08-21,4133602000
2014-08-22,4119276000
2014-08-25,4118173999
2014-08-26,4118173999
2014-08-27,4113766000
2014-08-28,4103848000
2014-08-29,4122581999
2014-09-02,4093930000
2014-09-03,4077400000
2014-09-04,4091726000
2014-09-05,4067481999
2014-09-08,4046544000
2014-09-09,3876836000
2014-09-10,3826144000
2014-09-11,3862509999
2014-09-12,3823940000
2014-09-15,3578194000
2014-09-16,3636600000
2014-09-17,3631090000
2014-09-18,3639906000
2014-09-19,3620070000
2014-09-22,3553950000
2014-09-23,3539623999
2014-09-24,3579295999
2014-09-25,3530808000
2014-09-26,3553950000
2014-09-29,3566072000
2014-09-30,3424806000
2014-10-01,3368750000
2014-10-02,3447444000
2014-10-03,3435586000
2014-10-06,3385998000
2014-10-07,3194114000
2014-10-08,3274964000
2014-10-09,3130512000
2014-10-10,2951564000
2014-10-13,2909522000
2014-10-14,2953720000
2014-10-15,2864246000
2014-10-16,2992528000
2014-10-17,3007620000
2014-10-20,2983904000
2014-10-21,3108952000
2014-10-22,3030258000
2014-10-23,3174710000
2014-10-24,3185490000
2014-10-27,3159618000
2014-10-28,3286822000
2014-10-29,3296524000
2014-10-30,2951564000
2014-10-31,3101406000
2014-11-03,3130512000
2014-11-04,2989294000
2014-11-05,2984982000
2014-11-06,3090626000
2014-11-07,3113264000
2014-11-10,3161774000
2014-11-11,3181178000
2014-11-12,3166086000
2014-11-13,3046428000
2014-11-14,3037804000
2014-11-17,3048584000
2014-11-18,3202738000
2014-11-19,3150994000
2014-11-20,3214596000
2014-11-21,3315928000
2014-11-24,3327786000
2014-11-25,3337488000
2014-11-26,3265262000
2014-11-28,3093860000
2014-12-01,2982826000
2014-12-02,2986060000
2014-12-03,3050740000
2014-12-04,3021634000
2014-12-05,3032414000
2014-12-08,2940784000
2014-12-09,3004386000
2014-12-10,2880416000
2014-12-11,2900898000
2014-12-12,2854544000
2014-12-15,2814658000
2014-12-16,2766148000
2014-12-17,2818970000
2014-12-18,2912756000
2014-12-19,3015166000
2014-12-22,2956954000
2014-12-23,3024868000
2014-12-24,3014088000
2014-12-26,3064754000
2014-12-29,3086314000
2014-12-30,3084158000
2014-12-31,2961035491
2015-01-02,3021573161
2015-01-05,2826153315
2015-01-06,2734815778
2015-01-07,2707202104
2015-01-08,2725257199
2015-01-09,2628609340
2015-01-12,2534085610
2015-01-13,2476734134
2015-01-14,2452306653
2015-01-15,2407699949
2015-01-16,2396017241
2015-01-20,2397079305
2015-01-21,2398141370
2015-01-22,2489478906
2015-01-23,2424692979
2015-01-26,2497975421
2015-01-27,2385396597
2015-01-28,2393893112
2015-01-29,2446996331
2015-01-30,2387520726
2015-02-02,2493727164
2015-02-03,2629671404
2015-02-04,2514968451
2015-02-05,2569133735
2015-02-06,2636043791
2015-02-09,2654098885
2015-02-10,2639229984
2015-02-11,2623299018
2015-02-12,2650912692
2015-02-13,2671091915
2015-02-17,2701891782
2015-02-18,2846332538
2015-02-19,2695519396
2015-02-20,2900497821
2015-02-23,2854829053
2015-02-24,2885628920
2015-02-25,2947228654
2015-02-26,2906870208
2015-02-27,2911118465
2015-03-02,2837836023
2015-03-03,2866511761
2015-03-04,2797477576
2015-03-05,2798539641
2015-03-06,2719946877
2015-03-09,2694457332
2015-03-10,2713574490
2015-03-11,2679588430
2015-03-12,2768801838
2015-03-13,2730567520
2015-03-16,2710388297
2015-03-17,2738001971
2015-03-18,2847394602
2015-03-19,2778360418
2015-03-20,2836773958
2015-03-23,2845270474
2015-03-24,2820842993
2015-03-25,2805974091
2015-03-26,2807036156
2015-03-27,2766677709
2015-03-30,2861201439
2015-03-31,2823858000
2015-04-01,2779254000
2015-04-02,2762262000
2015-04-06,2850408000
2015-04-07,2805804000
2015-04-08,2782440000
2015-04-09,2812176000
2015-04-10,2830230000
2015-04-13,2783502000
2015-04-14,2816424000
2015-04-15,2992716000
2015-04-16,2935368000
2015-04-17,2896074000
2015-04-20,2923686000
2015-04-21,2839788000
2015-04-22,2823858000
2015-04-23,2859966000
2015-04-24,2833416000
2015-04-27,2927934000
2015-04-28,2965104000
2015-04-29,3001212000
2015-04-30,2916252000
2015-05-01,2962980000
2015-05-04,2960856000
2015-05-05,2957670000
2015-05-06,2986344000
2015-05-07,2939616000
2015-05-08,2976786000
2015-05-11,2999088000
2015-05-12,2969352000
2015-05-13,3015018000
2015-05-14,3054312000
2015-05-15,3008646000
2015-05-18,3019266000
2015-05-19,2961918000
2015-05-20,3023514000
2015-05-21,3063870000
2015-05-22,3051126000
2015-05-26,2987406000
2015-05-27,2987406000
2015-05-28,2762262000
2015-05-29,2626326000
2015-06-01,2651814000
2015-06-02,2679426000
2015-06-03,2665620000
2015-06-04,2650752000
2015-06-05,2669868000
2015-06-08,2621016000
2015-06-09,2628450000
2015-06-10,2677302000
2015-06-11,2667744000
2015-06-12,2642256000
2015-06-15,2591280000
2015-06-16,2512692000
2015-06-17,2511630000
2015-06-18,2505258000
2015-06-19,2560482000
2015-06-22,2583846000
2015-06-23,2626326000
2015-06-24,2611458000
2015-06-25,2525436000
2015-06-26,2530746000
2015-06-29,2462778000
2015-06-30,2522625000
2015-07-01,2446675000
2015-07-02,2507435000
2015-07-06,2471630000
2015-07-07,2515030000
2015-07-08,2432570000
2015-07-09,2426060000
2015-07-10,2422805000
2015-07-13,2515030000
2015-07-14,2556260000
2015-07-15,2502010000
2015-07-16,2516115000
2015-07-17,2480310000
2015-07-20,2449930000
2015-07-21,2472715000
2015-07-22,2448845000
2015-07-23,2392425000
2015-07-24,2331665000
2015-07-27,2244865000
2015-07-28,2328410000
2015-07-29,2391340000
2015-07-30,2432570000
2015-07-31,2404360000
2015-08-03,2325155000
2015-08-04,2308880000
2015-08-05,2311050000
2015-08-06,2305625000
2015-08-07,2261140000
2015-08-10,2368555000
2015-08-11,2905630000
2015-08-12,2862230000
2015-08-13,2767835000
2015-08-14,2796045000
2015-08-17,2737455000
2015-08-18,2694055000
2015-08-19,2625700000
2015-08-20,2515030000
2015-08-21,2394595000
2015-08-24,2281755000
2015-08-25,2274160000
2015-08-26,2395680000
2015-08-27,2485735000
2015-08-28,2486820000
2015-08-31,2531305000
2015-09-01,2426060000
2015-09-02,2436910000
2015-09-03,2385915000
2015-09-04,2343600000
2015-09-08,2381575000
2015-09-09,2317560000
2015-09-10,2279585000
2015-09-11,2242695000
2015-09-14,2209060000
2015-09-15,2232930000
2015-09-16,2245950000
2015-09-17,2155895000
2015-09-18,2112494999
2015-09-21,2053905000
2015-09-22,1977955000
2015-09-23,1931300000
2015-09-24,1826054999
2015-09-25,1861860000
2015-09-28,1846670000
2015-09-29,1917195000
2015-09-30,1946490000
2015-10-01,1917195000
2015-10-02,1983380000
2015-10-05,2095134999
2015-10-06,2123345000
2015-10-07,2123345000
2015-10-08,2230760000
2015-10-09,2231845000
2015-10-12,2204720000
2015-10-13,2139619999
2015-10-14,2115750000
2015-10-15,2011590000
2015-10-16,2022440000
2015-10-19,1989890000
2015-10-20,2091880000
2015-10-21,2168915000
2015-10-22,2074520000
2015-10-23,2174340000
2015-10-26,2109240000
2015-10-27,1985550000
2015-10-28,2081030000
2015-10-29,2089710000
2015-10-30,2176510000
2015-11-02,2280670000
2015-11-03,2405445000
2015-11-04,2449930000
2015-11-05,2368555000
2015-11-06,2358790000
2015-11-09,2216655000
2015-11-10,2326240000
2015-11-11,2281755000
2015-11-12,2063670000
2015-11-13,2111410000
2015-11-16,2183020000
2015-11-17,2145045000
2015-11-18,2232930000
2015-11-19,2179765000
2015-11-20,2176510000
2015-11-23,2098390000
2015-11-24,2113580000
2015-11-25,2158065000
2015-11-27,2150470000
2015-11-30,2222080000
2015-12-01,2262225000
2015-12-02,2336005000
2015-12-03,2302370000
2015-12-04,2315390000
2015-12-07,2333835000
2015-12-08,2187360000
2015-12-09,2094050000
2015-12-10,2142875000
2015-12-11,2054990000
2015-12-14,2020270000
2015-12-15,1983380000
2015-12-16,2028950000
2015-12-17,2022440000
2015-12-18,1973615000
2015-12-21,1997485000
2015-12-22,2070179999
2015-12-23,2138535000
2015-12-24,2145045000
2015-12-28,2017015000
2015-12-29,2090795000
2015-12-30,2059330000
2015-12-31,2010624000
2016-01-04,2020416000
2016-01-05,1955135999
2016-01-06,2011711999
2016-01-07,1878976000
2016-01-08,1838719999
2016-01-11,1789760000
2016-01-12,1786496000
2016-01-13,1742976000
2016-01-14,1735360000
2016-01-15,1687488000
2016-01-19,1573248000
2016-01-20,1601536000
2016-01-21,1623296000
2016-01-22,1685312000
2016-01-25,1633088000
2016-01-26,2230400000
2016-01-27,2486080000
2016-01-28,2393600000
2016-01-29,2437120000
2016-02-01,2389248000
2016-02-02,2344640000
2016-02-03,2261952000
2016-02-04,2308736000
2016-02-05,2306560000
2016-02-08,2260864000
2016-02-09,2177088000
2016-02-10,2194496000
2016-02-11,2178176000
2016-02-12,2234752000
2016-02-16,2223872000
2016-02-17,2316352000
2016-02-18,2403392000
2016-02-19,2494784000
2016-02-22,2529600000
2016-02-23,2452352000
2016-02-24,2429504000
2016-02-25,2364224000
2016-02-26,2427328000
2016-02-29,2434944000
2016-03-01,2530688000
2016-03-02,2556800000
2016-03-03,2499136000
2016-03-04,2417536000
2016-03-07,2380544000
2016-03-08,2290240000
2016-03-09,2347904000
2016-03-10,2351168000
2016-03-11,2339200000
2016-03-14,2370752000
2016-03-15,2547008000
2016-03-16,2622080000
2016-03-17,2661248000
2016-03-18,2717824000
2016-03-21,2689536000
2016-03-22,2656896000
2016-03-23,2582912000
2016-03-24,2725440000
2016-03-28,2741760000
2016-03-29,2740672000
2016-03-30,2699328000
2016-03-31,2716896000
2016-04-01,2640456000
2016-04-04,2580396000
2016-04-05,2520336000
2016-04-06,2566200000
2016-04-07,2541084000
2016-04-08,2567292000
2016-04-11,2594592000
2016-04-12,2607696000
2016-04-13,2654652000
2016-04-14,2651376000
2016-04-15,2657928000
2016-04-18,2615340000
2016-04-19,2612064000
2016-04-20,2643732000
2016-04-21,2672124000
2016-04-22,2676492000
2016-04-25,2650284000
2016-04-26,2592408000
2016-04-27,2601144000
2016-04-28,2573844000
2016-04-29,2608788000
2016-05-02,2601144000
2016-05-03,2555280000
2016-05-04,2546544000
2016-05-05,2515968000
2016-05-06,2495220000
2016-05-09,2556372000
2016-05-10,2688504000
2016-05-11,2685228000
2016-05-12,2515968000
2016-05-13,2476656000
2016-05-16,2723448000
2016-05-17,2710344000
2016-05-18,2664480000
2016-05-19,2701608000
2016-05-20,2692872000
2016-05-23,2689596000
2016-05-24,2715804000
2016-05-25,2751840000
2016-05-26,2656836000
2016-05-27,2281188000
2016-05-31,2312856000
2016-06-01,2312856000
2016-06-02,2336880000
2016-06-03,2263716000
2016-06-06,2317224000
2016-06-07,2324868000
2016-06-08,2330328000
2016-06-09,2307396000
2016-06-10,2304120000
2016-06-13,2301936000
2016-06-14,2286648000
2016-06-15,2304120000
2016-06-16,2295384000
2016-06-17,2323776000
2016-06-20,2365272000
2016-06-21,2387112000
2016-06-22,2402400000
2016-06-23,2455908000
2016-06-24,2275728000
2016-06-27,2111928000
2016-06-28,2092272000
2016-06-29,2152332000
2016-06-30,2185356000
2016-07-01,2246688000
2016-07-05,2146620000
2016-07-06,2133707999
2016-07-07,2101428000
2016-07-08,2172444000
2016-07-11,2227320000
2016-07-12,2285424000
2016-07-13,2289728000
2016-07-14,2312324000
2016-07-15,2332768000
2016-07-18,2338148000
2016-07-19,2310172000
2016-07-20,2315552000
2016-07-21,2363972000
2016-07-22,2391948000
2016-07-25,2417772000
2016-07-26,2462964000
2016-07-27,2487712000
2016-07-28,2533980000
2016-07-29,2597464000
2016-08-01,2555500000
2016-08-02,2512460000
2016-08-03,2536132000
2016-08-04,2583476000
2016-08-05,2636200000
2016-08-08,2630820000
2016-08-09,2599616000
2016-08-10,2550120000
2016-08-11,2555500000
2016-08-12,2538284000
2016-08-15,2601768000
2016-08-16,2592084000
2016-08-17,2584552000
2016-08-18,2582400000
2016-08-19,2608224000
2016-08-22,2577020000
2016-08-23,2612528000
2016-08-24,2566260000
2016-08-25,2565184000
2016-08-26,2584552000
2016-08-29,2626516000
2016-08-30,2624364000
2016-08-31,2612528000
2016-09-01,2585628000
2016-09-02,2623288000
2016-09-06,2640504000
2016-09-07,2694304000
2016-09-08,2706140000
2016-09-09,2594236000
2016-09-12,2653416000
2016-09-13,2536132000
2016-09-14,2517840000
2016-09-15,2620060000
2016-09-16,2594236000
2016-09-19,2593160000
2016-09-20,2560880000
2016-09-21,2602844000
2016-09-22,2652340000
2016-09-23,2479104000
2016-09-26,2500624000
2016-09-27,2531828000
2016-09-28,2612528000
2016-09-29,2613604000
2016-09-30,2690919000
2016-10-03,2646441000
2016-10-04,2598786000
2016-10-05,2646441000
2016-10-06,2636910000
2016-10-07,2586078000
2016-10-10,2614671000
2016-10-11,2580783000
2016-10-12,2555367000
2016-10-13,2529951000
2016-10-14,2662326000
2016-10-17,2612553000
2016-10-18,2598786000
2016-10-19,2610435000
2016-10-20,2597727000
2016-10-21,2622084000
2016-10-24,2540541000
2016-10-25,2501358000
2016-10-26,2500299000
2016-10-27,2502417000
2016-10-28,2521479000
2016-10-31,2528892000
2016-11-01,2389104000
2016-11-02,2380632000
2016-11-03,2385927000
2016-11-04,2418756000
2016-11-07,2499240000
2016-11-08,2501358000
2016-11-09,2870949000
2016-11-10,2928135000
2016-11-11,2952492000
2016-11-14,2983203000
2016-11-15,3014973000
2016-11-16,3020268000
2016-11-17,3041448000
2016-11-18,3022386000
2016-11-21,3019209000
2016-11-22,3107106000
2016-11-23,3278664000
2016-11-25,3273369000
2016-11-28,3199239000
2016-11-29,3147348000
2016-11-30,3232068000
2016-12-01,3164292000
2016-12-02,3145230000
2016-12-05,3160056000
2016-12-06,3292431000
2016-12-07,3399390000
2016-12-08,3424806000
2016-12-09,3369738000
2016-12-12,3203475000
2016-12-13,3499994999
2016-12-14,3381387000
2016-12-15,3381387000
2016-12-16,3287136000
2016-12-19,3337968000
2016-12-20,3382446000
2016-12-21,3404685000
2016-12-22,3388800000
2016-12-23,3415275000
2016-12-27,3422688000
2016-12-28,3389859000
2016-12-29,3396213000
2016-12-30,3339027000
2017-01-03,3360088000
2017-01-04,3420052000
2017-01-05,3327476000
2017-01-06,3305384000
2017-01-09,3289604000
2017-01-10,3347464000
2017-01-11,3371659999
2017-01-12,3301176000
2017-01-13,3364296000
2017-01-17,3309592000
2017-01-18,3341152000
2017-01-19,3249628000
2017-01-20,3322216000
2017-01-23,3288552000
2017-01-24,3416895999
2017-01-25,3451612000
2017-01-26,3469495999
2017-01-27,3483172000
2017-01-30,3344308000
2017-01-31,3345360000
2017-02-01,3375868000
2017-02-02,3340100000
2017-02-03,3434780000
2017-02-06,3336944000
2017-02-07,3269616000
2017-02-08,3253836000
2017-02-09,3294864000
2017-02-10,3424259999
2017-02-13,3410584000
2017-02-14,3409531999
2017-02-15,3433728000
2017-02-16,3366400000
2017-02-17,3366400000
2017-02-21,3380076000
2017-02-22,3304332000
2017-02-23,3146532000
2017-02-24,3192820000
2017-02-27,3271720000
2017-02-28,3286448000
2017-03-01,3427416000
2017-03-02,3346412000
2017-03-03,3395856000
2017-03-06,3387440000
2017-03-07,3345360000
2017-03-08,3275928000
2017-03-09,3128648000
2017-03-10,3182300000
2017-03-13,3177040000
2017-03-14,3159156000
2017-03-15,3270668000
2017-03-16,3194924000
2017-03-17,3276980000
2017-03-20,3242264000
2017-03-21,3141272000
2017-03-22,3125492000
2017-03-23,3148636000
2017-03-24,3156000000
2017-03-27,3110764000
2017-03-28,3149688000
2017-03-29,3238056000
2017-03-30,3302228000
2017-03-31,3004980000
2017-04-03,2924592000
2017-04-04,2936076000
2017-04-05,2975313000
2017-04-06,3098766000
2017-04-07,3112164000
2017-04-10,3140874000
2017-04-11,3159057000
2017-04-12,3040389000
2017-04-13,2972442000
2017-04-17,3034647000
2017-04-18,3049959000
2017-04-19,3072927000
2017-04-20,3105465000
2017-04-21,3105465000
2017-04-24,3166713000
2017-04-25,3412661999
2017-04-26,3409791000
2017-04-27,3407877000
2017-04-28,3347585999
2017-05-01,3363855000
2017-05-02,3322704000
2017-05-03,3167670000
2017-05-04,3184896000
2017-05-05,3189681000
2017-05-08,3144702000
2017-05-09,3154272000
2017-05-10,3191595000
2017-05-11,3121733999
2017-05-12,3115992000
2017-05-15,3201165000
2017-05-16,3183939000
2017-05-17,3054744000
2017-05-18,3047088000
2017-05-19,3131304000
2017-05-22,3172455000
2017-05-23,3234659999
2017-05-24,3228918000
2017-05-25,3139917000
2017-05-26,3149486999
2017-05-30,3234659999
2017-05-31,3137046000
2017-06-01,3239445000
2017-06-02,3212649000
2017-06-05,3201165000
2017-06-06,3230832000
2017-06-07,3241358999
2017-06-08,3314091000
2017-06-09,3453813000
2017-06-12,3516975000
2017-06-13,3559083000
2017-06-14,3464340000
2017-06-15,3378209999
2017-06-16,3392565000
2017-06-19,3524631000
2017-06-20,3428931000
2017-06-21,3311220000
2017-06-22,3327489000
2017-06-23,3382995000
2017-06-26,3465297000
2017-06-27,3398307000
2017-06-28,3489222000
2017-06-29,3485394000
2017-06-30,3300000000
2017-07-03,3271840000
2017-07-05,3315840000
2017-07-06,3220800000
2017-07-07,3274480000
2017-07-10,3270960000
2017-07-11,3329040000
2017-07-12,3336960000
2017-07-13,3386239999
2017-07-14,3406480000
2017-07-17,3407360000
2017-07-18,3358960000
2017-07-19,3417920000
2017-07-20,3402079999
2017-07-21,3381840000
2017-07-24,3417920000
2017-07-25,3444320000
2017-07-26,3358079999
2017-07-27,3407360000
2017-07-28,3404720000
2017-07-31,3464560000
2017-08-01,3422320000
2017-08-02,3308800000
2017-08-03,3432000000
2017-08-04,3470720000
2017-08-07,3457520000
2017-08-08,3448720000
2017-08-09,3410000000
2017-08-10,3335200000
2017-08-11,3351040000
2017-08-14,3446079999
2017-08-15,3418800000
2017-08-16,3405600000
2017-08-17,3318480000
2017-08-18,3302640000
2017-08-21,3289440000
2017-08-22,3406480000
2017-08-23,3341360000
2017-08-24,3310560000
2017-08-25,3331680000
2017-08-28,3325520000
2017-08-29,3377440000
2017-08-30,3418800000
2017-08-31,3392399999
2017-09-01,3437280000
2017-09-05,3369520000
2017-09-06,3365120000
2017-09-07,3357200000
2017-09-08,3480399999
2017-09-11,3524399999
2017-09-12,3672239999
2017-09-13,3760239999
2017-09-14,3766399999
2017-09-15,3825360000
2017-09-18,3892239999
2017-09-19,3901920000
2017-09-20,3855280000
2017-09-21,3820960000
2017-09-22,3780480000
2017-09-25,3844720000
2017-09-26,3858800000
2017-09-27,3921280000
2017-09-28,3948560000
2017-09-29,3961760000
2017-10-02,3742175000
2017-10-03,3729770000
2017-10-04,3714056999
2017-10-05,3757061000
2017-10-06,3779390000
2017-10-09,3733905000
2017-10-10,3763677000
2017-10-11,3789314000
2017-10-12,3790968000
2017-10-13,3781044000
2017-10-16,3837280000
2017-10-17,3806681000
2017-10-18,3813297000
2017-10-19,3783525000
2017-10-20,3790968000
2017-10-23,3806681000
2017-10-24,3877803000
2017-10-25,3829010000
2017-10-26,3867052000
2017-10-27,3889381000
2017-10-30,3857955000
2017-10-31,3895997000
2017-11-01,3709095000
2017-11-02,3748791000
2017-11-03,3817431999
2017-11-06,3854647000
2017-11-07,3868706000
2017-11-08,3727289000
2017-11-09,3661956000
2017-11-10,3684285000
2017-11-13,3690074000
2017-11-14,3542868000
2017-11-15,3518885000
2017-11-16,3640454000
2017-11-17,3706614000
2017-11-20,3774428000
2017-11-21,3732251000
2017-11-22,3745483000
2017-11-24,3768639000
2017-11-27,3747137000
2017-11-28,3752926000
2017-11-29,3862090000
2017-11-30,3867052000
2017-12-01,3788487000
2017-12-04,3831491000
2017-12-05,3804200000
2017-12-06,3747964000
2017-12-07,3796756999
2017-12-08,3830664000
2017-12-11,3874495000
2017-12-12,3848031000
2017-12-13,3972908000
2017-12-14,3823220999
2017-12-15,3798411000
2017-12-18,3906748000
2017-12-19,3891862000
2017-12-20,3930731000
2017-12-21,3972908000
2017-12-22,4011777000
2017-12-26,4001026000
2017-12-27,4018393000
2017-12-28,4010123000
2017-12-29,3987794000
2018-01-02,3872623000
2018-01-03,3859871000
2018-01-04,3790532000
2018-01-05,3741915000
2018-01-08,3769013000
2018-01-09,3779374000
2018-01-10,3792126000
2018-01-11,3843134000
2018-01-12,3889360000
2018-01-16,3872623000
2018-01-17,3909285000
2018-01-18,3894142000
2018-01-19,3968263000
2018-01-22,3930007000
2018-01-23,3932398000
2018-01-24,3913270000
2018-01-25,3843134000
2018-01-26,3931601000
2018-01-29,3825600000
2018-01-30,3796908000
2018-01-31,3747494000
2018-02-01,3747494000
2018-02-02,3606425000
2018-02-05,3466153000
2018-02-06,3509191000
2018-02-07,3443040000
2018-02-08,3306753000
2018-02-09,3384859000
2018-02-12,3445430999
2018-02-13,3423912000
2018-02-14,3341024000
2018-02-15,3446228000
2018-02-16,3270091000
2018-02-20,3366528000
2018-02-21,3467747000
2018-02-22,3414348000
2018-02-23,3482890000
2018-02-26,3388844000
2018-02-27,3415145000
2018-02-28,3309144000
2018-03-01,3190391000
2018-03-02,3115473000
2018-03-05,3144962000
2018-03-06,3226255999
2018-03-07,3125834000
2018-03-08,3178436000
2018-03-09,3272482000
2018-03-12,3180826999
2018-03-13,3168075000
2018-03-14,3108300000
2018-03-15,3093157000
2018-03-16,3094751000
2018-03-19,3082796000
2018-03-20,3094751000
2018-03-21,3109894000
2018-03-22,2935351000
2018-03-23,2857245000
2018-03-26,2948900000
2018-03-27,2940930000
2018-03-28,2919411000
2018-03-29,2981576999
2018-04-02,2705920000
2018-04-03,2770850000
2018-04-04,2791235000
2018-04-05,2828230000
2018-04-06,2726305000
2018-04-09,2724795000
2018-04-10,2823700000
2018-04-11,2816150000
2018-04-12,2881835000
2018-04-13,2915810000
2018-04-16,2949030000
2018-04-17,2992820000
2018-04-18,3041895000
2018-04-19,2994329999
2018-04-20,2975454999
2018-04-23,2983005000
2018-04-24,2766320000
2018-04-25,2794255000
2018-04-26,2750465000
2018-04-27,2785950000
2018-04-30,2757260000
2018-05-01,2735365000
2018-05-02,2831250000
2018-05-03,2874285000
2018-05-04,2946010000
2018-05-07,3062280000
2018-05-08,3009430000
2018-05-09,3094745000
2018-05-10,3076625000
2018-05-11,3054730000
2018-05-14,3120415000
2018-05-15,3127210000
2018-05-16,3181570000
2018-05-17,3171000000
2018-05-18,3155145000
2018-05-21,3238195000
2018-05-22,3195160000
2018-05-23,3156655000
2018-05-24,3149860000
2018-05-25,3072095000
2018-05-29,3038875000
2018-05-30,3099275000
2018-05-31,2988290000
2018-06-01,3017735000
2018-06-04,2998860000
2018-06-05,2967150000
2018-06-06,3099275000
2018-06-07,3136270000
2018-06-08,3175530000
2018-06-11,3168735000
2018-06-12,3192895000
2018-06-13,3151370000
2018-06-14,3019245000
2018-06-15,3016980000
2018-06-18,3015470000
2018-06-19,2997350000
2018-06-20,3013960000
2018-06-21,3001880000
2018-06-22,3118905000
2018-06-25,3071340000
2018-06-26,3081910000
2018-06-27,3101540000
2018-06-28,3104560000
2018-06-29,3185345000
2018-07-02,3106455000
2018-07-03,3085819000
2018-07-05,3178681000
2018-07-06,3149201000
2018-07-09,3273754000
2018-07-10,3250907000
2018-07-11,3180891999
2018-07-12,3222164000
2018-07-13,3327555000
2018-07-16,3229534000
2018-07-17,3250907000
2018-07-18,3262699000
2018-07-19,3233956000
2018-07-20,3168363000
2018-07-23,3172785000
2018-07-24,3177944000
2018-07-25,3208161000
2018-07-26,3220690000
2018-07-27,3237641000
2018-07-30,3131513000
2018-07-31,3251644000
2018-08-01,2923679000
2018-08-02,3026122000
2018-08-03,2973795000
2018-08-06,2964214000
2018-08-07,2942104000
2018-08-08,2856612000
2018-08-09,2823447000
2018-08-10,2791756000
2018-08-13,2793230000
2018-08-14,2800600000
2018-08-15,2721004000
2018-08-16,2780701000
2018-08-17,2826395000
2018-08-20,2868404000
2018-08-21,2907465000
2018-08-22,2859560000
2018-08-23,2795441000
2018-08-24,2840398000
2018-08-27,2892725000
2018-08-28,2902306000
2018-08-29,2926627000
2018-08-30,2858086000
2018-08-31,2855875000
2018-09-04,2818288000
2018-09-05,2837450000
2018-09-06,2819025000
2018-09-07,2793966999
2018-09-10,2780701000
2018-09-11,2775541999
2018-09-12,2827132000
2018-09-13,2840398000
2018-09-14,2861034000
2018-09-17,2919257000
2018-09-18,2993694000
2018-09-19,3079186000
2018-09-20,3130776000
2018-09-21,3090978000
2018-09-24,3030544000
2018-09-25,2993694000
2018-09-26,3013593000
2018-09-27,2999590000
2018-09-28,2941366999
2018-10-01,2907273000
2018-10-02,2864380000
2018-10-03,2947985000
2018-10-04,2914543000
2018-10-05,2862199000
2018-10-08,2902184000
2018-10-09,2814217000
2018-10-10,2724069000
2018-10-11,2711710000
2018-10-12,2638283000
2018-10-15,2639737000
2018-10-16,2695716000
2018-10-17,2678268000
2018-10-18,2507423000
2018-10-19,2412186000
2018-10-22,2388922000
2018-10-23,2307498000
