,TDC
2017-01-03,3596432000
2017-01-04,3734656000
2017-01-05,3695536000
2017-01-06,3749000000
2017-01-09,3720312000
2017-01-10,3691624000
2017-01-11,3712488000
2017-01-12,3709880000
2017-01-13,3717704000
2017-01-17,3677280000
2017-01-18,3745088000
2017-01-19,3705968000
2017-01-20,3712488000
2017-01-23,3703360000
2017-01-24,3734656000
2017-01-25,3802464000
2017-01-26,3771168000
2017-01-27,3797248000
2017-01-30,3785512000
2017-01-31,3828544000
2017-02-01,3850712000
2017-02-02,3882008000
2017-02-03,3938080000
2017-02-06,3901568000
2017-02-07,3904176000
2017-02-08,3934168000
2017-02-09,4269296000
2017-02-10,4131072000
2017-02-13,4155848000
2017-02-14,4115424000
2017-02-15,4119336000
2017-02-16,4051528000
2017-02-17,4051528000
2017-02-21,4137592000
2017-02-22,4094560000
2017-02-23,4089344000
2017-02-24,4078912000
2017-02-27,4089344000
2017-02-28,4055440000
2017-03-01,4098472000
2017-03-02,4054136000
2017-03-03,4102384000
2017-03-06,4076304000
2017-03-07,4054136000
2017-03-08,4042400000
2017-03-09,4056744000
2017-03-10,4091952000
2017-03-13,4041096000
2017-03-14,4038488000
2017-03-15,4051528000
2017-03-16,4068480000
2017-03-17,4011104000
2017-03-20,4034576000
2017-03-21,3947208000
2017-03-22,3961552000
2017-03-23,3969376000
2017-03-24,3951120000
2017-03-27,3965464000
2017-03-28,4016320000
2017-03-29,4045008000
2017-03-30,4077608000
2017-03-31,3980248000
2017-04-03,3895834000
2017-04-04,3885602000
2017-04-05,3847232000
2017-04-06,3867696000
2017-04-07,3874091000
2017-04-10,3889439000
2017-04-11,3893276000
2017-04-12,3876649000
2017-04-13,3893276000
2017-04-17,3970016000
2017-04-18,3961063000
2017-04-19,4005828000
2017-04-20,4085126000
2017-04-21,3972574000
2017-04-24,4017339000
2017-04-25,4037803000
2017-04-26,4092800000
2017-04-27,3756423000
2017-04-28,3732122000
2017-05-01,3714216000
2017-05-02,3724448000
2017-05-03,3723169000
2017-05-04,3715495000
2017-05-05,3760260000
2017-05-08,3729564000
2017-05-09,3721890000
2017-05-10,3709100000
2017-05-11,3654103000
2017-05-12,3692473000
2017-05-15,3743633000
2017-05-16,3742354000
2017-05-17,3608059000
2017-05-18,3586316000
2017-05-19,3652824000
2017-05-22,3702705000
2017-05-23,3679683000
2017-05-24,3629802000
2017-05-25,3689915000
2017-05-26,3657940000
2017-05-30,3600385000
2017-05-31,3486554000
2017-06-01,3541551000
2017-06-02,3504460000
2017-06-05,3494228000
2017-06-06,3547946000
2017-06-07,3550504000
2017-06-08,3555620000
2017-06-09,3572247000
2017-06-12,3586316000
2017-06-13,3633639000
2017-06-14,3638755000
2017-06-15,3629802000
2017-06-16,3619570000
2017-06-19,3665614000
2017-06-20,3638755000
2017-06-21,3709100000
2017-06-22,3734680000
2017-06-23,3806304000
2017-06-26,3798630000
2017-06-27,3785840000
2017-06-28,3842116000
2017-06-29,3819094000
2017-06-30,3647913000
2017-07-03,3662757000
2017-07-05,3621936000
2017-07-06,3516791000
2017-07-07,3510606000
2017-07-10,3536583000
2017-07-11,3555138000
2017-07-12,3574930000
2017-07-13,3620699000
2017-07-14,3655335000
2017-07-17,3645439000
2017-07-18,3635543000
2017-07-19,3636780000
2017-07-20,3649150000
2017-07-21,3602144000
2017-07-24,3618225000
2017-07-25,3673890000
2017-07-26,3634306000
2017-07-27,3943556000
2017-07-28,3896550000
2017-07-31,3936134000
2017-08-01,4016539000
2017-08-02,4001695000
2017-08-03,3985614000
2017-08-04,3947267000
2017-08-07,3941082000
2017-08-08,3915105000
2017-08-09,3901498000
2017-08-10,3816145000
2017-08-11,3813671000
2017-08-14,3845833000
2017-08-15,3834700000
2017-08-16,3826041000
2017-08-17,3745636000
2017-08-18,3720896000
2017-08-21,3728318000
2017-08-22,3762954000
2017-08-23,3774087000
2017-08-24,3809960000
2017-08-25,3814908000
2017-08-28,3839648000
2017-08-29,3832226000
2017-08-30,3861914000
2017-08-31,3948504000
2017-09-01,3981902999
2017-09-05,3922527000
2017-09-06,3840885000
2017-09-07,3792642000
2017-09-08,3802538000
2017-09-11,3932423000
2017-09-12,3950978000
2017-09-13,3910157000
2017-09-14,3965822000
2017-09-15,4036331000
2017-09-18,4088284999
2017-09-19,4079625999
2017-09-20,4106840000
2017-09-21,4067256000
2017-09-22,4078389000
2017-09-25,4063545000
2017-09-26,4109314000
2017-09-27,4156320000
2017-09-28,4176111999
2017-09-29,4179823000
2017-10-02,4111345000
2017-10-03,4129510000
2017-10-04,4083492000
2017-10-05,4077437000
2017-10-06,4047162000
2017-10-09,4015675999
2017-10-10,4004777000
2017-10-11,3958758999
2017-10-12,3951493000
2017-10-13,4021731000
2017-10-16,3992667000
2017-10-17,3888521000
2017-10-18,3901842000
2017-10-19,3912741000
2017-10-20,3940594000
2017-10-23,3899420000
2017-10-24,3943016000
2017-10-25,3946649000
2017-10-26,3944227000
2017-10-27,4058060999
2017-10-30,4101656999
2017-10-31,4050795000
2017-11-01,4031419000
2017-11-02,4487966000
2017-11-03,4370499000
2017-11-06,4302683000
2017-11-07,4192481999
2017-11-08,4316004000
2017-11-09,4269985999
2017-11-10,4280885000
2017-11-13,4339013000
2017-11-14,4331747000
2017-11-15,4289362000
2017-11-16,4341435000
2017-11-17,4339013000
2017-11-20,4377765000
2017-11-21,4406829000
2017-11-22,4409251000
2017-11-24,4451636000
2017-11-27,4433471000
2017-11-28,4475856000
2017-11-29,4560626000
2017-11-30,4603011000
2017-12-01,4569103000
2017-12-04,4599378000
2017-12-05,4664772000
2017-12-06,4526718000
2017-12-07,4544883000
2017-12-08,4619965000
2017-12-11,4650240000
2017-12-12,4667194000
2017-12-13,4712001000
2017-12-14,4687781000
2017-12-15,4670827000
2017-12-18,4747120000
2017-12-19,4719267000
2017-12-20,4709579000
2017-12-21,4681726000
2017-12-22,4665983000
2017-12-26,4684148000
2017-12-27,4697469000
2017-12-28,4659928000
2017-12-29,4657506000
2018-01-02,4490499974
2018-01-03,4512666640
2018-01-04,4509166640
2018-01-05,4530166640
2018-01-08,4528999974
2018-01-09,4479999974
2018-01-10,4432166641
2018-01-11,4454333307
2018-01-12,4470666641
2018-01-16,4406499974
2018-01-17,4527833307
2018-01-18,4527833307
2018-01-19,4560499973
2018-01-22,4532499974
2018-01-23,4646833306
2018-01-24,4654999973
2018-01-25,4688833306
2018-01-26,4766999972
2018-01-29,4808999972
2018-01-30,4770499972
2018-01-31,4724999973
2018-02-01,4826499972
2018-02-02,4759999972
2018-02-05,4706333306
2018-02-06,4637499973
2018-02-07,4678333306
2018-02-08,4351666641
2018-02-09,4083333310
2018-02-12,4191833309
2018-02-13,4225666642
2018-02-14,4280499975
2018-02-15,4318999975
2018-02-16,4282833308
2018-02-20,4288666642
2018-02-21,4253666642
2018-02-22,4271166642
2018-02-23,4339999975
2018-02-26,4351666641
2018-02-27,4297999975
2018-02-28,4295666642
2018-03-01,4448499974
2018-03-02,4570999973
2018-03-05,4859166638
2018-03-06,4892999972
2018-03-07,4852166638
2018-03-08,4870833305
2018-03-09,4946666638
2018-03-12,4968833304
2018-03-13,5054850000
2018-03-14,5072775000
2018-03-15,5062020000
2018-03-16,5020195000
2018-03-19,5072775000
2018-03-20,5035730000
2018-03-21,5011830000
2018-03-22,4864845000
2018-03-23,4768050000
2018-03-26,4867235000
2018-03-27,4728615000
2018-03-28,4630625000
2018-03-29,4740565000
2018-04-02,4678425000
2018-04-03,4729810000
2018-04-04,4762075000
2018-04-05,4770440000
2018-04-06,4704715000
2018-04-09,4691570000
2018-04-10,4770440000
2018-04-11,4790755000
2018-04-12,4834970000
2018-04-13,4788365000
2018-04-16,4888745000
2018-04-17,4960445000
2018-04-18,4971200000
2018-04-19,4948495000
2018-04-20,4891135000
2018-04-23,4852895000
2018-04-24,4809875000
2018-04-25,4795535000
2018-04-26,4870820000
2018-04-27,4891135000
2018-04-30,4889940000
2018-05-01,4899500000
2018-05-02,4876795000
2018-05-03,4780000000
2018-05-04,4548170000
2018-05-07,4595970000
2018-05-08,4690375000
2018-05-09,4717860000
2018-05-10,4731005000
2018-05-11,4717860000
2018-05-14,4539805000
2018-05-15,4541000000
2018-05-16,4543390000
2018-05-17,4643770000
2018-05-18,4623455000
2018-05-21,4599555000
2018-05-22,4576850000
2018-05-23,4587605000
2018-05-24,4636600000
2018-05-25,4633015000
2018-05-29,4621065000
2018-05-30,4738175000
2018-05-31,4764465000
2018-06-01,4744150000
2018-06-04,4870820000
2018-06-05,4977175000
2018-06-06,5094285000
2018-06-07,4909060000
2018-06-08,4866040000
2018-06-11,4899500000
2018-06-12,4899500000
2018-06-13,5007050000
2018-06-14,5048875000
2018-06-15,5169570000
2018-06-18,5258000000
2018-06-19,5193470000
2018-06-20,5179130000
2018-06-21,5100260000
2018-06-22,4909060000
2018-06-25,4769245000
2018-06-26,4809875000
2018-06-27,4726225000
2018-06-28,4760880000
2018-06-29,4797925000
2018-07-02,4867887000
2018-07-03,4867887000
2018-07-05,4903497000
2018-07-06,4966408000
2018-07-09,5030506000
2018-07-10,5018636000
2018-07-11,4998457000
2018-07-12,5126653000
2018-07-13,5105287000
2018-07-16,5104100000
2018-07-17,5143271000
2018-07-18,5106474000
2018-07-19,5100539000
2018-07-20,4909432000
2018-07-23,5031693000
2018-07-24,4850082000
2018-07-25,4870261000
2018-07-26,4878570000
2018-07-27,4782423000
2018-07-30,4508226000
2018-07-31,4545023000
2018-08-01,4511787000
2018-08-02,4588942000
2018-08-03,4526031000
2018-08-06,4645918000
2018-08-07,4713577000
2018-08-08,4802602000
2018-08-09,4820407000
2018-08-10,4822781000
2018-08-13,4819220000
2018-08-14,4858391000
2018-08-15,4808537000
2018-08-16,4777675000
2018-08-17,4818033000
2018-08-20,4870261000
2018-08-21,4834651000
2018-08-22,4818033000
2018-08-23,4795480000
2018-08-24,4854830000
2018-08-27,4894001000
2018-08-28,4899936000
2018-08-29,4915367000
2018-08-30,4903497000
2018-08-31,4922489000
2018-09-04,4865513000
2018-09-05,4638796000
2018-09-06,4620991000
2018-09-07,4603186000
2018-09-10,4632861000
2018-09-11,4619804000
2018-09-12,4700520000
2018-09-13,4737317000
2018-09-14,4731382000
2018-09-17,4505852000
2018-09-18,4518909000
2018-09-19,4617430000
2018-09-20,4666097000
2018-09-21,4596064000
2018-09-24,4561641000
2018-09-25,4572324000
2018-09-26,4549771000
2018-09-27,4496356000
2018-09-28,4476177000
2018-10-01,4391712000
2018-10-02,4382328000
2018-10-03,4398750000
2018-10-04,4362387000
2018-10-05,4313121000
2018-10-08,4227492000
2018-10-09,4186436999
2018-10-10,4046850000
2018-10-11,4003449000
2018-10-12,4104327000
2018-10-15,4072656000
2018-10-16,4162977000
2018-10-17,4141863000
2018-10-18,4158285000
2018-10-19,4128960000
2018-10-22,4221627000
2018-10-23,4202859000
2018-10-24,4063272000
2018-10-25,4193475000
2018-10-26,4113711000
2018-10-29,4057407000
2018-10-30,4153592999
2018-10-31,4269720000
2018-11-01,4295526000
2018-11-02,4195821000
2018-11-05,4248606000
2018-11-06,4273239000
2018-11-07,4516050000
2018-11-08,4476168000
2018-11-09,4417518000
2018-11-12,4415172000
2018-11-13,4428075000
2018-11-14,4387020000
2018-11-15,4438632000
2018-11-16,4425729000
2018-11-19,4207550999
2018-11-20,4193475000
2018-11-21,4225146000
2018-11-23,4262682000
2018-11-26,4317813000
2018-11-27,4311948000
2018-11-28,4446843000
2018-11-29,4433940000
2018-11-30,4413999000
2018-12-03,4487898000
2018-12-04,4408134000
2018-12-06,4422210000
2018-12-07,4314294000
2018-12-10,4303737000
2018-12-11,4379982000
2018-12-12,4457400000
2018-12-13,4397577000
2018-12-14,4389366000
2018-12-17,4302564000
2018-12-18,4274411999
2018-12-19,4289661000
2018-12-20,4292007000
2018-12-21,4209897000
2018-12-24,4157111999
2018-12-26,4311948000
2018-12-27,4376463000
2018-12-28,4391712000
2018-12-31,4491956000
2019-01-02,4420525000
2019-01-03,4331529000
2019-01-04,4497811000
2019-01-07,4586807000
2019-01-08,4674632000
2019-01-09,4682829000
2019-01-10,4688684000
2019-01-11,4696881000
2019-01-14,4694539000
2019-01-15,4885412000
2019-01-16,5018906000
2019-01-17,5072772000
2019-01-18,5150058000
2019-01-22,5077456000
2019-01-23,5104389000
2019-01-24,5154742000
2019-01-25,5191043000
2019-01-28,5169965000
2019-01-29,5147716000
2019-01-30,5182846000
2019-01-31,5196898000
2019-02-01,5269500000
2019-02-04,5370206000
2019-02-05,5412362000
2019-02-06,5473254000
2019-02-07,5386600000
2019-02-08,5370206000
2019-02-11,5419388000
2019-02-12,5427585000
2019-02-13,5422901000
2019-02-14,5394797000
2019-02-15,5439295000
2019-02-19,5417046000
2019-02-20,5436953000
2019-02-21,5446321000
2019-02-22,5490819000
2019-02-25,5500187000
2019-02-26,5534146000
2019-02-27,5660614000
2019-02-28,5664127000
2019-03-01,5770688000
2019-03-04,5647733000
2019-03-05,5655930000
2019-03-06,5593867000
2019-03-07,5568105000
2019-03-08,5557566000
2019-03-11,5609090000
2019-03-12,5624313000
2019-03-13,5631339000
2019-03-14,5613774000
2019-03-15,5613774000
2019-03-18,5591525000
2019-03-19,5658272000
2019-03-20,5313998000
2019-03-21,5371377000
2019-03-22,5139519000
2019-03-25,5124296000
2019-03-26,5194556000
2019-03-27,5127809000
2019-03-28,5118441000
2019-03-29,5111415000
2019-04-01,5039265000
2019-04-02,5053125000
2019-04-03,5082000000
2019-04-04,4993065000
2019-04-05,5058900000
2019-04-08,5065830000
2019-04-09,5023095000
2019-04-10,5079690000
2019-04-11,5060055000
2019-04-12,5084310000
2019-04-15,5080845000
2019-04-16,5117805000
2019-04-17,5130510000
2019-04-18,5196345000
2019-04-22,5210205000
2019-04-23,5267955000
2019-04-24,5251785000
2019-04-25,5211360000
2019-04-26,5284125000
2019-04-29,5315310000
2019-04-30,5251785000
2019-05-01,5115495000
2019-05-02,5049660000
2019-05-03,4542615000
2019-05-06,4595745000
2019-05-07,4376295000
2019-05-08,4454835000
2019-05-09,4355505000
2019-05-10,4400550000
2019-05-13,4196115000
2019-05-14,4257330000
2019-05-15,4249245000
2019-05-16,4266569999
2019-05-17,4163774999
2019-05-20,4089854999
2019-05-21,4127970000
2019-05-22,4082925000
2019-05-23,4005540000
2019-05-24,3974354999
2019-05-28,3974354999
2019-05-29,3958185000
2019-05-30,4048274999
2019-05-31,3966270000
2019-06-03,3998609999
2019-06-04,4079460000
2019-06-05,4147604999
2019-06-06,4182255000
2019-06-07,4156845000
2019-06-10,4154535000
2019-06-11,4107180000
2019-06-12,4163774999
2019-06-13,4197270000
2019-06-14,4079460000
2019-06-17,3961649999
2019-06-18,4011314999
2019-06-19,4041345000
2019-06-20,4007850000
2019-06-21,3989370000
2019-06-24,4004385000
2019-06-25,3980130000
2019-06-26,4040189999
2019-06-27,4101405000
2019-06-28,4140675000
2019-07-01,4157835999
2019-07-02,4170288000
2019-07-03,4224624000
2019-07-05,4216700000
2019-07-08,4134064000
2019-07-09,4148780000
2019-07-10,4138592000
2019-07-11,4102368000
2019-07-12,4147648000
2019-07-15,4103500000
2019-07-16,4075200000
2019-07-17,4044635999
2019-07-18,4020864000
2019-07-19,3978980000
2019-07-22,3906532000
2019-07-23,3988035999
2019-07-24,4149911999
2019-07-25,4139724000
2019-07-26,4137459999
2019-07-29,4143120000
2019-07-30,4216700000
2019-07-31,4145383999
2019-08-01,4040107999
2019-08-02,3734468000
2019-08-05,3746920000
2019-08-06,3789935999
2019-08-07,3851064000
2019-08-08,4010676000
2019-08-09,4025392000
2019-08-12,3813707999
2019-08-13,3831820000
2019-08-14,3700507999
2019-08-15,3710696000
2019-08-16,3767296000
2019-08-19,3760504000
2019-08-20,3604288000
2019-08-21,3600892000
2019-08-22,3648435999
2019-08-23,3540896000
2019-08-26,3515992000
2019-08-27,3414112000
2019-08-28,3374492000
2019-08-29,3460524000
2019-08-30,3494484000
2019-09-03,3386944000
2019-09-04,3435620000
2019-09-05,3571460000
2019-09-06,3647304000
2019-09-09,3771824000
2019-09-10,3883892000
2019-09-11,3858988000
2019-09-12,3766164000
2019-09-13,3708432000
2019-09-16,3752580000
2019-09-17,3645040000
2019-09-18,3628059999
2019-09-19,3602024000
2019-09-20,3580516000
2019-09-23,3596364000
2019-09-24,3494484000
2019-09-25,3579384000
2019-09-26,3587308000
2019-09-27,3496748000
2019-09-30,3378475263
2019-10-01,3271671851
2019-10-02,3236797268
2019-10-03,3226988791
2019-10-04,3255324390
2019-10-07,3228078622
2019-10-08,3126724364
2019-10-09,3138712502
2019-10-10,3149610809
2019-10-11,3230258283
2019-10-14,3230258283
2019-10-15,3260773544
2019-10-16,3235707437
2019-10-17,3170317593
2019-10-18,3113646395
2019-10-21,3136532840
2019-10-22,3077681981
2019-10-23,3120185379
2019-10-24,3138712502
2019-10-25,3208461669
2019-10-28,3279300666
2019-10-29,3333792203
2019-10-30,3318534572
2019-10-31,3261863374
2019-11-01,3303276942
2019-11-04,3346870171
2019-11-05,3318534572
2019-11-06,3296737958
2019-11-07,3391553231
2019-11-08,2769259884
2019-11-11,2881512450
2019-11-12,2818302267
2019-11-13,2749642931
2019-11-14,2889141265
2019-11-15,2903309064
2019-11-18,2873883635
2019-11-19,2928375171
2019-11-20,2963249754
2019-11-21,2822661590
2019-11-22,2909848049
2019-11-25,2924015848
2019-11-26,2946902293
2019-11-27,2933824325
2019-11-29,2894590418
2019-12-02,2886961603
2019-12-03,2825931082
2019-12-04,2817212437
2019-12-05,2800864976
2019-12-06,2865164989
2019-12-09,2833559898
2019-12-10,2811763283
2019-12-11,2763810731
2019-12-12,2927285340
2019-12-13,2885871773
2019-12-16,2912027710
2019-12-17,2847727697
2019-12-18,2853176851
2019-12-19,2921836187
2019-12-20,2913117541
2019-12-23,2941453140
2019-12-24,2925105679
2019-12-26,2901129403
2019-12-27,2900039572
2019-12-30,2876063296
2019-12-31,2952731000
2020-01-02,2942804000
2020-01-03,2905302000
2020-01-06,2932877000
2020-01-07,2910817000
2020-01-08,2941701000
2020-01-09,2938392000
2020-01-10,2925156000
2020-01-13,2981409000
2020-01-14,2980306000
2020-01-15,3010087000
2020-01-16,3005675000
2020-01-17,2908611000
2020-01-21,2926259000
2020-01-22,2956040000
2020-01-23,2937289000
2020-01-24,2919641000
2020-01-27,2821474000
2020-01-28,2826989000
2020-01-29,2834710000
2020-01-30,2801620000
2020-01-31,2684702000
2020-02-03,2644994000
2020-02-04,2672569000
2020-02-05,2721101000
2020-02-06,2799414000
2020-02-07,2582123000
2020-02-10,2573299000
2020-02-11,2538003000
2020-02-12,2576608000
2020-02-13,2535797000
2020-02-14,2558960000
2020-02-18,2518149000
2020-02-19,2486162000
2020-02-20,2531385000
2020-02-21,2519252000
2020-02-24,2425497000
2020-02-25,2308579000
2020-02-26,2244605000
2020-02-27,2146438000
2020-02-28,2199382000
2020-03-02,2301961000
2020-03-03,2239090000
2020-03-04,2325124000
2020-03-05,2276592000
2020-03-06,2349390000
2020-03-09,2258944000
2020-03-10,2271077000
2020-03-11,2188352000
2020-03-12,2095700000
2020-03-13,2359317000
2020-03-16,2177322000
2020-03-17,2293137000
2020-03-18,2051580000
2020-03-19,2086876000
2020-03-20,2140923000
2020-03-23,2001944999
2020-03-24,2198279000
2020-03-25,2194970000
2020-03-26,2284313000
2020-03-27,2251223000
2020-03-30,2289828000
2020-03-31,2202675000
2020-04-01,2120975000
2020-04-02,2197300000
2020-04-03,2216650000
2020-04-06,2355325000
2020-04-07,2291900000
2020-04-08,2398325000
2020-04-09,2408000000
2020-04-13,2386500000
2020-04-14,2425200000
2020-04-15,2412300000
2020-04-16,2471425000
2020-04-17,2435950000
2020-04-20,2442400000
2020-04-21,2349950000
2020-04-22,2402625000
2020-04-23,2425200000
2020-04-24,2488625000
2020-04-27,2573550000
2020-04-28,2585375000
2020-04-29,2729425000
2020-04-30,2643425000
2020-05-01,2537000000
2020-05-04,2487550000
2020-05-05,2458525000
2020-05-06,2466050000
2020-05-07,2547750000
2020-05-08,2534850000
2020-05-11,2468200000
2020-05-12,2276850000
2020-05-13,2147850000
2020-05-14,2148925000
2020-05-15,2104849999
2020-05-18,2214500000
2020-05-19,2157525000
2020-05-20,2190850000
2020-05-21,2212350000
2020-05-22,2188700000
2020-05-26,2258575000
2020-05-27,2377900000
2020-05-28,2266100000
2020-05-29,2301575000
2020-06-01,2308025000
2020-06-02,2334900000
2020-06-03,2334900000
2020-06-04,2338125000
2020-06-05,2378975000
2020-06-08,2429500000
2020-06-09,2381125000
2020-06-10,2540225000
2020-06-11,2285450000
2020-06-12,2273625000
2020-06-15,2247825000
2020-06-16,2248900000
2020-06-17,2198375000
2020-06-18,2208050000
2020-06-19,2185475000
2020-06-22,2173650000
2020-06-23,2194075000
2020-06-24,2157525000
2020-06-25,2200525000
2020-06-26,2183325000
2020-06-29,2251050000
2020-06-30,2269280000
2020-07-01,2246369000
2020-07-02,2269280000
2020-07-06,2251824000
2020-07-07,2129632000
2020-07-08,2154725000
2020-07-09,2151452000
2020-07-10,2144906000
2020-07-13,2107812000
2020-07-14,2108902999
2020-07-15,2196183000
2020-07-16,2159089000
2020-07-17,2152543000
2020-07-20,2199456000
2020-07-21,2239823000
2020-07-22,2239823000
2020-07-23,2234368000
2020-07-24,2215821000
2020-07-27,2246369000
2020-07-28,2219094000
2020-07-29,2259461000
2020-07-30,2247460000
2020-07-31,2291100000
2020-08-03,2369652000
2020-08-04,2352196000
2020-08-05,2244187000
2020-08-06,2257279000
2020-08-07,2681678000
2020-08-10,2646766000
2020-08-11,2632583000
2020-08-12,2643493000
2020-08-13,2610763000
2020-08-14,2626037000
2020-08-17,2604217000
2020-08-18,2629310000
2020-08-19,2678405000
2020-08-20,2671859000
2020-08-21,2667495000
2020-08-24,2710044000
2020-08-25,2678405000
2020-08-26,2684951000
2020-08-27,2656585000
2020-08-28,2687133000
2020-08-31,2656585000
2020-09-01,2609672000
2020-09-02,2612945000
2020-09-03,2477661000
2020-09-04,2460205000
2020-09-08,2399109000
2020-09-09,2466751000
2020-09-10,2474388000
2020-09-11,2507118000
2020-09-14,2472206000
2020-09-15,2438385000
2020-09-16,2462387000
2020-09-17,2432930000
2020-09-18,2471115000
2020-09-21,2431839000
2020-09-22,2550758000
2020-09-23,2486389000
2020-09-24,2480934000
2020-09-25,2509300000
2020-09-28,2531120000
2020-09-29,2488571000
2020-09-30,2476570000
2020-10-01,2425293000
2020-10-02,2367470000
2020-10-05,2345650000
2020-10-06,2395836000
2020-10-07,2393654000
2020-10-08,2441658000
2020-10-09,2401291000
2020-10-12,2395836000
2020-10-13,2357651000
2020-10-14,2339104000
2020-10-15,2324921000
2020-10-16,2377289000
2020-10-19,2383835000
2020-10-20,2310738000
2020-10-21,2248551000
2020-10-22,2280190000
2020-10-23,2243096000
2020-10-26,2137269000
2020-10-27,2092538000
2020-10-28,2029260000
2020-10-29,2008531000
2020-10-30,2004167000
2020-11-02,2049989000
2020-11-03,2089264999
2020-11-04,2104539000
2020-11-05,2172181000
2020-11-06,2247460000
2020-11-09,2231095000
2020-11-10,2208184000
2020-11-11,2173272000
2020-11-12,2175454000
2020-11-13,2305283000
2020-11-16,2376198000
2020-11-17,2357651000
2020-11-18,2312920000
2020-11-19,2299828000
2020-11-20,2283463000
2020-11-23,2320557000
2020-11-24,2366379000
2020-11-25,2453659000
2020-11-27,2443840000
2020-11-30,2392563000
2020-12-01,2342377000
2020-12-02,2341286000
2020-12-03,2345650000
2020-12-04,2472206000
2020-12-07,2438385000
2020-12-08,2463478000
2020-12-09,2515846000
2020-12-10,2560577000
2020-12-11,2527847000
2020-12-14,2527847000
2020-12-15,2537666000
2020-12-16,2441658000
2020-12-17,2496208000
2020-12-18,2509300000
2020-12-21,2485298000
2020-12-22,2470024000
2020-12-23,2453659000
2020-12-24,2441658000
2020-12-28,2435112000
2020-12-29,2420929000
2020-12-30,2429657000
2020-12-31,2442489000
2021-01-04,2416401000
2021-01-05,2515318000
2021-01-06,2509883000
2021-01-07,2588147000
2021-01-08,2592495000
2021-01-11,2574016000
2021-01-12,2643584000
2021-01-13,2650106000
2021-01-14,2752284000
2021-01-15,2768589000
2021-01-19,2769676000
2021-01-20,2807721000
2021-01-21,2822939000
2021-01-22,2729457000
2021-01-25,2872941000
2021-01-26,3216433000
2021-01-27,3262087000
2021-01-28,2903377000
2021-01-29,2924030000
2021-02-01,3024034000
2021-02-02,2993598000
2021-02-03,2993598000
2021-02-04,2940335000
2021-02-05,4030596000
2021-02-08,5244775000
2021-02-09,5843712000
2021-02-10,5087160000
2021-02-11,5084986000
2021-02-12,5357823000
2021-02-16,5121944000
2021-02-17,5013244000
2021-02-18,5143684000
2021-02-19,5063246000
2021-02-22,4909979000
2021-02-23,4659969000
2021-02-24,4748016000
2021-02-25,4459961000
2021-02-26,4358870000
2021-03-01,4579531000
2021-03-02,4458874000
2021-03-03,4540399000
2021-03-04,4402350000
2021-03-05,4490397000
2021-03-08,4476266000
2021-03-09,4703449000
2021-03-10,4701275000
2021-03-11,4692579000
2021-03-12,4682796000
2021-03-15,4805627000
2021-03-16,4782800000
2021-03-17,4830628000
2021-03-18,4606706000
2021-03-19,4728450000
2021-03-22,4738233000
2021-03-23,4368653000
2021-03-24,4146905000
2021-03-25,4180602000
2021-03-26,4331695000
2021-03-29,4155600999
2021-03-30,4176254000
2021-03-31,4200860000
2021-04-01,4243370000
2021-04-05,4463550000
2021-04-06,4425400000
2021-04-07,4319670000
2021-04-08,4465730000
2021-04-09,4350190000
2021-04-12,4310950000
2021-04-13,4322940000
2021-04-14,4291329999
2021-04-15,4279340000
2021-04-16,4315310000
2021-04-19,4205220000
2021-04-20,4223750000
2021-04-21,4346920000
2021-04-22,5504500000
2021-04-23,5687620000
2021-04-26,5784630000
2021-04-27,5675630000
2021-04-28,5552460000
2021-04-29,5511040000
2021-04-30,5392230000
2021-05-03,5359530000
2021-05-04,5286500000
2021-05-05,5330100000
2021-05-06,5281050000
2021-05-07,4418860000
2021-05-10,4260810000
2021-05-11,4390520000
2021-05-12,4241189999
2021-05-13,4318580000
2021-05-14,4501700000
2021-05-17,4585630000
2021-05-18,4633590000
2021-05-19,4670650000
2021-05-20,4809080000
2021-05-21,4875570000
2021-05-24,5060870000
2021-05-25,5075040000
2021-05-26,5065230000
2021-05-27,5298490000
2021-05-28,5217830000
2021-06-01,5291950000
2021-06-02,5470710000
2021-06-03,5330100000
2021-06-04,5310480000
2021-06-07,5464170000
2021-06-08,5356260000
2021-06-09,5204750000
2021-06-10,5203660000
2021-06-11,5204750000
2021-06-14,5128450000
2021-06-15,5092480000
2021-06-16,5111010000
2021-06-17,5084850000
2021-06-18,4887560000
2021-06-21,4905000000
2021-06-22,5105560000
2021-06-23,5336640000
2021-06-24,5480520000
2021-06-25,5582980000
2021-06-28,5538290000
2021-06-29,5530660000
2021-06-30,5441733000
2021-07-01,5345901000
2021-07-02,5353524000
2021-07-06,5202153000
2021-07-07,5309964000
2021-07-08,5240268000
2021-07-09,5380749000
2021-07-12,5251158000
2021-07-13,5202153000
2021-07-14,5120478000
2021-07-15,5131368000
2021-07-16,4801401000
2021-07-19,4934259000
2021-07-20,5086719000
2021-07-21,5278383000
2021-07-22,5341545000
2021-07-23,5363325000
2021-07-26,5507073000
2021-07-27,5463513000
2021-07-28,5494005000
2021-07-29,5437377000
2021-07-30,5407974000
2021-08-02,5439555000
2021-08-03,5588748000
2021-08-04,5428665000
2021-08-05,5514696000
2021-08-06,5258781000
2021-08-09,5332833000
2021-08-10,5590926000
2021-08-11,5632308000
2021-08-12,5722695000
2021-08-13,6003657000
2021-08-16,5924160000
2021-08-17,5782590000
2021-08-18,5649732000
2021-08-19,5556078000
