,LNC
2009-04-09,2704886225
2009-04-13,2663272591
2009-04-14,2413590785
2009-04-15,2621658957
2009-04-16,2502019758
2009-04-17,2619058104
2009-04-20,2283548178
2009-04-21,2746499859
2009-04-22,2697083669
2009-04-23,2642465774
2009-04-24,2642465774
2009-04-27,2574843618
2009-04-28,2535830836
2009-04-29,2936362066
2009-04-30,2923357805
2009-05-01,2962370587
2009-05-04,3110619159
2009-05-05,3045597855
2009-05-06,4049526781
2009-05-07,4135354902
2009-05-08,4743954303
2009-05-11,4312212848
2009-05-12,4197775353
2009-05-13,3750428785
2009-05-14,4223783875
2009-05-15,4192573649
2009-05-18,4590504027
2009-05-19,4577499766
2009-05-20,4379835003
2009-05-21,4442255455
2009-05-22,4429251194
2009-05-26,4603508287
2009-05-27,4442255455
2009-05-28,4684134704
2009-05-29,4928614805
2009-06-01,5092468490
2009-06-02,5056056560
2009-06-03,4738752599
2009-06-04,4988434404
2009-06-05,5089867637
2009-06-08,5024846334
2009-06-09,4847988388
2009-06-10,4780366233
2009-06-11,4928614805
2009-06-12,4616512548
2009-06-15,4117148937
2009-06-16,3916883322
2009-06-17,3875269688
2009-06-18,4140556606
2009-06-19,4385036708
2009-06-22,4083337859
2009-06-23,4236788136
2009-06-24,4270599213
2009-06-25,4325217108
2009-06-26,4208178762
2009-06-29,4442255455
2009-06-30,5194031471
2009-07-01,5224211782
2009-07-02,4862048053
2009-07-06,5052184011
2009-07-07,4825831680
2009-07-08,4539118729
2009-07-09,4623623599
2009-07-10,4406325362
2009-07-13,4662858003
2009-07-14,4747362873
2009-07-15,4925426706
2009-07-16,4925426706
2009-07-17,4877138209
2009-07-20,5172905253
2009-07-21,5145742974
2009-07-22,5067274166
2009-07-23,5510924733
2009-07-24,5616555821
2009-07-27,5646736131
2009-07-28,5544123075
2009-07-29,5447546081
2009-07-30,6123585041
2009-07-31,6395207837
2009-08-03,6838858404
2009-08-04,6856966591
2009-08-05,6929399336
2009-08-06,6558181515
2009-08-07,6832822342
2009-08-10,6965615709
2009-08-11,6579307732
2009-08-12,6902237057
2009-08-13,7285527002
2009-08-14,7318725344
2009-08-17,6706065037
2009-08-18,6908273119
2009-08-19,6971651771
2009-08-20,7179895915
2009-08-21,7566203892
2009-08-24,7511879333
2009-08-25,7539041612
2009-08-26,7469626898
2009-08-27,7599402234
2009-08-28,7632600576
2009-08-31,7617510420
2009-09-01,6956561616
2009-09-02,6935435398
2009-09-03,7176877884
2009-09-04,7182913946
2009-09-08,7134625449
2009-09-09,7345887624
2009-09-10,7605438296
2009-09-11,7502825240
2009-09-14,7816700471
2009-09-15,7689943166
2009-09-16,8148683889
2009-09-17,7973638086
2009-09-18,7940439745
2009-09-21,7692961197
2009-09-22,7665798917
2009-09-23,7523951457
2009-09-24,7354941717
2009-09-25,7276472909
2009-09-28,7780484098
2009-09-29,7852916844
2009-09-30,7255612615
2009-10-01,6768358043
2009-10-02,6734754280
2009-10-05,7205206969
2009-10-06,7432032374
2009-10-07,7510441155
2009-10-08,7695261855
2009-10-09,7796073145
2009-10-12,7591650250
2009-10-13,7306018260
2009-10-14,7745667500
2009-10-15,7558046487
2009-10-16,7412430178
2009-10-19,7451634569
2009-10-20,7185604774
2009-10-21,7025986897
2009-10-22,7426431746
2009-10-23,7115596933
2009-10-26,6695549889
2009-10-27,6597538912
2009-10-28,6230697826
2009-10-29,7095994738
2009-10-30,6673147380
2009-11-02,6521930444
2009-11-03,6720752712
2009-11-04,6524730757
2009-11-05,6437921035
2009-11-06,6650744871
2009-11-09,6947578116
2009-11-10,6860768393
2009-11-11,6936376861
2009-11-12,6577936716
2009-11-13,6628342362
2009-11-16,6888771529
2009-11-17,6913974352
2009-11-18,6939177175
2009-11-19,6653545184
2009-11-20,6589137971
2009-11-23,6759957102
2009-11-24,6695549889
2009-11-25,6670347066
2009-11-27,6387515390
2009-11-30,6415518526
2009-12-01,6381914762
2009-12-02,6513529503
2009-12-03,6267101903
2009-12-04,6463123858
2009-12-07,6359512253
2009-12-08,6292304726
2009-12-09,6339910058
2009-12-10,6373513821
2009-12-11,6283903785
2009-12-14,6365112880
2009-12-15,6194293749
2009-12-16,6465924171
2009-12-17,6586337657
2009-12-18,6521930444
2009-12-21,6675947693
2009-12-22,6944777802
2009-12-23,7107195992
2009-12-24,7065191288
2009-12-28,7090394111
2009-12-29,7003584388
2009-12-30,6958779370
2009-12-31,7519280896
2010-01-04,7821502797
2010-01-05,7984702624
2010-01-06,8105591384
2010-01-07,8295991182
2010-01-08,8169057984
2010-01-11,8277857868
2010-01-12,8138835793
2010-01-13,8253680116
2010-01-14,8299013401
2010-01-15,8126746917
2010-01-19,8368524438
2010-01-20,8181146860
2010-01-21,7860791645
2010-01-22,7395369917
2010-01-25,7498125363
2010-01-26,7455814297
2010-01-27,7703636256
2010-01-28,7501147582
2010-01-29,7428614326
2010-02-01,7534391991
2010-02-02,7909147149
2010-02-03,7697591818
2010-02-04,7183814586
2010-02-05,7168703491
2010-02-08,7102214673
2010-02-09,7404436574
2010-02-10,7392347698
2010-02-11,7501147582
2010-02-12,7464880954
2010-02-16,7534391991
2010-02-17,7600880810
2010-02-18,7773147293
2010-02-19,7700614037
2010-02-22,7791280607
2010-02-23,7449769859
2010-02-24,7658302971
2010-02-25,7637147438
2010-02-26,7609947467
2010-03-01,7742925103
2010-03-02,7891013835
2010-03-03,7939369339
2010-03-04,8033058128
2010-03-05,8153946888
2010-03-08,8141858012
2010-03-09,8214391269
2010-03-10,8223457926
2010-03-11,8259724554
2010-03-12,8268791211
2010-03-15,8522657608
2010-03-16,8607279740
2010-03-17,8985057116
2010-03-18,8836968385
2010-03-19,8691901872
2010-03-22,8710035186
2010-03-23,8752346252
2010-03-24,8791635100
2010-03-25,8761412909
2010-03-26,8991101554
2010-03-29,9133145848
2010-03-30,9090834782
2010-03-31,9347639428
2010-04-01,9594270957
2010-04-05,9831767985
2010-04-06,9810454149
2010-04-07,9548598451
2010-04-08,9713019471
2010-04-09,9639943462
2010-04-12,9667346965
2010-04-13,9682571134
2010-04-14,9941381997
2010-04-15,9822633483
2010-04-16,9533374283
2010-04-19,9780005812
2010-04-20,9962695833
2010-04-21,9880485324
2010-04-22,9810454149
2010-04-23,9984009669
2010-04-26,10017502840
2010-04-27,9332415259
2010-04-28,9408536102
2010-04-29,9597315790
2010-04-30,9314146257
2010-05-03,9499881112
2010-05-04,9043156059
2010-05-05,8750852025
2010-05-06,8364158146
2010-05-07,8111436950
2010-05-10,8933542046
2010-05-11,8985304219
2010-05-12,9046200892
2010-05-13,8954855882
2010-05-14,8531623999
2010-05-17,8525534332
2010-05-18,8543803334
2010-05-19,8446368656
2010-05-20,7788684579
2010-05-21,7767370743
2010-05-24,7605994557
2010-05-25,7816088082
2010-05-26,7819132915
2010-05-27,8345889144
2010-05-28,8056629943
2010-06-01,7806953581
2010-06-02,8196692293
2010-06-03,8306306306
2010-06-04,7706474069
2010-06-07,7496380544
2010-06-08,7599904890
2010-06-09,7584680721
2010-06-10,7992688436
2010-06-11,8026181606
2010-06-14,8345889144
2010-06-15,8488996327
2010-06-16,8446368656
2010-06-17,8440278988
2010-06-18,8467682491
2010-06-21,8415920319
2010-06-22,8345889144
2010-06-23,8236275131
2010-06-24,8071854112
2010-06-25,8242364798
2010-06-28,8029226440
2010-06-29,7499425378
2010-06-30,7693284474
2010-07-01,7496914101
2010-07-02,7405063442
2010-07-06,7462074196
2010-07-07,7785135133
2010-07-08,7895989376
2010-07-09,8101861542
2010-07-12,7940331073
2010-07-13,8073356165
2010-07-14,7614102872
2010-07-15,7560259382
2010-07-16,7164351371
2010-07-19,7246700237
2010-07-20,7303710991
2010-07-21,7300543727
2010-07-22,7642608249
2010-07-23,7794636925
2010-07-26,7845313150
2010-07-27,7778800605
2010-07-28,7629939192
2010-07-29,8158872295
2010-07-30,8247555690
2010-08-02,8380580782
2010-08-03,8070188901
2010-08-04,8019512675
2010-08-05,7911825696
2010-08-06,7819975038
2010-08-09,7972003714
2010-08-10,7800971453
2010-08-11,7268871086
2010-08-12,7230863917
2010-08-13,7186522220
2010-08-16,7047162600
2010-08-17,7113675146
2010-08-18,7075667977
2010-08-19,6834955906
2010-08-20,6755774303
2010-08-23,6743105247
2010-08-24,6641752796
2010-08-25,6872963075
2010-08-26,6815952321
2010-08-27,7515917685
2010-08-30,7253034766
2010-08-31,7401896178
2010-09-01,7829476830
2010-09-02,7918160225
2010-09-03,8263392010
2010-09-07,7889654848
2010-09-08,7902323904
2010-09-09,8063854373
2010-09-10,8076523429
2010-09-13,8219050313
2010-09-14,8152537767
2010-09-15,8032181732
2010-09-16,7829476830
2010-09-17,7778800605
2010-09-20,8010010883
2010-09-21,7930829281
2010-09-22,7582430231
2010-09-23,7363889009
2010-09-24,7633106456
2010-09-27,7500081365
2010-09-28,7598266551
2010-09-29,7582430231
2010-09-30,7415325914
2010-10-01,7430826178
2010-10-04,7409125809
2010-10-05,7657130020
2010-10-06,7666430178
2010-10-07,7567228494
2010-10-08,7731531284
2010-10-11,7889633968
2010-10-12,7796632389
2010-10-13,7883433863
2010-10-14,7833833021
2010-10-15,7778032073
2010-10-18,8057036811
2010-10-19,7861733495
2010-10-20,8032236390
2010-10-21,8100437548
2010-10-22,8063236916
2010-10-25,8004335916
2010-10-26,7864833547
2010-10-27,7790432284
2010-10-28,7753231652
2010-10-29,7588928862
2010-11-01,7523827757
2010-11-02,7740831442
2010-11-03,7533127915
2010-11-04,7719131073
2010-11-05,7883433863
2010-11-08,7728431231
2010-11-09,7573428599
2010-11-10,7709830915
2010-11-11,7750131600
2010-11-12,7406025756
2010-11-15,7502127388
2010-11-16,7337824598
2010-11-17,7406025756
2010-11-18,7607529178
2010-11-19,7601329073
2010-11-22,7514527599
2010-11-23,7260323282
2010-11-24,7393625546
2010-11-26,7328524440
2010-11-29,7325424388
2010-11-30,7402925704
2010-12-01,7601329073
2010-12-02,7787332231
2010-12-03,7815232705
2010-12-06,7771831968
2010-12-07,7855533389
2010-12-08,8444543391
2010-12-09,8624346444
2010-12-10,8723548128
2010-12-13,8590245865
2010-12-14,8680147392
2010-12-15,8708047865
2010-12-16,8695647655
2010-12-17,8813449655
2010-12-20,8717348023
2010-12-21,8912651340
2010-12-22,8965352234
2010-12-23,8773148971
2010-12-27,8776249023
2010-12-28,8655346970
2010-12-29,8605746128
2010-12-30,8525144760
2010-12-31,8760541676
2011-01-03,9223612379
2011-01-04,9314966463
2011-01-05,9359068435
2011-01-06,9204711534
2011-01-07,9214161957
2011-01-10,9195261111
2011-01-11,9214161957
2011-01-12,9305516041
2011-01-13,9138558576
2011-01-14,9220462238
2011-01-18,9248813506
2011-01-19,9037754069
2011-01-20,9085006182
2011-01-21,9138558576
2011-01-24,9135408436
2011-01-25,9185810689
2011-01-26,9258263928
2011-01-27,9463023083
2011-01-28,9157459421
2011-01-31,9085006182
2011-02-01,9551227026
2011-02-02,9343317731
2011-02-03,9437821956
2011-02-04,9733935195
2011-02-07,9771736885
2011-02-08,9762286463
2011-02-09,9774887026
2011-02-10,9781187308
2011-02-11,10001697167
2011-02-14,9916643364
2011-02-15,9967045617
2011-02-16,10165504490
2011-02-17,10234807589
2011-02-18,10099351533
2011-02-22,9702433787
2011-02-23,9652031533
2011-02-24,9737085336
2011-02-25,9948144772
2011-02-28,9992246744
2011-03-01,9652031533
2011-03-02,9374819139
2011-03-03,9755986181
2011-03-04,9740235477
2011-03-07,9598479139
2011-03-08,9800088153
2011-03-09,9702433787
2011-03-10,9431521674
2011-03-11,9538626463
2011-03-14,9437821956
2011-03-15,9440972097
2011-03-16,9176360266
2011-03-17,9176360266
2011-03-18,9311816323
2011-03-21,9544926745
2011-03-22,9384269562
2011-03-23,9349618013
2011-03-24,9475623646
2011-03-25,9551227026
2011-03-28,9529176041
2011-03-29,9510275195
2011-03-30,9611079702
2011-03-31,9354193540
2011-04-01,9500547434
2011-04-04,9553483948
2011-04-05,9444497006
2011-04-06,9537914385
2011-04-07,9385332666
2011-04-08,9276345724
2011-04-11,9267003986
2011-04-12,9220295297
2011-04-13,9017890976
2011-04-14,8940043160
2011-04-15,8989865762
2011-04-18,8834170131
2011-04-19,8974296199
2011-04-20,9095738792
2011-04-21,9288801375
2011-04-25,9270117899
2011-04-26,9372877016
2011-04-27,9453838744
2011-04-28,9852419561
2011-04-29,9724749143
2011-05-02,9787027396
2011-05-03,9631331764
2011-05-04,9441383094
2011-05-05,9273231812
2011-05-06,9301257025
2011-05-09,9332396152
2011-05-10,9422699618
2011-05-11,9388446579
2011-05-12,9478750045
2011-05-13,9276345724
2011-05-16,9238978773
2011-05-17,9167358782
2011-05-18,9179814433
2011-05-19,9267003986
2011-05-20,9095738792
2011-05-23,8915131859
2011-05-24,8862195344
2011-05-25,8896448383
2011-05-26,8955612723
2011-05-27,8989865762
2011-05-31,9139333569
2011-06-01,8787461441
2011-06-02,8743866665
2011-06-03,8547690169
2011-06-06,8363969324
2011-06-07,8335944110
2011-06-08,8233184993
2011-06-09,8320374547
2011-06-10,8189590216
2011-06-13,8258096294
2011-06-14,8569487557
2011-06-15,8114856313
2011-06-16,8258096294
2011-06-17,8391994537
2011-06-20,8438703227
2011-06-21,8631765810
2011-06-22,8510323217
2011-06-23,8451158877
2011-06-24,8332830197
2011-06-27,8407564101
2011-06-28,8560145819
2011-06-29,8765664053
2011-06-30,8683171972
2011-07-01,8884326535
2011-07-05,8731936714
2011-07-06,8789844846
2011-07-07,8957473648
2011-07-08,8695363157
2011-07-11,8360105552
2011-07-12,8305245217
2011-07-13,8375344534
2011-07-14,8299149624
2011-07-15,8277815049
2011-07-18,8137616414
2011-07-19,8241241492
2011-07-20,8262576067
2011-07-21,8451539444
2011-07-22,8469826223
2011-07-25,8332675384
2011-07-26,8293054031
2011-07-27,8073612690
2011-07-28,8070564893
2011-07-29,8076660486
2011-08-01,8015704558
2011-08-02,7756641863
2011-08-03,7762737456
2011-08-04,7287281216
2011-08-05,7171464952
2011-08-08,6293699586
2011-08-09,6930689036
2011-08-10,6299795179
2011-08-11,6833159551
2011-08-12,6778299215
2011-08-15,6958119204
2011-08-16,6760012437
2011-08-17,6708199898
2011-08-18,6190074508
2011-08-19,5931011813
2011-08-22,5796908771
2011-08-23,5833482328
2011-08-24,6037684688
2011-08-25,5806052161
2011-08-26,5879199274
2011-08-29,6400372461
2011-08-30,6266269418
2011-08-31,6324177550
2011-09-01,6126070784
2011-09-02,5799956568
2011-09-06,5553085059
2011-09-07,5882247071
2011-09-08,5732905047
2011-09-09,5495176927
2011-09-12,5479937945
2011-09-13,5495176927
2011-09-14,5571371837
2011-09-15,6028541298
2011-09-16,5851769107
2011-09-19,5650614544
2011-09-20,5534798280
2011-09-21,5068485429
2011-09-22,4717988842
2011-09-23,4663128507
2011-09-26,4879522052
2011-09-27,5102011190
2011-09-28,4751514603
2011-09-29,5016672890
2011-09-30,4801788909
2011-10-03,4399335711
2011-10-04,4509933537
2011-10-05,4709624054
2011-10-06,4869376468
2011-10-07,4638964333
2011-10-10,4927747543
2011-10-11,5019912397
2011-10-12,5333272902
2011-10-13,5130510222
2011-10-14,5526819096
2011-10-17,5293334798
2011-10-18,5634344759
2011-10-19,5468448021
2011-10-20,5643561244
2011-10-21,5846323924
2011-10-24,6165828752
2011-10-25,5683499348
2011-10-26,5984571205
2011-10-27,6555993302
2011-10-28,6574426273
2011-10-31,5852468248
2011-11-01,5523746934
2011-11-02,5803313659
2011-11-03,5996859853
2011-11-04,5923127969
2011-11-07,5963066073
2011-11-08,6119746325
2011-11-09,5757231231
2011-11-10,6003004176
2011-11-11,6211911179
2011-11-14,6085952545
2011-11-15,6122818487
2011-11-16,6159684429
2011-11-17,5932344455
2011-11-18,5975354720
2011-11-21,5794097173
2011-11-22,5680427186
2011-11-23,5416221271
2011-11-25,5400860461
2011-11-28,5689643672
2011-11-29,5680427186
2011-11-30,6199622532
2011-12-01,6208839018
2011-12-02,6162756590
2011-12-05,6273354416
2011-12-06,6387024402
2011-12-07,6362447108
2011-12-08,6033725794
2011-12-09,6156612267
2011-12-12,5886262027
2011-12-13,5714220966
2011-12-14,5671210701
2011-12-15,5744942584
2011-12-16,5686571510
2011-12-19,5480736669
2011-12-20,5714220966
2011-12-21,5744942584
2011-12-22,5877045542
2011-12-23,6058303089
2011-12-27,5953849587
2011-12-28,5855540409
2011-12-29,5981499044
2011-12-30,5966138235
2012-01-03,5844710803
2012-01-04,5760884585
2012-01-05,5838929685
2012-01-06,5798461855
2012-01-09,5841820244
2012-01-10,6125095050
2012-01-11,6266732454
2012-01-12,6234936302
2012-01-13,6090408339
2012-01-17,6159781761
2012-01-18,6399698179
2012-01-19,6440166009
2012-01-20,6503758312
2012-01-23,6561569497
2012-01-24,6607818445
2012-01-25,6341886994
2012-01-26,5980567088
2012-01-27,6064393306
2012-01-30,6188687354
2012-01-31,6226264624
2012-02-01,6393917061
2012-02-02,6552897819
2012-02-03,6891093252
2012-02-06,6836172626
2012-02-07,6885312133
2012-02-08,7050074010
2012-02-09,7047183451
2012-02-10,6983591148
2012-02-13,7159915262
2012-02-14,6937342200
2012-02-15,7029840096
2012-02-16,7388269443
2012-02-17,7388269443
2012-02-21,7454752305
2012-02-22,7223507565
2012-02-23,7278428191
2012-02-24,7249522598
2012-02-27,7261084836
2012-02-28,7258194276
2012-02-29,7180149177
2012-03-01,7422956154
2012-03-02,7217726447
2012-03-05,7139681347
2012-03-06,6922889403
2012-03-07,7009606181
2012-03-08,6998043944
2012-03-09,7139681347
2012-03-12,7087651281
2012-03-13,7399831680
2012-03-14,7550140761
2012-03-15,7888336193
2012-03-16,7738027112
2012-03-19,7824743889
2012-03-20,7764042145
2012-03-21,7709121519
2012-03-22,7527016287
2012-03-23,7645529216
2012-03-26,7821853330
2012-03-27,7816072212
2012-03-28,7691778164
2012-03-29,7443190068
2012-03-30,7619514183
2012-04-02,7492193589
2012-04-03,7399105340
2012-04-04,7229853979
2012-04-05,7207287131
2012-04-09,6905455536
2012-04-10,6648757639
2012-04-11,6710816471
2012-04-12,6967514369
2012-04-13,6812367288
2012-04-16,6820829856
2012-04-17,6959051801
2012-04-18,6823650712
2012-04-19,6741845887
2012-04-20,6674145343
2012-04-23,6730562463
2012-04-24,6755950167
2012-04-25,6947768377
2012-04-26,6950589233
2012-04-27,6959051801
2012-04-30,6987260361
2012-05-01,7029573201
2012-05-02,6933664097
2012-05-03,6696712191
2012-05-04,6518998262
2012-05-07,6589519662
2012-05-08,6589519662
2012-05-09,6456939429
2012-05-10,6626190790
2012-05-11,6651578495
2012-05-14,6411805733
2012-05-15,6262300364
2012-05-16,6059198730
2012-05-17,5884305657
2012-05-18,5799679977
2012-05-21,5980214762
2012-05-22,6081765579
2012-05-23,5988677330
2012-05-24,6011244178
2012-05-25,5999960754
2012-05-29,6129720131
2012-05-30,5867380521
2012-05-31,5830709393
2012-06-01,5472460678
2012-06-04,5455535542
2012-06-05,5565548927
2012-06-06,5892768225
2012-06-07,5861738809
2012-06-08,5918155929
2012-06-11,5731979432
2012-06-12,5918155929
2012-06-13,5850455385
2012-06-14,5983035618
2012-06-15,5988677330
2012-06-18,5901230793
2012-06-19,6126899275
2012-06-20,6036631882
2012-06-21,5822246825
2012-06-22,5870201377
2012-06-25,5655816320
2012-06-26,5810963401
2012-06-27,5937901922
2012-06-28,5904051649
2012-06-29,6169212115
2012-07-02,5952272666
2012-07-03,6038416668
2012-07-05,5907811246
2012-07-06,5771648146
2012-07-09,5732744403
2012-07-10,5643821562
2012-07-11,5749417435
2012-07-12,5641042723
2012-07-13,5802215372
2012-07-16,5696619499
2012-07-17,5760532790
2012-07-18,5807773050
2012-07-19,5807773050
2012-07-20,5579908270
2012-07-23,5499321945
2012-07-24,5379831878
2012-07-25,5360380006
2012-07-26,5449302847
2012-07-27,5646600400
2012-07-30,5613254335
2012-07-31,5571571753
2012-08-01,5513216139
2012-08-02,5930041956
2012-08-03,6121781832
2012-08-06,6196810479
2012-08-07,6282954481
2012-08-08,6307964030
2012-08-09,6455242485
2012-08-10,6374656161
2012-08-13,6377435000
2012-08-14,6555280682
2012-08-15,6558059520
2012-08-16,6669213072
2012-08-17,6638645845
2012-08-20,6633088167
2012-08-21,6674770749
2012-08-22,6621972812
2012-08-23,6538607649
2012-08-24,6608078618
2012-08-27,6516376939
2012-08-28,6477473196
2012-08-29,6474694357
2012-08-30,6463579002
2012-08-31,6452463647
2012-09-04,6477473196
2012-09-05,6438569453
2012-09-06,6713674492
2012-09-07,6774808945
2012-09-10,6758135912
2012-09-11,6788703139
2012-09-12,6855395270
2012-09-13,7047135146
2012-09-14,7169404052
2012-09-17,7072144695
2012-09-18,7033240952
2012-09-19,7016567919
2012-09-20,6947096950
2012-09-21,6891520174
2012-09-24,6888741335
2012-09-25,6741462880
2012-09-26,6605299780
2012-09-27,6705337976
2012-09-28,6722011008
2012-10-01,6513662064
2012-10-02,6600510891
2012-10-03,6551658426
2012-10-04,6687359719
2012-10-05,6619509072
2012-10-08,6641221279
2012-10-09,6570656607
2012-10-10,6521804141
2012-10-11,6586940762
2012-10-12,6448525443
2012-10-15,6513662064
2012-10-16,6744354262
2012-10-17,6956048279
2012-10-18,6985902563
2012-10-19,6874627503
2012-10-22,6877341529
2012-10-23,6722642055
2012-10-24,6706357900
2012-10-25,6809490882
2012-10-26,6698215822
2012-10-31,6728070106
2012-11-01,6901767761
2012-11-02,6839345167
2012-11-05,6877341529
2012-11-06,7004900744
2012-11-07,6456667520
2012-11-08,6318252202
2012-11-09,6396958952
2012-11-12,6361676615
2012-11-13,6312824150
2012-11-14,6282969865
2012-11-15,6326394279
2012-11-16,6459381546
2012-11-19,6567942581
2012-11-20,6551658426
2012-11-21,6578798684
2012-11-23,6679217641
2012-11-26,6681931667
2012-11-27,6600510891
2012-11-28,6643935305
2012-11-29,6684645693
2012-11-30,6703643874
2012-12-03,6804062831
2012-12-04,6855629322
2012-12-05,6942478149
2012-12-06,6926193994
2012-12-07,6996758667
2012-12-10,6985902563
2012-12-11,6988616589
2012-12-12,6994044641
2012-12-13,6880055555
2012-12-14,6863771399
2012-12-17,7056467236
2012-12-18,7178598399
2012-12-19,7040183080
2012-12-20,7178598399
2012-12-21,7029326977
2012-12-24,7015756848
2012-12-26,6983188537
2012-12-27,6904481787
2012-12-28,6847487244
2012-12-31,6999883339
2013-01-02,7407984646
2013-01-03,7540414871
2013-01-04,7597170682
2013-01-07,7513388294
2013-01-08,7397174015
2013-01-09,7405281988
2013-01-10,7524198925
2013-01-11,7524198925
2013-01-14,7451227168
2013-01-15,7394471357
2013-01-16,7389066042
2013-01-17,7562036132
2013-01-18,7494469691
2013-01-22,7667439781
2013-01-23,7618791943
2013-01-24,7637710547
2013-01-25,7867436448
2013-01-28,7870139105
2013-01-29,7907976313
2013-01-30,7824193925
2013-01-31,7832301898
2013-02-01,7972840097
2013-02-04,7805275322
2013-02-05,7951218835
2013-02-06,7972840097
2013-02-07,7886355051
2013-02-08,7953921493
2013-02-11,7980948069
2013-02-12,8078243745
2013-02-13,8151215502
2013-02-14,8229592574
2013-02-15,8197160682
2013-02-19,8310672304
2013-02-20,8005271988
2013-02-21,7897165682
2013-02-22,8035001223
2013-02-25,7656629150
2013-02-26,7699871673
2013-02-27,7916084286
2013-02-28,7983650727
2013-03-01,8053919826
2013-03-04,8164728790
2013-03-05,8345806854
2013-03-06,8459318475
2013-03-07,8548506178
2013-03-08,8918770278
2013-03-11,8956607485
2013-03-12,8918770278
2013-03-13,8983634061
2013-03-14,9045795188
2013-03-15,9037687215
2013-03-18,8872825097
2013-03-19,8743097530
2013-03-20,8878230413
2013-03-21,8748502845
2013-03-22,8829582575
2013-03-25,8721476268
2013-03-26,8810663971
2013-03-27,8770124106
2013-03-28,8813366629
2013-04-01,8587677302
2013-04-02,8683569481
2013-04-03,8483794109
2013-04-04,8398556617
2013-04-05,8222754290
2013-04-08,8313319126
2013-04-09,8497112467
2013-04-10,8816753062
2013-04-11,8872690166
2013-04-12,8758152286
2013-04-15,8419865990
2013-04-16,8688896824
2013-04-17,8366592558
2013-04-18,8220090619
2013-04-19,8315982797
2013-04-22,8387901931
2013-04-23,8622305033
2013-04-24,8872690166
2013-04-25,8965918672
2013-04-26,8862035479
2013-04-29,8960591329
2013-04-30,9059147179
2013-05-01,8875353837
2013-05-02,8518421840
2013-05-03,8779461659
2013-05-06,9027183120
2013-05-07,9120411626
2013-05-08,9229622163
2013-05-09,9136393656
2013-05-10,9285559267
2013-05-13,9330841684
2013-05-14,9514635026
2013-05-15,9493325653
2013-05-16,9245604193
2013-05-17,9389442460
2013-05-20,9408088161
2013-05-21,9386778788
2013-05-22,9296213953
2013-05-23,9269577237
2013-05-24,9184339745
2013-05-28,9386778788
2013-05-29,9464025265
2013-05-30,9685110010
2013-05-31,9498652996
2013-06-03,9402760818
2013-06-04,9269577237
2013-06-05,9024519448
2013-06-06,9229622163
2013-06-07,9559917444
2013-06-10,9653145950
2013-06-11,9421406519
2013-06-12,9258922551
2013-06-13,9434724878
2013-06-14,9197658103
2013-06-17,9381451445
2013-06-18,9554590100
2013-06-19,9466688937
2013-06-20,9450706907
2013-06-21,9434724878
2013-06-24,9216303805
2013-06-25,9466688937
2013-06-26,9575899473
2013-06-27,9706419383
2013-06-28,9714410398
2013-07-01,9846090066
2013-07-02,9856631919
2013-07-03,9745942469
2013-07-05,10273035085
2013-07-08,10193971193
2013-07-09,10394266387
2013-07-10,10539216856
2013-07-11,10449611112
2013-07-12,10425891944
2013-07-15,10528675004
2013-07-16,10573477876
2013-07-17,10504955836
2013-07-18,10929265392
2013-07-19,10776408534
2013-07-22,10918723540
2013-07-23,10950349097
2013-07-24,10889733446
2013-07-25,10900275298
2013-07-26,10950349097
2013-07-29,10916088077
2013-07-30,10852836963
2013-07-31,10981974654
2013-08-01,11711997927
2013-08-02,11659288665
2013-08-05,11561776531
2013-08-06,11437909767
2013-08-07,11403648747
2013-08-08,11435274304
2013-08-09,11414190599
2013-08-12,11282417445
2013-08-13,11372023190
2013-08-14,11319313928
2013-08-15,11234979110
2013-08-16,11477441713
2013-08-19,11266604667
2013-08-20,11369387727
2013-08-21,11390471431
2013-08-22,11714633390
2013-08-23,11646111350
2013-08-26,11619756719
2013-08-27,11155915217
2013-08-28,11113747808
2013-08-29,11195447163
2013-08-30,11079486788
2013-09-03,11232343646
2013-09-04,11548599216
2013-09-05,11556505605
2013-09-06,11524880048
2013-09-09,11656653202
2013-09-10,11854312933
2013-09-11,11896480343
2013-09-12,11669830518
2013-09-13,11709362464
2013-09-16,11767342652
2013-09-17,11841135618
2013-09-18,11548599216
2013-09-19,11124289660
2013-09-20,11134831513
2013-09-23,11037319379
2013-09-24,11074215862
2013-09-25,11169092533
2013-09-26,11227072720
2013-09-27,11108476882
2013-09-30,11039032474
2013-10-01,11212544297
2013-10-02,11123159419
2013-10-03,11031145573
2013-10-04,11330847813
2013-10-07,11146820122
2013-10-08,10965421398
2013-10-09,10931244827
2013-10-10,11388685087
2013-10-11,11514875503
2013-10-14,11551681041
2013-10-15,11506988602
2013-10-16,11725192864
2013-10-17,11727821831
2013-10-18,11951284027
2013-10-21,11861899149
2013-10-22,11806690841
2013-10-23,11512246536
2013-10-24,11683129392
2013-10-25,11740966666
2013-10-28,11651581788
2013-10-29,11953912994
2013-10-30,11898704687
2013-10-31,11938139192
2013-11-01,11988089565
2013-11-04,12135311718
2013-11-05,12266760068
2013-11-06,12356144947
2013-11-07,12130053784
2013-11-08,12818843140
2013-11-11,12787295536
2013-11-12,12813585206
2013-11-13,12931888722
2013-11-14,13142206082
2013-11-15,13144835050
2013-11-18,13200043357
2013-11-19,13079110874
2013-11-20,13023902567
2013-11-21,13236848895
2013-11-22,13271025466
