,PKG
2004-09-21,2466770280
2004-09-22,2465704260
2004-09-23,2459308140
2004-09-24,2465704260
2004-09-27,2429459580
2004-09-28,2495552820
2004-09-29,2562712080
2004-09-30,2613958810
2004-10-01,2603276510
2004-10-04,2609685890
2004-10-05,2585116600
2004-10-06,2622504650
2004-10-07,2581911910
2004-10-08,2575502530
2004-10-11,2595798900
2004-10-12,2558410850
2004-10-13,2515681650
2004-10-14,2501794660
2004-10-15,2500726430
2004-10-18,2498589970
2004-10-19,2323400250
2004-10-20,2366129450
2004-10-21,2387494050
2004-10-22,2339423700
2004-10-25,2338355470
2004-10-26,2304172110
2004-10-27,2302035650
2004-10-28,2296694500
2004-10-29,2342628390
2004-11-01,2365061220
2004-11-02,2361856530
2004-11-03,2368265910
2004-11-04,2408858650
2004-11-05,2403517500
2004-11-08,2412063340
2004-11-09,2403517500
2004-11-10,2421677410
2004-11-11,2455860770
2004-11-12,2459065460
2004-11-15,2410995110
2004-11-16,2423813870
2004-11-17,2436632630
2004-11-18,2454792540
2004-11-19,2441973780
2004-11-22,2471884220
2004-11-23,2451587850
2004-11-24,2463338380
2004-11-26,2466543070
2004-11-29,2460133690
2004-11-30,2456929000
2004-12-01,2513545190
2004-12-02,2491112360
2004-12-03,2477225370
2004-12-06,2474020680
2004-12-07,2427018560
2004-12-08,2401381040
2004-12-09,2415268030
2004-12-10,2408858650
2004-12-13,2419540950
2004-12-14,2427018560
2004-12-15,2430223250
2004-12-16,2417404490
2004-12-17,2408858650
2004-12-20,2419540950
2004-12-21,2453724310
2004-12-22,2474020680
2004-12-23,2475088910
2004-12-27,2469747760
2004-12-28,2498589970
2004-12-29,2502862890
2004-12-30,2514613420
2004-12-31,2520297450
2005-01-03,2491402320
2005-01-04,2449664910
2005-01-05,2420769780
2005-01-06,2396155410
2005-01-07,2398295790
2005-01-10,2427190920
2005-01-11,2397225600
2005-01-12,2427190920
2005-01-13,2447524530
2005-01-14,2492472510
2005-01-18,2486051370
2005-01-19,2479630230
2005-01-20,2440033200
2005-01-21,2404716930
2005-01-24,2382242940
2005-01-25,2354418000
2005-01-26,2362979520
2005-01-27,2390804460
2005-01-28,2375821800
2005-01-31,2387593890
2005-02-01,2445384150
2005-02-02,2479630230
2005-02-03,2479630230
2005-02-04,2543841630
2005-02-07,2508525360
2005-02-08,2497823460
2005-02-09,2489261940
2005-02-10,2468928330
2005-02-11,2476419660
2005-02-14,2477489850
2005-02-15,2480700420
2005-02-16,2493542700
2005-02-17,2534209920
2005-02-18,2562034860
2005-02-22,2504244600
2005-02-23,2600561700
2005-02-24,2650860630
2005-02-25,2669053860
2005-02-28,2624105880
2005-03-01,2662632720
2005-03-02,2663702910
2005-03-03,2648720250
2005-03-04,2706510510
2005-03-07,2695808610
2005-03-08,2694738420
2005-03-09,2678685570
2005-03-10,2685106710
2005-03-11,2661562530
2005-03-14,2663702910
2005-03-15,2661562530
2005-03-16,2641228920
2005-03-17,2654071200
2005-03-18,2640158730
2005-03-21,2641228920
2005-03-22,2643369300
2005-03-23,2642299110
2005-03-24,2640158730
2005-03-28,2631597210
2005-03-29,2566315620
2005-03-30,2588789610
2005-03-31,2609183220
2005-04-01,2634963540
2005-04-04,2629592640
2005-04-05,2623147560
2005-04-06,2647853700
2005-04-07,2667188940
2005-04-08,2603812320
2005-04-11,2582328720
2005-04-12,2598441420
2005-04-13,2512507020
2005-04-14,2430869340
2005-04-15,2393273040
2005-04-18,2388976320
2005-04-19,2535064800
2005-04-20,2465243100
2005-04-21,2469539820
2005-04-22,2416905000
2005-04-25,2416905000
2005-04-26,2384679600
2005-04-27,2431943520
2005-04-28,2381457060
2005-04-29,2405089020
2005-05-02,2427646800
2005-05-03,2415830820
2005-05-04,2416905000
2005-05-05,2395421400
2005-05-06,2408311560
2005-05-09,2384679600
2005-05-10,2390050500
2005-05-11,2388976320
2005-05-12,2350305840
2005-05-13,2282632500
2005-05-16,2311635360
2005-05-17,2406163200
2005-05-18,2450204580
2005-05-19,2409385740
2005-05-20,2397569760
2005-05-23,2376086160
2005-05-24,2335267320
2005-05-25,2328822240
2005-05-26,2330970600
2005-05-27,2309487000
2005-05-31,2346009120
2005-06-01,2377160340
2005-06-02,2364270180
2005-06-03,2355676740
2005-06-06,2330970600
2005-06-07,2338489860
2005-06-08,2318080440
2005-06-09,2288003400
2005-06-10,2286929220
2005-06-13,2279409960
2005-06-14,2292300120
2005-06-15,2274039060
2005-06-16,2310561180
2005-06-17,2296596840
2005-06-20,2297671020
2005-06-21,2315932080
2005-06-22,2314857900
2005-06-23,2261148900
2005-06-24,2219255880
2005-06-27,2210662440
2005-06-28,2298745200
2005-06-29,2284780860
2005-06-30,2266495600
2005-07-01,2236347440
2005-07-05,2250344800
2005-07-06,2204045840
2005-07-07,2193278640
2005-07-08,2248191360
2005-07-11,2268649040
2005-07-12,2250344800
2005-07-13,2223426800
2005-07-14,2220196640
2005-07-15,2211582880
2005-07-18,2210506160
2005-07-19,2310641120
2005-07-20,2334328960
2005-07-21,2292336880
2005-07-22,2298797200
2005-07-25,2278339520
2005-07-26,2290183440
2005-07-27,2300950640
2005-07-28,2282646400
2005-07-29,2288030000
2005-08-01,2289106720
2005-08-02,2300950640
2005-08-03,2302027360
2005-08-04,2377397760
2005-08-05,2352633200
2005-08-08,2369860720
2005-08-09,2395702000
2005-08-10,2396778720
2005-08-11,2396778720
2005-08-12,2342942720
2005-08-15,2304180800
2005-08-16,2261112000
2005-08-17,2255728400
2005-08-18,2223426800
2005-08-19,2239577600
2005-08-22,2234194000
2005-08-23,2210506160
2005-08-24,2225580240
2005-08-25,2208352720
2005-08-26,2208352720
2005-08-29,2233117280
2005-08-30,2202969120
2005-08-31,2256805120
2005-09-01,2268649040
2005-09-02,2253574960
2005-09-06,2281569680
2005-09-07,2314948000
2005-09-08,2290183440
2005-09-09,2297720480
2005-09-12,2312794560
2005-09-13,2255728400
2005-09-14,2240654320
2005-09-15,2267572320
2005-09-16,2235270720
2005-09-19,2201892400
2005-09-20,2180358000
2005-09-21,2099604000
2005-09-22,2106064319
2005-09-23,2100680720
2005-09-26,2086683360
2005-09-27,2080223040
2005-09-28,2073762720
2005-09-29,2088836799
2005-09-30,2006120550
2005-10-03,2005086999
2005-10-04,1989583750
2005-10-05,1923436550
2005-10-06,1904832650
2005-10-07,1886228750
2005-10-10,1891396500
2005-10-11,1923436550
2005-10-12,1932738500
2005-10-13,1903799100
2005-10-14,1916201700
2005-10-17,1932738500
2005-10-18,1964778550
2005-10-19,2030925749
2005-10-20,2024724450
2005-10-21,2037127050
2005-10-24,2056764499
2005-10-25,2067100000
2005-10-26,2076401950
2005-10-27,2056764499
2005-10-28,2099140049
2005-10-31,2097072950
2005-11-01,2089838100
2005-11-02,2105341350
2005-11-03,2078469050
2005-11-04,2055730950
2005-11-07,2075368399
2005-11-08,2054697400
2005-11-09,2073301299
2005-11-10,2090871650
2005-11-11,2127045899
2005-11-14,2191126000
2005-11-15,2219031850
2005-11-16,2284145500
2005-11-17,2267608700
2005-11-18,2370963700
2005-11-21,2394735350
2005-11-22,2377165000
2005-11-23,2368896600
2005-11-25,2388534050
2005-11-28,2367863050
2005-11-29,2360628200
2005-11-30,2396802450
2005-12-01,2429876050
2005-12-02,2442278650
2005-12-05,2453647700
2005-12-06,2463983200
2005-12-07,2461916100
2005-12-08,2492922600
2005-12-09,2309984250
2005-12-12,2382332750
2005-12-13,2351326250
2005-12-14,2348225600
2005-12-15,2320319750
2005-12-16,2312051350
2005-12-19,2333755900
2005-12-20,2309984250
2005-12-21,2366829500
2005-12-22,2353393350
2005-12-23,2377165000
2005-12-27,2328588150
2005-12-28,2361661750
2005-12-29,2382332750
2005-12-30,2371997250
2006-01-03,2363728850
2006-01-04,2368896600
2006-01-05,2342024300
2006-01-06,2373030800
2006-01-09,2410238600
2006-01-10,2405070850
2006-01-11,2414372800
2006-01-12,2397836000
2006-01-13,2355460450
2006-01-17,2355460450
2006-01-18,2357527550
2006-01-19,2358561100
2006-01-20,2347192050
2006-01-23,2379232100
2006-01-24,2449513500
2006-01-25,2440211550
2006-01-26,2439178000
2006-01-27,2470184500
2006-01-30,2444345750
2006-01-31,2397836000
2006-02-01,2432976700
2006-02-02,2411272150
2006-02-03,2351326250
2006-02-06,2380265650
2006-02-07,2339957200
2006-02-08,2363728850
2006-02-09,2386466950
2006-02-10,2403003750
2006-02-13,2404037300
2006-02-14,2410238600
2006-02-15,2416439900
2006-02-16,2423674750
2006-02-17,2421607650
2006-02-21,2406104400
2006-02-22,2388534050
2006-02-23,2369930150
2006-02-24,2380265650
2006-02-27,2377165000
2006-02-28,2357527550
2006-03-01,2396802450
2006-03-02,2403003750
2006-03-03,2376131450
2006-03-06,2354426900
2006-03-07,2336856550
2006-03-08,2347192050
2006-03-09,2376131450
2006-03-10,2397836000
2006-03-13,2369930150
2006-03-14,2343057850
2006-03-15,2364762400
2006-03-16,2381299200
2006-03-17,2377165000
2006-03-20,2364762400
2006-03-21,2333755900
2006-03-22,2354426900
2006-03-23,2352359800
2006-03-24,2337890100
2006-03-27,2332722350
2006-03-28,2312051350
2006-03-29,2314118450
2006-03-30,2313084900
2006-03-31,2320767240
2006-04-03,2349725120
2006-04-04,2348690910
2006-04-05,2346622490
2006-04-06,2376614580
2006-04-07,2335246180
2006-04-10,2317664610
2006-04-11,2292843570
2006-04-12,2293877780
2006-04-13,2309390930
2006-04-17,2391093520
2006-04-18,2431427710
2006-04-19,2359033010
2006-04-20,2363169850
2006-04-21,2375580370
2006-04-24,2385922470
2006-04-25,2367306690
2006-04-26,2356964590
2006-04-27,2302151460
2006-04-28,2324904080
2006-05-01,2319733030
2006-05-02,2337314600
2006-05-03,2324904080
2006-05-04,2335246180
2006-05-05,2359033010
2006-05-08,2337314600
2006-05-09,2339383020
2006-05-10,2310425140
2006-05-11,2304219880
2006-05-12,2274227790
2006-05-15,2258714640
2006-05-16,2262851480
2006-05-17,2232859390
2006-05-18,2211140980
2006-05-19,2201833090
2006-05-22,2204935720
2006-05-23,2165635740
2006-05-24,2163567320
2006-05-25,2180114680
2006-05-26,2200798880
2006-05-30,2164601530
2006-05-31,2202867300
2006-06-01,2253543590
2006-06-02,2279398840
2006-06-05,2224585710
2006-06-06,2171841000
2006-06-07,2144951539
2006-06-08,2173909420
2006-06-09,2168738370
2006-06-12,2194593620
2006-06-13,2120130500
2006-06-14,2109788399
2006-06-15,2195627830
2006-06-16,2178046260
2006-06-19,2187354150
2006-06-20,2167704160
2006-06-21,2231825180
2006-06-22,2233893600
2006-06-23,2239064650
2006-06-26,2224585710
2006-06-27,2210106770
2006-06-28,2212175190
2006-06-29,2278364630
2006-06-30,2282857440
2006-07-03,2323289520
2006-07-05,2312922320
2006-07-06,2288041040
2006-07-07,2275600400
2006-07-10,2290114480
2006-07-11,2272490240
2006-07-12,2238278480
2006-07-13,2195772960
2006-07-14,2196809680
2006-07-17,2208213600
2006-07-18,2178148720
2006-07-19,2384456000
2006-07-20,2363721600
2006-07-21,2350244240
2006-07-24,2354391120
2006-07-25,2426961520
2006-07-26,2389639600
2006-07-27,2376162240
2006-07-28,2384456000
2006-07-31,2377198960
2006-08-01,2359574720
2006-08-02,2350244240
2006-08-03,2364758320
2006-08-04,2344023920
2006-08-07,2364758320
2006-08-08,2341950480
2006-08-09,2327436400
2006-08-10,2312922320
2006-08-11,2296334800
2006-08-14,2310848880
2006-08-15,2372015360
2006-08-16,2355427840
2006-08-17,2363721600
2006-08-18,2354391120
2006-08-21,2352317680
2006-08-22,2355427840
2006-08-23,2337803600
2006-08-24,2327436400
2006-08-25,2323289520
2006-08-28,2345060640
2006-08-29,2364758320
2006-08-30,2359574720
2006-08-31,2398970080
2006-09-01,2412447440
2006-09-05,2421777920
2006-09-06,2384456000
2006-09-07,2292187920
2006-09-08,2308775440
2006-09-11,2312922320
2006-09-12,2366831760
2006-09-13,2351280960
2006-09-14,2366831760
2006-09-15,2401043520
2006-09-18,2373052080
2006-09-19,2384456000
2006-09-20,2393786480
2006-09-21,2385492720
2006-09-22,2374088800
2006-09-25,2381345840
2006-09-26,2400006800
2006-09-27,2452879520
2006-09-28,2442512320
2006-09-29,2405190400
2006-10-02,2419816320
2006-10-03,2393830320
2006-10-04,2427092400
2006-10-05,2447881200
2006-10-06,2463472800
2006-10-09,2487379920
2006-10-10,2463472800
2006-10-11,2411500800
2006-10-12,2415658560
2006-10-13,2410461360
2006-10-16,2368883760
2006-10-17,2337700560
2006-10-18,2324187840
2006-10-19,2328345600
2006-10-20,2312754000
2006-10-23,2305477920
2006-10-24,2291965200
2006-10-25,2290925760
2006-10-26,2327306160
2006-10-27,2331463920
2006-10-30,2353292160
2006-10-31,2387593680
2006-11-01,2363686560
2006-11-02,2370962640
2006-11-03,2349134400
2006-11-06,2355371040
2006-11-07,2358489360
2006-11-08,2396948640
2006-11-09,2376159840
2006-11-10,2395909200
2006-11-13,2413579680
2006-11-14,2433329040
2006-11-15,2407343040
2006-11-16,2396948640
2006-11-17,2375120400
2006-11-20,2359528800
2006-11-21,2359528800
2006-11-22,2379278160
2006-11-24,2383435920
2006-11-27,2362647120
2006-11-28,2344976640
2006-11-29,2340818880
2006-11-30,2343937200
2006-12-01,2323148400
2006-12-04,2359528800
2006-12-05,2379278160
2006-12-06,2381357040
2006-12-07,2370962640
2006-12-08,2316911760
2006-12-11,2332503360
2006-12-12,2328345600
2006-12-13,2326266720
2006-12-14,2358489360
2006-12-15,2342897760
2006-12-18,2317951200
2006-12-19,2316911760
2006-12-20,2314832880
2006-12-21,2302359600
2006-12-22,2294044080
2006-12-26,2313793440
2006-12-27,2347055520
2006-12-28,2331463920
2006-12-29,2297162400
2007-01-03,2368734840
2007-01-04,2344776660
2007-01-05,2319776820
2007-01-08,2328110100
2007-01-09,2322901800
2007-01-10,2324985120
2007-01-11,2342693340
2007-01-12,2353109940
2007-01-16,2334360060
2007-01-17,2345818320
2007-01-18,2330193420
2007-01-19,2335401720
2007-01-22,2319776820
2007-01-23,2316651840
2007-01-24,2388526380
2007-01-25,2356234920
2007-01-26,2343735000
2007-01-29,2366651520
2007-01-30,2377068120
2007-01-31,2379151440
2007-02-01,2427067800
2007-02-02,2432276100
2007-02-05,2415609540
2007-02-06,2429151120
2007-02-07,2428109460
2007-02-08,2394776340
2007-02-09,2391651360
2007-02-12,2416651200
2007-02-13,2444776020
2007-02-14,2472900840
2007-02-15,2477067480
2007-02-16,2585400120
2007-02-20,2643733080
2007-02-21,2661441300
2007-02-22,2645816400
2007-02-23,2638524780
2007-02-26,2665607940
2007-02-27,2611441620
2007-02-28,2552067000
2007-03-01,2605191660
2007-03-02,2584358460
2007-03-05,2539567080
2007-03-06,2580191820
2007-03-07,2613524940
2007-03-08,2603108340
2007-03-09,2651024700
2007-03-12,2627066520
2007-03-13,2541650400
2007-03-14,2514567240
2007-03-15,2528108820
2007-03-16,2509358940
2007-03-19,2551025340
2007-03-20,2570816880
2007-03-21,2609358300
2007-03-22,2611441620
2007-03-23,2623941540
2007-03-26,2619774900
2007-03-27,2612483280
2007-03-28,2602066680
2007-03-29,2565608580
2007-03-30,2541650400
2007-04-02,2554571810
2007-04-03,2607900980
2007-04-04,2608946650
2007-04-05,2598489950
2007-04-09,2616266340
2007-04-10,2640316750
2007-04-11,2657047470
2007-04-12,2660184480
2007-04-13,2647636440
2007-04-16,2622540360
2007-04-17,2652864790
2007-04-18,2647636440
2007-04-19,2654956130
2007-04-20,2605809640
2007-04-23,2588033250
2007-04-24,2575485210
2007-04-25,2624631700
2007-04-26,2645545100
2007-04-27,2621494690
2007-04-30,2589078920
2007-05-01,2640316750
2007-05-02,2665412830
2007-05-03,2665412830
2007-05-04,2722924680
2007-05-07,2700965610
2007-05-08,2706193960
2007-05-09,2704102620
2007-05-10,2656001800
2007-05-11,2689463240
2007-05-14,2726061690
2007-05-15,2752203440
2007-05-16,2697828600
2007-05-17,2650773450
2007-05-18,2650773450
2007-05-21,2659138810
2007-05-22,2660184480
2007-05-23,2657047470
2007-05-24,2636134070
2007-05-25,2654956130
2007-05-29,2658093140
2007-05-30,2689463240
2007-05-31,2704102620
2007-06-01,2737564060
2007-06-04,2772071170
2007-06-05,2765797150
2007-06-06,2751157770
2007-06-07,2704102620
2007-06-08,2721879010
2007-06-11,2704102620
2007-06-12,2651819120
2007-06-13,2645545100
2007-06-14,2668549840
2007-06-15,2718742000
2007-06-18,2738609730
2007-06-19,2728153030
2007-06-20,2699919940
2007-06-21,2693645920
2007-06-22,2677960870
2007-06-25,2672732520
2007-06-26,2665412830
2007-06-27,2619403350
2007-06-28,2631951390
2007-06-29,2646590770
2007-07-02,2690500080
2007-07-03,2727126880
2007-07-05,2850611520
2007-07-06,2847472080
2007-07-09,2810845280
2007-07-10,2796194560
2007-07-11,2840146720
2007-07-12,2872587600
2007-07-13,2875727040
2007-07-16,2839100240
2007-07-17,2858983360
2007-07-18,2819217120
2007-07-19,2936422880
2007-07-20,2874680560
2007-07-23,2856890400
2007-07-24,2884098880
2007-07-25,2853750960
2007-07-26,2736545200
2007-07-27,2705150800
2007-07-30,2712476160
2007-07-31,2670616960
2007-08-01,2734452240
2007-08-02,2714569120
2007-08-03,2622478880
2007-08-06,2658059200
2007-08-07,2575387280
2007-08-08,2602595760
2007-08-09,2464460400
2007-08-10,2584805600
2007-08-13,2559690080
2007-08-14,2486436480
2007-08-15,2411089920
2007-08-16,2482250560
2007-08-17,2631897200
2007-08-20,2632943680
2007-08-21,2654919760
2007-08-22,2695732480
2007-08-23,2666431040
2007-08-24,2668524000
2007-08-27,2632943680
2007-08-28,2595270400
2007-08-29,2689453600
2007-08-30,2652826800
2007-08-31,2726080400
2007-09-04,2754335360
2007-09-05,2697825440
2007-09-06,2718755040
2007-09-07,2688407120
2007-09-10,2645501440
2007-09-11,2686314160
2007-09-12,2683174720
2007-09-13,2708290240
2007-09-14,2732359280
2007-09-17,2726080400
2007-09-18,2780497360
2007-09-19,2820263600
2007-09-20,2825496000
2007-09-21,2906074960
2007-09-24,2841193200
2007-09-25,2872587600
2007-09-26,2868401680
2007-09-27,2902935520
2007-09-28,3042117360
2007-10-01,3129178050
2007-10-02,2977649030
2007-10-03,3013974480
2007-10-04,2951702280
2007-10-05,3016050220
2007-10-08,3018125960
2007-10-09,3087663250
2007-10-10,3049262060
2007-10-11,3055489280
2007-10-12,3082473900
2007-10-15,3080398160
2007-10-16,3112572130
2007-10-17,3172768590
2007-10-18,3201828950
2007-10-19,3099079820
2007-10-22,3226737830
2007-10-23,3227775700
2007-10-24,3186260900
2007-10-25,3145783970
2007-10-26,3170692850
2007-10-29,3219472740
2007-10-30,3240230140
2007-10-31,3304578080
2007-11-01,3213245520
2007-11-02,3158238410
2007-11-05,3149935450
2007-11-06,3164465630
2007-11-07,3063792240
2007-11-08,3144746100
2007-11-09,3147859710
2007-11-12,3126064440
2007-11-13,3165503500
2007-11-14,3167579240
2007-11-15,3164465630
2007-11-16,3187298770
2007-11-19,3033694010
2007-11-20,3065867980
2007-11-21,2902922390
2007-11-23,2931982750
2007-11-26,2856218240
2007-11-27,2862445460
2007-11-28,2912263220
2007-11-29,2920566180
2007-11-30,2936134230
2007-12-03,2942361450
2007-12-04,2941323580
2007-12-05,2985951990
2007-12-06,3075208810
2007-12-07,3066905850
2007-12-10,3092852600
2007-12-11,2939247840
2007-12-12,2919528310
2007-12-13,2947550800
2007-12-14,2918490440
2007-12-17,2845839540
2007-12-18,2817817050
2007-12-19,2802249000
2007-12-20,2837536580
2007-12-21,2919528310
2007-12-24,2946512930
2007-12-26,2941323580
2007-12-27,2917452570
2007-12-28,2958967370
2007-12-31,2926793400
2008-01-02,2943399320
2008-01-03,2899808780
2008-01-04,2800173260
2008-01-07,2780453730
2008-01-08,2707802830
2008-01-09,2772150770
2008-01-10,2806400480
2008-01-11,2741014670
2008-01-14,2760734200
2008-01-15,2682893950
2008-01-16,2694310520
2008-01-17,2609205180
2008-01-18,2647606370
2008-01-22,2587409910
2008-01-23,2472206340
2008-01-24,2505418180
2008-01-25,2528251320
2008-01-28,2459751900
2008-01-29,2556273810
2008-01-30,2499190960
2008-01-31,2516834750
2008-02-01,2529289190
2008-02-04,2509569660
2008-02-05,2500228830
2008-02-06,2446259590
2008-02-07,2463903380
2008-02-08,2476357820
2008-02-11,2481547170
2008-02-12,2480509300
2008-02-13,2561463160
2008-02-14,2552122330
2008-02-15,2538630020
2008-02-19,2509569660
2008-02-20,2549008720
2008-02-21,2530327060
2008-02-22,2514759010
2008-02-25,2575993340
2008-02-26,2596750740
2008-02-27,2484660780
2008-02-28,2449373200
2008-02-29,2365305730
2008-03-03,2360116380
2008-03-04,2355964900
2008-03-05,2397479700
2008-03-06,2387101000
2008-03-07,2366343600
2008-03-10,2320677320
2008-03-11,2406820530
2008-03-12,2340396850
2008-03-13,2377760170
2008-03-14,2357002770
2008-03-17,2334169630
2008-03-18,2336245370
2008-03-19,2289541220
2008-03-20,2279162520
2008-03-24,2319639450
2008-03-25,2376722300
2008-03-26,2308222880
2008-03-27,2298882050
2008-03-28,2288503350
2008-03-31,2302223000
2008-04-01,2391920000
2008-04-02,2390889000
2008-04-03,2377486000
2008-04-04,2337277000
2008-04-07,2366145000
2008-04-08,2295006000
2008-04-09,2226960000
2008-04-10,2203247000
2008-04-11,2166131000
2008-04-14,2175410000
2008-04-15,2133139000
2008-04-16,2157883000
2008-04-17,2139325000
2008-04-18,2165100000
2008-04-21,2206340000
2008-04-22,2219743000
2008-04-23,2187782000
2008-04-24,2240363000
2008-04-25,2333153000
2008-04-28,2312533000
2008-04-29,2259952000
2008-04-30,2266138000
2008-05-01,2276448000
2008-05-02,2260983000
2008-05-05,2245518000
2008-05-06,2295006000
2008-05-07,2338308000
2008-05-08,2348618000
2008-05-09,2355835000
2008-05-12,2355835000
2008-05-13,2434191000
2008-05-14,2441408000
2008-05-15,2524919000
2008-05-16,2548632000
2008-05-19,2623895000
2008-05-20,2639360000
2008-05-21,2647608000
2008-05-22,2610492000
2008-05-23,2550694000
2008-05-27,2581624000
2008-05-28,2712561000
2008-05-29,2681631000
2008-05-30,2684724000
2008-06-02,2634205000
2008-06-03,2635236000
2008-06-04,2631112000
2008-06-05,2664104000
2008-06-06,2589872000
2008-06-09,2538322000
2008-06-10,2473369000
2008-06-11,2408416000
2008-06-12,2422850000
2008-06-13,2481617000
2008-06-16,2463059000
2008-06-17,2462028000
2008-06-18,2458935000
2008-06-19,2484710000
2008-06-20,2384703000
2008-06-23,2346556000
2008-06-24,2303254000
2008-06-25,2314595000
2008-06-26,2253766000
2008-06-27,2270262000
2008-06-30,2206108620
2008-07-01,2202006140
2008-07-02,2168160680
2008-07-03,2250210280
2008-07-07,2273799540
2008-07-08,2393797080
2008-07-09,2336362360
2008-07-10,2322003680
2008-07-11,2271748300
2008-07-14,2385592120
2008-07-15,2379438400
2008-07-16,2443026840
2008-07-17,2554819420
2008-07-18,2598921080
2008-07-21,2564050000
2008-07-22,2593792980
2008-07-23,2655330180
2008-07-24,2524050820
2008-07-25,2560973140
2008-07-28,2563024380
2008-07-29,2583536780
2008-07-30,2581485540
2008-07-31,2617382240
2008-08-01,2559947520
2008-08-04,2565075620
2008-08-05,2545588840
2008-08-06,2544563220
2008-08-07,2450206180
2008-08-08,2537383880
2008-08-11,2593792980
2008-08-12,2545588840
2008-08-13,2537383880
2008-08-14,2577383060
2008-08-15,2643022740
2008-08-18,2650202080
2008-08-19,2596869840
2008-08-20,2609177280
2008-08-21,2608151660
2008-08-22,2631740920
2008-08-25,2546614460
2008-08-26,2536358260
2008-08-27,2581485540
2008-08-28,2673791340
2008-08-29,2640971500
2008-09-02,2628664060
2008-09-03,2706611180
2008-09-04,2592767360
2008-09-05,2645073980
2008-09-08,2571229340
2008-09-09,2584562400
2008-09-10,2598921080
2008-09-11,2633792160
2008-09-12,2666612000
2008-09-15,2576357440
2008-09-16,2547640080
2008-09-17,2320978060
2008-09-18,2291235080
2008-09-19,2409181380
2008-09-22,2367130960
2008-09-23,2383540880
2008-09-24,2415335100
2008-09-25,2484051640
2008-09-26,2437898740
2008-09-29,2294311940
2008-09-30,2349571160
2008-10-01,2356666500
2008-10-02,2254290880
2008-10-03,2235032100
2008-10-06,2172187660
2008-10-07,2088057200
2008-10-08,2056634980
2008-10-09,1912700940
2008-10-10,1877224240
2008-10-13,2054607740
2008-10-14,2017103799
2008-10-15,1785998440
2008-10-16,1802216360
2008-10-17,1749508120
2008-10-20,1782957580
2008-10-21,1822488760
2008-10-22,1749508120
2008-10-23,1698827120
2008-10-24,1570097380
2008-10-27,1509280180
2008-10-28,1544756880
2008-10-29,1618751140
2008-10-30,1643078020
2008-10-31,1705922459
2008-11-03,1656255080
2008-11-04,1670445760
2008-11-05,1610642180
2008-11-06,1523470860
2008-11-07,1554893080
2008-11-10,1428190580
2008-11-11,1377509580
2008-11-12,1343046500
2008-11-13,1441367640
2008-11-14,1354196320
2008-11-17,1344060120
2008-11-18,1330883060
2008-11-19,1244725360
2008-11-20,1158567660
2008-11-21,1240670880
2008-11-24,1294392740
2008-11-25,1372441480
2008-11-26,1444408500
2008-11-28,1513334660
2008-12-01,1358250800
2008-12-02,1408931800
2008-12-03,1417040760
2008-12-04,1331896680
2008-12-05,1167690240
2008-12-08,1288311020
2008-12-09,1291351880
2008-12-10,1336964780
2008-12-11,1244725360
2008-12-12,1292365500
2008-12-15,1268038620
2008-12-16,1331896680
2008-12-17,1363318900
2008-12-18,1348114600
2008-12-19,1349128220
2008-12-22,1304528940
2008-12-23,1272093100
2008-12-24,1259929660
2008-12-26,1278174820
2008-12-29,1255875180
2008-12-30,1311624280
2008-12-31,1364332520
2009-01-02,1430217820
2009-01-05,1431231440
2009-01-06,1520430000
2009-01-07,1456571940
2009-01-08,1393727500
2009-01-09,1368387000
2009-01-12,1336964780
2009-01-13,1396768360
2009-01-14,1318719620
2009-01-15,1355209940
2009-01-16,1351155460
2009-01-20,1234589160
2009-01-21,1482926060
2009-01-22,1426163340
2009-01-23,1490021400
2009-01-26,1482926060
2009-01-27,1520430000
2009-01-28,1559961180
2009-01-29,1501171220
2009-01-30,1439340400
2009-02-02,1421095240
2009-02-03,1483939680
2009-02-04,1480898820
2009-02-05,1484953300
2009-02-06,1494075880
2009-02-09,1481912440
2009-02-10,1384604920
2009-02-11,1341019260
2009-02-12,1322774100
2009-02-13,1313651520
2009-02-17,1280202060
2009-02-18,1253847940
2009-02-19,1214316760
2009-02-20,1191003500
2009-02-23,1154513180
2009-02-24,1239657260
2009-02-25,1271079480
2009-02-26,1272093100
2009-02-27,1073423580
2009-03-02,1011592760
2009-03-03,1003483800
2009-03-04,1038960500
2009-03-05,996388460
2009-03-06,1005511040
2009-03-09,995374840
2009-03-10,1064301000
2009-03-11,1069369100
2009-03-12,1133227160
2009-03-13,1138295260
2009-03-16,1159581280
2009-03-17,1214316760
2009-03-18,1250807080
2009-03-19,1249793460
2009-03-20,1242698120
2009-03-23,1353182700
2009-03-24,1353182700
2009-03-25,1352169080
2009-03-26,1392713880
2009-03-27,1354196320
2009-03-30,1304528940
2009-03-31,1321530000
2009-04-01,1351980000
2009-04-02,1405775000
2009-04-03,1393595000
2009-04-06,1347920000
2009-04-07,1264690000
2009-04-08,1299200000
2009-04-09,1398670000
2009-04-13,1421000000
2009-04-14,1350965000
2009-04-15,1397655000
2009-04-16,1364160000
2009-04-17,1403745000
2009-04-20,1301230000
2009-04-21,1543815000
2009-04-22,1581370000
2009-04-23,1540770000
2009-04-24,1641255000
2009-04-27,1642270000
2009-04-28,1605730000
2009-04-29,1609790000
2009-04-30,1610805000
2009-05-01,1562085000
2009-05-04,1654450000
2009-05-05,1644300000
2009-05-06,1637195000
2009-05-07,1541785000
