,PKG
2009-05-08,1732605000
2009-05-11,1708244999
2009-05-12,1692005000
2009-05-13,1548890000
2009-05-14,1575280000
2009-05-15,1597610000
2009-05-18,1621970000
2009-05-19,1616895000
2009-05-20,1579340000
2009-05-21,1543815000
2009-05-22,1541785000
2009-05-26,1610805000
2009-05-27,1560055000
2009-05-28,1592535000
2009-05-29,1636180000
2009-06-01,1668660000
2009-06-02,1698095000
2009-06-03,1679825000
2009-06-04,1718395000
2009-06-05,1710275000
2009-06-08,1689974999
2009-06-09,1677795000
2009-06-10,1715349999
2009-06-11,1708244999
2009-06-12,1692005000
2009-06-15,1602685000
2009-06-16,1523515000
2009-06-17,1451450000
2009-06-18,1494080000
2009-06-19,1493065000
2009-06-22,1435210000
2009-06-23,1449420000
2009-06-24,1511335000
2009-06-25,1537725000
2009-06-26,1551935000
2009-06-29,1573250000
2009-06-30,1647750600
2009-07-01,1708778400
2009-07-02,1681315890
2009-07-06,1663007550
2009-07-07,1593842710
2009-07-08,1597911230
2009-07-09,1570448720
2009-07-10,1619270960
2009-07-13,1645716340
2009-07-14,1678264500
2009-07-15,1744377949
2009-07-16,1798285840
2009-07-17,1810491400
2009-07-20,1837953910
2009-07-21,1987472020
2009-07-22,1995609060
2009-07-23,2045448430
2009-07-24,2016968789
2009-07-27,1998660449
2009-07-28,1996626190
2009-07-29,1963060900
2009-07-30,2003746100
2009-07-31,2000694710
2009-08-03,2036294260
2009-08-04,2053585470
2009-08-05,2001711840
2009-08-06,1975266460
2009-08-07,1969163680
2009-08-10,1939666910
2009-08-11,1937632650
2009-08-12,1992557670
2009-08-13,1983403500
2009-08-14,1902033100
2009-08-17,1850159470
2009-08-18,1920341440
2009-08-19,1902033100
2009-08-20,1902033100
2009-08-21,1948821080
2009-08-24,1961026640
2009-08-25,1998660449
2009-08-26,2013917400
2009-08-27,2080030850
2009-08-28,2079013720
2009-08-31,2070876680
2009-09-01,2013917400
2009-09-02,2023071570
2009-09-03,2059688250
2009-09-04,2118681789
2009-09-08,2139024390
2009-09-09,2163435510
2009-09-10,2202086450
2009-09-11,2144110039
2009-09-14,2189880890
2009-09-15,2215309140
2009-09-16,2155298470
2009-09-17,2141058650
2009-09-18,2125801699
2009-09-21,2070876680
2009-09-22,2080030850
2009-09-23,2036294260
2009-09-24,1962043770
2009-09-25,1973232199
2009-09-28,2020020180
2009-09-29,2124784570
2009-09-30,2075903999
2009-10-01,1969056000
2009-10-02,1940563200
2009-10-05,2028076800
2009-10-06,2051481600
2009-10-07,2066745599
2009-10-08,2128819200
2009-10-09,2140012800
2009-10-12,2101343999
2009-10-13,2127801600
2009-10-14,2188857600
2009-10-15,2250931200
2009-10-16,2246860800
2009-10-19,2204121600
2009-10-20,2121696000
2009-10-21,2072851200
2009-10-22,2135942399
2009-10-23,2074886400
2009-10-26,1997548800
2009-10-27,1968038400
2009-10-28,1894771200
2009-10-29,1945651200
2009-10-30,1860172800
2009-11-02,1884595200
2009-11-03,1925299200
2009-11-04,1879507200
2009-11-05,1941580799
2009-11-06,1943616000
2009-11-09,2011795200
2009-11-10,2000601600
2009-11-11,1998566400
2009-11-12,1933440000
2009-11-13,1970073600
2009-11-16,2022988800
2009-11-17,1996531200
2009-11-18,1978214400
2009-11-19,1937510400
2009-11-20,1994496000
2009-11-23,2040288000
2009-11-24,2017900799
2009-11-25,2039270400
2009-11-27,2001619200
2009-11-30,2027059200
2009-12-01,2169523200
2009-12-02,2224473600
2009-12-03,2181734400
2009-12-04,2232614400
2009-12-07,2271283200
2009-12-08,2263142400
2009-12-09,2242790400
2009-12-10,2214297600
2009-12-11,2213280000
2009-12-14,2238720000
2009-12-15,2317075200
2009-12-16,2317075200
2009-12-17,2318092800
2009-12-18,2392377600
2009-12-21,2392377600
2009-12-22,2416800000
2009-12-23,2408659200
2009-12-24,2421888000
2009-12-28,2414764800
2009-12-29,2407641600
2009-12-30,2391360000
2009-12-31,2345363280
2010-01-04,2384095920
2010-01-05,2414674320
2010-01-06,2402442960
2010-01-07,2385115200
2010-01-08,2543103600
2010-01-11,2451368400
2010-01-12,2418751440
2010-01-13,2438117760
2010-01-14,2406520080
2010-01-15,2367787440
2010-01-19,2429963520
2010-01-20,2340266880
2010-01-21,2210818320
2010-01-22,2164950720
2010-01-25,2195529120
2010-01-26,2324977680
2010-01-27,2285225760
2010-01-28,2231203920
2010-01-29,2246493120
2010-02-01,2268917280
2010-02-02,2269936560
2010-02-03,2211837600
2010-02-04,2134372320
2010-02-05,2180239920
2010-02-08,2178201360
2010-02-09,2198586960
2010-02-10,2166989280
2010-02-11,2191452000
2010-02-12,2201644800
2010-02-16,2266878720
2010-02-17,2289302880
2010-02-18,2333131920
2010-02-19,2315804160
2010-02-22,2289302880
2010-02-23,2377980240
2010-02-24,2414674320
2010-02-25,2461561200
2010-02-26,2425886400
2010-03-01,2486023920
2010-03-02,2483985360
2010-03-03,2499274560
2010-03-04,2487043200
2010-03-05,2508448080
2010-03-08,2497236000
2010-03-09,2483985360
2010-03-10,2475831120
2010-03-11,2474811840
2010-03-12,2475831120
2010-03-15,2482966080
2010-03-16,2552277120
2010-03-17,2595086880
2010-03-18,2577759120
2010-03-19,2525775840
2010-03-22,2555334960
2010-03-23,2574701280
2010-03-24,2548200000
2010-03-25,2480927520
2010-03-26,2477869680
2010-03-29,2506409520
2010-03-30,2509467360
2010-03-31,2510220000
2010-04-01,2526540000
2010-04-05,2570400000
2010-04-06,2559180000
2010-04-07,2499000000
2010-04-08,2516340000
2010-04-09,2538780000
2010-04-12,2482680000
2010-04-13,2479620000
2010-04-14,2534700000
2010-04-15,2537760000
2010-04-16,2582640000
2010-04-19,2517360000
2010-04-20,2523480000
2010-04-21,2580600000
2010-04-22,2620380000
2010-04-23,2677500000
2010-04-26,2631600000
2010-04-27,2550000000
2010-04-28,2527560000
2010-04-29,2575500000
2010-04-30,2522460000
2010-05-03,2571420000
2010-05-04,2469420000
2010-05-05,2434740000
2010-05-06,2306220000
2010-05-07,2258280000
2010-05-10,2318460000
2010-05-11,2316420000
2010-05-12,2399040000
2010-05-13,2380680000
2010-05-14,2342940000
2010-05-17,2327640000
2010-05-18,2334780000
2010-05-19,2288880000
2010-05-20,2170560000
2010-05-21,2183820000
2010-05-24,2144040000
2010-05-25,2101200000
2010-05-26,2134860000
2010-05-27,2266440000
2010-05-28,2258280000
2010-06-01,2169540000
2010-06-02,2234820000
2010-06-03,2258280000
2010-06-04,2166480000
2010-06-07,2099159999
2010-06-08,2121600000
2010-06-09,2121600000
2010-06-10,2193000000
2010-06-11,2282760000
2010-06-14,2301120000
2010-06-15,2397000000
2010-06-16,2376600000
2010-06-17,2371500000
2010-06-18,2373540000
2010-06-21,2398020000
2010-06-22,2325600000
2010-06-23,2307240000
2010-06-24,2260320000
2010-06-25,2276640000
2010-06-28,2256240000
2010-06-29,2216460000
2010-06-30,2241636000
2010-07-01,2247744000
2010-07-02,2184628000
2010-07-06,2171394000
2010-07-07,2241636000
2010-07-08,2252834000
2010-07-09,2285410000
2010-07-12,2222294000
2010-07-13,2321040000
2010-07-14,2326130000
2010-07-15,2351580000
2010-07-16,2314932000
2010-07-19,2333256000
2010-07-20,2514460000
2010-07-21,2475776000
2010-07-22,2493082000
2010-07-23,2552126000
2010-07-26,2588774000
2010-07-27,2521586000
2010-07-28,2464578000
2010-07-29,2437092000
2010-07-30,2443200000
2010-08-02,2549072000
2010-08-03,2479848000
2010-08-04,2494100000
2010-08-05,2479848000
2010-08-06,2447272000
2010-08-09,2477812000
2010-08-10,2444218000
2010-08-11,2356670000
2010-08-12,2368886000
2010-08-13,2343436000
2010-08-16,2330202000
2010-08-17,2432002000
2010-08-18,2381102000
2010-08-19,2326130000
2010-08-20,2347508000
2010-08-23,2280320000
2010-08-24,2255888000
2010-08-25,2295590000
2010-08-26,2272176000
2010-08-27,2335292000
2010-08-30,2270140000
2010-08-31,2269122000
2010-09-01,2359724000
2010-09-02,2412660000
2010-09-03,2445236000
2010-09-07,2414696000
2010-09-08,2368886000
2010-09-09,2391282000
2010-09-10,2409606000
2010-09-13,2429966000
2010-09-14,2406552000
2010-09-15,2447272000
2010-09-16,2460506000
2010-09-17,2478830000
2010-09-20,2360742000
2010-09-21,2324094000
2010-09-22,2280320000
2010-09-23,2281338000
2010-09-24,2345472000
2010-09-27,2362778000
2010-09-28,2377030000
2010-09-29,2363796000
2010-09-30,2333219000
2010-10-01,2349331000
2010-10-04,2307037000
2010-10-05,2369471000
2010-10-06,2359401000
2010-10-07,2331205000
2010-10-08,2309051000
2010-10-11,2341275000
2010-10-12,2331205000
2010-10-13,2396660000
2010-10-14,2406730000
2010-10-15,2432912000
2010-10-18,2452045000
2010-10-19,2340268000
2010-10-20,2408744000
2010-10-21,2380548000
2010-10-22,2426870000
2010-10-25,2455066000
2010-10-26,2451038000
2010-10-27,2463122000
2010-10-28,2471178000
2010-10-29,2460101000
2010-11-01,2491318000
2010-11-02,2515486000
2010-11-03,2506423000
2010-11-04,2578927000
2010-11-05,2611151000
2010-11-08,2592018000
2010-11-09,2546703000
2010-11-10,2555766000
2010-11-11,2574899000
2010-11-12,2529584000
2010-11-15,2524549000
2010-11-16,2515486000
2010-11-17,2503402000
2010-11-18,2551738000
2010-11-19,2571878000
2010-11-22,2642368000
2010-11-23,2599067000
2010-11-24,2643375000
2010-11-26,2627263000
2010-11-29,2632298000
2010-11-30,2582955000
2010-12-01,2636326000
2010-12-02,2708830000
2010-12-03,2694732000
2010-12-06,2666536000
2010-12-07,2643375000
2010-12-08,2653445000
2010-12-09,2678620000
2010-12-10,2678620000
2010-12-13,2678620000
2010-12-14,2697753000
2010-12-15,2604102000
2010-12-16,2607123000
2010-12-17,2598060000
2010-12-20,2595039000
2010-12-21,2616186000
2010-12-22,2608130000
2010-12-23,2591011000
2010-12-27,2595039000
2010-12-28,2601081000
2010-12-29,2603095000
2010-12-30,2610144000
2010-12-31,2602088000
2011-01-03,2656466000
2011-01-04,2640354000
2011-01-05,2727963000
2011-01-06,2744075000
2011-01-07,2770257000
2011-01-10,2794425000
2011-01-11,2826649000
2011-01-12,2870957000
2011-01-13,2865922000
2011-01-14,2884048000
2011-01-18,2860887000
2011-01-19,2865922000
2011-01-20,2800467000
2011-01-21,2858873000
2011-01-24,2909223000
2011-01-25,2811544000
2011-01-26,2874985000
2011-01-27,2903181000
2011-01-28,2821614000
2011-01-31,2844775000
2011-02-01,2862901000
2011-02-02,2894118000
2011-02-03,2896132000
2011-02-04,2874985000
2011-02-07,2894118000
2011-02-08,2908216000
2011-02-09,2918286000
2011-02-10,2890090000
2011-02-11,2929363000
2011-02-14,2935405000
2011-02-15,2966622000
2011-02-16,3048189000
2011-02-17,3040133000
2011-02-18,3015965000
2011-02-22,2918286000
2011-02-23,2900160000
2011-02-24,2905195000
2011-02-25,2928356000
2011-02-28,2899153000
2011-03-01,2824635000
2011-03-02,2835712000
2011-03-03,2897139000
2011-03-04,2887069000
2011-03-07,2856859000
2011-03-08,2845782000
2011-03-09,2844775000
2011-03-10,2773278000
2011-03-11,2759180000
2011-03-14,2749110000
2011-03-15,2753138000
2011-03-16,2716886000
2011-03-17,2719907000
2011-03-18,2748103000
2011-03-21,2802481000
2011-03-22,2773278000
2011-03-23,2782341000
2011-03-24,2786369000
2011-03-25,2795432000
2011-03-28,2793418000
2011-03-29,2829670000
2011-03-30,2900160000
2011-03-31,2891889000
2011-04-01,2915913000
2011-04-04,2935933000
2011-04-05,2892890000
2011-04-06,2887885000
2011-04-07,2867865000
2011-04-08,2848846000
2011-04-11,2793791000
2011-04-12,2776774000
2011-04-13,2797795000
2011-04-14,2787785000
2011-04-15,2819817000
2011-04-18,2759757000
2011-04-19,2888886000
2011-04-20,2791789000
2011-04-21,2791789000
2011-04-25,2750748000
2011-04-26,2787785000
2011-04-27,2822820000
2011-04-28,2852850000
2011-04-29,2855853000
2011-05-02,2852850000
2011-05-03,2822820000
2011-05-04,2808806000
2011-05-05,2811809000
2011-05-06,2841839000
2011-05-09,2879877000
2011-05-10,2916914000
2011-05-11,2925923000
2011-05-12,2962960000
2011-05-13,2909907000
2011-05-16,2905903000
2011-05-17,2855853000
2011-05-18,2904902000
2011-05-19,2903901000
2011-05-20,2891889000
2011-05-23,2828826000
2011-05-24,2823821000
2011-05-25,2850848000
2011-05-26,2856854000
2011-05-27,2866864000
2011-05-31,2912910000
2011-06-01,2832830000
2011-06-02,2791789000
2011-06-03,2727725000
2011-06-06,2685683000
2011-06-07,2851849000
2011-06-08,2843841000
2011-06-09,2905903000
2011-06-10,2877875000
2011-06-13,2856854000
2011-06-14,2917915000
2011-06-15,2732730000
2011-06-16,2692690000
2011-06-17,2664662000
2011-06-20,2635633000
2011-06-21,2715713000
2011-06-22,2724722000
2011-06-23,2723721000
2011-06-24,2716714000
2011-06-27,2732730000
2011-06-28,2756754000
2011-06-29,2755753000
2011-06-30,2771010000
2011-07-01,2841300000
2011-07-05,2804670000
2011-07-06,2844270000
2011-07-07,2866050000
2011-07-08,2853180000
2011-07-11,2796750000
2011-07-12,2761110000
2011-07-13,2777940000
2011-07-14,2731410000
2011-07-15,2740320000
2011-07-18,2683890000
2011-07-19,2718540000
2011-07-20,2750220000
2011-07-21,2788830000
2011-07-22,2772000000
2011-07-25,2745270000
2011-07-26,2726460000
2011-07-27,2657160000
2011-07-28,2635380000
2011-07-29,2640330000
2011-08-01,2630430000
2011-08-02,2559150000
2011-08-03,2555190000
2011-08-04,2309670000
2011-08-05,2306700000
2011-08-08,2106720000
2011-08-09,2235420000
2011-08-10,2178000000
2011-08-11,2271060000
2011-08-12,2302740000
2011-08-15,2356200000
2011-08-16,2362140000
2011-08-17,2380950000
2011-08-18,2247300000
2011-08-19,2254230000
2011-08-22,2254230000
2011-08-23,2305710000
2011-08-24,2375010000
2011-08-25,2311650000
2011-08-26,2358180000
2011-08-29,2449260000
2011-08-30,2479950000
2011-08-31,2509650000
2011-09-01,2498760000
2011-09-02,2450250000
2011-09-06,2503710000
2011-09-07,2565090000
2011-09-08,2554200000
2011-09-09,2531430000
2011-09-12,2527470000
2011-09-13,2557170000
2011-09-14,2576970000
2011-09-15,2638350000
2011-09-16,2686860000
2011-09-19,2643300000
2011-09-20,2613600000
2011-09-21,2520540000
2011-09-22,2416590000
2011-09-23,2434410000
2011-09-26,2438370000
2011-09-27,2522520000
2011-09-28,2415600000
2011-09-29,2413620000
2011-09-30,2250780000
2011-10-03,2177364000
2011-10-04,2217936000
2011-10-05,2291352000
2011-10-06,2368632000
2011-10-07,2350278000
2011-10-10,2452674000
2011-10-11,2430456000
2011-10-12,2449776000
2011-10-13,2447844000
2011-10-14,2483586000
2011-10-17,2382156000
2011-10-18,2443014000
2011-10-19,2421762000
2011-10-20,2453640000
2011-10-21,2510634000
2011-10-24,2548308000
2011-10-25,2487450000
2011-10-26,2496144000
2011-10-27,2597574000
2011-10-28,2565696000
2011-10-31,2519328000
2011-11-01,2450742000
2011-11-02,2489382000
2011-11-03,2530920000
2011-11-04,2538648000
2011-11-07,2553138000
2011-11-08,2579220000
2011-11-09,2487450000
2011-11-10,2524158000
2011-11-11,2569560000
2011-11-14,2522226000
2011-11-15,2520294000
2011-11-16,2494212000
2011-11-17,2431422000
2011-11-18,2463300000
2011-11-21,2440116000
2011-11-22,2412102000
2011-11-23,2346414000
2011-11-25,2362836000
2011-11-28,2428524000
2011-11-29,2425626000
2011-11-30,2512566000
2011-12-01,2460402000
2011-12-02,2488416000
2011-12-05,2497110000
2011-12-06,2470062000
2011-12-07,2443014000
2011-12-08,2374428000
2011-12-09,2393748000
2011-12-12,2350278000
2011-12-13,2312604000
2011-12-14,2306808000
2011-12-15,2340618000
2011-12-16,2330958000
2011-12-19,2307774000
2011-12-20,2366700000
2011-12-21,2356074000
2011-12-22,2400510000
2011-12-23,2417898000
2011-12-27,2434320000
2011-12-28,2405340000
2011-12-29,2421762000
2011-12-30,2438184000
2012-01-03,2433354000
2012-01-04,2415000000
2012-01-05,2439150000
2012-01-06,2489382000
2012-01-09,2521260000
2012-01-10,2557968000
2012-01-11,2567628000
2012-01-12,2557968000
2012-01-13,2526090000
2012-01-17,2518362000
2012-01-18,2515464000
2012-01-19,2567628000
2012-01-20,2592744000
2012-01-23,2573424000
2012-01-24,2725086000
2012-01-25,2695140000
2012-01-26,2721222000
2012-01-27,2731848000
2012-01-30,2736678000
2012-01-31,2718324000
2012-02-01,2737644000
2012-02-02,2735712000
2012-02-03,2801400000
2012-02-06,2799468000
2012-02-07,2795604000
2012-02-08,2812992000
2012-02-09,2830380000
2012-02-10,2805264000
2012-02-13,2855496000
2012-02-14,2845836000
2012-02-15,2842938000
2012-02-16,2856462000
2012-02-17,2841972000
2012-02-21,2837142000
2012-02-22,2790774000
2012-02-23,2818788000
2012-02-24,2794638000
2012-02-27,2795604000
2012-02-28,2821686000
2012-02-29,2863224000
2012-03-01,2874816000
2012-03-02,2894136000
2012-03-05,2864190000
2012-03-06,2839074000
2012-03-07,2875782000
2012-03-08,2933742000
2012-03-09,2917320000
2012-03-12,2905728000
2012-03-13,2920218000
2012-03-14,2873850000
2012-03-15,2879646000
2012-03-16,2869986000
2012-03-19,2877714000
2012-03-20,2878680000
2012-03-21,2866122000
2012-03-22,2831346000
2012-03-23,2864190000
2012-03-26,2877714000
2012-03-27,2872884000
2012-03-28,2864190000
2012-03-29,2866122000
2012-03-30,2858394000
2012-04-02,2841813000
2012-04-03,2851443000
2012-04-04,2835072000
2012-04-05,2826405000
2012-04-09,2793663000
2012-04-10,2717586000
2012-04-11,2747439000
2012-04-12,2801367000
2012-04-13,2774403000
2012-04-16,2773440000
2012-04-17,2812923000
2012-04-18,2782107000
2012-04-19,2794626000
2012-04-20,2835072000
2012-04-23,2808108000
2012-04-24,2824479000
2012-04-25,2853369000
2012-04-26,2849517000
2012-04-27,2852406000
2012-04-30,2810997000
2012-05-01,2813886000
2012-05-02,2791737000
2012-05-03,2790774000
2012-05-04,2733957000
2012-05-07,2697363000
2012-05-08,2733957000
2012-05-09,2728179000
2012-05-10,2727216000
2012-05-11,2692548000
2012-05-14,2675214000
2012-05-15,2688696000
2012-05-16,2655954000
2012-05-17,2577951000
2012-05-18,2565432000
2012-05-21,2616471000
2012-05-22,2612619000
2012-05-23,2607804000
2012-05-24,2609730000
2012-05-25,2595285000
2012-05-29,2630916000
2012-05-30,2567358000
2012-05-31,2583729000
2012-06-01,2531727000
2012-06-04,2526912000
2012-06-05,2541357000
2012-06-06,2584692000
2012-06-07,2606841000
2012-06-08,2658843000
2012-06-11,2642472000
2012-06-12,2658843000
2012-06-13,2604915000
2012-06-14,2666547000
2012-06-15,2666547000
2012-06-18,2675214000
2012-06-19,2680029000
2012-06-20,2700252000
2012-06-21,2624175000
2012-06-22,2642472000
2012-06-25,2632842000
2012-06-26,2613582000
2012-06-27,2629953000
2012-06-28,2639583000
2012-06-29,2719512000
2012-07-02,2713660000
2012-07-03,2790780000
2012-07-05,2755112000
2012-07-06,2722336000
2012-07-09,2704984000
2012-07-10,2690524000
2012-07-11,2731976000
2012-07-12,2758004000
2012-07-13,2795600000
2012-07-16,2801384000
2012-07-17,2898748000
2012-07-18,2945984000
2012-07-19,2966228000
2012-07-20,2959480000
2012-07-23,2941164000
2012-07-24,2908388000
2012-07-25,2910316000
2012-07-26,2954660000
2012-07-27,2966228000
2012-07-30,2965264000
2012-07-31,2968156000
2012-08-01,2948876000
2012-08-02,2940200000
2012-08-03,2973940000
2012-08-06,2970084000
2012-08-07,2983580000
2012-08-08,2956588000
2012-08-09,2918992000
2012-08-10,2956588000
2012-08-13,3013464000
2012-08-14,3054916000
2012-08-15,3095404000
2012-08-16,3100223999
2012-08-17,3080944000
2012-08-20,3072268000
2012-08-21,3079016000
2012-08-22,3060700000
2012-08-23,3063592000
2012-08-24,3094440000
2012-08-27,3080944000
2012-08-28,3082872000
2012-08-29,3089619999
2012-08-30,3058772000
2012-08-31,3086728000
2012-09-04,3108900000
2012-09-05,3117576000
2012-09-06,3171560000
2012-09-07,3207228000
2012-09-10,3127216000
2012-09-11,3109864000
2012-09-12,3114684000
2012-09-13,3178308000
2012-09-14,3195660000
2012-09-17,3094440000
2012-09-18,3118540000
2012-09-19,3177344000
2012-09-20,3185056000
2012-09-21,3253500000
2012-09-24,3369180000
2012-09-25,3388460000
2012-09-26,3414488000
2012-09-27,3475219999
2012-09-28,3499319999
2012-10-01,3435984000
2012-10-02,3447539999
2012-10-03,3447539999
2012-10-04,3463911000
2012-10-05,3470652000
2012-10-08,3436947000
2012-10-09,3438873000
2012-10-10,3409020000
2012-10-11,3419613000
2012-10-12,3388797000
2012-10-15,3428280000
2012-10-16,3491838000
2012-10-17,3498579000
2012-10-18,3487986000
2012-10-19,3450429000
2012-10-22,3456207000
2012-10-23,3406130999
2012-10-24,3370500000
2012-10-25,3419613000
2012-10-26,3399389999
2012-10-31,3396501000
2012-11-01,3498579000
2012-11-02,3457170000
2012-11-05,3449466000
2012-11-06,3486060000
2012-11-07,3430205999
2012-11-08,3385907999
2012-11-09,3409982999
2012-11-12,3415761000
2012-11-13,3375314999
2012-11-14,3318498000
2012-11-15,3289607999
2012-11-16,3336795000
2012-11-19,3452355000
2012-11-20,3460059000
2012-11-21,3490875000
2012-11-23,3535173000
2012-11-26,3544803000
2012-11-27,3508209000
2012-11-28,3532284000
2012-11-29,3524580000
2012-11-30,3509172000
2012-12-03,3482207999
2012-12-04,3486060000
2012-12-05,3447539999
2012-12-06,3465837000
2012-12-07,3494727000
2012-12-10,3507246000
2012-12-11,3533247000
2012-12-12,3557322000
2012-12-13,3510135000
2012-12-14,3500505000
2012-12-17,3546729000
2012-12-18,3591027000
2012-12-19,3600657000
2012-12-20,3635325000
2012-12-21,3644955000
2012-12-24,3652659000
2012-12-26,3682512000
2012-12-27,3686364000
2012-12-28,3668067000
2012-12-31,3708508000
2013-01-02,3759600000
2013-01-03,3750923999
2013-01-04,3748032000
2013-01-07,3756708000
2013-01-08,3742248000
2013-01-09,3747067999
2013-01-10,3710436000
2013-01-11,3746104000
2013-01-14,3775988000
2013-01-15,3778880000
2013-01-16,3757671999
2013-01-17,3850216000
2013-01-18,3857928000
2013-01-22,3741284000
2013-01-23,3787556000
2013-01-24,3838648000
2013-01-25,3838648000
2013-01-28,3803944000
2013-01-29,3792376000
2013-01-30,3721040000
2013-01-31,3704652000
2013-02-01,3772132000
2013-02-04,3777916000
2013-02-05,3794304000
2013-02-06,3825152000
2013-02-07,3835756000
2013-02-08,3870460000
2013-02-11,3877208000
2013-02-12,3863712000
2013-02-13,3882992000
2013-02-14,3890704000
2013-02-15,3917696000
2013-02-19,3880100000
2013-02-20,3782736000
2013-02-21,3939867999
2013-02-22,4029519999
2013-02-25,3962040000
2013-02-26,4016023999
2013-02-27,4028556000
2013-02-28,4027592000
2013-03-01,4012167999
2013-03-04,4091216000
2013-03-05,4119171999
2013-03-06,4136523999
2013-03-07,4176048000
2013-03-08,4188580000
2013-03-11,4197256000
2013-03-12,4157732000
2013-03-13,4099892000
2013-03-14,4136523999
2013-03-15,4158696000
2013-03-18,4145200000
2013-03-19,4147128000
2013-03-20,4170264000
2013-03-21,4134596000
2013-03-22,4152912000
2013-03-25,4167371999
2013-03-26,4246419999
2013-03-27,4284016000
2013-03-28,4325468000
2013-04-01,4293656000
2013-04-02,4338000000
2013-04-03,4290764000
2013-04-04,4249312000
2013-04-05,4265700000
2013-04-08,4305224000
2013-04-09,4301368000
2013-04-10,4329324000
2013-04-11,4330288000
2013-04-12,4324504000
2013-04-15,4097000000
2013-04-16,4268592000
2013-04-17,4182796000
2013-04-18,4164480000
2013-04-19,4171228000
2013-04-22,4215571999
2013-04-23,4389092000
2013-04-24,4434400000
2013-04-25,4448860000
2013-04-26,4415120000
2013-04-29,4543332000
2013-04-30,4584784000
2013-05-01,4504772000
2013-05-02,4515376000
2013-05-03,4593460000
2013-05-06,4625272000
2013-05-07,4732276000
2013-05-08,4773728000
2013-05-09,4760232000
2013-05-10,4696608000
2013-05-13,4752520000
2013-05-14,4809396000
2013-05-15,4827712000
2013-05-16,4801684000
2013-05-17,4803612000
2013-05-20,4842172000
2013-05-21,4857596000
2013-05-22,4794936000
2013-05-23,4791080000
2013-05-24,4753484000
2013-05-28,4846992000
2013-05-29,4780476000
2013-05-30,4777584000
2013-05-31,4723600000
2013-06-03,4712032000
2013-06-04,4701428000
2013-06-05,4639732000
2013-06-06,4725528000
2013-06-07,4733240000
2013-06-10,4742880000
2013-06-11,4715888000
2013-06-12,4630092000
2013-06-13,4715888000
2013-06-14,4728420000
2013-06-17,4768908000
2013-06-18,4773728000
2013-06-19,4762160000
2013-06-20,4686968000
2013-06-21,4691788000
2013-06-24,4610812000
2013-06-25,4625272000
2013-06-26,4694680000
2013-06-27,4715888000
2013-06-28,4719744000
2013-07-01,4803216000
2013-07-02,4796440000
2013-07-03,4789664000
2013-07-05,4838064000
2013-07-08,4863232000
2013-07-09,4885496000
2013-07-10,4870976000
2013-07-11,5003592000
2013-07-12,5059736000
2013-07-15,5063608000
2013-07-16,4984232000
2013-07-17,5004560000
2013-07-18,5088776000
2013-07-19,5126528000
2013-07-22,5152664000
2013-07-23,5102328000
2013-07-24,5157504000
2013-07-25,5137176000
2013-07-26,5120720000
2013-07-29,5144920000
2013-07-30,5188480000
2013-07-31,5206872000
2013-08-01,5331744000
2013-08-02,5338520000
2013-08-05,5320128000
2013-08-06,5255272000
2013-08-07,5247528000
2013-08-08,5304640000
2013-08-09,5277536000
2013-08-12,5293992000
2013-08-13,5295928000
2013-08-14,5307544000
2013-08-15,5122656000
2013-08-16,5036504000
2013-08-19,5141048000
2013-08-20,5229136000
2013-08-21,5201064000
2013-08-22,5235912000
2013-08-23,5283344000
2013-08-26,5272696000
2013-08-27,5171056000
2013-08-28,5173960000
2013-08-29,5183640000
2013-08-30,5134272000
2013-09-03,5105232000
2013-09-04,5133304000
2013-09-05,5169120000
2013-09-06,5173960000
2013-09-09,5264952000
2013-09-10,5362720000
2013-09-11,5296896000
2013-09-12,5246560000
2013-09-13,5280440000
2013-09-16,5849624000
2013-09-17,5803160000
2013-09-18,5919320000
2013-09-19,5759600000
2013-09-20,5714104000
2013-09-23,5667640000
2013-09-24,5640536000
2013-09-25,5642472000
2013-09-26,5728624000
2013-09-27,5577616000
2013-09-30,5520603000
2013-10-01,5629874000
2013-10-02,5531240000
2013-10-03,5503197000
2013-10-04,5523504000
2013-10-07,5497395000
2013-10-08,5456781000
2013-10-09,5450979000
2013-10-10,5522537000
2013-10-11,5569920000
2013-10-14,5658884000
2013-10-15,5596996000
2013-10-16,5656950000
2013-10-17,5890964000
2013-10-18,5872591000
2013-10-21,5894832000
2013-10-22,5955753000
2013-10-23,5892898000
2013-10-24,5958654000
2013-10-25,6015707000
2013-10-28,6014740000
2013-10-29,5970258000
2013-10-30,5974126000
2013-10-31,6022476000
2013-11-01,6054387000
2013-11-04,6214909000
2013-11-05,5860987000
2013-11-06,5893865000
2013-11-07,5684026000
2013-11-08,5854218000
2013-11-11,5866789000
2013-11-12,5804901000
2013-11-13,5875492000
2013-11-14,5887096000
2013-11-15,5883228000
2013-11-18,5958654000
2013-11-19,5941248000
2013-11-20,5904502000
2013-11-21,6085331000
2013-11-22,6058255000
2013-11-25,5891931000
2013-11-26,5973159000
2013-11-27,5953819000
2013-11-29,5923842000
2013-12-02,5938347000
2013-12-03,5812637000
2013-12-04,5906436000
2013-12-05,5816505000
2013-12-06,5905469000
2013-12-09,5789429000
2013-12-10,5940281000
2013-12-11,5843581000
2013-12-12,5837779000
2013-12-13,5940281000
2013-12-16,6011839000
2013-12-17,5936413000
2013-12-18,6075661000
2013-12-19,5979928000
2013-12-20,5984763000
2013-12-23,6026344000
