,PH
2013-11-26,17567310890
2013-11-27,17637413081
2013-11-29,17576260106
2013-12-02,17486767946
2013-12-03,17382360427
2013-12-04,17407716539
2013-12-05,17377885819
2013-12-06,18062500838
2013-12-09,18016263223
2013-12-10,17852194264
2013-12-11,17598633146
2013-12-12,17640396153
2013-12-13,17744803673
2013-12-16,17970025607
2013-12-17,17886499592
2013-12-18,18271315877
2013-12-19,18475656308
2013-12-20,18824675729
2013-12-23,18823184193
2013-12-24,18973829328
2013-12-26,19073762240
2013-12-27,19108067567
2013-12-30,19222915839
2013-12-31,19172445010
2014-01-02,18963789669
2014-01-03,18965280065
2014-01-06,18756624724
2014-01-07,19021915086
2014-01-08,19029367062
2014-01-09,18917587415
2014-01-10,18957828088
2014-01-13,18722345632
2014-01-14,19041290225
2014-01-15,19220137659
2014-01-16,19251435960
2014-01-17,18992107180
2014-01-21,18901193067
2014-01-22,18245419140
2014-01-23,17698444068
2014-01-24,17084401209
2014-01-27,17047141327
2014-01-28,17173824926
2014-01-29,16990506306
2014-01-30,17072478046
2014-01-31,16896611402
2014-02-03,16303434077
2014-02-04,16526993370
2014-02-05,16784831755
2014-02-06,17032237374
2014-02-07,17686520906
2014-02-10,17225988761
2014-02-11,17364595523
2014-02-12,17468923194
2014-02-13,17401855406
2014-02-14,17564308492
2014-02-18,17568779678
2014-02-19,17400365010
2014-02-20,17555366120
2014-02-21,17552385330
2014-02-24,17682049720
2014-02-25,17556856516
2014-02-26,17731232765
2014-02-27,17910080199
2014-02-28,17966715220
2014-03-03,17793829367
2014-03-04,18053158147
2014-03-05,18169408980
2014-03-06,18249890326
2014-03-07,18537536617
2014-03-10,18364650763
2014-03-11,17996523126
2014-03-12,17780415809
2014-03-13,17409307382
2014-03-14,17316902874
2014-03-17,17859406760
2014-03-18,17866858736
2014-03-19,17834070040
2014-03-20,17769983042
2014-03-21,17792338972
2014-03-24,17723780788
2014-03-25,18053158147
2014-03-26,17695463278
2014-03-27,17588154817
2014-03-28,17771473437
2014-03-31,17832882306
2014-04-01,18172527880
2014-04-02,18434710428
2014-04-03,18361716423
2014-04-04,18144224082
2014-04-07,17771805690
2014-04-08,17826923612
2014-04-09,18252970253
2014-04-10,17849268715
2014-04-11,17747970912
2014-04-14,17925242067
2014-04-15,18065271383
2014-04-16,18504725086
2014-04-17,18673058199
2014-04-21,18649223422
2014-04-22,18611981583
2014-04-23,18586657132
2014-04-24,18540477252
2014-04-25,18233604496
2014-04-28,18282763724
2014-04-29,18749031552
2014-04-30,18900978256
2014-05-01,18783294044
2014-05-02,18632837013
2014-05-05,18512173454
2014-05-06,18382571853
2014-05-07,18455565858
2014-05-08,18506214760
2014-05-09,18501745739
2014-05-12,18841391313
2014-05-13,18775845676
2014-05-14,18611981583
2014-05-15,18257439273
2014-05-16,18327453931
2014-05-19,18443648470
2014-05-20,18063781709
2014-05-21,18244032211
2014-05-22,18156141471
2014-05-23,18337881646
2014-05-27,18589636480
2014-05-28,18530049537
2014-05-29,18571760397
2014-05-30,18655182117
2014-06-02,18734134816
2014-06-03,18728176122
2014-06-04,18746052204
2014-06-05,18976951608
2014-06-06,19097615167
2014-06-09,19277865669
2014-06-10,19294252078
2014-06-11,19201892317
2014-06-12,18892040214
2014-06-13,18944178789
2014-06-16,18945668463
2014-06-17,18954606504
2014-06-18,19066332022
2014-06-19,18990358670
2014-06-20,19026110836
2014-06-23,18917364665
2014-06-24,18726686448
2014-06-25,18757969593
2014-06-26,18717748407
2014-06-27,18714769059
2014-06-30,18700932844
2014-07-01,18870495108
2014-07-02,18778277035
2014-07-03,18944864522
2014-07-07,18732167998
2014-07-08,18553681404
2014-07-09,18515009309
2014-07-10,18262153301
2014-07-11,18297850620
2014-07-14,18297850620
2014-07-15,18367757869
2014-07-16,18535832745
2014-07-17,18134237909
2014-07-18,18358833540
2014-07-21,18296363232
2014-07-22,18387093917
2014-07-23,18338010104
2014-07-24,18343959657
2014-07-25,18284464126
2014-07-28,18101515367
2014-07-29,17512509608
2014-07-30,17493173561
2014-07-31,17097528278
2014-08-01,16978537216
2014-08-04,17189746351
2014-08-05,17107939996
2014-08-06,16294338607
2014-08-07,16338960255
2014-08-08,16593303651
2014-08-11,16623051417
2014-08-12,16730143373
2014-08-13,16835747941
2014-08-14,16884831754
2014-08-15,16774765021
2014-08-18,17041007523
2014-08-19,17152561644
2014-08-20,17521433938
2014-08-21,17409879817
2014-08-22,17276014872
2014-08-25,17405417652
2014-08-26,17259653601
2014-08-27,17238830165
2014-08-28,17067780513
2014-08-29,17179334634
2014-09-02,17253704048
2014-09-03,17165948139
2014-09-04,17408392429
2014-09-05,17558618645
2014-09-08,17488711396
2014-09-09,17609189846
2014-09-10,17616626788
2014-09-11,17603240293
2014-09-12,17518459161
2014-09-15,17417316758
2014-09-16,17400955487
2014-09-17,17344434733
2014-09-18,17441114971
2014-09-19,17347409509
2014-09-22,17066293124
2014-09-23,16910117355
2014-09-24,17051419241
2014-09-25,16783689351
2014-09-26,16936890344
2014-09-29,16960688556
2014-09-30,16608054145
2014-10-01,16247230892
2014-10-02,16168664539
2014-10-03,16328707110
2014-10-06,16334526840
2014-10-07,15962064128
2014-10-08,16354895895
2014-10-09,15935875343
2014-10-10,15855854058
2014-10-13,14998898833
2014-10-14,15158941404
2014-10-15,14979984711
2014-10-16,15291340259
2014-10-17,15192404851
2014-10-20,15543043577
2014-10-21,16191943458
2014-10-22,15879132977
2014-10-23,16933959018
2014-10-24,16960147802
2014-10-27,17057628278
2014-10-28,17888394718
2014-10-29,18036797830
2014-10-30,18138643103
2014-10-31,18482007166
2014-11-03,18444178922
2014-11-04,18387436555
2014-11-05,18591127101
2014-11-06,18617315886
2014-11-07,18695882239
2014-11-10,18685697712
2014-11-11,18634775075
2014-11-12,18706066766
2014-11-13,18473277571
2014-11-14,18687152644
2014-11-17,18713341429
2014-11-18,18982503936
2014-11-19,18803547242
2014-11-20,18976684206
2014-11-21,19181829684
2014-11-24,19296769349
2014-11-25,19318593336
2014-11-26,19160005697
2014-11-28,18772993660
2014-12-01,18573667912
2014-12-02,18717706226
2014-12-03,19130907048
2014-12-04,18880658663
2014-12-05,18906847447
2014-12-08,18580942574
2014-12-09,18701701969
2014-12-10,18220119321
2014-12-11,18343788581
2014-12-12,17907308840
2014-12-15,17738536674
2014-12-16,17652695658
2014-12-17,17969870936
2014-12-18,18429629597
2014-12-19,18662418792
2014-12-22,18864654406
2014-12-23,19068344951
2014-12-24,19037791369
2014-12-26,19029061775
2014-12-29,19033426572
2014-12-30,18960679949
2014-12-31,17897588041
2015-01-02,17926734947
2015-01-05,17157811816
2015-01-06,16906593248
2015-01-07,17038448297
2015-01-08,17576972078
2015-01-09,17467324195
2015-01-12,17458996508
2015-01-13,17234148950
2015-01-14,16984318329
2015-01-15,16645659044
2015-01-16,16655374680
2015-01-20,16810824843
2015-01-21,16948231684
2015-01-22,17070371099
2015-01-23,16928800414
2015-01-26,17038448297
2015-01-27,16842747645
2015-01-28,16248705948
2015-01-29,16461061975
2015-01-30,16164041126
2015-02-02,16605408555
2015-02-03,16828868166
2015-02-04,16616512139
2015-02-05,16701176960
2015-02-06,16735875657
2015-02-09,16771962302
2015-02-10,16837195853
2015-02-11,16706728751
2015-02-12,16909369143
2015-02-13,17218881523
2015-02-17,17099518004
2015-02-18,17050939828
2015-02-19,17106457744
2015-02-20,17167527451
2015-02-23,17091190317
2015-02-24,17145320285
2015-02-25,17132828754
2015-02-26,17100905952
2015-02-27,17028732662
2015-03-02,17178631034
2015-03-03,17123113118
2015-03-04,16860790967
2015-03-05,16963499111
2015-03-06,16415259695
2015-03-09,16434690965
2015-03-10,16218171094
2015-03-11,16327818977
2015-03-12,16434690965
2015-03-13,16338922561
2015-03-16,16660926471
2015-03-17,16576261650
2015-03-18,16882998133
2015-03-19,16595692920
2015-03-20,16680357742
2015-03-23,16522131682
2015-03-24,16590141129
2015-03-25,16237602365
2015-03-26,16288956437
2015-03-27,16398604320
2015-03-30,16559606275
2015-03-31,16471750339
2015-04-01,16420440795
2015-04-02,16363584274
2015-04-06,16843397846
2015-04-07,16632612693
2015-04-08,16600717571
2015-04-09,16609038038
2015-04-10,16714430614
2015-04-13,16710270381
2015-04-14,16804569002
2015-04-15,17126293710
2015-04-16,17101332310
2015-04-17,16844784591
2015-04-20,17033381833
2015-04-21,16937696468
2015-04-22,17122133477
2015-04-23,17116586499
2015-04-24,16986232523
2015-04-27,17319051186
2015-04-28,16679762004
2015-04-29,16596557338
2015-04-30,16552181516
2015-05-01,16738005270
2015-05-04,16866972502
2015-05-05,16948790423
2015-05-06,16787928069
2015-05-07,16774060625
2015-05-08,16847558080
2015-05-11,16958497634
2015-05-12,16865585757
2015-05-13,17080531144
2015-05-14,17277448853
2015-05-15,16964044612
2015-05-18,17016740900
2015-05-19,16933536234
2015-05-20,17016740900
2015-05-21,17355106541
2015-05-22,17298250019
2015-05-26,17005646945
2015-05-27,17105492544
2015-05-28,16955724145
2015-05-29,16700563170
2015-06-01,16704723403
2015-06-02,16731071547
2015-06-03,16814276213
2015-06-04,16575756171
2015-06-05,16609038038
2015-06-08,16491164761
2015-06-09,16524446627
2015-06-10,16670054793
2015-06-11,16670054793
2015-06-12,16525833372
2015-06-15,16391319162
2015-06-16,16371904740
2015-06-17,16413507073
2015-06-18,16480070806
2015-06-19,16435694984
2015-06-22,16520286394
2015-06-23,16480070806
2015-06-24,16577142916
2015-06-25,16396866140
2015-06-26,16387158929
2015-06-29,16041859566
2015-06-30,15919121150
2015-07-01,16031333643
2015-07-02,15916384260
2015-07-06,15779539756
2015-07-07,15826066887
2015-07-08,15429217826
2015-07-09,15464797397
2015-07-10,15496271632
2015-07-13,15585220560
2015-07-14,15685117048
2015-07-15,15468902732
2015-07-16,15612589461
2015-07-17,15490797852
2015-07-20,15545535654
2015-07-21,15336163563
2015-07-22,15258162196
2015-07-23,15178792383
2015-07-24,15057000775
2015-07-27,14937946056
2015-07-28,15018684314
2015-07-29,15289636431
2015-07-30,15405954260
2015-07-31,15429217826
2015-08-03,15382690694
2015-08-04,14765521981
2015-08-05,15162371043
2015-08-06,15192476834
2015-08-07,15217108844
2015-08-10,15708380614
2015-08-11,15407322705
2015-08-12,15494903187
2015-08-13,15501745413
2015-08-14,15555114769
2015-08-17,15410059595
2015-08-18,15429217826
2015-08-19,15230793295
2015-08-20,14801101552
2015-08-21,14506885869
2015-08-24,14047088335
2015-08-25,13741925091
2015-08-26,14105931472
2015-08-27,14671099273
2015-08-28,14639625037
2015-08-31,14732679300
2015-09-01,14461727182
2015-09-02,14582150346
2015-09-03,14406989381
2015-09-04,14204459515
2015-09-08,14643730373
2015-09-09,14432989836
2015-09-10,14389199595
2015-09-11,14539728550
2015-09-14,14360462249
2015-09-15,14802469997
2015-09-16,14895524260
2015-09-17,14598571686
2015-09-18,13949928737
2015-09-21,14023824769
2015-09-22,13919822946
2015-09-23,13765188657
2015-09-24,13398445386
2015-09-25,13235600426
2015-09-28,12982438094
2015-09-29,13205494636
2015-09-30,13171827538
2015-10-01,13002610843
2015-10-02,13285541157
2015-10-05,13825680848
2015-10-06,13873061522
2015-10-07,14084243958
2015-10-08,14459228154
2015-10-09,14330623466
2015-10-12,14394248943
2015-10-13,14019264747
2015-10-14,13848694318
2015-10-15,13858170453
2015-10-16,13621267080
2015-10-19,13544104267
2015-10-20,13827034581
2015-10-21,13774238973
2015-10-22,13641573084
2015-10-23,13952931802
2015-10-26,13779653907
2015-10-27,13739041900
2015-10-28,13940748200
2015-10-29,14147869435
2015-10-30,14173590373
2015-11-02,14457874420
2015-11-03,14502547628
2015-11-04,14322501064
2015-11-05,14375296673
2015-11-06,14196603843
2015-11-09,13889306325
2015-11-10,13835156983
2015-11-11,13885245124
2015-11-12,13443927984
2015-11-13,13517029596
2015-11-16,13794544976
2015-11-17,13655110419
2015-11-18,13882537657
2015-11-19,14039570750
2015-11-20,14042278217
2015-11-23,13981360207
2015-11-24,14023325948
2015-11-25,14044985685
2015-11-27,14038217017
2015-11-30,14168175438
2015-12-01,14011142346
2015-12-02,13801313644
2015-12-03,13714674696
2015-12-04,13867646588
2015-12-07,13568471471
2015-12-08,13232745549
2015-12-09,13223269414
2015-12-10,13266588888
2015-12-11,12936277899
2015-12-14,12926801764
2015-12-15,12953876435
2015-12-16,13364057704
2015-12-17,12886189757
2015-12-18,12673653588
2015-12-21,12749462668
2015-12-22,13062175120
2015-12-23,13466941454
2015-12-24,13517029596
2015-12-28,13351874102
2015-12-29,13472356389
2015-12-30,13312615829
2015-12-31,13073835977
2016-01-04,13030696902
2016-01-05,12815001526
2016-01-06,12645141418
2016-01-07,12430794138
2016-01-08,12207010185
2016-01-11,12182744455
2016-01-12,12201617801
2016-01-13,12095118209
2016-01-14,12220491146
2016-01-15,11861897583
2016-01-19,11845720430
2016-01-20,11662379361
2016-01-21,11856505199
2016-01-22,12108599170
2016-01-25,11879422833
2016-01-26,12371477909
2016-01-27,12360693140
2016-01-28,12682888108
2016-01-29,13098101707
2016-02-01,12991602115
2016-02-02,12851400121
2016-02-03,13174943185
2016-02-04,13633295859
2016-02-05,13684523511
2016-02-08,13627903474
2016-02-09,13444562405
2016-02-10,12951159232
2016-02-11,13061703112
2016-02-12,13110234572
2016-02-16,13433777636
2016-02-17,13619814898
2016-02-18,13583416303
2016-02-19,13466131942
2016-02-22,13854383619
2016-02-23,13584764399
2016-02-24,13638688243
2016-02-25,13700700664
2016-02-26,13778890238
2016-02-29,13642732532
2016-03-01,14097040917
2016-03-02,14257464353
2016-03-03,14381489194
2016-03-04,14338350119
2016-03-07,14607969339
2016-03-08,14359919657
2016-03-09,14455634480
2016-03-10,14380141098
2016-03-11,14613361724
2016-03-14,14621450300
2016-03-15,14590444090
2016-03-16,14820968523
2016-03-17,15168777317
2016-03-18,15149903971
2016-03-21,15141815395
2016-03-22,15109461088
2016-03-23,14912639058
2016-03-24,14957126229
2016-03-28,14869499983
2016-03-29,14978695767
2016-03-30,14962518613
2016-03-31,14927576219
2016-04-01,15027021721
2016-04-04,14752874660
2016-04-05,14627895853
2016-04-06,14713902774
2016-04-07,14652085300
2016-04-08,14770344816
2016-04-11,14848288588
2016-04-12,14988049835
2016-04-13,15079432188
2016-04-14,15087495337
2016-04-15,15282354768
2016-04-18,15236663591
2016-04-19,15326702086
2016-04-20,15251446030
2016-04-21,15165439109
2016-04-22,15321326654
2016-04-25,15240695165
2016-04-26,15368361689
2016-04-27,15712389372
2016-04-28,15513498368
2016-04-29,15591442140
2016-05-02,15521561517
2016-05-03,15276979335
2016-05-04,14930263935
2016-05-05,15044491877
2016-05-06,15130498798
2016-05-09,14923544644
2016-05-10,15228600442
2016-05-11,15166782968
2016-05-12,15123779507
2016-05-13,14751530802
2016-05-16,15084807621
2016-05-17,15039116444
2016-05-18,14846944730
2016-05-19,14648053726
2016-05-20,14711215058
2016-05-23,14728685214
2016-05-24,14889948191
2016-05-25,15180221549
2016-05-26,15271603902
2016-05-27,15317295079
2016-05-31,15432866879
2016-06-01,15508122935
2016-06-02,15572628126
2016-06-03,15588754424
2016-06-06,15623694735
2016-06-07,15604880721
2016-06-08,15669385912
2016-06-09,15502747503
2016-06-10,15145281237
2016-06-13,14993425267
2016-06-14,15036428728
2016-06-15,15000144558
2016-06-16,14985362119
2016-06-17,15075400614
2016-06-20,15290417916
2016-06-21,15238007449
2016-06-22,15186940840
2016-06-23,15321326654
2016-06-24,14232801560
2016-06-27,13509805881
2016-06-28,13761107353
2016-06-29,13984187804
2016-06-30,14444056792
2016-07-01,14616503190
2016-07-05,14313051002
2016-07-06,14489507781
2016-07-07,14466782287
2016-07-08,14882525152
2016-07-11,14957385604
2016-07-12,15139189558
2016-07-13,15116464064
2016-07-14,15215386803
2016-07-15,15196671691
2016-07-18,15119137651
2016-07-19,15030909262
2016-07-20,15124484826
2016-07-21,15009520561
2016-07-22,15124484826
2016-07-25,15038930025
2016-07-26,15342382213
2016-07-27,15363770913
2016-07-28,15302278399
2016-07-29,15264848173
2016-08-01,15139189558
2016-08-02,15109780095
2016-08-03,15210039628
2016-08-04,15902498806
2016-08-05,16189909469
2016-08-08,16398449299
2016-08-09,16299526559
2016-08-10,16331609610
2016-08-11,16524107914
2016-08-12,16417164412
2016-08-15,16592284397
2016-08-16,16590947603
2016-08-17,16624367448
2016-08-18,16581590047
2016-08-19,16625704241
2016-08-22,16585600428
2016-08-23,16644419354
2016-08-24,16485340894
2016-08-25,16517423945
2016-08-26,16474646544
2016-08-29,16541486233
2016-08-30,16469299369
2016-08-31,16379734186
2016-09-01,16423848381
2016-09-02,16510739976
2016-09-06,16471972957
2016-09-07,16594957984
2016-09-08,16623030654
2016-09-09,16145795274
2016-09-12,16423848381
2016-09-13,16153816037
2016-09-14,16155152831
2016-09-15,16383744567
2016-09-16,16244718014
2016-09-19,16361019073
2016-09-20,16312894497
2016-09-21,16502719214
2016-09-22,16570895696
2016-09-23,16299526559
2016-09-26,16221992520
2016-09-27,16401122886
2016-09-28,16680512786
2016-09-29,16574906078
2016-09-30,16735673282
2016-10-03,16625017592
2016-10-04,16485031477
2016-10-05,16986315087
2016-10-06,16920988234
2016-10-07,16619684787
2016-10-10,16677012434
2016-10-11,16407705814
2016-10-12,16522361108
2016-10-13,16454367852
2016-10-14,16603686374
2016-10-17,16583688358
2016-10-18,16374375787
2016-10-19,16495697086
2016-10-20,16371709385
2016-10-21,16425037428
2016-10-24,16103735966
2016-10-25,16178395227
2016-10-26,16243722080
2016-10-27,16226390466
2016-10-28,16259720493
2016-10-31,16365043379
2016-11-01,16155730808
2016-11-02,15982414666
2016-11-03,15903755802
2016-11-04,16071739139
2016-11-07,16751671695
2016-11-08,16852994978
2016-11-09,17592921583
2016-11-10,18260855329
2016-11-11,18496831922
2016-11-14,18530161949
2016-11-15,18667481662
2016-11-16,18372844221
2016-11-17,18278186943
2016-11-18,18142200432
2016-11-21,18295518558
2016-11-22,18374177422
2016-11-23,18436837873
2016-11-25,18536827955
2016-11-28,18232858106
2016-11-29,18258188927
2016-11-30,18522162743
2016-12-01,19127436038
2016-12-02,18918123467
2016-12-05,18992782728
2016-12-06,19004781537
2016-12-07,19328749402
2016-12-08,18916790266
2016-12-09,18999448733
2016-12-12,18872794630
2016-12-13,18799468570
2016-12-14,18691479281
2016-12-15,19064775587
2016-12-16,19031445559
2016-12-19,19040777967
2016-12-20,19186096886
2016-12-21,18983450320
2016-12-22,19038111565
2016-12-23,19030112358
2016-12-27,19100772016
2016-12-28,18780803754
2016-12-29,18699478488
2016-12-30,18664815260
2017-01-03,18992275483
2017-01-04,19004266397
2017-01-05,18835061277
2017-01-06,18851049163
2017-01-09,18756454174
2017-01-10,18896348171
2017-01-11,19346673609
2017-01-12,19152154337
2017-01-13,19485235282
2017-01-17,19134834128
2017-01-18,19238755383
2017-01-19,19152154337
2017-01-20,18988278512
2017-01-23,18985613865
2017-01-24,19382646351
2017-01-25,19920905158
2017-01-26,19864947559
2017-01-27,19887597064
2017-01-30,19629126250
2017-01-31,19602479775
2017-02-01,19378649380
2017-02-02,19951548605
2017-02-03,20012835499
2017-02-06,19804992989
2017-02-07,19714394972
2017-02-08,19645114136
2017-02-09,19900920301
2017-02-10,20018164794
2017-02-13,20312608349
2017-02-14,20335257854
2017-02-15,20716302455
2017-02-16,20572411486
2017-02-17,20503130650
2017-02-21,20733622664
2017-02-22,20765598435
2017-02-23,20477816498
2017-02-24,20656347885
2017-02-27,20802903500
2017-02-28,20629701409
2017-03-01,21109337970
2017-03-02,20929474260
2017-03-03,20925477288
2017-03-06,21041389457
2017-03-07,20982767211
2017-03-08,21004084391
2017-03-09,20822888357
2017-03-10,20960117706
2017-03-13,21061374314
2017-03-14,20924144964
2017-03-15,21261222881
2017-03-16,21082691494
2017-03-17,21197271339
2017-03-20,21082691494
2017-03-21,20904160108
2017-03-22,20990761153
2017-03-23,21050715724
2017-03-24,20876181308
2017-03-27,20737619635
2017-03-28,21108005646
2017-03-29,21179951130
2017-03-30,21323842098
2017-03-31,21367180903
2017-04-03,21272553293
2017-04-04,21357851421
2017-04-05,21299208958
2017-04-06,21355185854
2017-04-07,21460475730
2017-04-10,21371179253
2017-04-11,21432487282
2017-04-12,20714117116
2017-04-13,20470217783
2017-04-17,20754100613
2017-04-18,20759431746
2017-04-19,20634150121
2017-04-20,20934026350
2017-04-21,20832734824
2017-04-24,21405831617
2017-04-25,22020244691
2017-04-26,21929615430
2017-04-27,21588422921
2017-04-28,21431154499
2017-05-01,21181924033
2017-05-02,21243232062
2017-05-03,21277884426
2017-05-04,21296543391
2017-05-05,21217909180
2017-05-08,21229904229
2017-05-09,21224573097
2017-05-10,21213910831
2017-05-11,21195251865
2017-05-12,20882047804
2017-05-15,20862056055
2017-05-16,20854059356
2017-05-17,20379588522
2017-05-18,20296955961
2017-05-19,20952685316
2017-05-22,21052644059
2017-05-23,21064639108
2017-05-24,21260558244
2017-05-25,21196584648
2017-05-26,21225905880
2017-05-30,21235235362
2017-05-31,20987337680
2017-06-01,21243232062
2017-06-02,21356518637
2017-06-05,20935359133
2017-06-06,20763430095
2017-06-07,20348934508
2017-06-08,20595499407
2017-06-09,20930028000
2017-06-12,20942023050
2017-06-13,21117950437
2017-06-14,20936691917
2017-06-15,21239233712
2017-06-16,21672388265
2017-06-19,21904292549
2017-06-20,21795004323
2017-06-21,21072635807
2017-06-22,20978008197
2017-06-23,21275218860
2017-06-26,20934026350
2017-06-27,20820739775
2017-06-28,21059307975
2017-06-29,20931360784
2017-06-30,21284342386
2017-07-03,21470790136
2017-07-05,21460135978
2017-07-06,21235066909
2017-07-07,21428173507
2017-07-10,21754457069
2017-07-11,21723826367
2017-07-12,21814386703
2017-07-13,21952890745
2017-07-14,21982189677
2017-07-17,22103380715
2017-07-18,22008825070
2017-07-19,22208590516
2017-07-20,22102048945
2017-07-21,21912937656
2017-07-24,21894292881
2017-07-25,22104712484
2017-07-26,21928918892
2017-07-27,21850344483
2017-07-28,21940904819
2017-07-31,22104712484
2017-08-01,21910274117
2017-08-02,21880975185
2017-08-03,22016815688
2017-08-04,21870321028
2017-08-07,21626607183
2017-08-08,21526724460
2017-08-09,21444154743
2017-08-10,20743643912
2017-08-11,20911446887
2017-08-14,21076586322
2017-08-15,21067263935
2017-08-16,21147170113
2017-08-17,20718340289
2017-08-18,20662405964
2017-08-21,20662405964
2017-08-22,21192450281
2017-08-23,20983362447
2017-08-24,20851517253
2017-08-25,20948736437
2017-08-28,21096562867
2017-08-29,21201772668
2017-08-30,21369575643
2017-08-31,21426841737
2017-09-01,21685205048
2017-09-05,21276351768
2017-09-06,21317636627
2017-09-07,21156492501
2017-09-08,21485439602
2017-09-11,21986184986
2017-09-12,22175296275
2017-09-13,22367071103
2017-09-14,22363075794
2017-09-15,22598799021
2017-09-18,23123516259
2017-09-19,23451131590
2017-09-20,23477766983
2017-09-21,23427159737
2017-09-22,23586972094
2017-09-25,23556341392
2017-09-26,23168796427
2017-09-27,23375220721
2017-09-28,23415173810
2017-09-29,23308632239
2017-10-02,23449109978
2017-10-03,23580891421
2017-10-04,23631474197
2017-10-05,23595533803
2017-10-06,23584884798
2017-10-09,23604851683
2017-10-10,23627480820
2017-10-11,23635467574
2017-10-12,23970911245
2017-10-13,24013507267
2017-10-16,24147950960
2017-10-17,24154606589
2017-10-18,24181229102
2017-10-19,24227818501
2017-10-20,24559268796
2017-10-23,24342295310
2017-10-24,24553944293
2017-10-25,24450116490
2017-10-26,24603195943
2017-10-27,24476739003
2017-10-30,24218500621
2017-10-31,24307686042
2017-11-01,24225156250
2017-11-02,24908023724
2017-11-03,24676407855
2017-11-06,24575242304
2017-11-07,24688387986
2017-11-08,24608520446
2017-11-09,24271745649
2017-11-10,24257103266
2017-11-13,24133308578
2017-11-14,23916335092
2017-11-15,23924321846
2017-11-16,24266421146
2017-11-17,24271745649
2017-11-20,24346288687
2017-11-21,24531315156
2017-11-22,24573911178
2017-11-24,24396871463
2017-11-27,24467421124
2017-11-28,24722997254
2017-11-29,24535308533
2017-11-30,24957275374
2017-12-01,24898705844
2017-12-04,24738970762
2017-12-05,24533977408
2017-12-06,24802864795
2017-12-07,25468427635
2017-12-08,25688063372
2017-12-11,25549626301
2017-12-12,25538977296
2017-12-13,25918348115
2017-12-14,25517679285
2017-12-15,25858447459
2017-12-18,26373593097
2017-12-19,26365606343
2017-12-20,26497387786
2017-12-21,26581248703
2017-12-22,26522679174
2017-12-26,26481414277
2017-12-27,26477420900
2017-12-28,26517354671
2017-12-29,26566606321
2018-01-02,26590522308
2018-01-03,26807365170
2018-01-04,26929755007
2018-01-05,27113339762
2018-01-08,27344816192
2018-01-09,27580283594
2018-01-10,27485830568
2018-01-11,27717306998
2018-01-12,27942131807
2018-01-16,27924837591
2018-01-17,28043236454
2018-01-18,28008648022
2018-01-19,28061860995
2018-01-22,27967407969
2018-01-23,27847678781
2018-01-24,27781162565
2018-01-25,27605559756
2018-01-26,27891579483
2018-01-29,27467206028
2018-01-30,27225087004
2018-01-31,26795392252
2018-02-01,25737784425
2018-02-02,25361302645
2018-02-05,24211902442
2018-02-06,24866422002
2018-02-07,24386174926
2018-02-08,23215489533
2018-02-09,23532106719
2018-02-12,24076209362
2018-02-13,23923222066
2018-02-14,24463333736
2018-02-15,24561777735
2018-02-16,24374202007
2018-02-20,24160019793
2018-02-21,24118779740
2018-02-22,24467324709
2018-02-23,24420763358
2018-02-26,24684167572
2018-02-27,24197268874
2018-02-28,23742297960
2018-03-01,23586650016
2018-03-02,23353843262
2018-03-05,23562704178
2018-03-06,23658487529
2018-03-07,23465590504
2018-03-08,24100155199
2018-03-09,24821190975
2018-03-12,24259794117
2018-03-13,24193277901
2018-03-14,23874000067
2018-03-15,23956480174
2018-03-16,24306355468
2018-03-19,24198599198
2018-03-20,23997720228
2018-03-21,24178644334
2018-03-22,23396413639
2018-03-23,22514408622
2018-03-26,23230123101
2018-03-27,22663404945
2018-03-28,22369403272
2018-03-29,22752536673
2018-04-02,22104581137
2018-04-03,22393859483
2018-04-04,22684464794
2018-04-05,22847681476
2018-04-06,22218700118
2018-04-09,22190833855
2018-04-10,22878201668
2018-04-11,22606173866
2018-04-12,22898106141
2018-04-13,22887490422
2018-04-16,23158191260
2018-04-17,23334677590
2018-04-18,23681015426
2018-04-19,23378467432
2018-04-20,23406333694
2018-04-23,22818488248
2018-04-24,21675971478
2018-04-25,22328838204
2018-04-26,21569814286
2018-04-27,21812648861
2018-04-30,21844496019
2018-05-01,22289029257
2018-05-02,22269124783
2018-05-03,22342107852
2018-05-04,22684464794
2018-05-07,22626078339
2018-05-08,22705696232
2018-05-09,23160845190
2018-05-10,23122363208
2018-05-11,23237809153
2018-05-14,23411641554
2018-05-15,23442161746
2018-05-16,23470028009
2018-05-17,23662437918
2018-05-18,23764614215
2018-05-21,24207820488
2018-05-22,23649168269
2018-05-23,23598743603
2018-05-24,23550972867
2018-05-25,23504529096
2018-05-29,22920664544
2018-05-30,23248424872
2018-05-31,22677829970
2018-06-01,22918010615
2018-06-04,22854316300
2018-06-05,22965781351
2018-06-06,23113074454
2018-06-07,23285579889
2018-06-08,23183403593
2018-06-11,23155537330
2018-06-12,23111747489
2018-06-13,22842373616
2018-06-14,22811853423
2018-06-15,22680483899
2018-06-18,22498689709
2018-06-19,21710472565
2018-06-20,21824591545
2018-06-21,21032393506
2018-06-22,20883773438
2018-06-25,20668805126
2018-06-26,20678093880
2018-06-27,20429951446
2018-06-28,20545397391
2018-06-29,20680747810
2018-07-02,20660330572
2018-07-03,20755630963
2018-07-05,20791368610
2018-07-06,20756954580
2018-07-09,21150068692
2018-07-10,21181835489
2018-07-11,20907846865
2018-07-12,20992558324
2018-07-13,21377730737
2018-07-16,20873432835
