,C
2013-11-27,160635400000
2013-11-29,160241760000
2013-12-02,159333360000
2013-12-03,157849640000
2013-12-04,157577120000
2013-12-05,154609680000
2013-12-06,155911720000
2013-12-09,157789080000
2013-12-10,156668720000
2013-12-11,153549880000
2013-12-12,154155480000
2013-12-13,154337160000
2013-12-16,154125200000
2013-12-17,153489320000
2013-12-18,157334880000
2013-12-19,157092640000
2013-12-20,158091880000
2013-12-23,158697480000
2013-12-24,158758040000
2013-12-26,158515800000
2013-12-27,158243280000
2013-12-30,157213760000
2013-12-31,158278914000
2014-01-02,158764898000
2014-01-03,162197160000
2014-01-06,163442494000
2014-01-07,164566332000
2014-01-08,166479894000
2014-01-09,167664480000
2014-01-10,166206528000
2014-01-13,163169128000
2014-01-14,163867730000
2014-01-15,167026626000
2014-01-16,159767240000
2014-01-17,158764898000
2014-01-21,157489190000
2014-01-22,157641060000
2014-01-23,154056928000
2014-01-24,149834942000
2014-01-27,148255494000
2014-01-28,150655040000
2014-01-29,146038192000
2014-01-30,146706420000
2014-01-31,144063882000
2014-02-03,140753116000
2014-02-04,142089572000
2014-02-05,142940044000
2014-02-06,146554550000
2014-02-07,149865316000
2014-02-10,149804568000
2014-02-11,150837284000
2014-02-12,151748504000
2014-02-13,151444764000
2014-02-14,150412048000
2014-02-18,149986812000
2014-02-19,146372306000
2014-02-20,146190062000
2014-02-21,146584924000
2014-02-24,148771852000
2014-02-25,147010160000
2014-02-26,146767168000
2014-02-27,147891006000
2014-02-28,147708762000
2014-03-03,144610614000
2014-03-04,148316242000
2014-03-05,150108308000
2014-03-06,150989154000
2014-03-07,150715788000
2014-03-10,150563918000
2014-03-11,147101282000
2014-03-12,145734452000
2014-03-13,143760142000
2014-03-14,142393312000
2014-03-17,144975102000
2014-03-18,146220436000
2014-03-19,148650356000
2014-03-20,152538228000
2014-03-21,152112992000
2014-03-24,152021870000
2014-03-25,152781220000
2014-03-26,152355984000
2014-03-27,144124630000
2014-03-28,143517150000
2014-03-31,144408880000
2014-04-01,145015640000
2014-04-02,146350512000
2014-04-03,144651584000
2014-04-04,142922318000
2014-04-07,141223390000
2014-04-08,141375080000
2014-04-09,143074008000
2014-04-10,140252574000
2014-04-11,138583984000
2014-04-14,144621246000
2014-04-15,146562878000
2014-04-16,146168484000
2014-04-17,146289836000
2014-04-21,145136992000
2014-04-22,145683076000
2014-04-23,146835920000
2014-04-24,146623554000
2014-04-25,144863950000
2014-04-28,143498740000
2014-04-29,146107808000
2014-04-30,145349358000
2014-05-01,144894288000
2014-05-02,144803274000
2014-05-05,143134684000
2014-05-06,140646968000
2014-05-07,141678460000
2014-05-08,143013332000
2014-05-09,142558262000
2014-05-12,143407726000
2014-05-13,143862796000
2014-05-14,142952656000
2014-05-15,141132376000
2014-05-16,140889672000
2014-05-19,141890826000
2014-05-20,141223390000
2014-05-21,142133530000
2014-05-22,143013332000
2014-05-23,143468402000
2014-05-27,144317866000
2014-05-28,143559416000
2014-05-29,143438064000
2014-05-30,144317866000
2014-06-02,144894288000
2014-06-03,146198822000
2014-06-04,145258344000
2014-06-05,147533694000
2014-06-06,148443834000
2014-06-09,150415804000
2014-06-10,149657354000
2014-06-11,148079778000
2014-06-12,146441526000
2014-06-13,144378542000
2014-06-16,144530232000
2014-06-17,144985302000
2014-06-18,145410034000
2014-06-19,144287528000
2014-06-20,143620092000
2014-06-23,145804428000
2014-06-24,145045978000
2014-06-25,145076316000
2014-06-26,143286374000
2014-06-27,143013332000
2014-06-30,142689450000
2014-07-01,143780070000
2014-07-02,145446295000
2014-07-03,146143080000
2014-07-07,145355410000
2014-07-08,143658890000
2014-07-09,143537710000
2014-07-10,142083550000
2014-07-11,142386500000
2014-07-14,146688390000
2014-07-15,149324055000
2014-07-16,150929690000
2014-07-17,148990810000
2014-07-18,150142020000
2014-07-21,149505825000
2014-07-22,150263200000
2014-07-23,152020310000
2014-07-24,151747655000
2014-07-25,151565885000
2014-07-28,150566150000
2014-07-29,149717890000
2014-07-30,151475000000
2014-07-31,148172845000
2014-08-01,145718950000
2014-08-04,146446030000
2014-08-05,145082755000
2014-08-06,145840130000
2014-08-07,145597770000
2014-08-08,146779275000
2014-08-11,146597505000
2014-08-12,146748980000
2014-08-13,147688125000
2014-08-14,148839335000
2014-08-15,147597240000
2014-08-18,149990545000
2014-08-19,150566150000
2014-08-20,150869100000
2014-08-21,154716565000
2014-08-22,154292435000
2014-08-25,156413085000
2014-08-26,157927835000
2014-08-27,157109870000
2014-08-28,155686005000
2014-08-29,156473675000
2014-09-02,157412820000
2014-09-03,158230785000
2014-09-04,158957865000
2014-09-05,158442850000
2014-09-08,157685475000
2014-09-09,155292170000
2014-09-10,157018985000
2014-09-11,158230785000
2014-09-12,158685210000
2014-09-15,158473145000
2014-09-16,158624620000
2014-09-17,158715505000
2014-09-18,162562970000
2014-09-19,162017660000
2014-09-22,160684680000
2014-09-23,160078780000
2014-09-24,161351170000
2014-09-25,157412820000
2014-09-26,159018455000
2014-09-29,157685475000
2014-09-30,156786592000
2014-10-01,154608160000
2014-10-02,155062000000
2014-10-03,158299392000
2014-10-06,158178368000
2014-10-07,155122512000
2014-10-08,158965024000
2014-10-09,154729184000
2014-10-10,151612816000
2014-10-13,150977440000
2014-10-14,155727632000
2014-10-15,150311808000
2014-10-16,150523600000
2014-10-17,151491792000
2014-10-20,152883568000
2014-10-21,155122512000
2014-10-22,153397920000
2014-10-23,155546096000
2014-10-24,156726080000
2014-10-27,156090704000
2014-10-28,158662464000
2014-10-29,159297840000
2014-10-30,160810640000
2014-10-31,161960368000
2014-11-03,161778832000
2014-11-04,160931664000
2014-11-05,163442912000
2014-11-06,163352144000
2014-11-07,162626000000
2014-11-10,163049584000
2014-11-11,162807536000
2014-11-12,161627552000
2014-11-13,161688064000
2014-11-14,161506528000
2014-11-17,162081392000
2014-11-18,162807536000
2014-11-19,162353696000
2014-11-20,161930112000
2014-11-21,162353696000
2014-11-24,164592640000
2014-11-25,164380848000
2014-11-26,163775728000
2014-11-28,163291632000
2014-12-01,161415760000
2014-12-02,164471616000
2014-12-03,167043376000
2014-12-04,166952608000
2014-12-05,169675648000
2014-12-08,170553072000
2014-12-09,168979760000
2014-12-10,164804432000
2014-12-11,164925456000
2014-12-12,161567040000
2014-12-15,159721424000
2014-12-16,154819952000
2014-12-17,158692720000
2014-12-18,163684960000
2014-12-19,163412656000
2014-12-22,163261376000
2014-12-23,164653152000
2014-12-24,165016224000
2014-12-26,164683408000
2014-12-29,165591088000
2014-12-30,165923904000
2014-12-31,164180562000
2015-01-02,164635692000
2015-01-05,159447210000
2015-01-06,153833940000
2015-01-07,155260014000
2015-01-08,157596348000
2015-01-09,154076676000
2015-01-12,152862996000
2015-01-13,151770684000
2015-01-14,148827510000
2015-01-15,143305266000
2015-01-16,144458262000
2015-01-20,143396292000
2015-01-21,144852708000
2015-01-22,150405294000
2015-01-23,147522804000
2015-01-26,148342038000
2015-01-27,146582202000
2015-01-28,142941162000
2015-01-29,144488604000
2015-01-30,142455690000
2015-02-02,144792024000
2015-02-03,148311696000
2015-02-04,146855280000
2015-02-05,147280068000
2015-02-06,149100588000
2015-02-09,149312982000
2015-02-10,149859138000
2015-02-11,150739056000
2015-02-12,154410438000
2015-02-13,155351040000
2015-02-17,156837798000
2015-02-18,156018564000
2015-02-19,155108304000
2015-02-20,157110876000
2015-02-23,155715144000
2015-02-24,157474980000
2015-02-25,158051478000
2015-02-26,159022422000
2015-02-27,159052764000
2015-03-02,162299358000
2015-03-03,163027566000
2015-03-04,162845514000
2015-03-05,162511752000
2015-03-06,160994652000
2015-03-09,160660890000
2015-03-10,155442066000
2015-03-11,158779686000
2015-03-12,164089536000
2015-03-13,162451068000
2015-03-16,162906198000
2015-03-17,163361328000
2015-03-18,162997224000
2015-03-19,158931396000
2015-03-20,160751916000
2015-03-23,159234816000
2015-03-24,157596348000
2015-03-25,155897196000
2015-03-26,155320698000
2015-03-27,154744200000
2015-03-30,156686088000
2015-03-31,155590400000
2015-04-01,155892400000
2015-04-02,156617200000
2015-04-06,155892400000
2015-04-07,155590400000
2015-04-08,156707800000
2015-04-09,157432600000
2015-04-10,158338600000
2015-04-13,159033200000
2015-04-14,159244600000
2015-04-15,160694200000
2015-04-16,163140400000
2015-04-17,160271400000
2015-04-20,160664000000
2015-04-21,158489600000
2015-04-22,160362000000
2015-04-23,160724400000
2015-04-24,159758000000
2015-04-27,159456000000
2015-04-28,160120400000
2015-04-29,162355200000
2015-04-30,161026400000
2015-05-01,162355200000
2015-05-04,163593400000
2015-05-05,161117000000
2015-05-06,159516400000
2015-05-07,160996200000
2015-05-08,163140400000
2015-05-11,162989400000
2015-05-12,162294800000
2015-05-13,163684000000
2015-05-14,164892000000
2015-05-15,163804800000
2015-05-18,165103400000
2015-05-19,167096600000
2015-05-20,165767800000
2015-05-21,165616800000
2015-05-22,166009400000
2015-05-26,163804800000
2015-05-27,165707400000
2015-05-28,164741000000
2015-05-29,163321600000
2015-06-01,164439000000
2015-06-02,165254400000
2015-06-03,168002600000
2015-06-04,167096600000
2015-06-05,169844800000
2015-06-08,168063000000
2015-06-09,169120000000
2015-06-10,172200400000
2015-06-11,172774200000
2015-06-12,172472200000
2015-06-15,171083000000
2015-06-16,172351400000
2015-06-17,170750800000
2015-06-18,171415200000
2015-06-19,169814600000
2015-06-22,171989000000
2015-06-23,173317800000
2015-06-24,171113200000
2015-06-25,169693800000
2015-06-26,170146800000
2015-06-29,165737600000
2015-06-30,165349892000
2015-07-01,166666944000
2015-07-02,165739021000
2015-07-06,164870964000
2015-07-07,163134850000
2015-07-08,158046240000
2015-07-09,160770143000
2015-07-10,163314448000
2015-07-13,166247882000
2015-07-14,167355403000
2015-07-15,169001718000
2015-07-16,175377447000
2015-07-17,175856375000
2015-07-20,176155705000
2015-07-21,176904030000
2015-07-22,180615722000
2015-07-23,179208871000
2015-07-24,175706710000
2015-07-27,173491668000
2015-07-28,174718921000
2015-07-29,176365236000
2015-07-30,176245504000
2015-07-31,174988318000
2015-08-03,174928452000
2015-08-04,175018251000
2015-08-05,175826442000
2015-08-06,173910730000
2015-08-07,173342003000
2015-08-10,175826442000
2015-08-11,172533812000
2015-08-12,170348703000
2015-08-13,171605889000
2015-08-14,172384147000
2015-08-17,172922941000
2015-08-18,172264415000
2015-08-19,170618100000
2015-08-20,165619289000
2015-08-21,160440880000
2015-08-24,150682722000
2015-08-25,149305804000
2015-08-26,156489724000
2015-08-27,159961952000
2015-08-28,159483024000
2015-08-31,160081684000
2015-09-01,152478702000
2015-09-02,154903275000
2015-09-03,155023007000
2015-09-04,151431047000
2015-09-08,154603945000
2015-09-09,152299104000
2015-09-10,152867831000
2015-09-11,152957630000
2015-09-14,152598434000
2015-09-15,155651600000
2015-09-16,157417647000
2015-09-17,154603945000
2015-09-18,150533057000
2015-09-21,151790243000
2015-09-22,150802454000
2015-09-23,150024196000
2015-09-24,147060829000
2015-09-25,151311315000
2015-09-28,146761499000
2015-09-29,146671700000
2015-09-30,147257363000
2015-10-01,148088487000
2015-10-02,148058804000
2015-10-05,151858228000
2015-10-06,151561398000
2015-10-07,152333156000
2015-10-08,153312695000
2015-10-09,152511254000
2015-10-12,152214424000
2015-10-13,152006643000
2015-10-14,150552176000
2015-10-15,157230851000
2015-10-16,156399727000
2015-10-19,156904338000
2015-10-20,156844972000
2015-10-21,153787623000
2015-10-22,155865433000
2015-10-23,159219612000
2015-10-26,157646413000
2015-10-27,156162263000
2015-10-28,162455059000
2015-10-29,159278978000
2015-10-30,157824511000
2015-11-02,159783589000
2015-11-03,160763128000
2015-11-04,159783589000
2015-11-05,160733445000
2015-11-06,165838921000
2015-11-09,165363993000
2015-11-10,165631140000
2015-11-11,162959670000
2015-11-12,158685318000
2015-11-13,157824511000
2015-11-16,159368027000
2015-11-17,158774367000
2015-11-18,163197134000
2015-11-19,163434598000
2015-11-20,162514425000
2015-11-23,161119324000
2015-11-24,160822494000
2015-11-25,160525664000
2015-11-27,160911543000
2015-11-30,160555347000
2015-12-01,162900304000
2015-12-02,160703762000
2015-12-03,158833733000
2015-12-04,163523647000
2015-12-07,161475520000
2015-12-08,158477537000
2015-12-09,156755923000
2015-12-10,156280995000
2015-12-11,151709813000
2015-12-14,151680130000
2015-12-15,155895116000
2015-12-16,159991370000
2015-12-17,156844972000
2015-12-18,152006643000
2015-12-21,153728257000
2015-12-22,154381283000
2015-12-23,156221629000
2015-12-24,156459093000
2015-12-28,155479554000
2015-12-29,157260534000
2015-12-30,155242090000
2015-12-31,152300250000
2016-01-04,150475590000
2016-01-05,149680980000
2016-01-06,147503160000
2016-01-07,139969080000
2016-01-08,135760590000
2016-01-11,137879550000
2016-01-12,137967840000
2016-01-13,132994170000
2016-01-14,133553340000
2016-01-15,124989210000
2016-01-19,123429420000
2016-01-20,119162070000
2016-01-21,118161450000
2016-01-22,120839580000
2016-01-25,116395649999
2016-01-26,119191500000
2016-01-27,119368080000
2016-01-28,118867770000
2016-01-29,125312940000
2016-02-01,125018639999
2016-02-02,118956060000
2016-02-03,118779480000
2016-02-04,120044970000
2016-02-05,117307980000
2016-02-08,111274830000
2016-02-09,110391930000
2016-02-10,110097629999
2016-02-11,102946139999
2016-02-12,110480220000
2016-02-16,114453270000
2016-02-17,117072540000
2016-02-18,114541560000
2016-02-19,114747570000
2016-02-22,116307360000
2016-02-23,112481460000
2016-02-24,112098870000
2016-02-25,113658660000
2016-02-26,116248500000
2016-02-29,114335550000
2016-03-01,121457610000
2016-03-02,124253460000
2016-03-03,126048690000
2016-03-04,126048690000
2016-03-07,125401230000
2016-03-08,120810149999
2016-03-09,121104450000
2016-03-10,121751910000
2016-03-11,126519570000
2016-03-14,125577810000
2016-03-15,125342370000
2016-03-16,124282889999
2016-03-17,126107550000
2016-03-18,128138220000
2016-03-21,128314800000
2016-03-22,127667340000
2016-03-23,124694910000
2016-03-24,123429420000
2016-03-28,123370560000
2016-03-29,122781960000
2016-03-30,123252840000
2016-03-31,121734650000
2016-04-01,123834026000
2016-04-04,122638548000
2016-04-05,121034858000
2016-04-06,122055388000
2016-04-07,117419266000
2016-04-08,118002426000
2016-04-11,119897696000
2016-04-12,122172020000
2016-04-13,129024150000
2016-04-14,131152683999
2016-04-15,130977736000
2016-04-18,131531738000
2016-04-19,133047954000
2016-04-20,136284492000
2016-04-21,135876280000
2016-04-22,136955126000
2016-04-25,136138702000
2016-04-26,137334180000
2016-04-27,138004814000
2016-04-28,136255333999
2016-04-29,134943224000
2016-05-02,136109544000
2016-05-03,132873006000
2016-05-04,130219627999
2016-05-05,128965833999
2016-05-06,129490677999
2016-05-09,127974462000
2016-05-10,130744472000
2016-05-11,129665626000
2016-05-12,128295200000
2016-05-13,125700138000
2016-05-16,125816770000
2016-05-17,127420460000
2016-05-18,133747746000
2016-05-19,131385948000
2016-05-20,130919420000
2016-05-23,131531738000
2016-05-24,133718588000
2016-05-25,136867652000
2016-05-26,134447538000
2016-05-27,135817964000
2016-05-31,135788806000
2016-06-01,136867652000
2016-06-02,136955126000
2016-06-03,132348162000
2016-06-06,133368692000
2016-06-07,132785532000
2016-06-08,132843848000
2016-06-09,131240158000
2016-06-10,128003620000
2016-06-13,125845927999
2016-06-14,122346968000
2016-06-15,122492758000
2016-06-16,122813496000
2016-06-17,123863183999
2016-06-20,124796239999
2016-06-21,125146136000
2016-06-22,124446344000
2016-06-23,129636468000
2016-06-24,117506739999
2016-06-27,112199983999
2016-06-28,117914952000
2016-06-29,122813496000
2016-06-30,122078961000
2016-07-01,121445383000
2016-07-05,117442322000
2016-07-06,118248694000
2016-07-07,118911071000
2016-07-08,120898201999
2016-07-11,121790971000
2016-07-12,125102856000
2016-07-13,124786067000
2016-07-14,128011555000
2016-07-15,127665967000
2016-07-18,128357143000
2016-07-19,127723565000
2016-07-20,128069153000
2016-07-21,127089987000
2016-07-22,127579569999
2016-07-25,126830796000
2016-07-26,127147585000
2016-07-27,127550771000
2016-07-28,126945992000
2016-07-29,126168419000
2016-08-01,125045258000
2016-08-02,123806901000
2016-08-03,126398811000
2016-08-04,126254816000
2016-08-05,131669028000
2016-08-08,132360204000
2016-08-09,132187410000
2016-08-10,130891455000
2016-08-11,131697826999
2016-08-12,131265842000
2016-08-15,133598561000
2016-08-16,134260938000
2016-08-17,134289737000
2016-08-18,133915350000
2016-08-19,134001747000
2016-08-22,134376133999
2016-08-23,134174541000
2016-08-24,134376133999
2016-08-25,134548928000
2016-08-26,135672089000
2016-08-29,136104074000
2016-08-30,137947210000
2016-08-31,137486426000
2016-09-01,136392064000
2016-09-02,136824049000
2016-09-06,136190471000
2016-09-07,136737651999
2016-09-08,137630421000
2016-09-09,135844883000
2016-09-12,137630421000
2016-09-13,135124908000
2016-09-14,134635325000
2016-09-15,135585692000
2016-09-16,133656158999
2016-09-19,134174541000
2016-09-20,134030546000
2016-09-21,135067310000
2016-09-22,135672089000
2016-09-23,135787285000
2016-09-26,132158611000
2016-09-27,133540963000
2016-09-28,134980913000
2016-09-29,131899419999
2016-09-30,132895773999
2016-10-03,132333014000
2016-10-04,134358950000
2016-10-05,136891370000
2016-10-06,138073166000
2016-10-07,138664064000
2016-10-10,139423790000
2016-10-11,137848062000
2016-10-12,137032060000
2016-10-13,136384886000
2016-10-14,136778818000
2016-10-17,136750680000
2016-10-18,137848062000
2016-10-19,139226824000
2016-10-20,139508204000
2016-10-21,139480066000
2016-10-24,139508204000
2016-10-25,139536342000
2016-10-26,140718138000
2016-10-27,140493034000
2016-10-28,139451928000
2016-10-31,138298270000
2016-11-01,137707372000
2016-11-02,136581852000
2016-11-03,135597022000
2016-11-04,135540746000
2016-11-07,140183516000
2016-11-08,140436758000
2016-11-09,145163942000
2016-11-10,150847818000
2016-11-11,148653054000
2016-11-14,153858584000
2016-11-15,156025210000
2016-11-16,153717894000
2016-11-17,156025210000
2016-11-18,156053348000
2016-11-21,156278452000
2016-11-22,157854180000
2016-11-23,159514322000
2016-11-25,159767564000
2016-11-28,156081486000
2016-11-29,156222176000
2016-11-30,158670182000
2016-12-01,161146326000
2016-12-02,157629076000
2016-12-05,161174464000
2016-12-06,162975296000
2016-12-07,166183028000
2016-12-08,169250070000
2016-12-09,168940552000
2016-12-12,167561790000
2016-12-13,168237102000
2016-12-14,167280410000
2016-12-15,169475174000
2016-12-16,168124550000
2016-12-19,167871308000
2016-12-20,171079040000
2016-12-21,170938350000
2016-12-22,170206762000
2016-12-23,171613662000
2016-12-27,171895042000
2016-12-28,168940552000
2016-12-29,167083444000
2016-12-30,167224134000
2017-01-03,167549527000
2017-01-04,169817073000
2017-01-05,166858202000
2017-01-06,167438915000
2017-01-09,166526366000
2017-01-10,166554019000
2017-01-11,165807388000
2017-01-12,163788719000
2017-01-13,164894839000
2017-01-17,161438214000
2017-01-18,158700567000
2017-01-19,156681898000
2017-01-20,155160983000
2017-01-23,153971904000
2017-01-24,156903122000
2017-01-25,159530157000
2017-01-26,158617608000
2017-01-27,157926283000
2017-01-30,156543633000
2017-01-31,154386699000
2017-02-01,154995065000
2017-02-02,154801494000
2017-02-03,159723728000
2017-02-06,159391892000
2017-02-07,158147507000
2017-02-08,155741696000
2017-02-09,158341078000
2017-02-10,159364239000
2017-02-13,163014435000
2017-02-14,165447899000
2017-02-15,167300650000
2017-02-16,166968814000
2017-02-17,166388101000
2017-02-21,167438915000
2017-02-22,167632486000
2017-02-23,167632486000
2017-02-24,164701268000
2017-02-27,165973306000
2017-02-28,165392593000
2017-03-01,170176562000
2017-03-02,167660139000
2017-03-03,168683300000
2017-03-06,166692284000
2017-03-07,167300650000
2017-03-08,168987483000
2017-03-09,170204215000
2017-03-10,170038297000
2017-03-13,170148909000
2017-03-14,169900032000
2017-03-15,168240852000
2017-03-16,169098095000
2017-03-17,166941161000
2017-03-20,164784227000
2017-03-21,160498012000
2017-03-22,159751381000
2017-03-23,160525665000
2017-03-24,160580971000
2017-03-27,161299949000
2017-03-28,164314126000
2017-03-29,164231167000
2017-03-30,167328303000
2017-03-31,163852962000
2017-04-03,163469488000
2017-04-04,163469488000
2017-04-05,163222969000
2017-04-06,164044699000
2017-04-07,162784713000
2017-04-10,162373848000
2017-04-11,161689073000
2017-04-12,160264741000
2017-04-13,158977364000
2017-04-17,161579509000
2017-04-18,160018222000
2017-04-19,158128243000
2017-04-20,159990831000
2017-04-21,158100852000
2017-04-24,162812104000
2017-04-25,164921211000
2017-04-26,164619910000
2017-04-27,162675149000
2017-04-28,161935592000
2017-05-01,162866886000
2017-05-02,163551661000
2017-05-03,165003384000
2017-05-04,164921211000
2017-05-05,165003384000
2017-05-08,165715550000
2017-05-09,164975993000
2017-05-10,165359467000
2017-05-11,166263370000
2017-05-12,167276837000
2017-05-15,168235522000
2017-05-16,171166359000
2017-05-17,164291218000
2017-05-18,164565128000
2017-05-19,167359010000
2017-05-22,167249446000
2017-05-23,169029861000
2017-05-24,170563757000
2017-05-25,169687245000
2017-05-26,170015937000
2017-05-30,168838124000
2017-05-31,165825114000
2017-06-01,167304228000
2017-06-02,167386401000
2017-06-05,167769875000
2017-06-06,167112491000
2017-06-07,169495508000
2017-06-08,173138511000
2017-06-09,176534995000
2017-06-12,176178911999
2017-06-13,177192379000
2017-06-14,177274552000
2017-06-15,175576309999
2017-06-16,175001099000
2017-06-19,176617168000
2017-06-20,175055881000
2017-06-21,174836753000
2017-06-22,174261542000
2017-06-23,173686331000
2017-06-26,174699798000
2017-06-27,175932393000
2017-06-28,178534538000
2017-06-29,183464918000
2017-06-30,179479168000
2017-07-03,183182536000
2017-07-05,183692420000
2017-07-06,181491868000
2017-07-07,182243276000
2017-07-10,181545540000
2017-07-11,179318151999
2017-07-12,179586512000
2017-07-13,179854872000
2017-07-14,179049792000
2017-07-17,179344988000
2017-07-18,179506004000
2017-07-19,178996120000
2017-07-20,178083696000
2017-07-21,177117600000
2017-07-24,177385960000
2017-07-25,182565308000
2017-07-26,182431128000
2017-07-27,181411360000
2017-07-28,180955148000
2017-07-31,183692420000
2017-08-01,186778560000
2017-08-02,186295512000
2017-08-03,182833668000
2017-08-04,185114728000
2017-08-07,185275744000
2017-08-08,184846368000
2017-08-09,183638748000
2017-08-10,180391592000
2017-08-11,179264480000
2017-08-14,182189604000
2017-08-15,182404292000
2017-08-16,181706555999
2017-08-17,178727760000
2017-08-18,178674088000
2017-08-21,176983420000
2017-08-22,179398660000
2017-08-23,180418428000
2017-08-24,181652884000
2017-08-25,182082260000
2017-08-28,181974916000
2017-08-29,181089328000
2017-08-30,182511636000
2017-08-31,182565308000
2017-09-01,184041288000
2017-09-05,180230576000
2017-09-06,180659951999
2017-09-07,177278616000
2017-09-08,177573812000
2017-09-11,181706555999
2017-09-12,184604844000
2017-09-13,186215004000
2017-09-14,185812464000
2017-09-15,185275744000
2017-09-18,189462160000
2017-09-19,190938140000
2017-09-20,191770055999
2017-09-21,192575136000
2017-09-22,191609040000
2017-09-25,190106224000
2017-09-26,190374584000
2017-09-27,193970608000
2017-09-28,194963540000
2017-09-29,195205064000
2017-10-02,192299156398
2017-10-03,193159030675
2017-10-04,192976633101
2017-10-05,197302061280
2017-10-06,197093606910
2017-10-09,196442187004
2017-10-10,195894994282
2017-10-11,195269631172
2017-10-12,188573034533
2017-10-13,187895557830
2017-10-16,187009626758
2017-10-17,188104012200
2017-10-18,190527294253
2017-10-19,189901931142
2017-10-20,191595622899
2017-10-23,191595622899
2017-10-24,193445655434
2017-10-25,191830134066
2017-10-26,192273099602
2017-10-27,192481553972
2017-10-30,192247042806
2017-10-31,191517452511
2017-11-01,192898462712
2017-11-02,194748495247
2017-11-03,192950576305
2017-11-06,192299156398
2017-11-07,189458965606
2017-11-08,188494864144
2017-11-09,188729375311
2017-11-10,188260352978
2017-11-13,187582876275
2017-11-14,186384263647
2017-11-15,186905399572
2017-11-16,186749058795
2017-11-17,185863127722
2017-11-20,187739217053
2017-11-21,188599091329
2017-11-22,188286409774
2017-11-24,187661046664
2017-11-27,186019468500
2017-11-28,192038588436
2017-11-29,195530199135
2017-11-30,196728811763
2017-12-01,196754868559
2017-12-04,200897899164
2017-12-05,199438718574
2017-12-06,196572470985
2017-12-07,195373858357
2017-12-08,197276004484
2017-12-11,197640799632
2017-12-12,198422503519
2017-12-13,195790767097
2017-12-14,192611837953
2017-12-15,194826665636
2017-12-18,197171777299
2017-12-19,194644268062
2017-12-20,194540040877
2017-12-21,197562629243
2017-12-22,196702754966
2017-12-26,194852722432
2017-12-27,195139347191
2017-12-28,195634426320
2017-12-29,193888620970
2018-01-02,190480576000
2018-01-03,191069744000
2018-01-04,193426416000
2018-01-05,193170256000
2018-01-08,190916048000
2018-01-09,192914096000
2018-01-10,193785040000
2018-01-11,193554496000
2018-01-12,196833344000
2018-01-16,197524976000
2018-01-17,198447152000
2018-01-18,198242224000
2018-01-19,200573280000
2018-01-22,201316144000
2018-01-23,201213680000
2018-01-24,203519120000
2018-01-25,203493504000
2018-01-26,205132928000
2018-01-29,204825535999
2018-01-30,201392992000
2018-01-31,201034368000
2018-02-01,202878720000
2018-02-02,197294432000
2018-02-05,187688432000
2018-02-06,191658911999
2018-02-07,192094384000
2018-02-08,184102192000
2018-02-09,188738688000
2018-02-12,191505216000
2018-02-13,192581088000
2018-02-14,196500335999
2018-02-15,197448128000
2018-02-16,196782111999
2018-02-20,195859935999
2018-02-21,197243200000
2018-02-22,195373232000
2018-02-23,197448128000
2018-02-26,198908240000
2018-02-27,195655008000
2018-02-28,193375184000
2018-03-01,188687456000
2018-03-02,188738688000
2018-03-05,190634272000
2018-03-06,189712096000
2018-03-07,189353472000
2018-03-08,189840176000
2018-03-09,194963376000
2018-03-12,194732832000
2018-03-13,191889456000
2018-03-14,188200752000
2018-03-15,187867744000
2018-03-16,188200752000
2018-03-19,186228320000
2018-03-20,186791872000
2018-03-21,187816511999
2018-03-22,180106096000
2018-03-23,173932640000
2018-03-26,178748448000
2018-03-27,174906048000
2018-03-28,174854816000
2018-03-29,172908000000
2018-04-02,171367238999
2018-04-03,173316032000
2018-04-04,175416679000
2018-04-05,177719798000
2018-04-06,173619740000
2018-04-09,175745696000
2018-04-10,178453759000
2018-04-11,176884601000
2018-04-12,182553817000
2018-04-13,179719209000
2018-04-16,177340162999
2018-04-17,176504966000
2018-04-18,174581482000
2018-04-19,177871652000
2018-04-20,177163000000
2018-04-23,175846932000
2018-04-24,174935808000
2018-04-25,175543224000
2018-04-26,175087662000
2018-04-27,174606791000
2018-04-30,172784543000
2018-05-01,172733925000
2018-05-02,172075891000
2018-05-03,171949346000
2018-05-04,171949346000
2018-05-07,173366650000
2018-05-08,179693900000
2018-05-09,182098255000
2018-05-10,183667412999
2018-05-11,184401374000
2018-05-14,183793958000
2018-05-15,183945812000
2018-05-16,182098255000
2018-05-17,181111204000
2018-05-18,177061763999
2018-05-21,178251287000
2018-05-22,179896372000
2018-05-23,177770416000
2018-05-24,175416679000
2018-05-25,173214796000
2018-05-29,166305438999
2018-05-30,168760412000
2018-05-31,168785721000
2018-06-01,170278952000
2018-06-04,170430806000
2018-06-05,168962884000
2018-06-06,172683307000
2018-06-07,173240105000
2018-06-08,173290723000
2018-06-11,172379599000
2018-06-12,171114149000
2018-06-13,170304261000
2018-06-14,167444344000
2018-06-15,167899906000
2018-06-18,168937575000
2018-06-19,169013502000
2018-06-20,170532042000
2018-06-21,171164767000
2018-06-22,170076480000
2018-06-25,166406675000
2018-06-26,167823979000
2018-06-27,165672713999
2018-06-28,169266592000
2018-06-29,169367828000
2018-07-02,166543368000
2018-07-03,163815588000
2018-07-05,165055488000
2018-07-06,166493772000
2018-07-09,170957412000
2018-07-10,169196754000
2018-07-11,168403218000
2018-07-12,169891098000
2018-07-13,166146600000
2018-07-16,172246907999
2018-07-17,171974130000
