,WOR
2009-11-10,588474240
2009-11-11,594010960
2009-11-12,572655040
2009-11-13,568700240
2009-11-16,589265200
2009-11-17,597174800
2009-11-18,582937520
2009-11-19,578982720
2009-11-20,582937520
2009-11-23,594010960
2009-11-24,590847120
2009-11-25,593220000
2009-11-27,580564640
2009-11-30,571434120
2009-12-01,577765800
2009-12-02,589637700
2009-12-03,564310980
2009-12-04,576182880
2009-12-07,590429160
2009-12-08,561145140
2009-12-09,576974340
2009-12-10,580931640
2009-12-11,584888940
2009-12-14,595969380
2009-12-15,597552300
2009-12-16,587263320
2009-12-17,559562220
2009-12-18,579348720
2009-12-21,612590040
2009-12-22,617338800
2009-12-23,636333839
2009-12-24,652954500
2009-12-28,659286180
2009-12-29,652954500
2009-12-30,659286180
2009-12-31,637916760
2010-01-04,667200780
2010-01-05,677489760
2010-01-06,815995260
2010-01-07,784336860
2010-01-08,846862200
2010-01-11,822326940
2010-01-12,789085620
2010-01-13,798583140
2010-01-14,802540440
2010-01-15,793042920
2010-01-19,804914820
2010-01-20,793042920
2010-01-21,761384519
2010-01-22,736057800
2010-01-25,750304080
2010-01-26,727351740
2010-01-27,730517580
2010-01-28,713896920
2010-01-29,705982320
2010-02-01,743972400
2010-02-02,765341820
2010-02-03,740015100
2010-02-04,691736040
2010-02-05,705190860
2010-02-08,685404360
2010-02-09,709148160
2010-02-10,699650640
2010-02-11,727351740
2010-02-12,737640720
2010-02-16,767716200
2010-02-17,767716200
2010-02-18,779588100
2010-02-19,788294160
2010-02-22,781962480
2010-02-23,767716200
2010-02-24,776422260
2010-02-25,773256420
2010-02-26,772464960
2010-03-01,774250260
2010-03-02,779686319
2010-03-03,792111600
2010-03-04,799100819
2010-03-05,816962160
2010-03-08,820068480
2010-03-09,845695620
2010-03-10,841812720
2010-03-11,824727959
2010-03-12,821621640
2010-03-15,809196360
2010-03-16,827057700
2010-03-17,820068480
2010-03-18,809972940
2010-03-19,797547660
2010-03-22,809196360
2010-03-23,841812720
2010-03-24,827834280
2010-03-25,811526100
2010-03-26,816962160
2010-03-29,835600080
2010-03-30,820845060
2010-03-31,827834280
2010-04-01,772697100
2010-04-05,776580000
2010-04-06,785122380
2010-04-07,789005280
2010-04-08,769590780
2010-04-09,755612340
2010-04-12,751729440
2010-04-13,759495240
2010-04-14,768814200
2010-04-15,770367360
2010-04-16,755612340
2010-04-19,742410480
2010-04-20,743963640
2010-04-21,759495240
2010-04-22,765707880
2010-04-23,780462900
2010-04-26,786675540
2010-04-27,763378140
2010-04-28,767261040
2010-04-29,777356580
2010-04-30,764154720
2010-05-03,771143940
2010-05-04,757165500
2010-05-05,746293380
2010-05-06,724549140
2010-05-07,709017540
2010-05-10,748623120
2010-05-11,739304160
2010-05-12,770367360
2010-05-13,757165500
2010-05-14,740857319
2010-05-17,729985200
2010-05-18,718336500
2010-05-19,714453600
2010-05-20,667858800
2010-05-21,693485940
2010-05-24,677177760
2010-05-25,691156200
2010-05-26,688049880
2010-05-27,726878880
2010-05-28,704358060
2010-06-01,663199319
2010-06-02,684943560
2010-06-03,674071440
2010-06-04,636019020
2010-06-07,619710840
2010-06-08,625923480
2010-06-09,628253220
2010-06-10,653103780
2010-06-11,660093000
2010-06-14,656986680
2010-06-15,681060660
2010-06-16,669411959
2010-06-17,653103780
2010-06-18,649997459
2010-06-21,659316420
2010-06-22,640678500
2010-06-23,653103780
2010-06-24,624370319
2010-06-25,630582959
2010-06-28,625923480
2010-06-29,639125340
2010-06-30,615827940
2010-07-01,597190020
2010-07-02,576998940
2010-07-06,587094480
2010-07-07,628253220
2010-07-08,642231660
2010-07-09,660093000
2010-07-12,642231660
2010-07-13,657763260
2010-07-14,658539840
2010-07-15,656210100
2010-07-16,622817160
2010-07-19,630582959
2010-07-20,664752480
2010-07-21,635242440
2010-07-22,663199319
2010-07-23,688049880
2010-07-26,703581480
2010-07-27,696592260
2010-07-28,681837240
2010-07-29,681060660
2010-07-30,685720140
2010-08-02,714453600
2010-08-03,706687800
2010-08-04,734644680
2010-08-05,734644680
2010-08-06,726102300
2010-08-09,735421260
2010-08-10,716006760
2010-08-11,677954340
2010-08-12,672518280
2010-08-13,669411959
2010-08-16,678730920
2010-08-17,717559920
2010-08-18,722995980
2010-08-19,701251740
2010-08-20,698145420
2010-08-23,682613819
2010-08-24,668635380
2010-08-25,681837240
2010-08-26,674071440
2010-08-27,693485940
2010-08-30,677954340
2010-08-31,649523740
2010-09-01,682851640
2010-09-02,692479700
2010-09-03,713957680
2010-09-07,712476440
2010-09-08,720623260
2010-09-09,710254580
2010-09-10,702848380
2010-09-13,725807600
2010-09-14,710995200
2010-09-15,690998460
2010-09-16,694701560
2010-09-17,690998460
2010-09-20,704329620
2010-09-21,689517220
2010-09-22,683592260
2010-09-23,668039240
2010-09-24,693960940
2010-09-27,689517220
2010-09-28,708773340
2010-09-29,708773340
2010-09-30,686554740
2010-10-01,689517220
2010-10-04,671742340
2010-10-05,675445440
2010-10-06,680629780
2010-10-07,677667300
2010-10-08,685073500
2010-10-11,681370400
2010-10-12,676926680
2010-10-13,678407920
2010-10-14,685073500
2010-10-15,688035979
2010-10-18,701367140
2010-10-19,693960940
2010-10-20,708773340
2010-10-21,701367140
2010-10-22,696182800
2010-10-25,696923420
2010-10-26,696182800
2010-10-27,692479700
2010-10-28,691739080
2010-10-29,702848380
2010-11-01,708032720
2010-11-02,722104500
2010-11-03,726548220
2010-11-04,742841860
2010-11-05,750248060
2010-11-08,748026200
2010-11-09,744323100
2010-11-10,757654260
2010-11-11,750248060
2010-11-12,733954420
2010-11-15,739879380
2010-11-16,712476440
2010-11-17,721363880
2010-11-18,728770080
2010-11-19,731732560
2010-11-22,730251320
2010-11-23,716179540
2010-11-24,734695040
2010-11-26,728770080
2010-11-29,725066979
2010-11-30,732809480
2010-12-01,751352230
2010-12-02,778795500
2010-12-03,789921150
2010-12-06,786212600
2010-12-07,793629700
2010-12-08,798079960
2010-12-09,803271930
2010-12-10,822556390
2010-12-13,798079960
2010-12-14,809947320
2010-12-15,804013640
2010-12-16,819589550
2010-12-17,821072970
2010-12-20,827006650
2010-12-21,850741370
2010-12-22,849257950
2010-12-23,851483080
2010-12-27,852966500
2010-12-28,852224790
2010-12-29,852966500
2010-12-30,849257950
2010-12-31,841099140
2011-01-03,870025830
2011-01-04,876701220
2011-01-05,869284120
2011-01-06,878184640
2011-01-07,867800700
2011-01-10,872250960
2011-01-11,877442930
2011-01-12,881893190
2011-01-13,878184640
2011-01-14,868542410
2011-01-18,893760550
2011-01-19,872250960
2011-01-20,863350440
2011-01-21,854449920
2011-01-24,870767540
2011-01-25,878184640
2011-01-26,914528430
2011-01-27,903402780
2011-01-28,867800700
2011-01-31,868542410
2011-02-01,894502260
2011-02-02,892277130
2011-02-03,894502260
2011-02-04,898210810
2011-02-07,902661070
2011-02-08,905627910
2011-02-09,881893190
2011-02-10,878184640
2011-02-11,892277130
2011-02-14,893760550
2011-02-15,892277130
2011-02-16,894502260
2011-02-17,904886200
2011-02-18,894502260
2011-02-22,892277130
2011-02-23,875217800
2011-02-24,868542410
2011-02-25,882634900
2011-02-28,853209740
2011-03-01,823887360
2011-03-02,842482040
2011-03-03,864652620
2011-03-04,869658880
2011-03-07,846773120
2011-03-08,848203480
2011-03-09,836045420
2011-03-10,806723040
2011-03-11,821026640
2011-03-14,826748080
2011-03-15,813159660
2011-03-16,807438219
2011-03-17,816735560
2011-03-18,833899880
2011-03-21,841766860
2011-03-22,843197219
2011-03-23,846773120
2011-03-24,851779380
2011-03-25,869658880
2011-03-28,871089240
2011-03-29,881101760
2011-03-30,899696440
2011-03-31,922582200
2011-04-01,926873280
2011-04-04,931879540
2011-04-05,951189400
2011-04-06,945467960
2011-04-07,936170620
2011-04-08,915430400
2011-04-11,901841980
2011-04-12,890399100
2011-04-13,888253560
2011-04-14,893975000
2011-04-15,906133060
2011-04-18,884677660
2011-04-19,911139320
2011-04-20,926158100
2011-04-21,924727740
2011-04-25,924727740
2011-04-26,926158100
2011-04-27,927588460
2011-04-28,949043860
2011-04-29,951189400
2011-05-02,922582200
2011-05-03,909708960
2011-05-04,900411620
2011-05-05,891114280
2011-05-06,901841980
2011-05-09,924727740
2011-05-10,942607240
2011-05-11,914000040
2011-05-12,931164360
2011-05-13,899696440
2011-05-16,926873280
2011-05-17,926158100
2011-05-18,954050120
2011-05-19,947613500
2011-05-20,934025080
2011-05-23,915430400
2011-05-24,909708960
2011-05-25,924012560
2011-05-26,929018820
2011-05-27,946183140
2011-05-31,962632280
2011-06-01,915430400
2011-06-02,931879540
2011-06-03,893259820
2011-06-06,891829460
2011-06-07,896835719
2011-06-08,881101760
2011-06-09,889683920
2011-06-10,881816940
2011-06-13,853209740
2011-06-14,871804420
2011-06-15,850349020
2011-06-16,846773120
2011-06-17,845342760
2011-06-20,856070460
2011-06-21,879671400
2011-06-22,873949960
2011-06-23,878956219
2011-06-24,867513340
2011-06-27,886108020
2011-06-28,918291120
2011-06-29,926873280
2011-06-30,1018416320
2011-07-01,1030574380
2011-07-05,1032004740
2011-07-06,1023422580
2011-07-07,1031289560
2011-07-08,1019131500
2011-07-11,986948400
2011-07-12,972644800
2011-07-13,984087680
2011-07-14,974075160
2011-07-15,996960920
2011-07-18,985518040
2011-07-19,1014125240
2011-07-20,1004112719
2011-07-21,1034150280
2011-07-22,1014125240
2011-07-25,1013410060
2011-07-26,975505520
2011-07-27,944752780
2011-07-28,924012560
2011-07-29,924727740
2011-08-01,913284860
2011-08-02,896835719
2011-08-03,896120540
2011-08-04,808868580
2011-08-05,783837280
2011-08-08,716610360
2011-08-09,764527420
2011-08-10,718755900
2011-08-11,760236340
2011-08-12,782406920
2011-08-15,777400660
2011-08-16,763097060
2011-08-17,739496120
2011-08-18,695154960
2011-08-19,680136180
2011-08-22,660111140
2011-08-23,695870140
2011-08-24,698015680
2011-08-25,677990640
2011-08-26,705167480
2011-08-29,733774680
2011-08-30,735920219
2011-08-31,694887000
2011-09-01,665760000
2011-09-02,634552500
2011-09-06,615134500
2011-09-07,651196500
2011-09-08,631778500
2011-09-09,614441000
2011-09-12,605425500
2011-09-13,615828000
2011-09-14,629004500
2011-09-15,647035500
2011-09-16,642874500
2011-09-19,628311000
2011-09-20,613747500
2011-09-21,601264500
2011-09-22,564509000
2011-09-23,579072500
2011-09-26,603345000
2011-09-27,631778500
2011-09-28,595023000
2011-09-29,617215000
2011-09-30,597103500
2011-10-03,584620500
2011-10-04,625537000
2011-10-05,649809500
2011-10-06,645648500
2011-10-07,635939500
2011-10-10,662986000
2011-10-11,669227500
2011-10-12,686565000
2011-10-13,678936500
2011-10-14,696967500
2011-10-17,656051000
2011-10-18,690726000
2011-10-19,659518500
2011-10-20,667147000
2011-10-21,699048000
2011-10-24,727481500
2011-10-25,697661000
2011-10-26,715692000
2011-10-27,785042000
2011-10-28,798912000
2011-10-31,738577500
2011-11-01,704596000
2011-11-02,729562000
2011-11-03,757302000
2011-11-04,759382500
2011-11-07,756608500
2011-11-08,769785000
2011-11-09,710144000
2011-11-10,721240000
2011-11-11,747593000
2011-11-14,733029500
2011-11-15,751060500
2011-11-16,725401000
2011-11-17,701822000
2011-11-18,699741500
2011-11-21,678243000
2011-11-22,662292500
2011-11-23,629004500
2011-11-25,622763000
2011-11-28,662292500
2011-11-29,674775500
2011-11-30,747656480
2011-12-01,735931240
2011-12-02,729034040
2011-12-05,755933120
2011-12-06,758692000
2011-12-07,754553680
2011-12-08,717998520
2011-12-09,745587320
2011-12-12,709721880
2011-12-13,681443360
2011-12-14,662131200
2011-12-15,671787280
2011-12-16,690409720
2011-12-19,670407840
2011-12-20,711101320
2011-12-21,711791040
2011-12-22,725585440
2011-12-23,724895720
2011-12-27,722136840
2011-12-28,697306920
2011-12-29,700065800
2011-12-30,696617200
2012-01-03,736620960
2012-01-04,751105080
2012-01-05,749725640
2012-01-06,751105080
2012-01-09,764209760
2012-01-10,794557440
2012-01-11,792488280
2012-01-12,801454640
2012-01-13,782142480
2012-01-17,794557440
2012-01-18,809731280
2012-01-19,809731280
2012-01-20,804213520
2012-01-23,803523800
2012-01-24,809731280
2012-01-25,816628480
2012-01-26,808351840
2012-01-27,807662120
2012-01-30,794557440
2012-01-31,782832200
2012-02-01,793178000
2012-02-02,791108840
2012-02-03,818007920
2012-02-06,804213520
2012-02-07,797316320
2012-02-08,794557440
2012-02-09,788349960
2012-02-10,758002280
2012-02-13,769037800
2012-02-14,749725640
2012-02-15,729723760
2012-02-16,756622840
2012-02-17,753174240
2012-02-21,765589200
2012-02-22,755243400
2012-02-23,760761160
2012-02-24,754553680
2012-02-27,749725640
2012-02-28,738690120
2012-02-29,715020800
2012-03-01,723271040
2012-03-02,717083360
2012-03-05,714333280
2012-03-06,714333280
2012-03-07,726708640
2012-03-08,739084000
2012-03-09,750771840
2012-03-12,734958880
2012-03-13,762459680
2012-03-14,747334240
2012-03-15,754896960
2012-03-16,763147200
2012-03-19,789272960
2012-03-20,779647680
2012-03-21,768647360
2012-03-22,750084320
2012-03-23,761084640
2012-03-26,774835040
2012-03-27,782397760
2012-03-28,777585120
2012-03-29,797523200
2012-03-30,812648640
2012-04-02,837399360
2012-04-03,816086240
2012-04-04,800273280
2012-04-05,794773120
2012-04-09,778960160
2012-04-10,752146880
2012-04-11,761772160
2012-04-12,791335520
2012-04-13,768647360
2012-04-16,778960160
2012-04-17,792710560
2012-04-18,774835040
2012-04-19,761084640
2012-04-20,759709600
2012-04-23,747334240
2012-04-24,752146880
2012-04-25,762459680
2012-04-26,761772160
2012-04-27,762459680
2012-04-30,756272000
2012-05-01,757647040
2012-05-02,756272000
2012-05-03,752146880
2012-05-04,735646400
2012-05-07,741834080
2012-05-08,745959200
2012-05-09,748021760
2012-05-10,755584480
2012-05-11,750771840
2012-05-14,745271680
2012-05-15,731521280
2012-05-16,725333600
2012-05-17,706083040
2012-05-18,693707680
2012-05-21,721208480
2012-05-22,710208160
2012-05-23,723271040
2012-05-24,726021120
2012-05-25,715708320
2012-05-29,735646400
2012-05-30,709520640
2012-05-31,684145560
2012-06-01,668441620
2012-06-04,672538300
2012-06-05,674586640
2012-06-06,693021700
2012-06-07,699849500
2012-06-08,699849500
2012-06-11,676634980
2012-06-12,690290580
2012-06-13,669807180
2012-06-14,671855520
2012-06-15,684145560
2012-06-18,680048880
2012-06-19,712139540
2012-06-20,736719620
2012-06-21,720332900
2012-06-22,732622940
2012-06-25,715553440
2012-06-26,725795140
2012-06-27,742181860
2012-06-28,807728740
2012-06-29,861668360
2012-07-02,868496160
2012-07-03,901952380
2012-07-05,919704660
2012-07-06,919704660
2012-07-09,919021880
2012-07-10,914242420
2012-07-11,925849680
2012-07-12,929263580
2012-07-13,958623120
2012-07-16,946333080
2012-07-17,948381420
2012-07-18,954526440
2012-07-19,955892000
2012-07-20,945650300
2012-07-23,931994700
2012-07-24,912876860
2012-07-25,889662340
2012-07-26,901269600
2012-07-27,915607980
2012-07-30,904683500
2012-07-31,913559640
2012-08-01,907414620
2012-08-02,900586820
2012-08-03,923801340
2012-08-06,935408600
2012-08-07,944284740
2012-08-08,944284740
2012-08-09,944284740
2012-08-10,948381420
2012-08-13,934043040
2012-08-14,922435780
2012-08-15,929263580
2012-08-16,949746980
2012-08-17,970913160
2012-08-20,975009840
2012-08-21,920387440
2012-08-22,923801340
2012-08-23,901269600
2012-08-24,888296780
2012-08-27,884882880
2012-08-28,893759020
2012-08-29,893076240
2012-08-30,878737860
2012-08-31,887869920
2012-09-04,909928800
2012-09-05,905792760
2012-09-06,954735900
2012-09-07,984377520
2012-09-10,987824220
2012-09-11,998853660
2012-09-12,1002300360
2012-09-13,1031252640
2012-09-14,1029873960
2012-09-17,1009193760
2012-09-18,1005747060
2012-09-19,1000921680
2012-09-20,999543000
2012-09-21,991270920
2012-09-24,975416100
2012-09-25,955425240
2012-09-26,951978540
2012-09-27,937502400
2012-09-28,920268900
2012-10-01,924404940
2012-10-02,913375500
2012-10-03,898210020
2012-10-04,913375500
2012-10-05,911307480
2012-10-08,910618140
2012-10-09,914754180
2012-10-10,916822200
2012-10-11,921647580
2012-10-12,904414080
2012-10-15,926472960
2012-10-16,944395800
2012-10-17,969901380
2012-10-18,980241480
2012-10-19,958871940
2012-10-22,968522700
2012-10-23,927851640
2012-10-24,929230320
2012-10-25,933366360
2012-10-26,927162300
2012-10-31,918890220
2012-11-01,964386660
2012-11-02,910618140
2012-11-05,920268900
2012-11-06,963697320
2012-11-07,900278040
2012-11-08,892005960
2012-11-09,914064840
2012-11-12,896831340
2012-11-13,931298340
2012-11-14,911307480
2012-11-15,886491240
2012-11-16,918200880
2012-11-19,943706460
2012-11-20,945774480
2012-11-21,950599860
2012-11-23,960939960
2012-11-26,959561280
2012-11-27,955425240
2012-11-28,978173460
2012-11-29,986445540
2012-11-30,1013365320
2012-12-03,986844740
2012-12-04,1007782040
2012-12-05,1003594580
2012-12-06,987542650
2012-12-07,988938470
2012-12-10,1000802940
2012-12-11,1018250690
2012-12-12,1004292490
2012-12-13,1000802940
2012-12-14,1021042330
2012-12-17,1041979630
2012-12-18,1082458410
2012-12-19,1069198120
2012-12-20,1097812430
2012-12-21,1099208250
2012-12-24,1084552140
2012-12-26,1081760500
2012-12-27,1092229150
2012-12-28,1079666770
2012-12-31,1118051820
2013-01-02,1155041050
2013-01-03,1153645230
2013-01-04,1165509700
2013-01-07,1182957450
2013-01-08,1177374170
2013-01-09,1200405200
2013-01-10,1202498930
2013-01-11,1195519830
2013-01-14,1180863720
2013-01-15,1197613560
2013-01-16,1179467900
2013-01-17,1201801020
2013-01-18,1196915650
2013-01-22,1217852950
2013-01-23,1210175940
2013-01-24,1205290570
2013-01-25,1206686390
2013-01-28,1198311470
2013-01-29,1208082210
2013-01-30,1174582530
2013-01-31,1182259540
2013-02-01,1199707290
2013-02-04,1188540730
2013-02-05,1200405200
2013-02-06,1219946680
2013-02-07,1199009380
2013-02-08,1218550860
2013-02-11,1203196840
2013-02-12,1227623690
2013-02-13,1224134140
2013-02-14,1241581890
2013-02-15,1247165170
2013-02-19,1252050540
2013-02-20,1184353270
2013-02-21,1175280440
2013-02-22,1201103110
2013-02-25,1162718060
2013-02-26,1189936550
2013-02-27,1219248770
2013-02-28,1226411470
2013-03-01,1212371270
2013-03-04,1225007450
2013-03-05,1244663730
2013-03-06,1268532070
2013-03-07,1272744130
2013-03-08,1276956190
2013-03-11,1258703930
2013-03-12,1257299910
2013-03-13,1245365740
2013-03-14,1265022020
2013-03-15,1255193880
2013-03-18,1262915990
2013-03-19,1247471770
2013-03-20,1267830060
2013-03-21,1284678300
2013-03-22,1286784329
2013-03-25,1288188350
2013-03-26,1342945130
2013-03-27,1356985329
2013-03-28,1340839100
2013-04-01,1310652670
2013-04-02,1288890360
2013-04-03,1279062220
2013-04-04,1285380310
2013-04-05,1284678300
2013-04-08,1302930560
2013-04-09,1369621510
2013-04-10,1386469750
2013-04-11,1418060200
2013-04-12,1390681810
2013-04-15,1317672770
2013-04-16,1349965230
2013-04-17,1307142620
2013-04-18,1312758700
2013-04-19,1328904930
2013-04-22,1336627040
2013-04-23,1359091360
2013-04-24,1370323520
2013-04-25,1385767740
2013-04-26,1374535579
2013-04-29,1375939600
2013-04-30,1392787840
2013-05-01,1368217490
2013-05-02,1378747640
2013-05-03,1435610450
2013-05-06,1450352660
2013-05-07,1467902910
2013-05-08,1479135070
2013-05-09,1465094870
2013-05-10,1481943110
2013-05-13,1458776780
2013-05-14,1474221000
2013-05-15,1475625020
2013-05-16,1470710950
2013-05-17,1485453160
2013-05-20,1506513460
2013-05-21,1522659690
2013-05-22,1505811450
2013-05-23,1496685320
2013-05-24,1486155170
2013-05-28,1540209940
2013-05-29,1524063710
2013-05-30,1525467730
2013-05-31,1474845190
2013-06-03,1489461400
2013-06-04,1485285340
2013-06-05,1428212520
2013-06-06,1454660900
2013-06-07,1448396810
2013-06-10,1463013020
2013-06-11,1450484840
2013-06-12,1428212520
2013-06-13,1468581100
2013-06-14,1453964890
2013-06-17,1462317010
2013-06-18,1469277110
2013-06-19,1456748930
2013-06-20,1418468380
2013-06-21,1403852170
2013-06-24,1345387330
2013-06-25,1377403790
2013-06-26,1388539950
2013-06-27,1388539950
2013-06-28,1360699550
2013-07-01,1408028230
2013-07-02,1414292320
2013-07-03,1411508280
2013-07-05,1433084590
2013-07-08,1435172620
2013-07-09,1485285340
2013-07-10,1497117510
2013-07-11,1535398060
2013-07-12,1502685590
2013-07-15,1506165640
2013-07-16,1491549430
2013-07-17,1501293570
2013-07-18,1516605790
2013-07-19,1515909780
2013-07-22,1530525990
2013-07-23,1554886340
2013-07-24,1537486090
2013-07-25,1540966140
2013-07-26,1528437960
2013-07-29,1522173870
2013-07-30,1534702050
2013-07-31,1534702050
2013-08-01,1549318260
2013-08-02,1559758410
2013-08-05,1556974370
2013-08-06,1531918010
2013-08-07,1524957910
2013-08-08,1542358160
2013-08-09,1543054170
2013-08-12,1566022500
2013-08-13,1557670380
2013-08-14,1553494320
2013-08-15,1522173870
2013-08-16,1499901550
2013-08-19,1485981350
2013-08-20,1500597560
2013-08-21,1458140950
2013-08-22,1491549430
2013-08-23,1492245440
2013-08-26,1488069380
2013-08-27,1444220750
2013-08-28,1452572870
2013-08-29,1467189080
2013-08-30,1430300550
2013-09-03,1416573760
2013-09-04,1438751040
2013-09-05,1446374480
2013-09-06,1428355440
2013-09-09,1435978880
2013-09-10,1454690960
2013-09-11,1460928320
2013-09-12,1432513680
2013-09-13,1426276320
2013-09-16,1439444080
2013-09-17,1465779600
2013-09-18,1490036000
2013-09-19,1485184720
2013-09-20,1457463120
2013-09-23,1447067520
2013-09-24,1473403040
2013-09-25,1449146640
2013-09-26,1494194240
2013-09-27,1462314400
2013-09-30,1470630880
2013-10-01,1526074080
2013-10-02,1527460160
2013-10-03,1511520240
2013-10-04,1517064560
2013-10-07,1547558320
2013-10-08,1551023520
2013-10-09,1547558320
2013-10-10,1607159760
2013-10-11,1614783200
2013-10-14,1663989040
2013-10-15,1657751680
2013-10-16,1675770720
2013-10-17,1683394160
2013-10-18,1704878400
2013-10-21,1695868880
2013-10-22,1721511360
2013-10-23,1708343600
2013-10-24,1727055680
2013-10-25,1735372160
2013-10-28,1713194880
2013-10-29,1717353120
2013-10-30,1707650560
2013-10-31,1731906960
2013-11-01,1746460800
2013-11-04,1761707680
2013-11-05,1745074720
2013-11-06,1725669600
2013-11-07,1688938480
2013-11-08,1741609520
2013-11-11,1729134800
2013-11-12,1699334080
2013-11-13,1697254960
2013-11-14,1693789760
2013-11-15,1710422720
2013-11-18,1723590480
2013-11-19,1737451280
2013-11-20,1731213920
2013-11-21,1746460800
2013-11-22,1762400720
2013-11-25,1756856400
2013-11-26,1763093760
2013-11-27,1782498880
2013-11-29,1791508400
2013-12-02,1767845700
2013-12-03,1769912550
2013-12-04,1785758400
2013-12-05,1798848450
2013-12-06,1797470550
2013-12-09,1806426900
2013-12-10,1766467800
2013-12-11,1723752900
2013-12-12,1693439100
2013-12-13,1717552350
2013-12-16,1767845700
2013-12-17,1787136300
2013-12-18,1811938500
2013-12-19,1870499250
2013-12-20,1760267250
2013-12-23,1780935750
2013-12-24,1794714750
2013-12-26,1785069450
2013-12-27,1783691550
2013-12-30,1778868900
2013-12-31,1787136300
2014-01-02,1767845700
2014-01-03,1814005350
2014-01-06,1780935750
2014-01-07,1786447350
2014-01-08,1797470550
2014-01-09,1777491000
2014-01-10,1767845700
2014-01-13,1760267250
2014-01-14,1821583800
2014-01-15,1857409200
2014-01-16,1851208650
2014-01-17,1837429650
2014-01-21,1825717500
2014-01-22,1828473300
2014-01-23,1807804800
2014-01-24,1762334100
2014-01-27,1742354550
2014-01-28,1744421400
2014-01-29,1724441850
2014-01-30,1739598750
2014-01-31,1721686050
2014-02-03,1621099350
2014-02-04,1621788300
2014-02-05,1588029750
2014-02-06,1616965650
2014-02-07,1627299900
2014-02-10,1595608200
2014-02-11,1621788300
2014-02-12,1637634150
2014-02-13,1651413150
2014-02-14,1675526400
2014-02-18,1668636900
2014-02-19,1636945200
2014-02-20,1667259000
2014-02-21,1649346300
2014-02-24,1639701000
2014-02-25,1627299900
2014-02-26,1669325850
2014-02-27,1687927500
2014-02-28,1670268600
2014-03-03,1651914000
2014-03-04,1704938400
2014-03-05,1701539400
2014-03-06,1726012200
2014-03-07,1724652600
2014-03-10,1732130400
2014-03-11,1691342400
2014-03-12,1677066600
2014-03-13,1672308000
2014-03-14,1686583800
2014-03-17,1693381800
2014-03-18,1732810200
2014-03-19,1731450600
2014-03-20,1729411200
2014-03-21,1753884000
2014-03-24,1720573800
2014-03-25,1717854600
2014-03-26,1696101000
2014-03-27,1619283600
2014-03-28,1577815800
2014-03-31,1602968400
2014-04-01,1635598800
2014-04-02,1668229200
2014-04-03,1645795800
2014-04-04,1628800800
2014-04-07,1577815800
2014-04-08,1580535000
2014-04-09,1578495600
2014-04-10,1522752000
2014-04-11,1496239800
2014-04-14,1511875200
2014-04-15,1511875200
2014-04-16,1534308600
2014-04-17,1547224800
2014-04-21,1557421800
2014-04-22,1571017800
2014-04-23,1571697600
2014-04-24,1560141000
2014-04-25,1539747000
2014-04-28,1539747000
2014-04-29,1549944000
2014-04-30,1542466200
2014-05-01,1551303600
2014-05-02,1557421800
2014-05-05,1515954000
2014-05-06,1519353000
2014-05-07,1551303600
2014-05-08,1551303600
2014-05-09,1564899600
2014-05-12,1638318000
2014-05-13,1621323000
2014-05-14,1614525000
2014-05-15,1607727000
2014-05-16,1613165400
2014-05-19,1658032200
2014-05-20,1596170400
2014-05-21,1612485600
2014-05-22,1665510000
2014-05-23,1686583800
2014-05-27,1706977800
2014-05-28,1687263600
2014-05-29,1701539400
2014-05-30,1688623200
2014-06-02,1672283250
2014-06-03,1668904900
2014-06-04,1672958920
2014-06-05,1714174790
2014-06-06,1739850250
2014-06-09,1735796230
2014-06-10,1735120560
2014-06-11,1730390870
2014-06-12,1710796440
2014-06-13,1727012520
2014-06-16,1708769430
2014-06-17,1746606950
2014-06-18,1772282410
2014-06-19,1767552720
2014-06-20,1787822820
2014-06-23,1793903850
2014-06-24,1764174370
2014-06-25,1800660550
2014-06-26,1764850040
2014-06-27,1826336010
2014-06-30,1792552510
2014-07-01,1822957660
2014-07-02,1793228180
2014-07-03,1804038900
2014-07-07,1765525710
2014-07-08,1779039110
2014-07-09,1779039110
2014-07-10,1743904270
2014-07-11,1741201590
2014-07-14,1739850250
2014-07-15,1741201590
2014-07-16,1749309630
2014-07-17,1717553140
2014-07-18,1759444680
2014-07-21,1735120560
2014-07-22,1760120350
2014-07-23,1753363650
2014-07-24,1704039740
2014-07-25,1699985720
2014-07-28,1705391080
2014-07-29,1673634590
2014-07-30,1661472530
2014-07-31,1593229860
2014-08-01,1633770060
2014-08-04,1632418720
2014-08-05,1612148620
2014-08-06,1639175420
2014-08-07,1635121400
2014-08-08,1657418510
2014-08-11,1656742840
2014-08-12,1649310470
2014-08-13,1683093970
2014-08-14,1681742630
2014-08-15,1694580360
2014-08-18,1728363860
2014-08-19,1726336850
2014-08-20,1712147780
2014-08-21,1693229020
2014-08-22,1689175000
2014-08-25,1693904690
2014-08-26,1710796440
2014-08-27,1699985720
2014-08-28,1674985930
2014-08-29,1684445310
2014-09-02,1695743350
2014-09-03,1681651300
2014-09-04,1679638150
2014-09-05,1682993400
2014-09-08,1657493500
2014-09-09,1646085650
2014-09-10,1644743550
2014-09-11,1656151400
2014-09-12,1625283100
2014-09-15,1609848950
2014-09-16,1627296250
2014-09-17,1632664650
2014-09-18,1627967300
2014-09-19,1588375350
2014-09-22,1585020100
2014-09-23,1572270150
2014-09-24,1572270150
2014-09-25,1513888800
2014-09-26,1507178300
2014-09-29,1521941400
