,TMO
2009-04-13,15432547999
2009-04-14,15112767000
2009-04-15,15116920000
2009-04-16,15432547999
2009-04-17,15644351000
2009-04-20,15179214999
2009-04-21,14867739999
2009-04-22,14614407000
2009-04-23,13451567000
2009-04-24,13767195000
2009-04-27,13617687000
2009-04-28,14024681000
2009-04-29,14099435000
2009-04-30,14568724000
2009-05-01,15179214999
2009-05-04,15366100000
2009-05-05,15187521000
2009-05-06,14776374000
2009-05-07,15175062000
2009-05-08,15237357000
2009-05-11,15129379000
2009-05-12,15345335000
2009-05-13,14934188000
2009-05-14,14801292000
2009-05-15,14593642000
2009-05-18,14730691000
2009-05-19,14930035000
2009-05-20,14905117000
2009-05-21,14668396000
2009-05-22,15058778000
2009-05-26,15785553000
2009-05-27,15768941000
2009-05-28,15943367000
2009-05-29,16159322999
2009-06-01,16549705000
2009-06-02,16645224000
2009-06-03,16333749000
2009-06-04,16337902000
2009-06-05,16607847000
2009-06-08,16470797999
2009-06-09,16940087000
2009-06-10,17318010000
2009-06-11,17388611000
2009-06-12,17355387000
2009-06-15,16786426000
2009-06-16,16695060000
2009-06-17,16989922999
2009-06-18,17064677000
2009-06-19,17180961000
2009-06-22,16545552000
2009-06-23,16312984000
2009-06-24,16724131000
2009-06-25,17355387000
2009-06-26,17405223000
2009-06-29,17058378000
2009-06-30,16630083000
2009-07-01,16475081000
2009-07-02,15908100000
2009-07-06,16201788000
2009-07-07,15777572000
2009-07-08,15524674000
2009-07-09,15553227000
2009-07-10,15655202000
2009-07-13,16001916999
2009-07-14,16050865000
2009-07-15,16307841999
2009-07-16,16609688000
2009-07-17,16674952000
2009-07-20,16989035000
2009-07-21,16980877000
2009-07-22,17058378000
2009-07-23,17919047000
2009-07-24,18106681000
2009-07-27,18078128000
2009-07-28,18098523000
2009-07-29,18514581000
2009-07-30,18563529000
2009-07-31,18469712000
2009-08-03,18657346000
2009-08-04,18477870000
2009-08-05,18433001000
2009-08-06,18224972000
2009-08-07,18441159000
2009-08-10,18588003000
2009-08-11,18204577000
2009-08-12,18710373000
2009-08-13,19077483000
2009-08-14,18384053000
2009-08-17,18257604000
2009-08-18,18318789000
2009-08-19,18339184000
2009-08-20,18530897000
2009-08-21,18628793000
2009-08-24,18494186000
2009-08-25,18673662000
2009-08-26,18616556000
2009-08-27,18559450000
2009-08-28,18539055000
2009-08-31,18441159000
2009-09-01,18245367000
2009-09-02,17653912000
2009-09-03,18139313000
2009-09-04,18233130000
2009-09-08,18269841000
2009-09-09,18698136000
2009-09-10,18987745000
2009-09-11,19228406000
2009-09-14,19411961000
2009-09-15,18543134000
2009-09-16,18616556000
2009-09-17,18636951000
2009-09-18,18302473000
2009-09-21,18718531000
2009-09-22,18791953000
2009-09-23,18469712000
2009-09-24,18257604000
2009-09-25,17947600000
2009-09-28,18030592000
2009-09-29,17862656000
2009-09-30,17887232000
2009-10-01,17780736000
2009-10-02,18104320000
2009-10-05,18255872000
2009-10-06,18538496000
2009-10-07,18739200000
2009-10-08,18595840000
2009-10-09,18636800000
2009-10-12,18513920000
2009-10-13,18690048000
2009-10-14,19267584000
2009-10-15,19423232000
2009-10-16,19415040000
2009-10-19,19517440000
2009-10-20,19349504000
2009-10-21,19378176000
2009-10-22,19271680000
2009-10-23,19521536000
2009-10-26,19087360000
2009-10-27,18718720000
2009-10-28,18554880000
2009-10-29,18800640000
2009-10-30,18432000000
2009-11-02,18268160000
2009-11-03,18124800000
2009-11-04,18046976000
2009-11-05,18321408000
2009-11-06,18382848000
2009-11-09,18591744000
2009-11-10,18481152000
2009-11-11,18329600000
2009-11-12,18214912000
2009-11-13,18268160000
2009-11-16,18636800000
2009-11-17,18898944000
2009-11-18,19038208000
2009-11-19,19013632000
2009-11-20,19070976000
2009-11-23,19177472000
2009-11-24,19427328000
2009-11-25,19574784000
2009-11-27,19447808000
2009-11-30,19345408000
2009-12-01,19615744000
2009-12-02,19685376000
2009-12-03,19587072000
2009-12-04,19816448000
2009-12-07,19918848000
2009-12-08,19664896000
2009-12-09,19632128000
2009-12-10,19857408000
2009-12-11,19742720000
2009-12-14,20070400000
2009-12-15,20074496000
2009-12-16,20049920000
2009-12-17,19877888000
2009-12-18,19787776000
2009-12-21,19886080000
2009-12-22,20082688000
2009-12-23,20054016000
2009-12-24,19984384000
2009-12-28,19886080000
2009-12-29,19931136000
2009-12-30,19681280000
2009-12-31,19533824000
2010-01-04,19456000000
2010-01-05,19521536000
2010-01-06,19705856000
2010-01-07,19705856000
2010-01-08,20037632000
2010-01-11,20275200000
2010-01-12,19939328000
2010-01-13,19947520000
2010-01-14,19832832000
2010-01-15,19558400000
2010-01-19,20058112000
2010-01-20,19976192000
2010-01-21,19566592000
2010-01-22,19267584000
2010-01-25,19292160000
2010-01-26,19042304000
2010-01-27,19030016000
2010-01-28,18964480000
2010-01-29,18903040000
2010-02-01,19218432000
2010-02-02,19496960000
2010-02-03,19828736000
2010-02-04,19357696000
2010-02-05,19251200000
2010-02-08,19165184000
2010-02-09,19529728000
2010-02-10,19304448000
2010-02-11,19378176000
2010-02-12,19357696000
2010-02-16,19746816000
2010-02-17,19951616000
2010-02-18,20201472000
2010-02-19,20160512000
2010-02-22,19701760000
2010-02-23,20344832000
2010-02-24,19820544000
2010-02-25,20185088000
2010-02-26,19976192000
2010-03-01,19927040000
2010-03-02,20242432000
2010-03-03,20127744000
2010-03-04,19914752000
2010-03-05,20271104000
2010-03-08,20451328000
2010-03-09,20574208000
2010-03-10,20647936000
2010-03-11,20824064000
2010-03-12,20545536000
2010-03-15,20455424000
2010-03-16,20279296000
2010-03-17,20467712000
2010-03-18,20422656000
2010-03-19,20430848000
2010-03-22,20807680000
2010-03-23,20828160000
2010-03-24,20779008000
2010-03-25,20643840000
2010-03-26,20484096000
2010-03-29,20688896000
2010-03-30,21159936000
2010-03-31,21069824000
2010-04-01,21204992000
2010-04-05,21230391000
2010-04-06,21160810000
2010-04-07,21111694000
2010-04-08,21050299000
2010-04-09,21398204000
2010-04-12,21340902000
2010-04-13,21410483000
2010-04-14,21971224000
2010-04-15,22155409000
2010-04-16,21799318000
2010-04-19,21860713000
2010-04-20,22184060000
2010-04-21,21922108000
2010-04-22,21864806000
2010-04-23,21979410000
2010-04-26,22106293000
2010-04-27,21971224000
2010-04-28,22892149000
2010-04-29,22896242000
2010-04-30,22626104000
2010-05-03,22707964000
2010-05-04,22302757000
2010-05-05,22441919000
2010-05-06,21827969000
2010-05-07,21042113000
2010-05-10,22184060000
2010-05-11,21999875000
2010-05-12,22450105000
2010-05-13,22003968000
2010-05-14,21492343000
2010-05-17,21615133000
2010-05-18,21443227000
2010-05-19,21205833000
2010-05-20,20395419000
2010-05-21,20816998000
2010-05-24,20862021000
2010-05-25,20739231000
2010-05-26,20841556000
2010-05-27,21582389000
2010-05-28,21308158000
2010-06-01,20849742000
2010-06-02,21250856000
2010-06-03,21332716000
2010-06-04,20272629000
2010-06-07,20350396000
2010-06-08,20297187000
2010-06-09,20350396000
2010-06-10,21168996000
2010-06-11,21263135000
2010-06-14,21349088000
2010-06-15,21889364000
2010-06-16,21868899000
2010-06-17,21872992000
2010-06-18,21963038000
2010-06-21,21950759000
2010-06-22,21451413000
2010-06-23,21426855000
2010-06-24,20862021000
2010-06-25,20833370000
2010-06-28,20894765000
2010-06-29,20362675000
2010-06-30,20076165000
2010-07-01,19711888000
2010-07-02,19474494000
2010-07-06,19622279000
2010-07-07,19490048000
2010-07-08,19586216000
2010-07-09,19746496000
2010-07-12,19321754000
2010-07-13,19850678000
2010-07-14,19930818000
2010-07-15,20099112000
2010-07-16,19658342000
2010-07-19,19662349000
2010-07-20,19814615000
2010-07-21,19518097000
2010-07-22,20187266000
2010-07-23,20471763000
2010-07-26,20431693000
2010-07-27,18500319000
2010-07-28,18432200000
2010-07-29,18019479000
2010-07-30,17975402000
2010-08-02,18035507000
2010-08-03,17851185000
2010-08-04,18215822000
2010-08-05,18027493000
2010-08-06,18340039000
2010-08-09,18432200000
2010-08-10,18368088000
2010-08-11,18047528000
2010-08-12,17831150000
2010-08-13,17751010000
2010-08-16,17734982000
2010-08-17,18239864000
2010-08-18,18099619000
2010-08-19,17771045000
2010-08-20,17710940000
2010-08-23,17638814000
2010-08-24,17089855000
2010-08-25,17366338000
2010-08-26,17182016000
2010-08-27,17302226000
2010-08-30,16969645000
2010-08-31,16877483999
2010-09-01,17578709000
2010-09-02,17714947000
2010-09-03,18107633000
2010-09-07,17891255000
2010-09-08,17839164000
2010-09-09,18348053000
2010-09-10,18384116000
2010-09-13,18712690000
2010-09-14,18784816000
2010-09-15,18828893000
2010-09-16,18844921000
2010-09-17,18957117000
2010-09-20,19069313000
2010-09-21,19201544000
2010-09-22,19293705000
2010-09-23,19161474000
2010-09-24,19193530000
2010-09-27,19121404000
2010-09-28,19305726000
2010-09-29,19173495000
2010-09-30,19185516000
2010-10-01,19161474000
2010-10-04,18411868000
2010-10-05,18808240000
2010-10-06,18621712000
2010-10-07,18497360000
2010-10-08,18442956000
2010-10-11,18493474000
2010-10-12,18831556000
2010-10-13,19181296000
2010-10-14,18777152000
2010-10-15,18959794000
2010-10-18,19231814000
2010-10-19,18621712000
2010-10-20,18986996000
2010-10-21,19305648000
2010-10-22,19297876000
2010-10-25,19519378000
2010-10-26,19554352000
2010-10-27,19939066000
2010-10-28,19810828000
2010-10-29,19981812000
2010-11-01,20040102000
2010-11-02,19997356000
2010-11-03,20218858000
2010-11-04,20549168000
2010-11-05,20354868000
2010-11-08,20191656000
2010-11-09,19974040000
2010-11-10,20347096000
2010-11-11,20432588000
2010-11-12,20284920000
2010-11-15,19954610000
2010-11-16,19534922000
2010-11-17,19616528000
2010-11-18,19915750000
2010-11-19,19896320000
2010-11-22,20024558000
2010-11-23,19698134000
2010-11-24,20113936000
2010-11-26,20001242000
2010-11-29,19849688000
2010-11-30,19764196000
2010-12-01,20032330000
2010-12-02,20401500000
2010-12-03,20537510000
2010-12-06,20370412000
2010-12-07,20335438000
2010-12-08,20246060000
2010-12-09,20218858000
2010-12-10,20611344000
2010-12-13,21590616000
2010-12-14,21415746000
2010-12-15,21516782000
2010-12-16,21516782000
2010-12-17,21676108000
2010-12-20,21582844000
2010-12-21,21578958000
2010-12-22,21582844000
2010-12-23,21672222000
2010-12-27,21691652000
2010-12-28,21446834000
2010-12-29,21660564000
2010-12-30,21633362000
2010-12-31,21512896000
2011-01-03,21940356000
2011-01-04,22041392000
2011-01-05,21963672000
2011-01-06,21986988000
2011-01-07,21905382000
2011-01-10,21816004000
2011-01-11,21784916000
2011-01-12,22010304000
2011-01-13,21971444000
2011-01-14,22014190000
2011-01-18,22084138000
2011-01-19,21792688000
2011-01-20,21485694000
2011-01-21,21571186000
2011-01-24,21854864000
2011-01-25,22115226000
2011-01-26,22371702000
2011-01-27,22480510000
2011-01-28,22154086000
2011-01-31,22255122000
2011-02-01,22309526000
2011-02-02,21784916000
2011-02-03,21730512000
2011-02-04,21746056000
2011-02-07,21773258000
2011-02-08,21714968000
2011-02-09,22130770000
2011-02-10,22150200000
2011-02-11,22480510000
2011-02-14,22208490000
2011-02-15,22002532000
2011-02-16,22216262000
2011-02-17,22227920000
2011-02-18,22414448000
2011-02-22,21819890000
2011-02-23,21361342000
2011-02-24,21501238000
2011-02-25,21590616000
2011-02-28,21691652000
2011-03-01,21625590000
2011-03-02,21746056000
2011-03-03,22231806000
2011-03-04,22157972000
2011-03-07,21998646000
2011-03-08,22111340000
2011-03-09,21722740000
2011-03-10,21310824000
2011-03-11,21470150000
2011-03-14,21248648000
2011-03-15,21015488000
2011-03-16,20564712000
2011-03-17,20448132000
2011-03-18,20432588000
2011-03-21,20887250000
2011-03-22,20964970000
2011-03-23,20786214000
2011-03-24,21058234000
2011-03-25,21135954000
2011-03-28,21069892000
2011-03-29,21229218000
2011-03-30,21338026000
2011-03-31,21586730000
2011-04-01,21753828000
2011-04-04,21329115000
2011-04-05,20973948000
2011-04-06,21206907000
2011-04-07,21245097000
2011-04-08,21313839000
2011-04-11,21378762000
2011-04-12,21172536000
2011-04-13,21157260000
2011-04-14,20954853000
2011-04-15,21290925000
2011-04-18,20851740000
2011-04-19,20889930000
2011-04-20,21374943000
2011-04-21,21730110000
2011-04-25,21714834000
2011-04-26,22180752000
2011-04-27,22837620000
2011-04-28,22975104000
2011-04-29,22910181000
2011-05-02,23391375000
2011-05-03,23158416000
2011-05-04,23085855000
2011-05-05,22807068000
2011-05-06,23051484000
2011-05-09,23208063000
2011-05-10,23326452000
2011-05-11,23425746000
2011-05-12,23551773000
2011-05-13,23643429000
2011-05-16,23796189000
2011-05-17,23631972000
2011-05-18,23960406000
2011-05-19,24968622000
2011-05-20,24892242000
2011-05-23,24590541000
2011-05-24,24628730999
2011-05-25,24514161000
2011-05-26,24941889000
2011-05-27,24880785000
2011-05-31,24995355000
2011-06-01,24388134000
2011-06-02,24357582000
2011-06-03,23983320000
2011-06-06,23792370000
2011-06-07,23864931000
2011-06-08,23884026000
2011-06-09,24262107000
2011-06-10,23998596000
2011-06-13,23826741000
2011-06-14,24094071000
2011-06-15,23421927000
2011-06-16,23173692000
2011-06-17,23761818000
2011-06-20,23983320000
2011-06-21,24433962000
2011-06-22,24327030000
2011-06-23,24273564000
2011-06-24,23872569000
2011-06-27,24181908000
2011-06-28,24556170000
2011-06-29,24468332999
2011-06-30,24590541000
2011-07-01,24827319000
2011-07-05,24659910000
2011-07-06,24762375000
2011-07-07,24883814999
2011-07-08,24584010000
2011-07-11,23817420000
2011-07-12,23714955000
2011-07-13,23722545000
2011-07-14,23658030000
2011-07-15,23991990000
2011-07-18,23718750000
2011-07-19,24109635000
2011-07-20,24155175000
2011-07-21,24705449999
2011-07-22,24640935000
2011-07-25,24310770000
2011-07-26,23358225000
2011-07-27,22781385000
2011-07-28,22880055000
2011-07-29,22804155000
2011-08-01,21870585000
2011-08-02,21384825000
2011-08-03,21491085000
2011-08-04,20587875000
2011-08-05,20424690000
2011-08-08,18978795000
2011-08-09,19749180000
2011-08-10,18975000000
2011-08-11,19957905000
2011-08-12,20356380000
2011-08-15,20838345000
2011-08-16,20500590000
2011-08-17,20633415000
2011-08-18,19381065000
2011-08-19,19149570000
2011-08-22,19016745000
2011-08-23,19794720000
2011-08-24,20363970000
2011-08-25,19969290000
2011-08-26,20272890000
2011-08-29,20826960000
2011-08-30,20785215000
2011-08-31,20845935000
2011-09-01,20675160000
2011-09-02,19863030000
2011-09-06,19741590000
2011-09-07,20576490000
2011-09-08,19995855000
2011-09-09,19160955000
2011-09-12,19388655000
2011-09-13,19802310000
2011-09-14,20208375000
2011-09-15,20713110000
2011-09-16,20686545000
2011-09-19,20193195000
2011-09-20,20257710000
2011-09-21,19483530000
2011-09-22,18887715000
2011-09-23,19331730000
2011-09-26,19320345000
2011-09-27,19737795000
2011-09-28,19297575000
2011-09-29,19544250000
2011-09-30,19217880000
2011-10-03,18333940000
2011-10-04,18882838000
2011-10-05,19722988000
2011-10-06,20040378000
2011-10-07,18852966000
2011-10-10,19551224000
2011-10-11,20073984000
2011-10-12,20406310000
2011-10-13,20137462000
2011-10-14,19898486000
2011-10-17,19263706000
2011-10-18,19581096000
2011-10-19,19084474000
2011-10-20,19379460000
2011-10-21,19887284000
2011-10-24,20339098000
2011-10-25,19876082000
2011-10-26,18057624000
2011-10-27,18912710000
2011-10-28,19192760000
2011-10-31,18770818000
2011-11-01,18150974000
2011-11-02,18576650000
2011-11-03,18763350000
2011-11-04,18244324000
2011-11-07,18490768000
2011-11-08,18826828000
2011-11-09,18128570000
2011-11-10,17822382000
2011-11-11,18225654000
2011-11-14,18165910000
2011-11-15,18423556000
2011-11-16,18076294000
2011-11-17,17475120000
2011-11-18,17139060000
2011-11-21,16825404000
2011-11-22,16844074000
2011-11-23,16605098000
2011-11-25,16586428000
2011-11-28,17027040000
2011-11-29,17210006000
2011-11-30,17643150000
2011-12-01,17564736000
2011-12-02,17378036000
2011-12-05,17467652000
2011-12-06,17617012000
2011-12-07,17542332000
2011-12-08,16911286000
2011-12-09,17041976000
2011-12-12,16851542000
2011-12-13,16687246000
2011-12-14,16336250000
2011-12-15,16485610000
2011-12-16,16369856000
2011-12-19,16257836000
2011-12-20,16776862000
2011-12-21,16676043999
2011-12-22,17030774000
2011-12-23,17060646000
2011-12-27,16989700000
2011-12-28,16515481999
2011-12-29,16784330000
2011-12-30,16791798000
2012-01-03,17226370000
2012-01-04,16877435000
2012-01-05,17020682000
2012-01-06,17490826000
2012-01-09,17509191000
2012-01-10,18023411000
2012-01-11,18353981000
2012-01-12,18284194000
2012-01-13,18126255000
2012-01-17,18313578000
2012-01-18,18802087000
2012-01-19,19040832000
2012-01-20,18783722000
2012-01-23,19037159000
2012-01-24,19275904000
2012-01-25,19665242000
2012-01-26,19213463000
2012-01-27,19268558000
2012-01-30,19264885000
2012-01-31,19430170000
2012-02-01,20094983000
2012-02-02,20128040000
2012-02-03,20675317000
2012-02-06,20473302000
2012-02-07,20333728000
2012-02-08,20568800000
2012-02-09,20594511000
2012-02-10,20392496000
2012-02-13,20458610000
2012-02-14,20513705000
2012-02-15,20517378000
2012-02-16,20796526000
2012-02-17,20708374000
2012-02-21,20539416000
2012-02-22,20510032000
2012-02-23,20612876000
2012-02-24,20811218000
2012-02-27,20726739000
2012-02-28,21024252000
2012-02-29,20796526000
2012-03-01,21002214000
2012-03-02,21027925000
2012-03-05,20774488000
2012-03-06,20359439000
2012-03-07,20293325000
2012-03-08,20601857000
2012-03-09,20667971000
2012-03-12,20344747000
2012-03-13,20965484000
2012-03-14,21215248000
2012-03-15,21303400000
2012-03-16,21270343000
2012-03-19,21277689000
2012-03-20,21027925000
2012-03-21,20928754000
2012-03-22,20734085000
2012-03-23,20844275000
2012-03-26,21358495000
2012-03-27,21167499000
2012-03-28,20767142000
2012-03-29,20590838000
2012-03-30,20708374000
2012-04-02,20691460000
2012-04-03,20614390000
2012-04-04,20397860000
2012-04-05,20511630000
2012-04-09,20012510000
2012-04-10,19491370000
2012-04-11,19583120000
2012-04-12,20229040000
2012-04-13,19854700000
2012-04-16,19685880000
2012-04-17,19847360000
2012-04-18,20008840000
2012-04-19,19953790000
2012-04-20,19869380000
2012-04-23,19726250000
2012-04-24,19355580000
2012-04-25,20210690000
2012-04-26,20151970000
2012-04-27,20151970000
2012-04-30,20423550000
2012-05-01,20592370000
2012-05-02,20408870000
2012-05-03,20273080000
2012-05-04,19829010000
2012-05-07,19829010000
2012-05-08,19740930000
2012-05-09,19575780000
2012-05-10,19619820000
2012-05-11,19561100000
2012-05-14,19282180000
2012-05-15,19021610000
2012-05-16,18915180000
2012-05-17,18772050000
2012-05-18,18548180000
2012-05-21,19054640000
2012-05-22,18841780000
2012-05-23,18709660000
2012-05-24,19161070000
2012-05-25,18966560000
2012-05-29,18981240000
2012-05-30,18779390000
2012-05-31,18526160000
2012-06-01,18030710000
2012-06-04,17847210000
2012-06-05,18122460000
2012-06-06,18390370000
2012-06-07,18588550000
2012-06-08,18669290000
2012-06-11,18247240000
2012-06-12,18463770000
2012-06-13,18298620000
2012-06-14,18584880000
2012-06-15,18801410000
2012-06-18,18680300000
2012-06-19,19054640000
2012-06-20,18948210000
2012-06-21,18496800000
2012-06-22,18731680000
2012-06-25,18287610000
2012-06-26,18181180000
2012-06-27,18676630000
2012-06-28,18551850000
2012-06-29,19050970000
2012-07-02,18630388000
2012-07-03,19145280000
2012-07-05,19069134000
2012-07-06,18648518000
2012-07-09,18702908000
2012-07-10,18557868000
2012-07-11,18753672000
2012-07-12,18655770000
2012-07-13,18869704000
2012-07-16,18818940000
2012-07-17,18971232000
2012-07-18,19301198000
2012-07-19,19228678000
2012-07-20,18873330000
2012-07-23,18383820000
2012-07-24,18050228000
2012-07-25,19631164000
2012-07-26,19830594000
2012-07-27,20341860000
2012-07-30,20327356000
2012-07-31,20185942000
2012-08-01,20182316000
2012-08-02,19721814000
2012-08-03,20523160000
2012-08-06,20515908000
2012-08-07,20722590000
2012-08-08,20776980000
2012-08-09,20650070000
2012-08-10,20693582000
2012-08-13,20664574000
2012-08-14,20563046000
2012-08-15,20871256000
2012-08-16,20505030000
2012-08-17,20526786000
2012-08-20,20508656000
2012-08-21,20443388000
2012-08-22,20508656000
2012-08-23,20418006000
2012-08-24,20519534000
2012-08-27,20537664000
2012-08-28,20407128000
2012-08-29,20729842000
2012-08-30,20660948000
2012-08-31,20795110000
2012-09-04,20780606000
2012-09-05,20682704000
2012-09-06,21114198000
2012-09-07,21368018000
2012-09-10,21411530000
2012-09-11,21422408000
2012-09-12,21513058000
2012-09-13,21745122000
2012-09-14,21977186000
2012-09-17,21824894000
2012-09-18,21748748000
2012-09-19,21661724000
2012-09-20,21654472000
2012-09-21,21650846000
2012-09-24,21563822000
2012-09-25,21397026000
2012-09-26,21291872000
2012-09-27,21552944000
2012-09-28,21331758000
2012-10-01,21210263000
2012-10-02,21385732000
2012-10-03,21396475000
2012-10-04,21593430000
2012-10-05,21808290000
2012-10-08,21665050000
2012-10-09,21084928000
2012-10-10,20916621000
2012-10-11,21188777000
2012-10-12,21070604000
2012-10-15,21281883000
2012-10-16,21582687000
2012-10-17,21675793000
2012-10-18,21127900000
2012-10-19,20784124000
2012-10-22,20930945000
2012-10-23,20630141000
2012-10-24,21614916000
2012-10-25,22094770000
2012-10-26,21858424000
2012-10-31,21865586000
2012-11-01,22356183000
2012-11-02,22023150000
2012-11-05,22177133000
2012-11-06,22137742000
2012-11-07,21790385000
2012-11-08,21400056000
2012-11-09,21733089000
2012-11-12,21711603000
2012-11-13,21912139000
2012-11-14,21743832000
2012-11-15,21643564000
2012-11-16,21697279000
2012-11-19,21990921000
2012-11-20,22141323000
2012-11-21,21901396000
2012-11-23,22431384000
2012-11-26,22316792000
2012-11-27,22270239000
2012-11-28,22470775000
2012-11-29,22742931000
2012-11-30,22757255000
2012-12-03,22742931000
2012-12-04,22778741000
2012-12-05,22904076000
2012-12-06,23050897000
2012-12-07,23018668000
2012-12-10,23197718000
2012-12-11,23376768000
2012-12-12,23330215000
2012-12-13,23247852000
2012-12-14,22993600999
2012-12-17,23204880000
2012-12-18,23366025000
2012-12-19,23186975000
2012-12-20,23330215000
2012-12-21,22850361000
2012-12-24,22896914000
2012-12-26,22660568000
2012-12-27,22710702000
2012-12-28,22528071000
2012-12-31,22839618000
2013-01-02,23276500000
2013-01-03,23204880000
2013-01-04,23408997000
2013-01-07,23591628000
2013-01-08,23444807000
2013-01-09,24254113000
2013-01-10,24186074000
2013-01-11,24189655000
2013-01-14,24193236000
2013-01-15,24257694000
2013-01-16,24250532000
2013-01-17,24683833000
2013-01-18,24852140000
2013-01-22,24952408000
2013-01-23,24995380000
2013-01-24,24981056000
2013-01-25,25500300999
2013-01-28,25335575000
2013-01-29,25217402000
2013-01-30,25206659000
2013-01-31,25833334000
2013-02-01,26778718000
2013-02-04,25940764000
2013-02-05,26782299000
2013-02-06,26438523000
2013-02-07,26431361000
2013-02-08,26710679000
2013-02-11,26767975000
2013-02-12,26707098000
2013-02-13,26893309999
2013-02-14,26814528000
2013-02-15,26653383000
2013-02-19,26857500000
2013-02-20,26012384000
2013-02-21,25815429000
2013-02-22,26123395000
2013-02-25,25639959999
2013-02-26,26227244000
2013-02-27,26588925000
2013-02-28,26427780000
2013-03-01,26778718000
2013-03-04,26975673000
2013-03-05,27369583000
2013-03-06,27455527000
2013-03-07,27391069000
2013-03-08,27588024000
2013-03-11,27652482000
2013-03-12,27824370000
2013-03-13,27795722000
2013-03-14,27699034999
2013-03-15,27627415000
2013-03-18,27502080000
2013-03-19,27720521000
2013-03-20,27777816999
2013-03-21,27441203000
2013-03-22,27201275999
2013-03-25,26746489000
2013-03-26,26821690000
2013-03-27,26918377000
2013-03-28,27391069000
2013-04-01,27190800000
2013-04-02,28281600000
2013-04-03,28115999999
2013-04-04,28051200000
2013-04-05,27777600000
2013-04-08,28202400000
2013-04-09,28216800000
2013-04-10,29282400000
2013-04-11,28767600000
2013-04-12,28652400000
2013-04-15,28288800000
2013-04-16,29455199999
2013-04-17,29340000000
2013-04-18,28828800000
2013-04-19,28810800000
2013-04-22,28782000000
2013-04-23,29030400000
2013-04-24,29232000000
2013-04-25,28843200000
2013-04-26,29206800000
2013-04-29,29073600000
2013-04-30,29044800000
2013-05-01,29059200000
2013-05-02,29375999999
2013-05-03,29581200000
2013-05-06,29678400000
2013-05-07,30207600000
2013-05-08,30279600000
2013-05-09,30052800000
2013-05-10,30405599999
2013-05-13,30380400000
2013-05-14,30495599999
2013-05-15,30963600000
2013-05-16,30780000000
2013-05-17,31057200000
2013-05-20,31240800000
2013-05-21,31445999999
2013-05-22,31060800000
2013-05-23,30848400000
2013-05-24,31399200000
2013-05-28,31780800000
2013-05-29,31449600000
2013-05-30,31953600000
2013-05-31,31788000000
2013-06-03,31863600000
2013-06-04,31777200000
2013-06-05,31032000000
2013-06-06,31302000000
2013-06-07,30448800000
2013-06-10,30888000000
2013-06-11,30751200000
2013-06-12,30365999999
2013-06-13,30725999999
2013-06-14,30643200000
2013-06-17,30798000000
2013-06-18,31024800000
2013-06-19,30488400000
2013-06-20,29397600000
2013-06-21,29912400000
2013-06-24,29606400000
2013-06-25,29926800000
2013-06-26,30024000000
2013-06-27,30733200000
2013-06-28,30466800000
2013-07-01,31189619999
2013-07-02,30698388000
2013-07-03,30683940000
2013-07-05,30853704000
2013-07-08,31041528000
2013-07-09,31521924000
2013-07-10,31800048000
2013-07-11,31937304000
2013-07-12,31854228000
2013-07-15,31872288000
2013-07-16,31626672000
2013-07-17,31709748000
2013-07-18,32132351999
2013-07-19,32356296000
2013-07-22,32627196000
2013-07-23,32334624000
2013-07-24,32728332000
2013-07-25,32959500000
2013-07-26,32721108000
2013-07-29,32652480000
2013-07-30,32681376000
2013-07-31,32908932000
2013-08-01,33237624000
2013-08-02,33161772000
2013-08-05,33248460000
2013-08-06,33259296000
2013-08-07,33114816000
2013-08-08,33215951999
2013-08-09,33400164000
2013-08-12,33295416000
2013-08-13,33465180000
2013-08-14,33252072000
2013-08-15,32977560000
2013-08-16,32757228000
2013-08-19,32659704000
2013-08-20,32623583999
2013-08-21,32533283999
2013-08-22,32634419999
2013-08-23,32815019999
2013-08-26,32638032000
2013-08-27,32085396000
2013-08-28,32110680000
2013-08-29,32208204000
2013-08-30,32085396000
2013-09-03,32551344000
2013-09-04,32815019999
2013-09-05,32753616000
2013-09-06,32692212000
2013-09-09,32908932000
2013-09-10,32786124000
2013-09-11,32796960000
2013-09-12,32894483999
2013-09-13,32908932000
2013-09-16,33147324000
2013-09-17,33696348000
2013-09-18,34043100000
2013-09-19,34039488000
2013-09-20,33768588000
2013-09-23,33707183999
2013-09-24,33526583999
2013-09-25,33364044000
2013-09-26,33595212000
2013-09-27,33595212000
2013-09-30,33339870000
2013-10-01,33593129999
2013-10-02,33466500000
2013-10-03,33046812000
2013-10-04,33415848000
2013-10-07,33184296000
2013-10-08,32808024000
2013-10-09,32536674000
2013-10-10,33383286000
2013-10-11,33632927999
2013-10-14,33524388000
2013-10-15,33227712000
2013-10-16,33831918000
2013-10-17,34595316000
2013-10-18,34776216000
2013-10-21,34461450000
2013-10-22,34667676000
2013-10-23,35268264000
2013-10-24,35105454000
2013-10-25,35387658000
2013-10-28,35409366000
2013-10-29,35608356000
2013-10-30,35271882000
2013-10-31,35376804000
2013-11-01,35431074000
2013-11-04,35474490000
2013-11-05,35127162000
2013-11-06,35300826000
2013-11-07,34790688000
2013-11-08,35517906000
2013-11-11,35604738000
2013-11-12,35344242000
2013-11-13,35749458000
2013-11-14,36255978000
2013-11-15,36675666000
2013-11-18,36458586000
2013-11-19,36364518000
2013-11-20,36567126000
2013-11-21,36838476000
2013-11-22,36726318000
2013-11-25,36899982000
