,ES
2009-04-14,3640155950
2009-04-15,3694460490
2009-04-16,3732999196
2009-04-17,3694460490
2009-04-20,3678694656
2009-04-21,3664680581
2009-04-22,3561326778
2009-04-23,3528043351
2009-04-24,3545560944
2009-04-27,3631397153
2009-04-28,3599865484
2009-04-29,3591106688
2009-04-30,3682198174
2009-05-01,3780296698
2009-05-04,3792559014
2009-05-05,3810076608
2009-05-06,3762779105
2009-05-07,3724240399
2009-05-08,3713729843
2009-05-11,3710226324
2009-05-12,3745261511
2009-05-13,3708474565
2009-05-14,3683949934
2009-05-15,3605120762
2009-05-18,3612127800
2009-05-19,3634900672
2009-05-20,3501766960
2009-05-21,3542057425
2009-05-22,3545560944
2009-05-26,3645411228
2009-05-27,3608624281
2009-05-28,3617383078
2009-05-29,3641907709
2009-06-01,3796062533
2009-06-02,3754020308
2009-06-03,3690956971
2009-06-04,3685701693
2009-06-05,3718985121
2009-06-08,3699715768
2009-06-09,3657673543
2009-06-10,3706722805
2009-06-11,3785551976
2009-06-12,3874891704
2009-06-15,3843360035
2009-06-16,3803069570
2009-06-17,3794310773
2009-06-18,3918685688
2009-06-19,3848615313
2009-06-22,3873139944
2009-06-23,3776793180
2009-06-24,3810076608
2009-06-25,3880146982
2009-06-26,3874891704
2009-06-29,3923940966
2009-06-30,3912254292
2009-07-01,4029744672
2009-07-02,3917515055
2009-07-06,3945572460
2009-07-07,3868414598
2009-07-08,3814053378
2009-07-09,3771967271
2009-07-10,3749170630
2009-07-13,3778981622
2009-07-14,3777228035
2009-07-15,3870168186
2009-07-16,3894718414
2009-07-17,3873675361
2009-07-20,3870168186
2009-07-21,3908747117
2009-07-22,3906993529
2009-07-23,4008701619
2009-07-24,4033251848
2009-07-27,4033251848
2009-07-28,3996426505
2009-07-29,3973629864
2009-07-30,4057802076
2009-07-31,4035005435
2009-08-03,4084105893
2009-08-04,4035005435
2009-08-05,4057802076
2009-08-06,4019223145
2009-08-07,4099888182
2009-08-10,4089366656
2009-08-11,4092873831
2009-08-12,4134959938
2009-08-13,4129699174
2009-08-14,4159510166
2009-08-17,4143727876
2009-08-18,4129699174
2009-08-19,4164770930
2009-08-20,4161263754
2009-08-21,4262971844
2009-08-24,4277000546
2009-08-25,4273493371
2009-08-26,4264725432
2009-08-27,4262971844
2009-08-28,4213871387
2009-08-31,4171785281
2009-09-01,4171785281
2009-09-02,4145481464
2009-09-03,4148988640
2009-09-04,4159510166
2009-09-08,4157756578
2009-09-09,4154249403
2009-09-10,4117424060
2009-09-11,4152495815
2009-09-14,4210364211
2009-09-15,4292782836
2009-09-16,4334868942
2009-09-17,4298043599
2009-09-18,4291029248
2009-09-21,4259464669
2009-09-22,4196335509
2009-09-23,4170031693
2009-09-24,4171785281
2009-09-25,4178799632
2009-09-28,4212117799
2009-09-29,4208610624
2009-09-30,4096762610
2009-10-01,4029461118
2009-10-02,3979416419
2009-10-05,4013930005
2009-10-06,4022558401
2009-10-07,4001850250
2009-10-08,4043266553
2009-10-09,4055346308
2009-10-12,4058797666
2009-10-13,4017381363
2009-10-14,4041540873
2009-10-15,4081231497
2009-10-16,4076054459
2009-10-19,4131276196
2009-10-20,4034638156
2009-10-21,4043266553
2009-10-22,4062249025
2009-10-23,3982867778
2009-10-26,3938000116
2009-10-27,3950079871
2009-10-28,3944902834
2009-10-29,4003575929
2009-10-30,3977690740
2009-11-02,3889681097
2009-11-03,3922469003
2009-11-04,3925920362
2009-11-05,3998398891
2009-11-06,3986319136
2009-11-09,4015655684
2009-11-10,4065700383
2009-11-11,4079505817
2009-11-12,4038089515
2009-11-13,4091585572
2009-11-16,4126099158
2009-11-17,4138178913
2009-11-18,4136453234
2009-11-19,4077780138
2009-11-20,4133001875
2009-11-23,4184772254
2009-11-24,4207206084
2009-11-25,4226188556
2009-11-27,4141630272
2009-11-30,4160612744
2009-12-01,4202029046
2009-12-02,4239993990
2009-12-03,4234816953
2009-12-04,4245171028
2009-12-07,4262427821
2009-12-08,4269330538
2009-12-09,4245171028
2009-12-10,4277958935
2009-12-11,4400482164
2009-12-14,4452252542
2009-12-15,4457429580
2009-12-16,4457429580
2009-12-17,4455703900
2009-12-18,4498845882
2009-12-21,4521279713
2009-12-22,4481589090
2009-12-23,4476412052
2009-12-24,4526456751
2009-12-28,4535085147
2009-12-29,4543713544
2009-12-30,4541987864
2009-12-31,4548060361
2010-01-04,4544533366
2010-01-05,4528661888
2010-01-06,4586857309
2010-01-07,4579803319
2010-01-08,4592147802
2010-01-11,4622127262
2010-01-12,4611546276
2010-01-13,4653870219
2010-01-14,4653870219
2010-01-15,4576276323
2010-01-19,4657397214
2010-01-20,4634471745
2010-01-21,4578039821
2010-01-22,4489864940
2010-01-25,4503972921
2010-01-26,4489864940
2010-01-27,4507499916
2010-01-28,4489864940
2010-01-29,4465175973
2010-02-01,4519844400
2010-02-02,4583330314
2010-02-03,4574512826
2010-02-04,4447540997
2010-02-05,4433433016
2010-02-08,4369947102
2010-02-09,4415798040
2010-02-10,4406980552
2010-02-11,4447540997
2010-02-12,4431669519
2010-02-16,4548060361
2010-02-17,4558641347
2010-02-18,4609782778
2010-02-19,4703248152
2010-02-22,4705011650
2010-02-23,4643289233
2010-02-24,4630944750
2010-02-25,4509263414
2010-02-26,4514553907
2010-03-01,4604492285
2010-03-02,4625654257
2010-03-03,4613309773
2010-03-04,4630944750
2010-03-05,4675032190
2010-03-08,4687376673
2010-03-09,4671505195
2010-03-10,4713829138
2010-03-11,4703248152
2010-03-12,4727937119
2010-03-15,4761443574
2010-03-16,4805531014
2010-03-17,4789659535
2010-03-18,4791423033
2010-03-19,4789659535
2010-03-22,4777315052
2010-03-23,4803767516
2010-03-24,4752626085
2010-03-25,4777315052
2010-03-26,4764970569
2010-03-29,4856672445
2010-03-30,4907813876
2010-03-31,4880427663
2010-04-01,4938696156
2010-04-05,4951056139
2010-04-06,4979307529
2010-04-07,4929867596
2010-04-08,4891021935
2010-04-09,4910444766
2010-04-12,4908679054
2010-04-13,4898084782
2010-04-14,4921039037
2010-04-15,4924570461
2010-04-16,4834519154
2010-04-19,4848644849
2010-04-20,4869833392
2010-04-21,4882193375
2010-04-22,4903381918
2010-04-23,4901616206
2010-04-26,4882193375
2010-04-27,4770953526
2010-04-28,4825690595
2010-04-29,4868067680
2010-04-30,4906913342
2010-05-03,4899850494
2010-05-04,4834519154
2010-05-05,4783313510
2010-05-06,4590850914
2010-05-07,4507862455
2010-05-10,4649119406
2010-05-11,4680902220
2010-05-12,4755062119
2010-05-13,4702090763
2010-05-14,4696793627
2010-05-17,4693262203
2010-05-18,4677370796
2010-05-19,4698559339
2010-05-20,4587319490
2010-05-21,4610273744
2010-05-24,4555536676
2010-05-25,4506096743
2010-05-26,4546708116
2010-05-27,4559068099
2010-05-28,4582022354
2010-06-01,4467251081
2010-06-02,4569662371
2010-06-03,4650885118
2010-06-04,4477845353
2010-06-07,4467251081
2010-06-08,4506096743
2010-06-09,4463719657
2010-06-10,4592616625
2010-06-11,4592616625
2010-06-14,4604976609
2010-06-15,4675605084
2010-06-16,4705622186
2010-06-17,4765656391
2010-06-18,4744467848
2010-06-21,4705622186
2010-06-22,4601445185
2010-06-23,4530816709
2010-06-24,4541410981
2010-06-25,4553770964
2010-06-28,4590850914
2010-06-29,4507862455
2010-06-30,4503659152
2010-07-01,4512496788
2010-07-02,4533707114
2010-07-06,4599105618
2010-07-07,4729902626
2010-07-08,4781160913
2010-07-09,4751112952
2010-07-12,4770555750
2010-07-13,4828884146
2010-07-14,4823581565
2010-07-15,4880142433
2010-07-16,4767020696
2010-07-19,4818278983
2010-07-20,4876607379
2010-07-21,4820046510
2010-07-22,4911957922
2010-07-23,4940238356
2010-07-26,4973821371
2010-07-27,5071035364
2010-07-28,5018009550
2010-07-29,4957913627
2010-07-30,4920795557
2010-08-02,5037452349
2010-08-03,5002101806
2010-08-04,5085175581
2010-08-05,5150574085
2010-08-06,5120526124
2010-08-09,5131131287
2010-08-10,5161179248
2010-08-11,5109920961
2010-08-12,5060430201
2010-08-13,5081640527
2010-08-16,5099315798
2010-08-17,5168249357
2010-08-18,5124061178
2010-08-19,5055127620
2010-08-20,5044522457
2010-08-23,5063965256
2010-08-24,5086943108
2010-08-25,5108153434
2010-08-26,5051592566
2010-08-27,5164714303
2010-08-30,5063965256
2010-08-31,5120526124
2010-09-01,5238950442
2010-09-02,5162946775
2010-09-03,5210670008
2010-09-07,5166481830
2010-09-08,5148806558
2010-09-09,5210670008
2010-09-10,5200064845
2010-09-13,5274300985
2010-09-14,5288441202
2010-09-15,5233647861
2010-09-16,5171784411
2010-09-17,5147039031
2010-09-20,5210670008
2010-09-21,5166481830
2010-09-22,5168249357
2010-09-23,5122293651
2010-09-24,5231880334
2010-09-27,5249555605
2010-09-28,5268998404
2010-09-29,5279603567
2010-09-30,5223129063
2010-10-01,5269054445
2010-10-04,5265521723
2010-10-05,5336176158
2010-10-06,5334409797
2010-10-07,5339708879
2010-10-08,5353839766
2010-10-11,5382101540
2010-10-12,5355606127
2010-10-13,5378568818
2010-10-14,5376802457
2010-10-15,5422727840
2010-10-18,5373269736
2010-10-19,5438625087
2010-10-20,5458055057
2010-10-21,5422727840
2010-10-22,5449223253
2010-10-25,5507513161
2010-10-26,5465120500
2010-10-27,5482784109
2010-10-28,5511045883
2010-10-29,5525176770
2010-11-01,5551672182
2010-11-02,5631158421
2010-11-03,5579933956
2010-11-04,5624092978
2010-11-05,5608195730
2010-11-08,5565803069
2010-11-09,5521644048
2010-11-10,5534008574
2010-11-11,5551672182
2010-11-12,5526943130
2010-11-15,5602896647
2010-11-16,5511045883
2010-11-17,5514578604
2010-11-18,5583466678
2010-11-19,5551672182
2010-11-22,5590532121
2010-11-23,5553438543
2010-11-24,5625859339
2010-11-26,5597597565
2010-11-29,5511045883
2010-11-30,5493382274
2010-12-01,5579933956
2010-12-02,5617027534
2010-12-03,5588765761
2010-12-06,5567569430
2010-12-07,5534008574
2010-12-08,5511045883
2010-12-09,5553438543
2010-12-10,5594064843
2010-12-13,5581700317
2010-12-14,5618793895
2010-12-15,5539307656
2010-12-16,5622326617
2010-12-17,5631158421
2010-12-20,5641756586
2010-12-21,5632924782
2010-12-22,5639990225
2010-12-23,5627625699
2010-12-27,5609962091
2010-12-28,5638223865
2010-12-29,5659420195
2010-12-30,5661186556
2010-12-31,5648760039
2011-01-03,5661163213
2011-01-04,5652303803
2011-01-05,5579656638
2011-01-06,5572569110
2011-01-07,5604462987
2011-01-10,5592059812
2011-01-11,5593831694
2011-01-12,5602691105
2011-01-13,5625725572
2011-01-14,5671794506
2011-01-18,5772791784
2011-01-19,5735582260
2011-01-20,5783423076
2011-01-21,5772791784
2011-01-24,5815316953
2011-01-25,5854298359
2011-01-26,5783423076
2011-01-27,5815316953
2011-01-28,5806457543
2011-01-31,5833035774
2011-02-01,5969470693
2011-02-02,5974786340
2011-02-03,5980101986
2011-02-04,5978330104
2011-02-07,5990733278
2011-02-08,5969470693
2011-02-09,5988961396
2011-02-10,5987189514
2011-02-11,5948208108
2011-02-14,5918086113
2011-02-15,5934033052
2011-02-16,5930489288
2011-02-17,5957067519
2011-02-18,5925173642
2011-02-22,5925173642
2011-02-23,5900367293
2011-02-24,5877332826
2011-02-25,5953523755
2011-02-28,6031486566
2011-03-01,5996048924
2011-03-02,6024399038
2011-03-03,6058064797
2011-03-04,5994277042
2011-03-07,6045661622
2011-03-08,6166149603
2011-03-09,6213990419
2011-03-10,6109449377
2011-03-11,6121852551
2011-03-14,6079327382
2011-03-15,5974786340
2011-03-16,5882648472
2011-03-17,5935804934
2011-03-18,5965926929
2011-03-21,6061608561
2011-03-22,6052749151
2011-03-23,6059836679
2011-03-24,6050977269
2011-03-25,6050977269
2011-03-28,5999592689
2011-03-29,6068696089
2011-03-30,6160833957
2011-03-31,6136219140
2011-04-01,6185876405
2011-04-04,6189423352
2011-04-05,6164594720
2011-04-06,6187649878
2011-04-07,6132672192
2011-04-08,6123804824
2011-04-11,6063506717
2011-04-12,6042225032
2011-04-13,6008529031
2011-04-14,5989020819
2011-04-15,6022716821
2011-04-18,5937590081
2011-04-19,5967739135
2011-04-20,6056412822
2011-04-21,6095429244
2011-04-25,6136219140
2011-04-26,6169915141
2011-04-27,6231986722
2011-04-28,6274550092
2011-04-29,6313566514
2011-05-02,6325980830
2011-05-03,6334848199
2011-05-04,6336621673
2011-05-05,6253268407
2011-05-06,6260362302
2011-05-09,6285190934
2011-05-10,6340168620
2011-05-11,6324207356
2011-05-12,6386278937
2011-05-13,6372091147
2011-05-16,6366770726
2011-05-17,6430615781
2011-05-18,6439483149
2011-05-19,6430615781
2011-05-20,6402240201
2011-05-23,6292284829
2011-05-24,6301152198
2011-05-25,6269229670
2011-05-26,6271003144
2011-05-27,6210705037
2011-05-31,6249721459
2011-06-01,6189423352
2011-06-02,6187649878
2011-06-03,6075921033
2011-06-06,6008529031
2011-06-07,6033357663
2011-06-08,6058186295
2011-06-09,6043998505
2011-06-10,6008529031
2011-06-13,6015622926
2011-06-14,6042225032
2011-06-15,6012075978
2011-06-16,6077694506
2011-06-17,6159274299
2011-06-20,6217798932
2011-06-21,6244401038
2011-06-22,6173462088
2011-06-23,6130898719
2011-06-24,6143313035
2011-06-27,6210705037
2011-06-28,6247947986
2011-06-29,6240854091
2011-06-30,6242599806
2011-07-01,6340223630
2011-07-05,6331348737
2011-07-06,6301174101
2011-07-07,6276324400
2011-07-08,6267449507
2011-07-11,6192900405
2011-07-12,6279874357
2011-07-13,6242599806
2011-07-14,6180475554
2011-07-15,6205325255
2011-07-18,6086401687
2011-07-19,6132551132
2011-07-20,6175150618
2011-07-21,6263899549
2011-07-22,6272774443
2011-07-25,6226624998
2011-07-26,6203550276
2011-07-27,6185800490
2011-07-28,6125451217
2011-07-29,6034927308
2011-08-01,6081076752
2011-08-02,5951503312
2011-08-03,5866304339
2011-08-04,5681706562
2011-08-05,5722531070
2011-08-08,5406584876
2011-08-09,5667506733
2011-08-10,5543258230
2011-08-11,5818379916
2011-08-12,5758030643
2011-08-15,5912453783
2011-08-16,5866304339
2011-08-17,5889379061
2011-08-18,5786430301
2011-08-19,5718981113
2011-08-22,5717206135
2011-08-23,5878729189
2011-08-24,6081076752
2011-08-25,6017177521
2011-08-26,6054452072
2011-08-29,6155625854
2011-08-30,6121901260
2011-08-31,6159175811
2011-09-01,6097051559
2011-09-02,5985227906
2011-09-06,5939078462
2011-09-07,5999427735
2011-09-08,6002977692
2011-09-09,5875179232
2011-09-12,5916003740
2011-09-13,5979902970
2011-09-14,6038477265
2011-09-15,6116576324
2011-09-16,6114801345
2011-09-19,6127226196
2011-09-20,6178700576
2011-09-21,6079301773
2011-09-22,5942628419
2011-09-23,6036702286
2011-09-26,6049127136
2011-09-27,6123676239
2011-09-28,5987002885
2011-09-29,6054452072
2011-09-30,5969852119
2011-10-03,5687769954
2011-10-04,5547615922
2011-10-05,5515682092
2011-10-06,5666480733
2011-10-07,5685995852
2011-10-10,5847439104
2011-10-11,5732122495
2011-10-12,5774700935
2011-10-13,5843890900
2011-10-14,5909532662
2011-10-17,5833246290
2011-10-18,5913080866
2011-10-19,5918403171
2011-10-20,5920177272
2011-10-21,5989367237
2011-10-24,6028397474
2011-10-25,5929047781
2011-10-26,6017752864
2011-10-27,6196937133
2011-10-28,6134843574
2011-10-31,6133069473
2011-11-01,5959207509
2011-11-02,6070975914
2011-11-03,6168551506
2011-11-04,6149036388
2011-11-07,6104683846
2011-11-08,6106457948
2011-11-09,5980496729
2011-11-10,6079846423
2011-11-11,6223548658
2011-11-14,6111780253
2011-11-15,6189840726
2011-11-16,6088716931
2011-11-17,6019526966
2011-11-18,6120650761
2011-11-21,5994689542
2011-11-22,5962755712
2011-11-23,5845665002
2011-11-25,5886469341
2011-11-28,5925499577
2011-11-29,5978722627
2011-11-30,6140165879
2011-12-01,6182744319
2011-12-02,6092265134
2011-12-05,6113554354
2011-12-06,6099361541
2011-12-07,6069201813
2011-12-08,5946788797
2011-12-09,6085168728
2011-12-12,6074524118
2011-12-13,6147262286
2011-12-14,6083394626
2011-12-15,6152584591
2011-12-16,6163229201
2011-12-19,6122424863
2011-12-20,6175647913
2011-12-21,6239515573
2011-12-22,6262578895
2011-12-23,6335317063
2011-12-27,6360154486
2011-12-28,6358380385
2011-12-29,6429344452
2011-12-30,6399184723
2012-01-03,6356589061
2012-01-04,6244413960
2012-01-05,6240852845
2012-01-06,6231950060
2012-01-09,6144702759
2012-01-10,6137580530
2012-01-11,6096627715
2012-01-12,6100188830
2012-01-13,6094847158
2012-01-17,6091286044
2012-01-18,6075261029
2012-01-19,5970208157
2012-01-20,6117994401
2012-01-23,6130458301
2012-01-24,6151824987
2012-01-25,6215925045
2012-01-26,6280025103
2012-01-27,6183875016
2012-01-30,6150044430
2012-01-31,6187436131
2012-02-01,6260438974
2012-02-02,6251536188
2012-02-03,6285366774
2012-02-06,6280025103
2012-02-07,6319197360
2012-02-08,6342344603
2012-02-09,6313855689
2012-02-10,6267561203
2012-02-13,6230169502
2012-02-14,6214144488
2012-02-15,6324539032
2012-02-16,6438494690
2012-02-17,6427811347
2012-02-21,6408225218
2012-02-22,6399322433
2012-02-23,6363711289
2012-02-24,6385077975
2012-02-27,6351247389
2012-02-28,6297830674
2012-02-29,6392200204
2012-03-01,6417128004
2012-03-02,6424250233
2012-03-05,6500814191
2012-03-06,6393980761
2012-03-07,6452739147
2012-03-08,6531083662
2012-03-09,6559572577
2012-03-12,6607647620
2012-03-13,6685992135
2012-03-14,6541767005
2012-03-15,6536425334
2012-03-16,6486569733
2012-03-19,6472325276
2012-03-20,6504375305
2012-03-21,6475886390
2012-03-22,6477666948
2012-03-23,6541767005
2012-03-26,6612989292
2012-03-27,6620111520
2012-03-28,6568475363
2012-03-29,6625453192
2012-03-30,6609428177
2012-04-02,11153819248
2012-04-03,11241123097
2012-04-04,11147798293
2012-04-05,11105651608
2012-04-09,11075546832
2012-04-10,10810624810
2012-04-11,10753425737
2012-04-12,10753425737
2012-04-13,10777509557
2012-04-16,10897928658
2012-04-17,10931043911
2012-04-18,10894918181
2012-04-19,10813635287
2012-04-20,10976201074
2012-04-23,10861802928
2012-04-24,10961148686
2012-04-25,11009316327
2012-04-26,11048452535
2012-04-27,11084578265
2012-04-30,11069525877
2012-05-01,11165861158
2012-05-02,11147798293
2012-05-03,10783530512
2012-05-04,10855781973
2012-05-07,10804603855
2012-05-08,10906960091
2012-05-09,10891907703
2012-05-10,10976201074
2012-05-11,11009316327
2012-05-14,10897928658
2012-05-15,10771488602
2012-05-16,10702247619
2012-05-17,10566776130
2012-05-18,10518608489
2012-05-21,10756436214
2012-05-22,10912981046
2012-05-23,10919002001
2012-05-24,10934054388
2012-05-25,10946096299
2012-05-29,11063504922
2012-05-30,10822666720
2012-05-31,10840729585
2012-06-01,10964159164
2012-06-04,10903949613
2012-06-05,10900939136
2012-06-06,11138766861
2012-06-07,11168871636
2012-06-08,11256175484
2012-06-11,11235102141
2012-06-12,11259185962
2012-06-13,11313374557
2012-06-14,11469919389
2012-06-15,11584317535
2012-06-18,11653558518
2012-06-19,11611411833
2012-06-20,11448846046
2012-06-21,11310364080
2012-06-22,11367563153
2012-06-25,11316385035
2012-06-26,11442825091
2012-06-27,11539160372
2012-06-28,11542170850
2012-06-29,11683663293
2012-07-02,12308931843
2012-07-03,12359300873
2012-07-05,12201897653
2012-07-06,12179861202
2012-07-09,12138936364
2012-07-10,12189305395
2012-07-11,12223934104
2012-07-12,12302635714
2012-07-13,12554480867
2012-07-16,12460038934
2012-07-17,12601701833
2012-07-18,12674107314
2012-07-19,12743364731
2012-07-20,12674107314
2012-07-23,12523000222
2012-07-24,12381337324
2012-07-25,12428558290
2012-07-26,12607997962
2012-07-27,12579665382
2012-07-30,12771697311
2012-07-31,12554480867
2012-08-01,12308931843
2012-08-02,12356152809
2012-08-03,12456890870
2012-08-06,12456890870
2012-08-07,12428558290
2012-08-08,12419114097
2012-08-09,12340412487
2012-08-10,12463186999
2012-08-13,12368745066
2012-08-14,12324672165
2012-08-15,12283747327
2012-08-16,12205045717
2012-08-17,12132640236
2012-08-20,12176713137
2012-08-21,12028754110
2012-08-22,12016161852
2012-08-23,11880795083
2012-08-24,11953200564
2012-08-27,11950052500
2012-08-28,11968940886
2012-08-29,11899683469
2012-08-30,11871350890
2012-08-31,11858758632
2012-09-04,11965792822
2012-09-05,11861906696
2012-09-06,12013013788
2012-09-07,12038198303
2012-09-10,12000421530
2012-09-11,11943756371
2012-09-12,11833574117
2012-09-13,12063382819
2012-09-14,11883943147
2012-09-17,11735984120
2012-09-18,11628949930
2012-09-19,11650986381
2012-09-20,11701355411
2012-09-21,11783205086
2012-09-24,11987829273
2012-09-25,11975237015
2012-09-26,11994125402
2012-09-27,11937460242
2012-09-28,12035050239
2012-10-01,12172019995
2012-10-02,12209811519
2012-10-03,12231856575
2012-10-04,12219259400
2012-10-05,12326335385
2012-10-08,12313738210
2012-10-09,12417664901
2012-10-10,12294842448
2012-10-11,12241304456
2012-10-12,12181467876
2012-10-15,12313738210
2012-10-16,12313738210
2012-10-17,12439709957
2012-10-18,12534188766
2012-10-19,12505845123
2012-10-22,12458605718
2012-10-23,12297991742
2012-10-24,12228707281
2012-10-25,12285394567
2012-10-26,12269648099
2012-10-31,12376724083
2012-11-01,12357828321
2012-11-02,12411366314
2012-11-05,12291693154
2012-11-06,12338932559
2012-11-07,12083839773
2012-11-08,12036600368
2012-11-09,12011406019
2012-11-12,11954718733
2012-11-13,12039749662
2012-11-14,11964166614
2012-11-15,11923225796
2012-11-16,12068093305
2012-11-19,12020853900
2012-11-20,11995659550
2012-11-21,11932673677
2012-11-23,11882284979
2012-11-26,12001958138
2012-11-27,12090138360
2012-11-28,11995659550
2012-11-29,12017704606
2012-11-30,12200363638
2012-12-03,12143676352
2012-12-04,12112183416
2012-12-05,12373574790
2012-12-06,12360977615
2012-12-07,12367276202
2012-12-10,12326335385
2012-12-11,12449157837
2012-12-12,12505845123
2012-12-13,12389321258
2012-12-14,12184617170
2012-12-17,12367276202
2012-12-18,12496397242
2012-12-19,12423963488
2012-12-20,12423963488
2012-12-21,12354679028
2012-12-24,12329484678
2012-12-26,12209811519
2012-12-27,12212960813
2012-12-28,12105884829
2012-12-31,12315271880
2013-01-02,12548467919
2013-01-03,12479139367
2013-01-04,12491744558
2013-01-07,12356238752
2013-01-08,12290061498
2013-01-09,12327877071
2013-01-10,12387751730
2013-01-11,12349936156
2013-01-14,12302666689
2013-01-15,12283758902
2013-01-16,12186068669
2013-01-17,12195522563
2013-01-18,12356238752
2013-01-22,12557921812
2013-01-23,12532711430
2013-01-24,12576829599
2013-01-25,12706032810
2013-01-28,12683973725
2013-01-29,12803723042
2013-01-30,12917169764
2013-01-31,12835236020
2013-02-01,12977044422
2013-02-04,12917169764
2013-02-05,12898261977
2013-02-06,12945531444
2013-02-07,12948682742
2013-02-08,12954985338
2013-02-11,12958136635
2013-02-12,12967590529
2013-02-13,12948682742
2013-02-14,12844689914
2013-02-15,12901413275
2013-02-19,13049524272
2013-02-20,12967590529
2013-02-21,12885656785
2013-02-22,13055826868
2013-02-25,12926623657
2013-02-26,12977044422
2013-02-27,13005406103
2013-02-28,13081037250
2013-03-01,13172424887
2013-03-04,13329989778
2013-03-05,13418226117
2013-03-06,13402469628
2013-03-07,13336292374
2013-03-08,13301628098
2013-03-11,13364654054
2013-03-12,13276417715
2013-03-13,13329989778
2013-03-14,13399318330
2013-03-15,13443436500
2013-03-18,13358351458
2013-03-19,13358351458
2013-03-20,13462344287
2013-03-21,13421377415
2013-03-22,13440285202
2013-03-25,13405620926
2013-03-26,13493857265
2013-03-27,13515916349
2013-03-28,13695540325
2013-04-01,13643022287
2013-04-02,13706053113
2013-04-03,13620961498
2013-04-04,13693446948
2013-04-05,13778538563
2013-04-08,13813205517
2013-04-09,13765932398
2013-04-10,13923509463
2013-04-11,14002297995
2013-04-12,14074783445
2013-04-15,13813205517
2013-04-16,14018055702
2013-04-17,13835266307
2013-04-18,13929812546
2013-04-19,14163026602
2013-04-22,14021207243
2013-04-23,14118905024
2013-04-24,14159875060
2013-04-25,14131511189
2013-04-26,14137814271
2013-04-29,14200845097
2013-04-30,14285936712
2013-05-01,14172481226
2013-05-02,14267027465
2013-05-03,14232360510
2013-05-06,14055874198
2013-05-07,14175632767
2013-05-08,14030661867
2013-05-09,13728113902
2013-05-10,13797447811
2013-05-13,13712356196
2013-05-14,13847872472
2013-05-15,14027510326
2013-05-16,13901448674
2013-05-17,14014904161
2013-05-20,14002297995
2013-05-21,14052722656
2013-05-22,13847872472
2013-05-23,13718659278
2013-05-24,13501202929
2013-05-28,13400353607
2013-05-29,13151381844
2013-05-30,13249079625
2013-05-31,13132472597
2013-06-03,13189200340
2013-06-04,13091502560
2013-06-05,12981198614
2013-06-06,13135624138
2013-06-07,13356232029
2013-06-10,13258534249
2013-06-11,13085199477
2013-06-12,12962289366
2013-06-13,13214412670
2013-06-14,13277443496
2013-06-17,13280595038
2013-06-18,13412959772
2013-06-19,13012714027
2013-06-20,12483255089
2013-06-21,12722772228
2013-06-24,12650286778
2013-06-25,12776348430
2013-06-26,13003259403
2013-06-27,13154533386
2013-06-28,13242776542
2013-07-01,13005768022
2013-07-02,12967933060
2013-07-03,13046755897
2013-07-05,12967933060
2013-07-08,13166566608
2013-07-09,13302141887
2013-07-10,13346282676
2013-07-11,13601668666
2013-07-12,13645809454
2013-07-15,13904348358
2013-07-16,13838137175
2013-07-17,13850748829
2013-07-18,14068299858
2013-07-19,14134511041
2013-07-22,14087217339
2013-07-23,14162887262
2013-07-24,13926418752
2013-07-25,13989477022
2013-07-26,13945336233
2013-07-29,13885430877
2013-07-30,14052535291
2013-07-31,14002088675
2013-08-01,14203875137
2013-08-02,14090370252
2013-08-05,13954794973
2013-08-06,13765620166
2013-08-07,13923265839
2013-08-08,13939030406
2013-08-09,13800302214
2013-08-12,13712020637
2013-08-13,13576445358
2013-08-14,13434564253
2013-08-15,13201248657
2013-08-16,13021532589
2013-08-19,12996309282
2013-08-20,13106661253
2013-08-21,12930098099
2013-08-22,13002615109
2013-08-23,13150802041
2013-08-26,13030991330
2013-08-27,13018379676
2013-08-28,12977391801
2013-08-29,12917486445
2013-08-30,12917486445
2013-09-03,12718852897
2013-09-04,12772452426
2013-09-05,12693629589
2013-09-06,12690476676
2013-09-09,12819746128
2013-09-10,12914333532
2013-09-11,12832357782
2013-09-12,12640030061
2013-09-13,12703088330
2013-09-16,12737770378
2013-09-17,12775605339
2013-09-18,13207554483
2013-09-19,13147649128
2013-09-20,12986850541
2013-09-23,13125578733
2013-09-24,13097202512
2013-09-25,13034144243
2013-09-26,13065673378
2013-09-27,13065673378
2013-09-30,13020440235
2013-10-01,13058317879
2013-10-02,13089882582
2013-10-03,12950997887
2013-10-04,12947841416
2013-10-07,12840521424
2013-10-08,12947841416
2013-10-09,13004657883
2013-10-10,13241393160
2013-10-11,13307679037
2013-10-14,13171950812
2013-10-15,12979406120
2013-10-16,13108821405
2013-10-17,13348713152
2013-10-18,13364495504
2013-10-21,13329774330
2013-10-22,13446563733
2013-10-23,13544414314
2013-10-24,13534944903
2013-10-25,13702237832
2013-10-28,13673829599
2013-10-29,13718020184
2013-10-30,13610700192
2013-10-31,13538101374
2013-11-01,13414999030
2013-11-04,13468659026
2013-11-05,13402373148
2013-11-06,13557040196
2013-11-07,13383434326
2013-11-08,13342400211
2013-11-11,13373964915
2013-11-12,13241393160
2013-11-13,13310835508
2013-11-14,13497067259
2013-11-15,13550727255
2013-11-18,13525475492
2013-11-19,13389747267
2013-11-20,13269801393
2013-11-21,13313991978
2013-11-22,13313991978
2013-11-25,13216141397
2013-11-26,13010970823
