,FIS
2010-10-22,8548540000
2010-10-25,8614298000
2010-10-26,8434958000
2010-10-27,8192849000
2010-10-28,8073289000
2010-10-29,8100190000
2010-11-01,8198827000
2010-11-02,8207794000
2010-11-03,8246651000
2010-11-04,8312409000
2010-11-05,8354255000
2010-11-08,8297464000
2010-11-09,8264585000
2010-11-10,8327354000
2010-11-11,8246651000
2010-11-12,8130080000
2010-11-15,8165948000
2010-11-16,8088234000
2010-11-17,7995575000
2010-11-18,8106168000
2010-11-19,8183882000
2010-11-22,8234695000
2010-11-23,8082256000
2010-11-24,8207794000
2010-11-26,8156981000
2010-11-29,8109157000
2010-11-30,8040410000
2010-12-01,8297464000
2010-12-02,8414035000
2010-12-03,8512672000
2010-12-06,8375178000
2010-12-07,8431969000
2010-12-08,8485771000
2010-12-09,8414035000
2010-12-10,8443925000
2010-12-13,8342299000
2010-12-14,8309420000
2010-12-15,8225728000
2010-12-16,8321376000
2010-12-17,8201816000
2010-12-20,8127091000
2010-12-21,8109157000
2010-12-22,8136058000
2010-12-23,8165948000
2010-12-27,8195838000
2010-12-28,8225728000
2010-12-29,8297464000
2010-12-30,8270563000
2010-12-31,8258085000
2011-01-03,8481195000
2011-01-04,8426925000
2011-01-05,8574660000
2011-01-06,8556570000
2011-01-07,8589735000
2011-01-10,8601795000
2011-01-11,8647020000
2011-01-12,8903295000
2011-01-13,8936460000
2011-01-14,9081180000
2011-01-18,9105300000
2011-01-19,8993745000
2011-01-20,9020880000
2011-01-21,9048015000
2011-01-24,9228915000
2011-01-25,9250020000
2011-01-26,9283185000
2011-01-27,9289215000
2011-01-28,9129420000
2011-01-31,9174645000
2011-02-01,9367605000
2011-02-02,9355545000
2011-02-03,9307305000
2011-02-04,9334440000
2011-02-07,9334440000
2011-02-08,9608805000
2011-02-09,9551520000
2011-02-10,9587700000
2011-02-11,9614835000
2011-02-14,9569610000
2011-02-15,9572625000
2011-02-16,9500265000
2011-02-17,9578655000
2011-02-18,9690210000
2011-02-22,9485190000
2011-02-23,9319365000
2011-02-24,9412830000
2011-02-25,9657045000
2011-02-28,9765585000
2011-03-01,9765585000
2011-03-02,9560565000
2011-03-03,9581670000
2011-03-04,9506295000
2011-03-07,9304290000
2011-03-08,9539460000
2011-03-09,9527400000
2011-03-10,9343485000
2011-03-11,9415845000
2011-03-14,9343485000
2011-03-15,9192735000
2011-03-16,9114345000
2011-03-17,9168615000
2011-03-18,9316350000
2011-03-21,9458055000
2011-03-22,9545490000
2011-03-23,9494235000
2011-03-24,9678150000
2011-03-25,9660060000
2011-03-28,9593730000
2011-03-29,9756540000
2011-03-30,9886185000
2011-03-31,9924684000
2011-04-01,10088628000
2011-04-04,10052196000
2011-04-05,10012728000
2011-04-06,10079520000
2011-04-07,10076484000
2011-04-08,9964152000
2011-04-11,10027908000
2011-04-12,10018800000
2011-04-13,10082556000
2011-04-14,10061304000
2011-04-15,10097736000
2011-04-18,9948972000
2011-04-19,9973260000
2011-04-20,10146312000
2011-04-21,10067375999
2011-04-25,10088628000
2011-04-26,10079520000
2011-04-27,10128096000
2011-04-28,9924684000
2011-04-29,10052196000
2011-05-02,10000584000
2011-05-03,10182744000
2011-05-04,10030944000
2011-05-05,9955044000
2011-05-06,9863964000
2011-05-09,9857892000
2011-05-10,9882180000
2011-05-11,9818424000
2011-05-12,9867000000
2011-05-13,9785028000
2011-05-16,9693948000
2011-05-17,9660552000
2011-05-18,9736452000
2011-05-19,9788064000
2011-05-20,9703056000
2011-05-23,9560364000
2011-05-24,9460176000
2011-05-25,9533040000
2011-05-26,9542148000
2011-05-27,9672696000
2011-05-31,9769848000
2011-06-01,9596796000
2011-06-02,9596796000
2011-06-03,9475356000
2011-06-06,9451068000
2011-06-07,9590724000
2011-06-08,9463212000
2011-06-09,9654480000
2011-06-10,9584652000
2011-06-13,9530004000
2011-06-14,9584652000
2011-06-15,9350880000
2011-06-16,9363024000
2011-06-17,9408564000
2011-06-20,9478392000
2011-06-21,9496608000
2011-06-22,9441960000
2011-06-23,9211224000
2011-06-24,9129252000
2011-06-27,9171756000
2011-06-28,9186936000
2011-06-29,9290160000
2011-06-30,9264711000
2011-07-01,9333918000
2011-07-05,9258693000
2011-07-06,9309846000
2011-07-07,9424188000
2011-07-08,9315864000
2011-07-11,9099216000
2011-07-12,9036027000
2011-07-13,9023991000
2011-07-14,8906640000
2011-07-15,8915667000
2011-07-18,8729109000
2011-07-19,8960802000
2011-07-20,9168423000
2011-07-21,9243648000
2011-07-22,9171432000
2011-07-25,9120279000
2011-07-26,9129306000
2011-07-27,9023991000
2011-07-28,9222585000
2011-07-29,9033018000
2011-08-01,8831415000
2011-08-02,8500425000
2011-08-03,8723091000
2011-08-04,8476353000
2011-08-05,8708046000
2011-08-08,8034030000
2011-08-09,8404137000
2011-08-10,8043057000
2011-08-11,8383074000
2011-08-12,8449271999
2011-08-15,8500425000
2011-08-16,8446263000
2011-08-17,8386083000
2011-08-18,8100228000
2011-08-19,8021994000
2011-08-22,8124300000
2011-08-23,8425200000
2011-08-24,8295813000
2011-08-25,8115273000
2011-08-26,8235633000
2011-08-29,8443254000
2011-08-30,8455290000
2011-08-31,8479362000
2011-09-01,8380065000
2011-09-02,8070138000
2011-09-06,7745166000
2011-09-07,8070138000
2011-09-08,7964823000
2011-09-09,7633833000
2011-09-12,7675959000
2011-09-13,7687995000
2011-09-14,7748175000
2011-09-15,7877562000
2011-09-16,7976859000
2011-09-19,7829418000
2011-09-20,7829418000
2011-09-21,7486392000
2011-09-22,7269744000
2011-09-23,7251690000
2011-09-26,7387095000
2011-09-27,7537545000
2011-09-28,7423203000
2011-09-29,7459311000
2011-09-30,7045504000
2011-10-03,6793465000
2011-10-04,7088959000
2011-10-05,7048400999
2011-10-06,7297543000
2011-10-07,7181663000
2011-10-10,7381556000
2011-10-11,7398938000
2011-10-12,7485848000
2011-10-13,7456878000
2011-10-14,7561170000
2011-10-17,7419217000
2011-10-18,7624904000
2011-10-19,7407629000
2011-10-20,7372865000
2011-10-21,7468466000
2011-10-24,7656771000
2011-10-25,7506127000
2011-10-26,7622007000
2011-10-27,7911707000
2011-10-28,7845075999
2011-10-31,7584346000
2011-11-01,7184560000
2011-11-02,7123723000
2011-11-03,7390247000
2011-11-04,7309131000
2011-11-07,7433702000
2011-11-08,7529303000
2011-11-09,7204839000
2011-11-10,7268573000
2011-11-11,7468466000
2011-11-14,7242500000
2011-11-15,7210633000
2011-11-16,7088959000
2011-11-17,6845611000
2011-11-18,6860096000
2011-11-21,6770289000
2011-11-22,6613850999
2011-11-23,6599366000
2011-11-25,6541425999
2011-11-28,6726834000
2011-11-29,6602263000
2011-11-30,6978873000
2011-12-01,7129517000
2011-12-02,7216427000
2011-12-05,7413423000
2011-12-06,7314925000
2011-12-07,7520612000
2011-12-08,7297543000
2011-12-09,7451084000
2011-12-12,7361277000
2011-12-13,7309131000
2011-12-14,7355483000
2011-12-15,7309131000
2011-12-16,7364174000
2011-12-19,7248294000
2011-12-20,7494539000
2011-12-21,7549582000
2011-12-22,7659668000
2011-12-23,7706020000
2011-12-27,7723402000
2011-12-28,7630698000
2011-12-29,7685741000
2011-12-30,7703123000
2012-01-03,7732093000
2012-01-04,7734990000
2012-01-05,7792930000
2012-01-06,7656771000
2012-01-09,7819003000
2012-01-10,7871149000
2012-01-11,7888531000
2012-01-12,7850870000
2012-01-13,7804518000
2012-01-17,7830591000
2012-01-18,7934883000
2012-01-19,7995720000
2012-01-20,8065248000
2012-01-23,8100012000
2012-01-24,8126085000
2012-01-25,8207200999
2012-01-26,8230377000
2012-01-27,8270935000
2012-01-30,8273832000
2012-01-31,8273832000
2012-02-01,8314390000
2012-02-02,8328875000
2012-02-03,8517180000
2012-02-06,8476622000
2012-02-07,8372330000
2012-02-08,8349154000
2012-02-09,8334669000
2012-02-10,8299905000
2012-02-13,8401300000
2012-02-14,8992288000
2012-02-15,9108168000
2012-02-16,9027052000
2012-02-17,8893790000
2012-02-21,8914069000
2012-02-22,8902481000
2012-02-23,9012567000
2012-02-24,9000979000
2012-02-27,9044434000
2012-02-28,9119756000
2012-02-29,9192181000
2012-03-01,9250121000
2012-03-02,9035743000
2012-03-05,9108168000
2012-03-06,9003876000
2012-03-07,9102374000
2012-03-08,9183490000
2012-03-09,9177696000
2012-03-12,9206666000
2012-03-13,9290679000
2012-03-14,9334134000
2012-03-15,9510851000
2012-03-16,9560100000
2012-03-19,9525336000
2012-03-20,9525336000
2012-03-21,9525336000
2012-03-22,9542718000
2012-03-23,9548512000
2012-03-26,9661495000
2012-03-27,9603555000
2012-03-28,9574585000
2012-03-29,9574585000
2012-03-30,9594864000
2012-04-02,9825939000
2012-04-03,9726421000
2012-04-04,9524458000
2012-04-05,9536166000
2012-04-09,9427867000
2012-04-10,9430794000
2012-04-11,9594706000
2012-04-12,9626903000
2012-04-13,9506896000
2012-04-16,9615195000
2012-04-17,9746910000
2012-04-18,9779106999
2012-04-19,9688370000
2012-04-20,9679589000
2012-04-23,9621049000
2012-04-24,9550801000
2012-04-25,9679589000
2012-04-26,9843501000
2012-04-27,9919603000
2012-04-30,9855209000
2012-05-01,9960581000
2012-05-02,9910822000
2012-05-03,9755691000
2012-05-04,9638611000
2012-05-07,9556655000
2012-05-08,9436648000
2012-05-09,9436648000
2012-05-10,9530312000
2012-05-11,9582998000
2012-05-14,9509823000
2012-05-15,9498115000
2012-05-16,9518604000
2012-05-17,9375181000
2012-05-18,9181999000
2012-05-21,9342984000
2012-05-22,9544947000
2012-05-23,9612268000
2012-05-24,9647392000
2012-05-25,9606414000
2012-05-29,9758618000
2012-05-30,9644465000
2012-05-31,9594706000
2012-06-01,9181999000
2012-06-04,9143948000
2012-06-05,9278590000
2012-06-06,9407378000
2012-06-07,9398597000
2012-06-08,9480553000
2012-06-11,9351765000
2012-06-12,9395670000
2012-06-13,9480553000
2012-06-14,9539093000
2012-06-15,9664954000
2012-06-18,9729348000
2012-06-19,9782034000
2012-06-20,9913749000
2012-06-21,9656173000
2012-06-22,9741056000
2012-06-25,9509823000
2012-06-26,9582998000
2012-06-27,9866917000
2012-06-28,9793742000
2012-06-29,9975216000
2012-07-02,10076104000
2012-07-03,10175520000
2012-07-05,10079028000
2012-07-06,10026396000
2012-07-09,10049788000
2012-07-10,9909436000
2012-07-11,9976688000
2012-07-12,9921132000
2012-07-13,10035168000
2012-07-16,10029320000
2012-07-17,10008852000
2012-07-18,9687212000
2012-07-19,9532240000
2012-07-20,9394812000
2012-07-23,9356800000
2012-07-24,9359724000
2012-07-25,9260308000
2012-07-26,9269080000
2012-07-27,9450368000
2012-07-30,9254460000
2012-07-31,9193056000
2012-08-01,8979604000
2012-08-02,9023464000
2012-08-03,9201828000
2012-08-06,9102412000
2012-08-07,9076096000
2012-08-08,9064400000
2012-08-09,9076096000
2012-08-10,9081944000
2012-08-13,9061476000
2012-08-14,9102412000
2012-08-15,9029312000
2012-08-16,9035160000
2012-08-17,9114108000
2012-08-20,9356800000
2012-08-21,9350952000
2012-08-22,9263232000
2012-08-23,9274928000
2012-08-24,9345104000
2012-08-27,9333408000
2012-08-28,9260308000
2012-08-29,9274928000
2012-08-30,9204752000
2012-08-31,9210600000
2012-09-04,9233992000
2012-09-05,9324636000
2012-09-06,9543936000
2012-09-07,9555632000
2012-09-10,9491304000
2012-09-11,9345104000
2012-09-12,9213524000
2012-09-13,9333408000
2012-09-14,9269080000
2012-09-17,9421128000
2012-09-18,9485456000
2012-09-19,9456216000
2012-09-20,9520544000
2012-09-21,9543936000
2012-09-24,9491304000
2012-09-25,9432824000
2012-09-26,9301244000
2012-09-27,9263232000
2012-09-28,9128728000
2012-10-01,9029147000
2012-10-02,9055454000
2012-10-03,9061300000
2012-10-04,9102222000
2012-10-05,9207450000
2012-10-08,9163605000
2012-10-09,9058377000
2012-10-10,9102222000
2012-10-11,9198681000
2012-10-12,9318524000
2012-10-15,9455905000
2012-10-16,9508519000
2012-10-17,9534826000
2012-10-18,9499750000
2012-10-19,9473442999
2012-10-22,9534826000
2012-10-23,9523134000
2012-10-24,9566979000
2012-10-25,9511442000
2012-10-26,9534826000
2012-10-31,9607901000
2012-11-01,9686822000
2012-11-02,9797896000
2012-11-05,9727744000
2012-11-06,10151579000
2012-11-07,10098965000
2012-11-08,10034659000
2012-11-09,10090196000
2012-11-12,10198347000
2012-11-13,10212962000
2012-11-14,10049274000
2012-11-15,10034659000
2012-11-16,10230500000
2012-11-19,10277267999
2012-11-20,10382496000
2012-11-21,10402957000
2012-11-23,10458494000
2012-11-26,10470186000
2012-11-27,10432187000
2012-11-28,10552030000
2012-11-29,10557876000
2012-11-30,10552030000
2012-12-03,10467263000
2012-12-04,10587106000
2012-12-05,10727410000
2012-12-06,10806331000
2012-12-07,10569567999
2012-12-10,10651412000
2012-12-11,10628028000
2012-12-12,10554953000
2012-12-13,10388342000
2012-12-14,10370804000
2012-12-17,10230500000
2012-12-18,10280191000
2012-12-19,10250961000
2012-12-20,10364958000
2012-12-21,10198347000
2012-12-24,10215885000
2012-12-26,10040505000
2012-12-27,10107734000
2012-12-28,10014198000
2012-12-31,10129710000
2013-01-02,10423620000
2013-01-03,10350870000
2013-01-04,10470180000
2013-01-07,10417800000
2013-01-08,10382880000
2013-01-09,10481820000
2013-01-10,10633140000
2013-01-11,10767000000
2013-01-14,10822290000
2013-01-15,10697160000
2013-01-16,10767000000
2013-01-17,10781550000
2013-01-18,10784460000
2013-01-22,10964880000
2013-01-23,10973610000
2013-01-24,10833930000
2013-01-25,10825200000
2013-01-28,10720440000
2013-01-29,10737900000
2013-01-30,10816470000
2013-01-31,10799010000
2013-02-01,10959059999
2013-02-04,10755360000
2013-02-05,10848480000
2013-02-06,10883400000
2013-02-07,10790280000
2013-02-08,10947420000
2013-02-11,10929960000
2013-02-12,10621500000
2013-02-13,10825200000
2013-02-14,10761180000
2013-02-15,10618590000
2013-02-19,10764090000
2013-02-20,10842660000
2013-02-21,10636050000
2013-02-22,10767000000
2013-02-25,10685520000
2013-02-26,10778640000
2013-02-27,10970700000
2013-02-28,10956150000
2013-03-01,10959059999
2013-03-04,10991070000
2013-03-05,11139480000
2013-03-06,11177309999
2013-03-07,10921230000
2013-03-08,11031809999
2013-03-11,11188950000
2013-03-12,11197680000
2013-03-13,11206410000
2013-03-14,11223870000
2013-03-15,11145300000
2013-03-18,10970700000
2013-03-19,11058000000
2013-03-20,11186040000
2013-03-21,11183130000
2013-03-22,11223870000
2013-03-25,11200590000
2013-03-26,11354820000
2013-03-27,11354820000
2013-03-28,11529420000
2013-04-01,11509030000
2013-04-02,11590202000
2013-04-03,11567010000
2013-04-04,11517727000
2013-04-05,11320595000
2013-04-08,11352483999
2013-04-09,11332191000
2013-04-10,11607596000
2013-04-11,11885900000
2013-04-12,11813425000
2013-04-15,11630788000
2013-04-16,11784435000
2013-04-17,11627889000
2013-04-18,11668475000
2013-04-19,11830819000
2013-04-22,11769940000
2013-04-23,11874304000
2013-04-24,11865607000
2013-04-25,11903294000
2013-04-26,11825021000
2013-04-29,11790233000
2013-04-30,12190295000
2013-05-01,12204790000
2013-05-02,12271467000
2013-05-03,12384528000
2013-05-06,12332346000
2013-05-07,12358437000
2013-05-08,12630943000
2013-05-09,12694721000
2013-05-10,12694721000
2013-05-13,12674428000
2013-05-14,12746903000
2013-05-15,12848368000
2013-05-16,12903449000
2013-05-17,13068692000
2013-05-20,13120874000
2013-05-21,13129571000
2013-05-22,13097682000
2013-05-23,13115076000
2013-05-24,13091883999
2013-05-28,13277420000
2013-05-29,13065793000
2013-05-30,13271622000
2013-05-31,13016510000
2013-06-03,13019408999
2013-06-04,12848368000
2013-06-05,12572963000
2013-06-06,12793287000
2013-06-07,12909247000
2013-06-10,12961429000
2013-06-11,12923742000
2013-06-12,12712115000
2013-06-13,12961429000
2013-06-14,12651236000
2013-06-17,12761398000
2013-06-18,12851267000
2013-06-19,12688923000
2013-06-20,12355538000
2013-06-21,12361336000
2013-06-24,12329447000
2013-06-25,12468599000
2013-06-26,12451205000
2013-06-27,12468599000
2013-06-28,12419316000
2013-07-01,12554171999
2013-07-02,12377760000
2013-07-03,12450060000
2013-07-05,12617796000
2013-07-08,12906996000
2013-07-09,12849156000
2013-07-10,12973512000
2013-07-11,13115220000
2013-07-12,13031352000
2013-07-15,13028460000
2013-07-16,12927240000
2013-07-17,12935916000
2013-07-18,12930132000
2013-07-19,12831804000
2013-07-22,12808668000
2013-07-23,12880968000
2013-07-24,12817344000
2013-07-25,12883860000
2013-07-26,12826020000
2013-07-29,12805776000
2013-07-30,12452952000
2013-07-31,12481871999
2013-08-01,12970620000
2013-08-02,13109436000
2013-08-05,13164384000
2013-08-06,13285848000
2013-08-07,13424664000
2013-08-08,13456476000
2013-08-09,13577940000
2013-08-12,13710971999
2013-08-13,13586616000
2013-08-14,13580832000
2013-08-15,13308984000
2013-08-16,13335012000
2013-08-19,13254036000
2013-08-20,13251144000
2013-08-21,13178844000
2013-08-22,13245360000
2013-08-23,13219332000
2013-08-26,13135464000
2013-08-27,12875184000
2013-08-28,12814452000
2013-08-29,12909888000
2013-08-30,12857832000
2013-09-03,12872292000
2013-09-04,12875184000
2013-09-05,12901212000
2013-09-06,13045812000
2013-09-09,12996648000
2013-09-10,13277171999
2013-09-11,13256928000
2013-09-12,13222224000
2013-09-13,13291632000
2013-09-16,13473828000
2013-09-17,13549020000
2013-09-18,13566371999
2013-09-19,13629996000
2013-09-20,13549020000
2013-09-23,13447800000
2013-09-24,13543236000
2013-09-25,13505640000
2013-09-26,13485396000
2013-09-27,13459368000
2013-09-30,13407228000
2013-10-01,13534256000
2013-10-02,13583335000
2013-10-03,13300409000
2013-10-04,13438985000
2013-10-07,13251330000
2013-10-08,13060788000
2013-10-09,12962630000
2013-10-10,13259991000
2013-10-11,13329279000
2013-10-14,13361036000
2013-10-15,13173381000
2013-10-16,13456307000
2013-10-17,13470741999
2013-10-18,13672832000
2013-10-21,13733459000
2013-10-22,13840278000
2013-10-23,13742120000
2013-10-24,13707476000
2013-10-25,13695928000
2013-10-28,13551578000
2013-10-29,14224249000
2013-10-30,14085673000
2013-10-31,14074125000
2013-11-01,14016385000
2013-11-04,14013498000
2013-11-05,13996176000
2013-11-06,14001950000
2013-11-07,13756555000
2013-11-08,13949984000
2013-11-11,13912453000
2013-11-12,14062577000
2013-11-13,14276215000
2013-11-14,14538932000
2013-11-15,14706378000
2013-11-18,14605333000
2013-11-19,14616881000
2013-11-20,14628429000
2013-11-21,14717926000
2013-11-22,14717926000
2013-11-25,14665960000
2013-11-26,14674621000
2013-11-27,14677508000
2013-11-29,14631316000
2013-12-02,14608220000
2013-12-03,14631316000
2013-12-04,14564915000
2013-12-05,14377260000
2013-12-06,14689056000
2013-12-09,14683282000
2013-12-10,14792988000
2013-12-11,14579350000
2013-12-12,14579350000
2013-12-13,14660186000
2013-12-16,14801649000
2013-12-17,14738135000
2013-12-18,15099010000
2013-12-19,15067253000
2013-12-20,15202941999
2013-12-23,15153863000
2013-12-24,15148089000
2013-12-26,15202941999
2013-12-27,15228925000
2013-12-30,15384823000
2013-12-31,15459840000
2014-01-02,15264000000
2014-01-03,15307200000
2014-01-06,15220800000
2014-01-07,15249600000
2014-01-08,15264000000
2014-01-09,15269760000
2014-01-10,15264000000
2014-01-13,14987520000
2014-01-14,15102720000
2014-01-15,15091200000
2014-01-16,15131520000
2014-01-17,15189120000
2014-01-21,15336000000
2014-01-22,15408000000
2014-01-23,15336000000
2014-01-24,14641920000
2014-01-27,14509440000
2014-01-28,14676480000
2014-01-29,14690880000
2014-01-30,14895360000
2014-01-31,14601600000
2014-02-03,14074560000
2014-02-04,14673600000
2014-02-05,14797440000
2014-02-06,15114240000
2014-02-07,15468480000
2014-02-10,15272640000
2014-02-11,15298560000
2014-02-12,15422400000
2014-02-13,15572160000
2014-02-14,15511680000
2014-02-18,15641280000
2014-02-19,15528960000
2014-02-20,15629760000
2014-02-21,15649920000
2014-02-24,15811200000
2014-02-25,15825600000
2014-02-26,15886079999
2014-02-27,16133760000
2014-02-28,16015680000
2014-03-03,15906240000
2014-03-04,16286400000
2014-03-05,15992640000
2014-03-06,16027200000
2014-03-07,15975360000
2014-03-10,15883200000
2014-03-11,15828480000
2014-03-12,15768000000
2014-03-13,15359040000
2014-03-14,15192000000
2014-03-17,15393600000
2014-03-18,15603840000
2014-03-19,15517440000
2014-03-20,15635520000
2014-03-21,15600960000
2014-03-24,15307200000
2014-03-25,15284160000
2014-03-26,15122880000
2014-03-27,15071040000
2014-03-28,15232320000
2014-03-31,15259975000
2014-04-01,15394160000
2014-04-02,15462679999
2014-04-03,15462679999
2014-04-04,15180035000
2014-04-07,15105804999
2014-04-08,15040140000
2014-04-09,15134355000
2014-04-10,14791755000
2014-04-11,14640440000
2014-04-14,14754640000
2014-04-15,14888825000
2014-04-16,14988750000
2014-04-17,15040140000
2014-04-21,14991605000
2014-04-22,14991605000
2014-04-23,15217150000
2014-04-24,15003025000
2014-04-25,14788900000
2014-04-28,14817450000
2014-04-29,15074400000
2014-04-30,15254265000
2014-05-01,15305655000
2014-05-02,15519780000
2014-05-05,15556895000
2014-05-06,15334205000
2014-05-07,15337060000
2014-05-08,15268540000
2014-05-09,15345625000
2014-05-12,15676804999
2014-05-13,15608285000
2014-05-14,15499795000
2014-05-15,15359900000
2014-05-16,15245700000
2014-05-19,15354190000
2014-05-20,15200020000
2014-05-21,15197165000
2014-05-22,15168615000
2014-05-23,15239990000
2014-05-27,15314220000
2014-05-28,15399870000
2014-05-29,15434130000
2014-05-30,15459825000
2014-06-02,15459825000
2014-06-03,15417000000
2014-06-04,15471245000
2014-06-05,15574025000
2014-06-06,15722485000
2014-06-09,15745325000
2014-06-10,15736760000
2014-06-11,15539765000
2014-06-12,15319929999
2014-06-13,15374175000
2014-06-16,15319929999
2014-06-17,15439840000
2014-06-18,15405580000
2014-06-19,15474100000
2014-06-20,15542620000
2014-06-23,15588300000
2014-06-24,15576880000
2014-06-25,15785295000
2014-06-26,15608285000
2014-06-27,15648255000
2014-06-30,15496894000
2014-07-01,15547852000
2014-07-02,15550683000
2014-07-03,15695064000
2014-07-07,15632782000
2014-07-08,15598810000
2014-07-09,15629951000
2014-07-10,15598810000
2014-07-11,15737529000
2014-07-14,15896065000
2014-07-15,16000812000
2014-07-16,16071587000
2014-07-17,15915882000
2014-07-18,16111220999
2014-07-21,16003643000
2014-07-22,16108390000
2014-07-23,16017798000
2014-07-24,16017798000
2014-07-25,16020629000
2014-07-28,16012136000
2014-07-29,15952685000
2014-07-30,16142362000
2014-07-31,15966840000
2014-08-01,15881910000
2014-08-04,15836614000
2014-08-05,15689402000
2014-08-06,15576162000
2014-08-07,15530866000
2014-08-08,15627120000
2014-08-11,15680909000
2014-08-12,15641275000
2014-08-13,15825290000
2014-08-14,15830952000
2014-08-15,15796980000
2014-08-18,16046108000
2014-08-19,16111220999
2014-08-20,16190489000
2014-08-21,16227292000
2014-08-22,16176334000
2014-08-25,16275419000
2014-08-26,16221630000
2014-08-27,16131038000
2014-08-28,16054601000
2014-08-29,16065925000
2014-09-02,16153686000
2014-09-03,16213137000
2014-09-04,16368842000
2014-09-05,16564181000
2014-09-08,16518885000
2014-09-09,16323545999
2014-09-10,16433955000
2014-09-11,16275419000
2014-09-12,16142362000
2014-09-15,16108390000
2014-09-16,16133869000
2014-09-17,16105559000
2014-09-18,16122545000
2014-09-19,16210306000
2014-09-22,16179165000
2014-09-23,16108390000
2014-09-24,16315053000
2014-09-25,16003643000
2014-09-26,16043277000
2014-09-29,15992319000
2014-09-30,15921640000
2014-10-01,15751960000
2014-10-02,15732164000
2014-10-03,15975372000
2014-10-06,15972544000
2014-10-07,15616216000
2014-10-08,15981028000
2014-10-09,15579452000
2014-10-10,15353212000
2014-10-13,15053444000
2014-10-14,15076068000
2014-10-15,14818720000
2014-10-16,14813064000
2014-10-17,15104347999
2014-10-20,15197672000
2014-10-21,15469160000
2014-10-22,15401288000
2014-10-23,15621872000
2014-10-24,15771756000
2014-10-27,15715196000
2014-10-28,15992340000
2014-10-29,15893360000
2014-10-30,16229892000
2014-10-31,16512692000
2014-11-03,16495724000
2014-11-04,16467444000
2014-11-05,16625812000
2014-11-06,16662576000
2014-11-07,16509864000
2014-11-10,16566424000
2014-11-11,16540972000
2014-11-12,16659747999
2014-11-13,16770040000
2014-11-14,16719136000
2014-11-17,16815288000
2014-11-18,16911440000
2014-11-19,16905784000
2014-11-20,16883160000
2014-11-21,16939720000
2014-11-24,16999108000
2014-11-25,17098088000
2014-11-26,17182928000
2014-11-28,17304532000
2014-12-01,17372404000
2014-12-02,17369576000
2014-12-03,17460072000
2014-12-04,17434620000
2014-12-05,17426136000
2014-12-08,17329984000
2014-12-09,17349780000
2014-12-10,17205552000
2014-12-11,17247972000
2014-12-12,17061324000
2014-12-15,17095260000
2014-12-16,17013247999
2014-12-17,17392200000
2014-12-18,17983252000
2014-12-19,17836196000
2014-12-22,17971940000
2014-12-23,18110512000
2014-12-24,17991736000
2014-12-26,17960628000
2014-12-29,17974768000
2014-12-30,17861648000
2014-12-31,17602600000
2015-01-02,17662030000
2015-01-05,17356390000
2015-01-06,17333750000
2015-01-07,17619580000
2015-01-08,17868620000
2015-01-09,17809190000
2015-01-12,17752590000
2015-01-13,17792210000
2015-01-14,17608260000
2015-01-15,17630900000
2015-01-16,17911070000
2015-01-20,17911070000
2015-01-21,17752590000
2015-01-22,18066720000
2015-01-23,18114830000
2015-01-26,18126150000
2015-01-27,17868620000
2015-01-28,17662030000
2015-01-29,17930880000
2015-01-30,17667690000
2015-02-02,17829000000
2015-02-03,18205390000
2015-02-04,18250670000
2015-02-05,18114830000
2015-02-06,18092190000
2015-02-09,18001630000
2015-02-10,18304440000
2015-02-11,18437450000
2015-02-12,18731770000
2015-02-13,18825160000
2015-02-17,18935530000
2015-02-18,19031750000
2015-02-19,19156270000
2015-02-20,19436440000
2015-02-23,19303430000
2015-02-24,19289280000
2015-02-25,19246830000
2015-02-26,19283620000
2015-02-27,19127970000
2015-03-02,19311920000
2015-03-03,19133630000
2015-03-04,18963830000
2015-03-05,19031750000
2015-03-06,18706300000
2015-03-09,18853460000
2015-03-10,18423300000
2015-03-11,18281800000
2015-03-12,18748750000
2015-03-13,18479900000
2015-03-16,18859120000
2015-03-17,18777050000
2015-03-18,19099670000
2015-03-19,19133630000
2015-03-20,19337390000
2015-03-23,19393990000
2015-03-24,19283620000
2015-03-25,19113820000
2015-03-26,19079860000
2015-03-27,18980809999
2015-03-30,19323240000
2015-03-31,19124860000
2015-04-01,19023700000
2015-04-02,19130480000
2015-04-06,19150150000
2015-04-07,19077090000
2015-04-08,19251310000
2015-04-09,19130480000
2015-04-10,18405500000
2015-04-13,18177890000
2015-04-14,18085160000
2015-04-15,18071110000
2015-04-16,18006480000
2015-04-17,17795730000
2015-04-20,17967140000
2015-04-21,18009290000
2015-04-22,18062680000
2015-04-23,18127310000
2015-04-24,18014910000
2015-04-27,17986810000
2015-04-28,18062680000
2015-04-29,18026150000
2015-04-30,17559690000
2015-05-01,17733910000
2015-05-04,17773250000
2015-05-05,17806970000
2015-05-06,17837880000
2015-05-07,18000860000
2015-05-08,18287480000
2015-05-11,18135740000
2015-05-12,17984000000
2015-05-13,17944660000
2015-05-14,18138550000
2015-05-15,18110450000
2015-05-18,18166650000
2015-05-19,18203180000
2015-05-20,18203180000
2015-05-21,18135740000
2015-05-22,18087970000
2015-05-26,17773250000
2015-05-27,17865980000
2015-05-28,17815400000
2015-05-29,17618700000
2015-06-01,17596220000
2015-06-02,17545640000
2015-06-03,17568120000
2015-06-04,17360180000
2015-06-05,17478200000
2015-06-08,17413570000
2015-06-09,17362990000
2015-06-10,17570930000
2015-06-11,18028960000
