,JPM
2009-04-13,128447550000
2009-04-14,117013050000
2009-04-15,124102440000
2009-04-16,126694260000
2009-04-17,126770490000
2009-04-20,113163435000
2009-04-21,123988095000
2009-04-22,121586850000
2009-04-23,126579915000
2009-04-24,127227870000
2009-04-27,124940970000
2009-04-28,124979085000
2009-04-29,131420519999
2009-04-30,125779500000
2009-05-01,123835635000
2009-05-04,136413585000
2009-05-05,132716430000
2009-05-06,141864030000
2009-05-07,134317260000
2009-05-08,148419810000
2009-05-11,136566045000
2009-05-12,134774640000
2009-05-13,129781574999
2009-05-14,135460710000
2009-05-15,133059464999
2009-05-18,142016490000
2009-05-19,136489815000
2009-05-20,131687324999
2009-05-21,133021350000
2009-05-22,131153714999
2009-05-26,139272210000
2009-05-27,132106589999
2009-05-28,139691475000
2009-05-29,140644350000
2009-06-01,137633265000
2009-06-02,131496750000
2009-06-03,129514769999
2009-06-04,134736525000
2009-06-05,131687324999
2009-06-08,134888985000
2009-06-09,134393490000
2009-06-10,132792660000
2009-06-11,133173809999
2009-06-12,133897995000
2009-06-15,129591000000
2009-06-16,127685250000
2009-06-17,124750394999
2009-06-18,130238955000
2009-06-19,133402500000
2009-06-22,125284004999
2009-06-23,127952055000
2009-06-24,127532790000
2009-06-25,130124610000
2009-06-26,131306175000
2009-06-29,131877900000
2009-06-30,134321769000
2009-07-01,132982883000
2009-07-02,127076033000
2009-07-06,128375540000
2009-07-07,129202499000
2009-07-08,128808709000
2009-07-09,132392197999
2009-07-10,127351686000
2009-07-13,136684509000
2009-07-14,136645130000
2009-07-15,142788254000
2009-07-16,142276327000
2009-07-17,145269131000
2009-07-20,145623542000
2009-07-21,145466026000
2009-07-22,145032857000
2009-07-23,150230885000
2009-07-24,149325168000
2009-07-27,150152127000
2009-07-28,149955232000
2009-07-29,148734483000
2009-07-30,151491013000
2009-07-31,152199835000
2009-08-03,155940840000
2009-08-04,158342959000
2009-08-05,164525462000
2009-08-06,160469425000
2009-08-07,166809444000
2009-08-10,168108951000
2009-08-11,162398996000
2009-08-12,166218759000
2009-08-13,168935910000
2009-08-14,167163855000
2009-08-17,160390667000
2009-08-18,164210430000
2009-08-19,163068439000
2009-08-20,167045718000
2009-08-21,171928714000
2009-08-24,169369079000
2009-08-25,171613682000
2009-08-26,170511070000
2009-08-27,171101755000
2009-08-28,169014668000
2009-08-31,171141134000
2009-09-01,164092293000
2009-09-02,160902594000
2009-09-03,165824969000
2009-09-04,166730686000
2009-09-08,167518266000
2009-09-09,168778394000
2009-09-10,169408458000
2009-09-11,167360750000
2009-09-14,172283125000
2009-09-15,170077901000
2009-09-16,175827235000
2009-09-17,177047984000
2009-09-18,177008605000
2009-09-21,175433445000
2009-09-22,182994213000
2009-09-23,177441774000
2009-09-24,174724623000
2009-09-25,171889335000
2009-09-28,176457299000
2009-09-29,176732952000
2009-09-30,172918102000
2009-10-01,163250157000
2009-10-02,165183746000
2009-10-05,172839180000
2009-10-06,177219351000
2009-10-07,180336770000
2009-10-08,178758330000
2009-10-09,180928685000
2009-10-12,181836288000
2009-10-13,180178926000
2009-10-14,186098076000
2009-10-15,186098076000
2009-10-16,181757366000
2009-10-19,181441678000
2009-10-20,181638983000
2009-10-21,176193365000
2009-10-22,180376231000
2009-10-23,178482103000
2009-10-26,172918102000
2009-10-27,173233790000
2009-10-28,168419548000
2009-10-29,175009535000
2009-10-30,164828597000
2009-11-02,168024938000
2009-11-03,168498470000
2009-11-04,166564881000
2009-11-05,173115407000
2009-11-06,171576428000
2009-11-09,175009535000
2009-11-10,174299237000
2009-11-11,174891152000
2009-11-12,170866130000
2009-11-13,169287690000
2009-11-16,169840144000
2009-11-17,170313676000
2009-11-18,171181818000
2009-11-19,167906555000
2009-11-20,167551406000
2009-11-23,170787208000
2009-11-24,167630328000
2009-11-25,166367576000
2009-11-27,163092313000
2009-11-30,167669789000
2009-12-01,166604342000
2009-12-02,165459973000
2009-12-03,163368540000
2009-12-04,164710214000
2009-12-07,162776625000
2009-12-08,162618781000
2009-12-09,162539859000
2009-12-10,162855547000
2009-12-11,161632256000
2009-12-14,164828597000
2009-12-15,161237646000
2009-12-16,163210696000
2009-12-17,158909447000
2009-12-18,161592795000
2009-12-21,165341590000
2009-12-22,165499434000
2009-12-23,163999916000
2009-12-24,165302129000
2009-12-28,164631292000
2009-12-29,163723689000
2009-12-30,163881533000
2009-12-31,165450735000
2010-01-04,170135925000
2010-01-05,173431440000
2010-01-06,174384360000
2010-01-07,177838695000
2010-01-08,177401940000
2010-01-11,176806365000
2010-01-12,172677045000
2010-01-13,175694625000
2010-01-14,177441645000
2010-01-15,173431440000
2010-01-19,171843240000
2010-01-20,172319700000
2010-01-21,160964070000
2010-01-22,155484780000
2010-01-25,155683305000
2010-01-26,152626020000
2010-01-27,156159765000
2010-01-28,156755340000
2010-01-29,154611270000
2010-02-01,157350915000
2010-02-02,161003775000
2010-02-03,159971445000
2010-02-04,152268675000
2010-02-05,152070150000
2010-02-08,149687850000
2010-02-09,152427495000
2010-02-10,154333335000
2010-02-11,154928910000
2010-02-12,154650975000
2010-02-16,159097935000
2010-02-17,158978820000
2010-02-18,160447905000
2010-02-19,158939115000
2010-02-22,162194925000
2010-02-23,158343540000
2010-02-24,162194925000
2010-02-25,161361120000
2010-02-26,166641885000
2010-03-01,166086015000
2010-03-02,165252210000
2010-03-03,164894865000
2010-03-04,166443360000
2010-03-05,169977105000
2010-03-08,169103595000
2010-03-09,168428610000
2010-03-10,170453565000
2010-03-11,171446190000
2010-03-12,171327075000
2010-03-15,171009435000
2010-03-16,171684420000
2010-03-17,173868195000
2010-03-18,173272620000
2010-03-19,172518225000
2010-03-22,173669670000
2010-03-23,177004890000
2010-03-24,178434270000
2010-03-25,178434270000
2010-03-26,178751910000
2010-03-29,178116630000
2010-03-30,177004890000
2010-03-31,178261625000
2010-04-01,179974530000
2010-04-05,180611890000
2010-04-06,182603640000
2010-04-07,180532220000
2010-04-08,182284960000
2010-04-09,183161330000
2010-04-12,183798690000
2010-04-13,182723145000
2010-04-14,190132455000
2010-04-15,190451135000
2010-04-16,181448425000
2010-04-19,180811065000
2010-04-20,182762980000
2010-04-21,180651725000
2010-04-22,178221790000
2010-04-23,179018490000
2010-04-26,174835815000
2010-04-27,168940235000
2010-04-28,173122910000
2010-04-29,175274000000
2010-04-30,169617430000
2010-05-03,173401755000
2010-05-04,169179245000
2010-05-05,169816605000
2010-05-06,162566635000
2010-05-07,162367460000
2010-05-10,167107825000
2010-05-11,165514425000
2010-05-12,166072115000
2010-05-13,162566635000
2010-05-14,158901815000
2010-05-17,158702640000
2010-05-18,155436170000
2010-05-19,156870230000
2010-05-20,150695805000
2010-05-21,159539175000
2010-05-24,153842770000
2010-05-25,155117490000
2010-05-26,154480130000
2010-05-27,161013070000
2010-05-28,157666930000
2010-06-01,153524090000
2010-06-02,157547425000
2010-06-03,155754850000
2010-06-04,149859270000
2010-06-07,146274120000
2010-06-08,150496630000
2010-06-09,147867520000
2010-06-10,152528215000
2010-06-11,151731515000
2010-06-14,148704055000
2010-06-15,152368875000
2010-06-16,153444420000
2010-06-17,153125740000
2010-06-18,156073530000
2010-06-21,154838645000
2010-06-22,152687555000
2010-06-23,154918315000
2010-06-24,151492505000
2010-06-25,157109240000
2010-06-28,153524090000
2010-06-29,147628510000
2010-06-30,144766923000
2010-07-01,142671144000
2010-07-02,141682569000
2010-07-06,143659719000
2010-07-07,150856545000
2010-07-08,150896088000
2010-07-09,153624555000
2010-07-12,154969017000
2010-07-13,160070064000
2010-07-14,159556005000
2010-07-15,159990978000
2010-07-16,154217700000
2010-07-19,154375872000
2010-07-20,156708909000
2010-07-21,151924206000
2010-07-22,155601705000
2010-07-23,157499769000
2010-07-26,159476919000
2010-07-27,160900467000
2010-07-28,159437376000
2010-07-29,159002403000
2010-07-30,159279204000
2010-08-02,164657052000
2010-08-03,162442644000
2010-08-04,163273047000
2010-08-05,163193961000
2010-08-06,159911892000
2010-08-09,157460226000
2010-08-10,154889931000
2010-08-11,149353911000
2010-08-12,149512083000
2010-08-13,148286250000
2010-08-16,149037567000
2010-08-17,148207164000
2010-08-18,149828427000
2010-08-19,146585901000
2010-08-20,146862702000
2010-08-23,145834584000
2010-08-24,143185203000
2010-08-25,143264289000
2010-08-26,140891709000
2010-08-27,144727380000
2010-08-30,141761655000
2010-08-31,143778348000
2010-09-01,149235282000
2010-09-02,150896088000
2010-09-03,154889931000
2010-09-07,151370604000
2010-09-08,154692216000
2010-09-09,158567430000
2010-09-10,157222968000
2010-09-13,162600816000
2010-09-14,161019096000
2010-09-15,162047214000
2010-09-16,162086757000
2010-09-17,158409258000
2010-09-20,162877617000
2010-09-21,160505037000
2010-09-22,157934742000
2010-09-23,154613130000
2010-09-24,157183425000
2010-09-27,154534044000
2010-09-28,154019985000
2010-09-29,151884663000
2010-09-30,149081020000
2010-10-01,152018770000
2010-10-04,152567150000
2010-10-05,155269880000
2010-10-06,156288300000
2010-10-07,154799840000
2010-10-08,153977270000
2010-10-11,155622410000
2010-10-12,158246800000
2010-10-13,156053280000
2010-10-14,151666240000
2010-10-15,145516550000
2010-10-18,149629400000
2010-10-19,147631730000
2010-10-20,149237700000
2010-10-21,147670900000
2010-10-22,147670900000
2010-10-25,145203190000
2010-10-26,145712400000
2010-10-27,147044180000
2010-10-28,146926670000
2010-10-29,147396710000
2010-11-01,146574140000
2010-11-02,144772320000
2010-11-03,147749240000
2010-11-04,155896600000
2010-11-05,160361980000
2010-11-08,158677670000
2010-11-09,156288300000
2010-11-10,159108540000
2010-11-11,156758340000
2010-11-12,155152370000
2010-11-15,156993360000
2010-11-16,155152370000
2010-11-17,153468060000
2010-11-18,155348220000
2010-11-19,154368970000
2010-11-22,150843670000
2010-11-23,147396710000
2010-11-24,149472720000
2010-11-26,147240030000
2010-11-29,148493470000
2010-11-30,146495800000
2010-12-01,149433550000
2010-12-02,153977270000
2010-12-03,155152370000
2010-12-06,156327470000
2010-12-07,153742250000
2010-12-08,157698420000
2010-12-09,159852770000
2010-12-10,162281310000
2010-12-13,162594670000
2010-12-14,159774430000
2010-12-15,157502570000
2010-12-16,156719170000
2010-12-17,155387390000
2010-12-20,156484150000
2010-12-21,160597000000
2010-12-22,165140720000
2010-12-23,164827360000
2010-12-27,167138390000
2010-12-28,166903370000
2010-12-29,165924120000
2010-12-30,165414910000
2010-12-31,166159140000
2011-01-03,173518128000
2011-01-04,175827456000
2011-01-05,177977520000
2011-01-06,177101568000
2011-01-07,173757024000
2011-01-10,172801440000
2011-01-11,173597760000
2011-01-12,178017336000
2011-01-13,176982120000
2011-01-14,178813656000
2011-01-18,178176600000
2011-01-19,174035736000
2011-01-20,178176600000
2011-01-21,180326664000
2011-01-24,179251632000
2011-01-25,178654392000
2011-01-26,179092368000
2011-01-27,179570160000
2011-01-28,177340464000
2011-01-31,178933104000
2011-02-01,182874888000
2011-02-02,180963720000
2011-02-03,181003536000
2011-02-04,177539544000
2011-02-07,181162800000
2011-02-08,182118384000
2011-02-09,179609976000
2011-02-10,181282248000
2011-02-11,185423112000
2011-02-14,185303664000
2011-02-15,186418512000
2011-02-16,190877904000
2011-02-17,190400112000
2011-02-18,191116800000
2011-02-22,183193416000
2011-02-23,182994336000
2011-02-24,182795256000
2011-02-25,185861088000
2011-02-28,185900904000
2011-03-01,181560960000
2011-03-02,180008136000
2011-03-03,183472128000
2011-03-04,181242432000
2011-03-07,179928504000
2011-03-08,184746240000
2011-03-09,185383296000
2011-03-10,181282248000
2011-03-11,182118384000
2011-03-14,180366480000
2011-03-15,177619176000
2011-03-16,174433896000
2011-03-17,177420096000
2011-03-18,182118384000
2011-03-21,181680408000
2011-03-22,181043352000
2011-03-23,181560960000
2011-03-24,182078568000
2011-03-25,182596176000
2011-03-28,182994336000
2011-03-29,183233232000
2011-03-30,184945320000
2011-03-31,182482240000
2011-04-01,183471840000
2011-04-04,183432256000
2011-04-05,184382272000
2011-04-06,188578176000
2011-04-07,187628160000
2011-04-08,185411456000
2011-04-11,185490624000
2011-04-12,184619776000
2011-04-13,183076000000
2011-04-14,178009248000
2011-04-15,177692576000
2011-04-18,174011264000
2011-04-19,176742560000
2011-04-20,176386304000
2011-04-21,176861312000
2011-04-25,176584224000
2011-04-26,178603008000
2011-04-27,180107200000
2011-04-28,181492640000
2011-04-29,180621792000
2011-05-02,178840512000
2011-05-03,181769728000
2011-05-04,180107200000
2011-05-05,178800928000
2011-05-06,178286336000
2011-05-09,177969664000
2011-05-10,178761344000
2011-05-11,175080032000
2011-05-12,174525856000
2011-05-13,170804960000
2011-05-16,169736192000
2011-05-17,173417504000
2011-05-18,174486272000
2011-05-19,174169600000
2011-05-20,170725792000
2011-05-23,168429920000
2011-05-24,167598656000
2011-05-25,167321568000
2011-05-26,168034080000
2011-05-27,169379936000
2011-05-31,171161216000
2011-06-01,165302784000
2011-06-02,164709024000
2011-06-03,164550688000
2011-06-06,160433952000
2011-06-07,161186048000
2011-06-08,159879776000
2011-06-09,162215232000
2011-06-10,162492320000
2011-06-13,164946528000
2011-06-14,164709024000
2011-06-15,161027712000
2011-06-16,159761024000
2011-06-17,161502720000
2011-06-20,160236032000
2011-06-21,161938144000
2011-06-22,161067296000
2011-06-23,158613088000
2011-06-24,156317216000
2011-06-27,157860992000
2011-06-28,156515136000
2011-06-29,160117280000
2011-06-30,158012024000
2011-07-01,160482168000
2011-07-05,158359388000
2011-07-06,156545376000
2011-07-07,159478672000
2011-07-08,157240104000
2011-07-11,152184028000
2011-07-12,152029644000
2011-07-13,152917352000
2011-07-14,155734860000
2011-07-15,154306808000
2011-07-18,153727868000
2011-07-19,155889244000
2011-07-20,158089216000
2011-07-21,163222484000
2011-07-22,162836524000
2011-07-25,160906724000
2011-07-26,159941824000
2011-07-27,156969932000
2011-07-28,157008528000
2011-07-29,156120820000
2011-08-01,156082224000
2011-08-02,153766464000
2011-08-03,153998040000
2011-08-04,146356032000
2011-08-05,145120960000
2011-08-08,131457976000
2011-08-09,140489440000
2011-08-10,132654451999
2011-08-11,141608724000
2011-08-12,138598236000
2011-08-15,142342048000
2011-08-16,139061388000
2011-08-17,141145572000
2011-08-18,135819323999
2011-08-19,132577260000
2011-08-22,128949235999
2011-08-23,134236888000
2011-08-24,138289468000
2011-08-25,137864912000
2011-08-26,139756116000
2011-08-29,145275344000
2011-08-30,143036776000
2011-08-31,144966576000
2011-09-01,140103480000
2011-09-02,133657948000
2011-09-06,129065023999
2011-09-07,134391272000
2011-09-08,129335195999
2011-09-09,123815968000
2011-09-12,125128232000
2011-09-13,125398404000
2011-09-14,126594879999
2011-09-15,130493076000
2011-09-16,129026428000
2011-09-19,125398404000
2011-09-20,124472100000
2011-09-21,117100264000
2011-09-22,112970492000
2011-09-23,114205564000
2011-09-26,122156340000
2011-09-27,121847572000
2011-09-28,117602012000
2011-09-29,121152844000
2011-09-30,114513228000
2011-10-03,108924435000
2011-10-04,115045494000
2011-10-05,117250596000
2011-10-06,123105522000
2011-10-07,116718330000
2011-10-10,122801369999
2011-10-11,122801369999
2011-10-12,126223080000
2011-10-13,120140040000
2011-10-14,121242591000
2011-10-17,118010976000
2011-10-18,124968452999
2011-10-19,122611275000
2011-10-20,125956947000
2011-10-21,127059498000
2011-10-24,131431683000
2011-10-25,127325631000
2011-10-26,129948942000
2011-10-27,140746338000
2011-10-28,139491711000
2011-10-31,132154044000
2011-11-01,124360149000
2011-11-02,127895916000
2011-11-03,130709322000
2011-11-04,129150543000
2011-11-07,130177056000
2011-11-08,133142538000
2011-11-09,123713826000
2011-11-10,124474206000
2011-11-11,126527232000
2011-11-14,123751844999
2011-11-15,124322130000
2011-11-16,119645793000
2011-11-17,115919931000
2011-11-18,116414178000
2011-11-21,113714829000
2011-11-22,111813879000
2011-11-23,107897922000
2011-11-25,108278112000
2011-11-28,110863404000
2011-11-29,108582264000
2011-11-30,117744843000
2011-12-01,115805874000
2011-12-02,122915427000
2011-12-05,127401669000
2011-12-06,126337136999
2011-12-07,129264600000
2011-12-08,122497218000
2011-12-09,126147042000
2011-12-12,121812876000
2011-12-13,118961451000
2011-12-14,119797869000
2011-12-15,120748344000
2011-12-16,121242591000
2011-12-19,116718330000
2011-12-20,122459199000
2011-12-21,122877408000
2011-12-22,127173555000
2011-12-23,127629783000
2011-12-27,125576757000
2011-12-28,124132035000
2011-12-29,127059498000
2011-12-30,126413175000
2012-01-03,133581623999
2012-01-04,133467060000
2012-01-05,136254784000
2012-01-06,135032768000
2012-01-09,134803639999
2012-01-10,137667740000
2012-01-11,139997208000
2012-01-12,140722780000
2012-01-13,137171296000
2012-01-17,133314307999
2012-01-18,139538952000
2012-01-19,141028284000
2012-01-20,142670368000
2012-01-23,143816008000
2012-01-24,143816008000
2012-01-25,143586880000
2012-01-26,143166812000
2012-01-27,142097548000
2012-01-30,141333788000
2012-01-31,142441240000
2012-02-01,143586880000
2012-02-02,143395940000
2012-02-03,146183664000
2012-02-06,145649032000
2012-02-07,144617956000
2012-02-08,146260040000
2012-02-09,144579768000
2012-02-10,143625068000
2012-02-13,146260040000
2012-02-14,144808896000
2012-02-15,142823120000
2012-02-16,145114400000
2012-02-17,146909236000
2012-02-21,146871048000
2012-02-22,145381716000
2012-02-23,146985612000
2012-02-24,146183664000
2012-02-27,149162328000
2012-02-28,149735148000
2012-02-29,149849712000
2012-03-01,154164956000
2012-03-02,155157844000
2012-03-05,154279520000
2012-03-06,150155216000
2012-03-07,152561060000
2012-03-08,154432272000
2012-03-09,156685364000
2012-03-12,154814152000
2012-03-13,165697732000
2012-03-14,166423304000
2012-03-15,170700360000
2012-03-16,170203916000
2012-03-19,171846000000
2012-03-20,173297144000
2012-03-21,172304256000
2012-03-22,170509420000
2012-03-23,172457008000
2012-03-26,176313996000
2012-03-27,175244732000
2012-03-28,176695876000
2012-03-29,174404596000
2012-03-30,175588424000
2012-04-02,175704557000
2012-04-03,173000238000
2012-04-04,169153249000
2012-04-05,168886626000
2012-04-09,167172621000
2012-04-10,163630344000
2012-04-11,167629689000
2012-04-12,170791076000
2012-04-13,164582569000
2012-04-16,165039637000
2012-04-17,167210710000
2012-04-18,164887281000
2012-04-19,164620658000
2012-04-20,162716208000
2012-04-23,163211365000
2012-04-24,164849192000
2012-04-25,164392124000
2012-04-26,166829820000
2012-04-27,165077726000
2012-04-30,163706522000
2012-05-01,166791731000
2012-05-02,164544480000
2012-05-03,163820789000
2012-05-04,159021575000
2012-05-07,159135842000
2012-05-08,157612282000
2012-05-09,154793696000
2012-05-10,155174586000
2012-05-11,140776944000
2012-05-14,136320531000
2012-05-15,138034536000
2012-05-16,135063594000
2012-05-17,129235977000
2012-05-18,127560061000
2012-05-21,123827339000
2012-05-22,129540689000
2012-05-23,130492914000
2012-05-24,129388333000
2012-05-25,127598150000
2012-05-29,128093307000
2012-05-30,125541344000
2012-05-31,126265035000
2012-06-01,121618177000
2012-06-04,118075900000
2012-06-05,121846711000
2012-06-06,125960323000
2012-06-07,124970009000
2012-06-08,128283752000
2012-06-11,125008098000
2012-06-12,128626553000
2012-06-13,130645269999
2012-06-14,131978385000
2012-06-15,133425767000
2012-06-18,131864117999
2012-06-19,134758882000
2012-06-20,138834405000
2012-06-21,135254039000
2012-06-22,137082311000
2012-06-25,134530348000
2012-06-26,136015819000
2012-06-27,140091342000
2012-06-28,136663332000
2012-06-29,136091996999
2012-07-02,137983724000
2012-07-03,136462404000
2012-07-05,130757454000
2012-07-06,128931870000
2012-07-09,129160068000
2012-07-10,130263025000
2012-07-11,131556147000
2012-07-12,129464332000
2012-07-13,137185031000
2012-07-16,133457797000
2012-07-17,133077467000
2012-07-18,132963368000
2012-07-19,131061718000
2012-07-20,128931870000
2012-07-23,130985651999
2012-07-24,132088608999
2012-07-25,133762061000
2012-07-26,136196173000
2012-07-27,140303737000
2012-07-30,137451262000
2012-07-31,136918800000
2012-08-01,136918800000
2012-08-02,133762061000
2012-08-03,137261097000
2012-08-06,138059790000
2012-08-07,140760133000
2012-08-08,141330628000
2012-08-09,140417836000
2012-08-10,140608001000
2012-08-13,140684067000
2012-08-14,141102430000
2012-08-15,140988331000
2012-08-16,141102430000
2012-08-17,140646034000
2012-08-20,142129321000
2012-08-21,144677532000
2012-08-22,143878839000
2012-08-23,141596859000
2012-08-24,141368661000
2012-08-27,141596859000
2012-08-28,141216529000
2012-08-29,141863090000
2012-08-30,140341770000
2012-08-31,141254562000
2012-09-04,140760133000
2012-09-05,141140463000
2012-09-06,147149677000
2012-09-07,149469690000
2012-09-10,147415908000
2012-09-11,150610680000
2012-09-12,151827736000
2012-09-13,157456620000
2012-09-14,158103181000
2012-09-17,156657927000
2012-09-18,156924158000
2012-09-19,157228422000
2012-09-20,156886125000
2012-09-21,155478904000
2012-09-24,156810059000
2012-09-25,154223815000
2012-09-26,153044792000
2012-09-27,154718244000
2012-09-28,153957584000
2012-10-01,156542273000
2012-10-02,156351228000
2012-10-03,156121974000
2012-10-04,159790038000
2012-10-05,159369739000
2012-10-08,159178694000
2012-10-09,158108842000
2012-10-10,159598993000
2012-10-11,160859890000
2012-10-12,159025858000
2012-10-15,161929742000
2012-10-16,163649147000
2012-10-17,165521388000
2012-10-18,164336909000
2012-10-19,161700488000
2012-10-22,160821681000
2012-10-23,157917797000
2012-10-24,159369739000
2012-10-25,159216903000
2012-10-26,157268244000
2012-10-31,159255112000
2012-11-01,163687356000
2012-11-02,162082578000
2012-11-05,161509443000
2012-11-06,163840192000
2012-11-07,154670032000
2012-11-08,154364360000
2012-11-09,155204958000
2012-11-12,155052122000
2012-11-13,152988836000
2012-11-14,150123161000
2012-11-15,150505251000
2012-11-16,151040177000
2012-11-19,155090331000
2012-11-20,155510630000
2012-11-21,155625257000
2012-11-23,157000781000
2012-11-26,156198392000
2012-11-27,155701675000
2012-11-28,156007347000
2012-11-29,157497498000
2012-11-30,156962572000
2012-12-03,155930929000
2012-12-04,155013913000
2012-12-05,157421080000
2012-12-06,158452723000
2012-12-07,162617504000
2012-12-10,161662279000
2012-12-11,162923176000
2012-12-12,163419893000
2012-12-13,163458102000
2012-12-14,163572729000
2012-12-17,166132732000
2012-12-18,167622883000
2012-12-19,166323777000
2012-12-20,170144677000
2012-12-21,168119600000
2012-12-24,167813928000
2012-12-26,167966764000
2012-12-27,166705867000
2012-12-28,165215716000
2012-12-31,169152590000
2013-01-02,171807020000
2013-01-03,171460790000
2013-01-04,174499920000
2013-01-07,174692270000
2013-01-08,175038500000
2013-01-09,174923090000
2013-01-10,177539050000
2013-01-11,177500580000
2013-01-14,176500360000
2013-01-15,178308450000
2013-01-16,180116540000
2013-01-17,178654680000
2013-01-18,178731620000
2013-01-22,179039380000
2013-01-23,177846810000
2013-01-24,178385390000
2013-01-25,181424520000
2013-01-28,179424080000
2013-01-29,181270640000
2013-01-30,181309110000
2013-01-31,181001350000
2013-02-01,184078950000
2013-02-04,183424960000
2013-02-05,187695130000
2013-02-06,187002670000
2013-02-07,185540810000
2013-02-08,187079610000
2013-02-11,187195020000
2013-02-12,189041580000
2013-02-13,187271960000
2013-02-14,189349340000
2013-02-15,188041360000
2013-02-19,190234150000
2013-02-20,187002670000
2013-02-21,185617750000
2013-02-22,188156770000
2013-02-25,183501900000
2013-02-26,183117200000
2013-02-27,189580160000
2013-02-28,188195240000
2013-03-01,188156770000
2013-03-04,188887700000
2013-03-05,190388030000
2013-03-06,192465410000
2013-03-07,194773610000
2013-03-08,193119400000
2013-03-11,194196560000
2013-03-12,193427160000
2013-03-13,192965520000
2013-03-14,196197000000
2013-03-15,192426940000
2013-03-18,190464970000
2013-03-19,189272400000
2013-03-20,188964640000
2013-03-21,186002450000
2013-03-22,187656660000
2013-03-25,186656440000
2013-03-26,187118080000
2013-03-27,183771190000
2013-03-28,182578620000
2013-04-01,182366977465
2013-04-02,184082744554
2013-04-03,178630418028
2013-04-04,181070620109
2013-04-05,182672002726
2013-04-08,185226589280
2013-04-09,185607870856
2013-04-10,187781175835
2013-04-11,188009944780
2013-04-12,186866100054
2013-04-15,182748259041
2013-04-16,184883435862
2013-04-17,178401649082
2013-04-18,177829726719
2013-04-19,180079288014
2013-04-22,180536825904
2013-04-23,183663334822
2013-04-24,185760383486
2013-04-25,186827971897
2013-04-26,186370434006
2013-04-29,186522946636
2013-04-30,186866100054
2013-05-01,183053284301
2013-05-02,183320181404
2013-05-03,181375645370
2013-05-06,183701462979
2013-05-07,187361766102
2013-05-08,189725711869
2013-05-09,186980484527
2013-05-10,186675459266
2013-05-13,189382558451
2013-05-14,191517735273
2013-05-15,194796756820
2013-05-16,194339218930
2013-05-17,199410263881
2013-05-20,199372135724
2013-05-21,202155491224
2013-05-22,204481308833
2013-05-23,203413720422
2013-05-24,204595693305
2013-05-28,208179740113
2013-05-29,208446637216
2013-05-30,212068812181
2013-05-31,208141611956
2013-06-03,207760330380
2013-06-04,206044563292
2013-06-05,202193619381
2013-06-06,203985642785
2013-06-07,206921510915
2013-06-10,207264664333
2013-06-11,203947514627
2013-06-12,202765541744
2013-06-13,206540229340
2013-06-14,202574900956
2013-06-17,205320128299
2013-06-18,206311460394
2013-06-19,204176283573
2013-06-20,200096570717
2013-06-21,198113906525
2013-06-24,194148578142
2013-06-25,198571444416
2013-06-26,200172827032
2013-06-27,202651157271
2013-06-28,201278543600
2013-07-01,197729830000
2013-07-02,198897600000
2013-07-03,198784590000
2013-07-05,203380330000
2013-07-08,206054900000
2013-07-09,206770630000
2013-07-10,206544610000
2013-07-11,207712380000
2013-07-12,207071990000
2013-07-15,206770630000
2013-07-16,207222670000
2013-07-17,208202090000
2013-07-18,212345790000
2013-07-19,211554720000
2013-07-22,213061520000
2013-07-23,213475890000
2013-07-24,213325210000
2013-07-25,212835500000
2013-07-26,211140350000
2013-07-29,209784230000
2013-07-30,208428110000
2013-07-31,209934910000
2013-08-01,212986180000
2013-08-02,212797830000
2013-08-05,211328700000
2013-08-06,209030830000
2013-08-07,208315100000
2013-08-08,206544610000
2013-08-09,205376840000
2013-08-12,203757030000
2013-08-13,204510430000
2013-08-14,203983050000
2013-08-15,200743430000
2013-08-16,200743430000
2013-08-19,195243610000
2013-08-20,196336040000
2013-08-21,194490210000
2013-08-22,196675070000
2013-08-23,197089440000
2013-08-26,195130600000
2013-08-27,190610200000
2013-08-28,190534860000
2013-08-29,190986900000
2013-08-30,190346510000
2013-09-03,192606710000
2013-09-04,195394290000
2013-09-05,196298370000
2013-09-06,197993520000
2013-09-09,199123620000
2013-09-10,202174890000
2013-09-11,200630420000
2013-09-12,196788080000
2013-09-13,198106530000
2013-09-16,200178380000
2013-09-17,199990030000
2013-09-18,201195470000
2013-09-19,198709250000
2013-09-20,198897600000
2013-09-23,193849820000
2013-09-24,189555440000
2013-09-25,194753900000
2013-09-26,195469630000
2013-09-27,196788080000
2013-09-30,196110527018
2013-10-01,197134900055
2013-10-02,197628116703
2013-10-03,197059020571
2013-10-04,199828621746
2013-10-07,196641683407
2013-10-08,192999468164
2013-10-09,192544191259
2013-10-10,199259525614
2013-10-11,199221585872
2013-10-14,199980380714
2013-10-15,198462791029
2013-10-16,204874607448
2013-10-17,205671342032
2013-10-18,206012799711
2013-10-21,205898980485
2013-10-22,203432897247
2013-10-23,200132139683
2013-10-24,199107766645
2013-10-25,200208019167
2013-10-28,199866561488
2013-10-29,200056260198
2013-10-30,199563043551
2013-10-31,195541430886
2013-11-01,199221585872
2013-11-04,197438417992
2013-11-05,197096960313
2013-11-06,197666056445
2013-11-07,195958768049
2013-11-08,204722848479
2013-11-11,205254004869
2013-11-12,204760788221
2013-11-13,205405763837
2013-11-14,206392197132
2013-11-15,208175365012
2013-11-18,211476122576
2013-11-19,213031652003
2013-11-20,212841953293
2013-11-21,217091204410
2013-11-22,218001758221
2013-11-25,218722613321
