,UPS
2009-04-13,53323140000
2009-04-14,53323140000
2009-04-15,54141500000
2009-04-16,55808160000
2009-04-17,54540700000
2009-04-20,53053680000
2009-04-21,55239300000
2009-04-22,54640500000
2009-04-23,53223340000
2009-04-24,53173440000
2009-04-27,51107580000
2009-04-28,50937920000
2009-04-29,51686420000
2009-04-30,52235320000
2009-05-01,51556680000
2009-05-04,54011760000
2009-05-05,55039700000
2009-05-06,55718340000
2009-05-07,55718340000
2009-05-08,57504760000
2009-05-11,55718340000
2009-05-12,54530720000
2009-05-13,52305180000
2009-05-14,52155480000
2009-05-15,51886020000
2009-05-18,52694400000
2009-05-19,51716360000
2009-05-20,51756280000
2009-05-21,49391020000
2009-05-22,49550700000
2009-05-26,51037720000
2009-05-27,49650500000
2009-05-28,48911980000
2009-05-29,51037720000
2009-06-01,52454880000
2009-06-02,52454880000
2009-06-03,50917960000
2009-06-04,50898000000
2009-06-05,51416960000
2009-06-08,51327140000
2009-06-09,51776240000
2009-06-10,51546700000
2009-06-11,51676440000
2009-06-12,50428940000
2009-06-15,48902000000
2009-06-16,48343120000
2009-06-17,48023760000
2009-06-18,48203400000
2009-06-19,48043720000
2009-06-22,46746320000
2009-06-23,47105600000
2009-06-24,47544720000
2009-06-25,49271260000
2009-06-26,49760280000
2009-06-29,50219360000
2009-06-30,49840030000
2009-07-01,50697450000
2009-07-02,48454200000
2009-07-06,48992580000
2009-07-07,47576840000
2009-07-08,47736360000
2009-07-09,47875940000
2009-07-10,48424290000
2009-07-13,49271740000
2009-07-14,49431260000
2009-07-15,50378410000
2009-07-16,52771210000
2009-07-17,52013490000
2009-07-20,52591750000
2009-07-21,52133130000
2009-07-22,52143100000
2009-07-23,53349470000
2009-07-24,53239800000
2009-07-27,54037400000
2009-07-28,53319560000
2009-07-29,52781180000
2009-07-30,53459140000
2009-07-31,53568810000
2009-08-03,54216860000
2009-08-04,53917760000
2009-08-05,53518960000
2009-08-06,53080280000
2009-08-07,53947670000
2009-08-10,53558840000
2009-08-11,53499020000
2009-08-12,54366410000
2009-08-13,53957640000
2009-08-14,53369410000
2009-08-17,51953670000
2009-08-18,52432230000
2009-08-19,52621660000
2009-08-20,52611690000
2009-08-21,53459140000
2009-08-24,53359440000
2009-08-25,54206890000
2009-08-26,53847970000
2009-08-27,53788150000
2009-08-28,53548870000
2009-08-31,53299620000
2009-09-01,52422260000
2009-09-02,52591750000
2009-09-03,52671510000
2009-09-04,53648570000
2009-09-08,53937700000
2009-09-09,55263710000
2009-09-10,56131100000
2009-09-11,58623600000
2009-09-14,59012430000
2009-09-15,59112130000
2009-09-16,59022400000
2009-09-17,58663480000
2009-09-18,58593690000
2009-09-21,58344440000
2009-09-22,58454110000
2009-09-23,58065280000
2009-09-24,57875850000
2009-09-25,56639570000
2009-09-28,57457110000
2009-09-29,56609660000
2009-09-30,56187650000
2009-10-01,54924000000
2009-10-02,54665300000
2009-10-05,55331950000
2009-10-06,55312050000
2009-10-07,55351850000
2009-10-08,56048350000
2009-10-09,55690150000
2009-10-12,55650350000
2009-10-13,55451350000
2009-10-14,56923950000
2009-10-15,57421450000
2009-10-16,56834400000
2009-10-19,57331900000
2009-10-20,57441350000
2009-10-21,56814500000
2009-10-22,56814500000
2009-10-23,55421500000
2009-10-26,54247400000
2009-10-27,54227500000
2009-10-28,54098150000
2009-10-29,54665300000
2009-10-30,53411600000
2009-11-02,53739950000
2009-11-03,53929000000
2009-11-04,53232500000
2009-11-05,54187700000
2009-11-06,54585700000
2009-11-09,55919000000
2009-11-10,56565750000
2009-11-11,57779650000
2009-11-12,56545850000
2009-11-13,56406550000
2009-11-16,57451300000
2009-11-17,56784650000
2009-11-18,57083150000
2009-11-19,56874200000
2009-11-20,57222450000
2009-11-23,57869200000
2009-11-24,57630400000
2009-11-25,57909000000
2009-11-27,57142850000
2009-11-30,57182650000
2009-12-01,57590600000
2009-12-02,57610500000
2009-12-03,57282150000
2009-12-04,57580650000
2009-12-07,57580650000
2009-12-08,57451300000
2009-12-09,57471200000
2009-12-10,57341850000
2009-12-11,57719950000
2009-12-14,58695050000
2009-12-15,58953750000
2009-12-16,58705000000
2009-12-17,57938850000
2009-12-18,57690100000
2009-12-21,58326900000
2009-12-22,58287100000
2009-12-23,57710000000
2009-12-24,57829400000
2009-12-28,57670200000
2009-12-29,58257250000
2009-12-30,57889100000
2009-12-31,57083150000
2010-01-04,57889100000
2010-01-05,57988600000
2010-01-06,57560750000
2010-01-07,57122950000
2010-01-08,59869150000
2010-01-11,62505900000
2010-01-12,62088000000
2010-01-13,61759650000
2010-01-14,61889000000
2010-01-15,61620350000
2010-01-19,61938750000
2010-01-20,60854200000
2010-01-21,59401500000
2010-01-22,58456250000
2010-01-25,58456250000
2010-01-26,58346800000
2010-01-27,59043300000
2010-01-28,58665200000
2010-01-29,57481150000
2010-02-01,58098050000
2010-02-02,58326900000
2010-02-03,58575650000
2010-02-04,57003550000
2010-02-05,56914000000
2010-02-08,56336900000
2010-02-09,57122950000
2010-02-10,56784650000
2010-02-11,56436400000
2010-02-12,55869250000
2010-02-16,57043350000
2010-02-17,57222450000
2010-02-18,56884150000
2010-02-19,57520950000
2010-02-22,57660250000
2010-02-23,58108000000
2010-02-24,58466200000
2010-02-25,58127900000
2010-02-26,58446300000
2010-03-01,58555750000
2010-03-02,58864200000
2010-03-03,58884100000
2010-03-04,58904000000
2010-03-05,59192550000
2010-03-08,59501000000
2010-03-09,59988550000
2010-03-10,60426350000
2010-03-11,62157650000
2010-03-12,62008400000
2010-03-15,62386500000
2010-03-16,62167600000
2010-03-17,62565600000
2010-03-18,64097900000
2010-03-19,64008350000
2010-03-22,63640200000
2010-03-23,64296900000
2010-03-24,63451150000
2010-03-25,63331750000
2010-03-26,63351650000
2010-03-29,63809349999
2010-03-30,64207350000
2010-03-31,64023540000
2010-04-01,63765100000
2010-04-05,63794920000
2010-04-06,63834680000
2010-04-07,63287980000
2010-04-08,63884379999
2010-04-09,64053360000
2010-04-12,64371440000
2010-04-13,64490719999
2010-04-14,65057300000
2010-04-15,68476660000
2010-04-16,67800739999
2010-04-19,67880260000
2010-04-20,67651640000
2010-04-21,67711280000
2010-04-22,67850440000
2010-04-23,68446840000
2010-04-26,68108879999
2010-04-27,65822680000
2010-04-28,67900140000
2010-04-29,69281800000
2010-04-30,68725160000
2010-05-03,70275800000
2010-05-04,68526360000
2010-05-05,66776920000
2010-05-06,64610000000
2010-05-07,63546420000
2010-05-10,67075120000
2010-05-11,66588059999
2010-05-12,67820620000
2010-05-13,66389260000
2010-05-14,65355500000
2010-05-17,65156700000
2010-05-18,64898260000
2010-05-19,64739219999
2010-05-20,63049420000
2010-05-21,62005720000
2010-05-24,61280100000
2010-05-25,61598180000
2010-05-26,61588240000
2010-05-27,63188580000
2010-05-28,62383440000
2010-06-01,60802980000
2010-06-02,62214460000
2010-06-03,62631940000
2010-06-04,60196640000
2010-06-07,58099300000
2010-06-08,58616180000
2010-06-09,58268280000
2010-06-10,60474960000
2010-06-11,60832800000
2010-06-14,60713520000
2010-06-15,62284040000
2010-06-16,62035540000
2010-06-17,61826800000
2010-06-18,62125000000
2010-06-21,61796980000
2010-06-22,60037600000
2010-06-23,60017720000
2010-06-24,59729460000
2010-06-25,59987900000
2010-06-28,59272220000
2010-06-29,57194760000
2010-06-30,56548660000
2010-07-01,57652000000
2010-07-02,56419440000
2010-07-06,56856800000
2010-07-07,59113180000
2010-07-08,59600240000
2010-07-09,59699640000
2010-07-12,59659880000
2010-07-13,60932200000
2010-07-14,61389440000
2010-07-15,60971960000
2010-07-16,59321920000
2010-07-19,60097240000
2010-07-20,60514720000
2010-07-21,59649940000
2010-07-22,62771100000
2010-07-23,63287980000
2010-07-26,64490719999
2010-07-27,64272040000
2010-07-28,64411200000
2010-07-29,64003660000
2010-07-30,64610000000
2010-08-02,66200399999
2010-08-03,66200399999
2010-08-04,66975719999
2010-08-05,67015480000
2010-08-06,66299800000
2010-08-09,67015480000
2010-08-10,66806739999
2010-08-11,64818739999
2010-08-12,64093120000
2010-08-13,64053360000
2010-08-16,64262100000
2010-08-17,65623879999
2010-08-18,65772980000
2010-08-19,65027480000
2010-08-20,64709399999
2010-08-23,64828680000
2010-08-24,63466900000
2010-08-25,62969900000
2010-08-26,63049420000
2010-08-27,64083180000
2010-08-30,63556360000
2010-08-31,63417200000
2010-09-01,65792860000
2010-09-02,66717280000
2010-09-03,67234160000
2010-09-07,66677520000
2010-09-08,67154640000
2010-09-09,67244100000
2010-09-10,67353440000
2010-09-13,67124820000
2010-09-14,67045300000
2010-09-15,67254040000
2010-09-16,66319680000
2010-09-17,66279920000
2010-09-20,66498600000
2010-09-21,66588059999
2010-09-22,67114879999
2010-09-23,65991660000
2010-09-24,66866379999
2010-09-27,66677520000
2010-09-28,66776920000
2010-09-29,66339559999
2010-09-30,66156480000
2010-10-01,65908480000
2010-10-04,65591040000
2010-10-05,67336959999
2010-10-06,67267520000
2010-10-07,66831040000
2010-10-08,66989760000
2010-10-11,66811199999
2010-10-12,66702079999
2010-10-13,68110720000
2010-10-14,68844800000
2010-10-15,68755520000
2010-10-18,68944000000
2010-10-19,68190079999
2010-10-20,69092800000
2010-10-21,69033280000
2010-10-22,69271360000
2010-10-25,68765440000
2010-10-26,68864640000
2010-10-27,67436160000
2010-10-28,67118720000
2010-10-29,66801280000
2010-11-01,66801280000
2010-11-02,67753600000
2010-11-03,68080959999
2010-11-04,68815040000
2010-11-05,69231680000
2010-11-08,68924160000
2010-11-09,68438079999
2010-11-10,67525439999
2010-11-11,67733760000
2010-11-12,67575040000
2010-11-15,67525439999
2010-11-16,66969920000
2010-11-17,66702079999
2010-11-18,67624640000
2010-11-19,68557120000
2010-11-22,68239680000
2010-11-23,67614720000
2010-11-24,69033280000
2010-11-26,68547199999
2010-11-29,69320960000
2010-11-30,69568960000
2010-12-01,70868480000
2010-12-02,71285120000
2010-12-03,71225600000
2010-12-06,71116480000
2010-12-07,71116480000
2010-12-08,71433920000
2010-12-09,72455680000
2010-12-10,72306880000
2010-12-13,72187840000
2010-12-14,72019200000
2010-12-15,71672000000
2010-12-16,73169920000
2010-12-17,72475520000
2010-12-20,72158080000
2010-12-21,72296960000
2010-12-22,72277120000
2010-12-23,72148160000
2010-12-27,72227520000
2010-12-28,72227520000
2010-12-29,72098560000
2010-12-30,72098560000
2010-12-31,71999360000
2011-01-03,72366400000
2011-01-04,72207680000
2011-01-05,72316800000
2011-01-06,71910080000
2011-01-07,71572800000
2011-01-10,71562880000
2011-01-11,71176000000
2011-01-12,71374400000
2011-01-13,71672000000
2011-01-14,71900160000
2011-01-18,72435840000
2011-01-19,71602560000
2011-01-20,72078720000
2011-01-21,72306880000
2011-01-24,72624320000
2011-01-25,72247360000
2011-01-26,72287040000
2011-01-27,72326720000
2011-01-28,70164160000
2011-01-31,71047040000
2011-02-01,73993280000
2011-02-02,73447680000
2011-02-03,73695680000
2011-02-04,73745280000
2011-02-07,73656000000
2011-02-08,73874240000
2011-02-09,73983360000
2011-02-10,74171840000
2011-02-11,74717440000
2011-02-14,74201600000
2011-02-15,74201600000
2011-02-16,75054720000
2011-02-17,75719360000
2011-02-18,75858240000
2011-02-22,74013120000
2011-02-23,72882240000
2011-02-24,73090560000
2011-02-25,72872320000
2011-02-28,73209600000
2011-03-01,71771200000
2011-03-02,71691840000
2011-03-03,72872320000
2011-03-04,71860480000
2011-03-07,71225600000
2011-03-08,72237440000
2011-03-09,72664000000
2011-03-10,72525120000
2011-03-11,73497280000
2011-03-14,72604480000
2011-03-15,71235520000
2011-03-16,69816960000
2011-03-17,71037120000
2011-03-18,71027200000
2011-03-21,72257280000
2011-03-22,71473600000
2011-03-23,71047040000
2011-03-24,71523200000
2011-03-25,71463680000
2011-03-28,72931840000
2011-03-29,73259200000
2011-03-30,73904000000
2011-03-31,73428160000
2011-04-01,73586240000
2011-04-04,73843120000
2011-04-05,73260200000
2011-04-06,73576360000
2011-04-07,73112000000
2011-04-08,72371000000
2011-04-11,72331480000
2011-04-12,72351240000
2011-04-13,71738680000
2011-04-14,71541080000
2011-04-15,71837480000
2011-04-18,71056960000
2011-04-19,71116240000
2011-04-20,71837480000
2011-04-21,72291960000
2011-04-25,72756320000
2011-04-26,73408400000
2011-04-27,73378760000
2011-04-28,73912280000
2011-04-29,74070360000
2011-05-02,73971560000
2011-05-03,74188920000
2011-05-04,73359000000
2011-05-05,73072480000
2011-05-06,73210800000
2011-05-09,72815600000
2011-05-10,73477560000
2011-05-11,73754200000
2011-05-12,73447920000
2011-05-13,73250320000
2011-05-16,72914400000
2011-05-17,72538960000
2011-05-18,72953920000
2011-05-19,73408400000
2011-05-20,73161400000
2011-05-23,72618000000
2011-05-24,72035080000
2011-05-25,71926400000
2011-05-26,72094360000
2011-05-27,72084480000
2011-05-31,72608120000
2011-06-01,71432400000
2011-06-02,71452160000
2011-06-03,70296200000
2011-06-06,69515680000
2011-06-07,68913000000
2011-06-08,68428880000
2011-06-09,68458520000
2011-06-10,67678000000
2011-06-13,67638479999
2011-06-14,68379479999
2011-06-15,68280680000
2011-06-16,68221400000
2011-06-17,68339960000
2011-06-20,68468400000
2011-06-21,69802200000
2011-06-22,70256680000
2011-06-23,70464160000
2011-06-24,70266560000
2011-06-27,70582720000
2011-06-28,71185400000
2011-06-29,71116240000
2011-06-30,71252610000
2011-07-01,72258920000
2011-07-05,72083060000
2011-07-06,72786500000
2011-07-07,73636490000
2011-07-08,72854890000
2011-07-11,72043980000
2011-07-12,71565250000
2011-07-13,71731340000
2011-07-14,71672720000
2011-07-15,71399160000
2011-07-18,70754340000
2011-07-19,71711800000
2011-07-20,71829040000
2011-07-21,72688800000
2011-07-22,72454320000
2011-07-25,72346850000
2011-07-26,69943430000
2011-07-27,68595169999
2011-07-28,67549780000
2011-07-29,67627940000
2011-08-01,66064740000
2011-08-02,64755560000
2011-08-03,65713020000
2011-08-04,63729710000
2011-08-05,64179130000
2011-08-08,60964800000
2011-08-09,62625699999
2011-08-10,60564230000
2011-08-11,63231440000
2011-08-12,63700400000
2011-08-15,64364759999
2011-08-16,63700400000
2011-08-17,63583160000
2011-08-18,60847560000
2011-08-19,60280900000
2011-08-22,60574000000
2011-08-23,62371680000
2011-08-24,63329139999
2011-08-25,62195820000
2011-08-26,63211900000
2011-08-29,65195210000
2011-08-30,65683710000
2011-08-31,65840030000
2011-09-01,65136590000
2011-09-02,64100970000
2011-09-06,62869949999
2011-09-07,63495229999
2011-09-08,63407300000
2011-09-09,62742940000
2011-09-12,62400990000
2011-09-13,63182590000
2011-09-14,64638320000
2011-09-15,64657860000
2011-09-16,65058430000
2011-09-19,64286600000
2011-09-20,64687169999
2011-09-21,62860180000
2011-09-22,60740090000
2011-09-23,60574000000
2011-09-26,61756170000
2011-09-27,62537770000
2011-09-28,61697550000
2011-09-29,63182590000
2011-09-30,60750300000
2011-10-03,59855640000
2011-10-04,61625720000
2011-10-05,63078339999
2011-10-06,63992239999
2011-10-07,63742120000
2011-10-10,65281320000
2011-10-11,65367900000
2011-10-12,65954720000
2011-10-13,65502580000
2011-10-14,66339519999
2011-10-17,65425620000
2011-10-18,66618500000
2011-10-19,66204839999
2011-10-20,66570400000
2011-10-21,67397720000
2011-10-24,68176940000
2011-10-25,66714699999
2011-10-26,66743559999
2011-10-27,68831100000
2011-10-28,68773380000
2011-10-31,67570879999
2011-11-01,65993199999
2011-11-02,66714699999
2011-11-03,67878720000
2011-11-04,67330379999
2011-11-07,67782519999
2011-11-08,68831100000
2011-11-09,66368379999
2011-11-10,67224559999
2011-11-11,68090360000
2011-11-14,67580500000
2011-11-15,67888339999
2011-11-16,66676220000
2011-11-17,66310660000
2011-11-18,66512680000
2011-11-21,65627640000
2011-11-22,65454480000
2011-11-23,64357800000
2011-11-25,63934519999
2011-11-28,65646879999
2011-11-29,65810420000
2011-11-30,69023500000
2011-12-01,68427059999
2011-12-02,68369339999
2011-12-05,69215900000
2011-12-06,69071600000
2011-12-07,70524220000
2011-12-08,69283240000
2011-12-09,69696900000
2011-12-12,69110080000
2011-12-13,68350100000
2011-12-14,67955680000
2011-12-15,68831100000
2011-12-16,69033120000
2011-12-19,68109600000
2011-12-20,69802720000
2011-12-21,69716140000
2011-12-22,70226000000
2011-12-23,70678140000
2011-12-27,70697380000
2011-12-28,69966260000
2011-12-29,70735860000
2011-12-30,70408780000
2012-01-03,71341920000
2012-01-04,71034080000
2012-01-05,70341440000
2012-01-06,70687760000
2012-01-09,70658900000
2012-01-10,71370780000
2012-01-11,71774820000
2012-01-12,71899880000
2012-01-13,71341920000
2012-01-17,71380400000
2012-01-18,72082660000
2012-01-19,72448220000
2012-01-20,72554040000
2012-01-23,72275060000
2012-01-24,72150000000
2012-01-25,72746440000
2012-01-26,72958080000
2012-01-27,73150480000
2012-01-30,73256300000
2012-01-31,72775300000
2012-02-01,73862360000
2012-02-02,73477560000
2012-02-03,73785400000
2012-02-06,73997040000
2012-02-07,74352980000
2012-02-08,73997040000
2012-02-09,73660340000
2012-02-10,73775780000
2012-02-13,74227920000
2012-02-14,74179820000
2012-02-15,73814260000
2012-02-16,73843120000
2012-02-17,73843120000
2012-02-21,73496800000
2012-02-22,73015800000
2012-02-23,73727680000
2012-02-24,73593000000
2012-02-27,73852740000
2012-02-28,73939320000
2012-02-29,74064380000
2012-03-01,73968180000
2012-03-02,73631480000
2012-03-05,73419840000
2012-03-06,72736820000
2012-03-07,73112000000
2012-03-08,73804640000
2012-03-09,74227920000
2012-03-12,74737780000
2012-03-13,75391940000
2012-03-14,75266880000
2012-03-15,75940280000
2012-03-16,75430420000
2012-03-19,78027820000
2012-03-20,77335180000
2012-03-21,77450620000
2012-03-22,77229360000
2012-03-23,76681020000
2012-03-26,77508340000
2012-03-27,77335180000
2012-03-28,76998480000
2012-03-29,76815700000
2012-03-30,77652640000
2012-04-02,77604540000
2012-04-03,77460240000
2012-04-04,76825320000
2012-04-05,77133160000
2012-04-09,76180780000
2012-04-10,75353460000
2012-04-11,75795980000
2012-04-12,76402040000
2012-04-13,76536720000
2012-04-16,76536720000
2012-04-17,77248600000
2012-04-18,77431380000
2012-04-19,76825320000
2012-04-20,77219740000
2012-04-23,76026860000
2012-04-24,76440520000
2012-04-25,76623300000
2012-04-26,75276500000
2012-04-27,75459280000
2012-04-30,75170680000
2012-05-01,75488140000
2012-05-02,75440040000
2012-05-03,75103340000
2012-05-04,74776260000
2012-05-07,74843600000
2012-05-08,74708920000
2012-05-09,74218300000
2012-05-10,73698820000
2012-05-11,73525660000
2012-05-14,73314020000
2012-05-15,73188960000
2012-05-16,73035040000
2012-05-17,71967220000
2012-05-18,71216860000
2012-05-21,71803680000
2012-05-22,71919120000
2012-05-23,72150000000
2012-05-24,72323160000
2012-05-25,72092280000
2012-05-29,72640620000
2012-05-30,71774820000
2012-05-31,72092280000
2012-06-01,70466500000
2012-06-04,70216380000
2012-06-05,70033600000
2012-06-06,72130760000
2012-06-07,72602140000
2012-06-08,73718060000
2012-06-11,72948460000
2012-06-12,73294780000
2012-06-13,73371740000
2012-06-14,74429940000
2012-06-15,74583860000
2012-06-18,74833980000
2012-06-19,75189920000
2012-06-20,75199540000
2012-06-21,74170200000
2012-06-22,74757020000
2012-06-25,73535280000
2012-06-26,73458320000
2012-06-27,73871980000
2012-06-28,74179820000
2012-06-29,75767120000
2012-07-02,75621090000
2012-07-03,76370670000
2012-07-05,76793510000
2012-07-06,76274570000
2012-07-09,76111200000
2012-07-10,75515380000
2012-07-11,75803680000
2012-07-12,75524990000
2012-07-13,76341840000
2012-07-16,76082370000
2012-07-17,76236130000
2012-07-18,77081810000
2012-07-19,76851170000
2012-07-20,75390450000
2012-07-23,74909950000
2012-07-24,71440740000
2012-07-25,71373470000
2012-07-26,71950070000
2012-07-27,73036000000
2012-07-30,73257030000
2012-07-31,72661210000
2012-08-01,72219150000
2012-08-02,72075000000
2012-08-03,72805360000
2012-08-06,72670820000
2012-08-07,73122490000
2012-08-08,72824580000
2012-08-09,73064830000
2012-08-10,73324300000
2012-08-13,73180150000
2012-08-14,73208980000
2012-08-15,73593380000
2012-08-16,73391570000
2012-08-17,73506890000
2012-08-20,73458840000
2012-08-21,72939900000
2012-08-22,73170540000
2012-08-23,72728480000
2012-08-24,72766920000
2012-08-27,72324860000
2012-08-28,71680990000
2012-08-29,71402300000
2012-08-30,70941020000
2012-08-31,70931410000
2012-09-04,70825700000
2012-09-05,69134340000
2012-09-06,69134340000
2012-09-07,69768600000
2012-09-10,70201050000
2012-09-11,70671940000
2012-09-12,70768040000
2012-09-13,71815530000
2012-09-14,70806480000
2012-09-17,71335030000
2012-09-18,70643110000
2012-09-19,71373470000
2012-09-20,69778210000
2012-09-21,69076680000
2012-09-24,69220830000
2012-09-25,69259270000
2012-09-26,68980580000
2012-09-27,69211220000
2012-09-28,68778770000
2012-10-01,68784111718
2012-10-02,68793663740
2012-10-03,70102290779
2012-10-04,69701105847
2012-10-05,69825282135
2012-10-08,70455715599
2012-10-09,69748865958
2012-10-10,69022912272
2012-10-11,69061120361
2012-10-12,68879631939
2012-10-15,69338129004
2012-10-16,69834834157
2012-10-17,70006770557
2012-10-18,70312435266
2012-10-19,69061120361
2012-10-22,68354270720
2012-10-23,70427059533
2012-10-24,69844386180
2012-10-25,69920802357
2012-10-26,69748865958
2012-10-31,69968562468
2012-11-01,70589443910
2012-11-02,70188258978
2012-11-05,70159602912
2012-11-06,70274227178
2012-11-07,69729761914
2012-11-08,69338129004
2012-11-09,69013360250
2012-11-12,69061120361
2012-11-13,68640831385
2012-11-14,67150715925
2012-11-15,67179371991
2012-11-16,66883259304
2012-11-19,68239646453
2012-11-20,68144126232
2012-11-21,68201438365
2012-11-23,68755455651
2012-11-26,69328576982
2012-11-27,68927392050
2012-11-28,69452753270
2012-11-29,70264675156
2012-11-30,69834834157
2012-12-03,69032464294
2012-12-04,69767970002
2012-12-05,70207363023
2012-12-06,69662897758
2012-12-07,69892146291
2012-12-10,70379299422
2012-12-11,70455715599
2012-12-12,70140498867
2012-12-13,70064082690
2012-12-14,69586481581
2012-12-17,70073634712
2012-12-18,71687926460
2012-12-19,72222839702
2012-12-20,71764342638
2012-12-21,71487333995
2012-12-24,71296293551
2012-12-26,70933316708
2012-12-27,70598995932
2012-12-28,69567377536
2012-12-31,70190960000
2013-01-02,72647120000
2013-01-03,72713760000
2013-01-04,72894640000
2013-01-07,72685200000
2013-01-08,72485280000
2013-01-09,73304000000
2013-01-10,74446400000
2013-01-11,74179840000
2013-01-14,75436480000
2013-01-15,75522160000
2013-01-16,75836320000
2013-01-17,75960080000
2013-01-18,76398000000
2013-01-22,76807360000
2013-01-23,76483680000
2013-01-24,78197280000
2013-01-25,78492400000
2013-01-28,78549520000
2013-01-29,78263920000
2013-01-30,77330960000
2013-01-31,75484080000
2013-02-01,76131440000
2013-02-04,76074320000
2013-02-05,76921600000
2013-02-06,77026320000
2013-02-07,77873600000
2013-02-08,78425760000
2013-02-11,78720880000
2013-02-12,78359120000
2013-02-13,78540000000
2013-02-14,78720880000
2013-02-15,79472960000
2013-02-19,80691520000
2013-02-20,79787120000
2013-02-21,78644720000
2013-02-22,78958880000
2013-02-25,78006880000
2013-02-26,78006880000
2013-02-27,78854160000
2013-02-28,78682800000
2013-03-01,78892240000
2013-03-04,78949360000
2013-03-05,80034640000
2013-03-06,80377360000
2013-03-07,80253600000
2013-03-08,80386880000
2013-03-11,80615360000
2013-03-12,80472560000
2013-03-13,81091360000
2013-03-14,81519760000
2013-03-15,81367440000
2013-03-18,81329360000
2013-03-19,80996160000
2013-03-20,79996560000
2013-03-21,79016000000
2013-03-22,80691520000
2013-03-25,80548720000
2013-03-26,80958080000
2013-03-27,81329360000
2013-03-28,81776800000
2013-04-01,79655210000
2013-04-02,79136560000
2013-04-03,78580190000
2013-04-04,78900810000
2013-04-05,78778220000
2013-04-08,78485890000
2013-04-09,78787650000
2013-04-10,79740080000
2013-04-11,79513760000
2013-04-12,79344020000
2013-04-15,77712630000
2013-04-16,78476460000
2013-04-17,77816360000
2013-04-18,77674910000
2013-04-19,78259570000
2013-04-22,78514180000
2013-04-23,78966820000
2013-04-24,78740500000
2013-04-25,80551060000
2013-04-26,80824530000
2013-04-29,81352610000
2013-04-30,80947120000
2013-05-01,79985260000
2013-05-02,80466190000
2013-05-03,81182870000
2013-05-06,82078720000
2013-05-07,83606380000
2013-05-08,83955290000
2013-05-09,83200890000
2013-05-10,83304620000
2013-05-13,83021720000
2013-05-14,83361200000
2013-05-15,83549800000
2013-05-16,82842550000
2013-05-17,83644100000
2013-05-20,83502650000
2013-05-21,83719540000
2013-05-22,83116020000
2013-05-23,82333330000
2013-05-24,81880690000
2013-05-28,81805250000
2013-05-29,81418620000
2013-05-30,81437480000
2013-05-31,81003700000
2013-06-03,81333750000
2013-06-04,81060280000
2013-06-05,80117280000
2013-06-06,79928680000
2013-06-07,81446910000
2013-06-10,81428050000
2013-06-11,80767950000
2013-06-12,80635930000
2013-06-13,81399760000
2013-06-14,81013130000
2013-06-17,81607220000
2013-06-18,82446490000
2013-06-19,81446910000
2013-06-20,80051270000
2013-06-21,80541630000
2013-06-24,80409610000
2013-06-25,80833960000
2013-06-26,81494060000
2013-06-27,82125870000
2013-06-28,81550640000
2013-07-01,81391750000
2013-07-02,80980350000
2013-07-03,80559600000
2013-07-05,81849900000
2013-07-08,82607250000
2013-07-09,83897550000
2013-07-10,84374400000
2013-07-11,85505750000
2013-07-12,80522200000
2013-07-15,79923800000
2013-07-16,80391300000
2013-07-17,81017750000
2013-07-18,82139750000
2013-07-19,82354800000
2013-07-22,81915350000
2013-07-23,81821850000
2013-07-24,81326300000
2013-07-25,81186050000
2013-07-26,81335650000
2013-07-29,81167350000
2013-07-30,80793350000
2013-07-31,81158000000
2013-08-01,82317400000
2013-08-02,82205200000
2013-08-05,82149100000
2013-08-06,82233250000
2013-08-07,82167800000
2013-08-08,82392200000
2013-08-09,82102350000
2013-08-12,82064950000
2013-08-13,82008850000
2013-08-14,81765750000
2013-08-15,80372600000
2013-08-16,80456750000
2013-08-19,80484800000
2013-08-20,80690500000
2013-08-21,80494150000
2013-08-22,81307600000
2013-08-23,81503950000
2013-08-26,81532000000
2013-08-27,80260400000
2013-08-28,80073400000
2013-08-29,80138850000
2013-08-30,80017300000
2013-09-03,80372600000
2013-09-04,80924250000
2013-09-05,81167350000
2013-09-06,81120600000
2013-09-09,81466550000
2013-09-10,82345450000
2013-09-11,82981250000
2013-09-12,82831650000
2013-09-13,82897100000
2013-09-16,83766650000
2013-09-17,84047150000
2013-09-18,85056950000
2013-09-19,85739500000
2013-09-20,85599250000
2013-09-23,85356150000
2013-09-24,85328100000
2013-09-25,85085000000
2013-09-26,85833000000
2013-09-27,85318750000
2013-09-30,84791360000
2013-10-01,85190400000
2013-10-02,84707840000
2013-10-03,83612800000
2013-10-04,84448000000
2013-10-07,83547840000
2013-10-08,82527040000
2013-10-09,82313600000
2013-10-10,83779840000
2013-10-11,84234560000
2013-10-14,83854080000
2013-10-15,83779840000
2013-10-16,84754240000
2013-10-17,85301760000
2013-10-18,86304000000
2013-10-21,87027840000
2013-10-22,87018560000
2013-10-23,87185600000
2013-10-24,87686720000
2013-10-25,88726080000
2013-10-28,90730560000
2013-10-29,91231680000
2013-10-30,91203840000
2013-10-31,91166720000
2013-11-01,91148160000
2013-11-04,92688640000
2013-11-05,93078400000
2013-11-06,91964800000
2013-11-07,91491520000
2013-11-08,92447360000
2013-11-11,92131840000
2013-11-12,92632960000
2013-11-13,93765120000
2013-11-14,93700160000
2013-11-15,93672320000
2013-11-18,93987840000
2013-11-19,93468160000
2013-11-20,92920640000
2013-11-21,93848640000
2013-11-22,94637440000
2013-11-25,93932160000
