,MTCH
2009-05-08,1426009377
2009-05-11,1432333143
2009-05-12,1413361844
2009-05-13,1369095477
2009-05-14,1369095477
2009-05-15,1350124177
2009-05-18,1378581127
2009-05-19,1381743010
2009-05-20,1403876194
2009-05-21,1388066777
2009-05-22,1397552427
2009-05-26,1448142560
2009-05-27,1448142560
2009-05-28,1457628210
2009-05-29,1463951977
2009-06-01,1495570810
2009-06-02,1479761393
2009-06-03,1441818793
2009-06-04,1454466327
2009-06-05,1473437627
2009-06-08,1463951977
2009-06-09,1489247043
2009-06-10,1511380226
2009-06-11,1495570810
2009-06-12,1482923277
2009-06-15,1470275743
2009-06-16,1467113860
2009-06-17,1473437627
2009-06-18,1470275743
2009-06-19,1486085160
2009-06-22,1441818793
2009-06-23,1429171260
2009-06-24,1441818793
2009-06-25,1435495027
2009-06-26,1438656910
2009-06-29,1438656910
2009-06-30,1339605024
2009-07-01,1357154435
2009-07-02,1342529926
2009-07-06,1348379729
2009-07-07,1319130711
2009-07-08,1310356006
2009-07-09,1319130711
2009-07-10,1322055613
2009-07-13,1345454828
2009-07-14,1354229533
2009-07-15,1395178158
2009-07-16,1412727569
2009-07-17,1403952864
2009-07-20,1441976587
2009-07-21,1465375801
2009-07-22,1488775016
2009-07-23,1506324427
2009-07-24,1494624819
2009-07-27,1506324427
2009-07-28,1494624819
2009-07-29,1503399525
2009-07-30,1541423248
2009-07-31,1538498346
2009-08-03,1547273052
2009-08-04,1529723641
2009-08-05,1515099132
2009-08-06,1532648543
2009-08-07,1544348150
2009-08-10,1544348150
2009-08-11,1529723641
2009-08-12,1544348150
2009-08-13,1564822463
2009-08-14,1564822463
2009-08-17,1535573445
2009-08-18,1550197954
2009-08-19,1585296775
2009-08-20,1585296775
2009-08-21,1629170302
2009-08-24,1591146579
2009-08-25,1602846186
2009-08-26,1588221677
2009-08-27,1579446972
2009-08-28,1558972659
2009-08-31,1547273052
2009-09-01,1550197954
2009-09-02,1529723641
2009-09-03,1541423248
2009-09-04,1567747364
2009-09-08,1585296775
2009-09-09,1629170302
2009-09-10,1632095204
2009-09-11,1608695990
2009-09-14,1620395597
2009-09-15,1684743436
2009-09-16,1725692062
2009-09-17,1716917356
2009-09-18,1731541865
2009-09-21,1722767160
2009-09-22,1711067553
2009-09-23,1740316571
2009-09-24,1725692062
2009-09-25,1708142651
2009-09-28,1743241472
2009-09-29,1687668338
2009-09-30,1687668338
2009-10-01,1640869909
2009-10-02,1602846186
2009-10-05,1608695990
2009-10-06,1632095204
2009-10-07,1614545793
2009-10-08,1585296775
2009-10-09,1594071481
2009-10-12,1588221677
2009-10-13,1599921284
2009-10-14,1591146579
2009-10-15,1596996382
2009-10-16,1588221677
2009-10-19,1602846186
2009-10-20,1602846186
2009-10-21,1567747364
2009-10-22,1614545793
2009-10-23,1588221677
2009-10-26,1617470695
2009-10-27,1605771088
2009-10-28,1570672266
2009-10-29,1588221677
2009-10-30,1582371873
2009-11-02,1588221677
2009-11-03,1591146579
2009-11-04,1585296775
2009-11-05,1599921284
2009-11-06,1608695990
2009-11-09,1637945008
2009-11-10,1640869909
2009-11-11,1646719713
2009-11-12,1643794811
2009-11-13,1637945008
2009-11-16,1664269124
2009-11-17,1675968731
2009-11-18,1652569517
2009-11-19,1637945008
2009-11-20,1620395597
2009-11-23,1667194026
2009-11-24,1664269124
2009-11-25,1649644615
2009-11-27,1623320499
2009-11-30,1623320499
2009-12-01,1623320499
2009-12-02,1605771088
2009-12-03,1588221677
2009-12-04,1594071481
2009-12-07,1588221677
2009-12-08,1599921284
2009-12-09,1585296775
2009-12-10,1588221677
2009-12-11,1585296775
2009-12-14,1611620891
2009-12-15,1588221677
2009-12-16,1605771088
2009-12-17,1588221677
2009-12-18,1635020106
2009-12-21,1646719713
2009-12-22,1652569517
2009-12-23,1673043829
2009-12-24,1652569517
2009-12-28,1699367945
2009-12-29,1696443044
2009-12-30,1740316571
2009-12-31,1470321719
2010-01-04,1472835089
2010-01-05,1505508905
2010-01-06,1492942053
2010-01-07,1500482164
2010-01-08,1508022276
2010-01-11,1520589128
2010-01-12,1505508905
2010-01-13,1560803055
2010-01-14,1553262944
2010-01-15,1530642610
2010-01-19,1533155980
2010-01-20,1550749573
2010-01-21,1500482164
2010-01-22,1470321719
2010-01-25,1457754866
2010-01-26,1455241496
2010-01-27,1467808348
2010-01-28,1455241496
2010-01-29,1440161273
2010-02-01,1455241496
2010-02-02,1460268237
2010-02-03,1510535646
2010-02-04,1490428682
2010-02-05,1520589128
2010-02-08,1518075757
2010-02-09,1533155980
2010-02-10,1535669351
2010-02-11,1545722832
2010-02-12,1545722832
2010-02-16,1550749573
2010-02-17,1565829796
2010-02-18,1570856537
2010-02-19,1590963501
2010-02-22,1570856537
2010-02-23,1583423389
2010-02-24,1585936760
2010-02-25,1613583835
2010-02-26,1606043723
2010-03-01,1656311133
2010-03-02,1653797762
2010-03-03,1646257651
2010-03-04,1666364614
2010-03-05,1701551801
2010-03-08,1721658765
2010-03-09,1719145394
2010-03-10,1716632024
2010-03-11,1714118653
2010-03-12,1704065171
2010-03-15,1696525060
2010-03-16,1714118653
2010-03-17,1729198876
2010-03-18,1741765728
2010-03-19,1714118653
2010-03-22,1709091912
2010-03-23,1714118653
2010-03-24,1701551801
2010-03-25,1671391355
2010-03-26,1658824503
2010-03-29,1641230910
2010-03-30,1633690799
2010-03-31,1533252890
2010-04-01,1516740935
2010-04-05,1526176338
2010-04-06,1542688292
2010-04-07,1554482545
2010-04-08,1563917947
2010-04-09,1547405993
2010-04-12,1542688292
2010-04-13,1580429902
2010-04-14,1599300706
2010-04-15,1615812661
2010-04-16,1594583005
2010-04-19,1592224155
2010-04-20,1601659557
2010-04-21,1585147603
2010-04-22,1589865304
2010-04-23,1585147603
2010-04-26,1578071051
2010-04-27,1561559097
2010-04-28,1521458637
2010-04-29,1533252890
2010-04-30,1512023234
2010-05-03,1537970591
2010-05-04,1490793579
2010-05-05,1467205073
2010-05-06,1424745762
2010-05-07,1389363003
2010-05-10,1445975417
2010-05-11,1462487372
2010-05-12,1500228981
2010-05-13,1526176338
2010-05-14,1521458637
2010-05-17,1556841396
2010-05-18,1516740935
2010-05-19,1502587832
2010-05-20,1445975417
2010-05-21,1445975417
2010-05-24,1493152429
2010-05-25,1523817487
2010-05-26,1519099786
2010-05-27,1580429902
2010-05-28,1580429902
2010-06-01,1552123694
2010-06-02,1561559097
2010-06-03,1580429902
2010-06-04,1547405993
2010-06-07,1516740935
2010-06-08,1514382085
2010-06-09,1500228981
2010-06-10,1533252890
2010-06-11,1566276798
2010-06-14,1568635649
2010-06-15,1582788752
2010-06-16,1582788752
2010-06-17,1594583005
2010-06-18,1594583005
2010-06-21,1582788752
2010-06-22,1568635649
2010-06-23,1549764844
2010-06-24,1523817487
2010-06-25,1549764844
2010-06-28,1549764844
2010-06-29,1495511280
2010-06-30,1395973340
2010-07-01,1391520475
2010-07-02,1371482580
2010-07-06,1380388311
2010-07-07,1418237668
2010-07-08,1422690533
2010-07-09,1424916966
2010-07-12,1429369831
2010-07-13,1447181294
2010-07-14,1467219188
2010-07-15,1467219188
2010-07-16,1429369831
2010-07-19,1438275562
2010-07-20,1458313457
2010-07-21,1453860592
2010-07-22,1513974276
2010-07-23,1525106440
2010-07-26,1538465037
2010-07-27,1509521411
2010-07-28,1576314394
2010-07-29,1591899423
2010-07-30,1589672990
2010-08-02,1591899423
2010-08-03,1603031587
2010-08-04,1605258019
2010-08-05,1600805154
2010-08-06,1591899423
2010-08-09,1596352288
2010-08-10,1620843049
2010-08-11,1585220125
2010-08-12,1522880007
2010-08-13,1496162814
2010-08-16,1511747844
2010-08-17,1522880007
2010-08-18,1522880007
2010-08-19,1518427142
2010-08-20,1509521411
2010-08-23,1507294978
2010-08-24,1522880007
2010-08-25,1549597200
2010-08-26,1558502932
2010-08-27,1571861528
2010-08-30,1558502932
2010-08-31,1576314394
2010-09-01,1603031587
2010-09-02,1631975213
2010-09-03,1643107376
2010-09-07,1627522347
2010-09-08,1647560242
2010-09-09,1665371704
2010-09-10,1656465973
2010-09-13,1658692406
2010-09-14,1667598137
2010-09-15,1674277435
2010-09-16,1672051002
2010-09-17,1676503868
2010-09-20,1680956733
2010-09-21,1669824570
2010-09-22,1665371704
2010-09-23,1676503868
2010-09-24,1703221061
2010-09-27,1696541763
2010-09-28,1718806090
2010-09-29,1694315330
2010-09-30,1669824570
2010-10-01,1667598137
2010-10-04,1667598137
2010-10-05,1707673926
2010-10-06,1669824570
2010-10-07,1663145271
2010-10-08,1669824570
2010-10-11,1692088897
2010-10-12,1658692406
2010-10-13,1645333809
2010-10-14,1627522347
2010-10-15,1607484452
2010-10-18,1616390183
2010-10-19,1618616616
2010-10-20,1618616616
2010-10-21,1640880944
2010-10-22,1658692406
2010-10-25,1665371704
2010-10-26,1683183166
2010-10-27,1754429014
2010-10-28,1763334745
2010-10-29,1774466909
2010-11-01,1765561178
2010-11-02,1778919775
2010-11-03,1770014044
2010-11-04,1781146208
2010-11-05,1816769132
2010-11-08,1823448430
2010-11-09,1798957670
2010-11-10,1787825506
2010-11-11,1785599073
2010-11-12,1761108313
2010-11-15,1770014044
2010-11-16,1736617552
2010-11-17,1716579657
2010-11-18,1749976149
2010-11-19,1745523283
2010-11-22,1776693342
2010-11-23,1774466909
2010-11-24,1790051939
2010-11-26,1785599073
2010-11-29,1805636968
2010-11-30,1790051939
2010-12-01,1825674863
2010-12-02,1865750652
2010-12-03,1921411471
2010-12-06,1941449366
2010-12-07,1936996501
2010-12-08,1919185039
2010-12-09,1910279308
2010-12-10,1905826442
2010-12-13,1890241413
2010-12-14,1890241413
2010-12-15,1874656383
2010-12-16,1867977085
2010-12-17,1896920711
2010-12-20,1890241413
2010-12-21,1919185039
2010-12-22,1905826442
2010-12-23,1888014980
2010-12-27,1896920711
2010-12-28,1899147144
2010-12-29,1908052875
2010-12-30,1867977085
2010-12-31,1576633925
2011-01-03,1649697449
2011-01-04,1615088412
2011-01-05,1630470206
2011-01-06,1626624757
2011-01-07,1620856584
2011-01-10,1630470206
2011-01-11,1634315655
2011-01-12,1630470206
2011-01-13,1642006552
2011-01-14,1613165687
2011-01-18,1586247547
2011-01-19,1555483958
2011-01-20,1559329407
2011-01-21,1549715785
2011-01-24,1565097580
2011-01-25,1565097580
2011-01-26,1561252131
2011-01-27,1567020304
2011-01-28,1545870337
2011-01-31,1553561234
2011-02-01,1567020304
2011-02-02,1578556650
2011-02-03,1620856584
2011-02-04,1670847416
2011-02-07,1690074659
2011-02-08,1713147351
2011-02-09,1713147351
2011-02-10,1713147351
2011-02-11,1734297318
2011-02-14,1736220042
2011-02-15,1716992799
2011-02-16,1740065491
2011-02-17,1747756388
2011-02-18,1753524561
2011-02-22,1711224627
2011-02-23,1709301902
2011-02-24,1716992799
2011-02-25,1720838248
2011-02-28,1705456454
2011-03-01,1676615589
2011-03-02,1711224627
2011-03-03,1741988215
2011-03-04,1728529145
2011-03-07,1693920108
2011-03-08,1680461038
2011-03-09,1680461038
2011-03-10,1653542898
2011-03-11,1655465622
2011-03-14,1645852000
2011-03-15,1628547482
2011-03-16,1588170271
2011-03-17,1582402098
2011-03-18,1601629341
2011-03-21,1618933860
2011-03-22,1611242963
2011-03-23,1630470206
2011-03-24,1647774725
2011-03-25,1668924692
2011-03-28,1659311070
2011-03-29,1686229211
2011-03-30,1695842832
2011-03-31,1716233413
2011-04-01,1718177052
2011-04-04,1718177052
2011-04-05,1720120692
2011-04-06,1739557083
2011-04-07,1718177052
2011-04-08,1718177052
2011-04-11,1704571578
2011-04-12,1690966103
2011-04-13,1690966103
2011-04-14,1694853382
2011-04-15,1733726166
2011-04-18,1762880754
2011-04-19,1757049836
2011-04-20,1770655311
2011-04-21,1780373507
2011-04-25,1768711672
2011-04-26,1871724549
2011-04-27,1914484612
2011-04-28,1941695560
2011-04-29,2003892015
2011-05-02,2023328407
2011-05-03,1988342901
2011-05-04,1953357396
2011-05-05,1959188313
2011-05-06,1966962870
2011-05-09,1957244674
2011-05-10,1992230180
2011-05-11,1970850148
2011-05-12,1974737427
2011-05-13,1922259168
2011-05-16,1896991859
2011-05-17,1898935498
2011-05-18,1916428251
2011-05-19,1945582839
2011-05-20,1996117458
2011-05-23,1957244674
2011-05-24,1931977364
2011-05-25,1935864643
2011-05-26,1947526478
2011-05-27,1955301035
2011-05-31,2040821160
2011-06-01,2048595716
2011-06-02,2036933881
2011-06-03,2005835654
2011-06-06,1980568344
2011-06-07,1968906509
2011-06-08,1976681066
2011-06-09,1959188313
2011-06-10,1933921003
2011-06-13,1957244674
2011-06-14,1966962870
2011-06-15,1957244674
2011-06-16,1931977364
2011-06-17,2005835654
2011-06-20,2015553850
2011-06-21,2058313912
2011-06-22,2079693943
2011-06-23,2034990242
2011-06-24,2025272046
2011-06-27,2029159324
2011-06-28,2054426634
2011-06-29,2097186696
2011-06-30,2067937568
2011-07-01,2060348806
2011-07-05,2117264519
2011-07-06,2090703853
2011-07-07,2090703853
2011-07-08,2088806663
2011-07-11,2047068473
2011-07-12,2041376902
2011-07-13,2045171283
2011-07-14,2009124665
2011-07-15,1997741522
2011-07-18,1997741522
2011-07-19,2033788140
2011-07-20,2014816236
2011-07-21,2024302188
2011-07-22,2064143187
2011-07-25,2064143187
2011-07-26,2047068473
2011-07-27,2276628516
2011-07-28,2291806039
2011-07-29,2242479088
2011-08-01,2248170659
2011-08-02,2181768994
2011-08-03,2193152137
2011-08-04,2085012282
2011-08-05,2077423520
2011-08-08,1957900523
2011-08-09,2003433094
2011-08-10,1948414571
2011-08-11,2028096569
2011-08-12,2048965664
2011-08-15,2079320711
2011-08-16,1992049951
2011-08-17,1969283666
2011-08-18,1900984810
2011-08-19,1861143811
2011-08-22,1880115716
2011-08-23,1984461189
2011-08-24,1990152761
2011-08-25,2012919046
2011-08-26,2058451616
2011-08-29,2122956091
2011-08-30,2128647662
2011-08-31,2141927995
2011-09-01,2140030805
2011-09-02,2090703853
2011-09-06,2105881377
2011-09-07,2149516757
2011-09-08,2141927995
2011-09-09,2124853281
2011-09-12,2141927995
2011-09-13,2151413947
2011-09-14,2155208328
2011-09-15,2242479088
2011-09-16,2246273469
2011-09-19,2284217277
2011-09-20,2284217277
2011-09-21,2234890326
2011-09-22,2179871804
2011-09-23,2183666184
2011-09-26,2193152137
2011-09-27,2198843708
2011-09-28,2159002709
2011-09-29,2166591471
2011-09-30,2031441955
2011-10-03,1946873512
2011-10-04,1900090969
2011-10-05,1936077541
2011-10-06,1966666127
2011-10-07,1984659412
2011-10-10,2053033898
2011-10-11,2081823155
2011-10-12,2087221141
2011-10-13,2121408384
2011-10-14,2144799655
2011-10-17,2132204355
2011-10-18,2146598984
2011-10-19,2101615769
2011-10-20,2081823155
2011-10-21,2098017112
2011-10-24,2159194284
2011-10-25,2119609055
2011-10-26,2089020469
2011-10-27,2098017112
2011-10-28,2108813084
2011-10-31,2098017112
2011-11-01,2044037255
2011-11-02,2033241284
2011-11-03,2135803012
2011-11-04,2241963398
2011-11-07,2198779512
2011-11-08,2187983541
2011-11-09,2119609055
2011-11-10,2108813084
2011-11-11,2126806369
2011-11-14,2119609055
2011-11-15,2151996969
2011-11-16,2126806369
2011-11-17,2126806369
2011-11-18,2126806369
2011-11-21,2058431884
2011-11-22,2047635912
2011-11-23,2013448669
2011-11-25,2002652698
2011-11-28,2089020469
2011-11-29,2085421812
2011-11-30,2151996969
2011-12-01,2166391598
2011-12-02,2180786226
2011-12-05,2222170783
2011-12-06,2231167426
2011-12-07,2168190926
2011-12-08,2148398312
2011-12-09,2146598984
2011-12-12,2110612412
2011-12-13,2065629198
2011-12-14,2054833226
2011-12-15,2083622484
2011-12-16,2134003684
2011-12-19,2107013755
2011-12-20,2151996969
2011-12-21,2157394955
2011-12-22,2169990255
2011-12-23,2186184212
2011-12-27,2202378169
2011-12-28,2184384883
2011-12-29,2187983541
2011-12-30,2187983541
2012-01-03,2169632610
2012-01-04,2133889075
2012-01-05,2144612136
2012-01-06,2141037782
2012-01-09,2116017307
2012-01-10,2110655777
2012-01-11,2114230130
2012-01-12,2139250605
2012-01-13,2124953191
2012-01-17,2126740368
2012-01-18,2171419787
2012-01-19,2158909550
2012-01-20,2149973666
2012-01-23,2148186489
2012-01-24,2173206964
2012-01-25,2151760843
2012-01-26,2116017307
2012-01-27,2148186489
2012-01-30,2201801792
2012-01-31,2198227439
2012-02-01,2335840051
2012-02-02,2359073349
2012-02-03,2337627228
2012-02-06,2316181106
2012-02-07,2328691344
2012-02-08,2309032399
2012-02-09,2316181106
2012-02-10,2298309339
2012-02-13,2287586278
2012-02-14,2260778626
2012-02-15,2296522162
2012-02-16,2355498996
2012-02-17,2337627228
2012-02-21,2344775935
2012-02-22,2337627228
2012-02-23,2323329814
2012-02-24,2305458046
2012-02-27,2323329814
2012-02-28,2334052874
2012-02-29,2326904167
2012-03-01,2409114299
2012-03-02,2389455354
2012-03-05,2364434879
2012-03-06,2366222056
2012-03-07,2391242531
2012-03-08,2452006542
2012-03-09,2482388547
2012-03-12,2460942426
2012-03-13,2518132083
2012-03-14,2505621845
2012-03-15,2491324431
2012-03-16,2537791027
2012-03-19,2550301265
2012-03-20,2518132083
2012-03-21,2527067966
2012-03-22,2505621845
2012-03-23,2521706436
2012-03-26,2586044800
2012-03-27,2568173032
2012-03-28,2500260315
2012-03-29,2494898784
2012-03-30,2505621845
2012-04-02,2628151188
2012-04-03,2609551392
2012-04-04,2564911882
2012-04-05,2594671555
2012-04-09,2576071759
2012-04-10,2529572269
2012-04-11,2564911882
2012-04-12,2605831433
2012-04-13,2624431229
2012-04-16,2611411372
2012-04-17,2605831433
2012-04-18,2603971454
2012-04-19,2557471963
2012-04-20,2518412391
2012-04-23,2449593146
2012-04-24,2417973493
2012-04-25,2494232657
2012-04-26,2484932758
2012-04-27,2605831433
2012-04-30,2557471963
2012-05-01,2589091617
2012-05-02,2674650679
2012-05-03,2680230618
2012-05-04,2628151188
2012-05-07,2607691413
2012-05-08,2598391515
2012-05-09,2602111474
2012-05-10,2589091617
2012-05-11,2576071759
2012-05-14,2529572269
2012-05-15,2548172065
2012-05-16,2522132351
2012-05-17,2406813615
2012-05-18,2341714328
2012-05-21,2380773900
2012-05-22,2403093656
2012-05-23,2406813615
2012-05-24,2380773900
2012-05-25,2375193961
2012-05-29,2434713309
2012-05-30,2399373696
2012-05-31,2386353839
2012-06-01,2339854349
2012-06-04,2336134390
2012-06-05,2358454145
2012-06-06,2427273391
2012-06-07,2410533574
2012-06-08,2403093656
2012-06-11,2373333982
2012-06-12,2410533574
2012-06-13,2390073798
2012-06-14,2410533574
2012-06-15,2434713309
2012-06-18,2453313105
2012-06-19,2429133370
2012-06-20,2399373696
2012-06-21,2386353839
2012-06-22,2416113513
2012-06-25,2358454145
2012-06-26,2412393554
2012-06-27,2423553431
2012-06-28,2354734186
2012-06-29,2421693452
2012-07-02,2473703556
2012-07-03,2536594324
2012-07-05,2565181037
2012-07-06,2534688543
2012-07-09,2574709941
2012-07-10,2582333065
2012-07-11,2563275256
2012-07-12,2488949803
2012-07-13,2532782762
2012-07-16,2595673531
2012-07-17,2609013997
2012-07-18,2660470080
2012-07-19,2639506491
2012-07-20,2643318052
2012-07-23,2620448682
2012-07-24,2628071805
2012-07-25,2784345836
2012-07-26,2891069564
2012-07-27,2931090962
2012-07-30,2898692688
2012-07-31,2862482851
2012-08-01,2854859728
2012-08-02,2812932549
2012-08-03,2889163783
2012-08-06,2898692688
2012-08-07,2862482851
2012-08-08,2820555672
2012-08-09,2801497864
2012-08-10,2849142385
2012-08-13,2824367234
2012-08-14,2814838330
2012-08-15,2854859728
2012-08-16,2856765509
2012-08-17,2847236604
2012-08-20,2847236604
2012-08-21,2824367234
2012-08-22,2812932549
2012-08-23,2791968959
2012-08-24,2803403645
2012-08-27,2826273015
2012-08-28,2839613481
2012-08-29,2841519262
2012-08-30,2824367234
2012-08-31,2820555672
2012-09-04,2833896138
2012-09-05,2801497864
2012-09-06,2833896138
2012-09-07,2797686302
2012-09-10,2795780521
2012-09-11,2839613481
2012-09-12,2799592083
2012-09-13,2837707700
2012-09-14,2864388632
2012-09-17,2826273015
2012-09-18,2818649891
2012-09-19,2868200194
2012-09-20,2938714086
2012-09-21,2896786907
2012-09-24,2841519262
2012-09-25,2868200194
2012-09-26,2807215206
2012-09-27,2831990357
2012-09-28,2833896138
2012-10-01,2840555366
2012-10-02,2851910018
2012-10-03,2897328625
2012-10-04,2904898393
2012-10-05,2914360603
2012-10-08,2901113509
2012-10-09,2865157112
2012-10-10,2850017576
2012-10-11,2899221067
2012-10-12,2893543741
2012-10-15,2965456535
2012-10-16,2973026303
2012-10-17,2954101883
2012-10-18,2846232692
2012-10-19,2848125134
2012-10-22,2891651299
2012-10-23,2832985599
2012-10-24,2594537913
2012-10-25,2717546640
2012-10-26,2656988497
2012-10-31,2613462332
2012-11-01,2636171636
2012-11-02,2551011748
2012-11-05,2479098954
2012-11-06,2520732677
2012-11-07,2390154182
2012-11-08,2322026272
2012-11-09,2382584415
2012-11-12,2380691973
2012-11-13,2359875111
2012-11-14,2323918714
2012-11-15,2280392549
2012-11-16,2312564062
2012-11-19,2331488482
2012-11-20,2289854759
2012-11-21,2291747201
2012-11-23,2316348946
2012-11-26,2318241388
2012-11-27,2339058250
2012-11-28,2386369298
2012-11-29,2479098954
2012-11-30,2547226864
2012-12-03,2549119306
2012-12-04,2350412901
2012-12-05,2369337321
2012-12-06,2429895463
2012-12-07,2426110579
2012-12-10,2350412901
2012-12-11,2412863486
2012-12-12,2445034999
2012-12-13,2441250115
2012-12-14,2439357673
2012-12-17,2484776280
2012-12-18,2524517561
2012-12-19,2554796632
2012-12-20,2515055351
2012-12-21,2509378025
2012-12-24,2513162909
2012-12-26,2480991396
2012-12-27,2507485583
2012-12-28,2498023374
2012-12-31,2452160007
2013-01-02,2439435678
2013-01-03,2413987019
2013-01-04,2435800155
2013-01-07,2388538361
2013-01-08,2359454180
2013-01-09,2361271941
2013-01-10,2241299695
2013-01-11,2252206263
2013-01-14,2255841785
2013-01-15,2217668798
2013-01-16,2199491185
2013-01-17,2170407004
2013-01-18,2164953720
2013-01-22,2141322823
2013-01-23,2092243267
2013-01-24,2046799235
2013-01-25,2092243267
2013-01-28,2112238642
2013-01-29,2110420880
2013-01-30,2124962971
2013-01-31,2141322823
2013-02-01,2157682674
2013-02-04,2135869539
2013-02-05,2199491185
2013-02-06,2232210888
2013-02-07,2277654921
2013-02-08,2268566114
2013-02-11,2257659547
2013-02-12,2223122082
2013-02-13,2206762230
2013-02-14,2157682674
2013-02-15,2164953720
2013-02-19,2174042526
2013-02-20,2157682674
2013-02-21,2157682674
2013-02-22,2174042526
2013-02-25,2137687300
2013-02-26,2124962971
2013-02-27,2121327448
2013-02-28,2115874164
2013-03-01,2141322823
2013-03-04,2126780732
2013-03-05,2212215514
2013-03-06,2195855662
2013-03-07,2219486559
2013-03-08,2261295069
2013-03-11,2263112830
2013-03-12,2257659547
2013-03-13,2254024024
2013-03-14,2259477308
2013-03-15,2241299695
2013-03-18,2235846411
2013-03-19,2232210888
2013-03-20,2288561489
2013-03-21,2268566114
2013-03-22,2288561489
2013-03-25,2297650295
2013-03-26,2301285818
2013-03-27,2279472682
2013-03-28,2319463431
2013-04-01,2262989279
2013-04-02,2324346245
2013-04-03,2304495462
2013-04-04,2297276995
2013-04-05,2290058528
2013-04-08,2282840062
2013-04-09,2293667762
2013-04-10,2364047811
2013-04-11,2284644678
2013-04-12,2282840062
2013-04-15,2273816979
2013-04-16,2313518545
2013-04-17,2281035445
2013-04-18,2252161579
2013-04-19,2261184662
2013-04-22,2281035445
2013-04-23,2308104695
2013-04-24,2351415494
2013-04-25,2409163227
2013-04-26,2374875511
2013-04-29,2355024728
2013-04-30,2425404777
2013-05-01,2450669410
2013-05-02,2425404777
2013-05-03,2484957127
2013-05-06,2539095626
2013-05-07,2535486393
2013-05-08,2535486393
2013-05-09,2513830993
2013-05-10,2519244843
2013-05-13,2513830993
2013-05-14,2587820276
2013-05-15,2647372625
2013-05-16,2625717225
2013-05-17,2640154158
2013-05-20,2622107992
2013-05-21,2643763392
2013-05-22,2600452592
2013-05-23,2647372625
2013-05-24,2614889525
2013-05-28,2611280292
2013-05-29,2549923326
2013-05-30,2548118709
2013-05-31,2497589443
2013-06-03,2484957127
2013-06-04,2488566360
2013-06-05,2481347893
2013-06-06,2521049460
2013-06-07,2573383342
2013-06-10,2586015659
2013-06-11,2564360259
2013-06-12,2528267926
2013-06-13,2560751026
2013-06-14,2535486393
2013-06-17,2544509476
2013-06-18,2560751026
2013-06-19,2524658693
2013-06-20,2438037094
2013-06-21,2438037094
2013-06-24,2410967844
2013-06-25,2419990927
2013-06-26,2436232477
2013-06-27,2452474027
2013-06-28,2452474027
2013-07-01,2435574208
2013-07-02,2414052197
2013-07-03,2392530187
2013-07-05,2437367709
2013-07-08,2478618229
2013-07-09,2505520743
2013-07-10,2553945267
2013-07-11,2598782789
2013-07-12,2613130796
2013-07-15,2627478803
2013-07-16,2604163292
2013-07-17,2665142322
2013-07-18,2692044835
2013-07-19,2674109826
2013-07-22,2659761819
2013-07-23,2661555320
2013-07-24,2638239809
2013-07-25,2632859306
2013-07-26,2657968318
2013-07-29,2652587816
2013-07-30,2695631837
2013-07-31,2591608786
2013-08-01,2555738768
2013-08-02,2546771263
2013-08-05,2588021784
2013-08-06,2571880276
2013-08-07,2553945267
2013-08-08,2575467278
2013-08-09,2580847780
2013-08-12,2568293274
2013-08-13,2570086775
2013-08-14,2555738768
2013-08-15,2573673777
2013-08-16,2559325770
2013-08-19,2568293274
2013-08-20,2604163292
2013-08-21,2546771263
2013-08-22,2562912771
2013-08-23,2591608786
2013-08-26,2575467278
2013-08-27,2521662251
2013-08-28,2541390761
2013-08-29,2536010258
2013-08-30,2514488247
2013-09-03,2544977762
2013-09-04,2600576290
2013-09-05,2650794315
2013-09-06,2657968318
2013-09-09,2681283830
2013-09-10,2701012340
2013-09-11,2722534351
2013-09-12,2722534351
2013-09-13,2720740850
2013-09-16,2735088857
2013-09-17,2745849862
2013-09-18,2727914853
2013-09-19,2747643363
2013-09-20,2735088857
2013-09-23,2738675859
2013-09-24,2760197869
2013-09-25,2772752375
2013-09-26,2801448390
2013-09-27,2792480885
2013-09-30,2797026867
2013-10-01,2805985954
2013-10-02,2847197753
2013-10-03,2802402319
2013-10-04,2827487762
2013-10-07,2818528675
2013-10-08,2725354174
2013-10-09,2718186904
2013-10-10,2809569589
2013-10-11,2847197753
2013-10-14,2816736858
2013-10-15,2789859598
2013-10-16,2809569589
2013-10-17,2798818685
2013-10-18,2779108694
2013-10-21,2818528675
2013-10-22,2845405935
2013-10-23,2854365022
2013-10-24,2895576821
2013-10-25,2879450465
2013-10-28,2917078629
2013-10-29,2961874063
2013-10-30,2711019635
2013-10-31,2732521443
2013-11-01,2791651415
2013-11-04,2848989570
2013-11-05,2834655031
2013-11-06,2822112310
2013-11-07,2816736858
2013-11-08,2813153223
2013-11-11,2913494994
2013-11-12,2965457697
2013-11-13,2938580437
2013-11-14,2979792236
2013-11-15,2951123158
2013-11-18,2879450465
2013-11-19,2859740474
2013-11-20,2848989570
2013-11-21,2877658648
2013-11-22,2893785004
2013-11-25,2852573205
2013-11-26,2857948657
2013-11-27,2877658648
2013-11-29,2927829533
2013-12-02,2922454081
2013-12-03,2918870446
2013-12-04,2904535908
2013-12-05,2868699561
2013-12-06,2879450465
2013-12-09,2949331341
2013-12-10,3035338573
2013-12-11,3012044948
2013-12-12,2990543140
2013-12-13,3062215834
2013-12-16,3087301276
2013-12-17,3021004035
2013-12-18,3074758555
2013-12-19,3504794717
2013-12-20,3434913840
2013-12-23,3517337438
