,ACN
2010-10-26,28710297019
2010-10-27,28595583291
2010-10-28,28621075230
2010-10-29,28493615532
2010-11-01,28659313140
2010-11-02,28672059110
2010-11-03,28895113581
2010-11-04,29105422083
2010-11-05,29105422083
2010-11-08,28665686125
2010-11-09,28869621642
2010-11-10,28997081340
2010-11-11,28194085241
2010-11-12,27633262569
2010-11-15,28194085241
2010-11-16,28009268679
2010-11-17,28104863453
2010-11-18,28251442106
2010-11-19,28174966287
2010-11-22,28002895694
2010-11-23,27856317041
2010-11-24,28162220317
2010-11-26,27939165845
2010-11-29,27977403754
2010-11-30,27997379880
2010-12-01,28436858604
2010-12-02,28637209198
2010-12-03,28579042897
2010-12-06,28650135043
2010-12-07,29076687922
2010-12-08,29089613767
2010-12-09,28831096871
2010-12-10,29509703724
2010-12-13,29664813861
2010-12-14,30104292585
2010-12-15,29794072310
2010-12-16,30162458887
2010-12-17,32521425567
2010-12-20,31467969214
2010-12-21,31493820903
2010-12-22,31435654602
2010-12-23,31241766929
2010-12-27,31183600628
2010-12-28,31009101723
2010-12-29,31422728757
2010-12-30,31293470309
2010-12-31,31338710766
2011-01-03,31403339990
2011-01-04,31196526473
2011-01-05,31202989395
2011-01-06,31319321998
2011-01-07,31371025378
2011-01-10,31093119714
2011-01-11,31519672593
2011-01-12,32243519903
2011-01-13,32230594058
2011-01-14,32314612050
2011-01-18,32540814334
2011-01-19,32443870498
2011-01-20,33051385204
2011-01-21,32986755980
2011-01-24,33264661644
2011-01-25,33426234704
2011-01-26,33833398816
2011-01-27,33839861738
2011-01-28,33296976256
2011-01-31,33264661644
2011-02-01,33846324661
2011-02-02,33969120186
2011-02-03,34111304479
2011-02-04,33962657264
2011-02-07,34040212333
2011-02-08,34020823566
2011-02-09,34059601100
2011-02-10,34247025850
2011-02-11,33865713428
2011-02-14,33872176350
2011-02-15,33600733609
2011-02-16,34518468591
2011-02-17,34925632703
2011-02-18,34647727040
2011-02-22,33846324661
2011-02-23,33128940273
2011-02-24,33445623471
2011-02-25,33723529135
2011-02-28,33530944023
2011-03-01,33322515467
2011-03-02,33316002074
2011-03-03,34540519844
2011-03-04,34293010933
2011-03-07,34123662731
2011-03-08,34038988630
2011-03-09,33895693997
2011-03-10,33472323492
2011-03-11,33596077947
2011-03-14,33511403846
2011-03-15,32579988734
2011-03-16,31902595926
2011-03-17,31928649495
2011-03-18,32729796759
2011-03-21,32794930683
2011-03-22,32794930683
2011-03-23,33003359240
2011-03-24,33843586858
2011-03-25,35361207285
2011-03-28,34898756425
2011-03-29,35348180500
2011-03-30,35686876904
2011-03-31,35804117967
2011-04-01,35738984043
2011-04-04,35869251891
2011-04-05,35778064398
2011-04-06,35615229588
2011-04-07,35719443866
2011-04-08,35888792068
2011-04-11,36474997384
2011-04-12,36370783105
2011-04-13,36833233965
2011-04-14,36188408118
2011-04-15,35608716196
2011-04-18,35491475133
2011-04-19,36084193840
2011-04-20,36507564345
2011-04-21,37002582167
2011-04-25,36826720573
2011-04-26,36930934851
2011-04-27,37041662521
2011-04-28,37119823230
2011-04-29,37211010724
2011-05-02,37816756216
2011-05-03,36442430422
2011-05-04,36416376852
2011-05-05,35778064398
2011-05-06,35921359030
2011-05-09,36305649181
2011-05-10,37100283053
2011-05-11,36657372370
2011-05-12,36865800927
2011-05-13,36305649181
2011-05-16,36572698269
2011-05-17,36956988420
2011-05-18,37074229483
2011-05-19,37087256268
2011-05-20,37399899103
2011-05-23,36696452725
2011-05-24,36729019687
2011-05-25,36859287535
2011-05-26,37145876800
2011-05-27,37067716091
2011-05-31,36975533252
2011-06-01,36711376280
2011-06-02,36601847779
2011-06-03,35964005334
2011-06-06,35938233922
2011-06-07,36253933718
2011-06-08,35912462510
2011-06-09,36305476542
2011-06-10,35783605450
2011-06-13,36034876717
2011-06-14,36801576221
2011-06-15,35699848362
2011-06-16,34778520386
2011-06-17,34759191827
2011-06-20,34765634680
2011-06-21,35300391477
2011-06-22,35596762714
2011-06-23,35880248245
2011-06-24,36737147691
2011-06-27,37233247371
2011-06-28,38431618025
2011-06-29,38599132203
2011-06-30,38927717705
2011-07-01,39217646089
2011-07-05,39784617151
2011-07-06,40010117005
2011-07-07,40873459305
2011-07-08,40867016452
2011-07-11,39617102974
2011-07-12,39333617442
2011-07-13,39088789029
2011-07-14,39191874677
2011-07-15,39108117588
2011-07-18,38644232174
2011-07-19,39687974356
2011-07-20,39552674444
2011-07-21,39778174298
2011-07-22,39481803061
2011-07-25,39417374531
2011-07-26,39520460179
2011-07-27,38496046555
2011-07-28,38457389437
2011-07-29,38103032523
2011-08-01,37987061170
2011-08-02,37374990136
2011-08-03,38399403760
2011-08-04,36711376280
2011-08-05,36859561898
2011-08-08,34250206441
2011-08-09,35364820007
2011-08-10,33367535583
2011-08-11,34791406092
2011-08-12,35184420123
2011-08-15,35706291215
2011-08-16,35319720036
2011-08-17,35126434446
2011-08-18,31479779660
2011-08-19,30564894537
2011-08-22,31247836953
2011-08-23,32517078990
2011-08-24,32845664492
2011-08-25,32697478873
2011-08-26,33245121376
2011-08-29,34121349382
2011-08-30,34810734650
2011-08-31,34527249119
2011-09-01,34082692264
2011-09-02,33161364288
2011-09-06,32678150314
2011-09-07,33631692555
2011-09-08,33612363996
2011-09-09,32098293546
2011-09-12,32227150605
2011-09-13,32768350256
2011-09-14,33032507228
2011-09-15,34160006499
2011-09-16,35448577095
2011-09-19,35177977270
2011-09-20,35062005917
2011-09-21,34398392060
2011-09-22,32446207607
2011-09-23,32478421872
2011-09-26,33451292672
2011-09-27,34565906237
2011-09-28,34681877591
2011-09-29,35074891623
2011-09-30,33940949498
2011-10-03,33258007082
2011-10-04,34958920269
2011-10-05,35339048595
2011-10-06,35628976979
2011-10-07,36028433864
2011-10-10,36975533252
2011-10-11,36737147691
2011-10-12,36994861811
2011-10-13,36840233339
2011-10-14,37883975522
2011-10-17,37201033106
2011-10-18,37027076076
2011-10-19,36943318987
2011-10-20,36782247662
2011-10-21,37420090107
2011-10-24,37606932844
2011-10-25,37478075784
2011-10-26,37503847196
2011-10-27,39398045972
2011-10-28,39791060004
2011-10-31,38824632057
2011-11-01,37020633223
2011-11-02,37677804227
2011-11-03,38154575347
2011-11-04,37523175755
2011-11-07,37368547284
2011-11-08,37941961199
2011-11-09,36537419249
2011-11-10,36724261986
2011-11-11,37993504023
2011-11-14,37059290340
2011-11-15,37323447313
2011-11-16,36679162015
2011-11-17,35886691098
2011-11-18,35500119919
2011-11-21,35474348507
2011-11-22,35326162889
2011-11-23,34553020531
2011-11-25,34598120502
2011-11-28,35622534126
2011-11-29,35802934009
2011-11-30,37449021710
2011-12-01,37474879830
2011-12-02,37739925556
2011-12-05,38347591366
2011-12-06,38250623418
2011-12-07,37843358034
2011-12-08,36634490943
2011-12-09,37953255042
2011-12-12,37636493077
2011-12-13,37449021710
2011-12-14,36220761029
2011-12-15,36285406328
2011-12-16,35005429408
2011-12-19,34585234965
2011-12-20,35063610177
2011-12-21,33647878129
2011-12-22,33990498214
2011-12-23,34190898641
2011-12-27,34216756760
2011-12-28,34171505051
2011-12-29,34805028981
2011-12-30,34410692657
2012-01-03,34229685820
2012-01-04,34216756760
2012-01-05,33563839240
2012-01-06,33505658471
2012-01-09,33447477702
2012-01-10,34022820863
2012-01-11,34695131973
2012-01-12,34869674280
2012-01-13,34423621717
2012-01-17,34578770435
2012-01-18,35522591800
2012-01-19,35425623852
2012-01-20,36078541371
2012-01-23,36511664875
2012-01-24,36608632823
2012-01-25,36970646498
2012-01-26,36796104190
2012-01-27,36472877695
2012-01-30,36886607609
2012-01-31,37067614446
2012-02-01,37765783675
2012-02-02,37345589232
2012-02-03,37694673846
2012-02-06,37274479403
2012-02-07,37468415300
2012-02-08,36893072139
2012-02-09,37112866155
2012-02-10,36821962310
2012-02-13,37112866155
2012-02-14,37145188805
2012-02-15,37416699061
2012-02-16,37785177265
2012-02-17,37772248205
2012-02-21,37584776838
2012-02-22,37836893504
2012-02-23,38405772135
2012-02-24,38560920853
2012-02-27,38567385383
2012-02-28,38632030682
2012-02-29,38448646676
2012-03-01,38539053302
2012-03-02,38487392373
2012-03-05,39313967242
2012-03-06,38396985746
2012-03-07,38493849989
2012-03-08,38920052656
2012-03-09,39301052010
2012-03-12,39488322879
2012-03-13,40301982516
2012-03-14,40431134840
2012-03-15,41089811689
2012-03-16,41083354073
2012-03-19,40947744133
2012-03-20,40734642800
2012-03-21,41167303083
2012-03-22,41018777911
2012-03-23,41897013710
2012-03-26,42549232944
2012-03-27,42271555448
2012-03-28,41651624296
2012-03-29,41651624296
2012-03-30,41651624296
2012-04-02,42290928297
2012-04-03,41942217024
2012-04-04,41612878599
2012-04-05,41838895165
2012-04-09,41160845467
2012-04-10,40779846113
2012-04-11,41083354073
2012-04-12,41412692498
2012-04-13,40392389143
2012-04-16,39959728859
2012-04-17,41444980579
2012-04-18,41044608376
2012-04-19,40715269951
2012-04-20,40941286517
2012-04-23,40702354719
2012-04-24,40566744779
2012-04-25,41367489185
2012-04-26,41548302437
2012-04-27,41987420337
2012-04-30,41942217024
2012-05-01,41974505105
2012-05-02,42058454115
2012-05-03,41464353427
2012-05-04,40431134840
2012-05-07,38887764575
2012-05-08,38319494352
2012-05-09,38242002958
2012-05-10,37906206917
2012-05-11,37848088372
2012-05-14,37977240695
2012-05-15,38054732089
2012-05-16,38177426797
2012-05-17,37706020816
2012-05-18,37228157220
2012-05-21,38145138716
2012-05-22,38054732089
2012-05-23,38041816857
2012-05-24,37447716169
2012-05-25,37092547280
2012-05-29,37718936048
2012-05-30,37273360533
2012-05-31,36319267418
2012-06-01,35161630523
2012-06-04,35695924475
2012-06-05,36090284296
2012-06-06,37158872199
2012-06-07,37438740460
2012-06-08,37228839264
2012-06-11,36401955768
2012-06-12,36478283475
2012-06-13,36211136500
2012-06-14,36789954947
2012-06-15,37578674590
2012-06-18,37451461744
2012-06-19,38055722761
2012-06-20,37903067346
2012-06-21,36039399158
2012-06-22,36611856963
2012-06-25,35905825670
2012-06-26,35905825670
2012-06-27,35536908418
2012-06-28,36020317231
2012-06-29,38221099460
2012-07-02,38475525151
2012-07-03,38857163688
2012-07-05,38335591021
2012-07-06,37171593484
2012-07-09,36770873020
2012-07-10,36242939711
2012-07-11,36338349345
2012-07-12,36427398337
2012-07-13,36929889077
2012-07-16,36923528435
2012-07-17,37082544492
2012-07-18,37489625598
2012-07-19,37750411931
2012-07-20,37527789452
2012-07-23,36732709167
2012-07-24,36427398337
2012-07-25,36681824028
2012-07-26,37661362939
2012-07-27,38437361298
2012-07-30,38405558086
2012-07-31,38354672948
2012-08-01,38291066525
2012-08-02,37546871378
2012-08-03,38386476159
2012-08-06,38564574143
2012-08-07,38768114696
2012-08-08,39308769290
2012-08-09,39149753233
2012-08-10,39200638371
2012-08-13,39117950022
2012-08-14,38965294607
2012-08-15,38685426346
2012-08-16,38895327542
2012-08-17,38850803046
2012-08-20,38666344420
2012-08-21,38787196623
2012-08-22,39149753233
2012-08-23,38691786989
2012-08-24,39137031948
2012-08-27,38958933965
2012-08-28,38704508273
2012-08-29,38812639192
2012-08-30,38895327542
2012-08-31,39403009060
2012-09-04,39057593072
2012-09-05,39243094251
2012-09-06,40855035531
2012-09-07,41219641296
2012-09-10,40950984416
2012-09-11,41501091361
2012-09-12,41686592540
2012-09-13,42089577860
2012-09-14,42147147191
2012-09-17,41961646012
2012-09-18,41763351649
2012-09-19,41859300534
2012-09-20,41699385725
2012-09-21,41737765279
2012-09-24,42076784675
2012-09-25,41520281138
2012-09-26,41162071965
2012-09-27,41820920980
2012-09-28,44795336437
2012-10-01,44744163698
2012-10-02,44936061469
2012-10-03,45083183094
2012-10-04,45665273000
2012-10-05,45249494496
2012-10-08,45441392267
2012-10-09,45032010355
2012-10-10,44488300002
2012-10-11,44405144301
2012-10-12,44405144301
2012-10-15,44884888730
2012-10-16,45255891088
2012-10-17,44616231850
2012-10-18,44072521498
2012-10-19,43336913374
2012-10-22,43388086113
2012-10-23,42831582576
2012-10-24,42422200664
2012-10-25,42639684805
2012-10-26,42927531462
2012-10-31,43119429233
2012-11-01,44027745351
2012-11-02,43439258852
2012-11-05,43420069075
2012-11-06,43950986242
2012-11-07,42620495027
2012-11-08,42185526746
2012-11-09,42095974452
2012-11-12,42626891620
2012-11-13,42396614294
2012-11-14,41609833431
2012-11-15,41315590182
2012-11-16,42339044963
2012-11-19,42895548500
2012-11-20,42620495027
2012-11-21,43215378119
2012-11-23,43611966846
2012-11-26,43285740635
2012-11-27,43081049679
2012-11-28,43509621368
2012-11-29,43720708917
2012-11-30,44115421289
2012-12-03,44056964458
2012-12-04,44563590321
2012-12-05,45206615455
2012-12-06,45336519522
2012-12-07,45128673014
2012-12-10,45148158624
2012-12-11,46005525469
2012-12-12,45797678961
2012-12-13,45180634641
2012-12-14,45602822860
2012-12-17,46330285638
2012-12-18,46193886367
2012-12-19,45726231724
2012-12-20,44829893659
2012-12-21,43790661120
2012-12-24,43478891358
2012-12-26,43056703139
2012-12-27,43011236716
2012-12-28,42647505327
2012-12-31,43193102410
2013-01-02,44855874473
2013-01-03,44693494388
2013-01-04,44940312117
2013-01-07,44745456015
2013-01-08,45005264150
2013-01-09,45323529115
2013-01-10,44927321710
2013-01-11,45388481149
2013-01-14,45375490742
2013-01-15,45628803674
2013-01-16,45394976352
2013-01-17,45394976352
2013-01-18,45537870827
2013-01-22,45765202945
2013-01-23,46278324011
2013-01-24,46336780841
2013-01-25,46901863534
2013-01-28,46830416297
2013-01-29,46570608162
2013-01-30,46986301178
2013-01-31,46694017026
2013-02-01,47934600870
2013-02-04,47298070940
2013-02-05,47648811922
2013-02-06,47038262805
2013-02-07,47382508584
2013-02-08,47616335905
2013-02-11,47460451024
2013-02-12,47655307125
2013-02-13,47778715989
2013-02-14,47499422244
2013-02-15,48168428191
2013-02-19,48973833409
2013-02-20,48714025275
2013-02-21,47967076887
2013-02-22,48584121207
2013-02-25,48006048107
2013-02-26,47954086480
2013-02-27,48330808276
2013-02-28,48380544229
2013-03-01,48679832157
2013-03-04,48953095048
2013-03-05,50046146612
2013-03-06,50364953318
2013-03-07,50469053467
2013-03-08,50976541693
2013-03-11,50944010397
2013-03-12,50761835136
2013-03-13,50703278802
2013-03-14,50917985360
2013-03-15,49837946314
2013-03-18,49974577760
2013-03-19,49564683423
2013-03-20,49766377462
2013-03-21,48341506673
2013-03-22,48068243782
2013-03-25,47762449594
2013-03-26,48497656896
2013-03-27,48718869713
2013-03-28,49428051978
2013-04-01,49349976866
2013-04-02,49883490129
2013-04-03,49837946314
2013-04-04,49844452573
2013-04-05,49610227238
2013-04-08,49805415018
2013-04-09,49584202201
2013-04-10,50104702946
2013-04-11,50605684913
2013-04-12,50247840651
2013-04-15,48953095048
2013-04-16,50417003393
2013-04-17,49903008907
2013-04-18,49167801605
2013-04-19,48627782082
2013-04-22,48757907269
2013-04-23,49642758535
2013-04-24,50625203691
2013-04-25,51614155106
2013-04-26,51178235732
2013-04-29,52785281782
2013-04-30,52986975820
2013-05-01,51900430515
2013-05-02,51718255255
2013-05-03,51724761514
2013-05-06,51282335881
2013-05-07,51431979845
2013-05-08,52050074480
2013-05-09,52108630813
2013-05-10,52362374926
2013-05-13,51998024405
2013-05-14,52407918742
2013-05-15,52544550187
2013-05-16,52446956297
2013-05-17,53507476565
2013-05-20,53696158085
2013-05-21,53936889679
2013-05-22,53689651826
2013-05-23,53689651826
2013-05-24,53494464046
2013-05-28,54060508606
2013-05-29,53969420976
2013-05-30,53897852124
2013-05-31,52744136492
2013-06-03,52737712897
2013-06-04,52191707343
2013-06-05,51118967020
2013-06-06,51099696236
2013-06-07,51966881527
2013-06-10,52384415186
2013-06-11,51652125384
2013-06-12,51202473752
2013-06-13,52082506233
2013-06-14,51742055711
2013-06-17,52962538713
2013-06-18,53270871261
2013-06-19,52564275839
2013-06-20,51080425452
2013-06-21,51003342315
2013-06-24,50849176041
2013-06-25,51170355778
2013-06-26,51106119831
2013-06-27,51530077084
2013-06-28,46224187820
2013-07-01,46314118147
2013-07-02,46326965337
2013-07-03,46686686643
2013-07-05,47303351739
2013-07-08,47836510103
2013-07-09,47598837097
2013-07-10,47759426966
2013-07-11,48305432520
2013-07-12,48510987552
2013-07-15,48979909968
2013-07-16,48363244872
2013-07-17,48279738141
2013-07-18,48459598794
2013-07-19,48318279709
2013-07-22,48176960625
2013-07-23,47695191018
2013-07-24,47354740497
2013-07-25,46982172001
2013-07-26,46969324812
2013-07-29,46487555205
2013-07-30,47367587686
2013-07-31,47412552849
2013-08-01,48080606703
2013-08-02,47913593240
2013-08-05,47682343829
2013-08-06,47052831543
2013-08-07,46892241675
2013-08-08,46879394485
2013-08-09,47232692196
2013-08-12,46757346185
2013-08-13,46815158538
2013-08-14,45928702462
2013-08-15,45947973246
2013-08-16,46025056383
2013-08-19,46037903573
2013-08-20,46352659716
2013-08-21,46770193374
2013-08-22,47598837097
2013-08-23,47541024744
2013-08-26,47361164091
2013-08-27,46404048474
2013-08-28,46538943963
2013-08-29,46712381022
2013-08-30,46410472068
2013-09-03,46529710428
2013-09-04,46510609562
2013-09-05,47115470330
2013-09-06,46612480849
2013-09-09,46848058201
2013-09-10,47586625033
2013-09-11,47752165875
2013-09-12,47217341617
2013-09-13,47433818102
2013-09-16,48605337905
2013-09-17,48777245702
2013-09-18,49528546445
2013-09-19,49375739514
2013-09-20,49229299539
2013-09-23,48618071816
2013-09-24,47841303251
2013-09-25,48465264885
2013-09-26,48306090999
2013-09-27,47172772929
2013-09-30,46886259933
2013-10-01,47000865131
2013-10-02,46803489512
2013-10-03,46567912161
2013-10-04,46644315626
2013-10-07,46064922680
2013-10-08,45262686294
2013-10-09,44746962902
2013-10-10,45370924536
2013-10-11,46294133076
2013-10-14,46262298299
2013-10-15,45587401022
2013-10-16,46115858324
2013-10-17,46383270453
2013-10-18,46402371319
2013-10-21,46816223423
2013-10-22,47083635552
2013-10-23,46975397310
2013-10-24,46797122557
2013-10-25,46867159067
2013-10-28,47319212904
2013-10-29,47694863275
2013-10-30,47274644216
2013-10-31,46797122557
2013-11-01,46478774785
2013-11-04,46294133076
2013-11-05,46707985181
2013-11-06,47777633696
2013-11-07,48102348424
2013-11-08,47904972805
2013-11-11,48064146692
2013-11-12,48579870083
2013-11-13,49286602138
2013-11-14,49063758697
2013-11-15,49674986420
2013-11-18,49993334193
2013-11-19,49961499416
2013-11-20,49764123797
2013-11-21,49936031594
2013-11-22,49560381222
2013-11-25,49159263029
2013-11-26,49261134316
2013-11-27,49413941247
2013-11-29,49324803871
2013-12-02,48540487361
2013-12-03,49023793668
2013-12-04,48375145730
2013-12-05,48197085512
2013-12-06,48031743881
2013-12-09,47777372140
2013-12-10,47955432358
2013-12-11,47313143714
2013-12-12,47109646322
2013-12-13,47020616212
2013-12-16,47453048171
2013-12-17,47058771974
2013-12-18,48088977522
2013-12-19,50562742698
2013-12-20,51224109223
2013-12-23,51860038574
2013-12-24,51707415529
2013-12-26,52241596184
2013-12-27,52470530751
2013-12-30,52184362543
2013-12-31,52286111239
2014-01-02,51592948246
2014-01-03,51764649171
2014-01-06,51217749929
2014-01-07,51840960693
2014-01-08,52241596184
2014-01-09,52750339665
2014-01-10,52909322003
2014-01-13,51548433192
2014-01-14,52114410314
2014-01-15,53557969941
2014-01-16,53494377006
2014-01-17,53691515104
2014-01-21,54009479780
2014-01-22,54308366575
2014-01-23,53367191135
2014-01-24,51624744714
2014-01-27,51605666833
2014-01-28,51701056236
2014-01-29,51077845472
2014-01-30,51332217212
2014-01-31,50798036557
2014-02-03,49659723019
2014-02-04,49653363726
2014-02-05,49329039757
2014-02-06,49933172640
2014-02-07,51243187103
2014-02-10,50855270199
2014-02-11,51224109223
2014-02-12,51643822594
2014-02-13,51980865150
2014-02-14,52216159010
2014-02-18,52521405099
2014-02-19,52947477764
2014-02-20,53023789286
2014-02-21,53290879613
2014-02-24,53386269016
2014-02-25,53042867166
2014-02-26,53036507873
2014-02-27,53011070699
2014-02-28,52771253556
2014-03-03,52233094402
2014-03-04,53170124459
2014-03-05,53252431153
2014-03-06,53056161344
2014-03-07,53138468038
2014-03-10,53208112164
2014-03-11,52897879240
2014-03-12,52391376506
2014-03-13,51973511751
2014-03-14,51523990575
2014-03-17,52796578693
2014-03-18,53049830060
2014-03-19,52315401096
2014-03-20,52587646316
2014-03-21,52442026780
2014-03-24,51916530194
2014-03-25,52878885387
2014-03-26,52530664758
2014-03-27,49890519259
2014-03-28,49896850543
2014-03-31,50472997403
2014-04-01,50359034288
2014-04-02,50643942075
2014-04-03,50238739888
2014-04-04,49472654504
2014-04-07,49941169532
2014-04-08,49567623766
2014-04-09,49687918166
2014-04-10,48643256278
2014-04-11,48807869666
2014-04-14,49270053410
2014-04-15,49966494669
2014-04-16,50086789068
2014-04-17,49953832101
2014-04-21,50466666119
2014-04-22,50422347129
2014-04-23,50086789068
2014-04-24,49611942756
2014-04-25,49656261745
2014-04-28,50061463932
2014-04-29,50447672266
2014-04-30,50789561611
2014-05-01,50548972813
2014-05-02,50245071173
2014-05-05,50017144943
2014-05-06,49846200270
2014-05-07,49516973493
2014-05-08,49909513112
2014-05-09,49852531554
2014-05-12,50137439342
2014-05-13,50447672266
2014-05-14,49922175680
2014-05-15,49649930461
2014-05-16,50352703004
2014-05-19,50371696856
2014-05-20,49637267892
2014-05-21,50251402457
2014-05-22,50302052730
2014-05-23,50517316392
2014-05-27,50713586201
2014-05-28,50384359424
2014-05-29,50916187295
2014-05-30,51568309564
2014-06-02,51301635649
2014-06-03,51680385266
2014-06-04,52677759258
2014-06-05,52759821675
2014-06-06,52728259207
2014-06-09,53189071242
2014-06-10,52797696637
2014-06-11,52355822084
2014-06-12,52027572416
2014-06-13,52223259718
2014-06-16,52280072160
2014-06-17,52084384858
2014-06-18,52198009743
2014-06-19,52431572007
2014-06-20,52475759463
2014-06-23,52185384756
2014-06-24,52040197403
2014-06-25,52431572007
2014-06-26,51465760483
2014-06-27,51352135598
2014-06-30,51030198424
2014-07-01,51289010662
2014-07-02,51169073283
2014-07-03,51478385471
2014-07-07,51162760790
2014-07-08,51200635751
2014-07-09,50903948551
2014-07-10,50354761606
2014-07-11,50354761606
2014-07-14,50159074304
2014-07-15,50095949368
2014-07-16,50335824125
2014-07-17,50020199444
2014-07-18,50335824125
2014-07-21,50373699087
2014-07-22,50683011274
2014-07-23,50872386083
2014-07-24,50935511019
2014-07-25,50739823717
2014-07-28,50910261045
2014-07-29,50859761096
2014-07-30,50809261147
2014-07-31,50045449419
2014-08-01,49679324789
2014-08-04,50089636874
2014-08-05,49521512448
2014-08-06,49136450338
2014-08-07,48921825555
2014-08-08,49786637180
2014-08-11,49843449623
2014-08-12,49597262372
2014-08-13,49862387104
2014-08-14,50039136925
2014-08-15,49875012091
2014-08-18,50380011581
2014-08-19,50701948755
2014-08-20,50752448704
2014-08-21,51017573436
2014-08-22,50821886134
2014-08-25,51118573334
2014-08-26,51522572926
2014-08-27,51118573334
2014-08-28,51143823309
2014-08-29,51169073283
2014-09-02,50978989364
2014-09-03,51444034385
2014-09-04,51381190463
2014-09-05,51425181208
2014-09-08,51362337287
2014-09-09,50872154697
2014-09-10,51035548893
2014-09-11,51224080659
2014-09-12,50884723481
2014-09-15,50652200970
2014-09-16,50331696969
2014-09-17,50074036890
2014-09-18,50564219480
2014-09-19,50231146694
2014-09-22,49784954849
2014-09-23,50023761752
2014-09-24,50400825283
2014-09-25,49634129437
2014-09-26,49828945595
2014-09-29,50224862302
2014-09-30,51104677207
2014-10-01,50099174458
2014-10-02,49916927085
2014-10-03,50476237989
2014-10-06,50733898069
2014-10-07,49527294770
2014-10-08,50174587165
2014-10-09,49137662455
2014-10-10,48289269511
2014-10-13,47943627941
2014-10-14,47868215235
2014-10-15,47667114685
2014-10-16,47855646450
2014-10-17,48151012883
2014-10-20,48037893823
2014-10-21,48974268258
2014-10-22,48678901826
2014-10-23,49068534141
2014-10-24,49238212730
2014-10-27,49659267006
2014-10-28,49942064654
2014-10-29,49992339791
2014-10-30,50664769755
2014-10-31,50978989364
2014-11-03,50884723481
2014-11-04,50997842540
2014-11-05,51833666700
2014-11-06,52311280506
2014-11-07,52462105918
2014-11-10,52889444586
2014-11-11,52751187958
2014-11-12,52864307018
2014-11-13,53065407567
2014-11-14,53191095411
2014-11-17,53197379803
2014-11-18,52977426077
2014-11-19,52562656193
2014-11-20,52436968349
2014-11-21,52839169449
2014-11-24,53373342784
2014-11-25,53618434079
2014-11-26,53511599412
2014-11-28,54253157689
2014-12-01,54029909274
2014-12-02,54017344178
2014-12-03,54356601748
2014-12-04,54243515892
2014-12-05,54149277678
2014-12-08,53382806872
2014-12-09,53514740371
2014-12-10,52603770971
2014-12-11,52698009184
2014-12-12,51454064762
2014-12-15,51441499666
2014-12-16,52063471878
2014-12-17,53590130942
2014-12-18,56379582072
2014-12-19,56863338237
2014-12-22,57284268925
2014-12-23,57435050067
2014-12-24,57372224591
2014-12-26,57334529306
2014-12-29,56869620784
2014-12-30,56662296714
2014-12-31,56109432526
2015-01-02,55814152789
2015-01-05,54871770651
2015-01-06,54475970152
2015-01-07,55619393814
2015-01-08,56467537738
2015-01-09,56404712263
2015-01-12,56235083478
2015-01-13,56436125000
2015-01-14,55776457504
2015-01-15,55393222101
2015-01-16,55845565527
2015-01-20,55675936742
2015-01-21,55500025410
2015-01-22,56228800930
2015-01-23,56052889597
2015-01-26,55964933931
2015-01-27,54130430035
2015-01-28,52999571469
2015-01-29,53803737560
2015-01-30,52792247398
2015-02-02,53923105964
2015-02-03,55236158411
2015-02-04,54871770651
2015-02-05,55581698528
2015-02-06,55380657005
2015-02-09,54884335746
2015-02-10,54984856507
2015-02-11,55261288601
2015-02-12,55971216479
2015-02-13,56410994810
2015-02-17,56103149978
2015-02-18,56184823097
2015-02-19,56712557094
2015-02-20,56850773141
2015-02-23,56901033522
2015-02-24,57076944855
2015-02-25,56919881165
2015-02-26,56731404737
2015-02-27,56561775952
2015-03-02,57075891533
2015-03-03,56863061931
2015-03-04,56906879790
2015-03-05,57620484926
2015-03-06,56756647130
2015-03-09,56831763460
2015-03-10,55122866949
2015-03-11,54371703647
2015-03-12,55210502667
2015-03-13,55003932759
2015-03-16,55654940954
2015-03-17,55611123095
2015-03-18,56919399178
2015-03-19,56456181809
2015-03-20,57263682358
2015-03-23,57301240523
2015-03-24,55967925663
2015-03-25,55216762361
2015-03-26,58947540093
2015-03-27,58803567126
2015-03-30,59104032447
2015-03-31,58647074772
2015-04-01,58565698748
2015-04-02,58953799787
2015-04-06,59899013608
2015-04-07,60337192201
2015-04-08,59542211040
2015-04-09,59761300336
2015-04-10,59273044190
2015-04-13,58521880888
2015-04-14,58722191102
2015-04-15,58941280398
2015-04-16,58878683457
2015-04-17,57833314529
2015-04-20,58384167616
2015-04-21,58215155874
2015-04-22,58453024252
2015-04-23,58740970185
2015-04-24,58465543641
2015-04-27,58690892631
2015-04-28,59104032447
2015-04-29,58622035995
2015-04-30,57996066577
2015-05-01,58440504864
2015-05-04,59116551835
2015-05-05,58622035995
2015-05-06,58215155874
2015-05-07,59147850306
2015-05-08,60024207492
2015-05-11,60099323822
2015-05-12,59730001865
2015-05-13,59892753914
2015-05-14,60706514157
2015-05-15,60731552934
2015-05-18,61006979478
2015-05-19,60831708041
2015-05-20,60750332016
2015-05-21,60612618744
2015-05-22,60337192201
2015-05-26,60149401375
2015-05-27,60575060579
2015-05-28,60662696298
2015-05-29,60118102904
2015-06-01,60091353260
2015-06-02,60178813385
2015-06-03,60584878253
2015-06-04,59928927313
2015-06-05,59597828267
2015-06-08,59204257703
2015-06-09,59310459284
2015-06-10,60297509270
2015-06-11,60547395342
2015-06-12,60035128894
2015-06-15,59841467187
