,WHR
2004-08-23,4105512000
2004-08-24,4070984000
2004-08-25,4064344000
2004-08-26,4088248000
2004-08-27,4089576000
2004-08-30,4059696000
2004-08-31,4059696000
2004-09-01,4055048000
2004-09-02,4100200000
2004-09-03,4090904000
2004-09-07,4118792000
2004-09-08,4071648000
2004-09-09,4036456000
2004-09-10,4061688000
2004-09-13,4074304000
2004-09-14,4033800000
2004-09-15,4038448000
2004-09-16,4057704000
2004-09-17,4104848000
2004-09-20,4086920000
2004-09-21,4222376000
2004-09-22,4185192000
2004-09-23,4103520000
2004-09-24,4079616000
2004-09-27,4012552000
2004-09-28,4011888000
2004-09-29,3985328000
2004-09-30,4014012000
2004-10-01,4062776000
2004-10-04,3982616000
2004-10-05,3967252000
2004-10-06,4028040000
2004-10-07,3943204000
2004-10-08,3868388000
2004-10-11,3907800000
2004-10-12,3927172000
2004-10-13,3911140000
2004-10-14,3865048000
2004-10-15,3866384000
2004-10-18,3893104000
2004-10-19,3961908000
2004-10-20,3813612000
2004-10-21,3775536000
2004-10-22,3720760000
2004-10-25,3676672000
2004-10-26,3790900000
2004-10-27,3943204000
2004-10-28,3909136000
2004-10-29,3924500000
2004-11-01,3870392000
2004-11-02,3919156000
2004-11-03,3991300000
2004-11-04,4108200000
2004-11-05,4171660000
2004-11-08,4142268000
2004-11-09,4259836000
2004-11-10,4254492000
2004-11-11,4247144000
2004-11-12,4281879999
2004-11-15,4301252000
2004-11-16,4243804000
2004-11-17,4437524000
2004-11-18,4392768000
2004-11-19,4317952000
2004-11-22,4329308000
2004-11-23,4308600000
2004-11-24,4346676000
2004-11-26,4338660000
2004-11-29,4352688000
2004-11-30,4311940000
2004-12-01,4342000000
2004-12-02,4291900000
2004-12-03,4269856000
2004-12-06,4229108000
2004-12-07,4229108000
2004-12-08,4275200000
2004-12-09,4279208000
2004-12-10,4269856000
2004-12-13,4399448000
2004-12-14,4504324000
2004-12-15,4586488000
2004-12-16,4520356000
2004-12-17,4427504000
2004-12-20,4442868000
2004-12-21,4531712000
2004-12-22,4615880000
2004-12-23,4563776000
2004-12-27,4529040000
2004-12-28,4609200000
2004-12-29,4608532000
2004-12-30,4625900000
2004-12-31,4623228000
2005-01-03,4612540000
2005-01-04,4533048000
2005-01-05,4537056000
2005-01-06,4595840000
2005-01-07,4538392000
2005-01-10,4640596000
2005-01-11,4716080000
2005-01-12,4732780000
2005-01-13,4629240000
2005-01-14,4627236000
2005-01-18,4704056000
2005-01-19,4573128000
2005-01-20,4563108000
2005-01-21,4512340000
2005-01-24,4517016000
2005-01-25,4519688000
2005-01-26,4553756000
2005-01-27,4540396000
2005-01-28,4458232000
2005-01-31,4559768000
2005-02-01,4614544000
2005-02-02,4560436000
2005-02-03,4365380000
2005-02-04,4309936000
2005-02-07,4234452000
2005-02-08,4197712000
2005-02-09,4130244000
2005-02-10,4172328000
2005-02-11,4220424000
2005-02-14,4226436000
2005-02-15,4305260000
2005-02-16,4261840000
2005-02-17,4172328000
2005-02-18,4201052000
2005-02-22,4128240000
2005-02-23,4223764000
2005-02-24,4271860000
2005-02-25,4276535999
2005-02-28,4258500000
2005-03-01,4283883999
2005-03-02,4259168000
2005-03-03,4273864000
2005-03-04,4394772000
2005-03-07,4492968000
2005-03-08,4408800000
2005-03-09,4364044000
2005-03-10,4400116000
2005-03-11,4404792000
2005-03-14,4394104000
2005-03-15,4368052000
2005-03-16,4286556000
2005-03-17,4275200000
2005-03-18,4266516000
2005-03-21,4448880000
2005-03-22,4476936000
2005-03-23,4454224000
2005-03-24,4471592000
2005-03-28,4427504000
2005-03-29,4350684000
2005-03-30,4537724000
2005-03-31,4524364000
2005-04-01,4466916000
2005-04-04,4500316000
2005-04-05,4511672000
2005-04-06,4517016000
2005-04-07,4541064000
2005-04-08,4483616000
2005-04-11,4447544000
2005-04-12,4558432000
2005-04-13,4502320000
2005-04-14,4376736000
2005-04-15,4265848000
2005-04-18,4356696000
2005-04-19,4317952000
2005-04-20,4117552000
2005-04-21,4475600000
2005-04-22,4310604000
2005-04-25,4314612000
2005-04-26,4197044000
2005-04-27,4176336000
2005-04-28,4135588000
2005-04-29,4145608000
2005-05-02,4117552000
2005-05-03,4093504000
2005-05-04,4229776000
2005-05-05,4194372000
2005-05-06,4208400000
2005-05-09,4243804000
2005-05-10,4203056000
2005-05-11,4164312000
2005-05-12,4083484000
2005-05-13,4102188000
2005-05-16,4230444000
2005-05-17,4264512000
2005-05-18,4378740000
2005-05-19,4376068000
2005-05-20,4559100000
2005-05-23,4607864000
2005-05-24,4556428000
2005-05-25,4560436000
2005-05-26,4638592000
2005-05-27,4613208000
2005-05-31,4595840000
2005-06-01,4599180000
2005-06-02,4565112000
2005-06-03,4542400000
2005-06-06,4525700000
2005-06-07,4519020000
2005-06-08,4492300000
2005-06-09,4461572000
2005-06-10,4468920000
2005-06-13,4478940000
2005-06-14,4542400000
2005-06-15,4541064000
2005-06-16,4725432000
2005-06-17,4843668000
2005-06-20,4847008000
2005-06-21,4905792000
2005-06-22,4770188000
2005-06-23,4727436000
2005-06-24,4649280000
2005-06-27,4643936000
2005-06-28,4696708000
2005-06-29,4682680000
2005-06-30,4697370000
2005-07-01,4663200000
2005-07-05,4748290000
2005-07-06,4690670000
2005-07-07,4663200000
2005-07-08,4690000000
2005-07-11,4767050000
2005-07-12,4714790000
2005-07-13,4723500000
2005-07-14,4746950000
2005-07-15,4689330000
2005-07-18,4911770000
2005-07-19,5053810000
2005-07-20,5160340000
2005-07-21,5219300000
2005-07-22,5171060000
2005-07-25,5539560000
2005-07-26,5378760000
2005-07-27,5339230000
2005-07-28,5355980000
2005-07-29,5358660000
2005-08-01,5342580000
2005-08-02,5272900000
2005-08-03,5285630000
2005-08-04,5292330000
2005-08-05,5340570000
2005-08-08,5524820000
2005-08-09,5562340000
2005-08-10,5462510000
2005-08-11,5406900000
2005-08-12,5654800000
2005-08-15,5506730000
2005-08-16,5376080000
2005-08-17,5360000000
2005-08-18,5326500000
2005-08-19,5482610000
2005-08-22,5459160000
2005-08-23,5351960000
2005-08-24,5213270000
2005-08-25,5236050000
2005-08-26,5169720000
2005-08-29,5128850000
2005-08-30,5079270000
2005-08-31,5095350000
2005-09-01,5089320000
2005-09-02,5112100000
2005-09-06,5226000000
2005-09-07,5284960000
2005-09-08,5221310000
2005-09-09,5280270000
2005-09-12,5299700000
2005-09-13,5219970000
2005-09-14,5223990000
2005-09-15,5183120000
2005-09-16,5193840000
2005-09-19,5108750000
2005-09-20,4897700000
2005-09-21,4809260000
2005-09-22,4875590000
2005-09-23,4900380000
2005-09-26,4890330000
2005-09-27,4918470000
2005-09-28,4966710000
2005-09-29,4999540000
2005-09-30,5159937000
2005-10-03,5114991000
2005-10-04,5093880000
2005-10-05,5002626000
2005-10-06,4991049000
2005-10-07,5018970000
2005-10-10,4962447000
2005-10-11,4754742000
2005-10-12,4783344000
2005-10-13,4773129000
2005-10-14,4857573000
2005-10-17,4873236000
2005-10-18,4863702000
2005-10-19,4986963000
2005-10-20,5064597000
2005-10-21,5088432000
2005-10-24,5187177000
2005-10-25,5183091000
2005-10-26,5240295000
2005-10-27,5151084000
2005-10-28,5295456000
2005-10-31,5345850000
2005-11-01,5402373000
2005-11-02,5466387000
2005-11-03,5488179000
2005-11-04,5459577000
2005-11-07,5514057000
2005-11-08,5342445000
2005-11-09,5333592000
2005-11-10,5383305000
2005-11-11,5362194000
2005-11-14,5377857000
2005-11-15,5362875000
2005-11-16,5379900000
2005-11-17,5450043000
2005-11-18,5450043000
2005-11-21,5546064000
2005-11-22,5599182000
2005-11-23,5663877000
2005-11-25,5635275000
2005-11-28,5569218000
2005-11-29,5553555000
2005-11-30,5573985000
2005-12-01,5778285000
2005-12-02,5775561000
2005-12-05,5671368000
2005-12-06,5698608000
2005-12-07,5618931000
2005-12-08,5661834000
2005-12-09,5710185000
2005-12-12,5704056000
2005-12-13,5739468000
2005-12-14,5832765000
2005-12-15,5729253000
2005-12-16,5713590000
2005-12-19,5646171000
2005-12-20,5615526000
2005-12-21,5712228000
2005-12-22,5731977000
2005-12-23,5708823000
2005-12-27,5662515000
2005-12-28,5691798000
2005-12-29,5734701000
2005-12-30,5704056000
2006-01-03,5629827000
2006-01-04,5655705000
2006-01-05,5664558000
2006-01-06,5698608000
2006-01-09,5787819000
2006-01-10,5659110000
2006-01-11,5655705000
2006-01-12,5576028000
2006-01-13,5528358000
2006-01-17,5546745000
2006-01-18,5516100000
2006-01-19,5580114000
2006-01-20,5526996000
2006-01-23,5595096000
2006-01-24,5584881000
2006-01-25,5576709000
2006-01-26,5573985000
2006-01-27,5566494000
2006-01-30,5529720000
2006-01-31,5494308000
2006-02-01,5480688000
2006-02-02,5881797000
2006-02-03,5898141000
2006-02-06,5956026000
2006-02-07,5919252000
2006-02-08,6111975000
2006-02-09,5950578000
2006-02-10,5943768000
2006-02-13,5845023000
2006-02-14,5997567000
2006-02-15,6002334000
2006-02-16,6081330000
2006-02-17,6074520000
2006-02-21,6087459000
2006-02-22,6204591000
2006-02-23,6169860000
2006-02-24,6172584000
2006-02-27,6188247000
2006-02-28,6114699000
2006-03-01,6122190000
2006-03-02,6094269000
2006-03-03,6089502000
2006-03-06,6013230000
2006-03-07,5842299000
2006-03-08,5825955000
2006-03-09,5877711000
2006-03-10,5856600000
2006-03-13,5876349000
2006-03-14,5992800000
2006-03-15,6062262000
2006-03-16,5961474000
2006-03-17,5873625000
2006-03-20,5965560000
2006-03-21,5915847000
2006-03-22,5989395000
2006-03-23,5952621000
2006-03-24,5973732000
2006-03-27,6129000000
2006-03-28,6099717000
2006-03-29,6534195000
2006-03-30,6228426000
2006-03-31,7134660000
2006-04-03,7197840000
2006-04-04,7155720000
2006-04-05,7129980000
2006-04-06,7091760000
2006-04-07,7090980000
2006-04-10,7044180000
2006-04-11,7037160000
2006-04-12,7183020000
2006-04-13,7123740000
2006-04-17,7081620000
2006-04-18,7057440000
2006-04-19,7117500000
2006-04-20,7078500000
2006-04-21,7023900000
2006-04-24,7059000000
2006-04-25,7225920000
2006-04-26,7041060000
2006-04-27,7059000000
2006-04-28,7000500000
2006-05-01,6938100000
2006-05-02,6956040000
2006-05-03,7124520000
2006-05-04,7240740000
2006-05-05,7221240000
2006-05-08,7236840000
2006-05-09,7261020000
2006-05-10,7189260000
2006-05-11,7100340000
2006-05-12,6924840000
2006-05-15,6965400000
2006-05-16,6942000000
2006-05-17,6852300000
2006-05-18,6608940000
2006-05-19,6704879999
2006-05-22,6600360000
2006-05-23,6864000000
2006-05-24,6854640000
2006-05-25,6892080000
2006-05-26,7096440000
2006-05-30,6901440000
2006-05-31,7013760000
2006-06-01,7039500000
2006-06-02,6981000000
2006-06-05,6757140000
2006-06-06,6660420000
2006-06-07,6453720000
2006-06-08,6591000000
2006-06-09,6571500000
2006-06-12,6499740000
2006-06-13,6352320000
2006-06-14,6259500000
2006-06-15,6392879999
2006-06-16,6316440000
2006-06-19,6190860000
2006-06-20,6174480000
2006-06-21,6257160000
2006-06-22,6265740000
2006-06-23,6364800000
2006-06-26,6382740000
2006-06-27,6305520000
2006-06-28,6240780000
2006-06-29,6427980000
2006-06-30,6471495000
2006-07-03,6437826000
2006-07-05,6412770000
2006-07-06,6471495000
2006-07-07,6463665000
2006-07-10,6451920000
2006-07-11,6365007000
2006-07-12,5942187000
2006-07-13,5993865000
2006-07-14,5936705999
2006-07-17,5955498000
2006-07-18,5880330000
2006-07-19,6079995000
2006-07-20,6009525000
2006-07-21,5934357000
2006-07-24,6098787000
2006-07-25,6173955000
2006-07-26,6126192000
2006-07-27,6068250000
2006-07-28,6127758000
2006-07-31,6043977000
2006-08-01,5900688000
2006-08-02,6000129000
2006-08-03,6215454000
2006-08-04,6202926000
2006-08-07,6231114000
2006-08-08,6058854000
2006-08-09,5872500000
2006-08-10,5907735000
2006-08-11,5955498000
2006-08-14,5989950000
2006-08-15,6007959000
2006-08-16,6154380000
2006-08-17,6235029000
2006-08-18,6215454000
2006-08-21,6178653000
2006-08-22,6336819000
2006-08-23,6265566000
2006-08-24,6151248000
2006-08-25,6146550000
2006-08-28,6289839000
2006-08-29,6241292999
2006-08-30,6318027000
2006-08-31,6335253000
2006-09-01,6386148000
2006-09-05,6390846000
2006-09-06,6401025000
2006-09-07,6263217000
2006-09-08,6444090000
2006-09-11,6614001000
2006-09-12,6847335000
2006-09-13,6846552000
2006-09-14,6866910000
2006-09-15,6938946000
2006-09-18,6898230000
2006-09-19,6852033000
2006-09-20,6891966000
2006-09-21,6814449000
2006-09-22,6870825000
2006-09-25,6658632000
2006-09-26,6835590000
2006-09-27,6675075000
2006-09-28,6628878000
2006-09-29,6585813000
2006-10-02,6669038000
2006-10-03,6643854000
2006-10-04,6704453000
2006-10-05,6793383999
2006-10-06,6777644000
2006-10-09,6774496000
2006-10-10,7019253000
2006-10-11,6954719000
2006-10-12,6994856000
2006-10-13,6990921000
2006-10-16,6943701000
2006-10-17,6841391000
2006-10-18,6866575000
2006-10-19,6894907000
2006-10-20,6899629000
2006-10-23,7030271000
2006-10-24,6823290000
2006-10-25,6791023000
2006-10-26,6821716000
2006-10-27,6787088000
2006-10-30,6818568000
2006-10-31,6841391000
2006-11-01,6799680000
2006-11-02,6748525000
2006-11-03,6679269000
2006-11-06,6783153000
2006-11-07,6871297000
2006-11-08,6887037000
2006-11-09,6964950000
2006-11-10,7047585000
2006-11-13,7035780000
2006-11-14,7042863000
2006-11-15,6976755000
2006-11-16,6951571000
2006-11-17,6807550000
2006-11-20,6772135000
2006-11-21,6791810000
2006-11-22,6769774000
2006-11-24,6748525000
2006-11-27,6690287000
2006-11-28,6606865000
2006-11-29,6690287000
2006-11-30,6713110000
2006-12-01,6661955000
2006-12-04,6805976000
2006-12-05,6811485000
2006-12-06,6797319000
2006-12-07,6778431000
2006-12-08,6755608000
2006-12-11,6794171000
2006-12-12,6739868000
2006-12-13,6735146000
2006-12-14,6757969000
2006-12-15,6476223000
2006-12-18,6425855000
2006-12-19,6441595000
2006-12-20,6444743000
2006-12-21,6437660000
2006-12-22,6430576999
2006-12-26,6455761000
2006-12-27,6565154000
2006-12-28,6532887000
2006-12-29,6533674000
2007-01-03,6662742000
2007-01-04,6669825000
2007-01-05,6668251000
2007-01-08,6658020000
2007-01-09,6666676999
2007-01-10,6757969000
2007-01-11,6775283000
2007-01-12,6752460000
2007-01-16,6630475000
2007-01-17,6645428000
2007-01-18,6765839000
2007-01-19,6853983000
2007-01-22,6809124000
2007-01-23,6876806000
2007-01-24,6992495000
2007-01-25,6956293000
2007-01-26,6969672000
2007-01-29,6985412000
2007-01-30,6989347000
2007-01-31,7195541000
2007-02-01,7260075000
2007-02-02,7267945000
2007-02-05,7365533000
2007-02-06,7468630000
2007-02-07,7268732000
2007-02-08,7122350000
2007-02-09,7082213000
2007-02-12,7065686000
2007-02-13,7186883999
2007-02-14,7245122000
2007-02-15,7287620000
2007-02-16,7570940000
2007-02-20,7542608000
2007-02-21,7429280000
2007-02-22,7367107000
2007-02-23,7346645000
2007-02-26,7362385000
2007-02-27,7079065000
2007-02-28,6942126999
2007-03-01,6953932000
2007-03-02,6840604000
2007-03-05,6787088000
2007-03-06,6831947000
2007-03-07,6942914000
2007-03-08,6990133999
2007-03-09,6913795000
2007-03-12,6828799000
2007-03-13,6672973000
2007-03-14,6625753000
2007-03-15,6650937000
2007-03-16,6617883000
2007-03-19,6672186000
2007-03-20,6808337000
2007-03-21,6946849000
2007-03-22,6857131000
2007-03-23,6896481000
2007-03-26,6837456000
2007-03-27,6717832000
2007-03-28,6639919000
2007-03-29,6649363000
2007-03-30,6682417000
2007-04-02,6685392000
2007-04-03,6707456000
2007-04-04,6709820000
2007-04-05,6798076000
2007-04-09,6876088000
2007-04-10,6918640000
2007-04-11,6924944000
2007-04-12,6954888000
2007-04-13,6995076000
2007-04-16,6958040000
2007-04-17,6951736000
2007-04-18,7034476000
2007-04-19,7066784000
2007-04-20,7129036000
2007-04-23,7119580000
2007-04-24,8104580000
2007-04-25,8463120000
2007-04-26,8435540000
2007-04-27,8385108000
2007-04-30,8355164000
2007-05-01,8518280000
2007-05-02,8915432000
2007-05-03,8890216000
2007-05-04,8763348000
2007-05-07,8813780000
2007-05-08,8851604000
2007-05-09,8983200000
2007-05-10,8775956000
2007-05-11,8857120000
2007-05-14,8812204000
2007-05-15,8800384000
2007-05-16,8793292000
2007-05-17,8915432000
2007-05-18,8969804000
2007-05-21,8942224000
2007-05-22,8914644000
2007-05-23,8867364000
2007-05-24,8760984000
2007-05-25,8764136000
2007-05-29,8736556000
2007-05-30,8812204000
2007-05-31,8798020000
2007-06-01,8777532000
2007-06-04,8830328000
2007-06-05,8803536000
2007-06-06,8807476000
2007-06-07,8482032000
2007-06-08,8733404000
2007-06-11,8803536000
2007-06-12,8772016000
2007-06-13,8836632000
2007-06-14,8839784000
2007-06-15,9038360000
2007-06-18,9192808000
2007-06-19,9207780000
2007-06-20,9030480000
2007-06-21,9043876000
2007-06-22,8902824000
2007-06-25,8891004000
2007-06-26,8746800000
2007-06-27,8876820000
2007-06-28,8868940000
2007-06-29,8762560000
2007-07-02,8785260000
2007-07-03,8797788000
2007-07-05,8776647000
2007-07-06,8919936000
2007-07-09,8804835000
2007-07-10,8435259000
2007-07-11,8530785000
2007-07-12,8698347000
2007-07-13,8715573000
2007-07-16,8763336000
2007-07-17,9004500000
2007-07-18,8963001000
2007-07-19,9134478000
2007-07-20,8646669000
2007-07-23,8786826000
2007-07-24,8534700000
2007-07-25,8597340000
2007-07-26,8198792999
2007-07-27,8035929000
2007-07-30,8032797000
2007-07-31,7995213000
2007-08-01,7857405000
2007-08-02,7895772000
2007-08-03,7655391000
2007-08-06,7748567999
2007-08-07,7739172000
2007-08-08,7812774000
2007-08-09,7577874000
2007-08-10,7384473000
2007-08-13,7358634000
2007-08-14,7173063000
2007-08-15,6988275000
2007-08-16,7266240000
2007-08-17,7331229000
2007-08-20,7408746000
2007-08-21,7461207000
2007-08-22,7572392999
2007-08-23,7591967999
2007-08-24,7678880999
2007-08-27,7689842999
2007-08-28,7317917999
2007-08-29,7472952000
2007-08-30,7450245000
2007-08-31,7548903000
2007-09-04,7576308000
2007-09-05,7445547000
2007-09-06,7522280999
2007-09-07,7263891000
2007-09-10,7083017999
2007-09-11,7078320000
2007-09-12,7065792000
2007-09-13,7169930999
2007-09-14,7140960000
2007-09-17,7147224000
2007-09-18,7358634000
2007-09-19,7447896000
2007-09-20,7281900000
2007-09-21,7220042999
2007-09-24,7148790000
2007-09-25,6798789000
2007-09-26,6788610000
2007-09-27,6911541000
2007-09-28,6976530000
2007-10-01,7021126000
2007-10-02,7024940999
2007-10-03,7123368000
2007-10-04,7014259000
2007-10-05,7194327000
2007-10-08,7111922999
2007-10-09,7130235000
2007-10-10,7040964000
2007-10-11,6885312000
2007-10-12,6811301000
2007-10-15,6785359000
2007-10-16,6822746000
2007-10-17,6870815000
2007-10-18,6746446000
2007-10-19,6572482000
2007-10-22,6713637000
2007-10-23,6389362000
2007-10-24,6464136000
2007-10-25,6405385000
2007-10-26,6376390999
2007-10-29,6403096000
2007-10-30,6238288000
2007-10-31,6041434000
2007-11-01,5933851000
2007-11-02,6037619000
2007-11-05,5923932000
2007-11-06,5875863000
2007-11-07,5730130000
2007-11-08,5635518000
2007-11-09,5756072000
2007-11-12,6000232000
2007-11-13,6107052000
2007-11-14,6115445000
2007-11-15,5978105000
2007-11-16,5811008000
2007-11-19,5792696000
2007-11-20,5699610000
2007-11-21,5801089000
2007-11-23,5942244000
2007-11-26,5764465000
2007-11-27,5924695000
2007-11-28,6076532000
2007-11-29,6054405000
2007-11-30,6177247999
2007-12-03,6165040000
2007-12-04,6199375000
2007-12-05,6364946000
2007-12-06,6535858000
2007-12-07,6545014000
2007-12-10,6755602000
2007-12-11,6351212000
2007-12-12,6407674000
2007-12-13,6366472000
2007-12-14,6202427000
2007-12-17,6136046000
2007-12-18,6216161000
2007-12-19,6150543000
2007-12-20,6222265000
2007-12-21,6300090999
2007-12-24,6367997999
2007-12-26,6350449000
2007-12-27,6216924000
2007-12-28,6164277000
2007-12-31,6228369000
2008-01-02,6094844000
2008-01-03,6036856000
2008-01-04,5771332000
2008-01-07,5810245000
2008-01-08,5695795000
2008-01-09,5640096000
2008-01-10,5711055000
2008-01-11,5611102000
2008-01-14,5550825000
2008-01-15,5407381000
2008-01-16,5371520000
2008-01-17,5325740000
2008-01-18,5457739000
2008-01-22,5683587000
2008-01-23,6181063000
2008-01-24,6019307000
2008-01-25,5934614000
2008-01-28,6103237000
2008-01-29,6293987000
2008-01-30,6275675000
2008-01-31,6507627000
2008-02-01,6540436000
2008-02-04,6225317000
2008-02-05,6867000000
2008-02-06,6904387000
2008-02-07,6973057000
2008-02-08,6792989000
2008-02-11,6804434000
2008-02-12,6969242000
2008-02-13,6995184000
2008-02-14,6834954000
2008-02-15,6751787000
2008-02-19,6751787000
2008-02-20,6776965999
2008-02-21,6818931000
2008-02-22,6769336000
2008-02-25,6783070000
2008-02-26,6983739000
2008-02-27,7164570000
2008-02-28,6895994000
2008-02-29,6437431000
2008-03-03,6702955000
2008-03-04,6704481000
2008-03-05,6435142000
2008-03-06,6285594000
2008-03-07,6389362000
2008-03-10,6276438000
2008-03-11,6489315000
2008-03-12,6493130000
2008-03-13,6483974000
2008-03-14,6327559000
2008-03-17,6174196000
2008-03-18,6521361000
2008-03-19,6519835000
2008-03-20,6771625000
2008-03-24,6743394000
2008-03-25,6689221000
2008-03-26,6580875000
2008-03-27,6522887000
2008-03-28,6516020000
2008-03-31,6534534000
2008-04-01,6873384000
2008-04-02,6876395999
2008-04-03,6894468000
2008-04-04,6868113000
2008-04-07,6769470000
2008-04-08,6738597000
2008-04-09,6554865000
2008-04-10,6416313000
2008-04-11,6229569000
2008-04-14,6109842000
2008-04-15,6036801000
2008-04-16,6089511000
2008-04-17,6132432000
2008-04-18,6175353000
2008-04-21,6247641000
2008-04-22,6087252000
2008-04-23,6190413000
2008-04-24,5563917000
2008-04-25,5752920000
2008-04-28,5667831000
2008-04-29,5606085000
2008-04-30,5480334000
2008-05-01,5645994000
2008-05-02,5692680000
2008-05-05,5548104000
2008-05-06,5555634000
2008-05-07,5511960000
2008-05-08,5408799000
2008-05-09,5453979000
2008-05-12,5630181000
2008-05-13,5639970000
2008-05-14,5774757000
2008-05-15,5714517000
2008-05-16,5637711000
2008-05-19,5604579000
2008-05-20,5513466000
2008-05-21,5432895000
2008-05-22,5450967000
2008-05-23,5404281000
2008-05-27,5489370000
2008-05-28,5429883000
2008-05-29,5597802000
2008-05-30,5548104000
2008-06-02,5375667000
2008-06-03,5327475000
2008-06-04,5313168000
2008-06-05,5347053000
2008-06-06,5176122000
2008-06-09,5152026000
2008-06-10,5204736000
2008-06-11,4918595999
2008-06-12,4980342000
2008-06-13,5159556000
2008-06-16,5152026000
2008-06-17,4972059000
2008-06-18,4894500000
2008-06-19,5037570000
2008-06-20,4969800000
2008-06-23,4897512000
2008-06-24,4914078000
2008-06-25,4938174000
2008-06-26,4988625000
2008-06-27,4801881000
2008-06-30,4605058000
2008-07-01,4555822000
2008-07-02,4540156000
2008-07-03,4676674000
2008-07-07,4660262000
2008-07-08,4818414000
2008-07-09,4710244000
2008-07-10,4640120000
2008-07-11,4625200000
2008-07-14,4537918000
2008-07-15,4561044000
2008-07-16,4870634000
2008-07-17,5046690000
2008-07-18,5110100000
2008-07-21,5081752000
2008-07-22,5083990000
2008-07-23,5721074000
2008-07-24,5458482000
2008-07-25,5454006000
2008-07-28,5415960000
2008-07-29,5705408000
2008-07-30,5691980000
2008-07-31,5647220000
2008-08-01,5688996000
2008-08-04,5568890000
2008-08-05,5979190000
2008-08-06,5881464000
2008-08-07,5647220000
2008-08-08,5893400000
2008-08-11,6179118000
2008-08-12,6012014000
2008-08-13,6101534000
2008-08-14,6202244000
2008-08-15,6268638000
2008-08-18,6091836000
2008-08-19,5949350000
2008-08-20,5989634000
2008-08-21,5986650000
2008-08-22,6073186000
2008-08-25,5936668000
2008-08-26,5912050000
2008-08-27,5994110000
2008-08-28,6079154000
2008-08-29,6069456000
2008-09-02,6293256000
2008-09-03,6272368000
2008-09-04,5985904000
2008-09-05,6117946000
2008-09-08,6675208000
2008-09-09,6265654000
2008-09-10,6482740000
2008-09-11,6564800000
2008-09-12,6531976000
2008-09-15,6425298000
2008-09-16,6573752000
2008-09-17,6271621999
2008-09-18,6415600000
2008-09-19,6750554000
2008-09-22,6276098000
2008-09-23,6208212000
2008-09-24,6176134000
2008-09-25,6188070000
2008-09-26,6293256000
2008-09-29,6159721999
2008-09-30,5883318000
2008-10-01,6117048000
2008-10-02,5667396000
2008-10-03,5277846000
2008-10-06,5201420000
2008-10-07,4980304000
2008-10-08,4992918000
2008-10-09,4785900000
2008-10-10,4963980000
2008-10-13,5295654000
2008-10-14,5009984000
2008-10-15,4617466000
2008-10-16,4648630000
2008-10-17,4584076000
2008-10-20,4595948000
2008-10-21,4371122000
2008-10-22,3994186000
2008-10-23,3794588000
2008-10-24,3647671999
2008-10-27,3712226000
2008-10-28,3403554000
2008-10-29,3253670000
2008-10-30,3402070000
2008-10-31,3461430000
2008-11-03,3562342000
2008-11-04,3661770000
2008-11-05,3470334000
2008-11-06,3222506000
2008-11-07,3295964000
2008-11-10,3118626000
2008-11-11,3068912000
2008-11-12,2806986000
2008-11-13,3083752000
2008-11-14,2900478000
2008-11-17,2785468000
2008-11-18,2784726000
2008-11-19,2523542000
2008-11-20,2294264000
2008-11-21,2372174000
2008-11-24,2694944000
2008-11-25,2793630000
2008-11-26,2904930000
2008-11-28,2921996000
2008-12-01,2700138000
2008-12-02,2802534000
2008-12-03,2793630000
2008-12-04,2939804000
2008-12-05,3205440000
2008-12-08,3295221999
2008-12-09,3167598000
2008-12-10,3205440000
2008-12-11,3033296000
2008-12-12,3045168000
2008-12-15,2803276000
2008-12-16,3083010000
2008-12-17,3190600000
2008-12-18,3111206000
2008-12-19,3191342000
2008-12-22,3024392000
2008-12-23,2941288000
2008-12-24,2960580000
2008-12-26,2970226000
2008-12-29,2876734000
2008-12-30,3004358000
2008-12-31,3068170000
2009-01-02,3236604000
2009-01-05,3447332000
2009-01-06,3620218000
2009-01-07,3339000000
2009-01-08,3436944000
2009-01-09,3301900000
2009-01-12,3177986000
2009-01-13,3182438000
2009-01-14,3012520000
2009-01-15,2915318000
2009-01-16,2956128000
2009-01-20,2657844000
2009-01-21,2782500000
2009-01-22,2677878000
2009-01-23,2695686000
2009-01-26,2760240000
2009-01-27,2752820000
2009-01-28,2936836000
2009-01-29,2559900000
2009-01-30,2480506000
2009-02-02,2470860000
2009-02-03,2568062000
2009-02-04,2522058000
2009-02-05,2629648000
2009-02-06,2700138000
2009-02-09,2755046000
2009-02-10,2537640000
2009-02-11,2486442000
2009-02-12,2453794000
2009-02-13,2361044000
2009-02-17,2251228000
2009-02-18,2146606000
2009-02-19,1940330000
2009-02-20,1947750000
2009-02-23,1796382000
2009-02-24,1875034000
2009-02-25,1760766000
2009-02-26,1748894000
2009-02-27,1649466000
2009-03-02,1627206000
2009-03-03,1520358000
2009-03-04,1616076000
2009-03-05,1521100000
2009-03-06,1498098000
2009-03-09,1438738000
2009-03-10,1714762000
2009-03-11,1811222000
2009-03-12,1927716000
2009-03-13,1883196000
2009-03-16,1864646000
2009-03-17,1886906000
2009-03-18,2048662000
2009-03-19,2044210000
2009-03-20,1908424000
2009-03-23,2166640000
2009-03-24,2147348000
2009-03-25,2316524000
2009-03-26,2496830000
2009-03-27,2411500000
2009-03-30,2158478000
2009-03-31,2204455000
2009-04-01,2296090000
2009-04-02,2588130000
2009-04-03,2629850000
2009-04-06,2554605000
2009-04-07,2385490000
2009-04-08,2346005000
