,WHR
2009-04-09,2631340000
2009-04-13,2568015000
2009-04-14,2490535000
2009-04-15,2623145000
2009-04-16,2717015000
2009-04-17,2830255000
2009-04-20,2597070000
2009-04-21,2650710000
2009-04-22,2813865000
2009-04-23,2749050000
2009-04-24,3034385000
2009-04-27,3254905000
2009-04-28,3058970000
2009-04-29,3301840000
2009-04-30,3364419999
2009-05-01,3417315000
2009-05-04,3712335000
2009-05-05,3564825000
2009-05-06,3588665000
2009-05-07,3442645000
2009-05-08,3709355000
2009-05-11,3419550000
2009-05-12,3240005000
2009-05-13,3032895000
2009-05-14,3155820000
2009-05-15,3127510000
2009-05-18,3238515000
2009-05-19,3183385000
2009-05-20,3175190000
2009-05-21,3064930000
2009-05-22,3085790000
2009-05-26,3207970000
2009-05-27,3065675000
2009-05-28,3017250000
2009-05-29,3139430000
2009-06-01,3200520000
2009-06-02,3237770000
2009-06-03,3216910000
2009-06-04,3267570000
2009-06-05,3270550000
2009-06-08,3219145000
2009-06-09,3266825000
2009-06-10,3215419999
2009-06-11,3193070000
2009-06-12,3257885000
2009-06-15,3177425000
2009-06-16,3182640000
2009-06-17,3231810000
2009-06-18,3230320000
2009-06-19,3229575000
2009-06-22,3120805000
2009-06-23,3093240000
2009-06-24,3116335000
2009-06-25,3152095000
2009-06-26,3156565000
2009-06-29,3257140000
2009-06-30,3179232000
2009-07-01,3345813000
2009-07-02,3250944000
2009-07-06,3163545000
2009-07-07,3117978000
2009-07-08,3131424000
2009-07-09,3181473000
2009-07-10,3258414000
2009-07-13,3380175000
2009-07-14,3538539000
2009-07-15,3725289000
2009-07-16,4063680000
2009-07-17,4039776000
2009-07-20,4127922000
2009-07-21,4208598000
2009-07-22,3791025000
2009-07-23,4080114000
2009-07-24,4090572000
2009-07-27,4173489000
2009-07-28,4116717000
2009-07-29,4068162000
2009-07-30,4128669000
2009-07-31,4264623000
2009-08-03,4242960000
2009-08-04,4306455000
2009-08-05,4278069000
2009-08-06,4319901000
2009-08-07,4614966000
2009-08-10,4404312000
2009-08-11,4377420000
2009-08-12,4440915000
2009-08-13,4431204000
2009-08-14,4321395000
2009-08-17,4146597000
2009-08-18,4301973000
2009-08-19,4300479000
2009-08-20,4567158000
2009-08-21,4787523000
2009-08-24,4779306000
2009-08-25,4725522000
2009-08-26,4647834000
2009-08-27,4821138000
2009-08-28,4938417000
2009-08-31,4796487000
2009-09-01,4647087000
2009-09-02,4564917000
2009-09-03,4647087000
2009-09-04,4785282000
2009-09-08,4804703999
2009-09-09,4983984000
2009-09-10,5028057000
2009-09-11,4922730000
2009-09-14,5004153000
2009-09-15,5110227000
2009-09-16,5397822000
2009-09-17,5361966000
2009-09-18,5454594000
2009-09-21,5305941000
2009-09-22,5356737000
2009-09-23,5220036000
2009-09-24,5154300000
2009-09-25,5066153999
2009-09-28,5217795000
2009-09-29,5251410000
2009-09-30,5274984000
2009-10-01,5060848000
2009-10-02,5015608000
2009-10-05,5201092000
2009-10-06,5111366000
2009-10-07,5137756000
2009-10-08,5248594000
2009-10-09,5315700000
2009-10-12,5382052000
2009-10-13,5415982000
2009-10-14,5493644000
2009-10-15,5534360000
2009-10-16,5483842000
2009-10-19,5561504000
2009-10-20,5504200000
2009-10-21,5415982000
2009-10-22,5544916000
2009-10-23,5815602000
2009-10-26,5855564000
2009-10-27,5639920000
2009-10-28,5409196000
2009-10-29,5643690000
2009-10-30,5397886000
2009-11-02,5388084000
2009-11-03,5609006000
2009-11-04,5422014000
2009-11-05,5568290000
2009-11-06,5339827999
2009-11-09,5544916000
2009-11-10,5572060000
2009-11-11,5612022000
2009-11-12,5527574000
2009-11-13,5599204000
2009-11-16,5725876000
2009-11-17,5697224000
2009-11-18,5532852000
2009-11-19,5332288000
2009-11-20,5252364000
2009-11-23,5384314000
2009-11-24,5548686000
2009-11-25,5688930000
2009-11-27,5624840000
2009-11-30,5591664000
2009-12-01,5803538000
2009-12-02,5966402000
2009-12-03,5811832000
2009-12-04,5925686000
2009-12-07,5891756000
2009-12-08,5785442000
2009-12-09,5707780000
2009-12-10,5700994000
2009-12-11,5639166000
2009-12-14,5760560000
2009-12-15,5839730000
2009-12-16,5843500000
2009-12-17,5968664000
2009-12-18,6084026000
2009-12-21,6299670000
2009-12-22,6307210000
2009-12-23,6249152000
2009-12-24,6254430000
2009-12-28,6230302000
2009-12-29,6195618000
2009-12-30,6162442000
2009-12-31,6081764000
2010-01-04,6179030000
2010-01-05,6166212000
2010-01-06,6111924000
2010-01-07,6243120000
2010-01-08,6375824000
2010-01-11,6335108000
2010-01-12,6209190000
2010-01-13,6263477999
2010-01-14,6271018000
2010-01-15,6205420000
2010-01-19,6231056000
2010-01-20,6134544000
2010-01-21,5943782000
2010-01-22,5848777999
2010-01-25,5784688000
2010-01-26,5737940000
2010-01-27,5721352000
2010-01-28,5706272000
2010-01-29,5668572000
2010-02-01,5734924000
2010-02-02,6200142000
2010-02-03,6188832000
2010-02-04,5928702000
2010-02-05,5739448000
2010-02-08,5700994000
2010-02-09,5872152000
2010-02-10,5854056000
2010-02-11,6057636000
2010-02-12,6120218000
2010-02-16,6206174000
2010-02-17,6262724000
2010-02-18,6375824000
2010-02-19,6384118000
2010-02-22,6372808000
2010-02-23,6252168000
2010-02-24,6299670000
2010-02-25,6304194000
2010-02-26,6345664000
2010-03-01,6476106000
2010-03-02,6513052000
2010-03-03,6536426000
2010-03-04,6446700000
2010-03-05,6534918000
2010-03-08,6549998000
2010-03-09,6578650000
2010-03-10,6555276000
2010-03-11,6524362000
2010-03-12,6484400000
2010-03-15,6506266000
2010-03-16,6640477999
2010-03-17,6681194000
2010-03-18,6703060000
2010-03-19,6505512000
2010-03-22,6669130000
2010-03-23,6773182000
2010-03-24,6721156000
2010-03-25,6720402000
2010-03-26,6786754000
2010-03-29,6792032000
2010-03-30,6710600000
2010-03-31,6648450000
2010-04-01,6688074000
2010-04-05,6914388000
2010-04-06,6970776000
2010-04-07,6790182000
2010-04-08,7014972000
2010-04-09,7110222000
2010-04-12,7196328000
2010-04-13,7020306000
2010-04-14,7075932000
2010-04-15,7103364000
2010-04-16,7117842000
2010-04-19,7132320000
2010-04-20,7322058000
2010-04-21,7526274000
2010-04-22,7705344000
2010-04-23,7789164000
2010-04-26,8566404000
2010-04-27,8209026000
2010-04-28,8433816000
2010-04-29,8439912000
2010-04-30,8295894000
2010-05-03,8512302000
2010-05-04,8316468000
2010-05-05,7940802000
2010-05-06,7840980000
2010-05-07,7478268000
2010-05-10,8125968000
2010-05-11,8019288000
2010-05-12,8489442000
2010-05-13,8285226000
2010-05-14,8129778000
2010-05-17,8238744000
2010-05-18,7960614000
2010-05-19,7591044000
2010-05-20,7098030000
2010-05-21,7546848000
2010-05-24,7418832000
2010-05-25,7546848000
2010-05-26,7543800000
2010-05-27,7975092000
2010-05-28,7958328000
2010-06-01,7542276000
2010-06-02,7889748000
2010-06-03,7718298000
2010-06-04,7288530000
2010-06-07,7037070000
2010-06-08,7170420000
2010-06-09,7235952000
2010-06-10,7602474000
2010-06-11,7485888000
2010-06-14,7485126000
2010-06-15,7808976000
2010-06-16,7833360000
2010-06-17,7761732000
2010-06-18,7723632000
2010-06-21,7888986000
2010-06-22,7463028000
2010-06-23,7445502000
2010-06-24,7184898000
2010-06-25,7364730000
2010-06-28,7287768000
2010-06-29,6853428000
2010-06-30,6718229999
2010-07-01,6529275000
2010-07-02,6433650000
2010-07-06,6383925000
2010-07-07,6895710000
2010-07-08,6907185000
2010-07-09,7067835000
2010-07-12,6933960000
2010-07-13,7236900000
2010-07-14,7319520000
2010-07-15,7220070000
2010-07-16,6916365000
2010-07-19,6989040000
2010-07-20,6785550000
2010-07-21,6592005000
2010-07-22,6594300000
2010-07-23,6576705000
2010-07-26,6745770000
2010-07-27,6592770000
2010-07-28,6447420000
2010-07-29,6434415000
2010-07-30,6372450000
2010-08-02,6636375000
2010-08-03,6509385000
2010-08-04,6568290000
2010-08-05,6527745000
2010-08-06,6496380000
2010-08-09,6584354999
2010-08-10,6330375000
2010-08-11,6064155000
2010-08-12,5976945000
2010-08-13,5870610000
2010-08-16,5905035000
2010-08-17,6076395000
2010-08-18,6118470000
2010-08-19,5967765000
2010-08-20,5934870000
2010-08-23,5944814999
2010-08-24,5752035000
2010-08-25,5827770000
2010-08-26,5700015000
2010-08-27,5781870000
2010-08-30,5689305000
2010-08-31,5673240000
2010-09-01,5963175000
2010-09-02,5911920000
2010-09-03,6058800000
2010-09-07,5812470000
2010-09-08,5926455000
2010-09-09,5798700000
2010-09-10,5589090000
2010-09-13,5478930000
2010-09-14,5532479999
2010-09-15,5566905000
2010-09-16,5551604999
2010-09-17,5698485000
2010-09-20,6110820000
2010-09-21,6002955000
2010-09-22,5858370000
2010-09-23,5804055000
2010-09-24,6055740000
2010-09-27,5945580000
2010-09-28,6039675000
2010-09-29,6177375000
2010-09-30,6209631999
2010-10-01,6151340000
2010-10-04,6132165000
2010-10-05,6368401000
2010-10-06,6282497000
2010-10-07,6178952000
2010-10-08,6348459000
2010-10-11,6370702000
2010-10-12,6463509000
2010-10-13,6646055000
2010-10-14,6477315000
2010-10-15,6472713000
2010-10-18,6577792000
2010-10-19,6565520000
2010-10-20,6526403000
2010-10-21,6561685000
2010-10-22,6562452000
2010-10-25,6504927000
2010-10-26,6482684000
2010-10-27,6215768000
2010-10-28,5905900000
2010-10-29,5816161000
2010-11-01,5773209000
2010-11-02,5922774000
2010-11-03,5941181999
2010-11-04,6120660000
2010-11-05,6141368999
2010-11-08,6018649000
2010-11-09,5863715000
2010-11-10,5954988000
2010-11-11,5839171000
2010-11-12,5685771000
2010-11-15,5764772000
2010-11-16,5690373000
2010-11-17,5704179000
2010-11-18,5840705000
2010-11-19,5876754000
2010-11-22,5801588000
2010-11-23,5699577000
2010-11-24,5808491000
2010-11-26,5752500000
2010-11-29,5762471000
2010-11-30,5599100000
2010-12-01,5698810000
2010-12-02,6044727000
2010-12-03,6140602000
2010-12-06,6423625000
2010-12-07,6484218000
2010-12-08,6405984000
2010-12-09,6572423000
2010-12-10,6576258000
2010-12-13,6563986000
2010-12-14,6745765000
2010-12-15,6689006999
2010-12-16,6866184000
2010-12-17,6909136000
2010-12-20,6795620000
2010-12-21,6818630000
2010-12-22,6896864000
2010-12-23,6892262000
2010-12-27,6928311000
2010-12-28,6926777000
2010-12-29,6903000000
2010-12-30,6889193999
2010-12-31,6813261000
2011-01-03,6939049000
2011-01-04,6839339000
2011-01-05,6885359000
2011-01-06,6738862000
2011-01-07,6710483000
2011-01-10,6741930000
2011-01-11,6733493000
2011-01-12,6879223000
2011-01-13,6708949000
2011-01-14,6768008000
2011-01-18,6690541000
2011-01-19,6593899000
2011-01-20,6641453000
2011-01-21,6784115000
2011-01-24,6715852000
2011-01-25,6731959000
2011-01-26,6807892000
2011-01-27,7001176000
2011-01-28,6896864000
2011-01-31,6557850000
2011-02-01,6551714000
2011-02-02,6412120000
2011-02-03,6571656000
2011-02-04,6593899000
2011-02-07,6626880000
2011-02-08,6601568999
2011-02-09,6580860000
2011-02-10,6679803000
2011-02-11,6649890000
2011-02-14,6554015000
2011-02-15,6437431000
2011-02-16,6382974000
2011-02-17,6387576000
2011-02-18,6399848000
2011-02-22,6260254000
2011-02-23,6213467000
2011-02-24,6188923000
2011-02-25,6252584000
2011-02-28,6327750000
2011-03-01,6151340000
2011-03-02,6159777000
2011-03-03,6316245000
2011-03-04,6208098000
2011-03-07,6164379000
2011-03-08,6393712000
2011-03-09,6431295000
2011-03-10,6310109000
2011-03-11,6392178000
2011-03-14,6289400000
2011-03-15,6244147000
2011-03-16,6113756999
2011-03-17,6103018999
2011-03-18,6143670000
2011-03-21,6211933000
2011-03-22,6150573000
2011-03-23,6195826000
2011-03-24,6238011000
2011-03-25,6296303000
2011-03-28,6243380000
2011-03-29,6254118000
2011-03-30,6457373000
2011-03-31,6555648000
2011-04-01,6607104000
2011-04-04,6540288000
2011-04-05,6509568000
2011-04-06,6488832000
2011-04-07,6465792000
2011-04-08,6342144000
2011-04-11,6388224000
2011-04-12,6477312000
2011-04-13,6500352000
2011-04-14,6508032000
2011-04-15,6581760000
2011-04-18,6518784000
2011-04-19,6612480000
2011-04-20,6623232000
2011-04-21,6705408000
2011-04-25,6698496000
2011-04-26,6747648000
2011-04-27,6808320000
2011-04-28,6714624000
2011-04-29,6618624000
2011-05-02,6598656000
2011-05-03,6475775999
2011-05-04,6443520000
2011-05-05,6442752000
2011-05-06,6489600000
2011-05-09,6416640000
2011-05-10,6492672000
2011-05-11,6448127999
2011-05-12,6557952000
2011-05-13,6655488000
2011-05-16,6535680000
2011-05-17,6478848000
2011-05-18,6441984000
2011-05-19,6375936000
2011-05-20,6294527999
2011-05-23,6185472000
2011-05-24,6170880000
2011-05-25,6299136000
2011-05-26,6316800000
2011-05-27,6371327999
2011-05-31,6435840000
2011-06-01,6309888000
2011-06-02,6216960000
2011-06-03,5912064000
2011-06-06,5761536000
2011-06-07,5760000000
2011-06-08,5726975999
2011-06-09,5726208000
2011-06-10,5604864000
2011-06-13,5657088000
2011-06-14,5711616000
2011-06-15,5649408000
2011-06-16,5782272000
2011-06-17,5840640000
2011-06-20,5967360000
2011-06-21,5993472000
2011-06-22,5930496000
2011-06-23,5973504000
2011-06-24,5895168000
2011-06-27,5913600000
2011-06-28,6092544000
2011-06-29,6181632000
2011-06-30,6253507999
2011-07-01,6365782000
2011-07-05,6291189000
2011-07-06,6223517000
2011-07-07,6305800000
2011-07-08,6233514000
2011-07-11,6054337000
2011-07-12,6012042000
2011-07-13,6008966000
2011-07-14,5892847000
2011-07-15,5831327000
2011-07-18,5813640000
2011-07-19,5772882999
2011-07-20,5816716000
2011-07-21,5596782000
2011-07-22,5574481000
2011-07-25,5519882000
2011-07-26,5508347000
2011-07-27,5489122000
2011-07-28,5409915000
2011-07-29,5323787000
2011-08-01,5216896000
2011-08-02,5008497000
2011-08-03,5146148000
2011-08-04,4970047000
2011-08-05,5103084000
2011-08-08,4524796000
2011-08-09,4601696000
2011-08-10,4415598000
2011-08-11,4702435000
2011-08-12,4813171000
2011-08-15,4880074000
2011-08-16,4699359000
2011-08-17,4622459000
2011-08-18,4398680000
2011-08-19,4342543000
2011-08-22,4284099000
2011-08-23,4394835000
2011-08-24,4487115000
2011-08-25,4370227000
2011-08-26,4516337000
2011-08-29,4775490000
2011-08-30,4861618000
2011-08-31,4820861000
2011-09-01,4670906000
2011-09-02,4487884000
2011-09-06,4292558000
2011-09-07,4371765000
2011-09-08,4153369000
2011-09-09,4040326000
2011-09-12,4025715000
2011-09-13,4096463000
2011-09-14,4161828000
2011-09-15,4194895000
2011-09-16,4121840000
2011-09-19,4074931000
2011-09-20,3959581000
2011-09-21,3846538000
2011-09-22,3691969000
2011-09-23,3845000000
2011-09-26,4022639000
2011-09-27,4094156000
2011-09-28,3876528999
2011-09-29,3928821000
2011-09-30,3858042999
2011-10-03,3748277000
2011-10-04,4016508000
2011-10-05,4181930000
2011-10-06,4267733000
2011-10-07,4138642000
2011-10-10,4299426000
2011-10-11,4328027000
2011-10-12,4459437000
2011-10-13,4393732000
2011-10-14,4476443000
2011-10-17,4249953999
2011-10-18,4267733000
2011-10-19,4279328000
2011-10-20,4257684000
2011-10-21,4437020000
2011-10-24,4569976000
2011-10-25,4423106000
2011-10-26,4525142000
2011-10-27,4674331000
2011-10-28,4004140000
2011-10-31,3927613000
2011-11-01,3854951000
2011-11-02,3929932000
2011-11-03,3982496000
2011-11-04,3991772000
2011-11-07,4050520000
2011-11-08,4120090000
2011-11-09,4069072000
2011-11-10,4116998000
2011-11-11,4219807000
2011-11-14,4157967000
2011-11-15,4131685000
2011-11-16,4008005000
2011-11-17,3888963000
2011-11-18,3917564000
2011-11-21,3748277000
2011-11-22,3701897000
2011-11-23,3583628000
2011-11-25,3559665000
2011-11-28,3704989000
2011-11-29,3613002000
2011-11-30,3792338000
2011-12-01,3787700000
2011-12-02,3822485000
2011-12-05,3845675000
2011-12-06,3793111000
2011-12-07,3837172000
2011-12-08,3775332000
2011-12-09,3848767000
2011-12-12,3819392999
2011-12-13,3699578000
2011-12-14,3614548000
2011-12-15,3604499000
2011-12-16,3605272000
2011-12-19,3507101000
2011-12-20,3722767999
2011-12-21,3798522000
2011-12-22,3908288000
2011-12-23,3956987000
2011-12-27,3603726000
2011-12-28,3584401000
2011-12-29,3657836000
2011-12-30,3667885000
2012-01-03,3749823000
2012-01-04,3785381000
2012-01-05,3889736000
2012-01-06,3824803999
2012-01-09,3902877000
2012-01-10,4006459000
2012-01-11,4006459000
2012-01-12,4020373000
2012-01-13,3934570000
2012-01-17,3856497000
2012-01-18,4163378000
2012-01-19,4284739000
2012-01-20,4188887000
2012-01-23,4171108000
2012-01-24,4202028000
2012-01-25,4242997000
2012-01-26,4206666000
2012-01-27,4220580000
2012-01-30,4154875000
2012-01-31,4198936000
2012-02-01,4764772000
2012-02-02,4975028000
2012-02-03,5307418000
2012-02-06,5468202000
2012-02-07,5465110000
2012-02-08,5426460000
2012-02-09,5374669000
2012-02-10,5414092000
2012-02-13,5560962000
2012-02-14,5571010999
2012-02-15,5360755000
2012-02-16,5462018000
2012-02-17,5490619000
2012-02-21,5458153000
2012-02-22,5417184000
2012-02-23,5480570000
2012-02-24,5511490000
2012-02-27,5882530000
2012-02-28,5886395000
2012-02-29,5841560999
2012-03-01,5757304000
2012-03-02,5731022000
2012-03-05,5708605000
2012-03-06,5627440000
2012-03-07,5686960999
2012-03-08,5676912000
2012-03-09,5820690000
2012-03-12,5807549000
2012-03-13,6034038000
2012-03-14,6068050000
2012-03-15,6092785999
2012-03-16,5939732000
2012-03-19,6010848000
2012-03-20,5984566000
2012-03-21,5992296000
2012-03-22,5916542000
2012-03-23,5935094000
2012-03-26,6030946000
2012-03-27,5922726000
2012-03-28,5861659000
2012-03-29,5884849000
2012-03-30,5941278000
2012-04-02,5910060000
2012-04-03,5811000000
2012-04-04,5789940000
2012-04-05,5867940000
2012-04-09,5794620000
2012-04-10,5495879999
2012-04-11,5611320000
2012-04-12,5613660000
2012-04-13,5545800000
2012-04-16,5540340000
2012-04-17,5304000000
2012-04-18,5164379999
2012-04-19,5030220000
2012-04-20,5005260000
2012-04-23,5126940000
2012-04-24,5173740000
2012-04-25,5373420000
2012-04-26,5144879999
2012-04-27,5032560000
2012-04-30,4993560000
2012-05-01,5053620000
2012-05-02,5060640000
2012-05-03,4898400000
2012-05-04,4818060000
2012-05-07,4834440000
2012-05-08,4806360000
2012-05-09,4766580000
2012-05-10,4768140000
2012-05-11,4867980000
2012-05-14,4759560000
2012-05-15,4754880000
2012-05-16,4803240000
2012-05-17,4559880000
2012-05-18,4501380000
2012-05-21,4567680000
2012-05-22,4569240000
2012-05-23,4598880000
2012-05-24,4565340000
2012-05-25,4723680000
2012-05-29,4900740000
2012-05-30,4924140000
2012-05-31,4826640000
2012-06-01,4509180000
2012-06-04,4467060000
2012-06-05,4591080000
2012-06-06,4741620000
2012-06-07,4680780000
2012-06-08,4744740000
2012-06-11,4588740000
2012-06-12,4648800000
2012-06-13,4542720000
2012-06-14,4527120000
2012-06-15,4610580000
2012-06-18,4697940000
2012-06-19,4846920000
2012-06-20,4820400000
2012-06-21,4536480000
2012-06-22,4424940000
2012-06-25,4279080000
2012-06-26,4324320000
2012-06-27,4434300000
2012-06-28,4480320000
2012-06-29,4770480000
2012-07-02,4817799000
2012-07-03,4928202000
2012-07-05,4953258000
2012-07-06,4918806000
2012-07-09,4846770000
2012-07-10,4749678000
2012-07-11,4846770000
2012-07-12,4831110000
2012-07-13,4918806000
2012-07-16,4853034000
2012-07-17,4967352000
2012-07-18,5092632000
2012-07-19,5360417999
2012-07-20,5293863000
2012-07-23,5270373000
2012-07-24,4874175000
2012-07-25,5058963000
2012-07-26,5238270000
2012-07-27,5372163000
2012-07-30,5342409000
2012-07-31,5289948000
2012-08-01,5277420000
2012-08-02,5234355000
2012-08-03,5444982000
2012-08-06,5482566000
2012-08-07,5548338000
2012-08-08,5611761000
2012-08-09,5576526000
2012-08-10,5625072000
2012-08-13,5616459000
2012-08-14,5600016000
2012-08-15,5619591000
2012-08-16,5780105999
2012-08-17,5893641000
2012-08-20,5766795000
2012-08-21,5749569000
2012-08-22,5843529000
2012-08-23,5794983000
2012-08-24,5821605000
2012-08-27,5797332000
2012-08-28,5792634000
2012-08-29,5847444000
2012-08-30,5818473000
2012-08-31,5908517999
2012-09-04,5953932000
2012-09-05,5892075000
2012-09-06,6088608000
2012-09-07,6108966000
2012-09-10,6147333000
2012-09-11,6236595000
2012-09-12,6302367000
2012-09-13,6336819000
2012-09-14,6525522000
2012-09-17,6524739000
2012-09-18,6489504000
2012-09-19,6656283000
2012-09-20,6616350000
2012-09-21,6672726000
2012-09-24,6708744000
2012-09-25,6525522000
2012-09-26,6408072000
2012-09-27,6536484000
2012-09-28,6491853000
2012-10-01,6506515999
2012-10-02,6606592000
2012-10-03,6691696000
2012-10-04,6698000000
2012-10-05,6742915999
2012-10-08,6820140000
2012-10-09,6635747999
2012-10-10,6627080000
2012-10-11,6683815999
2012-10-12,6586104000
2012-10-15,6627080000
2012-10-16,6686180000
2012-10-17,6864268000
2012-10-18,6870572000
2012-10-19,6859540000
2012-10-22,6801228000
2012-10-23,7392228000
2012-10-24,7504912000
2012-10-25,7476544000
2012-10-26,7508852000
2012-10-31,7697184000
2012-11-01,7924128000
2012-11-02,7734220000
2012-11-05,7735008000
2012-11-06,7734220000
2012-11-07,7706640000
2012-11-08,7671180000
2012-11-09,7612868000
2012-11-12,7602624000
2012-11-13,7639660000
2012-11-14,7497032000
2012-11-15,7404047999
2012-11-16,7577408000
2012-11-19,7731856000
2012-11-20,7951708000
2012-11-21,7961164000
2012-11-23,8095124000
2012-11-26,7958012000
2012-11-27,7894972000
2012-11-28,8084092000
2012-11-29,8078576000
2012-11-30,8024992000
2012-12-03,7955647999
2012-12-04,7913096000
2012-12-05,7771256000
2012-12-06,7690880000
2012-12-07,7723188000
2012-12-10,7853208000
2012-12-11,7829568000
2012-12-12,7982440000
2012-12-13,7968256000
2012-12-14,7887880000
2012-12-17,7986380000
2012-12-18,8094336000
2012-12-19,8049420000
2012-12-20,8063604000
2012-12-21,7988744000
2012-12-24,7927280000
2012-12-26,7859512000
2012-12-27,7971408000
2012-12-28,7802776000
2012-12-31,8068775000
2013-01-02,8498581000
2013-01-03,8477170000
2013-01-04,8405007000
2013-01-07,8276541000
2013-01-08,8327293000
2013-01-09,8390733000
2013-01-10,8388354000
2013-01-11,8330465000
2013-01-14,8360599000
2013-01-15,8281299000
2013-01-16,8152040000
2013-01-17,8516820000
2013-01-18,8113183000
2013-01-22,8240856000
2013-01-23,8540610000
2013-01-24,8724586000
2013-01-25,8697624000
2013-01-28,8428797000
2013-01-29,8672248000
2013-01-30,8621496000
2013-01-31,9149634000
2013-02-01,8940282000
2013-02-04,8850673000
2013-02-05,8793577000
2013-02-06,8596120000
2013-02-07,8485100000
2013-02-08,8510475999
2013-02-11,8443071000
2013-02-12,8787233000
2013-02-13,8800714000
2013-02-14,8802300000
2013-02-15,8828469000
2013-02-19,8929973000
2013-02-20,8530300999
2013-02-21,8493823000
2013-02-22,8687315000
2013-02-25,8493823000
2013-02-26,8730930000
2013-02-27,8805472000
2013-02-28,8956935000
2013-03-01,9067955000
2013-03-04,9306648000
2013-03-05,9427184000
2013-03-06,9397843000
2013-03-07,9205144000
2013-03-08,9337575000
2013-03-11,9459697000
2013-03-12,9425598000
2013-03-13,9367709000
2013-03-14,9316957000
2013-03-15,9135360000
2013-03-18,9106812000
2013-03-19,9132981000
2013-03-20,9221004000
2013-03-21,9027512000
2013-03-22,9071127000
2013-03-25,9021168000
2013-03-26,9063197000
2013-03-27,9217039000
2013-03-28,9393878000
2013-04-01,9262386000
2013-04-02,9176202000
2013-04-03,8986278000
2013-04-04,8943984000
2013-04-05,9049320000
2013-04-08,9133908000
2013-04-09,9195354000
2013-04-10,9413208000
2013-04-11,9543282000
2013-04-12,9496200000
2013-04-15,9026976000
2013-04-16,9319044000
2013-04-17,9299094000
2013-04-18,8964732000
2013-04-19,9346974000
2013-04-22,9417996000
2013-04-23,9735600000
2013-04-24,9516150000
2013-04-25,9366126000
2013-04-26,9272760000
2013-04-29,9262386000
2013-04-30,9119544000
2013-05-01,9009420000
2013-05-02,9256800000
2013-05-03,9449916000
2013-05-06,9496200000
2013-05-07,9787470000
2013-05-08,9863280000
2013-05-09,9951858000
2013-05-10,10206420000
2013-05-13,10156146000
2013-05-14,10294200000
2013-05-15,10347665999
2013-05-16,10222380000
2013-05-17,10430658000
2013-05-20,10336494000
2013-05-21,10451406000
2013-05-22,10271856000
2013-05-23,10420284000
2013-05-24,10309362000
2013-05-28,10342878000
2013-05-29,10196046000
2013-05-30,10288614000
2013-05-31,10195248000
2013-06-03,10088316000
2013-06-04,9785874000
2013-06-05,9553656000
2013-06-06,9805824000
2013-06-07,9939090000
2013-06-10,10077144000
2013-06-11,9903180000
2013-06-12,9803430000
2013-06-13,10200036000
2013-06-14,10313352000
2013-06-17,10316544000
2013-06-18,10342878000
2013-06-19,10118640000
2013-06-20,9599940000
2013-06-21,9042936000
2013-06-24,8919246000
2013-06-25,9097200000
2013-06-26,8981490000
2013-06-27,9211314000
2013-06-28,9125928000
2013-07-01,9237230000
2013-07-02,9273095000
2013-07-03,9164703000
2013-07-05,9125650000
2013-07-08,9053123000
2013-07-09,9108913000
2013-07-10,9533714000
2013-07-11,9831792000
2013-07-12,9830995000
2013-07-15,9948951000
2013-07-16,9650076000
2013-07-17,9611820000
2013-07-18,9513789000
2013-07-19,10274127000
2013-07-22,10494896000
2013-07-23,10443888000
2013-07-24,10346654000
2013-07-25,10319556000
2013-07-26,10392082999
2013-07-29,10405632000
2013-07-30,10493302000
2013-07-31,10675018000
2013-08-01,10892598999
2013-08-02,10976284000
2013-08-05,10922885000
2013-08-06,10505257000
2013-08-07,10581769000
2013-08-08,10600897000
2013-08-09,10620822000
2013-08-12,10764282000
2013-08-13,10713273999
2013-08-14,10557062000
2013-08-15,10576987000
2013-08-16,10652702000
2013-08-19,10505257000
2013-08-20,10699725000
2013-08-21,10496490000
2013-08-22,10907742000
2013-08-23,10703710000
2013-08-26,10608070000
2013-08-27,10260578000
2013-08-28,10268548000
2013-08-29,10343466000
2013-08-30,10253405000
2013-09-03,10246232000
2013-09-04,10501272000
2013-09-05,10319556000
2013-09-06,10470189000
2013-09-09,10808914000
2013-09-10,10915712000
2013-09-11,10822463000
2013-09-12,10753921000
2013-09-13,10918900000
2013-09-16,11256828000
2013-09-17,11399491000
2013-09-18,11939857000
2013-09-19,11931887000
2013-09-20,11799585000
2013-09-23,11660907000
2013-09-24,11857766000
2013-09-25,11836247000
2013-09-26,11768502000
2013-09-27,11748577000
2013-09-30,11495540000
2013-10-01,11358165000
2013-10-02,11117170000
2013-10-03,10944469999
2013-10-04,10964880000
2013-10-07,10725455000
2013-10-08,10524495000
2013-10-09,10686205000
2013-10-10,10939760000
2013-10-11,11022969999
2013-10-14,10306265000
2013-10-15,10365925000
2013-10-16,10498590000
2013-10-17,10573950000
2013-10-18,10474255000
2013-10-21,10281145000
2013-10-22,11475915000
2013-10-23,11335400000
2013-10-24,11559910000
2013-10-25,11475130000
2013-10-28,11460215000
2013-10-29,11691005000
2013-10-30,11541855000
2013-10-31,11461785000
2013-11-01,11544210000
2013-11-04,11795410000
2013-11-05,11606225000
2013-11-06,11502605000
2013-11-07,11300075000
2013-11-08,11402125000
2013-11-11,11187035000
2013-11-12,11207445000
2013-11-13,11323625000
2013-11-14,11700425000
2013-11-15,11840940000
2013-11-18,11817390000
2013-11-19,11716910000
2013-11-20,11431170000
2013-11-21,11793055000
2013-11-22,11796980000
