,MDT
2009-04-13,34542700000
2009-04-14,34966400000
2009-04-15,35055600000
2009-04-16,35356650000
2009-04-17,36014500000
2009-04-20,34765700000
2009-04-21,34074400000
2009-04-22,33427700000
2009-04-23,33137800000
2009-04-24,32981700000
2009-04-27,33405400000
2009-04-28,34163600000
2009-04-29,35345500000
2009-04-30,35680000000
2009-05-01,35781216000
2009-05-04,36827060000
2009-05-05,36025988000
2009-05-06,35792342000
2009-05-07,37650384000
2009-05-08,38073172000
2009-05-11,37260974000
2009-05-12,37884030000
2009-05-13,36993950000
2009-05-14,37372234000
2009-05-15,37160840000
2009-05-18,37783896000
2009-05-19,35336176000
2009-05-20,35814594000
2009-05-21,35592074000
2009-05-22,35758964000
2009-05-26,37327730000
2009-05-27,37561376000
2009-05-28,37828400000
2009-05-29,38217810000
2009-06-01,38829740000
2009-06-02,39864458000
2009-06-03,39152394000
2009-06-04,37961912000
2009-06-05,37772770000
2009-06-08,37516872000
2009-06-09,37917408000
2009-06-10,37438990000
2009-06-11,37539124000
2009-06-12,37405612000
2009-06-15,35792342000
2009-06-16,36037114000
2009-06-17,36637918000
2009-06-18,37105210000
2009-06-19,37783896000
2009-06-22,36927194000
2009-06-23,37127462000
2009-06-24,37394486000
2009-06-25,38629472000
2009-06-26,38907622000
2009-06-29,38707354000
2009-06-30,38818614000
2009-07-01,38618346000
2009-07-02,38117676000
2009-07-06,37783896000
2009-07-07,37105210000
2009-07-08,36515532000
2009-07-09,36415398000
2009-07-10,36493280000
2009-07-13,37205344000
2009-07-14,37550250000
2009-07-15,38429204000
2009-07-16,38540464000
2009-07-17,38573842000
2009-07-20,38662850000
2009-07-21,38952126000
2009-07-22,37928534000
2009-07-23,38251188000
2009-07-24,38996630000
2009-07-27,38729606000
2009-07-28,38740732000
2009-07-29,38918748000
2009-07-30,39341536000
2009-07-31,39408292000
2009-08-03,39756256000
2009-08-04,40066160000
2009-08-05,39866936000
2009-08-06,39379944000
2009-08-07,39545964000
2009-08-10,40542084000
2009-08-11,40453540000
2009-08-12,40885192000
2009-08-13,40442472000
2009-08-14,40962668000
2009-08-17,40973736000
2009-08-18,40464608000
2009-08-19,40995872000
2009-08-20,41648884000
2009-08-21,41837040000
2009-08-24,42058400000
2009-08-25,41903448000
2009-08-26,42246556000
2009-08-27,43143064000
2009-08-28,42799956000
2009-08-31,42390440000
2009-09-01,41892380000
2009-09-02,42213352000
2009-09-03,42135876000
2009-09-04,42844228000
2009-09-08,42633936000
2009-09-09,43231608000
2009-09-10,43176268000
2009-09-11,41947720000
2009-09-14,42766752000
2009-09-15,42235488000
2009-09-16,41892380000
2009-09-17,41914516000
2009-09-18,41460728000
2009-09-21,41482864000
2009-09-22,41338980000
2009-09-23,40796648000
2009-09-24,40752376000
2009-09-25,40719172000
2009-09-28,41482864000
2009-09-29,41106552000
2009-09-30,40730240000
2009-10-01,40641696000
2009-10-02,40353928000
2009-10-05,40342860000
2009-10-06,40055092000
2009-10-07,40774512000
2009-10-08,40851988000
2009-10-09,41172960000
2009-10-12,40874124000
2009-10-13,40951600000
2009-10-14,40918396000
2009-10-15,40995872000
2009-10-16,41416456000
2009-10-19,42047332000
2009-10-20,40564220000
2009-10-21,40508880000
2009-10-22,41206164000
2009-10-23,40254316000
2009-10-26,40143636000
2009-10-27,40243248000
2009-10-28,39878004000
2009-10-29,40143636000
2009-10-30,39512760000
2009-11-02,39912600000
2009-11-03,39768950000
2009-11-04,40387750000
2009-11-05,42454100000
2009-11-06,41956850000
2009-11-09,43404400000
2009-11-10,43702750000
2009-11-11,44310500000
2009-11-12,44012150000
2009-11-13,43603300000
2009-11-16,44288400000
2009-11-17,44421000000
2009-11-18,43879550000
2009-11-19,43769050000
2009-11-20,43780100000
2009-11-23,44542550000
2009-11-24,47791250000
2009-11-25,47713900000
2009-11-27,47503950000
2009-11-30,46896200000
2009-12-01,47172450000
2009-12-02,48200100000
2009-12-03,47647600000
2009-12-04,47581300000
2009-12-07,47581300000
2009-12-08,47282950000
2009-12-09,47338200000
2009-12-10,47868600000
2009-12-11,48045400000
2009-12-14,48476350000
2009-12-15,48476350000
2009-12-16,48178000000
2009-12-17,47371350000
2009-12-18,47758100000
2009-12-21,48133800000
2009-12-22,48122750000
2009-12-23,49062000000
2009-12-24,48752600000
2009-12-28,49062000000
2009-12-29,49614500000
2009-12-30,49172500000
2009-12-31,48597900000
2010-01-04,48509500000
2010-01-05,49504000000
2010-01-06,50089650000
2010-01-07,50553750000
2010-01-08,50818950000
2010-01-11,50620050000
2010-01-12,50078600000
2010-01-13,50365900000
2010-01-14,50807900000
2010-01-15,50399050000
2010-01-19,50863150000
2010-01-20,50399050000
2010-01-21,48719450000
2010-01-22,47846500000
2010-01-25,48675250000
2010-01-26,48354800000
2010-01-27,48166950000
2010-01-28,47702850000
2010-01-29,47393450000
2010-02-01,47477945000
2010-02-02,48710281000
2010-02-03,48413200000
2010-02-04,46498678000
2010-02-05,45849501000
2010-02-08,45981537000
2010-02-09,46608708000
2010-02-10,46377645000
2010-02-11,46542690000
2010-02-12,46696732000
2010-02-16,47279891000
2010-02-17,47830041000
2010-02-18,48204143000
2010-02-19,48083110000
2010-02-22,48039098000
2010-02-23,47169861000
2010-02-24,47962077000
2010-02-25,47797032000
2010-02-26,47753020000
2010-03-01,48325176000
2010-03-02,49238425000
2010-03-03,49150401000
2010-03-04,49315446000
2010-03-05,50063650000
2010-03-08,49304443000
2010-03-09,49227422000
2010-03-10,49106389000
2010-03-11,48787302000
2010-03-12,48347182000
2010-03-15,50404743000
2010-03-16,49645536000
2010-03-17,49458485000
2010-03-18,49700551000
2010-03-19,49282437000
2010-03-22,50393740000
2010-03-23,50305716000
2010-03-24,49854593000
2010-03-25,49491494000
2010-03-26,48952347000
2010-03-29,49590521000
2010-03-30,49568515000
2010-03-31,49546509000
2010-04-01,50250701000
2010-04-05,50327722000
2010-04-06,49997632000
2010-04-07,49271434000
2010-04-08,49381464000
2010-04-09,49986629000
2010-04-12,49986629000
2010-04-13,50008635000
2010-04-14,50294713000
2010-04-15,50382737000
2010-04-16,49403470000
2010-04-19,49326449000
2010-04-20,49700551000
2010-04-21,49150401000
2010-04-22,48578245000
2010-04-23,48644263000
2010-04-26,48479218000
2010-04-27,47775026000
2010-04-28,47687002000
2010-04-29,48237152000
2010-04-30,48072107000
2010-05-03,47929593000
2010-05-04,47125879000
2010-05-05,46702300000
2010-05-06,45464146000
2010-05-07,44801625000
2010-05-10,46409053000
2010-05-11,46343887000
2010-05-12,47028130000
2010-05-13,46800049000
2010-05-14,46039779000
2010-05-17,46191833000
2010-05-18,45996335000
2010-05-19,45355536000
2010-05-20,43791552000
2010-05-21,43802413000
2010-05-24,44139104000
2010-05-25,43389695000
2010-05-26,42509954000
2010-05-27,42803201000
2010-05-28,42553398000
2010-06-01,41597630000
2010-06-02,42444788000
2010-06-03,42607703000
2010-06-04,41271800000
2010-06-07,40956831000
2010-06-08,40880804000
2010-06-09,40750472000
2010-06-10,41456437000
2010-06-11,41412993000
2010-06-14,42162402000
2010-06-15,42140680000
2010-06-16,42488232000
2010-06-17,42325317000
2010-06-18,42216707000
2010-06-21,42010348000
2010-06-22,41358688000
2010-06-23,40739611000
2010-06-24,40022785000
2010-06-25,40033646000
2010-06-28,40044507000
2010-06-29,39327681000
2010-06-30,39392847000
2010-07-01,39143044000
2010-07-02,39132183000
2010-07-06,39316820000
2010-07-07,40240005000
2010-07-08,40174839000
2010-07-09,40435503000
2010-07-12,40924248000
2010-07-13,41228356000
2010-07-14,41336966000
2010-07-15,41282661000
2010-07-16,40478947000
2010-07-19,40283449000
2010-07-20,40641862000
2010-07-21,39338542000
2010-07-22,39935897000
2010-07-23,39729538000
2010-07-26,40163978000
2010-07-27,40609279000
2010-07-28,39588345000
2010-07-29,39208210000
2010-07-30,40153117000
2010-08-02,40536153000
2010-08-03,40600959000
2010-08-04,40935790000
2010-08-05,40860183000
2010-08-06,40838581000
2010-08-09,40428143000
2010-08-10,40233725000
2010-08-11,39186028000
2010-08-12,38872799000
2010-08-13,38419157000
2010-08-16,37997918000
2010-08-17,38710784000
2010-08-18,39337242000
2010-08-19,38321948000
2010-08-20,37555077000
2010-08-23,37792699000
2010-08-24,33709921000
2010-08-25,34422787000
2010-08-26,34865628000
2010-08-27,35124852000
2010-08-30,34509195000
2010-08-31,33969145000
2010-09-01,34779220000
2010-09-02,34973638000
2010-09-03,35621698000
2010-09-07,35049245000
2010-09-08,35027643000
2010-09-09,35330071000
2010-09-10,36010534000
2010-09-13,36215753000
2010-09-14,35956529000
2010-09-15,36280559000
2010-09-16,36302161000
2010-09-17,35967330000
2010-09-20,36183350000
2010-09-21,35978131000
2010-09-22,36258957000
2010-09-23,35913325000
2010-09-24,36550584000
2010-09-27,36075340000
2010-09-28,36150947000
2010-09-29,35956529000
2010-09-30,36269758000
2010-10-01,36323763000
2010-10-04,35870121000
2010-10-05,36593788000
2010-10-06,36345365000
2010-10-07,36053738000
2010-10-08,36129345000
2010-10-11,36042937000
2010-10-12,36086141000
2010-10-13,36237355000
2010-10-14,35934927000
2010-10-15,35956529000
2010-10-18,36723400000
2010-10-19,36042937000
2010-10-20,37479470000
2010-10-21,38321948000
2010-10-22,38613575000
2010-10-25,39121222000
2010-10-26,39067217000
2010-10-27,39056416000
2010-10-28,39034814000
2010-10-29,38051923000
2010-11-01,37758324000
2010-11-02,38016060000
2010-11-03,38026799000
2010-11-04,38198623000
2010-11-05,37962365000
2010-11-08,37951626000
2010-11-09,38144928000
2010-11-10,38123450000
2010-11-11,38112711000
2010-11-12,37189157000
2010-11-15,37221374000
2010-11-16,36695163000
2010-11-17,36813292000
2010-11-18,37156940000
2010-11-19,37156940000
2010-11-22,37264330000
2010-11-23,36705902000
2010-11-24,36705902000
2010-11-26,36340776000
2010-11-29,36405210000
2010-11-30,36007867000
2010-12-01,36415949000
2010-12-02,36362254000
2010-12-03,36738119000
2010-12-06,36448166000
2010-12-07,36738119000
2010-12-08,37275069000
2010-12-09,37812019000
2010-12-10,38595966000
2010-12-13,38778529000
2010-12-14,38810746000
2010-12-15,38649661000
2010-12-16,38853702000
2010-12-17,40163860000
2010-12-20,40400118000
2010-12-21,39648388000
2010-12-22,39530259000
2010-12-23,39691344000
2010-12-27,39637649000
2010-12-28,39809473000
2010-12-29,40013514000
2010-12-30,39938341000
2010-12-31,39830951000
2011-01-03,40174599000
2011-01-04,39841690000
2011-01-05,39186611000
2011-01-06,39208089000
2011-01-07,39100699000
2011-01-10,39197350000
2011-01-11,39218828000
2011-01-12,39412130000
2011-01-13,40024253000
2011-01-14,39949080000
2011-01-18,40496769000
2011-01-19,40153121000
2011-01-20,40904851000
2011-01-21,41355889000
2011-01-24,40357162000
2011-01-25,40958546000
2011-01-26,40679332000
2011-01-27,40797461000
2011-01-28,40861895000
2011-01-31,41151848000
2011-02-01,41277614000
2011-02-02,40999362000
2011-02-03,41384634000
2011-02-04,41994648000
2011-02-07,42315708000
2011-02-08,42604662000
2011-02-09,42433430000
2011-02-10,42016052000
2011-02-11,42476238000
2011-02-14,42262198000
2011-02-15,42379920000
2011-02-16,43022040000
2011-02-17,43096954000
2011-02-18,44167154000
2011-02-22,43032742000
2011-02-23,42058860000
2011-02-24,42272900000
2011-02-25,42679576000
2011-02-28,42722384000
2011-03-01,42187284000
2011-03-02,41234806000
2011-03-03,42294304000
2011-03-04,42016052000
2011-03-07,41727098000
2011-03-08,42422728000
2011-03-09,42593960000
2011-03-10,41341826000
2011-03-11,40753216000
2011-03-14,40485666000
2011-03-15,39929162000
2011-03-16,39244234000
2011-03-17,39661612000
2011-03-18,40143202000
2011-03-21,40635494000
2011-03-22,40228818000
2011-03-23,40325136000
2011-03-24,40903044000
2011-03-25,41052872000
2011-03-28,41577270000
2011-03-29,41994648000
2011-03-30,42133774000
2011-03-31,42112370000
2011-04-01,42272900000
2011-04-04,42197986000
2011-04-05,42005350000
2011-04-06,42219390000
2011-04-07,42668874000
2011-04-08,42454834000
2011-04-11,43064848000
2011-04-12,43096954000
2011-04-13,42904318000
2011-04-14,43578544000
2011-04-15,43931710000
2011-04-18,43086252000
2011-04-19,43653458000
2011-04-20,43535736000
2011-04-21,43706968000
2011-04-25,43428716000
2011-04-26,44135048000
2011-04-27,44798572000
2011-04-28,44798572000
2011-04-29,44680850000
2011-05-02,45060495000
2011-05-03,44943510000
2011-05-04,44996685000
2011-05-05,44922240000
2011-05-06,45400815000
2011-05-09,44922240000
2011-05-10,45358275000
2011-05-11,44720175000
2011-05-12,45007320000
2011-05-13,44698905000
2011-05-16,44932875000
2011-05-17,45368910000
2011-05-18,45943200000
2011-05-19,45539070000
2011-05-20,44890335000
2011-05-23,43880010000
2011-05-24,43475880000
2011-05-25,42784605000
2011-05-26,42976035000
2011-05-27,42869685000
2011-05-31,43284450000
2011-06-01,42508095000
2011-06-02,41678565000
2011-06-03,41763645000
2011-06-06,41231895000
2011-06-07,41263800000
2011-06-08,41285070000
2011-06-09,41338245000
2011-06-10,40434270000
2011-06-13,40561890000
2011-06-14,40838400000
2011-06-15,40327920000
2011-06-16,40891575000
2011-06-17,40615065000
2011-06-20,41136180000
2011-06-21,41242530000
2011-06-22,40987290000
2011-06-23,40774590000
2011-06-24,40838400000
2011-06-27,41029830000
2011-06-28,41487135000
2011-06-29,40508715000
2011-06-30,40976655000
2011-07-01,41604120000
2011-07-05,40370460000
2011-07-06,40498080000
2011-07-07,40625700000
2011-07-08,40413000000
2011-07-11,39487755000
2011-07-12,39945060000
2011-07-13,39945060000
2011-07-14,40093950000
2011-07-15,39477120000
2011-07-18,38796480000
2011-07-19,39338865000
2011-07-20,39051720000
2011-07-21,39732360000
2011-07-22,39423945000
2011-07-25,38775210000
2011-07-26,38647590000
2011-07-27,38158380000
2011-07-28,38264730000
2011-07-29,38339175000
2011-08-01,36906528000
2011-08-02,35943657000
2011-08-03,36303411000
2011-08-04,34748004000
2011-08-05,35245311000
2011-08-08,32875167000
2011-08-09,33626418000
2011-08-10,32176821000
2011-08-11,32991558000
2011-08-12,33372474000
2011-08-15,33890943000
2011-08-16,34155468000
2011-08-17,34515222000
2011-08-18,33065625000
2011-08-19,33107949000
2011-08-22,32991558000
2011-08-23,35023110000
2011-08-24,36197601000
2011-08-25,35827266000
2011-08-26,36028305000
2011-08-29,36811299000
2011-08-30,36589098000
2011-08-31,37107567000
2011-09-01,36864204000
2011-09-02,36197601000
2011-09-06,36271668000
2011-09-07,37477902000
2011-09-08,36642003000
2011-09-09,35319378000
2011-09-12,35530998000
2011-09-13,35859009000
2011-09-14,36282249000
2011-09-15,36525612000
2011-09-16,37054662000
2011-09-19,36049467000
2011-09-20,36843042000
2011-09-21,35837847000
2011-09-22,34822071000
2011-09-23,34980786000
2011-09-26,35721456000
2011-09-27,36472707000
2011-09-28,35700294000
2011-09-29,35933076000
2011-09-30,35171244000
2011-10-03,33636999000
2011-10-04,34007334000
2011-10-05,34134305999
2011-10-06,34642194000
2011-10-07,34737423000
2011-10-10,35530998000
2011-10-11,35160663000
2011-10-12,34800909000
2011-10-13,34557546000
2011-10-14,35023110000
2011-10-17,34335345000
2011-10-18,34800909000
2011-10-19,35594484000
2011-10-20,35308797000
2011-10-21,36282249000
2011-10-24,36716070000
2011-10-25,35689713000
2011-10-26,35922495000
2011-10-27,37054662000
2011-10-28,37541388000
2011-10-31,36758394000
2011-11-01,34974448000
2011-11-02,35817968000
2011-11-03,36766928000
2011-11-04,36250272000
2011-11-07,36956720000
2011-11-08,37019984000
2011-11-09,35955040000
2011-11-10,36408432000
2011-11-11,37009440000
2011-11-14,36566592000
2011-11-15,36893456000
2011-11-16,36123744000
2011-11-17,35701984000
2011-11-18,35786336000
2011-11-21,35079888000
2011-11-22,36640400000
2011-11-23,35796880000
2011-11-25,35512192000
2011-11-28,36650944000
2011-11-29,36809104000
2011-11-30,38411792000
2011-12-01,38801920000
2011-12-02,36492784000
2011-12-05,37937312000
2011-12-06,37874048000
2011-12-07,38369616000
2011-12-08,37178144000
2011-12-09,37874048000
2011-12-12,37378480000
2011-12-13,37452288000
2011-12-14,37283584000
2011-12-15,37315216000
2011-12-16,37220320000
2011-12-19,37009440000
2011-12-20,38137648000
2011-12-21,38875728000
2011-12-22,39634896000
2011-12-23,39898496000
2011-12-27,39803600000
2011-12-28,39466192000
2011-12-29,40425696000
2011-12-30,40330800000
2012-01-03,40794736000
2012-01-04,40394064000
2012-01-05,40583856000
2012-01-06,41153232000
2012-01-09,41437920000
2012-01-10,41227040000
2012-01-11,41321936000
2012-01-12,40963440000
2012-01-13,40752560000
2012-01-17,41153232000
2012-01-18,41248128000
2012-01-19,41269216000
2012-01-20,42112736000
2012-01-23,41690976000
2012-01-24,41469552000
2012-01-25,42133824000
2012-01-26,41574992000
2012-01-27,41416832000
2012-01-30,40963440000
2012-01-31,40668208000
2012-02-01,41208762000
2012-02-02,41395980000
2012-02-03,41812020000
2012-02-06,42186456000
2012-02-07,42280065000
2012-02-08,42113649000
2012-02-09,41531193000
2012-02-10,41323173000
2012-02-13,42103248000
2012-02-14,41115153000
2012-02-15,40865529000
2012-02-16,41167158000
2012-02-17,41541594000
2012-02-21,40553499000
2012-02-22,39742221000
2012-02-23,39398988000
2012-02-24,39648612000
2012-02-27,39887835000
2012-02-28,40147860000
2012-02-29,39648612000
2012-03-01,39523800000
2012-03-02,39430191000
2012-03-05,39274176000
2012-03-06,39014151000
2012-03-07,39024552000
2012-03-08,39659013000
2012-03-09,39180567000
2012-03-12,39107760000
2012-03-13,40210266000
2012-03-14,40168662000
2012-03-15,40948737000
2012-03-16,41271168000
2012-03-19,41063148000
2012-03-20,41104752000
2012-03-21,40501494000
2012-03-22,40418286000
2012-03-23,40251870000
2012-03-26,41604000000
2012-03-27,41156757000
2012-03-28,41021544000
2012-03-29,40782321000
2012-03-30,40761519000
2012-04-02,41125554000
2012-04-03,40667910000
2012-04-04,39794226000
2012-04-05,39731820000
2012-04-09,39263775000
2012-04-10,38868537000
2012-04-11,39232572000
2012-04-12,39773424000
2012-04-13,39014151000
2012-04-16,39055755000
2012-04-17,39544602000
2012-04-18,39544602000
2012-04-19,39440592000
2012-04-20,39118161000
2012-04-23,38660517000
2012-04-24,38608512000
2012-04-25,38691720000
2012-04-26,38587710000
2012-04-27,39201369000
2012-04-30,39731820000
2012-05-01,39626704000
2012-05-02,39523724000
2012-05-03,39688492000
2012-05-04,39286870000
2012-05-07,39214784000
2012-05-08,39358956000
2012-05-09,39163294000
2012-05-10,39564916000
2012-05-11,39163294000
2012-05-14,39225082000
2012-05-15,39286870000
2012-05-16,39358956000
2012-05-17,38174686000
2012-05-18,38061408000
2012-05-21,38823460000
2012-05-22,38061408000
2012-05-23,37886342000
2012-05-24,38174686000
2012-05-25,37979024000
2012-05-29,38390944000
2012-05-30,37742170000
2012-05-31,37937832000
2012-06-01,37186078000
2012-06-04,36959522000
2012-06-05,37258164000
2012-06-06,37917236000
2012-06-07,38154090000
2012-06-08,38442434000
2012-06-11,38133494000
2012-06-12,38792566000
2012-06-13,38257070000
2012-06-14,38607202000
2012-06-15,38895546000
2012-06-18,39091208000
2012-06-19,39554618000
2012-06-20,39544320000
2012-06-21,38926440000
2012-06-22,39297168000
2012-06-25,38390944000
2012-06-26,38421838000
2012-06-27,39039718000
2012-06-28,38967632000
2012-06-29,39884154000
2012-07-02,40337266000
2012-07-03,40213690000
2012-07-05,39554618000
2012-07-06,39091208000
2012-07-09,39400148000
2012-07-10,39132400000
2012-07-11,39152996000
2012-07-12,38782268000
2012-07-13,38679288000
2012-07-16,38977930000
2012-07-17,40018028000
2012-07-18,40141604000
2012-07-19,40121008000
2012-07-20,39358956000
2012-07-23,38833758000
2012-07-24,38463030000
2012-07-25,38638096000
2012-07-26,38679288000
2012-07-27,40193094000
2012-07-30,39966538000
2012-07-31,40594716000
2012-08-01,40031838000
2012-08-02,39654660000
2012-08-03,40582314000
2012-08-06,40510956000
2012-08-07,41020656000
2012-08-08,41183760000
2012-08-09,40776000000
2012-08-10,41041044000
2012-08-13,41041044000
2012-08-14,40949298000
2012-08-15,41112402000
2012-08-16,41255118000
2012-08-17,41632296000
2012-08-20,42254130000
2012-08-21,41938116000
2012-08-22,41469192000
2012-08-23,41153178000
2012-08-24,41367252000
2012-08-27,41244924000
2012-08-28,41224536000
2012-08-29,41601714000
2012-08-30,41265312000
2012-08-31,41448804000
2012-09-04,42009474000
2012-09-05,41642490000
2012-09-06,42386652000
2012-09-07,42417234000
2012-09-10,42264324000
2012-09-11,42488592000
2012-09-12,42458010000
2012-09-13,43120620000
2012-09-14,43885170000
2012-09-17,43701678000
2012-09-18,43793424000
2012-09-19,43660902000
2012-09-20,44007498000
2012-09-21,44190990000
2012-09-24,44557974000
2012-09-25,44150214000
2012-09-26,43905558000
2012-09-27,44323512000
2012-09-28,43956528000
2012-10-01,44109438000
2012-10-02,44557974000
2012-10-03,44384676000
2012-10-04,44873988000
2012-10-05,45536598000
2012-10-08,45067674000
2012-10-09,44048274000
2012-10-10,43375470000
2012-10-11,43650708000
2012-10-12,43885170000
2012-10-15,43976916000
2012-10-16,44649720000
2012-10-17,44129826000
2012-10-18,44017692000
2012-10-19,42814800000
2012-10-22,43314306000
2012-10-23,42356070000
2012-10-24,42498786000
2012-10-25,42692472000
2012-10-26,42407040000
2012-10-31,42386652000
2012-11-01,42778125000
2012-11-02,42525000000
2012-11-05,42727500000
2012-11-06,43345125000
2012-11-07,42028875000
2012-11-08,41573250000
2012-11-09,41674500000
2012-11-12,42008625000
2012-11-13,41816250000
2012-11-14,41279625000
2012-11-15,41380875000
2012-11-16,41613750000
2012-11-19,42332625000
2012-11-20,43193250000
2012-11-21,43284375000
2012-11-23,43810875000
2012-11-26,43335000000
2012-11-27,42940125000
2012-11-28,43122375000
2012-11-29,42768000000
2012-11-30,42636375000
2012-12-03,42393375000
2012-12-04,42383250000
2012-12-05,42555375000
2012-12-06,43031250000
2012-12-07,43092000000
2012-12-10,43132500000
2012-12-11,43092000000
2012-12-12,43162875000
2012-12-13,42717375000
2012-12-14,42383250000
2012-12-17,42768000000
2012-12-18,43335000000
2012-12-19,42970500000
2012-12-20,43213500000
2012-12-21,42545250000
2012-12-24,42221250000
2012-12-26,41644125000
2012-12-27,41856750000
2012-12-28,41259375000
2012-12-31,41532750000
2013-01-02,42403500000
2013-01-03,43000875000
2013-01-04,43193250000
2013-01-07,43699500000
2013-01-08,43648875000
2013-01-09,43922250000
2013-01-10,44398125000
2013-01-11,44620875000
2013-01-14,44772750000
2013-01-15,44681625000
2013-01-16,44489250000
2013-01-17,45734625000
2013-01-18,46240875000
2013-01-22,46777500000
2013-01-23,46473750000
2013-01-24,47030625000
2013-01-25,47000250000
2013-01-28,47071125000
2013-01-29,47223000000
2013-01-30,47243250000
2013-01-31,47182500000
2013-02-01,47586264000
2013-02-04,46906750000
2013-02-05,47434134000
2013-02-06,47616690000
2013-02-07,47423992000
2013-02-08,47768820000
2013-02-11,47890524000
2013-02-12,47778962000
2013-02-13,47657258000
2013-02-14,47839814000
2013-02-15,47789104000
2013-02-19,46450360000
2013-02-20,45395592000
2013-02-21,45365166000
2013-02-22,45355024000
2013-02-25,44503096000
2013-02-26,44746504000
2013-02-27,45172468000
2013-02-28,45598432000
2013-03-01,45872266000
2013-03-04,45902692000
2013-03-05,46430076000
2013-03-06,46683626000
2013-03-07,46379366000
2013-03-08,46247520000
2013-03-11,46866182000
2013-03-12,46653200000
2013-03-13,46521354000
2013-03-14,46602490000
2013-03-15,46064964000
2013-03-18,45750562000
2013-03-19,45760704000
2013-03-20,46186668000
2013-03-21,46470644000
2013-03-22,46643058000
2013-03-25,46379366000
2013-03-26,47312430000
2013-03-27,47180584000
2013-03-28,47626832000
2013-04-01,47464560000
2013-04-02,48002086000
2013-04-03,47687684000
2013-04-04,47789104000
2013-04-05,46937176000
2013-04-08,47038596000
2013-04-09,47423992000
2013-04-10,47910808000
2013-04-11,48397624000
2013-04-12,47870240000
2013-04-15,46886466000
2013-04-16,47312430000
2013-04-17,47008170000
2013-04-18,46257662000
2013-04-19,46683626000
2013-04-22,46714052000
2013-04-23,47251578000
2013-04-24,47048738000
2013-04-25,47697826000
2013-04-26,47018312000
2013-04-29,47505128000
2013-04-30,47342856000
2013-05-01,47102505000
2013-05-02,47900168000
2013-05-03,48182884000
2013-05-06,48162690000
2013-05-07,48566570000
2013-05-08,49283457000
2013-05-09,49344039000
2013-05-10,49646949000
2013-05-13,49828695000
2013-05-14,50404224000
2013-05-15,50495097000
2013-05-16,50121508000
2013-05-17,50323448000
2013-05-20,50373933000
2013-05-21,52857795000
2013-05-22,52029841000
2013-05-23,51959162000
2013-05-24,51827901000
2013-05-28,52484206000
2013-05-29,52272169000
2013-05-30,52504400000
2013-05-31,51504797000
2013-06-03,52564982000
2013-06-04,51918774000
2013-06-05,51454312000
2013-06-06,51979356000
2013-06-07,52585176000
2013-06-10,52534691000
2013-06-11,52575079000
2013-06-12,52110617000
2013-06-13,53291966000
2013-06-14,53433324000
2013-06-17,54029047000
2013-06-18,53433324000
2013-06-19,52554885000
2013-06-20,51686543000
2013-06-21,52999153000
2013-06-24,52080326000
2013-06-25,52332751000
2013-06-26,52504400000
2013-06-27,52433721000
2013-06-28,51969259000
2013-07-01,52554885000
2013-07-02,52312557000
2013-07-03,52029841000
2013-07-05,52918377000
2013-07-08,53302063000
2013-07-09,53392936000
2013-07-10,53514100000
2013-07-11,54261278000
2013-07-12,53958368000
2013-07-15,54210793000
2013-07-16,54039144000
2013-07-17,54927680000
2013-07-18,55230590000
2013-07-19,55553694000
2013-07-22,56018156000
2013-07-23,56018156000
2013-07-24,55624373000
2013-07-25,55917186000
2013-07-26,56139320000
2013-07-29,55856604000
2013-07-30,55604179000
2013-07-31,55775828000
2013-08-01,55428961000
2013-08-02,54879566000
2013-08-05,55299104000
2013-08-06,55069357000
2013-08-07,55119302000
2013-08-08,55818532000
2013-08-09,55309093000
2013-08-12,55159258000
2013-08-13,54779676000
2013-08-14,55139280000
2013-08-15,54270237000
2013-08-16,53850699000
2013-08-19,54040490000
2013-08-20,52771887000
2013-08-21,52622052000
2013-08-22,53301304000
2013-08-23,52681986000
2013-08-26,52312393000
2013-08-27,51453339000
2013-08-28,51503284000
2013-08-29,51772987000
2013-08-30,51693075000
2013-09-03,52032701000
2013-09-04,53141480000
2013-09-05,53600974000
2013-09-06,53401194000
2013-09-09,53860688000
2013-09-10,53900644000
2013-09-11,54030501000
2013-09-12,53521062000
2013-09-13,53521062000
2013-09-16,54000534000
2013-09-17,53880666000
2013-09-18,54020512000
2013-09-19,53940600000
2013-09-20,53650919000
2013-09-23,53700864000
2013-09-24,53371227000
2013-09-25,52751909000
2013-09-26,52881766000
2013-09-27,52941700000
2013-09-30,53191425000
2013-10-01,53461128000
2013-10-02,53461128000
2013-10-03,52981656000
2013-10-04,53291315000
2013-10-07,52662008000
2013-10-08,52402294000
2013-10-09,53001634000
2013-10-10,54210303000
2013-10-11,54929511000
2013-10-14,55129291000
2013-10-15,54519962000
2013-10-16,55418972000
2013-10-17,56258048000
2013-10-18,56527751000
2013-10-21,56427861000
2013-10-22,56667597000
2013-10-23,57586585000
2013-10-24,57436750000
2013-10-25,57296904000
2013-10-28,57586585000
2013-10-29,58435650000
2013-10-30,57876266000
2013-10-31,57336860000
2013-11-01,57162658000
2013-11-04,57172641000
2013-11-05,57002930000
2013-11-06,57372301000
2013-11-07,57202590000
2013-11-08,57931349000
2013-11-11,57991247000
2013-11-12,57791587000
2013-11-13,58091077000
2013-11-14,58739972000
2013-11-15,58450465000
2013-11-18,58210873000
2013-11-19,57841502000
2013-11-20,56793287000
2013-11-21,57002930000
2013-11-22,57502080000
2013-11-25,57182624000
