,MGM
2009-04-15,2252200230
2009-04-16,2079496300
2009-04-17,2220479100
2009-04-20,1769334139
2009-04-21,1903267800
2009-04-22,1945562639
2009-04-23,2016054040
2009-04-24,2142938560
2009-04-27,1942038070
2009-04-28,2044250600
2009-04-29,2178184260
2009-04-30,2953589660
2009-05-01,2770312020
2009-05-04,3327194080
2009-05-05,4511449600
2009-05-06,4151943460
2009-05-07,4070878350
2009-05-08,4433909060
2009-05-11,4617186700
2009-05-12,4370466800
2009-05-13,3066375899
2009-05-14,2735066320
2009-05-15,2703345190
2009-05-18,3080474180
2009-05-19,2939491380
2009-05-20,2879573690
2009-05-21,2745640030
2009-05-22,2675148630
2009-05-26,2516542980
2009-05-27,2551788680
2009-05-28,2516542980
2009-05-29,2629329220
2009-06-01,2946540520
2009-06-02,2791459440
2009-06-03,2639902930
2009-06-04,2654001210
2009-06-05,2650476640
2009-06-08,2576460670
2009-06-09,2520067550
2009-06-10,2481297280
2009-06-11,2460149860
2009-06-12,2513018410
2009-06-15,2301544210
2009-06-16,2343839050
2009-06-17,2273347650
2009-06-18,2245151090
2009-06-19,2315642490
2009-06-22,2086545440
2009-06-23,2058348880
2009-06-24,2357937330
2009-06-25,2386133890
2009-06-26,2389658460
2009-06-29,2343839050
2009-06-30,2819357460
2009-07-01,2757587500
2009-07-02,2611986880
2009-07-06,2510507660
2009-07-07,2598750460
2009-07-08,2435501280
2009-07-09,2581101900
2009-07-10,2519331940
2009-07-13,2581101900
2009-07-14,2638459720
2009-07-15,2850242440
2009-07-16,2885539560
2009-07-17,2797296760
2009-07-20,3022315900
2009-07-21,2925248820
2009-07-22,3088498000
2009-07-23,3203213640
2009-07-24,3410584220
2009-07-27,3441469200
2009-07-28,3300280720
2009-07-29,3044376600
2009-07-30,3264983600
2009-07-31,3189977220
2009-08-03,3287044300
2009-08-04,3582657679
2009-08-05,3591481960
2009-08-06,3569421260
2009-08-07,3895919620
2009-08-10,3913568179
2009-08-11,3679724760
2009-08-12,3648839780
2009-08-13,3869446780
2009-08-14,3944453160
2009-08-17,3556184840
2009-08-18,3776791840
2009-08-19,3723846160
2009-08-20,3816501100
2009-08-21,3754731140
2009-08-24,3781203980
2009-08-25,3869446780
2009-08-26,3785616120
2009-08-27,3812088960
2009-08-28,3842973940
2009-08-31,3737082580
2009-09-01,3419408500
2009-09-02,3450293480
2009-09-03,3662076200
2009-09-04,3865034640
2009-09-08,4151823740
2009-09-09,4451849260
2009-09-10,4959245360
2009-09-11,5223973760
2009-09-14,5444580760
2009-09-15,5899031180
2009-09-16,5471053600
2009-09-17,5868146200
2009-09-18,5832849080
2009-09-21,5779903400
2009-09-22,5960801140
2009-09-23,5749018420
2009-09-24,5356337960
2009-09-25,5585769240
2009-09-28,5603417800
2009-09-29,5501938580
2009-09-30,5312529600
2009-10-01,4725680400
2009-10-02,4880114400
2009-10-05,5091909600
2009-10-06,5352241200
2009-10-07,5250756000
2009-10-08,5440489200
2009-10-09,5414014800
2009-10-12,5330179200
2009-10-13,5153683200
2009-10-14,5334591600
2009-10-15,5330179200
2009-10-16,5175745200
2009-10-19,5206632000
2009-10-20,5263993200
2009-10-21,5136033600
2009-10-22,5166920400
2009-10-23,4990424400
2009-10-26,4853640000
2009-10-27,4249141200
2009-10-28,3931448400
2009-10-29,4293265200
2009-10-30,4090294800
2009-11-02,3984397199
2009-11-03,4257966000
2009-11-04,4112356800
2009-11-05,4297677600
2009-11-06,4302090000
2009-11-09,4606545600
2009-11-10,4588896000
2009-11-11,4796278800
2009-11-12,4655082000
2009-11-13,4743330000
2009-11-16,4933063200
2009-11-17,5144858400
2009-11-18,5224281600
2009-11-19,4955125200
2009-11-20,4725680400
2009-11-23,4747742400
2009-11-24,4703618400
2009-11-25,4858052400
2009-11-27,4659494400
2009-11-30,4663906800
2009-12-01,4919826000
2009-12-02,4809516000
2009-12-03,4690381200
2009-12-04,4769804400
2009-12-07,4575658800
2009-12-08,4474173600
2009-12-09,4407987600
2009-12-10,4262378400
2009-12-11,4438874400
2009-12-14,4703618400
2009-12-15,4566834000
2009-12-16,4566834000
2009-12-17,4363863600
2009-12-18,4253553600
2009-12-21,4200604800
2009-12-22,4028521200
2009-12-23,4266790800
2009-12-24,4191780000
2009-12-28,4130006399
2009-12-29,4152068400
2009-12-30,4050583200
2009-12-31,4024108799
2010-01-04,4293265200
2010-01-05,4633020000
2010-01-06,4474173600
2010-01-07,4765392000
2010-01-08,4677144000
2010-01-11,4809516000
2010-01-12,5272818000
2010-01-13,5466963600
2010-01-14,5462551200
2010-01-15,5334591600
2010-01-19,5387540400
2010-01-20,5255168400
2010-01-21,4994836800
2010-01-22,5127208800
2010-01-25,5290467600
2010-01-26,5334591600
2010-01-27,5391952800
2010-01-28,5188982400
2010-01-29,4880114400
2010-02-01,5215456800
2010-02-02,5241931200
2010-02-03,5038960800
2010-02-04,4760979600
2010-02-05,4827165600
2010-02-08,4734505200
2010-02-09,4730092800
2010-02-10,4588896000
2010-02-11,5021311200
2010-02-12,4866877200
2010-02-16,5113971600
2010-02-17,5131621200
2010-02-18,4765392000
2010-02-19,4791866400
2010-02-22,4818340800
2010-02-23,4602133200
2010-02-24,4606545600
2010-02-25,4610958000
2010-02-26,4650669600
2010-03-01,4703618400
2010-03-02,4716855600
2010-03-03,4787454000
2010-03-04,4752154800
2010-03-05,4972774800
2010-03-08,5061022800
2010-03-09,5091909600
2010-03-10,5246343600
2010-03-11,5149270800
2010-03-12,5206632000
2010-03-15,5021311200
2010-03-16,5427252000
2010-03-17,5409602400
2010-03-18,5255168400
2010-03-19,5184570000
2010-03-22,5524324800
2010-03-23,5515500000
2010-03-24,5493438000
2010-03-25,5281642800
2010-03-26,5497850400
2010-03-29,5506675200
2010-03-30,5387540400
2010-03-31,5295564000
2010-04-01,5313215880
2010-04-05,5811881490
2010-04-06,5983987320
2010-04-07,5891314950
2010-04-08,6500304810
2010-04-09,6531195600
2010-04-12,6637106880
2010-04-13,6800386770
2010-04-14,6800386770
2010-04-15,6429697290
2010-04-16,6341437890
2010-04-19,6191396910
2010-04-20,6619455000
2010-04-21,6659171730
2010-04-22,6946014780
2010-04-23,7012209330
2010-04-26,7343182080
2010-04-27,6870994290
2010-04-28,6972492600
2010-04-29,7263748620
2010-04-30,7012209330
2010-05-03,7241683770
2010-05-04,6831277560
2010-05-05,6592977180
2010-05-06,6054594840
2010-05-07,5789816640
2010-05-10,6178158000
2010-05-11,6284069280
2010-05-12,6487065900
2010-05-13,6337024920
2010-05-14,6023704050
2010-05-17,5878076040
2010-05-18,5728035060
2010-05-19,5635362690
2010-05-20,5194065690
2010-05-21,5480908740
2010-05-24,5202891630
2010-05-25,5273499150
2010-05-26,5167587870
2010-05-27,5657427540
2010-05-28,5498560620
2010-06-01,5370584490
2010-06-02,5502973590
2010-06-03,5626536750
2010-06-04,5352932610
2010-06-07,4858679970
2010-06-08,5057263620
2010-06-09,4893983730
2010-06-10,5057263620
2010-06-11,5119045200
2010-06-14,5273499150
2010-06-15,5547103290
2010-06-16,5454430920
2010-06-17,5374997460
2010-06-18,5308802910
2010-06-21,5397062310
2010-06-22,5247021330
2010-06-23,5277912120
2010-06-24,4938113430
2010-06-25,5083741440
2010-06-28,4854267000
2010-06-29,4435034850
2010-06-30,4254401920
2010-07-01,4280881599
2010-07-02,4183789440
2010-07-06,4091110560
2010-07-07,4369147200
2010-07-08,4333840960
2010-07-09,4400040160
2010-07-12,4333840960
2010-07-13,4589811200
2010-07-14,4598637760
2010-07-15,4523612000
2010-07-16,4249988640
2010-07-19,4214682400
2010-07-20,4426519840
2010-07-21,4276468320
2010-07-22,4479479200
2010-07-23,4642770560
2010-07-26,4836954880
2010-07-27,4920807200
2010-07-28,4898740800
2010-07-29,4850194720
2010-07-30,4792822080
2010-08-02,4973766560
2010-08-03,4929633760
2010-08-04,4845781440
2010-08-05,4735449440
2010-08-06,4726622880
2010-08-09,4885500960
2010-08-10,4797235360
2010-08-11,4475065920
2010-08-12,4444172960
2010-08-13,4452999520
2010-08-16,4391213600
2010-08-17,4541265120
2010-08-18,4488305760
2010-08-19,4386800320
2010-08-20,4377973760
2010-08-23,4267641760
2010-08-24,4082284000
2010-08-25,4144069920
2010-08-26,4033737920
2010-08-27,4148483200
2010-08-30,3998431680
2010-08-31,3976365280
2010-09-01,4082284000
2010-09-02,4197029280
2010-09-03,4342667520
2010-09-07,4223508960
2010-09-08,4510372160
2010-09-09,4532438560
2010-09-10,4563331520
2010-09-13,4651597120
2010-09-14,4558918240
2010-09-15,4616290880
2010-09-16,4519198720
2010-09-17,4448586240
2010-09-20,4797235360
2010-09-21,4735449440
2010-09-22,4660423680
2010-09-23,4488305760
2010-09-24,4708969760
2010-09-27,4964940000
2010-09-28,5048792320
2010-09-29,4956113440
2010-09-30,5391039120
2010-10-01,5376701250
2010-10-04,5429273440
2010-10-05,5596548590
2010-10-06,5553534980
2010-10-07,5596548590
2010-10-08,6480717240
2010-10-11,6442482920
2010-10-12,6504613690
2010-10-13,5782940900
2010-10-14,5524859240
2010-10-15,5285894740
2010-10-18,5338466930
2010-10-19,5152074620
2010-10-20,5233322550
2010-10-21,5257219000
2010-10-22,5371921960
2010-10-25,5252439710
2010-10-26,5242881130
2010-10-27,5218984680
2010-10-28,5257219000
2010-10-29,5223763970
2010-11-01,5218984680
2010-11-02,5328908350
2010-11-03,5883305990
2010-11-04,5888085280
2010-11-05,5787720190
2010-11-08,6174842680
2010-11-09,6213077000
2010-11-10,6392300375
2010-11-11,6346897120
2010-11-12,6174842680
2010-11-15,6179621970
2010-11-16,5911981730
2010-11-17,5649120780
2010-11-18,5763823740
2010-11-19,5806837350
2010-11-22,6074477590
2010-11-23,5816395930
2010-11-24,5945436760
2010-11-26,5892864570
2010-11-29,5859409540
2010-11-30,5840292380
2010-12-01,5916761020
2010-12-02,6141387650
2010-12-03,6452041500
2010-12-06,6342117830
2010-12-07,6456820790
2010-12-08,6585861620
2010-12-09,6399469310
2010-12-10,6332559250
2010-12-13,6299104220
2010-12-14,6189180550
2010-12-15,6079256880
2010-12-16,6337338540
2010-12-17,6518951560
2010-12-20,6853501860
2010-12-21,7116362810
2010-12-22,7039894170
2010-12-23,7011218430
2010-12-27,7059011330
2010-12-28,7121142100
2010-12-29,7130700680
2010-12-30,7082907780
2010-12-31,7254804150
2011-01-03,7513729820
2011-01-04,7494188260
2011-01-05,7557698330
2011-01-06,7435563580
2011-01-07,7987612650
2011-01-10,7977841869
2011-01-11,7958300310
2011-01-12,7977841869
2011-01-13,7958300310
2011-01-14,8187913640
2011-01-18,8129288960
2011-01-19,7733572370
2011-01-20,7489302870
2011-01-21,7328085000
2011-01-24,7376938900
2011-01-25,7122898620
2011-01-26,7450219750
2011-01-27,7425792800
2011-01-28,7078930110
2011-01-31,7245033370
2011-02-01,7372053510
2011-02-02,7425792800
2011-02-03,7401365850
2011-02-04,7235262590
2011-02-07,7298772660
2011-02-08,7665176910
2011-02-09,7670062300
2011-02-10,7709145420
2011-02-11,7591896060
2011-02-14,7362282730
2011-02-15,7372053510
2011-02-16,7357397340
2011-02-17,7298772660
2011-02-18,7240147980
2011-02-22,6805348270
2011-02-23,6590391110
2011-02-24,6653901180
2011-02-25,6868858340
2011-02-28,6810233660
2011-03-01,6634359620
2011-03-02,6546422600
2011-03-03,6761379760
2011-03-04,6722296640
2011-03-07,6565964160
2011-03-08,6629474230
2011-03-09,6605047280
2011-03-10,6287496930
2011-03-11,6380319340
2011-03-14,6258184590
2011-03-15,6199559910
2011-03-16,6023685870
2011-03-17,6175132960
2011-03-18,6096966720
2011-03-21,6297267710
2011-03-22,6238643030
2011-03-23,6199559910
2011-03-24,6399860900
2011-03-25,6458485580
2011-03-28,6297267710
2011-03-29,6282611540
2011-03-30,6434058630
2011-03-31,6425208350
2011-04-01,6478955340
2011-04-04,6478955340
2011-04-05,6513157970
2011-04-06,6566904960
2011-04-07,6459410980
2011-04-08,6425208350
2011-04-11,6234650840
2011-04-12,6161359490
2011-04-13,6693943300
2011-04-14,6811209460
2011-04-15,6840526000
2011-04-18,6728145930
2011-04-19,6498450839
2011-04-20,6547360600
2011-04-21,6542474510
2011-04-25,6518044060
2011-04-26,6361689180
2011-04-27,6332372640
2011-04-28,6195562120
2011-04-29,6185789940
2011-05-02,6356803090
2011-05-03,6298170010
2011-05-04,6948019980
2011-05-05,6996880880
2011-05-06,7060400050
2011-05-09,7177666210
2011-05-10,7309590640
2011-05-11,7187438390
2011-05-12,7040855690
2011-05-13,7192324480
2011-05-16,7011539150
2011-05-17,7109260950
2011-05-18,7353565450
2011-05-19,7583211680
2011-05-20,7514806420
2011-05-23,7294932370
2011-05-24,7299818460
2011-05-25,7588097770
2011-05-26,7680933480
2011-05-27,7524578600
2011-05-31,7363337630
2011-06-01,7089716590
2011-06-02,7216754930
2011-06-03,6933361710
2011-06-06,6723259840
2011-06-07,6601107590
2011-06-08,6293283920
2011-06-09,6371461360
2011-06-10,6132042950
2011-06-13,6107612500
2011-06-14,6288397830
2011-06-15,6088068140
2011-06-16,5921941080
2011-06-17,5912168900
2011-06-20,5809561010
2011-06-21,6024548970
2011-06-22,5936599350
2011-06-23,6083182050
2011-06-24,5961029800
2011-06-27,6117384680
2011-06-28,6327486550
2011-06-29,6322600460
2011-06-30,6454881560
2011-07-01,6689426840
2011-07-05,6694313200
2011-07-06,6826244920
2011-07-07,7197608280
2011-07-08,7309994560
2011-07-11,6875108520
2011-07-12,7080335640
2011-07-13,7256244600
2011-07-14,7192721920
2011-07-15,7295335480
2011-07-18,7226926440
2011-07-19,7549426200
2011-07-20,7534767120
2011-07-21,7612948880
2011-07-22,7720448800
2011-07-25,7735107880
2011-07-26,7754653320
2011-07-27,7539653480
2011-07-28,7476130800
2011-07-29,7383289960
2011-08-01,7432153560
2011-08-02,6782267680
2011-08-03,6933744840
2011-08-04,6186131760
2011-08-05,6186131760
2011-08-08,5638859440
2011-08-09,5462950480
2011-08-10,5047609880
2011-08-11,5458064120
2011-08-12,5633973080
2011-08-15,5892950160
2011-08-16,5668177600
2011-08-17,5638859440
2011-08-18,4886360000
2011-08-19,4642042000
2011-08-22,4471019400
2011-08-23,4519883000
2011-08-24,5003632640
2011-08-25,4793519160
2011-08-26,5023178080
2011-08-29,5453177760
2011-08-30,5453177760
2011-08-31,5409200520
2011-09-01,5360336920
2011-09-02,5042723520
2011-09-06,5042723520
2011-09-07,5301700600
2011-09-08,5169768880
2011-09-09,4927894060
2011-09-12,5042723520
2011-09-13,5145337080
2011-09-14,5169768880
2011-09-15,5238177920
2011-09-16,5272382440
2011-09-19,5316359680
2011-09-20,5389655080
2011-09-21,5282155160
2011-09-22,5023178080
2011-09-23,5042723520
2011-09-26,5199087040
2011-09-27,5218632480
2011-09-28,5018291720
2011-09-29,4852155480
2011-09-30,4541165670
2011-10-03,4023013290
2011-10-04,4272313020
2011-10-05,4267424790
2011-10-06,4634042040
2011-10-07,4404295230
2011-10-10,4687812570
2011-10-11,4805130090
2011-10-12,4878453540
2011-10-13,4985994600
2011-10-14,4995771060
2011-10-17,4893118230
2011-10-18,5137529730
2011-10-19,4937112300
2011-10-20,4893118230
2011-10-21,5000659290
2011-10-24,5333058930
2011-10-25,5240182560
2011-10-26,5274400170
2011-10-27,5729005560
2011-10-28,5875652460
2011-10-31,5631240960
2011-11-01,5460152910
2011-11-02,5567693970
2011-11-03,5245070790
2011-11-04,5337947160
2011-11-07,5381941230
2011-11-08,5289064860
2011-11-09,4902894690
2011-11-10,4858900620
2011-11-11,5034876900
2011-11-14,4995771060
2011-11-15,5044653360
2011-11-16,4917559380
2011-11-17,4751359560
2011-11-18,4795353630
2011-11-21,4614489120
2011-11-22,4756247790
2011-11-23,4546053900
2011-11-25,4531389210
2011-11-28,4795353630
2011-11-29,4653594960
2011-11-30,5029988670
2011-12-01,4985994600
2011-12-02,4981106370
2011-12-05,5064206280
2011-12-06,4995771060
2011-12-07,5108200350
2011-12-08,4824683010
2011-12-09,4902894690
2011-12-12,4834459470
2011-12-13,4682924340
2011-12-14,4536277440
2011-12-15,4541165670
2011-12-16,4541165670
2011-12-19,4409183460
2011-12-20,4570495050
2011-12-21,4629153810
2011-12-22,4634042040
2011-12-23,4868677080
2011-12-27,5093535660
2011-12-28,4932224070
2011-12-29,5010435750
2011-12-30,5098423890
2012-01-03,5431245710
2012-01-04,5397025440
2012-01-05,5441022930
2012-01-06,5441022930
2012-01-09,5533906520
2012-01-10,5592569840
2012-01-11,5846777560
2012-01-12,5929883930
2012-01-13,6037433350
2012-01-17,5988547250
2012-01-18,6223200530
2012-01-19,6257420800
2012-01-20,6179203040
2012-01-23,6423633540
2012-01-24,6433410760
2012-01-25,6408967710
2012-01-26,6379636050
2012-01-27,6448076590
2012-01-30,6428522150
2012-01-31,6379636050
2012-02-01,6697395700
2012-02-02,6795167900
2012-02-03,7024932570
2012-02-06,6853831220
2012-02-07,6824499560
2012-02-08,6976046470
2012-02-09,7073818670
2012-02-10,7152036430
2012-02-13,7127593380
2012-02-14,7088484500
2012-02-15,7093373110
2012-02-16,7205811140
2012-02-17,7166702260
2012-02-21,6936937590
2012-02-22,6731615970
2012-02-23,6976046470
2012-02-24,6844054000
2012-02-27,6682729870
2012-02-28,6858719830
2012-02-29,6731615970
2012-03-01,6809833730
2012-03-02,6765836240
2012-03-05,6570291840
2012-03-06,6394301880
2012-03-07,6555626010
2012-03-08,6746281800
2012-03-09,6702284310
2012-03-12,6619177940
2012-03-13,7034709790
2012-03-14,6902717320
2012-03-15,7191145310
2012-03-16,7049375620
2012-03-19,7064041450
2012-03-20,6976046470
2012-03-21,6980935080
2012-03-22,6892940100
2012-03-23,6941826200
2012-03-26,7108038940
2012-03-27,7088484500
2012-03-28,6853831220
2012-03-29,6770724850
2012-03-30,6658286820
2012-04-02,6708133320
2012-04-03,6810808830
2012-04-04,6625015050
2012-04-05,6649461600
2012-04-09,6605457810
2012-04-10,6390328170
2012-04-11,6649461600
2012-04-12,6776583660
2012-04-13,6805919520
2012-04-16,6708133320
2012-04-17,6752137110
2012-04-18,6722801250
2012-04-19,6732579870
2012-04-20,6610347120
2012-04-23,6414774720
2012-04-24,6385438860
2012-04-25,6527228850
2012-04-26,6737469180
2012-04-27,6737469180
2012-04-30,6561454020
2012-05-01,6497892990
2012-05-02,6625015050
2012-05-03,6316988520
2012-05-04,6096969570
2012-05-07,5945400960
2012-05-08,5774275110
2012-05-09,5696046150
2012-05-10,5700935460
2012-05-11,5686267530
2012-05-14,5446691340
2012-05-15,5383130310
2012-05-16,5334237210
2012-05-17,5084882400
2012-05-18,5050657230
2012-05-21,5314679970
2012-05-22,5241340320
2012-05-23,5265786870
2012-05-24,5300012040
2012-05-25,5280454800
2012-05-29,5461359270
2012-05-30,5339126520
2012-05-31,5295122730
2012-06-01,5070214470
2012-06-04,5089771710
2012-06-05,5339126520
2012-06-06,5485805820
2012-06-07,5480916510
2012-06-08,5568924090
2012-06-11,5397798240
2012-06-12,5495584440
2012-06-13,5368462380
2012-06-14,5427134100
2012-06-15,5280454800
2012-06-18,5334237210
2012-06-19,5446691340
2012-06-20,5495584440
2012-06-21,5363573070
2012-06-22,5373351690
2012-06-25,5128886190
2012-06-26,5172889980
2012-06-27,5197336530
2012-06-28,5275565490
2012-06-29,5456469960
2012-07-02,5402842250
2012-07-03,5441957850
2012-07-05,5373505550
2012-07-06,5295274350
2012-07-09,5133922500
2012-07-10,5070359650
2012-07-11,4992128450
2012-07-12,4767213750
2012-07-13,4791661000
2012-07-16,4772103200
2012-07-17,4913897250
2012-07-18,4962791750
2012-07-19,5045912400
2012-07-20,4781882100
2012-07-23,4776992650
2012-07-24,4596083000
2012-07-25,4498294000
2012-07-26,4508072900
2012-07-27,4615640800
2012-07-30,4635198600
2012-07-31,4654756400
2012-08-01,4605861900
2012-08-02,4400505000
2012-08-03,4527630700
2012-08-06,4586304100
2012-08-07,4928565600
2012-08-08,4801439900
2012-08-09,4703650900
2012-08-10,4728098150
2012-08-13,4860113300
2012-08-14,4869892200
2012-08-15,4992128450
2012-08-16,5070359650
2012-08-17,5143701400
2012-08-20,5182817000
2012-08-21,5124143600
2012-08-22,5133922500
2012-08-23,5031244050
2012-08-24,5041022950
2012-08-27,4938344500
2012-08-28,4909007800
2012-08-29,4962791750
2012-08-30,4806329350
2012-08-31,4820997700
2012-09-04,4772103200
2012-09-05,4776992650
2012-09-06,5050801850
2012-09-07,5231711500
2012-09-10,5339279400
2012-09-11,5270827100
2012-09-12,5358837200
2012-09-13,5515299600
2012-09-14,5578862450
2012-09-17,5490852350
2012-09-18,5402842250
2012-09-19,5456626200
2012-09-20,5275716550
2012-09-21,5241490400
2012-09-24,5221932600
2012-09-25,5114364700
2012-09-26,5153480300
2012-09-27,5319721600
2012-09-28,5256158750
2012-10-01,5214258691
2012-10-02,5160604018
2012-10-03,5155726320
2012-10-04,5106949345
2012-10-05,5141093228
2012-10-08,5082560857
2012-10-09,5097193950
2012-10-10,4960618418
2012-10-11,5009395394
2012-10-12,4999639999
2012-10-15,5063050067
2012-10-16,5224014086
2012-10-17,5326445735
2012-10-18,5448388174
2012-10-19,5394733501
2012-10-22,5370345013
2012-10-23,5238647179
2012-10-24,5189870203
2012-10-25,5306934945
2012-10-26,5165481716
2012-10-31,5028906184
2012-11-01,5106949345
2012-11-02,4999639999
2012-11-05,4926474535
2012-11-06,5028906184
2012-11-07,4906963745
2012-11-08,4770388213
2012-11-09,4882575257
2012-11-12,4677711960
2012-11-13,4609424194
2012-11-14,4536258730
2012-11-15,4570402613
2012-11-16,4702100447
2012-11-19,4682589657
2012-11-20,4702100447
2012-11-21,4824042886
2012-11-23,4872819862
2012-11-26,4789899003
2012-11-27,4809409794
2012-11-28,4872819862
2012-11-29,4882575257
2012-11-30,4950863023
2012-12-03,4960618418
2012-12-04,4838675979
2012-12-05,4863064467
2012-12-06,5350834223
2012-12-07,5331323433
2012-12-10,5321568037
2012-12-11,5331323433
2012-12-12,5521553637
2012-12-13,5575208311
2012-12-14,5550819823
2012-12-17,5570330613
2012-12-18,5672762262
2012-12-19,5628862984
2012-12-20,5687395354
2012-12-21,5760560818
2012-12-24,5702028447
2012-12-26,5653251472
2012-12-27,5711783842
2012-12-28,5575208311
2012-12-31,5695347240
2013-01-02,6003600570
2013-01-03,6096565860
2013-01-04,6184638240
2013-01-07,6204209880
2013-01-08,6336318450
2013-01-09,6306960990
2013-01-10,6199316970
2013-01-11,6262924800
2013-01-14,6238460250
2013-01-15,6434176650
2013-01-16,6350997180
2013-01-17,6341211360
2013-01-18,6306960990
2013-01-22,6390140460
2013-01-23,6331425540
2013-01-24,6346104270
2013-01-25,6360783000
2013-01-28,6350997180
2013-01-29,6174852420
2013-01-30,6150387870
2013-01-31,6248246070
2013-02-01,6341211360
2013-02-04,6248246070
2013-02-05,6346104270
2013-02-06,6355890090
2013-02-07,6331425540
2013-02-08,6610321410
2013-02-11,6385247550
2013-02-12,6517356120
2013-02-13,6527141940
2013-02-14,6502677390
2013-02-15,6302068080
2013-02-19,6233567340
2013-02-20,6135709140
2013-02-21,6052529670
2013-02-22,6076994220
2013-02-25,5964457290
2013-02-26,5925314010
2013-02-27,6106351680
2013-02-28,6111244590
2013-03-01,6081887130
2013-03-04,5949778560
2013-03-05,5915528190
2013-03-06,5974243110
2013-03-07,6086780040
2013-03-08,6052529670
2013-03-11,6091672950
2013-03-12,6042743850
2013-03-13,6072101310
2013-03-14,6483105750
2013-03-15,6439069560
2013-03-18,6375461730
2013-03-19,6253138980
2013-03-20,6336318450
2013-03-21,6253138980
2013-03-22,6390140460
2013-03-25,6429283740
2013-03-26,6429283740
2013-03-27,6341211360
2013-03-28,6434176650
2013-04-01,6275184880
2013-04-02,6108760320
2013-04-03,5981494480
2013-04-04,6005968680
2013-04-05,5868913160
2013-04-08,6050022240
2013-04-09,6187077760
2013-04-10,6329028120
2013-04-11,6294764240
2013-04-12,6382871360
2013-04-15,6005968680
2013-04-16,6113655160
2013-04-17,6094075800
2013-04-18,5903177040
2013-04-19,5986389320
2013-04-22,6035337720
2013-04-23,6240921000
2013-04-24,6377976520
2013-04-25,6622718520
2013-04-26,6617823680
2013-04-29,6725510160
2013-04-30,6911514080
2013-05-01,6754879200
2013-05-02,7121992200
2013-05-03,7175835440
2013-05-06,7249258040
2013-05-07,7200309640
2013-05-08,7195414800
2013-05-09,7410787760
2013-05-10,7640845240
2013-05-13,7684898800
2013-05-14,7763216240
2013-05-15,7557632960
2013-05-16,7469525840
2013-05-17,7508684560
2013-05-20,7587002000
2013-05-21,7606581360
2013-05-22,7381418720
2013-05-23,7307996120
2013-05-24,7307996120
2013-05-28,7474420680
2013-05-29,7386313560
2013-05-30,7503789720
2013-05-31,7425472280
2013-06-03,7435261960
2013-06-04,7347154840
2013-06-05,7107307680
2013-06-06,7136676720
2013-06-07,7317785800
2013-06-10,7430367120
2013-06-11,7239468360
2013-06-12,7224783840
2013-06-13,7322680640
2013-06-14,7219889000
2013-06-17,7312890960
2013-06-18,7391208400
2013-06-19,7337365160
2013-06-20,6882145040
2013-06-21,6759774040
2013-06-24,6485663000
2013-06-25,6705930800
2013-06-26,7009410880
2013-06-27,7082833480
2013-06-28,7234573520
2013-07-01,7374096852
2013-07-02,7271407174
2013-07-03,7300747082
2013-07-05,7515906407
2013-07-08,7613706100
2013-07-09,7550136299
2013-07-10,7506126437
2013-07-11,7462116575
2013-07-12,7462116575
2013-07-15,7687055869
2013-07-16,7677275900
2013-07-17,7672385915
2013-07-18,7911995163
2013-07-19,7911995163
2013-07-22,7902215194
2013-07-23,7882655255
2013-07-24,7858205332
2013-07-25,7740845700
2013-07-26,7794635532
2013-07-29,7804415501
2013-07-30,7995124902
2013-07-31,7975564964
2013-08-01,8239624135
2013-08-02,8044024749
2013-08-05,8092924595
2013-08-06,8268964043
2013-08-07,8449893475
2013-08-08,8552583152
2013-08-09,8435223521
2013-08-12,8425443551
2013-08-13,8493903337
2013-08-14,8489013352
2013-08-15,8381433690
2013-08-16,8405883613
2013-08-19,8410773598
2013-08-20,8430333536
2013-08-21,8537913198
2013-08-22,8713952646
2013-08-23,8801972370
2013-08-26,8875322139
2013-08-27,8489013352
2013-08-28,8645492861
2013-08-29,8694392707
2013-08-30,8650382845
2013-09-03,8787302416
2013-09-04,8924221986
2013-09-05,8943781924
2013-09-06,9007351725
2013-09-09,9163831234
2013-09-10,9310530773
2013-09-11,9339870681
2013-09-12,9227401034
2013-09-13,9432780389
2013-09-16,9437670374
2013-09-17,9559919990
2013-09-18,9667499653
2013-09-19,9867989023
2013-09-20,9740849422
2013-09-23,9711509514
2013-09-24,9848429085
2013-09-25,9877768993
2013-09-26,9911998885
2013-09-27,9887548962
2013-09-30,10005551287
2013-10-01,10152403801
2013-10-02,10132823466
2013-10-03,10074082460
2013-10-04,10078977544
2013-10-07,9976180784
2013-10-08,9760797097
2013-10-09,9804852851
2013-10-10,9956600449
2013-10-11,10015341454
2013-10-14,10078977544
2013-10-15,10064292292
2013-10-16,10127928382
2013-10-17,10171984136
2013-10-18,10127928382
2013-10-21,10167089052
2013-10-22,10069187376
2013-10-23,9819538102
2013-10-24,10103452963
2013-10-25,9941915197
2013-10-28,9765692181
2013-10-29,9897859443
2013-10-30,9932125030
2013-10-31,9320239555
2013-11-01,9447511734
2013-11-04,9442616650
2013-11-05,9374085477
2013-11-06,9349610058
2013-11-07,9095065700
2013-11-08,9344714974
2013-11-11,9398560896
2013-11-12,9427931398
2013-11-13,9643315086
2013-11-14,9574783912
2013-11-15,9520937991
2013-11-18,9423036315
2013-11-19,9090170616
2013-11-20,9026534527
2013-11-21,9246813298
2013-11-22,9212547711
2013-11-25,9222337879
2013-11-26,9217442795
2013-11-27,9388770728
