,NTAP
2009-04-13,5534303280
2009-04-14,5656772910
2009-04-15,5772622560
2009-04-16,5948052030
2009-04-17,5822272410
2009-04-20,5888472210
2009-04-21,5971221960
2009-04-22,6236021160
2009-04-23,6077141640
2009-04-24,6231735000
2009-04-27,6004275000
2009-04-28,5830335000
2009-04-29,6010965000
2009-04-30,6121350000
2009-05-01,6154800000
2009-05-04,6322050000
2009-05-05,6131384999
2009-05-06,6097935000
2009-05-07,5816955000
2009-05-08,5853750000
2009-05-11,5663085000
2009-05-12,5770125000
2009-05-13,5706570000
2009-05-14,5823645000
2009-05-15,5877165000
2009-05-18,5917305000
2009-05-19,6044415000
2009-05-20,5800230000
2009-05-21,5980860000
2009-05-22,6174870000
2009-05-26,6666585000
2009-05-27,6429090000
2009-05-28,6338775000
2009-05-29,6522750000
2009-06-01,6920805000
2009-06-02,6469230000
2009-06-03,6211665000
2009-06-04,6308670000
2009-06-05,6295290000
2009-06-08,6348810000
2009-06-09,6522750000
2009-06-10,6412365000
2009-06-11,6663240000
2009-06-12,6736830000
2009-06-15,6629790000
2009-06-16,6449160000
2009-06-17,6398985000
2009-06-18,6298634999
2009-06-19,6539475000
2009-06-22,6325395000
2009-06-23,6285255000
2009-06-24,6392295000
2009-06-25,6502680000
2009-06-26,6489300000
2009-06-29,6616410000
2009-06-30,6596340000
2009-07-01,6619755000
2009-07-02,6342120000
2009-07-06,6305325000
2009-07-07,6051105000
2009-07-08,6151455000
2009-07-09,6358845000
2009-07-10,6425745000
2009-07-13,6700035000
2009-07-14,6706725000
2009-07-15,6997740000
2009-07-16,7178370000
2009-07-17,7198440000
2009-07-20,7131540000
2009-07-21,7522904999
2009-07-22,7482765000
2009-07-23,7696845000
2009-07-24,7690154999
2009-07-27,7703535000
2009-07-28,7880820000
2009-07-29,7743675000
2009-07-30,7710225000
2009-07-31,7561540820
2009-08-03,7578374170
2009-08-04,7760174350
2009-08-05,7706307630
2009-08-06,7689474280
2009-08-07,7766907690
2009-08-10,7753441010
2009-08-11,7800574390
2009-08-12,7995841250
2009-08-13,8103574690
2009-08-14,7941974530
2009-08-17,7588474180
2009-08-18,7692840950
2009-08-19,7706307630
2009-08-20,7255173850
2009-08-21,7399940660
2009-08-24,7383107310
2009-08-25,7379740640
2009-08-26,7487474079
2009-08-27,7756807680
2009-08-28,7851074440
2009-08-31,7659174250
2009-09-01,7457174049
2009-09-02,7521140780
2009-09-03,7568274160
2009-09-04,7854441109
2009-09-08,7941974530
2009-09-09,8016041270
2009-09-10,8298841549
2009-09-11,8174274760
2009-09-14,8244974829
2009-09-15,8322408240
2009-09-16,8416675000
2009-09-17,8332508250
2009-09-18,8332508250
2009-09-21,8628775210
2009-09-22,8749975330
2009-09-23,8844242090
2009-09-24,8749975330
2009-09-25,8733141980
2009-09-28,8857708770
2009-09-29,8803842050
2009-09-30,8982275560
2009-10-01,8766808680
2009-10-02,8716308630
2009-10-05,9022675600
2009-10-06,9032775610
2009-10-07,8901475480
2009-10-08,9281909190
2009-10-09,9709476280
2009-10-12,9547876120
2009-10-13,9759976330
2009-10-14,9931676500
2009-10-15,9857609760
2009-10-16,9658976230
2009-10-19,9759976330
2009-10-20,9615209520
2009-10-21,9608476180
2009-10-22,9800376370
2009-10-23,9679176250
2009-10-26,9642142880
2009-10-27,9393009300
2009-10-28,9086642330
2009-10-29,9322309230
2009-10-30,9235924950
2009-11-02,9423716400
2009-11-03,9492004200
2009-11-04,9444202740
2009-11-05,9823200030
2009-11-06,9690038820
2009-11-09,10188539760
2009-11-10,10010991480
2009-11-11,9963190020
2009-11-12,9867587100
2009-11-13,10144152690
2009-11-16,10127080740
2009-11-17,10147567080
2009-11-18,10113423180
2009-11-19,10526564370
2009-11-20,10393403160
2009-11-23,10550465100
2009-11-24,10564122660
2009-11-25,10738256550
2009-11-27,10526564370
2009-11-30,10519735590
2009-12-01,10806544350
2009-12-02,10823616300
2009-12-03,10758742890
2009-12-04,11178712860
2009-12-07,11298216510
2009-12-08,11386990650
2009-12-09,11496251130
2009-12-10,11284558949
2009-12-11,11236757489
2009-12-14,11390405040
2009-12-15,11451864060
2009-12-16,11492836739
2009-12-17,11550881370
2009-12-18,11346017969
2009-12-21,11448449670
2009-12-22,11400648210
2009-12-23,11557710150
2009-12-24,11663556239
2009-12-28,11612340390
2009-12-29,11557710150
2009-12-30,11793303060
2009-12-31,11731844040
2010-01-04,11673799410
2010-01-05,11468936010
2010-01-06,11386990650
2010-01-07,11359675530
2010-01-08,11451864060
2010-01-11,11247000660
2010-01-12,11079695550
2010-01-13,11516737469
2010-01-14,11489422350
2010-01-15,11318702850
2010-01-19,11369918699
2010-01-20,11096767500
2010-01-21,10850931420
2010-01-22,10509492420
2010-01-25,10560708270
2010-01-26,10553879490
2010-01-27,10560708270
2010-01-28,10181710980
2010-01-29,10903359000
2010-02-01,11270173000
2010-02-02,11592071000
2010-02-03,11610786000
2010-02-04,11187827000
2010-02-05,11371234000
2010-02-08,11423636000
2010-02-09,11607043000
2010-02-10,11513468000
2010-02-11,11805422000
2010-02-12,11775478000
2010-02-16,12089889999
2010-02-17,12007544000
2010-02-18,11857824000
2010-02-19,11711847000
2010-02-22,11468552000
2010-02-23,11191570000
2010-02-24,11165369000
2010-02-25,11232743000
2010-02-26,11232743000
2010-03-01,11775478000
2010-03-02,11636987000
2010-03-03,11693132000
2010-03-04,11738048000
2010-03-05,11996314999
2010-03-08,12168493000
2010-03-09,12183464999
2010-03-10,12419274000
2010-03-11,12471676000
2010-03-12,12318212999
2010-03-15,12284526000
2010-03-16,12423017000
2010-03-17,12366872000
2010-03-18,12464189999
2010-03-19,12149778000
2010-03-22,12329442000
2010-03-23,12254582000
2010-03-24,12415531000
2010-03-25,12209665999
2010-03-26,12250838999
2010-03-29,12179722000
2010-03-30,12190951000
2010-03-31,12179722000
2010-04-01,12823518000
2010-04-05,13014411000
2010-04-06,13036869000
2010-04-07,13145415999
2010-04-08,13040612000
2010-04-09,13298879000
2010-04-12,13078042000
2010-04-13,12984467000
2010-04-14,13422398000
2010-04-15,13351281000
2010-04-16,13156645000
2010-04-19,13021897000
2010-04-20,12976981000
2010-04-21,13171617000
2010-04-22,13231505000
2010-04-23,13538431000
2010-04-26,13433627000
2010-04-27,13044355000
2010-04-28,13298879000
2010-04-29,13414912000
2010-04-30,12217708000
2010-05-03,12291712000
2010-05-04,11988648000
2010-05-05,12006268000
2010-05-06,11632724000
2010-05-07,11090028000
2010-05-10,11956932000
2010-05-11,11791304000
2010-05-12,11999219999
2010-05-13,11875880000
2010-05-14,11893500000
2010-05-17,11967504000
2010-05-18,11819496000
2010-05-19,11823019999
2010-05-20,11474144000
2010-05-21,11569292000
2010-05-24,11417760000
2010-05-25,11660916000
2010-05-26,11428332000
2010-05-27,13451108000
2010-05-28,13278432000
2010-06-01,13257288000
2010-06-02,13725980000
2010-06-03,13701312000
2010-06-04,13348912000
2010-06-07,13049372000
2010-06-08,13176236000
2010-06-09,13218524000
2010-06-10,13563876000
2010-06-11,14092476000
2010-06-14,14067808000
2010-06-15,14582312000
2010-06-16,14448400000
2010-06-17,14723272000
2010-06-18,14525928000
2010-06-21,14282772000
2010-06-22,14014948000
2010-06-23,14131240000
2010-06-24,13962088000
2010-06-25,14011424000
2010-06-28,14021996000
2010-06-29,13387676000
2010-06-30,13148044000
2010-07-01,13429964000
2010-07-02,13084612000
2010-07-06,13081088000
2010-07-07,13955040000
2010-07-08,13704836000
2010-07-09,13659024000
2010-07-12,13729504000
2010-07-13,13940944000
2010-07-14,14208768000
2010-07-15,14353251999
2010-07-16,14272200000
2010-07-19,14455448000
2010-07-20,14592883999
2010-07-21,14036092000
2010-07-22,14790228000
2010-07-23,15191964000
2010-07-26,15516172000
2010-07-27,15417500000
2010-07-28,15213108000
2010-07-29,14948808000
2010-07-30,15189929999
2010-08-02,15800400000
2010-08-03,15753717000
2010-08-04,16026633000
2010-08-05,15699852000
2010-08-06,15480801000
2010-08-09,15408980999
2010-08-10,14970879000
2010-08-11,14784147000
2010-08-12,13494978000
2010-08-13,13696074000
2010-08-16,13875624000
2010-08-17,13879215000
2010-08-18,14119812000
2010-08-19,14615370000
2010-08-20,14554323000
2010-08-23,14525595000
2010-08-24,14191632000
2010-08-25,14112629999
2010-08-26,14252679000
2010-08-27,14884695000
2010-08-30,14554323000
2010-08-31,14500458000
2010-09-01,15049880999
2010-09-02,15466437000
2010-09-03,15818354999
2010-09-07,16080498000
2010-09-08,16673013000
2010-09-09,16637103000
2010-09-10,16637103000
2010-09-13,17272710000
2010-09-14,17279892000
2010-09-15,17703630000
2010-09-16,17480988000
2010-09-17,17610264000
2010-09-20,17836497000
2010-09-21,17308620000
2010-09-22,17398395000
2010-09-23,17340939000
2010-09-24,18095049000
2010-09-27,17735949000
2010-09-28,18314100000
2010-09-29,18245871000
2010-09-30,17879589000
2010-10-01,17466624000
2010-10-04,17714403000
2010-10-05,18285372000
2010-10-06,17129070000
2010-10-07,17337348000
2010-10-08,17509716000
2010-10-11,17251164000
2010-10-12,17513307000
2010-10-13,17818542000
2010-10-14,18095049000
2010-10-15,18073503000
2010-10-18,18062730000
2010-10-19,18314100000
2010-10-20,18554697000
2010-10-21,18299736000
2010-10-22,18662427000
2010-10-25,18637290000
2010-10-26,18784521000
2010-10-27,19061028000
2010-10-28,18964071000
2010-10-29,19425600000
2010-11-01,19436544000
2010-11-02,19553280000
2010-11-03,19608000000
2010-11-04,20038464000
2010-11-05,20100480000
2010-11-08,20417856000
2010-11-09,20658624000
2010-11-10,20757120000
2010-11-11,20224512000
2010-11-12,19739328000
2010-11-15,19673664000
2010-11-16,19221312000
2010-11-17,17966400000
2010-11-18,19378176000
2010-11-19,18772608000
2010-11-22,19049856000
2010-11-23,18550080000
2010-11-24,18747072000
2010-11-26,18623040000
2010-11-29,18579264000
2010-11-30,18579264000
2010-12-01,19038912000
2010-12-02,19640832000
2010-12-03,19724736000
2010-12-06,19432896000
2010-12-07,19564224000
2010-12-08,20111424000
2010-12-09,19899840000
2010-12-10,19753920000
2010-12-13,20275584000
2010-12-14,19513152000
2010-12-15,19214016000
2010-12-16,19593408000
2010-12-17,19626240000
2010-12-20,20191680000
2010-12-21,20177088000
2010-12-22,20082240000
2010-12-23,19987392000
2010-12-27,20071296000
2010-12-28,19958208000
2010-12-29,19958208000
2010-12-30,20027520000
2010-12-31,20049408000
2011-01-03,20943168000
2011-01-04,20932224000
2011-01-05,21110976000
2011-01-06,20972352000
2011-01-07,20866560000
2011-01-10,21238656000
2011-01-11,21260544000
2011-01-12,21497664000
2011-01-13,21384576000
2011-01-14,21698304000
2011-01-18,21519552000
2011-01-19,21023424000
2011-01-20,20509056000
2011-01-21,20344896000
2011-01-24,20264640000
2011-01-25,19589760000
2011-01-26,20126016000
2011-01-27,20184384000
2011-01-28,19888443000
2011-01-31,20146113000
2011-02-01,20805012000
2011-02-02,21022191000
2011-02-03,20985381000
2011-02-04,21324033000
2011-02-07,21585384000
2011-02-08,21832011000
2011-02-09,22001337000
2011-02-10,22284774000
2011-02-11,22306860000
2011-02-14,21946122000
2011-02-15,21511764000
2011-02-16,21548574000
2011-02-17,20160837000
2011-02-18,19527705000
2011-02-22,19082304000
2011-02-23,18640584000
2011-02-24,18714204000
2011-02-25,19314207000
2011-02-28,19016046000
2011-03-01,18636903000
2011-03-02,18802548000
2011-03-03,19310526000
2011-03-04,19159605000
2011-03-07,18820953000
2011-03-08,19012365000
2011-03-09,18971874000
2011-03-10,17819721000
2011-03-11,17492112000
2011-03-14,17072478000
2011-03-15,17124012000
2011-03-16,17216037000
2011-03-17,17293338000
2011-03-18,17922789000
2011-03-21,17878617000
2011-03-22,17709291000
2011-03-23,17650395000
2011-03-24,18018495000
2011-03-25,17893341000
2011-03-28,17528922000
2011-03-29,17768187000
2011-03-30,17672481000
2011-03-31,17724015000
2011-04-01,17742420000
2011-04-04,16822170000
2011-04-05,16951004999
2011-04-06,17190270000
2011-04-07,17179227000
2011-04-08,17223399000
2011-04-11,17348553000
2011-04-12,17606223000
2011-04-13,17882298000
2011-04-14,17823402000
2011-04-15,17874936000
2011-04-18,17709291000
2011-04-19,17484750000
2011-04-20,18036900000
2011-04-21,18780462000
2011-04-25,19119114000
2011-04-26,19244268000
2011-04-27,19347336000
2011-04-28,19292121000
2011-04-29,19296333000
2011-05-02,19144510000
2011-05-03,19274115000
2011-05-04,19211164000
2011-05-05,19070450000
2011-05-06,19736990000
2011-05-09,19688851000
2011-05-10,20073963000
2011-05-11,19985091000
2011-05-12,19992497000
2011-05-13,19992497000
2011-05-16,19662930000
2011-05-17,19359284000
2011-05-18,19851783000
2011-05-19,20162835000
2011-05-20,19885110000
2011-05-23,19559246000
2011-05-24,19059341000
2011-05-25,19155619000
2011-05-26,20481293000
2011-05-27,20488699000
2011-05-31,20281331000
2011-06-01,19707366000
2011-06-02,19740693000
2011-06-03,19233382000
2011-06-06,18659417000
2011-06-07,18755695000
2011-06-08,18507594000
2011-06-09,18589060000
2011-06-10,18148403000
2011-06-13,18085452000
2011-06-14,18466861000
2011-06-15,18718665000
2011-06-16,18385395000
2011-06-17,18274305000
2011-06-20,18407613000
2011-06-21,18851973000
2011-06-22,18777913000
2011-06-23,18981578000
2011-06-24,18226166000
2011-06-27,18670526000
2011-06-28,18781616000
2011-06-29,18500188000
2011-06-30,19544434000
2011-07-01,20114696000
2011-07-05,19973982000
2011-07-06,19807347000
2011-07-07,19959170000
2011-07-08,19803644000
2011-07-11,19462968000
2011-07-12,19244491000
2011-07-13,18970469000
2011-07-14,18377989000
2011-07-15,18759398000
2011-07-18,18581654000
2011-07-19,19181540000
2011-07-20,18533515000
2011-07-21,18422425000
2011-07-22,18914924000
2011-07-25,18440940000
2011-07-26,18581654000
2011-07-27,17507784000
2011-07-28,17741073000
2011-07-29,17178480000
2011-08-01,16719375000
2011-08-02,16245810000
2011-08-03,16596464999
2011-08-04,15663795000
2011-08-05,15136005000
2011-08-08,14210565000
2011-08-09,15081780000
2011-08-10,14807040000
2011-08-11,15428820000
2011-08-12,15696330000
2011-08-15,16018065000
2011-08-16,15555345000
2011-08-17,15060089999
2011-08-18,12941699999
2011-08-19,12995925000
2011-08-22,12938085000
2011-08-23,13661085000
2011-08-24,13740615000
2011-08-25,13321275000
2011-08-26,13209210000
2011-08-29,13491180000
2011-08-30,13516485000
2011-08-31,13599630000
2011-09-01,13451415000
2011-09-02,12945315000
2011-09-06,12750105000
2011-09-07,13122449999
2011-09-08,13180290000
2011-09-09,12898320000
2011-09-12,13122449999
2011-09-13,13299585000
2011-09-14,13259820000
2011-09-15,13762305000
2011-09-16,13661085000
2011-09-19,13140525000
2011-09-20,12746490000
2011-09-21,12974235000
2011-09-22,12666960000
2011-09-23,12695880000
2011-09-26,12945315000
2011-09-27,13028460000
2011-09-28,12638040000
2011-09-29,12641655000
2011-09-30,12265695000
2011-10-03,12160860000
2011-10-04,12591045000
2011-10-05,13097144999
2011-10-06,13498410000
2011-10-07,13480335000
2011-10-10,13849065000
2011-10-11,13971975000
2011-10-12,14058735000
2011-10-13,13971975000
2011-10-14,14181644999
2011-10-17,13755074999
2011-10-18,14261175000
2011-10-19,13921365000
2011-10-20,13635780000
2011-10-21,13773150000
2011-10-24,14145495000
2011-10-25,13798455000
2011-10-26,13946670000
2011-10-27,15078165000
2011-10-28,14984877000
2011-10-31,14757888000
2011-11-01,14318322000
2011-11-02,14502075000
2011-11-03,15118188000
2011-11-04,15359589000
2011-11-07,15435252000
2011-11-08,15831582000
2011-11-09,15143409000
2011-11-10,15092967000
2011-11-11,15193851000
2011-11-14,15237087000
2011-11-15,15096570000
2011-11-16,14678622000
2011-11-17,12873518999
2011-11-18,12516822000
2011-11-21,12552852000
2011-11-22,12678957000
2011-11-23,12487997999
2011-11-25,12340275000
2011-11-28,12869916000
2011-11-29,12837489000
2011-11-30,13269849000
2011-12-01,13302276000
2011-12-02,13165362000
2011-12-05,13525662000
2011-12-06,13431984000
2011-12-07,13590516000
2011-12-08,13367130000
2011-12-09,13695003000
2011-12-12,13377939000
2011-12-13,13662576000
2011-12-14,13377939000
2011-12-15,13071684000
2011-12-16,12866313000
2011-12-19,12668147999
2011-12-20,13017639000
2011-12-21,12689766000
2011-12-22,12999624000
2011-12-23,13154553000
2011-12-27,13096905000
2011-12-28,12949182000
2011-12-29,13082493000
2011-12-30,13068081000
2012-01-03,13248231000
2012-01-04,12841092000
2012-01-05,12491601000
2012-01-06,12729399000
2012-01-09,12621309000
2012-01-10,12657339000
2012-01-11,12520425000
2012-01-12,12405129000
2012-01-13,12242993999
2012-01-17,12152918999
2012-01-18,12484395000
2012-01-19,13514853000
2012-01-20,13277055000
2012-01-23,13417572000
2012-01-24,13568897999
2012-01-25,13619339999
2012-01-26,13532868000
2012-01-27,13547552000
2012-01-30,13602062000
2012-01-31,13714716000
2012-02-01,14317960000
2012-02-02,14328862000
2012-02-03,14663190000
2012-02-06,14510562000
2012-02-07,14321593999
2012-02-08,14452418000
2012-02-09,14939374000
2012-02-10,14423346000
2012-02-13,14165331999
2012-02-14,14216208000
2012-02-15,14492392000
2012-02-16,15531716000
2012-02-17,15335480000
2012-02-21,15626200000
2012-02-22,15491742000
2012-02-23,15727952000
2012-02-24,15655272000
2012-02-27,15720684000
2012-02-28,15836972000
2012-02-29,15626200000
2012-03-01,15738854000
2012-03-02,15826069999
2012-03-05,15379088000
2012-03-06,14881230000
2012-03-07,15110172000
2012-03-08,15204656000
2012-03-09,15604396000
2012-03-12,15455402000
2012-03-13,15811534000
2012-03-14,15578958000
2012-03-15,15746122000
2012-03-16,15767926000
2012-03-19,16011404000
2012-03-20,16465654000
2012-03-21,16723668000
2012-03-22,16422046000
2012-03-23,16578308000
2012-03-26,16836322000
2012-03-27,16738204000
2012-03-28,16458386000
2012-03-29,16233078000
2012-03-30,16269418000
2012-04-02,16371169999
2012-04-03,16523798000
2012-04-04,16247614000
2012-04-05,15887848000
2012-04-09,15542618000
2012-04-10,15270068000
2012-04-11,14852158000
2012-04-12,14877596000
2012-04-13,14583242000
2012-04-16,14459686000
2012-04-17,14695896000
2012-04-18,14575974000
2012-04-19,14416078000
2012-04-20,14078116000
2012-04-23,14056312000
2012-04-24,14056312000
2012-04-25,14267084000
2012-04-26,14321593999
2012-04-27,14288883000
2012-04-30,14215663000
2012-05-01,14892948000
2012-05-02,14384069000
2012-05-03,14087527999
2012-05-04,14065562000
2012-05-07,13908139000
2012-05-08,13842241000
2012-05-09,13831258000
2012-05-10,13069770000
2012-05-11,13208888000
2012-05-14,13102719000
2012-05-15,12875737000
2012-05-16,12681704000
2012-05-17,12546247000
2012-05-18,12103266000
2012-05-21,12271672000
2012-05-22,12191129999
2012-05-23,12030046000
2012-05-24,10551002000
2012-05-25,10474121000
2012-05-29,10876831000
2012-05-30,10836560000
2012-05-31,10895136000
2012-06-01,10777984000
2012-06-04,10946390000
2012-06-05,11400354000
2012-06-06,11740827000
2012-06-07,11462591000
2012-06-08,11103813000
2012-06-11,10854865000
2012-06-12,11078186000
2012-06-13,11048898000
2012-06-14,11015949000
2012-06-15,11250253000
2012-06-18,11268558000
2012-06-19,11312490000
2012-06-20,11338117000
2012-06-21,10818255000
2012-06-22,11041576000
2012-06-25,10990322000
2012-06-26,10858526000
2012-06-27,11198999000
2012-06-28,10942729000
2012-06-29,11649302000
2012-07-02,11330795000
2012-07-03,11385710000
2012-07-05,11393032000
2012-07-06,10895136000
2012-07-09,10668154000
2012-07-10,10554663000
2012-07-11,10529036000
2012-07-12,10386257000
2012-07-13,10470460000
2012-07-16,10477782000
2012-07-17,10448494000
2012-07-18,11078186000
2012-07-19,11393032000
2012-07-20,11418659000
2012-07-23,11202660000
2012-07-24,11436964000
2012-07-25,11521167000
2012-07-26,11748149000
2012-07-27,11913419999
2012-07-30,11761380000
2012-07-31,11826540000
2012-08-01,11616580000
2012-08-02,11442820000
2012-08-03,11707080000
2012-08-06,11605720000
2012-08-07,12108900000
2012-08-08,11938759999
2012-08-09,11631060000
2012-08-10,11793960000
2012-08-13,11515220000
2012-08-14,11374040000
2012-08-15,11493500000
2012-08-16,11935140000
2012-08-17,12112520000
2012-08-20,11974960000
2012-08-21,11996680000
2012-08-22,12087180000
2012-08-23,12090800000
2012-08-24,12590360000
2012-08-27,12637419999
2012-08-28,12554160000
2012-08-29,12644660000
2012-08-30,12355060000
2012-08-31,12496240000
2012-09-04,12532440000
2012-09-05,12507099999
2012-09-06,12872720000
2012-09-07,12959599999
2012-09-10,12698960000
2012-09-11,12735160000
2012-09-12,12742400000
2012-09-13,12771360000
2012-09-14,12963220000
2012-09-17,12818419999
2012-09-18,12836520000
2012-09-19,12937880000
2012-09-20,12854620000
2012-09-21,13126120000
2012-09-24,12814800000
2012-09-25,12460040000
2012-09-26,11938759999
2012-09-27,12029259999
2012-09-28,11902560000
2012-10-01,11924280000
2012-10-02,11746900000
2012-10-03,11355940000
2012-10-04,11236480000
2012-10-05,11073580000
2012-10-08,11048240000
2012-10-09,10936020000
2012-10-10,10610220000
2012-10-11,10566780000
2012-10-12,10472660000
2012-10-15,10566780000
2012-10-16,10776740000
2012-10-17,10823800000
2012-10-18,10957740000
2012-10-19,10841900000
2012-10-22,10823800000
2012-10-23,10414740000
2012-10-24,10201160000
2012-10-25,10183060000
2012-10-26,10022860000
2012-10-31,9674145000
2012-11-01,10101950000
2012-11-02,9972530000
2012-11-05,10058810000
2012-11-06,10116330000
2012-11-07,9968935000
2012-11-08,9817945000
2012-11-09,9828730000
2012-11-12,9641790000
2012-11-13,9465635000
2012-11-14,9749640000
2012-11-15,10856900000
2012-11-16,10878470000
2012-11-19,11104955000
2012-11-20,11004295000
2012-11-21,10946775000
2012-11-23,11198425000
2012-11-26,11273920000
2012-11-27,11255945000
2012-11-28,11273920000
2012-11-29,11460860000
2012-11-30,11399745000
2012-12-03,11554330000
2012-12-04,11521974999
2012-12-05,11795195000
2012-12-06,11834740000
2012-12-07,12014490000
2012-12-10,12068415000
2012-12-11,12169075000
2012-12-12,11953375000
2012-12-13,11877880000
2012-12-14,11859905000
2012-12-17,11928210000
2012-12-18,12316470000
2012-12-19,12334445000
2012-12-20,12248165000
2012-12-21,12158290000
2012-12-24,12115150000
2012-12-26,12061224999
2012-12-27,12014490000
2012-12-28,11798790000
2012-12-31,12061224999
2013-01-02,12330849999
2013-01-03,12284115000
2013-01-04,12251760000
2013-01-07,11949780000
2013-01-08,11683750000
2013-01-09,11579495000
2013-01-10,11654990000
2013-01-11,11885070000
2013-01-14,11949780000
2013-01-15,12036059999
2013-01-16,12305684999
2013-01-17,12391965000
2013-01-18,12352420000
2013-01-22,12503410000
2013-01-23,12481840000
2013-01-24,12751465000
2013-01-25,12963390000
2013-01-28,13045868000
2013-01-29,12884498000
2013-01-30,13103244000
2013-01-31,12909600000
2013-02-01,12999250000
2013-02-04,12794848000
2013-02-05,12902427999
2013-02-06,12949046000
2013-02-07,12755402000
2013-02-08,12819950000
2013-02-11,12680096000
2013-02-12,12698025999
2013-02-13,12845052000
2013-02-14,12859396000
2013-02-15,13106829999
2013-02-19,13081727999
2013-02-20,12744644000
2013-02-21,12386044000
2013-02-22,12328668000
2013-02-25,12041788000
2013-02-26,12117094000
2013-02-27,12346598000
2013-02-28,12135024000
2013-03-01,12174470000
2013-03-04,12045374000
2013-03-05,12242604000
2013-03-06,12389629999
2013-03-07,12292808000
2013-03-08,12267706000
2013-03-11,12436248000
2013-03-12,12192400000
2013-03-13,12260534000
2013-03-14,12375286000
2013-03-15,12393216000
2013-03-18,12231846000
2013-03-19,12174470000
2013-03-20,12246190000
2013-03-21,12109922000
2013-03-22,12027444000
2013-03-25,11901934000
2013-03-26,11944966000
2013-03-27,12084820000
2013-03-28,12249775999
2013-04-01,12213916000
2013-04-02,12443420000
2013-04-03,12350184000
2013-04-04,12396802000
2013-04-05,12192400000
2013-04-08,12167298000
2013-04-09,12253362000
2013-04-10,12056132000
2013-04-11,12002342000
2013-04-12,12715956000
2013-04-15,12454177999
2013-04-16,12841466000
2013-04-17,12450592000
2013-04-18,12113508000
2013-04-19,11830214000
2013-04-22,12235432000
2013-04-23,12533070000
2013-04-24,12500796000
2013-04-25,12482866000
2013-04-26,12235883000
2013-04-29,12116577000
2013-04-30,12242901000
2013-05-01,11983235000
2013-05-02,11884983000
2013-05-03,12246410000
2013-05-06,12453441000
2013-05-07,12478004000
2013-05-08,12569238000
2013-05-09,12537656999
2013-05-10,12685035000
2013-05-13,12663981000
2013-05-14,12555202000
2013-05-15,12713106999
2013-05-16,13495614000
2013-05-17,13278056000
2013-05-20,13049971000
2013-05-21,12853467000
2013-05-22,13081552000
2013-05-23,12944701000
2013-05-24,12790305000
2013-05-28,13232439000
2013-05-29,13235948000
2013-05-30,13337709000
2013-05-31,13169277000
2013-06-03,13207876000
2013-06-04,13085061000
2013-06-05,13092079000
2013-06-06,13197349000
2013-06-07,13323673000
2013-06-10,13383326000
2013-06-11,13393853000
2013-06-12,13453506000
2013-06-13,13492105000
2013-06-14,13302618999
2013-06-17,13548249000
2013-06-18,13821951000
2013-06-19,13678081999
2013-06-20,13442979000
2013-06-21,13323673000
2013-06-24,13120151000
2013-06-25,13141205000
2013-06-26,13274547000
2013-06-27,13320164000
2013-06-28,13257002000
2013-07-01,13278056000
2013-07-02,13435961000
2013-07-03,13442979000
2013-07-05,13604393000
2013-07-08,13520177000
2013-07-09,13569303000
2013-07-10,13597375000
2013-07-11,13695627000
2013-07-12,13790369999
2013-07-15,14071090000
2013-07-16,14060563000
2013-07-17,14218468000
2013-07-18,14379881999
2013-07-19,14502697000
2013-07-22,14485152000
2013-07-23,14355318999
2013-07-24,14481643000
2013-07-25,14576386000
2013-07-26,14087945000
2013-07-29,13921002000
2013-07-30,13992549000
2013-07-31,14009584000
2013-08-01,14132235999
2013-08-02,14050468000
2013-08-05,14200376000
2013-08-06,14139050000
2013-08-07,14207190000
2013-08-08,14462715000
2013-08-09,14486564000
2013-08-12,14489971000
2013-08-13,14408203000
2013-08-14,14421831000
2013-08-15,14319621000
2013-08-16,14377540000
2013-08-19,14271923000
2013-08-20,14224225000
2013-08-21,14152678000
2013-08-22,14248074000
2013-08-23,14292365000
2013-08-26,14258295000
2013-08-27,14128829000
2013-08-28,14115201000
2013-08-29,14173120000
2013-08-30,14152678000
2013-09-03,14248074000
2013-09-04,14333249000
2013-09-05,14346877000
2013-09-06,14391168000
2013-09-09,14568332000
2013-09-10,14680763000
2013-09-11,14796601000
2013-09-12,14871555000
2013-09-13,14912439000
2013-09-16,14837484999
2013-09-17,14929474000
2013-09-18,14987393000
2013-09-19,15099824000
2013-09-20,14718240000
2013-09-23,14738682000
2013-09-24,14609216000
2013-09-25,14558110999
2013-09-26,14694391000
2013-09-27,14507006000
2013-09-30,14520634000
2013-10-01,14667134999
2013-10-02,14595588000
2013-10-03,14343470000
2013-10-04,14401389000
2013-10-07,14282144000
2013-10-08,14190155000
2013-10-09,14108386999
2013-10-10,14173120000
2013-10-11,14162899000
2013-10-14,14217410999
2013-10-15,13866490000
2013-10-16,13777908000
2013-10-17,13846048000
2013-10-18,14094759000
2013-10-21,14190155000
2013-10-22,13869897000
2013-10-23,13307742000
2013-10-24,13386103000
2013-10-25,13368966000
2013-10-28,13470786000
2013-10-29,13497938000
2013-10-30,13212842000
2013-10-31,13172114000
2013-11-01,13284116000
2013-11-04,13151750000
2013-11-05,13070294000
2013-11-06,13158538000
2013-11-07,13389330000
2013-11-08,13545453999
2013-11-11,13531878000
2013-11-12,13643880000
2013-11-13,14013826000
2013-11-14,13939158000
2013-11-15,14057948000
2013-11-18,13769458000
2013-11-19,13776246000
2013-11-20,13698184000
2013-11-21,13708366000
2013-11-22,13793216000
2013-11-25,13837338000
