,HST
2004-08-25,4688947055
2004-08-26,4811581054
2004-08-27,4739443407
2004-08-30,4757477819
2004-08-31,4815187937
2004-09-01,4858470525
2004-09-02,5017173348
2004-09-03,4981104525
2004-09-07,5013566466
2004-09-08,5053242172
2004-09-09,4977497643
2004-09-10,4945875000
2004-09-13,4927890000
2004-09-14,4917099000
2004-09-15,4855950000
2004-09-16,4891920000
2004-09-17,4909905000
2004-09-20,4888323000
2004-09-21,5025009000
2004-09-22,4999830000
2004-09-23,4999830000
2004-09-24,4967457000
2004-09-27,4963860000
2004-09-28,4909905000
2004-09-29,4999830000
2004-09-30,5046591000
2004-10-01,5122128000
2004-10-04,5104143000
2004-10-05,5100546000
2004-10-06,5136516000
2004-10-07,5039397000
2004-10-08,5161695000
2004-10-11,5186874000
2004-10-12,5208456000
2004-10-13,5230038000
2004-10-14,5226441000
2004-10-15,5258814000
2004-10-18,5280396000
2004-10-19,5237232000
2004-10-20,5208456000
2004-10-21,5341545000
2004-10-22,5305575000
2004-10-25,5219247000
2004-10-26,5240829000
2004-10-27,5251620000
2004-10-28,5294784000
2004-10-29,5233635000
2004-11-01,5301978000
2004-11-02,5255217000
2004-11-03,5323560000
2004-11-04,5381112000
2004-11-05,5373918000
2004-11-08,5427873000
2004-11-09,5463843000
2004-11-10,5514201000
2004-11-11,5596932000
2004-11-12,5719230000
2004-11-15,5755200000
2004-11-16,5694051000
2004-11-17,5596932000
2004-11-18,5586141000
2004-11-19,5474634000
2004-11-22,5481828000
2004-11-23,5503410000
2004-11-24,5586141000
2004-11-26,5568156000
2004-11-29,5575350000
2004-11-30,5632902000
2004-12-01,5722827000
2004-12-02,5787573000
2004-12-03,5834334000
2004-12-06,5859513000
2004-12-07,5801961000
2004-12-08,5870304000
2004-12-09,5902677000
2004-12-10,5953035000
2004-12-13,5935050000
2004-12-14,5888289000
2004-12-15,5917065000
2004-12-16,5830737000
2004-12-17,5935050000
2004-12-20,5899079999
2004-12-21,5971020000
2004-12-22,6035766000
2004-12-23,6014184000
2004-12-27,6024975000
2004-12-28,6050154000
2004-12-29,6122094000
2004-12-30,6186840000
2004-12-31,6231453841
2005-01-03,6123393948
2005-01-04,6069364001
2005-01-05,5860448207
2005-01-06,5925284143
2005-01-07,5954100115
2005-01-10,5867652200
2005-01-11,5835234232
2005-01-12,5856846211
2005-01-13,5871254197
2005-01-14,6029742040
2005-01-18,6076567994
2005-01-19,6033344037
2005-01-20,5990120079
2005-01-21,5950498118
2005-01-24,5961304108
2005-01-25,5831632236
2005-01-26,5763194304
2005-01-27,5763194304
2005-01-28,5831632236
2005-01-31,5763194304
2005-02-01,5763194304
2005-02-02,5781204286
2005-02-03,5759592307
2005-02-04,5853244215
2005-02-07,5813622254
2005-02-08,5709164357
2005-02-09,5763194304
2005-02-10,5781204286
2005-02-11,5763194304
2005-02-14,5777602289
2005-02-15,5763194304
2005-02-16,5770398296
2005-02-17,5763194304
2005-02-18,5727174339
2005-02-22,5579492485
2005-02-23,5637124428
2005-02-24,5680348385
2005-02-25,5864050204
2005-02-28,5755990311
2005-03-01,5961304108
2005-03-02,5982916086
2005-03-03,6080169990
2005-03-04,6155811915
2005-03-07,6141403930
2005-03-08,6209841862
2005-03-09,6065762004
2005-03-10,6098179972
2005-03-11,6090975980
2005-03-14,6163015908
2005-03-15,6065762004
2005-03-16,6000926069
2005-03-17,6011732058
2005-03-18,5954100115
2005-03-21,5943294126
2005-03-22,5914478154
2005-03-23,5925284143
2005-03-24,5936090133
2005-03-28,5776239137
2005-03-29,5765575311
2005-03-30,5953969572
2005-03-31,5886432007
2005-04-01,5833112876
2005-04-04,5829558267
2005-04-05,5836667485
2005-04-06,5822449050
2005-04-07,5893541224
2005-04-08,5879322789
2005-04-11,5921978094
2005-04-12,6007288702
2005-04-13,5971742616
2005-04-14,5879322789
2005-04-15,5822449050
2005-04-18,5783348354
2005-04-19,5861549746
2005-04-20,5836667485
2005-04-21,5854440528
2005-04-22,5882877398
2005-04-25,5900650442
2005-04-26,5953969572
2005-04-27,5989515659
2005-04-28,5889986615
2005-04-29,5978851833
2005-05-02,5818894441
2005-05-03,5826003659
2005-05-04,5886432007
2005-05-05,5989515659
2005-05-06,5946860355
2005-05-09,6096153920
2005-05-10,6060607833
2005-05-11,6021507137
2005-05-12,5936196529
2005-05-13,5808230615
2005-05-16,5865104355
2005-05-17,5865104355
2005-05-18,5993070268
2005-05-19,6092599311
2005-05-20,6078380877
2005-05-23,6160136877
2005-05-24,6032170963
2005-05-25,5936196529
2005-05-26,5911314268
2005-05-27,5946860355
2005-05-31,5953969572
2005-06-01,6000179485
2005-06-02,6053498616
2005-06-03,6014397920
2005-06-06,6053498616
2005-06-07,6060607833
2005-06-08,6092599311
2005-06-09,6078380877
2005-06-10,6081935485
2005-06-13,6188573746
2005-06-14,6192128355
2005-06-15,6199237572
2005-06-16,6199237572
2005-06-17,6583742550
2005-06-20,6602478300
2005-06-21,6576248250
2005-06-22,6639949800
2005-06-23,6598731150
2005-06-24,6572501100
2005-06-27,6538776750
2005-06-28,6523788150
2005-06-29,6546271050
2005-06-30,6557512500
2005-07-01,6658685550
2005-07-05,6752364300
2005-07-06,6722387100
2005-07-07,6711145650
2005-07-08,6714892800
2005-07-11,6782341500
2005-07-12,6823560150
2005-07-13,6793582950
2005-07-14,6636202650
2005-07-15,6662432700
2005-07-18,6688662750
2005-07-19,6737375700
2005-07-20,6898503150
2005-07-21,6861031649
2005-07-22,6935974650
2005-07-25,6958457550
2005-07-26,6988434749
2005-07-27,6947216100
2005-07-28,7018411950
2005-07-29,6988434749
2005-08-01,7063377750
2005-08-02,7138320750
2005-08-03,7130826450
2005-08-04,7040894850
2005-08-05,6842295900
2005-08-08,6677421300
2005-08-09,6763605750
2005-08-10,6726134250
2005-08-11,6793582950
2005-08-12,6752364300
2005-08-15,6797330100
2005-08-16,6857284500
2005-08-17,6812318700
2005-08-18,6726134250
2005-08-19,6632455500
2005-08-22,6632455500
2005-08-23,6606225450
2005-08-24,6647444099
2005-08-25,6628708350
2005-08-26,6482569500
2005-08-29,6520040999
2005-08-30,6531282450
2005-08-31,6553765349
2005-09-01,6411373650
2005-09-02,6370155000
2005-09-06,6512546700
2005-09-07,6624961200
2005-09-08,6598731150
2005-09-09,6550430574
2005-09-12,6517028945
2005-09-13,6435380518
2005-09-14,6350020800
2005-09-15,6324041755
2005-09-16,6268372373
2005-09-19,6220125576
2005-09-20,6168167486
2005-09-21,6075385184
2005-09-22,6086519060
2005-09-23,6027138386
2005-09-26,6238682036
2005-09-27,6194146531
2005-09-28,6116209397
2005-09-29,6123631981
2005-09-30,6272083665
2005-10-03,6327753047
2005-10-04,6264661081
2005-10-05,6171878778
2005-10-06,6405690181
2005-10-07,6320330463
2005-10-10,6294351418
2005-10-11,6342598215
2005-10-12,6157033610
2005-10-13,6116209397
2005-10-14,6234970744
2005-10-17,6309196587
2005-10-18,6142188442
2005-10-19,6216414284
2005-10-20,6127343273
2005-10-21,6220125576
2005-10-24,6327753047
2005-10-25,6286928834
2005-10-26,6131054565
2005-10-27,6008581926
2005-10-28,6227548160
2005-10-31,6231259452
2005-11-01,6101364228
2005-11-02,6190435239
2005-11-03,6171878778
2005-11-04,6123631981
2005-11-07,6127343273
2005-11-08,6153322318
2005-11-09,6186723947
2005-11-10,6401978889
2005-11-11,6472493439
2005-11-14,6179301363
2005-11-15,6216414284
2005-11-16,6223836868
2005-11-17,6364865968
2005-11-18,6479916024
2005-11-21,6468782147
2005-11-22,6546719282
2005-11-23,6721150011
2005-11-25,6691459674
2005-11-28,6680325798
2005-11-29,6672903213
2005-11-30,6643212876
2005-12-01,6743417763
2005-12-02,6832488774
2005-12-05,6776819392
2005-12-06,6828777482
2005-12-07,6761974224
2005-12-08,6858467819
2005-12-09,6869601695
2005-12-12,6862179111
2005-12-13,6921559785
2005-12-14,6943827537
2005-12-15,6869601695
2005-12-16,6847333942
2005-12-19,6791664561
2005-12-20,6825066190
2005-12-21,6888158156
2005-12-22,6940116245
2005-12-23,6969806582
2005-12-27,7010630795
2005-12-28,6962383998
2005-12-29,7006919503
2005-12-30,7032898548
2006-01-03,7394923111
2006-01-04,7306245722
2006-01-05,7321667877
2006-01-06,7421911882
2006-01-09,7445045113
2006-01-10,7518300348
2006-01-11,7556855734
2006-01-12,7630110968
2006-01-13,7568422350
2006-01-17,7583844504
2006-01-18,7556855734
2006-01-19,7637822045
2006-01-20,7583844504
2006-01-23,7591555582
2006-01-24,7595411120
2006-01-25,7545289118
2006-01-26,7614688814
2006-01-27,7691799586
2006-01-30,7691799586
2006-01-31,7691799586
2006-02-01,7807465746
2006-02-02,7749632666
2006-02-03,7714932818
2006-02-06,7768910359
2006-02-07,7672521893
2006-02-08,7703366202
2006-02-09,7711077280
2006-02-10,7711077280
2006-02-13,7645533123
2006-02-14,7599266659
2006-02-15,7668666354
2006-02-16,7795899130
2006-02-17,7711077280
2006-02-21,7711077280
2006-02-22,7707221741
2006-02-23,7684088509
2006-02-24,7568422350
2006-02-27,7526011425
2006-02-28,7491311577
2006-03-01,7529866963
2006-03-02,7614688814
2006-03-03,7591555582
2006-03-06,7676377432
2006-03-07,7668666354
2006-03-08,7734210511
2006-03-09,7749632666
2006-03-10,7792043591
2006-03-13,7780476975
2006-03-14,7946265137
2006-03-15,8038798064
2006-03-16,8123619914
2006-03-17,8193019610
2006-03-20,8154464223
2006-03-21,8038798064
2006-03-22,7996387139
2006-03-23,8096631144
2006-03-24,10615702150
2006-03-27,10474830273
2006-03-28,10706262642
2006-03-29,10756574027
2006-03-30,10696200365
2006-03-31,10766636304
2006-04-03,10560359627
2006-04-04,10449674581
2006-04-05,10515079381
2006-04-06,10464767996
2006-04-07,10328927258
2006-04-10,10404394335
2006-04-11,10278615873
2006-04-12,10213211073
2006-04-13,10147806273
2006-04-17,10077370335
2006-04-18,10218242212
2006-04-19,10389300919
2006-04-20,10429550027
2006-04-21,10323896119
2006-04-24,10243397904
2006-04-25,10102526027
2006-04-26,10263522458
2006-04-27,10489923689
2006-04-28,10575453042
2006-05-01,10520110519
2006-05-02,10469799135
2006-05-03,10580484181
2006-05-04,10640857842
2006-05-05,10761605165
2006-05-08,10741480612
2006-05-09,10771667442
2006-05-10,10681106950
2006-05-11,10484892550
2006-05-12,10313833843
2006-05-15,10298740427
2006-05-16,10333958396
2006-05-17,10152837412
2006-05-18,10162899689
2006-05-19,10097494889
2006-05-22,9956623012
2006-05-23,9911342766
2006-05-24,9871093658
2006-05-25,10072339196
2006-05-26,10167930827
2006-05-30,10062276920
2006-05-31,10097494889
2006-06-01,10369176366
2006-06-02,10419487750
2006-06-05,10595577596
2006-06-06,10333958396
2006-06-07,10384269781
2006-06-08,10283647012
2006-06-09,10515079381
2006-06-12,10394332058
2006-06-13,10203148796
2006-06-14,10167930827
2006-06-15,10494954827
2006-06-16,11800018668
2006-06-19,11711255011
2006-06-20,11600300439
2006-06-21,11694611825
2006-06-22,11683516368
2006-06-23,11694611825
2006-06-26,11705707282
2006-06-27,11811114125
2006-06-28,11861043682
2006-06-29,11905425511
2006-06-30,12132882382
2006-07-03,12243836953
2006-07-05,12365886982
2006-07-06,12471293825
2006-07-07,12382530168
2006-07-10,12432459725
2006-07-11,12371434711
2006-07-12,12504580196
2006-07-13,12343696068
2006-07-14,12143977839
2006-07-17,12210550582
2006-07-18,12465746096
2006-07-19,12543414296
2006-07-20,12365886982
2006-07-21,12105143739
2006-07-24,12426911996
2006-07-25,12499032468
2006-07-26,12393625625
2006-07-27,11944259611
2006-07-28,11960902796
2006-07-31,11772280025
2006-08-01,11938711882
2006-08-02,12105143739
2006-08-03,12332600611
2006-08-04,12432459725
2006-08-07,12354791525
2006-08-08,12066309639
2006-08-09,11899877782
2006-08-10,11750089111
2006-08-11,11478250411
2006-08-14,11655777725
2006-08-15,11788923211
2006-08-16,11866591411
2006-08-17,12082952825
2006-08-18,12066309639
2006-08-21,12121786925
2006-08-22,12210550582
2006-08-23,12049666454
2006-08-24,12143977839
2006-08-25,12049666454
2006-08-28,12227193768
2006-08-29,12249384682
2006-08-30,12382530168
2006-08-31,12504580196
2006-09-01,12376982439
2006-09-05,12393625625
2006-09-06,12282671053
2006-09-07,12349243796
2006-09-08,12123100000
2006-09-11,12021450000
2006-09-12,12214050000
2006-09-13,12165900000
2006-09-14,12053550000
2006-09-15,12160550000
2006-09-18,12155200000
2006-09-19,12251500000
2006-09-20,12337100000
2006-09-21,12203350000
2006-09-22,12214050000
2006-09-25,12337100000
2006-09-26,12358500000
2006-09-27,12198000000
2006-09-28,12283600000
2006-09-29,12267550000
2006-10-02,12331750000
2006-10-03,12342450000
2006-10-04,12374550000
2006-10-05,12561800000
2006-10-06,12620650000
2006-10-09,12823950000
2006-10-10,12840000000
2006-10-11,12048200000
2006-10-12,11930500000
2006-10-13,12069600000
2006-10-16,12133800000
2006-10-17,12128450000
2006-10-18,12262200000
2006-10-19,12181950000
2006-10-20,12278250000
2006-10-23,12305000000
2006-10-24,12444100000
2006-10-25,12417350000
2006-10-26,12567150000
2006-10-27,12615300000
2006-10-30,12497600000
2006-10-31,12337100000
2006-11-01,12321050000
2006-11-02,12347800000
2006-11-03,12267550000
2006-11-06,12508300000
2006-11-07,12379900000
2006-11-08,12540400000
2006-11-09,12406650000
2006-11-10,12535050000
2006-11-13,12690200000
2006-11-14,12781150000
2006-11-15,12829300000
2006-11-16,12840000000
2006-11-17,12813250000
2006-11-20,13342900000
2006-11-21,13615750000
2006-11-22,13685300000
2006-11-24,13696000000
2006-11-27,13198450000
2006-11-28,13209150000
2006-11-29,13412450000
2006-11-30,13492700000
2006-12-01,13364300000
2006-12-04,13562250000
2006-12-05,13348250000
2006-12-06,13321500000
2006-12-07,13241250000
2006-12-08,13209150000
2006-12-11,13198450000
2006-12-12,13128900000
2006-12-13,13064700000
2006-12-14,13112850000
2006-12-15,13037950000
2006-12-18,13027250000
2006-12-19,13059350000
2006-12-20,13187750000
2006-12-21,12973750000
2006-12-22,12947000000
2006-12-26,12973750000
2006-12-27,13027250000
2006-12-28,13161000000
2006-12-29,13134250000
2007-01-03,13266662903
2007-01-04,13234252489
2007-01-05,12947960496
2007-01-08,12904746611
2007-01-09,13061396946
2007-01-10,13088405625
2007-01-11,13428714975
2007-01-12,13466527125
2007-01-16,13531347953
2007-01-17,13606972253
2007-01-18,13461125389
2007-01-19,13596168782
2007-01-22,13520544482
2007-01-23,13563758367
2007-01-24,13779827796
2007-01-25,13914871188
2007-01-26,13860853831
2007-01-29,13844648624
2007-01-30,13936478131
2007-01-31,14298394424
2007-02-01,14530669059
2007-02-02,14730533281
2007-02-05,14714328074
2007-02-06,14989816595
2007-02-07,15508383223
2007-02-08,15151868666
2007-02-09,15119458252
2007-02-12,14989816595
2007-02-13,15508383223
2007-02-14,15103253045
2007-02-15,15119458252
2007-02-16,14924995766
2007-02-20,14854773202
2007-02-21,14746738488
2007-02-22,14476651702
2007-02-23,14314599631
2007-02-26,14341608310
2007-02-27,13914871188
2007-02-28,14195761445
2007-03-01,13947281603
2007-03-02,13655587874
2007-03-05,13072200418
2007-03-06,13450321917
2007-03-07,13153226453
2007-03-08,13439518446
2007-03-09,13877059038
2007-03-12,14044512846
2007-03-13,14292992688
2007-03-14,14120137145
2007-03-15,14282189217
2007-03-16,14206564917
2007-03-19,14519865588
2007-03-20,14428036081
2007-03-21,14579284681
2007-03-22,14557677738
2007-03-23,14336759752
2007-03-26,14262061339
2007-03-27,14112664512
2007-03-28,13920582878
2007-03-29,13899240474
2007-03-30,14037966099
2007-04-02,14283403743
2007-04-03,14246054536
2007-04-04,14326088550
2007-04-05,14347430954
2007-04-09,14283403743
2007-04-10,14267396940
2007-04-11,14112664512
2007-04-12,14027294897
2007-04-13,14160684921
2007-04-16,14310081747
2007-04-17,14427464968
2007-04-18,14326088550
2007-04-19,13973938888
2007-04-20,14064644104
2007-04-23,14230047733
2007-04-24,14043301700
2007-04-25,14101993310
2007-04-26,14091322108
2007-04-27,13893904873
2007-04-30,13680480835
2007-05-01,13456385595
2007-05-02,13605782422
2007-05-03,13669809633
2007-05-04,13445714394
2007-05-07,13493734802
2007-05-08,13440378793
2007-05-09,13488399201
2007-05-10,13216283553
2007-05-11,13365680379
2007-05-14,13301653168
2007-05-15,13024201918
2007-05-16,12949503505
2007-05-17,12677387857
2007-05-18,12597353842
2007-05-21,12565340237
2007-05-22,12682723458
2007-05-23,12672052256
2007-05-24,12437285814
2007-05-25,12592018242
2007-05-29,12826784683
2007-05-30,13258968360
2007-05-31,13616453624
2007-06-01,13531084009
2007-06-04,13552426413
2007-06-05,13216283553
2007-06-06,13072222327
2007-06-07,12634703049
2007-06-08,12949503505
2007-06-11,12805442280
2007-06-12,12629367448
2007-06-13,12826784683
2007-06-14,12682723458
2007-06-15,12767646481
2007-06-18,12586166556
2007-06-19,12591504201
2007-06-20,12345972538
2007-06-21,12426037210
2007-06-22,12287258444
2007-06-25,12233881996
2007-06-26,12105778519
2007-06-27,12287258444
2007-06-28,12244557285
2007-06-29,12340634893
2007-07-02,12687581808
2007-07-03,12724945322
2007-07-05,13883214254
2007-07-06,13434852087
2007-07-09,13493566180
2007-07-10,13119931041
2007-07-11,13093242817
2007-07-12,13146619265
2007-07-13,13248034517
2007-07-16,13082567527
2007-07-17,12831698219
2007-07-18,12730282967
2007-07-19,12869061733
2007-07-20,12575491266
2007-07-23,12442050145
2007-07-24,12143142033
2007-07-25,11929636239
2007-07-26,11438572913
2007-07-27,11091625998
2007-07-30,11337157661
2007-07-31,11273105923
2007-08-01,11652078707
2007-08-02,11790857473
2007-08-03,11369183530
2007-08-06,11844233922
2007-08-07,11945649174
2007-08-08,12452725435
2007-08-09,12121791454
2007-08-10,11497287006
2007-08-13,11700117511
2007-08-14,11273105923
2007-08-15,10862107269
2007-08-16,11347832951
2007-08-17,11732143380
2007-08-20,11838896277
2007-08-21,12031051491
2007-08-22,11854909211
2007-08-23,11764169249
2007-08-24,11929636239
2007-08-27,11593364614
2007-08-28,11289118857
2007-08-29,11668091642
2007-08-30,11822883342
2007-08-31,11897610370
2007-09-04,11966999753
2007-09-05,11652078707
2007-09-06,11817545697
2007-09-07,11430085618
2007-09-10,11275264281
2007-09-11,11456778952
2007-09-12,11275264281
2007-09-13,11542197621
2007-09-14,11611600290
2007-09-17,11648970957
2007-09-18,11958613632
2007-09-19,12273594973
2007-09-20,11931920298
2007-09-21,11915904297
2007-09-24,11995984299
2007-09-25,11937258964
2007-09-26,11921242964
2007-09-27,12001322966
2007-09-28,11979968299
2007-10-01,12262917639
2007-10-02,12326981641
2007-10-03,12300288307
2007-10-04,12193514971
2007-10-05,12321642974
2007-10-08,12225546972
2007-10-09,12337658974
2007-10-10,12492480312
2007-10-11,12401722976
2007-10-12,12268256306
2007-10-15,12006661633
2007-10-16,11851840296
2007-10-17,11889210963
2007-10-18,11851840296
2007-10-19,11392714951
2007-10-22,11526181621
2007-10-23,11670325624
2007-10-24,11777098960
2007-10-25,11750405626
2007-10-26,11942597631
2007-10-29,11504826954
2007-10-30,11584906956
2007-10-31,11830485628
2007-11-01,11467456286
2007-11-02,11243232280
2007-11-05,11035024275
2007-11-06,10992314941
2007-11-07,10586576264
2007-11-08,10485141595
2007-11-09,10196853588
2007-11-12,10026016250
2007-11-13,10346336258
2007-11-14,10095418918
2007-11-15,10175498920
2007-11-16,10052709584
2007-11-19,9743066910
2007-11-20,9625616240
2007-11-21,9577568239
2007-11-23,9775098910
2007-11-26,9267925564
2007-11-27,9540197571
2007-11-28,9924581581
2007-11-29,9919242914
2007-11-30,10244901589
2007-12-03,10234224255
2007-12-04,9833824245
2007-12-05,10084741585
2007-12-06,10330320258
2007-12-07,10330320258
2007-12-10,10655978932
2007-12-11,9908565580
2007-12-12,9871194913
2007-12-13,9759082910
2007-12-14,9278602898
2007-12-17,9171829562
2007-12-18,9289280232
2007-12-19,9460117569
2007-12-20,9364021567
2007-12-21,9422746902
2007-12-24,9785776244
2007-12-26,9529520238
2007-12-27,9054378892
2007-12-28,8920912222
2007-12-31,9100571032
2008-01-02,9228748089
2008-01-03,8918986869
2008-01-04,8587862805
2008-01-07,8593203516
2008-01-08,8315486559
2008-01-09,8710699151
2008-01-10,9057845347
2008-01-11,8908305447
2008-01-14,8988416108
2008-01-15,8598544227
2008-01-16,8721380573
2008-01-17,8459685748
2008-01-18,8320827270
2008-01-22,8566499962
2008-01-23,9298177328
2008-01-24,9084548900
2008-01-25,8630588491
2008-01-28,8988416108
2008-01-29,8972393976
2008-01-30,8764106258
2008-01-31,8935009001
2008-02-01,9228748089
2008-02-04,9228748089
2008-02-05,9111252454
2008-02-06,8892283315
2008-02-07,9239429511
2008-02-08,8972393976
2008-02-11,8828194787
2008-02-12,9266133064
2008-02-13,9212725957
2008-02-14,9025801083
2008-02-15,9031141793
2008-02-19,8988416108
2008-02-20,8854898340
2008-02-21,8603884937
2008-02-22,8774787680
2008-02-25,8972393976
2008-02-26,9015119661
2008-02-27,9004438240
2008-02-28,8700017730
2008-02-29,8646610623
2008-03-03,8999097529
2008-03-04,8886942604
2008-03-05,8972393976
2008-03-06,8667973466
2008-03-07,8753424837
2008-03-10,8630588491
2008-03-11,9127274586
2008-03-12,8908305447
2008-03-13,8945690422
2008-03-14,8705358441
2008-03-17,8427641484
2008-03-18,8710699151
2008-03-19,8374234377
2008-03-20,8657292044
2008-03-24,9095917072
2008-03-25,9170386569
2008-03-26,8851231584
2008-03-27,8755485088
2008-03-28,8622503844
2008-03-31,8468245602
2008-04-01,9048043824
2008-04-02,9085278573
2008-04-03,9271452314
2008-04-04,9218259816
2008-04-07,9345921810
2008-04-08,9154428819
2008-04-09,8968255078
2008-04-10,9149109570
2008-04-11,9069320823
2008-04-14,8989532077
2008-04-15,8851231584
2008-04-16,9064001574
2008-04-17,9149109570
2008-04-18,9133151820
2008-04-21,8973574328
2008-04-22,8771442837
2008-04-23,8915062581
2008-04-24,9069320823
2008-04-25,9196982817
2008-04-28,9234217566
2008-04-29,9329964061
2008-04-30,9149109570
2008-05-01,9505499303
2008-05-02,9595926549
2008-05-05,9478903054
2008-05-06,9532095552
2008-05-07,9356560310
2008-05-08,9345921810
2008-05-09,9186344318
2008-05-12,9553372551
2008-05-13,9696992294
2008-05-14,9835292787
2008-05-15,9978912531
2008-05-16,9824654288
2008-05-19,9883166035
2008-05-20,9787419540
2008-05-21,9489541554
2008-05-22,9468264555
2008-05-23,9186344318
2008-05-27,9340602561
2008-05-28,9441668306
2008-05-29,9329964061
2008-05-30,9143790320
2008-06-02,8936339580
2008-06-03,8994851327
2008-06-04,8909743331
2008-06-05,9032086075
2008-06-06,8526757349
2008-06-09,8377818356
2008-06-10,8446968603
2008-06-11,8127813618
2008-06-12,8138452117
2008-06-13,8252363774
2008-06-16,8231135828
2008-06-17,7912716647
2008-06-18,7790655961
2008-06-19,8013549388
2008-06-20,7711051166
2008-06-23,7482850753
2008-06-24,7530613630
2008-06-25,7785348975
2008-06-26,7313027190
2008-06-27,7323641163
2008-06-30,7244036367
2008-07-01,7164431572
2008-07-02,6861933350
2008-07-03,6851319377
2008-07-07,6702723760
2008-07-08,7111361709
2008-07-09,6623118964
2008-07-10,6474523347
2008-07-11,6373690606
2008-07-14,5911982793
2008-07-15,6156104166
2008-07-16,6644346910
2008-07-17,6771714582
2008-07-18,6692109787
2008-07-21,6851319377
2008-07-22,7079519790
2008-07-23,7328948149
2008-07-24,6814170473
2008-07-25,6946845132
2008-07-28,6644346910
2008-07-29,7164431572
2008-07-30,7052984859
2008-07-31,6957459104
2008-08-01,6983994036
2008-08-04,6681495814
2008-08-05,7058291845
2008-08-06,7090133763
2008-08-07,6925617186
2008-08-08,7323641163
2008-08-11,7642060344
2008-08-12,7509385685
2008-08-13,7328948149
2008-08-14,7493464726
2008-08-15,7435087876
2008-08-18,7281185272
2008-08-19,7063598831
2008-08-20,7106054722
2008-08-21,7090133763
2008-08-22,7429780890
2008-08-25,7090133763
2008-08-26,7222808422
2008-08-27,7323641163
2008-08-28,7504078698
2008-08-29,7588990480
2008-09-02,7642060344
2008-09-03,7620832398
2008-09-04,7456315821
2008-09-05,7533752000
2008-09-08,7980937000
2008-09-09,7828368000
2008-09-10,7870456000
2008-09-11,7975676000
2008-09-12,8122984000
2008-09-15,7596884000
2008-09-16,7902022000
2008-09-17,7133916000
2008-09-18,8943700000
2008-09-19,8412339000
2008-09-22,7617928000
2008-09-23,7507447000
2008-09-24,7212831000
2008-09-25,7254919000
2008-09-26,7339095000
2008-09-29,6518379000
2008-09-30,6991869000
2008-10-01,6844561000
2008-10-02,6360549000
2008-10-03,5997540000
2008-10-06,5639792000
2008-10-07,5150519000
2008-10-08,5134736000
2008-10-09,4129885000
2008-10-10,4882208000
2008-10-13,5355698000
2008-10-14,5045299000
2008-10-15,4382413000
2008-10-16,4776988000
2008-10-17,4834859000
2008-10-20,4913774000
2008-10-21,4640202000
2008-10-22,4319281000
2008-10-23,4335064000
2008-10-24,3945750000
2008-10-27,3724788000
2008-10-28,4724378000
2008-10-29,4634941000
2008-10-30,5034777000
2008-10-31,5439874000
2008-11-03,5139997000
2008-11-04,5513528000
2008-11-05,4866425000
2008-11-06,4492894000
2008-11-07,4771727000
2008-11-10,4193017000
2008-11-11,4292976000
2008-11-12,3908923000
2008-11-13,4361369000
2008-11-14,3761615000
2008-11-17,3556436000
2008-11-18,3509087000
2008-11-19,2888289000
2008-11-20,2662066000
2008-11-21,3125034000
2008-11-24,3882618000
2008-11-25,3687961000
2008-11-26,3987838000
2008-11-28,3956272000
2008-12-01,3114512000
2008-12-02,3530131000
2008-12-03,3814225000
2008-12-04,3635351000
2008-12-05,3987838000
2008-12-08,4482372000
2008-12-09,3761615000
2008-12-10,4008882000
2008-12-11,3324952000
2008-12-12,3814225000
2008-12-15,3672178000
2008-12-16,4292976000
2008-12-17,4314020000
2008-12-18,3761615000
2008-12-19,4072014000
2008-12-22,3835269000
2008-12-23,3761615000
2008-12-24,3835269000
2008-12-26,3903662000
2008-12-29,3566958000
2008-12-30,3714266000
2008-12-31,3982577000
2009-01-02,4066753000
2009-01-05,3893140000
2009-01-06,4261410000
2009-01-07,3935228000
2009-01-08,4019404000
2009-01-09,3798442000
2009-01-12,3524870000
2009-01-13,3466999000
2009-01-14,3251298000
2009-01-15,3335474000
2009-01-16,3561697000
2009-01-20,2935638000
2009-01-21,3309169000
2009-01-22,3019814000
2009-01-23,3098729000
2009-01-26,3135556000
2009-01-27,3093468000
2009-01-28,3282864000
2009-01-29,3030336000
2009-01-30,2830418000
2009-02-02,2877767000
2009-02-03,2872506000
2009-02-04,2704154000
2009-02-05,2677849000
2009-02-06,2888289000
2009-02-09,2930377000
2009-02-10,2541063000
2009-02-11,2467409000
2009-02-12,2488453000
2009-02-13,2304318000
2009-02-17,2209620000
2009-02-18,2162271000
2009-02-19,2030746000
2009-02-20,2183315000
2009-02-23,2014963000
2009-02-24,2251708000
2009-02-25,2167532000
2009-02-26,2014963000
2009-02-27,1946570000
2009-03-02,1794001000
2009-03-03,1841350000
2009-03-04,1920265000
2009-03-05,1788740000
2009-03-06,1862394000
2009-03-09,1883438000
2009-03-10,2241186000
2009-03-11,2209620000
2009-03-12,2535802000
2009-03-13,2446365000
2009-03-16,2141227000
2009-03-17,2467409000
2009-03-18,2625239000
2009-03-19,2299057000
2009-03-20,1988658000
2009-03-23,2525280000
2009-03-24,2304318000
2009-03-25,2488453000
2009-03-26,2530541000
2009-03-27,2443750000
2009-03-30,2139000000
2009-03-31,2254000000
2009-04-01,2248250000
2009-04-02,2547250000
2009-04-03,2880750000
2009-04-06,2944000000
2009-04-07,2581750000
2009-04-08,2673750000
2009-04-09,3162500000
2009-04-13,3220000000
