,ABC
2009-04-22,5187530260
2009-04-23,5283042900
2009-04-24,5160667330
2009-04-27,5262149510
2009-04-28,5208423650
2009-04-29,5181560720
2009-04-30,5020383140
2009-05-01,5124850090
2009-05-04,5238271350
2009-05-05,5241256120
2009-05-06,5253195200
2009-05-07,5426311860
2009-05-08,5417357550
2009-05-11,5321844909
2009-05-12,5357662150
2009-05-13,5324829680
2009-05-14,5330799220
2009-05-15,5223347500
2009-05-18,5309905830
2009-05-19,5366616460
2009-05-20,5515854960
2009-05-21,5426311860
2009-05-22,5459144330
2009-05-26,5578535130
2009-05-27,5480037720
2009-05-28,5500931110
2009-05-29,5536748350
2009-06-01,5620321909
2009-06-02,5650169610
2009-06-03,5545702659
2009-06-04,5426311860
2009-06-05,5429296630
2009-06-08,5426311860
2009-06-09,5333783990
2009-06-10,5366616460
2009-06-11,5521824500
2009-06-12,5453174790
2009-06-15,5345723070
2009-06-16,5309905830
2009-06-17,5444220480
2009-06-18,5491976800
2009-06-19,5465113870
2009-06-22,5372586000
2009-06-23,5277073360
2009-06-24,5223347500
2009-06-25,5450190020
2009-06-26,5423327090
2009-06-29,5393479390
2009-06-30,5294981980
2009-07-01,5337334080
2009-07-02,5214434940
2009-07-06,5205656430
2009-07-07,5325629400
2009-07-08,5246622810
2009-07-09,5220287280
2009-07-10,5185173240
2009-07-13,5299293870
2009-07-14,5334407910
2009-07-15,5349038760
2009-07-16,5416340670
2009-07-17,5553870660
2009-07-20,5474864070
2009-07-21,5591910870
2009-07-22,5498273430
2009-07-23,5603615550
2009-07-24,5650434270
2009-07-27,5632877250
2009-07-28,5647508100
2009-07-29,5934272760
2009-07-30,5782111920
2009-07-31,5770407240
2009-08-03,5811373620
2009-08-04,5984017650
2009-08-05,5981091480
2009-08-06,5986943820
2009-08-07,5951829780
2009-08-10,5945977440
2009-08-11,5940125100
2009-08-12,5981091480
2009-08-13,6022057859
2009-08-14,5981091480
2009-08-17,5925494250
2009-08-18,5998648500
2009-08-19,6095212109
2009-08-20,6144957000
2009-08-21,6159587850
2009-08-24,6086433600
2009-08-25,6124473810
2009-08-26,6115695300
2009-08-27,6188849550
2009-08-28,6203480400
2009-08-31,6235668270
2009-09-01,6203480400
2009-09-02,6147883170
2009-09-03,6185923380
2009-09-04,6229815930
2009-09-08,6194701890
2009-09-09,6270782310
2009-09-10,6300044010
2009-09-11,6338084220
2009-09-14,6361493580
2009-09-15,6305896350
2009-09-16,6367345920
2009-09-17,6311748690
2009-09-18,6367345920
2009-09-21,6422943150
2009-09-22,6346862730
2009-09-23,6343936560
2009-09-24,6305896350
2009-09-25,6294191670
2009-09-28,6370272090
2009-09-29,6431721660
2009-09-30,6548768460
2009-10-01,6321618650
2009-10-02,6203967100
2009-10-05,6281444950
2009-10-06,6356053250
2009-10-07,6430661550
2009-10-08,6427792000
2009-10-09,6488052550
2009-10-12,6525356700
2009-10-13,6490922100
2009-10-14,6620051850
2009-10-15,6700399250
2009-10-16,6752051150
2009-10-19,6723355650
2009-10-20,6803703050
2009-10-21,6734833850
2009-10-22,6740572950
2009-10-23,6654486450
2009-10-26,6577008600
2009-10-27,6545443550
2009-10-28,6393357400
2009-10-29,6502400300
2009-10-30,6356053250
2009-11-02,6459357050
2009-11-03,6657356000
2009-11-04,6640138700
2009-11-05,6723355650
2009-11-06,6777877100
2009-11-09,6832398550
2009-11-10,6984484700
2009-11-11,6964397850
2009-11-12,6881180900
2009-11-13,7059093000
2009-11-16,7036136600
2009-11-17,6967267400
2009-11-18,7021788850
2009-11-19,6947180550
2009-11-20,7027527950
2009-11-23,7165266350
2009-11-24,7179614100
2009-11-25,7168135900
2009-11-27,7133701300
2009-11-30,7084918950
2009-12-01,7130831750
2009-12-02,7105005800
2009-12-03,7053353899
2009-12-04,7079179850
2009-12-07,7070571200
2009-12-08,6952919650
2009-12-09,7030397500
2009-12-10,7188222750
2009-12-11,7113614450
2009-12-14,7173875000
2009-12-15,7397699900
2009-12-16,7498134150
2009-12-17,7420656300
2009-12-18,7469438650
2009-12-21,7492395050
2009-12-22,7549786050
2009-12-23,7552655600
2009-12-24,7558394700
2009-12-28,7578481550
2009-12-29,7567003350
2009-12-30,7549786050
2009-12-31,7480916850
2010-01-04,7507689380
2010-01-05,7454123440
2010-01-06,7383641940
2010-01-07,7265233020
2010-01-08,7344172300
2010-01-11,7425930840
2010-01-12,7476677520
2010-01-13,7623279040
2010-01-14,7671206460
2010-01-15,7589447920
2010-01-19,7716314620
2010-01-20,7651471640
2010-01-21,7493593079
2010-01-22,7516147160
2010-01-25,7643013860
2010-01-26,7736049440
2010-01-27,7685302760
2010-01-28,7690941280
2010-01-29,7685302760
2010-02-01,7823446500
2010-02-02,8048987300
2010-02-03,7984144320
2010-02-04,7730410920
2010-02-05,7614821260
2010-02-08,7597905700
2010-02-09,7657110160
2010-02-10,7665567940
2010-02-11,7758603520
2010-02-12,7710676100
2010-02-16,7772699820
2010-02-17,7778338340
2010-02-18,7854458360
2010-02-19,7933397640
2010-02-22,7862916140
2010-02-23,7823446500
2010-02-24,7862916140
2010-02-25,7916482079
2010-02-26,7905205040
2010-03-01,7913662820
2010-03-02,8023613960
2010-03-03,7893928000
2010-03-04,7891108740
2010-03-05,8009517660
2010-03-08,7913662820
2010-03-09,7891108740
2010-03-10,7908024300
2010-03-11,7916482079
2010-03-12,7874193180
2010-03-15,7823446500
2010-03-16,7995421360
2010-03-17,7950313200
2010-03-18,8054625820
2010-03-19,8085637680
2010-03-22,8257612540
2010-03-23,8235058460
2010-03-24,8096914720
2010-03-25,8063083600
2010-03-26,8060264340
2010-03-29,8130745840
2010-03-30,8254793280
2010-03-31,8153299920
2010-04-01,8039365050
2010-04-05,8132159400
2010-04-06,8163090850
2010-04-07,8165902800
2010-04-08,8205270100
2010-04-09,8286816650
2010-04-12,8250261300
2010-04-13,8284004700
2010-04-14,8210894000
2010-04-15,8292440550
2010-04-16,8402106600
2010-04-19,8385234900
2010-04-20,8542704100
2010-04-21,8537080200
2010-04-22,8832334950
2010-04-23,8753600350
2010-04-26,8781719850
2010-04-27,8677677700
2010-04-28,8657994050
2010-04-29,8818275200
2010-04-30,8674865750
2010-05-03,8795779600
2010-05-04,8708609150
2010-05-05,8725480850
2010-05-06,8646746250
2010-05-07,8410542450
2010-05-10,8733916700
2010-05-11,8778907900
2010-05-12,8939189050
2010-05-13,8885762000
2010-05-14,8804215450
2010-05-17,8829523000
2010-05-18,8798591550
2010-05-19,8835146900
2010-05-20,8627062600
2010-05-21,8669241850
2010-05-24,8632686500
2010-05-25,8511772650
2010-05-26,8559575800
2010-05-27,8877326150
2010-05-28,8795779600
2010-06-01,8663617950
2010-06-02,8922317350
2010-06-03,9020735600
2010-06-04,8652370150
2010-06-07,8652370150
2010-06-08,8610190900
2010-06-09,8700173300
2010-06-10,8911069550
2010-06-11,8975744400
2010-06-14,9057290950
2010-06-15,9127589700
2010-06-16,9211948200
2010-06-17,9245691600
2010-06-18,9155709200
2010-06-21,9116341900
2010-06-22,8986992200
2010-06-23,8961684650
2010-06-24,8882950050
2010-06-25,8961684650
2010-06-28,9147273350
2010-06-29,8919505400
2010-06-30,8927941250
2010-07-01,8625201660
2010-07-02,8622413040
2010-07-06,8739535080
2010-07-07,8862234360
2010-07-08,8901275040
2010-07-09,8878966080
2010-07-12,8853868500
2010-07-13,9015608460
2010-07-14,9143884980
2010-07-15,9127153260
2010-07-16,8962624680
2010-07-19,8920795380
2010-07-20,8996088120
2010-07-21,8926372620
2010-07-22,8262681060
2010-07-23,8513656860
2010-07-26,8505291000
2010-07-27,8126038680
2010-07-28,8067477660
2010-07-29,8081420760
2010-07-30,8357494140
2010-08-02,8527599960
2010-08-03,8360282760
2010-08-04,8466250320
2010-08-05,8460673080
2010-08-06,8432786880
2010-08-09,8379803100
2010-08-10,8357494140
2010-08-11,8120461440
2010-08-12,8128827300
2010-08-13,8098152480
2010-08-16,8006128020
2010-08-17,8223640380
2010-08-18,8215274520
2010-08-19,8134404540
2010-08-20,8064689040
2010-08-23,7958721480
2010-08-24,7771883940
2010-08-25,7785827040
2010-08-26,7707745680
2010-08-27,7732843260
2010-08-30,7702168440
2010-08-31,7607355360
2010-09-01,7799770140
2010-09-02,7830444960
2010-09-03,7830444960
2010-09-07,7816501860
2010-09-08,7822079100
2010-09-09,7877851500
2010-09-10,7939201140
2010-09-13,7947567000
2010-09-14,8112095580
2010-09-15,8435575500
2010-09-16,8402112060
2010-09-17,8416055160
2010-09-20,8544331680
2010-09-21,8586160980
2010-09-22,8482982040
2010-09-23,8460673080
2010-09-24,8742323700
2010-09-27,8630778900
2010-09-28,8692128540
2010-09-29,8577795120
2010-09-30,8549908920
2010-10-01,8502414250
2010-10-04,8472097700
2010-10-05,8681557500
2010-10-06,8637460700
2010-10-07,8733922450
2010-10-08,8728410350
2010-10-11,8761482950
2010-10-12,8835896300
2010-10-13,8921333850
2010-10-14,8904797550
2010-10-15,8899285450
2010-10-18,8913065700
2010-10-19,8698093800
2010-10-20,8775263200
2010-10-21,8918577800
2010-10-22,8835896300
2010-10-25,8827628150
2010-10-26,8937870150
2010-10-27,9155598100
2010-10-28,9207963050
2010-10-29,9048112150
2010-11-01,9037087950
2010-11-02,8805579750
2010-11-03,8731166400
2010-11-04,8808335800
2010-11-05,8731166400
2010-11-08,8667777250
2010-11-09,8496902150
2010-11-10,8673289350
2010-11-11,8717386150
2010-11-12,8631948600
2010-11-15,8656753050
2010-11-16,8540998950
2010-11-17,8480365850
2010-11-18,8665021200
2010-11-19,8549267100
2010-11-22,8574071550
2010-11-23,8529974750
2010-11-24,8527218700
2010-11-26,8513438450
2010-11-29,8505170300
2010-11-30,8502414250
2010-12-01,8695337750
2010-12-02,8786287400
2010-12-03,8857944700
2010-12-06,8868968900
2010-12-07,8896529400
2010-12-08,8742190600
2010-12-09,8739434550
2010-12-10,8849676550
2010-12-13,8659509100
2010-12-14,8802823700
2010-12-15,8893773350
2010-12-16,9006771400
2010-12-17,9144573900
2010-12-20,9199694900
2010-12-21,9298912700
2010-12-22,9409154700
2010-12-23,9480812000
2010-12-27,9453251500
2010-12-28,9422934950
2010-12-29,9546957200
2010-12-30,9431203100
2010-12-31,9403642600
2011-01-03,9414628080
2011-01-04,9310386860
2011-01-05,9453032740
2011-01-06,9562760340
2011-01-07,9581962670
2011-01-10,9527098870
2011-01-11,9620367330
2011-01-12,9562760340
2011-01-13,9705406220
2011-01-14,9719122170
2011-01-18,9922118230
2011-01-19,9752040450
2011-01-20,9798674680
2011-01-21,9902915900
2011-01-24,9955036510
2011-01-25,9861768050
2011-01-26,9982468410
2011-01-27,10100425580
2011-01-28,9875484000
2011-01-31,9837079340
2011-02-01,9955036510
2011-02-02,9743810880
2011-02-03,9708149410
2011-02-04,10029102640
2011-02-07,10007157120
2011-02-08,10029102640
2011-02-09,10059277730
2011-02-10,10070250490
2011-02-11,10056534540
2011-02-14,10114141530
2011-02-15,10040075400
2011-02-16,9976982030
2011-02-17,10267760170
2011-02-18,10366515010
2011-02-22,10259530600
2011-02-23,10105911960
2011-02-24,10075736870
2011-02-25,10256787410
2011-02-28,10399433290
2011-03-01,10234841890
2011-03-02,10193694040
2011-03-03,10317137590
2011-03-04,10333596730
2011-03-07,10232098700
2011-03-08,10300678450
2011-03-09,10547565550
2011-03-10,10297935260
2011-03-11,10155289380
2011-03-14,10045561780
2011-03-15,9996184360
2011-03-16,10040075400
2011-03-17,10045561780
2011-03-18,10232098700
2011-03-21,10382974150
2011-03-22,10506417700
2011-03-23,10465269850
2011-03-24,10714900140
2011-03-25,10777993510
2011-03-28,10802682220
2011-03-29,10898693870
2011-03-30,10824627740
2011-03-31,10852059640
2011-04-01,11035402200
2011-04-04,11095570440
2011-04-05,11098305360
2011-04-06,11095570440
2011-04-07,11098305360
2011-04-08,10994378400
2011-04-11,10977968880
2011-04-12,10830283200
2011-04-13,10843957800
2011-04-14,10841222880
2011-04-15,10827548280
2011-04-18,10802934000
2011-04-19,10876776840
2011-04-20,11073691080
2011-04-21,11090100600
2011-04-25,11202232320
2011-04-26,11235051360
2011-04-27,11494868760
2011-04-28,11213172000
2011-04-29,11114714880
2011-05-02,11259665640
2011-05-03,11254195800
2011-05-04,11147533920
2011-05-05,11221376760
2011-05-06,11341713240
2011-05-09,11546832240
2011-05-10,11571446520
2011-05-11,11544097320
2011-05-12,11607000480
2011-05-13,11497603680
2011-05-16,11560506840
2011-05-17,11497603680
2011-05-18,11442905280
2011-05-19,11440170360
2011-05-20,11374532280
2011-05-23,11308894200
2011-05-24,11188557720
2011-05-25,11355387840
2011-05-26,11330773560
2011-05-27,11229581520
2011-05-31,11273340240
2011-06-01,11133859320
2011-06-02,11144799000
2011-06-03,11035402200
2011-06-06,11062751400
2011-06-07,11188557720
2011-06-08,11204967240
2011-06-09,11360857680
2011-06-10,11245991040
2011-06-13,11158473600
2011-06-14,11278810080
2011-06-15,11224111680
2011-06-16,11229581520
2011-06-17,11213172000
2011-06-20,11319833880
2011-06-21,11371797360
2011-06-22,11276075160
2011-06-23,11297954520
2011-06-24,10977968880
2011-06-27,11117449800
2011-06-28,11322568800
2011-06-29,11237786280
2011-06-30,11322568800
2011-07-01,11222115840
2011-07-05,11264744960
2011-07-06,11480554880
2011-07-07,11469897600
2011-07-08,11363324800
2011-07-11,11272737920
2011-07-12,11264744960
2011-07-13,11275402240
2011-07-14,11248759040
2011-07-15,11187479680
2011-07-18,10976998400
2011-07-19,11150179200
2011-07-20,11123536000
2011-07-21,10460120320
2011-07-22,10795824640
2011-07-25,10750531200
2011-07-26,10638629760
2011-07-27,10393512320
2011-07-28,10316247040
2011-07-29,10207009920
2011-08-01,10052479360
2011-08-02,10052479360
2011-08-03,10167045120
2011-08-04,9660824320
2011-08-05,9807361920
2011-08-08,9226540160
2011-08-09,9759404160
2011-08-10,9389063680
2011-08-11,9975214080
2011-08-12,10204345600
2011-08-15,10361540480
2011-08-16,10257632000
2011-08-17,10308254080
2011-08-18,10041822080
2011-08-19,10001857280
2011-08-22,9961892480
2011-08-23,10193688320
2011-08-24,10175038080
2011-08-25,10012514560
2011-08-26,10252303360
2011-08-29,10452127360
2011-08-30,10462784640
2011-08-31,10545378560
2011-09-01,10518735360
2011-09-02,10340225920
2011-09-06,10409498240
2011-09-07,10649287040
2011-09-08,10588007680
2011-09-09,10230988800
2011-09-12,10145730560
2011-09-13,10262960640
2011-09-14,10436141440
2011-09-15,10278946560
2011-09-16,10473441920
2011-09-19,10500085120
2011-09-20,10574686080
2011-09-21,10222995840
2011-09-22,10124416000
2011-09-23,10060472320
2011-09-26,10366869120
2011-09-27,10433477120
2011-09-28,10284275200
2011-09-29,10049815040
2011-09-30,9929920640
2011-10-03,9237396140
2011-10-04,9283919120
2011-10-05,9402811180
2011-10-06,9330442100
2011-10-07,9247734580
2011-10-10,9583733880
2011-10-11,9565641610
2011-10-12,9723302820
2011-10-13,9806010340
2011-10-14,9868040980
2011-10-17,9793087290
2011-10-18,9914563960
2011-10-19,9870625590
2011-10-20,10015363750
2011-10-21,10263486310
2011-10-24,10506439650
2011-10-25,10235055600
2011-10-26,10571054900
2011-10-27,10850192780
2011-10-28,10876038880
2011-10-31,10545208800
2011-11-01,10348778440
2011-11-02,10304840070
2011-11-03,10317763120
2011-11-04,10136840420
2011-11-07,10266070920
2011-11-08,10229886380
2011-11-09,9880964030
2011-11-10,10010194530
2011-11-11,10253147870
2011-11-14,10129086590
2011-11-15,10170440350
2011-11-16,9842194880
2011-11-17,9697456720
2011-11-18,9635426080
2011-11-21,9490687920
2011-11-22,9467426430
2011-11-23,9400226570
2011-11-25,9299426780
2011-11-28,9418318840
2011-11-29,9402811180
2011-11-30,9601826150
2011-12-01,9625087640
2011-12-02,9565641610
2011-12-05,9462257210
2011-12-06,9418318840
2011-12-07,9457087990
2011-12-08,9376965080
2011-12-09,9400226570
2011-12-12,9263242240
2011-12-13,9268411460
2011-12-14,9193457770
2011-12-15,9252903800
2011-12-16,9498441750
2011-12-19,9426072670
2011-12-20,9588903100
2011-12-21,9573395440
2011-12-22,9583733880
2011-12-23,9671610620
2011-12-27,9746564310
2011-12-28,9519118630
2011-12-29,9648349130
2011-12-30,9612164590
2012-01-03,9828227340
2012-01-04,9861788400
2012-01-05,9936655380
2012-01-06,9962471580
2012-01-09,9957308340
2012-01-10,10070899620
2012-01-11,9967634820
2012-01-12,10027012080
2012-01-13,9758523600
2012-01-17,9887604600
2012-01-18,10078644480
2012-01-19,10171582800
2012-01-20,10349714580
2012-01-23,10274847600
2012-01-24,10210307100
2012-01-25,10254194640
2012-01-26,10068318000
2012-01-27,10063154760
2012-01-30,10021848840
2012-01-31,10060573140
2012-02-01,10277429220
2012-02-02,10156093080
2012-02-03,10127695260
2012-02-06,10063154760
2012-02-07,10034756940
2012-02-08,10158674700
2012-02-09,10060573140
2012-02-10,9965053200
2012-02-13,9606208020
2012-02-14,9693983100
2012-02-15,9477127020
2012-02-16,9541667520
2012-02-17,9469382160
2012-02-21,9342882780
2012-02-22,9500361600
2012-02-23,9665585280
2012-02-24,9732707400
2012-02-27,9732707400
2012-02-28,9732707400
2012-02-29,9647513940
2012-03-01,9629442600
2012-03-02,9446147580
2012-03-05,9435821100
2012-03-06,9366117360
2012-03-07,9513269700
2012-03-08,9668166900
2012-03-09,9774013320
2012-03-12,9743033880
2012-03-13,9815319240
2012-03-14,9872114880
2012-03-15,9786921420
2012-03-16,9892767840
2012-03-19,9954726720
2012-03-20,10019267220
2012-03-21,9954726720
2012-03-22,9885022980
2012-03-23,10057991520
2012-03-26,10223215200
2012-03-27,10192235760
2012-03-28,10088970960
2012-03-29,10119950400
2012-03-30,10238704920
2012-04-02,9880426040
2012-04-03,9751846880
2012-04-04,9701423680
2012-04-05,9635873520
2012-04-09,9691339040
2012-04-10,9678733240
2012-04-11,9777058480
2012-04-12,9784621960
2012-04-13,9461913480
2012-04-16,9449307680
2012-04-17,9635873520
2012-04-18,9441744200
2012-04-19,9449307680
2012-04-20,9517379000
2012-04-23,9451828840
2012-04-24,9454350000
2012-04-25,9542590600
2012-04-26,9320728520
2012-04-27,9303080400
2012-04-30,9381236360
2012-05-01,9403926800
2012-05-02,9381236360
2012-05-03,9214839800
2012-05-04,9119035720
2012-05-07,9063570200
2012-05-08,9116514560
2012-05-09,9078697160
2012-05-10,9222403280
2012-05-11,9232487920
2012-05-14,9240051400
2012-05-15,9177022400
2012-05-16,9252657200
2012-05-17,9187107040
2012-05-18,9073654840
2012-05-21,9096345280
2012-05-22,9139205000
2012-05-23,9154331960
2012-05-24,9192149360
2012-05-25,9303080400
2012-05-29,9204755160
2012-05-30,9290474600
2012-05-31,9325770840
2012-06-01,9146768480
2012-06-04,9179543560
2012-06-05,9265263000
2012-06-06,9401405640
2012-06-07,9323249680
2012-06-08,9343418960
2012-06-11,9192149360
2012-06-12,9328292000
2012-06-13,9189628200
2012-06-14,9318207360
2012-06-15,9401405640
2012-06-18,9532505960
2012-06-19,9590492640
2012-06-20,9570323360
2012-06-21,9502252040
2012-06-22,9562759880
2012-06-25,9517379000
2012-06-26,9507294360
2012-06-27,9613183080
2012-06-28,9766973840
2012-06-29,9920764600
2012-07-02,9837981302
2012-07-03,9820700030
2012-07-05,9741699929
2012-07-06,9568887209
2012-07-09,9603449753
2012-07-10,9613324766
2012-07-11,9699731126
2012-07-12,9667637335
2012-07-13,9786137486
2012-07-16,9729356164
2012-07-17,9823168783
2012-07-18,9813293771
2012-07-19,9808356264
2012-07-20,9679981101
2012-07-23,9541730924
2012-07-24,9430637033
2012-07-25,9368918204
2012-07-26,9371386957
2012-07-27,9544199677
2012-07-30,9512105886
2012-07-31,9800950005
2012-08-01,9712074892
2012-08-02,9596043494
2012-08-03,9724418657
2012-08-06,9682449854
2012-08-07,9712074892
2012-08-08,9554074690
2012-08-09,9551605937
2012-08-10,9551605937
2012-08-13,9526918405
2012-08-14,9452855811
2012-08-15,9386199476
2012-08-16,9277574337
2012-08-17,9267699325
2012-08-20,9309668128
2012-08-21,9272636831
2012-08-22,9361511944
2012-08-23,9376324463
2012-08-24,9405949501
2012-08-27,9366449451
2012-08-28,9257824312
2012-08-29,9294855609
2012-08-30,9405949501
2012-08-31,9509637133
2012-09-04,9573824715
2012-09-05,9425699526
2012-09-06,9539262171
2012-09-07,9425699526
2012-09-10,9388668229
2012-09-11,9324480647
2012-09-12,9356574438
2012-09-13,9396074488
2012-09-14,9223261768
2012-09-17,9386199476
2012-09-18,9457793317
2012-09-19,9423230773
2012-09-20,9462730823
2012-09-21,9620731025
2012-09-24,9717012398
2012-09-25,9591105987
2012-09-26,9541730924
2012-09-27,9633074791
2012-09-28,9556543443
2012-10-01,9200638892
2012-10-02,9210077865
2012-10-03,9217157095
2012-10-04,9287949392
2012-10-05,9325705284
2012-10-08,9387058608
2012-10-09,9363461176
2012-10-10,9295028622
2012-10-11,9313906568
2012-10-12,9320985798
2012-10-15,9417735270
2012-10-16,9615953703
2012-10-17,9564039351
2012-10-18,9599435500
2012-10-19,9505045770
2012-10-22,9540441919
2012-10-23,9422454757
2012-10-24,9358741689
2012-10-25,9382339122
2012-10-26,9283229906
2012-10-31,9306827338
2012-11-01,9656069338
2012-11-02,9556960122
2012-11-05,9500326284
2012-11-06,9523923716
2012-11-07,9618313446
2012-11-08,9516844486
2012-11-09,9549880892
2012-11-12,9453131419
2012-11-13,9606514730
2012-11-14,9488527568
2012-11-15,9476728851
2012-11-16,9500326284
2012-11-19,9601795243
2012-11-20,9627752419
2012-11-21,9639551135
2012-11-23,9764617527
2012-11-26,9781135729
2012-11-27,9726861635
2012-11-28,9722142148
2012-11-29,9797653932
2012-11-30,9962835959
2012-12-03,10007671080
2012-12-04,10087902351
2012-12-05,9972274932
2012-12-06,10043067229
2012-12-07,9974634675
2012-12-10,9965195702
2012-12-11,10175212850
2012-12-12,10078463378
2012-12-13,10111499783
2012-12-14,10231846688
2012-12-17,10330955904
2012-12-18,10361632566
2012-12-19,10300279242
2012-12-20,10335675391
2012-12-21,10297919499
2012-12-24,10255444121
2012-12-26,10175212850
2012-12-27,10201170026
2012-12-28,10104420553
2012-12-31,10189371310
2013-01-02,10204803509
2013-01-03,10183685268
2013-01-04,10251732934
2013-01-07,10284583532
2013-01-08,10270504705
2013-01-09,10270504705
2013-01-10,10298662360
2013-01-11,10286930003
2013-01-14,10392521210
2013-01-15,10575545968
2013-01-16,10563813612
2013-01-17,10681137175
2013-01-18,10758570727
2013-01-22,10704601888
2013-01-23,10836004278
2013-01-24,10728066600
2013-01-25,10566160083
2013-01-28,10584931853
2013-01-29,10685830118
2013-01-30,10695216003
2013-01-31,10645940106
2013-02-01,10918130772
2013-02-04,10803153681
2013-02-05,10859468991
2013-02-06,10904051945
2013-02-07,10887626646
2013-02-08,11002603738
2013-02-11,10972099611
2013-02-12,11019029036
2013-02-13,10943941956
2013-02-14,10974446083
2013-02-15,10934556071
2013-02-19,11080037289
2013-02-20,10936902542
2013-02-21,10906398416
2013-02-22,11016682565
2013-02-25,10836004278
2013-02-26,10927516657
2013-02-27,11035454335
2013-02-28,11075344347
2013-03-01,11258369105
2013-03-04,11321723829
2013-03-05,11326416772
2013-03-06,11375692668
2013-03-07,11281833818
2013-03-08,11375692668
2013-03-11,11392117967
2013-03-12,11415582679
2013-03-13,11464858576
2013-03-14,11565756840
2013-03-15,11471897990
2013-03-18,11333456185
2013-03-19,11746435127
2013-03-20,11788671610
2013-03-21,11683080403
2013-03-22,11690119817
2013-03-25,11870798104
2013-03-26,11901302230
2013-03-27,11898955759
2013-03-28,12072594632
2013-04-01,12261631088
2013-04-02,12444463310
2013-04-03,12273503310
2013-04-04,12304371088
2013-04-05,12366106643
2013-04-08,12496701087
2013-04-09,12565559976
2013-04-10,12655788865
2013-04-11,12776885531
2013-04-12,12864739975
2013-04-15,12831497753
2013-04-16,13047572197
2013-04-17,13073691086
2013-04-18,13163919975
2013-04-19,13277893308
2013-04-22,13344377752
2013-04-23,13368122197
2013-04-24,13254148864
2013-04-25,12681907754
2013-04-26,12646291087
2013-04-29,12836246642
2013-04-30,12850493309
2013-05-01,12784008864
2013-05-02,13023827753
2013-05-03,12957343309
2013-05-06,12916977753
2013-05-07,13054695531
2013-05-08,13083188864
2013-05-09,13014329975
2013-05-10,13021453308
2013-05-13,12935973309
2013-05-14,13049946642
2013-05-15,13061818864
2013-05-16,12916977753
2013-05-17,13057069975
2013-05-20,13016704420
2013-05-21,12976338864
2013-05-22,12931224420
2013-05-23,12959717753
2013-05-24,12926475531
2013-05-28,12909854420
2013-05-29,12798255531
2013-05-30,12992959975
2013-05-31,12840995531
2013-06-03,12508573309
2013-06-04,12646291087
2013-06-05,12560811087
2013-06-06,12477705532
2013-06-07,12570308865
2013-06-10,12753141087
2013-06-11,13014329975
2013-06-12,13000083309
2013-06-13,12954968864
2013-06-14,13042823308
2013-06-17,13216157753
2013-06-18,13263646641
2013-06-19,13192413308
2013-06-20,12855242198
2013-06-21,12902731086
2013-06-24,12729396642
2013-06-25,12715149976
2013-06-26,13068942197
2013-06-27,13133052197
2013-06-28,13256523308
2013-07-01,12678624650
2013-07-02,12637138512
2013-07-03,12697062933
2013-07-05,12805387849
2013-07-08,12971332400
2013-07-09,12886055339
2013-07-10,13033561606
2013-07-11,13390803348
2013-07-12,13457642125
2013-07-15,13423070344
2013-07-16,13432289486
2013-07-17,13476080409
2013-07-18,13439203842
2013-07-19,13554443113
2013-07-22,13595929251
2013-07-23,13282478433
2013-07-24,13084266886
2013-07-25,13277868862
2013-07-26,13476080409
2013-07-29,13457642125
2013-07-30,13420765558
2013-07-31,13429984700
2013-08-01,13552138328
2013-08-02,13478385194
2013-08-05,13605148393
2013-08-06,13519871332
2013-08-07,13538309615
2013-08-08,13738825948
2013-08-09,13711168523
2013-08-12,13522176117
2013-08-13,13400022490
2013-08-14,13374669850
2013-08-15,13199506157
2013-08-16,13028952035
2013-08-19,13102705169
2013-08-20,13240992295
2013-08-21,13153410449
2013-08-22,13236382724
2013-08-23,13240992295
2013-08-26,13238687509
2013-08-27,13107314740
2013-08-28,13128057809
2013-08-29,13171848732
2013-08-30,13118838667
2013-09-03,13227163582
2013-09-04,13397717704
2013-09-05,13402327275
2013-09-06,13423070344
2013-09-09,13519871332
2013-09-10,13683511097
2013-09-11,13941647066
2013-09-12,13934732709
2013-09-13,13893246572
2013-09-16,14047667195
2013-09-17,14195173463
2013-09-18,14172125609
2013-09-19,14342679730
2013-09-20,14209002175
2013-09-23,14190563892
2013-09-24,14038448054
2013-09-25,14061495908
2013-09-26,14096067689
2013-09-27,14123725115
2013-09-30,14082238977
2013-10-01,14558137467
2013-10-02,14492896134
2013-10-03,14311152420
2013-10-04,14555807419
2013-10-07,14439305039
2013-10-08,14257561325
2013-10-09,14276201706
2013-10-10,14546487229
2013-10-11,14597748276
2013-10-14,14704930466
2013-10-15,14635029038
2013-10-16,14854053513
2013-10-17,15056767655
2013-10-18,15054437608
2013-10-21,14882014085
2013-10-22,14856383561
2013-10-23,14872693894
2013-10-24,15061427751
2013-10-25,15201230607
2013-10-28,15191910417
2013-10-29,15331713273
2013-10-30,15196570512
2013-10-31,15222201036
2013-11-01,15466856035
2013-11-04,15632289415
2013-11-05,15581028368
2013-11-06,15648599748
2013-11-07,15548407701
2013-11-08,15844323748
2013-11-11,15869954271
2013-11-12,15911895128
2013-11-13,15958496080
2013-11-14,16128589556
2013-11-15,16193830889
2013-11-18,16112279223
2013-11-19,16047037890
2013-11-20,16156550127
2013-11-21,16261402270
2013-11-22,16314993365
2013-11-25,16408195269
2013-11-26,16452466174
2013-11-27,16426835650
2013-11-29,16433825793
2013-12-02,16517707507
2013-12-03,16443145983
2013-12-04,16184510699
2013-12-05,16109949175
