,SCHW
2009-04-13,20206880000
2009-04-14,18912160000
2009-04-15,20865800000
2009-04-16,20287800000
2009-04-17,20357160000
2009-04-20,19293640000
2009-04-21,20634600000
2009-04-22,20149080000
2009-04-23,20877360000
2009-04-24,20623040000
2009-04-27,20530560000
2009-04-28,20322479999
2009-04-29,21501600000
2009-04-30,21362880000
2009-05-01,20877360000
2009-05-04,21651880000
2009-05-05,21478479999
2009-05-06,21871520000
2009-05-07,20657720000
2009-05-08,21663440000
2009-05-11,20680840000
2009-05-12,20703960000
2009-05-13,19709800000
2009-05-14,19744479999
2009-05-15,19547960000
2009-05-18,20808000000
2009-05-19,20542120000
2009-05-20,20160640000
2009-05-21,19409240000
2009-05-22,19617320000
2009-05-26,20449640000
2009-05-27,19258960000
2009-05-28,19825400000
2009-05-29,20345600000
2009-06-01,21247280000
2009-06-02,21085440000
2009-06-03,21016080000
2009-06-04,21339760000
2009-06-05,20946720000
2009-06-08,20900479999
2009-06-09,21154800000
2009-06-10,20715520000
2009-06-11,20530560000
2009-06-12,20900479999
2009-06-15,20623040000
2009-06-16,20230000000
2009-06-17,20218440000
2009-06-18,20183760000
2009-06-19,20715520000
2009-06-22,19732920000
2009-06-23,19860080000
2009-06-24,20172200000
2009-06-25,20507440000
2009-06-26,20588360000
2009-06-29,20692400000
2009-06-30,20293780000
2009-07-01,19935110000
2009-07-02,19414460000
2009-07-06,19692140000
2009-07-07,19078930000
2009-07-08,19159920000
2009-07-09,19217770000
2009-07-10,19055790000
2009-07-13,20085520000
2009-07-14,20178080000
2009-07-15,20930130000
2009-07-16,20421050000
2009-07-17,19761559999
2009-07-20,19854120000
2009-07-21,19703710000
2009-07-22,19692140000
2009-07-23,19935110000
2009-07-24,19206200000
2009-07-27,19669000000
2009-07-28,19657430000
2009-07-29,19576440000
2009-07-30,20617740000
2009-07-31,20675590000
2009-08-03,20895420000
2009-08-04,20525180000
2009-08-05,20490470000
2009-08-06,21381360000
2009-08-07,22503650000
2009-08-10,22156550000
2009-08-11,21566480000
2009-08-12,21693750000
2009-08-13,21531770000
2009-08-14,21126820000
2009-08-17,20120230000
2009-08-18,20409480000
2009-08-19,20536750000
2009-08-20,20386340000
2009-08-21,20837570000
2009-08-24,20675590000
2009-08-25,20941700000
2009-08-26,20652450000
2009-08-27,20640880000
2009-08-28,20513610000
2009-08-31,20895420000
2009-09-01,20316920000
2009-09-02,20293780000
2009-09-03,20710300000
2009-09-04,20941700000
2009-09-08,21381360000
2009-09-09,21381360000
2009-09-10,21242520000
2009-09-11,20756580000
2009-09-14,21254090000
2009-09-15,20652450000
2009-09-16,21080540000
2009-09-17,20525180000
2009-09-18,20374770000
2009-09-21,20872280000
2009-09-22,21566480000
2009-09-23,21797880000
2009-09-24,21508630000
2009-09-25,21346650000
2009-09-28,22087130000
2009-09-29,22295390000
2009-09-30,22194850000
2009-10-01,21487860000
2009-10-02,21708070000
2009-10-05,21395140000
2009-10-06,22299160000
2009-10-07,22252800000
2009-10-08,22102130000
2009-10-09,22588910000
2009-10-12,22333930000
2009-10-13,21997820000
2009-10-14,22345520000
2009-10-15,21279240000
2009-10-16,21105390000
2009-10-19,21476270000
2009-10-20,21325600000
2009-10-21,20885180000
2009-10-22,20977900000
2009-10-23,20792460000
2009-10-26,20583840000
2009-10-27,20537480000
2009-10-28,20317270000
2009-10-29,20850410000
2009-10-30,20097060000
2009-11-02,20143420000
2009-11-03,19981160000
2009-11-04,19633460000
2009-11-05,20027520000
2009-11-06,19853670000
2009-11-09,20664969999
2009-11-10,20444760000
2009-11-11,20977900000
2009-11-12,20896770000
2009-11-13,21151750000
2009-11-16,21650120000
2009-11-17,21777610000
2009-11-18,21708070000
2009-11-19,21221290000
2009-11-20,21151750000
2009-11-23,21093800000
2009-11-24,21035850000
2009-11-25,21163340000
2009-11-27,20560660000
2009-11-30,21244469999
2009-12-01,20919950000
2009-12-02,21116980000
2009-12-03,20722920000
2009-12-04,21499450000
2009-12-07,21198110000
2009-12-08,21128570000
2009-12-09,21568990000
2009-12-10,21302420000
2009-12-11,21360370000
2009-12-14,20572250000
2009-12-15,20108650000
2009-12-16,20943130000
2009-12-17,20699740000
2009-12-18,21070620000
2009-12-21,21511040000
2009-12-22,22090540000
2009-12-23,22136900000
2009-12-24,22078950000
2009-12-28,22021000000
2009-12-29,21870330000
2009-12-30,22067360000
2009-12-31,22358160000
2010-01-04,23498640000
2010-01-05,23427360000
2010-01-06,22999680000
2010-01-07,22916520000
2010-01-08,22762080000
2010-01-11,22702680000
2010-01-12,22678920000
2010-01-13,22690800000
2010-01-14,22785840000
2010-01-15,22572000000
2010-01-19,22916520000
2010-01-20,22595760000
2010-01-21,22750200000
2010-01-22,22358160000
2010-01-25,22524480000
2010-01-26,22132440000
2010-01-27,22263120000
2010-01-28,21882960000
2010-01-29,21728520000
2010-02-01,21906720000
2010-02-02,21657240000
2010-02-03,21585960000
2010-02-04,20896920000
2010-02-05,21467160000
2010-02-08,21051360000
2010-02-09,20790000000
2010-02-10,21229560000
2010-02-11,21003840000
2010-02-12,20920680000
2010-02-16,21158280000
2010-02-17,21075120000
2010-02-18,21158280000
2010-02-19,22251240000
2010-02-22,22227480000
2010-02-23,21871080000
2010-02-24,21894840000
2010-02-25,21692880000
2010-02-26,21752280000
2010-03-01,21681000000
2010-03-02,21692880000
2010-03-03,21526560000
2010-03-04,21894840000
2010-03-05,22524480000
2010-03-08,22619520000
2010-03-09,22536360000
2010-03-10,22643280000
2010-03-11,22690800000
2010-03-12,21894840000
2010-03-15,21669120000
2010-03-16,21942360000
2010-03-17,21966120000
2010-03-18,22322520000
2010-03-19,22073039999
2010-03-22,22025520000
2010-03-23,22001760000
2010-03-24,21918600000
2010-03-25,22239360000
2010-03-26,22286880000
2010-03-29,22251240000
2010-03-30,22275000000
2010-03-31,22259790000
2010-04-01,22176420000
2010-04-05,22486080000
2010-04-06,22914840000
2010-04-07,22950570000
2010-04-08,22771920000
2010-04-09,22902930000
2010-04-12,23284050000
2010-04-13,23355510000
2010-04-14,23045850000
2010-04-15,22986300000
2010-04-16,22581360000
2010-04-19,22700460000
2010-04-20,22974390000
2010-04-21,23212590000
2010-04-22,23343600000
2010-04-23,23677080000
2010-04-26,23272140000
2010-04-27,22486080000
2010-04-28,22605180000
2010-04-29,22950570000
2010-04-30,22974390000
2010-05-03,23295960000
2010-05-04,22521810000
2010-05-05,22402710000
2010-05-06,21700020000
2010-05-07,20509020000
2010-05-10,21592830000
2010-05-11,21009240000
2010-05-12,21056880000
2010-05-13,20842500000
2010-05-14,20092170000
2010-05-17,20699580000
2010-05-18,20199360000
2010-05-19,20366100000
2010-05-20,19318020000
2010-05-21,19853970000
2010-05-24,19318020000
2010-05-25,19520490000
2010-05-26,19294200000
2010-05-27,19961160000
2010-05-28,19460940000
2010-06-01,19008360000
2010-06-02,19591950000
2010-06-03,19889700000
2010-06-04,19425210000
2010-06-07,18901170000
2010-06-08,19067910000
2010-06-09,18746340000
2010-06-10,19198920000
2010-06-11,19437120000
2010-06-14,18877350000
2010-06-15,18996450000
2010-06-16,18793980000
2010-06-17,18341400000
2010-06-18,18400950000
2010-06-21,18210390000
2010-06-22,17733990000
2010-06-23,17733990000
2010-06-24,17412420000
2010-06-25,17793540000
2010-06-28,17841180000
2010-06-29,16888380000
2010-06-30,16902560000
2010-07-01,16616480000
2010-07-02,16616480000
2010-07-06,16842960000
2010-07-07,16974080000
2010-07-08,16819120000
2010-07-09,16974080000
2010-07-12,17188640000
2010-07-13,17391280000
2010-07-14,17284000000
2010-07-15,17343600000
2010-07-16,18046880000
2010-07-19,18082640000
2010-07-20,17975360000
2010-07-21,17522400000
2010-07-22,18023040000
2010-07-23,18142240000
2010-07-26,18273360000
2010-07-27,18166080000
2010-07-28,17880000000
2010-07-29,17927680000
2010-07-30,17629680000
2010-08-02,17880000000
2010-08-03,17760800000
2010-08-04,18356800000
2010-08-05,18392560000
2010-08-06,18213760000
2010-08-09,18392560000
2010-08-10,18142240000
2010-08-11,17474720000
2010-08-12,17582000000
2010-08-13,17307840000
2010-08-16,16986000000
2010-08-17,17188640000
2010-08-18,17105200000
2010-08-19,16688000000
2010-08-20,16842960000
2010-08-23,16819120000
2010-08-24,16401920000
2010-08-25,16080080000
2010-08-26,15674800000
2010-08-27,15758240000
2010-08-30,15281440000
2010-08-31,15209920000
2010-09-01,16139679999
2010-09-02,16413840000
2010-09-03,16521120000
2010-09-07,16199280000
2010-09-08,16366160000
2010-09-09,16115840000
2010-09-10,16294640000
2010-09-13,16711840000
2010-09-14,16509200000
2010-09-15,16592640000
2010-09-16,16294640000
2010-09-17,16366160000
2010-09-20,16664160000
2010-09-21,16592640000
2010-09-22,16246960000
2010-09-23,16056240000
2010-09-24,16652240000
2010-09-27,16604560000
2010-09-28,16914480000
2010-09-29,16628400000
2010-09-30,16638300000
2010-10-01,16913610000
2010-10-04,16781940000
2010-10-05,17188920000
2010-10-06,17057250000
2010-10-07,16937550000
2010-10-08,16997400000
2010-10-11,16734060000
2010-10-12,16793910000
2010-10-13,16841790000
2010-10-14,16865730000
2010-10-15,17368470000
2010-10-18,17943030000
2010-10-19,17715600000
2010-10-20,17811360000
2010-10-21,17811360000
2010-10-22,17931060000
2010-10-25,17955000000
2010-10-26,18014850000
2010-10-27,18577440000
2010-10-28,18481680000
2010-10-29,18445770000
2010-11-01,18469710000
2010-11-02,18421830000
2010-11-03,18541530000
2010-11-04,18960480000
2010-11-05,19271700000
2010-11-08,18900630000
2010-11-09,18589410000
2010-11-10,18409860000
2010-11-11,18086670000
2010-11-12,18146520000
2010-11-15,18134550000
2010-11-16,18014850000
2010-11-17,18002880000
2010-11-18,18170460000
2010-11-19,18050760000
2010-11-22,17919090000
2010-11-23,17835300000
2010-11-24,18194400000
2010-11-26,18014850000
2010-11-29,17990910000
2010-11-30,17990910000
2010-12-01,18780930000
2010-12-02,19343520000
2010-12-03,19307610000
2010-12-06,19403370000
2010-12-07,19475190000
2010-12-08,20121570000
2010-12-09,20121570000
2010-12-10,20013840000
2010-12-13,20073690000
2010-12-14,20037780000
2010-12-15,20097630000
2010-12-16,20349000000
2010-12-17,20121570000
2010-12-20,20145509999
2010-12-21,20289150000
2010-12-22,20444759999
2010-12-23,20372940000
2010-12-27,20851740000
2010-12-28,20827800000
2010-12-29,20696130000
2010-12-30,20528550000
2010-12-31,20583330000
2011-01-03,21052500000
2011-01-04,20715660000
2011-01-05,21750239999
2011-01-06,21617910000
2011-01-07,21521670000
2011-01-10,21593850000
2011-01-11,21545730000
2011-01-12,21846480000
2011-01-13,22315650000
2011-01-14,22652489999
2011-01-18,22700610000
2011-01-19,22026930000
2011-01-20,22026930000
2011-01-21,21882570000
2011-01-24,22002870000
2011-01-25,21750239999
2011-01-26,21702120000
2011-01-27,21822420000
2011-01-28,21401370000
2011-01-31,21714150000
2011-02-01,22267530000
2011-02-02,22171290000
2011-02-03,21461520000
2011-02-04,21798360000
2011-02-07,22315650000
2011-02-08,22905120000
2011-02-09,22556250000
2011-02-10,22965270000
2011-02-11,23157750000
2011-02-14,23049480000
2011-02-15,23314140000
2011-02-16,23278050000
2011-02-17,23362260000
2011-02-18,23398350000
2011-02-22,22676550000
2011-02-23,22556250000
2011-02-24,22568280000
2011-02-25,22748730000
2011-02-28,22820910000
2011-03-01,22447980000
2011-03-02,22315650000
2011-03-03,22808880000
2011-03-04,22447980000
2011-03-07,22327680000
2011-03-08,22989330000
2011-03-09,22736700000
2011-03-10,22231440000
2011-03-11,22484070000
2011-03-14,22255500000
2011-03-15,21473550000
2011-03-16,20643480000
2011-03-17,21052500000
2011-03-18,21124680000
2011-03-21,21232950000
2011-03-22,21401370000
2011-03-23,21521670000
2011-03-24,21738210000
2011-03-25,21762270000
2011-03-28,21593850000
2011-03-29,21497610000
2011-03-30,22038960000
2011-03-31,21762210000
2011-04-01,22341570000
2011-04-04,22317430000
2011-04-05,22534690000
2011-04-06,22595040000
2011-04-07,22293290000
2011-04-08,22148450000
2011-04-11,22148450000
2011-04-12,22027750000
2011-04-13,21943260000
2011-04-14,21991540000
2011-04-15,22462270000
2011-04-18,21774280000
2011-04-19,21581160000
2011-04-20,22438130000
2011-04-21,22570900000
2011-04-25,22305360000
2011-04-26,22462270000
2011-04-27,22474340000
2011-04-28,22413990000
2011-04-29,22100170000
2011-05-02,21967400000
2011-05-03,21774280000
2011-05-04,21581160000
2011-05-05,21508740000
2011-05-06,21798420000
2011-05-09,21629440000
2011-05-10,22136380000
2011-05-11,21907050000
2011-05-12,21701860000
2011-05-13,21291480000
2011-05-16,21062150000
2011-05-17,20953520000
2011-05-18,21327690000
2011-05-19,21267340000
2011-05-20,20905240000
2011-05-23,20748330000
2011-05-24,20917309999
2011-05-25,21122500000
2011-05-26,21025940000
2011-05-27,21170780000
2011-05-31,21738070000
2011-06-01,20651770000
2011-06-02,20591420000
2011-06-03,20229320000
2011-06-06,19746520000
2011-06-07,19480980000
2011-06-08,19155090000
2011-06-09,19625820000
2011-06-10,19360280000
2011-06-13,19324070000
2011-06-14,19686170000
2011-06-15,19384420000
2011-06-16,19191300000
2011-06-17,19203370000
2011-06-20,19432700000
2011-06-21,19818940000
2011-06-22,19408559999
2011-06-23,19348210000
2011-06-24,19046460000
2011-06-27,19082670000
2011-06-28,19287860000
2011-06-29,19758590000
2011-06-30,20200600000
2011-07-01,20532160000
2011-07-05,20188320000
2011-07-06,19390120000
2011-07-07,19795360000
2011-07-08,19156800000
2011-07-11,18911200000
2011-07-12,18923480000
2011-07-13,18960320000
2011-07-14,18665600000
2011-07-15,18432280000
2011-07-18,18383160000
2011-07-19,18690160000
2011-07-20,18763840000
2011-07-21,19205920000
2011-07-22,18960320000
2011-07-25,18800680000
2011-07-26,18788400000
2011-07-27,18321760000
2011-07-28,18309480000
2011-07-29,18334040000
2011-08-01,18481400000
2011-08-02,17867400000
2011-08-03,18432280000
2011-08-04,17413040000
2011-08-05,16774480000
2011-08-08,15239480000
2011-08-09,15448240000
2011-08-10,14797400000
2011-08-11,14907920000
2011-08-12,15092119999
2011-08-15,15325440000
2011-08-16,15300880000
2011-08-17,15411400000
2011-08-18,14490400000
2011-08-19,13716760000
2011-08-22,13851840000
2011-08-23,14699160000
2011-08-24,14932480000
2011-08-25,14429000000
2011-08-26,14748280000
2011-08-29,15374560000
2011-08-30,15178080000
2011-08-31,15165800000
2011-09-01,14785119999
2011-09-02,14171119999
2011-09-06,13913240000
2011-09-07,14551800000
2011-09-08,14269359999
2011-09-09,13839560000
2011-09-12,14072880000
2011-09-13,14269359999
2011-09-14,14600920000
2011-09-15,15043000000
2011-09-16,15153520000
2011-09-19,14650040000
2011-09-20,14576359999
2011-09-21,13827280000
2011-09-22,13544840000
2011-09-23,13974640000
2011-09-26,14257080000
2011-09-27,14220240000
2011-09-28,13913240000
2011-09-29,14281640000
2011-09-30,14301630000
2011-10-03,13870170000
2011-10-04,14428529999
2011-10-05,14923440000
2011-10-06,15278759999
2011-10-07,14771160000
2011-10-10,15570630000
2011-10-11,15519870000
2011-10-12,15964020000
2011-10-13,16052850000
2011-10-14,16179750000
2011-10-17,15151860000
2011-10-18,15469110000
2011-10-19,15164550000
2011-10-20,15228000000
2011-10-21,15557940000
2011-10-24,16205130000
2011-10-25,15469110000
2011-10-26,15456420000
2011-10-27,17017290000
2011-10-28,16319340000
2011-10-31,15583320000
2011-11-01,14910750000
2011-11-02,15596009999
2011-11-03,16370100000
2011-11-04,16065540000
2011-11-07,16141680000
2011-11-08,16344720000
2011-11-09,15164550000
2011-11-10,15354900000
2011-11-11,15684840000
2011-11-14,15431040000
2011-11-15,15278759999
2011-11-16,14783850000
2011-11-17,14453910000
2011-11-18,14288940000
2011-11-21,13908240000
2011-11-22,13692509999
2011-11-23,13641750000
2011-11-25,13667130000
2011-11-28,14339700000
2011-11-29,14047830000
2011-11-30,15177240000
2011-12-01,15139170000
2011-12-02,14809230000
2011-12-05,15519870000
2011-12-06,15507180000
2011-12-07,15481800000
2011-12-08,14821920000
2011-12-09,15189930000
2011-12-12,14872680000
2011-12-13,14631570000
2011-12-14,13920930000
2011-12-15,13794029999
2011-12-16,13768650000
2011-12-19,13679820000
2011-12-20,14377770000
2011-12-21,14200110000
2011-12-22,14517360000
2011-12-23,14644259999
2011-12-27,14618880000
2011-12-28,14250870000
2011-12-29,14339700000
2011-12-30,14288940000
2012-01-03,14895120000
2012-01-04,14920560000
2012-01-05,15162240000
2012-01-06,15314879999
2012-01-09,15416639999
2012-01-10,15658320000
2012-01-11,15849120000
2012-01-12,15861840000
2012-01-13,15467520000
2012-01-17,15454800000
2012-01-18,15289440000
2012-01-19,15849120000
2012-01-20,16294320000
2012-01-23,16078080000
2012-01-24,15874560000
2012-01-25,15442080000
2012-01-26,14767920000
2012-01-27,14844240000
2012-01-30,14806080000
2012-01-31,14818800000
2012-02-01,15149520000
2012-02-02,15416639999
2012-02-03,16294320000
2012-02-06,16154400000
2012-02-07,15696480000
2012-02-08,15836400000
2012-02-09,15721920000
2012-02-10,15492960000
2012-02-13,15671040000
2012-02-14,15696480000
2012-02-15,15734639999
2012-02-16,16205280000
2012-02-17,16370639999
2012-02-21,16319760000
2012-02-22,16243440000
2012-02-23,16803120000
2012-02-24,17197440000
2012-02-27,17146560000
2012-02-28,17477280000
2012-02-29,17655360000
2012-03-01,17693520000
2012-03-02,17579040000
2012-03-05,17591760000
2012-03-06,17261040000
2012-03-07,17553600000
2012-03-08,17706240000
2012-03-09,17973360000
2012-03-12,17935200000
2012-03-13,18533040000
2012-03-14,18622080000
2012-03-15,19461600000
2012-03-16,19487040000
2012-03-19,19474320000
2012-03-20,19563360000
2012-03-21,19410720000
2012-03-22,18927360000
2012-03-23,19105440000
2012-03-26,19372560000
2012-03-27,18978240000
2012-03-28,18418560000
2012-03-29,18151440000
2012-03-30,18278640000
2012-04-02,18522150000
2012-04-03,18789480000
2012-04-04,18420310000
2012-04-05,18140250000
2012-04-09,17923840000
2012-04-10,17503750000
2012-04-11,17669240000
2012-04-12,18127520000
2012-04-13,17656510000
2012-04-16,17503750000
2012-04-17,17809270000
2012-04-18,17834730000
2012-04-19,17796540000
2012-04-20,17847460000
2012-04-23,17592860000
2012-04-24,17631050000
2012-04-25,17936570000
2012-04-26,18254820000
2012-04-27,18216630000
2012-04-30,18178440000
2012-05-01,18000220000
2012-05-02,17465560000
2012-05-03,17440100000
2012-05-04,17223690000
2012-05-07,17210960000
2012-05-08,16994550000
2012-05-09,16739950000
2012-05-10,16599919999
2012-05-11,16689030000
2012-05-14,16434430000
2012-05-15,16383509999
2012-05-16,16230750000
2012-05-17,16001610000
2012-05-18,15696090000
2012-05-21,16116180000
2012-05-22,16205290000
2012-05-23,16052530000
2012-05-24,16077990000
2012-05-25,16294400000
2012-05-29,16549000000
2012-05-30,15937960000
2012-05-31,15861580000
2012-06-01,15403300000
2012-06-04,15059590000
2012-06-05,15454220000
2012-06-06,15810660000
2012-06-07,15594250000
2012-06-08,15657900000
2012-06-11,15454220000
2012-06-12,15581520000
2012-06-13,15454220000
2012-06-14,15734280000
2012-06-15,16128910000
2012-06-18,16014340000
2012-06-19,16167100000
2012-06-20,16205290000
2012-06-21,15594250000
2012-06-22,15747009999
2012-06-25,15365110000
2012-06-26,15543330000
2012-06-27,15785200000
2012-06-28,15963419999
2012-06-29,16459890000
2012-07-02,16472820000
2012-07-03,16600220000
2012-07-05,16332680000
2012-07-06,16103360000
2012-07-09,15925000000
2012-07-10,15810340000
2012-07-11,16014180000
2012-07-12,15784860000
2012-07-13,16167060000
2012-07-16,16141580000
2012-07-17,16574740000
2012-07-18,16562000000
2012-07-19,16472820000
2012-07-20,15912260000
2012-07-23,15568280000
2012-07-24,15466360000
2012-07-25,15695680000
2012-07-26,16077879999
2012-07-27,16460080000
2012-07-30,16281720000
2012-07-31,16090620000
2012-08-01,15861300000
2012-08-02,15568280000
2012-08-03,16307200000
2012-08-06,16409120000
2012-08-07,16816800000
2012-08-08,16587480000
2012-08-09,16574740000
2012-08-10,16409120000
2012-08-13,16434600000
2012-08-14,16370900000
2012-08-15,16625700000
2012-08-16,16956940000
2012-08-17,16816800000
2012-08-20,16740360000
2012-08-21,16816800000
2012-08-22,16714879999
2012-08-23,16562000000
2012-08-24,16905980000
2012-08-27,16689400000
2012-08-28,16740360000
2012-08-29,17058860000
2012-08-30,17097080000
2012-08-31,17186260000
2012-09-04,16982420000
2012-09-05,16995160000
2012-09-06,17785040000
2012-09-07,17874220000
2012-09-10,17734080000
2012-09-11,17734080000
2012-09-12,17848740000
2012-09-13,18230940000
2012-09-14,18383820000
2012-09-17,18078060000
2012-09-18,17759560000
2012-09-19,17390100000
2012-09-20,17122560000
2012-09-21,17300920000
2012-09-24,17109820000
2012-09-25,16421860000
2012-09-26,16434600000
2012-09-27,16409120000
2012-09-28,16294459999
2012-10-01,16228800000
2012-10-02,16254000000
2012-10-03,16077600000
2012-10-04,16493400000
2012-10-05,16695000000
2012-10-08,16569000000
2012-10-09,16291800000
2012-10-10,16342200000
2012-10-11,16594200000
2012-10-12,16317000000
2012-10-15,16417800000
2012-10-16,16783200000
2012-10-17,17161199999
2012-10-18,17186400000
2012-10-19,16783200000
2012-10-22,16821000000
2012-10-23,16657200000
2012-10-24,16783200000
2012-10-25,17022600000
2012-10-26,16972200000
2012-10-31,17110800000
2012-11-01,17186400000
2012-11-02,17312400000
2012-11-05,17501400000
2012-11-06,17501400000
2012-11-07,16783200000
2012-11-08,16632000000
2012-11-09,16455600000
2012-11-12,16317000000
2012-11-13,15976800000
2012-11-14,15750000000
2012-11-15,16039800000
2012-11-16,16102800000
2012-11-19,16241400000
2012-11-20,16342200000
2012-11-21,16455600000
2012-11-23,16669800000
2012-11-26,16569000000
2012-11-27,16417800000
2012-11-28,16556400000
2012-11-29,16493400000
2012-11-30,16506000000
2012-12-03,16367400000
2012-12-04,16228800000
2012-12-05,16291800000
2012-12-06,16455600000
2012-12-07,16909200000
2012-12-10,16846199999
2012-12-11,17224200000
2012-12-12,17224200000
2012-12-13,17325000000
2012-12-14,17262000000
2012-12-17,17476200000
2012-12-18,17904600000
2012-12-19,18232200000
2012-12-20,18219600000
2012-12-21,18043200000
2012-12-24,18055800000
2012-12-26,17967600000
2012-12-27,17904600000
2012-12-28,17816400000
2012-12-31,18366440000
2013-01-02,19287320000
2013-01-03,19261740000
2013-01-04,19773340000
2013-01-07,19530330000
2013-01-08,19466380000
2013-01-09,19351270000
2013-01-10,19607070000
2013-01-11,19683810000
2013-01-14,19530330000
2013-01-15,19555910000
2013-01-16,19248950000
2013-01-17,19504750000
2013-01-18,19760550000
2013-01-22,20093090000
2013-01-23,20003560000
2013-01-24,20220990000
2013-01-25,20527950000
2013-01-28,20591900000
2013-01-29,21065130000
2013-01-30,21116290000
2013-01-31,21141870000
2013-02-01,21423250000
2013-02-04,20962810000
2013-02-05,21295350000
2013-02-06,21474410000
2013-02-07,21883690000
2013-02-08,21602310000
2013-02-11,21397670000
2013-02-12,21563940000
2013-02-13,21640680000
2013-02-14,21640680000
2013-02-15,21615100000
2013-02-19,21870900000
2013-02-20,21346510000
2013-02-21,20937230000
2013-02-22,21397670000
2013-02-25,20873280000
2013-02-26,20732590000
2013-02-27,20988390000
2013-02-28,20770959999
2013-03-01,20975600000
2013-03-04,21461620000
2013-03-05,21717420000
2013-03-06,22190650000
2013-03-07,22484819999
2013-03-08,22587140000
2013-03-11,22651090000
2013-03-12,22689459999
2013-03-13,23162690000
2013-03-14,22996420000
2013-03-15,22842940000
2013-03-18,22587140000
2013-03-19,22446450000
2013-03-20,22702250000
2013-03-21,22331340000
2013-03-22,22433660000
2013-03-25,22408080000
2013-03-26,22548770000
2013-03-27,22382500000
2013-03-28,22625510000
2013-04-01,22281160000
2013-04-02,22191420000
2013-04-03,21473500000
2013-04-04,21435040000
2013-04-05,21217100000
2013-04-08,21563240000
2013-04-09,21755540000
2013-04-10,22293980000
2013-04-11,22486280000
2013-04-12,22152960000
2013-04-15,21306840000
2013-04-16,21742720000
2013-04-17,21114540000
2013-04-18,21011980000
2013-04-19,21011980000
2013-04-22,21050440000
2013-04-23,21268380000
2013-04-24,21332480000
2013-04-25,21473500000
2013-04-26,21447860000
2013-04-29,21717080000
2013-04-30,21742720000
2013-05-01,20781220000
2013-05-02,21076080000
2013-05-03,22396540000
2013-05-06,22499100000
2013-05-07,22358080000
2013-05-08,22281160000
2013-05-09,22447820000
2013-05-10,23191380000
2013-05-13,23268300000
2013-05-14,24037500000
2013-05-15,24332360000
2013-05-16,24242620000
2013-05-17,24793880000
2013-05-20,24627220000
2013-05-21,24575940000
2013-05-22,24434920000
2013-05-23,24345179999
2013-05-24,24563120000
2013-05-28,25345140000
2013-05-29,25524620000
2013-05-30,25845120000
2013-05-31,25460520000
2013-06-03,25229760000
2013-06-04,25101559999
2013-06-05,24370820000
2013-06-06,24947720000
2013-06-07,25793840000
2013-06-10,25922040000
2013-06-11,25281040000
2013-06-12,25114380000
2013-06-13,25691280000
2013-06-14,25268220000
2013-06-17,26050240000
2013-06-18,26332280000
2013-06-19,26242540000
2013-06-20,26255360000
2013-06-21,26460480000
2013-06-24,26460480000
2013-06-25,26973280000
2013-06-26,26870720000
2013-06-27,26845080000
2013-06-28,27216860000
2013-07-01,27516060000
2013-07-02,27413100000
2013-07-03,27541800000
2013-07-05,28326870000
2013-07-08,28558530000
2013-07-09,28571400000
2013-07-10,28236780000
2013-07-11,27631890000
2013-07-12,27915030000
2013-07-15,27940770000
2013-07-16,27027000000
2013-07-17,26962650000
2013-07-18,27619020000
2013-07-19,27902160000
2013-07-22,28339740000
2013-07-23,28931760000
2013-07-24,28455570000
2013-07-25,28674360000
2013-07-26,28468440000
2013-07-29,28301129999
2013-07-30,28558530000
2013-07-31,28429830000
2013-08-01,29176290000
2013-08-02,29150550000
2013-08-05,29202030000
2013-08-06,28854540000
2013-08-07,29008980000
2013-08-08,28712970000
2013-08-09,28687230000
2013-08-12,28005120000
2013-08-13,28674360000
2013-08-14,28314000000
2013-08-15,27541800000
2013-08-16,27747720000
2013-08-19,27554670000
2013-08-20,27915030000
2013-08-21,27644760000
2013-08-22,27593280000
2013-08-23,27709110000
2013-08-26,27812070000
2013-08-27,26692379999
2013-08-28,26975520000
2013-08-29,27400230000
2013-08-30,26872560000
2013-09-03,27220050000
2013-09-04,28133820000
2013-09-05,28108080000
2013-09-06,27773459999
2013-09-09,28082340000
2013-09-10,28790190000
2013-09-11,28622879999
2013-09-12,28404090000
2013-09-13,28352610000
2013-09-16,28416959999
2013-09-17,29137680000
2013-09-18,27490320000
2013-09-19,27078480000
2013-09-20,27374490000
2013-09-23,26821080000
2013-09-24,27207180000
2013-09-25,27335879999
2013-09-26,27451709999
2013-09-27,27271530000
2013-09-30,27298173916
2013-10-01,27608086960
2013-10-02,27491869568
2013-10-03,27311086960
2013-10-04,27866347829
2013-10-07,27207782612
2013-10-08,26562130438
2013-10-09,26794565221
2013-10-10,27621000003
2013-10-11,28124608699
2013-10-14,28421608699
2013-10-15,29738739134
2013-10-16,30255260873
2013-10-17,30500608699
2013-10-18,30694304351
2013-10-21,30423130438
2013-10-22,30151956525
2013-10-23,30087391308
2013-10-24,30216521743
2013-10-25,30423130438
2013-10-28,29712913047
2013-10-29,29829130438
2013-10-30,29519217395
2013-10-31,29248043482
2013-11-01,29854956525
2013-11-04,29997000004
2013-11-05,30074478264
2013-11-06,29971173917
2013-11-07,29390086960
2013-11-08,31017130438
2013-11-11,30991304352
2013-11-12,30616826091
2013-11-13,30965478265
2013-11-14,31301217395
2013-11-15,31533652178
2013-11-18,31533652178
2013-11-19,31636956526
2013-11-20,31585304352
2013-11-21,32282608700
2013-11-22,32179304352
2013-11-25,31869391308
