,MLM
2009-04-08,3700655240
2009-04-09,3922088620
2009-04-13,3934563740
2009-04-14,3754120040
2009-04-15,3848574520
2009-04-16,4080255320
2009-04-17,4034810240
2009-04-20,3836099399
2009-04-21,3924761860
2009-04-22,3984018680
2009-04-23,3982682060
2009-04-24,4128373640
2009-04-27,4004513520
2009-04-28,3924761860
2009-04-29,3861940720
2009-04-30,3743872620
2009-05-01,3715358060
2009-05-04,3964414920
2009-05-05,4187630460
2009-05-06,4197432339
2009-05-07,3997384880
2009-05-08,4018770800
2009-05-11,3909613500
2009-05-12,3873970300
2009-05-13,3685061339
2009-05-14,3637834100
2009-05-15,3612438320
2009-05-18,3793327560
2009-05-19,3741644920
2009-05-20,3750555720
2009-05-21,3576795120
2009-05-22,3513082899
2009-05-26,3622240200
2009-05-27,3554963660
2009-05-28,3559864600
2009-05-29,3629814380
2009-06-01,3819614420
2009-06-02,3865950580
2009-06-03,3742536000
2009-06-04,3689962279
2009-06-05,3590606860
2009-06-08,3457390399
2009-06-09,3491251440
2009-06-10,3494815760
2009-06-11,3543825160
2009-06-12,3717585760
2009-06-15,3655655700
2009-06-16,3636497480
2009-06-17,3499271160
2009-06-18,3592834560
2009-06-19,3567884320
2009-06-22,3492588060
2009-06-23,3517538300
2009-06-24,3548280560
2009-06-25,3638279640
2009-06-26,3579468360
2009-06-29,3542488540
2009-06-30,3519783360
2009-07-01,3507735420
2009-07-02,3472484039
2009-07-06,3457758780
2009-07-07,3416706539
2009-07-08,3396180420
2009-07-09,3471145380
2009-07-10,3367622340
2009-07-13,3440356199
2009-07-14,3323892780
2009-07-15,3444372180
2009-07-16,3531831300
2009-07-17,3531831300
2009-07-20,3553249860
2009-07-21,3550126320
2009-07-22,3625091280
2009-07-23,3875420699
2009-07-24,3940568820
2009-07-27,3891038400
2009-07-28,3903978780
2009-07-29,3798224640
2009-07-30,3844185300
2009-07-31,3840615539
2009-08-03,3928520880
2009-08-04,3985637039
2009-08-05,3929413320
2009-08-06,3894161940
2009-08-07,3961987380
2009-08-10,3874974480
2009-08-11,3833922240
2009-08-12,3930751980
2009-08-13,3937445280
2009-08-14,3854894580
2009-08-17,3732630300
2009-08-18,3805364160
2009-08-19,3864265199
2009-08-20,3917811600
2009-08-21,3997684980
2009-08-24,3959756280
2009-08-25,3961541160
2009-08-26,3985637039
2009-08-27,3949047000
2009-08-28,3978497520
2009-08-31,3907994760
2009-09-01,3837938220
2009-09-02,3833476020
2009-09-03,3864265199
2009-09-04,3904425000
2009-09-08,4034275020
2009-09-09,4069526400
2009-09-10,4058817119
2009-09-11,4074881039
2009-09-14,4104331560
2009-09-15,4226149619
2009-09-16,4508606880
2009-09-17,4576878540
2009-09-18,4489865640
2009-09-21,4430518380
2009-09-22,4368047580
2009-09-23,4346629020
2009-09-24,4186882260
2009-09-25,4162786380
2009-09-28,4242213539
2009-09-29,4203392400
2009-09-30,4136705099
2009-10-01,4083238400
2009-10-02,4039656300
2009-10-05,4086383500
2009-10-06,4195563400
2009-10-07,4143893900
2009-10-08,4163213800
2009-10-09,4145241800
2009-10-12,4161865900
2009-10-13,4155575700
2009-10-14,4106602000
2009-10-15,4227912999
2009-10-16,4178490000
2009-10-19,4296206600
2009-10-20,4299801000
2009-10-21,4139400900
2009-10-22,4171750499
2009-10-23,4067962200
2009-10-26,3927780600
2009-10-27,3954289300
2009-10-28,3798831500
2009-10-29,3893633800
2009-10-30,3743567599
2009-11-02,3695492500
2009-11-03,3586312599
2009-11-04,3572833600
2009-11-05,3721102599
2009-11-06,3768279100
2009-11-09,3884647799
2009-11-10,3844210800
2009-11-11,3878357599
2009-11-12,3796585000
2009-11-13,3860834900
2009-11-16,3990233300
2009-11-17,3985740299
2009-11-18,3932273600
2009-11-19,3863081400
2009-11-20,3884647799
2009-11-23,3930925700
2009-11-24,3864429300
2009-11-25,3887343600
2009-11-27,3775467900
2009-11-30,3832079700
2009-12-01,3852298200
2009-12-02,3905315600
2009-12-03,3816803500
2009-12-04,3810064000
2009-12-07,3741321100
2009-12-08,3706725000
2009-12-09,3821745800
2009-12-10,3878806900
2009-12-11,3895880299
2009-12-14,3931375000
2009-12-15,3894083100
2009-12-16,3908011400
2009-12-17,3892735200
2009-12-18,3993827700
2009-12-21,4104804800
2009-12-22,4201853600
2009-12-23,4209042400
2009-12-24,4223420000
2009-12-28,4203201500
2009-12-29,4182533700
2009-12-30,4107949900
2009-12-31,4059214000
2010-01-04,4161818000
2010-01-05,4105522000
2010-01-06,4207672000
2010-01-07,4169989999
2010-01-08,4100982000
2010-01-11,4037422000
2010-01-12,4023802000
2010-01-13,4026980000
2010-01-14,4009727999
2010-01-15,3924830000
2010-01-19,4002464000
2010-01-20,3965236000
2010-01-21,3843564000
2010-01-22,3725977999
2010-01-25,3720530000
2010-01-26,3695560000
2010-01-27,3667866000
2010-01-28,3622012000
2010-01-29,3594772000
2010-02-01,3675583999
2010-02-02,3727339999
2010-02-03,3676038000
2010-02-04,3563900000
2010-02-05,3569348000
2010-02-08,3614294000
2010-02-09,3448130000
2010-02-10,3514414000
2010-02-11,3543470000
2010-02-12,3552550000
2010-02-16,3612477999
2010-02-17,3617018000
2010-02-18,3662418000
2010-02-19,3700554000
2010-02-22,3722346000
2010-02-23,3699646000
2010-02-24,3716898000
2010-02-25,3675583999
2010-02-26,3596588000
2010-03-01,3548918000
2010-03-02,3524402000
2010-03-03,3603852000
2010-03-04,3656062000
2010-03-05,3729156000
2010-03-08,3746862000
2010-03-09,3717352000
2010-03-10,3722800000
2010-03-11,3740052000
2010-03-12,3725524000
2010-03-15,3692382000
2010-03-16,3759574000
2010-03-17,4049680000
2010-03-18,3970230000
2010-03-19,3968414000
2010-03-22,4039692000
2010-03-23,4037876000
2010-03-24,3990660000
2010-03-25,3825858000
2010-03-26,3784998000
2010-03-29,3854460000
2010-03-30,3825858000
2010-03-31,3798433650
2010-04-01,3932549500
2010-04-05,3951643960
2010-04-06,3892542060
2010-04-07,3891178170
2010-04-08,3966646750
2010-04-09,3978467130
2010-04-12,3958918040
2010-04-13,3932549500
2010-04-14,3968465270
2010-04-15,4041660700
2010-04-16,4129404290
2010-04-19,4082122770
2010-04-20,4195325640
2010-04-21,4246698830
2010-04-22,4361720220
2010-04-23,4389907280
2010-04-26,4411274890
2010-04-27,4261246990
2010-04-28,4247608090
2010-04-29,4381723940
2010-04-30,4358992440
2010-05-03,4537662030
2010-05-04,4201235830
2010-05-05,4079849620
2010-05-06,3994379180
2010-05-07,4007108820
2010-05-10,4258064580
2010-05-11,4147589490
2010-05-12,4265793290
2010-05-13,4238515490
2010-05-14,4183959890
2010-05-17,4253063650
2010-05-18,4220784920
2010-05-19,4222148810
2010-05-20,4046207000
2010-05-21,4093033890
2010-05-24,4126676510
2010-05-25,4186233040
2010-05-26,4272612740
2010-05-27,4331260010
2010-05-28,4238515490
2010-06-01,4174867290
2010-06-02,4269430330
2010-06-03,4318530370
2010-06-04,4054390340
2010-06-07,3992106030
2010-06-08,4013019010
2010-06-09,3999834740
2010-06-10,4155318200
2010-06-11,4181686740
2010-06-14,4178958960
2010-06-15,4228968260
2010-06-16,4221694180
2010-06-17,4184869150
2010-06-18,4190324710
2010-06-21,4210328430
2010-06-22,4061664420
2010-06-23,4098034820
2010-06-24,4000744000
2010-06-25,4028931060
2010-06-28,3998470850
2010-06-29,3882540200
2010-06-30,3861060060
2010-07-01,3882912540
2010-07-02,3910683400
2010-07-06,3966225120
2010-07-07,3903854500
2010-07-08,3873807340
2010-07-09,3944372640
2010-07-12,3849678560
2010-07-13,3950746280
2010-07-14,3925706980
2010-07-15,3906586060
2010-07-16,3749521360
2010-07-19,3746334540
2010-07-20,3850133819
2010-07-21,3820997180
2010-07-22,3901578200
2010-07-23,3965769860
2010-07-26,4024498400
2010-07-27,3930714840
2010-07-28,3889286180
2010-07-29,3842849660
2010-07-30,3887920400
2010-08-02,3978061880
2010-08-03,3751797660
2010-08-04,3714466340
2010-08-05,3741781940
2010-08-06,3760902860
2010-08-09,3772284360
2010-08-10,3725392580
2010-08-11,3597919780
2010-08-12,3554214819
2010-08-13,3541012280
2010-08-16,3487746860
2010-08-17,3580164640
2010-08-18,3592456660
2010-08-19,3503225700
2010-08-20,3540101760
2010-08-23,3496396800
2010-08-24,3305642860
2010-08-25,3325674300
2010-08-26,3328861120
2010-08-27,3421734160
2010-08-30,3328861120
2010-08-31,3332503200
2010-09-01,3444041900
2010-09-02,3512330900
2010-09-03,3518249280
2010-09-07,3586993540
2010-09-08,3505957260
2010-09-09,3513696680
2010-09-10,3521436099
2010-09-13,3576067300
2010-09-14,3535093900
2010-09-15,3499583620
2010-09-16,3476820620
2010-09-17,3428107800
2010-09-20,3434026180
2010-09-21,3475910099
2010-09-22,3436757740
2010-09-23,3384402840
2010-09-24,3480007440
2010-09-27,3456789180
2010-09-28,3465439120
2010-09-29,3505502000
2010-09-30,3506060470
2010-10-01,3561177180
2010-10-04,3534302090
2010-10-05,3579397580
2010-10-06,3609005730
2010-10-07,3569831870
2010-10-08,3596706959
2010-10-11,3609916750
2010-10-12,3557533099
2010-10-13,3570287380
2010-10-14,3587141250
2010-10-15,3623126540
2010-10-18,3583041660
2010-10-19,3545689840
2010-10-20,3577575540
2010-10-21,3592151860
2010-10-22,3594429410
2010-10-25,3639980410
2010-10-26,3662755910
2010-10-27,3651823670
2010-10-28,3638158370
2010-10-29,3665944480
2010-11-01,3655923260
2010-11-02,3766612190
2010-11-03,3747936280
2010-11-04,3901443150
2010-11-05,3961114959
2010-11-08,4057227569
2010-11-09,4061327160
2010-11-10,4035363090
2010-11-11,4008488000
2010-11-12,3924674160
2010-11-15,3901443150
2010-11-16,3827195020
2010-11-17,3867735410
2010-11-18,3879578670
2010-11-19,3877301120
2010-11-22,3906909270
2010-11-23,3893699480
2010-11-24,3961570470
2010-11-26,3878212140
2010-11-29,3875934590
2010-11-30,3850881540
2010-12-01,4026252890
2010-12-02,4106422650
2010-12-03,4081825110
2010-12-06,4049483900
2010-12-07,4055405530
2010-12-08,4053583490
2010-12-09,4077270010
2010-12-10,4122365500
2010-12-13,4179304250
2010-12-14,4263118090
2010-12-15,4260840540
2010-12-16,4318234800
2010-12-17,4269950740
2010-12-20,4239887080
2010-12-21,4278149920
2010-12-22,4270406250
2010-12-23,4221666680
2010-12-27,4254463400
2010-12-28,4242620140
2010-12-29,4281794000
2010-12-30,4235331980
2010-12-31,4204668160
2011-01-03,4239312000
2011-01-04,3964896320
2011-01-05,3862332320
2011-01-06,3776634399
2011-01-07,3720566080
2011-01-10,3768429280
2011-01-11,3782104480
2011-01-12,3810822399
2011-01-13,3789853760
2011-01-14,3824041760
2011-01-18,3828144320
2011-01-19,3806264000
2011-01-20,3799426399
2011-01-21,3807631520
2011-01-24,3870993280
2011-01-25,3853671360
2011-01-26,3847289600
2011-01-27,3861420639
2011-01-28,3751107360
2011-01-31,3806264000
2011-02-01,3821306720
2011-02-02,3839084480
2011-02-03,3929796639
2011-02-04,3920224000
2011-02-07,4039654080
2011-02-08,4132189600
2011-02-09,4017317920
2011-02-10,4046491680
2011-02-11,4081591360
2011-02-14,4139027200
2011-02-15,4079768000
2011-02-16,4175038560
2011-02-17,4197374720
2011-02-18,4200109760
2011-02-22,4029169760
2011-02-23,3955779520
2011-02-24,3967631360
2011-02-25,4015038720
2011-02-28,4050594240
2011-03-01,3931620000
2011-03-02,3925694080
2011-03-03,3957602879
2011-03-04,3940736800
2011-03-07,3881477600
2011-03-08,3922959040
2011-03-09,3901078720
2011-03-10,3840452000
2011-03-11,3870993280
2011-03-14,3864611520
2011-03-15,3904269600
2011-03-16,3822674240
2011-03-17,3844098720
2011-03-18,3866890720
2011-03-21,3900622879
2011-03-22,3841363680
2011-03-23,3846833760
2011-03-24,3979027360
2011-03-25,4020052960
2011-03-28,4004098560
2011-03-29,4026434720
2011-03-30,4072930399
2011-03-31,4091462760
2011-04-01,4160817320
2011-04-04,4073667840
2011-04-05,4127052600
2011-04-06,4159904760
2011-04-07,4148954040
2011-04-08,4111539080
2011-04-11,4035796600
2011-04-12,4015264000
2011-04-13,4047659879
2011-04-14,4048116160
2011-04-15,4061348280
2011-04-18,3949559680
2011-04-19,3949559680
2011-04-20,4014807720
2011-04-21,4116101879
2011-04-25,4148954040
2011-04-26,4182718760
2011-04-27,4200513680
2011-04-28,4175874560
2011-04-29,4160817320
2011-05-02,4148497760
2011-05-03,4065911080
2011-05-04,4013895160
2011-05-05,3968723440
2011-05-06,3978305320
2011-05-09,3955035040
2011-05-10,4031690080
2011-05-11,3995643959
2011-05-12,3965073200
2011-05-13,3945453160
2011-05-16,3958229000
2011-05-17,3948190840
2011-05-18,3953666200
2011-05-19,3962791799
2011-05-20,3936783840
2011-05-23,3887505600
2011-05-24,3875186040
2011-05-25,3812675680
2011-05-26,3797162160
2011-05-27,3839139920
2011-05-31,3908494480
2011-06-01,3843246440
2011-06-02,3818151040
2011-06-03,3741952280
2011-06-06,3698149400
2011-06-07,3696324280
2011-06-08,3671228879
2011-06-09,3679898200
2011-06-10,3607805959
2011-06-13,3621494360
2011-06-14,3758834640
2011-06-15,3639289280
2011-06-16,3649783720
2011-06-17,3689480080
2011-06-20,3709556400
2011-06-21,3758378360
2011-06-22,3706818720
2011-06-23,3700887080
2011-06-24,3625600879
2011-06-27,3621038080
2011-06-28,3665753520
2011-06-29,3652521400
2011-06-30,3653829300
2011-07-01,3705915900
2011-07-05,3717795300
2011-07-06,3680786400
2011-07-07,3693579600
2011-07-08,3643777500
2011-07-11,3548285400
2011-07-12,3582096000
2011-07-13,3607682399
2011-07-14,3541431900
2011-07-15,3552397500
2011-07-18,3482948700
2011-07-19,3524526600
2011-07-20,3552854400
2011-07-21,3613165200
2011-07-22,3616820400
2011-07-25,3601285799
2011-07-26,3579811499
2011-07-27,3514474800
2011-07-28,3463758900
2011-07-29,3455077800
2011-08-01,3399792900
2011-08-02,3197386200
2011-08-03,3222058800
2011-08-04,3132506400
2011-08-05,3090014700
2011-08-08,3057117900
2011-08-09,3042953999
2011-08-10,2855168100
2011-08-11,2989496700
2011-08-12,2969393100
2011-08-15,3118342500
2011-08-16,3115144200
2011-08-17,3057574800
2011-08-18,2832780000
2011-08-19,2827754100
2011-08-22,2866133700
2011-08-23,3008686499
2011-08-24,3083618100
2011-08-25,3003203700
2011-08-26,3037471200
2011-08-29,3215205300
2011-08-30,3241705500
2011-08-31,3236222700
2011-09-01,3181851600
2011-09-02,3021936600
2011-09-06,3179567100
2011-09-07,3222515700
2011-09-08,3169972200
2011-09-09,3020108999
2011-09-12,3050721300
2011-09-13,3102807900
2011-09-14,3104178600
2011-09-15,3144842700
2011-09-16,3117885600
2011-09-19,3020108999
2011-09-20,2942436000
2011-09-21,2875728600
2011-09-22,2844202500
2011-09-23,2872530300
2011-09-26,3000462300
2011-09-27,3007772700
2011-09-28,2954315400
2011-09-29,3007315799
2011-09-30,2889154000
2011-10-03,2816034000
2011-10-04,2910176000
2011-10-05,2970043000
2011-10-06,3072411000
2011-10-07,2984210000
2011-10-10,3127708000
2011-10-11,3138676000
2011-10-12,3167467000
2011-10-13,3177064000
2011-10-14,3214994999
2011-10-17,3104401000
2011-10-18,3214538000
2011-10-19,3149644000
2011-10-20,3187118000
2011-10-21,3240587000
2011-10-24,3315535000
2011-10-25,3234646000
2011-10-26,3308223000
2011-10-27,3467259000
2011-10-28,3387741000
2011-10-31,3298169000
2011-11-01,3261152000
2011-11-02,3269835000
2011-11-03,3404193000
2011-11-04,3376773000
2011-11-07,3367176000
2011-11-08,3470001000
2011-11-09,3320562000
2011-11-10,3410591000
2011-11-11,3448521999
2011-11-14,3463603000
2011-11-15,3473657000
2011-11-16,3432984000
2011-11-17,3432527000
2011-11-18,3455834000
2011-11-21,3390940000
2011-11-22,3349353000
2011-11-23,3220936000
2011-11-25,3274405000
2011-11-28,3315078000
2011-11-29,3327417000
2011-11-30,3576482000
2011-12-01,3523927000
2011-12-02,3456748000
2011-12-05,3447608000
2011-12-06,3465888000
2011-12-07,3462232000
2011-12-08,3299540000
2011-12-09,3353009000
2011-12-12,3409677000
2011-12-13,3411505000
2011-12-14,3264351000
2011-12-15,3359864000
2011-12-16,3401908000
2011-12-19,3374944999
2011-12-20,3469544000
2011-12-21,3491480000
2011-12-22,3463603000
2011-12-23,3472743000
2011-12-27,3467716000
2011-12-28,3330616000
2011-12-29,3427500000
2011-12-30,3446237000
2012-01-03,3463893160
2012-01-04,3462521139
2012-01-05,3470753260
2012-01-06,3393005460
2012-01-09,3423647240
2012-01-10,3419531180
2012-01-11,3459319760
2012-01-12,3559019879
2012-01-13,3611613980
2012-01-17,3574569440
2012-01-18,3649115860
2012-01-19,3688447100
2012-01-20,3699880600
2012-01-23,3659634680
2012-01-24,3666952120
2012-01-25,3735095780
2012-01-26,3723204940
2012-01-27,3732809080
2012-01-30,3769396280
2012-01-31,3773512340
2012-02-01,3789519240
2012-02-02,3807355500
2012-02-03,3854918860
2012-02-06,3913915720
2012-02-07,3944100160
2012-02-08,3952332280
2012-02-09,4037854860
2012-02-10,3988004800
2012-02-13,4023677320
2012-02-14,4041056240
2012-02-15,4068953980
2012-02-16,4093193000
2012-02-17,4087247580
2012-02-21,4021847960
2012-02-22,3967881840
2012-02-23,4018646580
2012-02-24,4012243820
2012-02-27,4013615840
2012-02-28,3972455240
2012-02-29,3927178580
2012-03-01,3923977200
2012-03-02,3894250100
2012-03-05,3934038680
2012-03-06,3832509200
2012-03-07,3863608320
2012-03-08,3950960260
2012-03-09,3992120860
2012-03-12,3971540560
2012-03-13,4081302160
2012-03-14,4041056240
2012-03-15,4094107680
2012-03-16,4056605800
2012-03-19,4069868660
2012-03-20,4035110820
2012-03-21,4051117720
2012-03-22,3987090120
2012-03-23,4005841060
2012-03-26,4027336040
2012-03-27,4004926379
2012-03-28,3946844200
2012-03-29,3917574440
2012-03-30,3916202420
2012-04-02,3924347320
2012-04-03,3909239590
2012-04-04,3890469380
2012-04-05,3895505290
2012-04-09,3837821230
2012-04-10,3759535720
2012-04-11,3790208990
2012-04-12,3837363419
2012-04-13,3785173080
2012-04-16,3803485480
2012-04-17,3860711730
2012-04-18,3781510599
2012-04-19,3749006090
2012-04-20,3757246669
2012-04-23,3733898360
2012-04-24,3734813980
2012-04-25,3796160520
2012-04-26,3788377750
2012-04-27,3818135400
2012-04-30,3794329280
2012-05-01,3745801419
2012-05-02,3759993530
2012-05-03,3711923480
2012-05-04,3636384830
2012-05-07,3653323800
2012-05-08,3612578710
2012-05-09,3553521220
2012-05-10,3524679190
2012-05-11,3512318320
2012-05-14,3474320090
2012-05-15,3420756320
2012-05-16,3140576599
2012-05-17,3046725550
2012-05-18,3130962590
2012-05-21,3163009290
2012-05-22,3124095440
2012-05-23,3150648419
2012-05-24,3164382720
2012-05-25,3133251640
2012-05-29,3187273220
2012-05-30,3098915890
2012-05-31,3088844070
2012-06-01,3014678849
2012-06-04,2983547770
2012-06-05,2955621360
2012-06-06,3053134890
2012-06-07,3051303650
2012-06-08,3091590930
2012-06-11,3061833280
2012-06-12,3057712990
2012-06-13,2997739880
2012-06-14,3031617820
2012-06-15,3111276759
2012-06-18,3131878210
2012-06-19,3217946490
2012-06-20,3196887230
2012-06-21,3134167259
2012-06-22,3188188840
2012-06-25,3184984169
2012-06-26,3326905270
2012-06-27,3411142310
2012-06-28,3545280640
2012-06-29,3608458419
2012-07-02,3609182000
2012-07-03,3622481400
2012-07-05,3624315800
2012-07-06,3656876400
2012-07-09,3628443200
2012-07-10,3572494000
2012-07-11,3584417600
2012-07-12,3719704600
2012-07-13,3744927600
2012-07-16,3746303400
2012-07-17,3757768400
2012-07-18,3808673000
2012-07-19,3836647600
2012-07-20,3827017000
2012-07-23,3789870400
2012-07-24,3756392600
2012-07-25,3739883000
2012-07-26,3589462200
2012-07-27,3642201200
2012-07-30,3577080000
2012-07-31,3445920400
2012-08-01,3417028600
2012-08-02,3362913800
2012-08-03,3430328000
2012-08-06,3448672000
2012-08-07,3518379200
2012-08-08,3520672200
2012-08-09,3561946200
2012-08-10,3604137400
2012-08-13,3580290199
2012-08-14,3519755000
2012-08-15,3480774000
2012-08-16,3580748800
2012-08-17,3597258400
2012-08-20,3572494000
2012-08-21,3513793200
2012-08-22,3547729600
2012-08-23,3515627600
2012-08-24,3612392200
2012-08-27,3564697800
2012-08-28,3573411200
2012-08-29,3522048000
2012-08-30,3429410800
2012-08-31,3502786800
2012-09-04,3450047800
2012-09-05,3439041400
2012-09-06,3550481200
2012-09-07,3720621800
2012-09-10,3860494800
2012-09-11,3856825999
2012-09-12,3984775400
2012-09-13,4041641800
2012-09-14,4170049800
2012-09-17,4009081200
2012-09-18,4014125800
2012-09-19,4126482800
2012-09-20,4043017600
2012-09-21,4033845599
2012-09-24,4041183200
2012-09-25,3905437600
2012-09-26,3816469200
2012-09-27,3904979000
2012-09-28,3800418200
2012-10-01,3767472000
2012-10-02,3830813999
2012-10-03,3872124000
2012-10-04,3905631000
2012-10-05,3896451000
2012-10-08,3876255000
2012-10-09,3792258000
2012-10-10,3811077000
2012-10-11,3795012000
2012-10-12,3778029000
2012-10-15,3799143000
2012-10-16,3851010000
2012-10-17,3948318000
2012-10-18,3915729000
2012-10-19,3811077000
2012-10-22,3795930000
2012-10-23,3758292000
2012-10-24,3775275000
2012-10-25,3781701000
2012-10-26,3763800000
2012-10-31,3778029000
2012-11-01,3865238999
2012-11-02,3847797000
2012-11-05,3901959000
2012-11-06,3992382000
2012-11-07,3988251000
2012-11-08,3959334000
2012-11-09,3953367000
2012-11-12,3920319000
2012-11-13,3924909000
2012-11-14,3846420000
2012-11-15,3789504000
2012-11-16,3782160000
2012-11-19,3920319000
2012-11-20,3922613999
2012-11-21,3922613999
2012-11-23,3947400000
2012-11-26,3983202000
2012-11-27,3939137999
2012-11-28,3984120000
2012-11-29,4167261000
2012-11-30,4131000000
2012-12-03,4151655000
2012-12-04,4174146000
2012-12-05,4144770000
2012-12-06,4153491000
2012-12-07,4172310000
2012-12-10,4201227000
2012-12-11,4240701000
2012-12-12,4245750000
2012-12-13,4256307000
2012-12-14,4275585000
2012-12-17,4375188000
2012-12-18,4369221000
2012-12-19,4367844000
2012-12-20,4387581000
2012-12-21,4360959000
2012-12-24,4378860000
2012-12-26,4370598000
2012-12-27,4347648000
2012-12-28,4284306000
2012-12-31,4339519840
2013-01-02,4464255720
2013-01-03,4462414600
2013-01-04,4494173920
2013-01-07,4500157560
2013-01-08,4485888880
2013-01-09,4512585120
2013-01-10,4530075760
2013-01-11,4522251000
2013-01-14,4514426240
2013-01-15,4554470600
2013-01-16,4496935600
2013-01-17,4508442600
2013-01-18,4510744000
2013-01-22,4541122480
2013-01-23,4529155200
2013-01-24,4567358440
2013-01-25,4572881800
2013-01-28,4569199560
2013-01-29,4675063960
2013-01-30,4606021960
2013-01-31,4544344440
2013-02-01,4527314080
2013-02-04,4490491680
2013-02-05,4514886520
2013-02-06,4565977600
2013-02-07,4481746360
2013-02-08,4523171560
2013-02-11,4513965960
2013-02-12,4530536040
2013-02-13,4581166840
2013-02-14,4618909800
2013-02-15,4652970520
2013-02-19,4696697120
2013-02-20,4539281360
2013-02-21,4505680920
2013-02-22,4514886520
2013-02-25,4355629640
2013-02-26,4391991760
2013-02-27,4427433320
2013-02-28,4470699640
2013-03-01,4530075760
2013-03-04,4552629480
2013-03-05,4670921440
2013-03-06,4699919080
2013-03-07,4759755480
2013-03-08,4827416640
2013-03-11,4819591880
2013-03-12,4783690040
2013-03-13,4823734400
2013-03-14,4819591880
2013-03-15,4767119960
2013-03-18,4782309200
2013-03-19,4740423720
2013-03-20,4752851280
2013-03-21,4719250840
2013-03-22,4726155040
2013-03-25,4687491520
2013-03-26,4694856000
2013-03-27,4693014880
2013-03-28,4695776560
2013-04-01,4701006390
2013-04-02,4650725780
2013-04-03,4528483930
2013-04-04,4504035560
2013-04-05,4560774230
2013-04-08,4587067760
2013-04-09,4565848420
2013-04-10,4609209680
2013-04-11,4621203220
2013-04-12,4554316170
2013-04-15,4315829240
2013-04-16,4525716190
2013-04-17,4453293660
2013-04-18,4361035660
2013-04-19,4382716290
2013-04-22,4389174350
2013-04-23,4458367850
2013-04-24,4549703270
2013-04-25,4521564580
2013-04-26,4460213010
2013-04-29,4541861340
2013-04-30,4658567710
2013-05-01,4587990340
2013-05-02,4753593450
2013-05-03,4921964300
2013-05-06,4931190100
2013-05-07,5004073920
2013-05-08,5021141650
2013-05-09,4961635240
2013-05-10,4953332020
2013-05-13,4935341710
2013-05-14,4981932000
2013-05-15,5050664210
2013-05-16,5070499680
2013-05-17,5116167390
2013-05-20,5170599610
2013-05-21,5165525420
2013-05-22,5012838430
2013-05-23,4993002960
2013-05-24,4992080380
2013-05-28,5072344840
2013-05-29,5047435180
2013-05-30,5100022240
2013-05-31,5029444870
2013-06-03,5013761010
2013-06-04,4934880420
2013-06-05,4830167590
2013-06-06,4914122370
2013-06-07,4917812690
2013-06-10,5028983580
2013-06-11,4945951380
2013-06-12,4909048180
2013-06-13,5051125500
2013-06-14,5047896470
2013-06-17,5064502910
2013-06-18,5061735170
2013-06-19,4986083610
2013-06-20,4844928870
2013-06-21,4666870930
2013-06-24,4522948450
2013-06-25,4598600010
2013-06-26,4584300020
2013-06-27,4641499980
2013-06-28,4540016180
2013-07-01,4631799040
2013-07-02,4530987120
2013-07-03,4468557720
2013-07-05,4494916800
2013-07-08,4529137360
2013-07-09,4678967920
2013-07-10,4793653040
2013-07-11,4856082440
2013-07-12,4878279560
2013-07-15,4855157560
2013-07-16,4798277440
2013-07-17,4846371200
2013-07-18,4902788880
2013-07-19,4921748920
2013-07-22,4892615200
2013-07-23,4880591760
2013-07-24,4844521440
2013-07-25,4739547560
2013-07-26,4776080320
2013-07-29,4689604040
2013-07-30,4653071280
2013-07-31,4605902400
2013-08-01,4707639200
2013-08-02,4679892800
2013-08-05,4666482040
2013-08-06,4593878960
2013-08-07,4570756960
2013-08-08,4566132560
2013-08-09,4586479920
2013-08-12,4573531600
2013-08-13,4547634960
2013-08-14,4533299320
2013-08-15,4423238600
2013-08-16,4451447440
2013-08-19,4470407480
2013-08-20,4566595000
2013-08-21,4501390960
2013-08-22,4553646680
2013-08-23,4498616320
2013-08-26,4475494320
2013-08-27,4447285480
2013-08-28,4452834760
2013-08-29,4406590760
2013-08-30,4441736200
2013-09-03,4397341960
2013-09-04,4389018040
2013-09-05,4389480480
2013-09-06,4389018040
2013-09-09,4473644560
2013-09-10,4592954080
2013-09-11,4616538520
2013-09-12,4620700480
2013-09-13,4596653600
2013-09-16,4568907200
2013-09-17,4549022280
2013-09-18,4572606720
2013-09-19,4538848600
2013-09-20,4450060120
2013-09-23,4451909880
2013-09-24,4445898160
2013-09-25,4490754840
2013-09-26,4498153880
2013-09-27,4482893360
2013-09-30,4545271000
2013-10-01,4614721000
2013-10-02,4602683000
2013-10-03,4535085000
2013-10-04,4529529000
2013-10-07,4530918000
2013-10-08,4410075000
2013-10-09,4388777000
2013-10-10,4475821000
2013-10-11,4529529000
2013-10-14,4542493000
2013-10-15,4447578000
2013-10-16,4463783000
2013-10-17,4509157000
2013-10-18,4514713000
2013-10-21,4512398000
2013-10-22,4618425000
2013-10-23,4536937000
2013-10-24,4560550000
2013-10-25,4618425000
2013-10-28,4612869000
2013-10-29,4601757000
2013-10-30,4583237000
2013-10-31,4541567000
2013-11-01,4565643000
2013-11-04,4757325000
2013-11-05,4638334000
2013-11-06,4608239000
2013-11-07,4673522000
2013-11-08,4662410000
2013-11-11,4651298000
2013-11-12,4602683000
2013-11-13,4654539000
2013-11-14,4736027000
2013-11-15,4761029000
2013-11-18,4694820000
2013-11-19,4680930000
2013-11-20,4652687000
2013-11-21,4648520000
