,HWM
2009-04-13,18574681873
2009-04-14,17925075513
2009-04-15,18371679886
2009-04-16,18574681873
2009-04-17,18797984060
2009-04-20,16970966171
2009-04-21,17640872730
2009-04-22,17539371736
2009-04-23,18067176904
2009-04-24,18554381675
2009-04-27,17843874718
2009-04-28,17295769351
2009-04-29,17864174916
2009-04-30,18412280283
2009-05-01,19670892607
2009-05-04,21031005924
2009-05-05,20564101353
2009-05-06,21376109304
2009-05-07,20052826347
2009-05-08,20378557536
2009-05-11,19523513164
2009-05-12,19258856573
2009-05-13,17569126027
2009-05-14,17793066220
2009-05-15,18383454001
2009-05-18,19319931171
2009-05-19,19706736958
2009-05-20,19319931171
2009-05-21,18525961396
2009-05-22,18037364612
2009-05-26,18872050785
2009-05-27,18424170400
2009-05-28,18505603197
2009-05-29,18770259788
2009-06-01,20012109948
2009-06-02,21416825702
2009-06-03,20500706732
2009-06-04,21762915091
2009-06-05,22271870074
2009-06-08,21925780686
2009-06-09,22699392260
2009-06-10,23391571038
2009-06-11,24877719590
2009-06-12,24409481005
2009-06-15,22821541456
2009-06-16,22190437277
2009-06-17,21355751104
2009-06-18,21946138885
2009-06-19,22394019270
2009-06-22,20398915735
2009-06-23,20358199337
2009-06-24,20785721523
2009-06-25,21823989689
2009-06-26,21905422486
2009-06-29,21253960107
2009-06-30,21030019915
2009-07-01,21070736314
2009-07-02,20113900945
2009-07-06,18851692586
2009-07-07,19157065576
2009-07-08,19258856573
2009-07-09,18790617988
2009-07-10,19014558180
2009-07-13,19666020559
2009-07-14,19523513164
2009-07-15,20643214127
2009-07-16,21253960107
2009-07-17,20806079722
2009-07-20,21579691297
2009-07-21,20643214127
2009-07-22,20765363323
2009-07-23,21986855284
2009-07-24,22434735669
2009-07-27,23004765251
2009-07-28,22923332453
2009-07-29,22414377470
2009-07-30,23330496440
2009-07-31,23941242420
2009-08-03,25651331164
2009-08-04,26078853350
2009-08-05,27096763317
2009-08-06,26117362234
2009-08-07,26525446018
2009-08-10,25892916152
2009-08-11,25933724530
2009-08-12,26443829261
2009-08-13,27974143455
2009-08-14,27076359128
2009-08-17,25321598853
2009-08-18,26362212504
2009-08-19,25464428178
2009-08-20,25362407231
2009-08-21,25627661692
2009-08-24,25342003042
2009-08-25,25199173717
2009-08-26,25015536014
2009-08-27,25301194664
2009-08-28,25505236556
2009-08-31,24587048040
2009-09-01,23648455335
2009-09-02,23566838578
2009-09-03,24505431283
2009-09-04,24852302500
2009-09-08,25709278449
2009-09-09,26137766423
2009-09-10,26198978991
2009-09-11,26505041829
2009-09-14,26403020883
2009-09-15,28545460754
2009-09-16,29524861837
2009-09-17,28667885889
2009-09-18,28688290078
2009-09-21,28443439808
2009-09-22,29096373863
2009-09-23,28851523592
2009-09-24,27566059670
2009-09-25,26688679532
2009-09-28,27402826156
2009-09-29,27157975885
2009-09-30,26770296
2009-10-01,26362212
2009-10-02,26158170
2009-10-05,27382421
2009-10-06,28341418
2009-10-07,28973948
2009-10-08,29280011
2009-10-09,29055565
2009-10-12,29075969
2009-10-13,28790311
2009-10-14,29218798
2009-10-15,29300415
2009-10-16,28647481
2009-10-19,28708694
2009-10-20,28137376
2009-10-21,28198589
2009-10-22,28647481
2009-10-23,28014951
2009-10-26,27096763
2009-10-27,26137766
2009-10-28,24342197
2009-10-29,26525446
2009-10-30,25342003
2009-11-02,25464428
2009-11-03,25770491
2009-11-04,25586853
2009-11-05,26364071
2009-11-06,26364071
2009-11-09,27284462
2009-11-10,27550352
2009-11-11,27468540
2009-11-12,26998118
2009-11-13,26957212
2009-11-16,27836696
2009-11-17,28143493
2009-11-18,28143493
2009-11-19,27039024
2009-11-20,26854946
2009-11-23,26711774
2009-11-24,26425431
2009-11-25,26589056
2009-11-27,25893650
2009-11-30,25607306
2009-12-01,26179993
2009-12-02,27898055
2009-12-03,27141290
2009-12-04,26568603
2009-12-07,26691321
2009-12-08,26323165
2009-12-09,26752681
2009-12-10,27611712
2009-12-11,29882008
2009-12-14,30311524
2009-12-15,30025180
2009-12-16,30475149
2009-12-17,29657024
2009-12-18,29820649
2009-12-21,32172758
2009-12-22,32295476
2009-12-23,32724992
2009-12-24,33420398
2009-12-28,32929523
2009-12-29,32786351
2009-12-30,33338585
2009-12-31,32970429689
2010-01-04,34054445057
2010-01-05,32990882809
2010-01-06,34708944902
2010-01-07,33972632577
2010-01-08,34811210503
2010-01-11,35690694670
2010-01-12,31743242480
2010-01-13,32684086007
2010-01-14,32336382964
2010-01-15,31968226801
2010-01-19,31947773681
2010-01-20,31150101995
2010-01-21,29145696220
2010-01-22,27407181007
2010-01-25,27386727887
2010-01-26,27693524689
2010-01-27,27202649805
2010-01-28,26425431239
2010-01-29,26036821957
2010-02-01,27325368526
2010-02-02,27898055891
2010-02-03,27652618449
2010-02-04,26463699346
2010-02-05,27017161687
2010-02-08,26771178424
2010-02-09,27222147739
2010-02-10,26976164476
2010-02-11,27837105896
2010-02-12,27222147739
2010-02-16,28165083579
2010-02-17,27878103106
2010-02-18,27898601711
2010-02-19,27734612870
2010-02-22,27755111475
2010-02-23,27017161687
2010-02-24,26771178424
2010-02-25,27283643555
2010-02-26,27263144949
2010-03-01,27283643555
2010-03-02,27140153318
2010-03-03,27345139370
2010-03-04,27529626817
2010-03-05,28370069632
2010-03-08,28247078000
2010-03-09,28021593343
2010-03-10,27816607291
2010-03-11,27960097527
2010-03-12,27878103106
2010-03-15,27693615659
2010-03-16,28288075211
2010-03-17,29640983156
2010-03-18,29313005472
2010-03-19,29231011051
2010-03-22,29394999893
2010-03-23,29722977577
2010-03-24,29354002683
2010-03-25,28923531973
2010-03-26,29251509656
2010-03-29,29599985945
2010-03-30,29517991524
2010-03-31,29190013841
2010-04-01,30132949681
2010-04-05,30194445497
2010-04-06,30809403654
2010-04-07,30214944102
2010-04-08,30481425970
2010-04-09,29497492919
2010-04-12,29866467813
2010-04-13,29394999893
2010-04-14,29579487340
2010-04-15,29333504077
2010-04-16,28513559868
2010-04-19,28124086369
2010-04-20,28185582185
2010-04-21,28103587764
2010-04-22,28390568237
2010-04-23,28923531973
2010-04-26,28800540341
2010-04-27,27550125423
2010-04-28,27816607291
2010-04-29,28124086369
2010-04-30,27529626817
2010-05-03,26955665871
2010-05-04,25725749558
2010-05-05,25602757926
2010-05-06,24534264016
2010-05-07,24657551775
2010-05-10,25869881404
2010-05-11,24924675252
2010-05-12,25602757926
2010-05-13,26301388560
2010-05-14,25397278328
2010-05-17,24863031373
2010-05-18,24287688498
2010-05-19,24205496659
2010-05-20,22746591512
2010-05-21,23321934387
2010-05-24,22787687432
2010-05-25,23219194588
2010-05-26,23116454789
2010-05-27,24287688498
2010-05-28,23917825222
2010-06-01,22993167030
2010-06-02,23589057865
2010-06-03,23363030307
2010-06-04,22273988437
2010-06-07,21595905763
2010-06-08,22109604758
2010-06-09,22191796597
2010-06-10,23116454789
2010-06-11,23342482347
2010-06-14,23301386427
2010-06-15,23815085423
2010-06-16,23445222146
2010-06-17,22972619070
2010-06-18,22828783351
2010-06-21,24082208900
2010-06-22,23198646628
2010-06-23,23486318065
2010-06-24,22828783351
2010-06-25,23075358869
2010-06-28,22664399673
2010-06-29,21246590446
2010-06-30,20732405108
2010-07-01,20711796356
2010-07-02,20608752593
2010-07-06,21041536397
2010-07-07,21742233985
2010-07-08,22092582780
2010-07-09,22545975337
2010-07-12,22401714068
2010-07-13,22669627852
2010-07-14,22484149079
2010-07-15,22339887811
2010-07-16,21453711449
2010-07-19,21804060243
2010-07-20,22360496563
2010-07-21,21824668996
2010-07-22,22298670305
2010-07-23,22772671615
2010-07-26,23143629162
2010-07-27,23102411657
2010-07-28,22752062862
2010-07-29,22710845357
2010-07-30,23019976646
2010-08-02,24132849286
2010-08-03,23823717997
2010-08-04,23803109245
2010-08-05,23927083772
2010-08-06,23947746193
2010-08-09,24092383142
2010-08-10,23451848084
2010-08-11,22026141020
2010-08-12,22169744847
2010-08-13,21984816177
2010-08-16,21902166492
2010-08-17,22625351235
2010-08-18,22584026393
2010-08-19,22026141020
2010-08-20,21840179229
2010-08-23,21426930805
2010-08-24,20786395747
2010-08-25,20889707853
2010-08-26,20683083641
2010-08-27,21323618698
2010-08-30,21178981750
2010-08-31,21111828881
2010-09-01,21736867123
2010-09-02,22377402181
2010-09-03,22480714287
2010-09-07,22439389444
2010-09-08,22873300290
2010-09-09,23203899029
2010-09-10,23079924502
2010-09-13,23803109245
2010-09-14,23741121981
2010-09-15,23617147454
2010-09-16,23265886293
2010-09-17,23083023865
2010-09-20,23515901590
2010-09-21,23079924502
2010-09-22,24175032827
2010-09-23,24257682512
2010-09-24,25208153888
2010-09-27,24939542412
2010-09-28,25249478730
2010-09-29,24960204833
2010-09-30,25046796022
2010-10-01,25294988881
2010-10-04,24653823995
2010-10-05,25108844237
2010-10-06,25584547217
2010-10-07,25232940666
2010-10-08,26660049606
2010-10-11,26742780559
2010-10-12,27301214491
2010-10-13,27652821042
2010-10-14,27156435324
2010-10-15,27156435324
2010-10-18,27177118062
2010-10-19,26205029364
2010-10-20,26784146035
2010-10-21,26432539485
2010-10-22,26308443055
2010-10-25,26639366867
2010-10-26,26618684129
2010-10-27,26267077579
2010-10-28,26163663888
2010-10-29,27177118062
2010-11-01,26990973418
2010-11-02,27383945445
2010-11-03,27239166277
2010-11-04,28192744396
2010-11-05,29021942761
2010-11-08,28941095920
2010-11-09,28503693783
2010-11-10,28773183251
2010-11-11,28628073537
2010-11-12,27964714846
2010-11-15,27778145214
2010-11-16,27011136726
2010-11-17,26824567094
2010-11-18,27736685296
2010-11-19,27736685296
2010-11-22,27550115663
2010-11-23,27218436318
2010-11-24,27591575582
2010-11-26,27301356154
2010-11-29,27550115663
2010-11-30,27208071338
2010-12-01,28130554519
2010-12-02,29208512393
2010-12-03,29498731820
2010-12-06,29509096800
2010-12-07,29332892147
2010-12-08,29312162188
2010-12-09,29322527168
2010-12-10,29540191738
2010-12-13,29768221289
2010-12-14,29436541943
2010-12-15,28939022924
2010-12-16,29975520880
2010-12-17,30182820471
2010-12-20,30618149612
2010-12-21,30866909122
2010-12-22,31385158100
2010-12-23,31799757282
2010-12-27,31571727732
2010-12-28,31613187650
2010-12-29,31364428141
2010-12-30,31530267814
2010-12-31,32968943267
2011-01-03,33847258195
2011-01-04,35389664897
2011-01-05,35475354159
2011-01-06,35046907852
2011-01-07,35175441744
2011-01-10,35325397951
2011-01-11,34982640906
2011-01-12,34789840069
2011-01-13,33740146618
2011-01-14,34211437555
2011-01-18,34856249246
2011-01-19,34404238393
2011-01-20,34232859870
2011-01-21,33825835879
2011-01-24,35196864059
2011-01-25,34789840069
2011-01-26,35561043420
2011-01-27,35282553321
2011-01-28,34554194600
2011-01-31,35496776474
2011-02-01,37103450122
2011-02-02,36932071600
2011-02-03,36932071600
2011-02-04,36781853993
2011-02-07,37168127839
2011-02-08,37339805104
2011-02-09,36824773309
2011-02-10,36738934677
2011-02-11,37275426130
2011-02-14,37747538608
2011-02-15,37339805104
2011-02-16,37747538608
2011-02-17,37597321001
2011-02-18,37082289207
2011-02-22,35494274507
2011-02-23,35279677926
2011-02-24,35515734165
2011-02-25,35794709720
2011-02-28,36159523908
2011-03-01,34829025106
2011-03-02,34721726815
2011-03-03,35687411430
2011-03-04,35569383310
2011-03-07,34871944422
2011-03-08,35386976216
2011-03-09,34979242712
2011-03-10,33906259807
2011-03-11,34399831943
2011-03-14,34592968866
2011-03-15,34421291601
2011-03-16,33595094764
2011-03-17,34356912627
2011-03-18,34571509208
2011-03-21,35517880131
2011-03-22,35301137584
2011-03-23,36374120489
2011-03-24,36717475019
2011-03-25,36674555703
2011-03-28,36996450574
2011-03-29,37532942027
2011-03-30,37854836898
2011-03-31,38092321062
2011-04-01,37703844133
2011-04-04,37898082597
2011-04-05,38955603125
2011-04-06,39128259538
2011-04-07,39106677486
2011-04-08,38675036455
2011-04-11,38351305681
2011-04-12,36042026160
2011-04-13,35718295386
2011-04-14,35718295386
2011-04-15,35653549232
2011-04-18,34811849219
2011-04-19,35480892819
2011-04-20,35912533851
2011-04-21,36624741553
2011-04-25,36452085140
2011-04-26,36756392068
2011-04-27,37077964637
2011-04-28,36883726172
2011-04-29,36689487708
2011-05-02,37164292843
2011-05-03,38135485165
2011-05-04,37703844133
2011-05-05,36711069760
2011-05-06,37013218482
2011-05-09,37833336442
2011-05-10,37811754391
2011-05-11,36797397966
2011-05-12,37077964637
2011-05-13,36969865615
2011-05-16,36580709134
2011-05-17,35564578325
2011-05-18,36083453632
2011-05-19,36040214023
2011-05-20,35153802040
2011-05-23,34548447516
2011-05-24,34829504974
2011-05-25,35305140672
2011-05-26,35391619889
2011-05-27,35629437738
2011-05-31,36342891285
2011-06-01,34786265365
2011-06-02,35024083214
2011-06-03,34418728689
2011-06-06,33748514751
2011-06-07,33921473187
2011-06-08,33316118662
2011-06-09,33510696902
2011-06-10,33035061204
2011-06-13,32645904724
2011-06-14,33316118662
2011-06-15,32343227461
2011-06-16,31975690786
2011-06-17,31824352155
2011-06-20,31954070981
2011-06-21,33229639444
2011-06-22,33056681008
2011-06-23,33035061204
2011-06-24,32926962182
2011-06-27,33035061204
2011-06-28,33834993969
2011-06-29,34202530644
2011-06-30,34353828406
2011-07-01,35328558721
2011-07-05,35501844110
2011-07-06,35176934005
2011-07-07,35718450846
2011-07-08,35480183436
2011-07-11,34462131775
2011-07-12,34028918302
2011-07-13,34332167733
2011-07-14,33487401460
2011-07-15,33530722808
2011-07-18,32859241925
2011-07-19,33444080113
2011-07-20,33595704829
2011-07-21,34158882344
2011-07-22,34288846386
2011-07-25,33898954260
2011-07-26,33530722808
2011-07-27,32339385757
2011-07-28,32122779021
2011-07-29,31906172284
2011-08-01,31949493631
2011-08-02,30671513886
2011-08-03,30953102644
2011-08-04,28087878556
2011-08-05,27762284910
2011-08-08,24593173419
2011-08-09,26568441540
2011-08-10,25179241982
2011-08-11,26590147783
2011-08-12,26611854026
2011-08-15,27263041319
2011-08-16,26611854026
2011-08-17,26611854026
2011-08-18,24983885794
2011-08-19,24332698502
2011-08-22,24376110988
2011-08-23,25352891927
2011-08-24,25765310545
2011-08-25,25157535739
2011-08-26,25743604302
2011-08-29,26959153915
2011-08-30,26828916457
2011-08-31,27783991153
2011-09-01,27111097617
2011-09-02,26134316678
2011-09-06,25548248115
2011-09-07,26590147783
2011-09-08,26112610435
2011-09-09,25135829496
2011-09-12,25070710767
2011-09-13,25244360711
2011-09-14,25461423142
2011-09-15,26004079219
2011-09-16,25982372976
2011-09-19,25135829496
2011-09-20,24419523474
2011-09-21,23529567507
2011-09-22,21945011762
2011-09-23,21858186790
2011-09-26,22683024027
2011-09-27,22748142756
2011-09-28,21630271237
2011-09-29,21836480546
2011-09-30,20792471687
2011-10-03,19336781401
2011-10-04,19814769256
2011-10-05,20357937273
2011-10-06,21466000028
2011-10-07,21096645776
2011-10-10,21922261162
2011-10-11,22378522296
2011-10-12,21835354279
2011-10-13,21943987882
2011-10-14,22291615413
2011-10-17,20814198407
2011-10-18,22030894765
2011-10-19,21227006100
2011-10-20,21618087072
2011-10-21,22226435251
2011-10-24,22986870475
2011-10-25,22030894765
2011-10-26,22508882620
2011-10-27,24333927157
2011-10-28,25137815822
2011-10-31,23377951447
2011-11-01,22595789503
2011-11-02,23312771285
2011-11-03,23683161109
2011-11-04,23813886929
2011-11-07,23421709469
2011-11-08,23487072379
2011-11-09,22223389449
2011-11-10,22332327633
2011-11-11,23094894918
2011-11-14,22615566910
2011-11-15,22571991637
2011-11-16,21722273805
2011-11-17,20959706520
2011-11-18,21112219977
2011-11-21,20632891969
2011-11-22,20175351598
2011-11-23,19347421403
2011-11-25,19499934860
2011-11-28,20611104332
2011-11-29,20284289782
2011-11-30,21831211988
2011-12-01,21373671617
2011-12-02,21591547985
2011-12-05,21787636715
2011-12-06,21613335621
2011-12-07,21569760348
2011-12-08,20632891969
2011-12-09,21003281793
2011-12-12,20371440329
2011-12-13,19696023590
2011-12-14,19478147223
2011-12-15,19129545036
2011-12-16,19194907946
2011-12-19,18584854118
2011-12-20,19347421403
2011-12-21,19282058493
2011-12-22,19401890495
2011-12-23,19303846129
2011-12-27,19151332672
2011-12-28,18563066481
2011-12-29,18802730485
2011-12-30,18846305758
2012-01-03,20204757720
2012-01-04,20686344578
2012-01-05,20489331773
2012-01-06,20051525538
2012-01-09,20631618799
2012-01-10,20664454267
2012-01-11,21080370189
2012-01-12,21737079541
2012-01-13,21452505489
2012-01-17,21364944242
2012-01-18,21934092347
2012-01-19,22284337334
2012-01-20,22262447022
2012-01-23,22437569516
2012-01-24,22481350140
2012-01-25,22941046686
2012-01-26,22678362945
2012-01-27,22831595127
2012-01-30,22590801698
2012-01-31,22240556711
2012-02-01,22393788893
2012-02-02,22876792183
2012-02-03,23623251812
2012-02-06,23568365075
2012-02-07,23425659557
2012-02-08,23425659557
2012-02-09,23359795472
2012-02-10,22591381148
2012-02-13,22679199928
2012-02-14,22415743588
2012-02-15,22174241943
2012-02-16,22569426453
2012-02-17,22284015418
2012-02-21,22854837488
2012-02-22,22788973403
2012-02-23,22964610963
2012-02-24,22898746878
2012-02-27,22657245233
2012-02-28,22767018708
2012-02-29,22327924808
2012-03-01,22547471758
2012-03-02,22481607673
2012-03-05,21669283958
2012-03-06,20791096158
2012-03-07,20966733718
2012-03-08,21449737008
2012-03-09,21537555788
2012-03-12,21669283958
2012-03-13,22635290538
2012-03-14,22569426453
2012-03-15,22723109318
2012-03-16,23140248523
2012-03-19,23271976692
2012-03-20,22920701573
2012-03-21,22547471758
2012-03-22,21976649688
2012-03-23,22196196638
2012-03-26,22437698283
2012-03-27,22086423163
2012-03-28,21581465178
2012-03-29,22020559078
2012-03-30,21998604383
2012-04-02,24338694772
2012-04-03,24075444386
2012-04-04,23477148054
2012-04-05,23046374695
2012-04-09,22974579135
2012-04-10,22304726563
2012-04-11,23692534734
2012-04-12,24338694772
2012-04-13,23572875467
2012-04-16,23596807320
2012-04-17,23907921413
2012-04-18,23812194000
2012-04-19,23357488788
2012-04-20,23213897668
2012-04-23,23046374695
2012-04-24,23118170255
2012-04-25,23501079907
2012-04-26,23596807320
2012-04-27,23333556934
2012-04-30,23285693228
2012-05-01,23860057706
2012-05-02,23285693228
2012-05-03,22926715429
2012-05-04,22424146510
2012-05-07,22328419097
2012-05-08,22041236858
2012-05-09,21897645739
2012-05-10,21849782032
2012-05-11,21753739034
2012-05-14,21417588541
2012-05-15,20913362802
2012-05-16,20385126313
2012-05-17,20409137063
2012-05-18,20241061816
2012-05-21,20649244558
2012-05-22,20385126313
2012-05-23,20673255307
2012-05-24,20721276806
2012-05-25,20721276806
2012-05-29,21345556293
2012-05-30,20601223059
2012-05-31,20529190810
2012-06-01,19928922073
2012-06-04,20145018818
2012-06-05,20289083315
2012-06-06,20733282181
2012-06-07,20529190810
2012-06-08,20457158562
2012-06-11,19964938197
2012-06-12,20457158562
2012-06-13,20361115564
2012-06-14,20769298305
2012-06-15,21177481046
2012-06-18,20865341303
2012-06-19,21369567042
2012-06-20,21417588541
2012-06-21,20529190810
2012-06-22,20697266057
2012-06-25,20145018818
2012-06-26,20145018818
2012-06-27,20481169311
2012-06-28,20433147812
2012-06-29,21009405800
2012-07-02,20709271431
2012-07-03,21369567042
2012-07-05,21417588541
2012-07-06,20949378926
2012-07-09,21033416549
2012-07-10,20169029568
2012-07-11,20048975820
2012-07-12,19928922073
2012-07-13,20217051067
2012-07-16,20000954322
2012-07-17,19880900574
2012-07-18,20000954322
2012-07-19,20121008069
2012-07-20,19832879075
2012-07-23,19544750081
2012-07-24,19256621087
2012-07-25,19256621087
2012-07-26,19664803829
2012-07-27,20289083315
2012-07-30,20289083315
2012-07-31,20337104814
2012-08-01,20313094065
2012-08-02,19710689140
2012-08-03,20168516883
2012-08-06,20481767444
2012-08-07,20722729414
2012-08-08,21204653354
2012-08-09,21349230536
2012-08-10,21638384900
2012-08-13,21276941945
2012-08-14,20939595187
2012-08-15,21035979975
2012-08-16,21132364763
2012-08-17,21084172369
2012-08-20,21204653354
2012-08-21,21252845748
2012-08-22,21373326733
2012-08-23,20795018005
2012-08-24,20795018005
2012-08-27,20433575050
2012-08-28,20481767444
2012-08-29,20578152232
2012-08-30,20337190262
2012-08-31,20626344626
2012-09-04,20288997868
2012-09-05,20529959838
2012-09-06,21108268566
2012-09-07,21927539263
2012-09-10,21807058278
2012-09-11,22481751794
2012-09-12,22529944188
2012-09-13,23204637704
2012-09-14,23710657841
2012-09-17,23084156719
2012-09-18,22867290946
2012-09-19,22819098552
2012-09-20,22288982218
2012-09-21,21999827854
2012-09-24,21831154475
2012-09-25,21301038142
2012-09-26,21421519127
2012-09-27,21650432998
2012-09-28,21337182437
2012-10-01,21469711521
2012-10-02,21325134339
2012-10-03,21156460960
2012-10-04,21855250672
2012-10-05,21903443066
2012-10-08,21975731657
2012-10-09,21999827854
2012-10-10,20987787581
2012-10-11,21132364763
2012-10-12,20939595187
2012-10-15,21204653354
2012-10-16,21542000112
2012-10-17,22120308839
2012-10-18,22192597430
2012-10-19,21710673490
2012-10-22,21927539263
2012-10-23,21156460960
2012-10-24,20963691384
2012-10-25,21035979975
2012-10-26,20843210399
2012-10-31,20722729414
2012-11-01,21157979273
2012-11-02,20916415601
2012-11-05,20819451605
2012-11-06,21133798725
2012-11-07,20505104484
2012-11-08,20287479554
2012-11-09,20384201745
2012-11-12,20384201745
2012-11-13,20094035172
2012-11-14,19658785313
2012-11-15,19465340931
2012-11-16,19779688052
2012-11-19,20166576816
2012-11-20,19948951886
2012-11-21,19997312982
2012-11-23,20190757363
2012-11-26,20081944899
2012-11-27,20021493529
2012-11-28,20311660102
2012-11-29,20311660102
2012-11-30,20335840650
2012-12-03,20335840650
2012-12-04,20360021198
2012-12-05,20722729414
2012-12-06,20722729414
2012-12-07,20553465580
2012-12-10,20722729414
2012-12-11,20988715439
2012-12-12,20916173796
2012-12-13,20771090509
2012-12-14,21133798725
2012-12-17,21157979273
2012-12-18,21544868037
2012-12-19,20891993248
2012-12-20,21037076534
2012-12-21,20722729414
2012-12-24,20843632152
2012-12-26,21109618178
2012-12-27,20843632152
2012-12-28,20553465580
2012-12-31,20988715439
2013-01-02,21738312419
2013-01-03,21931756801
2013-01-04,22391187208
2013-01-07,22004298444
2013-01-08,22004298444
2013-01-09,21955937349
2013-01-10,21689951323
2013-01-11,21617409680
2013-01-14,21569048585
2013-01-15,21569048585
2013-01-16,21472326394
2013-01-17,21617409680
2013-01-18,21762492967
2013-01-22,22246103921
2013-01-23,22125201183
2013-01-24,21859215158
2013-01-25,21835034610
2013-01-28,21520687489
2013-01-29,21472326394
2013-01-30,21278882012
2013-01-31,21375604203
2013-02-01,21762492967
2013-02-04,21423965298
2013-02-05,21617409680
2013-02-06,21689951323
2013-02-07,21592904561
2013-02-08,21689951323
2013-02-11,21520119490
2013-02-12,21908306538
2013-02-13,22078138372
2013-02-14,22539110492
2013-02-15,22611895563
2013-02-19,21981091610
2013-02-20,21253240894
2013-02-21,21010623989
2013-02-22,20962100608
2013-02-25,20428343416
2013-02-26,20404081726
2013-02-27,20719483703
2013-02-28,20670960322
2013-03-01,20476866797
2013-03-04,20258511583
2013-03-05,20258511583
2013-03-06,20792268774
2013-03-07,20962100608
2013-03-08,20889315536
2013-03-11,21034885679
2013-03-12,20913577227
2013-03-13,20719483703
2013-03-14,20743745393
2013-03-15,20937838917
2013-03-18,20768007084
2013-03-19,20573913560
2013-03-20,20719483703
2013-03-21,20501128488
2013-03-22,20501128488
2013-03-25,20428343416
2013-03-26,20428343416
2013-03-27,20598175250
2013-03-28,20670960322
2013-04-01,20355558345
2013-04-02,20137203130
2013-04-03,20064418059
2013-04-04,19943109606
2013-04-05,19991632987
2013-04-08,20355558345
2013-04-09,20355558345
2013-04-10,20161464821
2013-04-11,20185726511
2013-04-12,19943109606
2013-04-15,19506399177
2013-04-16,19651969320
2013-04-17,19312305653
2013-04-18,19482137486
2013-04-19,19603445939
2013-04-22,19676231010
2013-04-23,19700492701
2013-04-24,20404081726
2013-04-25,20355558345
2013-04-26,20064418059
2013-04-29,20428343416
2013-04-30,20622436941
2013-05-01,20452605107
2013-05-02,20525390179
2013-05-03,20913577227
2013-05-06,21083409060
2013-05-07,20962100608
2013-05-08,21520119490
2013-05-09,21398811037
2013-05-10,21179710583
2013-05-13,20765854169
2013-05-14,20838887654
2013-05-15,20692820684
2013-05-16,20692820684
2013-05-17,20960610129
2013-05-20,21325777552
2013-05-21,21325777552
2013-05-22,21155366088
2013-05-23,20790198664
2013-05-24,20644131695
2013-05-28,20911921139
2013-05-29,20887576644
2013-05-30,20668476190
2013-05-31,20692820684
2013-06-03,20741509674
2013-06-04,20400686745
2013-06-05,19962485837
2013-06-06,20108552806
2013-06-07,20278964271
2013-06-10,20351997755
2013-06-11,20035519321
2013-06-12,19913796847
2013-06-13,19962485837
2013-06-14,19767729877
2013-06-17,19743385382
2013-06-18,19986830332
2013-06-19,19743385382
2013-06-20,19512112681
2013-06-21,19426906948
2013-06-24,18964361545
2013-06-25,19280839979
2013-06-26,18866983565
2013-06-27,19159117504
2013-06-28,19037395030
2013-07-01,19134773009
2013-07-02,18988706040
2013-07-03,18769605585
2013-07-05,19013050535
2013-07-08,19280839979
2013-07-09,19256495484
2013-07-10,19280839979
2013-07-11,19719040887
2013-07-12,19719040887
2013-07-15,19889452352
2013-07-16,19743385382
2013-07-17,19938141342
2013-07-18,19986830332
2013-07-19,19646007403
2013-07-22,19767729877
2013-07-23,19816418867
2013-07-24,19597318413
2013-07-25,19548629423
2013-07-26,19646007403
2013-07-29,19572973918
2013-07-30,19548629423
2013-07-31,19353873464
2013-08-01,19353873464
2013-08-02,19402562453
2013-08-05,19475595938
2013-08-06,19256495484
2013-08-07,19037395030
2013-08-08,19330654003
2013-08-09,20088239685
2013-08-12,20185992676
2013-08-13,19917171950
2013-08-14,19941610198
2013-08-15,19941610198
2013-08-16,19843857207
2013-08-19,19403968746
2013-08-20,19550598233
2013-08-21,19159586269
2013-08-22,19623912977
2013-08-23,19672789472
2013-08-26,19697227720
2013-08-27,19342873127
2013-08-28,19379530499
2013-08-29,19086271525
2013-08-30,18817450799
2013-09-03,18866327295
2013-09-04,19159586269
2013-09-05,19232901012
2013-09-06,19355092251
2013-09-09,19746104216
2013-09-10,19685008596
2013-09-11,20014924941
2013-09-12,19941610198
2013-09-13,19746104216
2013-09-16,19794980711
2013-09-17,20185992676
2013-09-18,20906920986
2013-09-19,20625881136
2013-09-20,20259307419
2013-09-23,20234869171
2013-09-24,20283745667
2013-09-25,20357060410
2013-09-26,20210430924
2013-09-27,20039363189
2013-09-30,19843857207
2013-10-01,19966048446
2013-10-02,19599474729
2013-10-03,19208462764
2013-10-04,19452845242
2013-10-07,19477283490
2013-10-08,19403968746
2013-10-09,19794980711
2013-10-10,20405936906
2013-10-11,20332622163
2013-10-14,20650319384
2013-10-15,20479251649
2013-10-16,20845825366
2013-10-17,20992454853
2013-10-18,21090207844
2013-10-21,21016893101
2013-10-22,22874199933
2013-10-23,22654255703
2013-10-24,22605379207
2013-10-25,22580940959
2013-10-28,23362964889
2013-10-29,23314088393
2013-10-30,23118582411
2013-10-31,22654255703
2013-11-01,22654255703
2013-11-04,24242741809
2013-11-05,23900606340
2013-11-06,23680662110
2013-11-07,21940157959
2013-11-08,22209813532
2013-11-11,22136271103
2013-11-12,21866615530
2013-11-13,22038214531
2013-11-14,22013700388
2013-11-15,22136271103
2013-11-18,21940157959
2013-11-19,22381412533
2013-11-20,22185299389
2013-11-21,22356898390
2013-11-22,22651068105
2013-11-25,23509063109
2013-11-26,23656147967
2013-11-27,23631633824
2013-11-29,23558091395
2013-12-02,23411006537
2013-12-03,23092322679
