,RAD
2009-05-12,1011577950
2009-05-13,958799970
2009-05-14,879633000
2009-05-15,914818320
2009-05-18,914818320
2009-05-19,914818320
2009-05-20,923614650
2009-05-21,906021990
2009-05-22,879633000
2009-05-26,906021990
2009-05-27,941207309
2009-05-28,1073152259
2009-05-29,1020374280
2009-06-01,1144887900
2009-06-02,1259376690
2009-06-03,1224149370
2009-06-04,1461933780
2009-06-05,1532388419
2009-06-08,1444320119
2009-06-09,1409092800
2009-06-10,1338638160
2009-06-11,1382672310
2009-06-12,1356251820
2009-06-15,1268183520
2009-06-16,1276990350
2009-06-17,1180115220
2009-06-18,1092046920
2009-06-19,1136081070
2009-06-22,1109660580
2009-06-23,1109660580
2009-06-24,1074433260
2009-06-25,1092046920
2009-06-26,1092046920
2009-06-29,1276990350
2009-06-30,1329831330
2009-07-01,1356251820
2009-07-02,1188922050
2009-07-06,1180115220
2009-07-07,1144887900
2009-07-08,1153694730
2009-07-09,1153694730
2009-07-10,1109660580
2009-07-13,1180115220
2009-07-14,1144887900
2009-07-15,1171308390
2009-07-16,1180115220
2009-07-17,1118467410
2009-07-20,1127274240
2009-07-21,1144887900
2009-07-22,1162501560
2009-07-23,1197728880
2009-07-24,1180115220
2009-07-27,1268183520
2009-07-28,1250569860
2009-07-29,1224149370
2009-07-30,1365058650
2009-07-31,1285797180
2009-08-03,1497161100
2009-08-04,1453126950
2009-08-05,1417899630
2009-08-06,1373865480
2009-08-07,1453126950
2009-08-10,1453126950
2009-08-11,1382672310
2009-08-12,1409092800
2009-08-13,1461933780
2009-08-14,1497161100
2009-08-17,1382672310
2009-08-18,1417899630
2009-08-19,1417899630
2009-08-20,1391479140
2009-08-21,1409092800
2009-08-24,1373865480
2009-08-25,1382672310
2009-08-26,1391479140
2009-08-27,1409092800
2009-08-28,1382672310
2009-08-31,1357311340
2009-09-01,1339683920
2009-09-02,1357311340
2009-09-03,1383752470
2009-09-04,1339683920
2009-09-08,1313242790
2009-09-09,1454262150
2009-09-10,1507144410
2009-09-11,1498330700
2009-09-14,1533585539
2009-09-15,1604095220
2009-09-16,1833251680
2009-09-17,1974271039
2009-09-18,1912575070
2009-09-21,1833251680
2009-09-22,1753928289
2009-09-23,1718673450
2009-09-24,1507144410
2009-09-25,1383752470
2009-09-28,1392566180
2009-09-29,1436634730
2009-09-30,1445448439
2009-10-01,1330870210
2009-10-02,1242733110
2009-10-05,1304429080
2009-10-06,1322056500
2009-10-07,1322056500
2009-10-08,1410193600
2009-10-09,1374938760
2009-10-12,1330870210
2009-10-13,1366125050
2009-10-14,1392566180
2009-10-15,1401379890
2009-10-16,1392566180
2009-10-19,1366125050
2009-10-20,1313242790
2009-10-21,1260360530
2009-10-22,1233919400
2009-10-23,1154596010
2009-10-26,1145782300
2009-10-27,1172223430
2009-10-28,1110527460
2009-10-29,1172223430
2009-10-30,1136968590
2009-11-02,1119341170
2009-11-03,1128154880
2009-11-04,1163409720
2009-11-05,1163409720
2009-11-06,1189850850
2009-11-09,1216291980
2009-11-10,1198664560
2009-11-11,1163409720
2009-11-12,1128154880
2009-11-13,1136968590
2009-11-16,1163409720
2009-11-17,1172223430
2009-11-18,1172223430
2009-11-19,1181037140
2009-11-20,1128154880
2009-11-23,1128154880
2009-11-24,1163409720
2009-11-25,1145782300
2009-11-27,1119341170
2009-11-30,1128960000
2009-12-01,1120140000
2009-12-02,1120140000
2009-12-03,1146600000
2009-12-04,1155420000
2009-12-07,1128960000
2009-12-08,1128960000
2009-12-09,1111320000
2009-12-10,1155420000
2009-12-11,1137780000
2009-12-14,1137780000
2009-12-15,1181880000
2009-12-16,1173060000
2009-12-17,1323000000
2009-12-18,1358280000
2009-12-21,1349460000
2009-12-22,1358280000
2009-12-23,1305360000
2009-12-24,1278900000
2009-12-28,1252440000
2009-12-29,1331820000
2009-12-30,1305360000
2009-12-31,1331820000
2010-01-04,1314180000
2010-01-05,1384740000
2010-01-06,1464120000
2010-01-07,1437660000
2010-01-08,1437660000
2010-01-11,1411200000
2010-01-12,1349460000
2010-01-13,1331820000
2010-01-14,1340640000
2010-01-15,1358280000
2010-01-19,1331820000
2010-01-20,1323000000
2010-01-21,1340640000
2010-01-22,1287720000
2010-01-25,1252440000
2010-01-26,1234800000
2010-01-27,1217160000
2010-01-28,1190700000
2010-01-29,1199520000
2010-02-01,1190700000
2010-02-02,1190700000
2010-02-03,1190700000
2010-02-04,1173060000
2010-02-05,1155420000
2010-02-08,1137780000
2010-02-09,1155420000
2010-02-10,1173060000
2010-02-11,1146600000
2010-02-12,1173060000
2010-02-16,1155420000
2010-02-17,1225980000
2010-02-18,1358280000
2010-02-19,1349460000
2010-02-22,1349460000
2010-02-23,1331820000
2010-02-24,1323000000
2010-02-25,1331820000
2010-02-26,1340640000
2010-03-01,1331415320
2010-03-02,1375501920
2010-03-03,1349049960
2010-03-04,1331415320
2010-03-05,1331415320
2010-03-08,1322598000
2010-03-09,1340232640
2010-03-10,1357867280
2010-03-11,1384319240
2010-03-12,1393136560
2010-03-15,1384319240
2010-03-16,1384319240
2010-03-17,1375501920
2010-03-18,1375501920
2010-03-19,1454857800
2010-03-22,1446040479
2010-03-23,1463675120
2010-03-24,1516579040
2010-03-25,1454857800
2010-03-26,1481309760
2010-03-29,1534213679
2010-03-30,1490127079
2010-03-31,1322598000
2010-04-01,1313780680
2010-04-05,1269694080
2010-04-06,1278511400
2010-04-07,1252059440
2010-04-08,1190338200
2010-04-09,1199155520
2010-04-12,1190338200
2010-04-13,1181520880
2010-04-14,1199155520
2010-04-15,1216790160
2010-04-16,1199155520
2010-04-19,1207972840
2010-04-20,1234424800
2010-04-21,1252059440
2010-04-22,1260876760
2010-04-23,1252059440
2010-04-26,1278511400
2010-04-27,1260876760
2010-04-28,1269694080
2010-04-29,1304963360
2010-04-30,1304963360
2010-05-03,1296146040
2010-05-04,1243242120
2010-05-05,1243242120
2010-05-06,1172703560
2010-05-07,1137434280
2010-05-10,1181520880
2010-05-11,1190338200
2010-05-12,1190338200
2010-05-13,1146251600
2010-05-14,1110982320
2010-05-17,1093347680
2010-05-18,1093347680
2010-05-19,1058078400
2010-05-20,969905200
2010-05-21,996357160
2010-05-24,978722520
2010-05-25,952270560
2010-05-26,996357160
2010-05-27,1049261080
2010-05-28,1013991800
2010-06-01,1015171700
2010-06-02,1041654440
2010-06-03,1041654440
2010-06-04,979861380
2010-06-07,944551059
2010-06-08,944551059
2010-06-09,979861380
2010-06-10,979861380
2010-06-11,1006344120
2010-06-14,971033800
2010-06-15,997516540
2010-06-16,979861380
2010-06-17,971033800
2010-06-18,971033800
2010-06-21,918068320
2010-06-22,891585580
2010-06-23,944551059
2010-06-24,900413159
2010-06-25,891585580
2010-06-28,935723480
2010-06-29,882758000
2010-06-30,865102840
2010-07-01,820964940
2010-07-02,812137359
2010-07-06,775326351
2010-07-07,785654620
2010-07-08,838620100
2010-07-09,856275259
2010-07-12,856275259
2010-07-13,872606283
2010-07-14,867751114
2010-07-15,866338701
2010-07-16,839591133
2010-07-19,820876664
2010-07-20,813108393
2010-07-21,799778748
2010-07-22,806840812
2010-07-23,865102840
2010-07-26,872782834
2010-07-27,865102840
2010-07-28,852214573
2010-07-29,847889059
2010-07-30,873047662
2010-08-02,882669724
2010-08-03,853626986
2010-08-04,838620100
2010-08-05,856275259
2010-08-06,846653197
2010-08-09,926895900
2010-08-10,882758000
2010-08-11,865102840
2010-08-12,820964940
2010-08-13,836766308
2010-08-16,821141491
2010-08-17,828115279
2010-08-18,863425599
2010-08-19,838443548
2010-08-20,838620100
2010-08-23,814697358
2010-08-24,803398055
2010-08-25,803309780
2010-08-26,784860137
2010-08-27,785654620
2010-08-30,768569698
2010-08-31,770071673
2010-09-01,794456688
2010-09-02,804263704
2010-09-03,826174876
2010-09-07,827676852
2010-09-08,839339250
2010-09-09,856479441
2010-09-10,880864455
2010-09-13,918855600
2010-09-14,892350150
2010-09-15,901185299
2010-09-16,883515000
2010-09-17,892350150
2010-09-20,901185299
2010-09-21,918855600
2010-09-22,971866500
2010-09-23,839339250
2010-09-24,840222765
2010-09-27,830327397
2010-09-28,830680802
2010-09-29,832359481
2010-09-30,833154645
2010-10-01,830592451
2010-10-04,803998650
2010-10-05,832006075
2010-10-06,821580598
2010-10-07,821668950
2010-10-08,839339250
2010-10-11,824584549
2010-10-12,821050489
2010-10-13,786328350
2010-10-14,786151647
2010-10-15,785886592
2010-10-18,795340203
2010-10-19,795958663
2010-10-20,803998650
2010-10-21,838102329
2010-10-22,845258800
2010-10-25,849146266
2010-10-26,811685230
2010-10-27,823612682
2010-10-28,813452260
2010-10-29,808151170
2010-11-01,811331824
2010-11-02,830504100
2010-11-03,826086525
2010-11-04,847114181
2010-11-05,846760776
2010-11-08,857009549
2010-11-09,839339250
2010-11-10,848174400
2010-11-11,848174400
2010-11-12,822817519
2010-11-15,810978418
2010-11-16,803998650
2010-11-17,801878214
2010-11-18,811861933
2010-11-19,799581075
2010-11-22,821757301
2010-11-23,817251375
2010-11-24,839339250
2010-11-26,830504100
2010-11-29,812222945
2010-11-30,829705295
2010-12-01,822023657
2010-12-02,847629120
2010-12-03,830058474
2010-12-06,829970180
2010-12-07,829970180
2010-12-08,811869766
2010-12-09,812399534
2010-12-10,804453011
2010-12-13,806836968
2010-12-14,809397514
2010-12-15,805159369
2010-12-16,812311239
2010-12-17,813370776
2010-12-20,804982779
2010-12-21,812311239
2010-12-22,794652300
2010-12-23,801627581
2010-12-27,812311239
2010-12-28,796418194
2010-12-29,791120512
2010-12-30,789354618
2010-12-31,779818790
2011-01-03,796771372
2011-01-04,807896505
2011-01-05,844891984
2011-01-06,878532264
2011-01-07,856458589
2011-01-10,853456570
2011-01-11,853809749
2011-01-12,875088771
2011-01-13,891776470
2011-01-14,918264880
2011-01-18,935923820
2011-01-19,909435410
2011-01-20,891776470
2011-01-21,882947000
2011-01-24,909435410
2011-01-25,935923820
2011-01-26,971241700
2011-01-27,1121342690
2011-01-28,1077195340
2011-01-31,1130172160
2011-02-01,1112513220
2011-02-02,1094854280
2011-02-03,1112513220
2011-02-04,1103683750
2011-02-07,1103683750
2011-02-08,1103683750
2011-02-09,1103683750
2011-02-10,1139001630
2011-02-11,1218466860
2011-02-14,1244955270
2011-02-15,1191978450
2011-02-16,1218466860
2011-02-17,1209637390
2011-02-18,1227296330
2011-02-22,1209637390
2011-02-23,1156660570
2011-02-24,1094854280
2011-02-25,1130172160
2011-02-28,1157928650
2011-03-01,1122572050
2011-03-02,1104893750
2011-03-03,1140250350
2011-03-04,1078376300
2011-03-07,1060698000
2011-03-08,1069537150
2011-03-09,1078376300
2011-03-10,1069537150
2011-03-11,1069537150
2011-03-14,981145650
2011-03-15,936949900
2011-03-16,919271600
2011-03-17,901593299
2011-03-18,866325091
2011-03-21,945789049
2011-03-22,910432450
2011-03-23,910432450
2011-03-24,919271600
2011-03-25,928110750
2011-03-28,919271600
2011-03-29,954628200
2011-03-30,954628200
2011-03-31,936949900
2011-04-01,928110750
2011-04-04,928110750
2011-04-05,945789049
2011-04-06,936949900
2011-04-07,954628200
2011-04-08,928110750
2011-04-11,910432450
2011-04-12,936949900
2011-04-13,919271600
2011-04-14,919271600
2011-04-15,919271600
2011-04-18,892754150
2011-04-19,901593299
2011-04-20,910432450
2011-04-21,910432450
2011-04-25,910432450
2011-04-26,972306500
2011-04-27,1016502250
2011-04-28,989984799
2011-04-29,981145650
2011-05-02,981145650
2011-05-03,998823950
2011-05-04,1025341400
2011-05-05,1007663100
2011-05-06,1016502250
2011-05-09,1016502250
2011-05-10,1060698000
2011-05-11,1104893750
2011-05-12,1104893750
2011-05-13,1069537150
2011-05-16,1034180549
2011-05-17,1043019700
2011-05-18,1034180549
2011-05-19,1034180549
2011-05-20,989984799
2011-05-23,989984799
2011-05-24,998823950
2011-05-25,954628200
2011-05-26,954628200
2011-05-27,936949900
2011-05-31,929902050
2011-06-01,938758260
2011-06-02,974183100
2011-06-03,956470680
2011-06-06,947614469
2011-06-07,965326890
2011-06-08,938758260
2011-06-09,956470680
2011-06-10,921045840
2011-06-13,912189630
2011-06-14,929902050
2011-06-15,921045840
2011-06-16,912189630
2011-06-17,947614469
2011-06-20,974183100
2011-06-21,983039310
2011-06-22,974183100
2011-06-23,1036176569
2011-06-24,1062745200
2011-06-27,1098170040
2011-06-28,1133594880
2011-06-29,1115882460
2011-06-30,1177875930
2011-07-01,1186732140
2011-07-05,1124738670
2011-07-06,1151307300
2011-07-07,1177875930
2011-07-08,1151307300
2011-07-11,1133594880
2011-07-12,1124738670
2011-07-13,1142451090
2011-07-14,1133594880
2011-07-15,1133594880
2011-07-18,1098170040
2011-07-19,1195588350
2011-07-20,1151307300
2011-07-21,1195588350
2011-07-22,1160163510
2011-07-25,1133594880
2011-07-26,1133594880
2011-07-27,1071601410
2011-07-28,1133594880
2011-07-29,1151307300
2011-08-01,1160163510
2011-08-02,1098170040
2011-08-03,1115882460
2011-08-04,1062745200
2011-08-05,1062745200
2011-08-08,912189630
2011-08-09,983039310
2011-08-10,929902050
2011-08-11,974183100
2011-08-12,947614469
2011-08-15,974183100
2011-08-16,956470680
2011-08-17,947614469
2011-08-18,885621000
2011-08-19,873399430
2011-08-22,854624265
2011-08-23,912189630
2011-08-24,929902050
2011-08-25,894477210
2011-08-26,912189630
2011-08-29,948693029
2011-08-30,948693029
2011-08-31,975291900
2011-09-01,930960450
2011-09-02,904361579
2011-09-06,904361579
2011-09-07,993024479
2011-09-08,975291900
2011-09-09,948693029
2011-09-12,966425610
2011-09-13,1019623350
2011-09-14,1010757060
2011-09-15,975291900
2011-09-16,993024479
2011-09-19,1010757060
2011-09-20,984158190
2011-09-21,948693029
2011-09-22,904361579
2011-09-23,930960450
2011-09-26,922094160
2011-09-27,948693029
2011-09-28,886629000
2011-09-29,904361579
2011-09-30,868896420
2011-10-03,810024254
2011-10-04,851163840
2011-10-05,877851372
2011-10-06,904361579
2011-10-07,824564970
2011-10-10,854533030
2011-10-11,874482182
2011-10-12,913227870
2011-10-13,913227870
2011-10-14,939826740
2011-10-17,913227870
2011-10-18,948693029
2011-10-19,913227870
2011-10-20,939826740
2011-10-21,966425610
2011-10-24,957559320
2011-10-25,922094160
2011-10-26,948693029
2011-10-27,1046222220
2011-10-28,1055088510
2011-10-31,1028489640
2011-11-01,993024479
2011-11-02,1010757060
2011-11-03,1001890770
2011-11-04,975291900
2011-11-07,984158190
2011-11-08,1001890770
2011-11-09,1019623350
2011-11-10,1063954800
2011-11-11,1179216570
2011-11-14,1134885120
2011-11-15,1134885120
2011-11-16,1055088510
2011-11-17,1028489640
2011-11-18,1037355929
2011-11-21,1010757060
2011-11-22,1028489640
2011-11-23,993024479
2011-11-25,975291900
2011-11-28,1045266420
2011-11-29,1036408229
2011-11-30,1080699180
2011-12-01,1062982800
2011-12-02,1062982800
2011-12-05,1062982800
2011-12-06,1054124610
2011-12-07,1071840990
2011-12-08,1054124610
2011-12-09,1107273750
2011-12-12,1089557370
2011-12-13,1062982800
2011-12-14,1009833660
2011-12-15,1045266420
2011-12-16,1080699180
2011-12-19,1027550040
2011-12-20,1071840990
2011-12-21,1062982800
2011-12-22,1080699180
2011-12-23,1071840990
2011-12-27,1107273750
2011-12-28,1062982800
2011-12-29,1098415560
2011-12-30,1116131940
2012-01-03,1142706510
2012-01-04,1107273750
2012-01-05,1160422890
2012-01-06,1186997460
2012-01-09,1195855650
2012-01-10,1160422890
2012-01-11,1186997460
2012-01-12,1169281080
2012-01-13,1142706510
2012-01-17,1178139270
2012-01-18,1222430220
2012-01-19,1213572030
2012-01-20,1222430220
2012-01-23,1240146600
2012-01-24,1213572030
2012-01-25,1213572030
2012-01-26,1249004790
2012-01-27,1240146600
2012-01-30,1231288410
2012-01-31,1231288410
2012-02-01,1240146600
2012-02-02,1328728500
2012-02-03,1328728500
2012-02-06,1337586690
2012-02-07,1364161260
2012-02-08,1399594020
2012-02-09,1408452210
2012-02-10,1364161260
2012-02-13,1293295740
2012-02-14,1426168590
2012-02-15,1390735830
2012-02-16,1426168590
2012-02-17,1417310400
2012-02-21,1390735830
2012-02-22,1364161260
2012-02-23,1426168590
2012-02-24,1364161260
2012-02-27,1390735830
2012-02-28,1399594020
2012-02-29,1364161260
2012-03-01,1355303070
2012-03-02,1479317730
2012-03-05,1473276560
2012-03-06,1473276560
2012-03-07,1499902039
2012-03-08,1570903320
2012-03-09,1633029439
2012-03-12,1650779760
2012-03-13,1668530080
2012-03-14,1819407800
2012-03-15,1766156839
2012-03-16,1775032000
2012-03-19,1730656200
2012-03-20,1695155560
2012-03-21,1650779760
2012-03-22,1579778480
2012-03-23,1588653639
2012-03-26,1624154280
2012-03-27,1606403960
2012-03-28,1606403960
2012-03-29,1570903320
2012-03-30,1544277839
2012-04-02,1579778480
2012-04-03,1553153000
2012-04-04,1517652360
2012-04-05,1535402680
2012-04-09,1499902039
2012-04-10,1464401400
2012-04-11,1508777200
2012-04-12,1526527520
2012-04-13,1473276560
2012-04-16,1375649800
2012-04-17,1375649800
2012-04-18,1322398840
2012-04-19,1357899480
2012-04-20,1375649800
2012-04-23,1313523680
2012-04-24,1251397560
2012-04-25,1269147880
2012-04-26,1278023040
2012-04-27,1313523680
2012-04-30,1286898200
2012-05-01,1269147880
2012-05-02,1278023040
2012-05-03,1340149160
2012-05-04,1322398840
2012-05-07,1286898200
2012-05-08,1278023040
2012-05-09,1233647240
2012-05-10,1269147880
2012-05-11,1251397560
2012-05-14,1215896920
2012-05-15,1180396280
2012-05-16,1091644680
2012-05-17,1047268880
2012-05-18,1073894360
2012-05-21,1118270160
2012-05-22,1180396280
2012-05-23,1180396280
2012-05-24,1189271440
2012-05-25,1162645960
2012-05-29,1153770800
2012-05-30,1162645960
2012-05-31,1153770800
2012-06-01,1082769520
2012-06-04,1129849150
2012-06-05,1112056250
2012-06-06,1147642050
2012-06-07,1103159800
2012-06-08,1094263350
2012-06-11,1049781100
2012-06-12,1085366900
2012-06-13,1040884649
2012-06-14,1085366900
2012-06-15,1049781100
2012-06-18,1085366900
2012-06-19,1067574000
2012-06-20,1040884649
2012-06-21,1112056250
2012-06-22,1192124300
2012-06-25,1174331400
2012-06-26,1174331400
2012-06-27,1201020750
2012-06-28,1201020750
2012-06-29,1245503000
2012-07-02,1289985250
2012-07-03,1289985250
2012-07-05,1245503000
2012-07-06,1254399450
2012-07-09,1227710100
2012-07-10,1254399450
2012-07-11,1201020750
2012-07-12,1183227850
2012-07-13,1192124300
2012-07-16,1156538500
2012-07-17,1120952700
2012-07-18,1138745600
2012-07-19,1067574000
2012-07-20,1067574000
2012-07-23,1058677550
2012-07-24,1040884649
2012-07-25,1023091750
2012-07-26,1049781100
2012-07-27,1040884649
2012-07-30,1031988200
2012-07-31,1031988200
2012-08-01,996402399
2012-08-02,1023091750
2012-08-03,1049781100
2012-08-06,1023091750
2012-08-07,1049781100
2012-08-08,1058677550
2012-08-09,1023091750
2012-08-10,1049781100
2012-08-13,1058677550
2012-08-14,1040884649
2012-08-15,1067574000
2012-08-16,1085366900
2012-08-17,1112056250
2012-08-20,1112056250
2012-08-21,1076470450
2012-08-22,1085366900
2012-08-23,1076470450
2012-08-24,1094263350
2012-08-27,1094263350
2012-08-28,1094263350
2012-08-29,1085366900
2012-08-30,1058677550
2012-08-31,1058677550
2012-09-04,1078147510
2012-09-05,1087057820
2012-09-06,1122699060
2012-09-07,1131609370
2012-09-10,1131609370
2012-09-11,1140519680
2012-09-12,1149429990
2012-09-13,1158340300
2012-09-14,1185071230
2012-09-17,1176160920
2012-09-18,1158340300
2012-09-19,1167250610
2012-09-20,1131609370
2012-09-21,1140519680
2012-09-24,1131609370
2012-09-25,1095968130
2012-09-26,1078147510
2012-09-27,1069237200
2012-09-28,1042506269
2012-10-01,1033595960
2012-10-02,1024685650
2012-10-03,1033595960
2012-10-04,1069237200
2012-10-05,1069237200
2012-10-08,1051416580
2012-10-09,1033595960
2012-10-10,1015775340
2012-10-11,1051416580
2012-10-12,1033595960
2012-10-15,1024685650
2012-10-16,1042506269
2012-10-17,1051416580
2012-10-18,1042506269
2012-10-19,1024685650
2012-10-22,1024685650
2012-10-23,1006865030
2012-10-24,1006865030
2012-10-25,997954719
2012-10-26,980134100
2012-10-31,1033595960
2012-11-01,989044410
2012-11-02,1006865030
2012-11-05,997954719
2012-11-06,997954719
2012-11-07,971223790
2012-11-08,971223790
2012-11-09,935582550
2012-11-12,971223790
2012-11-13,953403169
2012-11-14,899941310
2012-11-15,908851619
2012-11-16,899941310
2012-11-19,935582550
2012-11-20,908851619
2012-11-21,926672240
2012-11-23,935582550
2012-11-26,899941310
2012-11-27,891031000
2012-11-28,891031000
2012-11-29,899941310
2012-11-30,899941310
2012-12-03,900216030
2012-12-04,883548663
2012-12-05,882389970
2012-12-06,862870434
2012-12-07,926955120
2012-12-10,918042090
2012-12-11,926955120
2012-12-12,944781180
2012-12-13,926955120
2012-12-14,918042090
2012-12-17,935868150
2012-12-18,944781180
2012-12-19,926955120
2012-12-20,1078476630
2012-12-21,1096302690
2012-12-24,1167606930
2012-12-26,1256737230
2012-12-27,1283476320
2012-12-28,1238911170
2012-12-31,1212172080
2013-01-02,1247824200
2013-01-03,1229998140
2013-01-04,1212172080
2013-01-07,1149780870
2013-01-08,1185432990
2013-01-09,1221085110
2013-01-10,1238911170
2013-01-11,1283476320
2013-01-14,1292389350
2013-01-15,1345867530
2013-01-16,1390432680
2013-01-17,1399345710
2013-01-18,1426084800
2013-01-22,1408258740
2013-01-23,1390432680
2013-01-24,1363693590
2013-01-25,1390432680
2013-01-28,1399345710
2013-01-29,1408258740
2013-01-30,1390432680
2013-01-31,1426084800
2013-02-01,1515215100
2013-02-04,1470649950
2013-02-05,1515215100
2013-02-06,1497389040
2013-02-07,1497389040
2013-02-08,1479562980
2013-02-11,1488476010
2013-02-12,1497389040
2013-02-13,1461736919
2013-02-14,1434997830
2013-02-15,1399345710
2013-02-19,1506302069
2013-02-20,1470649950
2013-02-21,1434997830
2013-02-22,1452823890
2013-02-25,1399345710
2013-02-26,1426084800
2013-02-27,1443910860
2013-02-28,1461736919
2013-03-01,1497389040
2013-03-04,1501703280
2013-03-05,1519580700
2013-03-06,1528519410
2013-03-07,1492764570
2013-03-08,1474887150
2013-03-11,1492764570
2013-03-12,1501703280
2013-03-13,1564274250
2013-03-14,1662600060
2013-03-15,1716232320
2013-03-18,1662600060
2013-03-19,1662600060
2013-03-20,1734109739
2013-03-21,1716232320
2013-03-22,1707293610
2013-03-25,1698354900
2013-03-26,1734109739
2013-03-27,1698354900
2013-03-28,1698354900
2013-04-01,1689416189
2013-04-02,1626845220
2013-04-03,1564274250
2013-04-04,1537458120
2013-04-05,1528519410
2013-04-08,1608967800
2013-04-09,1591090380
2013-04-10,1600029089
2013-04-11,1895006520
2013-04-12,2064842010
2013-04-15,1993332330
2013-04-16,2011209750
2013-04-17,2011209750
2013-04-18,2136351689
2013-04-19,2198922660
2013-04-22,2189983950
2013-04-23,2225738790
2013-04-24,2306187180
2013-04-25,2288309760
2013-04-26,2270432340
2013-04-29,2333003310
2013-04-30,2368758150
2013-05-01,2306187180
2013-05-02,2315125890
2013-05-03,2297248470
2013-05-06,2315125890
2013-05-07,2252554920
2013-05-08,2288309760
2013-05-09,2261493630
2013-05-10,2288309760
2013-05-13,2279371050
2013-05-14,2261493630
2013-05-15,2279371050
2013-05-16,2324064600
2013-05-17,2493900090
2013-05-20,2502838800
2013-05-21,2583287190
2013-05-22,2520716220
2013-05-23,2610103320
2013-05-24,2601164610
2013-05-28,2636919450
2013-05-29,2654796870
2013-05-30,2619042030
2013-05-31,2627980740
2013-06-03,2651856480
2013-06-04,2597736960
2013-06-05,2579697120
2013-06-06,2615776800
2013-06-07,2733035760
2013-06-10,2787155280
2013-06-11,2705976000
2013-06-12,2724015840
2013-06-13,2841274800
2013-06-14,2787155280
2013-06-17,2832254880
2013-06-18,2823234960
2013-06-19,2805195120
2013-06-20,2597736960
2013-06-21,2579697120
2013-06-24,2489497920
2013-06-25,2534597520
2013-06-26,2489497920
2013-06-27,2543617440
2013-06-28,2579697120
2013-07-01,2516557680
2013-07-02,2471458080
2013-07-03,2489497920
2013-07-05,2498517840
2013-07-08,2534597520
2013-07-09,2507537760
2013-07-10,2489497920
2013-07-11,2516557680
2013-07-12,2525577600
2013-07-15,2552637360
2013-07-16,2760095520
2013-07-17,2714995920
2013-07-18,2705976000
2013-07-19,2714995920
2013-07-22,2687936160
2013-07-23,2588717040
2013-07-24,2615776800
2013-07-25,2615776800
2013-07-26,2687936160
2013-07-29,2651856480
2013-07-30,2696956080
2013-07-31,2705976000
2013-08-01,2823234960
2013-08-02,2949513840
2013-08-05,2895394320
2013-08-06,2859314640
2013-08-07,2805195120
2013-08-08,2832254880
2013-08-09,2841274800
2013-08-12,2958533759
2013-08-13,3075792720
2013-08-14,3129912240
2013-08-15,3138932159
2013-08-16,3175011840
2013-08-19,3066772800
2013-08-20,3138932159
2013-08-21,3102852480
2013-08-22,3102852480
2013-08-23,3093832559
2013-08-26,3138932159
2013-08-27,3057752880
2013-08-28,3021673200
2013-08-29,3066772800
2013-08-30,3120892320
2013-09-03,3324038760
2013-09-04,3248919240
2013-09-05,3295868940
2013-09-06,3277089060
2013-09-09,3361598519
2013-09-10,3455497919
2013-09-11,3436718040
2013-09-12,3389768340
2013-09-13,3361598519
2013-09-16,3380378400
2013-09-17,3474277800
2013-09-18,3483667740
2013-09-19,4300592520
2013-09-20,4385101980
2013-09-23,4535341020
2013-09-24,4638630360
2013-09-25,4591680660
2013-09-26,4488391320
2013-09-27,4413271800
2013-09-30,4469611440
2013-10-01,4638630360
2013-10-02,4704359940
2013-10-03,4770089520
2013-10-04,4873378860
2013-10-07,4882768800
2013-10-08,4694970000
2013-10-09,4535341020
2013-10-10,4694970000
2013-10-11,4685580060
2013-10-14,4760699580
2013-10-15,4798259340
2013-10-16,4826429160
2013-10-17,5023617900
2013-10-18,4976668200
2013-10-21,4929718500
2013-10-22,4845209040
2013-10-23,4807649280
2013-10-24,4901548680
2013-10-25,4807649280
2013-10-28,4723139820
2013-10-29,4863988920
2013-10-30,4892158740
2013-10-31,5004838020
2013-11-01,4948498380
2013-11-04,5042397780
2013-11-05,4986058140
2013-11-06,4835819100
2013-11-07,4817039220
2013-11-08,4929718500
2013-11-11,4901548680
2013-11-12,4901548680
2013-11-13,4939108440
2013-11-14,4901548680
2013-11-15,4939108440
2013-11-18,4863988920
2013-11-19,4760699580
2013-11-20,4788869400
2013-11-21,4957888320
2013-11-22,5070567600
2013-11-25,5211416700
2013-11-26,5408605440
2013-11-27,5474335020
2013-11-29,5558844480
2013-12-02,5560859970
2013-12-03,5634635890
2013-12-04,5533194000
2013-12-05,5182758380
2013-12-06,5302644250
2013-12-09,5247312310
2013-12-10,5256534300
2013-12-11,5118204450
2013-12-12,5155092410
2013-12-13,5127426440
2013-12-16,5348754200
2013-12-17,5238090320
2013-12-18,5311866240
2013-12-19,4767768830
2013-12-20,4601773010
2013-12-23,4832322760
2013-12-24,4776990820
2013-12-26,4767768830
2013-12-27,4693992910
2013-12-30,4657104950
2013-12-31,4666326940
2014-01-02,4647882960
2014-01-03,5044428530
2014-01-06,4952208630
2014-01-07,4896876690
2014-01-08,5210424350
2014-01-09,5238090320
2014-01-10,5164314400
2014-01-13,5127426440
2014-01-14,5201202360
2014-01-15,5072094500
2014-01-16,5155092410
2014-01-17,5394864150
2014-01-21,5321088230
2014-01-22,5367198180
2014-01-23,5274978280
2014-01-24,5044428530
2014-01-27,5007540570
2014-01-28,5118204450
2014-01-29,4942986640
2014-01-30,5228868330
2014-01-31,5118204450
2014-02-03,4915320670
2014-02-04,4924542660
2014-02-05,5025984550
