,RAD
2004-09-02,2374007670
2004-09-03,2353319150
2004-09-07,1913688100
2004-09-08,1939548750
2004-09-09,1924032360
2004-09-10,1913688100
2004-09-13,1872311060
2004-09-14,1820589760
2004-09-15,1815417630
2004-09-16,1758524200
2004-09-17,1732663550
2004-09-20,1758524200
2004-09-21,1908515970
2004-09-22,1944720880
2004-09-23,1851622539
2004-09-24,1841278280
2004-09-27,1851622539
2004-09-28,1794729110
2004-09-29,1820589760
2004-09-30,1820589760
2004-10-01,1815417630
2004-10-04,1846450410
2004-10-05,1861966800
2004-10-06,1836106150
2004-10-07,1825761889
2004-10-08,1789556980
2004-10-11,1768868460
2004-10-12,1794729110
2004-10-13,1856794670
2004-10-14,1851622539
2004-10-15,1856794670
2004-10-18,1924032360
2004-10-19,1939548750
2004-10-20,1924032360
2004-10-21,1934376620
2004-10-22,1908515970
2004-10-25,1898171710
2004-10-26,1903343839
2004-10-27,1918860230
2004-10-28,1918860230
2004-10-29,1924032360
2004-11-01,1882655320
2004-11-02,1856794670
2004-11-03,1810245500
2004-11-04,1861966800
2004-11-05,1861966800
2004-11-08,1846450410
2004-11-09,1825761889
2004-11-10,1820589760
2004-11-11,1830934020
2004-11-12,1825761889
2004-11-15,1851622539
2004-11-16,1903343839
2004-11-17,1980925789
2004-11-18,1980925789
2004-11-19,1929204489
2004-11-22,1939548750
2004-11-23,1892999580
2004-11-24,1908515970
2004-11-26,1991270050
2004-11-29,2438400000
2004-11-30,2348800000
2004-12-01,2400000000
2004-12-02,2348800000
2004-12-03,2355200000
2004-12-06,2329600000
2004-12-07,2182400000
2004-12-08,2201600000
2004-12-09,2323200000
2004-12-10,2265600000
2004-12-13,2284800000
2004-12-14,2316800000
2004-12-15,2214400000
2004-12-16,2182400000
2004-12-17,2240000000
2004-12-20,2201600000
2004-12-21,2240000000
2004-12-22,2310400000
2004-12-23,2368000000
2004-12-27,2348800000
2004-12-28,2336000000
2004-12-29,2336000000
2004-12-30,2323200000
2004-12-31,2342400000
2005-01-03,2336000000
2005-01-04,2240000000
2005-01-05,2227200000
2005-01-06,2214400000
2005-01-07,2214400000
2005-01-10,2380800000
2005-01-11,2265600000
2005-01-12,2284800000
2005-01-13,2272000000
2005-01-14,2304000000
2005-01-18,2348800000
2005-01-19,2393600000
2005-01-20,2374400000
2005-01-21,2393600000
2005-01-24,2348800000
2005-01-25,2284800000
2005-01-26,2233600000
2005-01-27,2246400000
2005-01-28,2252800000
2005-01-31,2265600000
2005-02-01,2284800000
2005-02-02,2361600000
2005-02-03,2393600000
2005-02-04,2393600000
2005-02-07,2368000000
2005-02-08,2355200000
2005-02-09,2284800000
2005-02-10,2246400000
2005-02-11,2310400000
2005-02-14,2265600000
2005-02-15,2278400000
2005-02-16,2291200000
2005-02-17,2252800000
2005-02-18,2265600000
2005-02-22,2252800000
2005-02-23,2220800000
2005-02-24,2220800000
2005-02-25,2201600000
2005-02-28,1822632000
2005-03-01,1926782400
2005-03-02,1900744800
2005-03-03,1994480159
2005-03-04,1999687680
2005-03-07,2030932800
2005-03-08,1952820000
2005-03-09,1958027520
2005-03-10,2098630559
2005-03-11,2098630559
2005-03-14,2207988480
2005-03-15,2145498240
2005-03-16,2129875680
2005-03-17,2171535840
2005-03-18,2135083200
2005-03-21,2124668159
2005-03-22,2030932800
2005-03-23,1968442559
2005-03-24,2010102720
2005-03-28,2020517759
2005-03-29,2046555359
2005-03-30,2046555359
2005-03-31,2062177920
2005-04-01,2041347840
2005-04-04,2010102720
2005-04-05,2030932800
2005-04-06,1963235040
2005-04-07,2088215520
2005-04-08,2077800480
2005-04-11,2077800480
2005-04-12,2114253120
2005-04-13,2181950880
2005-04-14,2176743360
2005-04-15,2072592959
2005-04-18,2088215520
2005-04-19,2062177920
2005-04-20,2077800480
2005-04-21,2072592959
2005-04-22,2041347840
2005-04-25,2056970400
2005-04-26,2025725280
2005-04-27,2015310240
2005-04-28,1973650080
2005-04-29,1890329759
2005-05-02,1900744800
2005-05-03,1827839520
2005-05-04,1874707200
2005-05-05,1859084640
2005-05-06,1848669600
2005-05-09,1838254559
2005-05-10,1817424480
2005-05-11,1968442559
2005-05-12,2004895200
2005-05-13,2067385440
2005-05-16,2051762880
2005-05-17,2030932800
2005-05-18,2062177920
2005-05-19,2135083200
2005-05-20,2109045600
2005-05-23,2140290720
2005-05-24,2098630559
2005-05-25,2109045600
2005-05-26,2093423040
2005-05-27,2114253120
2005-05-31,2074204440
2005-06-01,2147534900
2005-06-02,2095156000
2005-06-03,2089918110
2005-06-06,2131821230
2005-06-07,2121345450
2005-06-08,2178962240
2005-06-09,2273244260
2005-06-10,2273244260
2005-06-13,2236579030
2005-06-14,2241816920
2005-06-15,2262768480
2005-06-16,2309909490
2005-06-17,2357050500
2005-06-20,2409429400
2005-06-21,2404191510
2005-06-22,2383239950
2005-06-23,2152772790
2005-06-24,2147534900
2005-06-27,2110869669
2005-06-28,2147534900
2005-06-29,2220865360
2005-06-30,2189438020
2005-07-01,2226103250
2005-07-05,2173724350
2005-07-06,2158010680
2005-07-07,2184200130
2005-07-08,2236579030
2005-07-11,2304671600
2005-07-12,2304671600
2005-07-13,2268006370
2005-07-14,2205151690
2005-07-15,2194675910
2005-07-18,2247054810
2005-07-19,2226103250
2005-07-20,2273244260
2005-07-21,2252292700
2005-07-22,2226103250
2005-07-25,2288957930
2005-07-26,2288957930
2005-07-27,2294195820
2005-07-28,2357050500
2005-07-29,2351812610
2005-08-01,2430380960
2005-08-02,2514187200
2005-08-03,2482759860
2005-08-04,2461808300
2005-08-05,2414667290
2005-08-08,2409429400
2005-08-09,2425143070
2005-08-10,2524662980
2005-08-11,2482759860
2005-08-12,2498473530
2005-08-15,2409429400
2005-08-16,2315147380
2005-08-17,2320385270
2005-08-18,2320385270
2005-08-19,2278482150
2005-08-22,2205151690
2005-08-23,2215627470
2005-08-24,2163248570
2005-08-25,2247054810
2005-08-26,2215627470
2005-08-29,2644488000
2005-08-30,2575881000
2005-08-31,2544696000
2005-09-01,2482326000
2005-09-02,2476089000
2005-09-06,2557170000
2005-09-07,2632014000
2005-09-08,2632014000
2005-09-09,2644488000
2005-09-12,2669436000
2005-09-13,2607066000
2005-09-14,2557170000
2005-09-15,2525985000
2005-09-16,2494800000
2005-09-19,2463615000
2005-09-20,2388771000
2005-09-21,2276505000
2005-09-22,2538459000
2005-09-23,2494800000
2005-09-26,2488563000
2005-09-27,2463615000
2005-09-28,2401245000
2005-09-29,2395008000
2005-09-30,2419956000
2005-10-03,2457378000
2005-10-04,2488563000
2005-10-05,2432430000
2005-10-06,2338875000
2005-10-07,2370060000
2005-10-10,2332638000
2005-10-11,2264031000
2005-10-12,2251557000
2005-10-13,2270268000
2005-10-14,2295216000
2005-10-17,2307690000
2005-10-18,2232846000
2005-10-19,2220372000
2005-10-20,2207898000
2005-10-21,2182950000
2005-10-24,2232846000
2005-10-25,2170476000
2005-10-26,2170476000
2005-10-27,2139290999
2005-10-28,2145528000
2005-10-31,2182950000
2005-11-01,2220372000
2005-11-02,2257794000
2005-11-03,2307690000
2005-11-04,2313927000
2005-11-07,2326401000
2005-11-08,2214135000
2005-11-09,2176713000
2005-11-10,2108105999
2005-11-11,2064447000
2005-11-14,2045735999
2005-11-15,2101869000
2005-11-16,2139290999
2005-11-17,2214135000
2005-11-18,2232846000
2005-11-21,2307690000
2005-11-22,2332638000
2005-11-23,2444904000
2005-11-25,2370060000
2005-11-28,1929898117
2005-11-29,1950818422
2005-11-30,1929898117
2005-12-01,1992659032
2005-12-02,1997889108
2005-12-05,1971738727
2005-12-06,2050189870
2005-12-07,2071110175
2005-12-08,2076340251
2005-12-09,2065880099
2005-12-12,1982198879
2005-12-13,1888057508
2005-12-14,1950818422
2005-12-15,1966508651
2005-12-16,1903747736
2005-12-19,1846216898
2005-12-20,1814836441
2005-12-21,1856677051
2005-12-22,1867137203
2005-12-23,1846216898
2005-12-27,1830526670
2005-12-28,1840986822
2005-12-29,1804376289
2005-12-30,1820066517
2006-01-03,1809606365
2006-01-04,1820066517
2006-01-05,1814836441
2006-01-06,1877597355
2006-01-09,1872367279
2006-01-10,1929898117
2006-01-11,1950818422
2006-01-12,1940358270
2006-01-13,1914207889
2006-01-17,1888057508
2006-01-18,1867137203
2006-01-19,1877597355
2006-01-20,1872367279
2006-01-23,1835756746
2006-01-24,1877597355
2006-01-25,1945588346
2006-01-26,1945588346
2006-01-27,1945588346
2006-01-30,1882827432
2006-01-31,1877597355
2006-02-01,1898517660
2006-02-02,1898517660
2006-02-03,1935128194
2006-02-06,1877597355
2006-02-07,1851446974
2006-02-08,1846216898
2006-02-09,1861907127
2006-02-10,1846216898
2006-02-13,1835756746
2006-02-14,1840986822
2006-02-15,1835756746
2006-02-16,1846216898
2006-02-17,1851446974
2006-02-21,1861907127
2006-02-22,1903747736
2006-02-23,1914207889
2006-02-24,1893287584
2006-02-27,1893287584
2006-02-28,1929898117
2006-03-01,2034499641
2006-03-02,2144331242
2006-03-03,2139101165
2006-03-06,2116505700
2006-03-07,2090376000
2006-03-08,2022438780
2006-03-09,2079924119
2006-03-10,2079924119
2006-03-13,2069472240
2006-03-14,2069472240
2006-03-15,2048568480
2006-03-16,2038116600
2006-03-17,2059020360
2006-03-20,2022438780
2006-03-21,1980631260
2006-03-22,2001535019
2006-03-23,2027664719
2006-03-24,2022438780
2006-03-27,2100827880
2006-03-28,2085150060
2006-03-29,2090376000
2006-03-30,2079924119
2006-03-31,2090376000
2006-04-03,2043342540
2006-04-04,2069472240
2006-04-05,2095601940
2006-04-06,2126957580
2006-04-07,2111279760
2006-04-10,2205346680
2006-04-11,2226250440
2006-04-12,2262832020
2006-04-13,2262832020
2006-04-17,2252380140
2006-04-18,2241928260
2006-04-19,2247154200
2006-04-20,2320317360
2006-04-21,2341221120
2006-04-24,2335995180
2006-04-25,2294187660
2006-04-26,2351673000
2006-04-27,2351673000
2006-04-28,2351673000
2006-05-01,2320317360
2006-05-02,2299413600
2006-05-03,2330769240
2006-05-04,2351673000
2006-05-05,2430062100
2006-05-08,2440513980
2006-05-09,2461417740
2006-05-10,2419610220
2006-05-11,2383028640
2006-05-12,2362124880
2006-05-15,2351673000
2006-05-16,2330769240
2006-05-17,2252380140
2006-05-18,2309865480
2006-05-19,2346447060
2006-05-22,2299413600
2006-05-23,2273283900
2006-05-24,2194894800
2006-05-25,2241928260
2006-05-26,2288961720
2006-05-30,2335995180
2006-05-31,2456191800
2006-06-01,2461417740
2006-06-02,2534580900
2006-06-05,2459853100
2006-06-06,2480788020
2006-06-07,2449385640
2006-06-08,2402282070
2006-06-09,2402282070
2006-06-12,2339477310
2006-06-13,2276672550
2006-06-14,2276672550
2006-06-15,2334243580
2006-06-16,2329009850
2006-06-19,2334243580
2006-06-20,2313308660
2006-06-21,2381347150
2006-06-22,2198166600
2006-06-23,2187699140
2006-06-26,2140595570
2006-06-27,2130128110
2006-06-28,2161530490
2006-06-29,2208634060
2006-06-30,2219101520
2006-07-03,2203400330
2006-07-05,2187699140
2006-07-06,2224335250
2006-07-07,2213867790
2006-07-10,2302841200
2006-07-11,2302841200
2006-07-12,2355178500
2006-07-13,2360412230
2006-07-14,2339477310
2006-07-17,2292373740
2006-07-18,2240036440
2006-07-19,2260971360
2006-07-20,2240036440
2006-07-21,2177231680
2006-07-24,2229568980
2006-07-25,2334243580
2006-07-26,2308074930
2006-07-27,2260971360
2006-07-28,2234802710
2006-07-31,2208634060
2006-08-01,2240036440
2006-08-02,2308074930
2006-08-03,2318542390
2006-08-04,2308074930
2006-08-07,2271438820
2006-08-08,2302841200
2006-08-09,2266205090
2006-08-10,2308074930
2006-08-11,2318542390
2006-08-14,2334243580
2006-08-15,2376113420
2006-08-16,2355178500
2006-08-17,2391814610
2006-08-18,2334243580
2006-08-21,2313308660
2006-08-22,2281906280
2006-08-23,2449385640
2006-08-24,2281906280
2006-08-25,2177231680
2006-08-28,2229568980
2006-08-29,2245270170
2006-08-30,2318542390
2006-08-31,2271438820
2006-09-01,2260971360
2006-09-05,2961748000
2006-09-06,2934576000
2006-09-07,2907404000
2006-09-08,2948162000
2006-09-11,3063643000
2006-09-12,3233468000
2006-09-13,3199503000
2006-09-14,3213089000
2006-09-15,3260640000
2006-09-18,3247054000
2006-09-19,3253847000
2006-09-20,3233468000
2006-09-21,3070436000
2006-09-22,3145159000
2006-09-25,3117987000
2006-09-26,3138366000
2006-09-27,3117987000
2006-09-28,3111194000
2006-09-29,3084022000
2006-10-02,3124780000
2006-10-03,3192710000
2006-10-04,3199503000
2006-10-05,3308191000
2006-10-06,3138366000
2006-10-09,3104401000
2006-10-10,3097608000
2006-10-11,3077229000
2006-10-12,3151952000
2006-10-13,3084022000
2006-10-16,3077229000
2006-10-17,3131573000
2006-10-18,3158745000
2006-10-19,3097608000
2006-10-20,2961748000
2006-10-23,2968541000
2006-10-24,3043264000
2006-10-25,2988920000
2006-10-26,2988920000
2006-10-27,3022885000
2006-10-30,3090815000
2006-10-31,3179124000
2006-11-01,3070436000
2006-11-02,3179124000
2006-11-03,3124780000
2006-11-06,3131573000
2006-11-07,3138366000
2006-11-08,3145159000
2006-11-09,3192710000
2006-11-10,3206296000
2006-11-13,3185917000
2006-11-14,3192710000
2006-11-15,3206296000
2006-11-16,3192710000
2006-11-17,3151952000
2006-11-20,3104401000
2006-11-21,3070436000
2006-11-22,3077229000
2006-11-24,3056850000
2006-11-27,3009299000
2006-11-28,3002506000
2006-11-29,3070436000
2006-11-30,3226675000
2006-12-01,3179124000
2006-12-04,2198775000
2006-12-05,2221920000
2006-12-06,2365419000
2006-12-07,2314500000
2006-12-08,2365419000
2006-12-11,2351532000
2006-12-12,2425596000
2006-12-13,2444112000
2006-12-14,2522805000
2006-12-15,2462628000
2006-12-18,2393193000
2006-12-19,2370048000
2006-12-20,2485773000
2006-12-21,2532063000
2006-12-22,2587611000
2006-12-26,2596869000
2006-12-27,2545950000
2006-12-28,2541321000
2006-12-29,2518176000
2007-01-03,2545950000
2007-01-04,2541321000
2007-01-05,2578353000
2007-01-08,2661675000
2007-01-09,2643159000
2007-01-10,2647788000
2007-01-11,2740368000
2007-01-12,2823690000
2007-01-16,2819061000
2007-01-17,2814432000
2007-01-18,2842206000
2007-01-19,2698707000
2007-01-22,2694078000
2007-01-23,2758884000
2007-01-24,2800545000
2007-01-25,2772771000
2007-01-26,2740368000
2007-01-29,2800545000
2007-01-30,2791287000
2007-01-31,2851464000
2007-02-01,2883867000
2007-02-02,2907012000
2007-02-05,2944044000
2007-02-06,2916270000
2007-02-07,2930157000
2007-02-08,2920899000
2007-02-09,2846835000
2007-02-12,2823690000
2007-02-13,2832948000
2007-02-14,2832948000
2007-02-15,2856093000
2007-02-16,2772771000
2007-02-20,2814432000
2007-02-21,2828319000
2007-02-22,2782029000
2007-02-23,2754255000
2007-02-26,2777400000
2007-02-27,2721852000
2007-02-28,2763513000
2007-03-01,2768142000
2007-03-02,2689449000
2007-03-05,3005680740
2007-03-06,3101267760
2007-03-07,3111888540
2007-03-08,3064095030
2007-03-09,3074715810
2007-03-12,3080026200
2007-03-13,3026922300
2007-03-14,3010991130
2007-03-15,2973818400
2007-03-16,2957887230
2007-03-19,2936645670
2007-03-20,3005680740
2007-03-21,3069405420
2007-03-22,3080026200
2007-03-23,3085336590
2007-03-26,3048163860
2007-03-27,3016301520
2007-03-28,3085336590
2007-03-29,3101267760
2007-03-30,3064095030
2007-04-02,3069405420
2007-04-03,3133130100
2007-04-04,3149061270
2007-04-05,3186234000
2007-04-09,3154371660
2007-04-10,3287131410
2007-04-11,3308372970
2007-04-12,3366787260
2007-04-13,3499547010
2007-04-16,3483615839
2007-04-17,3430511939
2007-04-18,3403959989
2007-04-19,3382718430
2007-04-20,3398649600
2007-04-23,3393339210
2007-04-24,3419891160
2007-04-25,3430511939
2007-04-26,3350856090
2007-04-27,3271200240
2007-04-30,3260579460
2007-05-01,3271200240
2007-05-02,3303062580
2007-05-03,3318993750
2007-05-04,3324304140
2007-05-07,3297752190
2007-05-08,3340235310
2007-05-09,3393339210
2007-05-10,3340235310
2007-05-11,3393339210
2007-05-14,3318993750
2007-05-15,3281821020
2007-05-16,3308372970
2007-05-17,3318993750
2007-05-18,3393339210
2007-05-21,3377408040
2007-05-22,3430511939
2007-05-23,3435822330
2007-05-24,3366787260
2007-05-25,3425201550
2007-05-29,3366787260
2007-05-30,3361476870
2007-05-31,3356166480
2007-06-01,3377408040
2007-06-04,5120822750
2007-06-05,5238093500
2007-06-06,5222457400
2007-06-07,5105186650
2007-06-08,5136458850
2007-06-11,5105186650
2007-06-12,4933189550
2007-06-13,4894099300
2007-06-14,4808100750
2007-06-15,4784646600
2007-06-18,4769010500
2007-06-19,4761192450
2007-06-20,4776828550
2007-06-21,4815918800
2007-06-22,4761192450
2007-06-25,4776828550
2007-06-26,4745556350
2007-06-27,4808100750
2007-06-28,4847191000
2007-06-29,4987915900
2007-07-02,4987915900
2007-07-03,4980097850
2007-07-05,4956643700
2007-07-06,4980097850
2007-07-09,4917553450
2007-07-10,4823736850
2007-07-11,4776828550
2007-07-12,4776828550
2007-07-13,4847191000
2007-07-16,4761192450
2007-07-17,4784646600
2007-07-18,4745556350
2007-07-19,4659557800
2007-07-20,4620467550
2007-07-23,4565741200
2007-07-24,4503196800
2007-07-25,4495378750
2007-07-26,4370289950
2007-07-27,4206110900
2007-07-30,4268655300
2007-07-31,4307745550
2007-08-01,4315563600
2007-08-02,4260837250
2007-08-03,4198292850
2007-08-06,4002841600
2007-08-07,3948115250
2007-08-08,4104476250
2007-08-09,4018477700
2007-08-10,4010659650
2007-08-13,4018477700
2007-08-14,3995023550
2007-08-15,3830844500
2007-08-16,3783936200
2007-08-17,3815208400
2007-08-20,3854298650
2007-08-21,3877752800
2007-08-22,3893388900
2007-08-23,3909025000
2007-08-24,3987205500
2007-08-27,3979387450
2007-08-28,3909025000
2007-08-29,3971569400
2007-08-30,3963751350
2007-08-31,3963751350
2007-09-04,3961953367
2007-09-05,3884420033
2007-09-06,3961953367
2007-09-07,3892173366
2007-09-10,3845653366
2007-09-11,3861160033
2007-09-12,3713846698
2007-09-13,3783626699
2007-09-14,3876666700
2007-09-17,3791380032
2007-09-18,3868913366
2007-09-19,3915433367
2007-09-20,3946446700
2007-09-21,3830146699
2007-09-24,3930940033
2007-09-25,3814640032
2007-09-26,3915433367
2007-09-27,3752613365
2007-09-28,3582040030
2007-10-01,3465740029
2007-10-02,3395960029
2007-10-03,3450233363
2007-10-04,3496753363
2007-10-05,3543273363
2007-10-08,3496753363
2007-10-09,3450233363
2007-10-10,3310673361
2007-10-11,3357193362
2007-10-12,3341686695
2007-10-15,3287413361
2007-10-16,3202126694
2007-10-17,3124593360
2007-10-18,3101333360
2007-10-19,3109086693
2007-10-22,3116840026
2007-10-23,3116840026
2007-10-24,3116840026
2007-10-25,3109086693
2007-10-26,3078073359
2007-10-29,3047060026
2007-10-30,2992786692
2007-10-31,3031553359
2007-11-01,2961773358
2007-11-02,2985033359
2007-11-05,2969526692
2007-11-06,2992786692
2007-11-07,2837720024
2007-11-08,2899746691
2007-11-09,2891993358
2007-11-12,2961773358
2007-11-13,2977280025
2007-11-14,2938513358
2007-11-15,2806706690
2007-11-16,2791200024
2007-11-19,2729173356
2007-11-20,2705913356
2007-11-21,2721420023
2007-11-23,2698160023
2007-11-26,2783446690
2007-11-27,2736926690
2007-11-28,2744680023
2007-11-29,2736926690
2007-11-30,2884240024
2007-12-03,2758146630
2007-12-04,2671275870
2007-12-05,2635079720
2007-12-06,2729189710
2007-12-07,2939127380
2007-12-10,3192500430
2007-12-11,3076672750
2007-12-12,2975323530
2007-12-13,2946366610
2007-12-14,2902931230
2007-12-17,2917409690
2007-12-18,2924648920
2007-12-19,2968084300
2007-12-20,2026984400
2007-12-21,2157290540
2007-12-24,2135572850
2007-12-26,2150051310
2007-12-27,2070419780
2007-12-28,2034223630
2007-12-31,2019745170
2008-01-02,1947352870
2008-01-03,1650544440
2008-01-04,1556434450
2008-01-07,1527477530
2008-01-08,1498520610
2008-01-09,1411649850
2008-01-10,1585391370
2008-01-11,1607109060
2008-01-14,1578152140
2008-01-15,1541955990
2008-01-16,1455085230
2008-01-17,1433367540
2008-01-18,1484042150
2008-01-22,1476802920
2008-01-23,1585391370
2008-01-24,1730175970
2008-01-25,1643305210
2008-01-28,1780850580
2008-01-29,1882199800
2008-01-30,1969070560
2008-01-31,2135572850
2008-02-01,2345510520
2008-02-04,2251400530
2008-02-05,2150051310
2008-02-06,1882199800
2008-02-07,1976309790
2008-02-08,1918395950
2008-02-11,1918395950
2008-02-12,1954592100
2008-02-13,1954592100
2008-02-14,1853242880
2008-02-15,1831525190
2008-02-19,1831525190
2008-02-20,1889439030
2008-02-21,1867721340
2008-02-22,1889439030
2008-02-25,1889439030
2008-02-26,2012505940
2008-02-27,1969070560
2008-02-28,2005266710
2008-02-29,1932874410
2008-03-03,2189408760
2008-03-04,2197639620
2008-03-05,2329333380
2008-03-06,2140023600
2008-03-07,2057715000
2008-03-10,2049484140
2008-03-11,2049484140
2008-03-12,2074176720
2008-03-13,2098869300
2008-03-14,2024791560
2008-03-17,1942482960
2008-03-18,2033022420
2008-03-19,2057715000
2008-03-20,2090638440
2008-03-24,2181177900
2008-03-25,2304640800
2008-03-26,2461027140
2008-03-27,2279948220
2008-03-28,2395180260
2008-03-31,2419872840
2008-04-01,2411641980
2008-04-02,2452796280
2008-04-03,2378718540
2008-04-04,2461027140
2008-04-07,2436334560
2008-04-08,2329333380
2008-04-09,2255255640
2008-04-10,2140023600
2008-04-11,2082407580
2008-04-14,1884866940
2008-04-15,2000098980
2008-04-16,2049484140
2008-04-17,2065945860
2008-04-18,2074176720
2008-04-21,2057715000
2008-04-22,2123561880
2008-04-23,2164716180
2008-04-24,2148254460
2008-04-25,2140023600
2008-04-28,2181177900
2008-04-29,2164716180
2008-04-30,2222332200
2008-05-01,2164716180
2008-05-02,2057715000
2008-05-05,2181177900
2008-05-06,2189408760
2008-05-07,2107100160
2008-05-08,2074176720
2008-05-09,1950713820
2008-05-12,1909559520
2008-05-13,1975406400
2008-05-14,2000098980
2008-05-15,1967175540
2008-05-16,2008329840
2008-05-19,1934252100
2008-05-20,1934252100
2008-05-21,1893097800
2008-05-22,1670864580
2008-05-23,1728480600
2008-05-27,1810789200
2008-05-28,1777865760
2008-05-29,1761404040
2008-05-30,1851943500
2008-06-02,1860166860
2008-06-03,1860166860
2008-06-04,1835029470
2008-06-05,1943958160
2008-06-06,1860166860
2008-06-09,1801512950
2008-06-10,1809892080
2008-06-11,1709342520
2008-06-12,1717721650
2008-06-13,1742859040
2008-06-16,1726100780
2008-06-17,1700963390
2008-06-18,1633930350
2008-06-19,1600413830
2008-06-20,1642309480
2008-06-23,1550139050
2008-06-24,1441210360
2008-06-25,1466347750
2008-06-26,1131182550
2008-06-27,1240111240
2008-06-30,1332281670
2008-07-01,1307144280
2008-07-02,1139561680
2008-07-03,1131182550
2008-07-07,1072528640
2008-07-08,1080907770
2008-07-09,1089286900
2008-07-10,1005495600
2008-07-11,863050390
2008-07-14,846292130
2008-07-15,963599950
2008-07-16,1189836460
2008-07-17,1214973850
2008-07-18,1089286900
2008-07-21,1139561680
2008-07-22,1181457330
2008-07-23,1189836460
2008-07-24,1114424290
2008-07-25,1005495600
2008-07-28,1055770380
2008-07-29,1089286900
2008-07-30,1022253860
2008-07-31,1072528640
2008-08-01,1106045160
2008-08-04,1106045160
2008-08-05,1114424290
2008-08-06,1072528640
2008-08-07,1097666030
2008-08-08,1122803420
2008-08-11,1114424290
2008-08-12,1072528640
2008-08-13,1080907770
2008-08-14,1047391250
2008-08-15,1064149510
2008-08-18,1072528640
2008-08-19,1047391250
2008-08-20,1030632990
2008-08-21,1005495600
2008-08-22,1013874730
2008-08-25,997116470
2008-08-26,1013874730
2008-08-27,1005495600
2008-08-28,1005495600
2008-08-29,1013874730
2008-09-02,1017070340
2008-09-03,1008664800
2008-09-04,983448179
2008-09-05,933014940
2008-09-08,924609400
2008-09-09,924609400
2008-09-10,840554000
2008-09-11,823742920
2008-09-12,832148460
2008-09-15,840554000
2008-09-16,832148460
2008-09-17,781715220
2008-09-18,840554000
2008-09-19,865770620
2008-09-22,823742920
2008-09-23,802813125
2008-09-24,806931840
2008-09-25,773309679
2008-09-26,764904140
2008-09-29,680848740
2008-09-30,706065360
2008-10-01,798526300
2008-10-02,748093060
2008-10-03,722876440
2008-10-06,722876440
2008-10-07,630415500
2008-10-08,579982260
2008-10-09,437088080
2008-10-10,462304700
2008-10-13,563171180
2008-10-14,722876440
2008-10-15,664037660
2008-10-16,655632120
2008-10-17,596793340
2008-10-20,613604420
2008-10-21,529549020
2008-10-22,462304700
2008-10-23,462304700
2008-10-24,412712014
2008-10-27,378249300
2008-10-28,420277000
2008-10-29,403465920
2008-10-30,411871460
2008-10-31,407668689
2008-11-03,426244933
2008-11-04,420277000
2008-11-05,420277000
2008-11-06,369843760
2008-11-07,361438220
2008-11-10,361438220
2008-11-11,337062154
2008-11-12,311004980
2008-11-13,311004980
2008-11-14,294193900
2008-11-17,268977280
2008-11-18,327816060
2008-11-19,268977280
2008-11-20,252166200
2008-11-21,260571740
2008-11-24,311004980
2008-11-25,344627139
2008-11-26,395060380
2008-11-28,437088080
2008-12-01,327916680
2008-12-02,395181640
2008-12-03,395181640
2008-12-04,386773519
2008-12-05,336324800
2008-12-08,378365400
2008-12-09,361549160
2008-12-10,395181640
2008-12-11,395181640
2008-12-12,386773519
2008-12-15,395181640
2008-12-16,403589760
2008-12-17,428814119
2008-12-18,395181640
2008-12-19,294284200
2008-12-22,327916680
2008-12-23,302692320
2008-12-24,294284200
2008-12-26,277467960
2008-12-29,277467960
2008-12-30,277467960
2008-12-31,260651720
2009-01-02,285876080
2009-01-05,294284200
2009-01-06,294284200
2009-01-07,294284200
2009-01-08,294284200
2009-01-09,285876080
2009-01-12,277467960
2009-01-13,311100440
2009-01-14,294284200
2009-01-15,277467960
2009-01-16,361549160
2009-01-20,277467960
2009-01-21,260651720
2009-01-22,252243600
2009-01-23,260651720
2009-01-26,260651720
2009-01-27,252243600
2009-01-28,252243600
2009-01-29,227019240
2009-01-30,235427359
2009-02-02,218611120
2009-02-03,227019240
2009-02-04,210203000
2009-02-05,218611120
2009-02-06,252243600
2009-02-09,235427359
2009-02-10,235427359
2009-02-11,243835480
2009-02-12,243835480
2009-02-13,235427359
2009-02-17,210203000
2009-02-18,201794880
2009-02-19,218611120
2009-02-20,193386759
2009-02-23,168162400
2009-02-24,218611120
2009-02-25,210203000
2009-02-26,193386759
2009-02-27,235427359
2009-03-02,202315589
2009-03-03,211111920
2009-03-04,228704580
2009-03-05,184722930
2009-03-06,193519260
2009-03-09,184722930
2009-03-10,219908250
2009-03-11,193519260
2009-03-12,219908250
2009-03-13,211111920
2009-03-16,237500910
2009-03-17,237500910
2009-03-18,263889900
2009-03-19,307871550
2009-03-20,334260540
2009-03-23,369445860
2009-03-24,351853200
2009-03-25,378242190
2009-03-26,378242190
2009-03-27,360649529
2009-03-30,307871550
2009-03-31,316667880
2009-04-01,343056870
2009-04-02,395834850
2009-04-03,404631179
2009-04-06,378242190
2009-04-07,351853200
2009-04-08,369445860
2009-04-09,387038520
2009-04-13,369445860
2009-04-14,360649529
2009-04-15,360649529
2009-04-16,413427510
2009-04-17,580557780
2009-04-20,536576129
2009-04-21,536576129
2009-04-22,545372460
2009-04-23,589354110
2009-04-24,774077040
2009-04-27,835651350
2009-04-28,747688050
2009-04-29,756484380
2009-04-30,791669700
2009-05-01,809262359
2009-05-04,835651350
2009-05-05,818058690
2009-05-06,826855020
2009-05-07,774077040
2009-05-08,791669700
2009-05-11,932410980
