,XRX
2009-04-13,3054265110
2009-04-14,3071668330
2009-04-15,3117351782
2009-04-16,3295734787
2009-04-17,3393627900
2009-04-20,3071668330
2009-04-21,3186964662
2009-04-22,3250051335
2009-04-23,3289208580
2009-04-24,3411031120
2009-04-27,3215244895
2009-04-28,3267454555
2009-04-29,3380575485
2009-04-30,3502398025
2009-05-01,3691658042
2009-05-04,3759095520
2009-05-05,3737341495
2009-05-06,3835234607
2009-05-07,3776498740
2009-05-08,3835234607
2009-05-11,3719938275
2009-05-12,3506748830
2009-05-13,3415381925
2009-05-14,3622045162
2009-05-15,3569835502
2009-05-18,3748218507
2009-05-19,3874391852
2009-05-20,3954881745
2009-05-21,3909198292
2009-05-22,3885268865
2009-05-26,3972284965
2009-05-27,3885268865
2009-05-28,3874391852
2009-05-29,3898321280
2009-06-01,4007091405
2009-06-02,4022319222
2009-06-03,3930952317
2009-06-04,4155018775
2009-06-05,4074528882
2009-06-08,4070178077
2009-06-09,4081055090
2009-06-10,4052774857
2009-06-11,4011442210
2009-06-12,4000565197
2009-06-15,3954881745
2009-06-16,3983161977
2009-06-17,3954881745
2009-06-18,3948355537
2009-06-19,3863514840
2009-06-22,3678605627
2009-06-23,3667728615
2009-06-24,3719938275
2009-06-25,3811305180
2009-06-26,3800428167
2009-06-29,3793901960
2009-06-30,3713412067
2009-07-01,3792350660
2009-07-02,3672546360
2009-07-06,3605020300
2009-07-07,3472146440
2009-07-08,3483037740
2009-07-09,3472146440
2009-07-10,3506998600
2009-07-13,3626802899
2009-07-14,3700863739
2009-07-15,3822846300
2009-07-16,3925224520
2009-07-17,3844628899
2009-07-20,4016711440
2009-07-21,3977502760
2009-07-22,4016711440
2009-07-23,4437115620
2009-07-24,4532959060
2009-07-27,4550385140
2009-07-28,4718111160
2009-07-29,4711576380
2009-07-30,4774745920
2009-07-31,4700685080
2009-08-03,4705041600
2009-08-04,4798706780
2009-08-05,4883658920
2009-08-06,4820489380
2009-08-07,4848806760
2009-08-10,5016532780
2009-08-11,4844450240
2009-08-12,4883658920
2009-08-13,4894550220
2009-08-14,4859698060
2009-08-17,4672367700
2009-08-18,4722467680
2009-08-19,4831380680
2009-08-20,4750785060
2009-08-21,4848806760
2009-08-24,4911976300
2009-08-25,5003463220
2009-08-26,5003463220
2009-08-27,5073167540
2009-08-28,5101484920
2009-08-31,4964254540
2009-09-01,4855341540
2009-09-02,4785637220
2009-09-03,4837915460
2009-09-04,4957719760
2009-09-08,4957719760
2009-09-09,5084058840
2009-09-10,5378123940
2009-09-11,5262676160
2009-09-14,5256141380
2009-09-15,5487036940
2009-09-16,5491393460
2009-09-17,5456541300
2009-09-18,5441293480
2009-09-21,5417332620
2009-09-22,5284458760
2009-09-23,5343271780
2009-09-24,5238715300
2009-09-25,5175545760
2009-09-28,4406619980
2009-09-29,4546028620
2009-09-30,4441472140
2009-10-01,5799298090
2009-10-02,5669967570
2009-10-05,5761086800
2009-10-06,5661149580
2009-10-07,5614120300
2009-10-08,5893356650
2009-10-09,6002111860
2009-10-12,6040323150
2009-10-13,5861024020
2009-10-14,5978597220
2009-10-15,5955082580
2009-10-16,5893356650
2009-10-19,6040323150
2009-10-20,6093231090
2009-10-21,5978597220
2009-10-22,6219622280
2009-10-23,6102049080
2009-10-26,6016808510
2009-10-27,5978597220
2009-10-28,5799298090
2009-10-29,5969779230
2009-10-30,5822812730
2009-11-02,5799298090
2009-11-03,5855145360
2009-11-04,6134381710
2009-11-05,6149078360
2009-11-06,6140260370
2009-11-09,6249015580
2009-11-10,6072655780
2009-11-11,6110867070
2009-11-12,6078534440
2009-11-13,6087352430
2009-11-16,6201986300
2009-11-17,6187289650
2009-11-18,6149078360
2009-11-19,6025626500
2009-11-20,6063837790
2009-11-23,6140260370
2009-11-24,6134381710
2009-11-25,6125563720
2009-11-27,6031505160
2009-11-30,5963900570
2009-12-01,6063837790
2009-12-02,6040323150
2009-12-03,6007990520
2009-12-04,6125563720
2009-12-07,6116745730
2009-12-08,6040323150
2009-12-09,6116745730
2009-12-10,6102049080
2009-12-11,6140260370
2009-12-14,6366588780
2009-12-15,6475343990
2009-12-16,6513555280
2009-12-17,6528251930
2009-12-18,6481222650
2009-12-21,6566463220
2009-12-22,6642885800
2009-12-23,6622310490
2009-12-24,6698733070
2009-12-28,6566463220
2009-12-29,6642885800
2009-12-30,6707551060
2009-12-31,6551766570
2010-01-04,6684036420
2010-01-05,6689915080
2010-01-06,6628189150
2010-01-07,6660521780
2010-01-08,6637007139
2010-01-11,6798670290
2010-01-12,6854517560
2010-01-13,6930940139
2010-01-14,6883910860
2010-01-15,6845699570
2010-01-19,6983848080
2010-01-20,6883910860
2010-01-21,7186661850
2010-01-22,6945636790
2010-01-25,6883910860
2010-01-26,6860396220
2010-01-27,6883910860
2010-01-28,6831002920
2010-01-29,6751641010
2010-02-01,6945636790
2010-02-02,7069088650
2010-02-03,6960333440
2010-02-04,6698733070
2010-02-05,6557645230
2010-02-08,6542948580
2010-02-09,6490040639
2010-02-10,6542948580
2010-02-11,6783973639
2010-02-12,6792791630
2010-02-16,6860396220
2010-02-17,6907425500
2010-02-18,7101421280
2010-02-19,7124935920
2010-02-22,7154329220
2010-02-23,7045574010
2010-02-24,7163147210
2010-02-25,7195479840
2010-02-26,7257205770
2010-03-01,7395354280
2010-03-02,7357142990
2010-03-03,7371839639
2010-03-04,7386536290
2010-03-05,7642258000
2010-03-08,7674590630
2010-03-09,7542320780
2010-03-10,7627561350
2010-03-11,7745134550
2010-03-12,7659893980
2010-03-15,7759831200
2010-03-16,7812739139
2010-03-17,7665772639
2010-03-18,7636379340
2010-03-19,7410050930
2010-03-22,7642258000
2010-03-23,7830375120
2010-03-24,7636379340
2010-03-25,7448262220
2010-03-26,7512927480
2010-03-29,7533502790
2010-03-30,7504109490
2010-03-31,7551138770
2010-04-01,9102002140
2010-04-05,9458197512
2010-04-06,9357909495
2010-04-07,9257621477
2010-04-08,9492779587
2010-04-09,9513528832
2010-04-12,9558485530
2010-04-13,9520445247
2010-04-14,9610358642
2010-04-15,9558485530
2010-04-16,9402866192
2010-04-19,9759061565
2010-04-20,9786727225
2010-04-21,9658773547
2010-04-22,9520445247
2010-04-23,10312374765
2010-04-26,10340040425
2010-04-27,9848974960
2010-04-28,10111798730
2010-04-29,10222461370
2010-04-30,9931971940
2010-05-03,10066842032
2010-05-04,9658773547
2010-05-05,9492779587
2010-05-06,9146958837
2010-05-07,8863385822
2010-05-10,9236872232
2010-05-11,9202290157
2010-05-12,9285287137
2010-05-13,9385575155
2010-05-14,9129667800
2010-05-17,9202290157
2010-05-18,9119293177
2010-05-19,8738890352
2010-05-20,8310072622
2010-05-21,8399986017
2010-05-24,8154453284
2010-05-25,8282406962
2010-05-26,8189035360
2010-05-27,8617853090
2010-05-28,8482982997
2010-06-01,8154453284
2010-06-02,8399986017
2010-06-03,8444942715
2010-06-04,8092205549
2010-06-07,7853589232
2010-06-08,7798257912
2010-06-09,7736010177
2010-06-10,8216701020
2010-06-11,8216701020
2010-06-14,8337738282
2010-06-15,8617853090
2010-06-16,8600562052
2010-06-17,8617853090
2010-06-18,8590187430
2010-06-21,8517565072
2010-06-22,8316989037
2010-06-23,8216701020
2010-06-24,7991917532
2010-06-25,7964251872
2010-06-28,7936586212
2010-06-29,7597681877
2010-06-30,7324483485
2010-07-01,7282327500
2010-07-02,7299666375
2010-07-06,7226843100
2010-07-07,7421038499
2010-07-08,7462651800
2010-07-09,7511200650
2010-07-12,7674186075
2010-07-13,7885720349
2010-07-14,7864913700
2010-07-15,7864913700
2010-07-16,7584023925
2010-07-19,7712331599
2010-07-20,7736606025
2010-07-21,7684589400
2010-07-22,8249836725
2010-07-23,8450967675
2010-07-26,8707583025
2010-07-27,8742260775
2010-07-28,8697179700
2010-07-29,8797745175
2010-07-30,8898310650
2010-08-02,8971133925
2010-08-03,8815084050
2010-08-04,8898310650
2010-08-05,8808148500
2010-08-06,8763067425
2010-08-09,8908713975
2010-08-10,8787341850
2010-08-11,8468306550
2010-08-12,8312256675
2010-08-13,8232497849
2010-08-16,8239433400
2010-08-17,8440564350
2010-08-18,8461370999
2010-08-19,8267175600
2010-08-20,8194352325
2010-08-23,8038302450
2010-08-24,7729670475
2010-08-25,7847574825
2010-08-26,7736606025
2010-08-27,7892655900
2010-08-30,7729670475
2010-08-31,7715799375
2010-09-01,8055641325
2010-09-02,8159674575
2010-09-03,8305321125
2010-09-07,8131932375
2010-09-08,8177013449
2010-09-09,8350402199
2010-09-10,8322660000
2010-09-13,8964198375
2010-09-14,8770002975
2010-09-15,8908713975
2010-09-16,9182668200
2010-09-17,9227749275
2010-09-20,9463557975
2010-09-21,9383799150
2010-09-22,9317911425
2010-09-23,9283233675
2010-09-24,9612672300
2010-09-27,9591865650
2010-09-28,9636946725
2010-09-29,9401138025
2010-09-30,9456622425
2010-10-01,9681532455
2010-10-04,9629029567
2010-10-05,9884543620
2010-10-06,9905544775
2010-10-07,9905544775
2010-10-08,10098055362
2010-10-11,10182059982
2010-10-12,10290565950
2010-10-13,10217061907
2010-10-14,10171559405
2010-10-15,10199560945
2010-10-18,10346569030
2010-10-19,10087554785
2010-10-20,10227562485
2010-10-21,10336068452
2010-10-22,10532079232
2010-10-25,10696588280
2010-10-26,10595082697
2010-10-27,10651085777
2010-10-28,10770092322
2010-10-29,10787593285
2010-11-01,10707088857
2010-11-02,10808594440
2010-11-03,10787593285
2010-11-04,11001105027
2010-11-05,10973103487
2010-11-08,10815594825
2010-11-09,10854096942
2010-11-10,10668586740
2010-11-11,10549580195
2010-11-12,10409572495
2010-11-15,10430573650
2010-11-16,10171559405
2010-11-17,10273064987
2010-11-18,10707088857
2010-11-19,10770092322
2010-11-22,10808594440
2010-11-23,10605583275
2010-11-24,10882098482
2010-11-26,10854096942
2010-11-29,10696588280
2010-11-30,10567081157
2010-12-01,10843596365
2010-12-02,10854096942
2010-12-03,10910100022
2010-12-06,10882098482
2010-12-07,10938101562
2010-12-08,10990604450
2010-12-09,11074609070
2010-12-10,11067608685
2010-12-13,10990604450
2010-12-14,10973103487
2010-12-15,10696588280
2010-12-16,10889098867
2010-12-17,10836595980
2010-12-20,10882098482
2010-12-21,10966103102
2010-12-22,10843596365
2010-12-23,10780592900
2010-12-27,10724589820
2010-12-28,10679087317
2010-12-29,10714089242
2010-12-30,10588082312
2010-12-31,10623084237
2011-01-03,10798093862
2011-01-04,10511078077
2011-01-05,10567081157
2011-01-06,10567081157
2011-01-07,10420073072
2011-01-10,10521578655
2011-01-11,10588082312
2011-01-12,10633584815
2011-01-13,10437574035
2011-01-14,10714089242
2011-01-18,10780592900
2011-01-19,10640585200
2011-01-20,10283565565
2011-01-21,10273064987
2011-01-24,10357069607
2011-01-25,10511078077
2011-01-26,9709533995
2011-01-27,9951047277
2011-01-28,9727034957
2011-01-31,9793538615
2011-02-01,10031551705
2011-02-02,10014050742
2011-02-03,10059553245
2011-02-04,10007050357
2011-02-07,10031551705
2011-02-08,10007050357
2011-02-09,10042052282
2011-02-10,9996549780
2011-02-11,10115556325
2011-02-14,10171559405
2011-02-15,10206561330
2011-02-16,10486576730
2011-02-17,10486576730
2011-02-18,10437574035
2011-02-22,10024551320
2011-02-23,9849541695
2011-02-24,9783038037
2011-02-25,9884543620
2011-02-28,9912545160
2011-03-01,9793538615
2011-03-02,9720034572
2011-03-03,9839041117
2011-03-04,9674532070
2011-03-07,9580026872
2011-03-08,9741035727
2011-03-09,9664031492
2011-03-10,9527523985
2011-03-11,9590527450
2011-03-14,9527523985
2011-03-15,9387516285
2011-03-16,9100500500
2011-03-17,9349014167
2011-03-18,9331513205
2011-03-21,9450519750
2011-03-22,9349014167
2011-03-23,9433018787
2011-03-24,9461020327
2011-03-25,9839041117
2011-03-28,9811039577
2011-03-29,9821540155
2011-03-30,9828540540
2011-03-31,9821540155
2011-04-01,10046805990
2011-04-04,10011750840
2011-04-05,10011750840
2011-04-06,10022267385
2011-04-07,10022267385
2011-04-08,9882046785
2011-04-11,9966179145
2011-04-12,9938135025
2011-04-13,9910090905
2011-04-14,9927618480
2011-04-15,9910090905
2011-04-18,9854002665
2011-04-19,9741826185
2011-04-20,10022267385
2011-04-21,9440351895
2011-04-25,9261570630
2011-04-26,9310647840
2011-04-27,9338691960
2011-04-28,9356219535
2011-04-29,9317658870
2011-05-02,9338691960
2011-05-03,9412307775
2011-05-04,9345702990
2011-05-05,9373747110
2011-05-06,9464890500
2011-05-09,9401791230
2011-05-10,9661199340
2011-05-11,9485923590
2011-05-12,9513967710
2011-05-13,9429835350
2011-05-16,9391274685
2011-05-17,9300131295
2011-05-18,9475407045
2011-05-19,9475407045
2011-05-20,9338691960
2011-05-23,9208987905
2011-05-24,9096811425
2011-05-25,9079283850
2011-05-26,9215998935
2011-05-27,9237032025
2011-05-31,9429835350
2011-06-01,9237032025
2011-06-02,9282603720
2011-06-03,9237032025
2011-06-06,9012679065
2011-06-07,8865447435
2011-06-08,8735743380
2011-06-09,8830392285
2011-06-10,8683160655
2011-06-13,8911019130
2011-06-14,9079283850
2011-06-15,8904008100
2011-06-16,8977623915
2011-06-17,9096811425
2011-06-20,9114339000
2011-06-21,9215998935
2011-06-22,9226515480
2011-06-23,9300131295
2011-06-24,9135372090
2011-06-27,9152899665
2011-06-28,9317658870
2011-06-29,9464890500
2011-06-30,9615627645
2011-07-01,9850021680
2011-07-05,9720875400
2011-07-06,9720875400
2011-07-07,9822098160
2011-07-08,9801155520
2011-07-11,9424188000
2011-07-12,9378812280
2011-07-13,9399754920
2011-07-14,9260137320
2011-07-15,9204290280
2011-07-18,9124010160
2011-07-19,9371831400
2011-07-20,9249666000
2011-07-21,9473054160
2011-07-22,9270608640
2011-07-25,9103067520
2011-07-26,9001844760
2011-07-27,8809870560
2011-07-28,8663272080
2011-07-29,8579501519
2011-08-01,8394508200
2011-08-02,8111782559
2011-08-03,8185081800
2011-08-04,7881413519
2011-08-05,7843018680
2011-08-08,7082102760
2011-08-09,7511426880
2011-08-10,7089083640
2011-08-11,7347376200
2011-08-12,7364828400
2011-08-15,7605668760
2011-08-16,7560293040
2011-08-17,7633592280
2011-08-18,7054179240
2011-08-19,6733058760
2011-08-22,6813338880
2011-08-23,7015784400
2011-08-24,7211249040
2011-08-25,6925032960
2011-08-26,7099554960
2011-08-29,7410204120
2011-08-30,7420675440
2011-08-31,7633592280
2011-09-01,7459070280
2011-09-02,7274076960
2011-09-06,7183325519
2011-09-07,7385771040
2011-09-08,7211249040
2011-09-09,6813338880
2011-09-12,6914561640
2011-09-13,7061160120
2011-09-14,7190306400
2011-09-15,7274076960
2011-09-16,7375299720
2011-09-19,7274076960
2011-09-20,7134459360
2011-09-21,6886638120
2011-09-22,6537594120
2011-09-23,6530613240
2011-09-26,6806358000
2011-09-27,6959937360
2011-09-28,6722587440
2011-09-29,6750510960
2011-09-30,6408447840
2011-10-03,5917981725
2011-10-04,6175430647
2011-10-05,6279078915
2011-10-06,6342605272
2011-10-07,6315857332
2011-10-10,6590023717
2011-10-11,6546558314
2011-10-12,6590023717
2011-10-13,6640176105
2011-10-14,6810694222
2011-10-17,6579993240
2011-10-18,6773915805
2011-10-19,6720419925
2011-10-20,6703702462
2011-10-21,6897625027
2011-10-24,7048082189
2011-10-25,7064799652
2011-10-26,7221943800
2011-10-27,7549606064
2011-10-28,7512827647
2011-10-31,7205226337
2011-11-01,6994586310
2011-11-02,7124982517
2011-11-03,7355683500
2011-11-04,7452644782
2011-11-07,7442614305
2011-11-08,7522858125
2011-11-09,7124982517
2011-11-10,7161760935
2011-11-11,7231974277
2011-11-14,7178478397
2011-11-15,7178478397
2011-11-16,7064799652
2011-11-17,6977868847
2011-11-18,6941090430
2011-11-21,6854159625
2011-11-22,6757198342
2011-11-23,6650206582
2011-11-25,6666924045
2011-11-28,6763885327
2011-11-29,6703702462
2011-11-30,7178478397
2011-12-01,7215256814
2011-12-02,7242004755
2011-12-05,7365713977
2011-12-06,7338966037
2011-12-07,7365713977
2011-12-08,7074830130
2011-12-09,7188508875
2011-12-12,7038051712
2011-12-13,6977868847
2011-12-14,6860846610
2011-12-15,6977868847
2011-12-16,7021334250
2011-12-19,6800663745
2011-12-20,7064799652
2011-12-21,7098234577
2011-12-22,7215256814
2011-12-23,7302187620
2011-12-27,7188508875
2011-12-28,6957807892
2011-12-29,7021334250
2011-12-30,7011303772
2012-01-03,7221943800
2012-01-04,7178478397
2012-01-05,7135012995
2012-01-06,7135012995
2012-01-09,7124982517
2012-01-10,7145043472
2012-01-11,7215256814
2012-01-12,7161760935
2012-01-13,7118295532
2012-01-17,7118295532
2012-01-18,7469362245
2012-01-19,7673315287
2012-01-20,7716780689
2012-01-23,7690032750
2012-01-24,7636536870
2012-01-25,6880907564
2012-01-26,6914342490
2012-01-27,6941090430
2012-01-30,6810694222
2012-01-31,6827411685
2012-02-01,6854159625
2012-02-02,6860846610
2012-02-03,7011303772
2012-02-06,6994586310
2012-02-07,7021334250
2012-02-08,7054769175
2012-02-09,7064799652
2012-02-10,6977868847
2012-02-13,7064799652
2012-02-14,7372400962
2012-02-15,7338966037
2012-02-16,7382431439
2012-02-17,7312218097
2012-02-21,7195195860
2012-02-22,7178478397
2012-02-23,7345653022
2012-02-24,7365713977
2012-02-27,7372400962
2012-02-28,7312218097
2012-02-29,7248691740
2012-03-01,7399148902
2012-03-02,7285470157
2012-03-05,7345653022
2012-03-06,7098234577
2012-03-07,7124982517
2012-03-08,7268752694
2012-03-09,7268752694
2012-03-12,7292157142
2012-03-13,7415866365
2012-03-14,7452644782
2012-03-15,7435927319
2012-03-16,7328935560
2012-03-19,7338966037
2012-03-20,7268752694
2012-03-21,7275439680
2012-03-22,7231974277
2012-03-23,7242004755
2012-03-26,7382431439
2012-03-27,7372400962
2012-03-28,7268752694
2012-03-29,7161760935
2012-03-30,7111608547
2012-04-02,7159933685
2012-04-03,7079897165
2012-04-04,6939833255
2012-04-05,6913154415
2012-04-09,6853127025
2012-04-10,6793099635
2012-04-11,6896480140
2012-04-12,6993190935
2012-04-13,6889810430
2012-04-16,6933163545
2012-04-17,7029874339
2012-04-18,6993190935
2012-04-19,6949837820
2012-04-20,6913154415
2012-04-23,6923158980
2012-04-24,6959842385
2012-04-25,6993190935
2012-04-26,6949837820
2012-04-27,6879805865
2012-04-30,6836452750
2012-05-01,6966512095
2012-05-02,6879805865
2012-05-03,6773090505
2012-05-04,6696388839
2012-05-07,6793099635
2012-05-08,6746411665
2012-05-09,6713063115
2012-05-10,6713063115
2012-05-11,6703058550
2012-05-14,6756416230
2012-05-15,6502967250
2012-05-16,6316215370
2012-05-17,6386247325
2012-05-18,6282866820
2012-05-21,6326219935
2012-05-22,6316215370
2012-05-23,6316215370
2012-05-24,6096114940
2012-05-25,6212834865
2012-05-29,6422930730
2012-05-30,6359568485
2012-05-31,6342894210
2012-06-01,6256187980
2012-06-04,6229509140
2012-06-05,6312880515
2012-06-06,6536315800
2012-06-07,6589673480
2012-06-08,6773090505
2012-06-11,6606347755
2012-06-12,6649700870
2012-06-13,6703058550
2012-06-14,6696388839
2012-06-15,6843122460
2012-06-18,6773090505
2012-06-19,6863131589
2012-06-20,6863131589
2012-06-21,6696388839
2012-06-22,6863131589
2012-06-25,6616352320
2012-06-26,6669710000
2012-06-27,6719732825
2012-06-28,6793099635
2012-06-29,6913154415
2012-07-02,6703631122
2012-07-03,6765072990
2012-07-05,6680994645
2012-07-06,6635721690
2012-07-09,6535474432
2012-07-10,6448162305
2012-07-11,6493435259
2012-07-12,6305875875
2012-07-13,6192693487
2012-07-16,6186225922
2012-07-17,6166823227
2012-07-18,6124784055
2012-07-19,6124784055
2012-07-20,5707626112
2012-07-23,5733496372
2012-07-24,5529768075
2012-07-25,5435988382
2012-07-26,5655885592
2012-07-27,5827276065
2012-07-30,5888717932
2012-07-31,5904886845
2012-08-01,5785236892
2012-08-02,5665586940
2012-08-03,5904886845
2012-08-06,5946926017
2012-08-07,6050407057
2012-08-08,6073043535
2012-08-09,6108615142
2012-08-10,6118316490
2012-08-13,6124784055
2012-08-14,6118316490
2012-08-15,6166823227
2012-08-16,6254135355
2012-08-17,6312343440
2012-08-20,6322044787
2012-08-21,6322044787
2012-08-22,6212096182
2012-08-23,6218563747
2012-08-24,6286473180
2012-08-27,6218563747
2012-08-28,6286473180
2012-08-29,6296174527
2012-08-30,6244434007
2012-08-31,6280005615
2012-09-04,6186225922
2012-09-05,6322044787
2012-09-06,6541941997
2012-09-07,6541941997
2012-09-10,6354382612
2012-09-11,6380252872
2012-09-12,6525773085
2012-09-13,6593682517
2012-09-14,6697163557
2012-09-17,6561344692
2012-09-18,6474032565
2012-09-19,6635721690
2012-09-20,6645423037
2012-09-21,6645423037
2012-09-24,6577513605
2012-09-25,6237966442
2012-09-26,6176524575
2012-09-27,6286473180
2012-09-28,6254135355
2012-10-01,6044114560
2012-10-02,6044114560
2012-10-03,5897382440
2012-10-04,5987919280
2012-10-05,5978553400
2012-10-08,5962943600
2012-10-09,5888016560
2012-10-10,5816211480
2012-10-11,5937967920
2012-10-12,5822455400
2012-10-15,5888016560
2012-10-16,6078456120
2012-10-17,6022260840
2012-10-18,6053480440
2012-10-19,5741284440
2012-10-22,5781869920
2012-10-23,5485283720
2012-10-24,5329185720
2012-10-25,5344795520
2012-10-26,5338551600
2012-10-31,5297966120
2012-11-01,5469673920
2012-11-02,5322941800
2012-11-05,5419722560
2012-11-06,5485283720
2012-11-07,5232404960
2012-11-08,5213673200
2012-11-09,5213673200
2012-11-12,5207429280
2012-11-13,5279234360
2012-11-14,5173087720
2012-11-15,5166843800
2012-11-16,5123136360
2012-11-19,5279234360
2012-11-20,5279234360
2012-11-21,5313575920
2012-11-23,5479039800
2012-11-26,5413478640
2012-11-27,5369771200
2012-11-28,5485283720
2012-11-29,5585186440
2012-11-30,5600796240
2012-12-03,5585186440
2012-12-04,5741284440
2012-12-05,5731918560
2012-12-06,5772504039
2012-12-07,5831821280
2012-12-10,5781869920
2012-12-11,5856796960
2012-12-12,5822455400
2012-12-13,5791235800
2012-12-14,5731918560
2012-12-17,5706942880
2012-12-18,5856796960
2012-12-19,5806845600
2012-12-20,5863040880
2012-12-21,5797479720
2012-12-24,5741284440
2012-12-26,5675723280
2012-12-27,5585186440
2012-12-28,5504015480
2012-12-31,5610162120
2013-01-02,5801658185
2013-01-03,5801658185
2013-01-04,5737331457
2013-01-07,5835353137
2013-01-08,5826163605
2013-01-09,5826163605
2013-01-10,5884363977
2013-01-11,5859858557
2013-01-14,5973196125
2013-01-15,5988512012
2013-01-16,6117165467
2013-01-17,6117165467
2013-01-18,6166176307
2013-01-22,6077344160
2013-01-23,6117165467
2013-01-24,6255008455
2013-01-25,6398977797
2013-01-28,6640968820
2013-01-29,6570515737
2013-01-30,6585831625
2013-01-31,6463304525
2013-02-01,6472494057
2013-02-04,6408167330
2013-02-05,6472494057
2013-02-06,6447988637
2013-02-07,6447988637
2013-02-08,6423483217
2013-02-11,6447988637
2013-02-12,6423483217
2013-02-13,6457178169
2013-02-14,6481683590
2013-02-15,6432672750
2013-02-19,6457178169
2013-02-20,6343840602
2013-02-21,6328524715
2013-02-22,6552136672
2013-02-25,6368346022
2013-02-26,6472494057
2013-02-27,6601147512
2013-02-28,6546010317
2013-03-01,6576642092
2013-03-04,6601147512
2013-03-05,6634842465
2013-03-06,6867643955
2013-03-07,6916654794
2013-03-08,7029992362
2013-03-11,6990171055
2013-03-12,6931970682
2013-03-13,6931970682
2013-03-14,7011613297
2013-03-15,7029992362
2013-03-18,6990171055
2013-03-19,6956476102
2013-03-20,7069813669
2013-03-21,6901338907
2013-03-22,6941160215
2013-03-25,6867643955
2013-03-26,6922781150
2013-03-27,6892149375
2013-03-28,6941160215
2013-04-01,6970108365
2013-04-02,7173121230
2013-04-03,6936272887
2013-04-04,7019323605
2013-04-05,6994715984
2013-04-08,7000867890
2013-04-09,7114678132
2013-04-10,7262323852
2013-04-11,7511476005
2013-04-12,7342298617
2013-04-15,7219260517
2013-04-16,7351526475
2013-04-17,7228488375
2013-04-18,6994715984
2013-04-19,6856298122
2013-04-22,6970108365
2013-04-23,6840918359
2013-04-24,6782475262
2013-04-25,6896285505
2013-04-26,6791703119
2013-04-29,6847070265
2013-04-30,6951652650
2013-05-01,6751715737
2013-05-02,6816310740
2013-05-03,6920893125
2013-05-06,7099298369
2013-05-07,7108526227
2013-05-08,7130057895
2013-05-09,7293083377
2013-05-10,7293083377
2013-05-13,7203880755
2013-05-14,7228488375
2013-05-15,7293083377
2013-05-16,7099298369
2013-05-17,7148513609
2013-05-20,7262323852
2013-05-21,7308463140
2013-05-22,7139285752
2013-05-23,7228488375
2013-05-24,7228488375
2013-05-28,7302311234
2013-05-29,7277703615
2013-05-30,7283855520
2013-05-31,7123905990
2013-06-03,7213108612
2013-06-04,7283855520
2013-06-05,7090070512
2013-06-06,7130057895
2013-06-07,7431501240
2013-06-10,7462260765
2013-06-11,7373058142
2013-06-12,7173121230
2013-06-13,7373058142
2013-06-14,7373058142
2013-06-17,7422273382
2013-06-18,7689881250
2013-06-19,7659121725
2013-06-20,7480716480
2013-06-21,7520703862
2013-06-24,7253095994
2013-06-25,7268475757
2013-06-26,7253095994
2013-06-27,7440729097
2013-06-28,7351526475
2013-07-01,7524011225
2013-07-02,7517828800
2013-07-03,7558014562
2013-07-05,7687845487
2013-07-08,7656933362
2013-07-09,7656933362
2013-07-10,7817676412
2013-07-11,7907321574
2013-07-12,7996966737
2013-07-15,8012422800
2013-07-16,7922777637
2013-07-17,7891865512
2013-07-18,7996966737
2013-07-19,7901139150
2013-07-22,7990784312
2013-07-23,7972237037
2013-07-24,8006240375
2013-07-25,7981510675
2013-07-26,7891865512
2013-07-29,7857862175
2013-07-30,7851679750
2013-07-31,7901139150
2013-08-01,8071155837
2013-08-02,8145344937
2013-08-05,8200986762
2013-08-06,8120615237
2013-08-07,8037152500
2013-08-08,8126797662
2013-08-09,8166983425
2013-08-12,8265902224
2013-08-13,8544111350
2013-08-14,8559567412
2013-08-15,8371003449
2013-08-16,8389550725
2013-08-19,8256628587
2013-08-20,8200986762
2013-08-21,8126797662
2013-08-22,8166983425
2013-08-23,8176257062
2013-08-26,8145344937
2013-08-27,7876409450
2013-08-28,8080429475
2013-08-29,8176257062
2013-08-30,8126797662
2013-09-03,8241172525
2013-09-04,8151527362
2013-09-05,8191713125
2013-09-06,8166983425
2013-09-09,8210260400
2013-09-10,8324635262
2013-09-11,8380277087
2013-09-12,8256628587
2013-09-13,8510108012
2013-09-16,8469922250
2013-09-17,8469922250
2013-09-18,8435918912
2013-09-19,8340091325
2013-09-20,8256628587
2013-09-23,8210260400
2013-09-24,8395733150
2013-09-25,8485378312
2013-09-26,8454466187
2013-09-27,8445192550
2013-09-30,8380277087
2013-10-01,8386459700
2013-10-02,8401630575
2013-10-03,8313639500
2013-10-04,8416801450
2013-10-07,8313639500
2013-10-08,8104281425
2013-10-09,8161930750
2013-10-10,8513895050
2013-10-11,8504792525
2013-10-14,8519963399
2013-10-15,8441074850
2013-10-16,8519963399
2013-10-17,8632227875
2013-10-18,8720218950
2013-10-21,8802141675
2013-10-22,8762697400
2013-10-23,8577612725
2013-10-24,7682531100
2013-10-25,7761419649
2013-10-28,7809966450
2013-10-29,7843342375
2013-10-30,7849410725
2013-10-31,7946504325
2013-11-01,8010222000
2013-11-04,8146759875
2013-11-05,8216545899
2013-11-06,8240819300
2013-11-07,8064837149
2013-11-08,8234750950
2013-11-11,8216545899
2013-11-12,8544236800
2013-11-13,8826415075
2013-11-14,8817312550
2013-11-15,8826415075
2013-11-18,8865859350
2013-11-19,8969021300
2013-11-20,8777868275
2013-11-21,8847654300
2013-11-22,8969021300
2013-11-25,8978123825
