,CHD
2014-01-14,9099720000
2014-01-15,9094200000
2014-01-16,9110760000
2014-01-17,9041760000
2014-01-21,9047280000
2014-01-22,9041760000
2014-01-23,9050040000
2014-01-24,8978280000
2014-01-27,8928600000
2014-01-28,8997600000
2014-01-29,8782320000
2014-01-30,8901000000
2014-01-31,8912040000
2014-02-03,8564280000
2014-02-04,8798880000
2014-02-05,8702280000
2014-02-06,8740920000
2014-02-07,8826480000
2014-02-10,8928600000
2014-02-11,8967240000
2014-02-12,8892720000
2014-02-13,8884440000
2014-02-14,9011400000
2014-02-18,9033480000
2014-02-19,9047280000
2014-02-20,9143880000
2014-02-21,9130080000
2014-02-24,9306720000
2014-02-25,9290160000
2014-02-26,9306720000
2014-02-27,9350880000
2014-02-28,9381240000
2014-03-03,9400560000
2014-03-04,9475080000
2014-03-05,9417120000
2014-03-06,9419880000
2014-03-07,9441960000
2014-03-10,9450240000
2014-03-11,9439200000
2014-03-12,9406080000
2014-03-13,9372960000
2014-03-14,9436440000
2014-03-17,9488880000
2014-03-18,9464040000
2014-03-19,9381240000
2014-03-20,9386760000
2014-03-21,9331560000
2014-03-24,9372960000
2014-03-25,9417120000
2014-03-26,9430920000
2014-03-27,9406080000
2014-03-28,9400560000
2014-03-31,9309288000
2014-04-01,9241888000
2014-04-02,9241888000
2014-04-03,9255368000
2014-04-04,9161008000
2014-04-07,9209536000
2014-04-08,9258064000
2014-04-09,9309288000
2014-04-10,9196056000
2014-04-11,9155616000
2014-04-14,9212232000
2014-04-15,9225712000
2014-04-16,9311984000
2014-04-17,9325464000
2014-04-21,9341640000
2014-04-22,9236496000
2014-04-23,9225712000
2014-04-24,9223016000
2014-04-25,9260760000
2014-04-28,9376688000
2014-04-29,9309288000
2014-04-30,9303896000
2014-05-01,9174488000
2014-05-02,9239192000
2014-05-05,9187968000
2014-05-06,9128656000
2014-05-07,9171792000
2014-05-08,9131352000
2014-05-09,9179880000
2014-05-12,9144832000
2014-05-13,9144832000
2014-05-14,9090912000
2014-05-15,9109784000
2014-05-16,9131352000
2014-05-19,9139440000
2014-05-20,9147528000
2014-05-21,9201448000
2014-05-22,9174488000
2014-05-23,9209536000
2014-05-27,9182576000
2014-05-28,9190664000
2014-05-29,9287720000
2014-05-30,9333552000
2014-06-02,9279632000
2014-06-03,9249976000
2014-06-04,9336248000
2014-06-05,9371296000
2014-06-06,9363208000
2014-06-09,9433304000
2014-06-10,9371296000
2014-06-11,9376688000
2014-06-12,9341640000
2014-06-13,9320072000
2014-06-16,9384776000
2014-06-17,9360512000
2014-06-18,9395560000
2014-06-19,9489920000
2014-06-20,9444088000
2014-06-23,9365904000
2014-06-24,9347032000
2014-06-25,9382080000
2014-06-26,9355120000
2014-06-27,9365904000
2014-06-30,9350978000
2014-07-01,9383066000
2014-07-02,9233322000
2014-07-03,9112992000
2014-07-07,9067534000
2014-07-08,9040794000
2014-07-09,9115666000
2014-07-10,9096948000
2014-07-11,9054164000
2014-07-14,9022076000
2014-07-15,9107644000
2014-07-16,9070208000
2014-07-17,9016728000
2014-07-18,9062186000
2014-07-21,9040794000
2014-07-22,8917790000
2014-07-23,8912442000
2014-07-24,8907094000
2014-07-25,8848266000
2014-07-28,8840244000
2014-07-29,8840244000
2014-07-30,8757350000
2014-07-31,8580866000
2014-08-01,8778742000
2014-08-04,8765372000
2014-08-05,8816178000
2014-08-06,8888376000
2014-08-07,8840244000
2014-08-08,8875006000
2014-08-11,8989988000
2014-08-12,8960574000
2014-08-13,8965922000
2014-08-14,9016728000
2014-08-15,8998010000
2014-08-18,9056838000
2014-08-19,9091600000
2014-08-20,9091600000
2014-08-21,9118340000
2014-08-22,9059512000
2014-08-25,9107644000
2014-08-26,9088926000
2014-08-27,9099622000
2014-08-28,9088926000
2014-08-29,9123688000
2014-09-02,9185190000
2014-09-03,9166472000
2014-09-04,9260062000
2014-09-05,9252040000
2014-09-08,9227974000
2014-09-09,9230648000
2014-09-10,9334934000
2014-09-11,9332260000
2014-09-12,9270758000
2014-09-15,9302846000
2014-09-16,9364348000
2014-09-17,9404458000
2014-09-18,9375044000
2014-09-19,9375044000
2014-09-22,9439220000
2014-09-23,9332260000
2014-09-24,9447242000
2014-09-25,9367022000
2014-09-26,9420502000
2014-09-29,9455264000
2014-09-30,9394424000
2014-10-01,9327474000
2014-10-02,9298016000
2014-10-03,9346220000
2014-10-06,9273914000
2014-10-07,9298016000
2014-10-08,9437272000
2014-10-09,9289982000
2014-10-10,9255168000
2014-10-13,9126624000
2014-10-14,9142692000
2014-10-15,9102522000
2014-10-16,9102522000
2014-10-17,9156082000
2014-10-20,9316762000
2014-10-21,9480120000
2014-10-22,9447984000
2014-10-23,9431916000
2014-10-24,9536358000
2014-10-27,9630088000
2014-10-28,9662224000
2014-10-29,9686326000
2014-10-30,9683648000
2014-10-31,9697038000
2014-11-03,9656868000
2014-11-04,9849684000
2014-11-05,9806836000
2014-11-06,9780056000
2014-11-07,9809514000
2014-11-10,9838972000
2014-11-11,9919312000
2014-11-12,9954126000
2014-11-13,9943414000
2014-11-14,9844328000
2014-11-17,9895210000
2014-11-18,9940736000
2014-11-19,10050534000
2014-11-20,9991618000
2014-11-21,9978228000
2014-11-24,9978228000
2014-11-25,9996974000
2014-11-26,10031788000
2014-11-28,10270130000
2014-12-01,10176400000
2014-12-02,10141586000
2014-12-03,10130874000
2014-12-04,10219248000
2014-12-05,10288876000
2014-12-08,10369216000
2014-12-09,10339758000
2014-12-10,10278164000
2014-12-11,10283520000
2014-12-12,10176400000
2014-12-15,10168366000
2014-12-16,10154976000
2014-12-17,10321012000
2014-12-18,10495082000
2014-12-19,10503116000
2014-12-22,10535252000
2014-12-23,10781628000
2014-12-24,10733424000
2014-12-26,10736102000
2014-12-29,10725390000
2014-12-30,10663796000
2014-12-31,10401600000
2015-01-02,10438560000
2015-01-05,10322400000
2015-01-06,10237920000
2015-01-07,10354080000
2015-01-08,10557360000
2015-01-09,10523040000
2015-01-12,10491360000
2015-01-13,10515120000
2015-01-14,10581120000
2015-01-15,10668240000
2015-01-16,10868880000
2015-01-20,10887360000
2015-01-21,10863600000
2015-01-22,11008800000
2015-01-23,10821360000
2015-01-26,10924320000
2015-01-27,10826640000
2015-01-28,10773840000
2015-01-29,10911120000
2015-01-30,10681440000
2015-02-02,10834560000
2015-02-03,10916400000
2015-02-04,11035200000
2015-02-05,10987680000
2015-02-06,10818720000
2015-02-09,10800240000
2015-02-10,10942800000
2015-02-11,10990320000
2015-02-12,11003520000
2015-02-13,11090640000
2015-02-17,11130240000
2015-02-18,11188320000
2015-02-19,11117040000
2015-02-20,11270160000
2015-02-23,11338800000
2015-02-24,11370480000
2015-02-25,11288640000
2015-02-26,11278080000
2015-02-27,11238480000
2015-03-02,11291280000
2015-03-03,11283360000
2015-03-04,11206800000
2015-03-05,11254320000
2015-03-06,11056320000
2015-03-09,11175120000
2015-03-10,11037840000
2015-03-11,11093280000
2015-03-12,11209440000
2015-03-13,11135520000
2015-03-16,11286000000
2015-03-17,11222640000
2015-03-18,11262240000
2015-03-19,11264880000
2015-03-20,11370480000
2015-03-23,11375760000
2015-03-24,11288640000
2015-03-25,11217360000
2015-03-26,11114400000
2015-03-27,11217360000
2015-03-30,11344080000
2015-03-31,11181478000
2015-04-01,11178860000
2015-04-02,11225984000
2015-04-06,11288816000
2015-04-07,11199804000
2015-04-08,11254782000
2015-04-09,11249546000
2015-04-10,11244310000
2015-04-13,11207658000
2015-04-14,11333322000
2015-04-15,11223366000
2015-04-16,11225984000
2015-04-17,11134354000
2015-04-20,11034870000
2015-04-21,11006072000
2015-04-22,10964184000
2015-04-23,10974656000
2015-04-24,10987746000
2015-04-27,10930150000
2015-04-28,10932768000
2015-04-29,10814958000
2015-04-30,10623844000
2015-05-01,10725946000
2015-05-04,10773070000
2015-05-05,10689294000
2015-05-06,10705002000
2015-05-07,10820194000
2015-05-08,10896116000
2015-05-11,10932768000
2015-05-12,10914442000
2015-05-13,10838520000
2015-05-14,10924914000
2015-05-15,10945858000
2015-05-18,11016544000
2015-05-19,11084612000
2015-05-20,11110792000
2015-05-21,11076758000
2015-05-22,11053196000
2015-05-26,11011308000
2015-05-27,11040106000
2015-05-28,11063668000
2015-05-29,10992982000
2015-06-01,11066286000
2015-06-02,10982510000
2015-06-03,11045342000
2015-06-04,10903970000
2015-06-05,10814958000
2015-06-08,10812340000
2015-06-09,10875172000
2015-06-10,10943240000
2015-06-11,10985128000
2015-06-12,10909206000
2015-06-15,10778306000
2015-06-16,10838520000
2015-06-17,10890880000
2015-06-18,10940622000
2015-06-19,10940622000
2015-06-22,10974656000
2015-06-23,10901352000
2015-06-24,10817576000
2015-06-25,10838520000
2015-06-26,10841138000
2015-06-29,10608136000
2015-06-30,10634832000
2015-07-01,10847214000
2015-07-02,10765932000
2015-07-06,10723980000
2015-07-07,10954716000
2015-07-08,10957338000
2015-07-09,10904898000
2015-07-10,11028132000
2015-07-13,11127768000
2015-07-14,11119902000
2015-07-15,11117280000
2015-07-16,11248380000
2015-07-17,11140878000
2015-07-20,11235270000
2015-07-21,11106792000
2015-07-22,11159232000
2015-07-23,11114658000
2015-07-24,11075328000
2015-07-27,11093682000
2015-07-28,11211672000
2015-07-29,11316552000
2015-07-30,11376858000
2015-07-31,11319174000
2015-08-03,11458140000
2015-08-04,11539422000
2015-08-05,11730828000
2015-08-06,11712474000
2015-08-07,11673144000
2015-08-10,11691498000
2015-08-11,11594484000
2015-08-12,11678388000
2015-08-13,11701986000
2015-08-14,11754426000
2015-08-17,11840952000
2015-08-18,11875038000
2015-08-19,11767536000
2015-08-20,11623326000
2015-08-21,11366370000
2015-08-24,11140878000
2015-08-25,10873434000
2015-08-26,11140878000
2015-08-27,11345394000
2015-08-28,11384724000
2015-08-31,11311308000
2015-09-01,11001912000
2015-09-02,11122524000
2015-09-03,11277222000
2015-09-04,11135634000
2015-09-08,11342772000
2015-09-09,11174964000
2015-09-10,11140878000
2015-09-11,11022888000
2015-09-14,10938984000
2015-09-15,11043864000
2015-09-16,11075328000
2015-09-17,11122524000
2015-09-18,10999290000
2015-09-21,11117280000
2015-09-22,11009778000
2015-09-23,11025510000
2015-09-24,11112036000
2015-09-25,11224782000
2015-09-28,11070084000
2015-09-29,11080572000
2015-09-30,10957340000
2015-10-01,10944280000
2015-10-02,11116672000
2015-10-05,11283840000
2015-10-06,11174136000
2015-10-07,11296900000
2015-10-08,11370036000
2015-10-09,11443172000
2015-10-12,11531980000
2015-10-13,11484964000
2015-10-14,11356976000
2015-10-15,11430112000
2015-10-16,11542428000
2015-10-19,11521532000
2015-10-20,11505860000
2015-10-21,11466680000
2015-10-22,11578996000
2015-10-23,11466680000
2015-10-26,11388320000
2015-10-27,11307348000
2015-10-28,11424888000
2015-10-29,11294288000
2015-10-30,11242048000
2015-11-02,11153240000
2015-11-03,10986072000
2015-11-04,10952116000
2015-11-05,10842412000
2015-11-06,10696140000
2015-11-09,10620392000
2015-11-10,10871144000
2015-11-11,10897264000
2015-11-12,10784948000
2015-11-13,10777112000
2015-11-16,10915548000
2015-11-17,10902488000
2015-11-18,11080104000
2015-11-19,11187196000
2015-11-20,11197644000
2015-11-23,11270780000
2015-11-24,11312572000
2015-11-25,11354364000
2015-11-27,11377872000
2015-11-30,11200256000
2015-12-01,11343916000
2015-12-02,11200256000
2015-12-03,11129732000
2015-12-04,11328244000
2015-12-07,11372648000
2015-12-08,11349140000
2015-12-09,11223764000
2015-12-10,11093164000
2015-12-11,10949504000
2015-12-14,10967788000
2015-12-15,11038312000
2015-12-16,11171524000
2015-12-17,11132344000
2015-12-18,10868532000
2015-12-21,10986072000
2015-12-22,11145404000
2015-12-23,11336080000
2015-12-24,11289064000
2015-12-28,11145404000
2015-12-29,11265556000
2015-12-30,11247272000
2015-12-31,10983472000
2016-01-04,10807488000
2016-01-05,10714320000
2016-01-06,10665148000
2016-01-07,10491752000
2016-01-08,10618564000
2016-01-11,10691028000
2016-01-12,10835956000
2016-01-13,10178604000
2016-01-14,10124256000
2016-01-15,10214836000
2016-01-19,10217424000
2016-01-20,10160488000
2016-01-21,10248480000
2016-01-22,10489164000
2016-01-25,10279536000
2016-01-26,10390820000
2016-01-27,10419288000
2016-01-28,10556452000
2016-01-29,10869600000
2016-02-01,11009352000
2016-02-02,11099932000
2016-02-03,11268152000
2016-02-04,11224156000
2016-02-05,11244860000
2016-02-08,11291444000
2016-02-09,11449312000
2016-02-10,11441548000
2016-02-11,11208628000
2016-02-12,11462252000
2016-02-16,11599416000
2016-02-17,11630472000
2016-02-18,11583888000
2016-02-19,11570948000
2016-02-22,11666704000
2016-02-23,11765048000
2016-02-24,11855628000
2016-02-25,11933268000
2016-02-26,11865980000
2016-02-29,11744344000
2016-03-01,11772812000
2016-03-02,11819396000
2016-03-03,11873744000
2016-03-04,11876332000
2016-03-07,11731404000
2016-03-08,11767636000
2016-03-09,11666704000
2016-03-10,11684820000
2016-03-11,11772812000
2016-03-14,11723640000
2016-03-15,11842688000
2016-03-16,11891860000
2016-03-17,11902212000
2016-03-18,11871156000
2016-03-21,11904800000
2016-03-22,11837512000
2016-03-23,11850452000
2016-03-24,11832336000
2016-03-28,11902212000
2016-03-29,11943620000
2016-03-30,11920328000
2016-03-31,11845130000
2016-04-01,12040450000
2016-04-04,11891390000
2016-04-05,12071290000
2016-04-06,12132970000
2016-04-07,12068720000
2016-04-08,12094420000
2016-04-11,12007040000
2016-04-12,12045590000
2016-04-13,12012180000
2016-04-14,11953070000
2016-04-15,12068720000
2016-04-18,11986480000
2016-04-19,12112410000
2016-04-20,11983910000
2016-04-21,11732050000
2016-04-22,11824570000
2016-04-25,11883680000
2016-04-26,11829710000
2016-04-27,11860550000
2016-04-28,11922230000
2016-04-29,11911950000
2016-05-02,12012180000
2016-05-03,12035310000
2016-05-04,12066150000
2016-05-05,12222920000
2016-05-06,12443940000
2016-05-09,12474780000
2016-05-10,12585290000
2016-05-11,12431090000
2016-05-12,12513330000
2016-05-13,12407960000
2016-05-16,12395110000
2016-05-17,12282030000
2016-05-18,12461930000
2016-05-19,12731780000
2016-05-20,12397680000
2016-05-23,12562160000
2016-05-24,12580150000
2016-05-25,12508190000
2016-05-26,12618700000
2016-05-27,12613560000
2016-05-31,12654680000
2016-06-01,12713790000
2016-06-02,12752340000
2016-06-03,12706080000
2016-06-06,12672670000
2016-06-07,12736920000
2016-06-08,12706080000
2016-06-09,12829440000
2016-06-10,12834580000
2016-06-13,12739490000
2016-06-14,12811450000
2016-06-15,12708650000
2016-06-16,12772900000
2016-06-17,12667530000
2016-06-20,12752340000
2016-06-21,12806310000
2016-06-22,12880840000
2016-06-23,12916820000
2016-06-24,12616130000
2016-06-27,12688090000
2016-06-28,12847430000
2016-06-29,12839720000
2016-06-30,13274100000
2016-07-01,13196700000
2016-07-05,13330860000
2016-07-06,13067700000
2016-07-07,12985140000
2016-07-08,13067700000
2016-07-11,13119300000
2016-07-12,12845820000
2016-07-13,12897420000
2016-07-14,12894840000
2016-07-15,12938700000
2016-07-18,12879360000
2016-07-19,12992880000
2016-07-20,12850980000
2016-07-21,12822600000
2016-07-22,12938700000
2016-07-25,12946440000
2016-07-26,12750360000
2016-07-27,12611040000
2016-07-28,12709080000
2016-07-29,12672960000
2016-08-01,12796800000
2016-08-02,12662640000
2016-08-03,12592980000
2016-08-04,13052220000
2016-08-05,12967080000
2016-08-08,12910320000
2016-08-09,13021260000
2016-08-10,13083180000
2016-08-11,12941280000
2016-08-12,12961920000
2016-08-15,12902580000
2016-08-16,12809700000
2016-08-17,12801960000
2016-08-18,12892260000
2016-08-19,12825180000
2016-08-22,12879360000
2016-08-23,12863880000
2016-08-24,12791640000
2016-08-25,12861300000
2016-08-26,12783900000
2016-08-29,12900000000
2016-08-30,12827760000
2016-08-31,12825180000
2016-09-01,12869040000
2016-09-02,12892260000
2016-09-06,12979980000
2016-09-07,12675540000
2016-09-08,12513000000
2016-09-09,12226620000
2016-09-12,12265320000
2016-09-13,12115680000
2016-09-14,12076980000
2016-09-15,12154380000
2016-09-16,12074400000
2016-09-19,12110520000
2016-09-20,12234360000
2016-09-21,12345300000
2016-09-22,12590400000
2016-09-23,12420120000
2016-09-26,12381420000
2016-09-27,12371100000
2016-09-28,12469140000
2016-09-29,12270480000
2016-09-30,12286688000
2016-10-03,12050800000
2016-10-04,11855936000
2016-10-05,11861064000
2016-10-06,11899524000
2016-10-07,12030288000
2016-10-10,12053364000
2016-10-11,12043108000
2016-10-12,12266176000
2016-10-13,12250792000
2016-10-14,12286688000
2016-10-17,12378992000
2016-10-18,12358480000
2016-10-19,12240536000
2016-10-20,12176436000
2016-10-21,12181564000
2016-10-24,12135412000
2016-10-25,12335404000
2016-10-26,12263612000
2016-10-27,12237972000
2016-10-28,12368736000
2016-10-31,12373864000
2016-11-01,12202076000
2016-11-02,12114900000
2016-11-03,11312368000
2016-11-04,11225192000
2016-11-07,11391852000
2016-11-08,11753376000
2016-11-09,11676456000
2016-11-10,11125196000
2016-11-11,11207244000
2016-11-14,11261088000
2016-11-15,11427748000
2016-11-16,11438004000
2016-11-17,11391852000
2016-11-18,11484156000
2016-11-21,11491848000
2016-11-22,11502104000
2016-11-23,11450824000
2016-11-25,11553384000
2016-11-28,11502104000
2016-11-29,11496976000
2016-11-30,11227756000
2016-12-01,10966228000
2016-12-02,11130324000
2016-12-05,11322624000
2016-12-06,11473900000
2016-12-07,11507232000
2016-12-08,11227756000
2016-12-09,11363648000
2016-12-12,11402108000
2016-12-13,11366212000
2016-12-14,11473900000
2016-12-15,11499540000
2016-12-16,11527744000
2016-12-19,11443132000
2016-12-20,11471336000
2016-12-21,11427748000
2016-12-22,11412364000
2016-12-23,11466208000
2016-12-27,11545692000
2016-12-28,11320060000
2016-12-29,11491848000
2016-12-30,11330316000
2017-01-03,11266794000
2017-01-04,11358270000
2017-01-05,11406549000
2017-01-06,11401467000
2017-01-09,11256630000
2017-01-10,11073678000
2017-01-11,11068596000
2017-01-12,11045727000
2017-01-13,11124498000
2017-01-17,11312532000
2017-01-18,11368434000
2017-01-19,11416713000
2017-01-20,11574255000
2017-01-23,11569173000
2017-01-24,11711469000
2017-01-25,11747043000
2017-01-26,11714010000
2017-01-27,11520894000
2017-01-30,11513271000
2017-01-31,11490402000
2017-02-01,11498025000
2017-02-02,11569173000
2017-02-03,11640321000
2017-02-06,11548845000
2017-02-07,12011307000
2017-02-08,12153603000
2017-02-09,12214587000
2017-02-10,12257784000
2017-02-13,12303522000
2017-02-14,12331473000
2017-02-15,12397539000
2017-02-16,12433113000
2017-02-17,12628770000
2017-02-21,12605901000
2017-02-22,12626229000
2017-02-23,12608442000
2017-02-24,12585573000
2017-02-27,12593196000
2017-02-28,12664344000
2017-03-01,12763443000
2017-03-02,12753279000
2017-03-03,12666885000
2017-03-06,12621147000
2017-03-07,12590655000
2017-03-08,12580491000
2017-03-09,12610983000
2017-03-10,12712623000
2017-03-13,12666885000
2017-03-14,12641475000
2017-03-15,12750738000
2017-03-16,12732951000
2017-03-17,12730410000
2017-03-20,12753279000
2017-03-21,12791394000
2017-03-22,12776148000
2017-03-23,12791394000
2017-03-24,12760902000
2017-03-27,12776148000
2017-03-28,12771066000
2017-03-29,12715164000
2017-03-30,12712623000
2017-03-31,12457526000
2017-04-03,12462522000
2017-04-04,12427550000
2017-04-05,12382586000
2017-04-06,12430048000
2017-04-07,12377590000
2017-04-10,12460024000
2017-04-11,12492498000
2017-04-12,12494996000
2017-04-13,12440040000
2017-04-17,12574932000
2017-04-18,12664860000
2017-04-19,12652370000
2017-04-20,12557446000
2017-04-21,12552450000
2017-04-24,12587422000
2017-04-25,12564940000
2017-04-26,12437542000
2017-04-27,12435044000
2017-04-28,12372594000
2017-05-01,12320136000
2017-05-02,12197734000
2017-05-03,12177750000
2017-05-04,12702330000
2017-05-05,12684844000
2017-05-08,12644876000
2017-05-09,12562442000
2017-05-10,12707326000
2017-05-11,12657366000
2017-05-12,12539960000
2017-05-15,12552450000
2017-05-16,12360104000
2017-05-17,12417558000
2017-05-18,12410064000
2017-05-19,12425052000
2017-05-22,12494996000
2017-05-23,12567438000
2017-05-24,12672354000
2017-05-25,12789760000
2017-05-26,12764780000
2017-05-30,12872194000
2017-05-31,12904668000
2017-06-01,13052050000
2017-06-02,13131986000
2017-06-05,13144476000
2017-06-06,13194436000
2017-06-07,13304348000
2017-06-08,13194436000
2017-06-09,13239400000
2017-06-12,13214420000
2017-06-13,13189440000
2017-06-14,13284364000
2017-06-15,13376790000
2017-06-16,13289360000
2017-06-19,13426750000
2017-06-20,13371794000
2017-06-21,13244396000
2017-06-22,13199432000
2017-06-23,13249392000
2017-06-26,13261882000
2017-06-27,13159464000
2017-06-28,13134484000
2017-06-29,12942138000
2017-06-30,12954436000
2017-07-03,12989394000
2017-07-05,12929466000
2017-07-06,12971915000
2017-07-07,12984400000
2017-07-10,13061807000
2017-07-11,13029346000
2017-07-12,12959430000
2017-07-13,12984400000
2017-07-14,13139214000
2017-07-17,13316501000
2017-07-18,13391411000
2017-07-19,13221615000
2017-07-20,13231603000
2017-07-21,13299022000
2017-07-24,13184160000
2017-07-25,13316501000
2017-07-26,13401399000
2017-07-27,13433860000
2017-07-28,13309010000
2017-07-31,13321495000
2017-08-01,13236597000
2017-08-02,13166681000
2017-08-03,12926969000
2017-08-04,12582383000
2017-08-07,12557413000
2017-08-08,12410090000
2017-08-09,12465024000
2017-08-10,12380126000
2017-08-11,12390114000
2017-08-14,12480006000
2017-08-15,12427569000
2017-08-16,12552419000
2017-08-17,12447545000
2017-08-18,12497485000
2017-08-21,12584880000
2017-08-22,12577389000
2017-08-23,12497485000
2017-08-24,12385120000
2017-08-25,12420078000
2017-08-28,12420078000
2017-08-29,12365144000
2017-08-30,12385120000
2017-08-31,12527449000
2017-09-01,12537437000
2017-09-05,12582383000
2017-09-06,12440054000
2017-09-07,12355156000
2017-09-08,12265264000
2017-09-11,12390114000
2017-09-12,12342671000
2017-09-13,12305216000
2017-09-14,12400102000
2017-09-15,12592371000
2017-09-18,12637317000
2017-09-19,12627329000
2017-09-20,12407593000
2017-09-21,12107953000
2017-09-22,12137917000
2017-09-25,12102959000
2017-09-26,12170378000
2017-09-27,11995588000
2017-09-28,12015564000
2017-09-29,12097965000
2017-10-02,11929777000
2017-10-03,11787904000
2017-10-04,11857596000
2017-10-05,11929777000
2017-10-06,11810305000
2017-10-09,11703278000
2017-10-10,11792882000
2017-10-11,11797860000
2017-10-12,11877508000
2017-10-13,11937244000
2017-10-16,11912354000
2017-10-17,11872530000
2017-10-18,11800349000
2017-10-19,11767992000
2017-10-20,11494202000
2017-10-23,11496691000
2017-10-24,11379708000
2017-10-25,11389664000
2017-10-26,11389664000
2017-10-27,11280148000
2017-10-30,11153209000
2017-10-31,11242813000
2017-11-01,11494202000
2017-11-02,11307527000
2017-11-03,10931688000
2017-11-06,10782348000
2017-11-07,10891864000
2017-11-08,11063605000
2017-11-09,10951600000
2017-11-10,11138275000
2017-11-13,11334906000
2017-11-14,11384686000
2017-11-15,11053649000
2017-11-16,11235346000
2017-11-17,11138275000
2017-11-20,11120852000
2017-11-21,11150720000
2017-11-22,11140764000
2017-11-24,11155698000
2017-11-27,11225390000
2017-11-28,11362285000
2017-11-29,11646031000
2017-11-30,11720701000
2017-12-01,11658476000
2017-12-04,12034315000
2017-12-05,12016892000
2017-12-06,11894931000
2017-12-07,11979557000
2017-12-08,12046760000
2017-12-11,11937244000
2017-12-12,12044271000
2017-12-13,11979557000
2017-12-14,12061694000
2017-12-15,12211034000
2017-12-18,12260814000
2017-12-19,12250858000
2017-12-20,12315572000
2017-12-21,12320550000
2017-12-22,12457445000
2017-12-26,12484824000
2017-12-27,12459934000
2017-12-28,12489802000
2017-12-29,12487313000
2018-01-02,12105407000
2018-01-03,12027039000
2018-01-04,12230306000
2018-01-05,12262143000
2018-01-08,12352756000
2018-01-09,12340511000
2018-01-10,12193571000
2018-01-11,12090713000
2018-01-12,12004998000
2018-01-16,12061325000
2018-01-17,12208265000
2018-01-18,12115203000
2018-01-19,12222959000
2018-01-22,12271939000
2018-01-23,12210714000
2018-01-24,12027039000
2018-01-25,12083366000
2018-01-26,12027039000
2018-01-29,11982957000
2018-01-30,12024590000
2018-01-31,11963365000
2018-02-01,11875201000
2018-02-02,11346217000
2018-02-05,11613158000
2018-02-06,11723363000
2018-02-07,11600913000
2018-02-08,11603362000
2018-02-09,11892344000
2018-02-12,11909487000
2018-02-13,11911936000
2018-02-14,11970712000
2018-02-15,12173979000
2018-02-16,12191122000
2018-02-20,11848262000
2018-02-21,11740506000
2018-02-22,11796833000
2018-02-23,12029488000
2018-02-26,12242551000
2018-02-27,12115203000
2018-02-28,12046631000
2018-03-01,12022141000
2018-03-02,12252347000
2018-03-05,12347858000
2018-03-06,12433573000
2018-03-07,12235204000
2018-03-08,12485002000
2018-03-09,12389491000
2018-03-12,12382144000
2018-03-13,12426226000
2018-03-14,12205816000
2018-03-15,12132346000
2018-03-16,12247449000
2018-03-19,12291531000
2018-03-20,12166632000
2018-03-21,11997651000
2018-03-22,11848262000
2018-03-23,11583770000
2018-03-26,11600913000
2018-03-27,11794384000
2018-03-28,12058876000
2018-03-29,12333164000
2018-04-02,11978064000
2018-04-03,12154320000
2018-04-04,12355056000
2018-04-05,12205728000
2018-04-06,12117600000
2018-04-09,12110256000
2018-04-10,12161664000
2018-04-11,12088224000
2018-04-12,11946240000
2018-04-13,11982960000
2018-04-16,12264480000
2018-04-17,12318336000
2018-04-18,12306096000
2018-04-19,11926656000
2018-04-20,11221632000
2018-04-23,11116368000
2018-04-24,11128608000
2018-04-25,11233872000
2018-04-26,11295072000
2018-04-27,11451744000
2018-04-30,11309760000
2018-05-01,11334240000
2018-05-02,11228976000
2018-05-03,11640240000
2018-05-04,11591280000
2018-05-07,11632896000
2018-05-08,11684304000
2018-05-09,11689200000
2018-05-10,11694096000
2018-05-11,11618208000
2018-05-14,11515392000
2018-05-15,11388096000
2018-05-16,11410128000
2018-05-17,11429712000
2018-05-18,11290176000
2018-05-21,11361168000
2018-05-22,11375856000
2018-05-23,11527632000
2018-05-24,11439504000
2018-05-25,11608416000
2018-05-29,11654928000
2018-05-30,11782224000
2018-05-31,11493360000
2018-06-01,11583936000
2018-06-04,11508048000
2018-06-05,11446848000
2018-06-06,11441952000
2018-06-07,11603520000
2018-06-08,11796912000
2018-06-11,11958480000
2018-06-12,12164112000
2018-06-13,12149424000
2018-06-14,12191040000
2018-06-15,12303648000
2018-06-18,12308544000
2018-06-19,12592512000
2018-06-20,12423600000
2018-06-21,12408912000
2018-06-22,12394224000
2018-06-25,12624336000
2018-06-26,12653712000
2018-06-27,12798144000
2018-06-28,13016016000
2018-06-29,13013568000
2018-07-02,13007358000
2018-07-03,13090896000
2018-07-05,13343967000
2018-07-06,13429962000
2018-07-09,13132665000
2018-07-10,13383279000
2018-07-11,13429962000
2018-07-12,13496301000
2018-07-13,13732173000
2018-07-16,13481559000
2018-07-17,13456989000
2018-07-18,13216203000
2018-07-19,13302198000
2018-07-20,13508586000
2018-07-23,13456989000
2018-07-24,13432419000
2018-07-25,13501215000
2018-07-26,13589667000
2018-07-27,13601952000
2018-07-30,13584753000
2018-07-31,13734630000
2018-08-01,13550355000
2018-08-02,13953303000
2018-08-03,14046669000
2018-08-06,14117922000
2018-08-07,13874679000
2018-08-08,13744458000
2018-08-09,13653549000
2018-08-10,13695318000
2018-08-13,13732173000
2018-08-14,13624065000
2018-08-15,13773942000
2018-08-16,13968045000
2018-08-17,14041755000
2018-08-20,14159691000
2018-08-21,13953303000
2018-08-22,13847652000
2018-08-23,13886964000
2018-08-24,13840281000
2018-08-27,13808340000
2018-08-28,13869765000
2018-08-29,13882050000
