,DRI
2004-08-23,2876200000
2004-08-24,2940816000
2004-08-25,2994400000
2004-08-26,2973912000
2004-08-27,3002280000
2004-08-30,2952543999
2004-08-31,2949408000
2004-09-01,2976064000
2004-09-02,2935296000
2004-09-03,2977631999
2004-09-07,2990176000
2004-09-08,2987040000
2004-09-09,2988608000
2004-09-10,2947840000
2004-09-13,2958816000
2004-09-14,2954112000
2004-09-15,2936864000
2004-09-16,2974496000
2004-09-17,2954112000
2004-09-20,2947840000
2004-09-21,3018400000
2004-09-22,2974496000
2004-09-23,3161088000
2004-09-24,3247328000
2004-09-27,3233216000
2004-09-28,3228512000
2004-09-29,3283392000
2004-09-30,3273984000
2004-10-01,3299072000
2004-10-04,3327296000
2004-10-05,3438624000
2004-10-06,3477824000
2004-10-07,3443328000
2004-10-08,3432352000
2004-10-11,3377472000
2004-10-12,3407264000
2004-10-13,3432352000
2004-10-14,3413536000
2004-10-15,3444896000
2004-10-18,3430784000
2004-10-19,3404128000
2004-10-20,3413536000
2004-10-21,3332000000
2004-10-22,3297504000
2004-10-25,3269280000
2004-10-26,3350816000
2004-10-27,3333568000
2004-10-28,3372768000
2004-10-29,3440192000
2004-11-01,3509184000
2004-11-02,3457440000
2004-11-03,3496640000
2004-11-04,3727136000
2004-11-05,3778880000
2004-11-08,3720864000
2004-11-09,3756928000
2004-11-10,3780448000
2004-11-11,3788288000
2004-11-12,3802400000
2004-11-15,3786720000
2004-11-16,3731840000
2004-11-17,3755360000
2004-11-18,3745952000
2004-11-19,3647168000
2004-11-22,3761631999
2004-11-23,3833760000
2004-11-24,3860416000
2004-11-26,3847872000
2004-11-29,3842839000
2004-11-30,3839693000
2004-12-01,3849131000
2004-12-02,3838120000
2004-12-03,3860142000
2004-12-06,3871153000
2004-12-07,3855423000
2004-12-08,3901040000
2004-12-09,3902613000
2004-12-10,3959241000
2004-12-13,3951376000
2004-12-14,3946657000
2004-12-15,3951376000
2004-12-16,3929354000
2004-12-17,3750032000
2004-12-20,3834974000
2004-12-21,3841266000
2004-12-22,3891601999
2004-12-23,3869580000
2004-12-27,3784638000
2004-12-28,3894748000
2004-12-29,3886883000
2004-12-30,3921489000
2004-12-31,3907332000
2005-01-03,3833401000
2005-01-04,3823963000
2005-01-05,3713853000
2005-01-06,3855423000
2005-01-07,3995420000
2005-01-10,3978117000
2005-01-11,3973398000
2005-01-12,4070924000
2005-01-13,4077216000
2005-01-14,4047329000
2005-01-18,4143282000
2005-01-19,4085081000
2005-01-20,3957668000
2005-01-21,3904186000
2005-01-24,3908905000
2005-01-25,3976544000
2005-01-26,4034745000
2005-01-27,4092946000
2005-01-28,4096092000
2005-01-31,4163731000
2005-02-01,4133844000
2005-02-02,4118114000
2005-02-03,4118114000
2005-02-04,3970251999
2005-02-07,3989128000
2005-02-08,4008004000
2005-02-09,3962387000
2005-02-10,4015869000
2005-02-11,4052048000
2005-02-14,4033172000
2005-02-15,4042610000
2005-02-16,3927781000
2005-02-17,3905758999
2005-02-18,3822390000
2005-02-22,3801941000
2005-02-23,3809806000
2005-02-24,3836547000
2005-02-25,3872726000
2005-02-28,3724800000
2005-03-01,3825680000
2005-03-02,3880000000
2005-03-03,3906384000
2005-03-04,3980880000
2005-03-07,4019680000
2005-03-08,3974672000
2005-03-09,3853615999
2005-03-10,3821024000
2005-03-11,3828784000
2005-03-14,3808608000
2005-03-15,3768256000
2005-03-16,3647200000
2005-03-17,3707728000
2005-03-18,3757392000
2005-03-21,3822576000
2005-03-22,3828784000
2005-03-23,3803952000
2005-03-24,4168672000
2005-03-28,4168672000
2005-03-29,4226096000
2005-03-30,4274208000
2005-03-31,4263344000
2005-04-01,4314560000
2005-04-04,4306800000
2005-04-05,4311456000
2005-04-06,4309904000
2005-04-07,4308352000
2005-04-08,4281968000
2005-04-11,4365776000
2005-04-12,4344048000
2005-04-13,4345600000
2005-04-14,4285072000
2005-04-15,4241615999
2005-04-18,4260240000
2005-04-19,4281968000
2005-04-20,4201264000
2005-04-21,4246272000
2005-04-22,4230752000
2005-04-25,4264896000
2005-04-26,4202815999
2005-04-27,4202815999
2005-04-28,4142288000
2005-04-29,4168672000
2005-05-02,4179536000
2005-05-03,4193504000
2005-05-04,4257136000
2005-05-05,4348704000
2005-05-06,4280415999
2005-05-09,4233856000
2005-05-10,4328528000
2005-05-11,4351808000
2005-05-12,4272656000
2005-05-13,4173328000
2005-05-16,4207472000
2005-05-17,4215232000
2005-05-18,4359568000
2005-05-19,4387504000
2005-05-20,4441824000
2005-05-23,4522528000
2005-05-24,4525632000
2005-05-25,4503904000
2005-05-26,4552016000
2005-05-27,4558224000
2005-05-31,4457964000
2005-06-01,4514685000
2005-06-02,4522350000
2005-06-03,4517751000
2005-06-06,4502421000
2005-06-07,4493223000
2005-06-08,4503954000
2005-06-09,4545345000
2005-06-10,4589802000
2005-06-13,4549944000
2005-06-14,4545345000
2005-06-15,4534614000
2005-06-16,4549944000
2005-06-17,4530015000
2005-06-20,4579071000
2005-06-21,4522350000
2005-06-22,4549944000
2005-06-23,4520817000
2005-06-24,4488624000
2005-06-27,4503954000
2005-06-28,4482492000
2005-06-29,4526949000
2005-06-30,4526949000
2005-07-01,4534614000
2005-07-05,4505487000
2005-07-06,4359852000
2005-07-07,4364451000
2005-07-08,4404309000
2005-07-11,4459497000
2005-07-12,4631193000
2005-07-13,4629660000
2005-07-14,4625061000
2005-07-15,4680249000
2005-07-18,4649589000
2005-07-19,4666452000
2005-07-20,4692513000
2005-07-21,4675650000
2005-07-22,4732371000
2005-07-25,4712442000
2005-07-26,4763031000
2005-07-27,4690980000
2005-07-28,4736970000
2005-07-29,4763031000
2005-08-01,4778361000
2005-08-02,4759965000
2005-08-03,4715508000
2005-08-04,4730838000
2005-08-05,4542279000
2005-08-08,4496289000
2005-08-09,4531548000
2005-08-10,4562208000
2005-08-11,4637325000
2005-08-12,4600533000
2005-08-15,4620462000
2005-08-16,4425771000
2005-08-17,4433436000
2005-08-18,4450299000
2005-08-19,4450299000
2005-08-22,4428837000
2005-08-23,4450299000
2005-08-24,4244877000
2005-08-25,4324593000
2005-08-26,4336857000
2005-08-29,4220216000
2005-08-30,4100536000
2005-08-31,4208248000
2005-09-01,4028728000
2005-09-02,4003296000
2005-09-06,4105024000
2005-09-07,4208248000
2005-09-08,4190296000
2005-09-09,4235176000
2005-09-12,4203760000
2005-09-13,4118488000
2005-09-14,4021248000
2005-09-15,4037704000
2005-09-16,4105024000
2005-09-19,4063136000
2005-09-20,3925504000
2005-09-21,3858184000
2005-09-22,3894088000
2005-09-23,3980856000
2005-09-26,4094552000
2005-09-27,4066128000
2005-09-28,3958416000
2005-09-29,3955424000
2005-09-30,4067624000
2005-10-03,4057152000
2005-10-04,4009280000
2005-10-05,4004792000
2005-10-06,3977864000
2005-10-07,3997312000
2005-10-10,4052664000
2005-10-11,4051167999
2005-10-12,4012272000
2005-10-13,4067624000
2005-10-14,4154392000
2005-10-17,4079592000
2005-10-18,4046680000
2005-10-19,4148408000
2005-10-20,4146912000
2005-10-21,4178328000
2005-10-24,4293520000
2005-10-25,4268088000
2005-10-26,4197776000
2005-10-27,4087072000
2005-10-28,4271080000
2005-10-31,4342888000
2005-11-01,4289032000
2005-11-02,4360840000
2005-11-03,4387768000
2005-11-04,4618152000
2005-11-07,4628624000
2005-11-08,4541856000
2005-11-09,4579256000
2005-11-10,4597208000
2005-11-11,4565792000
2005-11-14,4603192000
2005-11-15,4589728000
2005-11-16,4559808000
2005-11-17,4625632000
2005-11-18,4734840000
2005-11-21,4724368000
2005-11-22,4821608000
2005-11-23,4833576000
2005-11-25,4835072000
2005-11-28,4777812000
2005-11-29,4816656000
2005-11-30,4786776000
2005-12-01,4852512000
2005-12-02,4891356000
2005-12-05,4854006000
2005-12-06,4855500000
2005-12-07,4810680000
2005-12-08,4671738000
2005-12-09,4679208000
2005-12-12,4685184000
2005-12-13,4537278000
2005-12-14,4631400000
2005-12-15,4655304000
2005-12-16,5191650000
2005-12-19,5110974000
2005-12-20,5125914000
2005-12-21,5109480000
2005-12-22,5137866000
2005-12-23,5157288000
2005-12-27,5116950000
2005-12-28,5194638000
2005-12-29,5236470000
2005-12-30,5200614000
2006-01-03,5148324000
2006-01-04,5236470000
2006-01-05,5110974000
2006-01-06,5405292000
2006-01-09,5475510000
2006-01-10,5348520000
2006-01-11,5354496000
2006-01-12,5384376000
2006-01-13,5412762000
2006-01-17,5273820000
2006-01-18,5293242000
2006-01-19,5297724000
2006-01-20,5200614000
2006-01-23,5215553999
2006-01-24,5315652000
2006-01-25,5432184000
2006-01-26,5420232000
2006-01-27,5488956000
2006-01-30,5442642000
2006-01-31,5439653999
2006-02-01,5430690000
2006-02-02,5499414000
2006-02-03,5530788000
2006-02-06,5503896000
2006-02-07,5512860000
2006-02-08,5609970000
2006-02-09,5601006000
2006-02-10,5615946000
2006-02-13,5547222000
2006-02-14,5524812000
2006-02-15,5538258000
2006-02-16,5618934000
2006-02-17,5544234000
2006-02-21,5583078000
2006-02-22,5647320000
2006-02-23,5683176000
2006-02-24,5719032000
2006-02-27,5589552000
2006-02-28,5497320000
2006-03-01,5482680000
2006-03-02,5425584000
2006-03-03,5459256000
2006-03-06,5409480000
2006-03-07,5261616000
2006-03-08,5299680000
2006-03-09,5372880000
2006-03-10,5352384000
2006-03-13,5349456000
2006-03-14,5361168000
2006-03-15,5384592000
2006-03-16,5402160000
2006-03-17,5402160000
2006-03-20,5387520000
2006-03-21,5412408000
2006-03-22,5390448000
2006-03-23,5432904000
2006-03-24,5450472000
2006-03-27,5387520000
2006-03-28,5350920000
2006-03-29,5421192000
2006-03-30,5375808000
2006-03-31,5378736000
2006-04-03,5342136000
2006-04-04,5333352000
2006-04-05,5311392000
2006-04-06,5301144000
2006-04-07,5283576000
2006-04-10,5205984000
2006-04-11,5145960000
2006-04-12,5134248000
2006-04-13,5192808000
2006-04-17,5132784000
2006-04-18,5205984000
2006-04-19,5125464000
2006-04-20,5339208000
2006-04-21,5333352000
2006-04-24,5323104000
2006-04-25,5271864000
2006-04-26,5154744000
2006-04-27,5233800000
2006-04-28,5191344000
2006-05-01,5107896000
2006-05-02,5068368000
2006-05-03,5134248000
2006-05-04,5153280000
2006-05-05,5124000000
2006-05-08,5141568000
2006-05-09,5049336000
2006-05-10,5061048000
2006-05-11,4941000000
2006-05-12,4825344000
2006-05-15,4901472000
2006-05-16,4895616000
2006-05-17,4769712000
2006-05-18,4798992000
2006-05-19,4752144000
2006-05-22,4819488000
2006-05-23,4680408000
2006-05-24,4656984000
2006-05-25,4763856000
2006-05-26,4785816000
2006-05-30,4687515000
2006-05-31,4594779000
2006-06-01,4594779000
2006-06-02,4607820000
2006-06-05,4568697000
2006-06-06,4575942000
2006-06-07,4567248000
2006-06-08,4609269000
2006-06-09,4622310000
2006-06-12,4528125000
2006-06-13,4420899000
2006-06-14,4557105000
2006-06-15,4710699000
2006-06-16,4677372000
2006-06-19,4626657000
2006-06-20,4613616000
2006-06-21,4839660000
2006-06-22,4868640000
2006-06-23,4820823000
2006-06-26,4819374000
2006-06-27,4826619000
2006-06-28,4787496000
2006-06-29,5019336000
2006-06-30,5112072000
2006-07-03,5094683999
2006-07-05,5067153000
2006-07-06,5084541000
2006-07-07,4922253000
2006-07-10,4983111000
2006-07-11,4825170000
2006-07-12,4670127000
2006-07-13,4571595000
2006-07-14,4499145000
2006-07-17,4491900000
2006-07-18,4461471000
2006-07-19,4571595000
2006-07-20,4422348000
2006-07-21,4319469000
2006-07-24,4438287000
2006-07-25,4480308000
2006-07-26,4481757000
2006-07-27,4326714000
2006-07-28,4391919000
2006-07-31,4386123000
2006-08-01,4341204000
2006-08-02,4475961000
2006-08-03,4528125000
2006-08-04,4568697000
2006-08-07,4539717000
2006-08-08,4464369000
2006-08-09,4393368000
2006-08-10,4420899000
2006-08-11,4460022000
2006-08-14,4452777000
2006-08-15,4571595000
2006-08-16,4720842000
2006-08-17,4751271000
2006-08-18,4800537000
2006-08-21,4699107000
2006-08-22,4658535000
2006-08-23,4535370000
2006-08-24,4570146000
2006-08-25,4496247000
2006-08-28,4584215000
2006-08-29,4674301000
2006-08-30,4623446000
2006-08-31,4606010000
2006-09-01,4678660000
2006-09-05,4693190000
2006-09-06,4681566000
2006-09-07,4606010000
2006-09-08,4745497999
2006-09-11,4919858000
2006-09-12,5095671000
2006-09-13,5092765000
2006-09-14,5069517000
2006-09-15,5044816000
2006-09-18,4953277000
2006-09-19,5056440000
2006-09-20,5399347999
2006-09-21,5562084000
2006-09-22,5514135000
2006-09-25,5607127000
2006-09-26,5608580000
2006-09-27,5564990000
2006-09-28,5607127000
2006-09-29,5525759000
2006-10-02,5535930000
2006-10-03,5636187000
2006-10-04,5749521000
2006-10-05,5736444000
2006-10-06,5700119000
2006-10-09,5726272999
2006-10-10,5666700000
2006-10-11,5579520000
2006-10-12,5701572000
2006-10-13,5665247000
2006-10-16,5627469000
2006-10-17,5527212000
2006-10-18,5479263000
2006-10-19,5397895000
2006-10-20,5408066000
2006-10-23,5406613000
2006-10-24,5442938000
2006-10-25,5467639000
2006-10-26,5457468000
2006-10-27,5333963000
2006-10-30,5469092000
2006-10-31,5451656000
2006-11-01,5402254000
2006-11-02,5410972000
2006-11-03,5193022000
2006-11-06,5325245000
2006-11-07,5310715000
2006-11-08,5397895000
2006-11-09,5270031000
2006-11-10,5323792000
2006-11-13,5325245000
2006-11-14,5306356000
2006-11-15,5306356000
2006-11-16,5341228000
2006-11-17,5306356000
2006-11-20,5365929000
2006-11-21,5368835000
2006-11-22,5393536000
2006-11-24,5236612000
2006-11-27,5144400000
2006-11-28,5142971000
2006-11-29,5138684000
2006-11-30,5137255000
2006-12-01,5125823000
2006-12-04,5254433000
2006-12-05,5182983000
2006-12-06,5174409000
2006-12-07,5108675000
2006-12-08,5144400000
2006-12-11,5227282000
2006-12-12,5107246000
2006-12-13,5268723000
2006-12-14,5280155000
2006-12-15,5174409000
2006-12-18,5157261000
2006-12-19,5194415000
2006-12-20,5120107000
2006-12-21,5114391000
2006-12-22,5171551000
2006-12-26,5195844000
2006-12-27,5181554000
2006-12-28,5202988999
2006-12-29,5140113000
2007-01-03,5158690000
2007-01-04,5111533000
2007-01-05,5007216000
2007-01-08,4954343000
2007-01-09,4971491000
2007-01-10,4958630000
2007-01-11,5062947000
2007-01-12,5045799000
2007-01-16,5125823000
2007-01-17,5141542000
2007-01-18,5130110000
2007-01-19,5107246000
2007-01-22,5034367000
2007-01-23,5020077000
2007-01-24,5034367000
2007-01-25,4962917000
2007-01-26,4902899000
2007-01-29,4940053000
2007-01-30,4950056000
2007-01-31,5008645000
2007-02-01,5060088999
2007-02-02,5154403000
2007-02-05,5131538999
2007-02-06,5170122000
2007-02-07,5308735000
2007-02-08,5343031000
2007-02-09,5294445000
2007-02-12,5278726000
2007-02-13,5455922000
2007-02-14,5444490000
2007-02-15,5454493000
2007-02-16,5464496000
2007-02-20,5463067000
2007-02-21,5458780000
2007-02-22,5453063999
2007-02-23,5458780000
2007-02-26,5283252000
2007-02-27,5123196000
2007-02-28,5152680000
2007-03-01,5090904000
2007-03-02,5002452000
2007-03-05,4912596000
2007-03-06,4971563999
2007-03-07,4937868000
2007-03-08,5012280000
2007-03-09,5003856000
2007-03-12,5030532000
2007-03-13,4932252000
2007-03-14,4979988000
2007-03-15,4979988000
2007-03-16,4957524000
2007-03-19,5113368000
2007-03-20,5196204000
2007-03-21,5100732000
2007-03-22,5124600000
2007-03-23,5194800000
2007-03-26,5182163999
2007-03-27,5200416000
2007-03-28,5186376000
2007-03-29,5235516000
2007-03-30,5177952000
2007-04-02,5154084000
2007-04-03,5229900000
2007-04-04,5260788000
2007-04-05,5291676000
2007-04-09,5259384000
2007-04-10,5190588000
2007-04-11,5144256000
2007-04-12,5121792000
2007-04-13,5127408000
2007-04-16,5172336000
2007-04-17,5210244000
2007-04-18,5213052000
2007-04-19,5138640000
2007-04-20,5186376000
2007-04-23,5123196000
2007-04-24,5124600000
2007-04-25,5222880000
2007-04-26,5280444000
2007-04-27,5319756000
2007-04-30,5214456000
2007-05-01,5287463999
2007-05-02,5321160000
2007-05-03,5363280000
2007-05-04,5433480000
2007-05-07,5721300000
2007-05-08,5736744000
2007-05-09,5767632000
2007-05-10,5704452000
2007-05-11,5757804000
2007-05-14,5701644000
2007-05-15,5614596000
2007-05-16,5686200000
2007-05-17,5669352000
2007-05-18,5700240000
2007-05-21,5740956000
2007-05-22,5712876000
2007-05-23,5648292000
2007-05-24,5644080000
2007-05-25,5697432000
2007-05-29,5696768000
2007-05-30,5705216000
2007-05-31,5744640000
2007-06-01,5774208000
2007-06-04,5889664000
2007-06-05,5900927999
2007-06-06,5772800000
2007-06-07,5624960000
2007-06-08,5700992000
2007-06-11,5717888000
2007-06-12,5722112000
2007-06-13,5879808000
2007-06-14,5895296000
2007-06-15,5907968000
2007-06-18,5936127999
2007-06-19,5906560000
2007-06-20,5477120000
2007-06-21,5471488000
2007-06-22,5412352000
2007-06-25,5440512000
2007-06-26,5467264000
2007-06-27,5508096000
2007-06-28,5484160000
2007-06-29,5546112000
2007-07-02,5564416000
2007-07-03,5654527999
2007-07-05,5619327999
2007-07-06,5599616000
2007-07-09,5585536000
2007-07-10,5660160000
2007-07-11,5717888000
2007-07-12,5660160000
2007-07-13,5653120000
2007-07-16,5612288000
2007-07-17,5610880000
2007-07-18,5546112000
2007-07-19,5564416000
2007-07-20,5488384000
2007-07-23,5546112000
2007-07-24,5439104000
2007-07-25,5381376000
2007-07-26,5301120000
2007-07-27,5296896000
2007-07-30,5368704000
2007-07-31,5367296000
2007-08-01,5341952000
2007-08-02,5301120000
2007-08-03,5617920000
2007-08-06,5636224000
2007-08-07,5588352000
2007-08-08,5444736000
2007-08-09,5142016000
2007-08-10,5413760000
2007-08-13,5285632000
2007-08-14,5077248000
2007-08-15,5018112000
2007-08-16,5037824000
2007-08-17,4908288000
2007-08-20,5081472000
2007-08-21,5218048000
2007-08-22,5223680000
2007-08-23,5215232000
2007-08-24,5336320000
2007-08-27,5302280000
2007-08-28,5104900000
2007-08-29,5207140000
2007-08-30,5156020000
2007-08-31,5289500000
2007-09-04,5391740000
2007-09-05,5303700000
2007-09-06,5289500000
2007-09-07,5197200000
2007-09-10,5150340000
2007-09-11,5244060000
2007-09-12,5200040000
2007-09-13,5242640000
2007-09-14,5396000000
2007-09-17,5384640000
2007-09-18,5574920000
2007-09-19,5677160000
2007-09-20,5518120000
2007-09-21,5572080000
2007-09-24,5476940000
2007-09-25,5370440000
2007-09-26,5464160000
2007-09-27,5467000000
2007-09-28,5322160000
2007-10-01,5467000000
2007-10-02,5546520000
2007-10-03,5536580000
2007-10-04,5525219999
2007-10-05,5601900000
2007-10-08,5662960000
2007-10-09,5694200000
2007-10-10,5658700000
2007-10-11,5533740000
2007-10-12,5502500000
2007-10-15,5417300000
2007-10-16,5444280000
2007-10-17,5536580000
2007-10-18,5526640000
2007-10-19,5479780000
2007-10-22,5587700000
2007-10-23,5626040000
2007-10-24,5502500000
2007-10-25,5457060000
2007-10-26,5455640000
2007-10-29,5393160000
2007-10-30,5441440000
2007-10-31,5467000000
2007-11-01,5246900000
2007-11-02,5214240000
2007-11-05,5221340000
2007-11-06,5157440000
2007-11-07,5163120000
2007-11-08,5278140000
2007-11-09,5102060000
2007-11-12,5005500000
2007-11-13,5209980000
2007-11-14,5100640000
2007-11-15,5079340000
2007-11-16,5059460000
2007-11-19,5015440000
2007-11-20,4962900000
2007-11-21,4950120000
2007-11-23,5009760000
2007-11-26,4937868000
2007-11-27,4961736000
2007-11-28,5085288000
2007-11-29,5067036000
2007-11-30,5002452000
2007-12-03,4971563999
2007-12-04,4950504000
2007-12-05,4881708000
2007-12-06,4824144000
2007-12-07,4935060000
2007-12-10,4964544000
2007-12-11,4835376000
2007-12-12,4741308000
2007-12-13,4664088000
2007-12-14,4499820000
2007-12-17,4512456000
2007-12-18,4568616000
2007-12-19,3595644000
2007-12-20,3456648000
2007-12-21,3458052000
2007-12-24,3470688000
2007-12-26,3432780000
2007-12-27,3455244000
2007-12-28,3472092000
2007-12-31,3483324000
2008-01-02,3349944000
2008-01-03,3282552000
2008-01-04,3216564000
2008-01-07,3073356000
2008-01-08,2972268000
2008-01-09,2876796000
2008-01-10,2948400000
2008-01-11,2789748000
2008-01-14,2740608000
2008-01-15,2691468000
2008-01-16,2639520000
2008-01-17,2646540000
2008-01-18,2789748000
2008-01-22,2875392000
2008-01-23,3268512000
2008-01-24,3452436000
2008-01-25,3295188000
2008-01-28,3453840000
2008-01-29,3413124000
2008-01-30,3363984000
2008-01-31,3561948000
2008-02-01,3625128000
2008-02-04,3473496000
2008-02-05,3376620000
2008-02-06,3320460000
2008-02-07,3380831999
2008-02-08,3376620000
2008-02-11,3647592000
2008-02-12,3816072000
2008-02-13,3936816000
2008-02-14,3816072000
2008-02-15,3839940000
2008-02-19,3835728000
2008-02-20,3973320000
2008-02-21,3907331999
2008-02-22,3945240000
2008-02-25,3987189000
2008-02-26,4114425000
2008-02-27,3981657000
2008-02-28,3855804000
2008-02-29,3818463000
2008-03-03,3858570000
2008-03-04,3855804000
2008-03-05,3793569000
2008-03-06,3591651000
2008-03-07,3498990000
2008-03-10,3492075000
2008-03-11,3613779000
2008-03-12,3674631000
2008-03-13,3644205000
2008-03-14,3626226000
2008-03-17,3648354000
2008-03-18,3698142000
2008-03-19,3941550000
2008-03-20,4254108000
2008-03-24,4222299000
2008-03-25,4236129000
2008-03-26,4121340000
2008-03-27,3987189000
2008-03-28,3924954000
2008-03-31,4031445000
2008-04-01,4252725000
2008-04-02,4317726000
2008-04-03,4328790000
2008-04-04,4261023000
2008-04-07,4321875000
2008-04-08,4209852000
2008-04-09,4126872000
2008-04-10,4256874000
2008-04-11,4204320000
2008-04-14,4121340000
2008-04-15,4265172000
2008-04-16,4321875000
2008-04-17,4377195000
2008-04-18,4422834000
2008-04-21,4399323000
2008-04-22,4281768000
2008-04-23,4263789000
2008-04-24,4272087000
2008-04-25,4425600000
2008-04-28,4344003000
2008-04-29,4375812000
2008-04-30,4406238000
2008-05-01,4577730000
2008-05-02,4523793000
2008-05-05,4583262000
2008-05-06,4570815000
2008-05-07,4519644000
2008-05-08,4551453000
2008-05-09,4429749000
2008-05-12,4570815000
2008-05-13,4584645000
2008-05-14,4604007000
2008-05-15,4637199000
2008-05-16,4460175000
2008-05-19,4480920000
2008-05-20,4269321000
2008-05-21,4081233000
2008-05-22,4113042000
2008-05-23,3930486000
2008-05-27,4129690000
2008-05-28,4232550000
2008-05-29,4300660000
2008-05-30,4263130000
2008-06-02,4207530000
2008-06-03,4176950000
2008-06-04,4224210000
2008-06-05,4211700000
2008-06-06,4003200000
2008-06-09,3983740000
2008-06-10,3993470000
2008-06-11,3826670000
2008-06-12,3919800000
2008-06-13,4040730000
2008-06-16,4124130000
2008-06-17,3983740000
2008-06-18,3908680000
2008-06-19,4000420000
2008-06-20,3937870000
2008-06-23,3814160000
2008-06-24,3933700000
2008-06-25,4201970000
2008-06-26,4061580000
2008-06-27,4015710000
2008-06-30,3975400000
2008-07-01,3987910000
2008-07-02,3823890000
2008-07-03,3914240000
2008-07-07,3901730000
2008-07-08,4101890000
2008-07-09,3908680000
2008-07-10,3758560000
2008-07-11,3636240000
2008-07-14,3657090000
2008-07-15,3614000000
2008-07-16,3784970000
2008-07-17,3946210000
2008-07-18,3922580000
2008-07-21,3798870000
2008-07-22,3965670000
2008-07-23,4161660000
2008-07-24,3958720000
2008-07-25,3871150000
2008-07-28,3871150000
2008-07-29,4044900000
2008-07-30,4156100000
2008-07-31,4053240000
2008-08-01,3992080000
2008-08-04,4004590000
2008-08-05,4331240000
2008-08-06,4314560000
2008-08-07,4170000000
2008-08-08,4436880000
2008-08-11,4606460000
2008-08-12,4442440000
2008-08-13,4318730000
2008-08-14,4446610000
2008-08-15,4485530000
2008-08-18,4352090000
2008-08-19,4108840000
2008-08-20,4046290000
2008-08-21,4021270000
2008-08-22,4178340000
2008-08-25,3957930000
2008-08-26,3466100000
2008-08-27,3449660000
2008-08-28,3527750000
2008-08-29,3593510000
2008-09-02,3653790000
2008-09-03,3597620000
2008-09-04,3593510000
2008-09-05,3649680000
2008-09-08,3770240000
2008-09-09,3620910000
2008-09-10,3744210000
2008-09-11,3808600000
2008-09-12,3733250000
2008-09-15,3620910000
2008-09-16,3666120000
2008-09-17,3535970000
2008-09-18,3611320000
2008-09-19,3890800000
2008-09-22,3662010000
2008-09-23,3501720000
2008-09-24,3438700000
2008-09-25,3448290000
2008-09-26,3503090000
2008-09-29,3345540000
2008-09-30,3512680000
2008-10-01,3540080000
2008-10-02,3504460000
2008-10-03,3367460000
2008-10-06,3172920000
2008-10-07,3112640000
2008-10-08,2952350000
2008-10-09,2605740000
2008-10-10,2629030000
2008-10-13,2856450000
2008-10-14,2731780000
2008-10-15,2508470000
2008-10-16,2575600000
2008-10-17,2601630000
2008-10-20,2656430000
2008-10-21,2575600000
2008-10-22,2408460000
2008-10-23,2357770000
2008-10-24,2294750000
2008-10-27,2218030000
2008-10-28,2416680000
2008-10-29,2448190000
2008-10-30,2539980000
2008-10-31,2719450000
2008-11-03,2670130000
2008-11-04,2808500000
2008-11-05,2571490000
2008-11-06,2496140000
2008-11-07,2402980000
2008-11-10,2283790000
2008-11-11,2244060000
2008-11-12,2146790000
2008-11-13,2255020000
2008-11-14,2128980000
2008-11-17,2055000000
2008-11-18,2027600000
2008-11-19,1833060000
2008-11-20,1660440000
2008-11-21,1753600000
2008-11-24,1908122000
2008-11-25,2021085000
2008-11-26,2208903000
2008-11-28,2229318000
2008-12-01,1984338000
2008-12-02,2076886000
2008-12-03,2210264000
2008-12-04,2298729000
2008-12-05,2498796000
2008-12-08,2685253000
2008-12-09,2557319000
2008-12-10,2652589000
2008-12-11,2438912000
2008-12-12,2681170000
2008-12-15,2615842000
2008-12-16,2796855000
2008-12-17,2941121000
2008-12-18,2922067000
2008-12-19,3478716000
2008-12-22,3459662000
2008-12-23,3382085000
2008-12-24,3455579000
2008-12-26,3473272000
2008-12-29,3353504000
2008-12-30,3414749000
2008-12-31,3433803000
2009-01-02,3599845000
2009-01-05,3501853000
2009-01-06,3526351000
2009-01-07,3346699000
2009-01-08,3367114000
2009-01-09,3251429000
2009-01-12,3133022000
2009-01-13,3127578000
2009-01-14,2973785000
2009-01-15,3063611000
2009-01-16,3164325000
2009-01-20,2870349000
2009-01-21,3035030000
2009-01-22,3290898000
2009-01-23,3245985000
2009-01-26,3308591000
2009-01-27,3375280000
2009-01-28,3426998000
2009-01-29,3335811000
2009-01-30,3195628000
2009-02-02,3190184000
2009-02-03,3293620000
2009-02-04,3398417000
2009-02-05,3466467000
2009-02-06,3496409000
2009-02-09,3485521000
2009-02-10,3319479000
2009-02-11,3433803000
2009-02-12,3567181000
2009-02-13,3572625000
2009-02-17,3409305000
2009-02-18,3363031000
2009-02-19,3319479000
2009-02-20,3440608000
2009-02-23,3370422000
2009-02-24,3489960000
2009-02-25,3458358000
2009-02-26,3241266000
2009-02-27,3338820000
2009-03-02,3164322000
2009-03-03,3105240000
2009-03-04,3135468000
2009-03-05,3042036000
2009-03-06,3058524000
2009-03-09,2992572000
2009-03-10,3318210000
2009-03-11,3296226000
2009-03-12,3459732000
2009-03-13,3518814000
2009-03-16,3540798000
2009-03-17,3678198000
2009-03-18,4413288000
2009-03-19,4299246000
2009-03-20,4168716000
2009-03-23,4449012000
2009-03-24,4231920000
2009-03-25,4326726000
2009-03-26,4553436000
2009-03-27,4356954000
2009-03-30,4300620000
2009-03-31,4215432000
2009-04-01,4293750000
2009-04-02,4464126000
2009-04-03,4488858000
2009-04-06,4407792000
2009-04-07,4216806000
2009-04-08,4407792000
