,DRI
2009-04-09,4557558000
2009-04-13,4671600000
2009-04-14,4525956000
2009-04-15,4510842000
2009-04-16,4741674000
2009-04-17,4863960000
2009-04-20,4795260000
2009-04-21,4813122000
2009-04-22,4953270000
2009-04-23,4945026000
2009-04-24,4887318000
2009-04-27,4740300000
2009-04-28,4688088000
2009-04-29,4520460000
2009-04-30,4547940000
2009-05-01,4443516000
2009-05-04,4734804000
2009-05-05,4791138000
2009-05-06,4653738000
2009-05-07,4558932000
2009-05-08,4431150000
2009-05-11,4421532000
2009-05-12,4292376000
2009-05-13,4106886000
2009-05-14,4219554000
2009-05-15,4194822000
2009-05-18,4391304000
2009-05-19,4347336000
2009-05-20,4280010000
2009-05-21,4112382000
2009-05-22,4064292000
2009-05-26,4384434000
2009-05-27,4363824000
2009-05-28,4354206000
2009-05-29,4450386000
2009-06-01,4668642000
2009-06-02,4586809000
2009-06-03,4506363000
2009-06-04,4352406000
2009-06-05,4338536000
2009-06-08,4242833000
2009-06-09,4295539000
2009-06-10,4203997000
2009-06-11,4094424000
2009-06-12,4198449000
2009-06-15,4206771000
2009-06-16,4106907000
2009-06-17,4111068000
2009-06-18,4165161000
2009-06-19,4309409000
2009-06-22,4252542000
2009-06-23,4098585000
2009-06-24,3966820000
2009-06-25,4070845000
2009-06-26,4000108000
2009-06-29,4195675000
2009-06-30,4095811000
2009-07-01,4231737000
2009-07-02,4105520000
2009-07-06,4126325000
2009-07-07,3993173000
2009-07-08,4019526000
2009-07-09,4032009000
2009-07-10,4019526000
2009-07-13,4059749000
2009-07-14,4184579000
2009-07-15,4138808000
2009-07-16,4205384000
2009-07-17,4185966000
2009-07-20,4220641000
2009-07-21,4174870000
2009-07-22,4235898000
2009-07-23,4245607000
2009-07-24,4162387000
2009-07-27,4179031000
2009-07-28,4162387000
2009-07-29,4043105000
2009-07-30,4080554000
2009-07-31,4022300000
2009-08-03,4134647000
2009-08-04,4192901000
2009-08-05,4226189000
2009-08-06,3986238000
2009-08-07,3964046000
2009-08-10,4050040000
2009-08-11,3943241000
2009-08-12,3876665000
2009-08-13,3873891000
2009-08-14,3937693000
2009-08-17,3876665000
2009-08-18,3925210000
2009-08-19,3966820000
2009-08-20,4048653000
2009-08-21,4131873000
2009-08-24,4129099000
2009-08-25,4173483000
2009-08-26,4197062000
2009-08-27,4188740000
2009-08-28,4162387000
2009-08-31,4099110000
2009-09-01,4101890000
2009-09-02,4108840000
2009-09-03,4190850000
2009-09-04,4282590000
2009-09-08,4250620000
2009-09-09,4318730000
2009-09-10,4318730000
2009-09-11,4300660000
2009-09-14,4343750000
2009-09-15,4350700000
2009-09-16,4525840000
2009-09-17,4560590000
2009-09-18,4620360000
2009-09-21,4570320000
2009-09-22,4577270000
2009-09-23,4365990000
2009-09-24,4410470000
2009-09-25,4431320000
2009-09-28,4498040000
2009-09-29,4499430000
2009-09-30,4247840000
2009-10-01,4125520000
2009-10-02,4132470000
2009-10-05,4195020000
2009-10-06,4163050000
2009-10-07,4093550000
2009-10-08,4099110000
2009-10-09,4106060000
2009-10-12,4144980000
2009-10-13,4104670000
2009-10-14,4076870000
2009-10-15,4153320000
2009-10-16,4133860000
2009-10-19,4175560000
2009-10-20,4057410000
2009-10-21,3879490000
2009-10-22,3969840000
2009-10-23,3894780000
2009-10-26,3907290000
2009-10-27,3872540000
2009-10-28,3841960000
2009-10-29,3896170000
2009-10-30,3772460000
2009-11-02,3784970000
2009-11-03,3857250000
2009-11-04,3968450000
2009-11-05,4079650000
2009-11-06,4064360000
2009-11-09,4064360000
2009-11-10,4053240000
2009-11-11,4060190000
2009-11-12,3968450000
2009-11-13,3994860000
2009-11-16,4079650000
2009-11-17,4042120000
2009-11-18,4047680000
2009-11-19,3946210000
2009-11-20,3912850000
2009-11-23,3957330000
2009-11-24,3904510000
2009-11-25,3872540000
2009-11-27,3876710000
2009-11-30,3919902000
2009-12-01,3970050000
2009-12-02,4029949000
2009-12-03,3946369000
2009-12-04,4017412000
2009-12-07,4010447000
2009-12-08,3979801000
2009-12-09,3983980000
2009-12-10,4007661000
2009-12-11,4048058000
2009-12-14,4031342000
2009-12-15,4061988000
2009-12-16,4160891000
2009-12-17,4085669000
2009-12-18,4382378000
2009-12-21,4446456000
2009-12-22,4479888000
2009-12-23,4482674000
2009-12-24,4481281000
2009-12-28,4419989000
2009-12-29,4431133000
2009-12-30,4394915000
2009-12-31,4374020000
2010-01-04,4365662000
2010-01-05,4347553000
2010-01-06,4289047000
2010-01-07,4329444000
2010-01-08,4257008000
2010-01-11,4245864000
2010-01-12,4226362000
2010-01-13,4254222000
2010-01-14,4461779000
2010-01-15,4403273000
2010-01-19,4470137000
2010-01-20,4556503000
2010-01-21,4559289000
2010-01-22,4510534000
2010-01-25,4491032000
2010-01-26,4550931000
2010-01-27,4567647000
2010-01-28,4670729000
2010-01-29,4609437000
2010-02-01,4720877000
2010-02-02,4776597000
2010-02-03,4741772000
2010-02-04,4665157000
2010-02-05,4688838000
2010-02-08,4681873000
2010-02-09,4790527000
2010-02-10,4745951000
2010-02-11,4835103000
2010-02-12,4862963000
2010-02-16,5039874000
2010-02-17,5063555000
2010-02-18,5053804000
2010-02-19,5120668000
2010-02-22,5120668000
2010-02-23,5066341000
2010-02-24,5112310000
2010-02-25,5030123000
2010-02-26,5057983000
2010-03-01,5166370000
2010-03-02,5085054000
2010-03-03,5096270000
2010-03-04,5078044000
2010-03-05,5143938000
2010-03-08,5271520000
2010-03-09,5275726000
2010-03-10,5303766000
2010-03-11,5307972000
2010-03-12,5275726000
2010-03-15,5327600000
2010-03-16,5348630000
2010-03-17,5459388000
2010-03-18,5459388000
2010-03-19,5480418000
2010-03-22,5540704000
2010-03-23,5512664000
2010-03-24,5637442000
2010-03-25,5610804000
2010-03-26,5560331999
2010-03-29,5645854000
2010-03-30,5624824000
2010-03-31,5591176000
2010-04-01,5586970000
2010-04-05,5713150000
2010-04-06,5682306000
2010-04-07,5823908000
2010-04-08,5822506000
2010-04-09,5875781999
2010-04-12,5886998000
2010-04-13,5901018000
2010-04-14,5947284000
2010-04-15,5889802000
2010-04-16,5882792000
2010-04-19,5926254000
2010-04-20,5915038000
2010-04-21,5950088000
2010-04-22,6108514000
2010-04-23,6111318000
2010-04-26,6027198000
2010-04-27,5901018000
2010-04-28,5746798000
2010-04-29,5787456000
2010-04-30,5617814000
2010-05-03,5707542000
2010-05-04,5504252000
2010-05-05,5481820000
2010-05-06,5383680000
2010-05-07,5348630000
2010-05-10,5571548000
2010-05-11,5615010000
2010-05-12,5664080000
2010-05-13,5549116000
2010-05-14,5456584000
2010-05-17,5519674000
2010-05-18,5490231999
2010-05-19,5472006000
2010-05-20,5264510000
2010-05-21,5222450000
2010-05-24,5188802000
2010-05-25,5228058000
2010-05-26,5279931999
2010-05-27,5491634000
2010-05-28,5385081999
2010-06-01,5349960000
2010-06-02,5474700000
2010-06-03,5437278000
2010-06-04,5246010000
2010-06-07,5107410000
2010-06-08,5143446000
2010-06-09,5194728000
2010-06-10,5311152000
2010-06-11,5372136000
2010-06-14,5435892000
2010-06-15,5494104000
2010-06-16,5542614000
2010-06-17,5527368000
2010-06-18,5520438000
2010-06-21,5326398000
2010-06-22,5261256000
2010-06-23,5200272000
2010-06-24,4896738000
2010-06-25,4839912000
2010-06-28,4923072000
2010-06-29,4837140000
2010-06-30,4821894000
2010-07-01,4866246000
2010-07-02,4776156000
2010-07-06,4668048000
2010-07-07,4752594000
2010-07-08,4776156000
2010-07-09,4893966000
2010-07-12,4924458000
2010-07-13,5112954000
2010-07-14,5071374000
2010-07-15,5101866000
2010-07-16,4934160000
2010-07-19,4928616000
2010-07-20,5065830000
2010-07-21,5049198000
2010-07-22,5283432000
2010-07-23,5283432000
2010-07-26,5394312000
2010-07-27,5358276000
2010-07-28,5284818000
2010-07-29,5208588000
2010-07-30,5198886000
2010-08-02,5250168000
2010-08-03,5234922000
2010-08-04,5251554000
2010-08-05,5227992000
2010-08-06,5190570000
2010-08-09,5290362000
2010-08-10,5241852000
2010-08-11,5004846000
2010-08-12,5021478000
2010-08-13,4920300000
2010-08-16,4990986000
2010-08-17,5085234000
2010-08-18,5157306000
2010-08-19,5096322000
2010-08-20,5121270000
2010-08-23,5115726000
2010-08-24,5014548000
2010-08-25,5068602000
2010-08-26,5150376000
2010-08-27,5273730000
2010-08-30,5098080000
2010-08-31,5084320000
2010-09-01,5263200000
2010-09-02,5448960000
2010-09-03,5490240000
2010-09-07,5468224000
2010-09-08,5466848000
2010-09-09,5407680000
2010-09-10,5513632000
2010-09-13,5608576000
2010-09-14,5620960000
2010-09-15,5626464000
2010-09-16,5543904000
2010-09-17,5510880000
2010-09-20,5548032000
2010-09-21,5424192000
2010-09-22,5351264000
2010-09-23,5308608000
2010-09-24,5373280000
2010-09-27,5343008000
2010-09-28,5374656000
2010-09-29,5305856000
2010-09-30,5271456000
2010-10-01,5296224000
2010-10-04,5297600000
2010-10-05,5422816000
2010-10-06,5374656000
2010-10-07,5459968000
2010-10-08,5436576000
2010-10-11,5442080000
2010-10-12,5422816000
2010-10-13,5437952000
2010-10-14,5523264000
2010-10-15,5512256000
2010-10-18,5477856000
2010-10-19,5402176000
2010-10-20,5510880000
2010-10-21,5488864000
2010-10-22,5775072000
2010-10-25,5747552000
2010-10-26,5718656000
2010-10-27,5560416000
2010-10-28,5598944000
2010-10-29,5631968000
2010-11-01,5671872000
2010-11-02,5688384000
2010-11-03,5764064000
2010-11-04,5897536000
2010-11-05,5937440000
2010-11-08,5918176000
2010-11-09,5836992000
2010-11-10,5941568000
2010-11-11,6075040000
2010-11-12,5993856000
2010-11-15,6042016000
2010-11-16,5861760000
2010-11-17,6039264000
2010-11-18,6020000000
2010-11-19,6042016000
2010-11-22,6062656000
2010-11-23,6055776000
2010-11-24,6120448000
2010-11-26,6097056000
2010-11-29,6016604000
2010-11-30,5978412000
2010-12-01,6023424000
2010-12-02,6109356000
2010-12-03,6146184000
2010-12-06,6120268000
2010-12-07,6143456000
2010-12-08,6057524000
2010-12-09,6061616000
2010-12-10,6043884000
2010-12-13,5927944000
2010-12-14,5904756000
2010-12-15,5983868000
2010-12-16,6071164000
2010-12-17,6092988000
2010-12-20,6159824000
2010-12-21,5806548000
2010-12-22,5764264000
2010-12-23,5709704000
2010-12-27,5726072000
2010-12-28,5689244000
2010-12-29,5735620000
2010-12-30,5721980000
2010-12-31,5671512000
2011-01-03,5702884000
2011-01-04,5704248000
2011-01-05,5637412000
2011-01-06,5670148000
2011-01-07,5681060000
2011-01-10,5649688000
2011-01-11,5565120000
2011-01-12,5618316000
2011-01-13,5630592000
2011-01-14,5636048000
2011-01-18,5581488000
2011-01-19,5610132000
2011-01-20,5671512000
2011-01-21,5667420000
2011-01-24,5659236000
2011-01-25,5780632000
2011-01-26,5588308000
2011-01-27,5611496000
2011-01-28,5518744000
2011-01-31,5753352000
2011-02-01,5903392000
2011-02-02,5936128000
2011-02-03,6020696000
2011-02-04,5983868000
2011-02-07,5891116000
2011-02-08,5949768000
2011-02-09,5979776000
2011-02-10,5971592000
2011-02-11,6043884000
2011-02-14,6037064000
2011-02-15,6023424000
2011-02-16,6064344000
2011-02-17,6099808000
2011-02-18,6118904000
2011-02-22,5925216000
2011-02-23,5766992000
2011-02-24,5717888000
2011-02-25,5775176000
2011-02-28,5684340000
2011-03-01,5650665000
2011-03-02,5600826000
2011-03-03,5678952000
2011-03-04,5587356000
2011-03-07,5591397000
2011-03-08,5588703000
2011-03-09,5692422000
2011-03-10,5662788000
2011-03-11,5668176000
2011-03-14,5645277000
2011-03-15,5600826000
2011-03-16,5538864000
2011-03-17,5555028000
2011-03-18,5571192000
2011-03-21,5612949000
2011-03-22,5637195000
2011-03-23,5701851000
2011-03-24,5790753000
2011-03-25,5503842000
2011-03-28,5565804000
2011-03-29,5715321000
2011-03-30,5852715000
2011-03-31,5925453000
2011-04-01,5867532000
2011-04-04,5862144000
2011-04-05,5841939000
2011-04-06,5797488000
2011-04-07,5724750000
2011-04-08,5656053000
2011-04-11,5631807000
2011-04-12,5652012000
2011-04-13,5612949000
2011-04-14,5715321000
2011-04-15,5751690000
2011-04-18,5696463000
2011-04-19,5748996000
2011-04-20,5844633000
2011-04-21,5792100000
2011-04-25,5793447000
2011-04-26,5777283000
2011-04-27,5715321000
2011-04-28,5718015000
2011-04-29,5665482000
2011-05-02,5685687000
2011-05-03,5656053000
2011-05-04,5813652000
2011-05-05,5901207000
2011-05-06,5841939000
2011-05-09,5819040000
2011-05-10,5860797000
2011-05-11,5895819000
2011-05-12,6022437000
2011-05-13,6068235000
2011-05-16,6052071000
2011-05-17,6041295000
2011-05-18,6130197000
2011-05-19,6275673000
2011-05-20,6213711000
2011-05-23,6208323000
2011-05-24,6198894000
2011-05-25,6149055000
2011-05-26,6163872000
2011-05-27,6142320000
2011-05-31,6067830000
2011-06-01,5990226000
2011-06-02,5869806000
2011-06-03,5760090000
2011-06-06,5705232000
2011-06-07,5734668000
2011-06-08,5666430000
2011-06-09,5699880000
2011-06-10,5626290000
2011-06-13,5619600000
2011-06-14,5697204000
2011-06-15,5631642000
2011-06-16,5614248000
2011-06-17,5645022000
2011-06-20,5650374000
2011-06-21,5809596000
2011-06-22,5781498000
2011-06-23,5832342000
2011-06-24,5812272000
2011-06-27,5777484000
2011-06-28,5900580000
2011-06-29,5905932000
2011-06-30,5962128000
2011-07-01,6324726000
2011-07-05,6407682000
2011-07-06,6379584000
2011-07-07,6425076000
2011-07-08,6375570000
2011-07-11,6251136000
2011-07-12,6293952000
2011-07-13,6320712000
2011-07-14,6284586000
2011-07-15,6301980000
2011-07-18,6292614000
2011-07-19,6422400000
2011-07-20,6358176000
2011-07-21,6415710000
2011-07-22,6383598000
2011-07-25,6363528000
2011-07-26,6348810000
2011-07-27,6141420000
2011-07-28,6067830000
2011-07-29,6086562000
2011-08-01,6006282000
2011-08-02,5784174000
2011-08-03,5904594000
2011-08-04,5683824000
2011-08-05,5745372000
2011-08-08,5398830000
2011-08-09,5525940000
2011-08-10,5397492000
2011-08-11,5802906000
2011-08-12,5835018000
2011-08-15,5865792000
2011-08-16,5814948000
2011-08-17,5805582000
2011-08-18,5434956000
2011-08-19,5385450000
2011-08-22,5471082000
2011-08-23,5677134000
2011-08-24,5686500000
2011-08-25,5422914000
2011-08-26,5492490000
2011-08-29,5562507000
2011-08-30,5643293000
2011-08-31,5612021000
2011-09-01,5541659000
2011-09-02,5416571000
2011-09-06,5387905000
2011-09-07,5196364000
2011-09-08,5174213000
2011-09-09,5059549000
2011-09-12,5064761000
2011-09-13,5101245000
2011-09-14,5243272000
2011-09-15,5273241000
2011-09-16,5321452000
2011-09-19,5391814000
2011-09-20,5230242000
2011-09-21,5119487000
2011-09-22,5198970000
2011-09-23,5373572000
2011-09-26,5582052000
2011-09-27,5481721000
2011-09-28,5169001000
2011-09-29,5073882000
2011-09-30,4987884000
2011-10-03,4845857000
2011-10-04,4903189000
2011-10-05,5049125000
2011-10-06,5053034000
2011-10-07,5148153000
2011-10-10,5292786000
2011-10-11,5356633000
2011-10-12,5406147000
2011-10-13,5446540000
2011-10-14,5443934000
2011-10-17,5312331000
2011-10-18,5455661000
2011-10-19,5378784000
2011-10-20,5372269000
2011-10-21,5503872000
2011-10-24,5565113000
2011-10-25,5494751000
2011-10-26,5456964000
2011-10-27,5709746000
2011-10-28,5658929000
2011-10-31,5585961000
2011-11-01,5518205000
2011-11-02,5499963000
2011-11-03,5545568000
2011-11-04,5526023000
2011-11-07,5520811000
2011-11-08,5552083000
2011-11-09,5420480000
2011-11-10,5428298000
2011-11-11,5531235000
2011-11-14,5512993000
2011-11-15,5610718000
2011-11-16,5493448000
2011-11-17,5471297000
2011-11-18,5421783000
2011-11-21,5283665000
2011-11-22,5256302000
2011-11-23,5212000000
2011-11-25,5204182000
2011-11-28,5277440000
2011-11-29,5318400000
2011-11-30,5468160000
2011-12-01,5438720000
2011-12-02,5447680000
2011-12-05,5470720000
2011-12-06,4793600000
2011-12-07,4977920000
2011-12-08,4936960000
2011-12-09,4952320000
2011-12-12,5013760000
2011-12-13,4977920000
2011-12-14,4943360000
2011-12-15,5013760000
2011-12-16,5006080000
2011-12-19,4943360000
2011-12-20,5035520000
2011-12-21,5123840000
2011-12-22,5154560000
2011-12-23,5237760000
2011-12-27,5306880000
2011-12-28,5181440000
2011-12-29,5241600000
2011-12-30,5223680000
2012-01-03,5117440000
2012-01-04,5153280000
2012-01-05,5208320000
2012-01-06,5081600000
2012-01-09,5045760000
2012-01-10,5086720000
2012-01-11,5104640000
2012-01-12,5117440000
2012-01-13,5107200000
2012-01-17,5145600000
2012-01-18,5253120000
2012-01-19,5285120000
2012-01-20,5358080000
2012-01-23,5328640000
2012-01-24,5281280000
2012-01-25,5356800000
2012-01-26,5347840000
2012-01-27,5287680000
2012-01-30,5300480000
2012-01-31,5256960000
2012-02-01,5376000000
2012-02-02,5379840000
2012-02-03,5561600000
2012-02-06,5539840000
2012-02-07,5633280000
2012-02-08,5630720000
2012-02-09,5664000000
2012-02-10,5667840000
2012-02-13,5649920000
2012-02-14,5607680000
2012-02-15,5640960000
2012-02-16,5792000000
2012-02-17,5834240000
2012-02-21,5836800000
2012-02-22,5744640000
2012-02-23,5707520000
2012-02-24,5638400000
2012-02-27,5651430000
2012-02-28,5873735000
2012-02-29,5867310000
2012-03-01,5769650000
2012-03-02,5725960000
2012-03-05,5845465000
2012-03-06,5698975000
2012-03-07,5819765000
2012-03-08,5913570000
2012-03-09,5921280000
2012-03-12,5930275000
2012-03-13,6057490000
2012-03-14,6042070000
2012-03-15,6101180000
2012-03-16,6042070000
2012-03-19,6045925000
2012-03-20,6056205000
2012-03-21,6021510000
2012-03-22,5963685000
2012-03-23,5859600000
2012-03-26,5976535000
2012-03-27,5848035000
2012-03-28,5777360000
2012-03-29,5833900000
2012-03-30,5886585000
2012-04-02,5898150000
2012-04-03,5851890000
2012-04-04,5765795000
2012-04-05,5752945000
2012-04-09,5670705000
2012-04-10,5610310000
2012-04-11,5736240000
2012-04-12,5728530000
2012-04-13,5785070000
2012-04-16,5777360000
2012-04-17,5731100000
2012-04-18,5779930000
2012-04-19,5719535000
2012-04-20,5745235000
2012-04-23,5747805000
2012-04-24,5797920000
2012-04-25,5845465000
2012-04-26,5851890000
2012-04-27,5804345000
2012-04-30,5761940000
2012-05-01,5912285000
2012-05-02,5866025000
2012-05-03,5810770000
2012-05-04,5824905000
2012-05-07,5804345000
2012-05-08,5770935000
2012-05-09,5773505000
2012-05-10,5855745000
2012-05-11,5826190000
2012-05-14,5803060000
2012-05-15,5926420000
2012-05-16,6141015000
2012-05-17,5952120000
2012-05-18,5882730000
2012-05-21,6000950000
2012-05-22,6026650000
2012-05-23,6135875000
2012-05-24,6125595000
2012-05-25,6105035000
2012-05-29,6165453000
2012-05-30,5925906000
2012-05-31,5933592000
2012-06-01,5719665000
2012-06-04,5640243000
2012-06-05,5647929000
2012-06-06,5713260000
2012-06-07,5644086000
2012-06-08,5737599000
2012-06-11,5676111000
2012-06-12,5687640000
2012-06-13,5653053000
2012-06-14,5750409000
2012-06-15,5902848000
2012-06-18,5919501000
2012-06-19,5906691000
2012-06-20,5901567000
2012-06-21,5779872000
2012-06-22,5740161000
2012-06-25,5682516000
2012-06-26,5738880000
2012-06-27,5676111000
2012-06-28,5644086000
2012-06-29,5808054000
2012-07-02,5817021000
2012-07-03,5879790000
2012-07-05,5950245000
2012-07-06,5825988000
2012-07-09,5841360000
2012-07-10,5810616000
2012-07-11,5778591000
2012-07-12,5758095000
2012-07-13,5760657000
2012-07-16,5772186000
2012-07-17,5883633000
2012-07-18,5905410000
2012-07-19,5974584000
2012-07-20,5861856000
2012-07-23,5723508000
2012-07-24,5644086000
2012-07-25,5626152000
2012-07-26,5849046000
2012-07-27,5963055000
2012-07-30,5947683000
2012-07-31,5870823000
2012-08-01,5883633000
2012-08-02,5873385000
2012-08-03,6016857000
2012-08-06,6060411000
2012-08-07,6092436000
2012-08-08,6133428000
2012-08-09,6092436000
2012-08-10,6061692000
2012-08-13,6064254000
2012-08-14,6125742000
2012-08-15,6120618000
2012-08-16,6175701000
2012-08-17,6179544000
2012-08-20,6132147000
2012-08-21,6096279000
2012-08-22,6061692000
2012-08-23,5901567000
2012-08-24,6005328000
2012-08-27,6016248000
2012-08-28,6007232000
2012-08-29,6052312000
2012-08-30,6020112000
2012-08-31,5991776000
2012-09-04,5969880000
2012-09-05,6004656000
2012-09-06,6172096000
2012-09-07,6169520000
2012-09-10,6221040000
2012-09-11,6214600000
2012-09-12,6294456000
2012-09-13,6324080000
2012-09-14,6232632000
2012-09-17,6282864000
2012-09-18,6325368000
2012-09-19,6378176000
2012-09-20,6311200000
2012-09-21,6598424000
2012-09-24,6531448000
2012-09-25,6441288000
2012-09-26,6432272000
2012-09-27,6446440000
2012-09-28,6429696000
2012-10-01,6412952000
2012-10-02,6397496000
2012-10-03,6421968000
2012-10-04,6463184000
2012-10-05,6353704000
2012-10-08,6354992000
2012-10-09,6313776000
2012-10-10,6306048000
2012-10-11,6279000000
2012-10-12,6268696000
2012-10-15,6248088000
2012-10-16,6371736000
2012-10-17,6354992000
2012-10-18,6367872000
2012-10-19,6208160000
2012-10-22,6188840000
2012-10-23,6164368000
2012-10-24,6017536000
2012-10-25,6072920000
2012-10-26,6060040000
2012-10-31,6069056000
2012-11-01,6136032000
2012-11-02,6070344000
2012-11-05,6114136000
2012-11-06,6236496000
2012-11-07,6081936000
2012-11-08,5922224000
2012-11-09,5951848000
2012-11-12,5924800000
2012-11-13,5910632000
2012-11-14,5806304000
2012-11-15,5821760000
2012-11-16,5873280000
2012-11-19,5985336000
2012-11-20,6053600000
2012-11-21,6062616000
2012-11-23,6173384000
2012-11-26,6163731000
2012-11-27,6130113000
2012-11-28,6234846000
2012-11-29,6211572000
2012-11-30,6122355000
2012-12-03,6069342000
2012-12-04,5487492000
2012-12-05,5464218000
2012-12-06,5446116000
2012-12-07,5402154000
2012-12-10,5418963000
2012-12-11,5362071000
2012-12-12,5302593000
2012-12-13,5316816000
2012-12-14,5378880000
2012-12-17,5428014000
2012-12-18,5468097000
2012-12-19,5418963000
2012-12-20,5265096000
2012-12-21,5225013000
2012-12-24,5193981000
2012-12-26,5153898000
2012-12-27,5169414000
2012-12-28,5144847000
2012-12-31,5218548000
2013-01-02,5256045000
2013-01-03,5191395000
2013-01-04,5378880000
2013-01-07,5331039000
2013-01-08,5245701000
2013-01-09,5302593000
2013-01-10,5237943000
2013-01-11,5200446000
2013-01-14,5168121000
2013-01-15,5248287000
2013-01-16,5252166000
2013-01-17,5254752000
2013-01-18,5253459000
2013-01-22,5310351000
2013-01-23,5267682000
2013-01-24,5303886000
2013-01-25,5310351000
2013-01-28,5314230000
2013-01-29,5324574000
2013-01-30,5394396000
2013-01-31,5384052000
2013-02-01,5422842000
2013-02-04,5433186000
2013-02-05,5422842000
2013-02-06,5478441000
2013-02-07,5477148000
2013-02-08,5483613000
2013-02-11,5451288000
2013-02-12,5418963000
2013-02-13,5309058000
2013-02-14,5270268000
2013-02-15,5227599000
2013-02-19,5239236000
2013-02-20,5192688000
2013-02-21,5179758000
2013-02-22,5353020000
2013-02-25,5259496000
2013-02-26,5321800000
2013-02-27,5442514000
2013-02-28,5377614000
2013-03-01,5367230000
2013-03-04,5377614000
2013-03-05,5417852000
2013-03-06,5493136000
2013-03-07,5517798000
2013-03-08,5500924000
2013-03-11,5530778000
2013-03-12,5571016000
2013-03-13,5695624000
2013-03-14,5681346000
2013-03-15,5738458000
2013-03-18,5681346000
2013-03-19,5655386000
2013-03-20,5664472000
2013-03-21,5690432000
2013-03-22,5767014000
2013-03-25,5855278000
2013-03-26,5891622000
2013-03-27,5887728000
2013-03-28,6007144000
2013-04-01,5916284000
2013-04-02,5965608000
2013-04-03,5882536000
2013-04-04,5937052000
2013-04-05,5873450000
2013-04-08,5799464000
2013-04-09,5707306000
2013-04-10,5830616000
2013-04-11,5791676000
2013-04-12,5841000000
2013-04-15,5673558000
2013-04-16,5746246000
2013-04-17,5668366000
2013-04-18,5674856000
2013-04-19,5682644000
2013-04-22,5702114000
2013-04-23,5796868000
2013-04-24,5851384000
2013-04-25,5924072000
2013-04-26,5926668000
2013-04-29,5913688000
2013-04-30,6000654000
2013-05-01,6007144000
2013-05-02,6082428000
2013-05-03,6139540000
2013-05-06,6149924000
2013-05-07,6178480000
2013-05-08,6196652000
2013-05-09,6159010000
2013-05-10,6225208000
2013-05-13,6178480000
2013-05-14,6248572000
2013-05-15,6265446000
2013-05-16,6134348000
2013-05-17,6209632000
2013-05-20,6212228000
2013-05-21,6235592000
2013-05-22,6116176000
2013-05-23,6184970000
2013-05-24,6140838000
2013-05-28,6217050000
2013-05-29,6168876000
2013-05-30,6118098000
2013-05-31,6038676000
2013-06-03,6127212000
2013-06-04,6211842000
2013-06-05,6148044000
2013-06-06,6215748000
2013-06-07,6322512000
2013-06-10,6371988000
2013-06-11,6322512000
2013-06-12,6140232000
2013-06-13,6211842000
2013-06-14,6125910000
2013-06-17,6151950000
2013-06-18,6193614000
2013-06-19,6135024000
2013-06-20,5972274000
2013-06-21,5843376000
2013-06-24,5715780000
2013-06-25,5720988000
2013-06-26,5776974000
2013-06-27,5760048000
2013-06-28,5885040000
2013-07-01,5903268000
2013-07-02,5935818000
2013-07-03,5941026000
2013-07-05,5983992000
2013-07-08,6029562000
2013-07-09,6049092000
2013-07-10,5939724000
2013-07-11,5892852000
2013-07-12,5879832000
2013-07-15,5963160000
2013-07-16,5869416000
2013-07-17,5778276000
2013-07-18,5836866000
2013-07-19,5769162000
2013-07-22,5737914000
2013-07-23,5736612000
2013-07-24,5640264000
2013-07-25,5641566000
2013-07-26,5704062000
2013-07-29,5714478000
2013-07-30,5714478000
2013-07-31,5718384000
2013-08-01,5778276000
2013-08-02,5814732000
2013-08-05,5784786000
2013-08-06,5741820000
2013-08-07,5791296000
2013-08-08,5775672000
2013-08-09,5778276000
2013-08-12,5743122000
2013-08-13,5728800000
2013-08-14,5684532000
2013-08-15,5577768000
2013-08-16,5585580000
2013-08-19,5555634000
2013-08-20,5577768000
2013-08-21,5471004000
2013-08-22,5511366000
2013-08-23,5480118000
2013-08-26,5487812000
2013-08-27,5432960000
2013-08-28,5421206000
2013-08-29,5443408000
2013-08-30,5404228000
2013-09-03,5404228000
2013-09-04,5469528000
2013-09-05,5479976000
2013-09-06,5549194000
2013-09-09,5572702000
2013-09-10,5597516000
2013-09-11,5664122000
2013-09-12,5638002000
2013-09-13,5656286000
2013-09-16,5712444000
2013-09-17,5798640000
2013-09-18,5824760000
2013-09-19,5764684000
2013-09-20,5353294000
2013-09-23,5409452000
2013-09-24,5429042000
2013-09-25,5379414000
2013-09-26,5430348000
2013-09-27,5461692000
2013-09-30,5413370000
2013-10-01,5479976000
2013-10-02,5446020000
2013-10-03,5372884000
2013-10-04,5462998000
2013-10-07,5366354000
2013-10-08,5412064000
2013-10-09,5797334000
2013-10-10,5820842000
2013-10-11,5905732000
2013-10-14,5959278000
2013-10-15,5965808000
2013-10-16,5924016000
2013-10-17,6057228000
2013-10-18,6088572000
2013-10-21,6088572000
2013-10-22,6075512000
2013-10-23,5968420000
2013-10-24,6021966000
2013-10-25,6045474000
2013-10-28,6025884000
2013-10-29,6151260000
2013-10-30,6108162000
2013-10-31,6025884000
2013-11-01,6020660000
2013-11-04,6079430000
2013-11-05,6193052000
2013-11-06,6204806000
2013-11-07,6097714000
2013-11-08,6100326000
2013-11-11,6099020000
2013-11-12,6071594000
2013-11-13,6105550000
2013-11-14,6157790000
2013-11-15,6257046000
2013-11-18,6215254000
2013-11-19,6169544000
2013-11-20,6193052000
2013-11-21,6264882000
2013-11-22,6300144000
