,IBM
2009-04-13,126708855000
2009-04-14,125846890000
2009-04-15,125316450000
2009-04-16,128591917000
2009-04-17,128393001999
2009-04-20,127318861000
2009-04-21,129705841000
2009-04-22,130010844000
2009-04-23,128578655999
2009-04-24,126881248000
2009-04-27,126708855000
2009-04-28,129241705999
2009-04-29,131893905999
2009-04-30,130846287000
2009-05-01,132623261000
2009-05-04,134625672000
2009-05-05,134201320000
2009-05-06,132636522000
2009-05-07,130063888000
2009-05-08,128671483000
2009-05-11,130448457000
2009-05-12,131774557000
2009-05-13,129639536000
2009-05-14,128114521000
2009-05-15,128512351000
2009-05-18,132583478000
2009-05-19,133763707000
2009-05-20,131907167000
2009-05-21,130355630000
2009-05-22,129175401000
2009-05-26,133140440000
2009-05-27,130488240000
2009-05-28,132729349000
2009-05-29,134745021000
2009-06-01,137383960000
2009-06-02,135434593000
2009-06-03,135010241000
2009-06-04,134798065000
2009-06-05,135951772000
2009-06-08,136270036000
2009-06-09,137092218000
2009-06-10,137370699000
2009-06-11,138696799000
2009-06-12,137185045000
2009-06-15,136442429000
2009-06-16,136057860000
2009-06-17,135646769000
2009-06-18,134798065000
2009-06-19,134241103000
2009-06-22,132503912000
2009-06-23,132411085000
2009-06-24,132039776999
2009-06-25,134466540000
2009-06-26,133975883000
2009-06-29,134174798000
2009-06-30,131765617000
2009-07-01,132293577000
2009-07-02,128373474000
2009-07-06,128267882000
2009-07-07,126420022000
2009-07-08,127040375000
2009-07-09,128809041000
2009-07-10,127238360000
2009-07-13,130749294000
2009-07-14,130287328999
2009-07-15,135289750000
2009-07-16,139605823000
2009-07-17,145637766000
2009-07-20,146931268000
2009-07-21,147683611000
2009-07-22,145835751000
2009-07-23,147710009000
2009-07-24,148449153000
2009-07-27,148435954000
2009-07-28,147987188000
2009-07-29,147960790000
2009-07-30,148726332000
2009-07-31,148805526000
2009-08-03,151326535000
2009-08-04,150917366000
2009-08-05,149491874000
2009-08-06,148119178000
2009-08-07,150574192000
2009-08-10,149782252000
2009-08-11,148633939000
2009-08-12,150521396000
2009-08-13,150890968000
2009-08-14,149623864000
2009-08-17,147459228000
2009-08-18,148435954000
2009-08-19,149623864000
2009-08-20,150099028000
2009-08-21,151300137000
2009-08-24,150560993000
2009-08-25,149940640000
2009-08-26,150758978000
2009-08-27,150706182000
2009-08-28,149175098000
2009-08-31,148963914000
2009-09-01,147248044000
2009-09-02,146482502000
2009-09-03,146786079000
2009-09-04,148211571000
2009-09-08,147841999000
2009-09-09,147340437000
2009-09-10,148488750000
2009-09-11,148963914000
2009-09-14,150006635000
2009-09-15,150600590000
2009-09-16,153715554000
2009-09-17,153794748000
2009-09-18,154085126000
2009-09-21,153398778000
2009-09-22,153451574000
2009-09-23,152461649000
2009-09-24,152606838000
2009-09-25,152791624000
2009-09-28,150574192000
2009-09-29,149927441000
2009-09-30,150759040000
2009-10-01,148610048000
2009-10-02,150020736000
2009-10-05,150930432000
2009-10-06,152947584000
2009-10-07,154753792000
2009-10-08,154134144000
2009-10-09,158722176000
2009-10-12,160119680000
2009-10-13,160093312000
2009-10-14,161780864000
2009-10-15,161306240000
2009-10-16,153316736000
2009-10-19,155109760000
2009-10-20,154806528000
2009-10-21,152341120000
2009-10-22,154635136000
2009-10-23,151708288000
2009-10-26,151391872000
2009-10-27,152064256000
2009-10-28,153145344000
2009-10-29,154872448000
2009-10-30,152024704000
2009-11-02,151958784000
2009-11-03,152710272000
2009-11-04,152881664000
2009-11-05,155162496000
2009-11-06,155650304000
2009-11-09,158814464000
2009-11-10,159961472000
2009-11-11,160317440000
2009-11-12,159144064000
2009-11-13,160106496000
2009-11-16,161596288000
2009-11-17,162123648000
2009-11-18,161517184000
2009-11-19,160752512000
2009-11-20,160027392000
2009-11-23,161583104000
2009-11-24,161240320000
2009-11-25,160422912000
2009-11-27,158432128000
2009-11-30,159249536000
2009-12-01,161253504000
2009-12-02,160343808000
2009-12-03,160765696000
2009-12-04,160383360000
2009-12-07,160119680000
2009-12-08,159816448000
2009-12-09,161820416000
2009-12-10,163020160000
2009-12-11,163455232000
2009-12-14,163771648000
2009-12-15,161952256000
2009-12-16,162229120000
2009-12-17,160581120000
2009-12-18,161213952000
2009-12-21,162150016000
2009-12-22,163771648000
2009-12-23,163850752000
2009-12-24,164575872000
2009-12-28,166764416000
2009-12-29,166184320000
2009-12-30,167094016000
2009-12-31,162832168000
2010-01-04,164770956000
2010-01-05,162780120000
2010-01-06,161713136000
2010-01-07,161153620000
2010-01-08,162780120000
2010-01-11,161075548000
2010-01-12,162350724000
2010-01-13,161999400000
2010-01-14,164588788000
2010-01-15,163925176000
2010-01-19,166865888000
2010-01-20,162025424000
2010-01-21,160476996000
2010-01-22,156117976000
2010-01-25,156885684000
2010-01-26,156430264000
2010-01-27,157145924000
2010-01-28,153944972000
2010-01-29,152253412000
2010-02-01,155090028000
2010-02-02,156157012000
2010-02-03,156313156000
2010-02-04,153008108000
2010-02-05,153658708000
2010-02-08,151615824000
2010-02-09,153268348000
2010-02-10,152773892000
2010-02-11,153918948000
2010-02-12,154257260000
2010-02-16,155779664000
2010-02-17,157145924000
2010-02-18,158993628000
2010-02-19,158225920000
2010-02-22,157796524000
2010-02-23,157315080000
2010-02-24,158720376000
2010-02-25,158069776000
2010-02-26,158186884000
2010-03-01,159943504000
2010-03-02,158512184000
2010-03-03,157835560000
2010-03-04,157640380000
2010-03-05,158290980000
2010-03-08,157250020000
2010-03-09,156183036000
2010-03-10,156274120000
2010-03-11,158733388000
2010-03-12,159149772000
2010-03-15,159019652000
2010-03-16,160060612000
2010-03-17,158928568000
2010-03-18,159696276000
2010-03-19,158863508000
2010-03-22,159201820000
2010-03-23,160932416000
2010-03-24,159891456000
2010-03-25,160776272000
2010-03-26,160802296000
2010-03-29,159956516000
2010-03-30,160190732000
2010-03-31,156769146000
2010-04-01,156769146000
2010-04-05,158111676000
2010-04-06,157600236000
2010-04-07,157050438000
2010-04-08,155989200000
2010-04-09,157395660000
2010-04-12,156909792000
2010-04-13,157728096000
2010-04-14,160438728000
2010-04-15,159991218000
2010-04-16,159684354000
2010-04-19,161627826000
2010-04-20,158533614000
2010-04-21,157676952000
2010-04-22,157843170000
2010-04-23,158891622000
2010-04-26,159799428000
2010-04-27,157459590000
2010-04-28,159032268000
2010-04-29,159466992000
2010-04-30,157689738000
2010-05-03,158418540000
2010-05-04,156615714000
2010-05-05,155797410000
2010-05-06,151475742000
2010-05-07,149250978000
2010-05-10,154352592000
2010-05-11,155106966000
2010-05-12,162190410000
2010-05-13,160720020000
2010-05-14,160362012000
2010-05-17,159441420000
2010-05-18,158853264000
2010-05-19,157510734000
2010-05-20,151335096000
2010-05-21,153304140000
2010-05-24,152127828000
2010-05-25,152204544000
2010-05-26,150631866000
2010-05-27,154493238000
2010-05-28,153112350000
2010-06-01,151987182000
2010-06-02,155746266000
2010-06-03,156411138000
2010-06-04,153137922000
2010-06-07,151731462000
2010-06-08,151232808000
2010-06-09,151450170000
2010-06-10,156078702000
2010-06-11,157012080000
2010-06-14,157076010000
2010-06-15,158648688000
2010-06-16,159339132000
2010-06-17,160106292000
2010-06-18,159096198000
2010-06-21,159697140000
2010-06-22,158047746000
2010-06-23,159045054000
2010-06-24,156692430000
2010-06-25,155388258000
2010-06-28,157664166000
2010-06-29,152907774000
2010-06-30,148176360000
2010-07-01,147084336000
2010-07-02,146230800000
2010-07-06,148151256000
2010-07-07,152393832000
2010-07-08,153561168000
2010-07-09,153548616000
2010-07-12,154402152000
2010-07-13,156573648000
2010-07-14,156862344000
2010-07-15,156862344000
2010-07-16,153636480000
2010-07-19,155745216000
2010-07-20,151854096000
2010-07-21,150322752000
2010-07-22,152958672000
2010-07-23,154050696000
2010-07-26,154088352000
2010-07-27,154351944000
2010-07-28,154113456000
2010-07-29,153623928000
2010-07-30,154075800000
2010-08-02,156912552000
2010-08-03,156448128000
2010-08-04,157527600000
2010-08-05,158192856000
2010-08-06,156171984000
2010-08-09,158406240000
2010-08-10,158205408000
2010-08-11,155795424000
2010-08-12,153962832000
2010-08-13,153448200000
2010-08-16,153322680000
2010-08-17,154138560000
2010-08-18,155268240000
2010-08-19,154678296000
2010-08-20,152996328000
2010-08-23,151766232000
2010-08-24,149883432000
2010-08-25,150322752000
2010-08-26,147335376000
2010-08-27,149670048000
2010-08-30,148075944000
2010-08-31,147762144000
2010-09-01,150925248000
2010-09-02,150046608000
2010-09-03,153096744000
2010-09-07,151138632000
2010-09-08,151301808000
2010-09-09,151628160000
2010-09-10,153586272000
2010-09-13,155531832000
2010-09-14,154615536000
2010-09-15,155318448000
2010-09-16,155607144000
2010-09-17,156222192000
2010-09-20,158142648000
2010-09-21,158381136000
2010-09-22,159084048000
2010-09-23,158004576000
2010-09-24,160929192000
2010-09-27,161581896000
2010-09-28,161870592000
2010-09-29,162573504000
2010-09-30,159030424000
2010-10-01,160803766999
2010-10-04,160344930000
2010-10-05,163209561000
2010-10-06,163420378000
2010-10-07,164462062000
2010-10-08,164610874000
2010-10-11,165578152000
2010-10-12,165801370000
2010-10-13,166421420000
2010-10-14,167760728000
2010-10-15,167239886000
2010-10-18,169335655000
2010-10-19,163643596000
2010-10-20,164871295000
2010-10-21,165776568000
2010-10-22,165590553000
2010-10-25,165788969000
2010-10-26,166768648000
2010-10-27,167673921000
2010-10-28,167041470000
2010-10-29,170240928000
2010-11-01,169918502000
2010-11-02,170526151000
2010-11-03,170922983000
2010-11-04,174023233000
2010-11-05,174184446000
2010-11-08,173638802000
2010-11-09,173254371000
2010-11-10,173750411000
2010-11-11,172411103000
2010-11-12,170414541999
2010-11-15,170290532000
2010-11-16,168628798000
2010-11-17,168293971000
2010-11-18,171146201000
2010-11-19,171964666999
2010-11-22,172373900000
2010-11-23,169744888000
2010-11-24,172869940000
2010-11-26,170600557000
2010-11-29,169410061000
2010-11-30,167711124000
2010-12-01,171208206000
2010-12-02,172125880000
2010-12-03,172361499000
2010-12-06,171890261000
2010-12-07,170749369000
2010-12-08,171877860000
2010-12-09,171071795000
2010-12-10,171691845000
2010-12-13,171046993000
2010-12-14,172882341000
2010-12-15,171580236000
2010-12-16,171369419000
2010-12-17,171902662000
2010-12-20,171319815000
2010-12-21,172783133000
2010-12-22,173031153000
2010-12-23,172956747000
2010-12-27,172311895000
2010-12-28,172745930000
2010-12-29,173713208000
2010-12-30,173886822000
2010-12-31,171486882000
2011-01-03,172317978000
2011-01-04,172513530000
2011-01-05,171816876000
2011-01-06,173699064000
2011-01-07,172843523999
2011-01-10,172513530000
2011-01-11,172085760000
2011-01-12,174212388000
2011-01-13,173894616000
2011-01-14,175263480000
2011-01-18,176021244000
2011-01-19,181912248000
2011-01-20,182046690000
2011-01-21,181692252000
2011-01-24,186519942000
2011-01-25,188634348000
2011-01-26,188169912000
2011-01-27,188206578000
2011-01-28,186031062000
2011-01-31,189294336000
2011-02-01,191115414000
2011-02-02,190809864000
2011-02-03,191078748000
2011-02-04,191628738000
2011-02-07,192582054000
2011-02-08,194024250000
2011-02-09,192386502000
2011-02-10,191726514000
2011-02-11,191445407999
2011-02-14,190712088000
2011-02-15,190272096000
2011-02-16,190919862000
2011-02-17,191909844000
2011-02-18,192606498000
2011-02-22,189233226000
2011-02-23,187167707999
2011-02-24,187852140000
2011-02-25,189612107999
2011-02-28,189147672000
2011-03-01,186911046000
2011-03-02,187143264000
2011-03-03,191017638000
2011-03-04,189086562000
2011-03-07,186874380000
2011-03-08,189612107999
2011-03-09,193804254000
2011-03-10,189306557999
2011-03-11,189795438000
2011-03-14,188573238000
2011-03-15,185811066000
2011-03-16,178771194000
2011-03-17,180152280000
2011-03-18,182144466000
2011-03-21,184246650000
2011-03-22,184613310000
2011-03-23,186397722000
2011-03-24,186996600000
2011-03-25,189502110000
2011-03-28,188548794000
2011-03-29,190320984000
2011-03-30,191164302000
2011-03-31,187828320000
2011-04-01,189213840000
2011-04-04,189189744000
2011-04-05,188888544000
2011-04-06,188948784000
2011-04-07,189334320000
2011-04-08,188960832000
2011-04-11,188840352000
2011-04-12,188033136000
2011-04-13,188840352000
2011-04-14,190021056000
2011-04-15,191442720000
2011-04-18,191129471999
2011-04-19,190515024000
2011-04-20,189756000000
2011-04-21,193828224000
2011-04-25,193129440000
2011-04-26,194069184000
2011-04-27,196237824000
2011-04-28,196707696000
2011-04-29,196478784000
2011-05-02,198285984000
2011-05-03,199117296000
2011-05-04,196526976000
2011-05-05,194033040000
2011-05-06,194527008000
2011-05-09,194767968000
2011-05-10,196249871999
2011-05-11,195237840000
2011-05-12,198394416000
2011-05-13,195719760000
2011-05-16,194490864000
2011-05-17,196382400000
2011-05-18,196310112000
2011-05-19,196490832000
2011-05-20,195996864000
2011-05-23,193804128000
2011-05-24,193490880000
2011-05-25,193213776000
2011-05-26,192563184000
2011-05-27,192924624000
2011-05-31,194575200000
2011-06-01,191852352000
2011-06-02,191310192000
2011-06-03,190105392000
2011-06-06,189756000000
2011-06-07,188539152000
2011-06-08,189286128000
2011-06-09,189864432000
2011-06-10,187948800000
2011-06-13,187936752000
2011-06-14,189033120000
2011-06-15,186972912000
2011-06-16,187370496000
2011-06-17,189406608000
2011-06-20,190069248000
2011-06-21,191454768000
2011-06-22,190828271999
2011-06-23,191334288000
2011-06-24,190129488000
2011-06-27,193069200000
2011-06-28,195816144000
2011-06-29,196430592000
2011-06-30,194942286000
2011-07-01,198329796000
2011-07-05,199351992000
2011-07-06,201931253999
2011-07-07,200540592000
2011-07-08,200552478000
2011-07-11,198840894000
2011-07-12,197783040000
2011-07-13,198080190000
2011-07-14,197985102000
2011-07-15,199470852000
2011-07-18,199173702000
2011-07-19,210465402000
2011-07-20,208682502000
2011-07-21,210108822000
2011-07-22,210429744000
2011-07-25,208741932000
2011-07-26,207874253999
2011-07-27,206067582000
2011-07-28,206578680000
2011-07-29,206638110000
2011-08-01,205390080000
2011-08-02,202323492000
2011-08-03,203214942000
2011-08-04,194859084000
2011-08-05,196558782000
2011-08-08,188880426000
2011-08-09,193872546000
2011-08-10,184696553999
2011-08-11,189462840000
2011-08-12,191126880000
2011-08-15,196570668000
2011-08-16,194585706000
2011-08-17,194859084000
2011-08-18,186170418000
2011-08-19,179015046000
2011-08-22,180655314000
2011-08-23,186717174000
2011-08-24,189498498000
2011-08-25,188155380000
2011-08-26,192196620000
2011-08-29,196154658000
2011-08-30,196023912000
2011-08-31,195346410000
2011-09-01,193551624000
2011-09-02,189748103999
2011-09-06,187620510000
2011-09-07,190116570000
2011-09-08,187775028000
2011-09-09,183365322000
2011-09-12,184565808000
2011-09-13,185706864000
2011-09-14,190045253999
2011-09-15,193278246000
2011-09-16,196570668000
2011-09-19,196737072000
2011-09-20,198543744000
2011-09-21,196606326000
2011-09-22,191602320000
2011-09-23,192422453999
2011-09-26,198306024000
2011-09-27,201931253999
2011-09-28,201752964000
2011-09-29,203595294000
2011-09-30,195968396000
2011-10-03,194198374000
2011-10-04,195827732000
2011-10-05,198183854000
2011-10-06,203611140000
2011-10-07,204396514000
2011-10-10,209132202000
2011-10-11,207315292000
2011-10-12,208569546000
2011-10-13,209354920000
2011-10-14,213516230000
2011-10-17,209097036000
2011-10-18,200481366000
2011-10-19,198793398000
2011-10-20,198641012000
2011-10-21,203540807999
2011-10-24,204244128000
2011-10-25,202122446000
2011-10-26,203927634000
2011-10-27,208311662000
2011-10-28,210069962000
2011-10-31,206905022000
2011-11-01,203224314000
2011-11-02,206107926000
2011-11-03,209894132000
2011-11-04,208862596000
2011-11-07,209917576000
2011-11-08,209847244000
2011-11-09,204232406000
2011-11-10,205474938000
2011-11-11,209987907999
2011-11-14,209952742000
2011-11-15,211523490000
2011-11-16,209132202000
2011-11-17,208135832000
2011-11-18,207584898000
2011-11-21,203376700000
2011-11-22,203189148000
2011-11-23,199414664000
2011-11-25,198418294000
2011-11-28,204197240000
2011-11-29,202767156000
2011-11-30,210679506000
2011-12-01,212308864000
2011-12-02,212543304000
2011-12-05,213867890000
2011-12-06,216224012000
2011-12-07,217466544000
2011-12-08,214688430000
2011-12-09,218029200000
2011-12-12,215368306000
2011-12-13,214207828000
2011-12-14,211488324000
2011-12-15,210105128000
2011-12-16,205721100000
2011-12-19,204959170000
2011-12-20,209835522000
2011-12-21,203364978000
2011-12-22,203997966000
2011-12-23,207045686000
2011-12-27,207268404000
2011-12-28,206189980000
2011-12-29,208639878000
2011-12-30,206061038000
2012-01-03,206447301000
2012-01-04,205601158000
2012-01-05,204627514000
2012-01-06,202274541000
2012-01-09,201219760000
2012-01-10,200918394000
2012-01-11,202031130000
2012-01-12,200072251000
2012-01-13,198530648000
2012-01-17,199457928000
2012-01-18,200651801000
2012-01-19,200037478000
2012-01-20,208904593000
2012-01-23,210527333000
2012-01-24,212683259000
2012-01-25,212463030000
2012-01-26,211628478000
2012-01-27,211048928000
2012-01-30,213309173000
2012-01-31,213425083000
2012-02-01,213448265000
2012-02-02,212242801000
2012-02-03,214572592000
2012-02-06,213668494000
2012-02-07,214259635000
2012-02-08,213807586000
2012-02-09,214016223999
2012-02-10,213228036000
2012-02-13,213448265000
2012-02-14,213007807000
2012-02-15,213042580000
2012-02-16,213888723000
2012-02-17,214329181000
2012-02-21,214305998999
2012-02-22,214827594000
2012-02-23,218977172000
2012-02-24,219139446000
2012-02-27,218884444000
2012-02-28,219382857000
2012-02-29,218003528000
2012-03-01,218884444000
2012-03-02,220310137000
2012-03-05,222361744000
2012-03-06,218594669000
2012-03-07,219151037000
2012-03-08,221411282000
2012-03-09,222315380000
2012-03-12,222732656000
2012-03-13,225815862000
2012-03-14,226859052000
2012-03-15,228273154000
2012-03-16,228284745000
2012-03-19,227960197000
2012-03-20,226337457000
2012-03-21,226824279000
2012-03-22,227705195000
2012-03-23,227693604000
2012-03-26,230232033000
2012-03-27,229582937000
2012-03-28,229698847000
2012-03-29,230788401000
2012-03-30,231205677000
2012-04-02,230098740000
2012-04-03,230133210000
2012-04-04,226341510000
2012-04-05,225698070000
2012-04-09,225123570000
2012-04-10,222251070000
2012-04-11,222526830000
2012-04-12,225537210000
2012-04-13,222768120000
2012-04-16,222676200000
2012-04-17,227881170000
2012-04-18,219838170000
2012-04-19,219160260000
2012-04-20,219252180000
2012-04-23,218183609999
2012-04-24,219688800000
2012-04-25,223618380000
2012-04-26,225824460000
2012-04-27,227180280000
2012-04-30,227467530000
2012-05-01,228478650000
2012-05-02,228547590000
2012-05-03,227651370000
2012-05-04,225181020000
2012-05-07,223813710000
2012-05-08,221320380000
2012-05-09,221044620000
2012-05-10,220355220000
2012-05-11,220975680000
2012-05-14,219079830000
2012-05-15,218643210000
2012-05-16,219401550000
2012-05-17,217379310000
2012-05-18,215173230000
2012-05-21,217229940000
2012-05-22,216195840000
2012-05-23,215437500000
2012-05-24,215403030000
2012-05-25,213438240000
2012-05-29,215805180000
2012-05-30,213691020000
2012-05-31,211898580000
2012-06-01,207693240000
2012-06-04,207107250000
2012-06-05,207831120000
2012-06-06,213093540000
2012-06-07,213587609999
2012-06-08,214357440000
2012-06-11,211461960000
2012-06-12,213702510000
2012-06-13,212116890000
2012-06-14,214311480000
2012-06-15,218700660000
2012-06-18,217815930000
2012-06-19,218516820000
2012-06-20,218355960000
2012-06-21,212438609999
2012-06-22,212771820000
2012-06-25,211852620000
2012-06-26,210852990000
2012-06-27,212001990000
2012-06-28,210244020000
2012-06-29,214840020000
2012-07-02,212906584000
2012-07-03,213008932000
2012-07-05,212315240000
2012-07-06,208096228000
2012-07-09,206208476000
2012-07-10,202501204000
2012-07-11,201398120000
2012-07-12,199055488000
2012-07-13,202228276000
2012-07-16,200897752000
2012-07-17,199658204000
2012-07-18,204661884000
2012-07-19,212372100000
2012-07-20,209233428000
2012-07-23,207470768000
2012-07-24,206936284000
2012-07-25,207743696000
2012-07-26,210859624000
2012-07-27,213509300000
2012-07-30,213827716000
2012-07-31,213065792000
2012-08-01,212201520000
2012-08-02,211405480000
2012-08-03,215829188000
2012-08-06,216090744000
2012-08-07,217364407999
2012-08-08,216386416000
2012-08-09,215715468000
2012-08-10,216670716000
2012-08-13,216363672000
2012-08-14,215579004000
2012-08-15,215692724000
2012-08-16,218353772000
2012-08-17,218763164000
2012-08-20,217978496000
2012-08-21,215965652000
2012-08-22,214453176000
2012-08-23,212758748000
2012-08-24,215010404000
2012-08-27,212747376000
2012-08-28,211860360000
2012-08-29,212087800000
2012-08-30,210234164000
2012-08-31,211837616000
2012-09-04,211496456000
2012-09-05,212042312000
2012-09-06,216454648000
2012-09-07,216898156000
2012-09-10,218467492000
2012-09-11,220992076000
2012-09-12,221537932000
2012-09-13,224346816000
2012-09-14,224847184000
2012-09-17,225211088000
2012-09-18,225120112000
2012-09-19,224426420000
2012-09-20,224153492000
2012-09-21,223937424000
2012-09-24,223186872000
2012-09-25,222857084000
2012-09-26,221788116000
2012-09-27,223857820000
2012-09-28,225540876000
2012-10-01,226300887000
2012-10-02,225626067000
2012-10-03,226345875000
2012-10-04,226222157999
2012-10-05,226435851000
2012-10-08,225603573000
2012-10-09,223635348000
2012-10-10,221307219000
2012-10-11,221239737000
2012-10-12,223432902000
2012-10-15,224647578000
2012-10-16,226874484000
2012-10-17,215728707000
2012-10-18,209632832999
2012-10-19,207912042000
2012-10-22,209025495000
2012-10-23,205640148000
2012-10-24,205066551000
2012-10-25,206011299000
2012-10-26,207810819000
2012-10-31,209171706000
2012-11-01,211983456000
2012-11-02,207979524000
2012-11-05,208744320000
2012-11-06,209745303000
2012-11-07,205538925000
2012-11-08,204402978000
2012-11-09,203908110000
2012-11-12,203491971000
2012-11-13,202490988000
2012-11-14,199465545000
2012-11-15,199836696000
2012-11-16,201006384000
2012-11-19,204672906000
2012-11-20,203435736000
2012-11-21,204605424000
2012-11-23,208047006000
2012-11-26,207394680000
2012-11-27,205617654000
2012-11-28,206427438000
2012-11-29,205943817000
2012-11-30,204369237000
2012-12-03,203739405000
2012-12-04,203604441000
2012-12-05,202839645000
2012-12-06,203975592000
2012-12-07,206393697000
2012-12-10,207113505000
2012-12-11,208811802000
2012-12-12,207462162000
2012-12-13,206438685000
2012-12-14,206191251000
2012-12-17,208193217000
2012-12-18,210408876000
2012-12-19,209756550000
2012-12-20,209419140000
2012-12-21,207968277000
2012-12-24,206877318000
2012-12-26,206393697000
2012-12-27,207214728000
2012-12-28,204110556000
2012-12-31,203951881000
2013-01-02,209063764000
2013-01-03,207905516000
2013-01-04,206546802000
2013-01-07,205644705000
2013-01-08,205355143000
2013-01-09,204764882000
2013-01-10,205366280000
2013-01-11,207036830000
2013-01-14,205087855000
2013-01-15,204954211000
2013-01-16,205054444000
2013-01-17,206179281000
2013-01-18,207059104000
2013-01-22,208774202000
2013-01-23,217973364000
2013-01-24,217650391000
2013-01-25,218240652000
2013-01-28,218196104000
2013-01-29,217093541000
2013-01-30,216692609000
2013-01-31,216213718000
2013-02-01,218463392000
2013-02-04,216982171000
2013-02-05,215913019000
2013-02-06,214030866000
2013-02-07,212672152000
2013-02-08,214732497000
2013-02-11,213117632000
2013-02-12,212983988000
2013-02-13,213039673000
2013-02-14,212571919000
2013-02-15,213986318000
2013-02-19,213284687000
2013-02-20,212204398000
2013-02-21,211168657000
2013-02-22,214108825000
2013-02-25,210288834000
2013-02-26,212026206000
2013-02-27,215422991000
2013-02-28,213830400000
2013-03-01,216046663000
2013-03-04,218474529000
2013-03-05,219900065000
2013-03-06,221871314000
2013-03-07,222973877000
2013-03-08,223998481000
2013-03-11,223675508000
2013-03-12,224176673000
2013-03-13,225780401000
2013-03-14,229767447000
2013-03-15,228831939000
2013-03-18,227005471000
2013-03-19,227250485000
2013-03-20,228976720000
2013-03-21,226003141000
2013-03-22,225802675000
2013-03-25,224377139000
2013-03-26,226103374000
2013-03-27,224544194000
2013-03-28,227105704000
2013-04-01,223526736000
2013-04-02,225607437000
2013-04-03,223823979000
2013-04-04,222403818000
2013-04-05,220400180000
2013-04-08,220301099000
2013-04-09,220202018000
2013-04-10,223130412000
2013-04-11,224099204000
2013-04-12,222469872000
2013-04-15,220246054000
2013-04-16,223130412000
2013-04-17,220675405000
2013-04-18,218022236000
2013-04-19,199967476000
2013-04-22,197688613000
2013-04-23,201662862000
2013-04-24,201772952000
2013-04-25,204128878000
2013-04-26,204503184000
2013-04-29,209600351000
2013-04-30,213167267000
2013-05-01,210106765000
2013-05-02,213013141000
2013-05-03,215247968000
2013-05-06,213420474000
2013-05-07,214312203000
2013-05-08,215567229000
2013-05-09,213904870000
2013-05-10,215203932000
2013-05-13,213101213000
2013-05-14,213871843000
2013-05-15,213992942000
2013-05-16,215435121000
2013-05-17,219376343000
2013-05-20,218495623000
2013-05-21,219596523000
2013-05-22,217857101000
2013-05-23,216976381000
2013-05-24,216514003000
2013-05-28,218682776000
2013-05-29,218836902000
2013-05-30,220345135000
2013-05-31,218935983000
2013-06-03,219915784000
2013-06-04,217009408000
2013-06-05,213376438000
2013-06-06,214499356000
2013-06-07,217185552000
2013-06-10,215776400000
2013-06-11,214686509000
2013-06-12,211758115000
2013-06-13,214466329000
2013-06-14,212814979000
2013-06-17,213695699000
2013-06-18,215622274000
2013-06-19,212539754000
2013-06-20,207706803000
2013-06-21,205714174000
2013-06-24,203699527000
2013-06-25,205218769000
2013-06-26,205086661000
2013-06-27,205923345000
2013-06-28,201145439000
2013-07-01,199492883000
2013-07-02,199721972000
2013-07-03,201543775000
2013-07-05,203300124000
2013-07-08,203354669000
2013-07-09,199514701000
2013-07-10,200507420000
2013-07-11,201074688000
2013-07-12,200311058000
2013-07-15,202329223000
2013-07-16,202176497000
2013-07-17,202896491000
2013-07-18,206485552000
2013-07-19,201849227000
2013-07-22,202416495000
2013-07-23,203354669000
2013-07-24,205045564000
2013-07-25,205689195000
2013-07-26,205820103000
2013-07-29,204631022000
2013-07-30,204423751000
2013-07-31,203409214000
2013-08-01,204216480000
2013-08-02,203540122000
2013-08-05,203889210000
2013-08-06,199187431000
2013-08-07,196656543000
2013-08-08,196002003000
2013-08-09,195882004000
2013-08-12,197201993000
2013-08-13,196503817000
2013-08-14,195576552000
2013-08-15,193765658000
2013-08-16,193296571000
2013-08-19,192140217000
2013-08-20,192478396000
2013-08-21,192794757000
2013-08-22,193143845000
2013-08-23,193383843000
2013-08-26,192674758000
2013-08-27,190580230000
2013-08-28,189980235000
2013-08-29,190482049000
2013-08-30,190089325000
2013-09-03,191856583000
2013-09-04,190994772000
2013-09-05,192052945000
2013-09-06,190885682000
2013-09-09,192925665000
2013-09-10,194605651000
2013-09-11,198881979000
2013-09-12,198914706000
2013-09-13,200420148000
2013-09-16,201445594000
2013-09-17,200409239000
2013-09-18,202765583000
2013-09-19,201696501000
2013-09-20,198172894000
2013-09-23,199187431000
2013-09-24,198129258000
2013-09-25,197605626000
2013-09-26,198380165000
2013-09-27,194943830000
2013-09-30,189875400000
2013-10-01,191098050000
2013-10-02,189650175000
2013-10-03,188513325000
2013-10-04,188760000000
2013-10-07,186625725000
2013-10-08,183247350000
2013-10-09,185917875000
2013-10-10,189446400000
2013-10-11,190872825000
2013-10-14,191709375000
2013-10-15,189339150000
2013-10-16,191462700000
2013-10-17,179257650000
2013-10-18,178185150000
2013-10-21,177241350000
2013-10-22,179407800000
2013-10-23,180222900000
2013-10-24,182303550000
2013-10-25,181327575000
2013-10-28,181842375000
2013-10-29,186732975000
2013-10-30,184716675000
2013-10-31,183751425000
2013-11-01,183772875000
2013-11-04,184834650000
2013-11-05,182357175000
2013-11-06,183729975000
2013-11-07,184555800000
2013-11-08,184545075000
2013-11-11,187515900000
2013-11-12,187708950000
2013-11-13,188202300000
2013-11-14,186829500000
2013-11-15,187826925000
2013-11-18,189146100000
2013-11-19,189939750000
2013-11-20,189886125000
2013-11-21,188792175000
2013-11-22,185896425000
2013-11-25,183472575000
