,CHRW
2009-03-23,8081509200
2009-03-24,7643436600
2009-03-25,7525038600
2009-03-26,8074743600
2009-03-27,7831181999
2009-03-30,7557175200
2009-03-31,7661202920
2009-04-01,7617530200
2009-04-02,8077773480
2009-04-03,8116407040
2009-04-06,7955153920
2009-04-07,7575537200
2009-04-08,7731751160
2009-04-09,8104649000
2009-04-13,7894684000
2009-04-14,7988748320
2009-04-15,8121446200
2009-04-16,8324692320
2009-04-17,8349888120
2009-04-20,8064335720
2009-04-21,8245745480
2009-04-22,8853804120
2009-04-23,8947868440
2009-04-24,8961306200
2009-04-27,8680792960
2009-04-28,8731184560
2009-04-29,8900836280
2009-04-30,8929391520
2009-05-01,8870601320
2009-05-04,9199826440
2009-05-05,9216623640
2009-05-06,9250218040
2009-05-07,8964665640
2009-05-08,8820209720
2009-05-11,8771497840
2009-05-12,8726145400
2009-05-13,8442272720
2009-05-14,8536337040
2009-05-15,8521219559
2009-05-18,8737903440
2009-05-19,8657276880
2009-05-20,8546415360
2009-05-21,8188635000
2009-05-22,8161759480
2009-05-26,8558173400
2009-05-27,8269261559
2009-05-28,8412037760
2009-05-29,8536337040
2009-06-01,8899156560
2009-06-02,8989861440
2009-06-03,8828608320
2009-06-04,8766458680
2009-06-05,8818530000
2009-06-08,8885718800
2009-06-09,9036893600
2009-06-10,9052011080
2009-06-11,9040253040
2009-06-12,8805092240
2009-06-15,8576650320
2009-06-16,8358286720
2009-06-17,8354927280
2009-06-18,8428834960
2009-06-19,8475867120
2009-06-22,8297816800
2009-06-23,8353247559
2009-06-24,8427155240
2009-06-25,8732864280
2009-06-26,8711027920
2009-06-29,8840366360
2009-06-30,8719010650
2009-07-01,8812637610
2009-07-02,8493302800
2009-07-06,8618696050
2009-07-07,8374597190
2009-07-08,8376269100
2009-07-09,8387972470
2009-07-10,8503334260
2009-07-13,8456520780
2009-07-14,8555163470
2009-07-15,8546803920
2009-07-16,8784215140
2009-07-17,8794246600
2009-07-20,8869482550
2009-07-21,8762480310
2009-07-22,8916296030
2009-07-23,9126956690
2009-07-24,9023298270
2009-07-27,8999891530
2009-07-28,8969797150
2009-07-29,8914624120
2009-07-30,9100206130
2009-07-31,9116925230
2009-08-03,9160394890
2009-08-04,9118597140
2009-08-05,8951406140
2009-08-06,8861123000
2009-08-07,9157051070
2009-08-10,9090174670
2009-08-11,9138660060
2009-08-12,9282444320
2009-08-13,9275756680
2009-08-14,9157051070
2009-08-17,8991531980
2009-08-18,9175442080
2009-08-19,9295819600
2009-08-20,9317554430
2009-08-21,9625185870
2009-08-24,9608466770
2009-08-25,9630201600
2009-08-26,9588403850
2009-08-27,9538246550
2009-08-28,9489761160
2009-08-31,9406165660
2009-09-01,9257365670
2009-09-02,9260709490
2009-09-03,9371055550
2009-09-04,9544934190
2009-09-08,9518183630
2009-09-09,9466354420
2009-09-10,9596763400
2009-09-11,9817455520
2009-09-14,9797392600
2009-09-15,9765626310
2009-09-16,9835846530
2009-09-17,9812439790
2009-09-18,9812439790
2009-09-21,9800736420
2009-09-22,9880988100
2009-09-23,9743891480
2009-09-24,9690390360
2009-09-25,9625185870
2009-09-28,9742219570
2009-09-29,9613482500
2009-09-30,9602439000
2009-10-01,9334734640
2009-10-02,9356350520
2009-10-05,9585811400
2009-10-06,9587474160
2009-10-07,9562532760
2009-10-08,9607427280
2009-10-09,9712181160
2009-10-12,9772040520
2009-10-13,9830237120
2009-10-14,10096278720
2009-10-15,10139510480
2009-10-16,10129533920
2009-10-19,10176091200
2009-10-20,10220985720
2009-10-21,9765389480
2009-10-22,9808621240
2009-10-23,9517638240
2009-10-26,9447802320
2009-10-27,9392931240
2009-10-28,9319769800
2009-10-29,9394594000
2009-10-30,9163470360
2009-11-02,9216678680
2009-11-03,9313118760
2009-11-04,9093634440
2009-11-05,9318107040
2009-11-06,9394594000
2009-11-09,9537591360
2009-11-10,9517638240
2009-11-11,9668949400
2009-11-12,9592462440
2009-11-13,9504336160
2009-11-16,9733797040
2009-11-17,9743773600
2009-11-18,9630705920
2009-11-19,9535928600
2009-11-20,9510987200
2009-11-23,9494359600
2009-11-24,9409558840
2009-11-25,9381291920
2009-11-27,9283189080
2009-11-30,9269887000
2009-12-01,9407896080
2009-12-02,9595787960
2009-12-03,9514312720
2009-12-04,9615741080
2009-12-07,9520963760
2009-12-08,9545905160
2009-12-09,9554218960
2009-12-10,9592462440
2009-12-11,9660635600
2009-12-14,9816935040
2009-12-15,9928339960
2009-12-16,9868480600
2009-12-17,9609090040
2009-12-18,9675600440
2009-12-21,9752087400
2009-12-22,9758738440
2009-12-23,9733797040
2009-12-24,9777028800
2009-12-28,9818597800
2009-12-29,9895084760
2009-12-30,9930002720
2009-12-31,9716291200
2010-01-04,9817209600
2010-01-05,9613718400
2010-01-06,9486329600
2010-01-07,9395337600
2010-01-08,9521072000
2010-01-11,9549196800
2010-01-12,9428425600
2010-01-13,9483020800
2010-01-14,9532652800
2010-01-15,9549196800
2010-01-19,9617027200
2010-01-20,9559123200
2010-01-21,9534307200
2010-01-22,9487984000
2010-01-25,9506182400
2010-01-26,9446624000
2010-01-27,9506182400
2010-01-28,9353977600
2010-01-29,9368867200
2010-02-01,9496256000
2010-02-02,9499564800
2010-02-03,8857657600
2010-02-04,8809680000
2010-02-05,8675673600
2010-02-08,8616115200
2010-02-09,8713724800
2010-02-10,8576409600
2010-02-11,8784864000
2010-02-12,8622732800
2010-02-16,8726960000
2010-02-17,8768320000
2010-02-18,8751776000
2010-02-19,8851040000
2010-02-22,8960230400
2010-02-23,8860966400
2010-02-24,8880819200
2010-02-25,8849385600
2010-02-26,8822915200
2010-03-01,8860966400
2010-03-02,8803062400
2010-03-03,8680636800
2010-03-04,8713724800
2010-03-05,8809680000
2010-03-08,8821260800
2010-03-09,8832841600
2010-03-10,8879164800
2010-03-11,8844422400
2010-03-12,8912252800
2010-03-15,8913907200
2010-03-16,9145523200
2010-03-17,9211699200
2010-03-18,9360595200
2010-03-19,9363904000
2010-03-22,9302691200
2010-03-23,9335779200
2010-03-24,9284492800
2010-03-25,9206736000
2010-03-26,9191846400
2010-03-29,9279529600
2010-03-30,9301036800
2010-03-31,9201231650
2010-04-01,9173224320
2010-04-05,9169929340
2010-04-06,9107324720
2010-04-07,9085907350
2010-04-08,9160044400
2010-04-09,9300081050
2010-04-12,9298433560
2010-04-13,9323145910
2010-04-14,9512607260
2010-04-15,9708658570
2010-04-16,9618046620
2010-04-19,9659233870
2010-04-20,9703716100
2010-04-21,9884940000
2010-04-22,10125473540
2010-04-23,10145243420
2010-04-26,10074401350
2010-04-27,9929422230
2010-04-28,9977199440
2010-04-29,10074401350
2010-04-30,9937659680
2010-05-03,10176545730
2010-05-04,10000264300
2010-05-05,10001911790
2010-05-06,9746550840
2010-05-07,9527434670
2010-05-10,9996969320
2010-05-11,9996969320
2010-05-12,10085933780
2010-05-13,9983789400
2010-05-14,9820687890
2010-05-17,9845400240
2010-05-18,9756435780
2010-05-19,9776205660
2010-05-20,9395635470
2010-05-21,9585096820
2010-05-24,9445060170
2010-05-25,9456592600
2010-05-26,9450002640
2010-05-27,9670766300
2010-05-28,9573564390
2010-06-01,9403872920
2010-06-02,9575211880
2010-06-03,9562031960
2010-06-04,9209469100
2010-06-07,9018360260
2010-06-08,9041425120
2010-06-09,9066137470
2010-06-10,9463182560
2010-06-11,9590039290
2010-06-14,9670766300
2010-06-15,9772910680
2010-06-16,9766320720
2010-06-17,9776205660
2010-06-18,9730075940
2010-06-21,9738313390
2010-06-22,9487894910
2010-06-23,9466477540
2010-06-24,9389045510
2010-06-25,9428585270
2010-06-28,9374218100
2010-06-29,9216059060
2010-06-30,9166701060
2010-07-01,9176582520
2010-07-02,9066239550
2010-07-06,9163407240
2010-07-07,9288572400
2010-07-08,9352801890
2010-07-09,9397268460
2010-07-12,9380799360
2010-07-13,9553724910
2010-07-14,9675596250
2010-07-15,9647598780
2010-07-16,9461497950
2010-07-19,9593250750
2010-07-20,9659127150
2010-07-21,9487848510
2010-07-22,9782645400
2010-07-23,10026388080
2010-07-26,10227311100
2010-07-27,10079089200
2010-07-28,10683505170
2010-07-29,10643979330
2010-07-30,10737853200
2010-08-02,10905838020
2010-08-03,10940423130
2010-08-04,11070529020
2010-08-05,11091938850
2010-08-06,11016180990
2010-08-09,11161109070
2010-08-10,10902544200
2010-08-11,10701621180
2010-08-12,10686798990
2010-08-13,10639038600
2010-08-16,10681858260
2010-08-17,10917366390
2010-08-18,10866312180
2010-08-19,10736206290
2010-08-20,10895956560
2010-08-23,10846549260
2010-08-24,10727971740
2010-08-25,10724677920
2010-08-26,10690092810
2010-08-27,10856430720
2010-08-30,10688445900
2010-08-31,10703268090
2010-09-01,10930541670
2010-09-02,11072175930
2010-09-03,11126523960
2010-09-07,11044178460
2010-09-08,11144639970
2010-09-09,11147933790
2010-09-10,11116642500
2010-09-13,11198988000
2010-09-14,11198988000
2010-09-15,11233573109
2010-09-16,11172637440
2010-09-17,11273098950
2010-09-20,11329093890
2010-09-21,11337328440
2010-09-22,11212163280
2010-09-23,11052413010
2010-09-24,11297802600
2010-09-27,11312624790
2010-09-28,11431202310
2010-09-29,11457552869
2010-09-30,11518061440
2010-10-01,11471936480
2010-10-04,11455463280
2010-10-05,11677851480
2010-10-06,11712445200
2010-10-07,11712445200
2010-10-08,11730565719
2010-10-11,11715739840
2010-10-12,11635021160
2010-10-13,11778338000
2010-10-14,11870587920
2010-10-15,11900239680
2010-10-18,11821168320
2010-10-19,11811284400
2010-10-20,11920007520
2010-10-21,11926596800
2010-10-22,11946364640
2010-10-25,11989194960
2010-10-26,11857409360
2010-10-27,11776690680
2010-10-28,11560891760
2010-10-29,11610311360
2010-11-01,11611958680
2010-11-02,11710797880
2010-11-03,11620195280
2010-11-04,11901887000
2010-11-05,11826110280
2010-11-08,11888708440
2010-11-09,11727271080
2010-11-10,11644905080
2010-11-11,11827757600
2010-11-12,11728918400
2010-11-15,11761864800
2010-11-16,11666320239
2010-11-17,11709150560
2010-11-18,11901887000
2010-11-19,12000726200
2010-11-22,12005668160
2010-11-23,11915065560
2010-11-24,12226409040
2010-11-26,12208288520
2010-11-29,12111096640
2010-11-30,12142395719
2010-12-01,12364783920
2010-12-02,12488332920
2010-12-03,12577288200
2010-12-06,12509748080
2010-12-07,12590466760
2010-12-08,12709073800
2010-12-09,12809560320
2010-12-10,12868863840
2010-12-13,12860627239
2010-12-14,12924872719
2010-12-15,12934756640
2010-12-16,13046774400
2010-12-17,13013828000
2010-12-20,13013828000
2010-12-21,13183501960
2010-12-22,13163734120
2010-12-23,13130787719
2010-12-27,13139024320
2010-12-28,13127493080
2010-12-29,13260926000
2010-12-30,13191738560
2010-12-31,13241293560
2011-01-03,13459257240
2011-01-04,13284225800
2011-01-05,13190105120
2011-01-06,13150475360
2011-01-07,13137265440
2011-01-10,13140567920
2011-01-11,13129009240
2011-01-12,13168639000
2011-01-13,13107543120
2011-01-14,13024981120
2011-01-18,13099286920
2011-01-19,12833437280
2011-01-20,12846647200
2011-01-21,12816924880
2011-01-24,12838391000
2011-01-25,12851600920
2011-01-26,12899486880
2011-01-27,12836739760
2011-01-28,12554377720
2011-01-31,12729409160
2011-02-01,12912696800
2011-02-02,12176243760
2011-02-03,12291830560
2011-02-04,12229083440
2011-02-07,12237339640
2011-02-08,12148172679
2011-02-09,12205966080
2011-02-10,12318250400
2011-02-11,12395858679
2011-02-14,12204314840
2011-02-15,12227432200
2011-02-16,12371090080
2011-02-17,12385951240
2011-02-18,12382648760
2011-02-22,11841042039
2011-02-23,11674266800
2011-02-24,11857554440
2011-02-25,11979746200
2011-02-28,11953326360
2011-03-01,11702337880
2011-03-02,11791504840
2011-03-03,12196058640
2011-03-04,12027632160
2011-03-07,11925255280
2011-03-08,12110194160
2011-03-09,12154777640
2011-03-10,12004514800
2011-03-11,12012771000
2011-03-14,11941767679
2011-03-15,11847647000
2011-03-16,11738665160
2011-03-17,11854251960
2011-03-18,11997909840
2011-03-21,12164685080
2011-03-22,11814622200
2011-03-23,11793156080
2011-03-24,11921952800
2011-03-25,11974792480
2011-03-28,11996258600
2011-03-29,12070564400
2011-03-30,12072215640
2011-03-31,12202316910
2011-04-01,12329064300
2011-04-04,12450873480
2011-04-05,12416306010
2011-04-06,12447581340
2011-04-07,12307665390
2011-04-08,12227007960
2011-04-11,12166103370
2011-04-12,12220423680
2011-04-13,12241822590
2011-04-14,12409721730
2011-04-15,12615480480
2011-04-18,12490379160
2011-04-19,12529884840
2011-04-20,12692845770
2011-04-21,12845930280
2011-04-25,12923295570
2011-04-26,13043458680
2011-04-27,13183374630
2011-04-28,13324936650
2011-04-29,13198189260
2011-05-02,13193251050
2011-05-03,13068149730
2011-05-04,12979261950
2011-05-05,13046750820
2011-05-06,13091194710
2011-05-09,13219588170
2011-05-10,13324936650
2011-05-11,13239341010
2011-05-12,13280492760
2011-05-13,13130700390
2011-05-16,13135638600
2011-05-17,13040166540
2011-05-18,13208065680
2011-05-19,13300245600
2011-05-20,13262385989
2011-05-23,13165267860
2011-05-24,13097778989
2011-05-25,13106009340
2011-05-26,13166913930
2011-05-27,13155391440
2011-05-31,13204773540
2011-06-01,12875559540
2011-06-02,12980908020
2011-06-03,12799840320
2011-06-06,12669800790
2011-06-07,12646755810
2011-06-08,12559514100
2011-06-09,12579266940
2011-06-10,12482148810
2011-06-13,12528238770
2011-06-14,12737289660
2011-06-15,12582559080
2011-06-16,12547991610
2011-06-17,12654986160
2011-06-20,12724121100
2011-06-21,12832761719
2011-06-22,12773503200
2011-06-23,12742227870
2011-06-24,12524946630
2011-06-27,12666508650
2011-06-28,12836053860
2011-06-29,12854160630
2011-06-30,12925660320
2011-07-01,13217487760
2011-07-05,13192895560
2011-07-06,13306019680
2011-07-07,13460130800
2011-07-08,13358483040
2011-07-11,13189616600
2011-07-12,13035505480
2011-07-13,13050260800
2011-07-14,12938776160
2011-07-15,12879754880
2011-07-18,12799420359
2011-07-19,13001076400
2011-07-20,12901068120
2011-07-21,13083050400
2011-07-22,13186337640
2011-07-25,13314217079
2011-07-26,13156827000
2011-07-27,12112478240
2011-07-28,11920659079
2011-07-29,11855079880
2011-08-01,11753432120
2011-08-02,11543578680
2011-08-03,11723921480
2011-08-04,11204206320
2011-08-05,11169777240
2011-08-08,10535298480
2011-08-09,10656620000
2011-08-10,10320526600
2011-08-11,10833683840
2011-08-12,11214043200
2011-08-15,11228798520
2011-08-16,11063211040
2011-08-17,11017305600
2011-08-18,10532019520
2011-08-19,10438569160
2011-08-22,10579564440
2011-08-23,10904181480
2011-08-24,11061571560
2011-08-25,10871391880
2011-08-26,11146824520
2011-08-29,11553415560
2011-08-30,11686213440
2011-08-31,11558334000
2011-09-01,11369793800
2011-09-02,10982876520
2011-09-06,10722199200
2011-09-07,11148464000
2011-09-08,10999271320
2011-09-09,10910739400
2011-09-12,10943529000
2011-09-13,11136987640
2011-09-14,11327167320
2011-09-15,11473081040
2011-09-16,11528823359
2011-09-19,11482917920
2011-09-20,11335364720
2011-09-21,10895984079
2011-09-22,10687770120
2011-09-23,10823846960
2011-09-26,11173056200
2011-09-27,11322248880
2011-09-28,11071408440
2011-09-29,11209124760
2011-09-30,11155132400
2011-10-03,10796708400
2011-10-04,11060638800
2011-10-05,11500522800
2011-10-06,11653667600
2011-10-07,11546140400
2011-10-10,11906193600
2011-10-11,11950182000
2011-10-12,11800295600
2011-10-13,11725352400
2011-10-14,11974620000
2011-10-17,11780745200
2011-10-18,12047934000
2011-10-19,11964844800
2011-10-20,11997428800
2011-10-21,12219000000
2011-10-24,12438942000
2011-10-25,12199449600
2011-10-26,11200750000
2011-10-27,11446759200
2011-10-28,11469568000
2011-10-31,11311535600
2011-11-01,10912381600
2011-11-02,11106256400
2011-11-03,11233334000
2011-11-04,11195862400
2011-11-07,11217042000
2011-11-08,11489118400
2011-11-09,10941707200
2011-11-10,11028054800
2011-11-11,11202379200
2011-11-14,11122548400
2011-11-15,11171424399
2011-11-16,10904235600
2011-11-17,10695698000
2011-11-18,10754349200
2011-11-21,10698956400
2011-11-22,10545811600
2011-11-23,10384520800
2011-11-25,10366599600
2011-11-28,10731540400
2011-11-29,10687552000
2011-11-30,11161649200
2011-12-01,11021538000
2011-12-02,11075301600
2011-12-05,11322940000
2011-12-06,11166536800
2011-12-07,11210525200
2011-12-08,10956370000
2011-12-09,11150244800
2011-12-12,11023167200
2011-12-13,10866764000
2011-12-14,10803225200
2011-12-15,10865134800
2011-12-16,10848842800
2011-12-19,10661484800
2011-12-20,11116031600
2011-12-21,11158390800
2011-12-22,11300131200
2011-12-23,11407658400
2011-12-27,11523331600
2011-12-28,11331086000
2011-12-29,11417433600
2011-12-30,11368557600
2012-01-03,11362479120
2012-01-04,11180262960
2012-01-05,11032212330
2012-01-06,11059870140
2012-01-09,10994792940
2012-01-10,10960627410
2012-01-11,10822338360
2012-01-12,10793053620
2012-01-13,10856503890
2012-01-17,10814203710
2012-01-18,10947611970
2012-01-19,11204666910
2012-01-20,11007808380
2012-01-23,11071258650
2012-01-24,11002927590
2012-01-25,11081020230
2012-01-26,11302282710
2012-01-27,11147724360
2012-01-30,11051735490
2012-01-31,11199786120
2012-02-01,10413978930
2012-02-02,10412352000
2012-02-03,10479056130
2012-02-06,10418859720
2012-02-07,10426994370
2012-02-08,10347274800
2012-02-09,10355409450
2012-02-10,10331005500
2012-02-13,10534371750
2012-02-14,10653137640
2012-02-15,10345647870
2012-02-16,10770276600
2012-02-17,10755634230
2012-02-21,10757261160
2012-02-22,10776784320
2012-02-23,10981777500
2012-02-24,10934596529
2012-02-27,10889042490
2012-02-28,10890669420
2012-02-29,10765395810
2012-03-01,10876027050
2012-03-02,10773530460
2012-03-05,10693810890
2012-03-06,10558775700
2012-03-07,10584806580
2012-03-08,10698691680
2012-03-09,10794680550
2012-03-12,10727976420
2012-03-13,10802815200
2012-03-14,10631987550
2012-03-15,10631987550
2012-03-16,10684049310
2012-03-19,10675914660
2012-03-20,10493698500
2012-03-21,10575045000
2012-03-22,10493698500
2012-03-23,10480683060
2012-03-26,10605956670
2012-03-27,10631987550
2012-03-28,10592941230
2012-03-29,10535998680
2012-03-30,10654764570
2012-04-02,10669972170
2012-04-03,10637594769
2012-04-04,10606836240
2012-04-05,10542081440
2012-04-09,10360768000
2012-04-10,10253922580
2012-04-11,10360768000
2012-04-12,10446568110
2012-04-13,10381813310
2012-04-16,10491896470
2012-04-17,10702349570
2012-04-18,10823764820
2012-04-19,10707206180
2012-04-20,10768723240
2012-04-23,10608455110
2012-04-24,10657021210
2012-04-25,9860537170
2012-04-26,9588567010
2012-04-27,9554570740
2012-04-30,9671129380
2012-05-01,9842729600
2012-05-02,10085560100
2012-05-03,9943099540
2012-05-04,9813589940
2012-05-07,9852442820
2012-05-08,9926910840
2012-05-09,9821684290
2012-05-10,9797401240
2012-05-11,9844348470
2012-05-14,9786069150
2012-05-15,9837872990
2012-05-16,9813589940
2012-05-17,9654940680
2012-05-18,9531906560
2012-05-21,9677604860
2012-05-22,9688936950
2012-05-23,9765023840
2012-05-24,9684080340
2012-05-25,9663035030
2012-05-29,9837872990
2012-05-30,9564283960
2012-05-31,9431536620
2012-06-01,9209751430
2012-06-04,9177374030
2012-06-05,9166041940
2012-06-06,9395921480
2012-06-07,9319834590
2012-06-08,9376495040
2012-06-11,9300408150
2012-06-12,9376495040
2012-06-13,9274506230
2012-06-14,9392683740
2012-06-15,9480102720
2012-06-18,9552951870
2012-06-19,9682461470
2012-06-20,9601517970
2012-06-21,9361925210
2012-06-22,9287457190
2012-06-25,9120713580
2012-06-26,9107762620
2012-06-27,9201657080
2012-06-28,9172517420
2012-06-29,9475246110
2012-07-02,9783584700
2012-07-03,9945974520
2012-07-05,9878446080
2012-07-06,9728918820
2012-07-09,9685507680
2012-07-10,9632449620
2012-07-11,9582607200
2012-07-12,9478098900
2012-07-13,9695154600
2012-07-16,9473275440
2012-07-17,9317316900
2012-07-18,9524725680
2012-07-19,9571352460
2012-07-20,9158142720
2012-07-23,9097045560
2012-07-24,9043987500
2012-07-25,8397643859
2012-07-26,8399251680
2012-07-27,8577719700
2012-07-30,8561641500
2012-07-31,8497328700
2012-08-01,8497328700
2012-08-02,8543955480
2012-08-03,8617915200
2012-08-06,8622738660
2012-08-07,8640424680
2012-08-08,8666149800
2012-08-09,8650071600
2012-08-10,8719207860
2012-08-13,8780305020
2012-08-14,8878382040
2012-08-15,8987713800
2012-08-16,9111515940
2012-08-17,9171005280
2012-08-20,9235318080
2012-08-21,9230494620
2012-08-22,9206377320
2012-08-23,9134025420
2012-08-24,9190299120
2012-08-27,9089006460
2012-08-28,9019870200
2012-08-29,9164574000
2012-08-30,9042379680
2012-08-31,9101869020
2012-09-04,9105084660
2012-09-05,9063281340
2012-09-06,9174220920
2012-09-07,9236925900
2012-09-10,9219239880
2012-09-11,9240141540
2012-09-12,9238533720
2012-09-13,9204769500
2012-09-14,9207985140
2012-09-17,9122770680
2012-09-18,9087398640
2012-09-19,9228886800
2012-09-20,9253004100
2012-09-21,9264258840
2012-09-24,9417001740
2012-09-25,9494177100
2012-09-26,9495784920
2012-09-27,9529549140
2012-09-28,9418609560
2012-10-01,9508008000
2012-10-02,9427568000
2012-10-03,9631885600
2012-10-04,9636712000
2012-10-05,9702672800
2012-10-08,9651191200
2012-10-09,9551445600
2012-10-10,9491920000
2012-10-11,9475832000
2012-10-12,9643147200
2012-10-15,9710716800
2012-10-16,9797592000
2012-10-17,9924687200
2012-10-18,9878032000
2012-10-19,9770242400
2012-10-22,9628668000
2012-10-23,9810462400
2012-10-24,9258644000
2012-10-25,9508008000
2012-10-26,9557880800
2012-10-31,9702672800
2012-11-01,9905381600
2012-11-02,9890902400
2012-11-05,9979386400
2012-11-06,10122569600
2012-11-07,10009953600
2012-11-08,9894120000
2012-11-09,9890902400
2012-11-12,9874814400
2012-11-13,9876423200
2012-11-14,9631885600
2012-11-15,9577186400
2012-11-16,9517660800
2012-11-19,9622232800
2012-11-20,9664061600
2012-11-21,9688193600
2012-11-23,9810462400
2012-11-26,9890902400
2012-11-27,9786330400
2012-11-28,9931122400
2012-11-29,9969733600
2012-11-30,9932731200
2012-12-03,9813680000
2012-12-04,9816897600
2012-12-05,9960080800
2012-12-06,9755763200
2012-12-07,9749328000
2012-12-10,9964907200
2012-12-11,10016388800
2012-12-12,9960080800
2012-12-13,9916643200
2012-12-14,9897337600
2012-12-17,10005127200
2012-12-18,10223924000
2012-12-19,10236794400
2012-12-20,10257708800
2012-12-21,10231968000
2012-12-24,10186921600
2012-12-26,10133831200
2012-12-27,10103264000
2012-12-28,9998692000
2012-12-31,10155471140
2013-01-02,10145832920
2013-01-03,10014110580
2013-01-04,10126556480
2013-01-07,10144226550
2013-01-08,10153864770
2013-01-09,10314501769
2013-01-10,10341810060
2013-01-11,10367511980
2013-01-14,10409277600
2013-01-15,10497627950
2013-01-16,10398033010
2013-01-17,10422128560
2013-01-18,10523329870
2013-01-22,10613286589
2013-01-23,10561882750
2013-01-24,10796412769
2013-01-25,10793200030
2013-01-28,10844603870
2013-01-29,10910465040
2013-01-30,10785168180
2013-01-31,10626137550
2013-02-01,10745008930
2013-02-04,10606861110
2013-02-05,10764285370
2013-02-06,9718538500
2013-02-07,9626975410
2013-02-08,9593241640
2013-02-11,9532199580
2013-02-12,9498465810
2013-02-13,9447061970
2013-02-14,9329796960
2013-02-15,9281605860
2013-02-19,9376381690
2013-02-20,9392445390
2013-02-21,9239840240
2013-02-22,9312126890
2013-02-25,9119362490
2013-02-26,8992459260
2013-02-27,9186830030
2013-02-28,9159521740
2013-03-01,9165947220
2013-03-04,9165947220
2013-03-05,9243052980
2013-03-06,9193255510
2013-03-07,9145064410
2013-03-08,9156309000
2013-03-11,9156309000
2013-03-12,9212531950
2013-03-13,9488827590
2013-03-14,9509710400
2013-03-15,9532199580
2013-03-18,9508104030
2013-03-19,9484008480
2013-03-20,9427785530
2013-03-21,9226989280
2013-03-22,9333009700
2013-03-25,9408509090
2013-03-26,9479189370
2013-03-27,9501678550
2013-03-28,9551476020
2013-04-01,9365334800
2013-04-02,9371727520
2013-04-03,9291818520
2013-04-04,9349353000
2013-04-05,9426065640
2013-04-08,9558714580
2013-04-09,9630632680
2013-04-10,9699354420
2013-04-11,9683372620
2013-04-12,9429262000
2013-04-15,9191133180
2013-04-16,9136795060
2013-04-17,9042502440
2013-04-18,8989762500
2013-04-19,9002547940
2013-04-22,9111224180
2013-04-23,9175151380
2013-04-24,9213507700
2013-04-25,9301407600
2013-04-26,9339763920
2013-04-29,9403691120
2013-04-30,9491591020
2013-05-01,9413280200
2013-05-02,9488394660
2013-05-03,9664194460
2013-05-06,9648212660
2013-05-07,9838396080
2013-05-08,9151178680
2013-05-09,8949808000
2013-05-10,9109626000
2013-05-13,8960995260
2013-05-14,9088849660
2013-05-15,9215105880
2013-05-16,9248667660
2013-05-17,9320585760
2013-05-20,9301407600
2013-05-21,9568303660
2013-05-22,9446841980
2013-05-23,9507572820
2013-05-24,9381316600
2013-05-28,9248667660
2013-05-29,9216704060
2013-05-30,9184740460
2013-05-31,9061680600
2013-06-03,9116018720
2013-06-04,9029717000
2013-06-05,8991360680
2013-06-06,8999351580
2013-06-07,9135196880
2013-06-10,9079260580
2013-06-11,9029717000
2013-06-12,8953004360
2013-06-13,9064876960
2013-06-14,9029717000
2013-06-17,9093644200
2013-06-18,9162365940
2013-06-19,9034511540
2013-06-20,8857113560
2013-06-21,8756428220
2013-06-24,8682911940
2013-06-25,8742044600
2013-06-26,8809168160
2013-06-27,8906657140
2013-06-28,8999351580
2013-07-01,8869344480
2013-07-02,8859929040
2013-07-03,8845805880
2013-07-05,9007437600
2013-07-08,9103161240
2013-07-09,9162792360
2013-07-10,9123561360
2013-07-11,9239685120
2013-07-12,9074914920
2013-07-15,9406024560
2013-07-16,9451532520
2013-07-17,9423286200
2013-07-18,9525286800
2013-07-19,9509594400
2013-07-22,9500178960
2013-07-23,9396609120
2013-07-24,9302454720
2013-07-25,9286762320
2013-07-26,9319716360
2013-07-29,9271069920
2013-07-30,9289900800
2013-07-31,9355808880
2013-08-01,9583348680
2013-08-02,9369932040
2013-08-05,9362085840
2013-08-06,9349531920
2013-08-07,8836390440
2013-08-08,8902298520
2013-08-09,8911713960
2013-08-12,8954083440
2013-08-13,8856790560
2013-08-14,8743805280
2013-08-15,8768913120
2013-08-16,8808144120
2013-08-19,8790882480
2013-08-20,8859929040
2013-08-21,8881898400
2013-08-22,8932114080
2013-08-23,8976052800
2013-08-26,9231838920
2013-08-27,9040391640
2013-08-28,9018422280
2013-08-29,9012145320
2013-08-30,8924267880
2013-09-03,9015283800
2013-09-04,9024699240
2013-09-05,9078053400
2013-09-06,9054514800
2013-09-09,9167500080
2013-09-10,9293039280
2013-09-11,9415440000
2013-09-12,9357378120
2013-09-13,9278916120
2013-09-16,9420147720
2013-09-17,9476640360
2013-09-18,9697903200
2013-09-19,9669656880
2013-09-20,9743411160
2013-09-23,9672795360
2013-09-24,9683780040
2013-09-25,9567656280
2013-09-26,9559810080
2013-09-27,9486055800
2013-09-30,8989509040
2013-10-01,9030240160
2013-10-02,8918606720
2013-10-03,8713442560
2013-10-04,8822058880
2013-10-07,8793396240
2013-10-08,8716459680
2013-10-09,8749648000
2013-10-10,8832618800
2013-10-11,8885418400
2013-10-14,8969897760
2013-10-15,8865807120
2013-10-16,8898995440
2013-10-17,8977440560
2013-10-18,9083039760
2013-10-21,9135839360
2013-10-22,9159976320
2013-10-23,9187130400
2013-10-24,9220318720
2013-10-25,9166010560
2013-10-28,9172044800
2013-10-29,9188638960
2013-10-30,9092091120
2013-10-31,9012137440
2013-11-01,9042308640
2013-11-04,9312340880
2013-11-05,9191656080
