,CHRW
2004-08-04,3731565600
2004-08-05,3624949440
2004-08-06,3487871520
2004-08-09,3555564320
2004-08-10,3636795679
2004-08-11,3631718720
2004-08-12,3557256640
2004-08-13,3520025600
2004-08-16,3540333440
2004-08-17,3570795200
2004-08-18,3616487840
2004-08-19,3577564480
2004-08-20,3599564640
2004-08-23,3557256640
2004-08-24,3572487520
2004-08-25,3624949440
2004-08-26,3594487679
2004-08-27,3623257120
2004-08-30,3558948960
2004-08-31,3611410880
2004-09-01,3619872480
2004-09-02,3692642240
2004-09-03,3668949760
2004-09-07,3765412000
2004-09-08,3733257920
2004-09-09,3751873440
2004-09-10,3784027520
2004-09-13,3795873760
2004-09-14,3770488960
2004-09-15,3765412000
2004-09-16,3795873760
2004-09-17,3824643200
2004-09-20,3846643360
2004-09-21,3877105120
2004-09-22,3800950720
2004-09-23,3777258240
2004-09-24,3861874240
2004-09-27,3841566400
2004-09-28,3836489440
2004-09-29,3926182400
2004-09-30,3922748800
2004-10-01,4027580880
2004-10-04,4002218280
2004-10-05,4039416760
2004-10-06,4015745000
2004-10-07,3951493080
2004-10-08,3959947280
2004-10-11,3953183920
2004-10-12,3924439640
2004-10-13,3883859480
2004-10-14,3900767880
2004-10-15,3998836599
2004-10-18,4063088520
2004-10-19,3946420560
2004-10-20,4264298480
2004-10-21,4419855760
2004-10-22,4379275600
2004-10-25,4424928280
2004-10-26,4573722200
2004-10-27,4551741280
2004-10-28,4531451200
2004-10-29,4560195480
2004-11-01,4519615320
2004-11-02,4426619120
2004-11-03,4522997000
2004-11-04,4592321440
2004-11-05,4637974120
2004-11-08,4636283280
2004-11-09,4614302360
2004-11-10,4605848160
2004-11-11,4654882520
2004-11-12,4607539000
2004-11-15,4402947360
2004-11-16,4357294680
2004-11-17,4430000800
2004-11-18,4430000800
2004-11-19,4375893920
2004-11-22,4445218360
2004-11-23,4462126760
2004-11-24,4511161120
2004-11-26,4465508440
2004-11-29,4499325240
2004-11-30,4544977920
2004-12-01,4607539000
2004-12-02,4556813800
2004-12-03,4614302360
2004-12-06,4580485560
2004-12-07,4485798520
2004-12-08,4604157320
2004-12-09,4577103880
2004-12-10,4497634400
2004-12-13,4561886320
2004-12-14,4649810000
2004-12-15,4610920680
2004-12-16,4577103880
2004-12-17,4602466480
2004-12-20,4619374880
2004-12-21,4670100080
2004-12-22,4707298560
2004-12-23,4703916880
2004-12-27,4656573360
2004-12-28,4766477960
2004-12-29,4752951240
2004-12-30,4752951240
2004-12-31,4715757760
2005-01-03,4664794960
2005-01-04,4644409840
2005-01-05,4685180080
2005-01-06,4683481320
2005-01-07,4622325960
2005-01-10,4698770160
2005-01-11,4690276360
2005-01-12,4537387960
2005-01-13,4421872280
2005-01-14,4416776000
2005-01-18,4440558640
2005-01-19,4408282200
2005-01-20,4382800800
2005-01-21,4367511960
2005-01-24,4335235520
2005-01-25,4376005760
2005-01-26,4398089640
2005-01-27,4362415680
2005-01-28,4311452880
2005-01-31,4374307000
2005-02-01,4391294600
2005-02-02,4389595840
2005-02-03,4359018160
2005-02-04,4364114440
2005-02-07,4445654920
2005-02-08,4533990440
2005-02-09,4416776000
2005-02-10,4350524360
2005-02-11,4447353680
2005-02-14,4423571040
2005-02-15,4540785480
2005-02-16,4590049520
2005-02-17,4550978040
2005-02-18,4500015240
2005-02-22,4413378480
2005-02-23,4501714000
2005-02-24,4607037120
2005-02-25,4656301160
2005-02-28,4654602400
2005-03-01,4674987520
2005-03-02,4646108600
2005-03-03,4581555720
2005-03-04,4608735880
2005-03-07,4705565200
2005-03-08,4680083800
2005-03-09,4659698680
2005-03-10,4595145800
2005-03-11,4590049520
2005-03-14,4607037120
2005-03-15,4564568120
2005-03-16,4489822680
2005-03-17,4522099120
2005-03-18,4479630120
2005-03-21,4452449960
2005-03-22,4411679720
2005-03-23,4360716920
2005-03-24,4416776000
2005-03-28,4392993360
2005-03-29,4340331800
2005-03-30,4423571040
2005-03-31,4386981720
2005-04-01,4359743960
2005-04-04,4339315640
2005-04-05,4359743960
2005-04-06,4327399120
2005-04-07,4325696760
2005-04-08,4223555160
2005-04-11,4189507960
2005-04-12,4247388200
2005-04-13,4138437160
2005-04-14,4090771080
2005-04-15,4072045120
2005-04-18,4106092320
2005-04-19,4170782000
2005-04-20,4104389960
2005-04-21,4169079639
2005-04-22,4063533320
2005-04-25,4085664000
2005-04-26,4026081399
2005-04-27,4325696760
2005-04-28,4322292040
2005-04-29,4392088800
2005-05-02,4461885560
2005-05-03,4487420960
2005-05-04,4637228640
2005-05-05,4686597080
2005-05-06,4695108880
2005-05-09,4700215960
2005-05-10,4662764040
2005-05-11,4705323040
2005-05-12,4681490000
2005-05-13,4630419200
2005-05-16,4717239560
2005-05-17,4742774960
2005-05-18,4882368480
2005-05-19,4928332200
2005-05-20,4936844000
2005-05-23,4930034560
2005-05-24,5045795040
2005-05-25,4972593560
2005-05-26,5028771440
2005-05-27,4948760520
2005-05-31,4867047240
2005-06-01,4916415680
2005-06-02,4878963760
2005-06-03,4851726000
2005-06-06,4867047240
2005-06-07,4814274080
2005-06-08,4724049000
2005-06-09,4722346640
2005-06-10,4681490000
2005-06-13,4710430120
2005-06-14,4724049000
2005-06-15,4758096200
2005-06-16,4856833080
2005-06-17,4928332200
2005-06-20,4911308600
2005-06-21,4909606240
2005-06-22,4921522760
2005-06-23,4822785880
2005-06-24,4788738680
2005-06-27,4846618920
2005-06-28,4913010960
2005-06-29,4981105360
2005-06-30,4950055500
2005-07-01,4956859700
2005-07-05,4999385950
2005-07-06,4967066000
2005-07-07,4950055500
2005-07-08,4929642900
2005-07-11,5057221650
2005-07-12,5072531100
2005-07-13,5065726900
2005-07-14,5099747900
2005-07-15,5118459450
2005-07-18,5087840550
2005-07-19,5043613250
2005-07-20,5111655250
2005-07-21,5101448950
2005-07-22,5126964700
2005-07-25,5047015350
2005-07-26,5094644750
2005-07-27,5273255000
2005-07-28,5315781250
2005-07-29,5322585450
2005-08-01,5327688600
2005-08-02,5300471800
2005-08-03,5239234000
2005-08-04,5123562600
2005-08-05,5081036350
2005-08-08,5077634250
2005-08-09,5038510100
2005-08-10,5018097500
2005-08-11,5030004850
2005-08-12,5023200650
2005-08-15,5041912200
2005-08-16,4958560750
2005-08-17,4987478600
2005-08-18,5012994350
2005-08-19,5018097500
2005-08-22,5096345800
2005-08-23,5053819550
2005-08-24,5123562600
2005-08-25,5189903550
2005-08-26,5126964700
2005-08-29,5181398300
2005-08-30,5142274150
2005-08-31,5252842400
2005-09-01,5339595950
2005-09-02,5283461300
2005-09-06,5329389650
2005-09-07,5373616950
2005-09-08,5261347650
2005-09-09,5268151850
2005-09-12,5290265500
2005-09-13,5268151850
2005-09-14,5281760250
2005-09-15,5257945550
2005-09-16,5215419300
2005-09-19,5205213000
2005-09-20,5188202500
2005-09-21,5213718250
2005-09-22,5196707750
2005-09-23,5142274150
2005-09-26,5137171000
2005-09-27,5189903550
2005-09-28,5195006700
2005-09-29,5353204350
2005-09-30,5451643440
2005-10-03,5478842159
2005-10-04,5429544480
2005-10-05,5334348960
2005-10-06,5286751200
2005-10-07,5324149440
2005-10-10,5353048080
2005-10-11,5480542080
2005-10-12,5422744800
2005-10-13,5305450320
2005-10-14,5302050480
2005-10-17,5400645840
2005-10-18,5235753600
2005-10-19,5218754400
2005-10-20,5167756800
2005-10-21,5211954720
2005-10-24,5432944320
2005-10-25,5594436719
2005-10-26,5682832560
2005-10-27,5558738400
2005-10-28,5863024080
2005-10-31,5993917920
2005-11-01,6087413520
2005-11-02,6243806159
2005-11-03,6333901920
2005-11-04,6145210800
2005-11-07,6276104640
2005-11-08,6293103840
2005-11-09,6454596240
2005-11-10,6610988880
2005-11-11,6748682400
2005-11-14,6559991280
2005-11-15,6427397520
2005-11-16,6427397520
2005-11-17,6629688000
2005-11-18,6794580240
2005-11-21,6995170800
2005-11-22,7012170000
2005-11-23,7037668800
2005-11-25,7051268159
2005-11-28,6922074240
2005-11-29,6964572240
2005-11-30,6884676000
2005-12-01,6957772560
2005-12-02,6782680800
2005-12-05,6740182800
2005-12-06,6767381520
2005-12-07,6604189200
2005-12-08,6571890719
2005-12-09,6571890719
2005-12-12,6474995280
2005-12-13,6413798159
2005-12-14,6293103840
2005-12-15,6386599440
2005-12-16,6255705599
2005-12-19,6157110240
2005-12-20,6114612240
2005-12-21,6298203599
2005-12-22,6432497280
2005-12-23,6491994480
2005-12-27,6357700800
2005-12-28,6412098240
2005-12-29,6486894719
2005-12-30,6294803760
2006-01-03,6386468699
2006-01-04,6516595140
2006-01-05,6542277990
2006-01-06,6520019520
2006-01-09,6389893080
2006-01-10,6319693289
2006-01-11,6263191020
2006-01-12,6246069119
2006-01-13,6256342260
2006-01-17,6220386270
2006-01-18,6331678619
2006-01-19,6499473240
2006-01-20,6305995770
2006-01-23,6335103000
2006-01-24,6686101949
2006-01-25,6651858150
2006-01-26,6915535410
2006-01-27,6924096360
2006-01-30,6922384170
2006-01-31,6927520740
2006-02-01,6805955250
2006-02-02,6788833350
2006-02-03,6781984590
2006-02-06,6920671980
2006-02-07,6970325490
2006-02-08,7192910190
2006-02-09,7180924860
2006-02-10,7184349240
2006-02-13,7126134780
2006-02-14,7307626920
2006-02-15,7353856050
2006-02-16,7333309770
2006-02-17,7382963280
2006-02-21,7273383119
2006-02-22,7537060380
2006-02-23,7576440750
2006-02-24,7578152940
2006-02-27,7764781650
2006-02-28,7674035580
2006-03-01,7843542390
2006-03-02,7790464500
2006-03-03,7751084130
2006-03-06,7686020910
2006-03-07,7627806449
2006-03-08,7547333520
2006-03-09,7547333520
2006-03-10,7679172150
2006-03-13,7634655210
2006-03-14,7848678960
2006-03-15,7920590940
2006-03-16,7783615740
2006-03-17,7754508510
2006-03-20,7829844869
2006-03-21,7846966770
2006-03-22,8098658699
2006-03-23,8042156430
2006-03-24,8052429570
2006-03-27,8453082030
2006-03-28,8458218600
2006-03-29,8492462400
2006-03-30,8470203930
2006-03-31,8404944350
2006-04-03,8454596700
2006-04-04,8579583650
2006-04-05,8807299600
2006-04-06,8930574400
2006-04-07,8952832350
2006-04-10,8951120200
2006-04-11,8968241700
2006-04-12,8988787500
2006-04-13,8805587450
2006-04-17,8404944350
2006-04-18,8350155550
2006-04-19,8456308850
2006-04-20,8524794850
2006-04-21,8341594800
2006-04-24,8334746200
2006-04-25,8567598600
2006-04-26,7857056350
2006-04-27,7737205850
2006-04-28,7593385250
2006-05-01,7738918000
2006-05-02,7927254499
2006-05-03,7891299350
2006-05-04,8259411600
2006-05-05,8331321899
2006-05-08,8509385500
2006-05-09,8493976150
2006-05-10,8473430350
2006-05-11,8365564900
2006-05-12,8081348000
2006-05-15,7995740500
2006-05-16,7952936750
2006-05-17,7824525500
2006-05-18,7631052550
2006-05-19,7545445050
2006-05-22,7697826400
2006-05-23,7675568450
2006-05-24,7704675000
2006-05-25,7738918000
2006-05-26,7730357250
2006-05-30,7538596450
2006-05-31,7540308600
2006-06-01,7815964750
2006-06-02,7874177850
2006-06-05,7589960950
2006-06-06,7432443149
2006-06-07,7528323550
2006-06-08,7422170250
2006-06-09,7463261850
2006-06-12,7328001999
2006-06-13,7377654350
2006-06-14,7398200150
2006-06-15,7821101200
2006-06-16,7978619000
2006-06-19,8036832100
2006-06-20,8047105000
2006-06-21,8427202300
2006-06-22,8206334950
2006-06-23,8348443400
2006-06-26,8454596700
2006-06-27,8266260200
2006-06-28,8254275150
2006-06-29,8892907100
2006-06-30,9110302500
2006-07-03,9364980750
2006-07-05,9016293750
2006-07-06,9067571250
2006-07-07,8872716750
2006-07-10,8864170500
2006-07-11,8840241000
2006-07-12,8686408500
2006-07-13,8262514500
2006-07-14,7948012500
2006-07-17,7924083000
2006-07-18,7973651250
2006-07-19,8199272250
2006-07-20,7542920250
2006-07-21,7609581000
2006-07-24,7908699750
2006-07-25,7809563250
2006-07-26,7741193250
2006-07-27,7484805750
2006-07-28,7930920000
2006-07-31,7824946500
2006-08-01,7618127250
2006-08-02,7789052250
2006-08-03,8163378000
2006-08-04,8035184250
2006-08-07,7941175500
2006-08-08,7770250500
2006-08-09,7459167000
2006-08-10,7871096249
2006-08-11,7659149250
2006-08-14,7710426750
2006-08-15,8043730500
2006-08-16,8187307500
2006-08-17,8226620250
2006-08-18,8190726000
2006-08-21,8200981499
2006-08-22,8043730500
2006-08-23,7782215250
2006-08-24,7814691000
2006-08-25,7703589750
2006-08-28,8006127000
2006-08-29,7982197500
2006-08-30,7754867250
2006-08-31,7831783500
2006-09-01,7869387000
2006-09-05,7693334250
2006-09-06,7401052499
2006-09-07,7472841000
2006-09-08,7389087749
2006-09-11,7542920250
2006-09-12,7823237250
2006-09-13,7971942000
2006-09-14,7753158000
2006-09-15,7780506000
2006-09-18,7631801250
2006-09-19,7681369500
2006-09-20,7700171249
2006-09-21,7577105250
2006-09-22,7419854249
2006-09-25,7464294750
2006-09-26,7672823250
2006-09-27,7742902499
2006-09-28,7606162500
2006-09-29,7619836500
2006-10-02,7331901510
2006-10-03,7432525420
2006-10-04,7674705000
2006-10-05,7775328910
2006-10-06,7522916390
2006-10-09,7475162670
2006-10-10,7574081089
2006-10-11,7350661900
2006-10-12,7376244250
2006-10-13,7352367390
2006-10-16,7444463850
2006-10-17,7130653690
2006-10-18,6941344300
2006-10-19,7357483860
2006-10-20,7412059540
2006-10-23,7285853280
2006-10-24,7258565440
2006-10-25,7481984630
2006-10-26,7456402280
2006-10-27,7292675240
2006-10-30,7326785040
2006-10-31,7118715260
2006-11-01,7074372519
2006-11-02,7036851740
2006-11-03,7028324290
2006-11-06,7166468980
2006-11-07,7198873290
2006-11-08,7130653690
2006-11-09,6992509000
2006-11-10,7096543890
2006-11-13,7275620339
2006-11-14,7239805050
2006-11-15,7316552100
2006-11-16,7512683449
2006-11-17,7434230910
2006-11-20,7290969750
2006-11-21,7302908180
2006-11-22,7282442300
2006-11-24,7268798380
2006-11-27,7534854820
2006-11-28,7550204230
2006-11-29,7543382269
2006-11-30,7505861490
2006-12-01,7413765030
2006-12-04,7333607000
2006-12-05,7331901510
2006-12-06,7313141120
2006-12-07,7243216030
2006-12-08,7176701920
2006-12-11,7253448970
2006-12-12,7272209360
2006-12-13,7197167800
2006-12-14,7396710130
2006-12-15,7328490530
2006-12-18,7086310949
2006-12-19,6992509000
2006-12-20,6997625470
2006-12-21,6941344300
2006-12-22,6726452560
2006-12-26,6908939990
2006-12-27,6954988220
2006-12-28,6978865080
2006-12-29,6973748610
2007-01-03,7412223899
2007-01-04,7444748670
2007-01-05,7369428149
2007-01-08,7413935730
2007-01-09,7436189520
2007-01-10,7395105600
2007-01-11,7540611149
2007-01-12,7634761800
2007-01-16,7602237029
2007-01-17,7562864940
2007-01-18,7544034810
2007-01-19,7622778990
2007-01-22,7475561610
2007-01-23,7446460500
2007-01-24,7501239060
2007-01-25,7342038870
2007-01-26,7350598020
2007-01-29,7372851810
2007-01-30,7490968080
2007-01-31,9106935600
2007-02-01,9004225800
2007-02-02,9053868870
2007-02-05,8927193450
2007-02-06,8898092340
2007-02-07,9047021550
2007-02-08,8987107500
2007-02-09,8865567570
2007-02-12,8802229860
2007-02-13,8845025610
2007-02-14,9093240960
2007-02-15,8992242990
2007-02-16,9023055930
2007-02-20,9249017490
2007-02-21,9308931540
2007-02-22,9242170170
2007-02-23,9228475530
2007-02-26,8969989200
2007-02-27,8841601950
2007-02-28,8723485680
2007-03-01,8725197510
2007-03-02,8554014510
2007-03-05,8554014510
2007-03-06,8637894180
2007-03-07,8656724310
2007-03-08,8745739470
2007-03-09,8322917460
2007-03-12,8292104520
2007-03-13,8001093420
2007-03-14,8064431130
2007-03-15,8138039820
2007-03-16,8127768839
2007-03-19,8148310800
2007-03-20,8165429100
2007-03-21,8413644450
2007-03-22,8316070140
2007-03-23,8451304710
2007-03-26,8381119680
2007-03-27,8280121710
2007-03-28,8158581779
2007-03-29,8144887140
2007-03-30,8225343149
2007-04-02,8119745000
2007-04-03,8396671040
2007-04-04,8376158000
2007-04-05,8348807280
2007-04-09,8333422500
2007-04-10,8323165980
2007-04-11,8179574700
2007-04-12,8393252200
2007-04-13,8518039860
2007-04-16,8803513000
2007-04-17,8687272440
2007-04-18,8736845620
2007-04-19,8771034020
2007-04-20,8863342700
2007-04-23,8847957920
2007-04-24,8743683300
2007-04-25,9702667920
2007-04-26,9490699840
2007-04-27,9437707820
2007-04-30,9138559320
2007-05-01,9213773800
2007-05-02,9446254920
2007-05-03,9499246940
2007-05-04,9454802020
2007-05-07,9530016500
2007-05-08,9625744020
2007-05-09,9531725920
2007-05-10,9167619460
2007-05-11,9162491200
2007-05-14,9082148460
2007-05-15,9013771660
2007-05-16,9077020200
2007-05-17,8911206460
2007-05-18,8950523120
2007-05-21,8967617320
2007-05-22,8904368780
2007-05-23,8914625300
2007-05-24,8718042000
2007-05-25,8733426780
2007-05-29,8825735460
2007-05-30,8960779640
2007-05-31,9261637560
2007-06-01,9278731760
2007-06-04,9171038300
2007-06-05,8998386880
2007-06-06,8842829660
2007-06-07,8769324600
2007-06-08,8957360800
2007-06-11,9003515140
2007-06-12,8803513000
2007-06-13,9063344840
2007-06-14,9244543360
2007-06-15,9360783920
2007-06-18,9116336860
2007-06-19,9155653520
2007-06-20,9066763680
2007-06-21,9229158580
2007-06-22,9114627440
2007-06-25,9075310780
2007-06-26,9077020200
2007-06-27,9104370920
2007-06-28,9087276720
2007-06-29,8977873840
2007-07-02,8961520620
2007-07-03,9067090500
2007-07-05,8854248000
2007-07-06,8854248000
2007-07-09,8832112380
2007-07-10,8748678120
2007-07-11,8862761700
2007-07-12,8896816500
2007-07-13,8901924720
2007-07-16,9070495980
2007-07-17,9118172700
2007-07-18,9147119280
2007-07-19,9285041220
2007-07-20,9198201480
2007-07-23,9170957640
2007-07-24,8941087740
2007-07-25,8518808220
2007-07-26,8462617800
2007-07-27,8392805460
2007-07-30,8547754800
2007-07-31,8283830100
2007-08-01,8370669839
2007-08-02,8435373960
2007-08-03,8009688960
2007-08-06,8367264360
2007-08-07,8428563000
2007-08-08,8755489080
2007-08-09,8786138400
2007-08-10,8466023280
2007-08-13,8365561620
2007-08-14,8065879380
2007-08-15,7943282100
2007-08-16,8018202660
2007-08-17,8219125980
2007-08-20,8208909540
2007-08-21,8098231440
2007-08-22,8374075320
2007-08-23,8309371199
2007-08-24,8443887660
2007-08-27,8309371199
2007-08-28,8103339660
2007-08-29,8304262980
2007-08-30,8234450640
2007-08-31,8350236960
2007-09-04,8530727400
2007-09-05,8403021900
2007-09-06,8535835620
2007-09-07,8198693100
2007-09-10,8292343800
2007-09-11,8603945220
2007-09-12,8547754800
2007-09-13,8617567140
2007-09-14,8811679500
2007-09-17,8643108240
2007-09-18,9056874060
2007-09-19,9194796000
2007-09-20,9039846660
2007-09-21,9186282300
2007-09-24,9189687780
2007-09-25,9416152200
2007-09-26,9388908360
2007-09-27,9419557680
2007-09-28,9244175460
2007-10-01,9331877340
2007-10-02,9382750740
2007-10-03,9099555480
2007-10-04,9001200240
2007-10-05,9199606500
2007-10-08,9002896020
2007-10-09,9074118780
2007-10-10,8840101140
2007-10-11,8811272880
2007-10-12,9109730160
2007-10-15,9062248320
2007-10-16,8970676200
2007-10-17,9028332720
2007-10-18,9172474020
2007-10-19,8777357280
2007-10-22,9001200240
2007-10-23,8790923520
2007-10-24,8675610480
2007-10-25,8646782220
2007-10-26,8570472120
2007-10-29,8377153200
2007-10-30,8322888240
2007-10-31,8465333760
2007-11-01,8051563439
2007-11-02,8044780320
2007-11-05,8026126740
2007-11-06,8031214080
2007-11-07,7868419200
2007-11-08,8053259220
2007-11-09,7800588000
2007-11-12,7659838260
2007-11-13,7868419200
2007-11-14,7888768560
2007-11-15,7931163060
2007-11-16,7905726360
2007-11-19,7775151300
2007-11-20,7785325979
2007-11-21,7868419200
2007-11-23,7951512420
2007-11-26,7875202320
2007-11-27,8171963820
2007-11-28,8577255240
2007-11-29,8524686060
2007-11-30,8741745900
2007-12-03,8685785160
2007-12-04,8992721340
2007-12-05,9065639880
2007-12-06,8994417120
2007-12-07,9136862640
2007-12-10,9199606500
2007-12-11,8865537840
2007-12-12,8935064820
2007-12-13,8902845000
2007-12-14,8736658560
2007-12-17,8733267000
2007-12-18,8807881320
2007-12-19,8763791040
2007-12-20,8979155100
2007-12-21,9157212000
2007-12-24,9174169800
2007-12-26,9240305220
2007-12-27,9118209060
2007-12-28,9160603560
2007-12-31,9192714960
2008-01-02,8812233040
2008-01-03,8824123100
2008-01-04,8487804260
2008-01-07,8598211960
2008-01-08,8044474880
2008-01-09,8168471220
2008-01-10,8226222940
2008-01-11,8059762100
2008-01-14,8214332880
2008-01-15,8124308140
2008-01-16,8323042000
2008-01-17,8046173460
2008-01-18,8248304480
2008-01-22,8054666360
2008-01-23,8664456580
2008-01-24,8448736920
2008-01-25,8428353960
2008-01-28,8543857399
2008-01-29,8630484980
2008-01-30,9163839100
2008-01-31,9433913320
2008-02-01,9557909660
2008-02-04,9316711300
2008-02-05,9299725500
2008-02-06,9196112120
2008-02-07,9444104800
2008-02-08,9182523480
2008-02-11,9247069520
2008-02-12,9281041120
2008-02-13,9342190000
2008-02-14,9177427740
2008-02-15,9143456140
2008-02-19,9153647620
2008-02-20,9221590820
2008-02-21,8943023700
2008-02-22,8910750680
2008-02-25,9005871160
2008-02-26,9089101580
2008-02-27,9146853300
2008-02-28,8993981100
2008-02-29,8623690660
2008-03-03,8730701200
2008-03-04,8771467120
2008-03-05,8968502400
2008-03-06,8846204640
2008-03-07,8830917420
2008-03-10,8469119880
2008-03-11,8948119440
2008-03-12,8968502400
2008-03-13,9116278860
2008-03-14,8944722280
2008-03-17,8752782740
2008-03-18,9257261000
2008-03-19,9036445600
2008-03-20,9345587160
2008-03-24,9826285300
2008-03-25,9687001740
2008-03-26,9552813920
2008-03-27,9352381480
2008-03-28,9272548220
2008-03-31,9233366400
2008-04-01,9715402440
2008-04-02,9949631220
2008-04-03,9749348640
2008-04-04,10005642450
2008-04-07,10155005730
2008-04-08,9958117770
2008-04-09,9837608760
2008-04-10,9801965250
2008-04-11,9740862090
2008-04-14,9773110980
2008-04-15,9886830750
2008-04-16,10155005730
2008-04-17,9939447360
2008-04-18,10219503510
2008-04-21,10054864440
2008-04-22,10075232160
2008-04-23,10579333230
2008-04-24,10715118030
2008-04-25,10577635920
2008-04-28,10603095570
2008-04-29,10637041770
2008-04-30,10638739080
2008-05-01,11136050910
2008-05-02,11110591259
2008-05-05,11159813250
2008-05-06,11417804370
2008-05-07,10827140490
2008-05-08,10920492540
2008-05-09,10849205520
2008-05-12,11018936520
2008-05-13,11046093480
2008-05-14,11149629390
2008-05-15,11112288570
2008-05-16,10888243650
2008-05-19,11129261669
2008-05-20,11001963419
2008-05-21,10789799670
2008-05-22,10878059790
2008-05-23,10587819780
2008-05-27,10742274990
2008-05-28,10786405050
2008-05-29,10986687630
2008-05-30,10947649500
2008-06-02,10728696510
2008-06-03,10652317560
2008-06-04,10779615810
2008-06-05,10871270550
2008-06-06,10365472170
2008-06-09,10406207610
2008-06-10,10452034980
2008-06-11,9983577420
2008-06-12,10059956370
2008-06-13,10209319650
2008-06-16,10173676140
2008-06-17,10100691810
2008-06-18,10024312860
2008-06-19,10404510300
2008-06-20,9993761280
2008-06-23,9762927120
2008-06-24,9669575070
2008-06-25,9739164780
2008-06-26,9484568280
2008-06-27,9379335060
2008-06-30,9260501760
2008-07-01,9177758400
2008-07-02,8867048640
2008-07-03,8843407680
2008-07-07,8993696640
2008-07-08,9405724800
2008-07-09,9348311040
2008-07-10,9328047360
2008-07-11,9228417600
2008-07-14,9223351680
2008-07-15,9083194560
2008-07-16,9608361600
2008-07-17,9429365760
2008-07-18,9642134400
2008-07-21,9611738880
2008-07-22,9920760000
2008-07-23,8368899840
2008-07-24,8108849280
2008-07-25,8411115840
2008-07-28,8078453760
2008-07-29,8355390719
2008-07-30,8203413120
2008-07-31,8139244800
2008-08-01,8071699199
2008-08-04,8103783360
2008-08-05,8627261760
2008-08-06,8522566080
2008-08-07,8478661440
2008-08-08,8777550720
2008-08-11,8708316480
2008-08-12,8696496000
2008-08-13,8704939200
2008-08-14,8868737280
2008-08-15,8760664320
2008-08-18,8694807360
2008-08-19,8576602560
2008-08-20,8483727360
2008-08-21,8412804480
2008-08-22,8659345920
2008-08-25,8544518400
2008-08-26,8585045760
2008-08-27,8694807360
2008-08-28,8951480640
2008-08-29,8799503040
2008-09-02,8787682560
2008-09-03,8721825600
2008-09-04,8510745600
2008-09-05,8417870400
2008-09-08,8527632000
2008-09-09,8586734400
2008-09-10,8946414720
2008-09-11,9331424640
2008-09-12,9377017920
2008-09-15,9223351680
2008-09-16,9306095040
2008-09-17,8838341760
2008-09-18,9458072640
2008-09-19,9505354560
2008-09-22,9012271680
2008-09-23,8916019200
2008-09-24,8936282880
2008-09-25,8897444160
2008-09-26,8813012160
2008-09-29,8223676800
2008-09-30,8557610880
2008-10-01,8562648720
2008-10-02,7865747520
2008-10-03,7852313280
2008-10-06,7870785360
2008-10-07,7607138399
2008-10-08,7420738320
2008-10-09,6696968640
2008-10-10,6950539920
2008-10-13,7380435600
2008-10-14,7613855520
2008-10-15,6717120000
2008-10-16,7136940000
2008-10-17,6826273200
2008-10-20,7076485920
2008-10-21,6728874960
2008-10-22,7370359920
2008-10-23,7581949200
2008-10-24,7415700479
2008-10-27,7514778000
2008-10-28,8168017920
2008-10-29,8168017920
2008-10-30,8537459520
2008-10-31,8695311840
2008-11-03,8997582240
2008-11-04,9345193200
2008-11-05,8747369520
2008-11-06,8487081120
2008-11-07,8691953280
2008-11-10,8791030800
2008-11-11,8807823600
2008-11-12,8542497360
2008-11-13,9007657920
2008-11-14,8527383840
2008-11-17,8631499200
2008-11-18,8628140640
2008-11-19,7934598000
2008-11-20,7390511280
2008-11-21,8084053920
2008-11-24,8446778399
2008-11-25,8347700880
2008-11-26,8618064960
2008-11-28,8577762240
2008-12-01,7682706000
2008-12-02,7859030399
2008-12-03,8270454000
2008-12-04,7899333120
2008-12-05,8126035920
2008-12-08,8524025280
2008-12-09,8426627040
2008-12-10,8597913600
2008-12-11,8196565680
2008-12-12,8255340479
2008-12-15,8173055760
2008-12-16,8631499200
2008-12-17,8690274000
2008-12-18,8513949600
2008-12-19,8695311840
2008-12-22,8688594720
2008-12-23,8643254160
2008-12-24,8655009120
2008-12-26,8715463200
2008-12-29,8540818080
2008-12-30,8952241680
2008-12-31,9307774200
2009-01-02,9446469000
2009-01-05,9091275000
2009-01-06,9048990000
2009-01-07,8763143400
2009-01-08,8678573400
2009-01-09,8336910600
2009-01-12,8196524400
2009-01-13,8223586800
2009-01-14,7951271400
2009-01-15,8250649200
2009-01-16,7990173600
2009-01-20,7599460200
2009-01-21,7790588400
2009-01-22,7633288200
2009-01-23,7406640600
2009-01-26,7381269600
2009-01-27,7538569800
2009-01-28,7832873400
2009-01-29,7646819400
2009-01-30,7777057199
2009-02-02,7611300000
2009-02-03,7964802600
2009-02-04,7939431600
2009-02-05,8177919000
2009-02-06,8457000000
2009-02-09,8406258000
2009-02-10,8120411400
2009-02-11,7961419800
2009-02-12,8025693000
2009-02-13,8000321999
2009-02-17,7667116200
2009-02-18,7618065600
2009-02-19,7601151600
2009-02-20,7563940800
2009-02-23,7212129600
2009-02-24,7298391000
2009-02-25,7064977800
2009-02-26,6889072199
2009-02-27,6999013200
2009-03-02,6713166600
2009-03-03,6626905200
2009-03-04,6779131200
2009-03-05,6493284600
2009-03-06,6437468400
2009-03-09,6435776999
2009-03-10,6843404400
2009-03-11,6889072199
2009-03-12,7186758600
2009-03-13,7225660800
2009-03-16,7447234200
2009-03-17,7646819400
2009-03-18,7780440000
2009-03-19,7672190400
2009-03-20,7411714800
