,WM
2013-11-27,21231728000
2013-11-29,21250336000
2013-12-02,20910740000
2013-12-03,20761876000
2013-12-04,20729312000
2013-12-05,20626968000
2013-12-06,20854916000
2013-12-09,20771180000
2013-12-10,20724660000
2013-12-11,20357152000
2013-12-12,20380412000
2013-12-13,20292024000
2013-12-16,20343196000
2013-12-17,20217592000
2013-12-18,20464148000
2013-12-19,20417628000
2013-12-20,20640924000
2013-12-23,20808396000
2013-12-24,20896784000
2013-12-26,20924696000
2013-12-27,20892132000
2013-12-30,20878176000
2013-12-31,20873524000
2014-01-02,20561840000
2014-01-03,20557188000
2014-01-06,20357152000
2014-01-07,20506016000
2014-01-08,20464148000
2014-01-09,20343196000
2014-01-10,20287372000
2014-01-13,20017556000
2014-01-14,20143160000
2014-01-15,20091988000
2014-01-16,19938472000
2014-01-17,20059424000
2014-01-21,19961732000
2014-01-22,19887300000
2014-01-23,19682612000
2014-01-24,19370928000
2014-01-27,19324408000
2014-01-28,19277888000
2014-01-29,19105764000
2014-01-30,19440708000
2014-01-31,19436056000
2014-02-03,19073200000
2014-02-04,19208108000
2014-02-05,19305800000
2014-02-06,19570964000
2014-02-07,19929168000
2014-02-10,19836128000
2014-02-11,19933820000
2014-02-12,19947776000
2014-02-13,20157116000
2014-02-14,20315284000
2014-02-18,19408144000
2014-02-19,19161588000
2014-02-20,19063896000
2014-02-21,19068548000
2014-02-24,19101112000
2014-02-25,18961552000
2014-02-26,19003420000
2014-02-27,18877816000
2014-02-28,19305800000
2014-03-03,19203456000
2014-03-04,19245324000
2014-03-05,19231368000
2014-03-06,19166240000
2014-03-07,19249976000
2014-03-10,19236020000
2014-03-11,19194152000
2014-03-12,18882468000
2014-03-13,18798732000
2014-03-14,18984812000
2014-03-17,19101112000
2014-03-18,19217412000
2014-03-19,19156936000
2014-03-20,19105764000
2014-03-21,18947596000
2014-03-24,18845252000
2014-03-25,18891772000
2014-03-26,18849904000
2014-03-27,19026680000
2014-03-28,19142980000
2014-03-31,19600413000
2014-04-01,19535187000
2014-04-02,19432689000
2014-04-03,19493256000
2014-04-04,19488597000
2014-04-07,19381440000
2014-04-08,19567800000
2014-04-09,19553823000
2014-04-10,19278942000
2014-04-11,19129854000
2014-04-14,19288260000
2014-04-15,19288260000
2014-04-16,19642344000
2014-04-17,19581777000
2014-04-21,19502574000
2014-04-22,19549164000
2014-04-23,19563141000
2014-04-24,19959156000
2014-04-25,20052336000
2014-04-28,20411079000
2014-04-29,20457669000
2014-04-30,20709255000
2014-05-01,20653347000
2014-05-02,20564826000
2014-05-05,20550849000
2014-05-06,20299263000
2014-05-07,20480964000
2014-05-08,20532213000
2014-05-09,20462328000
2014-05-12,20443692000
2014-05-13,20550849000
2014-05-14,20504259000
2014-05-15,20476305000
2014-05-16,20406420000
2014-05-19,20448351000
2014-05-20,20229378000
2014-05-21,20336535000
2014-05-22,20257332000
2014-05-23,20206083000
2014-05-27,20373807000
2014-05-28,20616075000
2014-05-29,20667324000
2014-05-30,20816412000
2014-06-02,20876979000
2014-06-03,20811753000
2014-06-04,20592780000
2014-06-05,20560167000
2014-06-06,20620734000
2014-06-09,20746527000
2014-06-10,20755845000
2014-06-11,20541531000
2014-06-12,20448351000
2014-06-13,20499600000
2014-06-16,20494941000
2014-06-17,20620734000
2014-06-18,20639370000
2014-06-19,20671983000
2014-06-20,20793117000
2014-06-23,20681301000
2014-06-24,20671983000
2014-06-25,20713914000
2014-06-26,20704596000
2014-06-27,20890956000
2014-06-30,20611584000
2014-07-01,20657664000
2014-07-02,20491776000
2014-07-03,20602368000
2014-07-07,20524032000
2014-07-08,20551680000
2014-07-09,20385792000
2014-07-10,20358144000
2014-07-11,20431872000
2014-07-14,20459520000
2014-07-15,20510208000
2014-07-16,20574720000
2014-07-17,20307456000
2014-07-18,20477952000
2014-07-21,20496384000
2014-07-22,20510208000
2014-07-23,20404224000
2014-07-24,20418048000
2014-07-25,20321280000
2014-07-28,20224512000
2014-07-29,21007872000
2014-07-30,20920320000
2014-07-31,20685312000
2014-08-01,20464128000
2014-08-04,20528640000
2014-08-05,20505600000
2014-08-06,20381184000
2014-08-07,20298240000
2014-08-08,20818944000
2014-08-11,20865024000
2014-08-12,20957184000
2014-08-13,21058560000
2014-08-14,21127680000
2014-08-15,21113856000
2014-08-18,21238272000
2014-08-19,21348864000
2014-08-20,21510144000
2014-08-21,21519360000
2014-08-22,21394944000
2014-08-25,21422592000
2014-08-26,21459456000
2014-08-27,21639168000
2014-08-28,21574656000
2014-08-29,21643776000
2014-09-02,21777408000
2014-09-03,21620736000
2014-09-04,21593088000
2014-09-05,21671424000
2014-09-08,21735936000
2014-09-09,21662208000
2014-09-10,21795840000
2014-09-11,21749760000
2014-09-12,21565440000
2014-09-15,21712896000
2014-09-16,21772800000
2014-09-17,21823488000
2014-09-18,21841920000
2014-09-19,21818880000
2014-09-22,21708288000
2014-09-23,21620736000
2014-09-24,21846528000
2014-09-25,21611520000
2014-09-26,21740544000
2014-09-29,21841920000
2014-09-30,21792505000
2014-10-01,21618275000
2014-10-02,21604520000
2014-10-03,21824600000
2014-10-06,21783335000
2014-10-07,21425705000
2014-10-08,21815430000
2014-10-09,21512820000
2014-10-10,21466970000
2014-10-13,21384440000
2014-10-14,21315665000
2014-10-15,21219380000
2014-10-16,21223965000
2014-10-17,21421120000
2014-10-20,21389025000
2014-10-21,21668710000
2014-10-22,21636615000
2014-10-23,21957565000
2014-10-24,21989660000
2014-10-27,22063020000
2014-10-28,22200570000
2014-10-29,21884205000
2014-10-30,22260175000
2014-10-31,22416065000
2014-11-03,22287685000
2014-11-04,22163890000
2014-11-05,22416065000
2014-11-06,22571955000
2014-11-07,22672825000
2014-11-10,22691165000
2014-11-11,22631560000
2014-11-12,22640730000
2014-11-13,22636145000
2014-11-14,22507765000
2014-11-17,22507765000
2014-11-18,22512350000
2014-11-19,22264760000
2014-11-20,22154720000
2014-11-21,22251005000
2014-11-24,22315195000
2014-11-25,22241835000
2014-11-26,22328950000
2014-11-28,22342705000
2014-12-01,22232665000
2014-12-02,22379385000
2014-12-03,22539860000
2014-12-04,22581125000
2014-12-05,22672825000
2014-12-08,22553615000
2014-12-09,22438990000
2014-12-10,22306025000
2014-12-11,22498595000
2014-12-12,22237250000
2014-12-15,22512350000
2014-12-16,22645315000
2014-12-17,22718675000
2014-12-18,23319310000
2014-12-19,23282630000
2014-12-22,23438520000
2014-12-23,23479785000
2014-12-24,23456860000
2014-12-26,23548560000
2014-12-29,23631090000
2014-12-30,23649430000
2014-12-31,23530220000
2015-01-02,23727375000
2015-01-05,23488955000
2015-01-06,23507295000
2015-01-07,23525635000
2015-01-08,23796150000
2015-01-09,23626505000
2015-01-12,23598995000
2015-01-13,23617335000
2015-01-14,23754885000
2015-01-15,23759470000
2015-01-16,23952040000
2015-01-20,24259235000
2015-01-21,24176705000
2015-01-22,24199630000
2015-01-23,24300500000
2015-01-26,24396785000
2015-01-27,24364690000
2015-01-28,24135440000
2015-01-29,24094175000
2015-01-30,23580655000
2015-02-02,23640260000
2015-02-03,23952040000
2015-02-04,23942870000
2015-02-05,24117100000
2015-02-06,24043740000
2015-02-09,24085005000
2015-02-10,24162950000
2015-02-11,24098760000
2015-02-12,24162950000
2015-02-13,23516465000
2015-02-17,24731490000
2015-02-18,25047855000
2015-02-19,24937815000
2015-02-20,24992835000
2015-02-23,25020345000
2015-02-24,24974495000
2015-02-25,25002005000
2015-02-26,24887380000
2015-02-27,24979080000
2015-03-02,25148725000
2015-03-03,25300030000
2015-03-04,25249595000
2015-03-05,24988250000
2015-03-06,24598525000
2015-03-09,24607695000
2015-03-10,24259235000
2015-03-11,24158365000
2015-03-12,24341765000
2015-03-13,24447220000
2015-03-16,24942400000
2015-03-17,24974495000
2015-03-18,25249595000
2015-03-19,25093705000
2015-03-20,25011175000
2015-03-23,25180820000
2015-03-24,25038685000
2015-03-25,24694810000
2015-03-26,24483900000
2015-03-27,24483900000
2015-03-30,24763585000
2015-03-31,24701765000
2015-04-01,24437575000
2015-04-02,24551450000
2015-04-06,24847525000
2015-04-07,24934070000
2015-04-08,24874855000
2015-04-09,25038835000
2015-04-10,25116270000
2015-04-13,24979620000
2015-04-14,24706320000
2015-04-15,24710875000
2015-04-16,24592445000
2015-04-17,24086840000
2015-04-20,24150610000
2015-04-21,24068620000
2015-04-22,23963855000
2015-04-23,23995740000
2015-04-24,23986630000
2015-04-27,23818095000
2015-04-28,23900085000
2015-04-29,22720340000
2015-04-30,22560915000
2015-05-01,22815995000
2015-05-04,22706675000
2015-05-05,22255730000
2015-05-06,22078085000
2015-05-07,22255730000
2015-05-08,22469815000
2015-05-11,22515365000
2015-05-12,22551805000
2015-05-13,22488035000
2015-05-14,22647460000
2015-05-15,22697565000
2015-05-18,22706675000
2015-05-19,22711230000
2015-05-20,22647460000
2015-05-21,22829660000
2015-05-22,22802330000
2015-05-26,22579135000
2015-05-27,22702120000
2015-05-28,22679345000
2015-05-29,22615575000
2015-06-01,22656570000
2015-06-02,22574580000
2015-06-03,22433375000
2015-06-04,22173740000
2015-06-05,22050755000
2015-06-08,22073530000
2015-06-09,22009760000
2015-06-10,22064420000
2015-06-11,22087195000
2015-06-12,22064420000
2015-06-15,21731905000
2015-06-16,21772900000
2015-06-17,21809340000
2015-06-18,22000650000
2015-06-19,21754680000
2015-06-22,21727350000
2015-06-23,21563370000
2015-06-24,21485935000
2015-06-25,21381170000
2015-06-26,21422165000
2015-06-29,21112425000
2015-06-30,20838960000
2015-07-01,20910896000
2015-07-02,20847952000
2015-07-06,20919888000
2015-07-07,21140192000
2015-07-08,21045776000
2015-07-09,21198640000
2015-07-10,21468400000
2015-07-13,21549328000
2015-07-14,21850560000
2015-07-15,21760640000
2015-07-16,22003424000
2015-07-17,21886528000
2015-07-20,21819088000
2015-07-21,21684208000
2015-07-22,21490880000
2015-07-23,22066368000
2015-07-24,21953968000
2015-07-27,22057376000
2015-07-28,22551936000
2015-07-29,22794720000
2015-07-30,23019520000
2015-07-31,22988048000
2015-08-03,22839680000
2015-08-04,22916112000
2015-08-05,23199360000
2015-08-06,22920608000
2015-08-07,22821696000
2015-08-10,23104944000
2015-08-11,23163392000
2015-08-12,23311760000
2015-08-13,23334240000
2015-08-14,23491600000
2015-08-17,23666944000
2015-08-18,23693920000
2015-08-19,23648960000
2015-08-20,23635472000
2015-08-21,23217344000
2015-08-24,22241712000
2015-08-25,22097840000
2015-08-26,22255200000
2015-08-27,22493488000
2015-08-28,22574416000
2015-08-31,22506976000
2015-09-01,22169776000
2015-09-02,22381088000
2015-09-03,22605888000
2015-09-04,22448528000
2015-09-08,22794720000
2015-09-09,22538448000
2015-09-10,22390080000
2015-09-11,22480000000
2015-09-14,22430544000
2015-09-15,22547440000
2015-09-16,22551936000
2015-09-17,22511472000
2015-09-18,22430544000
2015-09-21,22529456000
2015-09-22,22421552000
2015-09-23,22457520000
2015-09-24,22390080000
2015-09-25,22646352000
2015-09-28,22381088000
2015-09-29,22129312000
2015-09-30,22280013000
2015-10-01,22409730000
2015-10-02,22602069000
2015-10-05,23018058000
2015-10-06,23004639000
2015-10-07,23179086000
2015-10-08,23684535000
2015-10-09,23778468000
2015-10-12,23890293000
2015-10-13,23733738000
2015-10-14,23460885000
2015-10-15,23483250000
2015-10-16,23460885000
2015-10-19,23487723000
2015-10-20,23577183000
2015-10-21,23903712000
2015-10-22,23935023000
2015-10-23,23791887000
2015-10-26,23791887000
2015-10-27,24306282000
2015-10-28,24427053000
2015-10-29,24359958000
2015-10-30,24046848000
2015-11-02,24351012000
2015-11-03,24176565000
2015-11-04,24216822000
2015-11-05,24346539000
2015-11-06,24346539000
2015-11-09,24015537000
2015-11-10,23997645000
2015-11-11,23988699000
2015-11-12,23604021000
2015-11-13,23331168000
2015-11-16,23510088000
2015-11-17,23563764000
2015-11-18,23966334000
2015-11-19,23988699000
2015-11-20,24207876000
2015-11-23,24216822000
2015-11-24,24145254000
2015-11-25,24167619000
2015-11-27,24118416000
2015-11-30,24051321000
2015-12-01,24118416000
2015-12-02,23935023000
2015-12-03,23188032000
2015-12-04,23554818000
2015-12-07,23304330000
2015-12-08,23496669000
2015-12-09,23210397000
2015-12-10,23268546000
2015-12-11,22964382000
2015-12-14,23183559000
2015-12-15,23858982000
2015-12-16,24122889000
2015-12-17,23832144000
2015-12-18,23586129000
2015-12-21,23621913000
2015-12-22,23796360000
2015-12-23,24002118000
2015-12-24,23899239000
2015-12-28,24113943000
2015-12-29,24310755000
2015-12-30,24145254000
2015-12-31,23808357000
2016-01-04,23397945000
2016-01-05,23487165000
2016-01-06,23777130000
2016-01-07,23496087000
2016-01-08,23353335000
2016-01-11,23580846000
2016-01-12,23732520000
2016-01-13,23313186000
2016-01-14,23545158000
2016-01-15,22983072000
2016-01-19,23473782000
2016-01-20,23161512000
2016-01-21,23188278000
2016-01-22,23634378000
2016-01-25,23304264000
2016-01-26,23326569000
2016-01-27,23148129000
2016-01-28,23228427000
2016-01-29,23620995000
2016-02-01,23759286000
2016-02-02,23250732000
2016-02-03,23678988000
2016-02-04,23728059000
2016-02-05,23451477000
2016-02-08,23509470000
2016-02-09,23768208000
2016-02-10,23875272000
2016-02-11,23625456000
2016-02-12,24080478000
2016-02-16,24441819000
2016-02-17,24490890000
2016-02-18,24673791000
2016-02-19,24758550000
2016-02-22,25061898000
2016-02-23,25115430000
2016-02-24,25021749000
2016-02-25,25057437000
2016-02-26,24999444000
2016-02-29,24914685000
2016-03-01,25450005000
2016-03-02,25463388000
2016-03-03,25548147000
2016-03-04,25494615000
2016-03-07,25405395000
2016-03-08,25570452000
2016-03-09,25722126000
2016-03-10,25726587000
2016-03-11,26052240000
2016-03-14,25971942000
2016-03-15,26172687000
2016-03-16,26244063000
2016-03-17,26221758000
2016-03-18,26141460000
2016-03-21,26199453000
2016-03-22,26079006000
2016-03-23,26279751000
2016-03-24,26368971000
2016-03-28,26489418000
2016-03-29,26636631000
2016-03-30,26600943000
2016-03-31,26196000000
2016-04-01,26271480000
2016-04-04,26053920000
2016-04-05,25863000000
2016-04-06,25623240000
2016-04-07,25569960000
2016-04-08,25605480000
2016-04-11,25436760000
2016-04-12,25401240000
2016-04-13,25312440000
2016-04-14,25290240000
2016-04-15,25263600000
2016-04-18,25383480000
2016-04-19,25365720000
2016-04-20,25192560000
2016-04-21,25019400000
2016-04-22,25037160000
2016-04-25,25019400000
2016-04-26,25099320000
2016-04-27,25041600000
2016-04-28,25889640000
2016-04-29,26102760000
2016-05-02,26631120000
2016-05-03,26568960000
2016-05-04,26822040000
2016-05-05,26773200000
2016-05-06,26946360000
2016-05-09,27172800000
2016-05-10,27239400000
2016-05-11,27221640000
2016-05-12,27430320000
2016-05-13,27288240000
2016-05-16,27283800000
2016-05-17,26964120000
2016-05-18,26995200000
2016-05-19,26977440000
2016-05-20,26964120000
2016-05-23,26857560000
2016-05-24,27101760000
2016-05-25,26924160000
2016-05-26,27132840000
2016-05-27,27230520000
2016-05-31,27061800000
2016-06-01,27075120000
2016-06-02,27266040000
2016-06-03,27292680000
2016-06-06,27452520000
2016-06-07,27559080000
2016-06-08,27625680000
2016-06-09,27803280000
2016-06-10,27803280000
2016-06-13,27776640000
2016-06-14,27963120000
2016-06-15,27883200000
2016-06-16,28154040000
2016-06-17,27816600000
2016-06-20,27781080000
2016-06-21,27852120000
2016-06-22,27998640000
2016-06-23,28171800000
2016-06-24,28282800000
2016-06-27,28260600000
2016-06-28,28504800000
2016-06-29,28762320000
2016-06-30,29350983000
2016-07-01,29439563000
2016-07-05,29705302999
2016-07-06,29767308999
2016-07-07,29802741000
2016-07-08,29944469000
2016-07-11,29988758999
2016-07-12,29882463000
2016-07-13,30033049000
2016-07-14,30072910000
2016-07-15,29873605000
2016-07-18,29776167000
2016-07-19,29948898000
2016-07-20,30015333000
2016-07-21,29754022000
2016-07-22,29762880000
2016-07-25,29771738000
2016-07-26,29829314999
2016-07-27,29275689999
2016-07-28,29390844000
2016-07-29,29284548000
2016-08-01,29443992000
2016-08-02,29280119000
2016-08-03,29151677999
2016-08-04,29133962000
2016-08-05,29218113000
2016-08-08,29014379000
2016-08-09,29125104000
2016-08-10,29474995000
2016-08-11,29594577999
2016-08-12,29528143000
2016-08-15,29333267000
2016-08-16,28775213000
2016-08-17,28970089000
2016-08-18,28753068000
2016-08-19,28775213000
2016-08-22,29014379000
2016-08-23,28912512000
2016-08-24,28916941000
2016-08-25,28881508999
2016-08-26,28332313000
2016-08-29,28509473000
2016-08-30,28367745000
2016-08-31,28319026000
2016-09-01,28345600000
2016-09-02,28500614999
2016-09-06,28633485000
2016-09-07,28394319000
2016-09-08,28482899000
2016-09-09,27791975000
2016-09-12,28053286000
2016-09-13,27765401000
2016-09-14,27747685000
2016-09-15,27827407000
2016-09-16,27818549000
2016-09-19,27898271000
2016-09-20,28000138000
2016-09-21,28345600000
2016-09-22,28350029000
2016-09-23,28062144000
2016-09-26,28124150000
2016-09-27,28296881000
2016-09-28,28279165000
2016-09-29,28022283000
2016-09-30,28124536000
2016-10-03,27992206000
2016-10-04,27634915000
2016-10-05,27529051000
2016-10-06,27692258000
2016-10-07,27471708000
2016-10-10,27692258000
2016-10-11,27537873000
2016-10-12,27709902000
2016-10-13,27215870000
2016-10-14,27295268000
2016-10-17,27630504000
2016-10-18,27586394000
2016-10-19,27537873000
2016-10-20,27542284000
2016-10-21,27440831000
2016-10-24,27604038000
2016-10-25,27674614000
2016-10-26,28217167000
2016-10-27,27948096000
2016-10-28,28221578000
2016-10-31,28962626000
2016-11-01,28208345000
2016-11-02,28071604000
2016-11-03,27970151000
2016-11-04,27952507000
2016-11-07,28539170000
2016-11-08,28803830000
2016-11-09,29094955999
2016-11-10,29350794000
2016-11-11,29822771000
2016-11-14,29871292000
2016-11-15,30281515000
2016-11-16,30307980999
2016-11-17,30334447000
2016-11-18,30391790000
2016-11-21,30669683000
2016-11-22,30687326999
2016-11-23,30674094000
2016-11-25,30890233000
2016-11-28,30978453000
2016-11-29,31049029000
2016-11-30,30665272000
2016-12-01,30563819000
2016-12-02,30819657000
2016-12-05,30435900000
2016-12-06,30660861000
2016-12-07,30850534000
2016-12-08,30903466000
2016-12-09,30885822000
2016-12-12,31185770000
2016-12-13,31243113000
2016-12-14,30894644000
2016-12-15,30921109999
2016-12-16,30912288000
2016-12-19,31357799000
2016-12-20,31379854000
2016-12-21,31181359000
2016-12-22,31225469000
2016-12-23,31282812000
2016-12-27,31300455999
2016-12-28,31300455999
2016-12-29,31322511000
2016-12-30,31278401000
2017-01-03,31120476000
2017-01-04,31032215999
2017-01-05,31151367000
2017-01-06,30974847000
2017-01-09,30793914000
2017-01-10,30665936999
2017-01-11,30948368999
2017-01-12,30842457000
2017-01-13,30798327000
2017-01-17,30661524000
2017-01-18,30710067000
2017-01-19,30701240999
2017-01-20,30740958000
2017-01-23,30599742000
2017-01-24,30696828000
2017-01-25,30745371000
2017-01-26,30771849000
2017-01-27,30732132000
2017-01-30,30714479999
2017-01-31,30670350000
2017-02-01,30529134000
2017-02-02,30732132000
2017-02-03,30736545000
2017-02-06,30635046000
2017-02-07,30846870000
2017-02-08,30895413000
2017-02-09,31001325000
2017-02-10,31129302000
2017-02-13,31261692000
2017-02-14,31270518000
2017-02-15,31486754999
2017-02-16,31411734000
2017-02-17,31972185000
2017-02-21,32135465999
2017-02-22,32219313000
2017-02-23,32175183000
2017-02-24,32281095000
2017-02-27,32320811999
2017-02-28,32356115999
2017-03-01,32378181000
2017-03-02,32338464000
2017-03-03,32139879000
2017-03-06,32219313000
2017-03-07,32082510000
2017-03-08,31857447000
2017-03-09,31905990000
2017-03-10,32214900000
2017-03-13,32259029999
2017-03-14,32206074000
2017-03-15,32559114000
2017-03-16,32263443000
2017-03-17,32453202000
2017-03-20,32263443000
2017-03-21,32003076000
2017-03-22,32060445000
2017-03-23,32020728000
2017-03-24,31914815999
2017-03-27,31720643999
2017-03-28,31923642000
2017-03-29,31839795000
2017-03-30,32184009000
2017-03-31,32223348000
2017-04-03,32077521000
2017-04-04,32051007000
2017-04-05,32378013000
2017-04-06,32298471000
2017-04-07,32351498999
2017-04-10,32210091000
2017-04-11,32201253000
2017-04-12,31949370000
2017-04-13,31825638000
2017-04-17,32037750000
2017-04-18,32015655000
2017-04-19,32130548999
2017-04-20,32187996000
2017-04-21,32426621999
2017-04-24,32744789999
2017-04-25,32802237000
2017-04-26,31949370000
2017-04-27,32187996000
2017-04-28,32161482000
2017-05-01,32263119000
2017-05-02,32196834000
2017-05-03,32205671999
2017-05-04,32236605000
2017-05-05,32431041000
2017-05-08,32373594000
2017-05-09,32152644000
2017-05-10,32298471000
2017-05-11,32059845000
2017-05-12,31799123999
2017-05-15,31891923000
2017-05-16,31485375000
2017-05-17,31255587000
2017-05-18,31357223999
2017-05-19,31153950000
2017-05-22,31361643000
2017-05-23,31383738000
2017-05-24,31542821999
2017-05-25,31626782999
2017-05-26,31746096000
2017-05-30,31878666000
2017-05-31,32218929000
2017-06-01,32461973999
2017-06-02,32811075000
2017-06-05,32660829000
2017-06-06,32439879000
2017-06-07,32404527000
2017-06-08,32055426000
2017-06-09,32104035000
2017-06-12,32205671999
2017-06-13,32422203000
2017-06-14,32444298000
2017-06-15,32722695000
2017-06-16,32762466000
2017-06-19,32780142000
2017-06-20,32598963000
2017-06-21,32435460000
2017-06-22,32417784000
2017-06-23,32448717000
2017-06-26,32461973999
2017-06-27,32307309000
2017-06-28,32488488000
2017-06-29,32267538000
2017-06-30,32112629999
2017-07-03,32134520000
2017-07-05,32274616000
2017-07-06,32130142000
2017-07-07,32392821999
2017-07-10,32388444000
2017-07-11,32335908000
2017-07-12,32471626000
2017-07-13,32392821999
2017-07-14,32515406000
2017-07-17,32616100000
2017-07-18,32743062000
2017-07-19,32799976000
2017-07-20,32835000000
2017-07-21,32996986000
2017-07-24,32874402000
2017-07-25,33115192000
2017-07-26,32686148000
2017-07-27,33032010000
2017-07-28,32747440000
2017-07-31,32900670000
2017-08-01,32931316000
2017-08-02,32944450000
2017-08-03,33106436000
2017-08-04,33062656000
2017-08-07,33005742000
2017-08-08,32983852000
2017-08-09,32935694000
2017-08-10,32751818000
2017-08-11,32664258000
2017-08-14,33075790000
2017-08-15,33141460000
2017-08-16,33272800000
2017-08-17,33067034000
2017-08-18,32944450000
2017-08-21,33071412000
2017-08-22,33360360000
2017-08-23,33285934000
2017-08-24,33119570000
2017-08-25,33224642000
2017-08-28,33386628000
2017-08-29,33601150000
2017-08-30,33688710000
2017-08-31,33758758000
2017-09-01,33793782000
2017-09-05,33246532000
2017-09-06,33329713999
2017-09-07,33307824000
2017-09-08,33763136000
2017-09-11,34025816000
2017-09-12,34288495999
2017-09-13,34065218000
2017-09-14,34078352000
2017-09-15,34148400000
2017-09-18,34227204000
2017-09-19,34262228000
2017-09-20,34319142000
2017-09-21,34270984000
2017-09-22,34235960000
2017-09-25,34411080000
2017-09-26,34419836000
2017-09-27,34288495999
2017-09-28,34327898000
2017-09-29,34266606000
2017-10-02,34217688000
2017-10-03,34439232000
2017-10-04,33157752000
2017-10-05,33305448000
2017-10-06,33136032000
2017-10-09,33357576000
2017-10-10,33335855999
2017-10-11,33483552000
2017-10-12,33414048000
2017-10-13,33457488000
2017-10-16,33314136000
2017-10-17,33379296000
2017-10-18,33422736000
2017-10-19,33609528000
2017-10-20,33765912000
2017-10-23,33761568000
2017-10-24,33861480000
2017-10-25,33670344000
2017-10-26,35321064000
2017-10-27,35755464000
2017-10-30,35564328000
2017-10-31,35694648000
2017-11-01,35229840000
2017-11-02,35468760000
2017-11-03,35490480000
2017-11-06,35290656000
2017-11-07,35460072000
2017-11-08,35551296000
2017-11-09,35360160000
2017-11-10,35325408000
2017-11-13,35681616000
2017-11-14,35785872000
2017-11-15,35503512000
2017-11-16,35490480000
2017-11-17,35034360000
2017-11-20,35151648000
2017-11-21,35129928000
2017-11-22,34864944000
2017-11-24,34917072000
2017-11-27,35121240000
2017-11-28,35451384000
2017-11-29,35890128000
2017-11-30,35729400000
2017-12-01,35538264000
2017-12-04,36120360000
2017-12-05,36194208000
2017-12-06,36272400000
2017-12-07,36450504000
2017-12-08,36737208000
2017-12-11,37084728000
2017-12-12,36767616000
2017-12-13,37071696000
2017-12-14,36776304000
2017-12-15,37301928000
2017-12-18,37410528000
2017-12-19,37206360000
2017-12-20,37267176000
2017-12-21,37267176000
2017-12-22,37319304000
2017-12-26,37306272000
2017-12-27,37406184000
2017-12-28,37484376000
2017-12-29,37488720000
2018-01-02,37307130000
2018-01-03,37848755000
2018-01-04,38173730000
2018-01-05,38126067000
2018-01-08,38152065000
2018-01-09,37996077000
2018-01-10,37814091000
2018-01-11,38208394000
2018-01-12,38247391000
2018-01-16,38199728000
2018-01-17,38360049000
2018-01-18,38113068000
2018-01-19,38156398000
2018-01-22,38416378000
2018-01-23,38390380000
2018-01-24,38347050000
2018-01-25,38373048000
2018-01-26,38871343000
2018-01-29,38225726000
2018-01-30,38108735000
2018-01-31,38316719000
2018-02-01,38065405000
2018-02-02,37493449000
2018-02-05,35422275000
2018-02-06,35443940000
2018-02-07,35413609000
2018-02-08,34282696000
2018-02-09,34707330000
2018-02-12,34910981000
2018-02-13,35006307000
2018-02-14,35790580000
2018-02-15,36405866000
2018-02-16,36895495000
2018-02-20,36774171000
2018-02-21,36436197000
2018-02-22,36613850000
2018-02-23,37042817000
2018-02-26,37519447000
2018-02-27,37675435000
2018-02-28,37402456000
2018-03-01,36982155000
2018-03-02,37055816000
2018-03-05,37129477000
2018-03-06,37185806000
2018-03-07,36960490000
2018-03-08,36934492000
2018-03-09,37788093000
2018-03-12,37554111000
2018-03-13,37549778000
2018-03-14,37441453000
2018-03-15,37372125000
2018-03-16,37432787000
2018-03-19,37177140000
2018-03-20,37380791000
2018-03-21,37229136000
2018-03-22,36501192000
2018-03-23,35920570000
2018-03-26,36453529000
2018-03-27,36089557000
2018-03-28,36041894000
2018-03-29,36449196000
2018-04-02,35931042000
2018-04-03,36507108000
2018-04-04,36747852000
2018-04-05,36979998000
2018-04-06,36201879000
2018-04-09,35935341000
2018-04-10,36219075000
2018-04-11,35548431000
2018-04-12,35690298000
2018-04-13,35711793000
2018-04-16,35845062000
2018-04-17,35905248000
2018-04-18,35961135000
2018-04-19,35518338000
2018-04-20,35458152000
2018-04-23,35466750000
2018-04-24,34993860000
2018-04-25,34929375000
2018-04-26,35144325000
2018-04-27,35380770000
2018-04-30,34946571000
2018-05-01,34929375000
2018-05-02,34753116000
2018-05-03,35655906000
2018-05-04,36133095000
2018-05-07,35776278000
2018-05-08,35711793000
2018-05-09,35685999000
2018-05-10,35819268000
2018-05-11,35668803000
2018-05-14,35522637000
2018-05-15,35329182000
2018-05-16,35088438000
2018-05-17,35028252000
2018-05-18,35028252000
2018-05-21,35397966000
2018-05-22,35161521000
2018-05-23,35608617000
2018-05-24,35651607000
2018-05-25,35664504000
2018-05-29,35531235000
2018-05-30,36047115000
2018-05-31,35557029000
2018-06-01,35952537000
2018-06-04,35969733000
2018-06-05,35892351000
2018-06-06,36017022000
2018-06-07,35819268000
2018-06-08,35935341000
2018-06-11,35922444000
2018-06-12,36068610000
2018-06-13,35733288000
2018-06-14,35926743000
2018-06-15,36253467000
2018-06-18,35797773000
2018-06-19,35544132000
2018-06-20,35217408000
2018-06-21,34937973000
2018-06-22,35200212000
2018-06-25,35122830000
2018-06-26,35075541000
2018-06-27,34392000000
2018-06-28,34723023000
2018-06-29,34968066000
2018-07-02,35027894000
2018-07-03,34912361000
2018-07-05,35211891000
2018-07-06,35211891000
2018-07-09,35280355000
2018-07-10,35691139000
2018-07-11,35819509000
2018-07-12,36050575000
2018-07-13,36101923000
2018-07-16,35845183000
2018-07-17,35815230000
