,ECL
2009-04-13,8705565000
2009-04-14,8776515000
2009-04-15,8842735000
2009-04-16,8809625000
2009-04-17,8908955000
2009-04-20,8854560000
2009-04-21,8866385000
2009-04-22,8757595000
2009-04-23,8774150000
2009-04-24,8965715000
2009-04-27,8847465000
2009-04-28,9031935000
2009-04-29,9211675000
2009-04-30,9117075000
2009-05-01,9010650000
2009-05-04,9436350000
2009-05-05,9358305000
2009-05-06,9192755000
2009-05-07,9133630000
2009-05-08,9067410000
2009-05-11,8934970000
2009-05-12,9027205000
2009-05-13,8660630000
2009-05-14,8750500000
2009-05-15,8575490000
2009-05-18,8712660000
2009-05-19,8651170000
2009-05-20,8764690000
2009-05-21,8679550000
2009-05-22,8684280000
2009-05-26,8908955000
2009-05-27,8641710000
2009-05-28,8681915000
2009-05-29,8833275000
2009-06-01,9117075000
2009-06-02,9060315000
2009-06-03,8934970000
2009-06-04,8892400000
2009-06-05,8845100000
2009-06-08,8887670000
2009-06-09,9069775000
2009-06-10,8939700000
2009-06-11,9086330000
2009-06-12,9150185000
2009-06-15,9020110000
2009-06-16,8800165000
2009-06-17,9043760000
2009-06-18,9017745000
2009-06-19,8942065000
2009-06-22,8854560000
2009-06-23,8852195000
2009-06-24,9017745000
2009-06-25,9327560000
2009-06-26,9135995000
2009-06-29,9237690000
2009-06-30,9240630000
2009-07-01,9233520000
2009-07-02,9060510000
2009-07-06,9088950000
2009-07-07,8913570000
2009-07-08,8925420000
2009-07-09,8811660000
2009-07-10,8842470000
2009-07-13,9017850000
2009-07-14,8946750000
2009-07-15,8987040000
2009-07-16,9027330000
2009-07-17,9055770000
2009-07-20,9093690000
2009-07-21,9046290000
2009-07-22,9119760000
2009-07-23,9335430000
2009-07-24,9503700000
2009-07-27,9579540000
2009-07-28,9489480000
2009-07-29,9693300000
2009-07-30,9788100000
2009-07-31,9837870000
2009-08-03,10093830000
2009-08-04,10022730000
2009-08-05,9949260000
2009-08-06,9923190000
2009-08-07,9956370000
2009-08-10,9925560000
2009-08-11,9913710000
2009-08-12,9925560000
2009-08-13,10017990000
2009-08-14,9970590000
2009-08-17,9861570000
2009-08-18,10027470000
2009-08-19,10162560000
2009-08-20,10065390000
2009-08-21,10186260000
2009-08-24,10022730000
2009-08-25,9954000000
2009-08-26,9944520000
2009-08-27,9949260000
2009-08-28,9968220000
2009-08-31,10022730000
2009-09-01,9956370000
2009-09-02,10055910000
2009-09-03,10091460000
2009-09-04,10138860000
2009-09-08,10247880000
2009-09-09,10349790000
2009-09-10,10518060000
2009-09-11,10428000000
2009-09-14,10875930000
2009-09-15,10928070000
2009-09-16,11214840000
2009-09-17,11252760000
2009-09-18,11150850000
2009-09-21,11060790000
2009-09-22,10980210000
2009-09-23,10854600000
2009-09-24,10880670000
2009-09-25,10854600000
2009-09-28,10994430000
2009-09-29,10875930000
2009-09-30,10882542000
2009-10-01,10633018000
2009-10-02,10569460000
2009-10-05,10694222000
2009-10-06,10795444000
2009-10-07,10708346000
2009-10-08,10833108000
2009-10-09,10814276000
2009-10-12,10856648000
2009-10-13,10854294000
2009-10-14,10962578000
2009-10-15,10917852000
2009-10-16,10896666000
2009-10-19,10964932000
2009-10-20,10868418000
2009-10-21,10797798000
2009-10-22,10906082000
2009-10-23,10851940000
2009-10-26,10811922000
2009-10-27,10581230000
2009-10-28,10392910000
2009-10-29,10536504000
2009-10-30,10348184000
2009-11-02,10369370000
2009-11-03,10477654000
2009-11-04,10435282000
2009-11-05,10625956000
2009-11-06,10635372000
2009-11-09,10861356000
2009-11-10,10917852000
2009-11-11,10884896000
2009-11-12,10720116000
2009-11-13,10811922000
2009-11-16,10863710000
2009-11-17,10913144000
2009-11-18,10818984000
2009-11-19,10661266000
2009-11-20,10661266000
2009-11-23,10743656000
2009-11-24,10616540000
2009-11-25,10661266000
2009-11-27,10463530000
2009-11-30,10571814000
2009-12-01,10705992000
2009-12-02,10778966000
2009-12-03,10616540000
2009-12-04,10642434000
2009-12-07,10574168000
2009-12-08,10475300000
2009-12-09,10609478000
2009-12-10,10722470000
2009-12-11,10633018000
2009-12-14,10689514000
2009-12-15,10593000000
2009-12-16,10665974000
2009-12-17,10527088000
2009-12-18,10524734000
2009-12-21,10550628000
2009-12-22,10527088000
2009-12-23,10564752000
2009-12-24,10644788000
2009-12-28,10644788000
2009-12-29,10675390000
2009-12-30,10642434000
2009-12-31,10494132000
2010-01-04,10651850000
2010-01-05,10489424000
2010-01-06,10458822000
2010-01-07,10571814000
2010-01-08,10661266000
2010-01-11,10894312000
2010-01-12,10929622000
2010-01-13,11077924000
2010-01-14,10920206000
2010-01-15,10861356000
2010-01-19,11044968000
2010-01-20,11087340000
2010-01-21,10783674000
2010-01-22,10562398000
2010-01-25,10609478000
2010-01-26,10477654000
2010-01-27,10510610000
2010-01-28,10334060000
2010-01-29,10334060000
2010-02-01,10444698000
2010-02-02,10517672000
2010-02-03,10480008000
2010-02-04,10159864000
2010-02-05,10209298000
2010-02-08,10244608000
2010-02-09,10395264000
2010-02-10,10305812000
2010-02-11,9729082000
2010-02-12,9837366000
2010-02-16,9976252000
2010-02-17,9971544000
2010-02-18,10056288000
2010-02-19,10020978000
2010-02-22,9915048000
2010-02-23,9787932000
2010-02-24,9889154000
2010-02-25,9924464000
2010-02-26,9919756000
2010-03-01,9971544000
2010-03-02,9933880000
2010-03-03,10044518000
2010-03-04,10046872000
2010-03-05,10145740000
2010-03-08,10051580000
2010-03-09,10016270000
2010-03-10,10023332000
2010-03-11,10051580000
2010-03-12,10268148000
2010-03-15,10246962000
2010-03-16,10289334000
2010-03-17,10263440000
2010-03-18,10155156000
2010-03-19,10166926000
2010-03-22,10214006000
2010-03-23,10221068000
2010-03-24,10190466000
2010-03-25,10145740000
2010-03-26,10237546000
2010-03-29,10270502000
2010-03-30,10334060000
2010-03-31,10257930000
2010-04-01,10369962000
2010-04-05,10400304000
2010-04-06,10400304000
2010-04-07,10432980000
2010-04-08,10362960000
2010-04-09,10507668000
2010-04-12,10503000000
2010-04-13,10531008000
2010-04-14,10575354000
2010-04-15,10598694000
2010-04-16,10568352000
2010-04-19,10622034000
2010-04-20,10724730000
2010-04-21,10825092000
2010-04-22,10946460000
2010-04-23,11114508000
2010-04-26,11135514000
2010-04-27,10953462000
2010-04-28,11077164000
2010-04-29,11436600000
2010-04-30,11399256000
2010-05-03,11515956000
2010-05-04,11340906000
2010-05-05,11340906000
2010-05-06,11086500000
2010-05-07,11142516000
2010-05-10,11443602000
2010-05-11,11401590000
2010-05-12,11322234000
2010-05-13,11226540000
2010-05-14,11081832000
2010-05-17,11177526000
2010-05-18,11123844000
2010-05-19,11084166000
2010-05-20,10631370000
2010-05-21,10888110000
2010-05-24,10748070000
2010-05-25,10876440000
2010-05-26,10778412000
2010-05-27,11091168000
2010-05-28,11023482000
2010-06-01,10888110000
2010-06-02,11107506000
2010-06-03,11119176000
2010-06-04,10780746000
2010-06-07,10603362000
2010-06-08,10710726000
2010-06-09,10624368000
2010-06-10,10846098000
2010-06-11,10839096000
2010-06-14,10731732000
2010-06-15,11018814000
2010-06-16,10981470000
2010-06-17,11028150000
2010-06-18,10969800000
2010-06-21,10965132000
2010-06-22,10881108000
2010-06-23,10881108000
2010-06-24,10657044000
2010-06-25,10659378000
2010-06-28,10638372000
2010-06-29,10517004000
2010-06-30,10455048000
2010-07-01,10496952000
2010-07-02,10457376000
2010-07-06,10534200000
2010-07-07,10955568000
2010-07-08,11088264000
2010-07-09,11141808000
2010-07-12,11030064000
2010-07-13,11295456000
2010-07-14,11218632000
2010-07-15,11279160000
2010-07-16,11074296000
2010-07-19,11188368000
2010-07-20,11428152000
2010-07-21,11211648000
2010-07-22,11267520000
2010-07-23,11470056000
2010-07-26,11586456000
2010-07-27,11255880000
2010-07-28,11374608000
2010-07-29,11379264000
2010-07-30,11386248000
2010-08-02,11437464000
2010-08-03,11358312000
2010-08-04,11523600000
2010-08-05,11488680000
2010-08-06,11446776000
2010-08-09,11488680000
2010-08-10,11397888000
2010-08-11,11144136000
2010-08-12,11183712000
2010-08-13,11104560000
2010-08-16,11111544000
2010-08-17,11262864000
2010-08-18,11186040000
2010-08-19,10962552000
2010-08-20,11046360000
2010-08-23,10876416000
2010-08-24,10811232000
2010-08-25,10839168000
2010-08-26,10825200000
2010-08-27,11085936000
2010-08-30,10978848000
2010-08-31,11034720000
2010-09-01,11316408000
2010-09-02,11442120000
2010-09-03,11502648000
2010-09-07,11335032000
2010-09-08,11421168000
2010-09-09,11451432000
2010-09-10,11358312000
2010-09-13,11430480000
2010-09-14,11532912000
2010-09-15,11614392000
2010-09-16,11674920000
2010-09-17,11677248000
2010-09-20,11784336000
2010-09-21,11807616000
2010-09-22,11758728000
2010-09-23,11646984000
2010-09-24,11861160000
2010-09-27,11798304000
2010-09-28,11784336000
2010-09-29,11772696000
2010-09-30,11771680000
2010-10-01,11906240000
2010-10-04,11778640000
2010-10-05,12087200000
2010-10-06,12101120000
2010-10-07,12003680000
2010-10-08,11980480000
2010-10-11,11985120000
2010-10-12,12031520000
2010-10-13,12133600000
2010-10-14,12052400000
2010-10-15,12077920000
2010-10-18,12001360000
2010-10-19,11776320000
2010-10-20,11869120000
2010-10-21,11959600000
2010-10-22,11961920000
2010-10-25,12091840000
2010-10-26,11435280000
2010-10-27,11500240000
2010-10-28,11416720000
2010-10-29,11442240000
2010-11-01,11442240000
2010-11-02,11465440000
2010-11-03,11481680000
2010-11-04,11493280000
2010-11-05,11518800000
2010-11-08,11523440000
2010-11-09,11326240000
2010-11-10,11391200000
2010-11-11,11481680000
2010-11-12,11340160000
2010-11-15,11191680000
2010-11-16,11045520000
2010-11-17,11075680000
2010-11-18,11342480000
2010-11-19,11384240000
2010-11-22,11384240000
2010-11-23,11233440000
2010-11-24,11395840000
2010-11-26,11316960000
2010-11-29,11265920000
2010-11-30,11091920000
2010-12-01,11108160000
2010-12-02,11126720000
2010-12-03,11040880000
2010-12-06,10913280000
2010-12-07,10955040000
2010-12-08,11031600000
2010-12-09,11091920000
2010-12-10,11133680000
2010-12-13,11354080000
2010-12-14,11497920000
2010-12-15,11377280000
2010-12-16,11546640000
2010-12-17,11616240000
2010-12-20,11676560000
2010-12-21,11655680000
2010-12-22,11660320000
2010-12-23,11658000000
2010-12-27,11660320000
2010-12-28,11695120000
2010-12-29,11676560000
2010-12-30,11711360000
2010-12-31,11697440000
2011-01-03,11720640000
2011-01-04,11544320000
2011-01-05,11567520000
2011-01-06,11509520000
2011-01-07,11426000000
2011-01-10,11484000000
2011-01-11,11368000000
2011-01-12,11488640000
2011-01-13,11377280000
2011-01-14,11328560000
2011-01-18,11391200000
2011-01-19,11535040000
2011-01-20,11507200000
2011-01-21,11632480000
2011-01-24,11685840000
2011-01-25,11595360000
2011-01-26,11704400000
2011-01-27,11588400000
2011-01-28,11428320000
2011-01-31,11528080000
2011-02-01,11743840000
2011-02-02,11611600000
2011-02-03,11646400000
2011-02-04,11664960000
2011-02-07,11706720000
2011-02-08,11697440000
2011-02-09,11551280000
2011-02-10,11662640000
2011-02-11,11495600000
2011-02-14,11472400000
2011-02-15,11435280000
2011-02-16,11539680000
2011-02-17,10931840000
2011-02-18,11449200000
2011-02-22,11170800000
2011-02-23,11133680000
2011-02-24,11017680000
2011-02-25,11189360000
2011-02-28,11284480000
2011-03-01,11247360000
2011-03-02,11205600000
2011-03-03,11370320000
2011-03-04,11217200000
2011-03-07,11001440000
2011-03-08,11124400000
2011-03-09,11052480000
2011-03-10,11133680000
2011-03-11,11289120000
2011-03-14,11326240000
2011-03-15,11347120000
2011-03-16,11168480000
2011-03-17,11094240000
2011-03-18,11075680000
2011-03-21,11298400000
2011-03-22,11314640000
2011-03-23,11456160000
2011-03-24,11518800000
2011-03-25,11509520000
2011-03-28,11593040000
2011-03-29,11597680000
2011-03-30,11669600000
2011-03-31,11816232000
2011-04-01,11943612000
2011-04-04,11964456000
2011-04-05,12045516000
2011-04-06,11985300000
2011-04-07,11920452000
2011-04-08,11932032000
2011-04-11,11881080000
2011-04-12,11760648000
2011-04-13,11686536000
2011-04-14,11686536000
2011-04-15,11797704000
2011-04-18,11751384000
2011-04-19,11897292000
2011-04-20,11894976000
2011-04-21,11985300000
2011-04-25,12045516000
2011-04-26,11980668000
2011-04-27,12216900000
2011-04-28,12251640000
2011-04-29,12219216000
2011-05-02,12177528000
2011-05-03,12101100000
2011-05-04,12084888000
2011-05-05,11966772000
2011-05-06,12015408000
2011-05-09,12152052000
2011-05-10,12212268000
2011-05-11,12059412000
2011-05-12,12203004000
2011-05-13,12059412000
2011-05-16,12082572000
2011-05-17,11894976000
2011-05-18,12242376000
2011-05-19,12200688000
2011-05-20,12131208000
2011-05-23,12198372000
2011-05-24,12203004000
2011-05-25,12297960000
2011-05-26,12344280000
2011-05-27,12504084000
2011-05-31,12710208000
2011-06-01,12571248000
2011-06-02,12582828000
2011-06-03,12529560000
2011-06-06,12478608000
2011-06-07,12529560000
2011-06-08,12409128000
2011-06-09,12596724000
2011-06-10,12460080000
2011-06-13,12515664000
2011-06-14,12770424000
2011-06-15,12714840000
2011-06-16,12619884000
2011-06-17,12494820000
2011-06-20,12557352000
2011-06-21,12707892000
2011-06-22,12624516000
2011-06-23,12626832000
2011-06-24,12603672000
2011-06-27,12633780000
2011-06-28,12751896000
2011-06-29,12812112000
2011-06-30,13074522000
2011-07-01,13162644000
2011-07-05,13076841000
2011-07-06,13130178000
2011-07-07,13134816000
2011-07-08,13102350000
2011-07-11,12986400000
2011-07-12,12940020000
2011-07-13,13004952000
2011-07-14,12865812000
2011-07-15,12921468000
2011-07-18,12756819000
2011-07-19,12844941000
2011-07-20,11898789000
2011-07-21,12337080000
2011-07-22,12302295000
2011-07-25,12054162000
2011-07-26,11799072000
2011-07-27,11629785000
2011-07-28,11611233000
2011-07-29,11595000000
2011-08-01,11541663000
2011-08-02,11254107000
2011-08-03,11486007000
2011-08-04,11168304000
2011-08-05,11080182000
2011-08-08,10426224000
2011-08-09,10727694000
2011-08-10,10377525000
2011-08-11,10783350000
2011-08-12,10913214000
2011-08-15,10959594000
2011-08-16,10804221000
2011-08-17,10790307000
2011-08-18,10361292000
2011-08-19,10326507000
2011-08-22,10646529000
2011-08-23,11377014000
2011-08-24,11537025000
2011-08-25,11543982000
2011-08-26,11780520000
2011-08-29,12153879000
2011-08-30,12248958000
2011-08-31,12429840000
2011-09-01,12153879000
2011-09-02,11977635000
2011-09-06,12019377000
2011-09-07,12320847000
2011-09-08,12130689000
2011-09-09,11641380000
2011-09-12,11541663000
2011-09-13,11669208000
2011-09-14,11898789000
2011-09-15,11959083000
2011-09-16,12033291000
2011-09-19,11901108000
2011-09-20,11921979000
2011-09-21,11648337000
2011-09-22,11407161000
2011-09-23,11372376000
2011-09-26,11657613000
2011-09-27,11847771000
2011-09-28,11428032000
2011-09-29,11439627000
2011-09-30,14251435000
2011-10-03,14012405000
2011-10-04,14484635000
2011-10-05,14755730000
2011-10-06,14601235000
2011-10-07,14647875000
2011-10-10,15120105000
2011-10-11,15230875000
2011-10-12,15385370000
2011-10-13,15344560000
2011-10-14,15388285000
2011-10-17,15260025000
2011-10-18,15534035000
2011-10-19,15501970000
2011-10-20,15507800000
2011-10-21,15717680000
2011-10-24,15837195000
2011-10-25,15350389999
2011-10-26,15609825000
2011-10-27,16090800000
2011-10-28,16032500000
2011-10-31,15694360000
2011-11-01,15295005000
2011-11-02,15787639999
2011-11-03,16210315000
2011-11-04,16041245000
2011-11-07,16230720000
2011-11-08,16367725000
2011-11-09,15685615000
2011-11-10,15950880000
2011-11-11,16376470000
2011-11-14,16216145000
2011-11-15,16219060000
2011-11-16,16003350000
2011-11-17,15790555000
2011-11-18,15805130000
2011-11-21,15481565000
2011-11-22,15452415000
2011-11-23,15356220000
2011-11-25,15598165000
2011-11-28,16137440000
2011-11-29,16169505000
2011-11-30,16621330000
2011-12-01,16213230000
2011-12-02,16277360000
2011-12-05,16099545000
2011-12-06,16201570000
2011-12-07,16146185000
2011-12-08,16154930000
2011-12-09,16294850000
2011-12-12,16122865000
2011-12-13,15936305000
2011-12-14,15764320000
2011-12-15,15843025000
2011-12-16,15950880000
2011-12-19,15773065000
2011-12-20,16172420000
2011-12-21,16367725000
2011-12-22,16420195000
2011-12-23,16589264999
2011-12-27,16688375000
2011-12-28,16481410000
2011-12-29,16799145000
2011-12-30,16851615000
2012-01-03,16912830000
2012-01-04,16927405000
2012-01-05,16968215000
2012-01-06,16991535000
2012-01-09,17067325000
2012-01-10,17163520000
2012-01-11,17294695000
2012-01-12,17434615000
2012-01-13,17399635000
2012-01-17,17385060000
2012-01-18,17647410000
2012-01-19,17533725000
2012-01-20,17600770000
2012-01-23,17609515000
2012-01-24,17778585000
2012-01-25,17764010000
2012-01-26,17711540000
2012-01-27,17638665000
2012-01-30,17568705000
2012-01-31,17618260000
2012-02-01,17667815000
2012-02-02,17635750000
2012-02-03,17935995000
2012-02-06,17866035000
2012-02-07,17979720000
2012-02-08,18032190000
2012-02-09,17970975000
2012-02-10,17839800000
2012-02-13,17912675000
2012-02-14,17871865000
2012-02-15,17988465000
2012-02-16,18067170000
2012-02-17,18029275000
2012-02-21,17970975000
2012-02-22,18055510000
2012-02-23,18122555000
2012-02-24,18274135000
2012-02-27,18253730000
2012-02-28,18000125000
2012-02-29,17490000000
2012-03-01,17522065000
2012-03-02,17358825000
2012-03-05,17315100000
2012-03-06,17297610000
2012-03-07,17303440000
2012-03-08,17294695000
2012-03-09,17405465000
2012-03-12,17265545000
2012-03-13,17498745000
2012-03-14,17437530000
2012-03-15,17437530000
2012-03-16,17510405000
2012-03-19,17551215000
2012-03-20,17632835000
2012-03-21,17536640000
2012-03-22,17495830000
2012-03-23,17568705000
2012-03-26,17982635000
2012-03-27,17909760000
2012-03-28,17909760000
2012-03-29,17988465000
2012-03-30,17991380000
2012-04-02,18191208000
2012-04-03,18150342000
2012-04-04,17946012000
2012-04-05,17951850000
2012-04-09,17873037000
2012-04-10,17490648000
2012-04-11,17598651000
2012-04-12,18045258000
2012-04-13,17983959000
2012-04-16,18036501000
2012-04-17,18264183000
2012-04-18,18229155000
2012-04-19,18173694000
2012-04-20,18162018000
2012-04-23,18109476000
2012-04-24,18129909000
2012-04-25,18299211000
2012-04-26,18380943000
2012-04-27,18626139000
2012-04-30,18591111000
2012-05-01,18780846000
2012-05-02,18684519000
2012-05-03,18713709000
2012-05-04,18538569000
2012-05-07,18961824000
2012-05-08,18938472000
2012-05-09,18871335000
2012-05-10,18918039000
2012-05-11,18888849000
2012-05-14,18757494000
2012-05-15,18757494000
2012-05-16,18865497000
2012-05-17,18310887000
2012-05-18,18354672000
2012-05-21,18786684000
2012-05-22,18920957999
2012-05-23,18912201000
2012-05-24,18999771000
2012-05-25,18783765000
2012-05-29,18804198000
2012-05-30,18631977000
2012-05-31,18450999000
2012-06-01,18074448000
2012-06-04,18176613000
2012-06-05,18281697000
2012-06-06,18947229000
2012-06-07,19169073000
2012-06-08,19423026000
2012-06-11,19139882999
2012-06-12,19443459000
2012-06-13,19341294000
2012-06-14,19516434000
2012-06-15,19563138000
2012-06-18,19545624000
2012-06-19,19659465000
2012-06-20,19367565000
2012-06-21,18979338000
2012-06-22,19420107000
2012-06-25,19300428000
2012-06-26,19449297000
2012-06-27,19525191000
2012-06-28,19452216000
2012-06-29,20003907000
2012-07-02,20128979000
2012-07-03,20184592000
2012-07-05,20085074000
2012-07-06,19850913999
2012-07-09,19888965000
2012-07-10,19754323000
2012-07-11,19657732000
2012-07-12,19707491000
2012-07-13,19812863000
2012-07-16,19751396000
2012-07-17,19944578000
2012-07-18,19865549000
2012-07-19,19883111000
2012-07-20,19678221000
2012-07-23,19496747000
2012-07-24,19145507000
2012-07-25,19148434000
2012-07-26,19318200000
2012-07-27,19660659000
2012-07-30,19947505000
2012-07-31,19157215000
2012-08-01,19230390000
2012-08-02,18580596000
2012-08-03,18852807000
2012-08-06,18858661000
2012-08-07,18873296000
2012-08-08,18785486000
2012-08-09,18887931000
2012-08-10,19125018000
2012-08-13,19057697000
2012-08-14,18964033000
2012-08-15,19051843000
2012-08-16,19543579000
2012-08-17,19549433000
2012-08-20,19356251000
2012-08-21,19271368000
2012-08-22,19695783000
2012-08-23,19549433000
2012-08-24,19470404000
2012-08-27,19362105000
2012-08-28,19031354000
2012-08-29,19060624000
2012-08-30,18735727000
2012-08-31,18741581000
2012-09-04,18577669000
2012-09-05,18703530000
2012-09-06,19007938000
2012-09-07,19101602000
2012-09-10,18917201000
2012-09-11,18791340000
2012-09-12,18773778000
2012-09-13,18996230000
2012-09-14,18767924000
2012-09-17,18688895000
2012-09-18,18624501000
2012-09-19,18612793000
2012-09-20,18606939000
2012-09-21,18764997000
2012-09-24,18876223000
2012-09-25,18665479000
2012-09-26,18820610000
2012-09-27,19057697000
2012-09-28,18969887000
2012-10-01,19076434000
2012-10-02,19041178000
2012-10-03,18926596000
2012-10-04,19067620000
2012-10-05,19094062000
2012-10-08,19064682000
2012-10-09,18847270000
2012-10-10,18694494000
2012-10-11,18706246000
2012-10-12,19461312000
2012-10-15,19940206000
2012-10-16,20207564000
2012-10-17,20389720000
2012-10-18,20530744000
2012-10-19,20292765999
2012-10-22,20489612000
2012-10-23,20325084000
2012-10-24,20269262000
2012-10-25,20330960000
2012-10-26,20436728000
2012-10-31,20448480000
2012-11-01,20806915999
2012-11-02,20745218000
2012-11-05,20783412000
2012-11-06,20965568000
2012-11-07,20707024000
2012-11-08,20577752000
2012-11-09,20527806000
2012-11-12,20395596000
2012-11-13,20345650000
2012-11-14,20054788000
2012-11-15,20184060000
2012-11-16,20263386000
2012-11-19,20566000000
2012-11-20,20660015999
2012-11-21,20477860000
2012-11-23,20668830000
2012-11-26,20510178000
2012-11-27,20577752000
2012-11-28,20850986000
2012-11-29,21097778000
2012-11-30,21177104000
2012-12-03,21012576000
2012-12-04,21115406000
2012-12-05,20906808000
2012-12-06,21268182000
2012-12-07,21365136000
2012-12-10,21165352000
2012-12-11,21309314000
2012-12-12,20715838000
2012-12-13,20765784000
2012-12-14,20718776000
2012-12-17,20883304000
2012-12-18,21115406000
2012-12-19,21094840000
2012-12-20,21221174000
2012-12-21,20918560000
2012-12-24,21177104000
2012-12-26,21100715999
2012-12-27,21094840000
2012-12-28,20795164000
2012-12-31,21239260000
2013-01-02,21957082000
2013-01-03,21889140000
2013-01-04,21962990000
2013-01-07,21830060000
2013-01-08,21638050000
2013-01-09,21673498000
2013-01-10,21608510000
2013-01-11,21508074000
2013-01-14,21546476000
2013-01-15,21602602000
2013-01-16,21516936000
2013-01-17,21658727999
2013-01-18,21806427999
2013-01-22,21906864000
2013-01-23,21679406000
2013-01-24,21614418000
2013-01-25,21694176000
2013-01-28,21460810000
2013-01-29,21528752000
2013-01-30,21339696000
2013-01-31,21386960000
2013-02-01,21821198000
2013-02-04,21646912000
2013-02-05,21951174000
2013-02-06,21877324000
2013-02-07,21694176000
2013-02-08,21977760000
2013-02-11,21877324000
2013-02-12,21995484000
2013-02-13,22057518000
2013-02-14,22101827999
2013-02-15,22217034000
2013-02-19,22358826000
2013-02-20,22098874000
2013-02-21,21853692000
2013-02-22,22066380000
2013-02-25,21505120000
2013-02-26,22403136000
2013-02-27,22837374000
2013-02-28,22612870000
2013-03-01,22677858000
2013-03-04,22840327999
2013-03-05,22828512000
2013-03-06,22943718000
2013-03-07,23020522000
2013-03-08,23082556000
2013-03-11,23280474000
2013-03-12,23469530000
2013-03-13,23617230000
2013-03-14,23620184000
2013-03-15,23525656000
2013-03-18,23271612000
2013-03-19,23392726000
2013-03-20,23448852000
2013-03-21,23292290000
2013-03-22,23475438000
2013-03-25,23552242000
2013-03-26,23301152000
2013-03-27,23141636000
2013-03-28,23685172000
2013-04-01,23969250000
2013-04-02,24180300000
2013-04-03,23987340000
2013-04-04,24074775000
2013-04-05,23921010000
2013-04-08,24132060000
2013-04-09,24291854999
2013-04-10,24816465000
2013-04-11,25015455000
2013-04-12,24789330000
2013-04-15,24279795000
2013-04-16,24698880000
2013-04-17,24590340000
2013-04-18,24520995000
2013-04-19,24792345000
2013-04-22,25030530000
2013-04-23,25262685000
2013-04-24,25111935000
2013-04-25,25244595000
2013-04-26,25006410000
2013-04-29,25099875000
2013-04-30,25512930000
2013-05-01,25401375000
2013-05-02,25407405000
2013-05-03,25802370000
2013-05-06,25733025000
2013-05-07,26281755000
2013-05-08,26191305000
2013-05-09,26164170000
2013-05-10,26170200000
2013-05-13,26224470000
2013-05-14,26522955000
2013-05-15,26875710000
2013-05-16,26580240000
2013-05-17,26860635000
2013-05-20,26556120000
2013-05-21,26848575000
2013-05-22,26360145000
2013-05-23,26287785000
2013-05-24,26272710000
2013-05-28,26248590000
2013-05-29,25941060000
2013-05-30,25766190000
2013-05-31,25467705000
2013-06-03,25250625000
2013-06-04,25482780000
2013-06-05,25178265000
2013-06-06,25353135000
2013-06-07,25552125000
2013-06-10,25509915000
2013-06-11,25235550000
2013-06-12,25401375000
2013-06-13,25555140000
2013-06-14,25335045000
2013-06-17,26025479999
2013-06-18,26149095000
2013-06-19,25832520000
2013-06-20,25322985000
2013-06-21,25256655000
2013-06-24,25304895000
2013-06-25,25449615000
2013-06-26,25907895000
2013-06-27,25838550000
2013-06-28,25684785000
2013-07-01,26014242000
2013-07-02,25950969000
2013-07-03,25860579000
2013-07-05,26062450000
2013-07-08,26170918000
2013-07-09,26652998000
2013-07-10,26713258000
2013-07-11,27086870000
2013-07-12,27204377000
2013-07-15,27349001000
2013-07-16,27514715999
2013-07-17,27611132000
2013-07-18,27864224000
2013-07-19,28141420000
2013-07-22,28406564000
2013-07-23,28554201000
2013-07-24,28225784000
2013-07-25,28183602000
2013-07-26,28017887000
2013-07-29,27749730000
2013-07-30,28246875000
2013-07-31,27761782000
2013-08-01,28334252000
2013-08-02,28207706000
2013-08-05,27858198000
2013-08-06,28171550000
2013-08-07,28111290000
2013-08-08,28035965000
2013-08-09,28032952000
2013-08-12,27957627000
2013-08-13,28066095000
2013-08-14,28029939000
2013-08-15,27779860000
2013-08-16,27632223000
2013-08-19,27487599000
2013-08-20,27297780000
2013-08-21,27324897000
2013-08-22,27581002000
2013-08-23,27632223000
2013-08-26,27852172000
2013-08-27,27297780000
2013-08-28,27367079000
2013-08-29,27611132000
2013-08-30,27523755000
2013-09-03,27894354000
2013-09-04,28240849000
2013-09-05,28057056000
2013-09-06,27939549000
2013-09-09,28258927000
2013-09-10,28741007000
2013-09-11,28954930000
2013-09-12,28924800000
2013-09-13,28831397000
2013-09-16,29180905000
2013-09-17,29006151000
2013-09-18,29828700000
2013-09-19,29768440000
2013-09-20,29566569000
2013-09-23,29638881000
2013-09-24,29635868000
2013-09-25,29717219000
2013-09-26,29864856000
2013-09-27,29560543000
2013-09-30,29746512000
2013-10-01,29963376000
2013-10-02,29972412000
2013-10-03,29445312000
2013-10-04,29921208000
2013-10-07,29297724000
2013-10-08,29189292000
2013-10-09,29406156000
2013-10-10,29767596000
2013-10-11,30126024000
2013-10-14,30333852000
2013-10-15,30005544000
2013-10-16,30674208000
2013-10-17,30812760000
2013-10-18,31177212000
2013-10-21,30909144000
2013-10-22,31403112000
2013-10-23,31107936000
2013-10-24,31601904000
2013-10-25,31680216000
2013-10-28,31101912000
2013-10-29,32372976000
2013-10-30,32035632000
2013-10-31,31927200000
2013-11-01,31833828000
2013-11-04,31915152000
2013-11-05,31722383999
2013-11-06,32044668000
2013-11-07,31511544000
2013-11-08,32095872000
2013-11-11,31924188000
2013-11-12,32056716000
2013-11-13,32014548000
2013-11-14,32237436000
2013-11-15,32412132000
2013-11-18,32249483999
2013-11-19,32101896000
2013-11-20,32104908000
2013-11-21,32354904000
2013-11-22,32366952000
2013-11-25,32071776000
