,CFG
2019-05-13,15815487644
2019-05-14,15994167834
2019-05-15,15673459800
2019-05-16,15925444684
2019-05-17,15925444684
2019-05-20,15966678574
2019-05-21,16159103395
2019-05-22,15980423204
2019-05-23,15586410476
2019-05-24,15778835297
2019-05-28,15467290349
2019-05-29,15554339673
2019-05-30,15357333309
2019-05-31,14926668234
2019-06-03,15164908488
2019-06-04,15824650730
2019-06-05,15719275233
2019-06-06,15765090667
2019-06-07,15513105783
2019-06-10,15787998384
2019-06-11,15962097031
2019-06-12,15920863141
2019-06-13,15980423204
2019-06-14,16021657094
2019-06-17,15751346037
2019-06-18,16168266482
2019-06-19,15884210794
2019-06-20,16017075551
2019-06-21,15939189314
2019-06-24,15787998384
2019-06-25,15733019863
2019-06-26,15755927580
2019-06-27,15930026227
2019-06-28,16200337285
2019-07-01,15867061937
2019-07-02,15608553624
2019-07-03,15826948578
2019-07-05,15996316093
2019-07-08,15867061937
2019-07-09,16040886492
2019-07-10,15595182505
2019-07-11,15849233777
2019-07-12,15933917535
2019-07-15,15635295863
2019-07-16,15572897305
2019-07-17,15309931953
2019-07-18,15430272029
2019-07-19,16415277841
2019-07-22,16303851844
2019-07-23,16562360156
2019-07-24,16767383990
2019-07-25,16499961598
2019-07-26,16794126230
2019-07-29,16727270632
2019-07-30,16776298070
2019-07-31,16606930555
2019-08-01,15902718256
2019-08-02,15826948578
2019-08-05,15430272029
2019-08-06,15501584667
2019-08-07,14810743488
2019-08-08,14931083564
2019-08-09,14846399806
2019-08-12,14565606295
2019-08-13,14766173089
2019-08-14,14137730467
2019-08-15,14004019271
2019-08-16,14440809178
2019-08-19,14685946371
2019-08-20,14396238780
2019-08-21,14529949976
2019-08-22,14605719653
2019-08-23,14160015666
2019-08-26,14356125421
2019-08-27,14213500145
2019-08-28,14645833012
2019-08-29,14926626524
2019-08-30,15038052521
2019-09-03,14659204132
2019-09-04,14819657567
2019-09-05,15243076355
2019-09-06,15216334116
2019-09-09,15920546415
2019-09-10,16170140648
2019-09-11,16138941369
2019-09-12,16210254007
2019-09-13,16415277841
2019-09-16,16473219359
2019-09-17,16223625126
2019-09-18,16317222964
2019-09-19,16121113209
2019-09-20,15991859053
2019-09-23,15987402013
2019-09-24,15719979621
2019-09-25,15867061937
2019-09-26,15670952182
2019-09-27,15769007060
2019-09-30,15374794514
2019-10-01,14866213525
2019-10-02,14561934301
2019-10-03,14531506378
2019-10-04,14674952298
2019-10-07,14753195527
2019-10-08,14162024463
2019-10-09,14340245151
2019-10-10,14679299144
2019-10-11,14987925214
2019-10-14,15022699983
2019-10-15,15266123362
2019-10-16,15270470208
2019-10-17,15218308056
2019-10-18,15353060283
2019-10-21,15466078281
2019-10-22,15622564739
2019-10-23,15639952123
2019-10-24,15466078281
2019-10-25,15583443125
2019-10-28,15722542199
2019-10-29,15531280972
2019-10-30,15431303513
2019-10-31,15283510746
2019-11-01,15670380046
2019-11-04,16148533112
2019-11-05,16474546567
2019-11-06,16378915954
2019-11-07,16600605103
2019-11-08,16744051023
2019-11-11,16683195178
2019-11-12,16687542024
2019-11-13,16474546567
2019-11-14,16331100647
2019-11-15,16518015028
2019-11-18,16518015028
2019-11-19,16531055566
2019-11-20,16518015028
2019-11-21,16565830334
2019-11-22,16774478945
2019-11-25,16839681636
2019-11-26,16731010484
2019-11-27,16800560021
2019-11-29,16717969946
2019-12-02,16652767255
2019-12-03,16413690722
2019-12-04,16674501486
2019-12-05,16761438407
2019-12-06,16965740172
2019-12-09,16930965403
2019-12-10,17096145553
2019-12-11,17013555478
2019-12-12,17630807619
2019-12-13,17439546392
2019-12-16,17513442775
2019-12-17,17617767081
2019-12-18,17561258082
2019-12-19,17522136467
2019-12-20,17622113927
2019-12-23,17578645466
2019-12-24,17609073389
2019-12-26,17713397694
2019-12-27,17596032850
2019-12-30,17574298620
2019-12-31,17369645076
2020-01-02,17429525655
2020-01-03,17070242182
2020-01-06,16980421313
2020-01-07,16873491708
2020-01-08,17006084418
2020-01-09,17117291208
2020-01-10,16903431997
2020-01-13,17048856261
2020-01-14,17113014024
2020-01-15,16672464050
2020-01-16,16933372287
2020-01-17,17480851866
2020-01-21,17147231497
2020-01-22,17172894603
2020-01-23,17048856261
2020-01-24,16736621813
2020-01-27,16296071840
2020-01-28,16257577182
2020-01-29,16090766998
2020-01-30,16214805340
2020-01-31,15945342734
2020-02-03,16116430103
2020-02-04,16377338340
2020-02-05,16899154813
2020-02-06,16561257261
2020-02-07,16432941734
2020-02-10,16462882024
2020-02-11,16681018419
2020-02-12,16629692208
2020-02-13,16659632497
2020-02-14,16539871340
2020-02-18,16236191261
2020-02-19,16403001445
2020-02-20,16586920366
2020-02-21,16086489813
2020-02-24,15423526261
2020-02-25,14730622419
2020-02-26,14409833603
2020-02-27,13875185577
2020-02-28,13554396761
2020-03-02,14251577787
2020-03-03,13323428814
2020-03-04,13562951129
2020-03-05,12733177393
2020-03-06,11967561419
2020-03-09,9734871261
2020-03-10,10868325077
2020-03-11,9982947946
2020-03-12,9089016446
2020-03-13,10119817840
2020-03-16,7917067972
2020-03-17,8173699025
2020-03-18,6552646209
2020-03-19,7429468972
2020-03-20,7493626735
2020-03-23,6787891341
2020-03-24,7613387893
2020-03-25,7574893235
2020-03-26,8862325683
2020-03-27,8537259683
2020-03-30,8404666972
2020-03-31,8024591526
2020-04-01,7380405816
2020-04-02,7431599383
2020-04-03,7226825117
2020-04-06,8016059265
2020-04-07,8331752925
2020-04-08,8758365978
2020-04-09,9432414601
2020-04-13,9039930593
2020-04-14,8673043367
2020-04-15,7926470524
2020-04-16,7333478381
2020-04-17,8476801363
2020-04-20,8660244975
2020-04-21,8229365792
2020-04-22,8353083577
2020-04-23,8638914323
2020-04-24,8788228891
2020-04-27,9568930778
2020-04-28,9509204951
2020-04-29,9952882526
2020-04-30,9551866256
2020-05-01,9138051595
2020-05-04,9044196723
2020-05-05,9035664462
2020-05-06,8762632108
2020-05-07,9065527376
2020-05-08,9470809776
2020-05-11,8993003157
2020-05-12,8587720756
2020-05-13,8246430314
2020-05-14,8596253017
2020-05-15,8498132015
2020-05-18,9206309683
2020-05-19,8818091805
2020-05-20,9244704858
2020-05-21,9108188681
2020-05-22,9078325767
2020-05-26,10200318097
2020-05-27,10934092548
2020-05-28,10520277886
2020-05-29,10281374577
2020-06-01,10550140800
2020-06-02,10716519891
2020-06-03,11441762081
2020-06-04,12141407488
2020-06-05,12478431800
2020-06-08,12973302941
2020-06-09,12589351194
2020-06-10,11625205694
2020-06-11,10443487537
2020-06-12,11015149028
2020-06-15,11369237862
2020-06-16,11620939563
2020-06-17,11249786207
2020-06-18,11155931335
2020-06-19,10814640893
2020-06-22,10848769937
2020-06-23,11006616767
2020-06-24,10272842316
2020-06-25,10776245718
2020-06-26,9880358307
2020-06-29,10038205137
2020-06-30,10773595463
2020-07-01,10342480906
2020-07-02,10141863240
2020-07-06,10359554749
2020-07-07,10030883256
2020-07-08,10099178631
2020-07-09,9702211762
2020-07-10,10321138601
2020-07-13,10402239359
2020-07-14,10197353233
2020-07-15,10863233143
2020-07-16,10863233143
2020-07-17,10735179314
2020-07-20,10530293188
2020-07-21,10905917752
2020-07-22,10888843908
2020-07-23,11119340800
2020-07-24,10918723135
2020-07-27,10611393946
2020-07-28,10321138601
2020-07-29,10820548533
2020-07-30,10577246258
2020-07-31,10590051641
2020-08-03,10342480906
2020-08-04,10333943984
2020-08-05,10615662407
2020-08-06,10568709336
2020-08-07,10854696221
2020-08-10,11046776964
2020-08-11,11375448458
2020-08-12,11307153083
2020-08-13,10965676206
2020-08-14,11055313886
2020-08-17,10858964682
2020-08-18,10568709336
2020-08-19,10585783180
2020-08-20,10372360132
2020-08-21,10325407062
2020-08-24,10769327002
2020-08-25,10901649291
2020-08-26,10824816994
2020-08-27,11102266956
2020-08-28,11221783863
2020-08-31,11042508503
2020-09-01,11170562332
2020-09-02,11435206911
2020-09-03,11422401528
2020-09-04,11678509186
2020-09-08,11362643075
2020-09-09,11580334584
2020-09-10,11405327685
2020-09-11,11571797662
2020-09-14,11947422227
2020-09-15,11392522302
2020-09-16,11789489171
2020-09-17,11733999179
2020-09-18,11593139967
2020-09-21,11025434659
2020-09-22,10461997812
2020-09-23,10222963999
2020-09-24,10171742467
2020-09-25,10427850125
2020-09-28,10816280072
2020-09-29,10577246258
2020-09-30,10796451500
2020-10-01,10860512723
2020-10-02,11193631084
2020-10-05,11736016108
2020-10-06,11586539920
2020-10-07,12009343994
2020-10-08,12197256916
2020-10-09,11941012023
2020-10-12,12158820182
2020-10-13,11966636512
2020-10-14,11778723590
2020-10-15,11915387533
2020-10-16,11364461013
2020-10-19,11377273258
2020-10-20,11795806583
2020-10-21,11765911346
2020-10-22,12325379362
2020-10-23,12440689564
2020-10-26,12111841951
2020-10-27,11385814754
2020-10-28,11052696393
2020-10-29,11407168495
2020-10-30,11637788899
2020-11-02,11970907260
2020-11-03,12389440586
2020-11-04,11411439243
2020-11-05,12346733104
2020-11-06,11834243317
2020-11-09,13807328995
2020-11-10,14008054161
2020-11-11,13529730360
2020-11-12,13102655538
2020-11-13,13559625598
2020-11-16,14110552118
2020-11-17,14123364363
2020-11-18,13884202463
2020-11-19,14012324909
2020-11-20,13785975254
2020-11-23,14200237831
2020-11-24,14973243259
2020-11-25,14819496323
2020-11-27,14580334423
2020-11-30,13948263686
2020-12-01,14358255515
2020-12-02,14674290883
2020-12-03,14772518092
2020-12-04,15131260943
2020-12-07,15080011964
2020-12-08,15199592914
2020-12-09,15293549375
2020-12-10,15374693592
2020-12-11,15105636454
2020-12-14,14785330337
2020-12-15,15071470468
2020-12-16,15109907202
2020-12-17,14853662309
2020-12-18,14610229660
2020-12-21,14845120812
2020-12-22,14623041905
2020-12-23,15101365705
2020-12-24,14998867748
2020-12-28,14994597000
2020-12-29,14896369791
2020-12-30,15118448698
2020-12-31,15232104884
2021-01-04,15129875992
2021-01-05,15457860353
2021-01-06,16531263717
2021-01-07,17110560771
2021-01-08,16850729004
2021-01-11,16965736508
2021-01-12,17165934754
2021-01-13,17144637069
2021-01-14,17655781528
2021-01-15,17306499481
2021-01-19,17391690224
2021-01-20,17076484474
2021-01-21,16578118626
2021-01-22,16352363157
2021-01-25,16207538893
2021-01-26,15781585177
2021-01-27,14997830340
2021-01-28,15849737772
2021-01-29,15521753411
2021-02-01,15849737772
2021-02-02,16190500745
2021-02-03,16522744643
2021-02-04,17004072342
2021-02-05,17012591417
2021-02-08,17242606423
2021-02-09,17289461332
2021-02-10,17195751514
2021-02-11,17025370028
2021-02-12,17259644572
2021-02-16,17902834683
2021-02-17,17817643940
2021-02-18,17421506984
2021-02-19,18107292467
2021-02-22,18418238679
2021-02-23,18933642676
2021-02-24,19755733348
2021-02-25,18827154247
2021-02-26,18503429423
2021-03-01,18869749618
2021-03-02,18937902213
2021-03-03,19001795270
2021-03-04,18605658314
2021-03-05,18869749618
2021-03-08,19538496952
2021-03-09,18767520726
2021-03-10,19006054807
2021-03-11,19010314345
2021-03-12,19372375003
2021-03-15,19142359997
2021-03-16,18716406281
2021-03-17,19031612030
2021-03-18,19329779632
2021-03-19,18971978510
2021-03-22,18503429423
2021-03-23,18005063575
2021-03-24,17992284963
2021-03-25,18784558875
2021-03-26,19172176757
2021-03-29,18473612662
2021-03-30,19074207402
2021-03-31,18805635369
2021-04-01,19142134847
2021-04-05,19129356386
2021-04-06,19091021002
2021-04-07,19163432282
2021-04-08,19044166645
2021-04-09,19325292791
2021-04-12,19559564579
2021-04-13,19073983054
2021-04-14,19389185097
2021-04-15,19031388184
2021-04-16,19095280489
2021-04-19,19001571774
2021-04-20,18192269233
2021-04-21,18758781012
2021-04-22,18392465125
2021-04-23,19137875360
2021-04-26,19482893812
2021-04-27,19636235346
2021-04-28,19670311243
2021-04-29,20032367643
2021-04-30,19712906113
2021-05-03,19951437389
2021-05-04,20471094810
2021-05-05,20739442495
2021-05-06,20935378899
2021-05-07,21058904024
2021-05-10,21020568641
2021-05-11,20867227106
2021-05-12,20445537888
2021-05-13,21075941972
2021-05-14,21497631191
2021-05-17,21612637342
2021-05-18,21144093765
2021-05-19,20850189158
2021-05-20,20701107111
2021-05-21,21037606589
2021-05-24,21007790179
2021-05-25,20607398396
2021-05-26,20909821977
2021-05-27,21335770683
2021-05-28,21254840429
2021-06-01,21446517347
2021-06-02,21267618890
2021-06-03,21425219911
2021-06-04,21263359403
2021-06-07,21254840429
2021-06-08,21131315304
2021-06-09,20632955318
2021-06-10,20126076358
2021-06-11,20381645582
2021-06-14,20062184052
2021-06-15,20326272250
2021-06-16,20402943017
2021-06-17,19282697920
2021-06-18,18848230240
2021-06-21,19380666123
2021-06-22,19419001506
2021-06-23,19559564579
2021-06-24,19832171751
2021-06-25,20160152254
2021-06-28,19606418937
2021-06-29,19487153299
2021-06-30,19544597708
2021-07-01,19791728004
2021-07-02,19621293317
2021-07-06,19046076249
2021-07-07,18922511101
2021-07-08,18551815658
2021-07-09,19305989147
2021-07-12,19544597708
2021-07-13,19105728390
2021-07-14,19007728445
2021-07-15,19127032726
2021-07-16,18321728831
2021-07-19,17554772740
2021-07-20,18181120214
2021-07-21,18747815548
2021-07-22,18530511322
2021-07-23,18590163462
2021-07-26,18837293758
2021-07-27,18884163297
2021-07-28,18449554846
2021-07-29,18257815823
2021-07-30,17963815988
2021-08-02,17806163903
2021-08-03,18266337557
2021-08-04,17959555121
2021-08-05,18377120104
2021-08-06,18735032946
2021-08-09,18696685141
2021-08-10,18977902375
2021-08-11,19318771748
2021-08-12,19301728280
2021-08-13,19075902320
2021-08-16,18862858961
2021-08-17,18458076580
2021-08-18,18274859292
2021-08-19,17844511707
2021-08-20,18040511597
2021-08-23,18240772354
2021-08-24,18534772189
2021-08-25,18918250234
2021-08-26,18619989532
2021-08-27,19063119718
2021-08-30,18517728720
2021-08-31,18658337337
2021-09-01,18406946174
2021-09-02,18530511322
2021-09-03,18351554901
2021-09-07,18283381026
2021-09-08,18168337612
2021-09-09,18423989643
2021-09-10,18257815823
2021-09-13,18743554680
2021-09-14,18223728886
2021-09-15,18637033001
2021-09-16,18628511267
2021-09-17,18611467798
2021-09-20,18044772464
2021-09-21,17810424770
2021-09-22,18185381081
2021-09-23,19139815327
2021-09-24,19310250014
2021-09-27,20077206105
2021-09-28,20175206049
2021-09-29,20447901548
2021-09-30,19952306402
2021-10-01,20500166667
2021-10-04,20495919688
2021-10-05,20805949141
2021-10-06,20623329052
2021-10-07,20665798840
2021-10-08,20831431014
2021-10-11,20525648540
2021-10-12,20500166667
2021-10-13,20156161384
2021-10-14,20351522409
2021-10-15,20423721049
2021-10-18,20546883434
2021-10-19,20852665908
2021-10-20,21608628134
2021-10-21,21005557144
2021-10-22,21353809406
2021-10-25,21366550342
2021-10-26,21073508805
2021-10-27,20219866066
2021-10-28,20343028452
2021-10-29,20122185554
2021-11-01,20377004282
2021-11-02,20054233893
2021-11-03,20585106243
2021-11-04,20313299600
2021-11-05,20296311685
2021-11-08,20347275430
2021-11-09,20313299600
2021-11-10,20393992197
2021-11-11,20861159865
2021-11-12,20963087356
2021-11-15,21213659106
2021-11-16,21328327533
2021-11-17,21256128894
2021-11-18,21294351703
2021-11-19,21069261826
2021-11-22,21349562427
2021-11-23,21591640219
2021-11-24,21676579795
2021-11-26,20623329052
2021-11-29,20716762586
2021-11-30,20075468787
2021-12-01,19756945377
2021-12-02,20415227091
2021-12-03,19684746738
2021-12-06,20198631172
2021-12-07,20525648540
2021-12-08,20215619088
2021-12-09,20117938575
2021-12-10,20130679512
2021-12-13,19659264865
2021-12-14,19994776190
2021-12-15,20024505042
2021-12-16,20011764105
2021-12-17,19306765624
2021-12-20,18894808681
2021-12-21,19463903840
2021-12-22,19595560183
2021-12-23,19803662144
2021-12-27,20045739936
2021-12-28,20088209724
2021-12-29,20088209724
2021-12-30,20075468787
2021-12-31,19958482545
2022-01-03,20756821847
2022-01-04,21698777743
2022-01-05,21534041062
2022-01-06,22725213988
2022-01-07,22902622722
2022-01-10,22775902198
2022-01-11,23037791281
2022-01-12,23320800451
2022-01-13,23527777307
2022-01-14,23802338443
2022-01-18,23515105255
2022-01-19,22961758966
2022-01-20,22032475123
2022-01-21,21381976433
2022-01-24,21584729271
2022-01-25,21800154162
2022-01-26,22019803071
2022-01-27,21880410494
2022-01-28,21838170319
2022-01-31,21741017918
2022-02-01,22366172503
2022-02-02,22446428835
2022-02-03,22374620538
2022-02-04,22830814425
2022-02-07,22906846739
2022-02-08,23388384731
2022-02-09,23363040626
2022-02-10,23232096085
2022-02-11,23008223159
2022-02-14,22666077744
2022-02-15,23295456347
2022-02-16,23329248486
2022-02-17,22425308748
2022-02-18,22492893027
2022-02-22,22442204818
2022-02-23,21901530581
2022-02-24,21322840188
2022-02-25,22378844556
2022-02-28,22142299577
2022-03-01,20511828834
2022-03-02,21415768572
2022-03-03,21200343681
2022-03-04,20347092152
2022-03-07,19189711366
2022-03-08,19274191715
2022-03-09,20211923593
2022-03-10,19971154598
2022-03-11,19802193899
2022-03-14,20600533201
2022-03-15,20566741061
2022-03-16,21263703943
2022-03-17,21010262895
2022-03-18,20803286039
2022-03-21,20731477742
2022-03-22,21103191280
2022-03-23,20330196083
2022-03-24,20545620974
2022-03-25,20570965078
2022-03-28,20144339314
2022-03-29,20545620974
2022-03-30,19768401759
2022-03-31,22279560188
2022-04-01,21719253578
2022-04-04,21404695482
2022-04-05,21154031999
2022-04-06,20682194854
2022-04-07,20470851132
2022-04-08,20559320597
2022-04-11,20554405627
2022-04-12,20102228363
2022-04-13,20264422381
2022-04-14,20087483452
2022-04-18,20264422381
2022-04-19,21645529025
2022-04-20,21783148192
2022-04-21,21149117028
2022-04-22,20564235567
2022-04-25,20485596043
2022-04-26,19645136129
2022-04-27,19517346902
2022-04-28,19807330147
2022-04-29,19364982824
2022-05-02,19364982824
2022-05-03,19743435534
2022-05-04,20392211608
2022-05-05,19949864285
2022-05-06,19664796010
2022-05-09,19374812764
2022-05-10,19188043895
2022-05-11,18691631898
2022-05-12,18573672612
2022-05-13,18647397166
2022-05-16,18671972017
2022-05-17,19369897794
2022-05-18,18676886988
2022-05-19,18529437880
2022-05-20,18554012731
2022-05-23,19192958865
2022-05-24,19025849876
2022-05-25,19463282229
2022-05-26,19807330147
2022-05-27,20087483452
2022-05-31,20338146935
2022-06-01,19679540921
2022-06-02,20195612798
2022-06-03,19890884642
2022-06-06,19959694225
2022-06-07,20180867887
2022-06-08,19846649909
2022-06-09,19104489400
2022-06-10,17983876181
2022-06-13,17408824660
2022-06-14,17526783947
2022-06-15,17836427073
2022-06-16,17222055791
2022-06-17,17507124066
2022-06-21,17777447430
2022-06-22,17865916895
2022-06-23,17276120463
2022-06-24,18200134872
2022-06-27,17885576776
2022-06-28,18057600735
2022-06-29,17757787549
2022-06-30,17689787152
2022-07-01,17902917117
2022-07-05,17783960858
2022-07-06,17625352511
2022-07-07,18066481975
2022-07-08,17997090823
2022-07-11,17942569204
2022-07-12,17873178052
2022-07-13,17536135316
2022-07-14,17313092329
2022-07-15,18239959854
2022-07-18,18423350755
2022-07-19,18780219534
2022-07-20,18621611188
2022-07-21,18606741655
2022-07-22,18423350755
2022-07-25,18691002339
2022-07-26,18145786148
2022-07-27,18502654928
2022-07-28,18512567950
2022-07-29,18819871621
2022-08-01,18626567699
2022-08-02,18205264278
2022-08-03,18477872374
2022-08-04,18140829637
2022-08-05,18443176798
2022-08-08,18443176798
2022-08-09,18413437733
2022-08-10,19037958098
2022-08-11,19518739648
2022-08-12,19781434722
2022-08-15,19741782635
2022-08-16,19870651917
2022-08-17,19583174289
2022-08-18,19697174038
2022-08-19,19320479215
2022-08-22,18884306262
2022-08-23,18879349751
2022-08-24,18824828132
2022-08-25,19181696912
2022-08-26,18467959352
2022-08-29,18230046832
2022-08-30,18210220789
2022-08-31,18180481724
2022-09-01,18155699170
2022-09-02,17932656182
2022-09-06,17699700173
2022-09-07,17947525715
2022-09-08,18750480469
2022-09-09,18993349500
2022-09-12,19394826877
2022-09-13,18458046330
2022-09-14,18289524962
2022-09-15,18691002339
2022-09-16,18274655430
2022-09-19,18477872374
2022-09-20,18244916365
2022-09-21,18086308018
2022-09-22,17422135567
2022-09-23,17065266787
2022-09-26,16683615453
2022-09-27,16351529228
2022-09-28,16837267289
2022-09-29,16777789159
2022-09-30,16949581187
2022-10-03,17285021094
2022-10-04,18069358524
2022-10-05,17812845653
2022-10-06,17477405746
2022-10-07,17275155214
2022-10-10,17102502321
2022-10-11,16919983548
2022-10-12,16855855330
2022-10-13,17822711533
2022-10-14,17669790399
2022-10-17,17901638570
2022-10-18,18222279658
2022-10-19,18113754982
2022-10-20,17709253917
2022-10-21,18715573639
2022-10-24,19430849911
2022-10-25,19948808591
2022-10-26,19825485096
2022-10-27,19751490999
2022-10-28,20215187341
2022-10-31,20175723822
2022-11-01,19948808591
2022-11-02,19514709888
2022-11-03,19302593476
2022-11-04,19790954517
2022-11-07,19845216855
2022-11-08,19830418036
2022-11-09,19564039286
2022-11-10,20432236693
2022-11-11,20496364910
2022-11-14,19879747434
2022-11-15,19958674471
2022-11-16,19588703985
2022-11-17,19578838105
2022-11-18,19934009772
2022-11-21,20047467387
2022-11-22,20417437873
2022-11-23,20501297850
2022-11-25,20673950743
2022-11-28,20284248498
2022-11-29,20614755465
2022-11-30,20905798914
2022-12-01,20708481322
2022-12-02,20570359007
2022-12-05,19475246369
2022-12-06,19396319332
2022-12-07,19485112249
2022-12-08,19524575767
2022-12-09,19642966323
2022-12-12,19943875651
2022-12-13,19682429841
2022-12-14,19268062897
2022-12-15,18903025351
2022-12-16,18907958291
2022-12-19,18843830074
2022-12-20,18769835977
2022-12-21,19090477064
2022-12-22,19184202921
2022-12-23,19189135860
2022-12-27,19342056995
2022-12-28,19223666439
2022-12-29,19470313430
2022-12-30,19420984031
2023-01-03,19189613692
2023-01-04,19733311323
2023-01-05,19645931347
2023-01-06,20213901193
2023-01-09,19951761264
2023-01-10,20029432354
2023-01-11,20131375660
2023-01-12,20306135612
2023-01-13,20252736738
2023-01-17,19815836856
2023-01-18,19854672401
2023-01-19,19548842484
2023-01-20,20029432354
2023-01-23,20592547757
2023-01-24,20301281169
2023-01-25,20752744380
2023-01-26,20932358776
2023-01-27,21014884309
2023-01-30,20529439996
2023-01-31,21029447639
2023-02-01,21194498705
2023-02-02,21582854155
2023-02-03,21573145269
2023-02-06,21252752023
2023-02-07,21495474179
2023-02-08,21267315352
2023-02-09,20956630992
2023-02-10,20932358776
2023-02-13,21102264286
2023-02-14,21048865411
2023-02-15,21082846513
2023-02-16,20781871039
2023-02-17,20961485435
2023-02-21,20364388930
2023-02-22,20310990055
2023-02-23,20354680044
2023-02-24,20335262271
2023-02-27,20267300067
2023-02-28,20272154510
2023-03-01,20199337863
2023-03-02,19587678029
2023-03-03,19893507946
2023-03-06,19791564641
2023-03-07,18781840469
2023-03-08,18485719439
2023-03-09,17354634189
2023-03-10,16718702139
2023-03-13,14878868193
2023-03-14,15485673584
2023-03-15,15296350302
2023-03-16,15820630160
2023-03-17,14980811499
2023-03-20,15315768075
2023-03-21,16029371215
2023-03-22,15029355930
2023-03-23,14509930515
2023-03-24,15097318134
2023-03-27,14796342660
2023-03-28,14917703738
2023-03-29,15111881463
2023-03-30,14937121511
2023-03-31,14561520390
2023-04-03,14480010398
2023-04-04,13986155739
2023-04-05,13722446940
2023-04-06,13938208685
2023-04-10,14043692204
2023-04-11,14101228669
2023-04-12,14086844553
2023-04-13,14168354545
2023-04-14,13952592801
2023-04-17,14537546863
2023-04-18,14595083328
2023-04-19,14623851561
2023-04-20,13933413979
2023-04-21,13808751638
2023-04-24,13712857529
2023-04-25,13842314576
2023-04-26,13981361033
2023-04-27,14427268638
2023-04-28,14834818600
2023-05-01,13818341049
2023-05-02,12912141722
2023-05-03,12571717637
2023-05-04,11914842993
2023-05-05,12677201156
2023-05-08,12351161187
2023-05-09,12490207645
2023-05-10,12178551792
2023-05-11,11890869466
2023-05-12,11890869466
2023-05-15,12355955893
2023-05-16,12010737102
2023-05-17,12648432924
2023-05-18,12629254102
2023-05-19,12552538815
2023-05-22,13036804064
2023-05-23,13362844033
2023-05-24,12912141722
2023-05-25,12873784079
2023-05-26,12950499366
2023-05-30,13027214653
2023-05-31,12360750598
2023-06-01,12653227629
2023-06-02,13324486389
2023-06-05,13180645227
2023-06-06,13712857529
2023-06-07,13909440452
2023-06-08,13823135754
2023-06-09,13588195188
2023-06-12,13142287583
2023-06-13,13511479901
2023-06-14,12993651715
2023-06-15,13276539335
2023-06-16,13070367002
2023-06-20,13041598769
2023-06-21,12916936428
2023-06-22,12499797056
2023-06-23,12212114730
2023-06-26,12255267079
2023-06-27,12504591761
2023-06-28,12303214133
2023-06-29,12432671179
2023-06-30,12244066696
2023-07-03,12450638374
2023-07-05,12323878481
2023-07-06,12239371885
2023-07-07,12643125619
2023-07-10,12535144969
2023-07-11,12948288324
2023-07-12,13197113299
2023-07-13,13323873192
2023-07-14,13042184541
2023-07-17,13183028866
2023-07-18,13666594384
2023-07-19,14539829202
2023-07-20,14657199473
2023-07-21,14577387689
2023-07-24,15089122071
2023-07-25,14633725419
2023-07-26,15229966397
2023-07-27,14990531044
2023-07-28,15159544234
2023-07-31,15145459802
2023-08-01,14600861743
2023-08-02,14577387689
2023-08-03,14779264555
2023-08-04,14671283906
2023-08-07,14793348988
2023-08-08,14553913635
2023-08-09,14366121201
2023-08-10,14427153742
2023-08-11,14417764120
2023-08-14,13887250494
2023-08-15,13281619894
2023-08-16,13192418488
2023-08-17,13276925083
2023-08-18,13009320865
2023-08-21,12882560972
2023-08-22,12558619023
2023-08-23,12638430808
2023-08-24,12713547781
2023-08-25,12600872321
2023-08-28,12849697296
2023-08-29,13286314705
2023-08-30,13140775569
2023-08-31,13206502921
2023-09-01,13441243463
2023-09-05,13323873192
2023-09-06,12995236432
2023-09-07,12647820429
2023-09-08,12849697296
2023-09-11,12967067567
2023-09-12,13319178381
2023-09-13,12882560972
2023-09-14,13272230272
2023-09-15,13126691136
2023-09-18,12863781729
2023-09-19,12891950594
2023-09-20,12920119459
2023-09-21,12661904862
2023-09-22,12469417617
2023-09-25,12502281293
2023-09-26,12201813399
2023-09-27,12093832749
2023-09-28,12370826589
2023-09-29,12582093078
2023-10-02,12080131334
2023-10-03,11865663545
2023-10-04,11954248067
2023-10-05,12024183215
2023-10-06,12206014602
2023-10-09,12275949750
2023-10-10,12499742226
2023-10-11,12471768167
2023-10-12,12289936780
2023-10-13,11986884470
2023-10-16,12359871929
2023-10-17,12634950180
2023-10-18,11930936351
2023-10-19,11599909981
2023-10-20,11077727538
2023-10-23,10993805359
2023-10-24,10993805359
2023-10-25,10942519584
2023-10-26,11068402851
2023-10-27,10662778989
2023-10-30,10905220838
2023-10-31,10923870211
2023-11-01,10802649287
2023-11-02,11609234667
2023-11-03,12201352259
2023-11-06,12047494932
2023-11-07,12033507902
2023-11-08,11986884470
2023-11-09,11665182786
2023-11-10,11735117935
2023-11-13,11632546383
2023-11-14,12392508331
2023-11-15,12737521731
2023-11-16,12625625493
2023-11-17,12947327177
2023-11-20,12858742655
2023-11-21,12532378629
2023-11-22,12476430510
2023-11-24,12527716285
2023-11-27,12308586153
2023-11-28,12392508331
2023-11-29,12700222985
2023-11-30,12714210015
2023-12-01,13297002920
2023-12-04,13357613382
2023-12-05,13548769455
2023-12-06,13408899158
2023-12-07,13595392887
2023-12-08,13805198333
2023-12-11,13795873647
2023-12-12,13665328036
2023-12-13,14705030578
2023-12-14,15679460316
2023-12-15,15646823913
2023-12-18,15367083319
2023-12-19,15642161570
2023-12-20,15096667411
2023-12-21,15343771602
2023-12-22,15413706751
2023-12-26,15632836883
2023-12-27,15684122659
