,WFC
2009-04-13,88182577000
2009-04-14,81906237000
2009-04-15,87644605000
2009-04-16,87196295000
2009-04-17,90827606000
2009-04-20,76212700000
2009-04-21,84327111000
2009-04-22,81502758000
2009-04-23,90065479000
2009-04-24,95938340000
2009-04-27,91006930000
2009-04-28,87330788000
2009-04-29,89527507000
2009-04-30,89706831000
2009-05-01,87913591000
2009-05-04,108715175000
2009-05-05,104321737000
2009-05-06,120326404000
2009-05-07,111001556000
2009-05-08,126333758000
2009-05-11,118936643000
2009-05-12,115215670000
2009-05-13,108491020000
2009-05-14,115170839000
2009-05-15,111494697000
2009-05-18,120729883000
2009-05-19,114094895000
2009-05-20,109656626000
2009-05-21,112256824000
2009-05-22,108984161000
2009-05-26,114991515000
2009-05-27,107953047999
2009-05-28,111046387000
2009-05-29,114319050000
2009-06-01,114005233000
2009-06-02,109342809000
2009-06-03,108177203000
2009-06-04,112525810000
2009-06-05,110822232000
2009-06-08,113825909000
2009-06-09,115036346000
2009-06-10,111674021000
2009-06-11,112167162000
2009-06-12,114229388000
2009-06-15,110777401000
2009-06-16,109387640000
2009-06-17,103514779000
2009-06-18,106249470000
2009-06-19,108446189000
2009-06-22,100914581000
2009-06-23,102707821000
2009-06-24,103873427000
2009-06-25,106697780000
2009-06-26,107011597000
2009-06-29,109970443000
2009-06-30,108760006000
2009-07-01,112934162000
2009-07-02,107975163999
2009-07-06,108068730000
2009-07-07,109144738999
2009-07-08,107179853000
2009-07-09,108910824000
2009-07-10,106992721000
2009-07-13,116021840000
2009-07-14,114150520000
2009-07-15,118360990000
2009-07-16,117191415000
2009-07-17,116957500000
2009-07-20,119390216000
2009-07-21,118594905000
2009-07-22,114384435000
2009-07-23,113495558000
2009-07-24,109799701000
2009-07-27,113308426000
2009-07-28,114711916000
2009-07-29,114056954000
2009-07-30,116349321000
2009-07-31,114431218000
2009-08-03,120700140000
2009-08-04,124208865000
2009-08-05,131085966000
2009-08-06,130852051000
2009-08-07,134547908000
2009-08-10,133986512000
2009-08-11,125799487000
2009-08-12,127109411000
2009-08-13,130431004000
2009-08-14,129729259000
2009-08-17,123039290000
2009-08-18,123226422000
2009-08-19,124489563000
2009-08-20,128559684000
2009-08-21,130711702000
2009-08-24,127811156000
2009-08-25,127857938999
2009-08-26,129214646000
2009-08-27,129776042000
2009-08-28,127717590000
2009-08-31,128746816000
2009-09-01,122618243000
2009-09-02,122056847000
2009-09-03,125893053000
2009-09-04,125893053000
2009-09-08,126220534000
2009-09-09,129495344000
2009-09-10,130337438000
2009-09-11,128325769000
2009-09-14,130618136000
2009-09-15,133705813999
2009-09-16,137588803000
2009-09-17,134641474000
2009-09-18,133284767000
2009-09-21,132349107000
2009-09-22,137495237000
2009-09-23,134547908000
2009-09-24,133097635000
2009-09-25,131881277000
2009-09-28,135202870000
2009-09-29,132629805000
2009-09-30,131834494000
2009-10-01,126743680000
2009-10-02,125218944000
2009-10-05,133843232000
2009-10-06,136559168000
2009-10-07,139418048000
2009-10-08,138417440000
2009-10-09,139179808000
2009-10-12,144278144000
2009-10-13,143229888000
2009-10-14,149328832000
2009-10-15,149519424000
2009-10-16,143039296000
2009-10-19,143277536000
2009-10-20,145135808000
2009-10-21,137702720000
2009-10-22,143754016000
2009-10-23,139703936000
2009-10-26,135558560000
2009-10-27,135272672000
2009-10-28,130841408000
2009-10-29,136130336000
2009-10-30,131127296000
2009-11-02,131556128000
2009-11-03,132175552000
2009-11-04,127791936000
2009-11-05,130031392000
2009-11-06,129221376000
2009-11-09,135320320000
2009-11-10,133890880000
2009-11-11,137226240000
2009-11-12,134462656000
2009-11-13,131889664000
2009-11-16,134415008000
2009-11-17,135177376000
2009-11-18,137512128000
2009-11-19,134939136000
2009-11-20,132794976000
2009-11-23,133747936000
2009-11-24,132747328000
2009-11-25,132604383999
2009-11-27,129316672000
2009-11-30,133604992000
2009-12-01,133366752000
2009-12-02,130793760000
2009-12-03,126219552000
2009-12-04,128459008000
2009-12-07,125600128000
2009-12-08,124027744000
2009-12-09,123694208000
2009-12-10,120644736000
2009-12-11,121073568000
2009-12-14,121454752000
2009-12-15,122264768000
2009-12-16,123122432000
2009-12-17,124218336000
2009-12-18,127601344000
2009-12-21,130269632000
2009-12-22,129411968000
2009-12-23,127934880000
2009-12-24,129078432000
2009-12-28,127458400000
2009-12-29,127124864000
2009-12-30,127791936000
2009-12-31,128601952000
2010-01-04,141801728000
2010-01-05,145694528000
2010-01-06,145902144000
2010-01-07,151196352000
2010-01-08,149794944000
2010-01-11,149483520000
2010-01-12,145746432000
2010-01-13,148341632000
2010-01-14,150469696000
2010-01-15,145746432000
2010-01-19,146784512000
2010-01-20,144396928000
2010-01-21,145331200000
2010-01-22,141490304000
2010-01-25,143566464000
2010-01-26,140088896000
2010-01-27,146369280000
2010-01-28,147666880000
2010-01-29,147563072000
2010-02-01,150158272000
2010-02-02,149431616000
2010-02-03,146057856000
2010-02-04,140452224000
2010-02-05,142320768000
2010-02-08,137182272000
2010-02-09,138635584000
2010-02-10,141075072000
2010-02-11,140556032000
2010-02-12,139517952000
2010-02-16,142165056000
2010-02-17,141853632000
2010-02-18,141905536000
2010-02-19,142061248000
2010-02-22,145383104000
2010-02-23,141646016000
2010-02-24,143566464000
2010-02-25,142424576000
2010-02-26,141905536000
2010-03-01,141957440000
2010-03-02,144656448000
2010-03-03,146369280000
2010-03-04,147563072000
2010-03-05,151300160000
2010-03-08,149950656000
2010-03-09,150417792000
2010-03-10,153480128000
2010-03-11,154466304000
2010-03-12,153791552000
2010-03-15,155141056000
2010-03-16,157165312000
2010-03-17,158566720000
2010-03-18,157217216000
2010-03-19,157684352000
2010-03-22,157840064000
2010-03-23,161317632000
2010-03-24,160175744000
2010-03-25,161213824000
2010-03-26,162044288000
2010-03-29,161421440000
2010-03-30,160071936000
2010-03-31,161525248000
2010-04-01,163741989000
2010-04-05,164472747000
2010-04-06,168491916000
2010-04-07,166978203000
2010-04-08,168230930999
2010-04-09,168596310000
2010-04-12,169222674000
2010-04-13,167813355000
2010-04-14,173711616000
2010-04-15,174912147000
2010-04-16,169953432000
2010-04-19,172354494000
2010-04-20,175851693000
2010-04-21,172302297000
2010-04-22,175277526000
2010-04-23,174755555999
2010-04-26,170788584000
2010-04-27,165568884000
2010-04-28,169379265000
2010-04-29,173450630999
2010-04-30,172824267000
2010-05-03,176843436000
2010-05-04,171936918000
2010-05-05,170475401999
2010-05-06,162750246000
2010-05-07,160871154000
2010-05-10,172093509000
2010-05-11,171780326999
2010-05-12,175695101999
2010-05-13,172667676000
2010-05-14,167239188000
2010-05-17,166873809000
2010-05-18,159670623000
2010-05-19,157008576000
2010-05-20,149753193000
2010-05-21,157165167000
2010-05-24,149857587000
2010-05-25,150849330000
2010-05-26,146360388000
2010-05-27,153511377000
2010-05-28,149753193000
2010-06-01,147352131000
2010-06-02,152310846000
2010-06-03,150640542000
2010-06-04,145003266000
2010-06-07,142445613000
2010-06-08,144898872000
2010-06-09,141088491000
2010-06-10,146830161000
2010-06-11,145316448000
2010-06-14,143019780000
2010-06-15,145681827000
2010-06-16,146777964000
2010-06-17,145786221000
2010-06-18,146516979000
2010-06-21,145838418000
2010-06-22,143332962000
2010-06-23,142602204000
2010-06-24,140201142000
2010-06-25,141192885000
2010-06-28,141088491000
2010-06-29,135346821000
2010-06-30,133624320000
2010-07-01,131945718000
2010-07-02,130373688000
2010-07-06,131788515000
2010-07-07,139701066000
2010-07-08,139596264000
2010-07-09,141482700000
2010-07-12,141797106000
2010-07-13,146408394000
2010-07-14,144941166000
2010-07-15,145727181000
2010-07-16,137500224000
2010-07-19,136347402000
2010-07-20,135770991000
2010-07-21,136557006000
2010-07-22,143526339000
2010-07-23,143683542000
2010-07-26,146251191000
2010-07-27,148766439000
2010-07-28,147089607000
2010-07-29,145098369000
2010-07-30,145307973000
2010-08-02,149709657000
2010-08-03,147351612000
2010-08-04,146355993000
2010-08-05,146093988000
2010-08-06,145412775000
2010-08-09,147928023000
2010-08-10,145517577000
2010-08-11,137814630000
2010-08-12,136242600000
2010-08-13,135404184000
2010-08-16,134565768000
2010-08-17,132784134000
2010-08-18,132993738000
2010-08-19,128015643000
2010-08-20,128906460000
2010-08-23,126967623000
2010-08-24,123875964000
2010-08-25,123666360000
2010-08-26,123089948999
2010-08-27,125762400000
2010-08-30,121832325000
2010-08-31,123404355000
2010-09-01,129220866000
2010-09-02,131526510000
2010-09-03,135404184000
2010-09-07,130583292000
2010-09-08,132155322000
2010-09-09,134618169000
2010-09-10,134932575000
2010-09-13,138862650000
2010-09-14,136557006000
2010-09-15,138024234000
2010-09-16,136557006000
2010-09-17,136295001000
2010-09-20,139177056000
2010-09-21,138233838000
2010-09-22,135246981000
2010-09-23,131212104000
2010-09-24,134094159000
2010-09-27,133779753000
2010-09-28,132836535000
2010-09-29,131212104000
2010-09-30,131631312000
2010-10-01,134348472000
2010-10-04,133402356000
2010-10-05,137975250000
2010-10-06,138238060000
2010-10-07,136661200000
2010-10-08,136398390000
2010-10-11,134821530000
2010-10-12,136556076000
2010-10-13,135662522000
2010-10-14,129933264000
2010-10-15,123941195999
2010-10-18,130721694000
2010-10-19,129039710000
2010-10-20,134558720000
2010-10-21,136818886000
2010-10-22,137239382000
2010-10-25,135189464000
2010-10-26,136188142000
2010-10-27,135347150000
2010-10-28,136345828000
2010-10-29,136976572000
2010-11-01,136293266000
2010-11-02,136503514000
2010-11-03,139079052000
2010-11-04,144335252000
2010-11-05,153586164000
2010-11-08,152640048000
2010-11-09,147856906000
2010-11-10,150222196000
2010-11-11,148172278000
2010-11-12,144755748000
2010-11-15,145333930000
2010-11-16,142916078000
2010-11-17,141181532000
2010-11-18,144598062000
2010-11-19,144492938000
2010-11-22,141654590000
2010-11-23,140866160000
2010-11-24,142495582000
2010-11-26,140393102000
2010-11-29,142968640000
2010-11-30,143021202000
2010-12-01,144703186000
2010-12-02,151273436000
2010-12-03,152692610000
2010-12-06,151063188000
2010-12-07,149644014000
2010-12-08,154374594000
2010-12-09,158053934000
2010-12-10,159105174000
2010-12-13,158842364000
2010-12-14,156739884000
2010-12-15,156582198000
2010-12-16,157791124000
2010-12-17,157475752000
2010-12-20,158211620000
2010-12-21,161996084000
2010-12-22,164571622000
2010-12-23,162889638000
2010-12-27,164046002000
2010-12-28,163993440000
2010-12-29,163047324000
2010-12-30,161996084000
2010-12-31,162889638000
2011-01-03,166704504000
2011-01-04,167074020000
2011-01-05,170874756000
2011-01-06,169713420000
2011-01-07,166282200000
2011-01-10,164698560000
2011-01-11,165754320000
2011-01-12,168974388000
2011-01-13,168340932000
2011-01-14,172880700000
2011-01-18,171508212000
2011-01-19,167918628000
2011-01-20,168340932000
2011-01-21,171613788000
2011-01-24,172616760000
2011-01-25,172616760000
2011-01-26,171297060000
2011-01-27,171561000000
2011-01-28,168076992000
2011-01-31,171138696000
2011-02-01,176523072000
2011-02-02,172722336000
2011-02-03,172880700000
2011-02-04,172933488000
2011-02-07,175889616000
2011-02-08,180007080000
2011-02-09,174886644000
2011-02-10,174200400000
2011-02-11,178212288000
2011-02-14,178792956000
2011-02-15,177789984000
2011-02-16,175784040000
2011-02-17,173936460000
2011-02-18,172300032000
2011-02-22,165648744000
2011-02-23,166282200000
2011-02-24,165965472000
2011-02-25,171033120000
2011-02-28,170294088000
2011-03-01,167074020000
2011-03-02,166546140000
2011-03-03,171085907999
2011-03-04,168446508000
2011-03-07,167443536000
2011-03-08,171613788000
2011-03-09,173144640000
2011-03-10,169238328000
2011-03-11,170927544000
2011-03-14,169449480000
2011-03-15,170346876000
2011-03-16,164856924000
2011-03-17,165543168000
2011-03-18,168024204000
2011-03-21,168288144000
2011-03-22,166334988000
2011-03-23,166018260000
2011-03-24,166493352000
2011-03-25,168604872000
2011-03-28,166862868000
2011-03-29,166757292000
2011-03-30,168446508000
2011-03-31,167390748000
2011-04-01,169485190000
2011-04-04,168110700000
2011-04-05,169115135000
2011-04-06,171282600000
2011-04-07,170066705000
2011-04-08,167159130000
2011-04-11,165996100000
2011-04-12,165996100000
2011-04-13,162189820000
2011-04-14,159387975000
2011-04-15,158013485000
2011-04-18,156057480000
2011-04-19,158965055000
2011-04-20,152409795000
2011-04-21,150876710000
2011-04-25,150982440000
2011-04-26,152621255000
2011-04-27,154735855000
2011-04-28,154735855000
2011-04-29,153890015000
2011-05-02,153995745000
2011-05-03,156004615000
2011-05-04,152145470000
2011-05-05,148709245000
2011-05-06,149343625000
2011-05-09,149132165000
2011-05-10,150823845000
2011-05-11,148867840000
2011-05-12,149237895000
2011-05-13,147651945000
2011-05-16,147281890000
2011-05-17,151986875000
2011-05-18,152885580000
2011-05-19,151246765000
2011-05-20,148022000000
2011-05-23,145537345000
2011-05-24,146065995000
2011-05-25,145695940000
2011-05-26,146436050000
2011-05-27,148762110000
2011-05-31,149978005000
2011-06-01,142418310000
2011-06-02,143581340000
2011-06-03,141995390000
2011-06-06,138823490000
2011-06-07,136233105000
2011-06-08,134065640000
2011-06-09,138612030000
2011-06-10,138876355000
2011-06-13,142206850000
2011-06-14,142841230000
2011-06-15,140356575000
2011-06-16,141678200000
2011-06-17,144480045000
2011-06-20,142471175000
2011-06-21,145167290000
2011-06-22,144691505000
2011-06-23,142946960000
2011-06-24,144109990000
2011-06-27,145114425000
2011-06-28,145325885000
2011-06-29,148392055000
2011-06-30,148339190000
2011-07-01,151248585000
2011-07-05,149929710000
2011-07-06,148347060000
2011-07-07,151195830000
2011-07-08,149296650000
2011-07-11,145551045000
2011-07-12,144495945000
2011-07-13,145234515000
2011-07-14,143915640000
2011-07-15,143388090000
2011-07-18,141805440000
2011-07-19,149876955000
2011-07-20,151406850000
2011-07-21,154994190000
2011-07-22,153728070000
2011-07-25,152725725000
2011-07-26,152831235000
2011-07-27,150773790000
2011-07-28,149296650000
2011-07-29,147397470000
2011-08-01,147344715000
2011-08-02,143388090000
2011-08-03,144021150000
2011-08-04,135791369999
2011-08-05,132995355000
2011-08-08,120967215000
2011-08-09,130726890000
2011-08-10,120703440000
2011-08-11,128141895000
2011-08-12,127297815000
2011-08-15,131993010000
2011-08-16,129513525000
2011-08-17,131254440000
2011-08-18,125134860000
2011-08-19,123235680000
2011-08-22,120756195000
2011-08-23,126295470000
2011-08-24,128880465000
2011-08-25,130621380000
2011-08-26,129724545000
2011-08-29,134103210000
2011-08-30,133997700000
2011-08-31,137690550000
2011-09-01,133100865000
2011-09-02,127667100000
2011-09-06,126189960000
2011-09-07,131676480000
2011-09-08,128722200000
2011-09-09,124079760000
2011-09-12,127139550000
2011-09-13,128511180000
2011-09-14,130252095000
2011-09-15,132889845000
2011-09-16,131623725000
2011-09-19,128352914999
2011-09-20,130146585000
2011-09-21,125082105000
2011-09-22,122233335000
2011-09-23,124976595000
2011-09-26,130779645000
2011-09-27,131676480000
2011-09-28,128985975000
2011-09-29,131834744999
2011-09-30,127245060000
2011-10-03,122202642000
2011-10-04,127632699000
2011-10-05,129161550000
2011-10-06,133748103000
2011-10-07,129372426000
2011-10-10,137754747000
2011-10-11,137332995000
2011-10-12,142077705000
2011-10-13,137702028000
2011-10-14,140601573000
2011-10-17,128739798000
2011-10-18,136331334000
2011-10-19,132746442000
2011-10-20,135804144000
2011-10-21,138703689000
2011-10-24,139810788000
2011-10-25,134697045000
2011-10-26,135804144000
2011-10-27,142710333000
2011-10-28,142763052000
2011-10-31,136594929000
2011-11-01,130584963000
2011-11-02,133537226999
2011-11-03,136067739000
2011-11-04,133906260000
2011-11-07,134011698000
2011-11-08,139863507000
2011-11-09,131744780999
2011-11-10,132219251999
2011-11-11,135224235000
2011-11-14,132324690000
2011-11-15,133326351000
2011-11-16,131481186000
2011-11-17,130057773000
2011-11-18,130163211000
2011-11-21,127474542000
2011-11-22,126156567000
2011-11-23,122360799000
2011-11-25,123942369000
2011-11-28,127316385000
2011-11-29,126947351999
2011-11-30,136331334000
2011-12-01,135171516000
2011-12-02,137438433000
2011-12-05,140970606000
2011-12-06,140496135000
2011-12-07,142604895000
2011-12-08,138071061000
2011-12-09,141866829000
2011-12-12,138598251000
2011-12-13,135962301000
2011-12-14,136331334000
2011-12-15,135013359000
2011-12-16,136963962000
2011-12-19,133431789000
2011-12-20,139705350000
2011-12-21,141761391000
2011-12-22,143659275000
2011-12-23,146506101000
2011-12-27,145557159000
2011-12-28,142921209000
2011-12-29,146347944000
2011-12-30,145293564000
2012-01-03,150184318000
2012-01-04,150871056000
2012-01-05,153301052000
2012-01-06,152878444000
2012-01-09,154780180000
2012-01-10,155361266000
2012-01-11,156470612000
2012-01-12,156417786000
2012-01-13,156417786000
2012-01-17,157579958000
2012-01-18,159745824000
2012-01-19,159270390000
2012-01-20,161330604000
2012-01-23,163337992000
2012-01-24,161330604000
2012-01-25,159534520000
2012-01-26,153459530000
2012-01-27,156364960000
2012-01-30,154516050000
2012-01-31,154304746000
2012-02-01,157896914000
2012-02-02,157949740000
2012-02-03,161806038000
2012-02-06,159534520000
2012-02-07,159851476000
2012-02-08,161806038000
2012-02-09,161541908000
2012-02-10,159851476000
2012-02-13,161753212000
2012-02-14,160696692000
2012-02-15,159376042000
2012-02-16,160432562000
2012-02-17,164236034000
2012-02-21,163549296000
2012-02-22,161594734000
2012-02-23,161911690000
2012-02-24,159428868000
2012-02-27,163919078000
2012-02-28,165715162000
2012-02-29,165292554000
2012-03-01,166613204000
2012-03-02,165239728000
2012-03-05,163602122000
2012-03-06,159059086000
2012-03-07,160643866000
2012-03-08,165873640000
2012-03-09,167247116000
2012-03-12,166454726000
2012-03-13,176069058000
2012-03-14,176280362000
2012-03-15,179978182000
2012-03-16,179027314000
2012-03-19,180929050000
2012-03-20,181298832000
2012-03-21,179714052000
2012-03-22,176174710000
2012-03-23,177125578000
2012-03-26,181668614000
2012-03-27,179608400000
2012-03-28,182091222000
2012-03-29,179291444000
2012-03-30,180347964000
2012-04-02,183141119000
2012-04-03,182981911999
2012-04-04,179797772000
2012-04-05,179001736999
2012-04-09,177356598000
2012-04-10,174703148000
2012-04-11,178417978000
2012-04-12,180540738000
2012-04-13,174278596000
2012-04-16,175923735000
2012-04-17,178736392000
2012-04-18,178152633000
2012-04-19,175764528000
2012-04-20,175127700000
2012-04-23,173482561000
2012-04-24,175499183000
2012-04-25,176985115000
2012-04-26,179585496000
2012-04-27,179214013000
2012-04-30,177303528999
2012-05-01,180912221000
2012-05-02,178152633000
2012-05-03,177197391000
2012-05-04,175286907000
2012-05-07,177781150000
2012-05-08,175923735000
2012-05-09,173164147000
2012-05-10,176136011000
2012-05-11,176772839000
2012-05-14,171996628999
2012-05-15,171094456000
2012-05-16,169661593000
2012-05-17,166848936000
2012-05-18,164195486000
2012-05-21,166636660000
2012-05-22,168069523000
2012-05-23,168441006000
2012-05-24,168812489000
2012-05-25,169077834000
2012-05-29,171147525000
2012-05-30,168228730000
2012-05-31,170086145000
2012-06-01,160056104000
2012-06-04,159472345000
2012-06-05,161966588000
2012-06-06,164354693000
2012-06-07,165469142000
2012-06-08,166795867000
2012-06-11,164460831000
2012-06-12,166105970000
2012-06-13,167591902000
2012-06-14,169980007000
2012-06-15,172208905000
2012-06-18,172261974000
2012-06-19,174915424000
2012-06-20,174119389000
2012-06-21,171625146000
2012-06-22,174119389000
2012-06-25,171041386999
2012-06-26,171572077000
2012-06-27,173694836999
2012-06-28,172368111999
2012-06-29,177462736000
2012-07-02,177415755000
2012-07-03,177045587999
2012-07-05,175194753000
2012-07-06,174771705000
2012-07-09,175882206000
2012-07-10,174348657000
2012-07-11,175935087000
2012-07-12,173714085000
2012-07-13,179319470999
2012-07-16,179901162000
2012-07-17,180429972000
2012-07-18,179583876000
2012-07-19,180588615000
2012-07-20,178790661000
2012-07-23,176834064000
2012-07-24,175723562999
2012-07-25,175353395999
2012-07-26,178579137000
2012-07-27,180588615000
2012-07-30,179583876000
2012-07-31,178790661000
2012-08-01,179266590000
2012-08-02,176305254000
2012-08-03,181593354000
2012-08-06,179795400000
2012-08-07,179583876000
2012-08-08,178843542000
2012-08-09,178843542000
2012-08-10,178896423000
2012-08-13,179583876000
2012-08-14,179583876000
2012-08-15,179636757000
2012-08-16,180482853000
2012-08-17,179954043000
2012-08-20,180165567000
2012-08-21,181804878000
2012-08-22,180747258000
2012-08-23,179372352000
2012-08-24,180006924000
2012-08-27,179901162000
2012-08-28,180324210000
2012-08-29,180165567000
2012-08-30,179107947000
2012-08-31,179954043000
2012-09-04,178737780000
2012-09-05,178473375000
2012-09-06,184237404000
2012-09-07,185083500000
2012-09-10,182915379000
2012-09-11,180588615000
2012-09-12,181540473000
2012-09-13,187991955000
2012-09-14,191059053000
2012-09-17,186828573000
2012-09-18,187410264000
2012-09-19,186405525000
2012-09-20,186141120000
2012-09-21,184924857000
2012-09-24,185612310000
2012-09-25,183602832000
2012-09-26,182016402000
2012-09-27,183814356000
2012-09-28,182598093000
2012-10-01,185154802920
2012-10-02,185795107714
2012-10-03,189103349149
2012-10-04,191931361989
2012-10-05,191237698462
2012-10-08,191024263531
2012-10-09,187289152233
2012-10-10,187982815760
2012-10-11,187716022095
2012-10-12,182753659942
2012-10-15,180886104293
2012-10-16,179979005835
2012-10-17,183927552065
2012-10-18,184461139393
2012-10-19,183233888538
2012-10-22,184087628263
2012-10-23,180726028095
2012-10-24,179925647102
2012-10-25,181739844018
2012-10-26,181259615423
2012-10-31,179765570904
2012-11-01,181739844018
2012-11-02,180032364568
2012-11-05,181526409087
2012-11-06,183127171072
2012-11-07,175603589743
2012-11-08,172615500705
2012-11-09,172615500705
2012-11-12,172722218170
2012-11-13,170854662521
2012-11-14,167706497284
2012-11-15,168453519544
2012-11-16,170427792659
2012-11-19,172882294369
2012-11-20,175656948476
2012-11-21,173896110292
2012-11-23,177150992995
2012-11-26,175550231010
2012-11-27,174109545224
2012-11-28,175070002415
2012-11-29,176937558064
2012-11-30,176137177071
2012-12-03,174749850018
2012-12-04,174696491285
2012-12-05,175977100873
2012-12-06,176830840598
2012-12-07,177311069194
2012-12-10,176350612003
2012-12-11,177631221591
2012-12-12,178751754980
2012-12-13,177471145392
2012-12-14,176884199331
2012-12-17,183447323469
2012-12-18,186542129973
2012-12-19,184727933057
2012-12-20,187075717301
2012-12-21,183980910797
2012-12-24,183660758400
2012-12-26,183180529805
2012-12-27,182380148812
2012-12-28,180939463026
2012-12-31,182380148812
2013-01-02,187640175000
2013-01-03,186087660000
2013-01-04,187051290000
2013-01-07,186141195000
2013-01-08,185819985000
2013-01-09,185819985000
2013-01-10,189513900000
2013-01-11,187907850000
2013-01-14,186141195000
2013-01-15,187961385000
2013-01-16,187854315000
2013-01-17,187533105000
2013-01-18,186997755000
2013-01-22,187586640000
2013-01-23,187104825000
2013-01-24,188229059999
2013-01-25,188121990000
2013-01-28,187961385000
2013-01-29,188817945000
2013-01-30,187211895000
2013-01-31,186462405000
2013-02-01,188068455000
2013-02-04,186087660000
2013-02-05,186569475000
2013-02-06,187211895000
2013-02-07,185552309999
2013-02-08,186730080000
2013-02-11,188764410000
2013-02-12,190102785000
2013-02-13,188068455000
2013-02-14,188496735000
2013-02-15,188229059999
2013-02-19,188121990000
2013-02-20,187907850000
2013-02-21,189835110000
2013-02-22,191762370000
2013-02-25,186248265000
2013-02-26,186034125000
2013-02-27,188068455000
2013-02-28,187800780000
2013-03-01,189460365000
2013-03-04,191922975000
2013-03-05,192083580000
2013-03-06,192993675000
2013-03-07,194974470000
2013-03-08,195402750000
2013-03-11,198775455000
2013-03-12,196259309999
2013-03-13,196848195000
2013-03-14,197918895000
2013-03-15,204503700000
2013-03-18,202148160000
2013-03-19,200702715000
2013-03-20,200435040000
2013-03-21,198828990000
2013-03-22,199150200000
2013-03-25,199203735000
2013-03-26,199685550000
2013-03-27,197972429999
2013-03-28,198025965000
2013-04-01,198668326503
2013-04-02,198399346911
2013-04-03,197269632626
2013-04-04,201304326503
2013-04-05,199851836707
2013-04-08,199152489768
2013-04-09,201465714258
2013-04-10,202111265278
2013-04-11,201788489768
2013-04-12,200174612217
2013-04-15,196731673442
2013-04-16,199367673442
2013-04-17,196677877524
2013-04-18,195117795891
2013-04-19,197377224462
2013-04-22,197592408136
2013-04-23,199744244870
2013-04-24,200873959156
2013-04-25,202487836707
2013-04-26,203778938747
2013-04-29,203778938747
2013-04-30,204316897931
2013-05-01,201519510176
2013-05-02,201250530584
2013-05-03,203025795890
2013-05-06,203886530584
2013-05-07,206576326502
2013-05-08,206845306094
2013-05-09,203832734666
2013-05-10,204585877523
2013-05-13,205500408135
2013-05-14,208512979563
2013-05-15,211417959154
2013-05-16,211202775481
2013-05-17,214538122419
2013-05-20,216259591807
2013-05-21,218841795888
2013-05-22,215721632623
2013-05-23,215237469358
2013-05-24,216474775480
2013-05-28,217981061194
2013-05-29,219218367317
2013-05-30,221908163235
2013-05-31,218142448949
2013-06-03,219110775480
2013-06-04,217550693847
2013-06-05,214215346909
2013-06-06,219056979561
2013-06-07,221908163235
2013-06-10,222015755071
2013-06-11,218734204051
2013-06-12,216636163235
2013-06-13,220240489765
2013-06-14,216044408133
2013-06-17,218465224459
2013-06-18,219702530582
2013-06-19,218734204051
2013-06-20,215667836705
2013-06-21,220348081602
2013-06-24,214107755072
2013-06-25,216797550990
2013-06-26,220670857112
2013-06-27,223575836704
2013-06-28,222015755071
2013-07-01,222132444415
2013-07-02,221380545425
2013-07-03,221380545425
2013-07-05,225945646434
2013-07-08,230027383808
2013-07-09,229329191889
2013-07-10,225945646434
2013-07-11,224978919162
2013-07-12,228953242394
2013-07-15,232820151484
2013-07-16,231047818151
2013-07-17,233679464615
2013-07-18,238513100978
2013-07-19,238727929261
2013-07-22,239694656534
2013-07-23,239372414109
2013-07-24,237976030271
2013-07-25,234431363605
2013-07-26,233679464615
2013-07-29,232283080777
2013-07-30,232336787848
2013-07-31,233625757545
2013-08-01,237707494918
2013-08-02,238942757544
2013-08-05,238137151483
2013-08-06,236472232292
2013-08-07,232390494918
2013-08-08,232121959565
2013-08-09,232175666636
2013-08-12,232014545424
2013-08-13,232659030272
2013-08-14,231477474717
2013-08-15,230886696939
2013-08-16,229597727242
2013-08-19,228201343404
2013-08-20,228738414111
2013-08-21,227503151485
2013-08-22,228147636333
2013-08-23,229651434313
2013-08-26,227664272697
2013-08-27,220789767647
2013-08-28,221541666637
2013-08-29,221541666637
2013-08-30,220628646435
2013-09-03,222293565627
2013-09-04,222884343405
2013-09-05,224602969667
2013-09-06,222508393910
2013-09-09,224065898960
2013-09-10,227986515121
2013-09-11,228255050475
2013-09-12,226966080778
2013-09-13,226590131283
2013-09-16,230349626232
2013-09-17,230134797949
2013-09-18,232605323201
2013-09-19,230725575727
2013-09-20,230134797949
2013-09-23,227234616131
2013-09-24,224119606031
2013-09-25,224549262596
2013-09-26,223475121182
2013-09-27,223367707041
2013-09-30,221917616132
2013-10-01,222328314000
2013-10-02,221095836000
2013-10-03,219702600000
2013-10-04,221310180000
2013-10-07,217666332000
2013-10-08,215630064000
2013-10-09,216273096000
2013-10-10,222060384000
2013-10-11,222006798000
2013-10-14,223721550000
2013-10-15,222596244000
2013-10-16,226186506000
2013-10-17,228705048000
2013-10-18,228705048000
2013-10-21,228383532000
2013-10-22,230098284000
2013-10-23,229133736000
2013-10-24,228758634000
2013-10-25,229669596000
2013-10-28,229508838000
2013-10-29,230205456000
2013-10-30,230955660000
2013-10-31,228758634000
2013-11-01,228651462000
2013-11-04,228812220000
2013-11-05,228437118000
2013-11-06,227418984000
2013-11-07,223507206000
2013-11-08,228865806000
2013-11-11,229080150000
2013-11-12,226561608000
2013-11-13,229133736000
2013-11-14,230902074000
2013-11-15,233313444000
2013-11-18,232616825999
2013-11-19,233420616000
2013-11-20,233742132000
2013-11-21,236207088000
2013-11-22,237707496000
2013-11-25,238350527999
