,GM
2015-07-08,49186630000
2015-07-09,48902770000
2015-07-10,49517800000
2015-07-13,49959360000
2015-07-14,50101290000
2015-07-15,49565110000
2015-07-16,48271970000
2015-07-17,48335050000
2015-07-20,48098500000
2015-07-21,47925030000
2015-07-22,47783100000
2015-07-23,49675500000
2015-07-24,48981620000
2015-07-27,48965850000
2015-07-28,49391640000
2015-07-29,50385150000
2015-07-30,50322070000
2015-07-31,49691270000
2015-08-03,49959360000
2015-08-04,49707040000
2015-08-05,49833200000
2015-08-06,50243220000
2015-08-07,50053980000
2015-08-10,50369380000
2015-08-11,48618910000
2015-08-12,48681990000
2015-08-13,48981620000
2015-08-14,49659730000
2015-08-17,49848970000
2015-08-18,50006670000
2015-08-19,49880510000
2015-08-20,48634680000
2015-08-21,46679200000
2015-08-24,43840600000
2015-08-25,43020560000
2015-08-26,44313700000
2015-08-27,45070660000
2015-08-28,45733000000
2015-08-31,46426880000
2015-09-01,45165280000
2015-09-02,46064170000
2015-09-03,45906470000
2015-09-04,45543760000
2015-09-08,47120760000
2015-09-09,46710740000
2015-09-10,47310000000
2015-09-11,47546550000
2015-09-14,48445440000
2015-09-15,48871230000
2015-09-16,49202400000
2015-09-17,49375870000
2015-09-18,48114270000
2015-09-21,48287740000
2015-09-22,47357310000
2015-09-23,46868440000
2015-09-24,46426880000
2015-09-25,46379570000
2015-09-28,45039120000
2015-09-29,45969550000
2015-09-30,46410920000
2015-10-01,47415820000
2015-10-02,49054580000
2015-10-05,49100960000
2015-10-06,49812120000
2015-10-07,51095299999
2015-10-08,51682780000
2015-10-09,50940700000
2015-10-12,51048920000
2015-10-13,51218980000
2015-10-14,51528180000
2015-10-15,51512720000
2015-10-16,51249900000
2015-10-19,51389040000
2015-10-20,51760079999
2015-10-21,54759320000
2015-10-22,54759320000
2015-10-23,55578700000
2015-10-26,55145820000
2015-10-27,54063620000
2015-10-28,54450120000
2015-10-29,53723500000
2015-10-30,53970859999
2015-11-02,54991220000
2015-11-03,55315880000
2015-11-04,54759320000
2015-11-05,54790240000
2015-11-06,55269500000
2015-11-09,55145820000
2015-11-10,55068519999
2015-11-11,54960299999
2015-11-12,54249140000
2015-11-13,53043260000
2015-11-16,54372820000
2015-11-17,54434660000
2015-11-18,56367160000
2015-11-19,55872440000
2015-11-20,56181640000
2015-11-23,55779680000
2015-11-24,55996120000
2015-11-25,56181640000
2015-11-27,56228019999
2015-11-30,55965200000
2015-12-01,56057960000
2015-12-02,55238579999
2015-12-03,54836620000
2015-12-04,56042500000
2015-12-07,55856980000
2015-12-08,54852079999
2015-12-09,54805700000
2015-12-10,55083980000
2015-12-11,53414299999
2015-12-14,53166940000
2015-12-15,53398840000
2015-12-16,54326440000
2015-12-17,52734060000
2015-12-18,52053820000
2015-12-21,52301180000
2015-12-22,53012340000
2015-12-23,53769880000
2015-12-24,53491600000
2015-12-28,53352460000
2015-12-29,53337000000
2015-12-30,53074180000
2015-12-31,52579460000
2016-01-04,51497260000
2016-01-05,50136780000
2016-01-06,48343420000
2016-01-07,46364540000
2016-01-08,45653380000
2016-01-11,46766500000
2016-01-12,46843800000
2016-01-13,47137540000
2016-01-14,46843800000
2016-01-15,45715220000
2016-01-19,45452400000
2016-01-20,45483320000
2016-01-21,45684300000
2016-01-22,45266880000
2016-01-25,45189580000
2016-01-26,45838900000
2016-01-27,45158660000
2016-01-28,44864920000
2016-01-29,45823440000
2016-02-01,46550060000
2016-02-02,45838900000
2016-02-03,44710320000
2016-02-04,44277440000
2016-02-05,44122840000
2016-02-08,44339280000
2016-02-09,43087020000
2016-02-10,42839660000
2016-02-11,41587400000
2016-02-12,42839660000
2016-02-16,44184680000
2016-02-17,45251420000
2016-02-18,44880380000
2016-02-19,44493880000
2016-02-22,45807980000
2016-02-23,45421480000
2016-02-24,44586640000
2016-02-25,45607000000
2016-02-26,45807980000
2016-02-29,45514240000
2016-03-01,46395460000
2016-03-02,46611900000
2016-03-03,48034220000
2016-03-04,48498020000
2016-03-07,48838140000
2016-03-08,47431280000
2016-03-09,47214840000
2016-03-10,47647720000
2016-03-11,48327960000
2016-03-14,48204280000
2016-03-15,48003300000
2016-03-16,48992740000
2016-03-17,49410160000
2016-03-18,49410160000
2016-03-21,49595680000
2016-03-22,49317400000
2016-03-23,48405260000
2016-03-24,47864160000
2016-03-28,47956920000
2016-03-29,48219740000
2016-03-30,47910540000
2016-03-31,48653640000
2016-04-01,47167560000
2016-04-04,46285200000
2016-04-05,45820800000
2016-04-06,46347120000
2016-04-07,45542160000
2016-04-08,45464760000
2016-04-11,45712440000
2016-04-12,45991080000
2016-04-13,47647440000
2016-04-14,47554560000
2016-04-15,47306880000
2016-04-18,48467880000
2016-04-19,49489560000
2016-04-20,49830120000
2016-04-21,50557679999
2016-04-22,49814640000
2016-04-25,49458600000
2016-04-26,49830120000
2016-04-27,49783679999
2016-04-28,50217120000
2016-04-29,49226400000
2016-05-02,49149000000
2016-05-03,48375000000
2016-05-04,47353320000
2016-05-05,47275920000
2016-05-06,47926080000
2016-05-09,47647440000
2016-05-10,48529800000
2016-05-11,48111840000
2016-05-12,48266640000
2016-05-13,47244960000
2016-05-16,47477160000
2016-05-17,47415240000
2016-05-18,47601000000
2016-05-19,46935360000
2016-05-20,47322360000
2016-05-23,47353320000
2016-05-24,48065400000
2016-05-25,48994200000
2016-05-26,48436920000
2016-05-27,48591720000
2016-05-31,48421440000
2016-06-01,46780560000
2016-06-02,46842480000
2016-06-03,45820800000
2016-06-06,46424520000
2016-06-07,46796040000
2016-06-08,45774360000
2016-06-09,45449280000
2016-06-10,44984880000
2016-06-13,45015840000
2016-06-14,44628840000
2016-06-15,44675280000
2016-06-16,44922960000
2016-06-17,45248040000
2016-06-20,45898200000
2016-06-21,45681480000
2016-06-22,45387360000
2016-06-23,46161360000
2016-06-24,43885800000
2016-06-27,42585480000
2016-06-28,42941520000
2016-06-29,43607160000
2016-06-30,43865000000
2016-07-01,44779500000
2016-07-05,43663500000
2016-07-06,44020000000
2016-07-07,44547000000
2016-07-08,45973000000
2016-07-11,46701500000
2016-07-12,47430000000
2016-07-13,47476500000
2016-07-14,47678000000
2016-07-15,47693500000
2016-07-18,47848500000
2016-07-19,48437500000
2016-07-20,48809500000
2016-07-21,49646500000
2016-07-22,49847999999
2016-07-25,49693000000
2016-07-26,49832500000
2016-07-27,49631000000
2016-07-28,48034500000
2016-07-29,48887000000
2016-08-01,48515000000
2016-08-02,46391500000
2016-08-03,46872000000
2016-08-04,47027000000
2016-08-05,47740000000
2016-08-08,47864000000
2016-08-09,48158500000
2016-08-10,48437500000
2016-08-11,49212500000
2016-08-12,48933500000
2016-08-15,49383000000
2016-08-16,49150500000
2016-08-17,49367500000
2016-08-18,48902500000
2016-08-19,49336500000
2016-08-22,49398500000
2016-08-23,49445000000
2016-08-24,49259000000
2016-08-25,48887000000
2016-08-26,48871500000
2016-08-29,49305500000
2016-08-30,49088500000
2016-08-31,49476000000
2016-09-01,49290000000
2016-09-02,49847999999
2016-09-06,49785999999
2016-09-07,49429500000
2016-09-08,49150500000
2016-09-09,47244000000
2016-09-12,48329000000
2016-09-13,47957000000
2016-09-14,47600500000
2016-09-15,48236000000
2016-09-16,48003500000
2016-09-19,49166000000
2016-09-20,49057500000
2016-09-21,49770500000
2016-09-22,50204500000
2016-09-23,49785999999
2016-09-26,49290000000
2016-09-27,48980000000
2016-09-28,49445000000
2016-09-29,48794000000
2016-09-30,47813850000
2016-10-03,48220200000
2016-10-04,48415850000
2016-10-05,49183400000
2016-10-06,48957650000
2016-10-07,48671700000
2016-10-10,48385750000
2016-10-11,47994450000
2016-10-12,47678400000
2016-10-13,47422550000
2016-10-14,47964350000
2016-10-17,47497800000
2016-10-18,47257000000
2016-10-19,47934250000
2016-10-20,47783750000
2016-10-21,48220200000
2016-10-24,49634899999
2016-10-25,47558000000
2016-10-26,47527900000
2016-10-27,47151650000
2016-10-28,47136600000
2016-10-31,47558000000
2016-11-01,47377400000
2016-11-02,47332250000
2016-11-03,46760350000
2016-11-04,46895800000
2016-11-07,48190100000
2016-11-08,47753650000
2016-11-09,46594800000
2016-11-10,49258649999
2016-11-11,51200100000
2016-11-14,50086400000
2016-11-15,50312150000
2016-11-16,50011149999
2016-11-17,50297100000
2016-11-18,49665000000
2016-11-21,49680050000
2016-11-22,50884050000
2016-11-23,50959300000
2016-11-25,51546250000
2016-11-28,51245249999
2016-11-29,52027850000
2016-11-30,51967650000
2016-12-01,54827150000
2016-12-02,53292049999
2016-12-05,52584700000
2016-12-06,52780350000
2016-12-07,54631499999
2016-12-08,54812100000
2016-12-09,56678299999
2016-12-12,55835500000
2016-12-13,56226800000
2016-12-14,54104750000
2016-12-15,54541200000
2016-12-16,54736849999
2016-12-19,54782000000
2016-12-20,55098050000
2016-12-21,54812100000
2016-12-22,53713450000
2016-12-23,53713450000
2016-12-27,53487700000
2016-12-28,52900750000
2016-12-29,52885700000
2016-12-30,52434200000
2017-01-03,52900750000
2017-01-04,55820450000
2017-01-05,54766950000
2017-01-06,54164950000
2017-01-09,54195050000
2017-01-10,56211750000
2017-01-11,57114750000
2017-01-12,56452550000
2017-01-13,56196700000
2017-01-17,56151550000
2017-01-18,56392350000
2017-01-19,56136499999
2017-01-20,55700050000
2017-01-23,55158250000
2017-01-24,55685000000
2017-01-25,57611400000
2017-01-26,56467600000
2017-01-27,55700050000
2017-01-30,54676650000
2017-01-31,55098050000
2017-02-01,54390700000
2017-02-02,53773649999
2017-02-03,54676650000
2017-02-06,55429150000
2017-02-07,52825500000
2017-02-08,52885700000
2017-02-09,52795400000
2017-02-10,52930850000
2017-02-13,53457600000
2017-02-14,56046200000
2017-02-15,55805400000
2017-02-16,55730150000
2017-02-17,56016100000
2017-02-21,56904050000
2017-02-22,56949200000
2017-02-23,56061250000
2017-02-24,55534500000
2017-02-27,56091350000
2017-02-28,55444200000
2017-03-01,56332150000
2017-03-02,56828800000
2017-03-03,57536149999
2017-03-06,57054549999
2017-03-07,56467600000
2017-03-08,56091350000
2017-03-09,55429150000
2017-03-10,55429150000
2017-03-13,55489349999
2017-03-14,55624800000
2017-03-15,55820450000
2017-03-16,55805400000
2017-03-17,54676650000
2017-03-20,53743550000
2017-03-21,51997749999
2017-03-22,51756950000
2017-03-23,51561300000
2017-03-24,52012800000
2017-03-27,52238550000
2017-03-28,53517800000
2017-03-29,53487700000
2017-03-30,53292049999
2017-03-31,52933920000
2017-04-03,51152490000
2017-04-04,51302190000
2017-04-05,50898000000
2017-04-06,51137519999
2017-04-07,50463870000
2017-04-10,50853090000
2017-04-11,50778240000
2017-04-12,50808180000
2017-04-13,49984830000
2017-04-17,50748300000
2017-04-18,50433930000
2017-04-19,50583630000
2017-04-20,51047700000
2017-04-21,50523750000
2017-04-24,50763269999
2017-04-25,50883030000
2017-04-26,51466860000
2017-04-27,51706380000
2017-04-28,51856080000
2017-05-01,51197400000
2017-05-02,49700400000
2017-05-03,50119559999
2017-05-04,49625550000
2017-05-05,50553690000
2017-05-08,50853090000
2017-05-09,51287220000
2017-05-10,51242309999
2017-05-11,51062670000
2017-05-12,50329139999
2017-05-15,50628540000
2017-05-16,50029740000
2017-05-17,48532740000
2017-05-18,48607590000
2017-05-19,48981840000
2017-05-22,49281240000
2017-05-23,49730340000
2017-05-24,49700400000
2017-05-25,48802200000
2017-05-26,49505790000
2017-05-30,50194410000
2017-05-31,50793210000
2017-06-01,51541710000
2017-06-02,51571650000
2017-06-05,51586620000
2017-06-06,51541710000
2017-06-07,51406980000
2017-06-08,51062670000
2017-06-09,51406980000
2017-06-12,51915960000
2017-06-13,51661470000
2017-06-14,51811170000
2017-06-15,51796200000
2017-06-16,51332130000
2017-06-19,51421950000
2017-06-20,51496800000
2017-06-21,51092610000
2017-06-22,51182430000
2017-06-23,51197400000
2017-06-26,51676440000
2017-06-27,51212370000
2017-06-28,51766260000
2017-06-29,52185420000
2017-06-30,50473850000
2017-07-03,51398650000
2017-07-05,50589450000
2017-07-06,50387150000
2017-07-07,50488300000
2017-07-10,50849550000
2017-07-11,51153000000
2017-07-12,51297500000
2017-07-13,51817700000
2017-07-14,52525750000
2017-07-17,52569100000
2017-07-18,52641350000
2017-07-19,52699150000
2017-07-20,52612449999
2017-07-21,52121150000
2017-07-24,51759900000
2017-07-25,51398650000
2017-07-26,51470900000
2017-07-27,51933300000
2017-07-28,51687650000
2017-07-31,51991099999
2017-08-01,50228200000
2017-08-02,50314900000
2017-08-03,50242650000
2017-08-04,50965150000
2017-08-07,51008499999
2017-08-08,51138550000
2017-08-09,50979600000
2017-08-10,50401600000
2017-08-11,50473850000
2017-08-14,51254150000
2017-08-15,51355300000
2017-08-16,51658750000
2017-08-17,50575000000
2017-08-18,50329350000
2017-08-21,50444949999
2017-08-22,51008499999
2017-08-23,51283050000
2017-08-24,51326400000
2017-08-25,51442000000
2017-08-28,51311950000
2017-08-29,51326400000
2017-08-30,51759900000
2017-08-31,52800300000
2017-09-01,53985200000
2017-09-05,53797349999
2017-09-06,54433150000
2017-09-07,53334949999
2017-09-08,53465000000
2017-09-11,53970750000
2017-09-12,54751050000
2017-09-13,55213450000
2017-09-14,56051550000
2017-09-15,56181600000
2017-09-18,55762550000
2017-09-19,55921500000
2017-09-20,56181600000
2017-09-21,56499500000
2017-09-22,56961900000
2017-09-25,58233499999
2017-09-26,58175700000
2017-09-27,58638100000
2017-09-28,58638100000
2017-09-29,58349100000
2017-10-02,59347200000
2017-10-03,61177600000
2017-10-04,61642240000
2017-10-05,61740800000
2017-10-06,63261440000
2017-10-09,63824640000
2017-10-10,63655680000
2017-10-11,64021760000
2017-10-12,63205120000
2017-10-13,64599040000
2017-10-16,64430080000
2017-10-17,63388160000
2017-10-18,63528960000
2017-10-19,63852800000
2017-10-20,64218880000
2017-10-23,63571200000
2017-10-24,65443839999
2017-10-25,63528960000
2017-10-26,63712000000
2017-10-27,62853120000
2017-10-30,61064960000
2017-10-31,60515839999
2017-11-01,60727040000
2017-11-02,59980800000
2017-11-03,59614720000
2017-11-06,59333120000
2017-11-07,58713600000
2017-11-08,59290880000
2017-11-09,59290880000
2017-11-10,60065279999
2017-11-13,61346560000
2017-11-14,60544000000
2017-11-15,60346880000
2017-11-16,61388800000
2017-11-17,61783040000
2017-11-20,63191040000
2017-11-21,63317760000
2017-11-22,62360320000
2017-11-24,62599680000
2017-11-27,62191360000
2017-11-28,63247360000
2017-11-29,61684480000
2017-11-30,60670720000
2017-12-01,60248320000
2017-12-04,60614399999
2017-12-05,60262399999
2017-12-06,59347200000
2017-12-07,59164160000
2017-12-08,59164160000
2017-12-11,58671360000
2017-12-12,58474240000
2017-12-13,58291200000
2017-12-14,57460480000
2017-12-15,57657600000
2017-12-18,59347200000
2017-12-19,59825920000
2017-12-20,59868160000
2017-12-21,59361279999
2017-12-22,59164160000
2017-12-26,58854399999
2017-12-27,58164480000
2017-12-28,58263040000
2017-12-29,57713920000
2018-01-02,58854399999
2018-01-03,60290560000
2018-01-04,62149120000
2018-01-05,61966080000
2018-01-08,62261760000
2018-01-09,62022399999
2018-01-10,60544000000
2018-01-11,62219520000
2018-01-12,62050560000
2018-01-16,62219520000
2018-01-17,61994240000
2018-01-18,61754880000
2018-01-19,60755200000
2018-01-22,60952320000
2018-01-23,61079040000
2018-01-24,62177279999
2018-01-25,60769279999
2018-01-26,61233920000
2018-01-29,60572160000
2018-01-30,60121600000
2018-01-31,59713279999
2018-02-01,59741440000
2018-02-02,57728000000
2018-02-05,55672320000
2018-02-06,58938880000
2018-02-07,59685120000
2018-02-08,57376000000
2018-02-09,58375680000
2018-02-12,59136000000
2018-02-13,58291200000
2018-02-14,58868480000
2018-02-15,58924800000
2018-02-16,57854720000
2018-02-20,57404160000
2018-02-21,57108480000
2018-02-22,57601279999
2018-02-23,57601279999
2018-02-26,58488320000
2018-02-27,56559360000
2018-02-28,55404800000
2018-03-01,53208320000
2018-03-02,52701440000
2018-03-05,53137920000
2018-03-06,53405440000
2018-03-07,53137920000
2018-03-08,53278720000
2018-03-09,53278720000
2018-03-12,53264640000
2018-03-13,53518080000
2018-03-14,53067520000
2018-03-15,53292800000
2018-03-16,53419520000
2018-03-19,52110080000
2018-03-20,51941120000
2018-03-21,52912640000
2018-03-22,51180800000
2018-03-23,49519360000
2018-03-26,50673920000
2018-03-27,49096960000
2018-03-28,49941760000
2018-03-29,51166720000
2018-04-02,50421600000
2018-04-03,52085400000
2018-04-04,53622300000
2018-04-05,53580000000
2018-04-06,53128800000
2018-04-09,53340300000
2018-04-10,55088700000
2018-04-11,54990000000
2018-04-12,54750300000
2018-04-13,54609299999
2018-04-16,55229700000
2018-04-17,55300200000
2018-04-18,54891300000
2018-04-19,53255700000
2018-04-20,53030100000
2018-04-23,53142900000
2018-04-24,53481300000
2018-04-25,53735100000
2018-04-26,53932500000
2018-04-27,53086500000
2018-04-30,51803400000
2018-05-01,51352200000
2018-05-02,51042000000
2018-05-03,50971500000
2018-05-04,51761100000
2018-05-07,51239400000
2018-05-08,51225300000
2018-05-09,51140700000
2018-05-10,52395599999
2018-05-11,52014900000
2018-05-14,51648300000
2018-05-15,52085400000
2018-05-16,53622300000
2018-05-17,54002999999
2018-05-18,53283900000
2018-05-21,53706900000
2018-05-22,53974800000
2018-05-23,53368500000
2018-05-24,54129900000
2018-05-25,54002999999
2018-05-29,52705800000
2018-05-30,53340300000
2018-05-31,60207000000
2018-06-01,60912000000
2018-06-04,61729800000
2018-06-05,61208099999
2018-06-06,61941300000
2018-06-07,62054100000
2018-06-08,62392500000
2018-06-11,63238500000
2018-06-12,62293800000
2018-06-13,62674500000
2018-06-14,61433700000
2018-06-15,61913099999
2018-06-18,61969500000
2018-06-19,59586600000
2018-06-20,59149500000
2018-06-21,57979200000
2018-06-22,58162500000
2018-06-25,57260100000
2018-06-26,57824100000
2018-06-27,56921700000
2018-06-28,57133200000
2018-06-29,55554000000
2018-07-02,55774000000
2018-07-03,55025640000
2018-07-05,55731640000
2018-07-06,55293919999
2018-07-09,56127000000
2018-07-10,56607080000
2018-07-11,55491599999
2018-07-12,55449240000
2018-07-13,55576320000
2018-07-16,55858720000
2018-07-17,56522360000
2018-07-18,56296440000
2018-07-19,55505720000
2018-07-20,55632800000
2018-07-23,55449240000
2018-07-24,55745759999
2018-07-25,53161800000
2018-07-26,51891000000
2018-07-27,52992360000
2018-07-30,53190040000
2018-07-31,53528919999
2018-08-01,52441680000
2018-08-02,51707440000
2018-08-03,53274759999
2018-08-06,53091200000
2018-08-07,53062960000
2018-08-08,53175919999
2018-08-09,52964120000
2018-08-10,51665080000
2018-08-13,51057919999
2018-08-14,51114400000
2018-08-15,50747280000
2018-08-16,51241480000
2018-08-17,51368560000
2018-08-20,51919240000
2018-08-21,52116919999
2018-08-22,51015560000
2018-08-23,50366040000
2018-08-24,50761400000
2018-08-27,53218280000
2018-08-28,52695840000
2018-08-29,52413440000
2018-08-30,51340320000
2018-08-31,50902599999
2018-09-04,50267200000
2018-09-05,49829480000
2018-09-06,48544560000
2018-09-07,47880919999
2018-09-10,47824440000
2018-09-11,47683240000
2018-09-12,48092720000
2018-09-13,48361000000
2018-09-14,48897560000
2018-09-17,49448240000
2018-09-18,49561200000
2018-09-19,50450759999
2018-09-20,50944960000
2018-09-21,49871840000
2018-09-24,49067000000
2018-09-25,47372599999
2018-09-26,47626759999
2018-09-27,47542040000
2018-09-28,47542040000
2018-10-01,48358800000
2018-10-02,47086199999
2018-10-03,48076000000
2018-10-04,48429500000
2018-10-05,48245680000
2018-10-08,48429500000
2018-10-09,46167100000
2018-10-10,46096400000
2018-10-11,45686340000
2018-10-12,44951060000
2018-10-15,45417680000
2018-10-16,45728760000
2018-10-17,45149020000
2018-10-18,43947120000
2018-10-19,44116800000
2018-10-22,44314760000
2018-10-23,45417680000
2018-10-24,43211840000
2018-10-25,45248000000
2018-10-26,46167100000
2018-10-29,46845820000
2018-10-30,47425560000
2018-10-31,51738260000
2018-11-01,51568580000
2018-11-02,50946420000
2018-11-05,51257500000
2018-11-06,51554440000
2018-11-07,52148320000
2018-11-08,51709980000
2018-11-09,50479800000
2018-11-12,50465660000
2018-11-13,50805020000
2018-11-14,49815219999
2018-11-15,50267699999
2018-11-16,50550500000
2018-11-19,50451520000
2018-11-20,49617260000
2018-11-21,50267699999
2018-11-23,50805020000
2018-11-26,53237100000
2018-11-27,51879660000
2018-11-28,52247300000
2018-11-29,51978640000
2018-11-30,53661300000
2018-12-03,54368300000
2018-12-04,51639280000
2018-12-06,50479800000
2018-12-07,49051660000
2018-12-10,48669880000
2018-12-11,49051660000
2018-12-12,50451520000
2018-12-13,49645540000
2018-12-14,49631400000
2018-12-17,49009239999
2018-12-18,49348600000
2018-12-19,49391020000
2018-12-20,48457780000
2018-12-21,46633719999
2018-12-24,45771180000
2018-12-26,47397280000
2018-12-27,48019440000
2018-12-28,47962880000
2018-12-31,47398650000
2019-01-02,47667880000
2019-01-03,45698250000
2019-01-04,47228610000
2019-01-07,48688120000
2019-01-08,49325770000
2019-01-09,49850060000
2019-01-10,49212409999
2019-01-11,52684060000
2019-01-14,53364219999
2019-01-15,53208349999
2019-01-16,53378390000
2019-01-17,54214420000
2019-01-18,54710370000
2019-01-22,54058550000
2019-01-23,53378390000
2019-01-24,54072719999
2019-01-25,54752880000
2019-01-28,54497820000
2019-01-29,54511990000
2019-01-30,55390530000
2019-01-31,55291340000
2019-02-01,54951260000
2019-02-04,55163810000
2019-02-05,55688099999
2019-02-06,56552469999
2019-02-07,54767050000
2019-02-08,54837900000
2019-02-11,54738710000
2019-02-12,55305510000
2019-02-13,55263000000
2019-02-14,55107130000
2019-02-15,55390530000
2019-02-19,56014010000
2019-02-20,56609150000
2019-02-21,56141540000
2019-02-22,56665830000
2019-02-25,56878380000
2019-02-26,56835870000
2019-02-27,56680000000
2019-02-28,55943159999
2019-03-01,56014010000
2019-03-04,55617250000
2019-03-05,55659760000
2019-03-06,54795390000
2019-03-07,53902680000
2019-03-08,53831830000
2019-03-11,54724540000
2019-03-12,54724540000
2019-03-13,54979599999
2019-03-14,53888510000
2019-03-15,53945190000
2019-03-18,53817659999
2019-03-19,54228590000
2019-03-20,52429000000
2019-03-21,52924950000
2019-03-22,51635480000
2019-03-25,52074750000
2019-03-26,52244790000
2019-03-27,51876370000
2019-03-28,52514020000
2019-03-29,52570700000
2019-04-01,53619200000
2019-04-02,53690200000
2019-04-03,54513800000
2019-04-04,55081800000
2019-04-05,55294800000
2019-04-08,55465200000
2019-04-09,55181200000
2019-04-10,55735000000
2019-04-11,55848600000
2019-04-12,56388200000
2019-04-15,56189400000
2019-04-16,56317199999
2019-04-17,56785800000
2019-04-18,57225999999
2019-04-22,56090000000
2019-04-23,56558600000
2019-04-24,56402400000
2019-04-25,55536200000
2019-04-26,56345600000
2019-04-29,56814200000
2019-04-30,55309000000
2019-05-01,55025000000
2019-05-02,54315000000
2019-05-03,55095999999
2019-05-06,54087800000
2019-05-07,54712600000
2019-05-08,54258200000
2019-05-09,53363600000
2019-05-10,53803800000
2019-05-13,51915200000
2019-05-14,52596800000
2019-05-15,53065400000
2019-05-16,53079600000
2019-05-17,52540000000
2019-05-20,52497400000
2019-05-21,52724600000
2019-05-22,50480999999
2019-05-23,49884600000
2019-05-24,49870400000
2019-05-28,49487000000
2019-05-29,49401800000
2019-05-30,49444400000
2019-05-31,47342800000
2019-06-03,47854000000
2019-06-04,50736599999
2019-06-05,50892800000
2019-06-06,49969800000
2019-06-07,50395800000
2019-06-10,51134200000
2019-06-11,51404000000
2019-06-12,50651400000
2019-06-13,51148400000
2019-06-14,50637199999
2019-06-17,51318800000
2019-06-18,52114000000
2019-06-19,52227600000
2019-06-20,52483200000
2019-06-21,52426400000
2019-06-24,52483200000
2019-06-25,53505600000
2019-06-26,54144600000
2019-06-27,54414400000
2019-06-28,54712600000
2019-07-01,55335000000
2019-07-02,54749520000
2019-07-03,54492479999
2019-07-05,54978000000
2019-07-08,54592439999
2019-07-09,54378240000
2019-07-10,54406800000
2019-07-11,54878040000
2019-07-12,55991880000
2019-07-15,56206080000
2019-07-16,56306040000
2019-07-17,55920479999
2019-07-18,55863360000
2019-07-19,56377439999
2019-07-22,56920080000
2019-07-23,58133880000
2019-07-24,58376640000
2019-07-25,58191000000
2019-07-26,58219560000
2019-07-29,58091040000
2019-07-30,57734040000
2019-07-31,57605520000
2019-08-01,57334200000
2019-08-02,56805840000
2019-08-05,55706280000
2019-08-06,55806240000
2019-08-07,56248920000
2019-08-08,57262800000
2019-08-09,56563080000
2019-08-12,55492080000
2019-08-13,55706280000
2019-08-14,53107320000
2019-08-15,52079160000
2019-08-16,52836000000
2019-08-19,53350080000
2019-08-20,52778880000
2019-08-21,53007360000
2019-08-22,53207280000
2019-08-23,51493680000
2019-08-26,51765000000
2019-08-27,51250920000
2019-08-28,52036320000
2019-08-29,52707479999
2019-08-30,52964520000
2019-09-03,52707479999
2019-09-04,54606720000
2019-09-05,55306439999
2019-09-06,55377840000
2019-09-09,56520240000
2019-09-10,56520240000
2019-09-11,56348880000
2019-09-12,55791960000
2019-09-13,55492080000
2019-09-16,53135880000
2019-09-17,54678120000
2019-09-18,54521040000
2019-09-19,53949840000
2019-09-20,53364360000
2019-09-23,53178720000
2019-09-24,52507560000
2019-09-25,52993080000
2019-09-26,53707080000
2019-09-27,53435760000
2019-09-30,53596399999
2019-10-01,51637300000
2019-10-02,49592400000
2019-10-03,50021399999
2019-10-04,49921299999
2019-10-07,49692500000
2019-10-08,48448400000
2019-10-09,48820200000
2019-10-10,49563799999
2019-10-11,50865100000
2019-10-14,50765000000
2019-10-15,51851800000
2019-10-16,52409500000
2019-10-17,51751700000
2019-10-18,51723100000
2019-10-21,51379900000
2019-10-22,51923300000
2019-10-23,52352300000
2019-10-24,51222600000
2019-10-25,52538200000
2019-10-28,52395200000
2019-10-29,54640300000
2019-10-30,54211299999
2019-10-31,53138799999
2019-11-01,54297100000
2019-11-04,54897700000
2019-11-05,54668899999
2019-11-06,54940600000
2019-11-07,55040700000
2019-11-08,55298100000
2019-11-11,55369600000
2019-11-12,55183700000
2019-11-13,53181700000
2019-11-14,52623999999
2019-11-15,52752700000
2019-11-18,52366600000
2019-11-19,52023400000
2019-11-20,50450400000
2019-11-21,49578100000
2019-11-22,50521900000
2019-11-25,51208300000
2019-11-26,51351299999
2019-11-27,51680200000
2019-11-29,51480000000
2019-12-02,51308400000
2019-12-03,50807900000
2019-12-04,51193999999
2019-12-05,50493300000
2019-12-06,50822200000
2019-12-09,50593400000
2019-12-10,50207300000
2019-12-11,50393200000
2019-12-12,51623000000
2019-12-13,50979500000
2019-12-16,51637300000
2019-12-17,51923300000
2019-12-18,53353300000
2019-12-19,53281800000
2019-12-20,53267500000
2019-12-23,52581100000
2019-12-24,52309400000
2019-12-26,52166399999
2019-12-27,52280800000
2019-12-30,52109200000
2019-12-31,52447800000
2020-01-02,53565540000
2020-01-03,52046560000
2020-01-06,51358720000
2020-01-07,50369950000
2020-01-08,49653450000
2020-01-09,50269640000
2020-01-10,49653450000
2020-01-13,50126339999
2020-01-14,50369950000
2020-01-15,50369950000
2020-01-16,50943149999
2020-01-17,51014800000
2020-01-21,50140670000
2020-01-22,50026029999
2020-01-23,49983040000
2020-01-24,49166230000
2020-01-27,47876529999
2020-01-28,48206120000
2020-01-29,48148800000
2020-01-30,47761890000
2020-01-31,47847870000
2020-02-03,48320760000
2020-02-04,49252210000
2020-02-05,50197990000
2020-02-06,49194890000
2020-02-07,48191790000
2020-02-10,49080250000
2020-02-11,50169330000
2020-02-12,50857170000
2020-02-13,50570570000
2020-02-14,49811080000
2020-02-18,49309529999
2020-02-19,50040360000
2020-02-20,50570570000
2020-02-21,49653450000
2020-02-24,47417970000
