,GM
2020-02-25,45497750000
2020-02-26,45856000000
2020-02-27,44007430000
2020-02-28,43706500000
2020-03-02,45024860000
2020-03-03,43735160000
2020-03-04,45182490000
2020-03-05,43133300000
2020-03-06,41112770000
2020-03-09,35380770000
2020-03-10,38862960000
2020-03-11,37258000000
2020-03-12,33016320000
2020-03-13,35409430000
2020-03-16,30093000000
2020-03-17,29118560000
2020-03-18,24074400000
2020-03-19,25378430000
2020-03-20,25994620000
2020-03-23,25220800000
2020-03-24,30250630000
2020-03-25,30795169999
2020-03-26,32328480000
2020-03-27,30637540000
2020-03-30,30551560000
2020-03-31,29756960000
2020-04-01,27580320000
2020-04-02,26048080000
2020-04-03,25833280000
2020-04-06,27995600000
2020-04-07,30501600000
2020-04-08,33122160000
2020-04-09,34453920000
2020-04-13,32950320000
2020-04-14,32907360000
2020-04-15,31017120000
2020-04-16,29885840000
2020-04-17,32191360000
2020-04-20,32048160000
2020-04-21,30415679999
2020-04-22,30501600000
2020-04-23,30816640000
2020-04-24,31432400000
2020-04-27,32148400000
2020-04-28,31761760000
2020-04-29,34052960000
2020-04-30,31919280000
2020-05-01,29928799999
2020-05-04,29714000000
2020-05-05,30444320000
2020-05-06,31346480000
2020-05-07,32134080000
2020-05-08,34267760000
2020-05-11,32649600000
2020-05-12,32305920000
2020-05-13,30730720000
2020-05-14,31947920000
2020-05-15,32406160000
2020-05-18,35527920000
2020-05-19,35356080000
2020-05-20,36487360000
2020-05-21,36945600000
2020-05-22,37203360000
2020-05-26,39236800000
2020-05-27,39795280000
2020-05-28,38205760000
2020-05-29,37060160000
2020-06-01,38578080000
2020-06-02,39251120000
2020-06-03,41628240000
2020-06-04,41757120000
2020-06-05,43833520000
2020-06-08,43933760000
2020-06-09,42759520000
2020-06-10,41170000000
2020-06-11,37948000000
2020-06-12,40038720000
2020-06-15,39766640000
2020-06-16,39780960000
2020-06-17,38893120000
2020-06-18,38792880000
2020-06-19,38076880000
2020-06-22,37761840000
2020-06-23,37590000000
2020-06-24,36200960000
2020-06-25,36129360000
2020-06-26,35026720000
2020-06-29,36229600000
2020-06-30,36229600000
2020-07-01,35742720000
2020-07-02,36143680000
2020-07-06,36845360000
2020-07-07,35986160000
2020-07-08,35714080000
2020-07-09,33537440000
2020-07-10,34926480000
2020-07-13,35599520000
2020-07-14,36716480000
2020-07-15,38492160000
2020-07-16,38449200000
2020-07-17,37876400000
2020-07-20,37246320000
2020-07-21,37446800000
2020-07-22,37661600000
2020-07-23,38320320000
2020-07-24,37590000000
2020-07-27,36802400000
2020-07-28,37704560000
2020-07-29,37074480000
2020-07-30,36086400000
2020-07-31,35642480000
2020-08-03,36716480000
2020-08-04,36945600000
2020-08-05,37704560000
2020-08-06,38119840000
2020-08-07,38263040000
2020-08-10,40067360000
2020-08-11,40840640000
2020-08-12,40138960000
2020-08-13,39451600000
2020-08-14,39895520000
2020-08-17,42974320000
2020-08-18,42730880000
2020-08-19,41843040000
2020-08-20,41284560000
2020-08-21,40897920000
2020-08-24,43403920000
2020-08-25,42516080000
2020-08-26,42215360000
2020-08-27,42516080000
2020-08-28,42988640000
2020-08-31,42430160000
2020-09-01,42659280000
2020-09-02,44334720000
2020-09-03,42215360000
2020-09-04,42960000000
2020-09-08,46368160000
2020-09-09,45752400000
2020-09-10,43203440000
2020-09-11,43618720000
2020-09-14,44649760000
2020-09-15,45222560000
2020-09-16,45523280000
2020-09-17,45709440000
2020-09-18,45108000000
2020-09-21,42960000000
2020-09-22,42158080000
2020-09-23,42014880000
2020-09-24,41685520000
2020-09-25,41528000000
2020-09-28,42158080000
2020-09-29,41155680000
2020-09-30,42372880000
2020-10-01,43504160000
2020-10-02,43618720000
2020-10-05,44334720000
2020-10-06,43532800000
2020-10-07,45279840000
2020-10-08,46124720000
2020-10-09,46053119999
2020-10-12,46124720000
2020-10-13,45637840000
2020-10-14,45351440000
2020-10-15,46668880000
2020-10-16,47900400000
2020-10-19,47757200000
2020-10-20,50979200000
2020-10-21,51222640000
2020-10-22,53571119999
2020-10-23,52740560000
2020-10-26,51294240000
2020-10-27,49962480000
2020-10-28,48816880000
2020-10-29,49962480000
2020-10-30,49446960000
2020-11-02,49475599999
2020-11-03,50621200000
2020-11-04,50463680000
2020-11-05,53184480000
2020-11-06,53657040000
2020-11-09,55790720000
2020-11-10,58826560000
2020-11-11,58081920000
2020-11-12,56306240000
2020-11-13,58984080000
2020-11-16,60330160000
2020-11-17,60115359999
2020-11-18,61175040000
2020-11-19,61318240000
2020-11-20,61633280000
2020-11-23,64110640000
2020-11-24,66530720000
2020-11-25,65098720000
2020-11-27,64525920000
2020-11-30,62778880000
2020-12-01,63981760000
2020-12-02,63838560000
2020-12-03,63136880000
2020-12-04,63580800000
2020-12-07,63451920000
2020-12-08,62721599999
2020-12-09,63623760000
2020-12-10,61389840000
2020-12-11,60029440000
2020-12-14,59599840000
2020-12-15,59657119999
2020-12-16,59313440000
2020-12-17,60186960000
2020-12-18,58726320000
2020-12-21,59012720000
2020-12-22,58568800000
2020-12-23,60788400000
2020-12-24,59542560000
2020-12-28,59657119999
2020-12-29,59528240000
2020-12-30,59914880000
2020-12-31,60253080000
2021-01-04,58617970000
2021-01-05,60282019999
2021-01-06,62192059999
2021-01-07,62684040000
2021-01-08,62307820000
2021-01-11,65129470000
2021-01-12,69195540000
2021-01-13,70512310000
2021-01-14,74563910000
2021-01-15,72306590000
2021-01-19,79353480000
2021-01-20,80829420000
2021-01-21,79700760000
2021-01-22,80163800000
2021-01-25,77255330000
2021-01-26,75301880000
2021-01-27,71394980000
2021-01-28,73854880000
2021-01-29,73333960000
2021-02-01,74534970000
2021-02-02,76285840000
2021-02-03,78499750000
2021-02-04,78326110000
2021-02-05,78731270000
2021-02-08,82305360000
2021-02-09,81118820000
2021-02-10,79411360000
2021-02-11,77414500000
2021-02-12,77559200000
2021-02-16,77356620000
2021-02-17,76531830000
2021-02-18,75475520000
2021-02-19,76068790000
2021-02-22,75215060000
2021-02-23,73956170000
2021-02-24,76546300000
2021-02-25,73218200000
2021-02-26,74274510000
2021-03-01,76025380000
2021-03-02,78297170000
2021-03-03,76213490000
2021-03-04,74998010000
2021-03-05,77776250000
2021-03-08,79556060000
2021-03-09,79078550000
2021-03-10,82233010000
2021-03-11,81509510000
2021-03-12,85749220000
2021-03-15,83839180000
2021-03-16,82652640000
2021-03-17,86892350000
2021-03-18,85763690000
2021-03-19,86559540000
2021-03-22,84070700000
2021-03-23,81263520000
2021-03-24,80757070000
2021-03-25,81900200000
2021-03-26,81784440000
2021-03-29,80945180000
2021-03-30,84663970000
2021-03-31,83374460000
2021-04-01,83867800000
2021-04-05,88569040000
2021-04-06,89874940000
2021-04-07,88264330000
2021-04-08,87190590000
2021-04-09,87292160000
2021-04-12,86566660000
2021-04-13,84868990000
2021-04-14,84854480000
2021-04-15,85043110000
2021-04-16,85188210000
2021-04-19,83983880000
2021-04-20,80922270000
2021-04-21,83417990000
2021-04-22,82213660000
2021-04-23,83476030000
2021-04-26,84462710000
2021-04-27,85565470000
2021-04-28,84956050000
2021-04-29,82083070000
2021-04-30,83026220000
2021-05-03,82924650000
2021-05-04,80298340000
2021-05-05,83548580000
2021-05-06,85202720000
2021-05-07,85594490000
2021-05-10,83301910000
2021-05-11,80864230000
2021-05-12,78005760000
2021-05-13,79224600000
2021-05-14,81256000000
2021-05-17,81314040000
2021-05-18,81096390000
2021-05-19,80574030000
2021-05-20,80545010000
2021-05-21,82300720000
2021-05-24,82126600000
2021-05-25,82358760000
2021-05-26,84274080000
2021-05-27,86726270000
2021-05-28,86058810000
2021-06-01,86552150000
2021-06-02,86552150000
2021-06-03,92080460000
2021-06-04,91949870000
2021-06-07,91746730000
2021-06-08,92747920000
2021-06-09,91079270000
2021-06-10,89004340000
2021-06-11,89221990000
2021-06-14,88206290000
2021-06-15,88235310000
2021-06-16,89613760000
2021-06-17,87176080000
2021-06-18,85260760000
2021-06-21,86044300000
2021-06-22,85957240000
2021-06-23,87234120000
2021-06-24,87118040000
2021-06-25,87495300000
2021-06-28,85086640000
2021-06-29,85362330000
2021-06-30,85914840000
2021-07-01,85827720000
2021-07-02,85609920000
2021-07-06,83431920000
2021-07-07,82168680000
2021-07-08,81399120000
2021-07-09,85319520000
2021-07-12,85624440000
2021-07-13,85275960000
2021-07-14,84216000000
2021-07-15,82691400000
2021-07-16,80527920000
2021-07-19,78669360000
2021-07-20,81529800000
2021-07-21,82836600000
2021-07-22,80789280000
2021-07-23,79772880000
2021-07-26,80978040000
2021-07-27,79860000000
2021-07-28,80571480000
2021-07-29,83170560000
2021-07-30,82531680000
2021-08-02,82807560000
2021-08-03,84041760000
2021-08-04,76549440000
2021-08-05,79046880000
2021-08-06,79932600000
2021-08-09,78335400000
2021-08-10,78785520000
2021-08-11,78800040000
2021-08-12,79308240000
2021-08-13,77899800000
2021-08-16,76883400000
2021-08-17,73282440000
2021-08-18,73819680000
2021-08-19,71264160000
2021-08-20,70857600000
2021-08-23,69957360000
2021-08-24,71975640000
2021-08-25,72164400000
2021-08-26,70596240000
2021-08-27,72309600000
2021-08-30,71394840000
2021-08-31,71162520000
2021-09-01,71307720000
2021-09-02,71075400000
2021-09-03,70886640000
2021-09-07,70741440000
2021-09-08,71104440000
2021-09-09,70305840000
2021-09-10,71859480000
2021-09-13,73790640000
2021-09-14,73674480000
2021-09-15,75242640000
2021-09-16,74807040000
2021-09-17,74531160000
2021-09-20,71685240000
2021-09-21,71685240000
2021-09-22,73732560000
2021-09-23,75387840000
2021-09-24,75837960000
2021-09-27,77304480000
2021-09-28,76738200000
2021-09-29,76854360000
2021-09-30,76534920000
2021-10-01,77144760000
2021-10-04,78378960000
2021-10-05,78901680000
2021-10-06,78306360000
2021-10-07,81950880000
2021-10-08,85043640000
2021-10-11,84346680000
2021-10-12,85609920000
2021-10-13,83882040000
2021-10-14,83765880000
2021-10-15,84216000000
2021-10-18,82604280000
2021-10-19,82546200000
2021-10-20,83736840000
2021-10-21,84811320000
2021-10-22,83882040000
2021-10-25,83867520000
2021-10-26,83301240000
2021-10-27,78785520000
2021-10-28,78756480000
2021-10-29,79032360000
2021-11-01,80571480000
2021-11-02,80716680000
2021-11-03,81312000000
2021-11-04,85145280000
2021-11-05,84971040000
2021-11-08,86539200000
2021-11-09,85116240000
2021-11-10,86060040000
2021-11-11,89762640000
2021-11-12,92056800000
2021-11-15,91432440000
2021-11-16,90909720000
2021-11-17,93813720000
2021-11-18,90503160000
2021-11-19,89733600000
2021-11-22,93015120000
2021-11-23,91548600000
2021-11-24,90299880000
2021-11-26,87366840000
2021-11-29,86916720000
2021-11-30,84027240000
2021-12-01,84303120000
2021-12-02,88601040000
2021-12-03,86698920000
2021-12-06,86887680000
2021-12-07,89341560000
2021-12-08,88252560000
2021-12-09,86568240000
2021-12-10,91780920000
2021-12-13,85856760000
2021-12-14,84796800000
2021-12-15,85101720000
2021-12-16,84782280000
2021-12-17,80092320000
2021-12-20,78466080000
2021-12-21,79555080000
2021-12-22,81428160000
2021-12-23,82633320000
2021-12-27,83388360000
2021-12-28,82923720000
2021-12-29,83097960000
2021-12-30,84404760000
2021-12-31,85482540000
2022-01-03,89185860000
2022-01-04,95848920000
2022-01-05,91474920000
2022-01-06,91664460000
2022-01-07,90789660000
2022-01-10,89040060000
2022-01-11,89608680000
2022-01-12,88981740000
2022-01-13,90060660000
2022-01-14,89083800000
2022-01-18,85715820000
2022-01-19,81997920000
2022-01-20,79679700000
2022-01-21,77682240000
2022-01-24,76749120000
2022-01-25,75670200000
2022-01-26,76326300000
2022-01-27,75014100000
2022-01-28,73249920000
2022-01-31,76880340000
2022-02-01,78834060000
2022-02-02,78003000000
2022-02-03,77434380000
2022-02-04,74780820000
2022-02-07,73935180000
2022-02-08,72112680000
2022-02-09,73949760000
2022-02-10,73395720000
2022-02-11,71194140000
2022-02-14,70567200000
2022-02-15,72418860000
2022-02-16,73526940000
2022-02-17,71179560000
2022-02-18,70858800000
2022-02-22,68190660000
2022-02-23,67622040000
2022-02-24,67578300000
2022-02-25,69152940000
2022-02-28,68117760000
2022-03-01,64910160000
2022-03-02,67534560000
2022-03-03,65464200000
2022-03-04,61819200000
2022-03-07,58072140000
2022-03-08,58611600000
2022-03-09,61644240000
2022-03-10,61017300000
2022-03-11,60521580000
2022-03-14,59530140000
2022-03-15,61425540000
2022-03-16,63933300000
2022-03-17,63656279999
2022-03-18,65347560000
2022-03-21,63583380000
2022-03-22,64968480000
2022-03-23,63831240000
2022-03-24,64662300000
2022-03-25,63641700000
2022-03-28,64472760000
2022-03-29,67447080000
2022-03-30,65930760000
2022-03-31,63772920000
2022-04-01,62635680000
2022-04-04,62956440000
2022-04-05,60390360000
2022-04-06,57591000000
2022-04-07,56453760000
2022-04-08,57372300000
2022-04-11,58801140000
2022-04-12,58378320000
2022-04-13,58640760000
2022-04-14,58509540000
2022-04-18,59238540000
2022-04-19,61352640000
2022-04-20,60827760000
2022-04-21,59355180000
2022-04-22,58086720000
2022-04-25,58057560000
2022-04-26,55462320000
2022-04-27,56366279999
2022-04-28,56497500000
2022-04-29,55272779999
2022-05-02,56060100000
2022-05-03,58232520000
2022-05-04,60025860000
2022-05-05,58247100000
2022-05-06,57707640000
2022-05-09,55783080000
2022-05-10,56424600000
2022-05-11,54339660000
2022-05-12,51846480000
2022-05-13,55710180000
2022-05-16,54091800000
2022-05-17,55549800000
2022-05-18,52240140000
2022-05-19,52662960000
2022-05-20,51613200000
2022-05-23,52488000000
2022-05-24,51336180000
2022-05-25,52458839999
2022-05-26,54558360000
2022-05-27,56235060000
2022-05-31,56395440000
2022-06-01,55797660000
2022-06-02,56672460000
2022-06-03,54835380000
2022-06-06,55156140000
2022-06-07,55943460000
2022-06-08,54952020000
2022-06-09,53435700000
2022-06-10,51044580000
2022-06-13,47064240000
2022-06-14,48405600000
2022-06-15,49834440000
2022-06-16,45810360000
2022-06-17,46481040000
2022-06-21,47589120000
2022-06-22,47866140000
2022-06-23,48099420000
2022-06-24,50767560000
2022-06-27,50490540000
2022-06-28,49557420000
2022-06-29,48770100000
2022-06-30,45988480000
2022-07-01,46611120000
2022-07-05,46871760000
2022-07-06,45278960000
2022-07-07,47291679999
2022-07-08,46784880000
2022-07-11,44699760000
2022-07-12,45655440000
2022-07-13,45930560000
2022-07-14,45742320000
2022-07-15,47595760000
2022-07-18,47233760000
2022-07-19,49811200000
2022-07-20,50332480000
2022-07-21,50868240000
2022-07-22,50202160000
2022-07-25,49984960000
2022-07-26,48276320000
2022-07-27,50216640000
2022-07-28,51751520000
2022-07-29,52504480000
2022-08-01,53242960000
2022-08-02,52316240000
2022-08-03,54024880000
2022-08-04,52461039999
2022-08-05,52214880000
2022-08-08,54386880000
2022-08-09,53025760000
2022-08-10,54951600000
2022-08-11,55690080000
2022-08-12,57167039999
2022-08-15,57051200000
2022-08-16,56457520000
2022-08-17,55603200000
2022-08-18,56066560000
2022-08-19,57485600000
2022-08-22,55820399999
2022-08-23,55834880000
2022-08-24,56834000000
2022-08-25,58484720000
2022-08-26,56805039999
2022-08-29,57210480000
2022-08-30,56660240000
2022-08-31,55328080000
2022-09-01,55834880000
2022-09-02,55704560000
2022-09-06,56052080000
2022-09-07,58079280000
2022-09-08,58644000000
2022-09-09,59787920000
2022-09-12,60888399999
2022-09-13,58687440000
2022-09-14,58817760000
2022-09-15,58875679999
2022-09-16,57876560000
2022-09-19,59932720000
2022-09-20,56558880000
2022-09-21,54560640000
2022-09-22,54126240000
2022-09-23,51375039999
2022-09-26,50737920000
2022-09-27,50260080000
2022-09-28,51042000000
2022-09-29,48160480000
2022-09-30,44926000000
2022-10-03,46018000000
2022-10-04,50119999999
2022-10-05,48776000000
2022-10-06,48482000000
2022-10-07,47068000000
2022-10-10,45206000000
2022-10-11,44926000000
2022-10-12,45080000000
2022-10-13,45864000000
2022-10-14,46046000000
2022-10-17,46998000000
2022-10-18,47950000000
2022-10-19,47082000000
2022-10-20,46816000000
2022-10-21,49000000000
2022-10-24,50008000000
2022-10-25,51814000000
2022-10-26,53004000000
2022-10-27,53423999999
2022-10-28,54390000000
2022-10-31,54950000000
2022-11-01,55090000000
2022-11-02,53928000000
2022-11-03,53914000000
2022-11-04,54600000000
2022-11-07,55146000000
2022-11-08,54669999999
2022-11-09,53284000000
2022-11-10,55636000000
2022-11-11,57568000000
2022-11-14,55902000000
2022-11-15,56336000000
2022-11-16,53858000000
2022-11-17,54096000000
2022-11-18,55678000000
2022-11-21,55328000000
2022-11-22,55958000000
2022-11-23,56154000000
2022-11-25,56644000000
2022-11-28,55132000000
2022-11-29,55650000000
2022-11-30,56784000000
2022-12-01,56602000000
2022-12-02,55860000000
2022-12-05,54306000000
2022-12-06,53228000000
2022-12-07,53144000000
2022-12-08,53480000000
2022-12-09,53592000000
2022-12-12,53886000000
2022-12-13,54278000000
2022-12-14,53704000000
2022-12-15,52668000000
2022-12-16,50610000000
2022-12-19,49588000000
2022-12-20,49280000000
2022-12-21,50260000000
2022-12-22,46942000000
2022-12-23,47362000000
2022-12-27,46648000000
2022-12-28,45542000000
2022-12-29,47138000000
2022-12-30,47096000000
2023-01-03,47212720000
2023-01-04,48427240000
2023-01-05,48860000000
2023-01-06,50130359999
2023-01-09,50144320000
2023-01-10,51805560000
2023-01-11,52796720000
2023-01-12,53508680000
2023-01-13,50967960000
2023-01-17,51107560000
2023-01-18,50870240000
2023-01-19,49879079999
2023-01-20,49348600000
2023-01-23,50870240000
2023-01-24,50535200000
2023-01-25,50702720000
2023-01-26,50926079999
2023-01-27,52978200000
2023-01-30,50660840000
2023-01-31,54890720000
2023-02-01,54862799999
2023-02-02,57934000000
2023-02-03,57417480000
2023-02-06,57710640000
2023-02-07,57794400000
2023-02-08,58031720000
2023-02-09,58115480000
2023-02-10,57724600000
2023-02-13,58659920000
2023-02-14,59232280000
2023-02-15,59958200000
2023-02-16,60167600000
2023-02-17,60265320000
2023-02-21,57417480000
2023-02-22,57082440000
2023-02-23,54793000000
2023-02-24,54695280000
2023-02-27,54876760000
2023-02-28,54081040000
2023-03-01,54053120000
2023-03-02,55183880000
2023-03-03,57249960000
2023-03-06,56468200000
2023-03-07,55477040000
2023-03-08,55504960000
2023-03-09,52796720000
2023-03-10,50981920000
2023-03-13,49920960000
2023-03-14,49697600000
2023-03-15,47924680000
2023-03-16,48315560000
2023-03-17,46598480000
2023-03-20,46933520000
2023-03-21,48999600000
2023-03-22,47533799999
2023-03-23,47101040000
2023-03-24,47059160000
2023-03-27,48092200000
2023-03-28,47771120000
2023-03-29,49837200000
2023-03-30,50242040000
2023-03-31,50801800000
2023-04-03,50233950000
2023-04-04,49499900000
2023-04-05,48599650000
2023-04-06,47907150000
2023-04-10,49486049999
2023-04-11,49042849999
2023-04-12,47948700000
2023-04-13,47824050000
2023-04-14,47768650000
2023-04-17,48668900000
2023-04-18,48932050000
2023-04-19,47893300000
2023-04-20,46452900000
2023-04-21,46466749999
2023-04-24,47491650000
2023-04-25,45580349999
2023-04-26,44624700000
2023-04-27,45317200000
2023-04-28,45760400000
2023-05-01,46369799999
2023-05-02,45815800000
2023-05-03,44984799999
2023-05-04,43890650000
2023-05-05,46065100000
2023-05-08,46619099999
2023-05-09,46092800000
2023-05-10,45815800000
2023-05-11,45871200000
2023-05-12,44874000000
2023-05-15,44832450000
2023-05-16,43682900000
2023-05-17,44929400000
2023-05-18,45566500000
2023-05-19,45234099999
2023-05-22,45511100000
2023-05-23,46286700000
2023-05-24,44707800000
2023-05-25,44887849999
2023-05-26,46106650000
2023-05-30,46203600000
2023-05-31,44887849999
2023-06-01,45732700000
2023-06-02,47477800000
2023-06-05,47270050000
2023-06-06,48807400000
2023-06-07,50164700000
2023-06-08,49652250000
2023-06-09,50178549999
2023-06-12,50787950000
2023-06-13,52145250000
2023-06-14,51743600000
2023-06-15,52671550000
2023-06-16,52574600000
2023-06-20,51688200000
2023-06-21,51258850000
2023-06-22,50774099999
2023-06-23,50109300000
2023-06-26,50829500000
2023-06-27,51909799999
2023-06-28,52893150000
2023-06-29,52907000000
2023-06-30,52904320000
2023-07-03,53453120000
2023-07-05,54084240000
2023-07-06,54139120000
2023-07-07,54344920000
2023-07-10,54386080000
2023-07-11,54838840000
2023-07-12,55442519999
2023-07-13,55566000000
2023-07-14,54880000000
2023-07-17,53165000000
2023-07-18,53686360000
2023-07-19,53823559999
2023-07-20,53864720000
2023-07-21,52890599999
2023-07-24,53919599999
2023-07-25,52026240000
2023-07-26,52533880000
2023-07-27,53466840000
2023-07-28,52204599999
2023-07-31,52643640000
2023-08-01,52300640000
2023-08-02,51299080000
2023-08-03,50654240000
2023-08-04,50174040000
2023-08-07,50887480000
2023-08-08,50544480000
2023-08-09,49748720000
2023-08-10,46867519999
2023-08-11,46497080000
2023-08-14,46744040000
2023-08-15,45687599999
2023-08-16,45029040000
2023-08-17,45166240000
2023-08-18,45440640000
2023-08-21,45646440000
2023-08-22,45179960000
2023-08-23,46044320000
2023-08-24,45111360000
2023-08-25,45207400000
2023-08-28,45440640000
2023-08-29,45907120000
2023-08-30,45811080000
2023-08-31,45975720000
2023-09-01,46016880000
2023-09-05,45660160000
2023-09-06,45029040000
2023-09-07,44686040000
2023-09-08,45207400000
2023-09-11,44754640000
2023-09-12,45920840000
2023-09-13,46181519999
2023-09-14,46181519999
2023-09-15,46579400000
2023-09-18,45742480000
2023-09-19,46593120000
2023-09-20,45550400000
2023-09-21,44878120000
2023-09-22,44699760000
2023-09-25,45358320000
2023-09-26,44260720000
2023-09-27,44384200000
2023-09-28,45495519999
2023-09-29,45234840000
2023-10-02,42275940000
2023-10-03,40856760000
2023-10-04,40414080000
2023-10-05,39463620000
2023-10-06,40231800000
2023-10-09,40348980000
2023-10-10,40986960000
2023-10-11,40335960000
2023-10-12,39476640000
2023-10-13,38617320000
2023-10-16,39138120000
2023-10-17,39489660000
2023-10-18,38382960000
2023-10-19,38187660000
2023-10-20,38617320000
2023-10-23,38044440000
2023-10-24,37185120000
2023-10-25,37771020000
2023-10-26,37172100000
2023-10-27,35440440000
2023-10-30,35622720000
2023-10-31,36716400000
2023-11-01,36456000000
2023-11-02,37497600000
2023-11-03,38760540000
2023-11-06,37901220000
2023-11-07,36989820000
2023-11-08,35883120000
2023-11-09,34698300000
2023-11-10,34958700000
2023-11-13,35023800000
2023-11-14,36716400000
2023-11-15,36638280000
2023-11-16,35778960000
2023-11-17,36495060000
2023-11-20,37133040000
2023-11-21,36325800000
2023-11-22,36586200000
2023-11-24,36690360000
2023-11-27,37107000000
2023-11-28,37614780000
2023-11-29,41143200000
2023-11-30,41143200000
2023-12-01,42132720000
2023-12-04,43057140000
2023-12-05,42549360000
2023-12-06,42848819999
2023-12-07,43630020000
2023-12-08,43942500000
2023-12-11,43721160000
2023-12-12,43512840000
2023-12-13,44254980000
2023-12-14,47197500000
2023-12-15,46520459999
2023-12-18,46142880000
2023-12-19,46702740000
2023-12-20,46181940000
2023-12-21,47197500000
2023-12-22,46898040000
2023-12-26,47041260000
2023-12-27,46976160000
2023-12-28,47132400000
2023-12-29,46767840000
2024-01-02,41637750000
2024-01-03,40736850000
2024-01-04,40990950000
2024-01-05,41568450000
2024-01-08,42388500000
2024-01-09,42203700000
2024-01-10,41938050000
2024-01-11,41418300000
2024-01-12,40725300000
2024-01-16,40875450000
2024-01-17,40436550000
2024-01-18,39939900000
2024-01-19,41014050000
2024-01-22,40794600000
2024-01-23,40690650000
2024-01-24,40078500000
2024-01-25,40609799999
2024-01-26,40632900000
2024-01-29,40875450000
2024-01-30,44063250000
2024-01-31,44814000000
2024-02-01,44894850000
2024-02-02,44941049999
2024-02-05,43647450000
2024-02-06,43924650000
2024-02-07,44721600000
2024-02-08,44640750000
2024-02-09,44536800000
2024-02-12,45368400000
2024-02-13,44248050000
2024-02-14,44317350000
2024-02-15,45033450000
2024-02-16,44698500000
2024-02-20,45056550000
2024-02-21,45610950000
2024-02-22,45437700000
2024-02-23,45772650000
2024-02-26,45957450000
2024-02-27,46407900000
2024-02-28,46927650000
2024-02-29,47331900000
2024-03-01,47343450000
2024-03-04,47274150000
2024-03-05,46950750000
2024-03-06,46373250000
2024-03-07,45449250000
2024-03-08,45622500000
2024-03-11,45657150000
2024-03-12,45287550000
2024-03-13,46500300000
2024-03-14,45483900000
2024-03-15,46996950000
2024-03-18,47147100000
2024-03-19,47944050000
2024-03-20,49491750000
2024-03-21,50150100000
2024-03-22,49734300000
2024-03-25,50300250000
2024-03-26,50820000000
2024-03-27,51501450000
2024-03-28,52379250000
2024-04-01,52437000000
2024-04-02,51847950000
2024-04-03,52171350000
2024-04-04,50450400000
2024-04-05,51085650000
2024-04-08,51212700000
2024-04-09,51663150000
2024-04-10,50750700000
2024-04-11,50635200000
2024-04-12,49757400000
2024-04-15,49306950000
2024-04-16,49272299999
2024-04-17,49041300000
2024-04-18,49018200000
2024-04-19,48937350000
2024-04-22,49907550000
2024-04-23,52090500000
2024-04-24,52067400000
2024-04-25,52691100000
2024-04-26,52945200000
2024-04-29,53176200000
2024-04-30,51432150000
2024-05-01,51362850000
2024-05-02,51593850000
2024-05-03,51813300000
2024-05-06,52044300000
2024-05-07,52298400000
2024-05-08,52032750000
2024-05-09,52390800000
2024-05-10,52217550000
2024-05-13,52171350000
2024-05-14,52009650000
2024-05-15,52540950000
2024-05-16,52979850000
2024-05-17,52852800000
2024-05-20,52102050000
2024-05-21,51882600000
2024-05-22,50785350000
2024-05-23,50508150000
2024-05-24,50947050000
2024-05-28,49768950000
2024-05-29,49249200000
2024-05-30,50138549999
2024-05-31,51963450000
2024-06-03,52829700000
2024-06-04,52275300000
2024-06-05,52691100000
2024-06-06,52679550000
2024-06-07,52806600000
2024-06-10,54943350000
2024-06-11,55682550000
2024-06-12,56433300000
2024-06-13,55035750000
2024-06-14,54019350000
2024-06-17,54747000000
2024-06-18,54793200000
2024-06-20,55174350000
2024-06-21,55116600000
2024-06-24,55567050000
2024-06-25,53603549999
2024-06-26,52864350000
2024-06-27,52644900000
2024-06-28,53661300000
2024-07-01,53915400000
2024-07-02,54227250000
2024-07-03,53950050000
2024-07-05,53730600000
2024-07-08,53765250000
2024-07-09,53430300000
2024-07-10,53742150000
2024-07-11,55359150000
2024-07-12,56606550000
2024-07-15,56941500000
2024-07-16,57484350000
2024-07-17,57634500000
2024-07-18,57345750000
2024-07-19,55786500000
2024-07-22,56300160000
2024-07-23,52687680000
2024-07-24,52812640000
2024-07-25,50131680000
2024-07-26,50120320000
2024-07-29,50154400000
2024-07-30,50245280000
2024-07-31,50347520000
2024-08-01,49268320000
2024-08-02,46769120000
2024-08-05,45383200000
2024-08-06,46132960000
2024-08-07,46178400000
2024-08-08,48541280000
2024-08-09,49393280000
