,EXPD
2009-04-13,6764400893
2009-04-14,6745310392
2009-04-15,6768643226
2009-04-16,7182270750
2009-04-17,7184391917
2009-04-20,6832278230
2009-04-21,6872580399
2009-04-22,7209845919
2009-04-23,7124999247
2009-04-24,7188634251
2009-04-27,6902276734
2009-04-28,6891670900
2009-04-29,7194997751
2009-04-30,7362569928
2009-05-01,7341358260
2009-05-04,7880134624
2009-05-05,7861044123
2009-05-06,7875892291
2009-05-07,7148332082
2009-05-08,7108029913
2009-05-11,7146210915
2009-05-12,6874701566
2009-05-13,6694402389
2009-05-14,6783491394
2009-05-15,6811066562
2009-05-18,6985002239
2009-05-19,7042273742
2009-05-20,7093181745
2009-05-21,6745310392
2009-05-22,6721977557
2009-05-26,7046516076
2009-05-27,6889549733
2009-05-28,6864095732
2009-05-29,6959548237
2009-06-01,7256511588
2009-06-02,7318025425
2009-06-03,7201361252
2009-06-04,7169543750
2009-06-05,7233178753
2009-06-08,7093181745
2009-06-09,7402872097
2009-06-10,7468628267
2009-06-11,7483476435
2009-06-12,7264996255
2009-06-15,6972275238
2009-06-16,6936215403
2009-06-17,7014698574
2009-06-18,7038031409
2009-06-19,7004092740
2009-06-22,6711371723
2009-06-23,6794097228
2009-06-24,6726219891
2009-06-25,7046516076
2009-06-26,7012577407
2009-06-29,7099545246
2009-06-30,7076130943
2009-07-01,7139803387
2009-07-02,6853277389
2009-07-06,6955153299
2009-07-07,6687729034
2009-07-08,6611322102
2009-07-09,6658015227
2009-07-10,6719565256
2009-07-13,6341775422
2009-07-14,6352387496
2009-07-15,6418182355
2009-07-16,6609199687
2009-07-17,6590097954
2009-07-20,6621934176
2009-07-21,6670749716
2009-07-22,6740789404
2009-07-23,7101599920
2009-07-24,7112211994
2009-07-27,7207720660
2009-07-28,7150415461
2009-07-29,7095232676
2009-07-30,7209843075
2009-07-31,7201353416
2009-08-03,7390248333
2009-08-04,7027315402
2009-08-05,6889358440
2009-08-06,6674994546
2009-08-07,7001846425
2009-08-10,7012458499
2009-08-11,6993356766
2009-08-12,7082498187
2009-08-13,6980622277
2009-08-14,6861767048
2009-08-17,6660137642
2009-08-18,6698341108
2009-08-19,6749279064
2009-08-20,6870256707
2009-08-21,7107967165
2009-08-24,7074008528
2009-08-25,7057029210
2009-08-26,6980622277
2009-08-27,6970010203
2009-08-28,7016703328
2009-08-31,6931806736
2009-09-01,6838420485
2009-09-02,6783237700
2009-09-03,6810829093
2009-09-04,7020948158
2009-09-08,7074008528
2009-09-09,7239556882
2009-09-10,7366901770
2009-09-11,7596122569
2009-09-14,7566408762
2009-09-15,7574898421
2009-09-16,7814731293
2009-09-17,7734079531
2009-09-18,7852934760
2009-09-21,7691631235
2009-09-22,7736201946
2009-09-23,7632203620
2009-09-24,7560041517
2009-09-25,7449675948
2009-09-28,7464532851
2009-09-29,7428451800
2009-09-30,7451475354
2009-10-01,7125009578
2009-10-02,7108050316
2009-10-05,7182247084
2009-10-06,6982975766
2009-10-07,6942697521
2009-10-08,7067772071
2009-10-09,7105930409
2009-10-12,7199206345
2009-10-13,7197086437
2009-10-14,7320041080
2009-10-15,7415436924
2009-10-16,7364559141
2009-10-19,7368798956
2009-10-20,7332760526
2009-10-21,7216165606
2009-10-22,7296722096
2009-10-23,7012654473
2009-10-26,6959656782
2009-10-27,6934217890
2009-10-28,6908778998
2009-10-29,7055052625
2009-10-30,6830342416
2009-11-02,7088971148
2009-11-03,6883340107
2009-11-04,6675589158
2009-11-05,6681948881
2009-11-06,6703147957
2009-11-09,6851541492
2009-11-10,6819742877
2009-11-11,6978735950
2009-11-12,6874860476
2009-11-13,6823982693
2009-11-16,6978735950
2009-11-17,7040213272
2009-11-18,6987215581
2009-11-19,6851541492
2009-11-20,6821862785
2009-11-23,6932097982
2009-11-24,6889699830
2009-11-25,6896059552
2009-11-27,6804903524
2009-11-30,6768865094
2009-12-01,6817622970
2009-12-02,6932097982
2009-12-03,6885460014
2009-12-04,7010534565
2009-12-07,6929978075
2009-12-08,6923618352
2009-12-09,6902419275
2009-12-10,6857901215
2009-12-11,6919378536
2009-12-14,7163167915
2009-12-15,7254323944
2009-12-16,7358199418
2009-12-17,7343360064
2009-12-18,7353959603
2009-12-21,7442995724
2009-12-22,7472674431
2009-12-23,7483273969
2009-12-24,7500233230
2009-12-28,7500233230
2009-12-29,7493873507
2009-12-30,7508712860
2009-12-31,7377940526
2010-01-04,7443720266
2010-01-05,7494646517
2010-01-06,7320648495
2010-01-07,7276088025
2010-01-08,7352477401
2010-01-11,7382184380
2010-01-12,7318526567
2010-01-13,7386428235
2010-01-14,7365208964
2010-01-15,7314282713
2010-01-19,7312160786
2010-01-20,7290941515
2010-01-21,7503134225
2010-01-22,7337623911
2010-01-25,7356721255
2010-01-26,7331258130
2010-01-27,7365208964
2010-01-28,7278209952
2010-01-29,7235771411
2010-02-01,7312160786
2010-02-02,7384306307
2010-02-03,7208186358
2010-02-04,7091480368
2010-02-05,7008725211
2010-02-08,6993871721
2010-02-09,7099968076
2010-02-10,7023578701
2010-02-11,6991749794
2010-02-12,6974774377
2010-02-16,7197576723
2010-02-17,7254868754
2010-02-18,7201820577
2010-02-19,7282453807
2010-02-22,7331258130
2010-02-23,7832032926
2010-02-24,7764131258
2010-02-25,7768375113
2010-02-26,7738668133
2010-03-01,7711083081
2010-03-02,7708961154
2010-03-03,7666522612
2010-03-04,7704717300
2010-03-05,7762009331
2010-03-08,7740790060
2010-03-09,7770497040
2010-03-10,7861739905
2010-03-11,7906300374
2010-03-12,7895690739
2010-03-15,7857496051
2010-03-16,7955104697
2010-03-17,7974202041
2010-03-18,8069688761
2010-03-19,8192760533
2010-03-22,8141834282
2010-03-23,8152443918
2010-03-24,8027250219
2010-03-25,7893568812
2010-03-26,7781106675
2010-03-29,7855374124
2010-03-30,7855374124
2010-03-31,7839311285
2010-04-01,7781981543
2010-04-05,7847804580
2010-04-06,7779858220
2010-04-07,7756501658
2010-04-08,7794721486
2010-04-09,7898764350
2010-04-12,7852051227
2010-04-13,7888147731
2010-04-14,8128083315
2010-04-15,8461445143
2010-04-16,8365895575
2010-04-19,8351032308
2010-04-20,8344662337
2010-04-21,8569734655
2010-04-22,8661037576
2010-04-23,8633434367
2010-04-26,8597337863
2010-04-27,8401992078
2010-04-28,8444458553
2010-04-29,8637681015
2010-04-30,8644050986
2010-05-03,8951932930
2010-05-04,8709874022
2010-05-05,8629187720
2010-05-06,8287332596
2010-05-07,8202399646
2010-05-10,8739600555
2010-05-11,8769327087
2010-05-12,9000769376
2010-05-13,8877616598
2010-05-14,8703504051
2010-05-17,8690764108
2010-05-18,8550624741
2010-05-19,8440211906
2010-05-20,8070753573
2010-05-21,8132329962
2010-05-24,7956094091
2010-05-25,7913627616
2010-05-26,7922120911
2010-05-27,8176919761
2010-05-28,8119590020
2010-06-01,7941230825
2010-06-02,8210892941
2010-06-03,8249112768
2010-06-04,7886024407
2010-06-07,7633348881
2010-06-08,7722528478
2010-06-09,7660952090
2010-06-10,7962464062
2010-06-11,8049520336
2010-06-14,8028287098
2010-06-15,8280962625
2010-06-16,8259729387
2010-06-17,8215139588
2010-06-18,8200276322
2010-06-21,8179043085
2010-06-22,7905134321
2010-06-23,7862667846
2010-06-24,7741638392
2010-06-25,7773488248
2010-06-28,7694925270
2010-06-29,7414646535
2010-06-30,7329657789
2010-07-01,7333905635
2010-07-02,7214965955
2010-07-06,7227709492
2010-07-07,7382755861
2010-07-08,7512315155
2010-07-09,7627006990
2010-07-12,7667361524
2010-07-13,7892497347
2010-07-14,8419230217
2010-07-15,8378875682
2010-07-16,8211085776
2010-07-19,8342768994
2010-07-20,8480823979
2010-07-21,8332149379
2010-07-22,8635870348
2010-07-23,8788792794
2010-07-26,8996937234
2010-07-27,8863130094
2010-07-28,8965078392
2010-07-29,8918352089
2010-07-30,9056407075
2010-08-02,9124372606
2010-08-03,9069150612
2010-08-04,9400482578
2010-08-05,9423845729
2010-08-06,9321897432
2010-08-09,9349508429
2010-08-10,9079770226
2010-08-11,8714455494
2010-08-12,8691092343
2010-08-13,8646489963
2010-08-16,8727199031
2010-08-17,8992689389
2010-08-18,8973574083
2010-08-19,8822775560
2010-08-20,8846138711
2010-08-23,8693216265
2010-08-24,8533922051
2010-08-25,8527550282
2010-08-26,8519054591
2010-08-27,8629498580
2010-08-30,8459584751
2010-08-31,8410734525
2010-09-01,8699588034
2010-09-02,8926847780
2010-09-03,9158355372
2010-09-07,9115876915
2010-09-08,9179594600
2010-09-09,9128620452
2010-09-10,9270923283
2010-09-13,9462076341
2010-09-14,9406854346
2010-09-15,9462076341
2010-09-16,9343136661
2010-09-17,9387739041
2010-09-20,9551281101
2010-09-21,9617122710
2010-09-22,9542785409
2010-09-23,9358004121
2010-09-24,9685088241
2010-09-27,9676592550
2010-09-28,9829514996
2010-09-29,9882613067
2010-09-30,9810759595
2010-10-01,9789537965
2010-10-04,9677063325
2010-10-05,10076029971
2010-10-06,10025098059
2010-10-07,9935967212
2010-10-08,10103618090
2010-10-11,10099373764
2010-10-12,10148183513
2010-10-13,10322200880
2010-10-14,10409209564
2010-10-15,10500462573
2010-10-18,10402843075
2010-10-19,10205481915
2010-10-20,10466507965
2010-10-21,10447408498
2010-10-22,10519562040
2010-10-25,10608692886
2010-10-26,10581104767
2010-10-27,10421942542
2010-10-28,10443164172
2010-10-29,10474996617
2010-11-01,10553516648
2010-11-02,10491973921
2010-11-03,10674479940
2010-11-04,10973704924
2010-11-05,10988560065
2010-11-08,10878207589
2010-11-09,10706312385
2010-11-10,10793321068
2010-11-11,10893062730
2010-11-12,10842130818
2010-11-15,10933383827
2010-11-16,10721167526
2010-11-17,10685090755
2010-11-18,10873963263
2010-11-19,11003415206
2010-11-22,10975827087
2010-11-23,10833642166
2010-11-24,11236853137
2010-11-26,11215631507
2010-11-29,11188043388
2010-11-30,11226242322
2010-12-01,11661285739
2010-12-02,11788615520
2010-12-03,11799226335
2010-12-06,11712217652
2010-12-07,11943533420
2010-12-08,12032664266
2010-12-09,11884112856
2010-12-10,11909578812
2010-12-13,11892601508
2010-12-14,11894723671
2010-12-15,11869257714
2010-12-16,12087840504
2010-12-17,11746172260
2010-12-20,11799226335
2010-12-21,11875624203
2010-12-22,11784371194
2010-12-23,11688873859
2010-12-27,11710095489
2010-12-28,11633697620
2010-12-29,11695240348
2010-12-30,11627331131
2010-12-31,11580051756
2011-01-03,11741239289
2011-01-04,11605502419
2011-01-05,11560963758
2011-01-06,11535513095
2011-01-07,11490974434
2011-01-10,11469765548
2011-01-11,11395534447
2011-01-12,11503699766
2011-01-13,11459161105
2011-01-14,11541875761
2011-01-18,11728513958
2011-01-19,11607623307
2011-01-20,11512183320
2011-01-21,11334028678
2011-01-24,11384930004
2011-01-25,11183445587
2011-01-26,11363721118
2011-01-27,11338270455
2011-01-28,10735938093
2011-01-31,10746542536
2011-02-01,11113456264
2011-02-02,10735938093
2011-02-03,10676553212
2011-02-04,10852586966
2011-02-07,10884400295
2011-02-08,10920455401
2011-02-09,10903488292
2011-02-10,11185566476
2011-02-11,11387050893
2011-02-14,11389171782
2011-02-15,11416743333
2011-02-16,11571568201
2011-02-17,11548238427
2011-02-18,11628832193
2011-02-22,10400837694
2011-02-23,10267221712
2011-02-24,10165419059
2011-02-25,10110275956
2011-02-28,10137847508
2011-03-01,9959692865
2011-03-02,10171781725
2011-03-03,10439013689
2011-03-04,10286309710
2011-03-07,10110275956
2011-03-08,10422046580
2011-03-09,10409321248
2011-03-10,10250254603
2011-03-11,10256617269
2011-03-14,10086946181
2011-03-15,9961813754
2011-03-16,9870615544
2011-03-17,9991506194
2011-03-18,10089067070
2011-03-21,10250254603
2011-03-22,9989385306
2011-03-23,10065737295
2011-03-24,10169660837
2011-03-25,10233287495
2011-03-28,10279947044
2011-03-29,10362661699
2011-03-30,10559904339
2011-03-31,10638628624
2011-04-01,10778638492
2011-04-04,10676813134
2011-04-05,10727725813
2011-04-06,10765910323
2011-04-07,10810458917
2011-04-08,10700148112
2011-04-11,10674691772
2011-04-12,10710754920
2011-04-13,10714997643
2011-04-14,10678934495
2011-04-15,10910162914
2011-04-18,10831672533
2011-04-19,10850764788
2011-04-20,11115934993
2011-04-21,11328071157
2011-04-25,11292008009
2011-04-26,11406561538
2011-04-27,11525357790
2011-04-28,11574149107
2011-04-29,11512629620
2011-05-02,11550814129
2011-05-03,11395954730
2011-05-04,11200789459
2011-05-05,11258066223
2011-05-06,11355648858
2011-05-09,11557178214
2011-05-10,11648396765
2011-05-11,11438381962
2011-05-12,11499901450
2011-05-13,11258066223
2011-05-16,11162604949
2011-05-17,11050172782
2011-05-18,11181697204
2011-05-19,11332313880
2011-05-20,11243216692
2011-05-23,11043808697
2011-05-24,10903798829
2011-05-25,11060779590
2011-05-26,11156240864
2011-05-27,11022595081
2011-05-31,11205032182
2011-06-01,10876221128
2011-06-02,10927133807
2011-06-03,10689541303
2011-06-06,10454070161
2011-06-07,10364972973
2011-06-08,10180414510
2011-06-09,10214356296
2011-06-10,9976763792
2011-06-13,9908880220
2011-06-14,10029797833
2011-06-15,9940700645
2011-06-16,10044647365
2011-06-17,10084953236
2011-06-20,10087074598
2011-06-21,10241933997
2011-06-22,10280118507
2011-06-23,10288603954
2011-06-24,10093438683
2011-06-27,10449827438
2011-06-28,10738332621
2011-06-29,10674691772
2011-06-30,10865390731
2011-07-01,11128588319
2011-07-05,11094627340
2011-07-06,11134956002
2011-07-07,11224103572
2011-07-08,11109485268
2011-07-11,10948170618
2011-07-12,10738037060
2011-07-13,10735914499
2011-07-14,10589457776
2011-07-15,10496065084
2011-07-18,10351730923
2011-07-19,10544883991
2011-07-20,10451491299
2011-07-21,10674360224
2011-07-22,10723179131
2011-07-25,10727424254
2011-07-26,10549129114
2011-07-27,10103391264
2011-07-28,10192538834
2011-07-29,10128861998
2011-08-01,9995140643
2011-08-02,9551525355
2011-08-03,9848683921
2011-08-04,9318043624
2011-08-05,9309553379
2011-08-08,8859570407
2011-08-09,9095174699
2011-08-10,8747074663
2011-08-11,9354127164
2011-08-12,9411436316
2011-08-15,9445397295
2011-08-16,9356249725
2011-08-17,9218283248
2011-08-18,8744952102
2011-08-19,8560289279
2011-08-22,8611230747
2011-08-23,9067581403
2011-08-24,9284082645
2011-08-25,9069703964
2011-08-26,9307430818
2011-08-29,9678879026
2011-08-30,9759536351
2011-08-31,9657653414
2011-09-01,9519686937
2011-09-02,9143993606
2011-09-06,8880796018
2011-09-07,9241631421
2011-09-08,9152483851
2011-09-09,8927492365
2011-09-12,8863815529
2011-09-13,9211915564
2011-09-14,9373230215
2011-09-15,9549402793
2011-09-16,9409313755
2011-09-19,9415681438
2011-09-20,9233141176
2011-09-21,8952963099
2011-09-22,8471141709
2011-09-23,8585760013
2011-09-26,8770422837
2011-09-27,8904144192
2011-09-28,8691888073
2011-09-29,8870183213
2011-09-30,8596132945
2011-10-03,8326907572
2011-10-04,8483779049
2011-10-05,8776323154
2011-10-06,9060387720
2011-10-07,9039188872
2011-10-10,9352931825
2011-10-11,9473765260
2011-10-12,9369890904
2011-10-13,9319013668
2011-10-14,9422888024
2011-10-17,9189700694
2011-10-18,9439847103
2011-10-19,9319013668
2011-10-20,9412288600
2011-10-21,9675154318
2011-10-24,9906221763
2011-10-25,9620037313
2011-10-26,9482244799
2011-10-27,10007976235
2011-10-28,10010096120
2011-10-31,9666674779
2011-11-01,9285095511
2011-11-02,9189700694
2011-11-03,9420768140
2011-11-04,9372010789
2011-11-07,9412288600
2011-11-08,9723911669
2011-11-09,9329613092
2011-11-10,9446206757
2011-11-11,9651835585
2011-11-14,9558560653
2011-11-15,9600958349
2011-11-16,9367771019
2011-11-17,9062507605
2011-11-18,9077346799
2011-11-21,8907756013
2011-11-22,8731805573
2011-11-23,8502858013
2011-11-25,8479539280
2011-11-28,8714846495
2011-11-29,8695767531
2011-11-30,9223618851
2011-12-01,8945913940
2011-12-02,8926834977
2011-12-05,9073107029
2011-12-06,9013750254
2011-12-07,8901396359
2011-12-08,8663969259
2011-12-09,8846279353
2011-12-12,8714846495
2011-12-13,8570694327
2011-12-14,8488018819
2011-12-15,8555855133
2011-12-16,8557975018
2011-12-19,8326907572
2011-12-20,8581293751
2011-12-21,8502858013
2011-12-22,8634290871
2011-12-23,8706366955
2011-12-27,8810241311
2011-12-28,8589773290
2011-12-29,8723326034
2011-12-30,8683048222
2012-01-03,8763875393
2012-01-04,8778722230
2012-01-05,8700246095
2012-01-06,8835988598
2012-01-09,8848714458
2012-01-10,9016271611
2012-01-11,9014150635
2012-01-12,9035360401
2012-01-13,9054449190
2012-01-17,9033239424
2012-01-18,9183828764
2012-01-19,9421378146
2012-01-20,9419257169
2012-01-23,9381079590
2012-01-24,9302603455
2012-01-25,9383200566
2012-01-26,9485007444
2012-01-27,9438345959
2012-01-30,9440466935
2012-01-31,9470160608
2012-02-01,9361990800
2012-02-02,9217764390
2012-02-03,9451071818
2012-02-06,9219885367
2012-02-07,9118078489
2012-02-08,9045965284
2012-02-09,9135046302
2012-02-10,9126562395
2012-02-13,9279272712
2012-02-14,9272909782
2012-02-15,9009908681
2012-02-16,9476523538
2012-02-17,9400168379
2012-02-21,9338660057
2012-02-22,9243216109
2012-02-23,9296240525
2012-02-24,9192312671
2012-02-27,9147772162
2012-02-28,9014150635
2012-02-29,9264425876
2012-03-01,9389563496
2012-03-02,9400168379
2012-03-05,9378958613
2012-03-06,9228369273
2012-03-07,9219885367
2012-03-08,9296240525
2012-03-09,9402289356
2012-03-12,9342902011
2012-03-13,9538031860
2012-03-14,9368353730
2012-03-15,9448950842
2012-03-16,9716193896
2012-03-19,9777702218
2012-03-20,9605903111
2012-03-21,9964348160
2012-03-22,9839210540
2012-03-23,9811637844
2012-03-26,9947380347
2012-03-27,9879509095
2012-03-28,9830726633
2012-03-29,9818000773
2012-03-30,9864662259
2012-04-02,9862107739
2012-04-03,9790121551
2012-04-04,9830349127
2012-04-05,9893866351
2012-04-09,9707549159
2012-04-10,9540287134
2012-04-11,9747776735
2012-04-12,9948914613
2012-04-13,9809176719
2012-04-16,9743542253
2012-04-17,9868459462
2012-04-18,9843052572
2012-04-19,9684259510
2012-04-20,8883942480
2012-04-23,8670101157
2012-04-24,8733618382
2012-04-25,8657397712
2012-04-26,8538832227
2012-04-27,8447790871
2012-04-30,8468963280
2012-05-01,8600232210
2012-05-02,8625639100
2012-05-03,8471080520
2012-05-04,8363101239
2012-05-07,8452025353
2012-05-08,8322873663
2012-05-09,8174666806
2012-05-10,8214894381
2012-05-11,8197956455
2012-05-14,8149259916
2012-05-15,8028577189
2012-05-16,8015873744
2012-05-17,7950239279
2012-05-18,7901542740
2012-05-21,8115384063
2012-05-22,8117501303
2012-05-23,8248770234
2012-05-24,8202190936
2012-05-25,8145025434
2012-05-29,8272059883
2012-05-30,8051866838
2012-05-31,8098446136
2012-06-01,7929066870
2012-06-04,7969294446
2012-06-05,8022225466
2012-06-06,8284763328
2012-06-07,8250887475
2012-06-08,8333459867
2012-06-11,8231832308
2012-06-12,8274177124
2012-06-13,8227597826
2012-06-14,8367335720
2012-06-15,8358866757
2012-06-18,8388508128
2012-06-19,8526128782
2012-06-20,8447790871
2012-06-21,8187370250
2012-06-22,8200073695
2012-06-25,8043397875
2012-06-26,7922715148
2012-06-27,7922715148
2012-06-28,7880370332
2012-06-29,8204308177
2012-07-02,8149064889
2012-07-03,8249930055
2012-07-05,8256234128
2012-07-06,8043997007
2012-07-09,7936827768
2012-07-10,7812847668
2012-07-11,7756111012
2012-07-12,7707779786
2012-07-13,7915814192
2012-07-16,7812847668
2012-07-17,7844368032
2012-07-18,8079720087
2012-07-19,8083922802
2012-07-20,7785530019
2012-07-23,7835962602
2012-07-24,7714083859
2012-07-25,7480833162
2012-07-26,7527063030
2012-07-27,7577495613
2012-07-30,7569090183
2012-07-31,7474529089
2012-08-01,7405184288
2012-08-02,7394677499
2012-08-03,7585901044
2012-08-06,7573292898
2012-08-07,7495542666
2012-08-08,7653144488
2012-08-09,7648941773
2012-08-10,7707779786
2012-08-13,7760313727
2012-08-14,7781327303
2012-08-15,7859077536
2012-08-16,8050301080
2012-08-17,8046098365
2012-08-20,8088125517
2012-08-21,8090226875
2012-08-22,7985158994
2012-08-23,7884293827
2012-08-24,7924219622
2012-08-27,7781327303
2012-08-28,7747705581
2012-08-29,7732996078
2012-08-30,7604813262
2012-08-31,7693070283
2012-09-04,7663651276
2012-09-05,7613218693
2012-09-06,7798138164
2012-09-07,7938929126
2012-09-10,8056605153
2012-09-11,8155368962
2012-09-12,8195294757
2012-09-13,8218409690
2012-09-14,8228916479
2012-09-17,8086024160
2012-09-18,8027186146
2012-09-19,8039794292
2012-09-20,7886395185
2012-09-21,7728793363
2012-09-24,7745604224
2012-09-25,7575394256
2012-09-26,7569090183
2012-09-27,7735097436
2012-09-28,7638434985
2012-10-01,7508685610
2012-10-02,7307151990
2012-10-03,7305074324
2012-10-04,7361171311
2012-10-05,7386103305
2012-10-08,7317540321
2012-10-09,7230278341
2012-10-10,7138861028
2012-10-11,7149249359
2012-10-12,7226123008
2012-10-15,7271831665
2012-10-16,7323773319
2012-10-17,7386103305
2012-10-18,7384025639
2012-10-19,7338316983
2012-10-22,7340394649
2012-10-23,7537772937
2012-10-24,7442200292
2012-10-25,7433889627
2012-10-26,7568937930
2012-10-31,7606335921
2012-11-01,7733073559
2012-11-02,7668665907
2012-11-05,7712296897
2012-11-06,7870199527
2012-11-07,7718529895
2012-11-08,7633345582
2012-11-09,7631267915
2012-11-12,7681131904
2012-11-13,7658277576
2012-11-14,7556471933
2012-11-15,7525306940
2012-11-16,7429734295
2012-11-19,7521151607
2012-11-20,7577248594
2012-11-21,7645811579
2012-11-23,7724762894
2012-11-26,7737228891
2012-11-27,7683209570
2012-11-28,7693597901
2012-11-29,7760083219
2012-11-30,7774626882
2012-12-03,7695675567
2012-12-04,7699830900
2012-12-05,7820335539
2012-12-06,7685287236
2012-12-07,7758005553
2012-12-10,7940840178
2012-12-11,8026024491
2012-12-12,7903442186
2012-12-13,7917985850
2012-12-14,7940840178
2012-12-17,8019791493
2012-12-18,8179771790
2012-12-19,8229635778
2012-12-20,8289888098
2012-12-21,8254567772
2012-12-24,8262878437
2012-12-26,8204703784
2012-12-27,8158995128
2012-12-28,8109131139
2012-12-31,8166090007
2013-01-02,8444831385
2013-01-03,8471673147
2013-01-04,8634788472
2013-01-07,8541874680
2013-01-08,8481996902
2013-01-09,8704990005
2013-01-10,8783450541
2013-01-11,8816486556
2013-01-14,8816486556
2013-01-15,8824745560
2013-01-16,8820616058
2013-01-17,8884623337
2013-01-18,8851587322
2013-01-22,8894947092
2013-01-23,8874299583
2013-01-24,8917659353
2013-01-25,8989925636
2013-01-28,8956889621
2013-01-29,8985796134
2013-01-30,8903206096
2013-01-31,8857781575
2013-02-01,8884623337
2013-02-04,8833004564
2013-02-05,8967213375
2013-02-06,8917659353
2013-02-07,8894947092
2013-02-08,8948630617
2013-02-11,8878429085
2013-02-12,8826810311
2013-02-13,8810292303
2013-02-14,8754544028
2013-02-15,8725637514
2013-02-19,8795839047
2013-02-20,8632723721
2013-02-21,8413860121
2013-02-22,8426248626
2013-02-25,8256939049
2013-02-26,7651967020
2013-02-27,7891478130
2013-02-28,8021557440
2013-03-01,8015363187
2013-03-04,8040140199
2013-03-05,8166090007
2013-03-06,8071111463
2013-03-07,8007104184
2013-03-08,7988521425
2013-03-11,7978197670
2013-03-12,7895607632
2013-03-13,7905931387
2013-03-14,7922449395
2013-03-15,7936902651
2013-03-18,7883219127
2013-03-19,7728362805
2013-03-20,7678808783
2013-03-21,7554923726
2013-03-22,7544599971
2013-03-25,7364966638
2013-03-26,7391808400
2013-03-27,7377355144
2013-03-28,7377355144
2013-04-01,7301940691
2013-04-02,7287489579
2013-04-03,7353551807
2013-04-04,7448516261
2013-04-05,7475354041
2013-04-08,7529029602
2013-04-09,7640509612
2013-04-10,7648767391
2013-04-11,7644638501
2013-04-12,7576511828
2013-04-15,7403098479
2013-04-16,7446451816
2013-04-17,7270974022
2013-04-18,7252394020
2013-04-19,7295747357
2013-04-22,7334971805
2013-04-23,7312262914
2013-04-24,7337036250
2013-04-25,7316391804
2013-04-26,7312262914
2013-04-29,7361809586
2013-04-30,7417549591
2013-05-01,7291618468
2013-05-02,7644638501
2013-05-03,7661154059
2013-05-06,7824245185
2013-05-07,7995594090
2013-05-08,8067849653
2013-05-09,7937789640
2013-05-10,7933660751
2013-05-13,7910951860
2013-05-14,7991465201
2013-05-15,7974949644
2013-05-16,7886178524
2013-05-17,7954305197
2013-05-20,7962562976
2013-05-21,7991465201
2013-05-22,7906822971
2013-05-23,8286680784
2013-05-24,8119460769
2013-05-28,8173136329
2013-05-29,8125654103
2013-05-30,8057527429
2013-05-31,8057527429
2013-06-03,8051334096
2013-06-04,7946047419
2013-06-05,7799471849
2013-06-06,7904758526
2013-06-07,7972885199
2013-06-10,7943982974
2013-06-11,7811858517
2013-06-12,7764376291
2013-06-13,7962562976
2013-06-14,7902694081
2013-06-17,7979078533
2013-06-18,8049269651
2013-06-19,7943982974
2013-06-20,7698314062
2013-06-21,7648767391
2013-06-24,7578576273
2013-06-25,7675605171
2013-06-26,7704507396
2013-06-27,7807729628
2013-06-28,7853147410
2013-07-01,7983916060
2013-07-02,7884788286
2013-07-03,7843485048
2013-07-05,7955003792
2013-07-08,7981850898
2013-07-09,8190432254
2013-07-10,8178041282
2013-07-11,8322602618
2013-07-12,8260647760
2013-07-15,8399013609
2013-07-16,8388687800
2013-07-17,8357710371
2013-07-18,8531183974
2013-07-19,8508467192
2013-07-22,8522923326
2013-07-23,8341189075
2013-07-24,8273038731
2013-07-25,8264778083
2013-07-26,8425860715
2013-07-29,8293690351
2013-07-30,8316407132
2013-07-31,8326732942
2013-08-01,8607594965
2013-08-02,8506402030
2013-08-05,8330863265
2013-08-06,8510532354
2013-08-07,8510532354
2013-08-08,8489880735
2013-08-09,8423795553
2013-08-12,8425860715
2013-08-13,8407274257
2013-08-14,8365971018
2013-08-15,8227605168
2013-08-16,8266843245
2013-08-19,8244126464
2013-08-20,8374231666
2013-08-21,8365971018
2013-08-22,8520858164
2013-08-23,8518793002
2013-08-26,8595203994
2013-08-27,8399013609
2013-08-28,8394883286
2013-08-29,8353580047
2013-08-30,8376296828
2013-09-03,8562161403
2013-09-04,8669549824
2013-09-05,8702592415
2013-09-06,8859544722
2013-09-09,9008236382
2013-09-10,9146602232
2013-09-11,9239534519
2013-09-12,9156928041
2013-09-13,9144537070
2013-09-16,9218882900
2013-09-17,9063995754
2013-09-18,9340727454
2013-09-19,9278772596
2013-09-20,9253990653
2013-09-23,9204426766
2013-09-24,9231273871
2013-09-25,9123885450
2013-09-26,9152797718
2013-09-27,9115624803
2013-09-30,9012832177
2013-10-01,9104883345
2013-10-02,9012832177
2013-10-03,8800091699
2013-10-04,8802137280
2013-10-07,8775544720
2013-10-08,8603715873
2013-10-09,8675311226
2013-10-10,8820547514
2013-10-11,8888051704
2013-10-14,8914644264
2013-10-15,8828729840
2013-10-16,8879869378
2013-10-17,8824638677
2013-10-18,8982148454
2013-10-21,9072154041
2013-10-22,9111020090
2013-10-23,9029196829
2013-10-24,9471042437
2013-10-25,9385128013
2013-10-28,9538546627
2013-10-29,9540592209
2013-10-30,9479224763
2013-10-31,9264438704
2013-11-01,9286940100
2013-11-04,9468996856
2013-11-05,8879869378
2013-11-06,8716222856
2013-11-07,8626217269
2013-11-08,8677356807
2013-11-11,8697812623
2013-11-12,8716222856
2013-11-13,8816456351
2013-11-14,8843048910
2013-11-15,8863504726
2013-11-18,8859413563
2013-11-19,8867595889
2013-11-20,8883960541
2013-11-21,8957601476
2013-11-22,8922826590
2013-11-25,8953510313
