,ADBE
2009-04-09,13035834330
2009-04-13,12957210480
2009-04-14,12585057590
2009-04-15,12391118760
2009-04-16,12778996420
2009-04-17,12946727300
2009-04-20,12296770140
2009-04-21,12448776250
2009-04-22,12663681440
2009-04-23,12831412320
2009-04-24,13848280780
2009-04-27,13701516260
2009-04-28,13470886300
2009-04-29,14021253250
2009-04-30,14335748650
2009-05-01,14393406140
2009-05-04,13989803710
2009-05-05,14094635510
2009-05-06,13811589650
2009-05-07,13434195170
2009-05-08,13324121780
2009-05-11,13706757850
2009-05-12,13622892410
2009-05-13,13193082030
2009-05-14,13591442870
2009-05-15,13586201280
2009-05-18,13879730320
2009-05-19,13921663040
2009-05-20,13832556010
2009-05-21,13664825130
2009-05-22,13879730320
2009-05-26,14618794510
2009-05-27,14283332750
2009-05-28,14435338860
2009-05-29,14820171980
2009-06-01,15440746960
2009-06-02,15561706490
2009-06-03,15282973660
2009-06-04,15482819840
2009-06-05,15766811780
2009-06-08,15340823870
2009-06-09,15656370470
2009-06-10,15866734870
2009-06-11,15987694400
2009-06-12,15856216650
2009-06-15,15156755020
2009-06-16,14814912870
2009-06-17,15083127480
2009-06-18,15104163920
2009-06-19,15424969630
2009-06-22,14362629410
2009-06-23,14572993810
2009-06-24,14588771140
2009-06-25,14998981720
2009-06-26,14725508000
2009-06-29,15051572820
2009-06-30,14883281300
2009-07-01,15072609260
2009-07-02,14536180040
2009-07-06,14283742760
2009-07-07,13852495740
2009-07-08,13920864170
2009-07-09,14420479620
2009-07-10,14504625380
2009-07-13,14920095070
2009-07-14,14883281300
2009-07-15,15698443350
2009-07-16,16234872570
2009-07-17,16313759220
2009-07-20,16413682310
2009-07-21,16439977860
2009-07-22,16482050740
2009-07-23,16992184410
2009-07-24,17160475930
2009-07-27,17149957710
2009-07-28,17002702630
2009-07-29,16860706660
2009-07-30,16976407080
2009-07-31,17050034620
2009-08-03,17186771480
2009-08-04,17355063000
2009-08-05,16834411109
2009-08-06,17050034620
2009-08-07,17470763420
2009-08-10,17260399020
2009-08-11,16787079120
2009-08-12,17376099440
2009-08-13,17581204730
2009-08-14,16971147970
2009-08-17,16413682310
2009-08-18,16681896920
2009-08-19,16681896920
2009-08-20,16881743100
2009-08-21,17270917240
2009-08-24,17213067030
2009-08-25,17181512370
2009-08-26,17097366609
2009-08-27,17071071060
2009-08-28,16632009290
2009-08-31,16469515660
2009-09-01,16301780300
2009-09-02,16249363000
2009-09-03,16506207770
2009-09-04,16799744649
2009-09-08,17040864229
2009-09-09,17192874400
2009-09-10,17832365460
2009-09-11,18162594450
2009-09-14,18445647870
2009-09-15,18671042260
2009-09-16,17481169550
2009-09-17,17213841320
2009-09-18,17271500350
2009-09-21,17219083050
2009-09-22,17355368030
2009-09-23,17145698830
2009-09-24,16941271360
2009-09-25,16789261190
2009-09-28,17261016890
2009-09-29,17129973640
2009-09-30,17318675920
2009-10-01,16867887140
2009-10-02,16956996550
2009-10-05,17061831149
2009-10-06,17565037230
2009-10-07,17433993980
2009-10-08,17994859090
2009-10-09,18157352720
2009-10-12,18010584280
2009-10-13,18146869260
2009-10-14,18571449390
2009-10-15,18739184750
2009-10-16,18697250910
2009-10-19,18686767450
2009-10-20,18560965930
2009-10-21,18246462130
2009-10-22,18435164410
2009-10-23,18230736940
2009-10-26,18057759850
2009-10-27,17795673350
2009-10-28,17208599590
2009-10-29,17580762420
2009-10-30,17266258620
2009-11-02,17229566510
2009-11-03,17302950730
2009-11-04,17748497780
2009-11-05,18188803100
2009-11-06,18162594450
2009-11-09,19106105850
2009-11-10,19184731800
2009-11-11,18828294160
2009-11-12,18665800530
2009-11-13,19137556230
2009-11-16,19294808130
2009-11-17,19341983700
2009-11-18,19179490070
2009-11-19,18927887030
2009-11-20,18770635130
2009-11-23,19100864120
2009-11-24,18844019350
2009-11-25,18959337410
2009-11-27,18545240740
2009-11-30,18387988840
2009-12-01,19079897200
2009-12-02,19132314500
2009-12-03,18870228000
2009-12-04,19132314500
2009-12-07,19064172010
2009-12-08,18912161840
2009-12-09,18791602050
2009-12-10,18765393400
2009-12-11,18545240740
2009-12-14,18754909940
2009-12-15,19058930280
2009-12-16,19845189780
2009-12-17,19399642730
2009-12-18,19572619820
2009-12-21,19541169440
2009-12-22,19572619820
2009-12-23,19357708890
2009-12-24,19483510410
2009-12-28,19493993870
2009-12-29,19504477330
2009-12-30,19488752140
2009-12-31,19279082940
2010-01-04,19441576570
2010-01-05,19761322100
2010-01-06,19719388260
2010-01-07,19336741970
2010-01-08,19231907370
2010-01-11,18980304330
2010-01-12,18692009180
2010-01-13,19016996440
2010-01-14,18817810700
2010-01-15,18802085510
2010-01-19,19368192350
2010-01-20,19127072770
2010-01-21,18775876860
2010-01-22,18021067740
2010-01-25,17905749680
2010-01-26,17790431620
2010-01-27,17371093220
2010-01-28,17240049970
2010-01-29,16930787899
2010-02-01,17025139039
2010-02-02,17287225540
2010-02-03,17287225540
2010-02-04,16899337520
2010-02-05,17177149210
2010-02-08,16799744649
2010-02-09,16936029630
2010-02-10,17171907479
2010-02-11,17109006720
2010-02-12,16485240850
2010-02-16,16673943130
2010-02-17,16946513090
2010-02-18,17423510520
2010-02-19,17758981240
2010-02-22,17664630100
2010-02-23,17528345120
2010-02-24,18110177150
2010-02-25,18115418880
2010-02-26,18162594450
2010-03-01,18288395970
2010-03-02,18209770020
2010-03-03,18251703860
2010-03-04,18314604620
2010-03-05,18499363680
2010-03-08,18446748880
2010-03-09,18478317760
2010-03-10,18494102200
2010-03-11,18530932560
2010-03-12,18499363680
2010-03-15,18672992520
2010-03-16,18425702960
2010-03-17,18672992520
2010-03-18,18809791000
2010-03-19,18241551160
2010-03-22,18388872600
2010-03-23,18530932560
2010-03-24,19209663480
2010-03-25,18872928760
2010-03-26,18683515480
2010-03-29,18804529520
2010-03-30,18772960640
2010-03-31,18609854760
2010-04-01,18804529520
2010-04-05,18936066520
2010-04-06,18783483600
2010-04-07,18446748880
2010-04-08,18383611120
2010-04-09,18662469560
2010-04-12,18425702960
2010-04-13,18283643000
2010-04-14,18425702960
2010-04-15,18094229720
2010-04-16,17889032000
2010-04-19,17794325360
2010-04-20,18378349640
2010-04-21,18373088160
2010-04-22,18925543560
2010-04-23,19072865000
2010-04-26,19020250200
2010-04-27,18594070320
2010-04-28,18662469560
2010-04-29,18394134080
2010-04-30,17678572800
2010-05-03,17673311320
2010-05-04,17436544720
2010-05-05,17341838080
2010-05-06,17094548520
2010-05-07,17057718160
2010-05-10,18036353440
2010-05-11,17783802400
2010-05-12,18309950400
2010-05-13,18104752680
2010-05-14,17741710560
2010-05-17,17789063880
2010-05-18,17510205440
2010-05-19,17299746240
2010-05-20,16699937520
2010-05-21,16931442640
2010-05-24,16642061240
2010-05-25,16599969400
2010-05-26,16279019120
2010-05-27,16941965600
2010-05-28,16878827840
2010-06-01,16905135240
2010-06-02,17331315120
2010-06-03,17310269200
2010-06-04,16387345675
2010-06-07,16111132600
2010-06-08,16080010000
2010-06-09,15939958300
2010-06-10,16453481200
2010-06-11,16458668300
2010-06-14,16443107000
2010-06-15,16863262099
2010-06-16,16826952399
2010-06-17,17179675199
2010-06-18,17387159200
2010-06-21,17184862300
2010-06-22,16994236375
2010-06-23,15758409800
2010-06-24,15696164600
2010-06-25,15483493500
2010-06-28,14897351200
2010-06-29,13953299000
2010-06-30,13709505300
2010-07-01,13828808600
2010-07-02,13865118300
2010-07-06,13662821400
2010-07-07,13896240900
2010-07-08,13927363500
2010-07-09,14108912000
2010-07-12,14051853900
2010-07-13,14580938100
2010-07-14,14539441300
2010-07-15,14637996200
2010-07-16,14207466900
2010-07-19,14352705700
2010-07-20,14456447700
2010-07-21,14352705700
2010-07-22,14824731800
2010-07-23,15161893300
2010-07-26,15130770700
2010-07-27,15156706200
2010-07-28,14881789900
2010-07-29,14886977000
2010-07-30,14897351200
2010-08-02,15353816000
2010-08-03,15104835200
2010-08-04,15405687000
2010-08-05,15270822400
2010-08-06,15161893300
2010-08-09,15312319200
2010-08-10,15130770700
2010-08-11,14653557500
2010-08-12,14565376800
2010-08-13,14529067100
2010-08-16,14191905600
2010-08-17,14500538050
2010-08-18,14575751000
2010-08-19,14363079900
2010-08-20,14482383200
2010-08-23,14430512200
2010-08-24,14487570300
2010-08-25,14254150800
2010-08-26,14202279800
2010-08-27,14513505800
2010-08-30,14414950900
2010-08-31,14368267000
2010-09-01,14964783500
2010-09-02,15260448200
2010-09-03,14866911660
2010-09-07,14705588780
2010-09-08,14776167540
2010-09-09,16565843240
2010-09-10,16233114800
2010-09-13,16253280160
2010-09-14,16371751650
2010-09-15,16515429839
2010-09-16,16560801900
2010-09-17,16525512520
2010-09-20,16691826326
2010-09-21,16606173959
2010-09-22,13445253780
2010-09-23,13314178940
2010-09-24,13549861585
2010-09-27,13551121920
2010-09-28,13248641520
2010-09-29,13127649360
2010-09-30,13183104100
2010-10-01,13243600180
2010-10-04,12905830400
2010-10-05,12991533180
2010-10-06,12971367820
2010-10-07,14463604460
2010-10-08,13606576660
2010-10-11,13737651500
2010-10-12,13944346440
2010-10-13,13969553140
2010-10-14,13858643660
2010-10-15,14156082720
2010-10-18,14146000040
2010-10-19,13904015720
2010-10-20,14221620140
2010-10-21,13964511800
2010-10-22,14221620140
2010-10-25,14216578800
2010-10-26,14186330760
2010-10-27,14201454780
2010-10-28,14166165400
2010-10-29,14191372100
2010-11-01,14226661480
2010-11-02,14629968680
2010-11-03,14519059200
2010-11-04,14851787640
2010-11-05,14690464760
2010-11-08,14766084860
2010-11-09,14866911660
2010-11-10,15018151860
2010-11-11,15093771960
2010-11-12,14892118360
2010-11-15,14876994340
2010-11-16,14629968680
2010-11-17,14569472600
2010-11-18,14458563120
2010-11-19,14549307240
2010-11-22,14710630120
2010-11-23,14211537460
2010-11-24,14317405600
2010-11-26,14478728480
2010-11-29,14297240240
2010-11-30,14014925200
2010-12-01,14302281580
2010-12-02,14670299400
2010-12-03,14690464760
2010-12-06,14735836820
2010-12-07,14629968680
2010-12-08,14725754140
2010-12-09,14418232400
2010-12-10,14473687140
2010-12-13,14019966540
2010-12-14,14191372100
2010-12-15,13974594480
2010-12-16,14377901680
2010-12-17,14514017860
2010-12-20,14709369785
2010-12-21,15592864620
2010-12-22,15450446765
2010-12-23,15552533900
2010-12-27,15602947300
2010-12-28,15587823280
2010-12-29,15613029980
2010-12-30,15411376380
2010-12-31,15517244520
2011-01-03,15774352860
2011-01-04,15885262340
2011-01-05,16243197480
2011-01-06,16268404180
2011-01-07,16152453360
2011-01-10,16616256640
2011-01-11,16626339319
2011-01-12,16925038714
2011-01-13,16827992920
2011-01-14,17034687860
2011-01-18,17231300120
2011-01-19,17095183939
2011-01-20,16883447660
2011-01-21,16772538180
2011-01-24,17155680020
2011-01-25,16918737040
2011-01-26,16898571680
2011-01-27,17064935900
2011-01-28,16379313660
2011-01-31,16661628699
2011-02-01,16893530339
2011-02-02,16853199620
2011-02-03,16903613020
2011-02-04,16817910240
2011-02-07,16918737040
2011-02-08,16923778380
2011-02-09,16641463339
2011-02-10,16923778380
2011-02-11,16974191780
2011-02-14,17069977240
2011-02-15,17110307959
2011-02-16,17488408460
2011-02-17,17634607320
2011-02-18,17841302260
2011-02-22,17009481160
2011-02-23,16827992920
2011-02-24,16863282300
2011-02-25,17458160420
2011-02-28,17392623000
2011-03-01,17125431980
2011-03-02,17382540320
2011-03-03,17669896700
2011-03-04,17623925220
2011-03-07,17349097920
2011-03-08,17633918940
2011-03-09,17553969180
2011-03-10,17419053960
2011-03-11,17294132460
2011-03-14,17029298880
2011-03-15,16509625440
2011-03-16,16034923740
2011-03-17,15907503810
2011-03-18,15984955140
2011-03-21,16159845240
2011-03-22,16429675680
2011-03-23,15830052480
2011-03-24,16284766740
2011-03-25,16309751040
2011-03-28,16204816980
2011-03-29,16299757319
2011-03-30,16464653700
2011-03-31,16569587759
2011-04-01,17069273759
2011-04-04,17174207819
2011-04-05,17079267480
2011-04-06,17109248640
2011-04-07,17229173280
2011-04-08,17064276900
2011-04-11,17179204680
2011-04-12,17034295740
2011-04-13,17094258060
2011-04-14,17154220380
2011-04-15,17244163860
2011-04-18,16914371100
2011-04-19,16814433900
2011-04-20,16834421339
2011-04-21,16729487279
2011-04-25,16604565779
2011-04-26,16554597180
2011-04-27,16814433900
2011-04-28,16999317720
2011-04-29,16764465299
2011-05-02,16764465299
2011-05-03,16734484140
2011-05-04,16599568920
2011-05-05,16459656839
2011-05-06,16689512400
2011-05-09,16974333420
2011-05-10,17364088500
2011-05-11,17688884400
2011-05-12,17918739960
2011-05-13,17653906380
2011-05-16,17184201540
2011-05-17,17349097920
2011-05-18,17424050820
2011-05-19,17693881260
2011-05-20,17643912660
2011-05-23,17204188980
2011-05-24,17059280040
2011-05-25,17054283180
2011-05-26,17259154440
2011-05-27,17134232940
2011-05-31,17304126180
2011-06-01,17049286319
2011-06-02,17119242359
2011-06-03,16453245990
2011-06-06,16240595080
2011-06-07,16324666369
2011-06-08,15943872880
2011-06-09,15931509455
2011-06-10,15661986790
2011-06-13,15657041420
2011-06-14,15869692330
2011-06-15,15394936810
2011-06-16,15231739600
2011-06-17,15068542390
2011-06-20,15305920150
2011-06-21,15830129369
2011-06-22,14841055370
2011-06-23,15053706280
2011-06-24,14821273890
2011-06-27,15276247930
2011-06-28,15226794230
2011-06-29,15404827550
2011-06-30,15553188650
2011-07-01,15592751610
2011-07-05,15587806240
2011-07-06,15652096050
2011-07-07,15859801590
2011-07-08,15597696980
2011-07-11,15320756260
2011-07-12,15009197950
2011-07-13,14870727590
2011-07-14,14514660950
2011-07-15,14484988730
2011-07-18,14227829490
2011-07-19,14539387800
2011-07-20,14420698920
2011-07-21,14618513720
2011-07-22,14697639640
2011-07-25,14663022050
2011-07-26,14653131310
2011-07-27,14094304500
2011-07-28,13856926740
2011-07-29,13703620270
2011-08-01,13683838790
2011-08-02,13367335110
2011-08-03,13535477690
2011-08-04,12932142550
2011-08-05,12670037940
2011-08-08,11824379670
2011-08-09,12269462970
2011-08-10,11275443600
2011-08-11,11868888000
2011-08-12,11918341700
2011-08-15,12190337050
2011-08-16,12180446310
2011-08-17,12145828720
2011-08-18,11512821360
2011-08-19,11221044530
2011-08-22,11458422290
2011-08-23,11760089860
2011-08-24,11918341700
2011-08-25,11802125505
2011-08-26,12135937980
2011-08-29,12618111555
2011-08-30,12457387030
2011-08-31,12482113880
2011-09-01,12249681490
2011-09-02,11870280450
2011-09-06,11668756020
2011-09-07,12435531900
2011-09-08,12283159770
2011-09-09,12111126720
2011-09-12,12386379600
2011-09-13,12376549140
2011-09-14,12659174865
2011-09-15,12838580760
2011-09-16,12543666960
2011-09-19,12420786210
2011-09-20,12111126720
2011-09-21,12234007470
2011-09-22,11948924130
2011-09-23,12229092240
2011-09-26,12351972990
2011-09-27,12563327880
2011-09-28,12342142530
2011-09-29,12283159770
2011-09-30,11880110910
2011-10-03,11432824980
2011-10-04,11816212920
2011-10-05,12128330025
2011-10-06,12450277590
2011-10-07,12425701440
2011-10-10,12661632480
2011-10-11,12700954320
2011-10-12,12720615240
2011-10-13,12681293400
2011-10-14,13177731630
2011-10-17,12897563520
2011-10-18,13153155480
2011-10-19,12789428460
2011-10-20,12818919840
2011-10-21,13418577900
2011-10-24,13860948600
2011-10-25,13688915550
2011-10-26,13669254630
2011-10-27,13929761820
2011-10-28,14263997460
2011-10-31,14455691430
2011-11-01,14052642570
2011-11-02,14426200050
2011-11-03,14824333680
2011-11-04,14642470170
2011-11-07,14706368160
2011-11-08,14952129660
2011-11-09,13801965840
2011-11-10,13777389690
2011-11-11,13973998890
2011-11-14,13880609520
2011-11-15,13993659810
2011-11-16,14028066420
2011-11-17,13610271870
2011-11-18,13359595140
2011-11-21,13089257490
2011-11-22,12941800590
2011-11-23,12750106620
2011-11-25,12696039090
2011-11-28,13084342260
2011-11-29,12814004610
2011-11-30,13477560660
2011-12-01,13339934220
2011-12-02,13392773760
2011-12-05,13787986560
2011-12-06,13812687360
2011-12-07,13763285760
2011-12-08,13526158080
2011-12-09,13852208640
2011-12-12,13531098240
2011-12-13,13333491840
2011-12-14,13101304320
2011-12-15,13071663360
2011-12-16,13931251200
2011-12-19,13587910080
2011-12-20,14049815040
2011-12-21,13817627520
2011-12-22,13775636160
2011-12-23,13975712640
2011-12-27,14079456000
2011-12-28,13839858240
2011-12-29,13985592960
2011-12-30,13965832320
2012-01-03,14114037120
2012-01-04,13970772480
2012-01-05,14069575680
2012-01-06,14188139520
2012-01-09,14094276480
2012-01-10,14425267200
2012-01-11,14484549120
2012-01-12,14440087680
2012-01-13,14311643520
2012-01-17,14499369600
2012-01-18,14766138240
2012-01-19,14939043840
2012-01-20,15067488000
2012-01-23,14934103680
2012-01-24,15289795200
2012-01-25,15482461440
2012-01-26,15403418880
2012-01-27,15339196800
2012-01-30,15314496000
2012-01-31,15289795200
2012-02-01,15433059840
2012-02-02,15455290560
2012-02-03,15734409600
2012-02-06,15736879680
2012-02-07,15946836480
2012-02-08,15857913600
2012-02-09,16129622400
2012-02-10,15912255360
2012-02-13,15981417600
2012-02-14,16025879039
2012-02-15,16035759360
2012-02-16,16233365760
2012-02-17,16179024000
2012-02-21,16075280640
2012-02-22,15971537280
2012-02-23,16287707520
2012-02-24,16505074559
2012-02-27,16435912320
2012-02-28,16435912320
2012-02-29,16248186240
2012-03-01,16351929600
2012-03-02,16728393499
2012-03-05,16475459000
2012-03-06,15865440500
2012-03-07,16073739499
2012-03-08,16391147499
2012-03-09,16683758000
2012-03-12,16644082000
2012-03-13,16971409000
2012-03-14,16748231500
2012-03-15,16946611500
2012-03-16,16773029000
2012-03-19,17115234499
2012-03-20,16445701999
2012-03-21,16644082000
2012-03-22,16718474500
2012-03-23,16770549249
2012-03-26,17060680000
2012-03-27,17174748500
2012-03-28,17090437000
2012-03-29,17100355999
2012-03-30,17016044500
2012-04-02,17209465000
2012-04-03,17016044500
2012-04-04,16594487000
2012-04-05,16658960500
2012-04-09,16475459000
2012-04-10,16172929500
2012-04-11,16368829750
2012-04-12,16639122499
2012-04-13,16455621000
2012-04-16,16289477750
2012-04-17,16782948000
2012-04-18,16559770500
2012-04-19,16319234750
2012-04-20,16396107000
2012-04-23,16177888999
2012-04-24,16068780000
2012-04-25,16430823500
2012-04-26,16495296999
2012-04-27,16654001000
2012-04-30,16639122499
2012-05-01,16748231500
2012-05-02,16743271999
2012-05-03,16525054000
2012-05-04,16172929500
2012-05-07,16128294000
2012-05-08,16202686500
2012-05-09,16128294000
2012-05-10,15830724000
2012-05-11,15969590000
2012-05-14,15984468499
2012-05-15,16034063500
2012-05-16,16048942000
2012-05-17,15875359499
2012-05-18,15528194500
2012-05-21,15875359499
2012-05-22,15875359499
2012-05-23,15959671000
2012-05-24,15642263000
2012-05-25,15672020000
2012-05-29,15895197499
2012-05-30,15518275500
2012-05-31,15399247500
2012-06-01,14732600820
2012-06-04,14974685810
2012-06-05,15169835955
2012-06-06,15656476190
2012-06-07,15473677320
2012-06-08,15636714150
2012-06-11,15379807630
2012-06-12,15696000270
2012-06-13,15705881290
2012-06-14,15646595170
2012-06-15,16002311890
2012-06-18,16120884130
2012-06-19,16249337390
2012-06-20,15804691490
2012-06-21,15429212730
2012-06-22,15594719815
2012-06-25,15239003095
2012-06-26,15350164570
2012-06-27,15518141910
2012-06-28,15399569670
2012-06-29,15992430869
2012-07-02,15903501689
2012-07-03,16061598009
2012-07-05,16071479030
2012-07-06,15498379870
2012-07-09,15033971930
2012-07-10,15038912440
2012-07-11,14920340200
2012-07-12,14890697140
2012-07-13,15142663150
2012-07-16,15019150400
2012-07-17,15142663150
2012-07-18,15528022930
2012-07-19,15752816135
2012-07-20,15503320380
2012-07-23,15137722640
2012-07-24,14828940765
2012-07-25,14984566830
2012-07-26,15288408195
2012-07-27,15757756645
2012-07-30,15320521510
2012-07-31,15256294880
2012-08-01,15162425190
2012-08-02,15108079580
2012-08-03,15819513020
2012-08-06,15878799140
2012-08-07,15992430869
2012-08-08,16061598009
2012-08-09,16130765150
2012-08-10,16125824640
2012-08-13,15943025770
2012-08-14,15861507354
2012-08-15,16259218409
2012-08-16,16624816150
2012-08-17,16698923799
2012-08-20,16758209920
2012-08-21,16674221250
2012-08-22,16718685840
2012-08-23,16550708500
2012-08-24,15938085259
2012-08-27,15967728320
2012-08-28,15839275060
2012-08-29,15789869960
2012-08-30,15542844460
2012-08-31,15475710620
2012-09-04,15557370110
2012-09-05,15965667559
2012-09-06,16227967740
2012-09-07,16064648760
2012-09-10,15901329780
2012-09-11,16049801580
2012-09-12,16044852520
2012-09-13,16237865860
2012-09-14,16500166040
2012-09-17,16534809459
2012-09-18,16119088420
2012-09-19,16391286719
2012-09-20,17089005198
2012-09-21,16742669980
2012-09-24,16537283990
2012-09-25,16279932870
2012-09-26,16099292180
2012-09-27,16232916799
2012-09-28,16052276110
2012-10-01,16143833719
2012-10-02,16119088420
2012-10-03,16133935600
2012-10-04,16173528080
2012-10-05,16069597820
2012-10-08,15950820379
2012-10-09,15681096610
2012-10-10,15594488060
2012-10-11,15728112680
2012-10-12,15807297640
2012-10-15,16000310980
2012-10-16,16450675440
2012-10-17,16549656639
2012-10-18,16566978350
2012-10-19,16450675440
2012-10-22,16574401940
2012-10-23,16485318860
2012-10-24,16510064160
2012-10-25,16529860400
2012-10-26,16831753059
2012-10-31,16839176650
2012-11-01,17004970160
2012-11-02,17019817340
2012-11-05,16945581440
2012-11-06,17019817340
2012-11-07,16564503820
2012-11-08,16322148351
2012-11-09,16282407400
2012-11-12,16183426200
2012-11-13,16104241240
2012-11-14,15953294910
2012-11-15,16153731840
2012-11-16,16158680900
2012-11-19,16292305520
2012-11-20,16153731840
2012-11-21,16252713040
2012-11-23,16529860400
2012-11-26,16477895270
2012-11-27,16420981080
2012-11-28,16767415280
2012-11-29,16871345540
2012-11-30,17256788270
2012-12-03,17301662900
2012-12-04,17600827100
2012-12-05,17650687800
2012-12-06,17521049980
2012-12-07,17690576360
2012-12-10,17825200250
2012-12-11,17720492780
2012-12-12,17929758137
2012-12-13,17715506710
2012-12-14,18727678920
2012-12-17,18657873940
2012-12-18,18692975872
2012-12-19,18991940630
2012-12-20,18882247090
2012-12-21,18802469970
2012-12-24,18712720710
2012-12-26,18722692850
2012-12-27,18598041100
2012-12-28,18398598300
2012-12-31,18787511760
2013-01-02,19116592380
2013-01-03,18822414250
2013-01-04,19011884910
2013-01-07,18917149580
2013-01-08,19016870980
2013-01-09,19276146620
2013-01-10,19256202340
2013-01-11,18991940630
2013-01-14,19026843120
2013-01-15,19021857050
2013-01-16,18887233160
2013-01-17,18812442110
2013-01-18,18937093860
2013-01-22,18922135650
2013-01-23,19071717750
2013-01-24,18996926700
2013-01-25,19106620240
2013-01-28,19066731680
2013-01-29,19206341640
2013-01-30,18917149580
2013-01-31,18862302810
2013-02-01,19116592380
2013-02-04,18996926700
2013-02-05,19201355570
2013-02-06,19146508800
2013-02-07,18981968490
2013-02-08,19505505840
2013-02-11,19266174480
2013-02-12,19390826230
2013-02-13,19350937670
2013-02-14,19251216270
2013-02-15,19263681445
2013-02-19,19443179965
2013-02-20,19330993390
2013-02-21,19116592380
2013-02-22,19221299850
2013-02-25,19001912770
2013-02-26,19241244130
2013-02-27,19744837200
2013-02-28,19600241170
2013-03-01,20049784720
2013-03-04,20366916640
2013-03-05,20870300640
2013-03-06,20784725360
2013-03-07,20890436000
2013-03-08,20890436000
2013-03-11,20880368320
2013-03-12,20840097600
2013-03-13,20935740560
2013-03-14,20950842080
2013-03-15,20830029920
2013-03-18,20668947040
2013-03-19,20512898000
2013-03-20,21373684640
2013-03-21,21232737120
2013-03-22,21630410480
2013-03-25,21388786160
2013-03-26,21519666000
2013-03-27,21474361440
2013-03-28,21904754760
2013-04-01,21836797920
2013-04-02,22070871480
2013-04-03,21997880800
2013-04-04,22254606640
2013-04-05,21836797920
2013-04-08,22043185360
2013-04-09,22234471280
2013-04-10,22501264800
2013-04-11,22757990640
2013-04-12,22667381520
2013-04-15,22450926400
2013-04-16,22793227520
2013-04-17,22601941600
2013-04-18,22380452640
2013-04-19,22521400160
2013-04-22,22415689520
2013-04-23,22586840080
2013-04-24,22486163280
2013-04-25,22677449200
2013-04-26,22606975440
2013-04-29,22682483040
2013-04-30,22692550720
2013-05-01,22506298640
2013-05-02,22999614960
2013-05-03,23664081840
2013-05-06,23402322160
2013-05-07,22955317168
2013-05-08,22813362880
2013-05-09,22133794480
2013-05-10,22158963680
2013-05-13,21952576240
2013-05-14,22169031360
2013-05-15,22687516880
2013-05-16,22430791040
2013-05-17,22455960240
2013-05-20,22294877360
2013-05-21,22158963680
2013-05-22,21731087280
2013-05-23,21529733680
2013-05-24,21358583120
2013-05-28,21600207440
2013-05-29,21444158400
2013-05-30,21741154960
2013-05-31,21631617560
2013-06-03,21908881360
2013-06-04,22377709240
2013-06-05,22100445440
2013-06-06,21964334120
2013-06-07,22241597920
2013-06-10,22226474440
2013-06-11,21737481920
2013-06-12,21535835520
2013-06-13,21828222800
2013-06-14,21596329440
2013-06-17,21873593240
2013-06-18,21858469760
2013-06-19,23078430480
2013-06-20,22632287820
2013-06-21,22569273320
2013-06-24,21979457600
2013-06-25,22367626920
2013-06-26,23028018880
2013-06-27,23154047880
2013-06-28,22967524960
2013-07-01,23307803260
2013-07-02,23204459480
2013-07-03,23401064720
2013-07-05,23693452000
2013-07-08,23504408500
2013-07-09,23824522160
2013-07-10,23819481000
2013-07-11,24192526840
2013-07-12,24394173240
2013-07-15,24258061920
2013-07-16,23937948260
2013-07-17,24217732640
2013-07-18,24293350040
2013-07-19,24232856120
2013-07-22,24338720480
2013-07-23,24232856120
2013-07-24,24096744800
2013-07-25,24091703640
2013-07-26,24016086240
2013-07-29,23779151720
2013-07-30,23874933760
2013-07-31,23834604480
2013-08-01,24046333200
2013-08-02,23920304200
2013-08-05,24011045080
2013-08-06,23890057240
2013-08-07,23743863600
2013-08-08,23950551160
2013-08-09,23784192880
2013-08-12,23794275200
2013-08-13,23764028240
2013-08-14,23612793440
2013-08-15,23123800920
2013-08-16,22886866400
2013-08-19,22629767240
2013-08-20,22720508120
2013-08-21,22755796240
2013-08-22,23028018880
2013-08-23,23073389320
2013-08-26,23219582960
2013-08-27,22937278000
2013-08-28,22952401480
2013-08-29,23154047880
2013-08-30,22845857250
2013-09-03,22910774440
2013-09-04,23435105590
2013-09-05,23335732353
2013-09-06,23405143810
2013-09-09,23594901750
2013-09-10,23979411260
2013-09-11,24069296600
2013-09-12,23789653320
2013-09-13,23849576880
2013-09-16,24039334820
2013-09-17,24039334820
2013-09-18,26256506540
2013-09-19,25901459447
2013-09-20,26121678530
2013-09-23,25867003400
2013-09-24,25677245460
2013-09-25,25901958810
2013-09-26,26016812300
2013-09-27,25981856890
2013-09-30,25936914220
2013-10-01,26181602090
2013-10-02,25727181760
2013-10-03,25407589440
2013-10-04,25752149910
2013-10-07,25377627660
2013-10-08,24758417540
2013-10-09,24693500350
2013-10-10,25549907895
2013-10-11,26061754970
2013-10-14,26281474690
2013-10-15,25931920590
2013-10-16,25921933330
2013-10-17,25999334595
2013-10-18,26281474690
2013-10-21,26506188040
2013-10-22,26551130710
2013-10-23,26496200780
2013-10-24,27070468230
2013-10-25,26870723030
2013-10-28,26930646590
2013-10-29,27395054180
2013-10-30,27015538300
2013-10-31,27075461860
2013-11-01,27270213430
2013-11-04,27659716570
2013-11-05,27360098770
2013-11-06,27405041440
2013-11-07,26550131984
2013-11-08,27385066920
2013-11-11,28054213340
2013-11-12,28084175120
2013-11-13,28738340650
2013-11-14,28548582710
2013-11-15,28638468050
2013-11-18,28263945800
2013-11-19,27849474510
2013-11-20,27934366220
2013-11-21,28079181490
2013-11-22,28169066830
