,ADBE
2004-08-23,10881431730
2004-08-24,10905278830
2004-08-25,11026899040
2004-08-26,11007821360
2004-08-27,11067439110
2004-08-30,10864738760
2004-08-31,10938664770
2004-09-01,10924356510
2004-09-02,11169981640
2004-09-03,11312838900
2004-09-07,11485461200
2004-09-08,11628907900
2004-09-09,11901213500
2004-09-10,12124893100
2004-09-13,12085992300
2004-09-14,12047091500
2004-09-15,11534087200
2004-09-16,11643495700
2004-09-17,11704278200
2004-09-20,11658083500
2004-09-21,12265908500
2004-09-22,11874469200
2004-09-23,11974152500
2004-09-24,11755335500
2004-09-27,11636201800
2004-09-28,11837999700
2004-09-29,12073835800
2004-09-30,12027641100
2004-10-01,12154068700
2004-10-04,12352219650
2004-10-05,12428805600
2004-10-06,12562527100
2004-10-07,12411786500
2004-10-08,12090854900
2004-10-11,12385042200
2004-10-12,12645191300
2004-10-13,12465275100
2004-10-14,12457981200
2004-10-15,12516332400
2004-10-18,12902909100
2004-10-19,13019611500
2004-10-20,13048787100
2004-10-21,13250585000
2004-10-22,13065806200
2004-10-25,13073100100
2004-10-26,13060943600
2004-10-27,13610417400
2004-10-28,13491283700
2004-10-29,13622573900
2004-11-01,13697944200
2004-11-02,13865703900
2004-11-03,13897310800
2004-11-04,14128284300
2004-11-05,14218242400
2004-11-08,14067501800
2004-11-09,13953230700
2004-11-10,14001856700
2004-11-11,14206085900
2004-11-12,14337376100
2004-11-15,14232830200
2004-11-16,14142872100
2004-11-17,14247418000
2004-11-18,14386002100
2004-11-19,14057776600
2004-11-22,14456509800
2004-11-23,14750697100
2004-11-24,14799323100
2004-11-26,14748265800
2004-11-29,14767716200
2004-11-30,14723952800
2004-12-01,14974376700
2004-12-02,15149430300
2004-12-03,15307464800
2004-12-06,15069440530
2004-12-07,14651013800
2004-12-08,14668032900
2004-12-09,14789597900
2004-12-10,14830930000
2004-12-13,15258838800
2004-12-14,15599220800
2004-12-15,15232094500
2004-12-16,14857674300
2004-12-17,14696965370
2004-12-20,14777441400
2004-12-21,14833361300
2004-12-22,15088647800
2004-12-23,15224800600
2004-12-27,15149430300
2004-12-28,15489812300
2004-12-29,15377972500
2004-12-30,15360953400
2004-12-31,15253976200
2005-01-03,14998689700
2005-01-04,14602387800
2005-01-05,14522154900
2005-01-06,14281456200
2005-01-07,14291181400
2005-01-10,14300906600
2005-01-11,14130715600
2005-01-12,14339807400
2005-01-13,14155028600
2005-01-14,14157459900
2005-01-18,14193929400
2005-01-19,14072364400
2005-01-20,14118559100
2005-01-21,13875429100
2005-01-24,13466970700
2005-01-25,13513165400
2005-01-26,13617711300
2005-01-27,13656612100
2005-01-28,13488852400
2005-01-31,13834097000
2005-02-01,14077227000
2005-02-02,15144567700
2005-02-03,15419304600
2005-02-04,15557888700
2005-02-07,15443617600
2005-02-08,15487381000
2005-02-09,15217506700
2005-02-10,15239388400
2005-02-11,15487381000
2005-02-14,15431461100
2005-02-15,15781568300
2005-02-16,15706197999
2005-02-17,15334209100
2005-02-18,15275857900
2005-02-22,14954926300
2005-02-23,15013277500
2005-02-24,14925750700
2005-02-25,14935475900
2005-02-28,15013277500
2005-03-01,15156724200
2005-03-02,15159155500
2005-03-03,15159155500
2005-03-04,15584272025
2005-03-07,15901969274
2005-03-08,15872643375
2005-03-09,15765115075
2005-03-10,15960621075
2005-03-11,15743120650
2005-03-14,15967952550
2005-03-15,15772446550
2005-03-16,15442530175
2005-03-17,15613597925
2005-03-18,16571577325
2005-03-21,16300312750
2005-03-22,16217222700
2005-03-23,16195228274
2005-03-24,16261211550
2005-03-28,16400509575
2005-03-29,16183009150
2005-03-30,16552026725
2005-03-31,16415172525
2005-04-01,16314975700
2005-04-04,16270986850
2005-04-05,16336970124
2005-04-06,16642448249
2005-04-07,16713319175
2005-04-08,16437166950
2005-04-11,16324751000
2005-04-12,16349189250
2005-04-13,15901969274
2005-04-14,15513401100
2005-04-15,14824242450
2005-04-18,13384829525
2005-04-19,14198623250
2005-04-20,13990898125
2005-04-21,14550534050
2005-04-22,14733820925
2005-04-25,14672725300
2005-04-26,14447893400
2005-04-27,14284157125
2005-04-28,14289044775
2005-04-29,14533427275
2005-05-02,13966459875
2005-05-03,14000673425
2005-05-04,14064212875
2005-05-05,13910251900
2005-05-06,14100870250
2005-05-09,14337921275
2005-05-10,14056881400
2005-05-11,14157078225
2005-05-12,14120420850
2005-05-13,14198623250
2005-05-16,14640955575
2005-05-17,14609185850
2005-05-18,14931770750
2005-05-19,15181040900
2005-05-20,15207922975
2005-05-23,15327670400
2005-05-24,15845761300
2005-05-25,16011941399
2005-05-26,16178121500
2005-05-27,16212335050
2005-05-31,16187896799
2005-06-01,16217222700
2005-06-02,16173233850
2005-06-03,16000243400
2005-06-06,15955989500
2005-06-07,15862564599
2005-06-08,15862564599
2005-06-09,15975657900
2005-06-10,15306932300
2005-06-13,15562621500
2005-06-14,15724885800
2005-06-15,15734720000
2005-06-16,15936321099
2005-06-17,15410191400
2005-06-20,15287263900
2005-06-21,15139750900
2005-06-22,15026657600
2005-06-23,14775885500
2005-06-24,14377600400
2005-06-27,14180916400
2005-06-28,14112077000
2005-06-29,14308761000
2005-06-30,14067823100
2005-07-01,13989149500
2005-07-05,13758045800
2005-07-06,13236833200
2005-07-07,13526942100
2005-07-08,13733460300
2005-07-11,13762962900
2005-07-12,13989149500
2005-07-13,14284175500
2005-07-14,14323512300
2005-07-15,14210419000
2005-07-18,14180916400
2005-07-19,14412020100
2005-07-20,14485776600
2005-07-21,14520196300
2005-07-22,14643123800
2005-07-25,14579201500
2005-07-26,14628372500
2005-07-27,14662792200
2005-07-28,14805388100
2005-07-29,14574284400
2005-08-01,14485776600
2005-08-02,14072740200
2005-08-03,13817051000
2005-08-04,13290921300
2005-08-05,13325341000
2005-08-08,13148325400
2005-08-09,13064734700
2005-08-10,12740206100
2005-08-11,13123739900
2005-08-12,13197496400
2005-08-15,13202413500
2005-08-16,12872967800
2005-08-17,13192579300
2005-08-18,13079486000
2005-08-19,12863133600
2005-08-22,12872967800
2005-08-23,13300755500
2005-08-24,13782631300
2005-08-25,13566278900
2005-08-26,13536776300
2005-08-29,13423683000
2005-08-30,13335175200
2005-08-31,13295838400
2005-09-01,13192579300
2005-09-02,15942734640
2005-09-06,16367634850
2005-09-07,16271882690
2005-09-08,16523232110
2005-09-09,16337712300
2005-09-12,16307789750
2005-09-13,16050455820
2005-09-14,16271882690
2005-09-15,16098331900
2005-09-16,17612412930
2005-09-19,17187512720
2005-09-20,16601030740
2005-09-21,16678829370
2005-09-22,16684813880
2005-09-23,16804504079
2005-09-26,16846395650
2005-09-27,16996008400
2005-09-28,17367048020
2005-09-29,17809901760
2005-09-30,17863762350
2005-10-03,18312600600
2005-10-04,17917622940
2005-10-05,17522645280
2005-10-06,17319171940
2005-10-07,17444846650
2005-10-10,17408939590
2005-10-11,17109714090
2005-10-12,16930178790
2005-10-13,16936163300
2005-10-14,17917622940
2005-10-17,18186925890
2005-10-18,18168972360
2005-10-19,18528042960
2005-10-20,18240786480
2005-10-21,18677655710
2005-10-24,19359889850
2005-10-25,19144447490
2005-10-26,19677128725
2005-10-27,19024757290
2005-10-28,19335951810
2005-10-31,19300044750
2005-11-01,19629192800
2005-11-02,19671084370
2005-11-03,19557378680
2005-11-04,19419734950
2005-11-07,19443672990
2005-11-08,19312013770
2005-11-09,19407765930
2005-11-10,19545409659
2005-11-11,19695022409
2005-11-14,19766836530
2005-11-15,19659115350
2005-11-16,19928418300
2005-11-17,20227643800
2005-11-18,20048108500
2005-11-21,19946371830
2005-11-22,20024170460
2005-11-23,20263550860
2005-11-25,20293473409
2005-11-28,19874557710
2005-11-29,19389812400
2005-11-30,19515487110
2005-12-01,20275519880
2005-12-02,20927831470
2005-12-05,21095397750
2005-12-06,22136702490
2005-12-07,21825507970
2005-12-08,21622034630
2005-12-09,21304855600
2005-12-12,21101382260
2005-12-13,20670497540
2005-12-14,20658528520
2005-12-15,20903893430
2005-12-16,23231867820
2005-12-19,23010440950
2005-12-20,22783029570
2005-12-21,22411989950
2005-12-22,22411989950
2005-12-23,22208516610
2005-12-27,22106779940
2005-12-28,22064888370
2005-12-29,22094810920
2005-12-30,22118748960
2006-01-03,23052332520
2006-01-04,22992487420
2006-01-05,22783029570
2006-01-06,23339589000
2006-01-09,22968609225
2006-01-10,23106133264
2006-01-11,23537077830
2006-01-12,23632829990
2006-01-13,23243836840
2006-01-17,23602907440
2006-01-18,23776458230
2006-01-19,24213327460
2006-01-20,22998471930
2006-01-23,22615463290
2006-01-24,23417387630
2006-01-25,23315650960
2006-01-26,23201945270
2006-01-27,23985916080
2006-01-30,23549046850
2006-01-31,23776458230
2006-02-01,24243250010
2006-02-02,23572984890
2006-02-03,23459279200
2006-02-06,23650783520
2006-02-07,23495186260
2006-02-08,23219898800
2006-02-09,22812952120
2006-02-10,23154069190
2006-02-13,22854843690
2006-02-14,22818936630
2006-02-15,22531680150
2006-02-16,23088239580
2006-02-17,22621447800
2006-02-21,22800983100
2006-02-22,23195960760
2006-02-23,23201945270
2006-02-24,22944611340
2006-02-27,23453294690
2006-02-28,23070286050
2006-03-01,23363527040
2006-03-02,23225883310
2006-03-03,23245840200
2006-03-06,22876764120
2006-03-07,22686273240
2006-03-08,22489829520
2006-03-09,22287432960
2006-03-10,22150517640
2006-03-13,22108847760
2006-03-14,22263621600
2006-03-15,22073130720
2006-03-16,21388554120
2006-03-17,21418318320
2006-03-20,21757630200
2006-03-21,21638573400
2006-03-22,21799300080
2006-03-23,21626667720
2006-03-24,21721913160
2006-03-27,21305214360
2006-03-28,21144487680
2006-03-29,21400459800
2006-03-30,21019478040
2006-03-31,20805175800
2006-04-03,21251638800
2006-04-04,21555233640
2006-04-05,21424271160
2006-04-06,21489752400
2006-04-07,21995743800
2006-04-10,22323150000
2006-04-11,22192187520
2006-04-12,22007649480
2006-04-13,21924309720
2006-04-17,21960026760
2006-04-18,22233857400
2006-04-19,22364819880
2006-04-20,22430301120
2006-04-21,22299338640
2006-04-24,22144564800
2006-04-25,22418395439
2006-04-26,22710084600
2006-04-27,23483953800
2006-04-28,23335132800
2006-05-01,22721990280
2006-05-02,22829141400
2006-05-03,20870657040
2006-05-04,20430146880
2006-05-05,20346807120
2006-05-08,20055117960
2006-05-09,19787240160
2006-05-10,19870579920
2006-05-11,19424116920
2006-05-12,19001465280
2006-05-15,19162191960
2006-05-16,19227673200
2006-05-17,18572860800
2006-05-18,17959718280
2006-05-19,18043058040
2006-05-22,17804944440
2006-05-23,17275141680
2006-05-24,17423962680
2006-05-25,17346575760
2006-05-26,17251330320
2006-05-30,16876301400
2006-05-31,17042980920
2006-06-01,17096556480
2006-06-02,17006557000
2006-06-05,17282180510
2006-06-06,17499160720
2006-06-07,16900999060
2006-06-08,16332159050
2006-06-09,16414259670
2006-06-12,16912727720
2006-06-13,16994828340
2006-06-14,16754390810
2006-06-15,16983099680
2006-06-16,17076928960
2006-06-19,16877541740
2006-06-20,17317366490
2006-06-21,17522618040
2006-06-22,18056272070
2006-06-23,17944849800
2006-06-26,17997628770
2006-06-27,17557804020
2006-06-28,17628175980
2006-06-29,17827563200
2006-06-30,17804105880
2006-07-03,17968307120
2006-07-05,17510889380
2006-07-06,17352552470
2006-07-07,17252858860
2006-07-10,17159029580
2006-07-11,17329095150
2006-07-12,16748526480
2006-07-13,16478767300
2006-07-14,16425988330
2006-07-17,16179686470
2006-07-18,16238329770
2006-07-19,16660561530
2006-07-20,16431852660
2006-07-21,16214872450
2006-07-24,16056535540
2006-07-25,15962706260
2006-07-26,15769183370
2006-07-27,15522881510
2006-07-28,16203143790
2006-07-31,16719204830
2006-08-01,16619511220
2006-08-02,18930057240
2006-08-03,19076665490
2006-08-04,18601654760
2006-08-07,18642705070
2006-08-08,18736534350
2006-08-09,18443317850
2006-08-10,18883142600
2006-08-11,18677891050
2006-08-14,19064936830
2006-08-15,19911746082
2006-08-16,19932857670
2006-08-17,19944586330
2006-08-18,19979772310
2006-08-21,19457846940
2006-08-22,19223273740
2006-08-23,19006293529
2006-08-24,19135308790
2006-08-25,19076665490
2006-08-28,19270188380
2006-08-29,18683755380
2006-08-30,18795177650
2006-08-31,19023886520
2006-09-01,19009037770
2006-09-05,19208947230
2006-09-06,19237757711
2006-09-07,18521023500
2006-09-08,18703293890
2006-09-11,18720932960
2006-09-12,19267744130
2006-09-13,19714600570
2006-09-14,19785156850
2006-09-15,21754853000
2006-09-18,22054717190
2006-09-19,21954762460
2006-09-20,22166431300
2006-09-21,21990040600
2006-09-22,21790131140
2006-09-25,22454536110
2006-09-26,22148792230
2006-09-27,22378100140
2006-09-28,22536851770
2006-09-29,22025318740
2006-10-02,21754853000
2006-10-03,21607860750
2006-10-04,22201709440
2006-10-05,22448656420
2006-10-06,22431017350
2006-10-09,21984160910
2006-10-10,22207589130
2006-10-11,21825409280
2006-10-12,22466295490
2006-10-13,22971948830
2006-10-16,22489814250
2006-10-17,22413378280
2006-10-18,22654445570
2006-10-19,22630926810
2006-10-20,22460415800
2006-10-23,22683844020
2006-10-24,22395739210
2006-10-25,22895512860
2006-10-26,23142459840
2006-10-27,22677964330
2006-10-30,22360461070
2006-10-31,22472175180
2006-11-01,22201709440
2006-11-02,22142912539
2006-11-03,22195829750
2006-11-06,22660325260
2006-11-07,23289452090
2006-11-08,23407045890
2006-11-09,23336489610
2006-11-10,23171858289
2006-11-13,23571677210
2006-11-14,23818624190
2006-11-15,24336036910
2006-11-16,24606502650
2006-11-17,24371315050
2006-11-20,24288999390
2006-11-21,25018080950
2006-11-22,24582983890
2006-11-24,24424232260
2006-11-27,23648113180
2006-11-28,23465842789
2006-11-29,23518760000
2006-11-30,23612835039
2006-12-01,23136580150
2006-12-04,23101302010
2006-12-05,23018986350
2006-12-06,22660325260
2006-12-07,22195829750
2006-12-08,22860234720
2006-12-11,23507000620
2006-12-12,23512880310
2006-12-13,23695150700
2006-12-14,23995014890
2006-12-15,25170952890
2006-12-18,24277240010
2006-12-19,24371315050
2006-12-20,24618262030
2006-12-21,24330157220
2006-12-22,23959736750
2006-12-26,24365435360
2006-12-27,24571224510
2006-12-28,24418352570
2006-12-29,24177285280
2007-01-03,23471722480
2007-01-04,24000894580
2007-01-05,23883300780
2007-01-08,23783346050
2007-01-09,23301211470
2007-01-10,23060144180
2007-01-11,23448203720
2007-01-12,23495241240
2007-01-16,23548158450
2007-01-17,23636353800
2007-01-18,22677964330
2007-01-19,22578009600
2007-01-22,22242867270
2007-01-23,22060596880
2007-01-24,23336489610
2007-01-25,23007226970
2007-01-26,23083662940
2007-01-29,23136580150
2007-01-30,22936670690
2007-01-31,22854355030
2007-02-01,22789678440
2007-02-02,22913151930
2007-02-05,22601528360
2007-02-06,22613287740
2007-02-07,22431017350
2007-02-08,22372220450
2007-02-09,22154671920
2007-02-12,22395739210
2007-02-13,22595648670
2007-02-14,22695603400
2007-02-15,23077783250
2007-02-16,23677511630
2007-02-20,23953857060
2007-02-21,24077330550
2007-02-22,23995014890
2007-02-23,23889180470
2007-02-26,24030293030
2007-02-27,22883753480
2007-02-28,23077783250
2007-03-01,23083662940
2007-03-02,22729335139
2007-03-05,22648200938
2007-03-06,22952748160
2007-03-07,22776369460
2007-03-08,22976265320
2007-03-09,23029178930
2007-03-12,23223195500
2007-03-13,22723455850
2007-03-14,23105609700
2007-03-15,22705817980
2007-03-16,23029178930
2007-03-19,23658262960
2007-03-20,23952227460
2007-03-21,25457325700
2007-03-22,25198636940
2007-03-23,25157481910
2007-03-26,25375015639
2007-03-27,25222154100
2007-03-28,24446087820
2007-03-29,24416691370
2007-03-30,24516639300
2007-04-02,24487242850
2007-04-03,24898793150
2007-04-04,25104568300
2007-04-05,25051654690
2007-04-09,25104568300
2007-04-10,25280947000
2007-04-11,24751810900
2007-04-12,24928189600
2007-04-13,24481363560
2007-04-16,24928189600
2007-04-17,25280947000
2007-04-18,25263309130
2007-04-19,24922310310
2007-04-20,24775328060
2007-04-23,24787086639
2007-04-24,24986982500
2007-04-25,25110447590
2007-04-26,25433808540
2007-04-27,25216274810
2007-04-30,24434329240
2007-05-01,24534277170
2007-05-02,24404932790
2007-05-03,24222674800
2007-05-04,24299105570
2007-05-07,24287346990
2007-05-08,24322622730
2007-05-09,24257950540
2007-05-10,23905193139
2007-05-11,24516639300
2007-05-14,24581311490
2007-05-15,24322622730
2007-05-16,24863517410
2007-05-17,24939948180
2007-05-18,25627825110
2007-05-21,25427929250
2007-05-22,25627825110
2007-05-23,25416170670
2007-05-24,24687138710
2007-05-25,24916431020
2007-05-29,25204516230
2007-05-30,25410291380
2007-05-31,25904210532
2007-06-01,25990825100
2007-06-04,26020008600
2007-06-05,25879927800
2007-06-06,25471358800
2007-06-07,24934382400
2007-06-08,25115320100
2007-06-11,25103646700
2007-06-12,24940219100
2007-06-13,25745683700
2007-06-14,25658133200
2007-06-15,24951892500
2007-06-18,24905198900
2007-06-19,24794301600
2007-06-20,24146427900
2007-06-21,24239815100
2007-06-22,23837082800
2007-06-25,23545247800
2007-06-26,23253412800
2007-06-27,23621124900
2007-06-28,23591941400
2007-06-29,23434350500
2007-07-02,23440187199
2007-07-03,23761205700
2007-07-05,23889613100
2007-07-06,23942143400
2007-07-09,23767042400
2007-07-10,23556921200
2007-07-11,23837082800
2007-07-12,24251488500
2007-07-13,24035530600
2007-07-16,23965490200
2007-07-17,24198958200
2007-07-18,24169774699
2007-07-19,24630874000
2007-07-20,24304018800
2007-07-23,24724261200
2007-07-24,24385732600
2007-07-25,24350712400
2007-07-26,24041367300
2007-07-27,23574431300
2007-07-30,23866266300
2007-07-31,23516064300
2007-08-01,23101658600
2007-08-02,23066638400
2007-08-03,22617212500
2007-08-06,22984924600
2007-08-07,23008271400
2007-08-08,23481044100
2007-08-09,23784552500
2007-08-10,23965490200
2007-08-13,23831246100
2007-08-14,23586104699
2007-08-15,23451860600
2007-08-16,23323453200
2007-08-17,23533574400
2007-08-20,23778715800
2007-08-21,23422677100
2007-08-22,23796225900
2007-08-23,23697002000
2007-08-24,23586104699
2007-08-27,23819572700
2007-08-28,23854592900
2007-08-29,24660057500
2007-08-30,24642547400
2007-08-31,23987580750
2007-09-04,24380359850
2007-09-05,24548693750
2007-09-06,24531860360
2007-09-07,24105414480
2007-09-10,24251303860
2007-09-11,24543082620
2007-09-12,24565527140
2007-09-13,24301804030
2007-09-14,24357915329
2007-09-17,24161525780
2007-09-18,24526249230
2007-09-19,24593582790
2007-09-20,24015636400
2007-09-21,23538690350
2007-09-24,23286189500
2007-09-25,23981969620
2007-09-26,24357915329
2007-09-27,24380359850
2007-09-28,24498193579
2007-10-01,24688972000
2007-10-02,24818027990
2007-10-03,24677749740
2007-10-04,24829250250
2007-10-05,25048084320
2007-10-08,25244473870
2007-10-09,25233195498
2007-10-10,25575530540
2007-10-11,25525030370
2007-10-12,25878475448
2007-10-15,25648475230
2007-10-16,25626030710
2007-10-17,25794364610
2007-10-18,26434033430
2007-10-19,25962698510
2007-10-22,26439644560
2007-10-23,26793145750
2007-10-24,26933424000
2007-10-25,26484533600
2007-10-26,26372311000
2007-10-29,26372311000
2007-10-30,26680923150
2007-10-31,26877312700
2007-11-01,26327421960
2007-11-02,26866090440
2007-11-05,26765090100
2007-11-06,26725812190
2007-11-07,25906587210
2007-11-08,25266918390
2007-11-09,24262526120
2007-11-12,23673357470
2007-11-13,22927077180
2007-11-14,23016855260
2007-11-15,22904632660
2007-11-16,23673357470
2007-11-19,23830469110
2007-11-20,23735079900
2007-11-21,23476967920
2007-11-23,23516245829
2007-11-26,22949521700
2007-11-27,23044910910
2007-11-28,23583579390
2007-11-29,23987580750
2007-11-30,23645301820
2007-12-03,23953913970
2007-12-04,24307415160
2007-12-05,24632860700
2007-12-06,24991973020
2007-12-07,24896583810
2007-12-10,25036862060
2007-12-11,24279303398
2007-12-12,24430860020
2007-12-13,24632860700
2007-12-14,23628468430
2007-12-17,22949521700
2007-12-18,23583579390
2007-12-19,23493801310
2007-12-20,23662135210
2007-12-21,23667746340
2007-12-24,24038080920
2007-12-26,24195192560
2007-12-27,23757524420
2007-12-28,24088581090
2007-12-31,23976358490
2008-01-02,23404023230
2008-01-03,23448912270
2008-01-04,22646520680
2008-01-07,22579187120
2008-01-08,22006851860
2008-01-09,22141518980
2008-01-10,22023685250
2008-01-11,21350349650
2008-01-14,21591628240
2008-01-15,21277404960
2008-01-16,21153960100
2008-01-17,19947567150
2008-01-18,19824122290
2008-01-22,19105897650
2008-01-23,19341565110
2008-01-24,19436954320
2008-01-25,19549176920
2008-01-28,19723121950
2008-01-29,19941956020
2008-01-30,20166401220
2008-01-31,19599677090
2008-02-01,19347176240
2008-02-04,19756788730
2008-02-05,19055397480
2008-02-06,18382061880
2008-02-07,18303506060
2008-02-08,18623340470
2008-02-11,18988063920
2008-02-12,19291064940
2008-02-13,19638955000
2008-02-14,19616510480
2008-02-15,19453787710
2008-02-19,19582843700
2008-02-20,19667010650
2008-02-21,19515510140
2008-02-22,19689455170
2008-02-25,19941956020
2008-02-26,20127123310
2008-02-27,19897066980
2008-02-28,19829733420
2008-02-29,17948607150
2008-03-03,17527228260
2008-03-04,17639240370
2008-03-05,17292536220
2008-03-06,17319205770
2008-03-07,17361877050
2008-03-10,17036508540
2008-03-11,17388546600
2008-03-12,17783255940
2008-03-13,17761920300
2008-03-14,17393880510
2008-03-17,16423108890
2008-03-18,17004505080
2008-03-19,18535337250
2008-03-20,18375319950
2008-03-24,19255415100
2008-03-25,19490107140
2008-03-26,19842145200
2008-03-27,19031390880
2008-03-28,18844704030
2008-03-31,18983385690
2008-04-01,19868814750
2008-04-02,19468771500
2008-04-03,19740800910
2008-04-04,19719465270
2008-04-07,19692795720
2008-04-08,19644790530
2008-04-09,19372761120
2008-04-10,19783472190
2008-04-11,19191408180
2008-04-14,19356759390
2008-04-15,19068728250
2008-04-16,19426100220
2008-04-17,19239413370
2008-04-18,19346091570
2008-04-21,19554114060
2008-04-22,19292752470
2008-04-23,19644790530
2008-04-24,19964825130
2008-04-25,19676793990
2008-04-28,19831477380
2008-04-29,20140844160
2008-04-30,19890150390
2008-05-01,20807582910
2008-05-02,21538328580
2008-05-05,21415648650
2008-05-06,21468987750
2008-05-07,20930262840
2008-05-08,21242400000
2008-05-09,21183983400
2008-05-12,21476066400
2008-05-13,21555725400
2008-05-14,21741596400
2008-05-15,22304520000
2008-05-16,22442595600
2008-05-19,22623156000
2008-05-20,22123959600
2008-05-21,21746907000
2008-05-22,21985884000
2008-05-23,21906225000
2008-05-27,22299209400
2008-05-28,22750610400
2008-05-29,23260428000
2008-05-30,23398503600
2008-06-02,23079867600
2008-06-03,23117041800
2008-06-04,23499405000
2008-06-05,23308223400
2008-06-06,22463838000
2008-06-09,22554118200
2008-06-10,22166444400
2008-06-11,21651316200
2008-06-12,21768149400
2008-06-13,22681572600
2008-06-16,22755921000
2008-06-17,21985884000
2008-06-18,21741596400
2008-06-19,22304520000
2008-06-20,21534483000
2008-06-23,21438892200
2008-06-24,21975262800
2008-06-25,22485080400
2008-06-26,21683179800
2008-06-27,21136188000
2008-06-30,20918453400
2008-07-01,21444202800
2008-07-02,21141498600
2008-07-03,21449513400
2008-07-07,21093703200
2008-07-08,21051218400
2008-07-09,20302423800
2008-07-10,21035286600
2008-07-11,20838794400
2008-07-14,20382082800
2008-07-15,21152119800
2008-07-16,21800013000
2008-07-17,22060232400
2008-07-18,22293898800
2008-07-21,21858429600
2008-07-22,21401718000
2008-07-23,22208929200
2008-07-24,21624763200
2008-07-25,21720354000
2008-07-28,21221157600
2008-07-29,21778770600
2008-07-30,21890293200
2008-07-31,21959331000
2008-08-01,21890293200
2008-08-04,21927467400
2008-08-05,23016140400
2008-08-06,23117041800
2008-08-07,22952413200
2008-08-08,23977359000
2008-08-11,24370343400
2008-08-12,24226957200
2008-08-13,24370343400
2008-08-14,24088881600
2008-08-15,23956116600
2008-08-18,23419746000
2008-08-19,23223253800
2008-08-20,23515336800
2008-08-21,23637480600
2008-08-22,23849904600
2008-08-25,23191390200
2008-08-26,23026761600
2008-08-27,23446299000
2008-08-28,23531268600
2008-08-29,22454398440
2008-09-02,22464883800
2008-09-03,22616921520
2008-09-04,22118866920
2008-09-05,21447803880
2008-09-08,21814791480
2008-09-09,21384891720
2008-09-10,21353435640
2008-09-11,21521201400
2008-09-12,21217125960
2008-09-15,19964125440
2008-09-16,19995581520
2008-09-17,18994229640
2008-09-18,20787226200
2008-09-19,21463531920
2008-09-22,20567033640
2008-09-23,20367811800
2008-09-24,20682372600
2008-09-25,20881594440
2008-09-26,20965477320
2008-09-29,18952288200
2008-09-30,20692857960
2008-10-01,19985096160
2008-10-02,18464718960
2008-10-03,17662588920
2008-10-06,16100270280
2008-10-07,15041248920
2008-10-08,15728040000
2008-10-09,14674261320
2008-10-10,14218148160
2008-10-13,15927261840
2008-10-14,15308625600
2008-10-15,13599511920
2008-10-16,14516980920
2008-10-17,14773872240
2008-10-20,15366295080
2008-10-21,14464554120
2008-10-22,13316407200
2008-10-23,13090971960
2008-10-24,12524762520
2008-10-27,12414666240
2008-10-28,14194556100
2008-10-29,14050382400
2008-10-30,14081838480
2008-10-31,13966499520
2008-11-03,14239118880
2008-11-04,15287654880
2008-11-05,14270574960
2008-11-06,12876022080
2008-11-07,12891750120
2008-11-10,13070001240
2008-11-11,12393695520
2008-11-12,11476226520
2008-11-13,12739712400
2008-11-14,11712147120
2008-11-17,11953310400
2008-11-18,11869427520
2008-11-19,11339916840
2008-11-20,10878561000
2008-11-21,11208849840
2008-11-24,11392343640
2008-11-25,11754088560
2008-11-26,12241657800
2008-11-28,12142046880
2008-12-01,11009628000
2008-12-02,11533896000
2008-12-03,11817000720
2008-12-04,10716037920
2008-12-05,11355644880
2008-12-08,11848456800
2008-12-09,12000494520
2008-12-10,12288841920
2008-12-11,11633506920
2008-12-12,11759331240
2008-12-15,11198364480
2008-12-16,11701661760
2008-12-17,11371372920
2008-12-18,11208849840
2008-12-19,11602050840
2008-12-22,11067297480
2008-12-23,10993899960
2008-12-24,11077782840
2008-12-26,11051569440
2008-12-29,10757979360
2008-12-30,11035841400
2008-12-31,11161665720
2009-01-02,12068649360
2009-01-05,12126318840
2009-01-06,12697770960
2009-01-07,12703013640
2009-01-08,12734469720
2009-01-09,12587674680
2009-01-12,12456607680
2009-01-13,11586322800
2009-01-14,11067297480
2009-01-15,10920502440
2009-01-16,11041084080
2009-01-20,10165556520
2009-01-21,10988657280
2009-01-22,10128857760
2009-01-23,10328079600
2009-01-26,10448661240
2009-01-27,10543029480
2009-01-28,10951958520
2009-01-29,10511573400
2009-01-30,10123615080
2009-02-02,10265167440
2009-02-03,10328079600
2009-02-04,10422447840
2009-02-05,10962443880
2009-02-06,11376615600
2009-02-09,11229820560
2009-02-10,10737008640
2009-02-11,10647883080
2009-02-12,11124966960
2009-02-13,11062054800
2009-02-17,10695067200
2009-02-18,10689824520
2009-02-19,10244196720
2009-02-20,9457794720
2009-02-23,8959740120
2009-02-24,9525949560
2009-02-25,9248087520
2009-02-26,8755275600
2009-02-27,8753455300
2009-03-02,8407510360
2009-03-03,8376060820
2009-03-04,8554274880
2009-03-05,8868770280
2009-03-06,8994568440
2009-03-09,8795388020
2009-03-10,9707424680
2009-03-11,9765082170
2009-03-12,10184409370
2009-03-13,9791290120
2009-03-16,9670733550
2009-03-17,10027161670
2009-03-18,11190794650
2009-03-19,11133137160
2009-03-20,10724293140
2009-03-23,11893167710
2009-03-24,11458115740
2009-03-25,11583913900
2009-03-26,12024207460
2009-03-27,11447632560
2009-03-30,10912990380
2009-03-31,11211761010
2009-04-01,11510531640
2009-04-02,12202421520
2009-04-03,12663681440
2009-04-06,12155247210
2009-04-07,12034690640
2009-04-08,12537883280
