,SBUX
2009-04-13,8975334000
2009-04-14,8870796000
2009-04-15,8706522000
2009-04-16,8676654000
2009-04-17,9005202000
2009-04-20,8497446000
2009-04-21,8825994000
2009-04-22,9393486000
2009-04-23,9975912000
2009-04-24,10095384000
2009-04-27,9856440000
2009-04-28,10080450000
2009-04-29,10229790000
2009-04-30,10797282000
2009-05-01,10304460000
2009-05-04,10633008000
2009-05-05,10618074000
2009-05-06,10468734000
2009-05-07,10468734000
2009-05-08,10199922000
2009-05-11,10050582000
2009-05-12,9841506000
2009-05-13,9527892000
2009-05-14,9512958000
2009-05-15,9662298000
2009-05-18,10005780000
2009-05-19,10020714000
2009-05-20,10125252000
2009-05-21,10035648000
2009-05-22,9707100000
2009-05-26,10080450000
2009-05-27,10005780000
2009-05-28,10244724000
2009-05-29,10752480000
2009-06-01,11140764000
2009-06-02,11066094000
2009-06-03,11424510000
2009-06-04,11334906000
2009-06-05,11275170000
2009-06-08,11185566000
2009-06-09,11349840000
2009-06-10,11125830000
2009-06-11,10647942000
2009-06-12,10871952000
2009-06-15,10543404000
2009-06-16,10453800000
2009-06-17,10677810000
2009-06-18,10543404000
2009-06-19,10633008000
2009-06-22,10244724000
2009-06-23,10573272000
2009-06-24,10618074000
2009-06-25,11081028000
2009-06-26,10857018000
2009-06-29,10849704000
2009-06-30,10301290000
2009-07-01,10375400000
2009-07-02,9930740000
2009-07-06,9930740000
2009-07-07,9619478000
2009-07-08,9663944000
2009-07-09,10108604000
2009-07-10,9975206000
2009-07-13,10419866000
2009-07-14,10464332000
2009-07-15,10686662000
2009-07-16,10686662000
2009-07-17,10701484000
2009-07-20,11057212000
2009-07-21,10894170000
2009-07-22,12895139999
2009-07-23,12791386000
2009-07-24,12761742000
2009-07-27,12821030000
2009-07-28,12865496000
2009-07-29,12717276000
2009-07-30,13073004000
2009-07-31,13117470000
2009-08-03,13547308000
2009-08-04,13858570000
2009-08-05,13710350000
2009-08-06,13562130000
2009-08-07,14110544000
2009-08-10,14229120000
2009-08-11,13977146000
2009-08-12,14258763999
2009-08-13,14555204000
2009-08-14,14169832000
2009-08-17,13799282000
2009-08-18,14095722000
2009-08-19,14169832000
2009-08-20,14243942000
2009-08-21,14614492000
2009-08-24,14258763999
2009-08-25,14451450000
2009-08-26,14347696000
2009-08-27,14406984000
2009-08-28,14318052000
2009-08-31,14066078000
2009-09-01,13754816000
2009-09-02,13754816000
2009-09-03,13858570000
2009-09-04,14095722000
2009-09-08,14229120000
2009-09-09,14896110000
2009-09-10,14807178000
2009-09-11,14747889999
2009-09-14,14881287999
2009-09-15,14673780000
2009-09-16,14718246000
2009-09-17,14881287999
2009-09-18,15385236000
2009-09-21,15325948000
2009-09-22,15177728000
2009-09-23,14599670000
2009-09-24,14214298000
2009-09-25,14688602000
2009-09-28,15730998000
2009-09-29,15547902000
2009-09-30,15761514000
2009-10-01,15242742000
2009-10-02,15059645999
2009-10-05,15303773999
2009-10-06,15669966000
2009-10-07,15563159999
2009-10-08,15624192000
2009-10-09,15441095999
2009-10-12,15532644000
2009-10-13,15410580000
2009-10-14,15669966000
2009-10-15,15807288000
2009-10-16,15746256000
2009-10-19,15975126000
2009-10-20,15669966000
2009-10-21,15517386000
2009-10-22,15761514000
2009-10-23,15471612000
2009-10-26,15303773999
2009-10-27,14571390000
2009-10-28,14296745999
2009-10-29,14891808000
2009-10-30,14479842000
2009-11-02,14785002000
2009-11-03,14815518000
2009-11-04,14662938000
2009-11-05,15029130000
2009-11-06,16112448000
2009-11-09,16097190000
2009-11-10,16341318000
2009-11-11,16570188000
2009-11-12,16539672000
2009-11-13,16615962000
2009-11-16,16829573999
2009-11-17,16783800000
2009-11-18,16570188000
2009-11-19,16432866000
2009-11-20,16341318000
2009-11-23,16493898000
2009-11-24,16280286000
2009-11-25,16646478000
2009-11-27,16356576000
2009-11-30,16707509999
2009-12-01,16585445999
2009-12-02,16539672000
2009-12-03,16112448000
2009-12-04,16478640000
2009-12-07,16326059999
2009-12-08,16188738000
2009-12-09,16249770000
2009-12-10,17027928000
2009-12-11,17088959999
2009-12-14,17424636000
2009-12-15,17348346000
2009-12-16,17119476000
2009-12-17,16982154000
2009-12-18,18065472000
2009-12-21,17653506000
2009-12-22,18095988000
2009-12-23,18111246000
2009-12-24,18050214000
2009-12-28,17726844000
2009-12-29,17503584000
2009-12-30,17354744000
2009-12-31,17161252000
2010-01-04,17161252000
2010-01-05,17563120000
2010-01-06,17429164000
2010-01-07,17384512000
2010-01-08,17324976000
2010-01-11,17280324000
2010-01-12,16982644000
2010-01-13,17399396000
2010-01-14,17533352000
2010-01-15,17324976000
2010-01-19,17548236000
2010-01-20,17339860000
2010-01-21,17622656000
2010-01-22,17057064000
2010-01-25,16670079999
2010-01-26,16774268000
2010-01-27,16684964000
2010-01-28,16431935999
2010-01-29,16223560000
2010-02-01,16551007999
2010-02-02,16714732000
2010-02-03,16699848000
2010-02-04,16238444000
2010-02-05,16149140000
2010-02-08,16312864000
2010-02-09,16521240000
2010-02-10,16655196000
2010-02-11,16789152000
2010-02-12,16818920000
2010-02-16,17027296000
2010-02-17,17235672000
2010-02-18,17310092000
2010-02-19,17384512000
2010-02-22,17042179999
2010-02-23,16878456000
2010-02-24,17176135999
2010-02-25,17042179999
2010-02-26,17057064000
2010-03-01,17339860000
2010-03-02,17369628000
2010-03-03,17161252000
2010-03-04,17057064000
2010-03-05,17399396000
2010-03-08,17354744000
2010-03-09,17578004000
2010-03-10,18039408000
2010-03-11,18069176000
2010-03-12,18069176000
2010-03-15,18173364000
2010-03-16,18828260000
2010-03-17,19021752000
2010-03-18,18619884000
2010-03-19,18590116000
2010-03-22,18783608000
2010-03-23,18917564000
2010-03-24,18828260000
2010-03-25,18024524000
2010-03-26,18307320000
2010-03-29,18356672000
2010-03-30,18311936000
2010-03-31,18103168000
2010-04-01,18073344000
2010-04-05,18356672000
2010-04-06,18341760000
2010-04-07,18580352000
2010-04-08,18520704000
2010-04-09,18431232000
2010-04-12,18267200000
2010-04-13,18446144000
2010-04-14,18520704000
2010-04-15,18744384000
2010-04-16,18610176000
2010-04-19,18565440000
2010-04-20,18833856000
2010-04-21,18938240000
2010-04-22,20325056000
2010-04-23,20325056000
2010-04-26,20429440000
2010-04-27,19788224000
2010-04-28,19549632000
2010-04-29,19832960000
2010-04-30,19370688000
2010-05-03,20265408000
2010-05-04,19415424000
2010-05-05,19549632000
2010-05-06,19102272000
2010-05-07,18982976000
2010-05-10,20161024000
2010-05-11,19907520000
2010-05-12,20772416000
2010-05-13,20459264000
2010-05-14,19773312000
2010-05-17,20071552000
2010-05-18,19818048000
2010-05-19,19534720000
2010-05-20,18714560000
2010-05-21,18863680000
2010-05-24,18699648000
2010-05-25,18580352000
2010-05-26,18431232000
2010-05-27,19400512000
2010-05-28,19311040000
2010-06-01,19161920000
2010-06-02,19818048000
2010-06-03,20026816000
2010-06-04,19504896000
2010-06-07,19042624000
2010-06-08,19281216000
2010-06-09,19624192000
2010-06-10,20116288000
2010-06-11,20250496000
2010-06-14,20474176000
2010-06-15,20832064000
2010-06-16,20876800000
2010-06-17,20861888000
2010-06-18,20951360000
2010-06-21,20891712000
2010-06-22,20310144000
2010-06-23,20369792000
2010-06-24,19892608000
2010-06-25,19996992000
2010-06-28,19541280000
2010-06-29,18519804000
2010-06-30,17986860000
2010-07-01,18253332000
2010-07-02,18031272000
2010-07-06,17483524000
2010-07-07,18060880000
2010-07-08,18386568000
2010-07-09,18727060000
2010-07-12,18712256000
2010-07-13,19200788000
2010-07-14,19245200000
2010-07-15,19348828000
2010-07-16,18771472000
2010-07-19,18875100000
2010-07-20,19082356000
2010-07-21,18638236000
2010-07-22,18623432000
2010-07-23,18786276000
2010-07-26,18801080000
2010-07-27,18638236000
2010-07-28,18505000000
2010-07-29,18371764000
2010-07-30,18401372000
2010-08-02,18268136000
2010-08-03,18297744000
2010-08-04,18638236000
2010-08-05,18638236000
2010-08-06,18756668000
2010-08-09,18993532000
2010-08-10,18801080000
2010-08-11,18253332000
2010-08-12,18105292000
2010-08-13,17764800000
2010-08-16,17631564000
2010-08-17,17986860000
2010-08-18,18134900000
2010-08-19,17794408000
2010-08-20,17809212000
2010-08-23,17527936000
2010-08-24,16891364000
2010-08-25,17291072000
2010-08-26,17231856000
2010-08-27,17379896000
2010-08-30,17350288000
2010-08-31,17009796000
2010-09-01,17527936000
2010-09-02,18253332000
2010-09-03,18564216000
2010-09-07,18416176000
2010-09-08,18342156000
2010-09-09,18386568000
2010-09-10,18801080000
2010-09-13,19067552000
2010-09-14,19082356000
2010-09-15,19067552000
2010-09-16,19052748000
2010-09-17,18904708000
2010-09-20,19452456000
2010-09-21,19363632000
2010-09-22,19200788000
2010-09-23,18845492000
2010-09-24,19348828000
2010-09-27,19363632000
2010-09-28,19348828000
2010-09-29,19097160000
2010-09-30,18919512000
2010-10-01,19200788000
2010-10-04,19244160000
2010-10-05,19663488000
2010-10-06,19543680000
2010-10-07,19528704000
2010-10-08,19528704000
2010-10-11,19468800000
2010-10-12,20322432000
2010-10-13,20412288000
2010-10-14,20547072000
2010-10-15,20621952000
2010-10-18,20487168000
2010-10-19,20277504000
2010-10-20,20562048000
2010-10-21,20442240000
2010-10-22,21340800000
2010-10-25,21265920000
2010-10-26,21370752000
2010-10-27,21161088000
2010-10-28,21146112000
2010-10-29,21385728000
2010-11-01,21580416000
2010-11-02,21625344000
2010-11-03,21790080000
2010-11-04,22284288000
2010-11-05,23122944000
2010-11-08,22943232000
2010-11-09,22598784000
2010-11-10,22823424000
2010-11-11,23018112000
2010-11-12,22613760000
2010-11-15,23063040000
2010-11-16,22344192000
2010-11-17,22464000000
2010-11-18,22898304000
2010-11-19,23033088000
2010-11-22,23122944000
2010-11-23,22763520000
2010-11-24,23572224000
2010-11-26,23317632000
2010-11-29,23063040000
2010-11-30,22913280000
2010-12-01,23736960000
2010-12-02,24530688000
2010-12-03,24500736000
2010-12-06,24500736000
2010-12-07,24545664000
2010-12-08,24395904000
2010-12-09,24261120000
2010-12-10,24410880000
2010-12-13,23961600000
2010-12-14,24051455999
2010-12-15,23871744000
2010-12-16,24410880000
2010-12-17,24560639999
2010-12-20,24665472000
2010-12-21,24605568000
2010-12-22,24665472000
2010-12-23,24440832000
2010-12-27,24321023999
2010-12-28,24261120000
2010-12-29,24336000000
2010-12-30,24261120000
2010-12-31,24066432000
2011-01-03,24905088000
2011-01-04,24321023999
2011-01-05,24216192000
2011-01-06,23931648000
2011-01-07,24545664000
2011-01-10,24545664000
2011-01-11,24156288000
2011-01-12,24111360000
2011-01-13,24261120000
2011-01-14,24485760000
2011-01-18,24710400000
2011-01-19,24710400000
2011-01-20,24845184000
2011-01-21,24860160000
2011-01-24,25084800000
2011-01-25,25204607999
2011-01-26,24770304000
2011-01-27,24725376000
2011-01-28,23766912000
2011-01-31,23617152000
2011-02-01,24156288000
2011-02-02,24111360000
2011-02-03,24231168000
2011-02-04,24395904000
2011-02-07,24216192000
2011-02-08,24800255999
2011-02-09,24710400000
2011-02-10,24830207999
2011-02-11,24964992000
2011-02-14,25144704000
2011-02-15,24845184000
2011-02-16,25144704000
2011-02-17,25084800000
2011-02-18,25459200000
2011-02-22,24545664000
2011-02-23,23901696000
2011-02-24,23901696000
2011-02-25,24336000000
2011-02-28,24695423999
2011-03-01,24261120000
2011-03-02,24126336000
2011-03-03,24710400000
2011-03-04,24800255999
2011-03-07,25159680000
2011-03-08,25459200000
2011-03-09,25863552000
2011-03-10,28439423999
2011-03-11,27376128000
2011-03-14,26747136000
2011-03-15,26747136000
2011-03-16,26208000000
2011-03-17,26282880000
2011-03-18,26178048000
2011-03-21,26447616000
2011-03-22,26178048000
2011-03-23,27465984000
2011-03-24,28139904000
2011-03-25,27630720000
2011-03-28,27615744000
2011-03-29,27600768000
2011-03-30,27495936000
2011-03-31,27675648000
2011-04-01,27900288000
2011-04-04,27268272000
2011-04-05,27030640000
2011-04-06,27030640000
2011-04-07,26659340000
2011-04-08,26570228000
2011-04-11,26362300000
2011-04-12,26570228000
2011-04-13,26599932000
2011-04-14,26718747999
2011-04-15,27015788000
2011-04-18,26599932000
2011-04-19,26852415999
2011-04-20,27401940000
2011-04-21,27476200000
2011-04-25,27372236000
2011-04-26,27179160000
2011-04-27,27609868000
2011-04-28,27387088000
2011-04-29,26882120000
2011-05-02,27238568000
2011-05-03,26956379999
2011-05-04,27164308000
2011-05-05,27104900000
2011-05-06,27119752000
2011-05-09,26822712000
2011-05-10,26896972000
2011-05-11,26585079999
2011-05-12,27075196000
2011-05-13,26852415999
2011-05-16,26109815999
2011-05-17,26213779999
2011-05-18,27194012000
2011-05-19,27580164000
2011-05-20,27194012000
2011-05-23,27060344000
2011-05-24,26956379999
2011-05-25,26822712000
2011-05-26,27060344000
2011-05-27,27075196000
2011-05-31,27327679999
2011-06-01,26718747999
2011-06-02,26674192000
2011-06-03,26109815999
2011-06-06,26540524000
2011-06-07,26689044000
2011-06-08,26540524000
2011-06-09,26377152000
2011-06-10,26080112000
2011-06-13,25916740000
2011-06-14,26198928000
2011-06-15,25887036000
2011-06-16,26094964000
2011-06-17,26317744000
2011-06-20,26614784000
2011-06-21,27268272000
2011-06-22,27684128000
2011-06-23,28010872000
2011-06-24,27728684000
2011-06-27,28218800000
2011-06-28,29154476000
2011-06-29,29288144000
2011-06-30,29332700000
2011-07-01,29837668000
2011-07-05,30588928000
2011-07-06,30185656000
2011-07-07,30110976000
2011-07-08,30125912000
2011-07-11,29677832000
2011-07-12,29558344000
2011-07-13,29558344000
2011-07-14,29229752000
2011-07-15,29722639999
2011-07-18,29423920000
2011-07-19,30110976000
2011-07-20,29752512000
2011-07-21,30155784000
2011-07-22,30125912000
2011-07-25,30170720000
2011-07-26,30006424000
2011-07-27,29110263999
2011-07-28,29857063999
2011-07-29,29946680000
2011-08-01,29722639999
2011-08-02,28841415999
2011-08-03,29334304000
2011-08-04,27556920000
2011-08-05,27422496000
2011-08-08,25421072000
2011-08-09,26914672000
2011-08-10,25958768000
2011-08-11,27721215999
2011-08-12,27900448000
2011-08-15,28692056000
2011-08-16,29050520000
2011-08-17,28901160000
2011-08-18,25958768000
2011-08-19,26212680000
2011-08-22,26063320000
2011-08-23,27422496000
2011-08-24,27900448000
2011-08-25,27198456000
2011-08-26,27930320000
2011-08-29,28408272000
2011-08-30,28751800000
2011-08-31,28841415999
2011-09-01,28512824000
2011-09-02,28005000000
2011-09-06,28199168000
2011-09-07,29259624000
2011-09-08,29065456000
2011-09-09,27870576000
2011-09-12,28124487999
2011-09-13,28512824000
2011-09-14,28781672000
2011-09-15,29184944000
2011-09-16,29274560000
2011-09-19,30738287999
2011-09-20,30678544000
2011-09-21,29797320000
2011-09-22,28841415999
2011-09-23,28916096000
2011-09-26,29498600000
2011-09-27,29752512000
2011-09-28,29453792000
2011-09-29,28497887999
2011-09-30,27855639999
2011-10-03,27244120000
2011-10-04,28041876000
2011-10-05,28628904000
2011-10-06,28975100000
2011-10-07,29547076000
2011-10-10,30796392000
2011-10-11,31112484000
2011-10-12,31232900000
2011-10-13,30931860000
2011-10-14,31774772000
2011-10-17,30977015999
2011-10-18,31955396000
2011-10-19,30796392000
2011-10-20,30856600000
2011-10-21,31684460000
2011-10-24,32015604000
2011-10-25,31067328000
2011-10-26,31157640000
2011-10-27,32422008000
2011-10-28,31985500000
2011-10-31,31880136000
2011-11-01,31037224000
2011-11-02,30992068000
2011-11-03,31157640000
2011-11-04,33249868000
2011-11-07,33295024000
2011-11-08,33385336000
2011-11-09,32331696000
2011-11-10,32753152000
2011-11-11,33370284000
2011-11-14,32843464000
2011-11-15,33129452000
2011-11-16,32376852000
2011-11-17,31624252000
2011-11-18,31624252000
2011-11-21,31368368000
2011-11-22,31819928000
2011-11-23,31052276000
2011-11-25,30736184000
2011-11-28,31488784000
2011-11-29,31774772000
2011-11-30,32723047999
2011-12-01,32813360000
2011-12-02,33054192000
2011-12-05,33264920000
2011-12-06,32918724000
2011-12-07,33024088000
2011-12-08,32256436000
2011-12-09,33084296000
2011-12-12,33114400000
2011-12-13,32828411999
2011-12-14,32437060000
2011-12-15,32662840000
2011-12-16,32723047999
2011-12-19,32828411999
2011-12-20,33912156000
2011-12-21,34047624000
2011-12-22,33867000000
2011-12-23,34213196000
2011-12-27,34574444000
2011-12-28,34454028000
2011-12-29,34965796000
2011-12-30,34619600000
2012-01-03,34332869999
2012-01-04,34984664000
2012-01-05,35136244000
2012-01-06,35409088000
2012-01-09,35318140000
2012-01-10,35484878000
2012-01-11,35712248000
2012-01-12,36076040000
2012-01-13,35894144000
2012-01-17,36166988000
2012-01-18,36409516000
2012-01-19,36394358000
2012-01-20,36500464000
2012-01-23,35878986000
2012-01-24,36121514000
2012-01-25,36212462000
2012-01-26,36636886000
2012-01-27,36257936000
2012-01-30,36742992000
2012-01-31,36318568000
2012-02-01,36561096000
2012-02-02,36121514000
2012-02-03,36621728000
2012-02-06,36606570000
2012-02-07,36697518000
2012-02-08,36924888000
2012-02-09,37288680000
2012-02-10,37000678000
2012-02-13,37334154000
2012-02-14,37228048000
2012-02-15,36742992000
2012-02-16,36773308000
2012-02-17,36727834000
2012-02-21,36576254000
2012-02-22,36636886000
2012-02-23,36727834000
2012-02-24,36606570000
2012-02-27,36561096000
2012-02-28,37076468000
2012-02-29,36803624000
2012-03-01,36924888000
2012-03-02,37061310000
2012-03-05,37167416000
2012-03-06,36636886000
2012-03-07,37516050000
2012-03-08,38167844000
2012-03-09,39289536000
2012-03-12,38743848000
2012-03-13,39668486000
2012-03-14,39926172000
2012-03-15,40229332000
2012-03-16,40335438000
2012-03-19,40593124000
2012-03-20,40729546000
2012-03-21,40790178000
2012-03-22,41851238000
2012-03-23,41942186000
2012-03-26,42381768000
2012-03-27,42639454000
2012-03-28,42457558000
2012-03-29,42245346000
2012-03-30,42366610000
2012-04-02,43050268000
2012-04-03,43247816000
2012-04-04,43278208000
2012-04-05,44205164000
2012-04-09,43627716000
2012-04-10,43141444000
2012-04-11,45056140000
2012-04-12,46074272000
2012-04-13,46849268000
2012-04-16,45329668000
2012-04-17,44569868000
2012-04-18,45846332000
2012-04-19,44691436000
2012-04-20,44949768000
2012-04-23,44493888000
2012-04-24,44113988000
2012-04-25,45208100000
2012-04-26,46089468000
2012-04-27,43642912000
2012-04-30,43582128000
2012-05-01,43810068000
2012-05-02,44007616000
2012-05-03,43050268000
2012-05-04,42214488000
2012-05-07,42153704000
2012-05-08,41165964000
2012-05-09,41105180000
2012-05-10,41667432000
2012-05-11,41789000000
2012-05-14,40770868000
2012-05-15,40527732000
2012-05-16,40284596000
2012-05-17,39251268000
2012-05-18,39144896000
2012-05-21,40801260000
2012-05-22,40542928000
2012-05-23,42016940000
2012-05-24,41606648000
2012-05-25,41454688000
2012-05-29,42229684000
2012-05-30,41591452000
2012-05-31,41713020000
2012-06-01,39631168000
2012-06-04,40953220000
2012-06-05,39828716000
2012-06-06,40634104000
2012-06-07,40603712000
2012-06-08,40725280000
2012-06-11,40147832000
2012-06-12,40299792000
2012-06-13,38962544000
2012-06-14,39767932000
2012-06-15,39919892000
2012-06-18,41165964000
2012-06-19,41880176000
2012-06-20,42275272000
2012-06-21,41089984000
2012-06-22,41515472000
2012-06-25,40497340000
2012-06-26,40998808000
2012-06-27,40087048000
2012-06-28,39585580000
2012-06-29,40512536000
2012-07-02,39563040000
2012-07-03,38918642000
2012-07-05,39263320000
2012-07-06,38948614000
2012-07-09,39263320000
2012-07-10,39218362000
2012-07-11,39083488000
2012-07-12,39473124000
2012-07-13,40177466000
2012-07-16,39637970000
2012-07-17,40267382000
2012-07-18,39937690000
2012-07-19,40612060000
2012-07-20,38933628000
2012-07-23,37914580000
2012-07-24,37824664000
2012-07-25,37779706000
2012-07-26,39263320000
2012-07-27,35576764000
2012-07-30,35127184000
2012-07-31,33928304000
2012-08-01,32804354000
2012-08-02,32339787999
2012-08-03,32909256000
2012-08-06,32579563999
2012-08-07,33958276000
2012-08-08,33943289999
2012-08-09,33808415999
2012-08-10,34153094000
2012-08-13,34557716000
2012-08-14,34797492000
2012-08-15,36041330000
2012-08-16,36266120000
2012-08-17,36131246000
2012-08-20,36011358000
2012-08-21,36041330000
2012-08-22,36056316000
2012-08-23,35891470000
2012-08-24,36490910000
2012-08-27,36820602000
2012-08-28,36985448000
2012-08-29,36835588000
2012-08-30,37255196000
2012-08-31,37180266000
2012-09-04,37090350000
2012-09-05,37315140000
2012-09-06,38094412000
2012-09-07,38334188000
2012-09-10,38094412000
2012-09-11,38019482000
2012-09-12,38334188000
2012-09-13,38753796000
2012-09-14,37809678000
2012-09-17,37210238000
2012-09-18,36910518000
2012-09-19,37554916000
2012-09-20,38349174000
2012-09-21,38274244000
2012-09-24,38334188000
2012-09-25,37854636000
2012-09-26,37539930000
2012-09-27,38244272000
2012-09-28,38004496000
2012-10-01,37564824000
2012-10-02,36920770000
2012-10-03,37070550000
2012-10-04,36770990000
2012-10-05,36501386000
2012-10-08,36516364000
2012-10-09,35452926000
2012-10-10,35168344000
2012-10-11,35318124000
2012-10-12,35333102000
2012-10-15,35692574000
2012-10-16,36666144000
2012-10-17,36246760000
2012-10-18,35512838000
2012-10-19,34209752000
2012-10-22,33925169999
2012-10-23,33685521999
2012-10-24,33895214000
2012-10-25,34644114000
2012-10-26,34344554000
2012-10-31,34374510000
2012-11-01,34913718000
2012-11-02,38074076000
2012-11-05,38193900000
2012-11-06,38733108000
2012-11-07,38807998000
2012-11-08,38089054000
2012-11-09,38163944000
2012-11-12,37954252000
2012-11-13,37684648000
2012-11-14,36576276000
2012-11-15,36276716000
2012-11-16,36516364000
2012-11-19,37250286000
2012-11-20,37489934000
2012-11-21,37819450000
2012-11-23,38328702000
2012-11-26,38119010000
2012-11-27,37609758000
2012-11-28,38463504000
2012-11-29,38793020000
2012-11-30,38837954000
2012-12-03,38793020000
2012-12-04,38283768000
2012-12-05,38044120000
2012-12-06,40215930000
2012-12-07,40170996000
2012-12-10,39661744000
2012-12-11,39826502000
2012-12-12,40141040000
2012-12-13,39826502000
2012-12-14,39961304000
2012-12-17,40874962000
2012-12-18,40695226000
2012-12-19,40650292000
2012-12-20,40605358000
2012-12-21,40141040000
2012-12-24,40200952000
2012-12-26,39796546000
2012-12-27,39871436000
2012-12-28,39422096000
2012-12-31,40138812000
2013-01-02,41156500000
2013-01-03,41425888000
2013-01-04,41665344000
2013-01-07,41695276000
2013-01-08,41620446000
2013-01-09,40887112000
2013-01-10,40812282000
2013-01-11,41156500000
2013-01-14,40902078000
2013-01-15,40767384000
2013-01-16,40662622000
2013-01-17,40782350000
2013-01-18,41021806000
2013-01-22,41156500000
2013-01-23,40752418000
2013-01-24,40842214000
2013-01-25,42518406000
2013-01-28,41919766000
2013-01-29,41605480000
2013-01-30,41904800000
2013-01-31,41994596000
2013-02-01,42548338000
2013-02-04,41979630000
2013-02-05,42054460000
2013-02-06,41949698000
2013-02-07,41800038000
2013-02-08,42174188000
2013-02-11,42009562000
2013-02-12,42099358000
2013-02-13,41785072000
2013-02-14,41575548000
2013-02-15,40662622000
2013-02-19,40752418000
2013-02-20,39899356000
2013-02-21,39914322000
2013-02-22,40527928000
2013-02-25,39824526000
2013-02-26,39869424000
2013-02-27,40842214000
2013-02-28,41036772000
2013-03-01,41051738000
2013-03-04,41680310000
2013-03-05,42278950000
2013-03-06,42727930000
2013-03-07,43595958000
2013-03-08,43895278000
2013-03-11,43865346000
2013-03-12,43610924000
2013-03-13,43850380000
2013-03-14,43161944000
2013-03-15,43146978000
2013-03-18,42608202000
2013-03-19,42533372000
2013-03-20,42982352000
2013-03-21,42697998000
2013-03-22,42937454000
2013-03-25,42413644000
2013-03-26,42697998000
2013-03-27,42593236000
2013-03-28,42623168000
2013-04-01,42707546000
2013-04-02,43759086000
2013-04-03,43338470000
2013-04-04,43653932000
2013-04-05,43413580000
2013-04-08,43653932000
2013-04-09,43128162000
2013-04-10,43413580000
2013-04-11,43999438000
2013-04-12,44390010000
2013-04-15,43353492000
2013-04-16,43984416000
2013-04-17,43683976000
2013-04-18,43353492000
2013-04-19,43864240000
2013-04-22,44044504000
2013-04-23,44615340000
2013-04-24,44945824000
2013-04-25,45441550000
2013-04-26,45066000000
2013-04-29,45501638000
2013-04-30,45696924000
2013-05-01,45171154000
2013-05-02,45351418000
2013-05-03,46463046000
2013-05-06,46928728000
2013-05-07,46703398000
2013-05-08,46883662000
2013-05-09,46838596000
2013-05-10,47394410000
2013-05-13,47184102000
2013-05-14,47709872000
2013-05-15,48115466000
2013-05-16,47739916000
2013-05-17,48160532000
2013-05-20,47950224000
2013-05-21,48265686000
2013-05-22,48190576000
2013-05-23,47709872000
2013-05-24,47589696000
2013-05-28,48265686000
2013-05-29,47800004000
2013-05-30,47679828000
2013-05-31,47424454000
2013-06-03,47664806000
2013-06-04,47574674000
2013-06-05,46823574000
2013-06-06,47334322000
2013-06-07,48851544000
2013-06-10,49662732000
2013-06-11,49136962000
2013-06-12,48400884000
2013-06-13,49557578000
2013-06-14,49272159999
2013-06-17,49587622000
2013-06-18,50398809999
2013-06-19,49888062000
2013-06-20,48986742000
2013-06-21,48596170000
2013-06-24,48085422000
2013-06-25,48626213999
2013-06-26,49422380000
2013-06-27,49347270000
2013-06-28,49212072000
2013-07-01,49891967999
2013-07-02,50313760000
2013-07-03,50690360000
2013-07-05,51006704000
2013-07-08,51443560000
2013-07-09,51307984000
2013-07-10,51292919999
2013-07-11,52226888000
2013-07-12,52513104000
2013-07-15,52467912000
2013-07-16,52362464000
2013-07-17,51368240000
2013-07-18,51579136000
2013-07-19,51820160000
2013-07-22,51985864000
2013-07-23,50961512000
2013-07-24,50178184000
2013-07-25,51338112000
2013-07-26,55254752000
2013-07-29,54561808000
2013-07-30,54185208000
2013-07-31,53703160000
2013-08-01,55345136000
2013-08-02,55917567999
2013-08-05,55721736000
2013-08-06,54832960000
2013-08-07,54381040000
2013-08-08,54938408000
2013-08-09,54832960000
2013-08-12,54938408000
2013-08-13,54712448000
2013-08-14,54109888000
2013-08-15,53281367999
2013-08-16,53251240000
2013-08-19,52949960000
2013-08-20,53221112000
2013-08-21,53251240000
2013-08-22,54155080000
2013-08-23,54215336000
2013-08-26,54140016000
2013-08-27,52844512000
2013-08-28,53447071999
2013-08-29,53612776000
2013-08-30,53115664000
2013-09-03,53929119999
2013-09-04,54335848000
2013-09-05,54275592000
2013-09-06,53898992000
2013-09-09,54561808000
2013-09-10,55902504000
2013-09-11,56791280000
2013-09-12,56987112000
2013-09-13,56911792000
2013-09-16,56670767999
2013-09-17,57273328000
2013-09-18,58252488000
2013-09-19,57499288000
2013-09-20,57333584000
2013-09-23,56761152000
2013-09-24,57664992000
2013-09-25,57499288000
2013-09-26,58131976000
2013-09-27,58252488000
2013-09-30,58235370000
2013-10-01,58371540000
2013-10-02,58401800000
2013-10-03,58159720000
2013-10-04,58553100000
2013-10-07,58144590000
2013-10-08,57130880000
2013-10-09,56934190000
2013-10-10,58341280000
2013-10-11,58870829999
2013-10-14,59082649999
2013-10-15,58023550000
2013-10-16,59037260000
2013-10-17,59566809999
2013-10-18,59990450000
2013-10-21,60111489999
2013-10-22,61200850000
2013-10-23,60565390000
2013-10-24,59808890000
2013-10-25,60489739999
2013-10-28,59536550000
2013-10-29,60232530000
2013-10-30,61155460000
2013-10-31,61321890000
2013-11-01,60807470000
2013-11-04,60807470000
2013-11-05,62017870000
2013-11-06,61367280000
2013-11-07,59808890000
2013-11-08,61427800000
2013-11-11,61261370000
2013-11-12,60989030000
2013-11-13,61624489999
2013-11-14,61382410000
2013-11-15,61427800000
2013-11-18,60928510000
2013-11-19,60459480000
2013-11-20,60293050000
2013-11-21,61669880000
2013-11-22,61533710000
2013-11-25,61049550000
