,HI
2022-02-14,3478098000
2022-02-15,3518303000
2022-02-16,3540233000
2022-02-17,3503683000
2022-02-18,3503683000
2022-02-22,3328243000
2022-02-23,3296810000
2022-02-24,3309968000
2022-02-25,3448127000
2022-02-28,3487601000
2022-03-01,3407191000
2022-03-02,3489794000
2022-03-03,3498566000
2022-03-04,3444472000
2022-03-07,3371372000
2022-03-08,3343594000
2022-03-09,3427659000
2022-03-10,3333360000
2022-03-11,3263184000
2022-03-14,3252219000
2022-03-15,3224441000
2022-03-16,3310699000
2022-03-17,3347249000
2022-03-18,3388916000
2022-03-21,3434969000
2022-03-22,3384530000
2022-03-23,3306313000
2022-03-24,3322395000
2022-03-25,3293155000
2022-03-28,3200318000
2022-03-29,3328243000
2022-03-30,3301927000
2022-03-31,3153738000
2022-04-01,3182298000
2022-04-04,3236562000
2022-04-05,3129462000
2022-04-06,3068772000
2022-04-07,3006654000
2022-04-08,2976666000
2022-04-11,2949534000
2022-04-12,2955960000
2022-04-13,3011652000
2022-04-14,2971668000
2022-04-18,2949534000
2022-04-19,3023076000
2022-04-20,3055206000
2022-04-21,3055206000
2022-04-22,2993088000
2022-04-25,3000942000
2022-04-26,2874564000
2022-04-27,2908836000
2022-04-28,2982378000
2022-04-29,2914548000
2022-05-02,2968098000
2022-05-03,3045923999
2022-05-04,3131604000
2022-05-05,3066630000
2022-05-06,3060918000
2022-05-09,3054492000
2022-05-10,2930970000
2022-05-11,2903838000
2022-05-12,2948820000
2022-05-13,2967384000
2022-05-16,2957388000
2022-05-17,3070914000
2022-05-18,2967384000
2022-05-19,2917404000
2022-05-20,2865282000
2022-05-23,2910978000
2022-05-24,2836008000
2022-05-25,2847432000
2022-05-26,2916690000
2022-05-27,2975952000
2022-05-31,2987376000
2022-06-01,3010938000
2022-06-02,3092334000
2022-06-03,3092334000
2022-06-06,3161592000
2022-06-07,3131604000
2022-06-08,3069486000
2022-06-09,3095904000
2022-06-10,3006654000
2022-06-13,2915262000
2022-06-14,2910264000
2022-06-15,2922402000
2022-06-16,2767464000
2022-06-17,2766036000
2022-06-21,2829582000
2022-06-22,2846004000
2022-06-23,2867423999
2022-06-24,3010223999
2022-06-27,3022362000
2022-06-28,2935254000
2022-06-29,2895984000
2022-06-30,2854912000
2022-07-01,2882792000
2022-07-05,2857003000
2022-07-06,2755241000
2022-07-07,2821456000
2022-07-08,2810304000
2022-07-11,2746877000
2022-07-12,2745483000
2022-07-13,2700875000
2022-07-14,2682753000
2022-07-15,2712027000
2022-07-18,2701572000
2022-07-19,2840275000
2022-07-20,2938552000
2022-07-21,2978978000
2022-07-22,2974796000
2022-07-25,2994312000
2022-07-26,3022889000
2022-07-27,3096771000
2022-07-28,3144167000
2022-07-29,3220140000
2022-08-01,3246626000
2022-08-02,3205503000
2022-08-03,3211079000
2022-08-04,3203412000
2022-08-05,3167865000
2022-08-08,3150440000
2022-08-09,3052163000
2022-08-10,3225019000
2022-08-11,3245929000
2022-08-12,3319114000
2022-08-15,3349085000
2022-08-16,3333054000
2022-08-17,3265445000
2022-08-18,3287749000
2022-08-19,3230595000
2022-08-22,3137894000
2022-08-23,3126742000
2022-08-24,3110014000
2022-08-25,3174835000
2022-08-26,3042405000
2022-08-29,2992918000
2022-08-30,2937158000
2022-08-31,2904399000
2022-09-01,2864670000
2022-09-02,2829123000
2022-09-06,2630478000
2022-09-07,2663237000
2022-09-08,2643024000
2022-09-09,2847245000
2022-09-12,2917642000
2022-09-13,2775454000
2022-09-14,2764999000
2022-09-15,2771969000
2022-09-16,2793576000
2022-09-19,2836093000
2022-09-20,2829820000
2022-09-21,2790788000
2022-09-22,2691814000
2022-09-23,2630478000
2022-09-26,2557990000
2022-09-27,2554505000
2022-09-28,2608174000
2022-09-29,2571930000
2022-09-30,2548368000
2022-10-03,2603888000
2022-10-04,2740606000
2022-10-05,2739218000
2022-10-06,2701742000
2022-10-07,2647610000
2022-10-10,2674676000
2022-10-11,2646916000
2022-10-12,2608746000
2022-10-13,2667042000
2022-10-14,2618462000
2022-10-17,2719786000
2022-10-18,2795432000
2022-10-19,2737136000
2022-10-20,2672594000
2022-10-21,2785716000
2022-10-24,2832214000
2022-10-25,2925904000
2022-10-26,2984200000
2022-10-27,2991834000
2022-10-28,3056376000
2022-10-31,3066092000
2022-11-01,3121612000
2022-11-02,3016124000
2022-11-03,2989752000
2022-11-04,3025840000
2022-11-07,3093852000
2022-11-08,3102874000
2022-11-09,3027228000
2022-11-10,3188236000
2022-11-11,3184766000
2022-11-14,3169498000
2022-11-15,3147290000
2022-11-16,3087606000
2022-11-17,3334670000
2022-11-18,3384638000
2022-11-21,3340222000
2022-11-22,3392272000
2022-11-23,3424890000
2022-11-25,3383944000
2022-11-28,3360348000
2022-11-29,3379086000
2022-11-30,3470000000
2022-12-01,3501924000
2022-12-02,3683058000
2022-12-05,3573406000
2022-12-06,3579652000
2022-12-07,3562302000
2022-12-08,3558138000
2022-12-09,3456120000
2022-12-12,3453344000
2022-12-13,3481104000
2022-12-14,3381862000
2022-12-15,3320790000
2022-12-16,3054988000
2022-12-19,2956440000
2022-12-20,2894674000
2022-12-21,2935620000
2022-12-22,2864832000
2022-12-23,2857892000
2022-12-27,2871772000
2022-12-28,2824580000
2022-12-29,2942560000
2022-12-30,2961298000
2023-01-03,2998494000
2023-01-04,2942037000
2023-01-05,2948310000
2023-01-06,3059830000
2023-01-09,3082134000
2023-01-10,3143470000
2023-01-11,3186684000
2023-01-12,3218049000
2023-01-13,3249414000
2023-01-17,3203412000
2023-01-18,3128136000
2023-01-19,3036132000
2023-01-20,3056345000
2023-01-23,3110014000
2023-01-24,3137197000
2023-01-25,3182502000
2023-01-26,3161592000
2023-01-27,3179714000
2023-01-30,3152531000
2023-01-31,3266142000
2023-02-01,3261960000
2023-02-02,3425058000
2023-02-03,3437604000
2023-02-06,3411118000
2023-02-07,3441786000
2023-02-08,3352570000
2023-02-09,3233383000
2023-02-10,3165077000
2023-02-13,3215261000
2023-02-14,3261960000
2023-02-15,3260566000
2023-02-16,3257778000
2023-02-17,3317720000
2023-02-21,3174835000
2023-02-22,3195745000
2023-02-23,3251505000
2023-02-24,3245232000
2023-02-27,3262657000
2023-02-28,3285658000
2023-03-01,3340721000
2023-03-02,3453635000
2023-03-03,3461302000
2023-03-06,3325387000
2023-03-07,3335145000
2023-03-08,3316326000
2023-03-09,3287749000
2023-03-10,3160895000
2023-03-13,3080740000
2023-03-14,3114893000
2023-03-15,3057739000
2023-03-16,3077255000
2023-03-17,3043799000
2023-03-20,3091195000
2023-03-21,3160198000
2023-03-22,3087710000
2023-03-23,3064709000
2023-03-24,3077952000
2023-03-27,3147652000
2023-03-28,3139288000
2023-03-29,3214564000
2023-03-30,3227807000
2023-03-31,3327100000
2023-04-03,3236100000
2023-04-04,3091199999
2023-04-05,3080700000
2023-04-06,3076500000
2023-04-10,3149300000
2023-04-11,3183600000
2023-04-12,3183600000
2023-04-13,3231199999
2023-04-14,3218600000
2023-04-17,3262700000
2023-04-18,3219300000
2023-04-19,3227000000
2023-04-20,3248000000
2023-04-21,3219300000
2023-04-24,3234000000
2023-04-25,3173800000
2023-04-26,3070900000
2023-04-27,3145800000
2023-04-28,3193400000
2023-05-01,3249400000
2023-05-02,3223500000
2023-05-03,3207400000
2023-05-04,3182200000
2023-05-05,3288600000
2023-05-08,3279500000
2023-05-09,3141600000
2023-05-10,3280200000
2023-05-11,3259900000
2023-05-12,3276000000
2023-05-15,3328500000
2023-05-16,3246600000
2023-05-17,3362100000
2023-05-18,3396400000
2023-05-19,3413200000
2023-05-22,3443300000
2023-05-23,3397800000
2023-05-24,3343900000
2023-05-25,3371199999
2023-05-26,3402000000
2023-05-30,3379600000
2023-05-31,3357900000
2023-06-01,3449600000
2023-06-02,3605000000
2023-06-05,3476199999
2023-06-06,3570000000
2023-06-07,3759000000
2023-06-08,3665900000
2023-06-09,3658900000
2023-06-12,3681300000
2023-06-13,3675000000
2023-06-14,3655400000
2023-06-15,3698100000
2023-06-16,3679900000
2023-06-20,3633699999
2023-06-21,3611300000
2023-06-22,3539200000
2023-06-23,3452400000
2023-06-26,3508400000
2023-06-27,3565800000
2023-06-28,3519600000
2023-06-29,3607800000
2023-06-30,3599856000
2023-07-03,3637764000
2023-07-05,3572478000
2023-07-06,3547206000
2023-07-07,3573180000
2023-07-10,3613896000
2023-07-11,3651804000
2023-07-12,3719196000
2023-07-13,3695328000
2023-07-14,3606876000
2023-07-17,3637062000
2023-07-18,3710772000
2023-07-19,3687606000
2023-07-20,3667248000
2023-07-21,3625128000
2023-07-24,3611088000
2023-07-25,3604068000
2023-07-26,3611088000
2023-07-27,3608280000
2023-07-28,3608981999
2023-07-31,3646188000
2023-08-01,3609684000
2023-08-02,3574584000
2023-08-03,3383640000
2023-08-04,3375918000
2023-08-07,3360474000
2023-08-08,3326076000
2023-08-09,3359772000
2023-08-10,3357666000
2023-08-11,3318354000
2023-08-14,3279744000
2023-08-15,3225690000
2023-08-16,3191994000
2023-08-17,3140046000
2023-08-18,3128112000
2023-08-21,3142152000
2023-08-22,3180762000
2023-08-23,3263598000
2023-08-24,3243942000
2023-08-25,3278340000
2023-08-28,3325374000
2023-08-29,3366090000
2023-08-30,3397680000
2023-08-31,3400488000
2023-09-01,3406104000
2023-09-05,3194802000
2023-09-06,3215160000
2023-09-07,3121092000
2023-09-08,3074760000
2023-09-11,3012281999
2023-09-12,3003156000
2023-09-13,3038958000
2023-09-14,3117581999
2023-09-15,3094416000
2023-09-18,3085290000
2023-09-19,3110562000
2023-09-20,3072654000
2023-09-21,3008070000
2023-09-22,2972268000
2023-09-25,2965950000
2023-09-26,2962440000
2023-09-27,3028428000
2023-09-28,2999646000
2023-09-29,2970162000
2023-10-02,3036960000
2023-10-03,2945570000
2023-10-04,2961036000
2023-10-05,2942758000
2023-10-06,2925886000
2023-10-09,2920965000
2023-10-10,2920965000
2023-10-11,2906202000
2023-10-12,2903390000
2023-10-13,2795831000
2023-10-16,2836605000
2023-10-17,2857695000
2023-10-18,2738185000
2023-10-19,2700926000
2023-10-20,2683351000
2023-10-23,2679133000
2023-10-24,2703738000
2023-10-25,2691084000
2023-10-26,2694599000
2023-10-27,2636250000
2023-10-30,2660152000
2023-10-31,2673509000
2023-11-01,2689678000
2023-11-02,2767711000
2023-11-03,2845041000
2023-11-06,2790910000
2023-11-07,2752947999
2023-11-08,2729749000
2023-11-09,2713580000
2023-11-10,2748027000
2023-11-13,2744512000
2023-11-14,2937134000
2023-11-15,2939946000
2023-11-16,2831684000
2023-11-17,2855586000
2023-11-20,2803564000
2023-11-21,2704441000
2023-11-22,2706550000
2023-11-24,2716392000
2023-11-27,2709362000
2023-11-28,2680539000
2023-11-29,2699520000
2023-11-30,2723422000
2023-12-01,2807079000
2023-12-04,2824654000
2023-12-05,2759978000
2023-12-06,2783880000
2023-12-07,2812703000
2023-12-08,2869646000
2023-12-11,2869646000
2023-12-12,2849962000
2023-12-13,2940649000
2023-12-14,3074219000
2023-12-15,3122726000
2023-12-18,3133271000
2023-12-19,3244345000
2023-12-20,3226770000
2023-12-21,3254187000
2023-12-22,3335735000
2023-12-26,3411659000
2023-12-27,3462275000
2023-12-28,3420797999
2023-12-29,3363855000
2024-01-02,3309021000
2024-01-03,3167718000
2024-01-04,3170530000
2024-01-05,3174045000
2024-01-08,3197244000
2024-01-09,3185996000
2024-01-10,3198650000
2024-01-11,3212710000
2024-01-12,3182481000
2024-01-16,3116399000
2024-01-17,3070001000
2024-01-18,3121320000
2024-01-19,3187402000
2024-01-22,3243642000
2024-01-23,3233097000
2024-01-24,3204274000
2024-01-25,3258405000
2024-01-26,3264029000
2024-01-29,3299882000
2024-01-30,3317457000
2024-01-31,3273871000
2024-02-01,3332922999
2024-02-02,3338547000
2024-02-05,3276683000
2024-02-06,3119211000
2024-02-07,3079140000
2024-02-08,3110775000
2024-02-09,3251375000
2024-02-12,3303397000
2024-02-13,3256999000
2024-02-14,3297070000
2024-02-15,3391272000
2024-02-16,3341359000
2024-02-20,3248563000
2024-02-21,3249969000
2024-02-22,3261920000
2024-02-23,3279495000
2024-02-26,3304100000
2024-02-27,3306912000
2024-02-28,3295664000
2024-02-29,3342765000
2024-03-01,3342062000
2024-03-04,3334329000
2024-03-05,3313942000
2024-03-06,3371588000
2024-03-07,3444700000
2024-03-08,3481256000
2024-03-11,3407441000
2024-03-12,3420095000
2024-03-13,3385647999
2024-03-14,3268247000
2024-03-15,3384242000
2024-03-18,3347686000
2024-03-19,3349092000
2024-03-20,3458760000
2024-03-21,3486177000
2024-03-22,3462275000
2024-03-25,3474226000
2024-03-26,3486880000
2024-03-27,3505158000
2024-03-28,3535387000
2024-04-01,3476335000
2024-04-02,3406738000
2024-04-03,3394787000
2024-04-04,3389866000
2024-04-05,3395490000
2024-04-08,3443294000
2024-04-09,3496722000
2024-04-10,3326596000
2024-04-11,3354716000
2024-04-12,3292852000
2024-04-15,3325893000
2024-04-16,3304100000
2024-04-17,3285822000
2024-04-18,3325190000
2024-04-19,3375806000
2024-04-22,3380024000
2024-04-23,3457354000
2024-04-24,3441185000
2024-04-25,3406035000
2024-04-26,3473522999
2024-04-29,3478444000
2024-04-30,3354716000
2024-05-01,2912529000
2024-05-02,2944867000
2024-05-03,2983532000
2024-05-06,3056644000
2024-05-07,3164203000
2024-05-08,3185293000
2024-05-09,3141004000
2024-05-10,3084224000
2024-05-13,3085632000
2024-05-14,3122944000
2024-05-15,3193344000
2024-05-16,3149696000
2024-05-17,3184896000
2024-05-20,3168000000
2024-05-21,3150400000
2024-05-22,3127872000
2024-05-23,3085632000
2024-05-24,3130688000
2024-05-28,3101120000
2024-05-29,3103232000
2024-05-30,3229952000
2024-05-31,3272896000
2024-06-03,3188416000
2024-06-04,3120128000
2024-06-05,3134208000
2024-06-06,3084928000
2024-06-07,3046912000
2024-06-10,3029312000
2024-06-11,2982144000
2024-06-12,3056768000
2024-06-13,3021568000
2024-06-14,2951872000
2024-06-17,2963136000
2024-06-18,2937088000
2024-06-20,2935680000
2024-06-21,2940608000
2024-06-24,2918080000
2024-06-25,2894848000
2024-06-26,2882880000
2024-06-27,2838528000
2024-06-28,2817408000
2024-07-01,2680128000
2024-07-02,2693504000
2024-07-03,2735744000
2024-07-05,2715328000
2024-07-08,2745600000
2024-07-09,2673792000
2024-07-10,2888512000
2024-07-11,3026496000
2024-07-12,3004672000
2024-07-15,3029312000
2024-07-16,3140544000
2024-07-17,3080000000
2024-07-18,3018048000
2024-07-19,3026496000
2024-07-22,3132800000
2024-07-23,3177856000
2024-07-24,2992704000
2024-07-25,3037760000
2024-07-26,3122240000
2024-07-29,3022272000
2024-07-30,3028608000
2024-07-31,3113792000
2024-08-01,2928640000
2024-08-02,2808960000
2024-08-05,2721300000
2024-08-06,2758665000
2024-08-07,2679705000
2024-08-08,2568315000
2024-08-09,2537295000
