,OXY
2009-04-13,45683630000
2009-04-14,45002390000
2009-04-15,45383560000
2009-04-16,45886380000
2009-04-17,46397310000
2009-04-20,43469600000
2009-04-21,43615580000
2009-04-22,43226300000
2009-04-23,43542590000
2009-04-24,43461490000
2009-04-27,42642380000
2009-04-28,42609940000
2009-04-29,44653660000
2009-04-30,43794000000
2009-05-01,45488990000
2009-05-04,47378620000
2009-05-05,47046110000
2009-05-06,50241450000
2009-05-07,48595120000
2009-05-08,50817260000
2009-05-11,48919520000
2009-05-12,49146600000
2009-05-13,47711130000
2009-05-14,47776010000
2009-05-15,46697380000
2009-05-18,48205840000
2009-05-19,48449140000
2009-05-20,49016840000
2009-05-21,47646250000
2009-05-22,48254500000
2009-05-26,49316910000
2009-05-27,48878970000
2009-05-28,50930800000
2009-05-29,52212180000
2009-06-01,53947720000
2009-06-02,53947720000
2009-06-03,52025650000
2009-06-04,53380019999
2009-06-05,53339470000
2009-06-08,53161050000
2009-06-09,53712530000
2009-06-10,53890950000
2009-06-11,54945250000
2009-06-12,53655760000
2009-06-15,52187849999
2009-06-16,50071140000
2009-06-17,49633200000
2009-06-18,50136020000
2009-06-19,50192790000
2009-06-22,47743570000
2009-06-23,48797870000
2009-06-24,49884610000
2009-06-25,50922690000
2009-06-26,50022480000
2009-06-29,51449840000
2009-06-30,51248934000
2009-07-01,50753736000
2009-07-02,49276260000
2009-07-06,48050442000
2009-07-07,46613556000
2009-07-08,46386252000
2009-07-09,47522772000
2009-07-10,47311704000
2009-07-13,48886596000
2009-07-14,50063706000
2009-07-15,51971436000
2009-07-16,52385454000
2009-07-17,52758881999
2009-07-20,54138942000
2009-07-21,54682848000
2009-07-22,54504252000
2009-07-23,56030436000
2009-07-24,56403864000
2009-07-27,56842236000
2009-07-28,55827486000
2009-07-29,54106470000
2009-07-30,54966977999
2009-07-31,55551474000
2009-08-03,56371392000
2009-08-04,56022318000
2009-08-05,55080629999
2009-08-06,54414954000
2009-08-07,54561077999
2009-08-10,54552960000
2009-08-11,53513856000
2009-08-12,54398718000
2009-08-13,55275462000
2009-08-14,54764027999
2009-08-17,53221608000
2009-08-18,54122706000
2009-08-19,55705716000
2009-08-20,56257740000
2009-08-21,58230414000
2009-08-24,58555134000
2009-08-25,57556620000
2009-08-26,57751452000
2009-08-27,58068054000
2009-08-28,58027464000
2009-08-31,56923416000
2009-09-01,56249622000
2009-09-02,55916784000
2009-09-03,56062908000
2009-09-04,56639286000
2009-09-08,58457718000
2009-09-09,59066568000
2009-09-10,59789070000
2009-09-11,59935194000
2009-09-14,59951429999
2009-09-15,60755112000
2009-09-16,61639974000
2009-09-17,61242192000
2009-09-18,60081318000
2009-09-21,60032610000
2009-09-22,60990534000
2009-09-23,59456231999
2009-09-24,58011227999
2009-09-25,59983902000
2009-09-28,61639974000
2009-09-29,60966179999
2009-09-30,61055477999
2009-10-01,58693140000
2009-10-02,57881340000
2009-10-05,58798674000
2009-10-06,60422274000
2009-10-07,60300504000
2009-10-08,62370594000
2009-10-09,61940340000
2009-10-12,62541072000
2009-10-13,62532954000
2009-10-14,63677592000
2009-10-15,64741050000
2009-10-16,64164672000
2009-10-19,64327031999
2009-10-20,63612648000
2009-10-21,63507114000
2009-10-22,65414844000
2009-10-23,63969840000
2009-10-26,62849556000
2009-10-27,62524836000
2009-10-28,60608988000
2009-10-29,61631856000
2009-10-30,59090922000
2009-11-02,59821542000
2009-11-03,61899750000
2009-11-04,62378712000
2009-11-05,63028152000
2009-11-06,62979444000
2009-11-09,64676106000
2009-11-10,65544731999
2009-11-11,64732931999
2009-11-12,63710064000
2009-11-13,64205262000
2009-11-16,65788272000
2009-11-17,65455434000
2009-11-18,64797875999
2009-11-19,63490877999
2009-11-20,62289414000
2009-11-23,63961722000
2009-11-24,64424448000
2009-11-25,65439198000
2009-11-27,63231102000
2009-11-30,62914500000
2009-12-01,63994194000
2009-12-02,63239220000
2009-12-03,62411184000
2009-12-04,61250310000
2009-12-07,60925590000
2009-12-08,59902722000
2009-12-09,59927075999
2009-12-10,59927075999
2009-12-11,59180220000
2009-12-14,60284268000
2009-12-15,61420788000
2009-12-16,61380198000
2009-12-17,60990534000
2009-12-18,62281296000
2009-12-21,62817084000
2009-12-22,63393462000
2009-12-23,64213379999
2009-12-24,64221498000
2009-12-28,64253970000
2009-12-29,63937368000
2009-12-30,64140318000
2009-12-31,63376284000
2010-01-04,64732490999
2010-01-05,64269594000
2010-01-06,65041089000
2010-01-07,64553828999
2010-01-08,65219751000
2010-01-11,64626918000
2010-01-12,62442369000
2010-01-13,62036319000
2010-01-14,62515458000
2010-01-15,61475970000
2010-01-19,61825173000
2010-01-20,60923742000
2010-01-21,59210211000
2010-01-22,59283300000
2010-01-25,60493328999
2010-01-26,59721834000
2010-01-27,59543171999
2010-01-28,60371514000
2010-01-29,61029315000
2010-02-01,62190618000
2010-02-02,62929628999
2010-02-03,62426127000
2010-02-04,59551293000
2010-02-05,59754318000
2010-02-08,59437599000
2010-02-09,60696353999
2010-02-10,61069920000
2010-02-11,62677878000
2010-02-12,62166255000
2010-02-16,63238227000
2010-02-17,63051444000
2010-02-18,63092049000
2010-02-19,63498099000
2010-02-22,62328675000
2010-02-23,61549059000
2010-02-24,61971351000
2010-02-25,61565301000
2010-02-26,62206859999
2010-03-01,62905265999
2010-03-02,63254469000
2010-03-03,63124533000
2010-03-04,63295074000
2010-03-05,63831059999
2010-03-08,63481857000
2010-03-09,63481857000
2010-03-10,63855423000
2010-03-11,63774213000
2010-03-12,63757971000
2010-03-15,63148896000
2010-03-16,64164021000
2010-03-17,64821821999
2010-03-18,64277715000
2010-03-19,64334562000
2010-03-22,64326440999
2010-03-23,64911153000
2010-03-24,64618796999
2010-03-25,63498099000
2010-03-26,63668640000
2010-03-29,65544590999
2010-03-30,65650164000
2010-03-31,65901859999
2010-04-01,67502681999
2010-04-05,68916606000
2010-04-06,68973488000
2010-04-07,67267028000
2010-04-08,67486430000
2010-04-09,67470178000
2010-04-12,67648950000
2010-04-13,66795720000
2010-04-14,67161390000
2010-04-15,67405170000
2010-04-16,66300034000
2010-04-19,66015623999
2010-04-20,67494556000
2010-04-21,66941988000
2010-04-22,66486931999
2010-04-23,68193392000
2010-04-26,68136509999
2010-04-27,65747466000
2010-04-28,66178144000
2010-04-29,67234523999
2010-04-30,69111630000
2010-05-03,70143632000
2010-05-04,67453926000
2010-05-05,64601700000
2010-05-06,62683964000
2010-05-07,62838358000
2010-05-10,65601198000
2010-05-11,64723590000
2010-05-12,66064380000
2010-05-13,65024252000
2010-05-14,63886612000
2010-05-17,62773350000
2010-05-18,63082138000
2010-05-19,62001380000
2010-05-20,60538700000
2010-05-21,61895742000
2010-05-24,60725598000
2010-05-25,61530072000
2010-05-26,60936873999
2010-05-27,64252281999
2010-05-28,64317290000
2010-06-01,62415806000
2010-06-02,63805352000
2010-06-03,64634204000
2010-06-04,61131898000
2010-06-07,61375678000
2010-06-08,62432058000
2010-06-09,62334545999
2010-06-10,65081134000
2010-06-11,66267530000
2010-06-14,66031876000
2010-06-15,67616445999
2010-06-16,67876478000
2010-06-17,67518934000
2010-06-18,67803344000
2010-06-21,66876980000
2010-06-22,65211150000
2010-06-23,65333040000
2010-06-24,63496564000
2010-06-25,63707840000
2010-06-28,63065886000
2010-06-29,61205031999
2010-06-30,60147927000
2010-07-01,59830974000
2010-07-02,59538402000
2010-07-06,60026022000
2010-07-07,62041518000
2010-07-08,63073647000
2010-07-09,63236187000
2010-07-12,63073647000
2010-07-13,64162665000
2010-07-14,63983871000
2010-07-15,64008252000
2010-07-16,61887105000
2010-07-19,61992756000
2010-07-20,63106155000
2010-07-21,62407233000
2010-07-22,64016379000
2010-07-23,64032633000
2010-07-26,64642158000
2010-07-27,62317836000
2010-07-28,61497009000
2010-07-29,60562404000
2010-07-30,60757452000
2010-08-02,62512884000
2010-08-03,61326341999
2010-08-04,61423866000
2010-08-05,60497388000
2010-08-06,59505894000
2010-08-09,59993513999
2010-08-10,60659928000
2010-08-11,59514021000
2010-08-12,59611544999
2010-08-13,58774463999
2010-08-16,59172687000
2010-08-17,59895990000
2010-08-18,58953258000
2010-08-19,58774463999
2010-08-20,58514400000
2010-08-23,58912622999
2010-08-24,57701700000
2010-08-25,56832111000
2010-08-26,56311983000
2010-08-27,58798844999
2010-08-30,57522906000
2010-08-31,56970269999
2010-09-01,59920371000
2010-09-02,60684309000
2010-09-03,61058151000
2010-09-07,59603418000
2010-09-08,60196688999
2010-09-09,60473007000
2010-09-10,60960627000
2010-09-13,61285707000
2010-09-14,61098786000
2010-09-15,60919991999
2010-09-16,59603418000
2010-09-17,59408369999
2010-09-20,60204816000
2010-09-21,59969133000
2010-09-22,59205194999
2010-09-23,58132431000
2010-09-24,59481513000
2010-09-27,58319352000
2010-09-28,58863861000
2010-09-29,59741577000
2010-09-30,61041897000
2010-10-01,62967996000
2010-10-04,62829837000
2010-10-05,64284569999
2010-10-06,64650285000
2010-10-07,64227681000
2010-10-08,64845333000
2010-10-11,65267937000
2010-10-12,64885968000
2010-10-13,65714922000
2010-10-14,66194415000
2010-10-15,66218796000
2010-10-18,66617019000
2010-10-19,63301203000
2010-10-20,63122409000
2010-10-21,61431993000
2010-10-22,62041518000
2010-10-25,62415360000
2010-10-26,61618913999
2010-10-27,61903359000
2010-10-28,61488882000
2010-10-29,61301961000
2010-11-01,62236566000
2010-11-02,63545013000
2010-11-03,63707553000
2010-11-04,65869335000
2010-11-05,65666160000
2010-11-08,65698668000
2010-11-09,65495493000
2010-11-10,65950605000
2010-11-11,68421213000
2010-11-12,68185530000
2010-11-15,68413086000
2010-11-16,66397590000
2010-11-17,66771432000
2010-11-18,68071752000
2010-11-19,68754420000
2010-11-22,68973849000
2010-11-23,68665022999
2010-11-24,69339564000
2010-11-26,68331816000
2010-11-29,69363945000
2010-11-30,68738166000
2010-12-01,70355439000
2010-12-02,70737408000
2010-12-03,71517600000
2010-12-06,72541602000
2010-12-07,72281538000
2010-12-08,70859313000
2010-12-09,70997472000
2010-12-10,72533475000
2010-12-13,73191762000
2010-12-14,73362429000
2010-12-15,73906938000
2010-12-16,73939446000
2010-12-17,74215764000
2010-12-20,74427066000
2010-12-21,75329163000
2010-12-22,76215006000
2010-12-23,75963069000
2010-12-27,75516084000
2010-12-28,76166244000
2010-12-29,77206500000
2010-12-30,76093101000
2010-12-31,76465660000
2011-01-03,76392526000
2011-01-04,75344272000
2011-01-05,75628682000
2011-01-06,75189878000
2011-01-07,74978602000
2011-01-10,74669814000
2011-01-11,75547422000
2011-01-12,76002478000
2011-01-13,75157374000
2011-01-14,75864336000
2011-01-18,76823204000
2011-01-19,76603802000
2011-01-20,75149248000
2011-01-21,76368148000
2011-01-24,75750572000
2011-01-25,75726194000
2011-01-26,75563674000
2011-01-27,75588052000
2011-01-28,73125874000
2011-01-31,75360524000
2011-02-01,77115740000
2011-02-02,76904464000
2011-02-03,76530668000
2011-02-04,76010604000
2011-02-07,76034982000
2011-02-08,76205628000
2011-02-09,75807454000
2011-02-10,77115740000
2011-02-11,77749568000
2011-02-14,78927838000
2011-02-15,80341762000
2011-02-16,81861324000
2011-02-17,82511404000
2011-02-18,83697800000
2011-02-22,79618548000
2011-02-23,80260502000
2011-02-24,79317886000
2011-02-25,80366140000
2011-02-28,79488532000
2011-03-01,78123364000
2011-03-02,78562168000
2011-03-03,80609920000
2011-03-04,80406770000
2011-03-07,80699306000
2011-03-08,78667806000
2011-03-09,78627176000
2011-03-10,75945596000
2011-03-11,76977598000
2011-03-14,77188874000
2011-03-15,76368148000
2011-03-16,74775452000
2011-03-17,76278762000
2011-03-18,76644432000
2011-03-21,78716562000
2011-03-22,78074608000
2011-03-23,78025852000
2011-03-24,77782072000
2011-03-25,78610924000
2011-03-28,78627176000
2011-03-29,80902456000
2011-03-30,80878078000
2011-03-31,81436875000
2011-04-01,81290625000
2011-04-04,80681250000
2011-04-05,80063750000
2011-04-06,78747500000
2011-04-07,78820625000
2011-04-08,80835625000
2011-04-11,78268125000
2011-04-12,75521875000
2011-04-13,75513750000
2011-04-14,76033750000
2011-04-15,76976250000
2011-04-18,75651875000
2011-04-19,76935625000
2011-04-20,78609375000
2011-04-21,78349375000
2011-04-25,78243750000
2011-04-26,80210000000
2011-04-27,80275000000
2011-04-28,81940625000
2011-04-29,89074375000
2011-05-02,90203750000
2011-05-03,87010625000
2011-05-04,84865625000
2011-05-05,82582500000
2011-05-06,82940000000
2011-05-09,83768750000
2011-05-10,83378750000
2011-05-11,80770625000
2011-05-12,80348125000
2011-05-13,79779375000
2011-05-16,78723125000
2011-05-17,79031875000
2011-05-18,79657500000
2011-05-19,78235625000
2011-05-20,78251875000
2011-05-23,77122500000
2011-05-24,79885000000
2011-05-25,81225625000
2011-05-26,81826875000
2011-05-27,83061875000
2011-05-31,84061250000
2011-06-01,80811250000
2011-06-02,80892500000
2011-06-03,81209375000
2011-06-06,79454375000
2011-06-07,79080625000
2011-06-08,79876875000
2011-06-09,81022500000
2011-06-10,80583750000
2011-06-13,79608750000
2011-06-14,81664375000
2011-06-15,79616875000
2011-06-16,80136875000
2011-06-17,79649375000
2011-06-20,79105000000
2011-06-21,79811875000
2011-06-22,78666250000
2011-06-23,77463750000
2011-06-24,76740625000
2011-06-27,77106250000
2011-06-28,78666250000
2011-06-29,80185625000
2011-06-30,81087500000
2011-07-01,82241250000
2011-07-05,83200000000
2011-07-06,82452500000
2011-07-07,83866250000
2011-07-08,82826250000
2011-07-11,79308125000
2011-07-12,79519375000
2011-07-13,80250625000
2011-07-14,80559375000
2011-07-15,82103125000
2011-07-18,82038125000
2011-07-19,83370625000
2011-07-20,82761250000
2011-07-21,84240000000
2011-07-22,84077500000
2011-07-25,83687500000
2011-07-26,81705000000
2011-07-27,79031875000
2011-07-28,77748125000
2011-07-29,76521250000
2011-08-01,76212500000
2011-08-02,73734375000
2011-08-03,73441875000
2011-08-04,68396250000
2011-08-05,68071250000
2011-08-08,62066875000
2011-08-09,65788125000
2011-08-10,63326250000
2011-08-11,66096874999
2011-08-12,66340625000
2011-08-15,69606875000
2011-08-16,68095625000
2011-08-17,68282500000
2011-08-18,64496250000
2011-08-19,63058125000
2011-08-22,62708750000
2011-08-23,64447499999
2011-08-24,64756250000
2011-08-25,63350625000
2011-08-26,63984375000
2011-08-29,66291875000
2011-08-30,67104375000
2011-08-31,67608124999
2011-09-01,66950000000
2011-09-02,65008125000
2011-09-06,64471874999
2011-09-07,65893749999
2011-09-08,64853749999
2011-09-09,62773750000
2011-09-12,61993750000
2011-09-13,62700625000
2011-09-14,64561249999
2011-09-15,65788125000
2011-09-16,64943125000
2011-09-19,64268749999
2011-09-20,62960624999
2011-09-21,59483124999
2011-09-22,56038125000
2011-09-23,56322499999
2011-09-26,60003124999
2011-09-27,61140625000
2011-09-28,58443125000
2011-09-29,58727500000
2011-09-30,55599054000
2011-10-03,53329374000
2011-10-04,56968968000
2011-10-05,58881984000
2011-10-06,61086816000
2011-10-07,60065459999
2011-10-10,63494298000
2011-10-11,62894454000
2011-10-12,62991725999
2011-10-13,63372708000
2011-10-14,66420564000
2011-10-17,64288686000
2011-10-18,66080112000
2011-10-19,65277618000
2011-10-20,65772084000
2011-10-21,67450025999
2011-10-24,67887750000
2011-10-25,66201702000
2011-10-26,67806690000
2011-10-27,74380656000
2011-10-28,76026174000
2011-10-31,72264990000
2011-11-01,70408716000
2011-11-02,72459534000
2011-11-03,74032098000
2011-11-04,75920796000
2011-11-07,76609806000
2011-11-08,78757896000
2011-11-09,75045348000
2011-11-10,76277460000
2011-11-11,77606844000
2011-11-14,76058598000
2011-11-15,76828668000
2011-11-16,75888372000
2011-11-17,73424148000
2011-11-18,73343088000
2011-11-21,71851584000
2011-11-22,71251740000
2011-11-23,68244414000
2011-11-25,67409496000
2011-11-28,70473564000
2011-11-29,71681358000
2011-11-30,76901622000
2011-12-01,75296634000
2011-12-02,74583306000
2011-12-05,76374732000
2011-12-06,75547920000
2011-12-07,74858910000
2011-12-08,72054234000
2011-12-09,73399830000
2011-12-12,71365224000
2011-12-13,71284164000
2011-12-14,68755092000
2011-12-15,68049870000
2011-12-16,69411678000
2011-12-19,67895856000
2011-12-20,71665146000
2011-12-21,72402792000
2011-12-22,73253922000
2011-12-23,73578162000
2011-12-27,74218536000
2011-12-28,72200142000
2011-12-29,72872940000
2011-12-30,72856728000
2012-01-03,75125245000
2012-01-04,75352185000
2012-01-05,74752415000
2012-01-06,74460635000
2012-01-09,75360290000
2012-01-10,76097845000
2012-01-11,75092825000
2012-01-12,76049215000
2012-01-13,75895220000
2012-01-17,77200125000
2012-01-18,78472610000
2012-01-19,77637795000
2012-01-20,78034940000
2012-01-23,79347950000
2012-01-24,78464505000
2012-01-25,80442125000
2012-01-26,77897155000
2012-01-27,77945785000
2012-01-30,77451380000
2012-01-31,77572955000
2012-02-01,77200125000
2012-02-02,76567935000
2012-02-03,79793725000
2012-02-06,80855480000
2012-02-07,81511985000
2012-02-08,80701485000
2012-02-09,81033790000
2012-02-10,79850460000
2012-02-13,80904110000
2012-02-14,80855480000
2012-02-15,80669065000
2012-02-16,81114840000
2012-02-17,80798745000
2012-02-21,81179680000
2012-02-22,80280025000
2012-02-23,81382305000
2012-02-24,80750115000
2012-02-27,81236415000
2012-02-28,81990180000
2012-02-29,81147260000
2012-03-01,81536300000
2012-03-02,81139155000
2012-03-05,80482650000
2012-03-06,78545555000
2012-03-07,77662110000
2012-03-08,78415875000
2012-03-09,78294300000
2012-03-12,76535515000
2012-03-13,77735055000
2012-03-14,76908345000
2012-03-15,76892135000
2012-03-16,78197040000
2012-03-19,78910280000
2012-03-20,76162685000
2012-03-21,75984375000
2012-03-22,74444425000
2012-03-23,75895220000
2012-03-26,77102865000
2012-03-27,76511200000
2012-03-28,73747395000
2012-03-29,73415090000
2012-03-30,74039175000
2012-04-02,75771153000
2012-04-03,74985162000
2012-04-04,73388871000
2012-04-05,72513747000
2012-04-09,71030898000
2012-04-10,69653388000
2012-04-11,69029457000
2012-04-12,70828323000
2012-04-13,68843088000
2012-04-16,67822110000
2012-04-17,68972736000
2012-04-18,68381217000
2012-04-19,68575689000
2012-04-20,68875500000
2012-04-23,68340702000
2012-04-24,68575689000
2012-04-25,70042332000
2012-04-26,71436048000
2012-04-27,71306400000
2012-04-30,70901250000
2012-05-01,72205833000
2012-05-02,71808786000
2012-05-03,69815448000
2012-05-04,68308290000
2012-05-07,68170539000
2012-05-08,67570917000
2012-05-09,65512754999
2012-05-10,66088068000
2012-05-11,65107604999
2012-05-14,63470799000
2012-05-15,62101392000
2012-05-16,61582800000
2012-05-17,61145237999
2012-05-18,61915023000
2012-05-21,62863074000
2012-05-22,62838765000
2012-05-23,63049443000
2012-05-24,63252018000
2012-05-25,62976516000
2012-05-29,64426953000
2012-05-30,62409306000
2012-05-31,61615212000
2012-06-01,61072311000
2012-06-04,62303967000
2012-06-05,63098061000
2012-06-06,65731536000
2012-06-07,66023244000
2012-06-08,66112377000
2012-06-11,64637631000
2012-06-12,64961751000
2012-06-13,64726764000
2012-06-14,64888824000
2012-06-15,66258231000
2012-06-18,65148120000
2012-06-19,65302077000
2012-06-20,65609991000
2012-06-21,61615212000
2012-06-22,61785375000
2012-06-25,60108054000
2012-06-26,61428843000
2012-06-27,62409306000
2012-06-28,62911692000
2012-06-29,66671484000
2012-07-02,66751668000
2012-07-03,68379165000
2012-07-05,67164615000
2012-07-06,66217266000
2012-07-09,66168684000
2012-07-10,64654544999
2012-07-11,65682864000
2012-07-12,65197044000
2012-07-13,66273944999
2012-07-16,66395400000
2012-07-17,67221294000
2012-07-18,67528980000
2012-07-19,67707114000
2012-07-20,67731405000
2012-07-23,65990550000
2012-07-24,65043201000
2012-07-25,64873164000
2012-07-26,67820472000
2012-07-27,68832597000
2012-07-30,69302223000
2012-07-31,67593756000
2012-08-01,68209127999
2012-08-02,66524952000
2012-08-03,68792112000
2012-08-06,68549202000
2012-08-07,70476288000
2012-08-08,70792071000
2012-08-09,70298154000
2012-08-10,70994496000
2012-08-13,69941886000
2012-08-14,69820431000
2012-08-15,69148380000
2012-08-16,69326514000
2012-08-17,68905470000
2012-08-20,68832597000
2012-08-21,68452038000
2012-08-22,68994537000
2012-08-23,67771890000
2012-08-24,68273903999
2012-08-27,67966218000
2012-08-28,67925733000
2012-08-29,66978384000
2012-08-30,65464244999
2012-08-31,66031035000
2012-09-04,64549284000
2012-09-05,64193016000
2012-09-06,65480439000
2012-09-07,67690919999
2012-09-10,67043160000
2012-09-11,67140324000
2012-09-12,67464203999
2012-09-13,70257669000
2012-09-14,71415540000
2012-09-17,69949983000
2012-09-18,69318417000
2012-09-19,67941927000
2012-09-20,68039091000
2012-09-21,67877151000
2012-09-24,67423719000
2012-09-25,66273944999
2012-09-26,66031035000
2012-09-27,67002675000
2012-09-28,66840735000
2012-10-01,66876306000
2012-10-02,65923928000
2012-10-03,64785917000
2012-10-04,66109561000
2012-10-05,65819005000
2012-10-08,65189467000
2012-10-09,64576071000
2012-10-10,63655977000
2012-10-11,63962675000
2012-10-12,63429989000
2012-10-15,63252427000
2012-10-16,64390438000
2012-10-17,65496165000
2012-10-18,66214484000
2012-10-19,65302461000
2012-10-22,64116024000
2012-10-23,62929587000
2012-10-24,62461469000
2012-10-25,63890036000
2012-10-26,62275836000
2012-10-31,61129753999
2012-11-01,61210464000
2012-11-02,60645494000
2012-11-05,60258086000
2012-11-06,61614014000
2012-11-07,59959459000
2012-11-08,59160430000
2012-11-09,59346063000
2012-11-12,59249211000
2012-11-13,57957851000
2012-11-14,57271815999
2012-11-15,57231461000
2012-11-16,57142680000
2012-11-19,58425969000
2012-11-20,57965921999
2012-11-21,58151555000
2012-11-23,58974796999
2012-11-26,58248407000
2012-11-27,58434040000
2012-11-28,58999009999
2012-11-29,59039365000
2012-11-30,58232265000
2012-12-03,56965118000
2012-12-04,57053899000
2012-12-05,57675365999
2012-12-06,57691508000
2012-12-07,58353330000
2012-12-10,58337188000
2012-12-11,58845661000
2012-12-12,59168501000
2012-12-13,58401756000
2012-12-14,58974796999
2012-12-17,59241140000
2012-12-18,60750417000
2012-12-19,60572855000
2012-12-20,61178180000
2012-12-21,60500215999
2012-12-24,60015956000
2012-12-26,59531696000
2012-12-27,59572051000
2012-12-28,58361401000
2012-12-31,59137402999
2013-01-02,60336406000
2013-01-03,60569769000
2013-01-04,61631973000
2013-01-07,61664161000
2013-01-08,63080433000
2013-01-09,63378172000
2013-01-10,64078261000
2013-01-11,64134590000
2013-01-14,63812710000
2013-01-15,63675911000
2013-01-16,63523018000
2013-01-17,63595441000
2013-01-18,63748334000
2013-01-22,64528893000
2013-01-23,64005838000
2013-01-24,64376000000
2013-01-25,64891008000
2013-01-28,64713974000
2013-01-29,65695708000
2013-01-30,65856648000
2013-01-31,68133949000
2013-02-01,67683317000
2013-02-04,67924727000
2013-02-05,68246607000
2013-02-06,68455828999
2013-02-07,68061526000
2013-02-08,68206372000
2013-02-11,67321202000
2013-02-12,67103933000
2013-02-13,67111980000
2013-02-14,67087839000
2013-02-15,65389922000
2013-02-19,66226810000
2013-02-20,65237028999
2013-02-21,64400141000
2013-02-22,64536940000
2013-02-25,63394266000
2013-02-26,63128715000
2013-02-27,63474736000
2013-02-28,63555206000
2013-03-01,63796616000
2013-03-04,63016057000
2013-03-05,63643723000
2013-03-06,63209185000
2013-03-07,63056292000
2013-03-08,63603488000
2013-03-11,63973650000
2013-03-12,64520846000
2013-03-13,64287483000
2013-03-14,65148511999
2013-03-15,64585222000
2013-03-18,63683958000
2013-03-19,61889477000
2013-03-20,60698521000
2013-03-21,60489299000
2013-03-22,60722661999
2013-03-25,60247889000
2013-03-26,60215701000
2013-03-27,60312265000
2013-03-28,60497346000
2013-04-01,60955077000
2013-04-02,62291211000
2013-04-03,62589024000
2013-04-04,63176600999
2013-04-05,63200748000
2013-04-08,62637317999
2013-04-09,62983425000
2013-04-10,62822445000
2013-04-11,65011773000
2013-04-12,64383950999
2013-04-15,62307309000
2013-04-16,63007572000
2013-04-17,62114133000
2013-04-18,61695585000
2013-04-19,61470213000
2013-04-22,62202672000
2013-04-23,63071964000
2013-04-24,65108361000
2013-04-25,66050094000
2013-04-26,66911337000
2013-04-29,67836972000
2013-04-30,68915538000
2013-05-01,67595502000
2013-05-02,68014050000
2013-05-03,70074594000
2013-05-06,68996028000
2013-05-07,68907489000
2013-05-08,68931636000
2013-05-09,68102589000
2013-05-10,68851146000
2013-05-13,69897516000
2013-05-14,70283868000
2013-05-15,70211427000
2013-05-16,70283868000
2013-05-17,71684394000
2013-05-20,72336363000
2013-05-21,71853423000
2013-05-22,70340211000
2013-05-23,69897516000
2013-05-24,70090692000
2013-05-28,71539512000
2013-05-29,73004430000
2013-05-30,73157361000
2013-05-31,71088768000
2013-06-03,72787107000
2013-06-04,72779058000
2013-06-05,72102942000
2013-06-06,71459022000
2013-06-07,71901717000
2013-06-10,71257797000
2013-06-11,70452897000
2013-06-12,70219476000
2013-06-13,71837325000
2013-06-14,70951935000
2013-06-17,71507316000
2013-06-18,71362434000
2013-06-19,70847298000
2013-06-20,68674067999
2013-06-21,69430674000
2013-06-24,68432598000
2013-06-25,68464794000
2013-06-26,68907489000
2013-06-27,69728487000
2013-06-28,68891391000
2013-07-01,69520385000
2013-07-02,69947088000
2013-07-03,69319110000
2013-07-05,70148363000
2013-07-08,70156414000
2013-07-09,69464028000
2013-07-10,68948764000
2013-07-11,69834374000
2013-07-12,69673354000
2013-07-15,69898782000
2013-07-16,69246651000
2013-07-17,69464028000
2013-07-18,70486505000
2013-07-19,71122534000
2013-07-22,71025922000
2013-07-23,71074228000
2013-07-24,70277179000
2013-07-25,70317434000
2013-07-26,70083955000
2013-07-29,69874629000
2013-07-30,68208072000
2013-07-31,68771642000
2013-08-01,69391569000
2013-08-02,68675030000
2013-08-05,68079256000
2013-08-06,68103409000
2013-08-07,67869930000
2013-08-08,68336888000
2013-08-09,68175868000
2013-08-12,68183919000
2013-08-13,67861879000
2013-08-14,67716961000
2013-08-15,67185595000
2013-08-16,66815248999
2013-08-19,66501259999
2013-08-20,66380495000
2013-08-21,65937690000
2013-08-22,66509311000
2013-08-23,68095358000
2013-08-26,67902134000
2013-08-27,67459329000
2013-08-28,68095358000
2013-08-29,68127562000
2013-08-30,68127562000
2013-09-03,68328837000
2013-09-04,69327161000
2013-09-05,69303008000
2013-09-06,68731387000
2013-09-09,69278855000
2013-09-10,69246651000
2013-09-11,70140312000
2013-09-12,70285230000
2013-09-13,69109784000
2013-09-16,69262753000
2013-09-17,70261077000
2013-09-18,71291605000
2013-09-19,71138636000
2013-09-20,70711933000
2013-09-23,70567015000
2013-09-24,71670002000
2013-09-25,71750512000
2013-09-26,72273827000
2013-09-27,72950111000
2013-09-30,71936541000
2013-10-01,72585918000
2013-10-02,72914615000
2013-10-03,72593935000
2013-10-04,73371584000
2013-10-07,73275380000
2013-10-08,71952575000
2013-10-09,72257221000
2013-10-10,73139091000
2013-10-11,73435720000
2013-10-14,73604077000
2013-10-15,73235295000
2013-10-16,74574134000
2013-10-17,75423936000
2013-10-18,75592293000
2013-10-21,74638270000
2013-10-22,75223511000
2013-10-23,73563992000
2013-10-24,74622236000
2013-10-25,74501981000
2013-10-28,75015069000
2013-10-29,74197335000
2013-10-30,73876655000
2013-10-31,73892689000
2013-11-01,73555975000
2013-11-04,75159375000
2013-11-05,74357675000
2013-11-06,74606202000
2013-11-07,73716315000
2013-11-08,74085097000
2013-11-11,74606202000
2013-11-12,73547958000
2013-11-13,74598185000
2013-11-14,74966967000
2013-11-15,75015069000
2013-11-18,74654304000
2013-11-19,74518015000
2013-11-20,74734474000
2013-11-21,75864871000
2013-11-22,76418044000
2013-11-25,74958950000
