,MCK
2004-08-12,8801720000
2004-08-13,8561460000
2004-08-16,8781210000
2004-08-17,8819300000
2004-08-18,9006820000
2004-08-19,8933570000
2004-08-20,9003890000
2004-08-23,8986310000
2004-08-24,9041980000
2004-08-25,9270520000
2004-08-26,9200200000
2004-08-27,9238290000
2004-08-30,9083000000
2004-08-31,9068350000
2004-09-01,9006820000
2004-09-02,9208990000
2004-09-03,9214850000
2004-09-07,9326190000
2004-09-08,7905140000
2004-09-09,8022340000
2004-09-10,7995970000
2004-09-13,8110240000
2004-09-14,8294830000
2004-09-15,8086800000
2004-09-16,8151260000
2004-09-17,8086800000
2004-09-20,8042850000
2004-09-21,8124890000
2004-09-22,7881700000
2004-09-23,7981320000
2004-09-24,8025270000
2004-09-27,7878770000
2004-09-28,7878770000
2004-09-29,7729340000
2004-09-30,7541100000
2004-10-01,7644000000
2004-10-04,7491120000
2004-10-05,7482300000
2004-10-06,7520519999
2004-10-07,7250040000
2004-10-08,7185360000
2004-10-11,7297080000
2004-10-12,7320600000
2004-10-13,7291200000
2004-10-14,7173600000
2004-10-15,7155960000
2004-10-18,7226519999
2004-10-19,7061880000
2004-10-20,6956040000
2004-10-21,6756120000
2004-10-22,7344120000
2004-10-25,7291200000
2004-10-26,7461720000
2004-10-27,7920360000
2004-10-28,7893900000
2004-10-29,7838040000
2004-11-01,7855680000
2004-11-02,7940940000
2004-11-03,8096760000
2004-11-04,8167320000
2004-11-05,8226120000
2004-11-08,8376060000
2004-11-09,8511300000
2004-11-10,8678880000
2004-11-11,8731800000
2004-11-12,8702400000
2004-11-15,8752380000
2004-11-16,8643600000
2004-11-17,8546580000
2004-11-18,8490720000
2004-11-19,8361360000
2004-11-22,8487780000
2004-11-23,8511300000
2004-11-24,8523060000
2004-11-26,8575980000
2004-11-29,8584800000
2004-11-30,8687700000
2004-12-01,8784720000
2004-12-02,8937600000
2004-12-03,8914080000
2004-12-06,9161040000
2004-12-07,9125760000
2004-12-08,9372720000
2004-12-09,9349200000
2004-12-10,9408000000
2004-12-13,9546180000
2004-12-14,9543240000
2004-12-15,9557940000
2004-12-16,9522660000
2004-12-17,9378600000
2004-12-20,9446220000
2004-12-21,9569700000
2004-12-22,9114000000
2004-12-23,8981700000
2004-12-27,9087540000
2004-12-28,9187500000
2004-12-29,9231600000
2004-12-30,9296280000
2004-12-31,9343620000
2005-01-03,9227790000
2005-01-04,9108990000
2005-01-05,9106020000
2005-01-06,9257490000
2005-01-07,9171360000
2005-01-10,9296100000
2005-01-11,9275310000
2005-01-12,9278280000
2005-01-13,9364410000
2005-01-14,9209970000
2005-01-18,9281250000
2005-01-19,9016920000
2005-01-20,9207000000
2005-01-21,9162450000
2005-01-24,9162450000
2005-01-25,8987220000
2005-01-26,9028800000
2005-01-27,9010980000
2005-01-28,9961380000
2005-01-31,10243530000
2005-02-01,10552410000
2005-02-02,10668240000
2005-02-03,10870200000
2005-02-04,10781100000
2005-02-07,10804860000
2005-02-08,10962269999
2005-02-09,10775160000
2005-02-10,10727640000
2005-02-11,10792980000
2005-02-14,10807830000
2005-02-15,10724670000
2005-02-16,10864260000
2005-02-17,10902870000
2005-02-18,10920690000
2005-02-22,10813769999
2005-02-23,10980090000
2005-02-24,11095920000
2005-02-25,11223630000
2005-02-28,11089980000
2005-03-01,11256300000
2005-03-02,11063250000
2005-03-03,11042460000
2005-03-04,11345400000
2005-03-07,11407769999
2005-03-08,11360250000
2005-03-09,11274120000
2005-03-10,11235510000
2005-03-11,11167200000
2005-03-14,11283030000
2005-03-15,10977120000
2005-03-16,10938510000
2005-03-17,11057310000
2005-03-18,11006820000
2005-03-21,11033550000
2005-03-22,11107800000
2005-03-23,11330550000
2005-03-24,11300850000
2005-03-28,10739519999
2005-03-29,10775160000
2005-03-30,11173140000
2005-03-31,11400500000
2005-04-01,11433720000
2005-04-04,11895780000
2005-04-05,11708540000
2005-04-06,11774980000
2005-04-07,11765920000
2005-04-08,11521300000
2005-04-11,11639080000
2005-04-12,11702500000
2005-04-13,11445800000
2005-04-14,11442780000
2005-04-15,11264600000
2005-04-18,10841800000
2005-04-19,10920319999
2005-04-20,10681740000
2005-04-21,10781400000
2005-04-22,10594160000
2005-04-25,10766300000
2005-04-26,10887100000
2005-04-27,10977700000
2005-04-28,10872000000
2005-04-29,11174000000
2005-05-02,11174000000
2005-05-03,11035080000
2005-05-04,11107560000
2005-05-05,11415600000
2005-05-06,11488080000
2005-05-09,11587740000
2005-05-10,11627000000
2005-05-11,11630020000
2005-05-12,11436740000
2005-05-13,11379360000
2005-05-16,11533380000
2005-05-17,11729680000
2005-05-18,11883700000
2005-05-19,11901819999
2005-05-20,11759880000
2005-05-23,11895780000
2005-05-24,11898800000
2005-05-25,11913900000
2005-05-26,12086040000
2005-05-27,12155500000
2005-05-31,12161540000
2005-06-01,12152480000
2005-06-02,12131340000
2005-06-03,12140400000
2005-06-06,12264220000
2005-06-07,12339720000
2005-06-08,12234020000
2005-06-09,12276300000
2005-06-10,12155500000
2005-06-13,12925600000
2005-06-14,12995060000
2005-06-15,12895400000
2005-06-16,12964860000
2005-06-17,12925600000
2005-06-20,13118880000
2005-06-21,13224580000
2005-06-22,13164180000
2005-06-23,13127940000
2005-06-24,13073580000
2005-06-27,12801780000
2005-06-28,13064520000
2005-06-29,13432960000
2005-06-30,13795320000
2005-07-01,13829200000
2005-07-05,13816880000
2005-07-06,13644400000
2005-07-07,13573560000
2005-07-08,13721400000
2005-07-11,13924680000
2005-07-12,13798400000
2005-07-13,13866160000
2005-07-14,13964720000
2005-07-15,13927760000
2005-07-18,14091000000
2005-07-19,14029400000
2005-07-20,14168000000
2005-07-21,13875400000
2005-07-22,13727560000
2005-07-25,13585880000
2005-07-26,13804560000
2005-07-27,13866160000
2005-07-28,13983200000
2005-07-29,13860000000
2005-08-01,13863080000
2005-08-02,14294279999
2005-08-03,14291200000
2005-08-04,14340480000
2005-08-05,14352800000
2005-08-08,14340480000
2005-08-09,14491400000
2005-08-10,14633080000
2005-08-11,14630000000
2005-08-12,14466760000
2005-08-15,14417480000
2005-08-16,14331240000
2005-08-17,14429800000
2005-08-18,14266560000
2005-08-19,14183400000
2005-08-22,14223440000
2005-08-23,14146440000
2005-08-24,14004760000
2005-08-25,14023240000
2005-08-26,14050960000
2005-08-29,14014000000
2005-08-30,14103320000
2005-08-31,14374360000
2005-09-01,14306600000
2005-09-02,14251160000
2005-09-06,14248080000
2005-09-07,14168000000
2005-09-08,14174160000
2005-09-09,13860000000
2005-09-12,13912360000
2005-09-13,13946240000
2005-09-14,14020160000
2005-09-15,14235760000
2005-09-16,14312760000
2005-09-19,14217279999
2005-09-20,14072520000
2005-09-21,14047880000
2005-09-22,14091000000
2005-09-23,14103320000
2005-09-26,14143360000
2005-09-27,14171080000
2005-09-28,14531440000
2005-09-29,14608440000
2005-09-30,14567150000
2005-10-03,14650040000
2005-10-04,14576359999
2005-10-05,14238660000
2005-10-06,14254010000
2005-10-07,13999200000
2005-10-10,13756670000
2005-10-11,13535630000
2005-10-12,13409760000
2005-10-13,13363710000
2005-10-14,13550980000
2005-10-17,13560190000
2005-10-18,13471160000
2005-10-19,13627730000
2005-10-20,13486510000
2005-10-21,13468090000
2005-10-24,13661500000
2005-10-25,13557119999
2005-10-26,13477300000
2005-10-27,13455810000
2005-10-28,13873330000
2005-10-31,13947010000
2005-11-01,13943940000
2005-11-02,14032970000
2005-11-03,14042180000
2005-11-04,13836490000
2005-11-07,14054460000
2005-11-08,13999200000
2005-11-09,13968500000
2005-11-10,13854910000
2005-11-11,14075950000
2005-11-14,14303130000
2005-11-15,14444350000
2005-11-16,14551800000
2005-11-17,14782050000
2005-11-18,14852660000
2005-11-21,15027650000
2005-11-22,15043000000
2005-11-23,15199570000
2005-11-25,15389910000
2005-11-28,15239480000
2005-11-29,15531130000
2005-11-30,15442100000
2005-12-01,15472800000
2005-12-02,15454380000
2005-12-05,15442100000
2005-12-06,15782869999
2005-12-07,15669280000
2005-12-08,15976280000
2005-12-09,15942510000
2005-12-12,16117500000
2005-12-13,16172760000
2005-12-14,16117500000
2005-12-15,16016190000
2005-12-16,16028470000
2005-12-19,15733750000
2005-12-20,15764450000
2005-12-21,15706119999
2005-12-22,16105220000
2005-12-23,16003910000
2005-12-27,15939440000
2005-12-28,16108290000
2005-12-29,16062240000
2005-12-30,15838130000
2006-01-03,16006000000
2006-01-04,16256660000
2006-01-05,16283840000
2006-01-06,16096600000
2006-01-09,15658700000
2006-01-10,15649640000
2006-01-11,15471460000
2006-01-12,15510720000
2006-01-13,15447300000
2006-01-17,15646620000
2006-01-18,15800640000
2006-01-19,15939560000
2006-01-20,15405020000
2006-01-23,15081880000
2006-01-24,15093960000
2006-01-25,15426160000
2006-01-26,15743260000
2006-01-27,16247600000
2006-01-30,15870100000
2006-01-31,16006000000
2006-02-01,16187200000
2006-02-02,16063380000
2006-02-03,16253640000
2006-02-06,15933520000
2006-02-07,15924460000
2006-02-08,16153980000
2006-02-09,16123780000
2006-02-10,16051300000
2006-02-13,16184180000
2006-02-14,16422760000
2006-02-15,16380480000
2006-02-16,16504300000
2006-02-17,16489200000
2006-02-21,16184180000
2006-02-22,16232500000
2006-02-23,16304980000
2006-02-24,16187200000
2006-02-27,16308000000
2006-02-28,16347260000
2006-03-01,16540540000
2006-03-02,16434840000
2006-03-03,16229480000
2006-03-06,16111700000
2006-03-07,16169080000
2006-03-08,16238540000
2006-03-09,16012040000
2006-03-10,16271760000
2006-03-13,15993920000
2006-03-14,16096600000
2006-03-15,16193240000
2006-03-16,16214380000
2006-03-17,16163040000
2006-03-20,16407660000
2006-03-21,16380480000
2006-03-22,16262700000
2006-03-23,15945600000
2006-03-24,15894260000
2006-03-27,15658700000
2006-03-28,15577160000
2006-03-29,15794600000
2006-03-30,15797620000
2006-03-31,15743260000
2006-04-03,15876140000
2006-04-04,15897280000
2006-04-05,15839900000
2006-04-06,15673800000
2006-04-07,15468440000
2006-04-10,15749300000
2006-04-11,15474480000
2006-04-12,15649640000
2006-04-13,15522800000
2006-04-17,15480520000
2006-04-18,15604340000
2006-04-19,15208720000
2006-04-20,15145300000
2006-04-21,14982220000
2006-04-24,14828200000
2006-04-25,14798000000
2006-04-26,14520160000
2006-04-27,14604720000
2006-04-28,14674180000
2006-05-01,14423520000
2006-05-02,14523180000
2006-05-03,14317819999
2006-05-04,14272520000
2006-05-05,14761760000
2006-05-08,14749680000
2006-05-09,14704380000
2006-05-10,14604720000
2006-05-11,14480900000
2006-05-12,14435600000
2006-05-15,14882560000
2006-05-16,14909740000
2006-05-17,14737600000
2006-05-18,14686260000
2006-05-19,14680220000
2006-05-22,14607740000
2006-05-23,14486940000
2006-05-24,14499020000
2006-05-25,14674180000
2006-05-26,14719480000
2006-05-30,14619819999
2006-05-31,14949000000
2006-06-01,15257040000
2006-06-02,15039600000
2006-06-05,14689280000
2006-06-06,14526200000
2006-06-07,14456740000
2006-06-08,13967500000
2006-06-09,13789319999
2006-06-12,13765160000
2006-06-13,13590000000
2006-06-14,13768180000
2006-06-15,14070180000
2006-06-16,13846700000
2006-06-19,13692680000
2006-06-20,13765160000
2006-06-21,13994680000
2006-06-22,13713819999
2006-06-23,13804420000
2006-06-26,14127560000
2006-06-27,14103400000
2006-06-28,14079240000
2006-06-29,14181920000
2006-06-30,14089440000
2006-07-03,13967260000
2006-07-05,13851040000
2006-07-06,13871900000
2006-07-07,14053679999
2006-07-10,13988120000
2006-07-11,14095400000
2006-07-12,14029840000
2006-07-13,13794420000
2006-07-14,13609660000
2006-07-17,13678200000
2006-07-18,13713960000
2006-07-19,14363600000
2006-07-20,14304000000
2006-07-21,14724179999
2006-07-24,15013240000
2006-07-25,15013240000
2006-07-26,14980460000
2006-07-27,14828480000
2006-07-28,15242700000
2006-07-31,15016220000
2006-08-01,15051980000
2006-08-02,15311240000
2006-08-03,15299320000
2006-08-04,15251640000
2006-08-07,15218860000
2006-08-08,15236740000
2006-08-09,15102640000
2006-08-10,15320179999
2006-08-11,15227800000
2006-08-14,15248660000
2006-08-15,15320179999
2006-08-16,15412560000
2006-08-17,15496000000
2006-08-18,15519840000
2006-08-21,15323160000
2006-08-22,15376800000
2006-08-23,15308260000
2006-08-24,15352960000
2006-08-25,15311240000
2006-08-28,15302300000
2006-08-29,15290380000
2006-08-30,15198000000
2006-08-31,15138400000
2006-09-01,15448320000
2006-09-05,15454280000
2006-09-06,15743340000
2006-09-07,15794000000
2006-09-08,15940020000
2006-09-11,16333380000
2006-09-12,16363179999
2006-09-13,16133720000
2006-09-14,16214179999
2006-09-15,16130740000
2006-09-18,16169480000
2006-09-19,16300600000
2006-09-20,16080080000
2006-09-21,15785060000
2006-09-22,15630100000
2006-09-25,15758240000
2006-09-26,15653940000
2006-09-27,15665860000
2006-09-28,15808900000
2006-09-29,15710560000
2006-10-02,15827120000
2006-10-03,15907040000
2006-10-04,15776800000
2006-10-05,15741280000
2006-10-06,14959840000
2006-10-09,15087120000
2006-10-10,14882880000
2006-10-11,14800000000
2006-10-12,14829600000
2006-10-13,14755600000
2006-10-16,14891760000
2006-10-17,14906560000
2006-10-18,14921359999
2006-10-19,15125600000
2006-10-20,15205520000
2006-10-23,15338720000
2006-10-24,15427520000
2006-10-25,15119680000
2006-10-26,14841440000
2006-10-27,15066400000
2006-10-30,15004240000
2006-10-31,14826640000
2006-11-01,14501040000
2006-11-02,14696400000
2006-11-03,14361920000
2006-11-06,14708240000
2006-11-07,15027920000
2006-11-08,14924320000
2006-11-09,14791120000
2006-11-10,14625359999
2006-11-13,14797040000
2006-11-14,14785200000
2006-11-15,14800000000
2006-11-16,15013120000
2006-11-17,14666800000
2006-11-20,14548400000
2006-11-21,14208000000
2006-11-22,14367840000
2006-11-24,14261280000
2006-11-27,14302720000
2006-11-28,14356000000
2006-11-29,14489200000
2006-11-30,14622400000
2006-12-01,14572080000
2006-12-04,14601680000
2006-12-05,14536560000
2006-12-06,14800000000
2006-12-07,14625359999
2006-12-08,14492160000
2006-12-11,14844400000
2006-12-12,14974640000
2006-12-13,15060480000
2006-12-14,15193680000
2006-12-15,15149280000
2006-12-18,15134480000
2006-12-19,15024960000
2006-12-20,15125600000
2006-12-21,15084160000
2006-12-22,15013120000
2006-12-26,15081200000
2006-12-27,15101920000
2006-12-28,15045680000
2006-12-29,15007200000
2007-01-03,15171850000
2007-01-04,15133500000
2007-01-05,15136450000
2007-01-08,15239699999
2007-01-09,15083350000
2007-01-10,15295750000
2007-01-11,15525850000
2007-01-12,16053900000
2007-01-16,16139450000
2007-01-17,16319400000
2007-01-18,16278100000
2007-01-19,16263350000
2007-01-22,16027350000
2007-01-23,16065700000
2007-01-24,16275150000
2007-01-25,16334150000
2007-01-26,16502300000
2007-01-29,16396100000
2007-01-30,16372500000
2007-01-31,16446250000
2007-02-01,16517050000
2007-02-02,16452150000
2007-02-05,16525900000
2007-02-06,16463950000
2007-02-07,16393150000
2007-02-08,16416750000
2007-02-09,16434450000
2007-02-12,16404950000
2007-02-13,16581950000
2007-02-14,16611450000
2007-02-15,16800250000
2007-02-16,16879900000
2007-02-20,16956600000
2007-02-21,16944800000
2007-02-22,16871050000
2007-02-23,16930050000
2007-02-26,16853350000
2007-02-27,16537700000
2007-02-28,16437400000
2007-03-01,16331200000
2007-03-02,16121750000
2007-03-05,15932950000
2007-03-06,16251550000
2007-03-07,16257450000
2007-03-08,16484600000
2007-03-09,16540650000
2007-03-12,16620300000
2007-03-13,16053900000
2007-03-14,16168950000
2007-03-15,16227950000
2007-03-16,16292850000
2007-03-19,16697000000
2007-03-20,16711750000
2007-03-21,16950700000
2007-03-22,16871050000
2007-03-23,17056900000
2007-03-26,17086400000
2007-03-27,17257500000
2007-03-28,17351900000
2007-03-29,17148350000
2007-03-30,17269300000
2007-04-02,17523000000
2007-04-03,17540820000
2007-04-04,17365590000
2007-04-05,17499240000
2007-04-09,17392320000
2007-04-10,17368560000
2007-04-11,17442810000
2007-04-12,17525970000
2007-04-13,17692290000
2007-04-16,17793270000
2007-04-17,17710110000
2007-04-18,17825940000
2007-04-19,17831880000
2007-04-20,17885340000
2007-04-23,17962560000
2007-04-24,18048690000
2007-04-25,18007110000
2007-04-26,17517060000
2007-04-27,17297280000
2007-04-30,17472510000
2007-05-01,17558640000
2007-05-02,17644770000
2007-05-03,17644770000
2007-05-04,17820000000
2007-05-07,17751690000
2007-05-08,17998200000
2007-05-09,17754660000
2007-05-10,17525970000
2007-05-11,17724960000
2007-05-14,18018990000
2007-05-15,17971470000
2007-05-16,18119970000
2007-05-17,18250650000
2007-05-18,18390240000
2007-05-21,18544680000
2007-05-22,18476370000
2007-05-23,18669420000
2007-05-24,18571410000
2007-05-25,18520920000
2007-05-29,18577350000
2007-05-30,18675360000
2007-05-31,18749610000
2007-06-01,18921870000
2007-06-04,18895140000
2007-06-05,18479340000
2007-06-06,18431820000
2007-06-07,18143730000
2007-06-08,18378360000
2007-06-11,18271440000
2007-06-12,18161550000
2007-06-13,18215010000
2007-06-14,18128880000
2007-06-15,18045720000
2007-06-18,17781390000
2007-06-19,17897220000
2007-06-20,17380440000
2007-06-21,17520030000
2007-06-22,17255700000
2007-06-25,17371530000
2007-06-26,17528940000
2007-06-27,17861580000
2007-06-28,17947710000
2007-06-29,17713080000
2007-07-02,17462800000
2007-07-03,17580000000
2007-07-05,17600510000
2007-07-06,17468660000
2007-07-09,17272350000
2007-07-10,16999860000
2007-07-11,17345600000
2007-07-12,17726500000
2007-07-13,17726500000
2007-07-16,17638600000
2007-07-17,17793890000
2007-07-18,17336810000
2007-07-19,17366110000
2007-07-20,17099480000
2007-07-23,17278210000
2007-07-24,17146360000
2007-07-25,17231330000
2007-07-26,16938330000
2007-07-27,16393350000
2007-07-30,16783040000
2007-07-31,16923680000
2007-08-01,17175660000
2007-08-02,17336810000
2007-08-03,17158080000
2007-08-06,18066380000
2007-08-07,17574140000
2007-08-08,17559490000
2007-08-09,16408000000
2007-08-10,16422650000
2007-08-13,16727370000
2007-08-14,16434370000
2007-08-15,16569150000
2007-08-16,16677560000
2007-08-17,17108270000
2007-08-20,16826990000
2007-08-21,17128780000
2007-08-22,17240120000
2007-08-23,17137570000
2007-08-24,17357320000
2007-08-27,17287000000
2007-08-28,17099480000
2007-08-29,17067250000
2007-08-30,16923680000
2007-08-31,16762530000
2007-09-04,16783040000
2007-09-05,16610170000
2007-09-06,16156020000
2007-09-07,16079840000
2007-09-10,16071050000
2007-09-11,16314240000
2007-09-12,16120860000
2007-09-13,16343540000
2007-09-14,15877670000
2007-09-17,15728240000
2007-09-18,16416790000
2007-09-19,16557430000
2007-09-20,16533990000
2007-09-21,16343540000
2007-09-24,16475390000
2007-09-25,16542780000
2007-09-26,16885590000
2007-09-27,16900240000
2007-09-28,17225470000
2007-10-01,16828700000
2007-10-02,16927300000
2007-10-03,16988200000
2007-10-04,17197000000
2007-10-05,17313000000
2007-10-08,17173800000
2007-10-09,17359400000
2007-10-10,17559500000
2007-10-11,17342000000
2007-10-12,17139000000
2007-10-15,17060700000
2007-10-16,16802600000
2007-10-17,16947600000
2007-10-18,16907000000
2007-10-19,16640200000
2007-10-22,16544500000
2007-10-23,16762000000
2007-10-24,16448800000
2007-10-25,16689500000
2007-10-26,16953400000
2007-10-29,16817100000
2007-10-30,16979500000
2007-10-31,19169000000
2007-11-01,18638300000
2007-11-02,18676000000
2007-11-05,18797799999
2007-11-06,18823900000
2007-11-07,18388900000
2007-11-08,18705000000
2007-11-09,18510700000
2007-11-12,18490400000
2007-11-13,18713700000
2007-11-14,18484600000
2007-11-15,18789100000
2007-11-16,19380700000
2007-11-19,19186400000
2007-11-20,19293700000
2007-11-21,19171900000
2007-11-23,19430000000
2007-11-26,19386500000
2007-11-27,19331400000
2007-11-28,19447400000
2007-11-29,19290800000
2007-11-30,19351700000
2007-12-03,19018200000
2007-12-04,19009500000
2007-12-05,19247300000
2007-12-06,18997900000
2007-12-07,19247300000
2007-12-10,19108100000
2007-12-11,18583200000
2007-12-12,18800700000
2007-12-13,18557100000
2007-12-14,18330900000
2007-12-17,18499100000
2007-12-18,18719500000
2007-12-19,18789100000
2007-12-20,18908000000
2007-12-21,19122600000
2007-12-24,19345900000
2007-12-26,19343000000
2007-12-27,19354600000
2007-12-28,19122600000
2007-12-31,18146270000
2008-01-02,17703070000
2008-01-03,17711380000
2008-01-04,17520250000
2008-01-07,17894200000
2008-01-08,18304160000
2008-01-09,18761210000
2008-01-10,18661490000
2008-01-11,18780600000
2008-01-14,18586700000
2008-01-15,18176740000
2008-01-16,18813840000
2008-01-17,18456510000
2008-01-18,17949600000
2008-01-22,17464850000
2008-01-23,17547950000
2008-01-24,17287570000
2008-01-25,16730800000
2008-01-28,16658780000
2008-01-29,17243250000
2008-01-30,17523020000
2008-01-31,17406680000
2008-02-01,17010570000
2008-02-04,17124140000
2008-02-05,16570140000
2008-02-06,15966280000
2008-02-07,15982900000
2008-02-08,15977360000
2008-02-11,15985670000
2008-02-12,16041070000
2008-02-13,16013370000
2008-02-14,16132480000
2008-02-15,16221120000
2008-02-19,16365160000
2008-02-20,16481500000
2008-02-21,16348540000
2008-02-22,16589530000
2008-02-25,16935780000
2008-02-26,16827750000
2008-02-27,16822210000
2008-02-28,16611690000
2008-02-29,16276520000
2008-03-03,16287600000
2008-03-04,16063230000
2008-03-05,16320840000
2008-03-06,16066000000
2008-03-07,15899800000
2008-03-10,15434440000
2008-03-11,15318100000
2008-03-12,15276550000
2008-03-13,14669920000
2008-03-14,14650530000
2008-03-17,14417850000
2008-03-18,15027250000
2008-03-19,15079880000
2008-03-20,15301480000
2008-03-24,14877670000
2008-03-25,14359680000
2008-03-26,14556350000
2008-03-27,14487100000
2008-03-28,14309820000
2008-03-31,14506490000
2008-04-01,14921990000
2008-04-02,14736400000
2008-04-03,14628370000
2008-04-04,15041100000
2008-04-07,14683770000
2008-04-08,14686540000
2008-04-09,14933070000
2008-04-10,14603440000
2008-04-11,14509260000
2008-04-14,14392920000
2008-04-15,14415080000
2008-04-16,14595130000
2008-04-17,14661610000
2008-04-18,15104810000
2008-04-21,14985700000
2008-04-22,14592360000
2008-04-23,14789030000
2008-04-24,15135280000
2008-04-25,15096500000
2008-04-28,14861050000
2008-04-29,14694850000
2008-04-30,14437240000
2008-05-01,14913680000
2008-05-02,15041100000
2008-05-05,14982930000
2008-05-06,16135250000
2008-05-07,15888720000
2008-05-08,15885950000
2008-05-09,15891490000
2008-05-12,16021680000
2008-05-13,16107550000
2008-05-14,16229430000
2008-05-15,16282060000
2008-05-16,16223890000
2008-05-19,16174030000
2008-05-20,16035530000
2008-05-21,15789000000
2008-05-22,16060460000
2008-05-23,15849940000
2008-05-27,15957970000
2008-05-28,15927500000
2008-05-29,15944120000
2008-05-30,15969050000
2008-06-02,15888720000
2008-06-03,15935810000
2008-06-04,16013370000
2008-06-05,16085390000
2008-06-06,15794540000
2008-06-09,15730830000
2008-06-10,15622800000
2008-06-11,15237770000
2008-06-12,15387350000
2008-06-13,15514770000
2008-06-16,15761300000
2008-06-17,15608950000
2008-06-18,15307020000
2008-06-19,15525850000
2008-06-20,15813930000
2008-06-23,15841630000
2008-06-24,15423360000
2008-06-25,15744680000
2008-06-26,15354110000
2008-06-27,15708670000
2008-06-30,15375250000
2008-07-01,15083750000
2008-07-02,15100250000
2008-07-03,15012250000
2008-07-07,14916000000
2008-07-08,15496250000
2008-07-09,15243250000
2008-07-10,15301000000
2008-07-11,15004000000
2008-07-14,15012250000
2008-07-15,14797750000
2008-07-16,14737250000
2008-07-17,14844500000
2008-07-18,14742750000
2008-07-21,15004000000
2008-07-22,15378000000
2008-07-23,16183750000
2008-07-24,15400000000
2008-07-25,15488000000
2008-07-28,15122250000
2008-07-29,15254250000
2008-07-30,15334000000
2008-07-31,15397250000
2008-08-01,15397250000
2008-08-04,15548500000
2008-08-05,15801500000
2008-08-06,15400000000
2008-08-07,15111250000
2008-08-08,15680500000
2008-08-11,15466000000
2008-08-12,15386250000
2008-08-13,15474250000
2008-08-14,15510000000
2008-08-15,15760250000
2008-08-18,15526500000
2008-08-19,15548500000
2008-08-20,15631000000
2008-08-21,15768500000
2008-08-22,16071000000
2008-08-25,15900500000
2008-08-26,15941750000
2008-08-27,15955500000
2008-08-28,16172750000
2008-08-29,15889500000
2008-09-02,16137000000
2008-09-03,16131500000
2008-09-04,15774000000
2008-09-05,15653000000
2008-09-08,16029750000
2008-09-09,15911500000
2008-09-10,15922500000
2008-09-11,15930750000
2008-09-12,15809750000
2008-09-15,15573250000
2008-09-16,15672250000
2008-09-17,14943500000
2008-09-18,15199250000
2008-09-19,15683250000
2008-09-22,15061750000
2008-09-23,14924250000
2008-09-24,14855500000
2008-09-25,15072750000
2008-09-26,15210250000
2008-09-29,14388000000
2008-09-30,14743940000
2008-10-01,14398700000
2008-10-02,13965780000
2008-10-03,13387640000
2008-10-06,12190260000
2008-10-07,11976540000
2008-10-08,12001200000
2008-10-09,11154540000
2008-10-10,10696960000
2008-10-13,12412200000
2008-10-14,12365620000
2008-10-15,11782000000
2008-10-16,11992980000
2008-10-17,12283420000
2008-10-20,12584820000
2008-10-21,12351920000
2008-10-22,11565540000
2008-10-23,11365520000
2008-10-24,10749020000
2008-10-27,10105120000
2008-10-28,10932600000
2008-10-29,9757140000
2008-10-30,9981820000
2008-10-31,10080460000
2008-11-03,10003740000
2008-11-04,10412000000
2008-11-05,10280480000
2008-11-06,10431180000
2008-11-07,10480500000
2008-11-10,10176360000
2008-11-11,9946200000
2008-11-12,9329700000
2008-11-13,9927020000
2008-11-14,9661240000
2008-11-17,9326960000
2008-11-18,9255720000
2008-11-19,8765260000
2008-11-20,7836400000
2008-11-21,8332340000
2008-11-24,8622780000
2008-11-25,9036520000
2008-11-26,9398200000
2008-11-28,9573560000
2008-12-01,8776220000
2008-12-02,9036520000
2008-12-03,9096800000
2008-12-04,9044740000
2008-12-05,9203660000
2008-12-08,9379020000
2008-12-09,9302300000
2008-12-10,9195440000
2008-12-11,9779060000
2008-12-12,10009220000
2008-12-15,9935240000
2008-12-16,10557220000
2008-12-17,10362680000
2008-12-18,10387340000
2008-12-19,10381860000
2008-12-22,10135260000
2008-12-23,10173620000
2008-12-24,10184580000
2008-12-26,10239380000
2008-12-29,10154440000
2008-12-30,10554480000
2008-12-31,10457100000
2009-01-02,10535400000
2009-01-05,10775700000
2009-01-06,10673100000
2009-01-07,11002500000
2009-01-08,11024100000
2009-01-09,10856700000
2009-01-12,10724400000
2009-01-13,11356200000
2009-01-14,11091600000
2009-01-15,11113200000
2009-01-16,11126700000
2009-01-20,10845900000
2009-01-21,10894500000
2009-01-22,10767600000
2009-01-23,10702800000
2009-01-26,10908000000
2009-01-27,12209400000
2009-01-28,12201300000
2009-01-29,12106800000
2009-01-30,11934000000
2009-02-02,12152700000
2009-02-03,12131100000
2009-02-04,12274200000
2009-02-05,12177000000
2009-02-06,12333600000
2009-02-09,12166200000
2009-02-10,12085200000
2009-02-11,12290400000
2009-02-12,12366000000
2009-02-13,12252600000
2009-02-17,12015000000
2009-02-18,12039300000
2009-02-19,12120300000
2009-02-20,12150000000
2009-02-23,11772000000
2009-02-24,12128400000
2009-02-25,11799000000
2009-02-26,11107800000
2009-02-27,11075400000
2009-03-02,10721700000
2009-03-03,10692000000
2009-03-04,10975500000
2009-03-05,10656900000
2009-03-06,10632600000
2009-03-09,10497600000
2009-03-10,11318400000
2009-03-11,9387900000
2009-03-12,9490500000
2009-03-13,9693000000
2009-03-16,9512100000
2009-03-17,9628200000
2009-03-18,9711900000
2009-03-19,9701100000
2009-03-20,9458100000
2009-03-23,9784800000
2009-03-24,9792900000
2009-03-25,9933300000
2009-03-26,9892800000
2009-03-27,9849600000
2009-03-30,9752400000
