,MCK
2009-03-31,9460800000
2009-04-01,9371700000
2009-04-02,9560700000
2009-04-03,9150300000
2009-04-06,9190800000
2009-04-07,9144900000
2009-04-08,9220500000
2009-04-09,9522900000
2009-04-13,9506700000
2009-04-14,9625500000
2009-04-15,9639000000
2009-04-16,9795600000
2009-04-17,9798300000
2009-04-20,9647100000
2009-04-21,9582300000
2009-04-22,9625500000
2009-04-23,9517500000
2009-04-24,9679500000
2009-04-27,9963000000
2009-04-28,9844200000
2009-04-29,10203300000
2009-04-30,9990000000
2009-05-01,10241100000
2009-05-04,10559700000
2009-05-05,10308600000
2009-05-06,10195200000
2009-05-07,10686600000
2009-05-08,11151000000
2009-05-11,10948500000
2009-05-12,10980900000
2009-05-13,10783800000
2009-05-14,10656900000
2009-05-15,10384200000
2009-05-18,10611000000
2009-05-19,10513800000
2009-05-20,11018700000
2009-05-21,10883700000
2009-05-22,11040300000
2009-05-26,10924200000
2009-05-27,10878300000
2009-05-28,10932300000
2009-05-29,11110500000
2009-06-01,11302200000
2009-06-02,11156400000
2009-06-03,10881000000
2009-06-04,10967400000
2009-06-05,11237400000
2009-06-08,11180700000
2009-06-09,11178000000
2009-06-10,11429100000
2009-06-11,11623500000
2009-06-12,11604600000
2009-06-15,11207700000
2009-06-16,11288700000
2009-06-17,11639700000
2009-06-18,11880000000
2009-06-19,12044700000
2009-06-22,11742300000
2009-06-23,11712600000
2009-06-24,11823300000
2009-06-25,12087900000
2009-06-26,12060900000
2009-06-29,12006900000
2009-06-30,11748000000
2009-07-01,11756010000
2009-07-02,11513040000
2009-07-06,11619840000
2009-07-07,11862810000
2009-07-08,11670570000
2009-07-09,11654550000
2009-07-10,11542410000
2009-07-13,11721300000
2009-07-14,11721300000
2009-07-15,11846790000
2009-07-16,11990970000
2009-07-17,12188550000
2009-07-20,12180540000
2009-07-21,12263310000
2009-07-22,12193890000
2009-07-23,12356760000
2009-07-24,12471570000
2009-07-27,12500940000
2009-07-28,12503610000
2009-07-29,13619670000
2009-07-30,13638360000
2009-07-31,13657050000
2009-08-03,14116290000
2009-08-04,14511450000
2009-08-05,14231100000
2009-08-06,14033520000
2009-08-07,14180370000
2009-08-10,14506110000
2009-08-11,14396640000
2009-08-12,14498100000
2009-08-13,14837190000
2009-08-14,14685000000
2009-08-17,14570190000
2009-08-18,14543490000
2009-08-19,14676990000
2009-08-20,14805150000
2009-08-21,15016080000
2009-08-24,15050790000
2009-08-25,15112200000
2009-08-26,15088170000
2009-08-27,15216330000
2009-08-28,15010740000
2009-08-31,15181620000
2009-09-01,14882580000
2009-09-02,14877240000
2009-09-03,14815830000
2009-09-04,14986710000
2009-09-08,14954670000
2009-09-09,15285750000
2009-09-10,15253710000
2009-09-11,15368520000
2009-09-14,15547410000
2009-09-15,15403230000
2009-09-16,15395220000
2009-09-17,15526050000
2009-09-18,15608820000
2009-09-21,15841110000
2009-09-22,15595470000
2009-09-23,15518040000
2009-09-24,15504690000
2009-09-25,15429930000
2009-09-28,15833100000
2009-09-29,15694260000
2009-09-30,16018950000
2009-10-01,15701530000
2009-10-02,15521300000
2009-10-05,15480950000
2009-10-06,15612760000
2009-10-07,15951700000
2009-10-08,16016260000
2009-10-09,16271810000
2009-10-12,16441280000
2009-10-13,16274500000
2009-10-14,16562330000
2009-10-15,16487010000
2009-10-16,16427830000
2009-10-19,16478940000
2009-10-20,16653790000
2009-10-21,16374030000
2009-10-22,16347130000
2009-10-23,16223390000
2009-10-26,16252980000
2009-10-27,16037780000
2009-10-28,15731120000
2009-10-29,15844100000
2009-10-30,15798370000
2009-11-02,16016260000
2009-11-03,16207250000
2009-11-04,16339060000
2009-11-05,16669930000
2009-11-06,16834020000
2009-11-09,17194480000
2009-11-10,17288630000
2009-11-11,17162200000
2009-11-12,17178340000
2009-11-13,17280560000
2009-11-16,17296700000
2009-11-17,17146060000
2009-11-18,17132610000
2009-11-19,16960450000
2009-11-20,16979280000
2009-11-23,16955070000
2009-11-24,17094950000
2009-11-25,17100330000
2009-11-27,16879750000
2009-11-30,16683380000
2009-12-01,16807120000
2009-12-02,16672620000
2009-12-03,16406310000
2009-12-04,16392860000
2009-12-07,16382100000
2009-12-08,16484320000
2009-12-09,16374030000
2009-12-10,16782910000
2009-12-11,16742560000
2009-12-14,16944310000
2009-12-15,17146060000
2009-12-16,17111090000
2009-12-17,17127230000
2009-12-18,17030390000
2009-12-21,17108400000
2009-12-22,16938930000
2009-12-23,16895890000
2009-12-24,16898580000
2009-12-28,17068050000
2009-12-29,17197170000
2009-12-30,17062670000
2009-12-31,16625000000
2010-01-04,16853760000
2010-01-05,16914940000
2010-01-06,16226000000
2010-01-07,16260580000
2010-01-08,16164820000
2010-01-11,16348360000
2010-01-12,16577120000
2010-01-13,16627660000
2010-01-14,16489340000
2010-01-15,16470720000
2010-01-19,16800560000
2010-01-20,16598400000
2010-01-21,16313780000
2010-01-22,16111620000
2010-01-25,16343040000
2010-01-26,16585100000
2010-01-27,15832320000
2010-01-28,16042460000
2010-01-29,15646120000
2010-02-01,15834980000
2010-02-02,16082360000
2010-02-03,16013200000
2010-02-04,15587600000
2010-02-05,15502480000
2010-02-08,15510460000
2010-02-09,15627500000
2010-02-10,15590260000
2010-02-11,15691340000
2010-02-12,15691340000
2010-02-16,15928080000
2010-02-17,16031820000
2010-02-18,16148860000
2010-02-19,16159500000
2010-02-22,15941380000
2010-02-23,15568980000
2010-02-24,15765820000
2010-02-25,15731240000
2010-02-26,15733900000
2010-03-01,16066400000
2010-03-02,16412200000
2010-03-03,16162160000
2010-03-04,16303140000
2010-03-05,16513280000
2010-03-08,16223340000
2010-03-09,16074380000
2010-03-10,16116940000
2010-03-11,16082360000
2010-03-12,16247280000
2010-03-15,16159500000
2010-03-16,16303140000
2010-03-17,16747360000
2010-03-18,16840460000
2010-03-19,17042619999
2010-03-22,17191580000
2010-03-23,17271380000
2010-03-24,17026660000
2010-03-25,17069220000
2010-03-26,16922920000
2010-03-29,17340540000
2010-03-30,17747520000
2010-03-31,17481520000
2010-04-01,17651760000
2010-04-05,17718260000
2010-04-06,17720920000
2010-04-07,17601220000
2010-04-08,17715600000
2010-04-09,17704960000
2010-04-12,17415020000
2010-04-13,17353840000
2010-04-14,17255420000
2010-04-15,17231480000
2010-04-16,17074540000
2010-04-19,17138380000
2010-04-20,17550680000
2010-04-21,17425660000
2010-04-22,17758160000
2010-04-23,18095980000
2010-04-26,17851260000
2010-04-27,17558660000
2010-04-28,17622500000
2010-04-29,17683680000
2010-04-30,17239460000
2010-05-03,17255420000
2010-05-04,17965640000
2010-05-05,17907120000
2010-05-06,17569300000
2010-05-07,16952180000
2010-05-10,17686340000
2010-05-11,17582600000
2010-05-12,18369960000
2010-05-13,18351340000
2010-05-14,18013520000
2010-05-17,18247600000
2010-05-18,18444440000
2010-05-19,18582760000
2010-05-20,17992240000
2010-05-21,18175780000
2010-05-24,18127900000
2010-05-25,18037460000
2010-05-26,18056080000
2010-05-27,18638620000
2010-05-28,18620000000
2010-06-01,18303460000
2010-06-02,18686500000
2010-06-03,18960480000
2010-06-04,18236960000
2010-06-07,18340700000
2010-06-08,18149180000
2010-06-09,18236960000
2010-06-10,18540200000
2010-06-11,18532220000
2010-06-14,18569460000
2010-06-15,18747680000
2010-06-16,18795560000
2010-06-17,18912600000
2010-06-18,18643940000
2010-06-21,18574780000
2010-06-22,18207700000
2010-06-23,18202380000
2010-06-24,18010860000
2010-06-25,18130560000
2010-06-28,18226320000
2010-06-29,17941700000
2010-06-30,17327280000
2010-07-01,17288580000
2010-07-02,17327280000
2010-07-06,17453700000
2010-07-07,17564640000
2010-07-08,17541420000
2010-07-09,17396940000
2010-07-12,17304060000
2010-07-13,17340180000
2010-07-14,17711700000
2010-07-15,17905200000
2010-07-16,17544000000
2010-07-19,17306640000
2010-07-20,17394360000
2010-07-21,17144100000
2010-07-22,16653900000
2010-07-23,16932539999
2010-07-26,17051220000
2010-07-27,16813860000
2010-07-28,16517159999
2010-07-29,16481040000
2010-07-30,16207560000
2010-08-02,16383000000
2010-08-03,16021800000
2010-08-04,16246260000
2010-08-05,16212720000
2010-08-06,16204980000
2010-08-09,16075980000
2010-08-10,15895380000
2010-08-11,15634800000
2010-08-12,15725100000
2010-08-13,15647700000
2010-08-16,15699300000
2010-08-17,15892800000
2010-08-18,16065660000
2010-08-19,15854100000
2010-08-20,15910860000
2010-08-23,15817980000
2010-08-24,15562560000
2010-08-25,15598680000
2010-08-26,15420660000
2010-08-27,15572880000
2010-08-30,15234900000
2010-08-31,14976900000
2010-09-01,15167820000
2010-09-02,15351000000
2010-09-03,15467100000
2010-09-07,15219420000
2010-09-08,15093000000
2010-09-09,15389700000
2010-09-10,15312300000
2010-09-13,15144600000
2010-09-14,15412920000
2010-09-15,16248840000
2010-09-16,16104360000
2010-09-17,16086300000
2010-09-20,16251420000
2010-09-21,16235940000
2010-09-22,16037280000
2010-09-23,15678660000
2010-09-24,15972780000
2010-09-27,15854100000
2010-09-28,16117260000
2010-09-29,15985680000
2010-09-30,15692120000
2010-10-01,15417800000
2010-10-04,15209520000
2010-10-05,15549880000
2010-10-06,15321280000
2010-10-07,15372080000
2010-10-08,15438120000
2010-10-11,15471140000
2010-10-12,15560040000
2010-10-13,15857220000
2010-10-14,15745460000
2010-10-15,15844520000
2010-10-18,15902940000
2010-10-19,15544800000
2010-10-20,15514320000
2010-10-21,15572740000
2010-10-22,15514320000
2010-10-25,15666720000
2010-10-26,15725140000
2010-10-27,16611600000
2010-10-28,16517620000
2010-10-29,16758920000
2010-11-01,17241520000
2010-11-02,17005300000
2010-11-03,17117060000
2010-11-04,17030700000
2010-11-05,16840200000
2010-11-08,16667480000
2010-11-09,16507459999
2010-11-10,16555720000
2010-11-11,16692880000
2010-11-12,16532860000
2010-11-15,16405860000
2010-11-16,16286480000
2010-11-17,16433800000
2010-11-18,16609060000
2010-11-19,16764000000
2010-11-22,16540480000
2010-11-23,16304260000
2010-11-24,16459200000
2010-11-26,16385540000
2010-11-29,16322040000
2010-11-30,16230600000
2010-12-01,16680180000
2010-12-02,16974820000
2010-12-03,17020540000
2010-12-06,16906240000
2010-12-07,16979899999
2010-12-08,16880839999
2010-12-09,17106899999
2010-12-10,17294860000
2010-12-13,17106899999
2010-12-14,17404080000
2010-12-15,17345660000
2010-12-16,17432020000
2010-12-17,17477740000
2010-12-20,17630140000
2010-12-21,17767300000
2010-12-22,18026380000
2010-12-23,17998440000
2010-12-27,17985740000
2010-12-28,17940020000
2010-12-29,17932400000
2010-12-30,17919700000
2010-12-31,17524620000
2011-01-03,17731290000
2011-01-04,17883180000
2011-01-05,18010170000
2011-01-06,18640140000
2011-01-07,18426000000
2011-01-10,18326400000
2011-01-11,18543030000
2011-01-12,18423510000
2011-01-13,18525600000
2011-01-14,18468330000
2011-01-18,18662550000
2011-01-19,18485760000
2011-01-20,18366240000
2011-01-21,18229290000
2011-01-24,18488250000
2011-01-25,18567930000
2011-01-26,18762150000
2011-01-27,18722310000
2011-01-28,18463350000
2011-01-31,18717330000
2011-02-01,19322400000
2011-02-02,19143120000
2011-02-03,19133160000
2011-02-04,19357260000
2011-02-07,19217820000
2011-02-08,19506660000
2011-02-09,19558950000
2011-02-10,19536540000
2011-02-11,19613730000
2011-02-14,19775580000
2011-02-15,19688430000
2011-02-16,19837830000
2011-02-17,20024580000
2011-02-18,20079360000
2011-02-22,19548990000
2011-02-23,19546500000
2011-02-24,19474290000
2011-02-25,19723290000
2011-02-28,19740720000
2011-03-01,19743210000
2011-03-02,19414530000
2011-03-03,19924980000
2011-03-04,20039520000
2011-03-07,19561440000
2011-03-08,19501680000
2011-03-09,19845300000
2011-03-10,19516620000
2011-03-11,19374690000
2011-03-14,19237740000
2011-03-15,19145610000
2011-03-16,18831870000
2011-03-17,19135650000
2011-03-18,19402080000
2011-03-21,19646100000
2011-03-22,19623690000
2011-03-23,19531560000
2011-03-24,19852770000
2011-03-25,19817910000
2011-03-28,19847790000
2011-03-29,19907550000
2011-03-30,19949880000
2011-03-31,19683450000
2011-04-01,19862730000
2011-04-04,19748190000
2011-04-05,19708350000
2011-04-06,19576380000
2011-04-07,19566420000
2011-04-08,19546500000
2011-04-11,19526580000
2011-04-12,19322400000
2011-04-13,19446900000
2011-04-14,19613730000
2011-04-15,20071890000
2011-04-18,19895100000
2011-04-19,20146590000
2011-04-20,20405550000
2011-04-21,20537520000
2011-04-25,20686920000
2011-04-26,20779050000
2011-04-27,20968290000
2011-04-28,20667000000
2011-04-29,20669490000
2011-05-02,20691900000
2011-05-03,20699370000
2011-05-04,20647080000
2011-05-05,20627160000
2011-05-06,20602260000
2011-05-09,21100260000
2011-05-10,21284520000
2011-05-11,21140100000
2011-05-12,21169980000
2011-05-13,20975760000
2011-05-16,21187410000
2011-05-17,21110220000
2011-05-18,21633120000
2011-05-19,21573360000
2011-05-20,21182430000
2011-05-23,20958330000
2011-05-24,20793990000
2011-05-25,20965800000
2011-05-26,21132630000
2011-05-27,21174960000
2011-05-31,21316890000
2011-06-01,21209820000
2011-06-02,21105240000
2011-06-03,20985720000
2011-06-06,21035520000
2011-06-07,21003150000
2011-06-08,20973270000
2011-06-09,21147570000
2011-06-10,20729250000
2011-06-13,20786520000
2011-06-14,21040500000
2011-06-15,20749170000
2011-06-16,20540010000
2011-06-17,20520090000
2011-06-20,20671980000
2011-06-21,20868690000
2011-06-22,20694390000
2011-06-23,20427960000
2011-06-24,20305950000
2011-06-27,20413020000
2011-06-28,20761620000
2011-06-29,20642100000
2011-06-30,20577900000
2011-07-01,20683680000
2011-07-05,20664000000
2011-07-06,20742720000
2011-07-07,20878020000
2011-07-08,20796840000
2011-07-11,20516400000
2011-07-12,20427840000
2011-07-13,20459820000
2011-07-14,20403240000
2011-07-15,20290080000
2011-07-18,20120340000
2011-07-19,20159700000
2011-07-20,20238420000
2011-07-21,20199060000
2011-07-22,20248260000
2011-07-25,19992420000
2011-07-26,19965360000
2011-07-27,19815300000
2011-07-28,19581600000
2011-07-29,19955520000
2011-08-01,19675080000
2011-08-02,19158480000
2011-08-03,19227360000
2011-08-04,18430320000
2011-08-05,18526260000
2011-08-08,17443860000
2011-08-09,18750120000
2011-08-10,18076080000
2011-08-11,19483200000
2011-08-12,19438920000
2011-08-15,19414320000
2011-08-16,19217520000
2011-08-17,19003500000
2011-08-18,18295020000
2011-08-19,18167100000
2011-08-22,18068700000
2011-08-23,18600060000
2011-08-24,18673860000
2011-08-25,18361440000
2011-08-26,18826380000
2011-08-29,19219980000
2011-08-30,19293780000
2011-08-31,19662780000
2011-09-01,19480740000
2011-09-02,19065000000
2011-09-06,18855900000
2011-09-07,19365120000
2011-09-08,19111740000
2011-09-09,18223680000
2011-09-12,18248280000
2011-09-13,18272880000
2011-09-14,18654180000
2011-09-15,18558240000
2011-09-16,18850980000
2011-09-19,18796860000
2011-09-20,19035480000
2011-09-21,18420480000
2011-09-22,18095760000
2011-09-23,18046560000
2011-09-26,18277800000
2011-09-27,18767340000
2011-09-28,18386040000
2011-09-29,18395880000
2011-09-30,17884200000
2011-10-03,17330700000
2011-10-04,17060099999
2011-10-05,17283960000
2011-10-06,17239680000
2011-10-07,17313480000
2011-10-10,17997360000
2011-10-11,17955540000
2011-10-12,18127740000
2011-10-13,18172020000
2011-10-14,18068700000
2011-10-17,17970300000
2011-10-18,18058860000
2011-10-19,18004740000
2011-10-20,17921100000
2011-10-21,18664020000
2011-10-24,18927240000
2011-10-25,18727980000
2011-10-26,20110500000
2011-10-27,20907540000
2011-10-28,20764860000
2011-10-31,20061300000
2011-11-01,19507800000
2011-11-02,20103120000
2011-11-03,20088360000
2011-11-04,19832520000
2011-11-07,20184300000
2011-11-08,20157240000
2011-11-09,19527480000
2011-11-10,20108040000
2011-11-11,20361420000
2011-11-14,20297460000
2011-11-15,20371260000
2011-11-16,19926000000
2011-11-17,19785780000
2011-11-18,19682460000
2011-11-21,19330680000
2011-11-22,19222440000
2011-11-23,19010880000
2011-11-25,18779640000
2011-11-28,19247040000
2011-11-29,19357740000
2011-11-30,20002260000
2011-12-01,20098200000
2011-12-02,19800540000
2011-12-05,19886640000
2011-12-06,19842360000
2011-12-07,19871880000
2011-12-08,19342980000
2011-12-09,19616040000
2011-12-12,19574220000
2011-12-13,19426620000
2011-12-14,18860820000
2011-12-15,18919860000
2011-12-16,19114200000
2011-12-19,18846060000
2011-12-20,19311000000
2011-12-21,19148640000
2011-12-22,19274100000
2011-12-23,19367580000
2011-12-27,19446300000
2011-12-28,19001040000
2011-12-29,19256880000
2011-12-30,19165860000
2012-01-03,18771440000
2012-01-04,18662880000
2012-01-05,18365520000
2012-01-06,18566120000
2012-01-09,18821000000
2012-01-10,18804480000
2012-01-11,18589720000
2012-01-12,18443400000
2012-01-13,18228640000
2012-01-17,18278200000
2012-01-18,17928920000
2012-01-19,17910040000
2012-01-20,18056360000
2012-01-23,18063440000
2012-01-24,18065800000
2012-01-25,18372600000
2012-01-26,18540160000
2012-01-27,18717160000
2012-01-30,18570840000
2012-01-31,19285920000
2012-02-01,19540800000
2012-02-02,19429880000
2012-02-03,19068800000
2012-02-06,19422800000
2012-02-07,19514840000
2012-02-08,19550240000
2012-02-09,19396840000
2012-02-10,19196240000
2012-02-13,19271760000
2012-02-14,19318960000
2012-02-15,19186800000
2012-02-16,19118360000
2012-02-17,19486520000
2012-02-21,19193880000
2012-02-22,19104200000
2012-02-23,19139600000
2012-02-24,19352000000
2012-02-27,19377960000
2012-02-28,19465280000
2012-02-29,19708360000
2012-03-01,19805120000
2012-03-02,19392120000
2012-03-05,19411000000
2012-03-06,19418080000
2012-03-07,19590360000
2012-03-08,20192160000
2012-03-09,20390400000
2012-03-12,20423440000
2012-03-13,20465920000
2012-03-14,20605160000
2012-03-15,20642920000
2012-03-16,20664160000
2012-03-19,20579200000
2012-03-20,20557960000
2012-03-21,20475360000
2012-03-22,20338480000
2012-03-23,20385680000
2012-03-26,20673600000
2012-03-27,20841160000
2012-03-28,20810480000
2012-03-29,20907240000
2012-03-30,20713720000
2012-04-02,20926120000
2012-04-03,20895440000
2012-04-04,20742040000
2012-04-05,20727880000
2012-04-09,20612240000
2012-04-10,20475360000
2012-04-11,20744400000
2012-04-12,21556240000
2012-04-13,21353280000
2012-04-16,21185720000
2012-04-17,21560960000
2012-04-18,21527920000
2012-04-19,21374520000
2012-04-20,21476000000
2012-04-23,21393400000
2012-04-24,21471280000
2012-04-25,21565680000
2012-04-26,21539720000
2012-04-27,21487800000
2012-04-30,21572760000
2012-05-01,21343840000
2012-05-02,21280120000
2012-05-03,21379240000
2012-05-04,21140880000
2012-05-07,21143240000
2012-05-08,21185720000
2012-05-09,21112560000
2012-05-10,21171560000
2012-05-11,21275400000
2012-05-14,21107840000
2012-05-15,20975680000
2012-05-16,20992200000
2012-05-17,20765640000
2012-05-18,20638200000
2012-05-21,20600440000
2012-05-22,20588640000
2012-05-23,20447040000
2012-05-24,20529640000
2012-05-25,20694840000
2012-05-29,20678320000
2012-05-30,20515480000
2012-05-31,20598080000
2012-06-01,20461200000
2012-06-04,20605160000
2012-06-05,20668880000
2012-06-06,20798680000
2012-06-07,20713720000
2012-06-08,20867120000
2012-06-11,20765640000
2012-06-12,20959160000
2012-06-13,20930840000
2012-06-14,21202240000
2012-06-15,21476000000
2012-06-18,21721440000
2012-06-19,21903160000
2012-06-20,21768640000
2012-06-21,21591640000
2012-06-22,21634120000
2012-06-25,21480720000
2012-06-26,21671880000
2012-06-27,21785160000
2012-06-28,22011720000
2012-06-29,22125000000
2012-07-02,22427080000
2012-07-03,22578120000
2012-07-05,22309080000
2012-07-06,22070720000
2012-07-09,22165120000
2012-07-10,22018800000
2012-07-11,22089600000
2012-07-12,22096680000
2012-07-13,22391680000
2012-07-16,22330320000
2012-07-17,22715000000
2012-07-18,22814120000
2012-07-19,22715000000
2012-07-20,22500240000
2012-07-23,22143880000
2012-07-24,21893720000
2012-07-25,21872480000
2012-07-26,21773360000
2012-07-27,21650640000
2012-07-30,21393400000
2012-07-31,21412280000
2012-08-01,21032320000
2012-08-02,20666520000
2012-08-03,20633480000
2012-08-06,20690120000
2012-08-07,20864760000
2012-08-08,20857680000
2012-08-09,20909600000
2012-08-10,21018160000
2012-08-13,21025240000
2012-08-14,20980400000
2012-08-15,20952080000
2012-08-16,20926120000
2012-08-17,20395120000
2012-08-20,20404560000
2012-08-21,20449400000
2012-08-22,20357360000
2012-08-23,20416360000
2012-08-24,20576840000
2012-08-27,20671240000
2012-08-28,20680680000
2012-08-29,20746760000
2012-08-30,20487160000
2012-08-31,20557960000
2012-09-04,20579200000
2012-09-05,20921400000
2012-09-06,21107840000
2012-09-07,20886000000
2012-09-10,20730240000
2012-09-11,20638200000
2012-09-12,20550880000
2012-09-13,20756200000
2012-09-14,20626400000
2012-09-17,20439960000
2012-09-18,20520200000
2012-09-19,20173280000
2012-09-20,20347920000
2012-09-21,20465920000
2012-09-24,20532000000
2012-09-25,20685400000
2012-09-26,20718440000
2012-09-27,20567400000
2012-09-28,20303080000
2012-10-01,20188850000
2012-10-02,20301650000
2012-10-03,20492000000
2012-10-04,21119450000
2012-10-05,21025450000
2012-10-08,20945550000
2012-10-09,21114750000
2012-10-10,20924400000
2012-10-11,20915000000
2012-10-12,20980800000
2012-10-15,21356800000
2012-10-16,21725750000
2012-10-17,21446100000
2012-10-18,21464900000
2012-10-19,21197000000
2012-10-22,21316850000
2012-10-23,21056000000
2012-10-24,21034850000
2012-10-25,21892600000
2012-10-26,21756300000
2012-10-31,21927850000
2012-11-01,22231000000
2012-11-02,21925500000
2012-11-05,21927850000
2012-11-06,21967800000
2012-11-07,22252150000
2012-11-08,21751600000
2012-11-09,21840900000
2012-11-12,21784500000
2012-11-13,21911400000
2012-11-14,21683450000
2012-11-15,21457850000
2012-11-16,21634100000
2012-11-19,21786850000
2012-11-20,21970150000
2012-11-21,21918450000
2012-11-23,22115850000
2012-11-26,21986600000
2012-11-27,21796250000
2012-11-28,21845600000
2012-11-29,22024200000
2012-11-30,22200450000
2012-12-03,22226300000
2012-12-04,22202800000
2012-12-05,22165200000
2012-12-06,22263900000
2012-12-07,22395500000
2012-12-10,22480100000
2012-12-11,22896050000
2012-12-12,22865500000
2012-12-13,22990050000
2012-12-14,23088750000
2012-12-17,23178050000
2012-12-18,23410700000
2012-12-19,23022950000
2012-12-20,23283800000
2012-12-21,23030000000
2012-12-24,22933650000
2012-12-26,22701000000
2012-12-27,22658700000
2012-12-28,22534150000
2012-12-31,22009920000
2013-01-02,22155200000
2013-01-03,22413980000
2013-01-04,22686380000
2013-01-07,22700000000
2013-01-08,22879330000
2013-01-09,22949700000
2013-01-10,23076820000
2013-01-11,22945160000
2013-01-14,23026880000
2013-01-15,23237990000
2013-01-16,23183510000
2013-01-17,23367380000
2013-01-18,23603460000
2013-01-22,23537630000
2013-01-23,23814570000
2013-01-24,24105130000
2013-01-25,24202740000
2013-01-28,23941690000
2013-01-29,24184580000
2013-01-30,23982550000
2013-01-31,23887210000
2013-02-01,23424130000
2013-02-04,23156270000
2013-02-05,23201670000
2013-02-06,23249340000
2013-02-07,23419590000
2013-02-08,23562600000
2013-02-11,23501310000
2013-02-12,23796410000
2013-02-13,23814570000
2013-02-14,23655670000
2013-02-15,23476340000
2013-02-19,23578490000
2013-02-20,23474070000
2013-02-21,23335600000
2013-02-22,23530820000
2013-02-25,23181240000
2013-02-26,23626160000
2013-02-27,23971200000
2013-02-28,24091510000
2013-03-01,24393420000
2013-03-04,24377530000
2013-03-05,24604530000
2013-03-06,24588640000
2013-03-07,24527350000
2013-03-08,24815640000
2013-03-11,24915520000
2013-03-12,24935950000
2013-03-13,25108470000
2013-03-14,25249210000
2013-03-15,25078960000
2013-03-18,24922330000
2013-03-19,24259490000
2013-03-20,24300350000
2013-03-21,24220900000
2013-03-22,24491030000
2013-03-25,24429740000
2013-03-26,24500110000
2013-03-27,24461520000
2013-03-28,24506920000
2013-04-01,24500110000
2013-04-02,24627230000
2013-04-03,24443360000
2013-04-04,24504650000
2013-04-05,24250410000
2013-04-08,24275380000
2013-04-09,24250410000
2013-04-10,24384340000
2013-04-11,24693060000
2013-04-12,24597720000
2013-04-15,24273110000
2013-04-16,24463790000
2013-04-17,24227710000
2013-04-18,23939420000
2013-04-19,24118750000
2013-04-22,24066540000
2013-04-23,24114210000
2013-04-24,24291270000
2013-04-25,23823650000
2013-04-26,23648860000
2013-04-29,23719230000
2013-04-30,24021140000
2013-05-01,24005250000
2013-05-02,24388880000
2013-05-03,24547780000
2013-05-06,24568210000
2013-05-07,24659010000
2013-05-08,26356970000
2013-05-09,26279790000
2013-05-10,26170830000
2013-05-13,26016470000
2013-05-14,26132240000
2013-05-15,26386480000
2013-05-16,26198070000
2013-05-17,26534030000
2013-05-20,26790540000
2013-05-21,26879070000
2013-05-22,26683850000
2013-05-23,26622560000
2013-05-24,26629370000
2013-05-28,26402370000
2013-05-29,25961990000
2013-05-30,26091380000
2013-05-31,25846220000
2013-06-03,25591980000
2013-06-04,25494370000
2013-06-05,25349090000
2013-06-06,25380870000
2013-06-07,25868920000
2013-06-10,26027820000
2013-06-11,25621490000
2013-06-12,25428540000
2013-06-13,25843950000
2013-06-14,25943830000
2013-06-17,25964260000
2013-06-18,26018740000
2013-06-19,25862110000
2013-06-20,25149330000
2013-06-21,25190190000
2013-06-24,25321850000
2013-06-25,25128900000
2013-06-26,26227580000
2013-06-27,26234390000
2013-06-28,25991500000
2013-07-01,26605220000
2013-07-02,26170120000
2013-07-03,26247980000
2013-07-05,26502170000
2013-07-08,26550260000
2013-07-09,26566290000
2013-07-10,26767810000
2013-07-11,27074670000
2013-07-12,27168560000
2013-07-15,27367790000
2013-07-16,27090700000
2013-07-17,27035740000
2013-07-18,27131920000
2013-07-19,27170850000
2013-07-22,27150240000
2013-07-23,27049480000
2013-07-24,27127340000
2013-07-25,27154820000
2013-07-26,28590650000
2013-07-29,28414320000
2013-07-30,28265470000
2013-07-31,28089140000
2013-08-01,28283790000
2013-08-02,28263180000
2013-08-05,28272340000
2013-08-06,28297530000
2013-08-07,28187610000
2013-08-08,28494470000
2013-08-09,28444090000
2013-08-12,28137230000
2013-08-13,28290660000
2013-08-14,28256310000
2013-08-15,27986090000
2013-08-16,27896780000
2013-08-19,27853270000
2013-08-20,28057080000
2013-08-21,27956320000
2013-08-22,28148680000
2013-08-23,28155550000
2013-08-26,28025020000
2013-08-27,27674650000
2013-08-28,27754800000
2013-08-29,27837240000
2013-08-30,27802890000
2013-09-03,28057080000
2013-09-04,28167000000
2013-09-05,28153260000
2013-09-06,28297530000
2013-09-09,28453250000
2013-09-10,28835680000
2013-09-11,29243300000
2013-09-12,29449400000
2013-09-13,29472299999
2013-09-16,29719620000
2013-09-17,30017320000
2013-09-18,30138690000
2013-09-19,30230289999
2013-09-20,30060830000
2013-09-23,29655500000
2013-09-24,29291390000
2013-09-25,29421919999
2013-09-26,29412760000
2013-09-27,29607410000
2013-09-30,29509000000
2013-10-01,30249600000
2013-10-02,30026500000
2013-10-03,29801100000
2013-10-04,30330100000
2013-10-07,29814900000
2013-10-08,30755600000
2013-10-09,30700399999
2013-10-10,31712400000
2013-10-11,31811300000
2013-10-14,31898700000
2013-10-15,31728499999
2013-10-16,32381700000
2013-10-17,32848600000
2013-10-18,32533499999
2013-10-21,32434600000
2013-10-22,32689900000
2013-10-23,32901500000
2013-10-24,34500000000
2013-10-25,35647700000
2013-10-28,35254400000
2013-10-29,35850100000
2013-10-30,35889200000
2013-10-31,35958200000
2013-11-01,36671200000
2013-11-04,36735600000
2013-11-05,36551600000
2013-11-06,35985800000
2013-11-07,35946700000
2013-11-08,36468800000
2013-11-11,36547000000
2013-11-12,36314700000
2013-11-13,36314700000
