,AMZN
2009-04-13,34049000000
2009-04-14,33273200000
2009-04-15,32238800000
2009-04-16,33273200000
2009-04-17,33618000000
2009-04-20,33445600000
2009-04-21,33962800000
2009-04-22,34135200000
2009-04-23,34738600000
2009-04-24,36376400000
2009-04-27,35859200000
2009-04-28,35514400000
2009-04-29,34393800000
2009-04-30,34738600000
2009-05-01,34049000000
2009-05-04,34393800000
2009-05-05,35342000000
2009-05-06,35342000000
2009-05-07,34135200000
2009-05-08,33618000000
2009-05-11,33876600000
2009-05-12,33618000000
2009-05-13,31980200000
2009-05-14,32411200000
2009-05-15,31721600000
2009-05-18,32756000000
2009-05-19,33531800000
2009-05-20,33618000000
2009-05-21,32756000000
2009-05-22,32583600000
2009-05-26,33790400000
2009-05-27,33273200000
2009-05-28,33445600000
2009-05-29,33618000000
2009-06-01,35773000000
2009-06-02,36635000000
2009-06-03,36893600000
2009-06-04,36893600000
2009-06-05,37755600000
2009-06-08,37238400000
2009-06-09,37497000000
2009-06-10,37324600000
2009-06-11,36893600000
2009-06-12,36204000000
2009-06-15,35859200000
2009-06-16,35428200000
2009-06-17,35600600000
2009-06-18,35169600000
2009-06-19,35773000000
2009-06-22,34135200000
2009-06-23,33445600000
2009-06-24,34135200000
2009-06-25,35428200000
2009-06-26,36117800000
2009-06-29,35773000000
2009-06-30,36115200000
2009-07-01,35251200000
2009-07-02,34300800000
2009-07-06,33782400000
2009-07-07,32659200000
2009-07-08,33436800000
2009-07-09,33782400000
2009-07-10,33523200000
2009-07-13,35164800000
2009-07-14,35424000000
2009-07-15,36547200000
2009-07-16,37238400000
2009-07-17,37065600000
2009-07-20,38102400000
2009-07-21,38448000000
2009-07-22,38361600000
2009-07-23,40521600000
2009-07-24,37324800000
2009-07-27,36374400000
2009-07-28,36720000000
2009-07-29,36460800000
2009-07-30,37152000000
2009-07-31,37065600000
2009-08-03,37756800000
2009-08-04,37065600000
2009-08-05,36374400000
2009-08-06,36460800000
2009-08-07,36892800000
2009-08-10,36460800000
2009-08-11,36115200000
2009-08-12,37152000000
2009-08-13,36547200000
2009-08-14,36115200000
2009-08-17,34992000000
2009-08-18,35510400000
2009-08-19,35856000000
2009-08-20,36288000000
2009-08-21,36720000000
2009-08-24,36460800000
2009-08-25,36374400000
2009-08-26,36288000000
2009-08-27,36460800000
2009-08-28,35769600000
2009-08-31,35078400000
2009-09-01,34214400000
2009-09-02,33782400000
2009-09-03,33868800000
2009-09-04,34041600000
2009-09-08,34992000000
2009-09-09,35510400000
2009-09-10,36201600000
2009-09-11,36547200000
2009-09-14,36201600000
2009-09-15,36115200000
2009-09-16,39225600000
2009-09-17,39052800000
2009-09-18,38966400000
2009-09-21,39139200000
2009-09-22,40521600000
2009-09-23,39916800000
2009-09-24,39830400000
2009-09-25,39139200000
2009-09-28,39830400000
2009-09-29,39657600000
2009-09-30,41096000000
2009-10-01,40040000000
2009-10-02,39512000000
2009-10-05,38984000000
2009-10-06,40040000000
2009-10-07,41360000000
2009-10-08,41888000000
2009-10-09,42152000000
2009-10-12,41184000000
2009-10-13,41712000000
2009-10-14,42856000000
2009-10-15,42240000000
2009-10-16,41976000000
2009-10-19,41624000000
2009-10-20,41800000000
2009-10-21,41096000000
2009-10-22,41096000000
2009-10-23,52096000000
2009-10-26,54824000000
2009-10-27,53680000000
2009-10-28,53504000000
2009-10-29,53944000000
2009-10-30,52272000000
2009-11-02,52272000000
2009-11-03,52096000000
2009-11-04,51568000000
2009-11-05,53064000000
2009-11-06,55528000000
2009-11-09,55704000000
2009-11-10,57288000000
2009-11-11,57200000000
2009-11-12,57464000000
2009-11-13,58520000000
2009-11-16,57904000000
2009-11-17,57728000000
2009-11-18,57728000000
2009-11-19,56760000000
2009-11-20,57024000000
2009-11-23,58520000000
2009-11-24,58520000000
2009-11-25,58960000000
2009-11-27,57992000000
2009-11-30,59840000000
2009-12-01,60984000000
2009-12-02,62568000000
2009-12-03,62128000000
2009-12-04,60544000000
2009-12-07,59048000000
2009-12-08,59048000000
2009-12-09,57816000000
2009-12-10,59576000000
2009-12-11,59048000000
2009-12-14,57816000000
2009-12-15,57288000000
2009-12-16,56496000000
2009-12-17,55880000000
2009-12-18,56496000000
2009-12-21,58432000000
2009-12-22,58872000000
2009-12-23,61160000000
2009-12-24,60896000000
2009-12-28,61336000000
2009-12-29,61336000000
2009-12-30,60016000000
2009-12-31,59897000000
2010-01-04,59630000000
2010-01-05,59897000000
2010-01-06,58829000000
2010-01-07,57850000000
2010-01-08,59452000000
2010-01-11,58028000000
2010-01-12,56693000000
2010-01-13,57494000000
2010-01-14,56693000000
2010-01-15,56604000000
2010-01-19,56782000000
2010-01-20,55981000000
2010-01-21,56337000000
2010-01-22,54023000000
2010-01-25,53578000000
2010-01-26,53133000000
2010-01-27,54646000000
2010-01-28,56070000000
2010-01-29,55803000000
2010-02-01,52866000000
2010-02-02,52599000000
2010-02-03,53044000000
2010-02-04,51620000000
2010-02-05,52243000000
2010-02-08,51976000000
2010-02-09,52510000000
2010-02-10,52243000000
2010-02-11,53400000000
2010-02-12,53222000000
2010-02-16,52332000000
2010-02-17,51798000000
2010-02-18,52510000000
2010-02-19,52332000000
2010-02-22,52510000000
2010-02-23,52154000000
2010-02-24,53311000000
2010-02-25,52599000000
2010-02-26,52688000000
2010-03-01,55447000000
2010-03-02,55892000000
2010-03-03,55981000000
2010-03-04,57227000000
2010-03-05,57405000000
2010-03-08,57939000000
2010-03-09,57316000000
2010-03-10,58117000000
2010-03-11,59452000000
2010-03-12,58651000000
2010-03-15,58384000000
2010-03-16,58651000000
2010-03-17,58473000000
2010-03-18,59096000000
2010-03-19,58028000000
2010-03-22,58028000000
2010-03-23,57494000000
2010-03-24,56960000000
2010-03-25,59986000000
2010-03-26,60075000000
2010-03-29,60164000000
2010-03-30,60787000000
2010-03-31,60702600000
2010-04-01,58914600000
2010-04-05,58735800000
2010-04-06,60613200000
2010-04-07,60255600000
2010-04-08,63027000000
2010-04-09,62580000000
2010-04-12,63116400000
2010-04-13,62669400000
2010-04-14,64457400000
2010-04-15,65172600000
2010-04-16,63563400000
2010-04-19,63652800000
2010-04-20,64457400000
2010-04-21,65440800000
2010-04-22,67050000000
2010-04-23,64189200000
2010-04-26,65798400000
2010-04-27,63474000000
2010-04-28,62311800000
2010-04-29,63384600000
2010-04-30,61328400000
2010-05-03,61417800000
2010-05-04,58020600000
2010-05-05,58557000000
2010-05-06,57573600000
2010-05-07,55875000000
2010-05-10,58646400000
2010-05-11,58288800000
2010-05-12,59808600000
2010-05-13,58735800000
2010-05-14,57484200000
2010-05-17,57663000000
2010-05-18,56411400000
2010-05-19,55696200000
2010-05-20,53550600000
2010-05-21,54891600000
2010-05-24,54623400000
2010-05-25,55785600000
2010-05-26,55070400000
2010-05-27,56679600000
2010-05-28,56053800000
2010-06-01,55070400000
2010-06-02,56500800000
2010-06-03,57573600000
2010-06-04,54891600000
2010-06-07,54534000000
2010-06-08,53103600000
2010-06-09,52746000000
2010-06-10,55070400000
2010-06-11,54981000000
2010-06-14,55338600000
2010-06-15,56679600000
2010-06-16,56769000000
2010-06-17,56232600000
2010-06-18,56232600000
2010-06-21,54802200000
2010-06-22,54712800000
2010-06-23,54265800000
2010-06-24,52924800000
2010-06-25,54087000000
2010-06-28,52656600000
2010-06-29,48544200000
2010-06-30,48921600000
2010-07-01,49728000000
2010-07-02,48921600000
2010-07-06,49280000000
2010-07-07,50803200000
2010-07-08,52057600000
2010-07-09,52505600000
2010-07-12,53580800000
2010-07-13,55372800000
2010-07-14,55283200000
2010-07-15,54656000000
2010-07-16,53043200000
2010-07-19,53760000000
2010-07-20,53849600000
2010-07-21,52595200000
2010-07-22,53760000000
2010-07-23,53222400000
2010-07-26,53043200000
2010-07-27,52505600000
2010-07-28,52505600000
2010-07-29,52326400000
2010-07-30,52774400000
2010-08-02,53760000000
2010-08-03,54835200000
2010-08-04,57164800000
2010-08-05,57254400000
2010-08-06,57523200000
2010-08-09,57702400000
2010-08-10,58240000000
2010-08-11,56358400000
2010-08-12,56716800000
2010-08-13,55820800000
2010-08-16,56448000000
2010-08-17,57702400000
2010-08-18,58060800000
2010-08-19,57164800000
2010-08-20,57254400000
2010-08-23,56716800000
2010-08-24,55820800000
2010-08-25,56806400000
2010-08-26,55910400000
2010-08-27,56716800000
2010-08-30,55462400000
2010-08-31,55910400000
2010-09-01,59315200000
2010-09-02,60569600000
2010-09-03,62182400000
2010-09-07,61465600000
2010-09-08,62361600000
2010-09-09,62899199999
2010-09-10,63795200000
2010-09-13,64960000000
2010-09-14,65318400000
2010-09-15,65139199999
2010-09-16,66393600000
2010-09-17,66483200000
2010-09-20,67827200000
2010-09-21,67558400000
2010-09-22,68006400000
2010-09-23,68454400000
2010-09-24,72038399999
2010-09-27,71411200000
2010-09-28,71590400000
2010-09-29,71232000000
2010-09-30,70650000000
2010-10-01,69210000000
2010-10-04,69930000000
2010-10-05,72359999999
2010-10-06,69930000000
2010-10-07,70290000000
2010-10-08,70020000000
2010-10-11,68850000000
2010-10-12,70380000000
2010-10-13,69840000000
2010-10-14,70020000000
2010-10-15,74070000000
2010-10-18,73620000000
2010-10-19,71370000000
2010-10-20,71370000000
2010-10-21,74250000000
2010-10-22,76140000000
2010-10-25,76050000000
2010-10-26,76500000000
2010-10-27,75420000000
2010-10-28,75060000000
2010-10-29,74340000000
2010-11-01,73170000000
2010-11-02,74070000000
2010-11-03,75780000000
2010-11-04,76050000000
2010-11-05,76859999999
2010-11-08,77400000000
2010-11-09,76590000000
2010-11-10,78030000000
2010-11-11,76680000000
2010-11-12,74520000000
2010-11-15,71550000000
2010-11-16,71010000000
2010-11-17,71280000000
2010-11-18,73890000000
2010-11-19,74160000000
2010-11-22,76680000000
2010-11-23,75690000000
2010-11-24,79740000000
2010-11-26,79740000000
2010-11-29,80730000000
2010-11-30,78930000000
2010-12-01,79470000000
2010-12-02,79470000000
2010-12-03,79020000000
2010-12-06,80100000000
2010-12-07,79560000000
2010-12-08,79290000000
2010-12-09,78660000000
2010-12-10,79020000000
2010-12-13,78390000000
2010-12-14,78300000000
2010-12-15,79020000000
2010-12-16,80100000000
2010-12-17,79920000000
2010-12-20,82440000000
2010-12-21,83160000000
2010-12-22,83160000000
2010-12-23,82170000000
2010-12-27,81990000000
2010-12-28,81450000000
2010-12-29,82530000000
2010-12-30,82260000000
2010-12-31,81180000000
2011-01-03,83074200000
2011-01-04,83435000000
2011-01-05,84517400000
2011-01-06,83795799999
2011-01-07,83615400000
2011-01-10,83254600000
2011-01-11,83164400000
2011-01-12,82984000000
2011-01-13,83705600000
2011-01-14,85148800000
2011-01-18,86231200000
2011-01-19,84246800000
2011-01-20,82082000000
2011-01-21,80007400000
2011-01-24,79736800000
2011-01-25,79736800000
2011-01-26,79105400000
2011-01-27,83164400000
2011-01-28,77211200000
2011-01-31,76489600000
2011-02-01,77662200000
2011-02-02,78293600000
2011-02-03,78383800000
2011-02-04,79376000000
2011-02-07,79556400000
2011-02-08,82533000000
2011-02-09,83615400000
2011-02-10,83976200000
2011-02-11,85329200000
2011-02-14,85870400000
2011-02-15,85239000000
2011-02-16,84156600000
2011-02-17,84697800000
2011-02-18,84066400000
2011-02-22,81360400000
2011-02-23,79646600000
2011-02-24,80187800000
2011-02-25,79917200000
2011-02-28,78113200000
2011-03-01,76399400000
2011-03-02,77572000000
2011-03-03,77932800000
2011-03-04,77391600000
2011-03-07,76219000000
2011-03-08,75226800000
2011-03-09,76219000000
2011-03-10,74956200000
2011-03-11,75768000000
2011-03-14,75226800000
2011-03-15,74415000000
2011-03-16,74324800000
2011-03-17,72611000000
2011-03-18,72971800000
2011-03-21,74234600000
2011-03-22,73332600000
2011-03-23,74595400000
2011-03-24,77211200000
2011-03-25,77121000000
2011-03-28,76399400000
2011-03-29,78744600000
2011-03-30,80909400000
2011-03-31,81630600000
2011-04-01,81630600000
2011-04-04,82899000000
2011-04-05,83895600000
2011-04-06,82808400000
2011-04-07,83805000000
2011-04-08,83714400000
2011-04-11,83352000000
2011-04-12,81721200000
2011-04-13,82536600000
2011-04-14,82355400000
2011-04-15,81540000000
2011-04-18,80815200000
2011-04-19,80996400000
2011-04-20,83261400000
2011-04-21,84167399999
2011-04-25,83986200000
2011-04-26,82627200000
2011-04-27,89059800000
2011-04-28,88335000000
2011-04-29,88697399999
2011-05-02,91143600000
2011-05-03,89875200000
2011-05-04,90600000000
2011-05-05,89331600000
2011-05-06,89512800000
2011-05-09,90962399999
2011-05-10,92412000000
2011-05-11,92593200000
2011-05-12,93318000000
2011-05-13,91777800000
2011-05-16,87247800000
2011-05-17,88244400000
2011-05-18,89241000000
2011-05-19,90056400000
2011-05-20,89965800000
2011-05-23,88878600000
2011-05-24,87519600000
2011-05-25,87066600000
2011-05-26,88335000000
2011-05-27,87972600000
2011-05-31,89059800000
2011-06-01,87157200000
2011-06-02,87700800000
2011-06-03,85345200000
2011-06-06,84076800000
2011-06-07,84982800000
2011-06-08,85164000000
2011-06-09,85888800000
2011-06-10,84529800000
2011-06-13,84348600000
2011-06-14,86070000000
2011-06-15,84258000000
2011-06-16,83170800000
2011-06-17,84439200000
2011-06-20,85073400000
2011-06-21,87972600000
2011-06-22,86794800000
2011-06-23,87972600000
2011-06-24,87247800000
2011-06-27,91143600000
2011-06-28,91687200000
2011-06-29,92502600000
2011-06-30,92797600000
2011-07-01,95067600000
2011-07-05,96792800000
2011-07-06,97246800000
2011-07-07,98427200000
2011-07-08,99062800000
2011-07-11,96520400000
2011-07-12,95884800000
2011-07-13,96974400000
2011-07-14,95521600000
2011-07-15,96611200000
2011-07-18,96066400000
2011-07-19,98972000000
2011-07-20,97882400000
2011-07-21,96792800000
2011-07-22,98336400000
2011-07-25,96883600000
2011-07-26,97246800000
2011-07-27,101060400000
2011-07-28,101696000000
2011-07-29,101060400000
2011-08-01,100515600000
2011-08-02,96157200000
2011-08-03,95340000000
2011-08-04,91435600000
2011-08-05,92071200000
2011-08-08,87985200000
2011-08-09,93070000000
2011-08-10,88166800000
2011-08-11,90073600000
2011-08-12,91889600000
2011-08-15,92162000000
2011-08-16,89710400000
2011-08-17,88984000000
2011-08-18,82900400000
2011-08-19,81266000000
2011-08-22,80630400000
2011-08-23,87894400000
2011-08-24,87985200000
2011-08-25,87168000000
2011-08-26,90436800000
2011-08-29,93796400000
2011-08-30,95794000000
2011-08-31,97700800000
2011-09-01,96520400000
2011-09-02,95340000000
2011-09-06,98154800000
2011-09-07,99880000000
2011-09-08,98608800000
2011-09-09,95975600000
2011-09-12,98336400000
2011-09-13,99698400000
2011-09-14,101060400000
2011-09-15,102967200000
2011-09-16,108687600000
2011-09-19,109686400000
2011-09-20,105872800000
2011-09-21,105237200000
2011-09-22,101332800000
2011-09-23,101514400000
2011-09-26,104329200000
2011-09-27,101786800000
2011-09-28,104329200000
2011-09-29,100969600000
2011-09-30,98371000000
2011-10-03,96460000000
2011-10-04,96733000000
2011-10-05,99918000000
2011-10-06,100828000000
2011-10-07,102284000000
2011-10-10,105287000000
2011-10-11,107107000000
2011-10-12,107744000000
2011-10-13,107471000000
2011-10-14,112294000000
2011-10-17,110292000000
2011-10-18,110929000000
2011-10-19,105378000000
2011-10-20,106288000000
2011-10-21,106834000000
2011-10-24,108108000000
2011-10-25,103376000000
2011-10-26,90272000000
2011-10-27,94094000000
2011-10-28,98917000000
2011-10-31,97188000000
2011-11-01,96551000000
2011-11-02,98098000000
2011-11-03,99281000000
2011-11-04,98462000000
2011-11-07,98735000000
2011-11-08,99190000000
2011-11-09,96096000000
2011-11-10,95913999999
2011-11-11,98917000000
2011-11-14,99645000000
2011-11-15,99099000000
2011-11-16,96460000000
2011-11-17,93093000000
2011-11-18,89726000000
2011-11-21,86086000000
2011-11-22,87542000000
2011-11-23,85995000000
2011-11-25,82992000000
2011-11-28,88361000000
2011-11-29,85722000000
2011-11-30,87451000000
2011-12-01,89726000000
2011-12-02,89180000000
2011-12-05,89271000000
2011-12-06,87360000000
2011-12-07,88907000000
2011-12-08,86632000000
2011-12-09,87815000000
2011-12-12,86268000000
2011-12-13,82173000000
2011-12-14,81991000000
2011-12-15,82446000000
2011-12-16,82446000000
2011-12-19,81627000000
2011-12-20,83083000000
2011-12-21,79352000000
2011-12-22,81445000000
2011-12-23,80626000000
2011-12-27,80171000000
2011-12-28,79079000000
2011-12-29,79079000000
2011-12-30,78715000000
2012-01-03,81087000000
2012-01-04,80452800000
2012-01-05,80452800000
2012-01-06,82717800000
2012-01-09,80905800000
2012-01-10,81268200000
2012-01-11,81087000000
2012-01-12,79728000000
2012-01-13,80815200000
2012-01-17,82264800000
2012-01-18,85798200000
2012-01-19,88063200000
2012-01-20,86523000000
2012-01-23,84258000000
2012-01-24,84711000000
2012-01-25,85073400000
2012-01-26,87610200000
2012-01-27,88516200000
2012-01-30,87066600000
2012-01-31,88063200000
2012-02-01,81268200000
2012-02-02,82355400000
2012-02-03,84982800000
2012-02-06,82989600000
2012-02-07,83442600000
2012-02-08,83986200000
2012-02-09,83805000000
2012-02-10,84076800000
2012-02-13,86794800000
2012-02-14,86704200000
2012-02-15,83533200000
2012-02-16,81540000000
2012-02-17,82717800000
2012-02-21,82536600000
2012-02-22,81811800000
2012-02-23,80996400000
2012-02-24,81177600000
2012-02-27,80905800000
2012-02-28,83261400000
2012-02-29,81358800000
2012-03-01,81540000000
2012-03-02,81268200000
2012-03-05,81630600000
2012-03-06,81993000000
2012-03-07,83261400000
2012-03-08,84982800000
2012-03-09,83533200000
2012-03-12,83080200000
2012-03-13,83623800000
2012-03-14,82536600000
2012-03-15,83533200000
2012-03-16,83805000000
2012-03-19,84076800000
2012-03-20,87157200000
2012-03-21,86885400000
2012-03-22,87157200000
2012-03-23,88335000000
2012-03-26,91868400000
2012-03-27,93046200000
2012-03-28,91143600000
2012-03-29,92683800000
2012-03-30,91777800000
2012-04-02,89298000000
2012-04-03,90019600000
2012-04-04,87494000000
2012-04-05,87674400000
2012-04-09,86501800000
2012-04-10,84337000000
2012-04-11,84788000000
2012-04-12,85960600000
2012-04-13,84968400000
2012-04-16,83705600000
2012-04-17,84968400000
2012-04-18,86141000000
2012-04-19,86231200000
2012-04-20,85690000000
2012-04-23,84878200000
2012-04-24,85870400000
2012-04-25,87674400000
2012-04-26,88396000000
2012-04-27,102286800000
2012-04-30,104632000000
2012-05-01,103730000000
2012-05-02,103820200000
2012-05-03,103459400000
2012-05-04,101024000000
2012-05-07,101565200000
2012-05-08,101024000000
2012-05-09,100573000000
2012-05-10,102196600000
2012-05-11,102647600000
2012-05-14,100573000000
2012-05-15,101204400000
2012-05-16,101024000000
2012-05-17,98498400000
2012-05-18,96423800000
2012-05-21,98408200000
2012-05-22,97145400000
2012-05-23,97957200000
2012-05-24,97055200000
2012-05-25,95972800000
2012-05-29,96874800000
2012-05-30,94349200000
2012-05-31,96063000000
2012-06-01,93898200000
2012-06-04,96784600000
2012-06-05,96153200000
2012-06-06,98137600000
2012-06-07,98678800000
2012-06-08,98498400000
2012-06-11,97686600000
2012-06-12,97596400000
2012-06-13,96874800000
2012-06-14,96694400000
2012-06-15,98498400000
2012-06-18,100392600000
2012-06-19,101024000000
2012-06-20,100573000000
2012-06-21,99490600000
2012-06-22,100212200000
2012-06-25,99220000000
2012-06-26,101745600000
2012-06-27,101745600000
2012-06-28,99851400000
2012-06-29,103008400000
2012-07-02,103688800000
2012-07-03,103779200000
2012-07-05,102604000000
2012-07-06,101700000000
2012-07-09,101700000000
2012-07-10,99259200000
2012-07-11,98716800000
2012-07-12,97360800000
2012-07-13,98716800000
2012-07-16,97632000000
2012-07-17,98084000000
2012-07-18,98264800000
2012-07-19,102242400000
2012-07-20,103146400000
2012-07-23,102152000000
2012-07-24,100796000000
2012-07-25,98084000000
2012-07-26,99440000000
2012-07-27,107304800000
2012-07-30,106672000000
2012-07-31,105496800000
2012-08-01,104864000000
2012-08-02,104321599999
2012-08-03,106220000000
2012-08-06,105768000000
2012-08-07,106943200000
2012-08-08,105948800000
2012-08-09,105768000000
2012-08-10,105225600000
2012-08-13,105044800000
2012-08-14,105406400000
2012-08-15,107304800000
2012-08-16,109203200000
2012-08-17,109022400000
2012-08-20,108660800000
2012-08-21,108208800000
2012-08-22,109926400000
2012-08-23,109022400000
2012-08-24,111101599999
2012-08-27,110288000000
2012-08-28,111282400000
2012-08-29,111734400000
2012-08-30,111282400000
2012-08-31,112186400000
2012-09-04,112005600000
2012-09-05,111282400000
2012-09-06,113632800000
2012-09-07,117158400000
2012-09-10,116164000000
2012-09-11,115531200000
2012-09-12,115531200000
2012-09-13,117610400000
2012-09-14,118062400000
2012-09-17,116616000000
2012-09-18,116977600000
2012-09-19,118243200000
2012-09-20,117881599999
2012-09-21,116344800000
2012-09-24,115169600000
2012-09-25,114084800000
2012-09-26,112819200000
2012-09-27,115983200000
2012-09-28,114988800000
2012-10-01,114408000000
2012-10-02,113772400000
2012-10-03,116224000000
2012-10-04,118221600000
2012-10-05,117404400000
2012-10-08,117586000000
2012-10-09,113954000000
2012-10-10,111230000000
2012-10-11,110866800000
2012-10-12,110049600000
2012-10-15,110866800000
2012-10-16,110776000000
2012-10-17,112319600000
2012-10-18,111139200000
2012-10-19,108960000000
2012-10-22,106145200000
2012-10-23,106417600000
2012-10-24,103693600000
2012-10-25,101242000000
2012-10-26,108142800000
2012-10-31,105691200000
2012-11-01,105418800000
2012-11-02,105509600000
2012-11-05,106417600000
2012-11-06,107870400000
2012-11-07,105328000000
2012-11-08,103239600000
2012-11-09,102785600000
2012-11-12,102785600000
2012-11-13,102876400000
2012-11-14,101242000000
2012-11-15,100152400000
2012-11-16,102240800000
2012-11-19,104329200000
2012-11-20,106145200000
2012-11-21,108052000000
2012-11-23,108869200000
2012-11-26,110594400000
2012-11-27,110503600000
2012-11-28,112228800000
2012-11-29,114044800000
2012-11-30,114408000000
2012-12-03,113681600000
2012-12-04,114589600000
2012-12-05,115316000000
2012-12-06,115043600000
2012-12-07,114952800000
2012-12-10,112501200000
2012-12-11,113772400000
2012-12-12,114317200000
2012-12-13,114044800000
2012-12-14,113136800000
2012-12-17,115225200000
2012-12-18,118221600000
2012-12-19,117132000000
2012-12-20,118766400000
2012-12-21,116678000000
2012-12-24,117404400000
2012-12-26,112864400000
2012-12-27,112773600000
2012-12-28,111320800000
2012-12-31,114113999999
2013-01-02,117117000000
2013-01-03,117572000000
2013-01-04,117936000000
2013-01-07,122122000000
2013-01-08,121212000000
2013-01-09,121212000000
2013-01-10,120757000000
2013-01-11,121940000000
2013-01-14,124124000000
2013-01-15,123760000000
2013-01-16,122395000000
2013-01-17,123032000000
2013-01-18,123851000000
2013-01-22,122941000000
2013-01-23,122031000000
2013-01-24,124397000000
2013-01-25,129220000000
2013-01-28,125580000000
2013-01-29,118482000000
2013-01-30,124124000000
2013-01-31,120848000000
2013-02-01,120575000000
2013-02-04,118300000000
2013-02-05,121394000000
2013-02-06,119301000000
2013-02-07,118391000000
2013-02-08,119210000000
2013-02-11,117026000000
2013-02-12,117754000000
2013-02-13,122577000000
2013-02-14,122486000000
2013-02-15,120575000000
2013-02-19,122759000000
2013-02-20,121212000000
2013-02-21,121030000000
2013-02-22,120757000000
2013-02-25,118209000000
2013-02-26,118027000000
2013-02-27,119756000000
2013-02-28,120211000000
2013-03-01,120938999999
2013-03-04,124306000000
2013-03-05,125398000000
2013-03-06,124579000000
2013-03-07,124579000000
2013-03-08,124761000000
2013-03-11,123396000000
2013-03-12,124761000000
2013-03-13,125216000000
2013-03-14,120938999999
2013-03-15,119119000000
2013-03-18,117299000000
2013-03-19,116662000000
2013-03-20,117026000000
2013-03-21,115297000000
2013-03-22,117299000000
2013-03-25,116480000000
2013-03-26,118482000000
2013-03-27,120757000000
2013-03-28,121212000000
2013-04-01,119289600000
2013-04-02,120110400000
2013-04-03,118104000000
2013-04-04,118104000000
2013-04-05,116462400000
2013-04-08,118104000000
2013-04-09,119107200000
2013-04-10,120748800000
2013-04-11,123028800000
2013-04-12,124396800000
2013-04-15,122116800000
2013-04-16,124214400000
2013-04-17,121934400000
2013-04-18,118286400000
2013-04-19,118742400000
2013-04-22,120201600000
2013-04-23,122664000000
2013-04-24,122572800000
2013-04-25,125308800000
2013-04-26,116188800000
2013-04-29,113908800000
2013-04-30,115732800000
2013-05-01,113179200000
2013-05-02,115185600000
2013-05-03,117648000000
2013-05-06,116644799999
2013-05-07,117556800000
2013-05-08,117921600000
2013-05-09,118651200000
2013-05-10,120201600000
2013-05-13,120657600000
2013-05-14,122390400000
2013-05-15,121569600000
2013-05-16,120475200000
2013-05-17,123120000000
2013-05-20,122025600000
2013-05-21,122572800000
2013-05-22,119928000000
2013-05-23,119380800000
2013-05-24,119380800000
2013-05-28,121843200000
2013-05-29,121113600000
2013-05-30,121660800000
2013-05-31,122755200000
2013-06-03,121660800000
2013-06-04,121204799999
2013-06-05,121843200000
2013-06-06,122116800000
2013-06-07,126220800000
2013-06-10,128136000000
2013-06-11,125308800000
2013-06-12,123849600000
2013-06-13,125764799999
2013-06-14,124944000000
2013-06-17,126768000000
2013-06-18,128500800000
2013-06-19,126859200000
2013-06-20,124670400000
2013-06-21,124670400000
2013-06-24,123393600000
2013-06-25,124032000000
2013-06-26,126585600000
2013-06-27,126585600000
2013-06-28,126585600000
2013-07-01,128557777776
2013-07-02,129286666665
2013-07-03,129377777776
2013-07-05,130197777776
2013-07-08,132384444442
2013-07-09,132839999998
2013-07-10,133204444442
2013-07-11,136484444442
2013-07-12,140128888887
2013-07-15,139673333331
2013-07-16,139764444442
2013-07-17,140584444442
2013-07-18,138579999998
2013-07-19,139035555553
2013-07-22,138215555553
2013-07-23,137122222220
2013-07-24,136211111109
2013-07-25,138215555553
2013-07-26,142133333331
2013-07-29,139491111109
2013-07-30,137759999998
2013-07-31,137213333331
2013-08-01,139217777776
2013-08-02,138579999998
2013-08-05,137122222220
2013-08-06,137031111109
2013-08-07,135299999998
2013-08-08,134753333331
2013-08-09,135391111109
2013-08-12,135117777776
2013-08-13,133933333331
2013-08-14,132748888887
2013-08-15,130471111109
2013-08-16,129742222220
2013-08-19,130106666665
2013-08-20,130744444442
2013-08-21,129651111109
2013-08-22,132019999998
2013-08-23,132111111109
2013-08-26,130379999998
2013-08-27,128011111109
2013-08-28,128284444442
2013-08-29,129377777776
2013-08-30,128011111109
2013-09-03,131564444442
2013-09-04,133751111109
2013-09-05,134024444442
2013-09-06,134753333331
2013-09-09,136575555553
2013-09-10,136848888887
2013-09-11,136484444442
2013-09-12,136119999998
2013-09-13,135755555553
2013-09-16,134844444442
2013-09-17,138579999998
2013-09-18,142133333331
2013-09-19,142133333331
2013-09-20,144137777776
2013-09-23,141859999998
2013-09-24,143135555553
2013-09-25,142406666664
2013-09-26,144957777776
2013-09-27,143955555553
2013-09-30,143170800000
2013-10-01,147018000000
2013-10-02,146834800000
2013-10-03,144178400000
2013-10-04,146102000000
2013-10-07,141980000000
2013-10-08,138865600000
2013-10-09,136575600000
2013-10-10,139781600000
2013-10-11,142346400000
2013-10-14,142346400000
2013-10-15,140331200000
2013-10-16,142163200000
2013-10-17,142346400000
2013-10-18,150682000000
2013-10-21,149491200000
2013-10-22,152330800000
2013-10-23,149674400000
2013-10-24,152147600000
2013-10-25,166437200000
2013-10-28,164055600000
2013-10-29,166162400000
2013-10-30,165338000000
2013-10-31,166712000000
2013-11-01,164422000000
2013-11-04,164330400000
2013-11-05,164330400000
2013-11-06,163139600000
2013-11-07,157368800000
2013-11-08,160483200000
2013-11-11,162315200000
2013-11-12,160116800000
2013-11-13,163139600000
2013-11-14,168269200000
2013-11-15,169093600000
2013-11-18,167719600000
2013-11-19,167170000000
2013-11-20,166070800000
2013-11-21,169002000000
2013-11-22,170559200000
2013-11-25,172482799999
