,MBI
2009-04-21,1000950076
2009-04-22,959330530
2009-04-23,973897371
2009-04-24,965573462
2009-04-27,944763689
2009-04-28,942682712
2009-04-29,1005112031
2009-04-30,984302258
2009-05-01,957249553
2009-05-04,1061298417
2009-05-05,1209047805
2009-05-06,1265234192
2009-05-07,1329744488
2009-05-08,1500384626
2009-05-11,1448360193
2009-05-12,1277720056
2009-05-13,1184076078
2009-05-14,1261072237
2009-05-15,1175752168
2009-05-18,1331825465
2009-05-19,1315177647
2009-05-20,1298529828
2009-05-21,1258991260
2009-05-22,1271477124
2009-05-26,1385930875
2009-05-27,1352635238
2009-05-28,1356797193
2009-05-29,1342230352
2009-06-01,1444198239
2009-06-02,1433793352
2009-06-03,1371364034
2009-06-04,1381768920
2009-06-05,1306853738
2009-06-08,1273558101
2009-06-09,1331825465
2009-06-10,1279801033
2009-06-11,1215290737
2009-06-12,1217371714
2009-06-15,1111241872
2009-06-16,1050893531
2009-06-17,1036326690
2009-06-18,1021759849
2009-06-19,1028002781
2009-06-22,919791962
2009-06-23,894820234
2009-06-24,886496325
2009-06-25,884415348
2009-06-26,878172416
2009-06-29,930196848
2009-06-30,901589672
2009-07-01,876603354
2009-07-02,824548523
2009-07-06,847452648
2009-07-07,822466329
2009-07-08,780822465
2009-07-09,782904658
2009-07-10,760000532
2009-07-13,812055363
2009-07-14,834959489
2009-07-15,884932127
2009-07-16,847452648
2009-07-17,826630716
2009-07-20,889096513
2009-07-21,857863614
2009-07-22,853699228
2009-07-23,876603354
2009-07-24,914082832
2009-07-27,949480117
2009-07-28,912000639
2009-07-29,859945808
2009-07-30,891178706
2009-07-31,872438967
2009-08-03,928658185
2009-08-04,1197261113
2009-08-05,1151452861
2009-08-06,1288877615
2009-08-07,1226411818
2009-08-10,1284713229
2009-08-11,1122302156
2009-08-12,1141041895
2009-08-13,1126466542
2009-08-14,1116055576
2009-08-17,1041096620
2009-08-18,1070247325
2009-08-19,1066082938
2009-08-20,1101480223
2009-08-21,1138959702
2009-08-24,1128548736
2009-08-25,1176439180
2009-08-26,1166028214
2009-08-27,1370083151
2009-08-28,1353425606
2009-08-31,1399233857
2009-09-01,1276384456
2009-09-02,1213918658
2009-09-03,1259726910
2009-09-04,1299288581
2009-09-08,1328439287
2009-09-09,1353425606
2009-09-10,1380494118
2009-09-11,1349261219
2009-09-14,1438795528
2009-09-15,1417973596
2009-09-16,1434631142
2009-09-17,1392987277
2009-09-18,1457535268
2009-09-21,1407562630
2009-09-22,1715727229
2009-09-23,1613699761
2009-09-24,1561644930
2009-09-25,1536658611
2009-09-28,1711562843
2009-09-29,1630357306
2009-09-30,1590322410
2009-10-01,1422272877
2009-10-02,1407927185
2009-10-05,1317754265
2009-10-06,1280865343
2009-10-07,1274717190
2009-10-08,1282914728
2009-10-09,1262420882
2009-10-12,1276766574
2009-10-13,1254223344
2009-10-14,1258322113
2009-10-15,1209136884
2009-10-16,1131260271
2009-10-19,1123062733
2009-10-20,1077976273
2009-10-21,1055433043
2009-10-22,1065679966
2009-10-23,1014445352
2009-10-26,938618123
2009-10-27,897630432
2009-10-28,823852589
2009-10-29,911976124
2009-10-30,832050127
2009-11-02,809506897
2009-11-03,842297050
2009-11-04,905827971
2009-11-05,836148896
2009-11-06,891482279
2009-11-09,983704584
2009-11-10,721383361
2009-11-11,768519206
2009-11-12,766469821
2009-11-13,729580899
2009-11-16,670148747
2009-11-17,711136438
2009-11-18,782864898
2009-11-19,731630284
2009-11-20,715235207
2009-11-23,725482130
2009-11-24,704988285
2009-11-25,741877207
2009-11-27,696790747
2009-11-30,709087054
2009-12-01,750074745
2009-12-02,739827822
2009-12-03,750074745
2009-12-04,756222898
2009-12-07,762371052
2009-12-08,741877207
2009-12-09,741877207
2009-12-10,713185823
2009-12-11,752124129
2009-12-14,694741362
2009-12-15,666049978
2009-12-16,672198132
2009-12-17,672198132
2009-12-18,711136438
2009-12-21,745975976
2009-12-22,883284741
2009-12-23,848445203
2009-12-24,887383510
2009-12-28,840247665
2009-12-29,832050127
2009-12-30,817704435
2009-12-31,815655050
2010-01-04,860741511
2010-01-05,940667508
2010-01-06,924272432
2010-01-07,1077976273
2010-01-08,1090272580
2010-01-11,1075926888
2010-01-12,1034939197
2010-01-13,1116914579
2010-01-14,1133309656
2010-01-15,1106667657
2010-01-19,1118963964
2010-01-20,1149704732
2010-01-21,1073877504
2010-01-22,1008297198
2010-01-25,1016494736
2010-01-26,1030840428
2010-01-27,1077976273
2010-01-28,1088223196
2010-01-29,1010346583
2010-02-01,1063630581
2010-02-02,1084124426
2010-02-03,1045186120
2010-02-04,989852737
2010-02-05,985753968
2010-02-08,1006247814
2010-02-09,1032889813
2010-02-10,1043136735
2010-02-11,991902122
2010-02-12,979605814
2010-02-16,1034939197
2010-02-17,1047235505
2010-02-18,1043136735
2010-02-19,1024692275
2010-02-22,1008297198
2010-02-23,985753968
2010-02-24,1000099660
2010-02-25,998050275
2010-02-26,987803353
2010-03-01,983704584
2010-03-02,975507045
2010-03-03,973457661
2010-03-04,1034939197
2010-03-05,1082075042
2010-03-08,1077976273
2010-03-09,1127161502
2010-03-10,1205038115
2010-03-11,1221433191
2010-03-12,1166099808
2010-03-15,1159951655
2010-03-16,1178396116
2010-03-17,1217334422
2010-03-18,1237828268
2010-03-19,1164050424
2010-03-22,1162001039
2010-03-23,1147655348
2010-03-24,1311606112
2010-03-25,1252173960
2010-03-26,1207087499
2010-03-29,1246025806
2010-03-30,1219383807
2010-03-31,1281449012
2010-04-01,1299843017
2010-04-05,1385681707
2010-04-06,1479695510
2010-04-07,1457213949
2010-04-08,1543052639
2010-04-09,1571665535
2010-04-12,1655460447
2010-04-13,1557359087
2010-04-14,1622759994
2010-04-15,1706554905
2010-04-16,1812831378
2010-04-19,1947720748
2010-04-20,1953852083
2010-04-21,1966114753
2010-04-22,2043778330
2010-04-23,2141879689
2010-04-26,2156186138
2010-04-27,2025384325
2010-04-28,2035603216
2010-04-29,2082610118
2010-04-30,1957939640
2010-05-03,2078522561
2010-05-04,1972246088
2010-05-05,2009034098
2010-05-06,1841444275
2010-05-07,1784218482
2010-05-10,1906845181
2010-05-11,1788306038
2010-05-12,1788306038
2010-05-13,1761736920
2010-05-14,1698379792
2010-05-17,1673854452
2010-05-18,1608453545
2010-05-19,1538965082
2010-05-20,1391813042
2010-05-21,1451082614
2010-05-24,1361156367
2010-05-25,1387725486
2010-05-26,1363200146
2010-05-27,1463345284
2010-05-28,1522614855
2010-06-01,1418382161
2010-06-02,1416338382
2010-06-03,1399988156
2010-06-04,1297799239
2010-06-07,1218091884
2010-06-08,1195610323
2010-06-09,1160866091
2010-06-10,1226266998
2010-06-11,1232398332
2010-06-14,1234442111
2010-06-15,1312105687
2010-06-16,1285536569
2010-06-17,1263055007
2010-06-18,1318237022
2010-06-21,1277361456
2010-06-22,1269186342
2010-06-23,1248748559
2010-06-24,1218091884
2010-06-25,1279405234
2010-06-28,1224223219
2010-06-29,1158822313
2010-06-30,1124970399
2010-07-01,1104917451
2010-07-02,1124970399
2010-07-06,1124970399
2010-07-07,1217213961
2010-07-08,1271356922
2010-07-09,1323494587
2010-07-12,1289404575
2010-07-13,1437796393
2010-07-14,1415738149
2010-07-15,1375632253
2010-07-16,1305446934
2010-07-19,1347558125
2010-07-20,1441806982
2010-07-21,1435791098
2010-07-22,1592204095
2010-07-23,1702495310
2010-07-26,1724553553
2010-07-27,1700490015
2010-07-28,1730569438
2010-07-29,1750622386
2010-07-30,1740595912
2010-08-02,1828828884
2010-08-03,1736585322
2010-08-04,1782707103
2010-08-05,1748617091
2010-08-06,1778696514
2010-08-09,1842865948
2010-08-10,1925083036
2010-08-11,1866929486
2010-08-12,1838855359
2010-08-13,1848881833
2010-08-16,1842865948
2010-08-17,1854897717
2010-08-18,1862918897
2010-08-19,1844871243
2010-08-20,1816797115
2010-08-23,1764659450
2010-08-24,1750622386
2010-08-25,1786717693
2010-08-26,1738590617
2010-08-27,1884977140
2010-08-30,1882971845
2010-08-31,1872945371
2010-09-01,1965188933
2010-09-02,2039384842
2010-09-03,2045400726
2010-09-07,2009305419
2010-09-08,2043395431
2010-09-09,2049411316
2010-09-10,2037379547
2010-09-13,2115586045
2010-09-14,2149676057
2010-09-15,2215850787
2010-09-16,2243924914
2010-09-17,2201813723
2010-09-20,2237909030
2010-09-21,2209834902
2010-09-22,2129623109
2010-09-23,2077485443
2010-09-24,2203819018
2010-09-27,2173739595
2010-09-28,2161707826
2010-09-29,2063448380
2010-09-30,2009657566
2010-10-01,2035653136
2010-10-04,2009657566
2010-10-05,2167630648
2010-10-06,2097642574
2010-10-07,2087644277
2010-10-08,2145634396
2010-10-11,2101641892
2010-10-12,2139635418
2010-10-13,2237618723
2010-10-14,2599557051
2010-10-15,2493575109
2010-10-18,2519570680
2010-10-19,2427586353
2010-10-20,2569562161
2010-10-21,2509572383
2010-10-22,2475578176
2010-10-25,2425586694
2010-10-26,2475578176
2010-10-27,2435584990
2010-10-28,2233619404
2010-10-29,2241618041
2010-11-01,2241618041
2010-11-02,2239618382
2010-11-03,2265613952
2010-11-04,2427586353
2010-11-05,2467579539
2010-11-08,2419587716
2010-11-09,2257615315
2010-11-10,2301607819
2010-11-11,2221621448
2010-11-12,2193626219
2010-11-15,2163631330
2010-11-16,1983661995
2010-11-17,1951667447
2010-11-18,1973663699
2010-11-19,2117639166
2010-11-22,2069647344
2010-11-23,2011657225
2010-11-24,2099642233
2010-11-26,2081645300
2010-11-29,2055649729
2010-11-30,1997659610
2010-12-01,1957666425
2010-12-02,1993660292
2010-12-03,2071647003
2010-12-06,2009657566
2010-12-07,1975663358
2010-12-08,1931670854
2010-12-09,1953667106
2010-12-10,1999659270
2010-12-13,2073646662
2010-12-14,1995659951
2010-12-15,1965665062
2010-12-16,1995659951
2010-12-17,1967664721
2010-12-20,1971664040
2010-12-21,1997659610
2010-12-22,1979662677
2010-12-23,1971664040
2010-12-27,1959666084
2010-12-28,1903675625
2010-12-29,2071647003
2010-12-30,2373595553
2010-12-31,2397673380
2011-01-03,2547652949
2011-01-04,2567650225
2011-01-05,2537654311
2011-01-06,2509658125
2011-01-07,2491660577
2011-01-10,2455665480
2011-01-11,2705631429
2011-01-12,2721629249
2011-01-13,2665636877
2011-01-14,2615643687
2011-01-18,2653638511
2011-01-19,2471663301
2011-01-20,2465664118
2011-01-21,2501659215
2011-01-24,2453665752
2011-01-25,2273690269
2011-01-26,2239694900
2011-01-27,2235695445
2011-01-28,2149707159
2011-01-31,2139708521
2011-02-01,2169704435
2011-02-02,2161705524
2011-02-03,2151706886
2011-02-04,2153706614
2011-02-07,2209698986
2011-02-08,2227696535
2011-02-09,2183702528
2011-02-10,2203699804
2011-02-11,2255692721
2011-02-14,2265691359
2011-02-15,2343680735
2011-02-16,2405672290
2011-02-17,2409671745
2011-02-18,2409671745
2011-02-22,2209698986
2011-02-23,2189701711
2011-02-24,2171704162
2011-02-25,2259692176
2011-02-28,2241694628
2011-03-01,2209698986
2011-03-02,2103713424
2011-03-03,2169704435
2011-03-04,2095714514
2011-03-07,2207699259
2011-03-08,2249693538
2011-03-09,2157706069
2011-03-10,2059719417
2011-03-11,2053720234
2011-03-14,2013725683
2011-03-15,2011725955
2011-03-16,1949734400
2011-03-17,1961732765
2011-03-18,2009726227
2011-03-21,2127710155
2011-03-22,2099713969
2011-03-23,2099713969
2011-03-24,2089715331
2011-03-25,2075717238
2011-03-28,2077716966
2011-03-29,2073717510
2011-03-30,2037722414
2011-03-31,2000929801
2011-04-01,1994950927
2011-04-04,2024845297
2011-04-05,1977014306
2011-04-06,1975021348
2011-04-07,1947119936
2011-04-08,1905267819
2011-04-11,1889324155
2011-04-12,1857436828
2011-04-13,1839500206
2011-04-14,1779711467
2011-04-15,2088619952
2011-04-18,2004915717
2011-04-19,1996943885
2011-04-20,2102570658
2011-04-21,2170331229
2011-04-25,2176310103
2011-04-26,2094598826
2011-04-27,2026838255
2011-04-28,2062711498
2011-04-29,2056732625
2011-05-02,1986979096
2011-05-03,1945126978
2011-05-04,1907260777
2011-05-05,1919218525
2011-05-06,2002922759
2011-05-09,1986979096
2011-05-10,1998936843
2011-05-11,1911246693
2011-05-12,1929183314
2011-05-13,1883345281
2011-05-16,1817577668
2011-05-17,1831528374
2011-05-18,1783697383
2011-05-19,1763767803
2011-05-20,1735866391
2011-05-23,1751810055
2011-05-24,1753803013
2011-05-25,1807612878
2011-05-26,1833521332
2011-05-27,1785690341
2011-05-31,1753803013
2011-06-01,1652162157
2011-06-02,1696007232
2011-06-03,1725901602
2011-06-06,1646183283
2011-06-07,1638211451
2011-06-08,1570450880
2011-06-09,1596359333
2011-06-10,1560486090
2011-06-13,1586394544
2011-06-14,1652162157
2011-06-15,1606324123
2011-06-16,1606324123
2011-06-17,1594366376
2011-06-20,1602338207
2011-06-21,1658141031
2011-06-22,1658141031
2011-06-23,1660133989
2011-06-24,1652162157
2011-06-27,1628246661
2011-06-28,1548528342
2011-06-29,1715936812
2011-06-30,1699873624
2011-07-01,1774206418
2011-07-05,1695961372
2011-07-06,1764425787
2011-07-07,1803548310
2011-07-08,1754645156
2011-07-11,1654882722
2011-07-12,1768338039
2011-07-13,1795723805
2011-07-14,1960038402
2011-07-15,1995248672
2011-07-18,1917003627
2011-07-19,1897442365
2011-07-20,1950257771
2011-07-21,1928740383
2011-07-22,1924828131
2011-07-25,1846583085
2011-07-26,1842670833
2011-07-27,1795723805
2011-07-28,1809416688
2011-07-29,1799636057
2011-08-01,1791811553
2011-08-02,1717478759
2011-08-03,1660751101
2011-08-04,1514041640
2011-08-05,1463182360
2011-08-08,1281262628
2011-08-09,1318429025
2011-08-10,1277350375
2011-08-11,1310604520
2011-08-12,1257789114
2011-08-15,1318429025
2011-08-16,1294955511
2011-08-17,1291043259
2011-08-18,1232359474
2011-08-19,1238227852
2011-08-22,1179544068
2011-08-23,1236271726
2011-08-24,1318429025
2011-08-25,1349727043
2011-08-26,1388849566
2011-08-29,1510129387
2011-08-30,1512085513
2011-08-31,1517953892
2011-09-01,1490568126
2011-09-02,1494480378
2011-09-06,1472962990
2011-09-07,1551208036
2011-09-08,1514041640
2011-09-09,1443621098
2011-09-12,1510129387
2011-09-13,1537515153
2011-09-14,1586418307
2011-09-15,1658794975
2011-09-16,1680312362
2011-09-19,1647058218
2011-09-20,1670531732
2011-09-21,1543383532
2011-09-22,1406454701
2011-09-23,1447533351
2011-09-26,1482743621
2011-09-27,1480787495
2011-09-28,1427972089
2011-09-29,1478831369
2011-09-30,1406668112
2011-10-03,1323467660
2011-10-04,1360230650
2011-10-05,1524696661
2011-10-06,1600157536
2011-10-07,1505347718
2011-10-10,1561459651
2011-10-11,1530501343
2011-10-12,1547915392
2011-10-13,1489868564
2011-10-14,1499543036
2011-10-17,1451170680
2011-10-18,1567264334
2011-10-19,1526631555
2011-10-20,1576938805
2011-10-21,1600157536
2011-10-24,1664009046
2011-10-25,1602092430
2011-10-26,1646594998
2011-10-27,1702706931
2011-10-28,1671748623
2011-10-31,1702706931
2011-11-01,1609832007
2011-11-02,1638855421
2011-11-03,1679488200
2011-11-04,1609832007
2011-11-07,1609832007
2011-11-08,1636920527
2011-11-09,1524696661
2011-11-10,1547915392
2011-11-11,1573069017
2011-11-14,1515022189
2011-11-15,1491803459
2011-11-16,1464714939
2011-11-17,1445365997
2011-11-18,1458910256
2011-11-21,1437626420
2011-11-22,1404733218
2011-11-23,1443431103
2011-11-25,1435691526
2011-11-28,1505347718
2011-11-29,1580808594
2011-11-30,1876847412
2011-12-01,1975527019
2011-12-02,2054857682
2011-12-05,2085815990
2011-12-06,2099360250
2011-12-07,2172886231
2011-12-08,2109034721
2011-12-09,2184495596
2011-12-12,2205779433
2011-12-13,2221258587
2011-12-14,2325742876
2011-12-15,2354766290
2011-12-16,2294784568
2011-12-19,2227063270
2011-12-20,2248347106
2011-12-21,2318003299
2011-12-22,2343156924
2011-12-23,2370245444
2011-12-27,2296719462
2011-12-28,2242542424
2011-12-29,2248347106
2011-12-30,2242542424
2012-01-03,2424422482
2012-01-04,2345091818
2012-01-05,2364440761
2012-01-06,2391529280
2012-01-09,2358636078
2012-01-10,2492143781
2012-01-11,2577279127
2012-01-12,2557930185
2012-01-13,2472794838
2012-01-17,2377985020
2012-01-18,2449576107
2012-01-19,2389594386
2012-01-20,2408943328
2012-01-23,2345091818
2012-01-24,2377985020
2012-01-25,2391529280
2012-01-26,2321873088
2012-01-27,2356701184
2012-01-30,2321873088
2012-01-31,2383789703
2012-02-01,2509557829
2012-02-02,2451511002
2012-02-03,2414748011
2012-02-06,2348961607
2012-02-07,2333482453
2012-02-08,2348961607
2012-02-09,2323807982
2012-02-10,2306393934
2012-02-13,2335417347
2012-02-14,2310263722
2012-02-15,2259956472
2012-02-16,2252216895
2012-02-17,2207714327
2012-02-21,2267696049
2012-02-22,2213519010
2012-02-23,2244477318
2012-02-24,2169016443
2012-02-27,2196104962
2012-02-28,2112904510
2012-02-29,2085815990
2012-03-01,2010355115
2012-03-02,1979396807
2012-03-05,1981331701
2012-03-06,1909740614
2012-03-07,1867172941
2012-03-08,1871042730
2012-03-09,1859433364
2012-03-12,1822670374
2012-03-13,1921349980
2012-03-14,1882652095
2012-03-15,1961982759
2012-03-16,1936829134
2012-03-19,1950373393
2012-03-20,1907805720
2012-03-21,1876847412
2012-03-22,1807191220
2012-03-23,1836214633
2012-03-26,1840084422
2012-03-27,1830409951
2012-03-28,1971657230
2012-03-29,1925219768
2012-03-30,1896196355
2012-04-02,1956722955
2012-04-03,1883030713
2012-04-04,1855880940
2012-04-05,1838427514
2012-04-09,1815156280
2012-04-10,1716253534
2012-04-11,1758917463
2012-04-12,1993569076
2012-04-13,1972237112
2012-04-16,1960601494
2012-04-17,1962540764
2012-04-18,1950905147
2012-04-19,1941208799
2012-04-20,1863638018
2012-04-23,1832609705
2012-04-24,1902423408
2012-04-25,1947026608
2012-04-26,1972237112
2012-04-27,1964480033
2012-04-30,1954783686
2012-05-01,2026536658
2012-05-02,1989690537
2012-05-03,1910180487
2012-05-04,1861698748
2012-05-07,1861698748
2012-05-08,1879152174
2012-05-09,1871395096
2012-05-10,1904362678
2012-05-11,1817095549
2012-05-14,1805459932
2012-05-15,1834548975
2012-05-16,1758917463
2012-05-17,1667771795
2012-05-18,1572747588
2012-05-21,1640622022
2012-05-22,1636743483
2012-05-23,1646439830
2012-05-24,1648379100
2012-05-25,1636743483
2012-05-29,1716253534
2012-05-30,1702678647
2012-05-31,1739524768
2012-06-01,1698800108
2012-06-04,1648379100
2012-06-05,1727889151
2012-06-06,1850063131
2012-06-07,1857820209
2012-06-08,1848123862
2012-06-11,1791885045
2012-06-12,1840366783
2012-06-13,1848123862
2012-06-14,1898544869
2012-06-15,1900484139
2012-06-18,1919876834
2012-06-19,1960601494
2012-06-20,1958662225
2012-06-21,1927633912
2012-06-22,1966419303
2012-06-25,1902423408
2012-06-26,1962540764
2012-06-27,2007143963
2012-06-28,2049807893
2012-06-29,2096350361
2012-07-02,2115230734
2012-07-03,2142373933
2012-07-05,2122985934
2012-07-06,2111353134
2012-07-09,2057066736
2012-07-10,1872880742
2012-07-11,1907779140
2012-07-12,2035739937
2012-07-13,2018290737
2012-07-16,2031862337
2012-07-17,2059005536
2012-07-18,2072577135
2012-07-19,2076454735
2012-07-20,2035739937
2012-07-23,1973698338
2012-07-24,1932983540
2012-07-25,1882574741
2012-07-26,1867064342
2012-07-27,1867064342
2012-07-30,1911656740
2012-07-31,1851553942
2012-08-01,1805022744
2012-08-02,1739103546
2012-08-03,1785634744
2012-08-06,1739103546
2012-08-07,1754613945
2012-08-08,1698388747
2012-08-09,1950432739
2012-08-10,2018290737
2012-08-13,2014413137
2012-08-14,2018290737
2012-08-15,2016351937
2012-08-16,2082271135
2012-08-17,2119108334
2012-08-20,2124924734
2012-08-21,2121047134
2012-08-22,2057066736
2012-08-23,2039617536
2012-08-24,2045433936
2012-08-27,2020229537
2012-08-28,2109414334
2012-08-29,2119108334
2012-08-30,2109414334
2012-08-31,2109414334
2012-09-04,2136557533
2012-09-05,2119108334
2012-09-06,2167578332
2012-09-07,2208293131
2012-09-10,2225742331
2012-09-11,2235436330
2012-09-12,2252885530
2012-09-13,2297477928
2012-09-14,2278089929
2012-09-17,2247069130
2012-09-18,2167578332
2012-09-19,2192782732
2012-09-20,2169517132
2012-09-21,2163700733
2012-09-24,2057066736
2012-09-25,1998902738
2012-09-26,1975637138
2012-09-27,1989208738
2012-09-28,1964004339
2012-10-01,1993870313
2012-10-02,2009432227
2012-10-03,2040556057
2012-10-04,2120310869
2012-10-05,2104748955
2012-10-08,2069734647
2012-10-09,2052227493
2012-10-10,2001651270
2012-10-11,2046391775
2012-10-12,2052227493
2012-10-15,2110584673
2012-10-16,2139763263
2012-10-17,2139763263
2012-10-18,2100858476
2012-10-19,2001651270
2012-10-22,2007486988
2012-10-23,1968582201
2012-10-24,1980253637
2012-10-25,1960801244
2012-10-26,1879101192
2012-10-31,1925786936
2012-11-01,1939403612
2012-11-02,1890772628
2012-11-05,1900498825
2012-11-06,1927732176
2012-11-07,1789620183
2012-11-08,1688467738
2012-11-09,1667070105
2012-11-12,1635946276
2012-11-13,1324707983
2012-11-14,1346105616
2012-11-15,1353886573
2012-11-16,1346105616
2012-11-19,1388900881
2012-11-20,1402517556
2012-11-21,1571753378
2012-11-23,1626220079
2012-11-26,1719591567
2012-11-27,1665124866
2012-11-28,1719591567
2012-11-29,1727372525
2012-11-30,1739043961
2012-12-03,1721536807
2012-12-04,1692358217
2012-12-05,1678741541
2012-12-06,1643727233
2012-12-07,1635946276
2012-12-10,1637891515
2012-12-11,1626220079
2012-12-12,1583424814
2012-12-13,1657343909
2012-12-14,1546465267
2012-12-17,1554246224
2012-12-18,1569808139
2012-12-19,1581479575
2012-12-20,1554246224
2012-12-21,1525067634
2012-12-24,1517286677
2012-12-26,1546465267
2012-12-27,1513396198
2012-12-28,1517286677
2012-12-31,1484522684
2013-01-02,1543147147
2013-01-03,1539364923
2013-01-04,1719020535
2013-01-07,1637702732
2013-01-08,1543147147
2013-01-09,1548820482
2013-01-10,1622573838
2013-01-11,1562058264
2013-01-14,1533691588
2013-01-15,1569622711
2013-01-16,1518562695
2013-01-17,1518562695
2013-01-18,1524236030
2013-01-22,1632029397
2013-01-23,1616900503
2013-01-24,1565840487
2013-01-25,1592316051
2013-01-28,1535582700
2013-01-29,1577187157
2013-01-30,1637702732
2013-01-31,1628247173
2013-02-01,1650940514
2013-02-04,1620682726
2013-02-05,1669851631
2013-02-06,1968647279
2013-02-07,1917587263
2013-02-08,1928933933
2013-02-11,1979993949
2013-02-12,1985667285
2013-02-13,1991340620
2013-02-14,2070767311
2013-02-15,2029162854
2013-02-19,2065093976
2013-02-20,1968647279
2013-02-21,1934607269
2013-02-22,1910022817
2013-02-25,1864636136
2013-02-26,1872200583
2013-02-27,1887329476
2013-02-28,1828705013
2013-03-01,1949736162
2013-03-04,2416840752
2013-03-05,2356325178
2013-03-06,2462227433
2013-03-07,2422514087
2013-03-08,2363889625
2013-03-11,2365780736
2013-03-12,2348760731
2013-03-13,2371454071
2013-03-14,2331740726
2013-03-15,2263660704
2013-03-18,2229620694
2013-03-19,2165322896
2013-03-20,2186125125
2013-03-21,2108589545
2013-03-22,2116153992
2013-03-25,2040509524
2013-03-26,2010251737
2013-03-27,1962973944
2013-03-28,1942171715
2013-04-01,1918118163
2013-04-02,1925684704
2013-04-03,1893526905
2013-04-04,1933251245
2013-04-05,1946492692
2013-04-08,2084582067
2013-04-09,1980542127
2013-04-10,2020266468
2013-04-11,1986217033
2013-04-12,1971083951
2013-04-15,1859477470
2013-04-16,1893526905
2013-04-17,1855694199
2013-04-18,1815969859
2013-04-19,1870827282
2013-04-22,1850019294
2013-04-23,1904876716
2013-04-24,1965409045
2013-04-25,2014591562
2013-04-26,1948384328
2013-04-29,1863260740
2013-04-30,1789486965
2013-05-01,1791378600
2013-05-02,1717604825
2013-05-03,1859477470
2013-05-06,2703146800
2013-05-07,2722063153
2013-05-08,2928251397
2013-05-09,2964192468
2013-05-10,2916901586
2013-05-13,2969867373
2013-05-14,2964192468
2013-05-15,2911226680
2013-05-16,2888527057
2013-05-17,2903660139
2013-05-20,2905551774
2013-05-21,2799620199
2013-05-22,2765570764
2013-05-23,2799620199
2013-05-24,2756112588
2013-05-28,2672880636
2013-05-29,2672880636
2013-05-30,2718279882
2013-05-31,2695580259
2013-06-03,2631264660
2013-06-04,2548032708
2013-06-05,2498850191
2013-06-06,2544249438
2013-06-07,2648289378
2013-06-10,2699363530
2013-06-11,2582082143
2013-06-12,2513983273
2013-06-13,2616131578
2013-06-14,2536682897
2013-06-17,2538574532
2013-06-18,2604781766
2013-06-19,2513983273
2013-06-20,2445884404
2013-06-21,2423184780
2013-06-24,2349411005
2013-06-25,2419401510
2013-06-26,2538574532
2013-06-27,2517766544
2013-06-28,2517766544
2013-07-01,2565693844
2013-07-02,2527907484
2013-07-03,2490121124
2013-07-05,2569472480
2013-07-08,2575140434
2013-07-09,2577029752
2013-07-10,2497678396
2013-07-11,2554357936
2013-07-12,2620484066
2013-07-15,2588365660
2013-07-16,2541132710
2013-07-17,2560025890
2013-07-18,2592144296
2013-07-19,2524128848
2013-07-22,2575140434
2013-07-23,2558136572
2013-07-24,2543022028
2013-07-25,2535464756
2013-07-26,2543022028
2013-07-29,2526018166
2013-07-30,2514682258
2013-07-31,2550579300
2013-08-01,2595922932
2013-08-02,2639377246
2013-08-05,2611037476
2013-08-06,2580808388
2013-08-07,2537354074
2013-08-08,2437220220
2013-08-09,2408880450
2013-08-12,2412659086
2013-08-13,2384319316
2013-08-14,2384319316
2013-08-15,2384319316
2013-08-16,2342754320
2013-08-19,2282296144
2013-08-20,2287964098
2013-08-21,2299300006
2013-08-22,2316303868
2013-08-23,2329529094
2013-08-26,2320082504
2013-08-27,2240731148
2013-08-28,2225616604
2013-08-29,2223727286
2013-08-30,2235063194
2013-09-03,2333307730
2013-09-04,2369204772
2013-09-05,2308746596
2013-09-06,2265292282
2013-09-09,2265292282
2013-09-10,2240731148
2013-09-11,2176494336
2013-09-12,2189719562
2013-09-13,2185940926
2013-09-16,2189719562
2013-09-17,2229395240
2013-09-18,2235063194
2013-09-19,2218059332
2013-09-20,2138707976
2013-09-23,2102810934
2013-09-24,2085807071
2013-09-25,2104700252
2013-09-26,2042352758
2013-09-27,1961112084
2013-09-30,1933470102
2013-10-01,1939140102
2013-10-02,2018520106
2013-10-03,1976940104
2013-10-04,2012850106
2013-10-07,1952370103
2013-10-08,1924020101
2013-10-09,1820070096
2013-10-10,1827630096
2013-10-11,1903230100
2013-10-14,1965600104
2013-10-15,1950480103
2013-10-16,2035530107
2013-10-17,2079000110
2013-10-18,2056320108
2013-10-21,2033640107
2013-10-22,2048760108
2013-10-23,2027970107
2013-10-24,2096010110
2013-10-25,2088450110
2013-10-28,2194290116
2013-10-29,2215080117
2013-10-30,2126250112
2013-10-31,2148930113
2013-11-01,2143260113
2013-11-04,2220750117
2013-11-05,2205630116
2013-11-06,2182950115
2013-11-07,2105460111
2013-11-08,2147040113
2013-11-11,2207520116
2013-11-12,2203740116
2013-11-13,2326590123
2013-11-14,2394630126
2013-11-15,2441880129
2013-11-18,2409750127
2013-11-19,2368170125
2013-11-20,2360610124
2013-11-21,2407860127
2013-11-22,2436210128
2013-11-25,2411640127
2013-11-26,2419200128
2013-11-27,2394630126
2013-11-29,2436210128
2013-12-02,2417310127
2013-12-03,2381400126
2013-12-04,2430540128
2013-12-05,2334150123
2013-12-06,2315250122
2013-12-09,2343600124
2013-12-10,2260440119
2013-12-11,2158380114
2013-12-12,2096010110
2013-12-13,2099790111
2013-12-16,2099790111
