,BKNG
2009-08-24,6394289490
2009-08-25,6484110080
2009-08-26,6432601590
2009-08-27,6656088840
2009-08-28,6660771430
2009-08-31,6554774620
2009-09-01,6351720490
2009-09-02,6420682270
2009-09-03,6454737470
2009-09-04,6546686510
2009-09-08,6710577159
2009-09-09,6824662080
2009-09-10,6903840420
2009-09-11,6934490100
2009-09-14,6943855280
2009-09-15,6943003900
2009-09-16,7161808560
2009-09-17,7066454000
2009-09-18,6971950820
2009-09-21,7026013450
2009-09-22,7004728950
2009-09-23,6882555920
2009-09-24,6794863780
2009-09-25,6899157830
2009-09-28,7020905170
2009-09-29,7109023000
2009-09-30,7031762920
2009-10-01,6861714860
2009-10-02,6924051680
2009-10-05,7108941839
2009-10-06,7256938780
2009-10-07,7378219940
2009-10-08,7273053060
2009-10-09,7247609460
2009-10-12,7249305699
2009-10-13,7209020000
2009-10-14,7270508699
2009-10-15,7288743280
2009-10-16,7129296720
2009-10-19,7333693640
2009-10-20,7466424420
2009-10-21,7463456000
2009-10-22,7422322180
2009-10-23,7511798839
2009-10-26,7590674000
2009-10-27,7292983880
2009-10-28,6974514820
2009-10-29,6896063720
2009-10-30,6691242740
2009-11-02,6894367480
2009-11-03,6975787000
2009-11-04,7019041120
2009-11-05,7124632060
2009-11-06,7293832000
2009-11-09,7367194380
2009-11-10,8660153320
2009-11-11,8345500800
2009-11-12,8360342900
2009-11-13,8563043580
2009-11-16,8741572840
2009-11-17,8875151740
2009-11-18,8891690080
2009-11-19,8805181840
2009-11-20,8852252500
2009-11-23,8985407340
2009-11-24,8942577280
2009-11-25,9028237400
2009-11-27,8829353260
2009-11-30,9079972720
2009-12-01,9108808800
2009-12-02,9245780180
2009-12-03,9329744060
2009-12-04,9359852320
2009-12-07,9164784720
2009-12-08,9162240360
2009-12-09,9233482440
2009-12-10,9402258320
2009-12-11,9359004200
2009-12-14,9391232760
2009-12-15,9257653860
2009-12-16,9392929000
2009-12-17,9137644880
2009-12-18,9176234340
2009-12-21,9296667380
2009-12-22,9342465860
2009-12-23,9710974000
2009-12-24,9668568000
2009-12-28,9721151440
2009-12-29,9527356020
2009-12-30,9482405660
2009-12-31,10114348690
2010-01-04,10371363640
2010-01-05,10491767040
2010-01-06,10145375720
2010-01-07,10008764170
2010-01-08,10012468890
2010-01-11,10137503190
2010-01-12,9909199820
2010-01-13,9924018700
2010-01-14,9667929930
2010-01-15,9667929930
2010-01-19,9664688300
2010-01-20,9554009790
2010-01-21,9634124360
2010-01-22,9456297800
2010-01-25,9393317560
2010-01-26,9467411960
2010-01-27,9610043680
2010-01-28,9339599120
2010-01-29,9046463150
2010-02-01,9456297800
2010-02-02,9466485780
2010-02-03,9656815770
2010-02-04,9262263090
2010-02-05,9121020640
2010-02-08,9290511580
2010-02-09,9510942420
2010-02-10,9558177600
2010-02-11,9673950100
2010-02-12,9622084020
2010-02-16,9780923890
2010-02-17,9857796830
2010-02-18,10787681550
2010-02-19,10677466130
2010-02-22,10608002630
2010-02-23,10423692810
2010-02-24,10420451180
2010-02-25,10367195830
2010-02-26,10498713390
2010-03-01,11046548860
2010-03-02,11176214060
2010-03-03,10920588380
2010-03-04,10795554080
2010-03-05,10898360060
2010-03-08,11122495620
2010-03-09,11036823970
2010-03-10,11160005910
2010-03-11,11216502890
2010-03-12,11063683190
2010-03-15,11061367740
2010-03-16,11197979290
2010-03-17,11249382280
2010-03-18,11244288290
2010-03-19,11068314090
2010-03-22,11254013180
2010-03-23,11318382690
2010-03-24,11290134200
2010-03-25,11810184270
2010-03-26,11674961990
2010-03-29,11839822030
2010-03-30,11854640910
2010-03-31,12186705000
2010-04-01,12282287000
2010-04-05,12313351149
2010-04-06,12502125600
2010-04-07,12416579710
2010-04-08,12392684210
2010-04-09,12401286590
2010-04-12,12436651930
2010-04-13,12310961600
2010-04-14,12677040660
2010-04-15,12663659180
2010-04-16,12180014260
2010-04-19,11832095780
2010-04-20,12200086480
2010-04-21,12098291650
2010-04-22,12344893210
2010-04-23,12506904700
2010-04-26,12920774760
2010-04-27,12631161300
2010-04-28,12510727979
2010-04-29,13046943000
2010-04-30,12523631550
2010-05-03,12859602280
2010-05-04,12347760670
2010-05-05,11803421180
2010-05-06,11140082100
2010-05-07,10771613490
2010-05-10,11935802250
2010-05-11,10493469870
2010-05-12,10412703080
2010-05-13,10174225990
2010-05-14,9953909480
2010-05-17,9565368650
2010-05-18,9216972260
2010-05-19,9085547010
2010-05-20,8650171000
2010-05-21,9139550840
2010-05-24,9230353740
2010-05-25,9244691040
2010-05-26,9195944220
2010-05-27,9443023690
2010-05-28,9135727560
2010-06-01,8841812910
2010-06-02,9072165530
2010-06-03,8846592010
2010-06-04,8532605140
2010-06-07,8429854489
2010-06-08,8446103429
2010-06-09,8372505290
2010-06-10,8661640840
2010-06-11,8789242810
2010-06-14,8800234740
2010-06-15,8878134070
2010-06-16,9386630310
2010-06-17,9331670660
2010-06-18,9227964190
2010-06-21,9044446750
2010-06-22,9030109450
2010-06-23,8996655750
2010-06-24,8846592010
2010-06-25,9175394090
2010-06-28,8981362630
2010-06-29,8616239390
2010-06-30,8574547800
2010-07-01,8841197100
2010-07-02,8568233700
2010-07-06,8815455000
2010-07-07,9263756100
2010-07-08,9679029600
2010-07-09,9912651300
2010-07-12,9908280000
2010-07-13,10506662400
2010-07-14,10459549500
2010-07-15,10812167700
2010-07-16,10598459700
2010-07-19,10687828500
2010-07-20,10765054800
2010-07-21,10609145100
2010-07-22,11070074400
2010-07-23,11105044800
2010-07-26,11246383500
2010-07-27,10881137100
2010-07-28,10883079900
2010-07-29,10888908300
2010-07-30,10899108000
2010-08-02,11043846600
2010-08-03,11203641900
2010-08-04,13662741000
2010-08-05,14214981900
2010-08-06,14340292500
2010-08-09,14217896100
2010-08-10,14280065700
2010-08-11,14041587000
2010-08-12,14551572000
2010-08-13,14434518300
2010-08-16,14304836400
2010-08-17,14744394900
2010-08-18,14455889100
2010-08-19,14545257900
2010-08-20,14685625200
2010-08-23,14562257400
2010-08-24,14172726000
2010-08-25,14323292999
2010-08-26,13880820300
2010-08-27,14458317600
2010-08-30,14069757600
2010-08-31,14157183600
2010-09-01,14903218799
2010-09-02,15118869599
2010-09-03,15243694500
2010-09-07,15131983500
2010-09-08,15968358900
2010-09-09,15726966000
2010-09-10,15695395499
2010-09-13,16042671000
2010-09-14,16259778900
2010-09-15,16128154200
2010-09-16,16143696600
2010-09-17,16268521500
2010-09-20,16876617900
2010-09-21,16563341400
2010-09-22,16423945499
2010-09-23,16377804000
2010-09-24,16721193900
2010-09-27,16764421200
2010-09-28,16996100100
2010-09-29,16908674100
2010-09-30,16704644699
2010-10-01,16200158100
2010-10-04,15903796200
2010-10-05,16541597700
2010-10-06,15954148950
2010-10-07,15866391300
2010-10-08,16347859499
2010-10-11,15937844250
2010-10-12,16121511900
2010-10-13,16354573200
2010-10-14,16739172300
2010-10-15,17004843000
2010-10-18,16964560800
2010-10-19,16568932050
2010-10-20,16667719350
2010-10-21,16482133500
2010-10-22,17431642500
2010-10-25,17835903150
2010-10-26,17956270200
2010-10-27,17863237500
2010-10-28,17627298900
2010-10-29,18069923550
2010-11-01,17937088200
2010-11-02,18279966450
2010-11-03,18222420450
2010-11-04,18228654600
2010-11-05,18648260850
2010-11-08,18634353900
2010-11-09,20172270750
2010-11-10,20096501850
2010-11-11,20120479350
2010-11-12,19897968150
2010-11-15,19538305650
2010-11-16,19134045000
2010-11-17,19406429400
2010-11-18,19692720750
2010-11-19,19641888450
2010-11-22,20161241100
2010-11-23,19558446750
2010-11-24,19721014200
2010-11-26,19703270850
2010-11-29,19405470300
2010-11-30,18896667750
2010-12-01,19330660500
2010-12-02,19325385450
2010-12-03,19858645050
2010-12-06,20004907800
2010-12-07,19802058150
2010-12-08,19950718650
2010-12-09,19908518250
2010-12-10,20139661350
2010-12-13,19757460000
2010-12-14,19193509200
2010-12-15,19128290400
2010-12-16,19195427400
2010-12-17,19212691200
2010-12-20,19437600150
2010-12-21,19517685000
2010-12-22,19957432350
2010-12-23,19814526450
2010-12-27,19577149200
2010-12-28,19412184000
2010-12-29,19455343500
2010-12-30,19386767850
2010-12-31,19705406450
2011-01-03,20516210810
2011-01-04,20190212220
2011-01-05,21384718400
2011-01-06,21568185080
2011-01-07,21729458210
2011-01-10,21727978640
2011-01-11,21266845990
2011-01-12,21416282560
2011-01-13,21676193690
2011-01-14,21601228810
2011-01-18,21745240290
2011-01-19,21307287570
2011-01-20,20922106180
2011-01-21,20990166400
2011-01-24,20901392200
2011-01-25,21150946340
2011-01-26,20847141300
2011-01-27,21559307660
2011-01-28,20975863890
2011-01-31,21134177880
2011-02-01,21598269670
2011-02-02,21561773610
2011-02-03,21502590810
2011-02-04,21376334170
2011-02-07,21562266800
2011-02-08,21835987250
2011-02-09,22248294090
2011-02-10,22461352170
2011-02-11,22459379410
2011-02-14,22539276190
2011-02-15,22548646800
2011-02-16,22590074760
2011-02-17,22453461130
2011-02-18,22140778670
2011-02-22,21393595820
2011-02-23,21009400810
2011-02-24,22802146460
2011-02-25,22688219570
2011-02-28,22384907720
2011-03-01,21958298370
2011-03-02,22153108420
2011-03-03,22922978010
2011-03-04,23137022470
2011-03-07,23016684110
2011-03-08,23134556520
2011-03-09,23106937880
2011-03-10,22904236790
2011-03-11,22844067610
2011-03-14,22864781590
2011-03-15,22752827460
2011-03-16,22487491240
2011-03-17,22301558610
2011-03-18,22170863260
2011-03-21,22535330670
2011-03-22,22474668300
2011-03-23,22995476940
2011-03-24,23476337190
2011-03-25,24018353000
2011-03-28,23869902810
2011-03-29,24249659110
2011-03-30,24856776000
2011-03-31,25179183920
2011-04-01,25547594300
2011-04-04,25783257620
2011-04-05,25701222920
2011-04-06,25170731860
2011-04-07,25299501480
2011-04-08,25198076760
2011-04-11,25477989100
2011-04-12,25462576520
2011-04-13,25595323579
2011-04-14,25487932700
2011-04-15,25856840260
2011-04-18,25693268040
2011-04-19,26128300540
2011-04-20,26417659300
2011-04-21,27044106100
2011-04-25,27062004579
2011-04-26,26732871420
2011-04-27,26820375100
2011-04-28,27346391540
2011-04-29,27196243180
2011-05-02,27625806700
2011-05-03,26853188980
2011-05-04,26726408079
2011-05-05,26547920460
2011-05-06,25805133540
2011-05-09,26310765600
2011-05-10,26275963000
2011-05-11,25902580820
2011-05-12,26050243280
2011-05-13,25883687980
2011-05-16,25027046840
2011-05-17,25077759200
2011-05-18,25772816840
2011-05-19,25957767800
2011-05-20,25857337440
2011-05-23,24941531880
2011-05-24,24407560560
2011-05-25,24799835580
2011-05-26,25113058980
2011-05-27,24930593920
2011-05-31,25614216420
2011-06-01,25210009080
2011-06-02,25494396040
2011-06-03,25246800400
2011-06-06,25001690660
2011-06-07,25163274160
2011-06-08,24892808240
2011-06-09,25016606060
2011-06-10,24519923240
2011-06-13,23970539340
2011-06-14,23900436960
2011-06-15,23425630060
2011-06-16,22955297780
2011-06-17,22987117300
2011-06-20,22809624040
2011-06-21,24242993980
2011-06-22,23897453880
2011-06-23,24361820000
2011-06-24,24012302460
2011-06-27,24217637800
2011-06-28,24630297200
2011-06-29,25051905840
2011-06-30,25483363470
2011-07-01,26124019199
2011-07-05,26650183230
2011-07-06,26688015270
2011-07-07,27246037860
2011-07-08,27485474850
2011-07-11,26708922449
2011-07-12,26311686030
2011-07-13,26495868330
2011-07-14,25871141880
2011-07-15,26009527500
2011-07-18,25718818140
2011-07-19,26756212500
2011-07-20,26380381050
2011-07-21,26184251790
2011-07-22,26401288230
2011-07-25,26370425250
2011-07-26,26565558929
2011-07-27,25746196590
2011-07-28,25999073910
2011-07-29,26763679350
2011-08-01,26823911940
2011-08-02,25801451280
2011-08-03,25983144630
2011-08-04,24060181860
2011-08-05,26273853989
2011-08-08,25138395000
2011-08-09,25756650179
2011-08-10,24829765200
2011-08-11,24897464640
2011-08-12,25044312690
2011-08-15,25603828650
2011-08-16,24756092280
2011-08-17,24483801150
2011-08-18,22838605200
2011-08-19,22348282050
2011-08-22,22217363280
2011-08-23,23725169190
2011-08-24,24167704500
2011-08-25,24071133240
2011-08-26,25062233130
2011-08-29,25935356790
2011-08-30,26642716380
2011-08-31,26744265540
2011-09-01,26374905360
2011-09-02,26292770010
2011-09-06,26567052300
2011-09-07,26987187060
2011-09-08,26800515810
2011-09-09,25922414250
2011-09-12,26326619730
2011-09-13,26035910370
2011-09-14,26360967239
2011-09-15,26084196000
2011-09-16,26157371130
2011-09-19,26455049550
2011-09-20,26743269960
2011-09-21,26446089330
2011-09-22,25166769030
2011-09-23,25616771190
2011-09-26,25565996610
2011-09-27,25443042480
2011-09-28,24794422110
2011-09-29,23795357580
2011-09-30,22317486840
2011-10-03,22133270500
2011-10-04,22046376000
2011-10-05,22129298180
2011-10-06,23315532240
2011-10-07,23224665420
2011-10-10,24025087900
2011-10-11,24492332040
2011-10-12,24109003160
2011-10-13,24517655580
2011-10-14,24783801020
2011-10-17,24471973900
2011-10-18,24489849340
2011-10-19,23784266000
2011-10-20,23527058280
2011-10-21,24601570840
2011-10-24,25811142280
2011-10-25,25078249240
2011-10-26,24610012020
2011-10-27,25847389699
2011-10-28,26002806719
2011-10-31,25210328880
2011-11-01,24281799080
2011-11-02,24511200560
2011-11-03,25408448340
2011-11-04,25490873980
2011-11-07,25273886000
2011-11-08,27451213900
2011-11-09,26641853699
2011-11-10,26235187440
2011-11-11,26480974739
2011-11-14,26535097600
2011-11-15,27151800280
2011-11-16,26730237820
2011-11-17,25492363600
2011-11-18,24674065680
2011-11-21,23717233100
2011-11-22,23887049780
2011-11-23,23065772620
2011-11-25,22800123720
2011-11-28,23461515000
2011-11-29,22989802000
2011-11-30,24126382060
2011-12-01,24252503220
2011-12-02,24155677920
2011-12-05,24033529080
2011-12-06,23789231400
2011-12-07,24046935660
2011-12-08,23807106840
2011-12-09,23821009960
2011-12-12,23605015060
2011-12-13,22974409260
2011-12-14,22105464260
2011-12-15,22115395060
2011-12-16,22695850320
2011-12-19,22827433420
2011-12-20,23838388860
2011-12-21,23453073820
2011-12-22,23818527260
2011-12-23,23919821420
2011-12-27,24042963340
2011-12-28,23605511600
2011-12-29,23635304000
2011-12-30,23223672340
2012-01-03,24173569050
2012-01-04,23962302570
2012-01-05,24226385670
2012-01-06,23932406370
2012-01-09,23721638160
2012-01-10,24130219560
2012-01-11,23802357900
2012-01-12,23726620860
2012-01-13,24038039610
2012-01-17,24824309670
2012-01-18,25851742410
2012-01-19,26212489890
2012-01-20,25839285660
2012-01-23,25811382540
2012-01-24,26095894710
2012-01-25,26326095450
2012-01-26,26142233820
2012-01-27,26202026220
2012-01-30,26030123070
2012-01-31,26382898230
2012-02-01,26702289300
2012-02-02,26599147410
2012-02-03,27254372460
2012-02-06,26743645710
2012-02-07,26367950130
2012-02-08,26825361990
2012-02-09,26913057510
2012-02-10,27157708080
2012-02-13,28458691050
2012-02-14,28747189380
2012-02-15,28416338099
2012-02-16,28467161640
2012-02-17,29025224040
2012-02-21,29136338250
2012-02-22,29284324440
2012-02-23,29268379800
2012-02-24,29418359070
2012-02-27,29474663580
2012-02-28,31528532520
2012-02-29,31242525540
2012-03-01,31755743640
2012-03-02,32181266220
2012-03-05,32023314630
2012-03-06,31378054980
2012-03-07,31969003200
2012-03-08,32577889140
2012-03-09,32260491150
2012-03-12,32434885650
2012-03-13,32576394330
2012-03-14,32424920250
2012-03-15,32748795750
2012-03-16,33658138500
2012-03-19,34725931110
2012-03-20,34703010690
2012-03-21,35060768550
2012-03-22,35476325730
2012-03-23,35625806730
2012-03-26,36642775800
2012-03-27,36316408950
2012-03-28,35785751400
2012-03-29,35877433080
2012-03-30,35750872500
2012-04-02,35863145640
2012-04-03,37041199440
2012-04-04,37154770800
2012-04-05,37697721600
2012-04-09,38093727000
2012-04-10,36923643120
2012-04-11,36341340840
2012-04-12,36967975800
2012-04-13,36620786160
2012-04-16,34968024000
2012-04-17,35634010440
2012-04-18,36473342640
2012-04-19,35724170160
2012-04-20,35374988040
2012-04-23,34818588000
2012-04-24,34121718120
2012-04-25,36091284600
2012-04-26,36525645240
2012-04-27,37963219560
2012-04-30,37897965840
2012-05-01,37616528040
2012-05-02,37909920720
2012-05-03,37345550760
2012-05-04,36664620720
2012-05-07,36743821800
2012-05-08,35675354400
2012-05-09,35812337400
2012-05-10,33927451320
2012-05-11,33642526680
2012-05-14,33034322159
2012-05-15,32991981960
2012-05-16,32987498880
2012-05-17,32149162920
2012-05-18,31481184000
2012-05-21,32760356159
2012-05-22,32879904960
2012-05-23,33529453440
2012-05-24,33322733640
2012-05-25,32521258560
2012-05-29,32778288480
2012-05-30,31768101120
2012-05-31,31156907880
2012-06-01,30410226000
2012-06-04,30711090480
2012-06-05,30874971960
2012-06-06,32004708120
2012-06-07,31687903800
2012-06-08,32096860320
2012-06-11,31964858520
2012-06-12,32227367760
2012-06-13,32203458000
2012-06-14,31895619840
2012-06-15,32846530920
2012-06-18,33548382000
2012-06-19,33877639320
2012-06-20,33414885840
2012-06-21,32755374960
2012-06-22,33223607760
2012-06-25,32459989800
2012-06-26,32694604320
2012-06-27,32569078080
2012-06-28,32053025760
2012-06-29,33101070240
2012-07-02,33941551860
2012-07-03,34424608050
2012-07-05,33980934150
2012-07-06,33482922660
2012-07-09,33144434370
2012-07-10,32335851150
2012-07-11,32236647660
2012-07-12,31858777080
2012-07-13,32051700450
2012-07-16,31791478230
2012-07-17,32272041870
2012-07-18,32686303679
2012-07-19,33533272169
2012-07-20,33559693200
2012-07-23,33355802610
2012-07-24,33179828580
2012-07-25,31457975040
2012-07-26,31322380320
2012-07-27,34097585490
2012-07-30,34025301540
2012-07-31,32988400740
2012-08-01,32053195980
2012-08-02,32353797510
2012-08-03,33100565490
2012-08-06,33156897120
2012-08-07,33888709799
2012-08-08,28032214320
2012-08-09,28029223260
2012-08-10,28074089160
2012-08-13,28016262000
2012-08-14,28148865660
2012-08-15,28679778809
2012-08-16,29252068290
2012-08-17,29351271780
2012-08-20,29243095110
2012-08-21,29200721760
2012-08-22,29463935040
2012-08-23,29588064030
2012-08-24,29570616179
2012-08-27,29332328400
2012-08-28,29418072120
2012-08-29,30070621710
2012-08-30,30090063600
2012-08-31,30138419070
2012-09-04,29755563390
2012-09-05,29670318179
2012-09-06,30110004000
2012-09-07,30984889049
2012-09-10,30325360320
2012-09-11,30795953760
2012-09-12,30905127450
2012-09-13,31253087429
2012-09-14,31779015480
2012-09-17,32071640850
2012-09-18,31941031230
2012-09-19,31856284530
2012-09-20,31594068270
2012-09-21,31712713650
2012-09-24,31464954179
2012-09-25,31493369250
2012-09-26,31011808590
2012-09-27,31432052520
2012-09-28,30861258570
2012-10-01,31161768200
2012-10-02,30733883600
2012-10-03,31060033400
2012-10-04,31669444800
2012-10-05,31512354300
2012-10-08,31465975200
2012-10-09,30814174300
2012-10-10,30042186700
2012-10-11,29829241800
2012-10-12,29580390500
2012-10-15,29972867400
2012-10-16,29810789900
2012-10-17,29834228800
2012-10-18,29043290600
2012-10-19,27952135000
2012-10-22,28286264000
2012-10-23,28378024800
2012-10-24,28110222899
2012-10-25,27820976900
2012-10-26,28897670200
2012-10-31,28613909900
2012-11-01,29228807000
2012-11-02,31654483800
2012-11-05,31656977300
2012-11-06,32161163000
2012-11-07,31648000700
2012-11-08,31311876900
2012-11-09,31212136900
2012-11-12,31589154099
2012-11-13,31433559699
2012-11-14,30739868000
2012-11-15,30795722400
2012-11-16,30659078600
2012-11-19,31193685000
2012-11-20,31696374600
2012-11-21,31895854600
2012-11-23,32012051700
2012-11-26,31916301300
2012-11-27,31754722500
2012-11-28,32816953499
2012-11-29,33200453800
2012-11-30,33073285300
2012-12-03,33303185999
2012-12-04,33104204699
2012-12-05,33125150100
2012-12-06,33120661800
2012-12-07,32869317000
2012-12-10,31216625200
2012-12-11,31079981400
2012-12-12,31155285100
2012-12-13,30574299600
2012-12-14,30597239800
2012-12-17,30763306900
2012-12-18,31554743800
2012-12-19,31279960100
2012-12-20,31459492100
2012-12-21,30863545600
2012-12-24,30786745800
2012-12-26,30040191900
2012-12-27,30422196100
2012-12-28,30364845600
2012-12-31,30981656210
2013-01-02,31881057600
2013-01-03,32396927470
2013-01-04,32380946990
2013-01-07,32828899820
2013-01-08,32830897379
2013-01-09,32539753010
2013-01-10,32641129180
2013-01-11,32734515110
2013-01-14,33105561879
2013-01-15,33127035650
2013-01-16,33351261760
2013-01-17,33453636710
2013-01-18,33594964080
2013-01-22,33522552530
2013-01-23,33571992140
2013-01-24,33936047449
2013-01-25,35897151980
2013-01-28,35205996220
2013-01-29,34971782310
2013-01-30,34712099510
2013-01-31,34231686330
2013-02-01,34236180839
2013-02-04,33923063310
2013-02-05,34536314230
2013-02-06,34662659900
2013-02-07,34492367910
2013-02-08,34998749370
2013-02-11,34763037290
2013-02-12,35126093820
2013-02-13,35165545630
2013-02-14,35237957180
2013-02-15,35070162140
2013-02-19,35130588330
2013-02-20,34368019800
2013-02-21,34124816870
2013-02-22,34193233300
2013-02-25,33536036060
2013-02-26,33883112110
2013-02-27,34753049490
2013-02-28,34413464290
2013-03-01,34738567180
2013-03-04,35656945390
2013-03-05,35876676990
2013-03-06,35901147100
2013-03-07,35907639170
2013-03-08,36002023880
2013-03-11,36209270730
2013-03-12,36057955560
2013-03-13,35732852670
2013-03-14,35613997850
2013-03-15,35631476500
2013-03-18,34797994590
2013-03-19,34165766850
2013-03-20,34337057620
2013-03-21,34157776610
2013-03-22,34852927490
2013-03-25,34739565960
2013-03-26,34687130010
2013-03-27,34700613540
2013-03-28,34366022240
2013-04-01,35316777600
2013-04-02,35831991600
2013-04-03,35467027200
2013-04-04,35600526000
2013-04-05,35192415600
2013-04-08,35355862800
2013-04-09,35335558800
2013-04-10,36493394400
2013-04-11,37257332400
2013-04-12,37720263600
2013-04-15,36109648800
2013-04-16,36582732000
2013-04-17,35978688000
2013-04-18,35024907600
2013-04-19,34698013200
2013-04-22,35068561200
2013-04-23,35651286000
2013-04-24,35572608000
2013-04-25,36101527200
2013-04-26,35592404400
2013-04-29,35503066800
2013-04-30,35328452400
2013-05-01,35230485600
2013-05-02,35935542000
2013-05-03,36789325200
2013-05-06,36887799600
2013-05-07,36803538000
2013-05-08,37322305200
2013-05-09,37435500000
2013-05-10,38852211600
2013-05-13,39462854400
2013-05-14,40158266400
2013-05-15,40899870000
2013-05-16,40612060800
2013-05-17,41301381600
2013-05-20,42765300000
2013-05-21,41925729600
2013-05-22,40508002800
2013-05-23,40790736000
2013-05-24,40664851200
2013-05-28,40827790800
2013-05-29,40215625200
2013-05-30,40990730400
2013-05-31,40807486800
2013-06-03,40740991200
2013-06-04,40541504400
2013-06-05,40379580000
2013-06-06,40907484000
2013-06-07,41443002000
2013-06-10,41798322000
2013-06-11,41289199200
2013-06-12,41009004000
2013-06-13,41360263200
2013-06-14,41407470000
2013-06-17,41904410400
2013-06-18,42375463200
2013-06-19,42057198000
2013-06-20,41404424400
2013-06-21,41270418000
2013-06-24,40862307600
2013-06-25,41093773200
2013-06-26,41600865600
2013-06-27,41744516400
2013-06-28,41961769200
2013-07-01,43182928620
2013-07-02,43199364780
2013-07-03,43422280200
2013-07-05,43923583080
2013-07-08,45642702690
2013-07-09,46075692780
2013-07-10,45832232160
2013-07-11,46758307050
2013-07-12,47273991570
2013-07-15,46825592580
2013-07-16,46331994150
2013-07-17,46569804840
2013-07-18,46206154800
2013-07-19,46036143270
2013-07-22,46251354240
2013-07-23,46010461770
2013-07-24,45919549260
2013-07-25,46843056000
2013-07-26,46230809040
2013-07-29,45615993930
2013-07-30,45551790180
2013-07-31,44977038210
2013-08-01,46450129050
2013-08-02,46656094680
2013-08-05,47694654540
2013-08-06,48043922940
2013-08-07,47643291540
2013-08-08,47960201250
2013-08-09,49816460070
2013-08-12,49206781260
2013-08-13,48980270430
2013-08-14,48281220000
2013-08-15,48219070770
2013-08-16,48284815410
2013-08-19,47928356190
2013-08-20,47909865510
2013-08-21,48291492600
2013-08-22,48905280450
2013-08-23,49012115490
2013-08-26,48771223020
2013-08-27,48055222800
2013-08-28,48004373430
2013-08-29,48314605950
2013-08-30,48205716390
2013-09-03,48426577290
2013-09-04,48920689350
2013-09-05,49195481400
2013-09-06,49264821450
2013-09-09,49599194580
2013-09-10,50207332500
2013-09-11,50415866280
2013-09-12,49811323770
2013-09-13,49658775660
2013-09-16,49706029620
2013-09-17,49834437120
2013-09-18,51110807670
2013-09-19,51394845060
2013-09-20,51517602630
2013-09-23,51196583880
2013-09-24,51670664370
2013-09-25,51225347160
2013-09-26,51959324430
2013-09-27,52131904110
2013-09-30,52197370400
2013-10-01,53607956640
2013-10-02,55110964160
2013-10-03,54177973920
2013-10-04,54841961440
2013-10-07,53784021760
2013-10-08,51535448160
2013-10-09,51065596960
2013-10-10,52313026080
2013-10-11,52180848160
2013-10-14,52542272160
2013-10-15,52742604320
2013-10-16,53449446400
2013-10-17,53291968800
2013-10-18,54123244000
2013-10-21,56128630879
2013-10-22,55536928160
2013-10-23,55038163040
2013-10-24,55783212800
2013-10-25,55290127199
2013-10-28,54737664800
2013-10-29,55221456640
2013-10-30,55171373600
2013-10-31,54411350560
2013-11-01,54342680000
2013-11-04,55275670240
2013-11-05,55877699360
2013-11-06,54628721280
2013-11-07,52813856480
2013-11-08,55411462400
2013-11-11,56614488000
2013-11-12,56768867680
2013-11-13,58044694400
2013-11-14,58728302080
2013-11-15,58836212960
2013-11-18,58237281760
2013-11-19,57746261440
2013-11-20,59226550879
2013-11-21,59847167519
2013-11-22,59840971680
2013-11-25,59850265440
2013-11-26,60821463360
2013-11-27,61296994080
2013-11-29,61562382560
2013-12-02,61364632000
2013-12-03,60744015360
2013-12-04,61011985440
2013-12-05,60636104480
2013-12-06,60946412800
2013-12-09,60857605760
2013-12-10,61386317440
2013-12-11,60828175519
2013-12-12,60679991680
2013-12-13,60475012640
2013-12-16,60628876000
2013-12-17,59939588800
2013-12-18,61338299680
2013-12-19,61523142240
2013-12-20,61491130400
2013-12-23,61300092000
2013-12-24,60920596800
2013-12-26,61434335199
2013-12-27,60425445920
2013-12-30,59526016480
2013-12-31,60622647200
2014-01-02,59738132320
2014-01-03,59072660040
2014-01-06,59429908090
2014-01-07,60657589710
2014-01-08,60367097500
2014-01-09,60168394570
2014-01-10,59915452519
2014-01-13,59439817160
2014-01-14,60456279130
2014-01-15,61168167579
2014-01-16,61783051450
2014-01-17,61438320120
2014-01-21,62893910350
2014-01-22,63276713370
2014-01-23,63045675579
2014-01-24,61536889290
2014-01-27,59623395720
2014-01-28,60629427090
2014-01-29,59130549870
2014-01-30,60497480000
2014-01-31,59709448170
2014-02-03,58071843970
2014-02-04,58730536359
2014-02-05,58620493530
2014-02-06,59367846019
2014-02-07,62343174670
2014-02-10,62991436460
2014-02-11,63310091290
2014-02-12,65016015920
2014-02-13,66550878710
2014-02-14,66754796940
2014-02-18,67884430920
2014-02-19,66430405280
2014-02-20,66912299000
2014-02-21,68615094450
2014-02-24,68511831510
2014-02-25,70588563970
2014-02-26,70768491820
2014-02-27,70812821870
2014-02-28,70346052520
2014-03-03,69793230720
2014-03-04,71361992960
2014-03-05,71472035790
2014-03-06,71157553200
2014-03-07,70825860120
2014-03-10,70064426320
2014-03-11,69170523900
2014-03-12,69498044740
2014-03-13,67784818690
2014-03-14,66126353290
2014-03-17,67170977880
2014-03-18,68029937790
2014-03-19,67132906190
2014-03-20,67402015670
2014-03-21,66173812519
2014-03-24,64040233290
2014-03-25,63819626100
2014-03-26,61997921810
2014-03-27,61657884250
2014-03-28,62166897530
2014-03-31,62451460330
2014-04-01,65568033889
2014-04-02,66369184020
2014-04-03,64838667650
2014-04-04,61727857760
2014-04-07,61290342810
2014-04-08,62223533380
2014-04-09,64690908110
2014-04-10,61686988100
