,FLS
2009-06-23,3954507479
2009-06-24,3966246900
2009-06-25,4018235760
2009-06-26,3996433979
2009-06-29,4038360479
2009-06-30,3864053310
2009-07-01,3859071719
2009-07-02,3737853030
2009-07-06,3570139500
2009-07-07,3424012860
2009-07-08,3452241870
2009-07-09,3507039360
2009-07-10,3488773530
2009-07-13,3576781620
2009-07-14,3550213140
2009-07-15,3726229320
2009-07-16,3759439920
2009-07-17,3766082040
2009-07-20,3875677020
2009-07-21,3900584969
2009-07-22,3864053310
2009-07-23,4040069489
2009-07-24,4131398640
2009-07-27,4167930300
2009-07-28,4045051080
2009-07-29,3995235180
2009-07-30,4468486230
2009-07-31,4470146760
2009-08-03,4634539230
2009-08-04,4757418450
2009-08-05,4757418450
2009-08-06,4686015660
2009-08-07,4865352900
2009-08-10,4840444950
2009-08-11,4772363220
2009-08-12,4941737280
2009-08-13,4958342580
2009-08-14,4795610640
2009-08-17,4602989160
2009-08-18,4830481770
2009-08-19,4842105480
2009-08-20,4941737280
2009-08-21,5043029610
2009-08-24,4976608410
2009-08-25,4955021520
2009-08-26,4900224030
2009-08-27,4898563500
2009-08-28,4948379400
2009-08-31,4774023750
2009-09-01,4583062800
2009-09-02,4697639370
2009-09-03,4817197530
2009-09-04,4960003110
2009-09-08,5036387490
2009-09-09,5192477310
2009-09-10,5315356530
2009-09-11,5267201160
2009-09-14,5388419850
2009-09-15,5434914689
2009-09-16,5459822640
2009-09-17,5413327800
2009-09-18,5414988330
2009-09-21,5434914689
2009-09-22,5582701860
2009-09-23,5549491260
2009-09-24,5396722500
2009-09-25,5469785820
2009-09-28,5468125290
2009-09-29,5416648860
2009-09-30,5482927800
2009-10-01,5339386920
2009-10-02,5295990840
2009-10-05,5524654800
2009-10-06,5598094320
2009-10-07,5546352839
2009-10-08,5589748920
2009-10-09,5606439720
2009-10-12,5716599000
2009-10-13,5624799600
2009-10-14,5895190560
2009-10-15,5883507000
2009-10-16,5841780000
2009-10-19,5940255720
2009-10-20,5896859640
2009-10-21,5918557680
2009-10-22,5908543200
2009-10-23,5850125400
2009-10-26,5791707600
2009-10-27,5759995080
2009-10-28,5531331120
2009-10-29,5736627960
2009-10-30,5464567920
2009-11-02,5412826440
2009-11-03,5521316640
2009-11-04,5472913320
2009-11-05,5698239120
2009-11-06,5531331120
2009-11-09,5790038520
2009-11-10,5775016800
2009-11-11,5788369440
2009-11-12,5721606240
2009-11-13,5790038520
2009-11-16,5955277440
2009-11-17,5923564920
2009-11-18,5801722080
2009-11-19,5674872000
2009-11-20,5651504880
2009-11-23,5726613480
2009-11-24,5673202920
2009-11-25,5744973360
2009-11-27,5574727200
2009-11-30,5533000200
2009-12-01,5656512120
2009-12-02,5586410760
2009-12-03,5524654800
2009-12-04,5526323880
2009-12-07,5477920560
2009-12-08,5321027040
2009-12-09,5319357960
2009-12-10,5265947400
2009-12-11,5334379680
2009-12-14,5454553440
2009-12-15,5489604120
2009-12-16,5449546200
2009-12-17,5314350720
2009-12-18,5412826440
2009-12-21,5477920560
2009-12-22,5416164600
2009-12-23,5377775760
2009-12-24,5402811960
2009-12-28,5406150120
2009-12-29,5377775760
2009-12-30,5336048760
2009-12-31,5259271080
2010-01-04,5397804720
2010-01-05,5457891600
2010-01-06,5608108800
2010-01-07,5761664160
2010-01-08,6002011680
2010-01-11,6032055120
2010-01-12,5860139880
2010-01-13,5856801720
2010-01-14,5898528720
2010-01-15,5826758279
2010-01-19,5841780000
2010-01-20,5771678640
2010-01-21,5598094320
2010-01-22,5564712720
2010-01-25,5446208040
2010-01-26,5347732320
2010-01-27,5337717840
2010-01-28,5295990840
2010-01-29,5017254480
2010-02-01,5247587520
2010-02-02,5354408640
2010-02-03,5316019800
2010-02-04,5127413760
2010-02-05,5124075600
2010-02-08,5090694000
2010-02-09,5164133520
2010-02-10,5135759160
2010-02-11,5244249360
2010-02-12,5249256600
2010-02-16,5359415880
2010-02-17,5416164600
2010-02-18,5484596880
2010-02-19,5502956760
2010-02-22,5512971240
2010-02-23,5382783000
2010-02-24,5379444839
2010-02-25,5406150120
2010-02-26,5568050880
2010-03-01,5759995080
2010-03-02,5883507000
2010-03-03,5881837920
2010-03-04,5883507000
2010-03-05,5976975480
2010-03-08,5983651800
2010-03-09,5861808960
2010-03-10,5855132640
2010-03-11,5860139880
2010-03-12,5848456320
2010-03-15,5838441839
2010-03-16,5915219520
2010-03-17,5925234000
2010-03-18,5915219520
2010-03-19,5816743800
2010-03-22,5833434600
2010-03-23,6115509120
2010-03-24,6057091320
2010-03-25,6110501880
2010-03-26,6082127520
2010-03-29,6148890720
2010-03-30,6115509120
2010-03-31,6166085640
2010-04-01,6318728130
2010-04-05,6414339360
2010-04-06,6471370620
2010-04-07,6424403700
2010-04-08,6405952410
2010-04-09,6434468040
2010-04-12,6509950590
2010-04-13,6466338450
2010-04-14,6560272290
2010-04-15,6622335719
2010-04-16,6437822820
2010-04-19,6419371530
2010-04-20,6431113260
2010-04-21,6457951500
2010-04-22,6486467130
2010-04-23,6506595810
2010-04-26,6647496570
2010-04-27,6471370620
2010-04-28,6506595810
2010-04-29,6649173960
2010-04-30,6405952410
2010-05-03,6543498390
2010-05-04,6189569100
2010-05-05,5993314469
2010-05-06,6005056200
2010-05-07,5786995500
2010-05-10,6241568190
2010-05-11,6260019480
2010-05-12,6327115080
2010-05-13,6260019480
2010-05-14,5996669250
2010-05-17,5738351190
2010-05-18,5696416440
2010-05-19,5527000050
2010-05-20,5236811580
2010-05-21,5335777590
2010-05-24,5231779410
2010-05-25,5149587300
2010-05-26,5256940260
2010-05-27,5498484420
2010-05-28,5317326300
2010-06-01,4998622200
2010-06-02,5174748150
2010-06-03,5199909000
2010-06-04,4931526600
2010-06-07,4668176370
2010-06-08,4641338130
2010-06-09,4827528420
2010-06-10,5033847390
2010-06-11,5053976070
2010-06-14,5117716890
2010-06-15,5344164540
2010-06-16,5303907180
2010-06-17,5248553310
2010-06-18,5290488060
2010-06-21,5319003690
2010-06-22,5100942990
2010-06-23,5173070760
2010-06-24,5065717800
2010-06-25,5082491700
2010-06-28,4996944810
2010-06-29,4763787600
2010-06-30,4733246100
2010-07-01,4837052700
2010-07-02,4790172300
2010-07-06,4840401300
2010-07-07,5051363100
2010-07-08,5104940700
2010-07-09,5173587000
2010-07-12,5021225700
2010-07-13,5136752400
2010-07-14,5145123900
2010-07-15,5114986500
2010-07-16,4954253700
2010-07-19,5001134100
2010-07-20,5111637900
2010-07-21,5106615000
2010-07-22,5230513200
2010-07-23,5349388500
2010-07-26,5491704000
2010-07-27,5386223100
2010-07-28,5342691300
2010-07-29,5533561500
2010-07-30,5533561500
2010-08-02,5695968600
2010-08-03,5665831200
2010-08-04,5796426600
2010-08-05,5788055100
2010-08-06,5721083100
2010-08-09,5712711600
2010-08-10,5588813400
2010-08-11,5411337600
2010-08-12,5394594600
2010-08-13,5369480100
2010-08-16,5369480100
2010-08-17,5590487700
2010-08-18,5528538600
2010-08-19,5377851600
2010-08-20,5317576800
2010-08-23,5215444500
2010-08-24,5021225700
2010-08-25,5041317300
2010-08-26,4991088300
2010-08-27,5145123900
2010-08-30,5031271500
2010-08-31,4987739700
2010-09-01,5255627700
2010-09-02,5411337600
2010-09-03,5496726900
2010-09-07,5402966100
2010-09-08,5464915200
2010-09-09,5523515700
2010-09-10,5706014400
2010-09-13,5856701399
2010-09-14,5796426600
2010-09-15,5766289200
2010-09-16,5766289200
2010-09-17,5799775200
2010-09-20,5950462200
2010-09-21,5933719200
2010-09-22,5937067800
2010-09-23,5759592000
2010-09-24,5978925300
2010-09-27,5972228100
2010-09-28,5980599600
2010-09-29,6094452000
2010-09-30,6089104140
2010-10-01,6154219320
2010-10-04,6042354780
2010-10-05,6184272480
2010-10-06,6167576280
2010-10-07,6192620580
2010-10-08,6316172460
2010-10-11,6296137020
2010-10-12,6254396520
2010-10-13,6364591440
2010-10-14,6326190180
2010-10-15,6331199040
2010-10-18,6384626880
2010-10-19,6212656020
2010-10-20,6259405380
2010-10-21,6306154740
2010-10-22,6354573720
2010-10-25,6474786360
2010-10-26,6411340800
2010-10-27,6372939540
2010-10-28,5594896620
2010-10-29,5564843460
2010-11-01,5456318160
2010-11-02,5528111820
2010-11-03,5397881460
2010-11-04,5501397900
2010-11-05,5798590259
2010-11-08,5880401640
2010-11-09,5872053540
2010-11-10,5957204160
2010-11-11,6012301620
2010-11-12,5898767460
2010-11-15,5898767460
2010-11-16,5857026960
2010-11-17,5843670000
2010-11-18,5927151000
2010-11-19,5992266180
2010-11-22,5983918080
2010-11-23,5870383919
2010-11-24,6015640860
2010-11-26,5962213020
2010-11-29,5907115560
2010-11-30,5868714300
2010-12-01,6008962380
2010-12-02,6085764900
2010-12-03,6195959820
2010-12-06,6324520560
2010-12-07,6359582580
2010-12-08,6311163600
2010-12-09,6341216759
2010-12-10,6459759780
2010-12-13,6484804080
2010-12-14,6473116740
2010-12-15,6439724340
2010-12-16,6456420540
2010-12-17,6463099020
2010-12-20,6408001560
2010-12-21,6539901540
2010-12-22,6640078740
2010-12-23,6584981280
2010-12-27,6608355960
2010-12-28,6559936980
2010-12-29,6578302800
2010-12-30,6611695200
2010-12-31,6635069880
2011-01-03,6695176200
2011-01-04,6568285080
2011-01-05,6511518000
2011-01-06,6434715480
2011-01-07,6461429400
2011-01-10,6521535720
2011-01-11,6623382540
2011-01-12,6685158480
2011-01-13,6484804080
2011-01-14,6544910400
2011-01-18,6521535720
2011-01-19,6397983840
2011-01-20,6352904100
2011-01-21,6423028140
2011-01-24,6566615460
2011-01-25,6539901540
2011-01-26,6745264800
2011-01-27,6823736940
2011-01-28,6843772380
2011-01-31,6955636919
2011-02-01,7142634360
2011-02-02,7090876140
2011-02-03,7077519180
2011-02-04,7261177380
2011-02-07,7353006480
2011-02-08,7322953320
2011-02-09,7232793840
2011-02-10,7282882440
2011-02-11,7347997620
2011-02-14,7332971040
2011-02-15,7197731820
2011-02-16,7281212820
2011-02-17,7276203960
2011-02-18,7252829280
2011-02-22,6997377419
2011-02-23,6827076180
2011-02-24,6980681220
2011-02-25,6974002740
2011-02-28,6955636919
2011-03-01,6837093900
2011-03-02,7012404000
2011-03-03,7222776120
2011-03-04,7145973600
2011-03-07,7014073620
2011-03-08,7002386280
2011-03-09,6918905280
2011-03-10,6701854680
2011-03-11,6835424280
2011-03-14,6965654640
2011-03-15,6810379980
2011-03-16,6615034440
2011-03-17,6731907840
2011-03-18,6807040740
2011-03-21,6948958440
2011-03-22,6937271100
2011-03-23,6974002740
2011-03-24,6977341980
2011-03-25,6985690080
2011-03-28,6975672360
2011-03-29,7054144500
2011-03-30,7125938160
2011-03-31,7179656130
2011-04-01,7360276410
2011-04-04,7418810760
2011-04-05,7370310870
2011-04-06,7358604000
2011-04-07,7430517630
2011-04-08,7525845000
2011-04-11,7328500620
2011-04-12,7086001170
2011-04-13,7117776960
2011-04-14,7112759730
2011-04-15,7119449370
2011-04-18,7015759950
2011-04-19,7213104330
2011-04-20,7340207490
2011-04-21,7418810760
2011-04-25,7413793530
2011-04-26,7522500179
2011-04-27,7505776080
2011-04-28,7094363220
2011-04-29,7059242610
2011-05-02,7107742500
2011-05-03,6947191140
2011-05-04,6791657010
2011-05-05,6646157340
2011-05-06,6831794850
2011-05-09,6861898230
2011-05-10,6985656570
2011-05-11,6845174130
2011-05-12,6773260500
2011-05-13,6726433020
2011-05-16,6728105429
2011-05-17,6601002270
2011-05-18,6789984600
2011-05-19,6734795070
2011-05-20,6662881440
2011-05-23,6498985260
2011-05-24,6477243929
2011-05-25,6522399000
2011-05-26,6555847200
2011-05-27,6704691690
2011-05-31,6758208809
2011-06-01,6445468140
2011-06-02,6452157780
2011-06-03,6311675340
2011-06-06,6266520270
2011-06-07,6213003150
2011-06-08,6141089520
2011-06-09,6162830850
2011-06-10,5928693450
2011-06-13,5826676440
2011-06-14,5900262480
2011-06-15,5786538600
2011-06-16,5636021700
2011-06-17,5891900429
2011-06-20,5848417770
2011-06-21,6069175890
2011-06-22,6077537940
2011-06-23,5893572840
2011-06-24,5808279929
2011-06-27,5850090179
2011-06-28,5930365860
2011-06-29,5972176110
2011-06-30,6114609270
2011-07-01,6174703710
2011-07-05,6144656490
2011-07-06,6136310040
2011-07-07,6218105250
2011-07-08,6066199860
2011-07-11,5874231510
2011-07-12,5750704050
2011-07-13,5757381210
2011-07-14,5648877360
2011-07-15,5860877190
2011-07-18,5777412690
2011-07-19,5920971630
2011-07-20,5927648790
2011-07-21,6176373000
2011-07-22,6179711580
2011-07-25,6136310040
2011-07-26,5961034590
2011-07-27,5734011150
2011-07-28,5461916880
2011-07-29,5530357770
2011-08-01,5496971970
2011-08-02,5263271370
2011-08-03,5378452380
2011-08-04,5034578640
2011-08-05,4931082660
2011-08-08,4588878210
2011-08-09,4896027570
2011-08-10,4702389930
2011-08-11,4987838520
2011-08-12,5036247930
2011-08-15,5129728170
2011-08-16,5007870000
2011-08-17,5036247930
2011-08-18,4662326970
2011-08-19,4505413710
2011-08-22,4550484540
2011-08-23,4762484370
2011-08-24,4839271710
2011-08-25,4657319100
2011-08-26,4810893780
2011-08-29,5057948700
2011-08-30,5166452550
2011-08-31,5249917050
2011-09-01,5059617990
2011-09-02,4957791300
2011-09-06,4892688990
2011-09-07,5031240060
2011-09-08,4976153490
2011-09-09,4765822950
2011-09-12,4707397800
2011-09-13,4824248100
2011-09-14,4916059050
2011-09-15,4987838520
2011-09-16,4937759820
2011-09-19,4842610290
2011-09-20,4730767860
2011-09-21,4446988560
2011-09-22,4181571450
2011-09-23,4153193520
2011-09-26,4313445360
2011-09-27,4503744420
2011-09-28,4335146130
2011-09-29,4373539800
2011-09-30,4031324700
2011-10-03,3812355299
2011-10-04,4001910899
2011-10-05,4222514400
2011-10-06,4358144700
2011-10-07,4310755800
2011-10-10,4511750100
2011-10-11,4474165800
2011-10-12,4671891900
2011-10-13,4550968500
2011-10-14,4586918700
2011-10-17,4407167700
2011-10-18,4578748200
2011-10-19,4521554700
2011-10-20,4439849700
2011-10-21,4595089200
2011-10-24,4869618000
2011-10-25,4725817200
2011-10-26,4748694600
2011-10-27,5013418800
2011-10-28,5284679400
2011-10-31,5049369000
2011-11-01,4913738700
2011-11-02,5124537600
2011-11-03,5395798200
2011-11-04,5436650700
2011-11-07,5379457200
2011-11-08,5446455300
2011-11-09,5168658300
2011-11-10,5217681300
2011-11-11,5412139200
2011-11-14,5304288600
2011-11-15,5364750300
2011-11-16,5335336500
2011-11-17,5183365200
2011-11-18,5281411200
2011-11-21,5093489700
2011-11-22,5106562500
2011-11-23,4887593100
2011-11-25,4907202300
2011-11-28,5206242600
2011-11-29,5229120000
2011-11-30,5598426600
2011-12-01,5534696700
2011-12-02,5555940000
2011-12-05,5691570300
2011-12-06,5703009000
2011-12-07,5637645000
2011-12-08,5435016600
2011-12-09,5637645000
2011-12-12,5502014700
2011-12-13,5395798200
2011-12-14,5247095100
2011-12-15,5255265599
2011-12-16,5312459100
2011-12-19,5253631500
2011-12-20,5490576000
2011-12-21,5474235000
2011-12-22,5484039600
2011-12-23,5549403600
2011-12-27,5493844200
2011-12-28,5299386300
2011-12-29,5436650700
2011-12-30,5410505100
2012-01-03,5552671799
2012-01-04,5698106700
2012-01-05,5624572200
2012-01-06,5582085599
2012-01-09,5647449600
2012-01-10,5734056900
2012-01-11,5709545400
2012-01-12,5740593300
2012-01-13,5752032000
2012-01-17,5761836600
2012-01-18,5815761900
2012-01-19,5899101000
2012-01-20,5838639299
2012-01-23,5840273400
2012-01-24,5866419000
2012-01-25,5923612500
2012-01-26,5921978400
2012-01-27,5943221700
2012-01-30,5923612500
2012-01-31,6000415200
2012-02-01,6129509100
2012-02-02,6098461200
2012-02-03,6232457400
2012-02-06,6261871200
2012-02-07,6242262000
2012-02-08,6209580000
2012-02-09,6283114500
2012-02-10,6283114500
2012-02-13,6395867400
2012-02-14,6381160500
2012-02-15,6350112600
2012-02-16,6422013000
2012-02-17,6457963200
2012-02-21,6420378900
2012-02-22,6415476600
2012-02-23,6562545599
2012-02-24,6497181600
2012-02-27,6516790800
2012-02-28,6482474700
2012-02-29,6457963200
2012-03-01,6439988099
2012-03-02,6345210300
2012-03-05,6343576200
2012-03-06,6118070400
2012-03-07,6140947800
2012-03-08,6247164299
2012-03-09,6346844400
2012-03-12,6271675800
2012-03-13,6390965100
2012-03-14,6363185400
2012-03-15,6428549400
2012-03-16,6382794600
2012-03-19,6404037900
2012-03-20,6274944000
2012-03-21,6227555100
2012-03-22,6054340500
2012-03-23,6180166200
2012-03-26,6301089600
2012-03-27,6359917200
2012-03-28,6279846300
2012-03-29,6266773500
2012-03-30,6291285000
2012-04-02,6351471060
2012-04-03,6327173160
2012-04-04,6233221279
2012-04-05,6249419880
2012-04-09,6090673600
2012-04-10,5897910259
2012-04-11,5943266340
2012-04-12,6077714720
2012-04-13,6008060740
2012-04-16,6046937380
2012-04-17,6166807020
2012-04-18,6126310520
2012-04-19,5999961440
2012-04-20,6021019620
2012-04-23,5909249279
2012-04-24,6046937380
2012-04-25,6084194160
2012-04-26,6163567300
2012-04-27,6257519180
2012-04-30,6205683660
2012-05-01,6127930380
2012-05-02,6348231340
2012-05-03,6317454000
2012-05-04,6064755840
2012-05-07,6009680600
2012-05-08,5996721720
2012-05-09,5993482000
2012-05-10,6021019620
2012-05-11,6098772900
2012-05-14,5996721720
2012-05-15,5876852080
2012-05-16,5795859080
2012-05-17,5548020500
2012-05-18,5484845960
2012-05-21,5719725660
2012-05-22,5786139920
2012-05-23,5831496000
2012-05-24,5831496000
2012-05-25,5719725660
2012-05-29,5849314460
2012-05-30,5724585240
2012-05-31,5549640360
2012-06-01,5423291279
2012-06-04,5408712540
2012-06-05,5533441759
2012-06-06,5701907200
2012-06-07,5658170980
2012-06-08,5675989440
2012-06-11,5604715600
2012-06-12,5675989440
2012-06-13,5646831960
2012-06-14,5732684540
2012-06-15,5855793900
2012-06-18,5862273340
2012-06-19,5941646480
2012-06-20,5974043680
2012-06-21,5829876140
2012-06-22,5805578240
2012-06-25,5756982440
2012-06-26,5863893200
2012-06-27,6003201160
2012-06-28,6058276400
2012-06-29,6195964500
2012-07-02,5876369730
2012-07-03,5978820100
2012-07-05,5971174550
2012-07-06,5925301250
2012-07-09,5936005020
2012-07-10,5737220720
2012-07-11,5558314850
2012-07-12,5532319980
2012-07-13,5642415900
2012-07-16,5604188150
2012-07-17,5657707000
2012-07-18,5787681350
2012-07-19,5796856009
2012-07-20,5732633390
2012-07-23,5676056320
2012-07-24,5604188150
2012-07-25,5642415900
2012-07-26,5718871400
2012-07-27,5917655700
2012-07-30,5902364600
2012-07-31,6114910890
2012-08-01,6053746490
2012-08-02,6047630050
2012-08-03,6318282520
2012-08-06,6382505140
2012-08-07,6471193520
2012-08-08,6509421270
2012-08-09,6512479490
2012-08-10,6526241480
2012-08-13,6523183259
2012-08-14,6486484620
2012-08-15,6484955509
2012-08-16,6602696980
2012-08-17,6553765460
2012-08-20,6535416140
2012-08-21,6477309960
2012-08-22,6523183259
2012-08-23,6518595930
2012-08-24,6512479490
2012-08-27,6541532580
2012-08-28,6503304830
2012-08-29,6510950380
2012-08-30,6422262000
2012-08-31,6506363050
2012-09-04,6494130170
2012-09-05,6463547970
2012-09-06,6596580540
2012-09-07,6691385360
2012-09-10,6656215830
2012-09-11,6735729550
2012-09-12,6755607980
2012-09-13,6729613110
2012-09-14,6871820340
2012-09-17,6795364840
2012-09-18,6721967560
2012-09-19,6766311750
2012-09-20,6755607980
2012-09-21,6729613110
2012-09-24,6673036040
2012-09-25,6556823680
2012-09-26,6468135300
2012-09-27,6501775720
2012-09-28,6510950380
2012-10-01,6155781480
2012-10-02,6165894240
2012-10-03,6184675080
2012-10-04,6252575040
2012-10-05,6278579280
2012-10-08,6251130360
2012-10-09,6202011240
2012-10-10,6200566560
2012-10-11,6199121879
2012-10-12,6178896360
2012-10-15,6190453800
2012-10-16,6258353760
2012-10-17,6394153680
2012-10-18,6485168520
2012-10-19,6397043040
2012-10-22,6358036680
2012-10-23,6267021840
2012-10-24,6272800560
2012-10-25,6314696280
2012-10-26,6304583520
2012-10-31,6524174879
2012-11-01,6589185480
2012-11-02,6592074840
2012-11-05,6733653480
2012-11-06,6784217280
2012-11-07,6626747160
2012-11-08,6545845080
2012-11-09,6514062120
2012-11-12,6528508920
2012-11-13,6576183360
2012-11-14,6421602600
2012-11-15,6378262200
2012-11-16,6489502560
2012-11-19,6657085440
2012-11-20,6710538600
2012-11-21,6652751400
2012-11-23,6714872640
2012-11-26,6703315200
2012-11-27,6681645000
2012-11-28,6709093920
2012-11-29,6723540720
2012-11-30,6671532240
2012-12-03,6674421600
2012-12-04,6785661960
2012-12-05,6800108760
2012-12-06,6808776840
2012-12-07,6833336400
2012-12-10,6881010840
2012-12-11,6882455520
2012-12-12,6831891720
2012-12-13,6852117240
2012-12-14,6846338520
2012-12-17,6833336400
2012-12-18,6967691640
2012-12-19,6980693760
2012-12-20,7044259680
2012-12-21,6946021440
2012-12-24,6956134200
2012-12-26,6933019320
2012-12-27,6987917160
2012-12-28,6879566160
2012-12-31,7068868170
2013-01-02,7320244230
2013-01-03,7334691130
2013-01-04,7393923420
2013-01-07,7404036250
2013-01-08,7466157920
2013-01-09,7447376950
2013-01-10,7476270750
2013-01-11,7495051720
2013-01-14,7431485360
2013-01-15,7393923420
2013-01-16,7341914580
2013-01-17,7487828270
2013-01-18,7575954360
2013-01-22,7564396840
2013-01-23,7474826060
2013-01-24,7440153500
2013-01-25,7438708810
2013-01-28,7356361480
2013-01-29,7558618080
2013-01-30,7557173390
2013-01-31,7549949940
2013-02-01,7513832690
2013-02-04,7443042880
2013-02-05,7541281800
2013-02-06,7532613660
2013-02-07,7473381370
2013-02-08,7596180020
2013-02-11,7591845950
2013-02-12,7661191070
2013-02-13,7705976460
2013-02-14,7703087080
2013-02-15,7703087080
2013-02-19,7691529560
2013-02-20,7597624710
2013-02-21,7505164550
2013-02-22,7768098130
2013-02-25,7435819430
2013-02-26,7471936680
2013-02-27,7653967620
2013-02-28,7729091500
2013-03-01,7779655650
2013-03-04,7782545030
2013-03-05,7954463140
2013-03-06,7932792789
2013-03-07,7903898990
2013-03-08,7932792789
2013-03-11,7970354730
2013-03-12,7908233060
2013-03-13,7932792789
2013-03-14,8036810470
2013-03-15,8078706480
2013-03-18,8070038340
2013-03-19,8054146750
2013-03-20,8140828150
2013-03-21,7979022870
2013-03-22,7980467560
2013-03-25,7912567130
2013-03-26,7966020660
2013-03-27,7955907830
2013-03-28,8075817100
2013-04-01,7807438800
2013-04-02,7729222200
2013-04-03,7672337400
2013-04-04,7696513440
2013-04-05,7589854440
2013-04-08,7655271960
2013-04-09,7744865520
2013-04-10,7815971520
2013-04-11,7794639720
2013-04-12,7658116200
2013-04-15,7363737360
2013-04-16,7541502360
2013-04-17,7331028600
2013-04-18,7217259000
2013-04-19,7244279280
2013-04-22,7257078360
2013-04-23,7295475600
2013-04-24,7406400960
2013-04-25,7468974240
2013-04-26,7477506960
2013-04-29,7480351200
2013-04-30,7495994520
2013-05-01,7173173280
2013-05-02,7311118919
2013-05-03,7521592680
2013-05-06,7527281160
2013-05-07,7653849840
2013-05-08,7713578880
2013-05-09,7641050760
2013-05-10,7690824960
2013-05-13,7685136480
2013-05-14,7814549400
2013-05-15,7881389040
2013-05-16,7895610240
2013-05-17,8053465560
2013-05-20,8111772480
2013-05-21,8148747600
2013-05-22,7990892280
2013-05-23,7961027760
2013-05-24,7908409320
2013-05-28,8022178919
2013-05-29,7948228680
2013-05-30,8020756800
2013-05-31,7969560480
2013-06-03,7915519919
2013-06-04,7908409320
2013-06-05,7703624040
2013-06-06,7821660000
2013-06-07,7966716240
2013-06-10,7983781680
2013-06-11,7823082120
2013-06-12,7771885800
2013-06-13,7867167840
2013-06-14,7852946640
2013-06-17,7808860919
2013-06-18,7867167840
2013-06-19,7774730040
2013-06-20,7594120800
2013-06-21,7551457200
2013-06-24,7402134600
2013-06-25,7508793600
2013-06-26,7672337400
2013-06-27,7753398240
2013-06-28,7680870120
2013-07-01,7663929000
2013-07-02,7626030450
2013-07-03,7607783000
2013-07-05,7770606400
2013-07-08,7724285950
2013-07-09,7825348750
2013-07-10,7800083050
2013-07-11,7852018100
2013-07-12,7791661150
2013-07-15,7760780850
2013-07-16,7745340700
2013-07-17,7833770650
2013-07-18,7964310100
2013-07-19,8049932750
2013-07-22,8049932750
2013-07-23,7993786750
2013-07-24,7867458250
2013-07-25,8054143700
2013-07-26,7975539300
2013-07-29,7910971400
2013-07-30,7964310100
2013-07-31,7955888200
2013-08-01,8153802850
2013-08-02,8037299900
2013-08-05,7986768500
2013-08-06,7926411550
2013-08-07,7857632700
2013-08-08,7901145850
2013-08-09,7965713750
2013-08-12,8000805000
2013-08-13,8062565600
2013-08-14,8023263399
2013-08-15,7903953150
2013-08-16,7944659000
2013-08-19,7864650950
2013-08-20,7951677250
2013-08-21,7894127600
2013-08-22,8063969250
2013-08-23,8047125450
2013-08-26,8026070700
2013-08-27,7864650950
2013-08-28,7916586000
2013-08-29,7933429800
2013-08-30,7830963350
2013-09-03,7927815200
2013-09-04,8127133500
2013-09-05,8173453950
2013-09-06,8291360550
2013-09-09,8375579550
2013-09-10,8594548950
2013-09-11,8558054050
2013-09-12,8625429250
2013-09-13,8562265000
2013-09-16,8625429250
2013-09-17,8639465750
2013-09-18,8785445350
2013-09-19,8882297200
2013-09-20,8852820550
2013-09-23,8778427100
2013-09-24,8813518350
2013-09-25,8718070150
2013-09-26,8781234400
2013-09-27,8725088400
2013-09-30,8593224260
2013-10-01,8601488300
2013-10-02,8517470560
2013-10-03,8463754300
2013-10-04,8499565140
2013-10-07,8397641980
2013-10-08,8303982860
2013-10-09,8313624240
2013-10-10,8545017360
2013-10-11,8659336580
2013-10-14,8733712940
2013-10-15,8595978940
2013-10-16,8641431160
2013-10-17,8746109000
2013-10-18,8853541520
2013-10-21,8830126740
2013-10-22,8850786840
2013-10-23,8776410480
2013-10-24,8744731660
2013-10-25,9809415480
2013-10-28,9611078520
2013-10-29,9741925820
2013-10-30,9593173100
2013-10-31,9568380980
2013-11-01,9593173100
2013-11-04,9704737640
2013-11-05,9682700200
2013-11-06,9637247980
2013-11-07,9427892300
2013-11-08,9583531720
2013-11-11,9697850940
2013-11-12,9667549460
2013-11-13,9787378040
2013-11-14,9820434200
2013-11-15,9814924840
2013-11-18,9724020400
2013-11-19,9597305120
2013-11-20,9594550440
2013-11-21,9741925820
2013-11-22,9779114000
2013-11-25,9894810560
2013-11-26,9879659820
2013-11-27,9816302180
2013-11-29,9831452920
2013-12-02,9733661780
2013-12-03,9726775080
2013-12-04,9562871620
2013-12-05,9587663740
2013-12-06,9770849960
2013-12-09,9892055880
2013-12-10,9927866720
2013-12-11,9944394800
2013-12-12,9929244060
2013-12-13,9966432240
2013-12-16,10145486440
2013-12-17,10076619440
2013-12-18,10302503200
2013-12-19,10360351480
2013-12-20,10430595820
2013-12-23,10481557400
2013-12-24,10540783020
2013-12-26,10598631300
2013-12-27,10591744600
2013-12-30,10701931800
2013-12-31,10857571220
2014-01-02,10646838200
2014-01-03,10723969240
2014-01-06,10638574160
2014-01-07,10638574160
2014-01-08,10630310120
2014-01-09,10604140660
2014-01-10,10605518000
2014-01-13,10385143600
2014-01-14,10628932780
2014-01-15,10686781060
2014-01-16,10615159380
2014-01-17,10622046080
2014-01-21,10564197800
2014-01-22,10689535740
2014-01-23,10489821440
2014-01-24,10053204660
2014-01-27,9941640120
2014-01-28,10195070680
2014-01-29,9969186920
2014-01-30,9991224360
2014-01-31,9962300220
2014-02-03,9601437140
2014-02-04,9786000700
2014-02-05,9761208580
2014-02-06,9916848000
2014-02-07,10131713040
