,WAT
2009-04-09,3845880000
2009-04-13,3804536790
2009-04-14,3698775090
2009-04-15,3652624530
2009-04-16,3749733000
2009-04-17,3793960620
2009-04-20,3653586000
2009-04-21,3587244570
2009-04-22,3548785769
2009-04-23,3450715830
2009-04-24,3607435440
2009-04-27,3624741900
2009-04-28,4214123010
2009-04-29,4218930360
2009-04-30,4246812990
2009-05-01,4274695620
2009-05-04,4337191170
2009-05-05,4336229700
2009-05-06,4281425910
2009-05-07,4262196510
2009-05-08,4273734150
2009-05-11,4217007420
2009-05-12,4283348849
2009-05-13,4235275349
2009-05-14,4251620340
2009-05-15,4180471559
2009-05-18,4244890050
2009-05-19,4317961770
2009-05-20,4361227920
2009-05-21,4197778019
2009-05-22,4152588930
2009-05-26,4315077360
2009-05-27,4259312099
2009-05-28,4231429470
2009-05-29,4165088040
2009-06-01,4307385600
2009-06-02,4617940410
2009-06-03,4593903660
2009-06-04,4518909000
2009-06-05,4489103430
2009-06-08,4474681380
2009-06-09,4501602540
2009-06-10,4502564010
2009-06-11,4631400990
2009-06-12,4647745980
2009-06-15,4586211900
2009-06-16,4614094530
2009-06-17,4656399210
2009-06-18,4687166250
2009-06-19,4717933290
2009-06-22,4726586520
2009-06-23,4697742420
2009-06-24,4848693210
2009-06-25,4914073170
2009-06-26,4901574060
2009-06-29,4953493440
2009-06-30,4948686090
2009-07-01,4932341100
2009-07-02,4713125940
2009-07-06,4725560700
2009-07-07,4746512400
2009-07-08,4648420350
2009-07-09,4624611600
2009-07-10,4660800900
2009-07-13,4666515000
2009-07-14,4648420350
2009-07-15,4697942550
2009-07-16,4757940600
2009-07-17,4788415800
2009-07-20,4835080950
2009-07-21,4904602500
2009-07-22,4872222600
2009-07-23,4904602500
2009-07-24,4938887100
2009-07-27,4994123400
2009-07-28,4845556800
2009-07-29,4834128600
2009-07-30,4803653400
2009-07-31,4785558750
2009-08-03,4948410600
2009-08-04,4951267650
2009-08-05,4887460200
2009-08-06,4835080950
2009-08-07,4883650800
2009-08-10,4929363600
2009-08-11,4913173650
2009-08-12,4921744800
2009-08-13,5008408650
2009-08-14,4886507850
2009-08-17,4798891650
2009-08-18,4754131200
2009-08-19,4789368150
2009-08-20,4797939300
2009-08-21,4933173000
2009-08-24,4902697800
2009-08-25,4974124050
2009-08-26,4968409950
2009-08-27,4926506550
2009-08-28,4853175600
2009-08-31,4788415800
2009-09-01,4793177550
2009-09-02,4793177550
2009-09-03,4794129900
2009-09-04,4834128600
2009-09-08,4939839450
2009-09-09,5079834900
2009-09-10,5186498100
2009-09-11,5200783350
2009-09-14,5180784000
2009-09-15,5108405400
2009-09-16,5219830350
2009-09-17,5294113650
2009-09-18,5268400200
2009-09-21,5361730500
2009-09-22,5310303600
2009-09-23,5283637800
2009-09-24,5246496150
2009-09-25,5216020950
2009-09-28,5278876050
2009-09-29,5276019000
2009-09-30,5319827100
2009-10-01,5156022900
2009-10-02,5133166500
2009-10-05,5194536920
2009-10-06,5262886090
2009-10-07,5300337690
2009-10-08,5357451380
2009-10-09,5407074750
2009-10-12,5394902980
2009-10-13,5371495730
2009-10-14,5447335220
2009-10-15,5455761830
2009-10-16,5380858630
2009-10-19,5507257780
2009-10-20,5475423920
2009-10-21,5443590060
2009-10-22,5364941700
2009-10-23,5335916710
2009-10-26,5273185280
2009-10-27,5354642510
2009-10-28,5374304600
2009-10-29,5420182810
2009-10-30,5377113470
2009-11-02,5430482000
2009-11-03,5423927970
2009-11-04,5363069120
2009-11-05,5576543240
2009-11-06,5545645670
2009-11-09,5720731900
2009-11-10,5679535140
2009-11-11,5631784350
2009-11-12,5569052920
2009-11-13,5685152880
2009-11-16,5697324650
2009-11-17,5652382730
2009-11-18,5614931130
2009-11-19,5558753730
2009-11-20,5527856160
2009-11-23,5526919870
2009-11-24,5563435180
2009-11-25,5597141620
2009-11-27,5525983580
2009-11-30,5503512620
2009-12-01,5558753730
2009-12-02,5581224690
2009-12-03,5525047290
2009-12-04,5564371470
2009-12-07,5612122260
2009-12-08,5545645670
2009-12-09,5565307760
2009-12-10,5687961750
2009-12-11,5731031090
2009-12-14,5793762520
2009-12-15,5859302820
2009-12-16,5787208490
2009-12-17,5680471430
2009-12-18,5638338380
2009-12-21,5709496420
2009-12-22,5765673820
2009-12-23,5755374630
2009-12-24,5759119790
2009-12-28,5783463330
2009-12-29,5804998000
2009-12-30,5826532670
2009-12-31,5801252840
2010-01-04,5770355270
2010-01-05,5691706910
2010-01-06,5702006100
2010-01-07,5726349640
2010-01-08,5731031090
2010-01-11,5845258470
2010-01-12,5850876210
2010-01-13,5862111690
2010-01-14,5819042350
2010-01-15,5688898040
2010-01-19,5771291560
2010-01-20,5696388360
2010-01-21,5546581960
2010-01-22,5569989210
2010-01-25,5545645670
2010-01-26,5434227160
2010-01-27,5416437650
2010-01-28,5413628780
2010-01-29,5334980420
2010-02-01,5353706220
2010-02-02,5433290870
2010-02-03,5417373940
2010-02-04,5260077220
2010-02-05,5380858630
2010-02-08,5418310230
2010-02-09,5449207800
2010-02-10,5384603790
2010-02-11,5419246520
2010-02-12,5454825540
2010-02-16,5514748100
2010-02-17,5516620680
2010-02-18,5537219060
2010-02-19,5503512620
2010-02-22,5544709380
2010-02-23,5496958590
2010-02-24,5553135990
2010-02-25,5609313390
2010-02-26,5585906140
2010-03-01,5776909300
2010-03-02,5812488320
2010-03-03,5827468960
2010-03-04,5769418980
2010-03-05,6011918089
2010-03-08,5954804400
2010-03-09,5996001160
2010-03-10,6092439029
2010-03-11,6116782570
2010-03-12,6070904360
2010-03-15,6043751950
2010-03-16,6092439029
2010-03-17,6125209180
2010-03-18,6180450290
2010-03-19,6091502740
2010-03-22,6128018050
2010-03-23,6256289779
2010-03-24,6264716390
2010-03-25,6271270420
2010-03-26,6253480910
2010-03-29,6324638950
2010-03-30,6356472810
2010-03-31,6323702660
2010-04-01,6352727649
2010-04-05,6296689880
2010-04-06,6280945839
2010-04-07,6236492080
2010-04-08,6272610760
2010-04-09,6411528760
2010-04-12,6371705600
2010-04-13,6403193680
2010-04-14,6487470600
2010-04-15,6543037800
2010-04-16,6527293760
2010-04-19,6568969160
2010-04-20,6583787080
2010-04-21,6488396720
2010-04-22,6376336199
2010-04-23,6485618360
2010-04-26,6487470600
2010-04-27,6513401960
2010-04-28,6772715560
2010-04-29,6772715560
2010-04-30,6667137880
2010-05-03,6757897640
2010-05-04,6575452000
2010-05-05,6557855720
2010-05-06,6336513040
2010-05-07,6122579320
2010-05-10,6483766120
2010-05-11,6501362400
2010-05-12,6631019199
2010-05-13,6517106440
2010-05-14,6314286160
2010-05-17,6310581680
2010-05-18,6276315240
2010-05-19,6168885320
2010-05-20,5914202320
2010-05-21,6066086000
2010-05-24,6131840519
2010-05-25,6202225640
2010-05-26,6153141280
2010-05-27,6480987760
2010-05-28,6338365280
2010-06-01,6252236120
2010-06-02,6444869080
2010-06-03,6529146000
2010-06-04,6162402480
2010-06-07,6142953960
2010-06-08,6129062160
2010-06-09,6192038320
2010-06-10,6366148880
2010-06-11,6381892920
2010-06-14,6376336199
2010-06-15,6512475839
2010-06-16,6567116920
2010-06-17,6650467720
2010-06-18,6641206519
2010-06-21,6611570680
2010-06-22,6583787080
2010-06-23,6477283280
2010-06-24,6335586920
2010-06-25,6404119800
2010-06-28,6368001120
2010-06-29,6065159880
2010-06-30,5991996400
2010-07-01,5886418720
2010-07-02,5844743320
2010-07-06,5872447420
2010-07-07,5806413340
2010-07-08,5877950260
2010-07-09,5906381600
2010-07-12,5852270340
2010-07-13,5954990020
2010-07-14,5936647220
2010-07-15,5967829979
2010-07-16,5779816280
2010-07-19,5823839000
2010-07-20,5868778860
2010-07-21,5767893460
2010-07-22,5914635860
2010-07-23,5923807260
2010-07-26,6049455439
2010-07-27,5754136360
2010-07-28,6021941240
2010-07-29,5941232920
2010-07-30,5884370240
2010-08-02,6012769840
2010-08-03,6054041140
2010-08-04,6130163760
2010-08-05,6086141040
2010-08-06,6091643880
2010-08-09,6131080899
2010-08-10,6087058180
2010-08-11,5932061520
2010-08-12,5783484840
2010-08-13,5722036460
2010-08-16,5681682300
2010-08-17,5909133020
2010-08-18,5917387280
2010-08-19,5734876420
2010-08-20,5748633520
2010-08-23,5747716380
2010-08-24,5597305420
2010-08-25,5672510900
2010-08-26,5620233920
2010-08-27,5700025100
2010-08-30,5583548320
2010-08-31,5550531280
2010-09-01,5774313440
2010-09-02,5841264660
2010-09-03,5941232920
2010-09-07,5888038800
2010-09-08,5908215880
2010-09-09,5984338500
2010-09-10,6050372580
2010-09-13,6149423700
2010-09-14,6209037800
2010-09-15,6266817620
2010-09-16,6281491860
2010-09-17,6321846020
2010-09-20,6408974320
2010-09-21,6446577060
2010-09-22,6493351200
2010-09-23,6392465800
2010-09-24,6556633860
2010-09-27,6497936899
2010-09-28,6504356880
2010-09-29,6522699680
2010-09-30,6491516920
2010-10-01,6501605460
2010-10-04,6403515630
2010-10-05,6554736480
2010-10-06,6464003970
2010-10-07,6472252380
2010-10-08,6487832710
2010-10-11,6498830590
2010-10-12,6562984890
2010-10-13,6640886539
2010-10-14,6547404560
2010-10-15,6604226940
2010-10-18,6640886539
2010-10-19,6499747080
2010-10-20,6616141310
2010-10-21,6631721640
2010-10-22,6647301970
2010-10-25,6714205740
2010-10-26,6716955210
2010-10-27,6785691960
2010-10-28,6816852620
2010-10-29,6793940370
2010-11-01,6873675000
2010-11-02,6924081950
2010-11-03,6957992080
2010-11-04,7067054390
2010-11-05,7137624120
2010-11-08,7111045910
2010-11-09,7057889490
2010-11-10,7013897970
2010-11-11,7095465580
2010-11-12,7006566050
2010-11-15,6998317640
2010-11-16,6881923410
2010-11-17,7038643200
2010-11-18,7158703390
2010-11-19,7215525770
2010-11-22,7215525770
2010-11-23,7078052270
2010-11-24,7210026830
2010-11-26,7149538490
2010-11-29,7112878890
2010-11-30,7045058630
2010-12-01,7213692789
2010-12-02,7266849210
2010-12-03,7276930600
2010-12-06,7184365110
2010-12-07,7202694910
2010-12-08,7111962399
2010-12-09,7244853450
2010-12-10,7362164170
2010-12-13,7371329070
2010-12-14,7336502450
2010-12-15,7273264640
2010-12-16,7374995030
2010-12-17,7347500330
2010-12-20,7374995030
2010-12-21,7336502450
2010-12-22,7319089140
2010-12-23,7293427420
2010-12-27,7272348149
2010-12-28,7236605039
2010-12-29,7232939080
2010-12-30,7191697030
2010-12-31,7122043789
2011-01-03,7157786899
2011-01-04,7114711870
2011-01-05,7129375710
2011-01-06,6969906450
2011-01-07,6892921289
2011-01-10,6844347320
2011-01-11,6992818700
2011-01-12,7034060750
2011-01-13,7001067110
2011-01-14,7005649560
2011-01-18,7094549090
2011-01-19,6920415990
2011-01-20,6946077710
2011-01-21,6988236250
2011-01-24,7172450740
2011-01-25,7147705510
2011-01-26,7025812340
2011-01-27,7119294320
2011-01-28,6970822940
2011-01-31,7001067110
2011-02-01,7121127300
2011-02-02,6955242610
2011-02-03,6923165460
2011-02-04,6907585130
2011-02-07,6977238370
2011-02-08,7043225649
2011-02-09,7140373590
2011-02-10,7282429539
2011-02-11,7320005630
2011-02-14,7350249800
2011-02-15,7322755100
2011-02-16,7363080660
2011-02-17,7376828010
2011-02-18,7641693620
2011-02-22,7602284550
2011-02-23,7375911520
2011-02-24,7478558399
2011-02-25,7555543560
2011-02-28,7611449450
2011-03-01,7518883960
2011-03-02,7554627070
2011-03-03,7758087850
2011-03-04,7973463000
2011-03-07,7882730490
2011-03-08,7984460880
2011-03-09,7970713530
2011-03-10,7791081490
2011-03-11,7824075130
2011-03-14,7765419770
2011-03-15,7579372300
2011-03-16,7384159929
2011-03-17,7493222240
2011-03-18,7659106929
2011-03-21,7786499039
2011-03-22,7736092090
2011-03-23,7704931429
2011-03-24,7756254870
2011-03-25,7835989500
2011-03-28,7838738970
2011-03-29,7880897510
2011-03-30,7956049690
2011-03-31,7964298100
2011-04-01,8058696570
2011-04-04,8159751240
2011-04-05,8223914640
2011-04-06,8192749560
2011-04-07,8084588400
2011-04-08,8034174300
2011-04-11,8052506699
2011-04-12,7989259920
2011-04-13,8025008100
2011-04-14,7992926400
2011-04-15,8048840220
2011-04-18,7879265519
2011-04-19,7920513420
2011-04-20,8218414920
2011-04-21,8322909600
2011-04-25,8316493260
2011-04-26,9012207840
2011-04-27,9011291220
2011-04-28,8979209520
2011-04-29,8982876000
2011-05-02,9009457980
2011-05-03,8937045000
2011-05-04,8879297940
2011-05-05,8767470300
2011-05-06,8879297940
2011-05-09,8964543600
2011-05-10,8984709240
2011-05-11,8917795980
2011-05-12,9022290660
2011-05-13,8955377400
2011-05-16,8906796540
2011-05-17,8797718760
2011-05-18,9025040520
2011-05-19,9125868720
2011-05-20,9049789260
2011-05-23,8915046120
2011-05-24,8902213440
2011-05-25,8944377960
2011-05-26,8981042760
2011-05-27,8964543600
2011-05-31,9034206720
2011-06-01,8794052280
2011-06-02,8808718200
2011-06-03,8617144620
2011-06-06,8490651060
2011-06-07,8607061800
2011-06-08,8516316420
2011-06-09,8633643780
2011-06-10,8455819500
2011-06-13,8387989620
2011-06-14,8540148540
2011-06-15,8345825100
2011-06-16,8382489900
2011-06-17,8441153580
2011-06-20,8486984580
2011-06-21,8643726600
2011-06-22,8620811100
2011-06-23,8537398680
2011-06-24,8385239760
2011-06-27,8497984019
2011-06-28,8618061240
2011-06-29,8739971700
2011-06-30,8775719880
2011-07-01,8948961060
2011-07-05,8881075840
2011-07-06,8890144640
2011-07-07,8939116160
2011-07-08,8937302400
2011-07-11,8619894400
2011-07-12,8561854080
2011-07-13,8567295360
2011-07-14,8473886720
2011-07-15,8496558720
2011-07-18,8439425280
2011-07-19,8718744320
2011-07-20,8738695680
2011-07-21,8992622080
2011-07-22,8892865280
2011-07-25,8805804800
2011-07-26,8093904000
2011-07-27,7858115200
2011-07-28,7932479360
2011-07-29,7970568320
2011-08-01,7825467520
2011-08-02,7422812799
2011-08-03,7514407680
2011-08-04,7152562560
2011-08-05,7074570880
2011-08-08,6638361600
2011-08-09,6966652159
2011-08-10,6633827200
2011-08-11,6868709120
2011-08-12,7154376320
2011-08-15,7355703680
2011-08-16,7050992000
2011-08-17,7099963520
2011-08-18,6546766720
2011-08-19,6563997440
2011-08-22,6604807040
2011-08-23,6872336640
2011-08-24,7010182400
2011-08-25,6948514560
2011-08-26,7104497920
2011-08-29,7283153280
2011-08-30,7308545920
2011-08-31,7243250560
2011-09-01,7148935040
2011-09-02,6877777920
2011-09-06,6878684799
2011-09-07,7142586880
2011-09-08,6984789760
2011-09-09,6767138560
2011-09-12,6842409600
2011-09-13,7043736960
2011-09-14,7227833600
2011-09-15,7419185280
2011-09-16,7475411840
2011-09-19,7312173440
2011-09-20,7368400000
2011-09-21,6997486080
2011-09-22,6735397760
2011-09-23,6809761920
2011-09-26,6961210880
2011-09-27,7218764799
2011-09-28,6985696640
2011-09-29,7050992000
2011-09-30,6846037120
2011-10-03,6572949120
2011-10-04,6712666560
2011-10-05,6852384000
2011-10-06,7039267199
2011-10-07,6476837760
2011-10-10,6755382720
2011-10-11,6961844160
2011-10-12,6881751360
2011-10-13,6759832319
2011-10-14,6874632000
2011-10-17,6693978240
2011-10-18,6822126720
2011-10-19,6764281920
2011-10-20,6916458240
2011-10-21,7171865280
2011-10-24,7398794880
2011-10-25,7021468800
2011-10-26,6854163840
2011-10-27,7203902400
2011-10-28,7316922240
2011-10-31,7130039040
2011-11-01,6839035199
2011-11-02,6893320319
2011-11-03,7089992640
2011-11-04,6990321600
2011-11-07,7065964800
2011-11-08,7252848000
2011-11-09,6895100160
2011-11-10,6935146560
2011-11-11,7122029760
2011-11-14,7071304319
2011-11-15,7051726080
2011-11-16,7000110720
2011-11-17,6778520640
2011-11-18,6653931840
2011-11-21,6616555199
2011-11-22,6645032640
2011-11-23,6476837760
2011-11-25,6456369600
2011-11-28,6688638720
2011-11-29,6690418560
2011-11-30,7119360000
2011-12-01,7114910400
2011-12-02,7108680960
2011-12-05,7123809600
2011-12-06,7134488640
2011-12-07,7043716800
2011-12-08,6724235520
2011-12-09,6658381439
2011-12-12,6544471680
2011-12-13,6447470400
2011-12-14,6393185280
2011-12-15,6401194560
2011-12-16,6372717120
2011-12-19,6382506240
2011-12-20,6595197120
2011-12-21,6561380160
2011-12-22,6631683840
2011-12-23,6637913280
2011-12-27,6640583040
2011-12-28,6519553920
2011-12-29,6597866880
2011-12-30,6589857600
2012-01-03,6758052480
2012-01-04,6625454400
2012-01-05,6559600319
2012-01-06,6598756800
2012-01-09,6609435840
2012-01-10,6597866880
2012-01-11,6709106880
2012-01-12,6826576319
2012-01-13,6768731520
2012-01-17,6921797760
2012-01-18,6789199680
2012-01-19,7064184960
2012-01-20,6940486080
2012-01-23,7009009920
2012-01-24,7567879680
2012-01-25,7823286720
2012-01-26,7737854400
2012-01-27,7726285439
2012-01-30,7677339840
2012-01-31,7704037439
2012-02-01,7860663360
2012-02-02,7900709760
2012-02-03,7963894080
2012-02-06,7943425920
2012-02-07,7905159360
2012-02-08,7881131520
2012-02-09,7861553280
2012-02-10,7813497600
2012-02-13,7843754880
2012-02-14,7876681920
2012-02-15,7824176640
2012-02-16,7929187199
2012-02-17,7887360960
2012-02-21,7781460480
2012-02-22,7841975040
2012-02-23,7841085120
2012-02-24,7881131520
2012-02-27,7918508160
2012-02-28,8000380800
2012-02-29,7973683199
2012-03-01,8035977600
2012-03-02,7950545280
2012-03-05,7913168640
2012-03-06,7770781439
2012-03-07,7820616960
2012-03-08,7996821120
2012-03-09,8096492160
2012-03-12,8054665920
2012-03-13,8211291840
2012-03-14,8203282560
2012-03-15,8287824960
2012-03-16,8272696319
2012-03-19,8238879360
2012-03-20,8265576960
2012-03-21,8221080960
2012-03-22,8116960319
2012-03-23,8088482880
2012-03-26,8367917760
2012-03-27,8286045120
2012-03-28,8263797120
2012-03-29,8170355520
2012-03-30,8245998720
2012-04-02,8300914830
2012-04-03,8292083130
2012-04-04,8103967920
2012-04-05,8118981810
2012-04-09,7955595360
2012-04-10,7722438480
2012-04-11,7785143550
2012-04-12,7884941760
2012-04-13,7733036520
2012-04-16,7679163150
2012-04-17,7821353520
2012-04-18,7788676230
2012-04-19,7775428680
2012-04-20,7838133750
2012-04-23,7801923780
2012-04-24,7224330600
2012-04-25,7354156590
2012-04-26,7445123100
2012-04-27,7402730939
2012-04-30,7428342870
2012-05-01,7411562640
2012-05-02,7402730939
2012-05-03,7376235840
2012-05-04,7375352670
2012-05-07,7399198260
2012-05-08,7462786500
2012-05-09,7449538949
2012-05-10,7444239930
2012-05-11,7491047939
2012-05-14,7404497280
2012-05-15,7340909040
2012-05-16,7346208060
2012-05-17,7287918840
2012-05-18,7136896770
2012-05-21,7290568350
2012-05-22,7309998090
2012-05-23,7249942530
2012-05-24,7264073250
2012-05-25,7250825699
2012-05-29,7283502990
2012-05-30,7136013600
2012-05-31,7045930260
2012-06-01,6806591189
2012-06-04,6725339550
2012-06-05,6797759490
2012-06-06,6962029110
2012-06-07,6919636949
2012-06-08,6957613260
2012-06-11,6911688420
2012-06-12,7010603460
2012-06-13,7021201500
2012-06-14,7093621439
2012-06-15,7114817520
2012-06-18,7178405760
2012-06-19,7275554460
2012-06-20,7272904949
2012-06-21,7068892680
2012-06-22,7161625530
2012-06-25,7022967840
2012-06-26,6873712110
2012-06-27,6901090380
2012-06-28,6790694130
2012-06-29,7018551990
2012-07-02,6861763500
2012-07-03,6943055730
2012-07-05,6977146019
2012-07-06,6757744410
2012-07-09,6639739559
2012-07-10,6526105260
2012-07-11,6582048300
2012-07-12,6591663510
2012-07-13,6698304930
2012-07-16,6659844090
2012-07-17,6741136320
2012-07-18,6873126930
2012-07-19,6862637610
2012-07-20,6685193280
2012-07-23,6607397490
2012-07-24,6616138590
2012-07-25,6565440210
2012-07-26,6738513990
2012-07-27,6910713660
2012-07-30,6827673210
2012-07-31,6772604280
2012-08-01,6758618519
2012-08-02,6590789400
2012-08-03,6740262210
2012-08-06,6730647000
2012-08-07,6877497480
2012-08-08,6929069970
2012-08-09,6867008160
2012-08-10,6874875150
2012-08-13,6819806220
2012-08-14,6759492630
2012-08-15,6846903630
2012-08-16,6658095870
2012-08-17,6578551860
2012-08-20,6621383250
2012-08-21,6643236000
2012-08-22,6700053150
2012-08-23,6739388099
2012-08-24,6793582920
2012-08-27,6818932110
2012-08-28,6777848940
2012-08-29,6921202980
2012-08-30,6913335990
2012-08-31,7009488090
2012-09-04,6981516570
2012-09-05,6958789710
2012-09-06,7138856370
2012-09-07,7270846980
2012-09-10,7274343420
2012-09-11,7291825620
2012-09-12,7311056040
2012-09-13,7443046650
2012-09-14,7433431440
2012-09-17,7422942120
2012-09-18,7450913640
2012-09-19,7430809110
2012-09-20,7437801990
2012-09-21,7402837590
2012-09-24,7396718820
2012-09-25,7353013320
2012-09-26,7286580960
2012-09-27,7353013320
2012-09-28,7283958630
2012-10-01,7297681920
2012-10-02,7284675120
2012-10-03,7311555839
2012-10-04,7322828400
2012-10-05,7314157199
2012-10-08,7315891440
2012-10-09,7108649760
2012-10-10,6970777680
2012-10-11,7014133680
2012-10-12,6969910560
2012-10-15,6988987199
2012-10-16,7083503280
2012-10-17,7119922320
2012-10-18,7032343199
2012-10-19,6926554560
2012-10-22,7028874720
2012-10-23,6840709680
2012-10-24,6902275199
2012-10-25,6995057040
2012-10-26,7072230720
2012-10-31,7093908720
2012-11-01,7300283280
2012-11-02,7239584880
2012-11-05,7347974880
2012-11-06,7403470560
2012-11-07,7283808000
2012-11-08,7215305519
2012-11-09,7194494640
2012-11-12,7189291920
2012-11-13,7144201680
2012-11-14,7001126880
2012-11-15,7034944560
2012-11-16,7041881519
2012-11-19,7211837040
2012-11-20,7183222080
2012-11-21,7121656560
2012-11-23,7252591680
2012-11-26,7220508240
2012-11-27,7192760400
2012-11-28,7260395760
2012-11-29,7331499600
2012-11-30,7331499600
2012-12-03,7295947680
2012-12-04,7321094160
2012-12-05,7296814800
2012-12-06,7372254240
2012-12-07,7413876000
2012-12-10,7457232000
2012-12-11,7549146720
2012-12-12,7596838320
2012-12-13,7581230160
2012-12-14,7574293199
2012-12-17,7646264160
2012-12-18,7734710400
2012-12-19,7664473680
2012-12-20,7745982960
2012-12-21,7667075040
2012-12-24,7684417440
2012-12-26,7576894560
2012-12-27,7589901360
2012-12-28,7478910000
2012-12-31,7496588880
2013-01-02,7633406789
2013-01-03,7419144780
2013-01-04,7470774179
2013-01-07,7494007410
2013-01-08,7635988260
2013-01-09,7832179980
2013-01-10,7852831740
2013-01-11,7796899890
2013-01-14,7770224700
2013-01-15,7821854100
2013-01-16,7792597440
2013-01-17,7793457929
2013-01-18,7907042610
2013-01-22,7853692230
2013-01-23,7819272630
2013-01-24,7826156550
2013-01-25,7968997890
2013-01-28,7981044750
2013-01-29,7971579360
2013-01-30,7928554860
2013-01-31,7879506929
2013-02-01,8010301410
2013-02-04,7814970179
2013-02-05,7881227910
2013-02-06,7934578289
2013-02-07,7864878600
2013-02-08,7962113970
2013-02-11,7956951030
2013-02-12,7915647510
2013-02-13,8021487780
2013-02-14,8043000030
2013-02-15,7968997890
2013-02-19,8033534640
2013-02-20,7944904170
2013-02-21,7898437710
2013-02-22,7972439850
2013-02-25,7780550580
2013-02-26,7872623010
2013-02-27,8000836020
2013-02-28,7978463280
2013-03-01,8068814730
2013-03-04,8066233260
2013-03-05,8171213039
2013-03-06,8141956380
2013-03-07,8110978740
2013-03-08,8129909520
2013-03-11,8149700789
2013-03-12,8109257760
2013-03-13,8109257760
2013-03-14,8145398340
2013-03-15,8159166179
2013-03-18,8086024530
2013-03-19,8087745510
2013-03-20,8155724220
2013-03-21,8012022390
2013-03-22,8024929740
2013-03-25,7963834950
2013-03-26,8024929740
2013-03-27,8016324840
2013-03-28,8080861590
2013-04-01,8009663400
2013-04-02,8163531000
2013-04-03,8060097780
2013-04-04,8084032739
2013-04-05,7897681980
2013-04-08,7952390460
2013-04-09,7962648300
2013-04-10,8131047840
2013-04-11,8160111719
2013-04-12,8063517060
2013-04-15,7805361420
2013-04-16,7837844580
2013-04-17,7680557699
2013-04-18,7542931680
2013-04-19,7560882900
2013-04-22,7627558860
2013-04-23,7872892199
2013-04-24,7905375360
2013-04-25,7939568160
2013-04-26,7889988600
2013-04-29,7902810900
2013-04-30,7898536800
2013-05-01,7896827160
2013-05-02,7918197660
2013-05-03,7949826000
2013-05-06,7995131460
2013-05-07,8075484540
2013-05-08,8189175600
2013-05-09,8242174440
2013-05-10,8284060620
2013-05-13,8249013000
2013-05-14,8355865500
2013-05-15,8419122180
2013-05-16,8297737739
2013-05-17,8377236000
2013-05-20,8337059460
2013-05-21,8384074560
2013-05-22,8266109400
2013-05-23,8306285940
2013-05-24,8359284780
2013-05-28,8485798140
2013-05-29,8340478739
2013-05-30,8353301040
2013-05-31,8266964219
2013-06-03,8292608820
2013-06-04,8256706380
2013-06-05,8225078040
2013-06-06,8319963060
2013-06-07,8409719160
2013-06-10,8405445060
2013-06-11,8307140760
2013-06-12,8307140760
2013-06-13,8464427640
2013-06-14,8428525199
2013-06-17,8566151219
2013-06-18,8710615800
2013-06-19,8567006040
2013-06-20,8322527520
2013-06-21,8484943320
2013-06-24,8345607660
2013-06-25,8525119860
2013-06-26,8498620440
2013-06-27,8580683160
2013-06-28,8552474100
2013-07-01,8720388450
2013-07-02,8549166600
2013-07-03,8558536950
2013-07-05,8689721850
2013-07-08,8663314500
2013-07-09,8705055150
2013-07-10,8883091800
2013-07-11,8900980650
2013-07-12,8904388050
2013-07-15,8913758400
2013-07-16,8816647500
2013-07-17,8795351250
2013-07-18,8912906550
2013-07-19,8922276900
2013-07-22,8979350850
2013-07-23,8447796450
2013-07-24,8544907350
2013-07-25,8584092450
2013-07-26,8532129600
2013-07-29,8486981550
2013-07-30,8561944350
2013-07-31,8598573900
2013-08-01,8768092050
2013-08-02,8696536650
2013-08-05,8743388400
2013-08-06,8707610700
2013-08-07,8679499650
2013-08-08,8771499450
2013-08-09,8808980850
2013-08-12,8814091950
2013-08-13,8819203050
2013-08-14,8764684650
2013-08-15,8498055600
2013-08-16,8388166950
2013-08-19,8361759600
2013-08-20,8430759450
2013-08-21,8398389150
2013-08-22,8534685150
2013-08-23,8486981550
2013-08-26,8470796400
2013-08-27,8386463250
2013-08-28,8393278050
2013-08-29,8427352050
2013-08-30,8420537249
2013-09-03,8516796300
2013-09-04,8617314600
2013-09-05,8663314500
2013-09-06,8656499700
2013-09-09,8781721650
2013-09-10,8849869650
2013-09-11,8938462050
2013-09-12,8894165850
2013-09-13,8875425150
2013-09-16,9008313750
2013-09-17,9027906300
2013-09-18,9081572850
2013-09-19,9067091400
2013-09-20,9075609900
2013-09-23,9026202600
2013-09-24,9085832100
2013-09-25,9090943200
2013-09-26,9176980050
2013-09-27,9138646800
2013-09-30,9028487260
2013-10-01,8985134200
2013-10-02,8980883900
2013-10-03,8890777540
2013-10-04,8925630000
2013-10-07,8824472860
2013-10-08,8733516440
2013-10-09,8699514040
2013-10-10,8829573220
2013-10-11,8881426880
2013-10-14,8855925080
2013-10-15,8764968660
2013-10-16,8849974660
2013-10-17,9040388100
2013-10-18,9051438880
2013-10-21,9028487260
2013-10-22,8486148980
2013-10-23,8655310920
2013-10-24,8610257740
2013-10-25,8669761940
2013-10-28,8691013440
2013-10-29,8683362900
2013-10-30,8583905880
2013-10-31,8578805520
2013-11-01,8549903480
2013-11-04,8568604800
2013-11-05,8455546820
2013-11-06,8474248140
2013-11-07,8368840700
2013-11-08,8510800720
2013-11-11,8471697960
2013-11-12,8459797120
2013-11-13,8504850300
2013-11-14,8553303720
2013-11-15,8680812720
2013-11-18,8606857500
2013-11-19,8543103000
2013-11-20,8534602400
2013-11-21,8617908280
2013-11-22,8593256540
