,INVH
2021-09-15,23311251591
2021-09-16,23351642373
2021-09-17,23016975890
2021-09-20,23005435666
2021-09-21,23063136784
2021-09-22,23380492932
2021-09-23,23345872261
2021-09-24,22861182872
2021-09-27,22249551023
2021-09-28,22238010800
2021-09-29,22474585383
2021-09-30,22924255609
2021-10-01,23211332121
2021-10-04,23169466796
2021-10-05,22978082455
2021-10-06,23115639950
2021-10-07,23055832344
2021-10-08,23037890062
2021-10-11,23097697668
2021-10-12,23324966574
2021-10-13,23839311990
2021-10-14,24096484699
2021-10-15,24030696331
2021-10-18,24084523177
2021-10-19,24036677092
2021-10-20,24210119151
2021-10-21,24102465459
2021-10-22,24449349578
2021-10-25,24539060987
2021-10-26,24485234142
2021-10-27,24204138391
2021-10-28,24754368371
2021-10-29,24670637722
2021-11-01,24592887833
2021-11-02,24844079781
2021-11-03,24820156739
2021-11-04,24341695886
2021-11-05,24413465014
2021-11-08,24198157630
2021-11-09,24240022954
2021-11-10,24263945997
2021-11-11,24251984476
2021-11-12,24257965236
2021-11-15,24455330338
2021-11-16,24228061433
2021-11-17,24222080673
2021-11-18,24557003269
2021-11-19,24467291860
2021-11-22,24371599689
2021-11-23,24610830115
2021-11-24,25095271729
2021-11-26,24610830115
2021-11-29,24682599243
2021-11-30,24186196109
2021-12-01,23809408187
2021-12-02,24724464568
2021-12-03,24909868148
2021-12-06,25298617591
2021-12-07,25513924975
2021-12-08,25884732136
2021-12-09,25549809539
2021-12-10,25555790300
2021-12-13,25818943769
2021-12-14,25202925421
2021-12-15,25633540188
2021-12-16,25436175086
2021-12-17,25657463231
2021-12-20,25430194326
2021-12-21,25920616700
2021-12-22,26303385382
2021-12-23,26285443100
2021-12-27,26632327218
2021-12-28,26668211782
2021-12-29,27015095901
2021-12-30,27009115140
2021-12-31,27494639601
2022-01-03,27270267818
2022-01-04,27367293454
2022-01-05,26615344775
2022-01-06,26530447343
2022-01-07,26027126857
2022-01-10,25857331994
2022-01-11,26172665310
2022-01-12,26354588378
2022-01-13,26451614014
2022-01-14,26312139662
2022-01-18,26233306333
2022-01-19,25984678141
2022-01-20,25372203814
2022-01-21,25396460223
2022-01-24,25281242280
2022-01-25,24923460247
2022-01-26,24650575646
2022-01-27,24323114124
2022-01-28,25220601257
2022-01-31,25457101245
2022-02-01,25360075609
2022-02-02,25833075585
2022-02-03,25711793540
2022-02-04,25729985846
2022-02-07,25269114075
2022-02-08,25341883302
2022-02-09,25966485834
2022-02-10,25602639699
2022-02-11,25366139711
2022-02-14,25105383315
2022-02-15,25075062803
2022-02-16,24529293601
2022-02-17,23819793638
2022-02-18,23419562889
2022-02-22,23528716730
2022-02-23,22691870619
2022-02-24,22594844983
2022-02-25,23674255184
2022-02-28,22922306505
2022-03-01,22710062926
2022-03-02,23589357752
2022-03-03,23437755196
2022-03-04,23771280820
2022-03-07,23201255208
2022-03-08,23419562889
2022-03-09,23874370558
2022-03-10,23898626967
2022-03-11,23922883376
2022-03-14,23710639797
2022-03-15,23953203887
2022-03-16,24135126955
2022-03-17,24680896157
2022-03-18,24674832055
2022-03-21,24595998726
2022-03-22,24492908987
2022-03-23,24050229523
2022-03-24,24310985920
2022-03-25,24541421805
2022-03-28,24541421805
2022-03-29,25153896133
2022-03-30,24808242304
2022-03-31,24523125415
2022-04-01,25048010628
2022-04-04,24632985111
2022-04-05,24553641997
2022-04-06,24950357565
2022-04-07,24877117768
2022-04-08,25182283590
2022-04-11,25054113945
2022-04-12,25279936653
2022-04-13,25530172626
2022-04-14,25603412423
2022-04-18,25444726196
2022-04-19,26268673914
2022-04-20,26799662444
2022-04-21,26708112697
2022-04-22,26293087180
2022-04-25,26128297636
2022-04-26,25640032322
2022-04-27,25456932829
2022-04-28,25145663691
2022-04-29,24303406024
2022-05-02,23430631774
2022-05-03,23485561622
2022-05-04,23650351166
2022-05-05,23265842231
2022-05-06,23186499117
2022-05-09,21862079452
2022-05-10,21880389401
2022-05-11,21868182768
2022-05-12,21892596034
2022-05-13,22533444259
2022-05-16,22252691703
2022-05-17,22490721044
2022-05-18,21776633022
2022-05-19,21819356237
2022-05-20,22100108793
2022-05-23,22411377930
2022-05-24,22948469776
2022-05-25,22948469776
2022-05-26,22801990182
2022-05-27,23522181521
2022-05-31,23021709573
2022-06-01,23217015699
2022-06-02,23680867748
2022-06-03,23369598610
2022-06-06,22936263143
2022-06-07,23314668762
2022-06-08,22801990182
2022-06-09,22374758032
2022-06-10,22026868995
2022-06-13,20720759279
2022-06-14,20525453154
2022-06-15,20897755456
2022-06-16,20617002900
2022-06-17,20604796267
2022-06-21,20769585811
2022-06-22,20781792444
2022-06-23,21410434036
2022-06-24,21672876642
2022-06-27,21691186592
2022-06-28,21837666186
2022-06-29,21752219756
2022-06-30,21733894275
2022-07-01,21831629606
2022-07-05,22045425643
2022-07-06,22222570931
2022-07-07,22350848553
2022-07-08,22277547055
2022-07-11,22295872430
2022-07-12,21324627576
2022-07-13,21568965904
2022-07-14,21428471365
2022-07-15,21880497272
2022-07-18,21733894275
2022-07-19,21788870399
2022-07-20,21813304232
2022-07-21,22124835600
2022-07-22,22265330139
2022-07-25,22271438597
2022-07-26,22363065470
2022-07-27,22582969965
2022-07-28,23590865568
2022-07-29,23841312354
2022-08-01,23523672528
2022-08-02,23199924243
2022-08-03,23010562039
2022-08-04,23163273494
2022-08-05,23138839661
2022-08-08,23163273494
2022-08-09,23487021779
2022-08-10,23786336230
2022-08-11,23755793939
2022-08-12,24183386013
2022-08-15,24299446719
2022-08-16,24317772094
2022-08-17,24268904428
2022-08-18,23700817816
2022-08-19,23688600899
2022-08-22,23370961073
2022-08-23,22900609791
2022-08-24,23016670497
2022-08-25,23352635698
2022-08-26,22772332169
2022-08-29,22430258510
2022-08-30,22002666436
2022-08-31,22161486349
2022-09-01,22326414721
2022-09-02,22277547055
2022-09-06,23322093407
2022-09-07,23749685481
2022-09-08,23743577023
2022-09-09,24158952181
2022-09-12,24501025840
2022-09-13,23768010856
2022-09-14,23340418782
2022-09-15,22723464504
2022-09-16,22515776925
2022-09-19,22436366968
2022-09-20,21807195774
2022-09-21,21300193743
2022-09-22,21379603700
2022-09-23,21397929074
2022-09-26,20970337000
2022-09-27,20707673298
2022-09-28,21068072331
2022-09-29,20695456381
2022-09-30,20647918595
2022-10-03,21357174905
2022-10-04,21424431969
2022-10-05,20947518243
2022-10-06,20605118646
2022-10-07,19779691044
2022-10-10,19651291195
2022-10-11,20158776313
2022-10-12,19687976866
2022-10-13,19865290943
2022-10-14,19321120154
2022-10-17,20091519249
2022-10-18,20354433226
2022-10-19,19871405222
2022-10-20,19895862336
2022-10-21,20238261934
2022-10-24,20103747806
2022-10-25,20764089887
2022-10-26,20574547253
2022-10-27,18984834835
2022-10-28,19571805574
2022-10-31,19376148661
2022-11-01,19351691547
2022-11-02,19235520255
2022-11-03,19174377470
2022-11-04,18972606278
2022-11-07,18165521512
2022-11-08,18410092653
2022-11-09,18226664297
2022-11-10,19743005373
2022-11-11,19553462738
2022-11-14,19137691798
2022-11-15,19363920104
2022-11-16,19064320456
2022-11-17,18819749315
2022-11-18,19119348963
2022-11-21,19107120406
2022-11-22,19308891597
2022-11-23,19321120154
2022-11-25,19394491497
2022-11-28,18948149164
2022-11-29,19516777067
2022-11-30,19950890843
2022-12-01,19779691044
2022-12-02,19785805323
2022-12-05,19657405473
2022-12-06,19357805825
2022-12-07,19675748309
2022-12-08,19632948359
2022-12-09,19315005876
2022-12-12,19045977620
2022-12-13,19596262688
2022-12-14,19571805574
2022-12-15,19088777570
2022-12-16,18575178174
2022-12-19,18189978626
2022-12-20,18055464499
2022-12-21,18202207183
2022-12-22,18110493005
2022-12-23,18281692804
2022-12-27,18177750069
2022-12-28,17798664800
2022-12-29,18361178425
2022-12-30,18122721562
2023-01-03,17895078485
2023-01-04,18176409179
2023-01-05,17485314214
2023-01-06,18188640949
2023-01-09,18225336257
2023-01-10,18231452141
2023-01-11,19050980684
2023-01-12,19209993685
2023-01-13,19087675992
2023-01-17,19344543147
2023-01-18,18934778876
2023-01-19,18922547107
2023-01-20,19283384301
2023-01-23,19240573108
2023-01-24,19515787918
2023-01-25,19619757957
2023-01-26,19644221495
2023-01-27,19907204535
2023-01-30,19448513187
2023-01-31,19876625112
2023-02-01,19986711036
2023-02-02,20738964848
2023-02-03,20439286500
2023-02-06,20200766998
2023-02-07,20243578191
2023-02-08,20219114652
2023-02-09,19956131612
2023-02-10,19980595151
2023-02-13,20225230537
2023-02-14,20219114652
2023-02-15,20127376383
2023-02-16,19931668074
2023-02-17,19956131612
2023-02-21,19723727996
2023-02-22,19631989726
2023-02-23,19687032688
2023-02-24,19295616070
2023-02-27,19161066608
2023-02-28,19118255415
2023-03-01,18567825797
2023-03-02,18702375259
2023-03-03,19466860840
2023-03-06,19491324379
2023-03-07,19014285376
2023-03-08,19344543147
2023-03-09,19124371300
2023-03-10,18506666950
2023-03-13,19038748915
2023-03-14,19118255415
2023-03-15,19240573108
2023-03-16,19020401261
2023-03-17,18647332297
2023-03-20,18720722913
2023-03-21,18463855758
2023-03-22,17607631907
2023-03-23,17540357176
2023-03-24,18005164409
2023-03-27,18060207371
2023-03-28,18017396178
2023-03-29,18488319296
2023-03-30,18775765875
2023-03-31,19111334256
2023-04-03,19086856082
2023-04-04,19123573343
2023-04-05,19099095169
2023-04-06,19270442387
2023-04-10,19362235539
2023-04-11,19533582756
2023-04-12,19558060930
2023-04-13,19711049516
2023-04-14,19704929973
2023-04-17,20194493451
2023-04-18,20261808429
2023-04-19,20371960211
2023-04-20,20310764776
2023-04-21,20371960211
2023-04-24,20102700298
2023-04-25,19808962212
2023-04-26,19668212712
2023-04-27,20114939385
2023-04-28,20420916559
2023-05-01,20451514276
2023-05-02,20592263776
2023-05-03,20469872907
2023-05-04,20427036102
2023-05-05,21045109993
2023-05-08,21038990449
2023-05-09,20837045515
2023-05-10,21100185884
2023-05-11,20824806428
2023-05-12,20812567341
2023-05-15,20855404145
2023-05-16,20323003863
2023-05-17,20561666059
2023-05-18,20524948798
2023-05-19,20518829254
2023-05-22,20586144233
2023-05-23,20384199298
2023-05-24,20157776190
2023-05-25,20133298016
2023-05-26,20433155646
2023-05-30,20555546515
2023-05-31,20733013276
2023-06-01,20714654645
2023-06-02,21106305428
2023-06-05,21094066341
2023-06-06,20928838667
2023-06-07,21087946797
2023-06-08,21265413558
2023-06-09,20983914558
2023-06-12,20567785602
2023-06-13,20818686884
2023-06-14,20830925971
2023-06-15,21014512275
2023-06-16,21051229536
2023-06-20,21045109993
2023-06-21,20916599580
2023-06-22,20543307428
2023-06-23,20035385320
2023-06-26,20561666059
2023-06-27,20849284602
2023-06-28,20965555928
2023-06-29,20886001863
2023-06-30,21052827898
2023-07-03,21334348271
2023-07-05,21211948109
2023-07-06,21267028182
2023-07-07,21260908174
2023-07-10,21267028182
2023-07-11,21573028587
2023-07-12,21603628628
2023-07-13,21726028790
2023-07-14,21664828709
2023-07-17,21621988652
2023-07-18,21315988247
2023-07-19,21603628628
2023-07-20,21830068928
2023-07-21,22117709309
2023-07-24,22129949325
2023-07-25,21756628831
2023-07-26,21738268806
2023-07-27,21352708295
2023-07-28,21707668766
2023-07-31,21726028790
2023-08-01,21640348676
2023-08-02,21689308741
2023-08-03,21517948514
2023-08-04,21273148190
2023-08-07,21377188328
2023-08-08,21389428344
2023-08-09,21181348068
2023-08-10,21126267995
2023-08-11,21236428141
2023-08-14,21089547947
2023-08-15,20948787760
2023-08-16,20850867630
2023-08-17,20514267184
2023-08-18,20477547136
2023-08-21,20116466657
2023-08-22,20312306917
2023-08-23,20673387395
2023-08-24,20563227249
2023-08-25,20655027371
2023-08-28,20655027371
2023-08-29,20832507606
2023-08-30,21046707890
2023-08-31,20863107646
2023-09-01,20918187719
2023-09-05,20728467468
2023-09-06,20783547541
2023-09-07,20936547744
2023-09-08,20734587476
2023-09-11,20850867630
2023-09-12,21009987841
2023-09-13,20985507809
2023-09-14,21511828506
2023-09-15,21597508620
2023-09-18,21224188125
2023-09-19,20844747622
2023-09-20,20783547541
2023-09-21,20202146771
2023-09-22,20000186503
2023-09-25,19890026357
2023-09-26,19584025952
2023-09-27,19400425708
2023-09-28,19437145757
2023-09-29,19394305700
2023-10-02,19150296356
2023-10-03,19015650616
2023-10-04,19321663661
2023-10-05,19376746009
2023-10-06,19566474097
2023-10-09,19701119837
2023-10-10,19554233575
2023-10-11,20154019143
2023-10-12,19988772099
2023-10-13,19915328968
2023-10-16,20007132882
2023-10-17,20025493664
2023-10-18,19707240098
2023-10-19,19315543400
2023-10-20,19089093747
2023-10-23,18727998354
2023-10-24,19040131659
2023-10-25,18556631048
2023-10-26,17779357914
2023-10-27,17626351392
2023-10-30,17914003654
2023-10-31,18171054612
2023-11-01,18207776177
2023-11-02,18838163050
2023-11-03,19566474097
2023-11-06,19407347313
2023-11-07,19119695051
2023-11-08,19272701574
2023-11-09,19101334268
2023-11-10,19388986531
2023-11-13,19284942095
2023-11-14,20466152449
2023-11-15,20343747231
2023-11-16,20527355058
2023-11-17,20521234797
2023-11-20,20502874015
2023-11-21,20294785144
2023-11-22,20423310623
2023-11-24,20417190362
2023-11-27,20435551145
2023-11-28,20374348536
2023-11-29,20172379926
2023-11-30,20417190362
2023-12-01,20827247842
2023-12-04,20680361581
2023-12-05,20374348536
2023-12-06,20172379926
2023-12-07,20043854447
2023-12-08,20245823057
2023-12-11,20368228275
2023-12-12,20527355058
2023-12-13,21329109236
2023-12-14,21598400716
2023-12-15,20937412538
2023-12-18,20974134104
2023-12-19,21157741931
2023-12-20,20790526277
2023-12-21,20943532799
2023-12-22,20949653060
2023-12-26,20986374626
2023-12-27,21059817756
2023-12-28,21237305323
2023-12-29,20876209929
2024-01-02,21195039782
2024-01-03,20858319046
2024-01-04,20803219289
2024-01-05,20729752947
2024-01-08,20956274169
2024-01-09,20754241728
2024-01-10,20919540998
2024-01-11,20729752947
2024-01-12,20693019776
2024-01-16,20533842700
2024-01-17,20270588307
2024-01-18,20233855136
2024-01-19,20619553433
2024-01-22,20925663193
2024-01-23,20650164409
2024-01-24,20276710502
2024-01-25,20362421235
2024-01-26,20356299040
2024-01-29,20399154406
2024-01-30,20252221721
2024-01-31,20160388793
2024-02-01,20478742944
2024-02-02,20215488550
2024-02-05,19725712934
2024-02-06,20031822694
2024-02-07,19933867571
2024-02-08,20013456108
2024-02-09,20246099526
2024-02-12,20142022208
2024-02-13,19750201715
2024-02-14,19793057081
2024-02-15,20117533427
2024-02-16,20019578304
2024-02-20,20062433670
2024-02-21,20325688064
2024-02-22,20276710502
2024-02-23,20374665625
2024-02-26,20393032211
2024-02-27,20527720505
2024-02-28,20601186848
2024-02-29,20858319046
2024-03-01,21146062220
2024-03-04,21678693203
2024-03-05,21348094662
2024-03-06,21378705638
2024-03-07,21188917587
2024-03-08,21501149542
2024-03-11,21495027347
2024-03-12,21550127104
2024-03-13,21562371494
2024-03-14,21348094662
2024-03-15,21403194419
2024-03-18,21195039782
2024-03-19,21237895148
2024-03-20,21329728076
2024-03-21,21488905152
2024-03-22,21176673196
2024-03-25,21048107097
2024-03-26,20980762950
2024-03-27,21366461248
2024-03-28,21801137107
2024-04-01,21470538566
2024-04-02,21299117100
2024-04-03,21268506124
2024-04-04,21060351488
2024-04-05,21286872710
2024-04-08,21635837836
2024-04-09,21776648326
2024-04-10,21348094662
2024-04-11,21188917587
2024-04-12,20766486118
2024-04-15,20546087091
2024-04-16,20227732940
2024-04-17,20246099526
2024-04-18,20448131968
2024-04-19,20552209286
2024-04-22,20680775385
2024-04-23,20895052217
2024-04-24,21005251731
2024-04-25,21109329049
2024-04-26,21256261734
2024-04-29,21170551001
2024-04-30,20937907584
2024-05-01,20864441241
2024-05-02,21121573440
2024-05-03,21054229292
2024-05-06,21305239296
2024-05-07,21415438809
2024-05-08,21244017344
2024-05-09,21415438809
2024-05-10,21292994905
2024-05-13,21274628320
2024-05-14,21415438809
2024-05-15,21825625888
2024-05-16,21556249299
2024-05-17,21703181984
2024-05-20,21690937593
2024-05-21,21537882713
2024-05-22,21415438809
2024-05-23,21133817830
2024-05-24,21109329049
2024-05-28,20858319046
2024-05-29,20680775385
2024-05-30,20833830265
2024-05-31,21299117100
2024-06-03,21244017344
2024-06-04,21397072224
2024-06-05,21262383929
2024-06-06,21341972467
2024-06-07,21433805395
2024-06-10,21617471251
2024-06-11,21488905152
2024-06-12,21458294176
2024-06-13,21446049785
2024-06-14,21733792960
2024-06-17,21739915155
2024-06-18,21874603449
2024-06-20,21788892716
2024-06-21,21684815398
2024-06-24,21948069792
2024-06-25,21758281740
2024-06-26,21495027347
2024-06-27,21635837836
2024-06-28,21972558572
2024-07-01,21905214425
2024-07-02,22070513696
2024-07-03,22046024915
2024-07-05,22064391500
2024-07-08,22119491257
2024-07-09,22101124672
2024-07-10,21941947596
2024-07-11,21697059788
2024-07-12,21654204422
2024-07-15,21599104665
2024-07-16,21935825401
2024-07-17,21886847840
2024-07-18,21990925158
2024-07-19,21990925158
2024-07-22,22238423915
2024-07-23,22354823379
2024-07-24,22036256425
2024-07-25,20339274765
2024-07-26,20872261785
2024-07-29,21000913824
2024-07-30,21435880242
2024-07-31,21607416294
2024-08-01,21766699771
2024-08-02,21803457497
2024-08-05,21239839039
2024-08-06,21803457497
2024-08-07,21576784856
2024-08-08,21717689471
2024-08-09,21864720373
