,ADI
2009-04-13,5984714850
2009-04-14,6072082950
2009-04-15,5946855340
2009-04-16,6200222830
2009-04-17,6235170070
2009-04-20,6022574360
2009-04-21,6042960250
2009-04-22,6095381110
2009-04-23,6089556570
2009-04-24,6162363320
2009-04-27,6069170680
2009-04-28,5984714850
2009-04-29,6051697060
2009-04-30,6197310560
2009-05-01,6159451050
2009-05-04,6427997220
2009-05-05,6410514000
2009-05-06,6591173940
2009-05-07,6282303720
2009-05-08,6022969290
2009-05-11,6063763470
2009-05-12,6005486070
2009-05-13,5862706440
2009-05-14,5853964830
2009-05-15,5670391020
2009-05-18,5798601300
2009-05-19,5996744459
2009-05-20,6935010600
2009-05-21,6867991590
2009-05-22,6873819330
2009-05-26,6894216420
2009-05-27,6975804780
2009-05-28,7036996050
2009-05-29,7112756670
2009-06-01,7293416610
2009-06-02,7133153760
2009-06-03,7095273450
2009-06-04,7156464720
2009-06-05,7118584410
2009-06-08,7118584410
2009-06-09,7497387510
2009-06-10,7491559770
2009-06-11,7500301380
2009-06-12,7401229800
2009-06-15,7284675000
2009-06-16,7112756670
2009-06-17,7179775680
2009-06-18,7112756670
2009-06-19,7150636980
2009-06-22,6891302550
2009-06-23,6800972580
2009-06-24,6914613510
2009-06-25,7223483730
2009-06-26,7220569860
2009-06-29,7191431160
2009-06-30,7220569860
2009-07-01,7243880820
2009-07-02,7197258900
2009-07-06,7016598959
2009-07-07,6935010600
2009-07-08,6835939020
2009-07-09,7002029610
2009-07-10,6978718650
2009-07-13,7071962490
2009-07-14,7045737660
2009-07-15,7267191780
2009-07-16,7380832709
2009-07-17,7462421070
2009-07-20,7523612340
2009-07-21,7482818160
2009-07-22,7780032900
2009-07-23,7981089930
2009-07-24,7975262190
2009-07-27,8018970240
2009-07-28,8027711850
2009-07-29,8013142500
2009-07-30,8004400890
2009-07-31,7975262190
2009-08-03,8158863600
2009-08-04,8217985800
2009-08-05,8149995270
2009-08-06,8064268080
2009-08-07,7996277550
2009-08-10,8028794760
2009-08-11,8011058100
2009-08-12,8040619200
2009-08-13,8220941910
2009-08-14,8096785290
2009-08-17,7910550360
2009-08-18,8046531420
2009-08-19,8217985800
2009-08-20,8268239670
2009-08-21,8401264620
2009-08-24,8348054640
2009-08-25,8386484070
2009-08-26,8466299040
2009-08-27,8451518490
2009-08-28,8478123480
2009-08-31,8351010750
2009-09-01,8206161360
2009-09-02,8147039160
2009-09-03,8321449650
2009-09-04,8513596800
2009-09-08,8661402300
2009-09-09,8655490080
2009-09-10,8690963400
2009-09-11,8392396290
2009-09-14,8478123480
2009-09-15,8439694050
2009-09-16,8176600260
2009-09-17,8120434170
2009-09-18,8064268080
2009-09-21,8040619200
2009-09-22,8064268080
2009-09-23,8188424700
2009-09-24,8093829180
2009-09-25,8152951379
2009-09-28,8283020220
2009-09-29,8064268080
2009-09-30,8152951379
2009-10-01,7854384270
2009-10-02,7762744860
2009-10-05,7792305960
2009-10-06,7975584780
2009-10-07,7913506470
2009-10-08,7795262070
2009-10-09,8102697510
2009-10-12,8306669100
2009-10-13,8283020220
2009-10-14,8469255150
2009-10-15,8324405760
2009-10-16,8176600260
2009-10-19,8220941910
2009-10-20,8179556370
2009-10-21,8055399750
2009-10-22,8149995270
2009-10-23,8016970320
2009-10-26,8040619200
2009-10-27,7860296490
2009-10-28,7623807690
2009-10-29,7792305960
2009-10-30,7576509930
2009-11-02,7623100200
2009-11-03,7631964269
2009-11-04,7720604970
2009-11-05,7939252030
2009-11-06,7835837880
2009-11-09,8016073970
2009-11-10,8187445990
2009-11-11,8190400680
2009-11-12,8095850600
2009-11-13,8084031840
2009-11-16,8326316420
2009-11-17,8329271110
2009-11-18,8361772700
2009-11-19,8225856960
2009-11-20,8119488120
2009-11-23,8255403860
2009-11-24,8787248060
2009-11-25,8816794960
2009-11-27,8790202750
2009-11-30,8861115310
2009-12-01,8973393530
2009-12-02,8979302910
2009-12-03,9059079540
2009-12-04,9041351400
2009-12-07,8994076360
2009-12-08,8929073180
2009-12-09,9008849810
2009-12-10,8997031050
2009-12-11,9008849810
2009-12-14,9041351400
2009-12-15,8997031050
2009-12-16,9067943610
2009-12-17,9002940430
2009-12-18,9124082720
2009-12-21,9194995280
2009-12-22,9254089080
2009-12-23,9271817220
2009-12-24,9363412610
2009-12-28,9271817220
2009-12-29,9251134390
2009-12-30,9384095440
2009-12-31,9330911020
2010-01-04,9357503230
2010-01-05,9342729780
2010-01-06,9325001640
2010-01-07,9251134390
2010-01-08,9304318810
2010-01-11,9251134390
2010-01-12,8867024690
2010-01-13,8864070000
2010-01-14,8855205930
2010-01-15,8556782240
2010-01-19,8707471430
2010-01-20,8547918170
2010-01-21,8586329140
2010-01-22,8202219440
2010-01-25,8276086690
2010-01-26,8154944400
2010-01-27,8184491300
2010-01-28,8021983350
2010-01-29,7965844240
2010-02-01,8196144000
2010-02-02,8273578500
2010-02-03,8234861250
2010-02-04,7892362500
2010-02-05,8011492500
2010-02-08,7981710000
2010-02-09,8077014000
2010-02-10,8056166250
2010-02-11,8240817750
2010-02-12,8336121750
2010-02-16,8517795000
2010-02-17,8452273500
2010-02-18,8806685250
2010-02-19,8860293750
2010-02-22,8901989250
2010-02-23,8681598750
2010-02-24,8782859250
2010-02-25,8824554750
2010-02-26,8708403000
2010-03-01,8881141500
2010-03-02,8821576500
2010-03-03,8693511750
2010-03-04,8657772750
2010-03-05,8785837500
2010-03-08,8791794000
2010-03-09,8711381250
2010-03-10,8958576000
2010-03-11,8687555250
2010-03-12,8630968500
2010-03-15,8613099000
2010-03-16,8937728250
2010-03-17,9062814750
2010-03-18,8982402000
2010-03-19,8860293750
2010-03-22,8955597750
2010-03-23,9062814750
2010-03-24,8654794500
2010-03-25,8619055500
2010-03-26,8485034250
2010-03-29,8583316500
2010-03-30,8639903250
2010-03-31,8583316500
2010-04-01,8583316500
2010-04-05,8770946250
2010-04-06,8723294250
2010-04-07,8773924500
2010-04-08,8633946750
2010-04-09,8669685750
2010-04-12,8800728750
2010-04-13,8869228500
2010-04-14,9336813750
2010-04-15,9336813750
2010-04-16,9107488500
2010-04-19,9056858250
2010-04-20,9158118750
2010-04-21,9021119250
2010-04-22,9059836500
2010-04-23,9134292750
2010-04-26,9271292250
2010-04-27,8946663000
2010-04-28,9009206250
2010-04-29,9187901250
2010-04-30,8913902250
2010-05-03,8967632430
2010-05-04,8761993800
2010-05-05,8714309480
2010-05-06,8368598159
2010-05-07,8267268980
2010-05-10,8696427860
2010-05-11,8601059220
2010-05-12,8750072720
2010-05-13,8517611659
2010-05-14,8279190060
2010-05-17,8449065450
2010-05-18,8225545200
2010-05-19,8574236790
2010-05-20,8380519240
2010-05-21,8535493280
2010-05-24,8484828690
2010-05-25,8544434090
2010-05-26,8487808960
2010-05-27,8857362440
2010-05-28,8693447590
2010-06-01,8604039490
2010-06-02,8884184870
2010-06-03,9051079990
2010-06-04,8642783000
2010-06-07,8332834920
2010-06-08,8371578430
2010-06-09,8306012490
2010-06-10,8529532740
2010-06-11,8654704080
2010-06-14,8607019760
2010-06-15,9048099720
2010-06-16,9119626200
2010-06-17,9134527550
2010-06-18,9095784040
2010-06-21,9024257560
2010-06-22,8815638660
2010-06-23,8881204600
2010-06-24,8723250290
2010-06-25,8678546240
2010-06-28,8708348940
2010-06-29,8416282480
2010-06-30,8303032220
2010-07-01,8320913840
2010-07-02,8306012490
2010-07-06,8311973030
2010-07-07,8773914880
2010-07-08,8666625160
2010-07-09,8732191100
2010-07-12,8750072720
2010-07-13,8955711350
2010-07-14,8821599200
2010-07-15,8860342710
2010-07-16,8705368670
2010-07-19,8943790270
2010-07-20,8955711350
2010-07-21,8812658390
2010-07-22,9122606470
2010-07-23,9197113220
2010-07-26,9298442400
2010-07-27,9250758080
2010-07-28,9033198370
2010-07-29,8863322980
2010-07-30,8854382170
2010-08-02,9003469620
2010-08-03,8937641660
2010-08-04,9048352320
2010-08-05,9045360140
2010-08-06,9027407060
2010-08-09,9123156820
2010-08-10,8943626020
2010-08-11,8704251620
2010-08-12,8446924140
2010-08-13,8399049260
2010-08-16,8485822480
2010-08-17,8620470580
2010-08-18,9000477440
2010-08-19,8877798060
2010-08-20,8862837160
2010-08-23,8949610380
2010-08-24,8773071760
2010-08-25,8680314180
2010-08-26,8665353280
2010-08-27,8743149960
2010-08-30,8491806840
2010-08-31,8342197840
2010-09-01,8527713000
2010-09-02,8734173420
2010-09-03,8853860620
2010-09-07,8578580060
2010-09-08,8623462760
2010-09-09,8620470580
2010-09-10,8357158740
2010-09-13,8596533140
2010-09-14,8722204700
2010-09-15,8647400200
2010-09-16,8820946640
2010-09-17,8949610380
2010-09-20,8982524360
2010-09-21,8982524360
2010-09-22,8770079580
2010-09-23,8811970100
2010-09-24,9236859660
2010-09-27,9278750180
2010-09-28,9476234060
2010-09-29,9446312260
2010-09-30,9389460840
2010-10-01,9392453020
2010-10-04,9284734540
2010-10-05,9577968180
2010-10-06,9455288800
2010-10-07,9548046380
2010-10-08,9676710120
2010-10-11,9721592820
2010-10-12,9742538080
2010-10-13,9401429560
2010-10-14,9401429560
2010-10-15,9476234060
2010-10-18,9440327900
2010-10-19,9356546860
2010-10-20,9437335720
2010-10-21,9395445200
2010-10-22,9577968180
2010-10-25,9655764860
2010-10-26,9571983820
2010-10-27,9811358220
2010-10-28,9853248740
2010-10-29,10074670060
2010-11-01,10113568400
2010-11-02,10278138300
2010-11-03,10370895879
2010-11-04,10661137340
2010-11-05,10631215540
2010-11-08,10598301560
2010-11-09,10493575260
2010-11-10,10385856780
2010-11-11,10194357260
2010-11-12,10236247780
2010-11-15,10188372900
2010-11-16,10101599680
2010-11-17,10149474560
2010-11-18,10337981900
2010-11-19,10526489240
2010-11-22,10759879280
2010-11-23,10685074780
2010-11-24,10882558660
2010-11-26,10729957480
2010-11-29,10706020040
2010-11-30,10640192080
2010-12-01,10969331879
2010-12-02,11148862680
2010-12-03,11259573340
2010-12-06,11124925240
2010-12-07,11328393480
2010-12-08,11439104140
2010-12-09,11409182340
2010-12-10,11292487320
2010-12-13,11238628080
2010-12-14,11217682820
2010-12-15,11112956520
2010-12-16,11154847040
2010-12-17,11217682820
2010-12-20,11226659360
2010-12-21,11364299640
2010-12-22,11244612440
2010-12-23,11271542060
2010-12-27,11406190160
2010-12-28,11235635900
2010-12-29,11262565520
2010-12-30,11358315280
2010-12-31,11271542060
2011-01-03,11355323100
2011-01-04,11226659360
2011-01-05,11250596800
2011-01-06,11313432580
2011-01-07,11247604620
2011-01-10,11280518600
2011-01-11,11379260540
2011-01-12,11382252720
2011-01-13,11325401300
2011-01-14,11549814800
2011-01-18,11926829480
2011-01-19,11681470720
2011-01-20,11648556740
2011-01-21,11600681860
2011-01-24,11774228300
2011-01-25,11603674040
2011-01-26,11636588020
2011-01-27,11723361240
2011-01-28,11460049400
2011-01-31,11646010090
2011-02-01,11897945410
2011-02-02,11924938480
2011-02-03,11765979290
2011-02-04,11996920000
2011-02-07,11954930780
2011-02-08,11882949260
2011-02-09,11939934630
2011-02-10,11993920770
2011-02-11,12173874570
2011-02-14,12293843770
2011-02-15,12296843000
2011-02-16,12248855320
2011-02-17,12353828370
2011-02-18,12332833760
2011-02-22,12014915380
2011-02-23,11759980830
2011-02-24,11777976210
2011-02-25,11993920770
2011-02-28,11960929240
2011-03-01,11747983910
2011-03-02,11918940020
2011-03-03,12284846080
2011-03-04,12185871490
2011-03-07,11882949260
2011-03-08,11942933860
2011-03-09,11550034730
2011-03-10,11373080160
2011-03-11,11442062450
2011-03-14,11448060910
2011-03-15,11277104800
2011-03-16,10959186420
2011-03-17,11205123280
2011-03-18,11343087860
2011-03-21,11433064760
2011-03-22,11388076310
2011-03-23,11511044740
2011-03-24,11726989300
2011-03-25,11702995460
2011-03-28,11685000080
2011-03-29,11846958500
2011-03-30,11846958500
2011-03-31,11810967740
2011-04-01,11744984679
2011-04-04,11547035500
2011-04-05,11511044740
2011-04-06,11780975440
2011-04-07,11795971590
2011-04-08,11714992380
2011-04-11,11529040120
2011-04-12,11322093250
2011-04-13,11352085550
2011-04-14,11298099410
2011-04-15,11445061679
2011-04-18,11103149460
2011-04-19,11199124820
2011-04-20,11690998540
2011-04-21,11726989300
2011-04-25,11744984679
2011-04-26,11990921540
2011-04-27,12161877650
2011-04-28,12158878420
2011-04-29,12089896130
2011-05-02,12101490240
2011-05-03,12038570880
2011-05-04,12104486400
2011-05-05,12086509440
2011-05-06,12143436480
2011-05-09,12230325120
2011-05-10,12395113920
2011-05-11,12209352000
2011-05-12,12425075520
2011-05-13,12221336640
2011-05-16,12149428800
2011-05-17,12053551680
2011-05-18,12763641600
2011-05-19,12676752960
2011-05-20,12523948800
2011-05-23,12293244480
2011-05-24,12119467200
2011-05-25,11972655360
2011-05-26,12098494080
2011-05-27,12149428800
2011-05-31,12335190720
2011-06-01,11942693760
2011-06-02,11936701440
2011-06-03,11708993280
2011-06-06,11685024000
2011-06-07,11816855040
2011-06-08,11547200640
2011-06-09,11517239040
2011-06-10,11346457920
2011-06-13,11229607680
2011-06-14,11352450240
2011-06-15,11073807360
2011-06-16,11004895680
2011-06-17,10959953280
2011-06-20,11007891840
2011-06-21,11250580800
2011-06-22,11181669120
2011-06-23,11379415680
2011-06-24,11181669120
2011-06-27,11337469440
2011-06-28,11469300480
2011-06-29,11475292800
2011-06-30,11726970240
2011-07-01,11975651520
2011-07-05,11822847360
2011-07-06,11873782080
2011-07-07,12041567040
2011-07-08,11870785920
2011-07-11,11547200640
2011-07-12,10953960960
2011-07-13,10864076160
2011-07-14,10753218240
2011-07-15,10717264320
2011-07-18,10624383360
2011-07-19,10813141440
2011-07-20,10819133760
2011-07-21,10932987840
2011-07-22,11103768960
2011-07-25,10906022400
2011-07-26,11022872640
2011-07-27,10441617600
2011-07-28,10393679040
2011-07-29,10306790400
2011-08-01,10148615040
2011-08-02,9821048240
2011-08-03,9975898000
2011-08-04,9419034440
2011-08-05,9380322000
2011-08-08,8987241840
2011-08-09,9231428000
2011-08-10,9133157960
2011-08-11,9380322000
2011-08-12,9377344120
2011-08-15,9553039040
2011-08-16,9335653800
2011-08-17,9436901720
2011-08-18,9198671320
2011-08-19,9171870400
2011-08-22,9290985600
2011-08-23,9755534880
2011-08-24,9633441800
2011-08-25,9466680520
2011-08-26,9642375440
2011-08-29,9862738560
2011-08-30,9862738560
2011-08-31,9832959760
2011-09-01,9779357920
2011-09-02,9532193880
2011-09-06,9413078680
2011-09-07,9746601240
2011-09-08,9725756079
2011-09-09,9561972680
2011-09-12,9776380040
2011-09-13,9910384640
2011-09-14,10243907200
2011-09-15,10231995680
2011-09-16,10303464800
2011-09-19,10300486920
2011-09-20,10175415960
2011-09-21,9898473120
2011-09-22,9553039040
2011-09-23,9782335800
2011-09-26,9716822440
2011-09-27,10005676800
2011-09-28,9692999400
2011-09-29,9651309079
2011-09-30,9305875000
2011-10-03,9252273160
2011-10-04,9621530280
2011-10-05,9961008600
2011-10-06,10103946840
2011-10-07,10199239000
2011-10-10,10413646360
2011-10-11,10321332079
2011-10-12,10389823320
2011-10-13,10628053720
2011-10-14,10666766160
2011-10-17,10354088760
2011-10-18,10625075840
2011-10-19,10368978160
2011-10-20,10163504440
2011-10-21,10461292440
2011-10-24,10741213160
2011-10-25,10702500720
2011-10-26,10773969840
2011-10-27,11092603000
2011-10-28,11226607600
2011-10-31,10890107160
2011-11-01,10550628840
2011-11-02,10571474000
2011-11-03,10896062920
2011-11-04,11092603000
2011-11-07,10940731120
2011-11-08,11056868440
2011-11-09,10497027000
2011-11-10,10687611320
2011-11-11,10976465680
2011-11-14,10830549560
2011-11-15,10916908079
2011-11-16,10884151400
2011-11-17,10571474000
2011-11-18,10511916400
2011-11-21,10226039920
2011-11-22,9922296160
2011-11-23,9681087880
2011-11-25,9612596640
2011-11-28,9797225200
2011-11-29,9895495240
2011-11-30,10380889680
2011-12-01,10485115480
2011-12-02,10500004880
2011-12-05,10705478600
2011-12-06,10681655560
2011-12-07,10660810400
2011-12-08,10345155120
2011-12-09,10482137600
2011-12-12,10231995680
2011-12-13,10097991079
2011-12-14,10032477720
2011-12-15,10139681400
2011-12-16,10172438079
2011-12-19,9963986480
2011-12-20,10505960640
2011-12-21,10458314560
2011-12-22,10702500720
2011-12-23,10782903480
2011-12-27,10833527440
2011-12-28,10601252800
2011-12-29,10675699800
2011-12-30,10654854640
2012-01-03,10729301640
2012-01-04,10714412240
2012-01-05,10762058320
2012-01-06,10690589200
2012-01-09,10899040800
2012-01-10,10946686880
2012-01-11,10991355079
2012-01-12,11110470280
2012-01-13,10904996560
2012-01-17,11030067520
2012-01-18,11658400200
2012-01-19,11813249960
2012-01-20,11846006640
2012-01-23,11762626000
2012-01-24,11866851800
2012-01-25,11846006640
2012-01-26,11697112640
2012-01-27,11720935680
2012-01-30,11637555040
2012-01-31,11652444440
2012-02-01,11717957800
2012-02-02,11714979920
2012-02-03,11935343040
2012-02-06,11797004100
2012-02-07,11826817100
2012-02-08,11892405700
2012-02-09,11955013000
2012-02-10,11764209800
2012-02-13,11776135000
2012-02-14,11755265900
2012-02-15,11811910600
2012-02-16,12032526800
2012-02-17,12050414600
2012-02-21,11981844700
2012-02-22,11871536600
2012-02-23,11725452900
2012-02-24,11582350500
2012-02-27,11573406600
2012-02-28,11797004100
2012-02-29,11689677300
2012-03-01,11671789500
2012-03-02,11525705799
2012-03-05,11317014800
2012-03-06,11352790400
2012-03-07,11388566000
2012-03-08,11501855400
2012-03-09,11594275700
2012-03-12,11519743200
2012-03-13,11752284600
2012-03-14,11641976500
2012-03-15,11862592700
2012-03-16,11835761000
2012-03-19,12011657700
2012-03-20,11940106500
2012-03-21,11966938200
2012-03-22,11871536600
2012-03-23,11901349600
2012-03-26,12056377200
2012-03-27,12038489400
2012-03-28,11960975600
2012-03-29,11928181300
2012-03-30,12044452000
2012-04-02,11895387000
2012-04-03,11650920400
2012-04-04,11534649700
2012-04-05,11564462700
2012-04-09,11340865200
2012-04-10,11212669300
2012-04-11,11311052200
2012-04-12,11576387900
2012-04-13,11340865200
2012-04-16,11308070900
2012-04-17,11519743200
2012-04-18,11445210700
2012-04-19,11412416400
2012-04-20,11272295300
2012-04-23,11096398600
2012-04-24,11167949800
2012-04-25,11278257900
2012-04-26,11442229400
2012-04-27,11618126100
2012-04-30,11621107400
2012-05-01,11638995200
2012-05-02,11624088700
2012-05-03,11388566000
2012-05-04,11179875000
2012-05-07,11173780800
2012-05-08,11176765250
2012-05-09,11069325050
2012-05-10,11081262850
2012-05-11,11140951850
2012-05-14,11099169550
2012-05-15,11012620500
2012-05-16,10848475750
2012-05-17,10648517600
2012-05-18,10472435050
2012-05-21,10705222150
2012-05-22,10684331000
2012-05-23,10648517600
2012-05-24,10744020000
2012-05-25,10800724550
2012-05-29,11012620500
2012-05-30,10788786750
2012-05-31,10854444650
2012-06-01,10666424300
2012-06-04,10648517600
2012-06-05,10803709000
2012-06-06,11137967400
2012-06-07,10994713800
2012-06-08,11072309500
2012-06-11,10842506850
2012-06-12,11131998500
2012-06-13,10929055900
2012-06-14,10875335800
2012-06-15,11015604949
2012-06-18,11209594200
2012-06-19,11340910000
2012-06-20,11421490150
2012-06-21,11137967400
2012-06-22,11260329850
2012-06-25,11030527200
2012-06-26,10932040350
2012-06-27,11066340600
2012-06-28,10899211400
2012-06-29,11242423150
2012-07-02,11114091800
2012-07-03,11126029600
2012-07-05,11170796350
2012-07-06,10929055900
2012-07-09,10836537950
2012-07-10,10779833400
2012-07-11,10875335800
2012-07-12,10693284350
2012-07-13,10884289150
2012-07-16,10794755650
2012-07-17,10914133650
2012-07-18,11218547550
2012-07-19,11337925550
2012-07-20,11188703050
2012-07-23,11039480550
2012-07-24,10952931500
2012-07-25,11325987750
2012-07-26,11442381300
2012-07-27,11749779650
2012-07-30,11705012900
2012-07-31,11663230600
2012-08-01,11743810750
2012-08-02,11663230600
2012-08-03,11878111000
2012-08-06,12090802560
2012-08-07,12142394840
2012-08-08,12193987120
2012-08-09,12248614240
2012-08-10,12269858120
2012-08-13,12300206520
2012-08-14,12224335520
2012-08-15,12269858120
2012-08-16,12397321400
2012-08-17,12388216880
2012-08-20,12303241360
2012-08-21,12242544560
2012-08-22,12048314800
2012-08-23,12008861880
2012-08-24,12060454160
2012-08-27,12017966400
2012-08-28,12002792200
2012-08-29,11993687680
2012-08-30,11954234760
2012-08-31,12060454160
2012-09-04,11945130240
2012-09-05,11926921200
2012-09-06,12242544560
2012-09-07,12275927800
2012-09-10,12160603880
2012-09-11,12209161320
2012-09-12,12218265840
2012-09-13,12409460760
2012-09-14,12649213120
2012-09-17,12491401439
2012-09-18,12373042680
2012-09-19,12418565280
2012-09-20,12294136840
2012-09-21,12236474880
2012-09-24,12087767720
2012-09-25,11838910840
2012-09-26,11763039840
2012-09-27,12014931560
2012-09-28,11887468280
2012-10-01,11987618000
2012-10-02,12030105760
2012-10-03,12002792200
2012-10-04,12011896720
2012-10-05,12054384480
2012-10-08,11923886360
2012-10-09,11735726280
2012-10-10,11587019120
2012-10-11,11520252640
2012-10-12,11565775240
2012-10-15,11702343040
2012-10-16,11972443800
2012-10-17,11996722520
2012-10-18,11905677320
2012-10-19,11668959800
2012-10-22,11665924960
2012-10-23,11699308200
2012-10-24,11583984280
2012-10-25,11741795960
2012-10-26,11848015360
2012-10-31,11872294080
2012-11-01,12239509720
2012-11-02,12084732880
2012-11-05,12373042680
2012-11-06,12542993720
2012-11-07,12275927800
2012-11-08,12139360000
2012-11-09,12224335520
2012-11-12,12215231000
2012-11-13,12275927800
2012-11-14,12060454160
2012-11-15,11954234760
2012-11-16,11936025720
2012-11-19,12203091640
2012-11-20,12151499360
2012-11-21,12172743240
2012-11-23,12363938160
2012-11-26,12254683920
2012-11-27,12172743240
2012-11-28,12260753600
2012-11-29,12321450400
2012-11-30,12321450400
2012-12-03,12272892960
2012-12-04,12336624600
2012-12-05,12312345880
2012-12-06,12360903320
2012-12-07,12527819520
2012-12-10,12573342120
2012-12-11,12822199000
2012-12-12,12752397680
2012-12-13,12600655680
2012-12-14,12549063400
2012-12-17,12609760200
2012-12-18,12794885439
2012-12-19,12840408040
2012-12-20,12852547400
2012-12-21,12803989960
2012-12-24,12779711240
2012-12-26,12682596360
2012-12-27,12712944760
2012-12-28,12585481480
2012-12-31,12764537040
2013-01-02,13353296000
2013-01-03,13137822360
2013-01-04,12904139680
2013-01-07,12943592600
2013-01-08,12810059640
2013-01-09,12776676400
2013-01-10,12931453240
2013-01-11,12825233840
2013-01-14,12819164160
2013-01-15,12752397680
2013-01-16,12770606720
2013-01-17,13068021040
2013-01-18,13068021040
2013-01-22,13095334600
2013-01-23,13156031400
2013-01-24,13177275280
2013-01-25,13292599200
2013-01-28,13362400520
2013-01-29,13398818600
2013-01-30,13404888280
2013-01-31,13244041760
2013-02-01,13556630280
2013-02-04,13542908200
2013-02-05,13736597920
2013-02-06,13755044560
2013-02-07,13647439160
2013-02-08,14050190800
2013-02-11,14167019520
2013-02-12,14225433880
2013-02-13,14222359440
2013-02-14,14308443760
2013-02-15,14197763920
2013-02-19,14452942440
2013-02-20,14077860760
2013-02-21,13871873280
2013-02-22,13994850880
2013-02-25,13764267880
2013-02-26,13834980000
2013-02-27,13951808720
2013-02-28,13902617680
2013-03-01,13905692119
2013-03-04,13927213200
2013-03-05,14071711880
2013-03-06,14179317280
2013-03-07,14053265240
2013-03-08,14157796200
2013-03-11,14277699360
2013-03-12,14289997119
2013-03-13,14289997119
2013-03-14,14299220440
2013-03-15,13997925320
2013-03-18,13788863400
2013-03-19,13807310039
2013-03-20,14037893039
2013-03-21,13696630200
2013-03-22,13804235600
2013-03-25,13724300160
2013-03-26,14065563000
2013-03-27,14065563000
2013-03-28,14293071560
2013-04-01,13961032039
2013-04-02,13896468800
2013-04-03,13545982640
2013-04-04,13450675000
2013-04-05,13407632840
2013-04-08,13527536000
2013-04-09,13549057080
2013-04-10,13865724400
2013-04-11,13804235600
2013-04-12,13708927960
2013-04-15,13478344960
2013-04-16,13755044560
2013-04-17,13173975400
2013-04-18,13017178960
2013-04-19,13023327840
2013-04-22,13115561039
2013-04-23,13352292920
2013-04-24,13361516240
2013-04-25,13419930600
2013-04-26,13312325200
2013-04-29,13423005039
2013-04-30,13524461560
2013-05-01,13490642720
2013-05-02,13592099240
2013-05-03,13834980000
2013-05-06,14163740940
2013-05-07,14151376260
2013-05-08,14244111360
2013-05-09,14336846460
2013-05-10,14463584430
2013-05-13,14296661250
2013-05-14,14324481780
2013-05-15,14432672730
2013-05-16,14373940500
2013-05-17,14534681340
2013-05-20,14488313790
2013-05-21,14392487520
2013-05-22,14080279350
2013-05-23,14061732330
2013-05-24,14024638290
2013-05-28,14058641159
2013-05-29,14101917540
2013-05-30,14293570080
2013-05-31,14197743810
2013-06-03,14163740940
2013-06-04,14259567210
2013-06-05,14030820630
2013-06-06,14055549990
2013-06-07,14284296570
2013-06-10,14203926150
2013-06-11,13916447340
2013-06-12,13647515550
2013-06-13,13941176700
2013-06-14,13894809150
2013-06-17,14203926150
2013-06-18,14423399219
2013-06-19,14231746680
2013-06-20,13808256390
2013-06-21,13959723719
2013-06-24,13610421510
2013-06-25,13761888840
2013-06-26,13931903190
2013-06-27,14024638290
2013-06-28,13928812020
2013-07-01,14024638290
2013-07-02,14006091270
2013-07-03,14120464560
2013-07-05,14284296570
2013-07-08,14145193920
2013-07-09,14299752420
2013-07-10,14445037409
2013-07-11,14837616000
2013-07-12,14945806950
2013-07-15,14961262800
2013-07-16,14998356840
2013-07-17,15041633219
2013-07-18,14942715780
2013-07-19,14831433659
2013-07-22,14819068980
2013-07-23,14955080460
2013-07-24,14908712909
2013-07-25,15069453750
2013-07-26,15010721520
2013-07-29,14992174500
2013-07-30,15125094810
2013-07-31,15264197460
2013-08-01,15437302980
2013-08-02,15415664790
2013-08-05,15483139880
2013-08-06,15433174120
2013-08-07,15348856900
2013-08-08,15333242600
2013-08-09,15302014000
2013-08-12,15430051259
2013-08-13,15483139880
2013-08-14,15264539680
2013-08-15,14936639380
2013-08-16,15083413800
2013-08-19,14921025080
2013-08-20,14942885100
2013-08-21,14661827700
2013-08-22,14752390640
2013-08-23,14780496380
2013-08-26,14746144920
2013-08-27,14415121759
2013-08-28,14418244620
2013-08-29,14518176140
2013-08-30,14452596080
2013-09-03,14571264759
2013-09-04,14817970700
2013-09-05,14768004940
2013-09-06,14689933440
2013-09-09,14771127800
2013-09-10,14952253680
2013-09-11,15067799500
2013-09-12,14977236560
2013-09-13,14974113700
2013-09-16,15083413800
2013-09-17,15142748140
2013-09-18,15145871000
2013-09-19,15108396680
2013-09-20,14989728000
2013-09-23,14852322160
2013-09-24,14908533640
2013-09-25,14858567880
2013-09-26,14817970700
2013-09-27,14643090540
2013-09-30,14693056300
2013-10-01,14711793460
2013-10-02,14614984800
2013-10-03,14465087520
2013-10-04,14674319140
2013-10-07,14565019040
2013-10-08,14271470200
2013-10-09,14268347340
2013-10-10,14568141900
2013-10-11,14671196279
2013-10-14,14761759220
2013-10-15,14593124779
2013-10-16,14752390640
2013-10-17,14839830720
2013-10-18,14883550759
2013-10-21,14911656500
2013-10-22,14877305040
2013-10-23,14515053279
2013-10-24,14661827700
2013-10-25,14599370500
2013-10-28,14827339279
2013-10-29,15355102620
2013-10-30,15233311080
2013-10-31,15395699800
2013-11-01,15514368480
2013-11-04,15351979759
2013-11-05,15548719940
2013-11-06,15592439980
2013-11-07,15345734040
2013-11-08,15551842800
2013-11-11,15508122759
2013-11-12,15567457100
2013-11-13,15723600100
2013-11-14,15726722960
2013-11-15,15829777340
2013-11-18,15648651460
2013-11-19,15442542700
2013-11-20,15326996880
2013-11-21,15542474220
2013-11-22,15539351360
2013-11-25,15508122759
