,GTE
2009-10-08,1055820574.0
2009-10-09,1067984405.0
2009-10-12,1048522275.0
2009-10-13,1123938030.0
2009-10-14,1189622720.0
2009-10-15,1175026122.0
2009-10-16,1165295057.0
2009-10-19,1192055487.0
2009-10-20,1182324421.0
2009-10-21,1228546981.0
2009-10-22,1306395503.0
2009-10-23,1299097204.0
2009-10-26,1257740177.0
2009-10-27,1277202307.0
2009-10-28,1221248682.0
2009-10-29,1250441878.0
2009-10-30,1157996758.0
2009-11-02,1187189954.0
2009-11-03,1196921019.0
2009-11-04,1194488253.0
2009-11-05,1221248682.0
2009-11-06,1170160590.0
2009-11-09,1245576345.0
2009-11-10,1250441878.0
2009-11-11,1320992100.0
2009-11-12,1301529970.0
2009-11-13,1316126568.0
2009-11-16,1316126568.0
2009-11-17,1335588698.0
2009-11-18,1396407856.0
2009-11-19,1391542323.0
2009-11-20,1362349128.0
2009-11-23,1403706155.0
2009-11-24,1398840622.0
2009-11-25,1418302752.0
2009-11-27,1381811258.0
2009-11-30,1389109557.0
2009-12-01,1457227013.0
2009-12-02,1440197649.0
2009-12-03,1384244024.0
2009-12-04,1457227013.0
2009-12-07,1445063182.0
2009-12-08,1391542323.0
2009-12-09,1367214660.0
2009-12-10,1384244024.0
2009-12-11,1381811258.0
2009-12-14,1452361481.0
2009-12-15,1459659780.0
2009-12-16,1432899350.0
2009-12-17,1423168285.0
2009-12-18,1425601051.0
2009-12-21,1411004454.0
2009-12-22,1396407856.0
2009-12-23,1398840622.0
2009-12-24,1398840622.0
2009-12-28,1445063182.0
2009-12-29,1415869986.0
2009-12-30,1403706155.0
2009-12-31,1425730921.0
2010-01-04,1512817452.0
2010-01-05,1497888333.0
2010-01-06,1388408122.0
2010-01-07,1393384496.0
2010-01-08,1388408122.0
2010-01-11,1375967189.0
2010-01-12,1348597137.0
2010-01-13,1341132577.0
2010-01-14,1316250711.0
2010-01-15,1273951539.0
2010-01-19,1301321591.0
2010-01-20,1266486979.0
2010-01-21,1216723247.0
2010-01-22,1214235060.0
2010-01-25,1268975166.0
2010-01-26,1239116926.0
2010-01-27,1236628740.0
2010-01-28,1206770501.0
2010-01-29,1216723247.0
2010-02-01,1224187807.0
2010-02-02,1219211434.0
2010-02-03,1206770501.0
2010-02-04,1164471328.0
2010-02-05,1194329568.0
2010-02-08,1226675993.0
2010-02-09,1256534233.0
2010-02-10,1268975166.0
2010-02-11,1336156204.0
2010-02-12,1336156204.0
2010-02-16,1393384496.0
2010-02-17,1323715271.0
2010-02-18,1326203457.0
2010-02-19,1346108950.0
2010-02-22,1361038070.0
2010-02-23,1298833405.0
2010-02-24,1366014443.0
2010-02-25,1370990816.0
2010-02-26,1366014443.0
2010-03-01,1468030094.0
2010-03-02,1473006467.0
2010-03-03,1468030094.0
2010-03-04,1465541907.0
2010-03-05,1490423773.0
2010-03-08,1475494653.0
2010-03-09,1468030094.0
2010-03-10,1480471027.0
2010-03-11,1468030094.0
2010-03-12,1480471027.0
2010-03-15,1453100974.0
2010-03-16,1440660041.0
2010-03-17,1485447400.0
2010-03-18,1458077347.0
2010-03-19,1390896309.0
2010-03-22,1353573510.0
2010-03-23,1430707295.0
2010-03-24,1413289988.0
2010-03-25,1420754548.0
2010-03-26,1453100974.0
2010-03-29,1473006467.0
2010-03-30,1470518280.0
2010-03-31,1500632373.0
2010-04-01,1520979930.0
2010-04-05,1602370161.0
2010-04-06,1584566048.0
2010-04-07,1571848824.0
2010-04-08,1541327488.0
2010-04-09,1515893041.0
2010-04-12,1536240598.0
2010-04-13,1556588156.0
2010-04-14,1643065276.0
2010-04-15,1688847280.0
2010-04-16,1594739826.0
2010-04-19,1576935714.0
2010-04-20,1607457050.0
2010-04-21,1587109492.0
2010-04-22,1602370161.0
2010-04-23,1612543939.0
2010-04-26,1582022603.0
2010-04-27,1526066820.0
2010-04-28,1559131601.0
2010-04-29,1592196382.0
2010-04-30,1541327488.0
2010-05-03,1599826716.0
2010-05-04,1531153709.0
2010-05-05,1447220034.0
2010-05-06,1363286359.0
2010-05-07,1307330575.0
2010-05-10,1403981474.0
2010-05-11,1378547027.0
2010-05-12,1482828260.0
2010-05-13,1437046255.0
2010-05-14,1383633916.0
2010-05-17,1317504354.0
2010-05-18,1302243686.0
2010-05-19,1286983018.0
2010-05-20,1215766566.0
2010-05-21,1243744458.0
2010-05-24,1195419009.0
2010-05-25,1238657568.0
2010-05-26,1294613352.0
2010-05-27,1373460138.0
2010-05-28,1342938801.0
2010-06-01,1271722350.0
2010-06-02,1358199469.0
2010-06-03,1381090472.0
2010-06-04,1281896128.0
2010-06-07,1294613352.0
2010-06-08,1289526462.0
2010-06-09,1269178905.0
2010-06-10,1281896128.0
2010-06-11,1274265794.0
2010-06-14,1266635460.0
2010-06-15,1332765022.0
2010-06-16,1330221578.0
2010-06-17,1327678133.0
2010-06-18,1355656025.0
2010-06-21,1345482246.0
2010-06-22,1320047799.0
2010-06-23,1289526462.0
2010-06-24,1289526462.0
2010-06-25,1350569135.0
2010-06-28,1292069907.0
2010-06-29,1286983018.0
2010-06-30,1264560134.0
2010-07-01,1290055298.0
2010-07-02,1310451429.0
2010-07-06,1297703847.0
2010-07-07,1325748528.0
2010-07-08,1325748528.0
2010-07-09,1330847560.0
2010-07-12,1320649495.0
2010-07-13,1335946593.0
2010-07-14,1341045626.0
2010-07-15,1366540790.0
2010-07-16,1343595142.0
2010-07-19,1323199011.0
2010-07-20,1361441757.0
2010-07-21,1348694175.0
2010-07-22,1476169995.0
2010-07-23,1478719512.0
2010-07-26,1465971930.0
2010-07-27,1443026282.0
2010-07-28,1435377733.0
2010-07-29,1440476766.0
2010-07-30,1422630151.0
2010-08-02,1494016610.0
2010-08-03,1499115643.0
2010-08-04,1560304036.0
2010-08-05,1562853553.0
2010-08-06,1573051618.0
2010-08-09,1555205004.0
2010-08-10,1537358389.0
2010-08-11,1516962258.0
2010-08-12,1522061290.0
2010-08-13,1516962258.0
2010-08-16,1516962258.0
2010-08-17,1516962258.0
2010-08-18,1519511774.0
2010-08-19,1524610807.0
2010-08-20,1504214676.0
2010-08-23,1529709840.0
2010-08-24,1509313708.0
2010-08-25,1527160323.0
2010-08-26,1501665159.0
2010-08-27,1573051618.0
2010-08-30,1601096299.0
2010-08-31,1606195332.0
2010-09-01,1680131307.0
2010-09-02,1705626471.0
2010-09-03,1751517766.0
2010-09-07,1708175988.0
2010-09-08,1675032274.0
2010-09-09,1687779856.0
2010-09-10,1705626471.0
2010-09-13,1715824537.0
2010-09-14,1718374053.0
2010-09-15,1690329373.0
2010-09-16,1703076955.0
2010-09-17,1741319701.0
2010-09-20,1810156644.0
2010-09-21,1761715832.0
2010-09-22,1794859545.0
2010-09-23,1756616799.0
2010-09-24,1792310029.0
2010-09-27,1761715832.0
2010-09-28,1769364381.0
2010-09-29,1789760512.0
2010-09-30,1986555948.0
2010-10-01,1996848983.0
2010-10-04,1940237286.0
2010-10-05,1924797732.0
2010-10-06,1942810545.0
2010-10-07,1888772106.0
2010-10-08,1924797732.0
2010-10-11,1922224473.0
2010-10-12,1927370991.0
2010-10-13,2004568761.0
2010-10-14,1968543135.0
2010-10-15,1950530322.0
2010-10-18,1965969876.0
2010-10-19,1860466257.0
2010-10-20,1891345365.0
2010-10-21,1904211660.0
2010-10-22,1904211660.0
2010-10-25,1971116393.0
2010-10-26,2014861797.0
2010-10-27,2022581573.0
2010-10-28,1965969876.0
2010-10-29,1919651213.0
2010-11-01,1911931437.0
2010-11-02,1965969876.0
2010-11-03,1953103581.0
2010-11-04,1991702466.0
2010-11-05,1919651213.0
2010-11-08,1927370991.0
2010-11-09,1909358178.0
2010-11-10,2022581573.0
2010-11-11,2014861797.0
2010-11-12,1968543135.0
2010-11-15,2020008315.0
2010-11-16,1965969876.0
2010-11-17,1958250098.0
2010-11-18,1953103581.0
2010-11-19,1937664027.0
2010-11-22,1973689653.0
2010-11-23,1963396617.0
2010-11-24,1955676840.0
2010-11-26,1935090768.0
2010-11-29,1940237286.0
2010-11-30,1922224473.0
2010-12-01,1940237286.0
2010-12-02,1986555948.0
2010-12-03,2020008315.0
2010-12-06,2032874610.0
2010-12-07,2050887423.0
2010-12-08,2030301351.0
2010-12-09,2115218898.0
2010-12-10,2156391042.0
2010-12-13,2158964301.0
2010-12-14,2138378228.0
2010-12-15,2061180458.0
2010-12-16,2068900236.0
2010-12-17,2032874610.0
2010-12-20,2012288538.0
2010-12-21,2068900236.0
2010-12-22,2038021128.0
2010-12-23,2066326977.0
2010-12-27,2050887423.0
2010-12-28,2038021128.0
2010-12-29,2081766531.0
2010-12-30,2043167646.0
2010-12-31,2100492537.0
2011-01-03,2134413535.0
2011-01-04,2118757690.0
2011-01-05,2105711152.0
2011-01-06,2082227385.0
2011-01-07,2110929767.0
2011-01-10,2144850765.0
2011-01-11,2223129990.0
2011-01-12,2230957912.0
2011-01-13,2212692760.0
2011-01-14,2210083452.0
2011-01-18,2202255530.0
2011-01-19,2191818300.0
2011-01-20,2147460072.0
2011-01-21,2137022842.0
2011-01-24,2131804227.0
2011-01-25,2139632150.0
2011-01-26,2215302067.0
2011-01-27,2178771762.0
2011-01-28,2230957912.0
2011-01-31,2356204672.0
2011-02-01,2348376750.0
2011-02-02,2309237137.0
2011-02-03,2262269602.0
2011-02-04,2348376750.0
2011-02-07,2426655975.0
2011-02-08,2322283675.0
2011-02-09,2319674367.0
2011-02-10,2314455752.0
2011-02-11,2330111597.0
2011-02-14,2332720905.0
2011-02-15,2277925447.0
2011-02-16,2348376750.0
2011-02-17,2296190600.0
2011-02-18,2327502290.0
2011-02-22,2290971985.0
2011-02-23,2304018522.0
2011-02-24,2343158135.0
2011-02-25,2379688440.0
2011-02-28,2421437360.0
2011-03-01,2486670047.0
2011-03-02,2489279355.0
2011-03-03,2452749050.0
2011-03-04,2478842125.0
2011-03-07,2288362677.0
2011-03-08,2199646222.0
2011-03-09,2176162455.0
2011-03-10,2116148382.0
2011-03-11,2100492537.0
2011-03-14,2045697080.0
2011-03-15,2022213312.0
2011-03-16,2022213312.0
2011-03-17,2058743617.0
2011-03-18,2040478465.0
2011-03-21,2155287995.0
2011-03-22,2123976305.0
2011-03-23,2118757690.0
2011-03-24,2087446000.0
2011-03-25,2063962232.0
2011-03-28,2097883230.0
2011-03-29,2087446000.0
2011-03-30,2110929767.0
2011-03-31,2237792600.0
2011-04-01,2265522372.0
2011-04-04,2232246646.0
2011-04-05,2237792600.0
2011-04-06,2162922216.0
2011-04-07,2207289851.0
2011-04-08,2212835805.0
2011-04-11,2096370763.0
2011-04-12,1982678698.0
2011-04-13,1982678698.0
2011-04-14,1999316561.0
2011-04-15,2040911219.0
2011-04-18,2004862515.0
2011-04-19,1988224652.0
2011-04-20,2054776105.0
2011-04-21,2046457173.0
2011-04-25,2115781603.0
2011-04-26,2088051831.0
2011-04-27,2090824808.0
2011-04-28,2046457173.0
2011-04-29,2057549082.0
2011-05-02,2046457173.0
2011-05-03,1990997629.0
2011-05-04,1974359766.0
2011-05-05,1927219154.0
2011-05-06,1938311062.0
2011-05-09,1979905720.0
2011-05-10,2085278854.0
2011-05-11,2076959922.0
2011-05-12,2052003128.0
2011-05-13,2018727401.0
2011-05-16,2021500378.0
2011-05-17,2015954424.0
2011-05-18,2046457173.0
2011-05-19,2015954424.0
2011-05-20,1985451675.0
2011-05-23,1929992131.0
2011-05-24,1954948926.0
2011-05-25,1946629994.0
2011-05-26,1924446176.0
2011-05-27,1954948926.0
2011-05-31,1985451675.0
2011-06-01,1935538085.0
2011-06-02,1929992131.0
2011-06-03,1885624496.0
2011-06-06,1838483883.0
2011-06-07,1785797316.0
2011-06-08,1785797316.0
2011-06-09,1791343271.0
2011-06-10,1805208157.0
2011-06-13,1746975636.0
2011-06-14,1794116248.0
2011-06-15,1735883727.0
2011-06-16,1758067544.0
2011-06-17,1733110750.0
2011-06-20,1760840522.0
2011-06-21,1816300066.0
2011-06-22,1810754111.0
2011-06-23,1758067544.0
2011-06-24,1724791818.0
2011-06-27,1691516092.0
2011-06-28,1708153955.0
2011-06-29,1802435180.0
2011-06-30,1834992647.0
2011-07-01,1854425247.0
2011-07-05,1898842618.0
2011-07-06,1859977419.0
2011-07-07,1859977419.0
2011-07-08,1859977419.0
2011-07-11,1768366590.0
2011-07-12,1782247019.0
2011-07-13,1821112219.0
2011-07-14,1776694848.0
2011-07-15,1812783962.0
2011-07-18,1779470933.0
2011-07-19,1832216562.0
2011-07-20,1873857847.0
2011-07-21,1976573018.0
2011-07-22,1998781704.0
2011-07-25,1968244761.0
2011-07-26,1993229532.0
2011-07-27,1934931732.0
2011-07-28,1943259990.0
2011-07-29,1929379561.0
2011-08-01,1929379561.0
2011-08-02,1909946961.0
2011-08-03,1896066533.0
2011-08-04,1732277476.0
2011-08-05,1693412277.0
2011-08-08,1485205849.0
2011-08-09,1512966706.0
2011-08-10,1554607992.0
2011-08-11,1607353620.0
2011-08-12,1596249277.0
2011-08-15,1668427505.0
2011-08-16,1601801448.0
2011-08-17,1651770991.0
2011-08-18,1574040591.0
2011-08-19,1518518877.0
2011-08-22,1549055820.0
2011-08-23,1610129706.0
2011-08-24,1618457963.0
2011-08-25,1574040591.0
2011-08-26,1621234048.0
2011-08-29,1729501391.0
2011-08-30,1773918762.0
2011-08-31,1732277476.0
2011-09-01,1776694848.0
2011-09-02,1715620962.0
2011-09-06,1710068791.0
2011-09-07,1737829648.0
2011-09-08,1707292705.0
2011-09-09,1624010134.0
2011-09-12,1610129706.0
2011-09-13,1629562305.0
2011-09-14,1662875334.0
2011-09-15,1704516619.0
2011-09-16,1721173134.0
2011-09-19,1665651420.0
2011-09-20,1629562305.0
2011-09-21,1546279734.0
2011-09-22,1413027621.0
2011-09-23,1388042850.0
2011-09-26,1404699364.0
2011-09-27,1443564564.0
2011-09-28,1340849393.0
2011-09-29,1299208107.0
2011-09-30,1325802086.0
2011-10-03,1228521010.0
2011-10-04,1306345871.0
2011-10-05,1325802086.0
2011-10-06,1367493975.0
2011-10-07,1331361004.0
2011-10-10,1395288568.0
2011-10-11,1442539376.0
2011-10-12,1578732882.0
2011-10-13,1581512341.0
2011-10-14,1667675580.0
2011-10-17,1606527475.0
2011-10-18,1717705847.0
2011-10-19,1670455039.0
2011-10-20,1659337202.0
2011-10-21,1703808550.0
2011-10-24,1756618277.0
2011-10-25,1723264766.0
2011-10-26,1737162062.0
2011-10-27,1795530707.0
2011-10-28,1795530707.0
2011-10-31,1689911254.0
2011-11-01,1639880987.0
2011-11-02,1678793417.0
2011-11-03,1731603143.0
2011-11-04,1712146928.0
2011-11-07,1714926388.0
2011-11-08,1767736114.0
2011-11-09,1726044225.0
2011-11-10,1751059359.0
2011-11-11,1764956655.0
2011-11-14,1762177196.0
2011-11-15,1728823684.0
2011-11-16,1689911254.0
2011-11-17,1653778283.0
2011-11-18,1687131795.0
2011-11-21,1614865853.0
2011-11-22,1584291801.0
2011-11-23,1537040992.0
2011-11-25,1495349103.0
2011-11-28,1614865853.0
2011-11-29,1656557742.0
2011-11-30,1773295033.0
2011-12-01,1731603143.0
2011-12-02,1592630178.0
2011-12-05,1559276667.0
2011-12-06,1539820452.0
2011-12-07,1542599911.0
2011-12-08,1445318836.0
2011-12-09,1450877754.0
2011-12-12,1392509109.0
2011-12-13,1353596679.0
2011-12-14,1270212900.0
2011-12-15,1267433440.0
2011-12-16,1267433440.0
2011-12-19,1231300469.0
2011-12-20,1272992359.0
2011-12-21,1286889655.0
2011-12-22,1278551278.0
2011-12-23,1289669115.0
2011-12-27,1320243167.0
2011-12-28,1289669115.0
2011-12-29,1311904789.0
2011-12-30,1334140464.0
2012-01-03,1413182799.0
2012-01-04,1393671400.0
2012-01-05,1396458742.0
2012-01-06,1363010629.0
2012-01-09,1379734686.0
2012-01-10,1396458742.0
2012-01-11,1357435943.0
2012-01-12,1351861258.0
2012-01-13,1318413144.0
2012-01-17,1343499229.0
2012-01-18,1418757485.0
2012-01-19,1491228398.0
2012-01-20,1494015740.0
2012-01-23,1507952454.0
2012-01-24,1460567627.0
2012-01-25,1533038540.0
2012-01-26,1555337282.0
2012-01-27,1572061339.0
2012-01-30,1533038540.0
2012-01-31,1608296795.0
2012-02-01,1613871481.0
2012-02-02,1636170223.0
2012-02-03,1658468966.0
2012-02-06,1630595538.0
2012-02-07,1636170223.0
2012-02-08,1613871481.0
2012-02-09,1616658824.0
2012-02-10,1577636024.0
2012-02-13,1580423367.0
2012-02-14,1577636024.0
2012-02-15,1613871481.0
2012-02-16,1630595538.0
2012-02-17,1647319594.0
2012-02-21,1672405680.0
2012-02-22,1664043651.0
2012-02-23,1627808195.0
2012-02-24,1613871481.0
2012-02-27,1675193022.0
2012-02-28,1613871481.0
2012-02-29,1625020852.0
2012-03-01,1672405680.0
2012-03-02,1608296795.0
2012-03-05,1597147424.0
2012-03-06,1549762596.0
2012-03-07,1619446166.0
2012-03-08,1705853793.0
2012-03-09,1742089250.0
2012-03-12,1700279108.0
2012-03-13,1719790507.0
2012-03-14,1694704422.0
2012-03-15,1694704422.0
2012-03-16,1666830994.0
2012-03-19,1691917079.0
2012-03-20,1675193022.0
2012-03-21,1675193022.0
2012-03-22,1641744909.0
2012-03-23,1680767708.0
2012-03-26,1711428479.0
2012-03-27,1686342394.0
2012-03-28,1655681623.0
2012-03-29,1627808195.0
2012-03-30,1753238621.0
2012-04-02,1799381739.0
2012-04-03,1793767444.0
2012-04-04,1729203044.0
2012-04-05,1740431636.0
2012-04-09,1684288680.0
2012-04-10,1653410054.0
2012-04-11,1684288680.0
2012-04-12,1819031774.0
2012-04-13,1782538853.0
2012-04-16,1779731705.0
2012-04-17,1768503114.0
2012-04-18,1712360158.0
2012-04-19,1734817340.0
2012-04-20,1788153148.0
2012-04-23,1776924557.0
2012-04-24,1771310261.0
2012-04-25,1802188887.0
2012-04-26,1863946139.0
2012-04-27,1816224626.0
2012-04-30,1810610331.0
2012-05-01,1816224626.0
2012-05-02,1782538853.0
2012-05-03,1720781601.0
2012-05-04,1698324419.0
2012-05-07,1675867236.0
2012-05-08,1647795758.0
2012-05-09,1541124142.0
2012-05-10,1572002768.0
2012-05-11,1560774176.0
2012-05-14,1470945447.0
2012-05-15,1400766752.0
2012-05-16,1423223934.0
2012-05-17,1378309569.0
2012-05-18,1333395205.0
2012-05-21,1406381047.0
2012-05-22,1386731013.0
2012-05-23,1434452525.0
2012-05-24,1400766752.0
2012-05-25,1423223934.0
2012-05-29,1465331151.0
2012-05-30,1411995343.0
2012-05-31,1417609639.0
2012-06-01,1333395205.0
2012-06-04,1324973761.0
2012-06-05,1355852387.0
2012-06-06,1400766752.0
2012-06-07,1440066821.0
2012-06-08,1381116717.0
2012-06-11,1327780909.0
2012-06-12,1339009500.0
2012-06-13,1302516579.0
2012-06-14,1347430944.0
2012-06-15,1336202352.0
2012-06-18,1344623796.0
2012-06-19,1355852387.0
2012-06-20,1327780909.0
2012-06-21,1251987918.0
2012-06-22,1296902283.0
2012-06-25,1246373623.0
2012-06-26,1260409362.0
2012-06-27,1294095135.0
2012-06-28,1322166613.0
2012-06-29,1378309569.0
2012-07-02,1374672624.0
2012-07-03,1402842145.0
2012-07-05,1352137008.0
2012-07-06,1326784439.0
2012-07-09,1312699678.0
2012-07-10,1256360636.0
2012-07-11,1239458924.0
2012-07-12,1183119882.0
2012-07-13,1211289403.0
2012-07-16,1174669025.0
2012-07-17,1214106355.0
2012-07-18,1253543684.0
2012-07-19,1281713205.0
2012-07-20,1245092828.0
2012-07-23,1219740259.0
2012-07-24,1183119882.0
2012-07-25,1219740259.0
2012-07-26,1253543684.0
2012-07-27,1298614918.0
2012-07-30,1292981013.0
2012-07-31,1287347109.0
2012-08-01,1287347109.0
2012-08-02,1219740259.0
2012-08-03,1239458924.0
2012-08-06,1261994540.0
2012-08-07,1307065774.0
2012-08-08,1360587864.0
2012-08-09,1388757385.0
2012-08-10,1391574337.0
2012-08-13,1371855672.0
2012-08-14,1366221768.0
2012-08-15,1346503103.0
2012-08-16,1371855672.0
2012-08-17,1352137008.0
2012-08-20,1335235295.0
2012-08-21,1385940433.0
2012-08-22,1329601391.0
2012-08-23,1332418343.0
2012-08-24,1309882726.0
2012-08-27,1301431870.0
2012-08-28,1264811492.0
2012-08-29,1253543684.0
2012-08-30,1236641971.0
2012-08-31,1256360636.0
2012-09-04,1292981013.0
2012-09-05,1309882726.0
2012-09-06,1326784439.0
2012-09-07,1416926906.0
2012-09-10,1464815092.0
2012-09-11,1473265948.0
2012-09-12,1456364235.0
2012-09-13,1526788038.0
2012-09-14,1552140607.0
2012-09-17,1515520229.0
2012-09-18,1512703277.0
2012-09-19,1470448996.0
2012-09-20,1492984613.0
2012-09-21,1484533756.0
2012-09-24,1478899852.0
2012-09-25,1422560810.0
2012-09-26,1402842145.0
2012-09-27,1445096427.0
2012-09-28,1456364235.0
2012-10-01,1468151272.0
2012-10-02,1439971785.0
2012-10-03,1423064093.0
2012-10-04,1439971785.0
2012-10-05,1439971785.0
2012-10-08,1423064093.0
2012-10-09,1465333324.0
2012-10-10,1456879477.0
2012-10-11,1487876913.0
2012-10-12,1456879477.0
2012-10-15,1445607683.0
2012-10-16,1476605118.0
2012-10-17,1479423067.0
2012-10-18,1482241016.0
2012-10-19,1507602554.0
2012-10-22,1468151272.0
2012-10-23,1406156401.0
2012-10-24,1420246144.0
2012-10-25,1406156401.0
2012-10-26,1372341016.0
2012-10-31,1431517939.0
2012-11-01,1428699990.0
2012-11-02,1423064093.0
2012-11-05,1403338452.0
2012-11-06,1380794863.0
2012-11-07,1434335888.0
2012-11-08,1501966657.0
2012-11-09,1569597425.0
2012-11-12,1620320502.0
2012-11-13,1586505118.0
2012-11-14,1549871785.0
2012-11-15,1586505118.0
2012-11-16,1575233323.0
2012-11-19,1597776912.0
2012-11-20,1578051272.0
2012-11-21,1558325631.0
2012-11-23,1597776912.0
2012-11-26,1575233323.0
2012-11-27,1549871785.0
2012-11-28,1614684605.0
2012-11-29,1600594861.0
2012-11-30,1620320502.0
2012-12-03,1578051272.0
2012-12-04,1580869220.0
2012-12-05,1600594861.0
2012-12-06,1594958964.0
2012-12-07,1592141015.0
2012-12-10,1552689733.0
2012-12-11,1578051272.0
2012-12-12,1617502553.0
2012-12-13,1656953835.0
2012-12-14,1648499989.0
2012-12-17,1671043579.0
2012-12-18,1634410246.0
2012-12-19,1609048707.0
2012-12-20,1586505118.0
2012-12-21,1552689733.0
2012-12-24,1538599990.0
2012-12-26,1513238451.0
2012-12-27,1544235887.0
2012-12-28,1541417938.0
2012-12-31,1554583245.0
2013-01-02,1599725408.0
2013-01-03,1585618482.0
2013-01-04,1611010949.0
2013-01-07,1599725408.0
2013-01-08,1554583245.0
2013-01-09,1551761860.0
2013-01-10,1554583245.0
2013-01-11,1540476319.0
2013-01-14,1579975712.0
2013-01-15,1563047400.0
2013-01-16,1546119089.0
2013-01-17,1543297704.0
2013-01-18,1515083852.0
2013-01-22,1520726622.0
2013-01-23,1467120304.0
2013-01-24,1410692600.0
2013-01-25,1461477533.0
2013-01-28,1438906452.0
2013-01-29,1486870000.0
2013-01-30,1469941689.0
2013-01-31,1503798311.0
2013-02-01,1495334156.0
2013-02-04,1512262467.0
2013-02-05,1565868786.0
2013-02-06,1554583245.0
2013-02-07,1546119089.0
2013-02-08,1563047400.0
2013-02-11,1543297704.0
2013-02-12,1667438653.0
2013-02-13,1656153112.0
2013-02-14,1650510342.0
2013-02-15,1627939260.0
2013-02-19,1596904023.0
2013-02-20,1546119089.0
2013-02-21,1642046186.0
2013-02-22,1723866357.0
2013-02-25,1723866357.0
2013-02-26,1656153112.0
2013-02-27,1690009734.0
2013-02-28,1692831120.0
2013-03-01,1695652505.0
2013-03-04,1639224801.0
2013-03-05,1681545579.0
2013-03-06,1661795882.0
2013-03-07,1715402201.0
2013-03-08,1726687742.0
2013-03-11,1704116660.0
2013-03-12,1695652505.0
2013-03-13,1650510342.0
2013-03-14,1656153112.0
2013-03-15,1653331727.0
2013-03-18,1630760645.0
2013-03-19,1625117875.0
2013-03-20,1658974497.0
2013-03-21,1684366964.0
2013-03-22,1678724194.0
2013-03-25,1639224801.0
2013-03-26,1625117875.0
2013-03-27,1664617268.0
2013-03-28,1658974497.0
2013-04-01,1634713356.0
2013-04-02,1651682699.0
2013-04-03,1617744013.0
2013-04-04,1612087566.0
2013-04-05,1583805328.0
2013-04-08,1617744013.0
2013-04-09,1629056908.0
2013-04-10,1646026251.0
2013-04-11,1654510923.0
2013-04-12,1600774670.0
2013-04-15,1518756180.0
2013-04-16,1532897299.0
2013-04-17,1507443285.0
2013-04-18,1504615061.0
2013-04-19,1493302166.0
2013-04-22,1493302166.0
2013-04-23,1473504599.0
2013-04-24,1504615061.0
2013-04-25,1634713356.0
2013-04-26,1566835985.0
2013-04-29,1586633551.0
2013-04-30,1564007761.0
2013-05-01,1555523090.0
2013-05-02,1549866642.0
2013-05-03,1597946447.0
2013-05-06,1739357637.0
2013-05-07,1719560070.0
2013-05-08,1761983427.0
2013-05-09,1747842308.0
2013-05-10,1733701189.0
2013-05-13,1725216518.0
2013-05-14,1736529413.0
2013-05-15,1832689022.0
2013-05-16,1787437441.0
2013-05-17,1784609217.0
2013-05-20,1824204351.0
2013-05-21,1784609217.0
2013-05-22,1776124546.0
2013-05-23,1807235008.0
2013-05-24,1793093889.0
2013-05-28,1821376127.0
2013-05-29,1773296322.0
2013-05-30,1759155203.0
2013-05-31,1776124546.0
2013-06-03,1810063232.0
2013-06-04,1815719679.0
2013-06-05,1810063232.0
2013-06-06,1790265665.0
2013-06-07,1810063232.0
2013-06-10,1846830141.0
2013-06-11,1761983427.0
2013-06-12,1773296322.0
2013-06-13,1787437441.0
2013-06-14,1761983427.0
2013-06-17,1778952770.0
2013-06-18,1773296322.0
2013-06-19,1728044741.0
2013-06-20,1623400461.0
2013-06-21,1651682699.0
2013-06-24,1578148880.0
2013-06-25,1617744013.0
2013-06-26,1626228685.0
2013-06-27,1640369804.0
2013-06-28,1699762503.0
2013-07-01,1715538853.0
2013-07-02,1701384242.0
2013-07-03,1721200697.0
2013-07-05,1712707931.0
2013-07-08,1707046086.0
2013-07-09,1718369775.0
2013-07-10,1724031619.0
2013-07-11,1760833608.0
2013-07-12,1774988219.0
2013-07-15,1721200697.0
2013-07-16,1752340841.0
2013-07-17,1752340841.0
2013-07-18,1774988219.0
2013-07-19,1783480986.0
2013-07-22,1789142830.0
2013-07-23,1789142830.0
2013-07-24,1777819141.0
2013-07-25,1763664530.0
2013-07-26,1758002686.0
2013-07-29,1726862542.0
2013-07-30,1704215164.0
2013-07-31,1741017153.0
2013-08-01,1780650063.0
2013-08-02,1777819141.0
2013-08-05,1817452052.0
2013-08-06,1814621130.0
2013-08-07,1811790208.0
2013-08-08,1862746807.0
2013-08-09,1865577729.0
2013-08-12,1854254041.0
2013-08-13,1888225107.0
2013-08-14,1902379718.0
2013-08-15,1888225107.0
2013-08-16,1885394185.0
2013-08-19,1811790208.0
2013-08-20,1808959285.0
2013-08-21,1803297441.0
2013-08-22,1857084963.0
2013-08-23,1828775741.0
2013-08-26,1831606663.0
2013-08-27,1786311908.0
2013-08-28,1871239574.0
2013-08-29,1868408652.0
2013-08-30,1922196173.0
2013-09-03,1953336318.0
2013-09-04,1947674473.0
2013-09-05,1933519862.0
2013-09-06,1939181707.0
2013-09-09,1947674473.0
2013-09-10,1967490929.0
2013-09-11,1970321851.0
2013-09-12,1961829084.0
2013-09-13,1973152773.0
2013-09-16,2055249517.0
2013-09-17,2043925828.0
2013-09-18,2083558739.0
2013-09-19,2021278450.0
2013-09-20,1987307384.0
2013-09-23,1998631073.0
2013-09-24,2032602139.0
2013-09-25,2041094906.0
2013-09-26,2063742283.0
