,AVGO
2014-03-25,16063999616
2014-03-26,15762799623
2014-03-27,15762799623
2014-03-28,16089099615
2014-03-31,16164399613
2014-04-01,16340099609
2014-04-02,16214599612
2014-04-03,16038899616
2014-04-04,15511799629
2014-04-07,15160399637
2014-04-08,15110199638
2014-04-09,15687499625
2014-04-10,15034899640
2014-04-11,14683499649
2014-04-14,14758799647
2014-04-15,14783899646
2014-04-16,14884299644
2014-04-17,15285899634
2014-04-21,15536899628
2014-04-22,15913399619
2014-04-23,16214599612
2014-04-24,16415399607
2014-04-25,15637299626
2014-04-28,15260799635
2014-04-29,15285899634
2014-04-30,15938499619
2014-05-01,15875000000
2014-05-02,16075000000
2014-05-05,16075000000
2014-05-06,16825000000
2014-05-07,16700000000
2014-05-08,17000000000
2014-05-09,16850000000
2014-05-12,17275000000
2014-05-13,17200000000
2014-05-14,17125000000
2014-05-15,16975000000
2014-05-16,17125000000
2014-05-19,17075000000
2014-05-20,16875000000
2014-05-21,17100000000
2014-05-22,17175000000
2014-05-23,17650000000
2014-05-27,17725000000
2014-05-28,17525000000
2014-05-29,17700000000
2014-05-30,17675000000
2014-06-02,17900000000
2014-06-03,17875000000
2014-06-04,17900000000
2014-06-05,17975000000
2014-06-06,17900000000
2014-06-09,17950000000
2014-06-10,17975000000
2014-06-11,17950000000
2014-06-12,17950000000
2014-06-13,17850000000
2014-06-16,17725000000
2014-06-17,17875000000
2014-06-18,17800000000
2014-06-19,17725000000
2014-06-20,17900000000
2014-06-23,17800000000
2014-06-24,17675000000
2014-06-25,17900000000
2014-06-26,17750000000
2014-06-27,17725000000
2014-06-30,18025000000
2014-07-01,18500000000
2014-07-02,18575000000
2014-07-03,18800000000
2014-07-07,18625000000
2014-07-08,18350000000
2014-07-09,18550000000
2014-07-10,18300000000
2014-07-11,18300000000
2014-07-14,18500000000
2014-07-15,18350000000
2014-07-16,18425000000
2014-07-17,17975000000
2014-07-18,18750000000
2014-07-21,18850000000
2014-07-22,18850000000
2014-07-23,18400000000
2014-07-24,18125000000
2014-07-25,17475000000
2014-07-28,17625000000
2014-07-29,17475000000
2014-07-30,17625000000
2014-07-31,17350000000
2014-08-01,17881599577
2014-08-04,18110199572
2014-08-05,17805399579
2014-08-06,17856199578
2014-08-07,17678399582
2014-08-08,17881599577
2014-08-11,17983199575
2014-08-12,18084799572
2014-08-13,18287999568
2014-08-14,18745199557
2014-08-15,18999199551
2014-08-18,19151599547
2014-08-19,19202399546
2014-08-20,19405599541
2014-08-21,19380199542
2014-08-22,19354799542
2014-08-25,19253199545
2014-08-26,19303999544
2014-08-27,19354799542
2014-08-28,19405599541
2014-08-29,20853399507
2014-09-02,21589999490
2014-09-03,21691599487
2014-09-04,21869399483
2014-09-05,22326599472
2014-09-08,22402799470
2014-09-09,22453599469
2014-09-10,22605999466
2014-09-11,22631399465
2014-09-12,22326599472
2014-09-15,22021799479
2014-09-16,22326599472
2014-09-17,22275799473
2014-09-18,22732999463
2014-09-19,22631399465
2014-09-22,22148799476
2014-09-23,22250399474
2014-09-24,22605999466
2014-09-25,21970999481
2014-09-26,22224999475
2014-09-29,22123399477
2014-09-30,22097999478
2014-10-01,21716999487
2014-10-02,21132799500
2014-10-03,21208999499
2014-10-06,21056599502
2014-10-07,20573999514
2014-10-08,21158199500
2014-10-09,20472399516
2014-10-10,18135599571
2014-10-13,17525999586
2014-10-14,18287999568
2014-10-15,18440399564
2014-10-16,19202399546
2014-10-17,19608799536
2014-10-20,19811999532
2014-10-21,20929599505
2014-10-22,20548599514
2014-10-23,20675599511
2014-10-24,20802599508
2014-10-27,20726399510
2014-10-28,21386799494
2014-10-29,21564599490
2014-10-30,20929599505
2014-10-31,21920199482
2014-11-03,22006499482
2014-11-04,21776999487
2014-11-05,22108499479
2014-11-06,22337999474
2014-11-07,21674999490
2014-11-10,21904499484
2014-11-11,21980999482
2014-11-12,22210499477
2014-11-13,22286999475
2014-11-14,22694999466
2014-11-17,22567499469
2014-11-18,23306999451
2014-11-19,22771499464
2014-11-20,22924499460
2014-11-21,23000999458
2014-11-24,23230499453
2014-11-25,23255999452
2014-11-26,23918999437
2014-11-28,23816999439
2014-12-01,23204999454
2014-12-02,23510999446
2014-12-03,24250499429
2014-12-04,26290499381
2014-12-05,26519999376
2014-12-08,25678499395
2014-12-09,26162999384
2014-12-10,25321499404
2014-12-11,25652999396
2014-12-12,25295999404
2014-12-15,25040999410
2014-12-16,24811499416
2014-12-17,25244999406
2014-12-18,25907999390
2014-12-19,25550999398
2014-12-22,25856999391
2014-12-23,25703999395
2014-12-24,25678499395
2014-12-26,25652999396
2014-12-29,25831499392
2014-12-30,25729499394
2014-12-31,25652999396
2015-01-02,25525499399
2015-01-05,25117499409
2015-01-06,24556499422
2015-01-07,25219499406
2015-01-08,26468999377
2015-01-09,26749499370
2015-01-12,26315999380
2015-01-13,26162999384
2015-01-14,26366999379
2015-01-15,25831499392
2015-01-16,26468999377
2015-01-20,26749499370
2015-01-21,26876999367
2015-01-22,26825999368
2015-01-23,27284999358
2015-01-26,27208499359
2015-01-27,26723999371
2015-01-28,26774999370
2015-01-29,27157499361
2015-01-30,26239499382
2015-02-02,26419199385
2015-02-03,26625599380
2015-02-04,27038399371
2015-02-05,27399599362
2015-02-06,27012599371
2015-02-09,26367599386
2015-02-10,27605999358
2015-02-11,27838199352
2015-02-12,28302599341
2015-02-13,28431599338
2015-02-17,28612199334
2015-02-18,28379999340
2015-02-19,28612199334
2015-02-20,28921799327
2015-02-23,29128199322
2015-02-24,29205599320
2015-02-25,29076599323
2015-02-26,33359399224
2015-02-27,32920799234
2015-03-02,33281999226
2015-03-03,33075599230
2015-03-04,33385199223
2015-03-05,33694799216
2015-03-06,32998199232
2015-03-09,32791799237
2015-03-10,32275799249
2015-03-11,32172599251
2015-03-12,32533799243
2015-03-13,32249999250
2015-03-16,33514199220
2015-03-17,33307799225
2015-03-18,33643199217
2015-03-19,34055999208
2015-03-20,34391399200
2015-03-23,34675199193
2015-03-24,34339799201
2015-03-25,32095199253
2015-03-26,32172599251
2015-03-27,33075599230
2015-03-30,33694799216
2015-03-31,32765999238
2015-04-01,32404799246
2015-04-02,32249999250
2015-04-06,32456399245
2015-04-07,32430599245
2015-04-08,32714399239
2015-04-09,32817599236
2015-04-10,32714399239
2015-04-13,32327399248
2015-04-14,31991999256
2015-04-15,32482199244
2015-04-16,32327399248
2015-04-17,31450199268
2015-04-20,31733999262
2015-04-21,31759799261
2015-04-22,32998199232
2015-04-23,32017799255
2015-04-24,30830999283
2015-04-27,31011599278
2015-04-28,30314999295
2015-04-29,30185999298
2015-04-30,30160199298
2015-05-01,32541999263
2015-05-04,32117999272
2015-05-05,30951999299
2015-05-06,30951999299
2015-05-07,32462499265
2015-05-08,32674499260
2015-05-11,32541999263
2015-05-12,32594999262
2015-05-13,32621499261
2015-05-14,33628499238
2015-05-15,33893499232
2015-05-18,34502999218
2015-05-19,34317499223
2015-05-20,34211499225
2015-05-21,34343999222
2015-05-22,35138999204
2015-05-26,34794499212
2015-05-27,37497499151
2015-05-28,37735999145
2015-05-29,39246499111
2015-06-01,38848999120
2015-06-02,38212999134
2015-06-03,37921499141
2015-06-04,37417999152
2015-06-05,38106999137
2015-06-08,36728999168
2015-06-09,37152999158
2015-06-10,37868499142
2015-06-11,37629999148
2015-06-12,37232499157
2015-06-15,37921499141
2015-06-16,37629999148
2015-06-17,37285499155
2015-06-18,37894999142
2015-06-19,37868499142
2015-06-22,37974499140
2015-06-23,37523999150
2015-06-24,37099999160
2015-06-25,36887999164
2015-06-26,35827999188
2015-06-29,34979999208
2015-06-30,35218499202
2015-07-01,35907499187
2015-07-02,36463999174
2015-07-06,35562999194
2015-07-07,35191999203
2015-07-08,33946499231
2015-07-09,33045499251
2015-07-10,34396999221
2015-07-13,34237999224
2015-07-14,35059499206
2015-07-15,34900499209
2015-07-16,35695499191
2015-07-17,35430499197
2015-07-20,35668999192
2015-07-21,35642499193
2015-07-22,34343999222
2015-07-23,34979999208
2015-07-24,34052499229
2015-07-27,33045499251
2015-07-28,34025999229
2015-07-29,34078999228
2015-07-30,33840499233
2015-07-31,33151499249
2015-08-03,34720799245
2015-08-04,34085999259
2015-08-05,34444799251
2015-08-06,34030799260
2015-08-07,33837599264
2015-08-10,35134799236
2015-08-11,34279199254
2015-08-12,34693199245
2015-08-13,34279199254
2015-08-14,33671999267
2015-08-17,34637999247
2015-08-18,33727199266
2015-08-19,33533999271
2015-08-20,31739999310
2015-08-21,30773999331
2015-08-24,30332399340
2015-08-25,29945999349
2015-08-26,32071199302
2015-08-27,34858799242
2015-08-28,35217599234
2015-08-31,34775999244
2015-09-01,32954399283
2015-09-02,34223999256
2015-09-03,34168799257
2015-09-04,33451199272
2015-09-08,35659199224
2015-09-09,35107199236
2015-09-10,35521199227
2015-09-11,36183599213
2015-09-14,36211199212
2015-09-15,37094399193
2015-09-16,36293999211
2015-09-17,36045599216
2015-09-18,35217599234
2015-09-21,35134799236
2015-09-22,34417199251
2015-09-23,34637999247
2015-09-24,34251599255
2015-09-25,34969199239
2015-09-28,33368399274
2015-09-29,33037199281
2015-09-30,34499999250
2015-10-01,33699599267
2015-10-02,34030799260
2015-10-05,33451199272
2015-10-06,32319599297
2015-10-07,32733599288
2015-10-08,32209199299
2015-10-09,32264399298
2015-10-12,32485199293
2015-10-13,31298399319
2015-10-14,32429999295
2015-10-15,33644399268
2015-10-16,33423599273
2015-10-19,32843999286
2015-10-20,33092399280
2015-10-21,33257999277
2015-10-22,34582799248
2015-10-23,35769599222
2015-10-26,34113599258
2015-10-27,33533999271
2015-10-28,35079599237
2015-10-29,33147599279
2015-10-30,33975599261
2015-11-02,34292599257
2015-11-03,33821699267
2015-11-04,34375699255
2015-11-05,33544699273
2015-11-06,35926899221
2015-11-09,35040499241
2015-11-10,33212299280
2015-11-11,33239999280
2015-11-12,33212299280
2015-11-13,32547499295
2015-11-16,33655499271
2015-11-17,33821699267
2015-11-18,34874299244
2015-11-19,34680399248
2015-11-20,35012799241
2015-11-23,34458799253
2015-11-24,35539099230
2015-11-25,35566799229
2015-11-27,36009999220
2015-11-30,36148499217
2015-12-01,36813299202
2015-12-02,36619399206
2015-12-03,40109599131
2015-12-04,40885199114
2015-12-07,41217599107
2015-12-08,40940599113
2015-12-09,40358899125
2015-12-10,40802099116
2015-12-11,39998799133
2015-12-14,39472499145
2015-12-15,39694099140
2015-12-16,39860299136
2015-12-17,38918499157
2015-12-18,38835399158
2015-12-21,40386599125
2015-12-22,40192699129
2015-12-23,40580499121
2015-12-24,40525099122
2015-12-28,40552799121
2015-12-29,40968299112
2015-12-30,40829799115
2015-12-31,40220399128
2016-01-04,39417099146
2016-01-05,38087499175
2016-01-06,36924099200
2016-01-07,35760699225
2016-01-08,35511399230
2016-01-11,35455999232
2016-01-12,35982299220
2016-01-13,34154099260
2016-01-14,34680399248
2016-01-15,33239999280
2016-01-19,33267699279
2016-01-20,34292599257
2016-01-21,34486499253
2016-01-22,34486499253
2016-01-25,34486499253
2016-01-26,34458799253
2016-01-27,33904799265
2016-01-28,35012799241
2016-01-29,37034899197
2016-02-01,53978398898
2016-02-02,52214398934
2016-02-03,51508798948
2016-02-04,53351198911
2016-02-05,50332798972
2016-02-08,47784799024
2016-02-09,46922399042
2016-02-10,46726399046
2016-02-11,45589599069
2016-02-12,47706399026
2016-02-16,49470398990
2016-02-17,51234398954
2016-02-18,49823198983
2016-02-19,50450398970
2016-02-22,51195198955
2016-02-23,50254398974
2016-02-24,51077598957
2016-02-25,51939998940
2016-02-26,52175198935
2016-02-29,52527998928
2016-03-01,54252798892
2016-03-02,53703998904
2016-03-03,53821598901
2016-03-04,57271198831
2016-03-07,56251998852
2016-03-08,54723198883
2016-03-09,55663998864
2016-03-10,56604798844
2016-03-11,58329598809
2016-03-14,58055198815
2016-03-15,58211998812
2016-03-16,58251198811
2016-03-17,59427198787
2016-03-18,59779998780
2016-03-21,59936798776
2016-03-22,60681598761
2016-03-23,59975998776
2016-03-24,59975998776
2016-03-28,60015198775
2016-03-29,60407198767
2016-03-30,61504798744
2016-03-31,60563998764
2016-04-01,61857598737
2016-04-04,61151998752
2016-04-05,60759998760
2016-04-06,61739998740
2016-04-07,60759998760
2016-04-08,61230398750
2016-04-11,60995198755
2016-04-12,60916798756
2016-04-13,62523998724
2016-04-14,62249598729
2016-04-15,60955998756
2016-04-18,61112798752
2016-04-19,59231198791
2016-04-20,60054398774
2016-04-21,59348798788
2016-04-22,58917598797
2016-04-25,58447198807
2016-04-26,59113598793
2016-04-27,59387998788
2016-04-28,58015998816
2016-04-29,57153598833
2016-05-02,57855598831
2016-05-03,56707198854
2016-05-04,56271598863
2016-05-05,56469598859
2016-05-06,56192398864
2016-05-09,56390398860
2016-05-10,57261598843
2016-05-11,56984398848
2016-05-12,55835998872
2016-05-13,55479598879
2016-05-16,56509198858
2016-05-17,55915198870
2016-05-18,56984398848
2016-05-19,56509198858
2016-05-20,58093198826
2016-05-23,58647598815
2016-05-24,59954398788
2016-05-25,60825598771
2016-05-26,60587998776
2016-05-27,60706798773
2016-05-31,61142398764
2016-06-01,61300798761
2016-06-02,61340398760
2016-06-03,64389598699
2016-06-06,64468798697
2016-06-07,65260798681
2016-06-08,64825198690
2016-06-09,64983598687
2016-06-10,63676798713
2016-06-13,63359998720
2016-06-14,62963998728
2016-06-15,62726398732
2016-06-16,62805598731
2016-06-17,61775998752
2016-06-20,62132398744
2016-06-21,61696798753
2016-06-22,61419598759
2016-06-23,62805598731
2016-06-24,58885198810
2016-06-27,56865598851
2016-06-28,59320798801
2016-06-29,61379998760
2016-06-30,61538398756
2016-07-01,61063198766
2016-07-05,59716798793
2016-07-06,59637598795
2016-07-07,59795998792
2016-07-08,61419598759
2016-07-11,62330398740
2016-07-12,62805598731
2016-07-13,62330398740
2016-07-14,63676798713
2016-07-15,63835198710
2016-07-18,64270798701
2016-07-19,63557998716
2016-07-20,64429198698
2016-07-21,63518398716
2016-07-22,63241198722
2016-07-25,63280798721
2016-07-26,64706398692
2016-07-27,65617198674
2016-07-28,65023198686
2016-07-29,64151998704
2016-08-01,65072998692
2016-08-02,64834198696
2016-08-03,65311798687
2016-08-04,66465998664
2016-08-05,67699798639
2016-08-08,67023198652
2016-08-09,68137598630
2016-08-10,68376398625
2016-08-11,68495798623
2016-08-12,68654998620
2016-08-15,69848998596
2016-08-16,68615198620
2016-08-17,68853998616
2016-08-18,69212198608
2016-08-19,69610198600
2016-08-22,70008198592
2016-08-23,70565398581
2016-08-24,69769398597
2016-08-25,70047998592
2016-08-26,70525598582
2016-08-29,70605198580
2016-08-30,70445998584
2016-08-31,70207198588
2016-09-01,70485798583
2016-09-02,68893798615
2016-09-06,68097798631
2016-09-07,67222198648
2016-09-08,67023198652
2016-09-09,63998398713
2016-09-12,65470998684
2016-09-13,65749598678
2016-09-14,67500798643
2016-09-15,68734598618
2016-09-16,68137598630
2016-09-19,67938598634
2016-09-20,66943598654
2016-09-21,67580398641
2016-09-22,67182398649
2016-09-23,66346598666
2016-09-26,66346598666
2016-09-27,68018198632
2016-09-28,67938598634
2016-09-29,68654998620
2016-09-30,68654998620
2016-10-03,67699798639
2016-10-04,67301798647
2016-10-05,69052998612
2016-10-06,69331598606
2016-10-07,69331598606
2016-10-10,69570398601
2016-10-11,68137598630
2016-10-12,67858998636
2016-10-13,67222198648
2016-10-14,67699798639
2016-10-17,67222198648
2016-10-18,68535598622
2016-10-19,68416198624
2016-10-20,69013198612
2016-10-21,68814198616
2016-10-24,70286798587
2016-10-25,69092798611
2016-10-26,68853998616
2016-10-27,68535598622
2016-10-28,67381398645
2016-10-31,67779398637
2016-11-01,67351198649
2016-11-02,68867398619
2016-11-03,69026998616
2016-11-04,68707798622
2016-11-07,70622998584
2016-11-08,70622998584
2016-11-09,69186598612
2016-11-10,66992098656
2016-11-11,66832498660
2016-11-14,65356198689
2016-11-15,66433498667
2016-11-16,66952198657
2016-11-17,66632998664
2016-11-18,67111798654
2016-11-21,68867398619
2016-11-22,70622998584
2016-11-23,70662898583
2016-11-25,70543198585
2016-11-28,69705298602
2016-11-29,70024498596
2016-11-30,68029498636
2016-12-01,64957198697
2016-12-02,65515798686
2016-12-05,66273898671
2016-12-06,65755198681
2016-12-07,67271398651
2016-12-08,68109298634
2016-12-09,71460898567
2016-12-12,71101798574
2016-12-13,71580598564
2016-12-14,70862398579
2016-12-15,71819998560
2016-12-16,71181598572
2016-12-19,72019498556
2016-12-20,72657898543
2016-12-21,72737698541
2016-12-22,72059398555
2016-12-23,72578098544
2016-12-27,72737698541
2016-12-28,71899798558
2016-12-29,71780098560
2016-12-30,70543198585
2017-01-03,71141698573
2017-01-04,70662898583
2017-01-05,69545698605
2017-01-06,70463398587
2017-01-09,70622998584
2017-01-10,72059398555
2017-01-11,71580598564
2017-01-12,71381098568
2017-01-13,72019498556
2017-01-17,71460898567
2017-01-18,73814998520
2017-01-19,74054398515
2017-01-20,76248898471
2017-01-23,76208998472
2017-01-24,78882298418
2017-01-25,80797498380
2017-01-26,81475798366
2017-01-27,82074298354
2017-01-30,81076798374
2017-01-31,79600498404
2017-02-01,82091098166
2017-02-02,82252298163
2017-02-03,83098598144
2017-02-06,83259798140
2017-02-07,82977698146
2017-02-08,83380698137
2017-02-09,82735898152
2017-02-10,82816498150
2017-02-13,83300098139
2017-02-14,82735898152
2017-02-15,83017998146
2017-02-16,83904598126
2017-02-17,84791198106
2017-02-21,85758398084
2017-02-22,86322598072
2017-02-23,84871798104
2017-02-24,84791198106
2017-02-27,85959898080
2017-02-28,84992698101
2017-03-01,86685298064
2017-03-02,87571898044
2017-03-03,87974898035
2017-03-06,87813698038
2017-03-07,88377898026
2017-03-08,88498798023
2017-03-09,89465998002
2017-03-10,91239197962
2017-03-13,91279497961
2017-03-14,90433197980
2017-03-15,91037697966
2017-03-16,89627197998
2017-03-17,89143598009
2017-03-20,89143598009
2017-03-21,87047998056
2017-03-22,87612198043
2017-03-23,87410698047
2017-03-24,88256998029
2017-03-27,88297298028
2017-03-28,89062998011
2017-03-29,89183898008
2017-03-30,88659998020
2017-03-31,88256998029
2017-04-03,88176398030
2017-04-04,88256998029
2017-04-05,87491298046
2017-04-06,87652498042
2017-04-07,87974898035
2017-04-10,87853998038
2017-04-11,87692798041
2017-04-12,84307598117
2017-04-13,85153898098
2017-04-17,86201698074
2017-04-18,85879298082
2017-04-19,86080798077
2017-04-20,87934598036
2017-04-21,87733098040
2017-04-24,89143598009
2017-04-25,89949597991
2017-04-26,89345098004
2017-04-27,89909297992
2017-04-28,88982398012
2017-05-01,90069098008
2017-05-02,91778497970
2017-05-03,91534297975
2017-05-04,90923797989
2017-05-05,92185497961
2017-05-08,91615697974
2017-05-09,92999497943
2017-05-10,94139097918
2017-05-11,94057697920
2017-05-12,96051997876
2017-05-15,97272997849
2017-05-16,97964897833
2017-05-17,94098397919
2017-05-18,96743897860
2017-05-19,95278697893
2017-05-22,97028797854
2017-05-23,96255497871
2017-05-24,97517197843
2017-05-25,98046297831
2017-05-26,98168397829
2017-05-30,97598597841
2017-05-31,97476497844
2017-06-01,95482197888
2017-06-02,103581497709
2017-06-05,102645397730
2017-06-06,103337297714
2017-06-07,103500097711
2017-06-08,103784997705
2017-06-09,99023097810
2017-06-12,98778897815
2017-06-13,98860297813
2017-06-14,97883497835
2017-06-15,96865997858
2017-06-16,96174097873
2017-06-19,98168397829
2017-06-20,97679997840
2017-06-21,99755697794
2017-06-22,99307997804
2017-06-23,99837097792
2017-06-26,98819597814
2017-06-27,95767097882
2017-06-28,98127697830
2017-06-29,95237997894
2017-06-30,94871697902
2017-07-03,93528597931
2017-07-05,94261197915
2017-07-06,95644997885
2017-07-07,97517197843
2017-07-10,98412597823
2017-07-11,98046297831
2017-07-12,100284797782
2017-07-13,100651097774
2017-07-14,101872097747
2017-07-17,101342997759
2017-07-18,102116297741
2017-07-19,103540797710
2017-07-20,103133797719
2017-07-21,103011697722
2017-07-24,102970997723
2017-07-25,103500097711
2017-07-26,104598997687
2017-07-27,102156997741
2017-07-28,101912797746
2017-07-31,100406897779
2017-08-01,101347197764
2017-08-02,103387197719
2017-08-03,102122397747
2017-08-04,101673597757
2017-08-07,102979197728
2017-08-08,102571197737
2017-08-09,101673597757
2017-08-10,98205597833
2017-08-11,99633597802
2017-08-14,102367197741
2017-08-15,103509597716
2017-08-16,103387197719
2017-08-17,100775997777
2017-08-18,101755197755
2017-08-21,101836797753
2017-08-22,104121597703
2017-08-23,104815197687
2017-08-24,104080797704
2017-08-25,100204797789
2017-08-28,99266397810
2017-08-29,98613597824
2017-08-30,100367997786
2017-08-31,102856797731
2017-09-01,103101597725
2017-09-05,101632797758
2017-09-06,101755197755
2017-09-07,100612797780
2017-09-08,99592797803
2017-09-11,101061597770
2017-09-12,100816797776
2017-09-13,100449597784
2017-09-14,100775997777
2017-09-15,102244797744
2017-09-18,101918397751
2017-09-19,101918397751
2017-09-20,99103197813
2017-09-21,98083197836
2017-09-22,97593597847
2017-09-25,96083997880
2017-09-26,96818397864
2017-09-27,98164797834
2017-09-28,99103197813
2017-09-29,98939997817
2017-10-02,98123997835
2017-10-03,97715997844
2017-10-04,98735997822
2017-10-05,99429597806
2017-10-06,100245597788
2017-10-09,100531197782
2017-10-10,100367997786
2017-10-11,102163197746
2017-10-12,101469597761
2017-10-13,101183997768
2017-10-16,100653597779
2017-10-17,98980797816
2017-10-18,99551997804
2017-10-19,99674397801
2017-10-20,99633597802
2017-10-23,99674397801
2017-10-24,101061597770
2017-10-25,100286397787
2017-10-26,99470397805
2017-10-27,103183197723
2017-10-30,106569597649
2017-10-31,107671197624
2017-11-01,106312997666
2017-11-02,106394997664
2017-11-03,112175997537
2017-11-06,113774997502
2017-11-07,111232997558
2017-11-08,111683997548
2017-11-09,108895997609
2017-11-10,108649997615
2017-11-13,108649997615
2017-11-14,107952997630
2017-11-15,108895997609
2017-11-16,111560997551
2017-11-17,111478997552
2017-11-20,112708997525
2017-11-21,113405997510
2017-11-22,112913997521
2017-11-24,115783997458
2017-11-27,116685997438
2017-11-28,113733997503
2017-11-29,111314997556
2017-11-30,113938997498
2017-12-01,111355997555
2017-12-04,108075997627
2017-12-05,107296997644
2017-12-06,108198997624
2017-12-07,108198997624
2017-12-08,106558997660
2017-12-11,106599997660
2017-12-12,106066997671
2017-12-13,107419997642
2017-12-14,106312997666
2017-12-15,108936997608
2017-12-18,108403997620
2017-12-19,108116997626
2017-12-20,108895997609
2017-12-21,107214997646
2017-12-22,107583997638
2017-12-26,105820997677
2017-12-27,106230997668
2017-12-28,106763997656
2017-12-29,105328997687
2018-01-02,109469997597
2018-01-03,110658997570
2018-01-04,110699997570
2018-01-05,111355997555
2018-01-08,111642997549
2018-01-09,110084997583
2018-01-10,107747997634
2018-01-11,108034997628
2018-01-12,108362997621
2018-01-16,107952997630
2018-01-17,108977997607
2018-01-18,110617997571
2018-01-19,109223997602
2018-01-22,107460997641
2018-01-23,107788997633
2018-01-24,105328997687
2018-01-25,101392997774
2018-01-26,102827997742
2018-01-29,100654997790
2018-01-30,98809997831
2018-01-31,101679997768
2018-02-01,100534797850
2018-02-02,99145497880
2018-02-05,96030097947
2018-02-06,101208397836
2018-02-07,99945397863
2018-02-08,96661597933
2018-02-09,99145497880
2018-02-12,102892397800
2018-02-13,103523897786
2018-02-14,104281697770
2018-02-15,106007797733
2018-02-16,104786897759
2018-02-20,105081597753
2018-02-21,104660597762
2018-02-22,104997397755
2018-02-23,106807697716
2018-02-26,106512997723
2018-02-27,106007797733
2018-02-28,103776497781
2018-03-01,102429297810
2018-03-02,105628897741
2018-03-05,103986997777
2018-03-06,105670997741
2018-03-07,104029097776
2018-03-08,103986997777
2018-03-09,106849797715
2018-03-12,110638797634
2018-03-13,109965197649
2018-03-14,109712597654
2018-03-15,112743797589
2018-03-16,107312897705
2018-03-19,103144997795
2018-03-20,102050397818
2018-03-21,103565997786
2018-03-22,102555597807
2018-03-23,102092497817
2018-03-26,104281697770
2018-03-27,102892397800
2018-03-28,99650697869
2018-03-29,99229697878
2018-04-02,95861697950
2018-04-03,99692797868
2018-04-04,99776997867
2018-04-05,99482297873
2018-04-06,96366897939
2018-04-09,98808697887
2018-04-10,100955797841
2018-04-11,101166297837
2018-04-12,100787397845
2018-04-13,103944897777
2018-04-16,104997397755
2018-04-17,105965697734
2018-04-18,105081597753
2018-04-19,102260897813
2018-04-20,99819097866
2018-04-23,98303497898
2018-04-24,96156397944
2018-04-25,96408997939
2018-04-26,96998397926
2018-04-27,98008797904
2018-04-30,96577397935
2018-05-01,96998397926
2018-05-02,96282697941
2018-05-03,94851297972
2018-05-04,97040497925
2018-05-07,101479997876
2018-05-08,102726997849
2018-05-09,102382997857
2018-05-10,104704997808
2018-05-11,104661997809
2018-05-14,105263997796
2018-05-15,103887997825
2018-05-16,103414997835
2018-05-17,102984997844
2018-05-18,101479997876
2018-05-21,102812997848
2018-05-22,102554997853
2018-05-23,103457997834
2018-05-24,104704997808
2018-05-25,107499997750
2018-05-29,107370997752
2018-05-30,107241997755
2018-05-31,108402997731
2018-06-01,110208997693
2018-06-04,111111997674
2018-06-05,111498997666
2018-06-06,113304997628
2018-06-07,113820997617
2018-06-08,110939997678
2018-06-11,112143997652
2018-06-12,112401997647
2018-06-13,113347997627
2018-06-14,115454997583
2018-06-15,116185997568
2018-06-18,113734997619
2018-06-19,112229997651
2018-06-20,112315997649
2018-06-21,111670997662
2018-06-22,111670997662
2018-06-25,108531997728
2018-06-26,108144997736
2018-06-27,106252997776
2018-06-28,105306997795
2018-06-29,104317997816
2018-07-02,104102997821
2018-07-03,102898997846
2018-07-05,105521997791
2018-07-06,106510997770
2018-07-09,106381997773
2018-07-10,107757997744
2018-07-11,104661997809
2018-07-12,90299998110
2018-07-13,87074998177
2018-07-16,87418998170
2018-07-17,89568998125
2018-07-18,89783998120
2018-07-19,90471998106
2018-07-20,90428998107
2018-07-23,93180998049
2018-07-24,93438998044
2018-07-25,97179997966
2018-07-26,95975997991
2018-07-27,95072998010
2018-07-30,96835997973
2018-07-31,95373998003
2018-08-01,93223998048
2018-08-02,93051998052
2018-08-03,93653998039
2018-08-06,89403998047
2018-08-07,90763598017
2018-08-08,90433998024
2018-08-09,89239198050
2018-08-10,87426398090
2018-08-13,86973198100
2018-08-14,85407598134
2018-08-15,85119198140
2018-08-16,85984398121
2018-08-17,86231598116
2018-08-20,85160398139
2018-08-21,86725998105
2018-08-22,85489998132
2018-08-23,84707198149
2018-08-24,86107998119
2018-08-27,87755998083
2018-08-28,88332798070
2018-08-29,88579998065
2018-08-30,89280398049
2018-08-31,90227998029
2018-09-04,90392798025
2018-09-05,91216798007
2018-09-06,88991998056
2018-09-07,95831197906
2018-09-10,99127197834
2018-09-11,95831197906
2018-09-12,94718797930
2018-09-13,96984797881
2018-09-14,97355597873
2018-09-17,96737597886
2018-09-18,98756397842
2018-09-19,99621597823
2018-09-20,100898797795
2018-09-21,102217197767
2018-09-24,102793997754
2018-09-25,102052397770
2018-09-26,101104797791
2018-09-27,101557997781
2018-09-28,101640397779
2018-10-01,102793997754
2018-10-02,102217197767
2018-10-03,102752797755
2018-10-04,102258397766
2018-10-05,100610397802
2018-10-08,99456797827
2018-10-09,100816397797
2018-10-10,95501597913
2018-10-11,94306797939
2018-10-12,95995997903
2018-10-15,95789997907
2018-10-16,98179597855
2018-10-17,97726397865
2018-10-18,93935997948
2018-10-19,94059597945
2018-10-22,94183197942
2018-10-23,94389197938
2018-10-24,90104398031
2018-10-25,91546398000
2018-10-26,87838398081
2018-10-29,87137998096
2018-10-30,91051998011
2018-10-31,92081997988
2018-11-01,94718797930
2018-11-02,90969598012
2018-11-05,88260098019
2018-11-06,91548297945
