,HCA
2015-10-23,27504995526
2015-10-26,27544869396
2015-10-27,27433222560
2015-10-28,27504995526
2015-10-29,26994609990
2015-10-30,27429235173
2015-11-02,27812024325
2015-11-03,27433222560
2015-11-04,27381386529
2015-11-05,27349487433
2015-11-06,27899746839
2015-11-09,27903734226
2015-11-10,27943608096
2015-11-11,26978660442
2015-11-12,25961876757
2015-11-13,26496186615
2015-11-16,26795240640
2015-11-17,27612654975
2015-11-18,27995444126
2015-11-19,26073523593
2015-11-20,26882963154
2015-11-23,26859038832
2015-11-24,27508982912
2015-11-25,27497020751
2015-11-27,27692402715
2015-11-30,27138155922
2015-12-01,28374245892
2015-12-02,27915696387
2015-12-03,26867013606
2015-12-04,26815177575
2015-12-07,26484224454
2015-12-08,26815177575
2015-12-09,26867013606
2015-12-10,27285689241
2015-12-11,26436375810
2015-12-14,26101435301
2015-12-15,26181183042
2015-12-16,26101435301
2015-12-17,25814343437
2015-12-18,25706683989
2015-12-21,26958723507
2015-12-22,26659669482
2015-12-23,27728289198
2015-12-24,27481071204
2015-12-28,27130181148
2015-12-29,27508982912
2015-12-30,27289676628
2015-12-31,26622549500
2016-01-04,26095058500
2016-01-05,26154106000
2016-01-06,25973027000
2016-01-07,25307758500
2016-01-08,25299885500
2016-01-11,26701279500
2016-01-12,26236772500
2016-01-13,25567567500
2016-01-14,25634488000
2016-01-15,25299885500
2016-01-19,24984965500
2016-01-20,24733029500
2016-01-21,25205409500
2016-01-22,25910042999
2016-01-25,25815567000
2016-01-26,26358803999
2016-01-27,26559565500
2016-01-28,26575311500
2016-01-29,27390167000
2016-02-01,27957023000
2016-02-02,28327053999
2016-02-03,27634230000
2016-02-04,27606674500
2016-02-05,27236643500
2016-02-08,26284010500
2016-02-09,26177725000
2016-02-10,26492645000
2016-02-11,25292012500
2016-02-12,25984836500
2016-02-16,25823439999
2016-02-17,26394232500
2016-02-18,26579248000
2016-02-19,26618613000
2016-02-22,27535817500
2016-02-23,27492516000
2016-02-24,27610611000
2016-02-25,27555500000
2016-02-26,27728706000
2016-02-29,27244516499
2016-03-01,27866483500
2016-03-02,28067245000
2016-03-03,28708894500
2016-03-04,28736450000
2016-03-07,28712831000
2016-03-08,28142038499
2016-03-09,28445149000
2016-03-10,28421530000
2016-03-11,29504067500
2016-03-14,29413528000
2016-03-15,28803370500
2016-03-16,29322988499
2016-03-17,29019878000
2016-03-18,29704828999
2016-03-21,29728448000
2016-03-22,30374034000
2016-03-23,30291367500
2016-03-24,30063050500
2016-03-28,30090606000
2016-03-29,30531494000
2016-03-30,30744064999
2016-03-31,29663807880
2016-04-01,30100878720
2016-04-04,29922249768
2016-04-05,29736019583
2016-04-06,30062872559
2016-04-07,29964056544
2016-04-08,30078075024
2016-04-11,30241501511
2016-04-12,30321314448
2016-04-13,30632964959
2016-04-14,30678572352
2016-04-15,30530348328
2016-04-18,30739382208
2016-04-19,30321314448
2016-04-20,30446734776
2016-04-21,30488541552
2016-04-22,30750784056
2016-04-25,30450535392
2016-04-26,30853400688
2016-04-27,31081437648
2016-04-28,31149848735
2016-04-29,30640566192
2016-05-02,30864802535
2016-05-03,30047670096
2016-05-04,30328915680
2016-05-05,30636765576
2016-05-06,30746983440
2016-05-09,30777388368
2016-05-10,30758385288
2016-05-11,30499943400
2016-05-12,29526985704
2016-05-13,29614399872
2016-05-16,29572593096
2016-05-17,29367359832
2016-05-18,29105117328
2016-05-19,29158325952
2016-05-20,29310350592
2016-05-23,28968295152
2016-05-24,29477577696
2016-05-25,29542188168
2016-05-26,29340755520
2016-05-27,29401565376
2016-05-31,29652406032
2016-06-01,29785427592
2016-06-02,30017265168
2016-06-03,29698013424
2016-06-06,29899446072
2016-06-07,30116081183
2016-06-08,30777388368
2016-06-09,30796391448
2016-06-10,30233900280
2016-06-13,29625801720
2016-06-14,29648605416
2016-06-15,29572593096
2016-06-16,29515583856
2016-06-17,29428169688
2016-06-20,29861439911
2016-06-21,29929851000
2016-06-22,30138884880
2016-06-23,30309912600
2016-06-24,29158325952
2016-06-27,28287984888
2016-06-28,28858077288
2016-06-29,29283746280
2016-06-30,28966603008
2016-07-01,28834953728
2016-07-05,28628076288
2016-07-06,28650644736
2016-07-07,28959080191
2016-07-08,29417971967
2016-07-11,29399164928
2016-07-12,29489438720
2016-07-13,29922000640
2016-07-14,29455586048
2016-07-15,29606042367
2016-07-18,29922000640
2016-07-19,29850533888
2016-07-20,30290618624
2016-07-21,30328232704
2016-07-22,30222913279
2016-07-25,29978421760
2016-07-26,29963376128
2016-07-27,29331459584
2016-07-28,29293845504
2016-07-29,29011739904
2016-08-01,28406153216
2016-08-02,28225605632
2016-08-03,28477619967
2016-08-04,28304595200
2016-08-05,28526518272
2016-08-08,28680736000
2016-08-09,28639360512
2016-08-10,28767248384
2016-08-11,29007978496
2016-08-12,28827430912
2016-08-15,29120820736
2016-08-16,28628076288
2016-08-17,27841942016
2016-08-18,28082672128
2016-08-19,28026251008
2016-08-22,28131570432
2016-08-23,28199275776
2016-08-24,27841942016
2016-08-25,28218082816
2016-08-26,27932215808
2016-08-29,28195514367
2016-08-30,28631837696
2016-08-31,28417437440
2016-09-01,28270742528
2016-09-02,28778532608
2016-09-06,28643121920
2016-09-07,29387880704
2016-09-08,29331459584
2016-09-09,28564132352
2016-09-12,28981648640
2016-09-13,28646883328
2016-09-14,28259458304
2016-09-15,28357254912
2016-09-16,28319640832
2016-09-19,28530279679
2016-09-20,28191752960
2016-09-21,28376061952
2016-09-22,28729634304
2016-09-23,28631837696
2016-09-26,28176707328
2016-09-27,28259458304
2016-09-28,28372300544
2016-09-29,28308356608
2016-09-30,28023630117
2016-10-03,27623451345
2016-10-04,27604924550
2016-10-05,27693853166
2016-10-06,27641978139
2016-10-07,27504879857
2016-10-10,28142201605
2016-10-11,28071799784
2016-10-12,28490505351
2016-10-13,29750327411
2016-10-14,29761443487
2016-10-17,29787381001
2016-10-18,30391354518
2016-10-19,30320952697
2016-10-20,30387649159
2016-10-21,30287604466
2016-10-24,30280193748
2016-10-25,29998586463
2016-10-26,29246398587
2016-10-27,29387202229
2016-10-28,28646130429
2016-10-31,28357112427
2016-11-01,27938406860
2016-11-02,27827246089
2016-11-03,27201040419
2016-11-04,27912469347
2016-11-07,29502068358
2016-11-08,29968943592
2016-11-09,26737870544
2016-11-10,26700816954
2016-11-11,25781887922
2016-11-14,26656352646
2016-11-15,27419656600
2016-11-16,27249210086
2016-11-17,27664210294
2016-11-18,26823093801
2016-11-21,27026888546
2016-11-22,25970861231
2016-11-23,26308048900
2016-11-25,26452557901
2016-11-28,26100548796
2016-11-29,26500727568
2016-11-30,26267289951
2016-12-01,26382156080
2016-12-02,26052379129
2016-12-05,26152423822
2016-12-06,26382156080
2016-12-07,26663763363
2016-12-08,26878674186
2016-12-09,27141754675
2016-12-12,27408540523
2016-12-13,27401129805
2016-12-14,27075058212
2016-12-15,27590103113
2016-12-16,27478942344
2016-12-19,27234388650
2016-12-20,27178808264
2016-12-21,27241799368
2016-12-22,27404835163
2016-12-23,27590103113
2016-12-27,27556754883
2016-12-28,27256620804
2016-12-29,27378897651
2016-12-30,27427067318
2017-01-03,27453007361
2017-01-04,28437422211
2017-01-05,28319439907
2017-01-06,28249387914
2017-01-09,29097385724
2017-01-10,28857734169
2017-01-11,29241176657
2017-01-12,29171124664
2017-01-13,29274359180
2017-01-17,29838462071
2017-01-18,29396028431
2017-01-19,28986777314
2017-01-20,29388654536
2017-01-23,29436584848
2017-01-24,29617245251
2017-01-25,29705731978
2017-01-26,29598810516
2017-01-27,29318602544
2017-01-30,29233802763
2017-01-31,29598810516
2017-02-01,30218217611
2017-02-02,30339886863
2017-02-03,30896615860
2017-02-06,30479990849
2017-02-07,30450495273
2017-02-08,30601660100
2017-02-09,30837624708
2017-02-10,30833937761
2017-02-13,30878181125
2017-02-14,30863433336
2017-02-15,31077276263
2017-02-16,31021972058
2017-02-17,31202632461
2017-02-21,31611883578
2017-02-22,31674561677
2017-02-23,31873656815
2017-02-24,32102247528
2017-02-27,32364020766
2017-02-28,32164925628
2017-03-01,32459881388
2017-03-02,32201795098
2017-03-03,32640541791
2017-03-06,32364020766
2017-03-07,31940021861
2017-03-08,31884717656
2017-03-09,32035882483
2017-03-10,31615570525
2017-03-13,31335362553
2017-03-14,30852372496
2017-03-15,31541831585
2017-03-16,31062528475
2017-03-17,31187884673
2017-03-20,30940859224
2017-03-21,30461556114
2017-03-22,30432060538
2017-03-23,30664338199
2017-03-24,31722491988
2017-03-27,33363183403
2017-03-28,33046105961
2017-03-29,32883880293
2017-03-30,32906001975
2017-03-31,32294026050
2017-04-03,32417410350
2017-04-04,31815004650
2017-04-05,32105320650
2017-04-06,32196044400
2017-04-07,31898470500
2017-04-10,32025483750
2017-04-11,31934760000
2017-04-12,32007339000
2017-04-13,31833149400
2017-04-17,31081956750
2017-04-18,30922282949
2017-04-19,30704545950
2017-04-20,30526727400
2017-04-21,30319877250
2017-04-24,30577532700
2017-04-25,30704545950
2017-04-26,30316248300
2017-04-27,30279958800
2017-04-28,30559387949
2017-05-01,30432374700
2017-05-02,30751722300
2017-05-03,30065850749
2017-05-04,30294474600
2017-05-05,30301732500
2017-05-08,30432374700
2017-05-09,30530356350
2017-05-10,31049296200
2017-05-11,30951314550
2017-05-12,30704545950
2017-05-15,30417858899
2017-05-16,30298103550
2017-05-17,29601345149
2017-05-18,29488847700
2017-05-19,29811824250
2017-05-22,29873516399
2017-05-23,29731987350
2017-05-24,29913434850
2017-05-25,30160203450
2017-05-26,30011416500
2017-05-30,29753761050
2017-05-31,29724729450
2017-06-01,30392456250
2017-06-02,30240040350
2017-06-05,29902548000
2017-06-06,29931579600
2017-06-07,30004158600
2017-06-08,30047706000
2017-06-09,30327135149
2017-06-12,30795269700
2017-06-13,30791640749
2017-06-14,30973088249
2017-06-15,30490437900
2017-06-16,30269071950
2017-06-19,30704545950
2017-06-20,30388827300
2017-06-21,30501324750
2017-06-22,31259775300
2017-06-23,31296064800
2017-06-26,31433964900
2017-06-27,31212598950
2017-06-28,31564607100
2017-06-29,31502914950
2017-06-30,31128638560
2017-07-03,31125068762
2017-07-05,31142917752
2017-07-06,30282596434
2017-07-07,30750239972
2017-07-10,30657425224
2017-07-11,30843054720
2017-07-12,30860903710
2017-07-13,30903741285
2017-07-14,30928729872
2017-07-17,30878752700
2017-07-18,30653855426
2017-07-19,30425388354
2017-07-20,30614587648
2017-07-21,30603878254
2017-07-24,30732390982
2017-07-25,29336599964
2017-07-26,29140261074
2017-07-27,28544104807
2017-07-28,28715455112
2017-07-31,28679757132
2017-08-01,28301358544
2017-08-02,28194264604
2017-08-03,28187125007
2017-08-04,28154996826
2017-08-07,28019344502
2017-08-08,27890831774
2017-08-09,27815866016
2017-08-10,27776598238
2017-08-11,28333486726
2017-08-14,28387033696
2017-08-15,28290649150
2017-08-16,28197834402
2017-08-17,27769458642
2017-08-18,27676643894
2017-08-21,27937239148
2017-08-22,28126438442
2017-08-23,28165706220
2017-08-24,28294218948
2017-08-25,28383463898
2017-08-28,28258520968
2017-08-29,27698062682
2017-08-30,27626666722
2017-08-31,28080031068
2017-09-01,28083600866
2017-09-05,27955088138
2017-09-06,27587398944
2017-09-07,27262547326
2017-09-08,27505293590
2017-09-11,27969367329
2017-09-12,28115729048
2017-09-13,28179985412
2017-09-14,28511976626
2017-09-15,28287079352
2017-09-18,27730190864
2017-09-19,27237558740
2017-09-20,27755179450
2017-09-21,27719481470
2017-09-22,27922959956
2017-09-25,27219709750
2017-09-26,27719481470
2017-09-27,27905110966
2017-09-28,28237102179
2017-09-29,28412022282
2017-10-02,27979320672
2017-10-03,27825280368
2017-10-04,27198616404
2017-10-05,27048077016
2017-10-06,26831020224
2017-10-09,26365398396
2017-10-10,26414411220
2017-10-11,26442418548
2017-10-12,25983798552
2017-10-13,26109831528
2017-10-16,26323387404
2017-10-17,26894036711
2017-10-18,27114594420
2017-10-19,27933808764
2017-10-20,28374924180
2017-10-23,28269896700
2017-10-24,27856788611
2017-10-25,27727254720
2017-10-26,26918543124
2017-10-27,26841522972
2017-10-30,26669978088
2017-10-31,26484429540
2017-11-01,26897537628
2017-11-02,26757500988
2017-11-03,26757500988
2017-11-06,26911541292
2017-11-07,27279137472
2017-11-08,27608223576
2017-11-09,27800773956
2017-11-10,27545207088
2017-11-13,27205618235
2017-11-14,26624466180
2017-11-15,26232363588
2017-11-16,26596458852
2017-11-17,26340891984
2017-11-20,26120334276
2017-11-21,26568451524
2017-11-22,26981559611
2017-11-24,27023570604
2017-11-27,27079585259
2017-11-28,27331651211
2017-11-29,28056340824
2017-11-30,29757786000
2017-12-01,29425198980
2017-12-04,29502219132
2017-12-05,29134622952
2017-12-06,29092611959
2017-12-07,29778791496
2017-12-08,29701771344
2017-12-11,29747283252
2017-12-12,30265418820
2017-12-13,30664523244
2017-12-14,30160391340
2017-12-15,30969102935
2017-12-18,31399715604
2017-12-19,31098636828
2017-12-20,30265418820
2017-12-21,30752046144
2017-12-22,31189660644
2017-12-26,31207165224
2017-12-27,30769550724
2017-12-28,30916589196
2017-12-29,30752046144
2018-01-02,31416891125
2018-01-03,30549952000
2018-01-04,30170885499
2018-01-05,30511343375
2018-01-08,30448165625
2018-01-09,30184925000
2018-01-10,29819897999
2018-01-11,30525382875
2018-01-12,31167690000
2018-01-16,31164180125
2018-01-17,31378282500
2018-01-18,31627483625
2018-01-19,32645347375
2018-01-22,32592699250
2018-01-23,32196083375
2018-01-24,32111846375
2018-01-25,32582169625
2018-01-26,34070356624
2018-01-29,34263399750
2018-01-30,35607681875
2018-01-31,35505895500
2018-02-01,35884962000
2018-02-02,34989943875
2018-02-05,33656191375
2018-02-06,34645976125
2018-02-07,34537170000
2018-02-08,33684270375
2018-02-09,34340617000
2018-02-12,34495051500
2018-02-13,34719683500
2018-02-14,35067161125
2018-02-15,35432188125
2018-02-16,35449737500
2018-02-20,35449737500
2018-02-21,35221595625
2018-02-22,35288283250
2018-02-23,35393579500
2018-02-26,35105769750
2018-02-27,35646290500
2018-02-28,34835509375
2018-03-01,34898687125
2018-03-02,35583112750
2018-03-05,35488346125
2018-03-06,35446227625
2018-03-07,35558543625
2018-03-08,35923570625
2018-03-09,36467601250
2018-03-12,36348265500
2018-03-13,36004297750
2018-03-14,35776155875
2018-03-15,36204360625
2018-03-16,36070985375
2018-03-19,36032376750
2018-03-20,35309342500
2018-03-21,35414638750
2018-03-22,35025042625
2018-03-23,34670545250
2018-03-26,34389755250
2018-03-27,34196712125
2018-03-28,34098435625
2018-03-29,34045787500
2018-04-02,33053182263
2018-04-03,33660012613
2018-04-04,33587192972
2018-04-05,34065722048
2018-04-06,33372201648
2018-04-09,33396474862
2018-04-10,33611466186
2018-04-11,33354863638
2018-04-12,33507438126
2018-04-13,33386072056
2018-04-16,33788313888
2018-04-17,33881939141
2018-04-18,34235634546
2018-04-19,34124671282
2018-04-20,33791781490
2018-04-23,33601063380
2018-04-24,33569854962
2018-04-25,34128138884
2018-04-26,33060117468
2018-04-27,33375669250
2018-04-30,33198821548
2018-05-01,33358331240
2018-05-02,33892341948
2018-05-03,33233497568
2018-05-04,33826457510
2018-05-07,33850730724
2018-05-08,33774443480
2018-05-09,34717631224
2018-05-10,35185757494
2018-05-11,35293253156
2018-05-14,35293253156
2018-05-15,35043585812
2018-05-16,35688559784
2018-05-17,35750976620
2018-05-18,35657351366
2018-05-21,36014514372
2018-05-22,35858472282
2018-05-23,35893148302
2018-05-24,35924356720
2018-05-25,35955565138
2018-05-29,35813393456
2018-05-30,36375144980
2018-05-31,35764847028
2018-06-01,36174024064
2018-06-04,36170556462
2018-06-05,36149750850
2018-06-06,36288454930
2018-06-07,36520784264
2018-06-08,36545057478
2018-06-11,36909155688
2018-06-12,36864076862
2018-06-13,36645617936
2018-06-14,36760048802
2018-06-15,36933428902
2018-06-18,36739243190
2018-06-19,36590136304
2018-06-20,37377281958
2018-06-21,37300994714
2018-06-22,37013183748
2018-06-25,36486108244
2018-06-26,36527719468
2018-06-27,36125477636
2018-06-28,35747509018
2018-06-29,35577596520
2018-07-02,35609403702
2018-07-03,35844062046
2018-07-05,35709478584
2018-07-06,36309927876
2018-07-09,36482470776
2018-07-10,36510077640
2018-07-11,36413453616
2018-07-12,36361690746
2018-07-13,36768891990
2018-07-16,36865516014
2018-07-17,37410751578
2018-07-18,36782695422
2018-07-19,37165740660
2018-07-20,37269266400
2018-07-23,37393497288
2018-07-24,37324480128
2018-07-25,40764985554
2018-07-26,42894164940
2018-07-27,42842402070
2018-07-30,42807893490
2018-07-31,42870008934
2018-08-01,42990788964
2018-08-02,43232349024
2018-08-03,44916367728
2018-08-06,44450501898
2018-08-07,44667905952
2018-08-08,44277958998
2018-08-09,44239999559
2018-08-10,44229646985
2018-08-13,44395288170
2018-08-14,44864604858
2018-08-15,44733472254
2018-08-16,44522969916
2018-08-17,45402938706
2018-08-20,45364979268
2018-08-21,45071656338
2018-08-22,45244199238
2018-08-23,45233846664
2018-08-24,45330470688
2018-08-27,45295962108
2018-08-28,44943974592
2018-08-29,45596186754
2018-08-30,45478857582
2018-08-31,46279456638
2018-09-04,46251849774
2018-09-05,46169029182
2018-09-06,45654851340
2018-09-07,45713515926
2018-09-10,45378782700
2018-09-11,45475406724
2018-09-12,45378782700
2018-09-13,46186283472
2018-09-14,46113815454
2018-09-17,45792885659
2018-09-18,46165578324
2018-09-19,45523718735
2018-09-20,45792885659
2018-09-21,46024093146
2018-09-24,46348473798
2018-09-25,46420941816
2018-09-26,47149072854
2018-09-27,47735718714
2018-09-28,48008336496
2018-10-01,48108196560
2018-10-02,47295534936
2018-10-03,47542419480
2018-10-04,47737869744
2018-10-05,47652145944
2018-10-08,47621285376
2018-10-09,47861312016
2018-10-10,46321712568
2018-10-11,45409611336
2018-10-12,45899951472
2018-10-15,45522766752
2018-10-16,46462299600
2018-10-17,46794907944
2018-10-18,46760618424
2018-10-19,45848517192
2018-10-22,45385608672
2018-10-23,44792399976
2018-10-24,43376242800
2018-10-25,43568264112
2018-10-26,43842580272
2018-10-29,44233480800
2018-10-30,46362859992
2018-10-31,45786796056
2018-11-01,46527449688
2018-11-02,46098830688
2018-11-05,46414294272
2018-11-06,46373146848
2018-11-07,48571105080
2018-11-08,48564247176
2018-11-09,49359764039
2018-11-12,48660257832
2018-11-13,48533386608
2018-11-14,47953893720
2018-11-15,47230384848
2018-11-16,48104767608
2018-11-19,46345715232
2018-11-20,46321712568
2018-11-21,46225701912
2018-11-23,46266849336
2018-11-26,46465728552
2018-11-27,47343540264
2018-11-28,49507208976
2018-11-29,49548356400
2018-11-30,49373479848
2018-12-03,50162138808
2018-12-04,48735694776
2018-12-06,48296788920
2018-12-07,46585741872
2018-12-10,45989104224
2018-12-11,45910238327
2018-12-12,46277136192
2018-12-13,46743473664
2018-12-14,43455108696
2018-12-17,42217257024
2018-12-18,42968197512
2018-12-19,41918938200
2018-12-20,41095989720
2018-12-21,41174855616
2018-12-24,39820419576
2018-12-26,41589758808
2018-12-27,41963514576
2018-12-28,42008090952
2018-12-31,42690145725
2019-01-02,41767393680
2019-01-03,40971562920
2019-01-04,42326533395
2019-01-07,42686715420
2019-01-08,43287018795
2019-01-09,44010813150
2019-01-10,44508207375
2019-01-11,44298958769
2019-01-14,44340122430
2019-01-15,45105080445
2019-01-16,45386365455
2019-01-17,45986668830
2019-01-18,46151323470
2019-01-22,45612765585
2019-01-23,45894050595
2019-01-24,45516717045
2019-01-25,45588753450
2019-01-28,45187407765
2019-01-29,47348499915
2019-01-30,47701821330
2019-01-31,47828742615
2019-02-01,47924791155
2019-02-04,47598912180
2019-02-05,47928221460
2019-02-06,48034560915
2019-02-07,48236948910
2019-02-08,47863045665
2019-02-11,47564609130
2019-02-12,48099736710
2019-02-13,48329567144
2019-02-14,48785797710
2019-02-15,49485579930
2019-02-19,49255749495
2019-02-20,48823531065
2019-02-21,48713761305
2019-02-22,49410113220
2019-02-25,49142549430
2019-02-26,48888706860
2019-02-27,47616063705
2019-02-28,47694960720
2019-03-01,47499433335
2019-03-04,46686451050
2019-03-05,46442899394
2019-03-06,44158316265
2019-03-07,43527140145
2019-03-08,42789624570
2019-03-11,43184109645
2019-03-12,44209770840
2019-03-13,44875250010
2019-03-14,45201128985
2019-03-15,45400086675
2019-03-18,46223359875
2019-03-19,46864826910
2019-03-20,46336559940
2019-03-21,46964305755
2019-03-22,46117020420
2019-03-25,45506426130
2019-03-26,44508207375
2019-03-27,44141164740
2019-03-28,44134304130
2019-03-29,44724316590
2019-04-01,45073387264
2019-04-02,44619169920
2019-04-03,44810419328
2019-04-04,45199748480
2019-04-05,45790572544
2019-04-08,45025574912
2019-04-09,45175842304
2019-04-10,45739345024
2019-04-11,44441581184
2019-04-12,43669753216
2019-04-15,43403370112
2019-04-16,39062691584
2019-04-17,38253296768
2019-04-18,39356396032
2019-04-22,39274432000
2019-04-23,41043489024
2019-04-24,42293440512
2019-04-25,42539332608
2019-04-26,42877434240
2019-04-29,42833037056
2019-04-30,43451182464
2019-05-01,42378819712
2019-05-02,42867188736
2019-05-03,42897925248
2019-05-06,43980533504
2019-05-07,43205290368
2019-05-08,42720336512
2019-05-09,42552993280
2019-05-10,42262704000
2019-05-13,41723107456
2019-05-14,41747013632
2019-05-15,42068039424
2019-05-16,41904111360
2019-05-17,42180739968
2019-05-20,42925246592
2019-05-21,43785868928
2019-05-22,43785868928
2019-05-23,43273593728
2019-05-24,42293440512
2019-05-28,42020227072
2019-05-29,41617237248
2019-05-30,41859714176
2019-05-31,41309872128
2019-06-03,42016811904
2019-06-04,42870603904
2019-06-05,42604220800
2019-06-06,43034531968
2019-06-07,43854172288
2019-06-10,44489393536
2019-06-11,43727811072
2019-06-12,43280424064
2019-06-13,43502409984
2019-06-14,43246272384
2019-06-17,43772208255
2019-06-18,44076158208
2019-06-19,44431335680
2019-06-20,43741471744
2019-06-21,43792699264
2019-06-24,44769437312
2019-06-25,46166241024
2019-06-26,45647135488
2019-06-27,45797402880
2019-06-28,46162825855
2019-07-01,45750744074
2019-07-02,46022786554
2019-07-03,46988537358
2019-07-05,47107555943
2019-07-08,46709693816
2019-07-09,45903767969
2019-07-10,46478457708
2019-07-11,47148362315
2019-07-12,48120914181
2019-07-15,47920282851
2019-07-16,47505418069
2019-07-17,47597232407
2019-07-18,48025699313
2019-07-19,47430606388
2019-07-22,47801264267
2019-07-23,47835269576
2019-07-24,48726208699
2019-07-25,48243333297
2019-07-26,49328102686
2019-07-29,49702161096
2019-07-30,45159051680
2019-07-31,45400489381
2019-08-01,44050478574
2019-08-02,43234351134
2019-08-05,42010159974
2019-08-06,42278801923
2019-08-07,42880695910
2019-08-08,43057523522
2019-08-09,43356770250
2019-08-12,42778679980
2019-08-13,43492791490
2019-08-14,41918345637
2019-08-15,41918345637
2019-08-16,42142780683
2019-08-19,42374016791
2019-08-20,41891141389
2019-08-21,42023762098
2019-08-22,41568090944
2019-08-23,40731560318
2019-08-26,40945793771
2019-08-27,39922233940
2019-08-28,40483321555
2019-08-29,41061411825
2019-08-30,40874382620
2019-09-03,40792769876
2019-09-04,41251841561
2019-09-05,42251597675
2019-09-06,42880695910
2019-09-09,43360170781
2019-09-10,44240908310
2019-09-11,44638770437
2019-09-12,43761433439
2019-09-13,43890653617
2019-09-16,43849847244
2019-09-17,42503236969
2019-09-18,42686865643
2019-09-19,43125534142
2019-09-20,42261799268
2019-09-23,41976154664
2019-09-24,41245040499
2019-09-25,40500324210
2019-09-26,40170472703
2019-09-27,40452716776
2019-09-30,40755619152
2019-10-01,39611673024
2019-10-02,38951704104
2019-10-03,39242767320
2019-10-04,39807971472
2019-10-07,39997501008
2019-10-08,39476294784
2019-10-09,39784280280
2019-10-10,40126110336
2019-10-11,40759003608
2019-10-14,40420558008
2019-10-15,41124524856
2019-10-16,41097449208
2019-10-17,41561119680
2019-10-18,41845413984
2019-10-21,41835260616
2019-10-22,42383542488
2019-10-23,42390311400
2019-10-24,42305700000
2019-10-25,42735525912
2019-10-28,42938593272
2019-10-29,45686771544
2019-10-30,45612313512
2019-10-31,45196025424
2019-11-01,45233254440
2019-11-04,46103059632
2019-11-05,45466781904
2019-11-06,45646158072
2019-11-07,46099675176
2019-11-08,46312895904
2019-11-11,45801843048
2019-11-12,45737538383
2019-11-13,45483704183
2019-11-14,45517548744
2019-11-15,46722415080
2019-11-18,46292589168
2019-11-19,46979633736
2019-11-20,47301157056
2019-11-21,47142087624
2019-11-22,47111627519
2019-11-25,47903590224
2019-11-26,47010093840
2019-11-27,47358692808
2019-11-29,46928866896
2019-12-02,46871331144
2019-12-03,46763028551
2019-12-04,47588835816
2019-12-05,47612527008
2019-12-06,48942618216
2019-12-09,48343569504
2019-12-10,48208191264
2019-12-11,48238651368
2019-12-12,48594019248
2019-12-13,48350338416
2019-12-16,48624479351
2019-12-17,48543252408
2019-12-18,48763242048
2019-12-19,49206605783
2019-12-20,49930879368
2019-12-23,50347167456
2019-12-24,50083179888
2019-12-26,50181329112
2019-12-27,50516390256
2019-12-30,49937648280
2019-12-31,49901764575
2020-01-02,49793730175
2020-01-03,49945653550
2020-01-06,50134713750
2020-01-07,50067192250
2020-01-08,50398047600
2020-01-09,49770097649
2020-01-10,50013175049
2020-01-13,49682319700
2020-01-14,49935525325
2020-01-15,49712704375
2020-01-16,49888260275
2020-01-17,50100953000
2020-01-21,49709328300
2020-01-22,49675567549
2020-01-23,49523644175
2020-01-24,48429795874
2020-01-27,47805222000
2020-01-28,49121891250
2020-01-29,49034113300
2020-01-30,48429795874
2020-01-31,46859921000
2020-02-03,47872743500
2020-02-04,48740394775
2020-02-05,50992236800
2020-02-06,50391295450
2020-02-07,49267062475
2020-02-10,49520268100
2020-02-11,50492577700
2020-02-12,50830185200
2020-02-13,50938219600
2020-02-14,50495953775
2020-02-18,50043559725
2020-02-19,50668133600
2020-02-20,50003046825
2020-02-21,49965910000
2020-02-24,47271802150
2020-02-25,44901797500
2020-02-26,43338674775
2020-02-27,42997691200
2020-02-28,42879528575
2020-03-02,45593892875
2020-03-03,43473717775
2020-03-04,45654662225
2020-03-05,43156366725
2020-03-06,42943674000
2020-03-09,39412299550
2020-03-10,40806618525
2020-03-11,38011228425
2020-03-12,34270537325
2020-03-13,35205710100
2020-03-16,28510953375
2020-03-17,26151076949
2020-03-18,23001198975
2020-03-19,28190226250
2020-03-20,26502188750
2020-03-23,26589966700
2020-03-24,29287450625
2020-03-25,31262454499
2020-03-26,31883652300
2020-03-27,29483262975
2020-03-30,30708778199
2020-03-31,30365741939
2020-04-01,28297424292
2020-04-02,28354877560
2020-04-03,27655299532
2020-04-06,31626334232
2020-04-07,33326275044
2020-04-08,36520000824
2020-04-09,36520000824
2020-04-13,35016077044
2020-04-14,38034063416
2020-04-15,36999904592
2020-04-16,36607870528
2020-04-17,39088499864
2020-04-20,37320966972
2020-04-21,35644683388
2020-04-22,35323621008
2020-04-23,35397972296
2020-04-24,36442269932
2020-04-27,37476428756
2020-04-28,36925553304
2020-04-29,38301052132
2020-04-30,37135088752
2020-05-01,35438527544
2020-05-04,35016077044
2020-05-05,35979264184
2020-05-06,33620300592
2020-05-07,34654459416
2020-05-08,36472686368
2020-05-11,35195196056
2020-05-12,33643957820
2020-05-13,33900807724
2020-05-14,33515532868
2020-05-15,33370209896
2020-05-18,35688618240
2020-05-19,35100567144
2020-05-20,35965745768
2020-05-21,36516621220
2020-05-22,36056995076
2020-05-26,36861340828
2020-05-27,38412579064
2020-05-28,37097913108
2020-05-29,36127966760
2020-06-01,36780230332
2020-06-02,36844442808
2020-06-03,36479445576
2020-06-04,36148244384
2020-06-05,39054703824
2020-06-08,39892845616
2020-06-09,39203406400
2020-06-10,37206060436
2020-06-11,34171176044
