,VTR
2009-07-24,4521875000
2009-07-27,4573437500
2009-07-28,4562500000
2009-07-29,4484375000
2009-07-30,4857812500
2009-07-31,4829687500
2009-08-03,4823437500
2009-08-04,5015625000
2009-08-05,5175000000
2009-08-06,5100000000
2009-08-07,5273437500
2009-08-10,5231249999
2009-08-11,5134375000
2009-08-12,5160937500
2009-08-13,5150000000
2009-08-14,5248437500
2009-08-17,5032812500
2009-08-18,5120312500
2009-08-19,5076562500
2009-08-20,5259374999
2009-08-21,5337499999
2009-08-24,5287500000
2009-08-25,5339062500
2009-08-26,5271875000
2009-08-27,5350000000
2009-08-28,5425000000
2009-08-31,5365625000
2009-09-01,4967187500
2009-09-02,4954687500
2009-09-03,5009375000
2009-09-04,5064062499
2009-09-08,5214062500
2009-09-09,5175000000
2009-09-10,5160937500
2009-09-11,5131250000
2009-09-14,5210937500
2009-09-15,5239062500
2009-09-16,5325000000
2009-09-17,5276562500
2009-09-18,5328125000
2009-09-21,5303125000
2009-09-22,5450000000
2009-09-23,5356250000
2009-09-24,5240625000
2009-09-25,5228125000
2009-09-28,5468750000
2009-09-29,5334375000
2009-09-30,5275595160
2009-10-01,5122271220
2009-10-02,5078464380
2009-10-05,5217707550
2009-10-06,5178594300
2009-10-07,5194239600
2009-10-08,5258385330
2009-10-09,5331918240
2009-10-12,5338176360
2009-10-13,5396063970
2009-10-14,5608840050
2009-10-15,5586936630
2009-10-16,5505581070
2009-10-19,5572855860
2009-10-20,5471161410
2009-10-21,5399193030
2009-10-22,5558775090
2009-10-23,5489935770
2009-10-26,5510274660
2009-10-27,5485242180
2009-10-28,5344434479
2009-10-29,5594759280
2009-10-30,5497758420
2009-11-02,5549387910
2009-11-03,5580678510
2009-11-04,5353821660
2009-11-05,5463338760
2009-11-06,5361644310
2009-11-09,5610404580
2009-11-10,5521226370
2009-11-11,5601017400
2009-11-12,5540000729
2009-11-13,5594759280
2009-11-16,5801277240
2009-11-17,5729308860
2009-11-18,5826309720
2009-11-19,5726179800
2009-11-20,5718357150
2009-11-23,5759034930
2009-11-24,5737131510
2009-11-25,5795019120
2009-11-27,5618227229
2009-11-30,5882632800
2009-12-01,5932697760
2009-12-02,5942084939
2009-12-03,5890455450
2009-12-04,6126699479
2009-12-07,6015617850
2009-12-08,6034392210
2009-12-09,5996843490
2009-12-10,5996843490
2009-12-11,6009359729
2009-12-14,5959294770
2009-12-15,5885761860
2009-12-16,5946778530
2009-12-17,5893584510
2009-12-18,5871681090
2009-12-21,5898278100
2009-12-22,5917052460
2009-12-23,5959294770
2009-12-24,6048472979
2009-12-28,6056295630
2009-12-29,5993714430
2009-12-30,6062553750
2009-12-31,5993714430
2010-01-04,5938955880
2010-01-05,5968681950
2010-01-06,5901407160
2010-01-07,5967117420
2010-01-08,5901407160
2010-01-11,6020311439
2010-01-12,5982762720
2010-01-13,6153296490
2010-01-14,6132957600
2010-01-15,6120441360
2010-01-19,6211184100
2010-01-20,6104796060
2010-01-21,5968681950
2010-01-22,5857600320
2010-01-25,5841955020
2010-01-26,5816922540
2010-01-27,5902971689
2010-01-28,5851342200
2010-01-29,5782502880
2010-02-01,5859164850
2010-02-02,5946778530
2010-02-03,5852906729
2010-02-04,5610404580
2010-02-05,5763728520
2010-02-08,5646388770
2010-02-09,5629178939
2010-02-10,5671421250
2010-02-11,5737131510
2010-02-12,5738696040
2010-02-16,5932697760
2010-02-17,6051602040
2010-02-18,6159554610
2010-02-19,6178328970
2010-02-22,6170506320
2010-02-23,6126699479
2010-02-24,6151731960
2010-02-25,6090715290
2010-02-26,6054731100
2010-03-01,6095408880
2010-03-02,6090715290
2010-03-03,6071940930
2010-03-04,6079763580
2010-03-05,6181458030
2010-03-08,6219006750
2010-03-09,6259684530
2010-03-10,6222135810
2010-03-11,6290975130
2010-03-12,6369201630
2010-03-15,6391105050
2010-03-16,6497493090
2010-03-17,6566332410
2010-03-18,6513138390
2010-03-19,6495928560
2010-03-22,6661768740
2010-03-23,6642994380
2010-03-24,6666462330
2010-03-25,6647687970
2010-03-26,6589800360
2010-03-29,6596058479
2010-03-30,6596058479
2010-03-31,6511885380
2010-04-01,6499356500
2010-04-05,6604285870
2010-04-06,6701384690
2010-04-07,6566699230
2010-04-08,6488393730
2010-04-09,6446108759
2010-04-12,6406956009
2010-04-13,6489959840
2010-04-14,6405389900
2010-04-15,6259741670
2010-04-16,6076506800
2010-04-19,6117225660
2010-04-20,6261307779
2010-04-21,6320819960
2010-04-22,6468034300
2010-04-23,6582360330
2010-04-26,6651269170
2010-04-27,6499356500
2010-04-28,6497790390
2010-04-29,6712347460
2010-04-30,6477430960
2010-05-03,6657533610
2010-05-04,6544773690
2010-05-05,6425749330
2010-05-06,6276968880
2010-05-07,6231551690
2010-05-10,6762462980
2010-05-11,6676326930
2010-05-12,6781256300
2010-05-13,6687289700
2010-05-14,6555736460
2010-05-17,6543207580
2010-05-18,6366237150
2010-05-19,6338047170
2010-05-20,6059279590
2010-05-21,6306724970
2010-05-24,6186134500
2010-05-25,6244080570
2010-05-26,6193965050
2010-05-27,6519715930
2010-05-28,6439844320
2010-06-01,6400691570
2010-06-02,6572963670
2010-06-03,6544773690
2010-06-04,6236250020
2010-06-07,6208060040
2010-06-08,6328650509
2010-06-09,6294196090
2010-06-10,6546339800
2010-06-11,6629343630
2010-06-14,6704516910
2010-06-15,6876789009
2010-06-16,6828239600
2010-06-17,6850165140
2010-06-18,6795351290
2010-06-21,6785954630
2010-06-22,6585492550
2010-06-23,6566699230
2010-06-24,6496224279
2010-06-25,6660665830
2010-06-28,6613682529
2010-06-29,6453939310
2010-06-30,6440666720
2010-07-01,6454763510
2010-07-02,6365483840
2010-07-06,6321627160
2010-07-07,6586333550
2010-07-08,6573803070
2010-07-09,6659950120
2010-07-12,6650552260
2010-07-13,6732000379
2010-07-14,6681878459
2010-07-15,6628623920
2010-07-16,6479824470
2010-07-19,6605129270
2010-07-20,6763326580
2010-07-21,6606695580
2010-07-22,6835376840
2010-07-23,6932488060
2010-07-26,7109481090
2010-07-27,7082853820
2010-07-28,6988875220
2010-07-29,6910559720
2010-07-30,6957549020
2010-08-02,7189362900
2010-08-03,7153337770
2010-08-04,7172133490
2010-08-05,7071889650
2010-08-06,7087552750
2010-08-09,7162735629
2010-08-10,7148638840
2010-08-11,6949717470
2010-08-12,6840075770
2010-08-13,6840075770
2010-08-16,6844774700
2010-08-17,7060925480
2010-08-18,7046828690
2010-08-19,6862004110
2010-08-20,6893330310
2010-08-23,6883932450
2010-08-24,6800918020
2010-08-25,6857305180
2010-08-26,6808749570
2010-08-27,6943452230
2010-08-30,6913692340
2010-08-31,6927789129
2010-09-01,7179965040
2010-09-02,7226954340
2010-09-03,7317800320
2010-09-07,7223821720
2010-09-08,7253581610
2010-09-09,7142373600
2010-09-10,7153337770
2010-09-13,7247316370
2010-09-14,7266112090
2010-09-15,7269244709
2010-09-16,7245750060
2010-09-17,7253581610
2010-09-20,7377320100
2010-09-21,7208158620
2010-09-22,7176832420
2010-09-23,6974778430
2010-09-24,7161169320
2010-09-27,7071889650
2010-09-28,7095384300
2010-09-29,7043696070
2010-09-30,7244567199
2010-10-01,7255796599
2010-10-04,7372903200
2010-10-05,7616741599
2010-10-06,7594282800
2010-10-07,7583053400
2010-10-08,7558990400
2010-10-11,7558990400
2010-10-12,7571824000
2010-10-13,7644013000
2010-10-14,7605512199
2010-10-15,7525302199
2010-10-18,7647221400
2010-10-19,7560594600
2010-10-20,7724223000
2010-10-21,7692139000
2010-10-22,7355257000
2010-10-25,7507656000
2010-10-26,7573428200
2010-10-27,7464342600
2010-10-28,7472363600
2010-10-29,7525302199
2010-11-01,7554177800
2010-11-02,7557386200
2010-11-03,7536531599
2010-11-04,7786786800
2010-11-05,7740265000
2010-11-08,7746681800
2010-11-09,7523698000
2010-11-10,7640804600
2010-11-11,7616741599
2010-11-12,7509260200
2010-11-15,7451509000
2010-11-16,7132273200
2010-11-17,7186816000
2010-11-18,7201253800
2010-11-19,7230129400
2010-11-22,7267026000
2010-11-23,7196441200
2010-11-24,7339215000
2010-11-26,7292693200
2010-11-29,7267026000
2010-11-30,7202858000
2010-12-01,7119439600
2010-12-02,7129064800
2010-12-03,7095376599
2010-12-06,7088959800
2010-12-07,7148315200
2010-12-08,7021583400
2010-12-09,6938165000
2010-12-10,7019979200
2010-12-13,7072917800
2010-12-14,6928539800
2010-12-15,6851538200
2010-12-16,6883622199
2010-12-17,6973457400
2010-12-20,7068105200
2010-12-21,7170774000
2010-12-22,7273442800
2010-12-23,7297505800
2010-12-27,7340819200
2010-12-28,7411404000
2010-12-29,7390549400
2010-12-30,7427446000
2010-12-31,7372903200
2011-01-03,7562198800
2011-01-04,7473967800
2011-01-05,7413008200
2011-01-06,7406591400
2011-01-07,7363278000
2011-01-10,7308735200
2011-01-11,7281463800
2011-01-12,7379320000
2011-01-13,7390549400
2011-01-14,7433862800
2011-01-18,7550969400
2011-01-19,7506051800
2011-01-20,7515677000
2011-01-21,7525302199
2011-01-24,7510864400
2011-01-25,7623158400
2011-01-26,7634387800
2011-01-27,7717806200
2011-01-28,7637596200
2011-01-31,7791599400
2011-02-01,7583053400
2011-02-02,7595887000
2011-02-03,7616741599
2011-02-04,7544552600
2011-02-07,7591074400
2011-02-08,7688930600
2011-02-09,7722618800
2011-02-10,7745077600
2011-02-11,7757911200
2011-02-14,7785182600
2011-02-15,7780370000
2011-02-16,7887851400
2011-02-17,7802828800
2011-02-18,7918331200
2011-02-22,7850954800
2011-02-23,7884643000
2011-02-24,7886247199
2011-02-25,8035437800
2011-02-28,7785182600
2011-03-01,7446696400
2011-03-02,7303922600
2011-03-03,7465946800
2011-03-04,7422633400
2011-03-07,7385736800
2011-03-08,7456321599
2011-03-09,7366486400
2011-03-10,7372903200
2011-03-11,7432258600
2011-03-14,7403383000
2011-03-15,7356861200
2011-03-16,7214087400
2011-03-17,7297505800
2011-03-18,7348840200
2011-03-21,7440279600
2011-03-22,7348840200
2011-03-23,7239754600
2011-03-24,7265421800
2011-03-25,7321568800
2011-03-28,7376111599
2011-03-29,7400174600
2011-03-30,7550969400
2011-03-31,8381258099
2011-04-01,8354818800
2011-04-04,8388308580
2011-04-05,8400646919
2011-04-06,8344243080
2011-04-07,8287839240
2011-04-08,8266687800
2011-04-11,8326616880
2011-04-12,8409460020
2011-04-13,8395359060
2011-04-14,8474676960
2011-04-15,8599822980
2011-04-18,8501116259
2011-04-19,8509929360
2011-04-20,8619211800
2011-04-21,8582196780
2011-04-25,8592772500
2011-04-26,8679140880
2011-04-27,8712630660
2011-04-28,8760221400
2011-04-29,8633312760
2011-05-02,8737307340
2011-05-03,8707342800
2011-05-04,8654464200
2011-05-05,8564570580
2011-05-06,8418273120
2011-05-09,8414747880
2011-05-10,8460576000
2011-05-11,8472914340
2011-05-12,8541656520
2011-05-13,8358344040
2011-05-16,8404172160
2011-05-17,8435899320
2011-05-18,8539893900
2011-05-19,8476439580
2011-05-20,8458813380
2011-05-23,8391833820
2011-05-24,8465863860
2011-05-25,8451762900
2011-05-26,8504641500
2011-05-27,8561045340
2011-05-31,8705580180
2011-06-01,8525792940
2011-06-02,8425323599
2011-06-03,8412985259
2011-06-06,8279026140
2011-06-07,8316041160
2011-06-08,8212046580
2011-06-09,8157405360
2011-06-10,7903588080
2011-06-13,7921214280
2011-06-14,8136253919
2011-06-15,8000532180
2011-06-16,8083375320
2011-06-17,8132728680
2011-06-20,8208521340
2011-06-21,8308990680
2011-06-22,8284314000
2011-06-23,8173268940
2011-06-24,8143304400
2011-06-27,8169743700
2011-06-28,8270213040
2011-06-29,8268450419
2011-06-30,13264768399
2011-07-01,13523396900
2011-07-05,13546386100
2011-07-06,13618227350
2011-07-07,13715931450
2011-07-08,13669953050
2011-07-11,13514775950
2011-07-12,13577996250
2011-07-13,13434313750
2011-07-14,13350977900
2011-07-15,13500407700
2011-07-18,13463050250
2011-07-19,13583743550
2011-07-20,13684321300
2011-07-21,13928581550
2011-07-22,13968812650
2011-07-25,13845245700
2011-07-26,13888350450
2011-07-27,13667079400
2011-07-28,13583743550
2011-07-29,13623974649
2011-08-01,13141201450
2011-08-02,12945793250
2011-08-03,12741764100
2011-08-04,12198644250
2011-08-05,11985994150
2011-08-08,11063552500
2011-08-09,11965878600
2011-08-10,11322181000
2011-08-11,11876795450
2011-08-12,11954384000
2011-08-15,12488882900
2011-08-16,12356695000
2011-08-17,12434283550
2011-08-18,11963004950
2011-08-19,12006109700
2011-08-22,12281980100
2011-08-23,12675670150
2011-08-24,12885446600
2011-08-25,12672796500
2011-08-26,12833720899
2011-08-29,13256147450
2011-08-30,13267642050
2011-08-31,13460176600
2011-09-01,13224537300
2011-09-02,12914183100
2011-09-06,13054991950
2011-09-07,13664205750
2011-09-08,13523396900
2011-09-09,12827973600
2011-09-12,12836594550
2011-09-13,12839468200
2011-09-14,12888320250
2011-09-15,13149822400
2011-09-16,13557880700
2011-09-19,13256147450
2011-09-20,13396956300
2011-09-21,12692912050
2011-09-22,12362442300
2011-09-23,12281980100
2011-09-26,12577966050
2011-09-27,12796363450
2011-09-28,12428536250
2011-09-29,12609576200
2011-09-30,12475102500
2011-10-03,12045423750
2011-10-04,12169425000
2011-10-05,12241518750
2011-10-06,12382822500
2011-10-07,12221332500
2011-10-10,12916316250
2011-10-11,12584685000
2011-10-12,12651011250
2011-10-13,12443381250
2011-10-14,12803850000
2011-10-17,12452032500
2011-10-18,12907665000
2011-10-19,13008596250
2011-10-20,13046085000
2011-10-21,13392135000
2011-10-24,13674742500
2011-10-25,13392135000
2011-10-26,13449810000
2011-10-27,13807395000
2011-10-28,14153445000
2011-10-31,14043862500
2011-11-01,13533438750
2011-11-02,13717998750
2011-11-03,13888139999
2011-11-04,13712231250
2011-11-07,13692045000
2011-11-08,13839116250
2011-11-09,13221993750
2011-11-10,13314273750
2011-11-11,13703580000
2011-11-14,13322925000
2011-11-15,13441158750
2011-11-16,13328692500
2011-11-17,12997061250
2011-11-18,13236412500
2011-11-21,12835571250
2011-11-22,12786547500
2011-11-23,12426078750
2011-11-25,12518358749
2011-11-28,12737523750
2011-11-29,12711570000
2011-11-30,13325808750
2011-12-01,13054736250
2011-12-02,12939386250
2011-12-05,13037433750
2011-12-06,13247947500
2011-12-07,13426740000
2011-12-08,13224877500
2011-12-09,13487298750
2011-12-12,13132597500
2011-12-13,12855757500
2011-12-14,13051852500
2011-12-15,13345995000
2011-12-16,13360413750
2011-12-19,13172970000
2011-12-20,13547857500
2011-12-21,13596881250
2011-12-22,13767022500
2011-12-23,13873721250
2011-12-27,13983303750
2011-12-28,13882372500
2011-12-29,13966001250
2011-12-30,13922745000
2012-01-03,14038095000
2012-01-04,13588230000
2012-01-05,13622835000
2012-01-06,13562276250
2012-01-09,13556508750
2012-01-10,13735301250
2012-01-11,13804511250
2012-01-12,13738185000
2012-01-13,13876605000
2012-01-17,14017908750
2012-01-18,14064048750
2012-01-19,14147677500
2012-01-20,14248608749
2012-01-23,14378377500
2012-01-24,14493727500
2012-01-25,14626380000
2012-01-26,14894568750
2012-01-27,14854196250
2012-01-30,14663868750
2012-01-31,14727311250
2012-02-01,14784986250
2012-02-02,14715776250
2012-02-03,14787870000
2012-02-06,14845545000
2012-02-07,14868615000
2012-02-08,14836893750
2012-02-09,14753264999
2012-02-10,14678287500
2012-02-13,14831126250
2012-02-14,14663868750
2012-02-15,14539867500
2012-02-16,14545635000
2012-02-17,14438936250
2012-02-21,14185166250
2012-02-22,14164980000
2012-02-23,14338005000
2012-02-24,14141910000
2012-02-27,14173631250
2012-02-28,14127491250
2012-02-29,14121723750
2012-03-01,14118840000
2012-03-02,14274562500
2012-03-05,14300516250
2012-03-06,14199585000
2012-03-07,14058281250
2012-03-08,14061165000
2012-03-09,13989071250
2012-03-12,14087118750
2012-03-13,14447587500
2012-03-14,14464889999
2012-03-15,14444703750
2012-03-16,14387028750
2012-03-19,14450471250
2012-03-20,14436052500
2012-03-21,14421633750
2012-03-22,14141910000
2012-03-23,14193817500
2012-03-26,14329353750
2012-03-27,14412982500
2012-03-28,14389912500
2012-03-29,14363958750
2012-03-30,14421633750
2012-04-02,14557828900
2012-04-03,14369218400
2012-04-04,14189313000
2012-04-05,14105163700
2012-04-09,14000702500
2012-04-10,13736647800
2012-04-11,14050031400
2012-04-12,14253150400
2012-04-13,14209624900
2012-04-16,14308282700
2012-04-17,14491089800
2012-04-18,14302479300
2012-04-19,14200919800
2012-04-20,14441760900
2012-04-23,14273462300
2012-04-24,14534615300
2012-04-25,14871212500
2012-04-26,14920541400
2012-04-27,15045314500
2012-04-30,14940853300
2012-05-01,15065626400
2012-05-02,14987280500
2012-05-03,14946656700
2012-05-04,14874114200
2012-05-07,15025002600
2012-05-08,14964066900
2012-05-09,14952460100
2012-05-10,14984378800
2012-05-11,14969870300
2012-05-14,14862507400
2012-05-15,14781259800
2012-05-16,14633273100
2012-05-17,14406940500
2012-05-18,14308282700
2012-05-21,14636174800
2012-05-22,14665191800
2012-05-23,14772554699
2012-05-24,14798670000
2012-05-25,14760947900
2012-05-29,14987280500
2012-05-30,14700012199
2012-05-31,14946656700
2012-06-01,14456269400
2012-06-04,14314086100
2012-06-05,14482384699
2012-06-06,14624568000
2012-06-07,14575239100
2012-06-08,14813178500
2012-06-11,14662290100
2012-06-12,14778358100
2012-06-13,14760947900
2012-06-14,15071429800
2012-06-15,15277450500
2012-06-18,15512488200
2012-06-19,15541505200
2012-06-20,15567620500
2012-06-21,15405125300
2012-06-22,15344189600
2012-06-25,15338386200
2012-06-26,15454454200
2012-06-27,15497979699
2012-06-28,15718508900
2012-06-29,16040597600
2012-07-02,16362605440
2012-07-03,16492373760
2012-07-05,16321315520
2012-07-06,16383250400
2012-07-09,16504170880
2012-07-10,16253482080
2012-07-11,16368504000
2012-07-12,16392098240
2012-07-13,16654584160
2012-07-16,16713569760
2012-07-17,17023244160
2012-07-18,16981954240
2012-07-19,16925917920
2012-07-20,16890526560
2012-07-23,16834490240
2012-07-24,16866932320
2012-07-25,16884628000
2012-07-26,16976055680
2012-07-27,17250338720
2012-07-30,17391904160
2012-07-31,17371259200
2012-08-01,17256237280
2012-08-02,17362411360
2012-08-03,17318172160
2012-08-06,17259186560
2012-08-07,16914120800
2012-08-08,16524815840
2012-08-09,16451083840
2012-08-10,16477627360
2012-08-13,16433388160
2012-08-14,16448134560
2012-08-15,16518917280
2012-08-16,16604446400
2012-08-17,16524815840
2012-08-20,16524815840
2012-08-21,16542511520
2012-08-22,16610344960
2012-08-23,16462880960
2012-08-24,16569055040
2012-08-27,16654584160
2012-08-28,16746011840
2012-08-29,16766656800
2012-08-30,16831540960
2012-08-31,16914120800
2012-09-04,17132367520
2012-09-05,17108773280
2012-09-06,17185454560
2012-09-07,16799098880
2012-09-10,16589700000
2012-09-11,16713569760
2012-09-12,16763707520
2012-09-13,16881678720
2012-09-14,16807946720
2012-09-17,16843338080
2012-09-18,16285924160
2012-09-19,16344909760
2012-09-20,16247583520
2012-09-21,16182699360
2012-09-24,16256431360
2012-09-25,16032286080
2012-09-26,16076525280
2012-09-27,15996894720
2012-09-28,16079474560
2012-10-01,15955274560
2012-10-02,16193984800
2012-10-03,16158620320
2012-10-04,16170408480
2012-10-05,16303025280
2012-10-08,16285343040
2012-10-09,16288290080
2012-10-10,16500476960
2012-10-11,16429748000
2012-10-12,16400277600
2012-10-15,16597729280
2012-10-16,16700875680
2012-10-17,16488688800
2012-10-18,16697928639
2012-10-19,16656670080
2012-10-22,16650776000
2012-10-23,16382595360
2012-10-24,16412065760
2012-10-25,16264713760
2012-10-26,16270607840
2012-10-31,16329548639
2012-11-01,16382595360
2012-11-02,16568258880
2012-11-05,16317760480
2012-11-06,16494582880
2012-11-07,16547629600
2012-11-08,16370807200
2012-11-09,16438589120
2012-11-12,16465112480
2012-11-13,16506371040
2012-11-14,16314813440
2012-11-15,16235243360
2012-11-16,16468059520
2012-11-19,16650776000
2012-11-20,16700875680
2012-11-21,16600676320
2012-11-23,16792233920
2012-11-26,16815810240
2012-11-27,16532894400
2012-11-28,16468059520
2012-11-29,16409118720
2012-11-30,16426800960
2012-12-03,16553523680
2012-12-04,16650776000
2012-12-05,16547629600
2012-12-06,16739187200
2012-12-07,16836439520
2012-12-10,16774551680
2012-12-11,16868856960
2012-12-12,16795180960
2012-12-13,16400277600
2012-12-14,16182196639
2012-12-17,16359019040
2012-12-18,16488688800
2012-12-19,16438589120
2012-12-20,16694981600
2012-12-21,16521106240
2012-12-24,16680246400
2012-12-26,16574152960
2012-12-27,16612464480
2012-12-28,16503424000
2012-12-31,16519669400
2013-01-02,16630422300
2013-01-03,16508011200
2013-01-04,16586704049
2013-01-07,16528413050
2013-01-08,16610020450
2013-01-09,16659567799
2013-01-10,16630422300
2013-01-11,16639165950
2013-01-14,16595447700
2013-01-15,16647909600
2013-01-16,16627507750
2013-01-17,16726602450
2013-01-18,16781978900
2013-01-22,16837355350
2013-01-23,16828611700
2013-01-24,16869415400
2013-01-25,17012228350
2013-01-28,17000570150
2013-01-29,17064690250
2013-01-30,17018057450
2013-01-31,16918962750
2013-02-01,17114237600
2013-02-04,17090921200
2013-02-05,16985997400
2013-02-06,17015142900
2013-02-07,17015142900
2013-02-08,17207503200
2013-02-11,17280366950
2013-02-12,17396948950
2013-02-13,17385290750
2013-02-14,17300768800
2013-02-15,17732122200
2013-02-19,17700062150
2013-02-20,17761267700
2013-02-21,17720464000
2013-02-22,17901166100
2013-02-25,17574736500
2013-02-26,17752524050
2013-02-27,17944884350
2013-02-28,18067295450
2013-03-01,18189706550
2013-03-04,18277143050
2013-03-05,18329604950
2013-03-06,18096440950
2013-03-07,18081868200
2013-03-08,17953628000
2013-03-11,18020662650
2013-03-12,17985688050
2013-03-13,17944884350
2013-03-14,18000260800
2013-03-15,18043979050
2013-03-18,17921567950
2013-03-19,17839960550
2013-03-20,17901166100
2013-03-21,17930311600
2013-03-22,18116842800
2013-03-25,18189706550
2013-03-26,18376237750
2013-03-27,18405383250
2013-03-28,18685180050
2013-04-01,18836914950
2013-04-02,18968600699
2013-04-03,18845694000
2013-04-04,19132476300
2013-04-05,19152960750
2013-04-08,19360731600
2013-04-09,19357805250
2013-04-10,19515828150
2013-04-11,19556797050
2013-04-12,19779199650
2013-04-15,19638734850
2013-04-16,19931369850
2013-04-17,19869916500
2013-04-18,19916738100
2013-04-19,20259121050
2013-04-22,20276679150
2013-04-23,20346911550
2013-04-24,20300089950
2013-04-25,20144993400
2013-04-26,20095245450
2013-04-29,20247415650
2013-04-30,20408364900
2013-05-01,20361543300
2013-05-02,20569314150
2013-05-03,20496155400
2013-05-06,20598577650
2013-05-07,20668810050
2013-05-08,20414217600
2013-05-09,20168404200
2013-05-10,20314721700
2013-05-13,20472744600
2013-05-14,20639546550
2013-05-15,20964371400
2013-05-16,20818053900
2013-05-17,20929255200
2013-05-20,21093130800
2013-05-21,21254080050
2013-05-22,20683441800
2013-05-23,20007454950
2013-05-24,19647513900
2013-05-28,19179297900
2013-05-29,18596954250
2013-05-30,18655481250
2013-05-31,18289687500
2013-06-03,18307245600
2013-06-04,17999978850
2013-06-05,17812692450
2013-06-06,18269203050
2013-06-07,18260424000
2013-06-10,18064358550
2013-06-11,17926820100
2013-06-12,17569805400
2013-06-13,17812692450
2013-06-14,18049726800
2013-06-17,18298466550
2013-06-18,18368698950
2013-06-19,17572731750
2013-06-20,16498761300
2013-06-21,16776764550
2013-06-24,16721163900
2013-06-25,17265465000
2013-06-26,17640037800
2013-06-27,17885851200
2013-06-28,17800987050
2013-07-01,17595433620
2013-07-02,17914605240
2013-07-03,17750627160
2013-07-05,17449024620
2013-07-08,17449024620
2013-07-09,17700848100
2013-07-10,17604218160
2013-07-11,18271843200
2013-07-12,18093224220
2013-07-15,18128362380
2013-07-16,18178141440
2013-07-17,18365544960
2013-07-18,18506097600
2013-07-19,18318694080
2013-07-22,18362616780
2013-07-23,18327478620
2013-07-24,17683279020
2013-07-25,17733058080
2013-07-26,17548582740
2013-07-29,17536870020
2013-07-30,17393389200
2013-07-31,16857532260
2013-08-01,16596924240
2013-08-02,16655487840
2013-08-05,16728692340
2013-08-06,16602780600
2013-08-07,16462227960
2013-08-08,16497366120
2013-08-09,16567642440
2013-08-12,16523719740
2013-08-13,16213332660
2013-08-14,16075708200
2013-08-15,15662834820
2013-08-16,15264602340
2013-08-19,15094767900
2013-08-20,15469574940
2013-08-21,15706757520
2013-08-22,15621840300
2013-08-23,15993719160
2013-08-26,15902945580
2013-08-27,16119630900
2013-08-28,16093277280
2013-08-29,16040570040
2013-08-30,15967365540
2013-09-03,15788746560
2013-09-04,15826812900
2013-09-05,15498856740
2013-09-06,15759464760
2013-09-09,15941011920
2013-09-10,15724326600
2013-09-11,15738967500
2013-09-12,15569133060
2013-09-13,15759464760
2013-09-16,16213332660
2013-09-17,16128415440
2013-09-18,16807753200
2013-09-19,16497366120
2013-09-20,16137199980
2013-09-23,16023000960
2013-09-24,16005431879
2013-09-25,16148912700
2013-09-26,16227973560
2013-09-27,16069851840
2013-09-30,15817281640
2013-10-01,16231361980
2013-10-02,16325337660
2013-10-03,15952371680
2013-10-04,15867206220
2013-10-07,15975865600
2013-10-08,15967055380
2013-10-09,15958245160
2013-10-10,16375262240
2013-10-11,16483921620
2013-10-14,16363515280
2013-10-15,16281286560
2013-10-16,16633695360
2013-10-17,16927369360
2013-10-18,16856887600
2013-10-21,16671872980
2013-10-22,16933242839
2013-10-23,16974357200
2013-10-24,16980230680
2013-10-25,17317955780
2013-10-28,17130004420
2013-10-29,17003724600
2013-10-30,16927369360
2013-10-31,16777595620
2013-11-01,16856887600
2013-11-04,16927369360
2013-11-05,16457490960
2013-11-06,16469237920
2013-11-07,16363515280
2013-11-08,15834902080
2013-11-11,15811408160
2013-11-12,15620520060
2013-11-13,15561785260
2013-11-14,15655760940
2013-11-15,15735052920
2013-11-18,15673381380
2013-11-19,15535354600
2013-11-20,15218186680
2013-11-21,15370897160
2013-11-22,15212313200
2013-11-25,14956816820
2013-11-26,14783549160
2013-11-27,14824663520
2013-11-29,14616154980
2013-12-02,14469317980
2013-12-03,14395899480
2013-12-04,14457571020
2013-12-05,14577977360
2013-12-06,14492811900
2013-12-09,14727751100
2013-12-10,14912765720
2013-12-11,14486938420
2013-12-12,14210884860
2013-12-13,14398836220
2013-12-16,14486938420
2013-12-17,14551546700
2013-12-18,14854030920
2013-12-19,14569167140
2013-12-20,14751245020
2013-12-23,14695446960
2013-12-24,14692510220
2013-12-26,14727751100
2013-12-27,14721877620
2013-12-30,14836410480
2013-12-31,14740769999
2014-01-02,14623220000
2014-01-03,14614403750
2014-01-06,14978808750
2014-01-07,14984686250
2014-01-08,14899462500
2014-01-09,14937666250
2014-01-10,15622394999
2014-01-13,15416682500
2014-01-14,15425498750
2014-01-15,15516600000
2014-01-16,15751700000
2014-01-17,15689986250
2014-01-21,15904515000
2014-01-22,15863372500
2014-01-23,15819291250
2014-01-24,15798720000
2014-01-27,15792842500
2014-01-28,15910392500
2014-01-29,15854556250
2014-01-30,15913331250
2014-01-31,16057330000
2014-02-03,15839862500
2014-02-04,15954473750
2014-02-05,15836923750
2014-02-06,15904515000
2014-02-07,15939780000
2014-02-10,16201328750
2014-02-11,16119043750
2014-02-12,15898637500
2014-02-13,16110227500
2014-02-14,15833985000
2014-02-18,15807536250
2014-02-19,15933902500
2014-02-20,15737006250
2014-02-21,15601823750
2014-02-24,15881005000
2014-02-25,15825168750
2014-02-26,15939780000
2014-02-27,16069085000
2014-02-28,16066146250
2014-03-03,16160186250
2014-03-04,16386470000
2014-03-05,16221900000
2014-03-06,15948596250
2014-03-07,15569497500
2014-03-10,15572436250
2014-03-11,15739945000
2014-03-12,15754638750
