,AN
2004-08-24,4361152000
2004-08-25,4363808000
2004-08-26,4355840000
2004-08-27,4369120000
2004-08-30,4316000000
2004-08-31,4366464000
2004-09-01,4334592000
2004-09-02,4366464000
2004-09-03,4371776000
2004-09-07,4371776000
2004-09-08,4382400000
2004-09-09,4355840000
2004-09-10,4281472000
2004-09-13,4310688000
2004-09-14,4371776000
2004-09-15,4424896000
2004-09-16,4501920000
2004-09-17,4525824000
2004-09-20,4488640000
2004-09-21,4512544000
2004-09-22,4480672000
2004-09-23,4448800000
2004-09-24,4464736000
2004-09-27,4462080000
2004-09-28,4470048000
2004-09-29,4512544000
2004-09-30,4517660000
2004-10-01,4581140000
2004-10-04,4602300000
2004-10-05,4528240000
2004-10-06,4536175000
2004-10-07,4507080000
2004-10-08,4493855000
2004-10-11,4509725000
2004-10-12,4477985000
2004-10-13,4451535000
2004-10-14,4382765000
2004-10-15,4406570000
2004-10-18,4522950000
2004-10-19,4493855000
2004-10-20,4446245000
2004-10-21,4419795000
2004-10-22,4361605000
2004-10-25,4337800000
2004-10-26,4382765000
2004-10-27,4414505000
2004-10-28,4528240000
2004-10-29,4557335000
2004-11-01,4552045000
2004-11-02,4544110000
2004-11-03,4589075000
2004-11-04,4663135000
2004-11-05,4676360000
2004-11-08,4657845000
2004-11-09,4620815000
2004-11-10,4636685000
2004-11-11,4631395000
2004-11-12,4657845000
2004-11-15,4681650000
2004-11-16,4750420000
2004-11-17,4829770000
2004-11-18,4975245000
2004-11-19,4893250000
2004-11-22,4887960000
2004-11-23,4930280000
2004-11-24,4917055000
2004-11-26,4909120000
2004-11-29,4911765000
2004-11-30,4898540000
2004-12-01,4919700000
2004-12-02,4930280000
2004-12-03,4930280000
2004-12-06,4885315000
2004-12-07,4761000000
2004-12-08,4776870000
2004-12-09,4774225000
2004-12-10,4774225000
2004-12-13,4882670000
2004-12-14,4895895000
2004-12-15,4914410000
2004-12-16,4880025000
2004-12-17,4914410000
2004-12-20,4938215000
2004-12-21,4954085000
2004-12-22,4980535000
2004-12-23,5025500000
2004-12-27,4932925000
2004-12-28,4969955000
2004-12-29,5046660000
2004-12-30,5022855000
2004-12-31,5081045000
2005-01-03,4980535000
2005-01-04,5012275000
2005-01-05,5025500000
2005-01-06,4940860000
2005-01-07,4935570000
2005-01-10,4909120000
2005-01-11,4919700000
2005-01-12,4993760000
2005-01-13,5017565000
2005-01-14,5041370000
2005-01-18,5036080000
2005-01-19,5049305000
2005-01-20,4988470000
2005-01-21,4943505000
2005-01-24,4909120000
2005-01-25,4951440000
2005-01-26,4946150000
2005-01-27,4954085000
2005-01-28,4922345000
2005-01-31,5036080000
2005-02-01,5051950000
2005-02-02,5017565000
2005-02-03,5221230000
2005-02-04,5234455000
2005-02-07,5223875000
2005-02-08,5226520000
2005-02-09,5205360000
2005-02-10,5186845000
2005-02-11,5200070000
2005-02-14,5210650000
2005-02-15,5229165000
2005-02-16,5202715000
2005-02-17,5218585000
2005-02-18,5221230000
2005-02-22,5094270000
2005-02-23,5136590000
2005-02-24,5133945000
2005-02-25,5123365000
2005-02-28,5165685000
2005-03-01,5274130000
2005-03-02,5258260000
2005-03-03,5263550000
2005-03-04,5287355000
2005-03-07,5215940000
2005-03-08,5290000000
2005-03-09,5218585000
2005-03-10,5141880000
2005-03-11,5099560000
2005-03-14,5205360000
2005-03-15,5131300000
2005-03-16,4996405000
2005-03-17,4983180000
2005-03-18,4893250000
2005-03-21,4935570000
2005-03-22,4943505000
2005-03-23,4977890000
2005-03-24,4977890000
2005-03-28,5030790000
2005-03-29,4977890000
2005-03-30,4967310000
2005-03-31,4967962000
2005-04-01,4910256000
2005-04-04,4902387000
2005-04-05,4986323000
2005-04-06,5017799000
2005-04-07,5017799000
2005-04-08,4975831000
2005-04-11,4941732000
2005-04-12,4894518000
2005-04-13,4842058000
2005-04-14,4807959000
2005-04-15,4700416000
2005-04-18,4760745000
2005-04-19,4839435000
2005-04-20,4773860000
2005-04-21,4823697000
2005-04-22,4731892000
2005-04-25,4789598000
2005-04-26,4742384000
2005-04-27,4779106000
2005-04-28,4739761000
2005-04-29,4792221000
2005-05-02,4870911000
2005-05-03,4983700000
2005-05-04,5049275000
2005-05-05,4983700000
2005-05-06,4967962000
2005-05-09,5023045000
2005-05-10,5009930000
2005-05-11,5065013000
2005-05-12,5044029000
2005-05-13,5041406000
2005-05-16,5183048000
2005-05-17,5172556000
2005-05-18,5222393000
2005-05-19,5227639000
2005-05-20,5177802000
2005-05-23,5196163000
2005-05-24,5164687000
2005-05-25,5180425000
2005-05-26,5154195000
2005-05-27,5193540000
2005-05-31,5246000000
2005-06-01,5243377000
2005-06-02,5259115000
2005-06-03,5219770000
2005-06-06,5264361000
2005-06-07,5298460000
2005-06-08,5274853000
2005-06-09,5298460000
2005-06-10,5301083000
2005-06-13,5293214000
2005-06-14,5337805000
2005-06-15,5295837000
2005-06-16,5293214000
2005-06-17,5335182000
2005-06-20,5369281000
2005-06-21,5432233000
2005-06-22,5489939000
2005-06-23,5382396000
2005-06-24,5329936000
2005-06-27,5471578000
2005-06-28,5649942000
2005-06-29,5484693000
2005-06-30,5368032000
2005-07-01,5396808000
2005-07-05,5498832000
2005-07-06,5488368000
2005-07-07,5375880000
2005-07-08,5456976000
2005-07-11,5511912000
2005-07-12,5490984000
2005-07-13,5504064000
2005-07-14,5498832000
2005-07-15,5527608000
2005-07-18,5511912000
2005-07-19,5663640000
2005-07-20,5616552000
2005-07-21,5593008000
2005-07-22,5613936000
2005-07-25,5598240000
2005-07-26,5566848000
2005-07-27,5606088000
2005-07-28,5723808000
2005-07-29,5647944000
2005-08-01,5600856000
2005-08-02,5661024000
2005-08-03,5619168000
2005-08-04,5606088000
2005-08-05,5543304000
2005-08-08,5514528000
2005-08-09,5543304000
2005-08-10,5540688000
2005-08-11,5514528000
2005-08-12,5514528000
2005-08-15,5532840000
2005-08-16,5470056000
2005-08-17,5477904000
2005-08-18,5441280000
2005-08-19,5407272000
2005-08-22,5383728000
2005-08-23,5428200000
2005-08-24,5386344000
2005-08-25,5422968000
2005-08-26,5349720000
2005-08-29,5368032000
2005-08-30,5307864000
2005-08-31,5443896000
2005-09-01,5388960000
2005-09-02,5391576000
2005-09-06,5477904000
2005-09-07,5496216000
2005-09-08,5420352000
2005-09-09,5422968000
2005-09-12,5433432000
2005-09-13,5404656000
2005-09-14,5428200000
2005-09-15,5352336000
2005-09-16,5354952000
2005-09-19,5326176000
2005-09-20,5273856000
2005-09-21,5190144000
2005-09-22,5203224000
2005-09-23,5245080000
2005-09-26,5247696000
2005-09-27,5221536000
2005-09-28,5166600000
2005-09-29,5179680000
2005-09-30,5248116000
2005-10-03,5216580000
2005-10-04,5208696000
2005-10-05,5121972000
2005-10-06,5069412000
2005-10-07,5072040000
2005-10-10,5043132000
2005-10-11,5058900000
2005-10-12,4998456000
2005-10-13,4995828000
2005-10-14,4977432000
2005-10-17,5040504000
2005-10-18,5040504000
2005-10-19,5053644000
2005-10-20,5037876000
2005-10-21,4869684000
2005-10-24,5032620000
2005-10-25,4985316000
2005-10-26,4995828000
2005-10-27,5066784000
2005-10-28,5171904000
2005-10-31,5224464000
2005-11-01,5200812000
2005-11-02,5250744000
2005-11-03,5269140000
2005-11-04,5274396000
2005-11-07,5326956000
2005-11-08,5313816000
2005-11-09,5266512000
2005-11-10,5250744000
2005-11-11,5221836000
2005-11-14,5229720000
2005-11-15,5274396000
2005-11-16,5256000000
2005-11-17,5282280000
2005-11-18,5300676000
2005-11-21,5358492000
2005-11-22,5408424000
2005-11-23,5442588000
2005-11-25,5426820000
2005-11-28,5476752000
2005-11-29,5503032000
2005-11-30,5445216000
2005-12-01,5545080000
2005-12-02,5552964000
2005-12-05,5608152000
2005-12-06,5639688000
2005-12-07,5689620000
2005-12-08,5665968000
2005-12-09,5671224000
2005-12-12,5713272000
2005-12-13,5760576000
2005-12-14,5794740000
2005-12-15,5849928000
2005-12-16,5939280000
2005-12-19,5802624000
2005-12-20,5768460000
2005-12-21,5789484000
2005-12-22,5828904000
2005-12-23,5802624000
2005-12-27,5734296000
2005-12-28,5736924000
2005-12-29,5771088000
2005-12-30,5710644000
2006-01-03,5781600000
2006-01-04,5876208000
2006-01-05,5860440000
2006-01-06,5886720000
2006-01-09,6004980000
2006-01-10,5968188000
2006-01-11,5991840000
2006-01-12,5907744000
2006-01-13,5965560000
2006-01-17,5865696000
2006-01-18,5834160000
2006-01-19,5910372000
2006-01-20,5839416000
2006-01-23,5823648000
2006-01-24,5794740000
2006-01-25,5771088000
2006-01-26,5857812000
2006-01-27,5884092000
2006-01-30,5863068000
2006-01-31,5857812000
2006-02-01,5870952000
2006-02-02,5855184000
2006-02-03,5849928000
2006-02-06,5873580000
2006-02-07,5826276000
2006-02-08,5807880000
2006-02-09,5613408000
2006-02-10,5634432000
2006-02-13,5587128000
2006-02-14,5629176000
2006-02-15,5668596000
2006-02-16,5658084000
2006-02-17,5700132000
2006-02-21,5579244000
2006-02-22,5652828000
2006-02-23,5623920000
2006-02-24,5610780000
2006-02-27,5621292000
2006-02-28,5495148000
2006-03-01,5589756000
2006-03-02,5495148000
2006-03-03,5552964000
2006-03-06,5489892000
2006-03-07,5849928000
2006-03-08,5757948000
2006-03-09,5744808000
2006-03-10,5734296000
2006-03-13,5713272000
2006-03-14,5726412000
2006-03-15,5742180000
2006-03-16,5750064000
2006-03-17,5768460000
2006-03-20,5757948000
2006-03-21,5742180000
2006-03-22,5729040000
2006-03-23,5715900000
2006-03-24,5658084000
2006-03-27,5602896000
2006-03-28,5602896000
2006-03-29,5623920000
2006-03-30,5715900000
2006-03-31,4749620000
2006-04-03,4769456000
2006-04-04,4798108000
2006-04-05,4875248000
2006-04-06,4868636000
2006-04-07,4954592000
2006-04-10,4945776000
2006-04-11,4914920000
2006-04-12,4747416000
2006-04-13,4839984000
2006-04-17,4809128000
2006-04-18,4793700000
2006-04-19,4846596000
2006-04-20,4932552000
2006-04-21,4881860000
2006-04-24,4908308000
2006-04-25,4936960000
2006-04-26,4890676000
2006-04-27,4848800000
2006-04-28,4963408000
2006-05-01,4936960000
2006-05-02,4936960000
2006-05-03,4930348000
2006-05-04,4981040000
2006-05-05,4994264000
2006-05-08,5025120000
2006-05-09,5029528000
2006-05-10,5029528000
2006-05-11,4978836000
2006-05-12,4967816000
2006-05-15,4963408000
2006-05-16,4963408000
2006-05-17,4895084000
2006-05-18,4862024000
2006-05-19,4789292000
2006-05-22,4791496000
2006-05-23,4760640000
2006-05-24,4734192000
2006-05-25,4822352000
2006-05-26,4791496000
2006-05-30,4747416000
2006-05-31,4780476000
2006-06-01,4798108000
2006-06-02,4725376000
2006-06-05,4621788000
2006-06-06,4661460000
2006-06-07,4681296000
2006-06-08,4626196000
2006-06-09,4628400000
2006-06-12,4590932000
2006-06-13,4599748000
2006-06-14,4619584000
2006-06-15,4643828000
2006-06-16,4606360000
2006-06-19,4588728000
2006-06-20,4540240000
2006-06-21,4621788000
2006-06-22,4599748000
2006-06-23,4601952000
2006-06-26,4665868000
2006-06-27,4661460000
2006-06-28,4676888000
2006-06-29,4654848000
2006-06-30,4521696000
2006-07-03,4572312000
2006-07-05,4456317000
2006-07-06,4466862000
2006-07-07,4409919000
2006-07-10,4403592000
2006-07-11,4304469000
2006-07-12,4287596999
2006-07-13,4304469000
2006-07-14,4262289000
2006-07-17,4260180000
2006-07-18,4222218000
2006-07-19,4338213000
2006-07-20,4304469000
2006-07-21,4215890999
2006-07-24,4344540000
2006-07-25,4382502000
2006-07-26,4315014000
2006-07-27,4186365000
2006-07-28,4234871999
2006-07-31,4154730000
2006-08-01,4112550000
2006-08-02,4114659000
2006-08-03,4154730000
2006-08-04,4196909999
2006-08-07,4177928999
2006-08-08,4110440999
2006-08-09,4004990999
2006-08-10,4089351000
2006-08-11,4097787000
2006-08-14,4072478999
2006-08-15,4108332000
2006-08-16,4186365000
2006-08-17,4165275000
2006-08-18,4192692000
2006-08-21,4165275000
2006-08-22,4095678000
2006-08-23,4053497999
2006-08-24,4011318000
2006-08-25,4009209000
2006-08-28,4032408000
2006-08-29,4085133000
2006-08-30,4108332000
2006-08-31,4097787000
2006-09-01,4110440999
2006-09-05,4118877000
2006-09-06,4070370000
2006-09-07,4064043000
2006-09-08,4142076000
2006-09-11,4224327000
2006-09-12,4270725000
2006-09-13,4287596999
2006-09-14,4306578000
2006-09-15,4365630000
2006-09-18,4331886000
2006-09-19,4266507000
2006-09-20,4323450000
2006-09-21,4247526000
2006-09-22,4253853000
2006-09-25,4344540000
2006-09-26,4369848000
2006-09-27,4338213000
2006-09-28,4466862000
2006-09-29,4407810000
2006-10-02,4347209000
2006-10-03,4403396000
2006-10-04,4411720000
2006-10-05,4401315000
2006-10-06,4332642000
2006-10-09,4336804000
2006-10-10,4336804000
2006-10-11,4303508000
2006-10-12,4345128000
2006-10-13,4338885000
2006-10-16,4340966000
2006-10-17,4309751000
2006-10-18,4307670000
2006-10-19,4315994000
2006-10-20,4307670000
2006-10-23,4355533000
2006-10-24,4440854000
2006-10-25,4372181000
2006-10-26,4345128000
2006-10-27,4157838000
2006-10-30,4211943999
2006-10-31,4172405000
2006-11-01,4120380000
2006-11-02,4112056000
2006-11-03,4066274000
2006-11-06,4087084000
2006-11-07,4097489000
2006-11-08,4155757000
2006-11-09,4164081000
2006-11-10,4216106000
2006-11-13,4214025000
2006-11-14,4266050000
2006-11-15,4259807000
2006-11-16,4297265000
2006-11-17,4263968999
2006-11-20,4266050000
2006-11-21,4286860000
2006-11-22,4307670000
2006-11-24,4293103000
2006-11-27,4241078000
2006-11-28,4253564000
2006-11-29,4295184000
2006-11-30,4288941000
2006-12-01,4276455000
2006-12-04,4286860000
2006-12-05,4293103000
2006-12-06,4291022000
2006-12-07,4303508000
2006-12-08,4301427000
2006-12-11,4284779000
2006-12-12,4291022000
2006-12-13,4282697999
2006-12-14,4305589000
2006-12-15,4347209000
2006-12-18,4334723000
2006-12-19,4345128000
2006-12-20,4376343000
2006-12-21,4403396000
2006-12-22,4434611000
2006-12-26,4451259000
2006-12-27,4463745000
2006-12-28,4449178000
2006-12-29,4436692000
2007-01-03,4426287000
2007-01-04,4407558000
2007-01-05,4343047000
2007-01-08,4345128000
2007-01-09,4401315000
2007-01-10,4386748000
2007-01-11,4486636000
2007-01-12,4486636000
2007-01-16,4474150000
2007-01-17,4480393000
2007-01-18,4507446000
2007-01-19,4555309000
2007-01-22,4546985000
2007-01-23,4567795000
2007-01-24,4659359000
2007-01-25,4636468000
2007-01-26,4567795000
2007-01-29,4630225000
2007-01-30,4619820000
2007-01-31,4671845000
2007-02-01,4703060000
2007-02-02,4765490000
2007-02-05,4713465000
2007-02-06,4746761000
2007-02-07,4777976000
2007-02-08,4771733000
2007-02-09,4732194000
2007-02-12,4746761000
2007-02-13,4802948000
2007-02-14,4792543000
2007-02-15,4796705000
2007-02-16,4765490000
2007-02-20,4765490000
2007-02-21,4732194000
2007-02-22,4732194000
2007-02-23,4730113000
2007-02-26,4732194000
2007-02-27,4607334000
2007-02-28,4569876000
2007-03-01,4561552000
2007-03-02,4542823000
2007-03-05,4449178000
2007-03-06,4467907000
2007-03-07,4501203000
2007-03-08,4494960000
2007-03-09,4509527000
2007-03-12,4503284000
2007-03-13,4417963000
2007-03-14,4370100000
2007-03-15,4401315000
2007-03-16,4370100000
2007-03-19,4409639000
2007-03-20,4411720000
2007-03-21,4455421000
2007-03-22,4484555000
2007-03-23,4517851000
2007-03-26,4503284000
2007-03-27,4463745000
2007-03-28,4415882000
2007-03-29,4382586000
2007-03-30,4420044000
2007-04-02,4369684000
2007-04-03,4415180000
2007-04-04,4334528000
2007-04-05,4346936000
2007-04-09,4332460000
2007-04-10,4322120000
2007-04-11,4289031999
2007-04-12,4295236000
2007-04-13,4293168000
2007-04-16,4375888000
2007-04-17,4413112000
2007-04-18,4452404000
2007-04-19,4450336000
2007-04-20,4549600000
2007-04-23,4520648000
2007-04-24,4471016000
2007-04-25,4512376000
2007-04-26,4468948000
2007-04-27,4390364000
2007-04-30,4226992000
2007-05-01,4241468000
2007-05-02,4303508000
2007-05-03,4305576000
2007-05-04,4307644000
2007-05-07,4307644000
2007-05-08,4297304000
2007-05-09,4357276000
2007-05-10,4315916000
2007-05-11,4334528000
2007-05-14,4297304000
2007-05-15,4320052000
2007-05-16,4336596000
2007-05-17,4359344000
2007-05-18,4473084000
2007-05-21,4417248000
2007-05-22,4460676000
2007-05-23,4458608000
2007-05-24,4435860000
2007-05-25,4487560000
2007-05-29,4473084000
2007-05-30,4518580000
2007-05-31,4574416000
2007-06-01,4650932000
2007-06-04,4661272000
2007-06-05,4650932000
2007-06-06,4646796000
2007-06-07,4551668000
2007-06-08,4597164000
2007-06-11,4628184000
2007-06-12,4605436000
2007-06-13,4667476000
2007-06-14,4646796000
2007-06-15,4663340000
2007-06-18,4657136000
2007-06-19,4671612000
2007-06-20,4665408000
2007-06-21,4717108000
2007-06-22,4653000000
2007-06-25,4663340000
2007-06-26,4607504000
2007-06-27,4634388000
2007-06-28,4661272000
2007-06-29,4640592000
2007-07-02,4429899000
2007-07-03,4447548000
2007-07-05,4416172000
2007-07-06,4402445000
2007-07-09,4398523000
2007-07-10,4324005000
2007-07-11,4357342000
2007-07-12,4398523000
2007-07-13,4292629000
2007-07-16,4282824000
2007-07-17,4290668000
2007-07-18,4249487000
2007-07-19,4265175000
2007-07-20,4196539999
2007-07-23,4174969000
2007-07-24,4069075000
2007-07-25,4053387000
2007-07-26,3929844000
2007-07-27,3767081000
2007-07-30,3782769000
2007-07-31,3820028000
2007-08-01,3812184000
2007-08-02,3812184000
2007-08-03,3684719000
2007-08-06,3806301000
2007-08-07,3900429000
2007-08-08,4045543000
2007-08-09,4092607000
2007-08-10,3908273000
2007-08-13,3855326000
2007-08-14,3714134000
2007-08-15,3645499000
2007-08-16,3725900000
2007-08-17,3749432000
2007-08-20,3843560000
2007-08-21,3784730000
2007-08-22,3802379000
2007-08-23,3765120000
2007-08-24,3853364999
2007-08-27,3814145000
2007-08-28,3698446000
2007-08-29,3790612999
2007-08-30,3720017000
2007-08-31,3721978000
2007-09-04,3761198000
2007-09-05,3663148000
2007-09-06,3625888999
2007-09-07,3535683000
2007-09-10,3506268000
2007-09-11,3557254000
2007-09-12,3478813999
2007-09-13,3547449000
2007-09-14,3574903000
2007-09-17,3523917000
2007-09-18,3731783000
2007-09-19,3633733000
2007-09-20,3561176000
2007-09-21,3469009000
2007-09-24,3447437999
2007-09-25,3416062000
2007-09-26,3443515999
2007-09-27,3425867000
2007-09-28,3474892000
2007-10-01,3189600000
2007-10-02,3234600000
2007-10-03,3279600000
2007-10-04,3234600000
2007-10-05,3330000000
2007-10-08,3310200000
2007-10-09,3288600000
2007-10-10,3274200000
2007-10-11,3252600000
2007-10-12,3234600000
2007-10-15,3186000000
2007-10-16,3191400000
2007-10-17,3234600000
2007-10-18,3159000000
2007-10-19,3085200000
2007-10-22,3196800000
2007-10-23,3126600000
2007-10-24,3162600000
2007-10-25,3078000000
2007-10-26,3081600000
2007-10-29,3114000000
2007-10-30,3096000000
2007-10-31,3184200000
2007-11-01,3148199999
2007-11-02,3088800000
2007-11-05,3027600000
2007-11-06,2988000000
2007-11-07,2910600000
2007-11-08,2991600000
2007-11-09,2971800000
2007-11-12,3002400000
2007-11-13,3146400000
2007-11-14,3072600000
2007-11-15,3031200000
2007-11-16,2980800000
2007-11-19,2842200000
2007-11-20,2853000000
2007-11-21,2856600000
2007-11-23,2946600000
2007-11-26,2854800000
2007-11-27,2835000000
2007-11-28,3020400000
2007-11-29,2917800000
2007-11-30,2970000000
2007-12-03,2959200000
2007-12-04,2968199999
2007-12-05,2944800000
2007-12-06,3011400000
2007-12-07,3135600000
2007-12-10,3036600000
2007-12-11,2867400000
2007-12-12,2872800000
2007-12-13,2813400000
2007-12-14,2736000000
2007-12-17,2727000000
2007-12-18,2689200000
2007-12-19,2709000000
2007-12-20,2732400000
2007-12-21,2786400000
2007-12-24,2820600000
2007-12-26,2813400000
2007-12-27,2773800000
2007-12-28,2784600000
2007-12-31,2818800000
2008-01-02,2725200000
2008-01-03,2633400000
2008-01-04,2502000000
2008-01-07,2484000000
2008-01-08,2372400000
2008-01-09,2336400000
2008-01-10,2406600000
2008-01-11,2336400000
2008-01-14,2343600000
2008-01-15,2214000000
2008-01-16,2228400000
2008-01-17,2219400000
2008-01-18,2250000000
2008-01-22,2397600000
2008-01-23,2784600000
2008-01-24,2700000000
2008-01-25,2565000000
2008-01-28,2705400000
2008-01-29,2772000000
2008-01-30,2761200000
2008-01-31,2928600000
2008-02-01,2986200000
2008-02-04,2822400000
2008-02-05,2698200000
2008-02-06,2685600000
2008-02-07,2665800000
2008-02-08,2791800000
2008-02-11,2808000000
2008-02-12,2793600000
2008-02-13,2811600000
2008-02-14,2736000000
2008-02-15,2718000000
2008-02-19,2727000000
2008-02-20,2790000000
2008-02-21,2736000000
2008-02-22,2782800000
2008-02-25,2779200000
2008-02-26,2899800000
2008-02-27,2786400000
2008-02-28,2716200000
2008-02-29,2622600000
2008-03-03,2631600000
2008-03-04,2682000000
2008-03-05,2664000000
2008-03-06,2498400000
2008-03-07,2525400000
2008-03-10,2467800000
2008-03-11,2611800000
2008-03-12,2496600000
2008-03-13,2532600000
2008-03-14,2473200000
2008-03-17,2473200000
2008-03-18,2593800000
2008-03-19,2620800000
2008-03-20,2829600000
2008-03-24,2919617999
2008-03-25,2863800000
2008-03-26,2752200000
2008-03-27,2748600000
2008-03-28,2637000000
2008-03-31,2664660000
2008-04-01,2828420000
2008-04-02,2899620000
2008-04-03,2807060000
2008-04-04,2839100000
2008-04-07,2823080000
2008-04-08,2755440000
2008-04-09,2661100000
2008-04-10,2705600000
2008-04-11,2661100000
2008-04-14,2629060000
2008-04-15,2632620000
2008-04-16,2696700000
2008-04-17,2705600000
2008-04-18,2794600000
2008-04-21,2814180000
2008-04-22,2698480000
2008-04-23,2689580000
2008-04-24,2764340000
2008-04-25,2794600000
2008-04-28,2840880000
2008-04-29,2865800000
2008-04-30,2849780000
2008-05-01,3026000000
2008-05-02,2949460000
2008-05-05,2954800000
2008-05-06,2931660000
2008-05-07,2869360000
2008-05-08,2837320000
2008-05-09,2853340000
2008-05-12,2967260000
2008-05-13,2940560000
2008-05-14,3001080000
2008-05-15,3024219999
2008-05-16,2929880000
2008-05-19,2913860000
2008-05-20,2862239999
2008-05-21,2776800000
2008-05-22,2798160000
2008-05-23,2760780000
2008-05-27,2837320000
2008-05-28,2812400000
2008-05-29,2835540000
2008-05-30,2810620000
2008-06-02,2730520000
2008-06-03,2725180000
2008-06-04,2726960000
2008-06-05,2753660000
2008-06-06,2572100000
2008-06-09,2509800000
2008-06-10,2484880000
2008-06-11,2419020000
2008-06-12,2442160000
2008-06-13,2475980000
2008-06-16,2488440000
2008-06-17,2406560000
2008-06-18,2278400000
2008-06-19,2262380000
2008-06-20,2130660000
2008-06-23,2071920000
2008-06-24,2011400000
2008-06-25,2047000000
2008-06-26,1906380000
2008-06-27,1858320000
2008-06-30,1770534000
2008-07-01,1752864000
2008-07-02,1668048000
2008-07-03,1586766000
2008-07-07,1584999000
2008-07-08,1629174000
2008-07-09,1572630000
2008-07-10,1537289999
2008-07-11,1429503000
2008-07-14,1431270000
2008-07-15,1337619000
2008-07-16,1413600000
2008-07-17,1526688000
2008-07-18,1457775000
2008-07-21,1477212000
2008-07-22,1620339000
2008-07-23,1659213000
2008-07-24,1842981000
2008-07-25,1722825000
2008-07-28,1699853999
2008-07-29,1842981000
2008-07-30,1797039000
2008-07-31,1823544000
2008-08-01,1835913000
2008-08-04,1846514999
2008-08-05,2032050000
2008-08-06,2012613000
2008-08-07,1959603000
2008-08-08,2097428999
2008-08-11,2148672000
2008-08-12,2095662000
2008-08-13,2021448000
2008-08-14,2115099000
2008-08-15,2185779000
2008-08-18,2108031000
2008-08-19,1952535000
2008-08-20,2000244000
2008-08-21,2030283000
2008-08-22,2108031000
2008-08-25,2016147000
2008-08-26,1986108000
2008-08-27,2063856000
2008-08-28,2028516000
2008-08-29,2005545000
2008-09-02,2123934000
2008-09-03,2233488000
2008-09-04,2145138000
2008-09-05,2169876000
2008-09-08,2355411000
2008-09-09,2313003000
2008-09-10,2229954000
2008-09-11,2249391000
2008-09-12,2191080000
2008-09-15,2164575000
2008-09-16,2245857000
2008-09-17,2074458000
2008-09-18,2350110000
2008-09-19,2353644000
2008-09-22,2175177000
2008-09-23,2228187000
2008-09-24,2244090000
2008-09-25,2304168000
2008-09-26,2267061000
2008-09-29,1899525000
2008-09-30,1987232000
2008-10-01,2031432000
2008-10-02,1891759999
2008-10-03,1932424000
2008-10-06,1849328000
2008-10-07,1812200000
2008-10-08,1771536000
2008-10-09,1511640000
2008-10-10,1432080000
2008-10-13,1396720000
2008-10-14,1356056000
2008-10-15,1221688000
2008-10-16,1228760000
2008-10-17,1297712000
2008-10-20,1326000000
2008-10-21,1230528000
2008-10-22,1053728000
2008-10-23,910520000
2008-10-24,783224000
2008-10-27,744328000
2008-10-28,892840000
2008-10-29,1036048000
2008-10-30,1152736000
2008-10-31,1214616000
2008-11-03,1149200000
2008-11-04,1232296000
2008-11-05,1076712000
2008-11-06,1020135999
2008-11-07,1158040000
2008-11-10,1087320000
2008-11-11,1083784000
2008-11-12,1053728000
2008-11-13,1287104000
2008-11-14,1122680000
2008-11-17,1089088000
2008-11-18,1085552000
2008-11-19,1090856000
2008-11-20,1105000000
2008-11-21,1140360000
2008-11-24,1336608000
2008-11-25,1370200000
2008-11-26,1449759999
2008-11-28,1509871999
2008-12-01,1511640000
2008-12-02,1621256000
2008-12-03,1635400000
2008-12-04,1644240000
2008-12-05,1681368000
2008-12-08,1796288000
2008-12-09,1711424000
2008-12-10,1815736000
2008-12-11,1679600000
2008-12-12,1569984000
2008-12-15,1550536000
2008-12-16,1699048000
2008-12-17,1713192000
2008-12-18,1702584000
2008-12-19,1706120000
2008-12-22,1547000000
2008-12-23,1470976000
2008-12-24,1547000000
2008-12-26,1513408000
2008-12-29,1515176000
2008-12-30,1670759999
2008-12-31,1746784000
2009-01-02,1881152000
2009-01-05,1927120000
2009-01-06,1944800000
2009-01-07,1743248000
2009-01-08,1739712000
2009-01-09,1706120000
2009-01-12,1584128000
2009-01-13,1585896000
2009-01-14,1430312000
2009-01-15,1476280000
2009-01-16,1488656000
2009-01-20,1398488000
2009-01-21,1433848000
2009-01-22,1425008000
2009-01-23,1439152000
2009-01-26,1585896000
2009-01-27,1554071999
2009-01-28,1633632000
2009-01-29,1709656000
2009-01-30,1640704000
2009-02-02,1654848000
2009-02-03,1720264000
2009-02-04,1743248000
2009-02-05,1821040000
2009-02-06,2011984000
2009-02-09,2003144000
2009-02-10,1893528000
2009-02-11,1920048000
2009-02-12,1950104000
2009-02-13,1888224000
2009-02-17,1796288000
2009-02-18,1803359999
2009-02-19,1792752000
2009-02-20,1729104000
2009-02-23,1691976000
2009-02-24,1792752000
2009-02-25,1794520000
2009-02-26,1798056000
2009-02-27,1764464000
2009-03-02,1753856000
2009-03-03,1718496000
2009-03-04,1704352000
2009-03-05,1674296000
2009-03-06,1718496000
2009-03-09,1838720000
2009-03-10,1983696000
2009-03-11,2034968000
2009-03-12,2082704000
2009-03-13,2139280000
2009-03-16,2095080000
2009-03-17,2261272000
2009-03-18,2386800000
2009-03-19,2422160000
2009-03-20,2133976000
2009-03-23,2303704000
2009-03-24,2305472000
2009-03-25,2429232000
2009-03-26,2489344000
2009-03-27,2526472000
2009-03-30,2448680000
2009-03-31,2481744000
2009-04-01,2497836000
2009-04-02,2708820000
2009-04-03,2749944000
2009-04-06,2744580000
2009-04-07,2626572000
2009-04-08,2724912000
2009-04-09,2860800000
