,AN
2009-04-13,2898348000
2009-04-14,2800008000
2009-04-15,2810736000
2009-04-16,2916228000
2009-04-17,2975232000
2009-04-20,2805372000
2009-04-21,2682000000
2009-04-22,2748156000
2009-04-23,3028872000
2009-04-24,2894772000
2009-04-27,3030660000
2009-04-28,3123636000
2009-04-29,3193368000
2009-04-30,3166548000
2009-05-01,3116484000
2009-05-04,3139728000
2009-05-05,3109332000
2009-05-06,3087876000
2009-05-07,3025296000
2009-05-08,2973444000
2009-05-11,2903711999
2009-05-12,2846496000
2009-05-13,2692728000
2009-05-14,2764248000
2009-05-15,2855436000
2009-05-18,2800008000
2009-05-19,2887619999
2009-05-20,2751732000
2009-05-21,2698092000
2009-05-22,2723124000
2009-05-26,2907288000
2009-05-27,2803584000
2009-05-28,2782128000
2009-05-29,2839344000
2009-06-01,3037811999
2009-06-02,3150456000
2009-06-03,3105756000
2009-06-04,3107544000
2009-06-05,3118272000
2009-06-08,3189792000
2009-06-09,3179064000
2009-06-10,3227340000
2009-06-11,3205884000
2009-06-12,3141516000
2009-06-15,3057480000
2009-06-16,2907288000
2009-06-17,2946624000
2009-06-18,2996688000
2009-06-19,3050328000
2009-06-22,2962716000
2009-06-23,2878680000
2009-06-24,2869740000
2009-06-25,3032448000
2009-06-26,3080724000
2009-06-29,3137940000
2009-06-30,3090035000
2009-07-01,3164837000
2009-07-02,3006328000
2009-07-06,3018795000
2009-07-07,2911935000
2009-07-08,2997422999
2009-07-09,2974270000
2009-07-10,2943993000
2009-07-13,3086472999
2009-07-14,3129217000
2009-07-15,3212924000
2009-07-16,3223610000
2009-07-17,3246763000
2009-07-20,3328689000
2009-07-21,3351842000
2009-07-22,3364309000
2009-07-23,3488979000
2009-07-24,3563781000
2009-07-27,3517475000
2009-07-28,3503227000
2009-07-29,3597620000
2009-07-30,3674203000
2009-07-31,3683108000
2009-08-03,3684889000
2009-08-04,3505008000
2009-08-05,3472950000
2009-08-06,3467607000
2009-08-07,3558438000
2009-08-10,3417739000
2009-08-11,3394586000
2009-08-12,3437330000
2009-08-13,3431987000
2009-08-14,3293068999
2009-08-17,3334032000
2009-08-18,3366089999
2009-08-19,3421301000
2009-08-20,3401710000
2009-08-21,3403491000
2009-08-24,3296631000
2009-08-25,3485417000
2009-08-26,3515693999
2009-08-27,3513913000
2009-08-28,3496103000
2009-08-31,3380338000
2009-09-01,3209362000
2009-09-02,3161275000
2009-09-03,3186209000
2009-09-04,3147027000
2009-09-08,3252106000
2009-09-09,3262792000
2009-09-10,3287726000
2009-09-11,3180866000
2009-09-14,3171961000
2009-09-15,3280602000
2009-09-16,3277039999
2009-09-17,3170180000
2009-09-18,3191552000
2009-09-21,3193333000
2009-09-22,3237858000
2009-09-23,3163056000
2009-09-24,3120312000
2009-09-25,3145246000
2009-09-28,3171961000
2009-09-29,3204018999
2009-09-30,3070951587
2009-10-01,2955451195
2009-10-02,2929973168
2009-10-05,3011502856
2009-10-06,3048870630
2009-10-07,3064157446
2009-10-08,3072650122
2009-10-09,3055664770
2009-10-12,3099826685
2009-10-13,3106620825
2009-10-14,3317239187
2009-10-15,3363099636
2009-10-16,3344415749
2009-10-19,3522761942
2009-10-20,3492188309
2009-10-21,3492188309
2009-10-22,3595798954
2009-10-23,3487092704
2009-10-26,3403864480
2009-10-27,3189849049
2009-10-28,3072650122
2009-10-29,3072650122
2009-10-30,2928274633
2009-11-02,2982627758
2009-11-03,3070951587
2009-11-04,3091334009
2009-11-05,3060760376
2009-11-06,3152481275
2009-11-09,3245900709
2009-11-10,3186451978
2009-11-11,3184753443
2009-11-12,3118510572
2009-11-13,3104922290
2009-11-16,3179657838
2009-11-17,3157576881
2009-11-18,3137194458
2009-11-19,3062458911
2009-11-20,3019995532
2009-11-23,3014899926
2009-11-24,2963943871
2009-11-25,2994517504
2009-11-27,2962245336
2009-11-30,2997914575
2009-12-01,3006407250
2009-12-02,3009804321
2009-12-03,2989421899
2009-12-04,3067554517
2009-12-07,3069253052
2009-12-08,3069253052
2009-12-09,3065855981
2009-12-10,3084539868
2009-12-11,3116812036
2009-12-14,3127003247
2009-12-15,3059061841
2009-12-16,3084539868
2009-12-17,3130400318
2009-12-18,3210231471
2009-12-21,3279871413
2009-12-22,3320636257
2009-12-23,3339320144
2009-12-24,3376687917
2009-12-28,3313842116
2009-12-29,3286665553
2009-12-30,3269680202
2009-12-31,3252694850
2010-01-04,3273077272
2010-01-05,3324033327
2010-01-06,3451423465
2010-01-07,3512570731
2010-01-08,3514269266
2010-01-11,3473504422
2010-01-12,3397070340
2010-01-13,3381783523
2010-01-14,3317239187
2010-01-15,3257790456
2010-01-19,3284967018
2010-01-20,3259488991
2010-01-21,3171165162
2010-01-22,3118510572
2010-01-25,3160973951
2010-01-26,3150782740
2010-01-27,3115113501
2010-01-28,3062458911
2010-01-29,3057363306
2010-02-01,3099826685
2010-02-02,3150782740
2010-02-03,3138892994
2010-02-04,2989421899
2010-02-05,2987723364
2010-02-08,2991120434
2010-02-09,3050569165
2010-02-10,3096429614
2010-02-11,3004708715
2010-02-12,3009804321
2010-02-16,3076047192
2010-02-17,3135495923
2010-02-18,3142290064
2010-02-19,3128701783
2010-02-22,3118510572
2010-02-23,3060760376
2010-02-24,3079444263
2010-02-25,3052267700
2010-02-26,3014899926
2010-03-01,3091334009
2010-03-02,3059061841
2010-03-03,3070951587
2010-03-04,3125304712
2010-03-05,3186451978
2010-03-08,3210231471
2010-03-09,3218724147
2010-03-10,3228915358
2010-03-11,3191547584
2010-03-12,3149084205
2010-03-15,3108319361
2010-03-16,3133797388
2010-03-17,3137194458
2010-03-18,3106620825
2010-03-19,3152481275
2010-03-22,3213628541
2010-03-23,3347812820
2010-03-24,3257790456
2010-03-25,3232312428
2010-03-26,3227216823
2010-03-29,3230613893
2010-03-30,3222121217
2010-03-31,2927151999
2010-04-01,2940104000
2010-04-05,2920676000
2010-04-06,3019435000
2010-04-07,3019435000
2010-04-08,3000007000
2010-04-09,2972484000
2010-04-12,2974103000
2010-04-13,2959532000
2010-04-14,3171621000
2010-04-15,3166764000
2010-04-16,3089051999
2010-04-19,3105242000
2010-04-20,3171621000
2010-04-21,3362663000
2010-04-22,3327045000
2010-04-23,3409614000
2010-04-26,3416090000
2010-04-27,3330283000
2010-04-28,3284951000
2010-04-29,3323807000
2010-04-30,3270380000
2010-05-03,3322188000
2010-05-04,3283332000
2010-05-05,3239619000
2010-05-06,3127908000
2010-05-07,3080957000
2010-05-10,3260666000
2010-05-11,3304379000
2010-05-12,3377234000
2010-05-13,3246095000
2010-05-14,3150574000
2010-05-17,3150574000
2010-05-18,3074480999
2010-05-19,3093909000
2010-05-20,2978960000
2010-05-21,3121432000
2010-05-24,3051815000
2010-05-25,3102004000
2010-05-26,3084195000
2010-05-27,3246095000
2010-05-28,3242857000
2010-06-01,3179716000
2010-06-02,3315712000
2010-06-03,3451708000
2010-06-04,3377234000
2010-06-07,3221810000
2010-06-08,3305998000
2010-06-09,3304379000
2010-06-10,3409614000
2010-06-11,3453326999
2010-06-14,3466279000
2010-06-15,3529420000
2010-06-16,3458184000
2010-06-17,3393424000
2010-06-18,3429042000
2010-06-21,3346473000
2010-06-22,3271999000
2010-06-23,3305998000
2010-06-24,3204001000
2010-06-25,3242857000
2010-06-28,3228286000
2010-06-29,3161907000
2010-06-30,2885454409
2010-07-01,2879535528
2010-07-02,2796671196
2010-07-06,2707887984
2010-07-07,2804069797
2010-07-08,2844022243
2010-07-09,2866218046
2010-07-12,2855860005
2010-07-13,2919487974
2010-07-14,2932805456
2010-07-15,2959440420
2010-07-16,2957960699
2010-07-19,2966839021
2010-07-20,3202114534
2010-07-21,3147364886
2010-07-22,3335289353
2010-07-23,3424072565
2010-07-26,3601638991
2010-07-27,3588321509
2010-07-28,3538011022
2010-07-29,3600159270
2010-07-30,3614956473
2010-08-02,3646030597
2010-08-03,3508416617
2010-08-04,3629753675
2010-08-05,3632713115
2010-08-06,3614956473
2010-08-09,3677104721
2010-08-10,3554287944
2010-08-11,3441829208
2010-08-12,3419633405
2010-08-13,3356005436
2010-08-16,3373762078
2010-08-17,3458106130
2010-08-18,3524693540
2010-08-19,3465504731
2010-08-20,3465504731
2010-08-23,3437390047
2010-08-24,3475862773
2010-08-25,3477342493
2010-08-26,3400397042
2010-08-27,3438869768
2010-08-30,3341208234
2010-08-31,3338248793
2010-09-01,3434430607
2010-09-02,3533571861
2010-09-03,3631233395
2010-09-07,3539490742
2010-09-08,3536531301
2010-09-09,3469943892
2010-09-10,3455146690
2010-09-13,3477342493
2010-09-14,3483261374
2010-09-15,3487700534
2010-09-16,3441829208
2010-09-17,3453666970
2010-09-20,3505457177
2010-09-21,3441829208
2010-09-22,3421113125
2010-09-23,3403356483
2010-09-24,3506936897
2010-09-27,3437390047
2010-09-28,3435910327
2010-09-29,3415194244
2010-09-30,3466575000
2010-10-01,3517269000
2010-10-04,3505341000
2010-10-05,3517269000
2010-10-06,3459120000
2010-10-07,3481485000
2010-10-08,3469557000
2010-10-11,3420354000
2010-10-12,3408426000
2010-10-13,3439737000
2010-10-14,3484467000
2010-10-15,3539634000
2010-10-18,3561999000
2010-10-19,3505341000
2010-10-20,3554544000
2010-10-21,3536652000
2010-10-22,3551562000
2010-10-25,3608220000
2010-10-26,3660405000
2010-10-27,3697680000
2010-10-28,3421845000
2010-10-29,3462102000
2010-11-01,3506832000
2010-11-02,3548580000
2010-11-03,3723027000
2010-11-04,3830379000
2010-11-05,3933258000
2010-11-08,3957114000
2010-11-09,3918348000
2010-11-10,4001844000
2010-11-11,3970533000
2010-11-12,3936240000
2010-11-15,3930276000
2010-11-16,3837834000
2010-11-17,3870636000
2010-11-18,3860199000
2010-11-19,3895983000
2010-11-22,3885546000
2010-11-23,3873618000
2010-11-24,3925802999
2010-11-26,3882564000
2010-11-29,3881073000
2010-11-30,3895983000
2010-12-01,3949659000
2010-12-02,4012281000
2010-12-03,4009299000
2010-12-06,3975006000
2010-12-07,3924312000
2010-12-08,3916857000
2010-12-09,3927294000
2010-12-10,3951150000
2010-12-13,3975006000
2010-12-14,4015263000
2010-12-15,4025700000
2010-12-16,4086831000
2010-12-17,4052538000
2010-12-20,4086831000
2010-12-21,4121124000
2010-12-22,4174800000
2010-12-23,4189710000
2010-12-27,4185237000
2010-12-28,4177782000
2010-12-29,4231458000
2010-12-30,4243386000
2010-12-31,4204620000
2011-01-03,4246368000
2011-01-04,4180764000
2011-01-05,4203129000
2011-01-06,4104723000
2011-01-07,4139016000
2011-01-10,4226985000
2011-01-11,4201638000
2011-01-12,4216548000
2011-01-13,4210584000
2011-01-14,4232949000
2011-01-18,4204620000
2011-01-19,4253823000
2011-01-20,4297062000
2011-01-21,4288116000
2011-01-24,4350738000
2011-01-25,4390995000
2011-01-26,4417833000
2011-01-27,4438707000
2011-01-28,4279170000
2011-01-31,4280661000
2011-02-01,4346265000
2011-02-02,4212075000
2011-02-03,4689195000
2011-02-04,4598244000
2011-02-07,4721997000
2011-02-08,4860660000
2011-02-09,5005287000
2011-02-10,4930737000
2011-02-11,5063436000
2011-02-14,5014233000
2011-02-15,4957575000
2011-02-16,5199117000
2011-02-17,5088783000
2011-02-18,5127549000
2011-02-22,4994850000
2011-02-23,4805493000
2011-02-24,4844259000
2011-02-25,4996341000
2011-02-28,5015724000
2011-03-01,4845750000
2011-03-02,4896444000
2011-03-03,4918809000
2011-03-04,4872588000
2011-03-07,4820403000
2011-03-08,4970994000
2011-03-09,5002305000
2011-03-10,4912845000
2011-03-11,4991868000
2011-03-14,4927755000
2011-03-15,4953102000
2011-03-16,4903899000
2011-03-17,4945647000
2011-03-18,4963539000
2011-03-21,4948629000
2011-03-22,4923282000
2011-03-23,4975467000
2011-03-24,5076855000
2011-03-25,5146932000
2011-03-28,5111148000
2011-03-29,5169297000
2011-03-30,5324361000
2011-03-31,5213538000
2011-04-01,5250388000
2011-04-04,5098566000
2011-04-05,5132468000
2011-04-06,5191428000
2011-04-07,5271024000
2011-04-08,5136890000
2011-04-11,5004230000
2011-04-12,4867148000
2011-04-13,4864200000
2011-04-14,4769864000
2011-04-15,4856830000
2011-04-18,4818506000
2011-04-19,4830298000
2011-04-20,4936426000
2011-04-21,5018970000
2011-04-25,5086774000
2011-04-26,4865674000
2011-04-27,4917264000
2011-04-28,5029288000
2011-04-29,4998333999
2011-05-02,4952640000
2011-05-03,5021918000
2011-05-04,5069086000
2011-05-05,5089722000
2011-05-06,5046976000
2011-05-09,5021918000
2011-05-10,5052872000
2011-05-11,4973276000
2011-05-12,5049924000
2011-05-13,4960010000
2011-05-16,4917264000
2011-05-17,4915790000
2011-05-18,4967380000
2011-05-19,4983594000
2011-05-20,4877466000
2011-05-23,4899576000
2011-05-24,4929056000
2011-05-25,4986542000
2011-05-26,5048450000
2011-05-27,5092670000
2011-05-31,5173740000
2011-06-01,5086774000
2011-06-02,5021918000
2011-06-03,4961483999
2011-06-06,4877466000
2011-06-07,4980646000
2011-06-08,4903998000
2011-06-09,4993912000
2011-06-10,4912842000
2011-06-13,4591510000
2011-06-14,4731540000
2011-06-15,4641626000
2011-06-16,4668158000
2011-06-17,4880414000
2011-06-20,4968854000
2011-06-21,5102988000
2011-06-22,5169318000
2011-06-23,5110358000
2011-06-24,5076456000
2011-06-27,5192902000
2011-06-28,5368308000
2011-06-29,5371256000
2011-06-30,5178128028
2011-07-01,5224803315
2011-07-05,5250262562
2011-07-06,5349270746
2011-07-07,5557187933
2011-07-08,5547287114
2011-07-11,5459594151
2011-07-12,5517584659
2011-07-13,5523242270
2011-07-14,5476566983
2011-07-15,5541629504
2011-07-18,5567088751
2011-07-19,5470909372
2011-07-20,5462422957
2011-07-21,5493539814
2011-07-22,5527485478
2011-07-25,5571331959
2011-07-26,5653367312
2011-07-27,5510512646
2011-07-28,5325225901
2011-07-29,5319568291
2011-08-01,5254505770
2011-08-02,5059318207
2011-08-03,5113065507
2011-08-04,4816040955
2011-08-05,4947580399
2011-08-08,4626511002
2011-08-09,4845743410
2011-08-10,4623682197
2011-08-11,4874031462
2011-08-12,5035273362
2011-08-15,5063561415
2011-08-16,5019714933
2011-08-17,5046588583
2011-08-18,4857058631
2011-08-19,5052246194
2011-08-22,5137110352
2011-08-23,5470909372
2011-08-24,5511927049
2011-08-25,5419990878
2011-08-26,5516170257
2011-08-29,5789149964
2011-08-30,5776420340
2011-08-31,5711357819
2011-09-01,5709943417
2011-09-02,5554359128
2011-09-06,5530314283
2011-09-07,5714186625
2011-09-08,5610935233
2011-09-09,5434134904
2011-09-12,5395946033
2011-09-13,5517584659
2011-09-14,5603863220
2011-09-15,5352099551
2011-09-16,5272893004
2011-09-19,5289865836
2011-09-20,5156911988
2011-09-21,4985769270
2011-09-22,4674600692
2011-09-23,4659042263
2011-09-26,4903733918
2011-09-27,4816040955
2011-09-28,4770780070
2011-09-29,4671771886
2011-09-30,4451524000
2011-10-03,4283132000
2011-10-04,4512634000
2011-10-05,4629422000
2011-10-06,4742136000
2011-10-07,4698680000
2011-10-10,4930898000
2011-10-11,4956700000
2011-10-12,5092500000
2011-10-13,5085710000
2011-10-14,5125092000
2011-10-17,4997440000
2011-10-18,5087068000
2011-10-19,5036822000
2011-10-20,5153610000
2011-10-21,5313854000
2011-10-24,5539282000
2011-10-25,5402124000
2011-10-26,5411630000
2011-10-27,5440148000
2011-10-28,5380396000
2011-10-31,5288052000
2011-11-01,5123734000
2011-11-02,5146820000
2011-11-03,5051760000
2011-11-04,4943120000
2011-11-07,4890158000
2011-11-08,4786950000
2011-11-09,4594114000
2011-11-10,4541152000
2011-11-11,4626706000
2011-11-14,4549300000
2011-11-15,4637570000
2011-11-16,4485474000
2011-11-17,4478684000
2011-11-18,4549300000
2011-11-21,4571028000
2011-11-22,4729914000
2011-11-23,4625348000
2011-11-25,4625348000
2011-11-28,4784234000
2011-11-29,4793740000
2011-11-30,4903738000
2011-12-01,4887442000
2011-12-02,4913244000
2011-12-05,5013736000
2011-12-06,4921392000
2011-12-07,4922750000
2011-12-08,4849418000
2011-12-09,5011020000
2011-12-12,4994724000
2011-12-13,4860282000
2011-12-14,4853492000
2011-12-15,4887442000
2011-12-16,4857566000
2011-12-19,4687816000
2011-12-20,4876578000
2011-12-21,4996082000
2011-12-22,5013736000
2011-12-23,5040896000
2011-12-27,4967564000
2011-12-28,4981144000
2011-12-29,5076204000
2011-12-30,5006946000
2012-01-03,4651710000
2012-01-04,4333778000
2012-01-05,4436715000
2012-01-06,4357232000
2012-01-09,4404140000
2012-01-10,4474502000
2012-01-11,4475805000
2012-01-12,4481017000
2012-01-13,4443230000
2012-01-17,4466684000
2012-01-18,4603499000
2012-01-19,4632165000
2012-01-20,4587863000
2012-01-23,4675164000
2012-01-24,4723375000
2012-01-25,4735102000
2012-01-26,4797646000
2012-01-27,4755950000
2012-01-30,4739011000
2012-01-31,4659528000
2012-02-01,4725981000
2012-02-02,4676467000
2012-02-03,4823706000
2012-02-06,4839342000
2012-02-07,4844554000
2012-02-08,4802858000
2012-02-09,4798949000
2012-02-10,4705133000
2012-02-13,4677770000
2012-02-14,4580045000
2012-02-15,4501865000
2012-02-16,4512289000
2012-02-17,4560500000
2012-02-21,4551379000
2012-02-22,4474502000
2012-02-23,4494047000
2012-02-24,4432806000
2012-02-27,4477108000
2012-02-28,4491441000
2012-02-29,4440624000
2012-03-01,4441927000
2012-03-02,4471896000
2012-03-05,4410655000
2012-03-06,4336384000
2012-03-07,4402837000
2012-03-08,4494047000
2012-03-09,4448442000
2012-03-12,4406746000
2012-03-13,4451048000
2012-03-14,4510986000
2012-03-15,4540955000
2012-03-16,4526622000
2012-03-19,4563106000
2012-03-20,4580045000
2012-03-21,4608711000
2012-03-22,4587863000
2012-03-23,4603499000
2012-03-26,4663437000
2012-03-27,4615226000
2012-03-28,4533137000
2012-03-29,4497956000
2012-03-30,4470593000
2012-04-02,4232726000
2012-04-03,4241245000
2012-04-04,4204734999
2012-04-05,4163357000
2012-04-09,4100072999
2012-04-10,3960118000
2012-04-11,4042874000
2012-04-12,4057478000
2012-04-13,4012449000
2012-04-16,4040440000
2012-04-17,4134149000
2012-04-18,4107375000
2012-04-19,4062346000
2012-04-20,4106158000
2012-04-23,4089120000
2012-04-24,4086686000
2012-04-25,4044090999
2012-04-26,4184046000
2012-04-27,4199866999
2012-04-30,4208386000
2012-05-01,4281406000
2012-05-02,4252197999
2012-05-03,4286274000
2012-05-04,4252197999
2012-05-07,4260716999
2012-05-08,4186480000
2012-05-09,4253415000
2012-05-10,4264368000
2012-05-11,4261934000
2012-05-14,4241245000
2012-05-15,4235159999
2012-05-16,4249764000
2012-05-17,4159706000
2012-05-18,4184046000
2012-05-21,4263151000
2012-05-22,4327652000
2012-05-23,4355643000
2012-05-24,4366596000
2012-05-25,4414059000
2012-05-29,4455437000
2012-05-30,4371464000
2012-05-31,4383634000
2012-06-01,4259500000
2012-06-04,4298444000
2012-06-05,4326435000
2012-06-06,4490730000
2012-06-07,4446918000
2012-06-08,4529674000
2012-06-11,4425012000
2012-06-12,4487079000
2012-06-13,4398238000
2012-06-14,4455437000
2012-06-15,4490730000
2012-06-18,4512636000
2012-06-19,4561316000
2012-06-20,4500466000
2012-06-21,4375115000
2012-06-22,4365379000
2012-06-25,4176744000
2012-06-26,4184046000
2012-06-27,4201084000
2012-06-28,4192565000
2012-06-29,4293576000
2012-07-02,4455312000
2012-07-03,4580148000
2012-07-05,4725588000
2012-07-06,4715892000
2012-07-09,4749828000
2012-07-10,4817700000
2012-07-11,4757100000
2012-07-12,4778916000
2012-07-13,4828608000
2012-07-16,4814064000
2012-07-17,4960716000
2012-07-18,5144940000
2012-07-19,4942536000
2012-07-20,4809216000
2012-07-23,4792248000
2012-07-24,4757100000
2012-07-25,4747404000
2012-07-26,4747404000
2012-07-27,4862544000
2012-07-30,4831032000
2012-07-31,4778916000
2012-08-01,4628628000
2012-08-02,4646808000
2012-08-03,4706196000
2012-08-06,4679532000
2012-08-07,4746192000
2012-08-08,4789824000
2012-08-09,4794672000
2012-08-10,4797096000
2012-08-13,4776492000
2012-08-14,4797096000
2012-08-15,4791036000
2012-08-16,4833456000
2012-08-17,4832244000
2012-08-20,4817700000
2012-08-21,4808004000
2012-08-22,4832244000
2012-08-23,4826184000
2012-08-24,4911024000
2012-08-27,4932840000
2012-08-28,4904964000
2012-08-29,4895268000
2012-08-30,4883148000
2012-08-31,4872240000
2012-09-04,4988592000
2012-09-05,4986168000
2012-09-06,5095248000
2012-09-07,5068584000
2012-09-10,5035860000
2012-09-11,5024952000
2012-09-12,4980108000
2012-09-13,5073432000
2012-09-14,5111004000
2012-09-17,5120700000
2012-09-18,4966776000
2012-09-19,5083128000
2012-09-20,5034648000
2012-09-21,5205540000
2012-09-24,5176452000
2012-09-25,5218872000
2012-09-26,5243112000
2012-09-27,5257656000
2012-09-28,5292804000
2012-10-01,5257260751
2012-10-02,5384160148
2012-10-03,5450631261
2012-10-04,5600493407
2012-10-05,5623456155
2012-10-08,5792655352
2012-10-09,5797489614
2012-10-10,5627081852
2012-10-11,5593242013
2012-10-12,5642793206
2012-10-15,5687510137
2012-10-16,5751564118
2012-10-17,5792655352
2012-10-18,5844623676
2012-10-19,5855500768
2012-10-22,5790238220
2012-10-23,5789029655
2012-10-24,5805949574
2012-10-25,5530396597
2012-10-26,5391411543
2012-10-31,5366031663
2012-11-01,5347903178
2012-11-02,5264512145
2012-11-05,5257260751
2012-11-06,5254843620
2012-11-07,5067515938
2012-11-08,4962370723
2012-11-09,4939407975
2012-11-12,4901942438
2012-11-13,4933365146
2012-11-14,4778668738
2012-11-15,4868102599
2012-11-16,4964787854
2012-11-19,4991376299
2012-11-20,5008296219
2012-11-21,5005879087
2012-11-23,5085644423
2012-11-26,4813717143
2012-11-27,4771417344
2012-11-28,4822177103
2012-11-29,4701320534
2012-11-30,4706154796
2012-12-03,4668689260
2012-12-04,4756914555
2012-12-05,4758123121
2012-12-06,4777460172
2012-12-07,4802840052
2012-12-10,4776251606
2012-12-11,4790754395
2012-12-12,4726700413
2012-12-13,4675940654
2012-12-14,4643309380
2012-12-17,4750871727
2012-12-18,4776251606
2012-12-19,4755705990
2012-12-20,4760540252
2012-12-21,4701320534
2012-12-24,4702529099
2012-12-26,4674732088
2012-12-27,4736368939
2012-12-28,4703737665
2012-12-31,4816630409
2013-01-02,4803284581
2013-01-03,4923397027
2013-01-04,5123584437
2013-01-07,5055642044
2013-01-08,5110238610
2013-01-09,5126010951
2013-01-10,5179394261
2013-01-11,5223071514
2013-01-14,5254616196
2013-01-15,5287374136
2013-01-16,5295866935
2013-01-17,5367449100
2013-01-18,5357743044
2013-01-22,5341970703
2013-01-23,5339544189
2013-01-24,5339544189
2013-01-25,5355316530
2013-01-28,5442671036
2013-01-29,5443884293
2013-01-30,5429325209
2013-01-31,5884296595
2013-02-01,5772676948
2013-02-04,5749625065
2013-02-05,5883083338
2013-02-06,5829700029
2013-02-07,5843045856
2013-02-08,5896429165
2013-02-11,5843045856
2013-02-12,5760544378
2013-02-13,5688962213
2013-02-14,5688962213
2013-02-15,5584622109
2013-02-19,5499694116
2013-02-20,5420832410
2013-02-21,5371088871
2013-02-22,5403846811
2013-02-25,5229137799
2013-02-26,5206085915
2013-02-27,5341970703
2013-02-28,5310426020
2013-03-01,5271601795
2013-03-04,5367449100
2013-03-05,5459656635
2013-03-06,5474215719
2013-03-07,5431751723
2013-03-08,5422045667
2013-03-11,5380794928
2013-03-12,5339544189
2013-03-13,5382008185
2013-03-14,5328624875
2013-03-15,5355316530
2013-03-18,5320132076
2013-03-19,5269175281
2013-03-20,5349250245
2013-03-21,5293440421
2013-03-22,5287374136
2013-03-25,5292227164
2013-03-26,5327411618
2013-03-27,5318918819
2013-03-28,5307999506
2013-04-01,5273616000
2013-04-02,5352526000
2013-04-03,5076948000
2013-04-04,4999252000
2013-04-05,5024746000
2013-04-08,5136434000
2013-04-09,5092730000
2013-04-10,5239624000
2013-04-11,5409584000
2013-04-12,5362238000
2013-04-15,5226270000
2013-04-16,5314892000
2013-04-17,5157072000
2013-04-18,5256620000
2013-04-19,5319748000
2013-04-22,5336744000
2013-04-23,5314892000
2013-04-24,5398658000
2013-04-25,5449646000
2013-04-26,5415654000
2013-04-29,5456930000
2013-04-30,5524914000
2013-05-01,5481210000
2013-05-02,5511560000
2013-05-03,5539482000
2013-05-06,5499420000
2013-05-07,5585614000
2013-05-08,5586828000
2013-05-09,5453288000
2013-05-10,5569832000
2013-05-13,5562548000
2013-05-14,5601396000
2013-05-15,5625676000
2013-05-16,5505490000
2013-05-17,5584400000
2013-05-20,5594112000
2013-05-21,5598968000
2013-05-22,5653598000
2013-05-23,5628104000
2013-05-24,5618392000
2013-05-28,5721582000
2013-05-29,5708228000
2013-05-30,5605038000
2013-05-31,5624462000
2013-06-03,5611108000
2013-06-04,5714298000
2013-06-05,5612322000
2013-06-06,5637816000
2013-06-07,5683948000
2013-06-10,5600182000
2013-06-11,5378020000
2013-06-12,5252978000
2013-06-13,5325818000
2013-06-14,5350098000
2013-06-17,5339172000
2013-06-18,5424152000
2013-06-19,5356168000
2013-06-20,5204418000
2013-06-21,5217772000
2013-06-24,5147360000
2013-06-25,5184994000
2013-06-26,5183780000
2013-06-27,5267546000
2013-06-28,5267546000
2013-07-01,5460210000
2013-07-02,5414040000
2013-07-03,5500305000
2013-07-05,5606010000
2013-07-08,5640030000
2013-07-09,5667975000
2013-07-10,5637600000
2013-07-11,5648535000
2013-07-12,5589000000
2013-07-15,5636385000
2013-07-16,5551335000
2013-07-17,5524605000
2013-07-18,5465070000
2013-07-19,5435910000
2013-07-22,5587785000
2013-07-23,5612085000
2013-07-24,5593860000
2013-07-25,5580495000
2013-07-26,5562270000
2013-07-29,5573205000
2013-07-30,5632740000
2013-07-31,5819850000
2013-08-01,5985090000
2013-08-02,5988735000
2013-08-05,5935275000
2013-08-06,5874525000
2013-08-07,5900040000
2013-08-08,5892750000
2013-08-09,5885460000
2013-08-12,5829570000
2013-08-13,5838075000
2013-08-14,5813775000
2013-08-15,5648535000
2013-08-16,5546475000
2013-08-19,5528250000
2013-08-20,5666760000
2013-08-21,5661900000
2013-08-22,5641245000
2013-08-23,5640030000
2013-08-26,5626665000
2013-08-27,5506380000
2013-08-28,5512455000
2013-08-29,5681340000
2013-08-30,5678910000
2013-09-03,5740875000
2013-09-04,5771250000
2013-09-05,5904900000
2013-09-06,5986305000
2013-09-09,6251175000
2013-09-10,6494175000
2013-09-11,6454080000
2013-09-12,6449220000
2013-09-13,6445575000
2013-09-16,6342300000
2013-09-17,6395760000
2013-09-18,6474735000
2013-09-19,6573150000
2013-09-20,6478380000
2013-09-23,6424920000
2013-09-24,6499035000
2013-09-25,6404265000
2013-09-26,6350805000
2013-09-27,6404265000
2013-09-30,6308156209
2013-10-01,6332339288
2013-10-02,6328711826
2013-10-03,6219887970
2013-10-04,6160639426
2013-10-07,6090508496
2013-10-08,5869233321
2013-10-09,5901880478
2013-10-10,6009495181
2013-10-11,6045769800
2013-10-14,6040933184
2013-10-15,5961129022
2013-10-16,6034887414
2013-10-17,6005867719
2013-10-18,6067534571
2013-10-21,6038514876
2013-10-22,5968383946
2013-10-23,5872860783
2013-10-24,5974429716
2013-10-25,5944200867
2013-10-28,5899462170
2013-10-29,5952664945
2013-10-30,5803939008
2013-10-31,5831749549
2013-11-01,5851096012
2013-11-04,5920017788
2013-11-05,5840213626
2013-11-06,5756782003
2013-11-07,5672141226
2013-11-08,5692696843
2013-11-11,5816030547
2013-11-12,5823285471
2013-11-13,5984102948
2013-11-14,5972011408
2013-11-15,6028841644
2013-11-18,5893416401
2013-11-19,5877697399
2013-11-20,5884952323
2013-11-21,5942991713
2013-11-22,5929691019
2013-11-25,5947828329
