,FCX
2004-08-23,6313162680
2004-08-24,6270649800
2004-08-25,6401731180
2004-08-26,6472585980
2004-08-27,6593039140
2004-08-30,6603667360
2004-08-31,6667436680
2004-09-01,6688693120
2004-09-02,6692235860
2004-09-03,6617838320
2004-09-07,6685150380
2004-09-08,6624923800
2004-09-09,6699321340
2004-09-10,6713492300
2004-09-13,6610752840
2004-09-14,6706406820
2004-09-15,6575325440
2004-09-16,6635552020
2004-09-17,6593039140
2004-09-20,6617838320
2004-09-21,6872915599
2004-09-22,6918971220
2004-09-23,6890629300
2004-09-24,7050052599
2004-09-27,7149249320
2004-09-28,7432668520
2004-09-29,7060680820
2004-09-30,7241805000
2004-10-01,7170281000
2004-10-04,7206042999
2004-10-05,7195314400
2004-10-06,7331210000
2004-10-07,7349091000
2004-10-08,7510020000
2004-10-11,7356243400
2004-10-12,7166704800
2004-10-13,6508684000
2004-10-14,6512260200
2004-10-15,6605241400
2004-10-18,6455041000
2004-10-19,6240469000
2004-10-20,6422855200
2004-10-21,6501531600
2004-10-22,6387093200
2004-10-25,6576631800
2004-10-26,6623122400
2004-10-27,6633851000
2004-10-28,6269078600
2004-10-29,6476498200
2004-11-01,6397821800
2004-11-02,6258350000
2004-11-03,6469345800
2004-11-04,6812661000
2004-11-05,6891337400
2004-11-08,6773322800
2004-11-09,6998623400
2004-11-10,6794780000
2004-11-11,6948556600
2004-11-12,7220347800
2004-11-15,7088028400
2004-11-16,7055842600
2004-11-17,7159552400
2004-11-18,6973590000
2004-11-19,6995047200
2004-11-22,6966437600
2004-11-23,6905642200
2004-11-24,7070147400
2004-11-26,7256109800
2004-11-29,7266838400
2004-11-30,6998623400
2004-12-01,6934251800
2004-12-02,6687494000
2004-12-03,6687494000
2004-12-06,6615970000
2004-12-07,6469345800
2004-12-08,6437160000
2004-12-09,6569479400
2004-12-10,6548022200
2004-12-13,6716103600
2004-12-14,6680341600
2004-12-15,6755441800
2004-12-16,6662460600
2004-12-17,6726832200
2004-12-20,6669612999
2004-12-21,6819813400
2004-12-22,6787627600
2004-12-23,6759017999
2004-12-27,6787627600
2004-12-28,6812661000
2004-12-29,6859151600
2004-12-30,6830542000
2004-12-31,6853610400
2005-01-03,6674290400
2005-01-04,6408896800
2005-01-05,6337168800
2005-01-06,6326409600
2005-01-07,6387378400
2005-01-10,6351514400
2005-01-11,6376619200
2005-01-12,6419655999
2005-01-13,6502143200
2005-01-14,6566698400
2005-01-18,6850024000
2005-01-19,6663531199
2005-01-20,6595389600
2005-01-21,6695808800
2005-01-24,6699395200
2005-01-25,6602562400
2005-01-26,6688635999
2005-01-27,6645599200
2005-01-28,6448347200
2005-01-31,6602562400
2005-02-01,6649185600
2005-02-02,6753191199
2005-02-03,6699395200
2005-02-04,6659944800
2005-02-07,6584630400
2005-02-08,6502143200
2005-02-09,6437588000
2005-02-10,6656358400
2005-02-11,6828505600
2005-02-14,6846437600
2005-02-15,6839264800
2005-02-16,7025757600
2005-02-17,7119004000
2005-02-18,7122590400
2005-02-22,7119004000
2005-02-23,7140522400
2005-02-24,7255287200
2005-02-25,7370052000
2005-02-28,7499162400
2005-03-01,7402329600
2005-03-02,7491989600
2005-03-03,7427434400
2005-03-04,7843456800
2005-03-07,7692828000
2005-03-08,7710760000
2005-03-09,7603168000
2005-03-10,7337774400
2005-03-11,7323428800
2005-03-14,7348533599
2005-03-15,7420261600
2005-03-16,7323428800
2005-03-17,7438193599
2005-03-18,7387984000
2005-03-21,7230182400
2005-03-22,7187145600
2005-03-23,6975548000
2005-03-24,6943270400
2005-03-28,6928924800
2005-03-29,6789055200
2005-03-30,6964788800
2005-03-31,7065196880
2005-04-01,7132960000
2005-04-04,6983167839
2005-04-05,6940370080
2005-04-06,6947503040
2005-04-07,6940370080
2005-04-08,6854774560
2005-04-11,6804843839
2005-04-12,6865474000
2005-04-13,6508826000
2005-04-14,6209241680
2005-04-15,6095114320
2005-04-18,6277004800
2005-04-19,6455328800
2005-04-20,6419664000
2005-04-21,6437496400
2005-04-22,6462461760
2005-04-25,6633652800
2005-04-26,6437496400
2005-04-27,6216374640
2005-04-28,6059449519
2005-04-29,6180709839
2005-05-02,6202108720
2005-05-03,6312669600
2005-05-04,6426796960
2005-05-05,6469594720
2005-05-06,6466028240
2005-05-09,6469594720
2005-05-10,6337634960
2005-05-11,6287704240
2005-05-12,5898957920
2005-05-13,5717067440
2005-05-16,5720633920
2005-05-17,5973854000
2005-05-18,6137912080
2005-05-19,6120079680
2005-05-20,6020218240
2005-05-23,6045183600
2005-05-24,6170010400
2005-05-25,6173576880
2005-05-26,6230640560
2005-05-27,6337634960
2005-05-31,6294837199
2005-06-01,6433929920
2005-06-02,6466028240
2005-06-03,6565889680
2005-06-06,6451762320
2005-06-07,6351900880
2005-06-08,6234207040
2005-06-09,6237773519
2005-06-10,6369733280
2005-06-13,6419664000
2005-06-14,6312669600
2005-06-15,6540924320
2005-06-16,6776312000
2005-06-17,6872606960
2005-06-20,6694282960
2005-06-21,6651485199
2005-06-22,6583722080
2005-06-23,6469594720
2005-06-24,6540924320
2005-06-27,6551623760
2005-06-28,6622953360
2005-06-29,6758479600
2005-06-30,6660388800
2005-07-01,6745778400
2005-07-05,6756452099
2005-07-06,6824052200
2005-07-07,6799146900
2005-07-08,6905883900
2005-07-11,7012620900
2005-07-12,6973484000
2005-07-13,6998389300
2005-07-14,6888094400
2005-07-15,6866747000
2005-07-18,6873862800
2005-07-19,6895210200
2005-07-20,7051757800
2005-07-21,7130031600
2005-07-22,7169168499
2005-07-25,7179842200
2005-07-26,7023294599
2005-07-27,7058873600
2005-07-28,7115800000
2005-07-29,7165610600
2005-08-01,7211863300
2005-08-02,7322158199
2005-08-03,7432453100
2005-08-04,7432453100
2005-08-05,7297252900
2005-08-08,7293695000
2005-08-09,7279463400
2005-08-10,7457358400
2005-08-11,7674390300
2005-08-12,7713527200
2005-08-15,7702853499
2005-08-16,7567653300
2005-08-17,7251000200
2005-08-18,7261673900
2005-08-19,7315042400
2005-08-22,7371968800
2005-08-23,7258115999
2005-08-24,7090894700
2005-08-25,7158494800
2005-08-26,7090894700
2005-08-29,7258115999
2005-08-30,7322158199
2005-08-31,7503611100
2005-09-01,7706411400
2005-09-02,7645927099
2005-09-06,7645927099
2005-09-07,7596116500
2005-09-08,7631695500
2005-09-09,7781127300
2005-09-12,7877190600
2005-09-13,7535632200
2005-09-14,7642369200
2005-09-15,7645927099
2005-09-16,7791800999
2005-09-19,7909211700
2005-09-20,7887864300
2005-09-21,8055085600
2005-09-22,8008832900
2005-09-23,8140475200
2005-09-26,8371738700
2005-09-27,8364622900
2005-09-28,8595886400
2005-09-29,8713297100
2005-09-30,9017292600
2005-10-03,8946787020
2005-10-04,8720427000
2005-10-05,8364188280
2005-10-06,8468091240
2005-10-07,8724137820
2005-10-10,8668475520
2005-10-11,8854016520
2005-10-12,8531175179
2005-10-13,8512621080
2005-10-14,8560861740
2005-10-17,8894835540
2005-10-18,8609102400
2005-10-19,8705583720
2005-10-20,8353055820
2005-10-21,8571994200
2005-10-24,8931943740
2005-10-25,8998738500
2005-10-26,9021003420
2005-10-27,8872570620
2005-10-28,9158303760
2005-10-31,9169436220
2005-11-01,9277050000
2005-11-02,9455169360
2005-11-03,9499699200
2005-11-04,9329001480
2005-11-07,9254785080
2005-11-08,9243652620
2005-11-09,9310447380
2005-11-10,9288182460
2005-11-11,9458880180
2005-11-14,9388374600
2005-11-15,9247363440
2005-11-16,9611023800
2005-11-17,9633288720
2005-11-18,9533096580
2005-11-21,9655553640
2005-11-22,9748324140
2005-11-23,9599891340
2005-11-25,9878202840
2005-11-28,9729770040
2005-11-29,9659264460
2005-11-30,9670396920
2005-12-01,10082297940
2005-12-02,9963551700
2005-12-05,10100852040
2005-12-06,10201044180
2005-12-07,10163935980
2005-12-08,10271549760
2005-12-09,10215887460
2005-12-12,10130538600
2005-12-13,10204755000
2005-12-14,9859648740
2005-12-15,9919021860
2005-12-16,9982105800
2005-12-19,9833673000
2005-12-20,9744613320
2005-12-21,9978394980
2005-12-22,10230730740
2005-12-23,10227019920
2005-12-27,9926443500
2005-12-28,10182490080
2005-12-29,10230730740
2005-12-30,9982105800
2006-01-03,10612592000
2006-01-04,11228904000
2006-01-05,10860620000
2006-01-06,11093616000
2006-01-09,11010940000
2006-01-10,11450626000
2006-01-11,11334128000
2006-01-12,11112406000
2006-01-13,11416804000
2006-01-17,11608462000
2006-01-18,11018456000
2006-01-19,11071068000
2006-01-20,10781702000
2006-01-23,10954570000
2006-01-24,11315338000
2006-01-25,11364192000
2006-01-26,11612220000
2006-01-27,11833942000
2006-01-30,11894070000
2006-01-31,12074454000
2006-02-01,12085727999
2006-02-02,11732476000
2006-02-03,11585914000
2006-02-06,11762540000
2006-02-07,10901958000
2006-02-08,10759154000
2006-02-09,10680236000
2006-02-10,9755768000
2006-02-13,9575384000
2006-02-14,9860992000
2006-02-15,9447612000
2006-02-16,9823412000
2006-02-17,9951184000
2006-02-21,10225518000
2006-02-22,10342016000
2006-02-23,9703156000
2006-02-24,9936152000
2006-02-27,9669334000
2006-02-28,9515256000
2006-03-01,9774558000
2006-03-02,10093988000
2006-03-03,10063924000
2006-03-06,9748252000
2006-03-07,9436338000
2006-03-08,9113150000
2006-03-09,9086844000
2006-03-10,9417548000
2006-03-13,9353662000
2006-03-14,9755768000
2006-03-15,10015070000
2006-03-16,9909846000
2006-03-17,10000038000
2006-03-20,9891056000
2006-03-21,9582900000
2006-03-22,9710672000
2006-03-23,9917362000
2006-03-24,10090230000
2006-03-27,10559980000
2006-03-28,10653930000
2006-03-29,11217630000
2006-03-30,11488206000
2006-03-31,11238640000
2006-04-03,11558240000
2006-04-04,11693600000
2006-04-05,12050799999
2006-04-06,12092159999
2006-04-07,11468000000
2006-04-10,11671040000
2006-04-11,11584560000
2006-04-12,11776320000
2006-04-13,11949280000
2006-04-17,12257600000
2006-04-18,13081040000
2006-04-19,13554799999
2006-04-20,12723840000
2006-04-21,12502000000
2006-04-24,12389200000
2006-04-25,12554640000
2006-04-26,12329040000
2006-04-27,11896640000
2006-04-28,12141040000
2006-05-01,12291440000
2006-05-02,12174880000
2006-05-03,11870320000
2006-05-04,12445600000
2006-05-05,12498240000
2006-05-08,12524560000
2006-05-09,13062240000
2006-05-10,13126159999
2006-05-11,12825360000
2006-05-12,12298960000
2006-05-15,11562000000
2006-05-16,11400320000
2006-05-17,10704720000
2006-05-18,10332480000
2006-05-19,10294880000
2006-05-22,10204640000
2006-05-23,10441520000
2006-05-24,9979040000
2006-05-25,10528000000
2006-05-26,10659600000
2006-05-30,10246000000
2006-05-31,10528000000
2006-06-01,10464080000
2006-06-02,10667120000
2006-06-05,9760960000
2006-06-06,9930160000
2006-06-07,9636880000
2006-06-08,9384960000
2006-06-09,9219520000
2006-06-12,8922480000
2006-06-13,8226880000
2006-06-14,8591600000
2006-06-15,9219520000
2006-06-16,9080400000
2006-06-19,8832240000
2006-06-20,8918720000
2006-06-21,9257120000
2006-06-22,9249600000
2006-06-23,9362400000
2006-06-26,9550400000
2006-06-27,9362400000
2006-06-28,9426320000
2006-06-29,10388880000
2006-06-30,10529800000
2006-07-03,11122600000
2006-07-05,10773000000
2006-07-06,10936400000
2006-07-07,10666600000
2006-07-10,10761600000
2006-07-11,10811000000
2006-07-12,10666600000
2006-07-13,10104200000
2006-07-14,10336000000
2006-07-17,9800200000
2006-07-18,9849600000
2006-07-19,10328400000
2006-07-20,9731800000
2006-07-21,9595000000
2006-07-24,9690000000
2006-07-25,9899000000
2006-07-26,9929400000
2006-07-27,9777400000
2006-07-28,10051000000
2006-07-31,10366400000
2006-08-01,10476600000
2006-08-02,10700800000
2006-08-03,10598200000
2006-08-04,10476600000
2006-08-07,10640000000
2006-08-08,10336000000
2006-08-09,10355000000
2006-08-10,10305600000
2006-08-11,10165000000
2006-08-14,10092800000
2006-08-15,10294200000
2006-08-16,10396800000
2006-08-17,10180200000
2006-08-18,10370200000
2006-08-21,10856600000
2006-08-22,10811000000
2006-08-23,10769200000
2006-08-24,10761600000
2006-08-25,10906000000
2006-08-28,10754000000
2006-08-29,10833800000
2006-08-30,10845200000
2006-08-31,11061800000
2006-09-01,11278400000
2006-09-05,11704000000
2006-09-06,11468400000
2006-09-07,11270800000
2006-09-08,11080800000
2006-09-11,10252400000
2006-09-12,10146000000
2006-09-13,10328400000
2006-09-14,9880000000
2006-09-15,9899000000
2006-09-18,10153600000
2006-09-19,9739400000
2006-09-20,9640600000
2006-09-21,9807800000
2006-09-22,9648200000
2006-09-25,9773600000
2006-09-26,10165000000
2006-09-27,10298000000
2006-09-28,10165000000
2006-09-29,10119400000
2006-10-02,11594464000
2006-10-03,10731600000
2006-10-04,10631872000
2006-10-05,11195552000
2006-10-06,11442704000
2006-10-09,11655168000
2006-10-10,11793920000
2006-10-11,11611808000
2006-10-12,11924000000
2006-10-13,12249200000
2006-10-16,12574400000
2006-10-17,12574400000
2006-10-18,12231856000
2006-10-19,12600416000
2006-10-20,12249200000
2006-10-23,12695808000
2006-10-24,12968976000
2006-10-25,12960304000
2006-10-26,12877920000
2006-10-27,12804208000
2006-10-30,12834560000
2006-10-31,13112064000
2006-11-01,12942960000
2006-11-02,13064368000
2006-11-03,13255152000
2006-11-06,13298512000
2006-11-07,13168432000
2006-11-08,12804208000
2006-11-09,13190112000
2006-11-10,12752176000
2006-11-13,12557056000
2006-11-14,12357600000
2006-11-15,12479008000
2006-11-16,12175488000
2006-11-17,12444320000
2006-11-20,12062752000
2006-11-21,12665456000
2006-11-22,13398240000
2006-11-24,13411248000
2006-11-27,13324528000
2006-11-28,13181440000
2006-11-29,13363552000
2006-11-30,13632384000
2006-12-01,13333200000
2006-12-04,13207456000
2006-12-05,13385232000
2006-12-06,13441600000
2006-12-07,13424256000
2006-12-08,13402576000
2006-12-11,13302848000
2006-12-12,12886592000
2006-12-13,12756512000
2006-12-14,12951632000
2006-12-15,13025344000
2006-12-18,12739168000
2006-12-19,13034016000
2006-12-20,12656784000
2006-12-21,11893648000
2006-12-22,11672512000
2006-12-26,11824272000
2006-12-27,12171152000
2006-12-28,12132128000
2006-12-29,12084432000
2007-01-03,10958500000
2007-01-04,11058320000
2007-01-05,11171160000
2007-01-08,11340420000
2007-01-09,11262300000
2007-01-10,11544400000
2007-01-11,11670260000
2007-01-12,11935000000
2007-01-16,11587800000
2007-01-17,11609500000
2007-01-18,11409860000
2007-01-19,11709320000
2007-01-22,11448920000
2007-01-23,11930660000
2007-01-24,12225780000
2007-01-25,12668460000
2007-01-26,12694500000
2007-01-29,11956700000
2007-01-30,12260500000
2007-01-31,12477500000
2007-02-01,12321260000
2007-02-02,11987080000
2007-02-05,11839520000
2007-02-06,11809140000
2007-02-07,11709320000
2007-02-08,11592140000
2007-02-09,11639880000
2007-02-12,11557420000
2007-02-13,12195400000
2007-02-14,12290880000
2007-02-15,12551280000
2007-02-16,12490520000
2007-02-20,12260500000
2007-02-21,12690160000
2007-02-22,12924520000
2007-02-23,13002640000
2007-02-26,13436640000
2007-02-27,12099920000
2007-02-28,12460140000
2007-03-01,12199740000
2007-03-02,11856880000
2007-03-05,11522700000
2007-03-06,12030480000
2007-03-07,12195400000
2007-03-08,12507880000
2007-03-09,12312580000
2007-03-12,12572980000
2007-03-13,12156340000
2007-03-14,12234460000
2007-03-15,13054720000
2007-03-16,13176240000
2007-03-19,13549480000
2007-03-20,13532120000
2007-03-21,13579860000
2007-03-22,13436640000
2007-03-23,13519100000
2007-03-26,14039900000
2007-03-27,14044240000
2007-03-28,13935740000
2007-03-29,14183120000
2007-03-30,14365400000
2007-04-02,25427939999
2007-04-03,25679400000
2007-04-04,25755599999
2007-04-05,25747980000
2007-04-09,26281380000
2007-04-10,26845259999
2007-04-11,26639520000
2007-04-12,26616660000
2007-04-13,27119580000
2007-04-16,27096720000
2007-04-17,27180540000
2007-04-18,26723340000
2007-04-19,26342340000
2007-04-20,26670000000
2007-04-23,26807160000
2007-04-24,26426160000
2007-04-25,26670000000
2007-04-26,26083259999
2007-04-27,25908000000
2007-04-30,25587960000
2007-05-01,25664160000
2007-05-02,26167080000
2007-05-03,26936700000
2007-05-04,27294840000
2007-05-07,27485340000
2007-05-08,27256740000
2007-05-09,27813000000
2007-05-10,27066240000
2007-05-11,27782520000
2007-05-14,27310080000
2007-05-15,27424380000
2007-05-16,27157680000
2007-05-17,27028140000
2007-05-18,27104340000
2007-05-21,27576780000
2007-05-22,27188160000
2007-05-23,28102560000
2007-05-24,27538680000
2007-05-25,28430220000
2007-05-29,28895040000
2007-05-30,29634180000
2007-05-31,29984700000
2007-06-01,30289500000
2007-06-04,30213300000
2007-06-05,29786580000
2007-06-06,29009340000
2007-06-07,28399740000
2007-06-08,29024580000
2007-06-11,29504640000
2007-06-12,30091380000
2007-06-13,31150560000
2007-06-14,31866840000
2007-06-15,32164020000
2007-06-18,31821120000
2007-06-19,31569660000
2007-06-20,30982919999
2007-06-21,31737300000
2007-06-22,31569660000
2007-06-25,30960060000
2007-06-26,29847540000
2007-06-27,31272480000
2007-06-28,31363919999
2007-06-29,31554419999
2007-07-02,32347760000
2007-07-03,32508199999
2007-07-05,32722120000
2007-07-06,33776440000
2007-07-09,33959800000
2007-07-10,33852840000
2007-07-11,34762000000
2007-07-12,36121920000
2007-07-13,35999680000
2007-07-16,35503080000
2007-07-17,35105800000
2007-07-18,35564200000
2007-07-19,37306120000
2007-07-20,37833280000
2007-07-23,37818000000
2007-07-24,36290000000
2007-07-25,35946200000
2007-07-26,34280679999
2007-07-27,34364720000
2007-07-30,35823960000
2007-07-31,35900360000
2007-08-01,34288320000
2007-08-02,34593920000
2007-08-03,32905480000
2007-08-06,32653360000
2007-08-07,33531960000
2007-08-08,34655040000
2007-08-09,32798520000
2007-08-10,33027719999
2007-08-13,33539600000
2007-08-14,31843520000
2007-08-15,29750160000
2007-08-16,27916560000
2007-08-17,29375800000
2007-08-20,30544719999
2007-08-21,31048960000
2007-08-22,32699199999
2007-08-23,32179679999
2007-08-24,33287480000
2007-08-27,32745040000
2007-08-28,31339280000
2007-08-29,32508199999
2007-08-30,32470000000
2007-08-31,33394440000
2007-09-04,34784920000
2007-09-05,34173719999
2007-09-06,35029400000
2007-09-07,34448760000
2007-09-10,34028560000
2007-09-11,35136360000
2007-09-12,34953000000
2007-09-13,36710200000
2007-09-14,37321400000
2007-09-17,37084560000
2007-09-18,39460600000
2007-09-19,40301000000
2007-09-20,41095560000
2007-09-21,41515760000
2007-09-24,41149040000
2007-09-25,40194040000
2007-09-26,39697440000
2007-09-27,40797600000
2007-09-28,40071800000
2007-10-01,42581940000
2007-10-02,41800620000
2007-10-03,41172500000
2007-10-04,41463580000
2007-10-05,42382780000
2007-10-08,41417620000
2007-10-09,43301980000
2007-10-10,44964200000
2007-10-11,43455180000
2007-10-12,44588860000
2007-10-15,43623700000
2007-10-16,42490020000
2007-10-17,42375120000
2007-10-18,43570080000
2007-10-19,42030420000
2007-10-22,40881420000
2007-10-23,42566620000
2007-10-24,42834720000
2007-10-25,43217720000
2007-10-26,44757380000
2007-10-29,45140380000
2007-10-30,43662000000
2007-10-31,45071440000
2007-11-01,42918980000
2007-11-02,43202400000
2007-11-05,42198940000
2007-11-06,43470500000
2007-11-07,41402300000
2007-11-08,42742800000
2007-11-09,41984460000
2007-11-12,38016580000
2007-11-13,38828540000
2007-11-14,39832000000
2007-11-15,38215740000
2007-11-16,38315320000
2007-11-19,35427500000
2007-11-20,35182380000
2007-11-21,34492980000
2007-11-23,35680280000
2007-11-26,34201900000
2007-11-27,34194240000
2007-11-28,35971360000
2007-11-29,37013120000
2007-11-30,37886360000
2007-12-03,37097380000
2007-12-04,37296540000
2007-12-05,38912800000
2007-12-06,40176700000
2007-12-07,41402300000
2007-12-10,41432940000
2007-12-11,39341760000
2007-12-12,40552040000
2007-12-13,39471980000
2007-12-14,39111960000
2007-12-17,36354360000
2007-12-18,37105040000
2007-12-19,37671880000
2007-12-20,38652360000
2007-12-21,39418360000
2007-12-24,39740080000
2007-12-26,40850780000
2007-12-27,39801360000
2007-12-28,40046480000
2007-12-31,39234520000
2008-01-02,39556240000
2008-01-03,39877960000
2008-01-04,38192760000
2008-01-07,36561180000
2008-01-08,36691400000
2008-01-09,37097380000
2008-01-10,37066740000
2008-01-11,36047960000
2008-01-14,37579960000
2008-01-15,36323720000
2008-01-16,33949120000
2008-01-17,31214500000
2008-01-18,32225620000
2008-01-22,31222160000
2008-01-23,29605900000
2008-01-24,31949860000
2008-01-25,32256260000
2008-01-28,32669900000
2008-01-29,33037580000
2008-01-30,33236740000
2008-01-31,34018059999
2008-02-01,35274300000
2008-02-04,34921940000
2008-02-05,32907360000
2008-02-06,32547340000
2008-02-07,33343980000
2008-02-08,34807040000
2008-02-11,35802840000
2008-02-12,35519420000
2008-02-13,36063280000
2008-02-14,35350900000
2008-02-15,35687940000
2008-02-19,37511020000
2008-02-20,38047220000
2008-02-21,38254040000
2008-02-22,38054880000
2008-02-25,38514480000
2008-02-26,38422560000
2008-02-27,39686460000
2008-02-28,40820140000
2008-02-29,38629380000
2008-03-03,39625180000
2008-03-04,37886360000
2008-03-05,39862640000
2008-03-06,39962220000
2008-03-07,38254040000
2008-03-10,35994340000
2008-03-11,38866840000
2008-03-12,39020040000
2008-03-13,39602200000
2008-03-14,38920460000
2008-03-17,36239460000
2008-03-18,37802100000
2008-03-19,33550799999
2008-03-20,33351640000
2008-03-24,33995080000
2008-03-25,35396860000
2008-03-26,37319520000
2008-03-27,37426760000
2008-03-28,36997800000
2008-03-31,36948480000
2008-04-01,37493760000
2008-04-02,38300160000
2008-04-03,39820800000
2008-04-04,41356800000
2008-04-07,41095680000
2008-04-08,41379840000
2008-04-09,42170880000
2008-04-10,42101760000
2008-04-11,40788480000
2008-04-14,40473600000
2008-04-15,40512000000
2008-04-16,43476480000
2008-04-17,43261440000
2008-04-18,43737600000
2008-04-21,44213760000
2008-04-22,45557760000
2008-04-23,44574720000
2008-04-24,43246080000
2008-04-25,44920320000
2008-04-28,44467200000
2008-04-29,42516480000
2008-04-30,43683840000
2008-05-01,41456640000
2008-05-02,42332160000
2008-05-05,44544000000
2008-05-06,45050880000
2008-05-07,43914240000
2008-05-08,45342720000
2008-05-09,43860480000
2008-05-12,44029440000
2008-05-13,45066240000
2008-05-14,44244480000
2008-05-15,45857280000
2008-05-16,47685120000
2008-05-19,47938560000
2008-05-20,48330240000
2008-05-21,46302720000
2008-05-22,45734400000
2008-05-23,45004800000
2008-05-27,45173760000
2008-05-28,45964800000
2008-05-29,43461120000
2008-05-30,44436480000
2008-06-02,44382720000
2008-06-03,43852800000
2008-06-04,42839040000
2008-06-05,44951040000
2008-06-06,44459520000
2008-06-09,45411840000
2008-06-10,45857280000
2008-06-11,46118400000
2008-06-12,45112320000
2008-06-13,47347200000
2008-06-16,47869440000
2008-06-17,46955520000
2008-06-18,46917120000
2008-06-19,46295040000
2008-06-20,44943360000
2008-06-23,45527040000
2008-06-24,44436480000
2008-06-25,45104640000
2008-06-26,44413440000
2008-06-27,44666880000
2008-06-30,44770400000
2008-07-01,44143920000
2008-07-02,41095560000
2008-07-03,41500480000
2008-07-07,41867200000
2008-07-08,40194040000
2008-07-09,39636320000
2008-07-10,40568400000
2008-07-11,41156680000
2008-07-14,41913040000
2008-07-15,40102360000
2008-07-16,38742440000
2008-07-17,37993720000
2008-07-18,39437680000
2008-07-21,40874000000
2008-07-22,38406280000
2008-07-23,37718680000
2008-07-24,36129560000
2008-07-25,36771320000
2008-07-28,36511560000
2008-07-29,36534480000
2008-07-30,38734800000
2008-07-31,36962320000
2008-08-01,34884240000
2008-08-04,30697520000
2008-08-05,30178000000
2008-08-06,33493760000
2008-08-07,33333320000
2008-08-08,32668640000
2008-08-11,31438600000
2008-08-12,31965760000
2008-08-13,33807000000
2008-08-14,33172880000
2008-08-15,32240800000
2008-08-18,31835880000
2008-08-19,32355400000
2008-08-20,34800200000
2008-08-21,35778120000
2008-08-22,34609200000
2008-08-25,33547239999
2008-08-26,33822280000
2008-08-27,34800200000
2008-08-28,34624480000
2008-08-29,34120239999
2008-09-02,31728920000
2008-09-03,30697520000
2008-09-04,28619440000
2008-09-05,28237440000
2008-09-08,27526920000
2008-09-09,24891120000
2008-09-10,26426760000
2008-09-11,26075320000
2008-09-12,28222160000
2008-09-15,25150880000
2008-09-16,25311320000
2008-09-17,24990440000
2008-09-18,25586360000
2008-09-19,28084640000
2008-09-22,27633880000
2008-09-23,26549000000
2008-09-24,25403000000
2008-09-25,26128800000
2008-09-26,24379240000
2008-09-29,20330040000
2008-09-30,22744000000
2008-10-01,21184000000
2008-10-02,18240000000
2008-10-03,17944000000
2008-10-06,17488000000
2008-10-07,15480000000
2008-10-08,17040000000
2008-10-09,15360000000
2008-10-10,14544000000
2008-10-13,18152000000
2008-10-14,16376000000
2008-10-15,13247999999
2008-10-16,13360000000
2008-10-17,13168000000
2008-10-20,14688000000
2008-10-21,13096000000
2008-10-22,10768000000
2008-10-23,10512000000
2008-10-24,9944000000
2008-10-27,9504000000
2008-10-28,10720000000
2008-10-29,11296000000
2008-10-30,12008000000
2008-10-31,11624000000
2008-11-03,11536000000
2008-11-04,13176000000
2008-11-05,12024000000
2008-11-06,10752000000
2008-11-07,10832000000
2008-11-10,10984000000
2008-11-11,9912000000
2008-11-12,8912000000
2008-11-13,10400000000
2008-11-14,9736000000
2008-11-17,9256000000
2008-11-18,8672000000
2008-11-19,8095999999
2008-11-20,7040000000
2008-11-21,7728000000
2008-11-24,8768000000
2008-11-25,9224000000
2008-11-26,10136000000
2008-11-28,9600000000
2008-12-01,8368000000
2008-12-02,8728000000
2008-12-03,7223999999
2008-12-04,7000000000
2008-12-05,6720000000
2008-12-08,8000000000
2008-12-09,7895999999
2008-12-10,9160000000
2008-12-11,9136000000
2008-12-12,8912000000
2008-12-15,9000000000
2008-12-16,9960000000
2008-12-17,10400000000
2008-12-18,9328000000
2008-12-19,9336000000
2008-12-22,8528000000
2008-12-23,8696000000
2008-12-24,8632000000
2008-12-26,9032000000
2008-12-29,9256000000
2008-12-30,9496000000
2008-12-31,9776000000
2009-01-02,10696000000
2009-01-05,11288000000
2009-01-06,12328000000
2009-01-07,11200000000
2009-01-08,11704000000
2009-01-09,11504000000
2009-01-12,10176000000
2009-01-13,10320000000
2009-01-14,9216000000
2009-01-15,9480000000
2009-01-16,9760000000
2009-01-20,8856000000
2009-01-21,9400000000
2009-01-22,9024000000
2009-01-23,9128000000
2009-01-26,9976000000
2009-01-27,10256000000
2009-01-28,11232000000
2009-01-29,10672000000
2009-01-30,10056000000
2009-02-02,9840000000
2009-02-03,10072000000
2009-02-04,10912000000
2009-02-05,11344000000
2009-02-06,11928000000
2009-02-09,11728000000
2009-02-10,10912000000
2009-02-11,11168000000
2009-02-12,11760000000
2009-02-13,12200000000
2009-02-17,10848000000
2009-02-18,11376000000
2009-02-19,11312000000
2009-02-20,11512000000
2009-02-23,10536000000
2009-02-24,11200000000
2009-02-25,11728000000
2009-02-26,12040000000
2009-02-27,12168000000
2009-03-02,10600000000
2009-03-03,11368000000
2009-03-04,12888000000
2009-03-05,12656000000
2009-03-06,13552000000
2009-03-09,12928000000
2009-03-10,13672000000
2009-03-11,14224000000
2009-03-12,14704000000
2009-03-13,14816000000
2009-03-16,14904000000
2009-03-17,14768000000
2009-03-18,15144000000
2009-03-19,16016000000
2009-03-20,15600000000
2009-03-23,16752000000
2009-03-24,16344000000
2009-03-25,16263999999
2009-03-26,17224000000
2009-03-27,16847999999
2009-03-30,15416000000
2009-03-31,15705439999
2009-04-01,16364640000
2009-04-02,17130960000
2009-04-03,17584160000
2009-04-06,17205120000
2009-04-07,17040320000
2009-04-08,16735439999
