,FCX
2009-04-09,18169200000
2009-04-13,18787200000
2009-04-14,18235120000
2009-04-15,18457600000
2009-04-16,18020880000
2009-04-17,17880800000
2009-04-20,16117439999
2009-04-21,16776640000
2009-04-22,16669520000
2009-04-23,16133919999
2009-04-24,16859040000
2009-04-27,16348160000
2009-04-28,15771360000
2009-04-29,16875520000
2009-04-30,17567680000
2009-05-01,18325760000
2009-05-04,20039680000
2009-05-05,20600000000
2009-05-06,21366320000
2009-05-07,20204480000
2009-05-08,21341600000
2009-05-11,21003760000
2009-05-12,20237440000
2009-05-13,18952000000
2009-05-14,19001440000
2009-05-15,18614160000
2009-05-18,20056160000
2009-05-19,20402240000
2009-05-20,20600000000
2009-05-21,20039680000
2009-05-22,19916080000
2009-05-26,20600000000
2009-05-27,20501120000
2009-05-28,21506400000
2009-05-29,22421040000
2009-06-01,23945440000
2009-06-02,23434560000
2009-06-03,22107920000
2009-06-04,23212080000
2009-06-05,23549920000
2009-06-08,23269760000
2009-06-09,24291520000
2009-06-10,24678800000
2009-06-11,24893040000
2009-06-12,24102000000
2009-06-15,22717680000
2009-06-16,21588800000
2009-06-17,20797760000
2009-06-18,20806000000
2009-06-19,20979040000
2009-06-22,18614160000
2009-06-23,19438160000
2009-06-24,20105600000
2009-06-25,20913120000
2009-06-26,20830720000
2009-06-29,20740080000
2009-06-30,20849920000
2009-07-01,21041280000
2009-07-02,20683520000
2009-07-06,19111040000
2009-07-07,18720000000
2009-07-08,18761600000
2009-07-09,19427200000
2009-07-10,19402240000
2009-07-13,19934720000
2009-07-14,20042880000
2009-07-15,21182720000
2009-07-16,22389120000
2009-07-17,23088000000
2009-07-20,23712000000
2009-07-21,24202880000
2009-07-22,24452480000
2009-07-23,24860160000
2009-07-24,24885120000
2009-07-27,24943360000
2009-07-28,24369280000
2009-07-29,23088000000
2009-07-30,24302720000
2009-07-31,25084800000
2009-08-03,27098240000
2009-08-04,26249600000
2009-08-05,26815359999
2009-08-06,26624000000
2009-08-07,26382720000
2009-08-10,25950080000
2009-08-11,25742080000
2009-08-12,26199680000
2009-08-13,27489280000
2009-08-14,26474240000
2009-08-17,24693760000
2009-08-18,25159680000
2009-08-19,25833600000
2009-08-20,25891840000
2009-08-21,27064960000
2009-08-24,27223040000
2009-08-25,26673920000
2009-08-26,26266240000
2009-08-27,26732160000
2009-08-28,27239680000
2009-08-31,26199680000
2009-09-01,25217920000
2009-09-02,25708800000
2009-09-03,26823680000
2009-09-04,27456000000
2009-09-08,28288000000
2009-09-09,28154880000
2009-09-10,28812160000
2009-09-11,29278080000
2009-09-14,29377920000
2009-09-15,29669119999
2009-09-16,30010240000
2009-09-17,29735680000
2009-09-18,29178240000
2009-09-21,29153280000
2009-09-22,30426240000
2009-09-23,29577599999
2009-09-24,28329599999
2009-09-25,27747200000
2009-09-28,28687359999
2009-09-29,28421119999
2009-09-30,29575220000
2009-10-01,28187400000
2009-10-02,28385660000
2009-10-05,29014919999
2009-10-06,30006220000
2009-10-07,31368180000
2009-10-08,32316380000
2009-10-09,32040540000
2009-10-12,32100880000
2009-10-13,32264660000
2009-10-14,32859439999
2009-10-15,32721520000
2009-10-16,32643939999
2009-10-19,34049000000
2009-10-20,33893840000
2009-10-21,34359320000
2009-10-22,35764380000
2009-10-23,35066160000
2009-10-26,34255880000
2009-10-27,33385259999
2009-10-28,31661259999
2009-10-29,33695580000
2009-10-30,31618160000
2009-11-02,32161220000
2009-11-03,33092180000
2009-11-04,33488700000
2009-11-05,34264500000
2009-11-06,34290360000
2009-11-09,35859200000
2009-11-10,35591980000
2009-11-11,35747140000
2009-11-12,34979960000
2009-11-13,35160980000
2009-11-16,36410880000
2009-11-17,36790160000
2009-11-18,36505700000
2009-11-19,36514320000
2009-11-20,36453980000
2009-11-23,36781540000
2009-11-24,36893600000
2009-11-25,37634920000
2009-11-27,36264340000
2009-11-30,35686800000
2009-12-01,36169520000
2009-12-02,36712580000
2009-12-03,36117800000
2009-12-04,34428280000
2009-12-07,33919700000
2009-12-08,32876680000
2009-12-09,33781779999
2009-12-10,33505939999
2009-12-11,33109419999
2009-12-14,33980040000
2009-12-15,33661099999
2009-12-16,34247259999
2009-12-17,32738759999
2009-12-18,32988740000
2009-12-21,33600759999
2009-12-22,33816259999
2009-12-23,34876520000
2009-12-24,35264420000
2009-12-28,35255800000
2009-12-29,34954100000
2009-12-30,34859280000
2009-12-31,34600680000
2010-01-04,35971260000
2010-01-05,36186760000
2010-01-06,37634920000
2010-01-07,36910840000
2010-01-08,37971100000
2010-01-11,37971100000
2010-01-12,36540180000
2010-01-13,37126340000
2010-01-14,36669480000
2010-01-15,36333300000
2010-01-19,36462600000
2010-01-20,35997120000
2010-01-21,32876680000
2010-01-22,31997439999
2010-01-25,32152599999
2010-01-26,31032000000
2010-01-27,30713060000
2010-01-28,29661419999
2010-01-29,28747700000
2010-02-01,30859599999
2010-02-02,31247500000
2010-02-03,30368259999
2010-02-04,28764939999
2010-02-05,30273439999
2010-02-08,29825200000
2010-02-09,30850980000
2010-02-10,30618240000
2010-02-11,31971580000
2010-02-12,31756080000
2010-02-16,32730140000
2010-02-17,32376720000
2010-02-18,33014599999
2010-02-19,33255960000
2010-02-22,32859439999
2010-02-23,31738840000
2010-02-24,31325080000
2010-02-25,31928480000
2010-02-26,32393960000
2010-03-01,32954259999
2010-03-02,33609380000
2010-03-03,34152439999
2010-03-04,33980040000
2010-03-05,34790320000
2010-03-08,34747220000
2010-03-09,34376560000
2010-03-10,34514480000
2010-03-11,34695500000
2010-03-12,34712740000
2010-03-15,34764460000
2010-03-16,35428200000
2010-03-17,35014440000
2010-03-18,34600680000
2010-03-19,33833500000
2010-03-22,34393800000
2010-03-23,34954100000
2010-03-24,34385180000
2010-03-25,33583520000
2010-03-26,34126580000
2010-03-29,35721280000
2010-03-30,36057460000
2010-03-31,38261320000
2010-04-01,39516240000
2010-04-05,40001720000
2010-04-06,40001720000
2010-04-07,39351360000
2010-04-08,39415480000
2010-04-09,39241440000
2010-04-12,38655200000
2010-04-13,38829240000
2010-04-14,39094880000
2010-04-15,38572760000
2010-04-16,37180440000
2010-04-19,37006400000
2010-04-20,37006400000
2010-04-21,35916360000
2010-04-22,36869000000
2010-04-23,36438480000
2010-04-26,36823200000
2010-04-27,34872120000
2010-04-28,35037000000
2010-04-29,35595760000
2010-04-30,34597320000
2010-05-03,33772919999
2010-05-04,32289000000
2010-05-05,32261520000
2010-05-06,31620320000
2010-05-07,30960799999
2010-05-10,33205000000
2010-05-11,32169919999
2010-05-12,33434000000
2010-05-13,32847760000
2010-05-14,31931760000
2010-05-17,31134840000
2010-05-18,30850880000
2010-05-19,31006600000
2010-05-20,29137960000
2010-05-21,30686000000
2010-05-24,30026480000
2010-05-25,30969960000
2010-05-26,30502799999
2010-05-27,32554640000
2010-05-28,32087480000
2010-06-01,30457000000
2010-06-02,31611160000
2010-06-03,30310440000
2010-06-04,28771560000
2010-06-07,26866280000
2010-06-08,28157840000
2010-06-09,27828080000
2010-06-10,29476880000
2010-06-11,29733360000
2010-06-14,29889080000
2010-06-15,30713480000
2010-06-16,30704320000
2010-06-17,30145559999
2010-06-18,30182200000
2010-06-21,31180640000
2010-06-22,29861600000
2010-06-23,29797480000
2010-06-24,29055520000
2010-06-25,30493640000
2010-06-28,29614280000
2010-06-29,27974640000
2010-06-30,27854940000
2010-07-01,27402780000
2010-07-02,27572340000
2010-07-06,27883200000
2010-07-07,29654160000
2010-07-08,29748360000
2010-07-09,31076580000
2010-07-12,29776620000
2010-07-13,30200520000
2010-07-14,29983860000
2010-07-15,29757780000
2010-07-16,28297680000
2010-07-19,28665060000
2010-07-20,30294719999
2010-07-21,31114260000
2010-07-22,32395380000
2010-07-23,33478680000
2010-07-26,33554039999
2010-07-27,32894640000
2010-07-28,33148979999
2010-07-29,33318539999
2010-07-30,33695340000
2010-08-02,35230800000
2010-08-03,34872840000
2010-08-04,35325000000
2010-08-05,34891680000
2010-08-06,35146020000
2010-08-09,35202540000
2010-08-10,34486620000
2010-08-11,32988840000
2010-08-12,33158400000
2010-08-13,33007680000
2010-08-16,33271440000
2010-08-17,34307640000
2010-08-18,34486620000
2010-08-19,33959099999
2010-08-20,33619979999
2010-08-23,33139560000
2010-08-24,31585260000
2010-08-25,31396860000
2010-08-26,31613520000
2010-08-27,33535200000
2010-08-30,33139560000
2010-08-31,33912000000
2010-09-01,35890200000
2010-09-02,36248160000
2010-09-03,37001760000
2010-09-07,36672060000
2010-09-08,37274940000
2010-09-09,36813360000
2010-09-10,37359720000
2010-09-13,38518380000
2010-09-14,38358240000
2010-09-15,38339400000
2010-09-16,38499540000
2010-09-17,38490120000
2010-09-20,39262560000
2010-09-21,39093000000
2010-09-22,39799500000
2010-09-23,39677040000
2010-09-24,40798020000
2010-09-27,40769760000
2010-09-28,40995840000
2010-09-29,40600200000
2010-09-30,40223400000
2010-10-01,41984940000
2010-10-04,41090040000
2010-10-05,42945780000
2010-10-06,44095020000
2010-10-07,43049400000
2010-10-08,44980500000
2010-10-11,44923980000
2010-10-12,44942820000
2010-10-13,46666680000
2010-10-14,46629000000
2010-10-15,46186260000
2010-10-18,45357300000
2010-10-19,43671120000
2010-10-20,44914560000
2010-10-21,45413820000
2010-10-22,44302260000
2010-10-25,45253680000
2010-10-26,46289880000
2010-10-27,44980500000
2010-10-28,44980500000
2010-10-29,44650800000
2010-11-01,45329040000
2010-11-02,45997860000
2010-11-03,45734100000
2010-11-04,48936900000
2010-11-05,49379640000
2010-11-08,49586880000
2010-11-09,48343440000
2010-11-10,49144140000
2010-11-11,50868000000
2010-11-12,48946320000
2010-11-15,48042000000
2010-11-16,45979020000
2010-11-17,45611640000
2010-11-18,47034060000
2010-11-19,47947800000
2010-11-22,48042000000
2010-11-23,46487700000
2010-11-24,47439120000
2010-11-26,46195680000
2010-11-29,47712300000
2010-11-30,47721720000
2010-12-01,49690500000
2010-12-02,50698440000
2010-12-03,51320160000
2010-12-06,51762900000
2010-12-07,52111440000
2010-12-08,51150600000
2010-12-09,52120860000
2010-12-10,53166480000
2010-12-13,54419340000
2010-12-14,54080220000
2010-12-15,52780260000
2010-12-16,52488240000
2010-12-17,53562120000
2010-12-20,53712840000
2010-12-21,54730200000
2010-12-22,54824400000
2010-12-23,55662780000
2010-12-27,55870020000
2010-12-28,55709880000
2010-12-29,56114940000
2010-12-30,56030160000
2010-12-31,56807300000
2011-01-03,56561340000
2011-01-04,56173480000
2011-01-05,55984280000
2011-01-06,54905840000
2011-01-07,55568040000
2011-01-10,56268080000
2011-01-11,57611400000
2011-01-12,57630320000
2011-01-13,55851840000
2011-01-14,55984280000
2011-01-18,56097800000
2011-01-19,54470680000
2011-01-20,52455700000
2011-01-21,51273200000
2011-01-24,51311040000
2011-01-25,50336660000
2011-01-26,52181360000
2011-01-27,50923180000
2011-01-28,50223140000
2011-01-31,51443480000
2011-02-01,53959840000
2011-02-02,53221960000
2011-02-03,53817940000
2011-02-04,53694960000
2011-02-07,52616520000
2011-02-08,52635440000
2011-02-09,50979940000
2011-02-10,50724520000
2011-02-11,50629920000
2011-02-14,53108440000
2011-02-15,51698900000
2011-02-16,52436780000
2011-02-17,52257040000
2011-02-18,50090700000
2011-02-22,47659480000
2011-02-23,48255460000
2011-02-24,49059560000
2011-02-25,49617700000
2011-02-28,50090700000
2011-03-01,48832520000
2011-03-02,49173080000
2011-03-03,49570400000
2011-03-04,48917660000
2011-03-07,47432440000
2011-03-08,47404060000
2011-03-09,45833700000
2011-03-10,45209340000
2011-03-11,46808080000
2011-03-14,46287780000
2011-03-15,48652780000
2011-03-16,47574340000
2011-03-17,49192000000
2011-03-18,48983880000
2011-03-21,49598780000
2011-03-22,49456880000
2011-03-23,51916480000
2011-03-24,51405640000
2011-03-25,51604300000
2011-03-28,51159680000
2011-03-29,51367800000
2011-03-30,52257040000
2011-03-31,52605850000
2011-04-01,52160760000
2011-04-04,52814190000
2011-04-05,53609670000
2011-04-06,53268750000
2011-04-07,54395680000
2011-04-08,54196810000
2011-04-11,52501680000
2011-04-12,50853900000
2011-04-13,49537570000
2011-04-14,49177710000
2011-04-15,48457990000
2011-04-18,47927670000
2011-04-19,48978840000
2011-04-20,50475100000
2011-04-21,51933480000
2011-04-25,51886130000
2011-04-26,52927830000
2011-04-27,53192990000
2011-04-28,52009240000
2011-04-29,52103940000
2011-05-02,51459980000
2011-05-03,50380400000
2011-05-04,48429580000
2011-05-05,47207950000
2011-05-06,47510990000
2011-05-09,49130360000
2011-05-10,48874670000
2011-05-11,45711690000
2011-05-12,46137840000
2011-05-13,45711690000
2011-05-16,44840450000
2011-05-17,44348010000
2011-05-18,46043140000
2011-05-19,45427590000
2011-05-20,45815860000
2011-05-23,44906740000
2011-05-24,46232540000
2011-05-25,47331060000
2011-05-26,47719330000
2011-05-27,48988310000
2011-05-31,48903080000
2011-06-01,46762860000
2011-06-02,47141660000
2011-06-03,47283710000
2011-06-06,47151130000
2011-06-07,47122720000
2011-06-08,46232540000
2011-06-09,47207950000
2011-06-10,46336710000
2011-06-13,45768510000
2011-06-14,47236360000
2011-06-15,45957910000
2011-06-16,45313950000
2011-06-17,45389710000
2011-06-20,44897270000
2011-06-21,46630280000
2011-06-22,46270420000
2011-06-23,46346180000
2011-06-24,45863210000
2011-06-27,46109430000
2011-06-28,47766680000
2011-06-29,48884140000
2011-06-30,50149200000
2011-07-01,50718000000
2011-07-05,50831760000
2011-07-06,50736960000
2011-07-07,52604520000
2011-07-08,52253760000
2011-07-11,50528400000
2011-07-12,51267840000
2011-07-13,52035720000
2011-07-14,51429000000
2011-07-15,52462320000
2011-07-18,52187400000
2011-07-19,53372400000
2011-07-20,53012160000
2011-07-21,52462320000
2011-07-22,52775160000
2011-07-25,52576080000
2011-07-26,53163840000
2011-07-27,51618600000
2011-07-28,51229920000
2011-07-29,50206080000
2011-08-01,50405160000
2011-08-02,48765120000
2011-08-03,48016200000
2011-08-04,44366400000
2011-08-05,43598520000
2011-08-08,39711720000
2011-08-09,42707400000
2011-08-10,41285400000
2011-08-11,43437360000
2011-08-12,43039200000
2011-08-15,44252640000
2011-08-16,43617480000
2011-08-17,44186280000
2011-08-18,40621800000
2011-08-19,39759120000
2011-08-22,39436800000
2011-08-23,40659720000
2011-08-24,41209560000
2011-08-25,41238000000
2011-08-26,42214440000
2011-08-29,43427880000
2011-08-30,44186280000
2011-08-31,44660280000
2011-09-01,44044080000
2011-09-02,42603120000
2011-09-06,42053280000
2011-09-07,42821160000
2011-09-08,41967960000
2011-09-09,39806520000
2011-09-12,39161880000
2011-09-13,39816000000
2011-09-14,39541080000
2011-09-15,40327920000
2011-09-16,39427320000
2011-09-19,38128560000
2011-09-20,36545400000
2011-09-21,33739320000
2011-09-22,30468720000
2011-09-23,30686759999
2011-09-26,32013960000
2011-09-27,33009360000
2011-09-28,30620399999
2011-09-29,29710320000
2011-09-30,28836150000
2011-10-03,28286890000
2011-10-04,30427110000
2011-10-05,32595740000
2011-10-06,33031360000
2011-10-07,32207470000
2011-10-10,34120410000
2011-10-11,33571150000
2011-10-12,33987830000
2011-10-13,33372280000
2011-10-14,34821190000
2011-10-17,33249170000
2011-10-18,33504860000
2011-10-19,32557860000
2011-10-20,32946130000
2011-10-21,34641260000
2011-10-24,37406500000
2011-10-25,36184870000
2011-10-26,37217100000
2011-10-27,40484250000
2011-10-28,40531600000
2011-10-31,38126220000
2011-11-01,36705720000
2011-11-02,37671660000
2011-11-03,37984170000
2011-11-04,38183040000
2011-11-07,39073220000
2011-11-08,39669830000
2011-11-09,36743600000
2011-11-10,37122400000
2011-11-11,37747420000
2011-11-14,37586430000
2011-11-15,37491730000
2011-11-16,36194340000
2011-11-17,34878010000
2011-11-18,34982180000
2011-11-21,34224580000
2011-11-22,33751080000
2011-11-23,32557860000
2011-11-25,32027540000
2011-11-28,34035179999
2011-11-29,34546560000
2011-11-30,37501200000
2011-12-01,37198160000
2011-12-02,37217100000
2011-12-05,38097810000
2011-12-06,38391380000
2011-12-07,38277740000
2011-12-08,36307980000
2011-12-09,37624310000
2011-12-12,36497380000
2011-12-13,35777660000
2011-12-14,35455680000
2011-12-15,34915890000
2011-12-16,35029530000
2011-12-19,33845780000
2011-12-20,35588260000
2011-12-21,35749250000
2011-12-22,36364800000
2011-12-23,36289040000
2011-12-27,35853420000
2011-12-28,34385570000
2011-12-29,34603380000
2011-12-30,34840130000
2012-01-03,37485500000
2012-01-04,37798670000
2012-01-05,37295700000
2012-01-06,36887630000
2012-01-09,37048960000
2012-01-10,38529400000
2012-01-11,39525850000
2012-01-12,40285050000
2012-01-13,39858000000
2012-01-17,40873430000
2012-01-18,42202030000
2012-01-19,42107130000
2012-01-20,40901900000
2012-01-23,41642120000
2012-01-24,41727530000
2012-01-25,43729920000
2012-01-26,44128500000
2012-01-27,43777370000
2012-01-30,43748900000
2012-01-31,43853290000
2012-02-01,43805840000
2012-02-02,43188990000
2012-02-03,44109520000
2012-02-06,44346770000
2012-02-07,43416750000
2012-02-08,44156970000
2012-02-09,44052580000
2012-02-10,42648060000
2012-02-13,42382340000
2012-02-14,40769040000
2012-02-15,40237600000
2012-02-16,41604160000
2012-02-17,40844960000
2012-02-21,41727530000
2012-02-22,41869880000
2012-02-23,41547220000
2012-02-24,41670590000
2012-02-27,41101190000
2012-02-28,41433340000
2012-02-29,40389440000
2012-03-01,40721590000
2012-03-02,39886470000
2012-03-05,38387050000
2012-03-06,37428560000
2012-03-07,37001510000
2012-03-08,37485500000
2012-03-09,36802220000
2012-03-12,36308740000
2012-03-13,37096410000
2012-03-14,36175880000
2012-03-15,36394150000
2012-03-16,36593440000
2012-03-19,37143860000
2012-03-20,37153350000
2012-03-21,37770200000
2012-03-22,36375170000
2012-03-23,36517520000
2012-03-26,36897120000
2012-03-27,36773750000
2012-03-28,35454640000
2012-03-29,35691890000
2012-03-30,36099960000
2012-04-02,37115390000
2012-04-03,36612420000
2012-04-04,36090470000
2012-04-05,35872200000
2012-04-09,35596990000
2012-04-10,34761870000
2012-04-11,33955220000
2012-04-12,35957610000
2012-04-13,35056060000
2012-04-16,35037080000
2012-04-17,35834240000
2012-04-18,36337210000
2012-04-19,36090470000
2012-04-20,35653930000
2012-04-23,35264840000
2012-04-24,35103510000
2012-04-25,35416680000
2012-04-26,35824750000
2012-04-27,36185370000
2012-04-30,36346700000
2012-05-01,36498540000
2012-05-02,36175880000
2012-05-03,34989630000
2012-05-04,34543600000
2012-05-07,34543600000
2012-05-08,33803379999
2012-05-09,33717970000
2012-05-10,33509190000
2012-05-11,32968260000
2012-05-14,32550699999
2012-05-15,30984850000
2012-05-16,30908930000
2012-05-17,30529330000
2012-05-18,30187690000
2012-05-21,30899440000
2012-05-22,30491370000
2012-05-23,31060769999
2012-05-24,30908930000
2012-05-25,30757089999
2012-05-29,31535269999
2012-05-30,30757089999
2012-05-31,30405960000
2012-06-01,30434430000
2012-06-04,30681170000
2012-06-05,30927910000
2012-06-06,31943339999
2012-06-07,31886400000
2012-06-08,32104670000
2012-06-11,31269550000
2012-06-12,31848440000
2012-06-13,31649150000
2012-06-14,32171100000
2012-06-15,32588660000
2012-06-18,32512740000
2012-06-19,33642050000
2012-06-20,33509190000
2012-06-21,31307510000
2012-06-22,30652699999
2012-06-25,29988400000
2012-06-26,29997890000
2012-06-27,30500860000
2012-06-28,30614740000
2012-06-29,32332430000
2012-07-02,32152120000
2012-07-03,33414290000
2012-07-05,33661030000
2012-07-06,33224490000
2012-07-09,32768970000
2012-07-10,31402410000
2012-07-11,30709640000
2012-07-12,30709640000
2012-07-13,31535269999
2012-07-16,31098730000
2012-07-17,31222100000
2012-07-18,31335980000
2012-07-19,32664580000
2012-07-20,32047730000
2012-07-23,30956379999
2012-07-24,30064320000
2012-07-25,29827070000
2012-07-26,30662190000
2012-07-27,31763030000
2012-07-30,32256510000
2012-07-31,31952830000
2012-08-01,31782010000
2012-08-02,31022809999
2012-08-03,31791500000
2012-08-06,32588660000
2012-08-07,33471230000
2012-08-08,33803379999
2012-08-09,34164000000
2012-08-10,34458190000
2012-08-13,33670519999
2012-08-14,33224490000
2012-08-15,32987240000
2012-08-16,33509190000
2012-08-17,33537660000
2012-08-20,33556640000
2012-08-21,34629010000
2012-08-22,35113000000
2012-08-23,34894730000
2012-08-24,34287370000
2012-08-27,33831850000
2012-08-28,33850830000
2012-08-29,33765420000
2012-08-30,32920809999
2012-08-31,34268390000
2012-09-04,33803379999
2012-09-05,33452250000
2012-09-06,34486660000
2012-09-07,37419070000
2012-09-10,37684790000
2012-09-11,37893570000
2012-09-12,38054900000
2012-09-13,39658710000
2012-09-14,40465360000
2012-09-17,39298090000
2012-09-18,39364520000
2012-09-19,39421460000
2012-09-20,38842570000
2012-09-21,38576850000
2012-09-24,38225720000
2012-09-25,37305190000
2012-09-26,37276720000
2012-09-27,38064390000
2012-09-28,37561420000
2012-10-01,37817650000
2012-10-02,37656320000
2012-10-03,37400090000
2012-10-04,38387050000
2012-10-05,38443990000
2012-10-08,38671750000
2012-10-09,38595830000
2012-10-10,38168780000
2012-10-11,38671750000
2012-10-12,38092860000
2012-10-15,38235210000
2012-10-16,39355030000
2012-10-17,40152190000
2012-10-18,40266070000
2012-10-19,39079820000
2012-10-22,38510420000
2012-10-23,36992020000
2012-10-24,36811710000
2012-10-25,37191310000
2012-10-26,37077430000
2012-10-31,36897120000
2012-11-01,38434500000
2012-11-02,37257740000
2012-11-05,37447540000
2012-11-06,38292150000
2012-11-07,37286210000
2012-11-08,36697830000
2012-11-09,36394150000
2012-11-12,36669360000
2012-11-13,36413130000
2012-11-14,35502090000
2012-11-15,35378720000
2012-11-16,34913710000
2012-11-19,36327720000
2012-11-20,36308740000
2012-11-21,36318230000
2012-11-23,36897120000
2012-11-26,36859160000
2012-11-27,36527010000
2012-11-28,36593440000
2012-11-29,37257740000
2012-11-30,37020490000
2012-12-03,36441600000
2012-12-04,36327720000
2012-12-05,30519839999
2012-12-06,29238690000
2012-12-07,30083300000
2012-12-10,30405960000
2012-12-11,30358510000
2012-12-12,30861480000
2012-12-13,30823519999
2012-12-14,32057220000
2012-12-17,31924360000
2012-12-18,32256510000
2012-12-19,32218550000
2012-12-20,32247019999
2012-12-21,31867420000
2012-12-24,31791500000
2012-12-26,32190080000
2012-12-27,31962320000
2012-12-28,31449860000
2012-12-31,32490000000
2013-01-02,33411500000
2013-01-03,33107500000
2013-01-04,33715500000
2013-01-07,33592000000
2013-01-08,33221500000
2013-01-09,33459000000
2013-01-10,33820000000
2013-01-11,33250000000
2013-01-14,32984000000
2013-01-15,32879500000
2013-01-16,32537500000
2013-01-17,32376000000
2013-01-18,31958000000
2013-01-22,33430499999
2013-01-23,33269000000
2013-01-24,32917500000
2013-01-25,33126499999
2013-01-28,32841500000
2013-01-29,33259500000
2013-01-30,33401999999
2013-01-31,33487500000
2013-02-01,33943499999
2013-02-04,33573000000
2013-02-05,33915000000
2013-02-06,34285500000
2013-02-07,33905499999
2013-02-08,33858000000
2013-02-11,33563500000
2013-02-12,33886500000
2013-02-13,33858000000
2013-02-14,33753500000
2013-02-15,33288000000
2013-02-19,32547000000
2013-02-20,30609000000
2013-02-21,30723000000
2013-02-22,30827500000
2013-02-25,29934500000
2013-02-26,30333500000
2013-02-27,30656500000
2013-02-28,30324000000
2013-03-01,29915500000
2013-03-04,29830000000
2013-03-05,29963000000
2013-03-06,31198000000
2013-03-07,31426000000
2013-03-08,31616000000
2013-03-11,31634999999
2013-03-12,31767999999
2013-03-13,31426000000
2013-03-14,31501999999
2013-03-15,32109999999
2013-03-18,31853500000
2013-03-19,31330999999
2013-03-20,31578000000
2013-03-21,31340500000
2013-03-22,31350000000
2013-03-25,30960500000
2013-03-26,31159999999
2013-03-27,31692000000
2013-03-28,31445000000
2013-04-01,31732400000
2013-04-02,31281600000
2013-04-03,30919000000
2013-04-04,31066000000
2013-04-05,31458000000
2013-04-08,31771600000
2013-04-09,33084799999
2013-04-10,33016199999
2013-04-11,32134200000
2013-04-12,31281600000
2013-04-15,28684600000
2013-04-16,28665000000
2013-04-17,27440000000
2013-04-18,27489000000
2013-04-19,27675200000
2013-04-22,27988800000
2013-04-23,27949600000
2013-04-24,29184400000
2013-04-25,29262800000
2013-04-26,28831600000
2013-04-29,29302000000
2013-04-30,29821400000
2013-05-01,29752800000
2013-05-02,29733200000
2013-05-03,30507400000
2013-05-06,30801400000
2013-05-07,30919000000
2013-05-08,31742200000
2013-05-09,31967599999
2013-05-10,31898999999
2013-05-13,31320800000
2013-05-14,30938600000
2013-05-15,31124800000
2013-05-16,31399200000
2013-05-17,32026400000
2013-05-20,32222400000
2013-05-21,31340400000
2013-05-22,31026800000
2013-05-23,30311400000
2013-05-24,29792000000
2013-05-28,30272200000
2013-05-29,30438800000
2013-05-30,31213000000
2013-05-31,30429000000
2013-06-03,30840600000
2013-06-04,30233000000
2013-06-05,29713600000
2013-06-06,30409400000
2013-06-07,30301600000
2013-06-10,30262400000
2013-06-11,29713600000
2013-06-12,28998200000
2013-06-13,29115800000
2013-06-14,28978600000
2013-06-17,29066800000
2013-06-18,28929600000
2013-06-19,28606200000
2013-06-20,27165600000
2013-06-21,27596800000
2013-06-24,26283600000
2013-06-25,26714800000
2013-06-26,26313000000
2013-06-27,26754000000
2013-06-28,27057800000
2013-07-01,29344260000
2013-07-02,28794120000
2013-07-03,28731840000
2013-07-05,28378920000
2013-07-08,28503480000
2013-07-09,28690320000
2013-07-10,28648800000
2013-07-11,29614140000
2013-07-12,29115900000
2013-07-15,29198940000
2013-07-16,29333880000
2013-07-17,29178180000
2013-07-18,29240460000
2013-07-19,29645280000
2013-07-22,30257700000
2013-07-23,31129620000
2013-07-24,29977440000
2013-07-25,29935920000
2013-07-26,30029340000
2013-07-29,29645280000
2013-07-30,29281980000
2013-07-31,29354640000
2013-08-01,30205800000
2013-08-02,30309600000
2013-08-05,30122760000
2013-08-06,30268080000
2013-08-07,30548340000
2013-08-08,31970400000
2013-08-09,32811180000
2013-08-12,33060300000
2013-08-13,32344080000
2013-08-14,32790420000
2013-08-15,33132960000
2013-08-16,32738520000
2013-08-19,32105340000
2013-08-20,32157240000
2013-08-21,31513680000
2013-08-22,32541300000
2013-08-23,32998020000
2013-08-26,32707380000
2013-08-27,31762800000
2013-08-28,31638240000
2013-08-29,31575960000
2013-08-30,31368360000
2013-09-03,32302560000
2013-09-04,32281800000
2013-09-05,31928880000
2013-09-06,32364840000
2013-09-09,33049920000
2013-09-10,33143340000
2013-09-11,34077540000
2013-09-12,34409700000
2013-09-13,34295520000
2013-09-16,34513500000
2013-09-17,34804140000
2013-09-18,35862900000
2013-09-19,35914800000
2013-09-20,35157060000
2013-09-23,35042880000
2013-09-24,35022120000
2013-09-25,35115540000
2013-09-26,35157060000
2013-09-27,34689960000
2013-09-30,34337040000
2013-10-01,34170960000
2013-10-02,34783380000
2013-10-03,34264379999
2013-10-04,35063640000
2013-10-07,34721100000
2013-10-08,34150200000
2013-10-09,34129440000
2013-10-10,34492740000
2013-10-11,34710720000
2013-10-14,35157060000
2013-10-15,35333520000
2013-10-16,35426940000
2013-10-17,36028980000
2013-10-18,36215820000
2013-10-21,36371520000
2013-10-22,37741680000
2013-10-23,38021940000
2013-10-24,38831580000
2013-10-25,38862720000
2013-10-28,38686260000
2013-10-29,39111840000
2013-10-30,38696640000
2013-10-31,38156880000
2013-11-01,38177640000
2013-11-04,38821200000
2013-11-05,38603220000
2013-11-06,38489040000
2013-11-07,37295340000
2013-11-08,37970040000
2013-11-11,37845480000
2013-11-12,37264200000
2013-11-13,37710540000
2013-11-14,37720920000
2013-11-15,38229540000
2013-11-18,37876620000
2013-11-19,37783200000
2013-11-20,37554840000
2013-11-21,37544460000
2013-11-22,37471800000
