,TXN
2009-04-13,21754390000
2009-04-14,21957109999
2009-04-15,21551670000
2009-04-16,22552600000
2009-04-17,22767990000
2009-04-20,21944440000
2009-04-21,21678370000
2009-04-22,22362550000
2009-04-23,21969780000
2009-04-24,22653960000
2009-04-27,22134490000
2009-04-28,21539000000
2009-04-29,22020460000
2009-04-30,22882020000
2009-05-01,22742650000
2009-05-04,23262120000
2009-05-05,22628620000
2009-05-06,23198770000
2009-05-07,22273859999
2009-05-08,21919100000
2009-05-11,21868420000
2009-05-12,21323609999
2009-05-13,21627690000
2009-05-14,22223180000
2009-05-15,22337210000
2009-05-18,22679300000
2009-05-19,22907359999
2009-05-20,23312800000
2009-05-21,22755320000
2009-05-22,23439500000
2009-05-26,24073000000
2009-05-27,24047660000
2009-05-28,24415090000
2009-05-29,24579800000
2009-06-01,25796120000
2009-06-02,25454030000
2009-06-03,25403350000
2009-06-04,25441359999
2009-06-05,24934560000
2009-06-08,25048590000
2009-06-09,26632340000
2009-06-10,26556320000
2009-06-11,26404280000
2009-06-12,26340930000
2009-06-15,26771710000
2009-06-16,26264910000
2009-06-17,27126470000
2009-06-18,27025109999
2009-06-19,27443220000
2009-06-22,26568990000
2009-06-23,26112870000
2009-06-24,26581660000
2009-06-25,27050450000
2009-06-26,27177150000
2009-06-29,26987100000
2009-06-30,26731500000
2009-07-01,27108000000
2009-07-02,26731500000
2009-07-06,26857000000
2009-07-07,26066350000
2009-07-08,25627100000
2009-07-09,25652200000
2009-07-10,25664750000
2009-07-13,26166750000
2009-07-14,26480500000
2009-07-15,27471950000
2009-07-16,28036700000
2009-07-17,28877550000
2009-07-20,29630550000
2009-07-21,28952850000
2009-07-22,29254050000
2009-07-23,29894100000
2009-07-24,30232950000
2009-07-27,30132550000
2009-07-28,30358450000
2009-07-29,30295700000
2009-07-30,30308250000
2009-07-31,30182750000
2009-08-03,30584350000
2009-08-04,30873000000
2009-08-05,30596900000
2009-08-06,30496500000
2009-08-07,30245500000
2009-08-10,29680750000
2009-08-11,29668200000
2009-08-12,29969400000
2009-08-13,30797700000
2009-08-14,30069800000
2009-08-17,29291700000
2009-08-18,29919200000
2009-08-19,30094900000
2009-08-20,30258050000
2009-08-21,30797700000
2009-08-24,30371000000
2009-08-25,30596900000
2009-08-26,30697300000
2009-08-27,30772600000
2009-08-28,31337350000
2009-08-31,30860450000
2009-09-01,30509050000
2009-09-02,30232950000
2009-09-03,30521600000
2009-09-04,31199300000
2009-09-08,31450300000
2009-09-09,31550700000
2009-09-10,31375000000
2009-09-11,30609450000
2009-09-14,31073800000
2009-09-15,31161649999
2009-09-16,30283150000
2009-09-17,29618000000
2009-09-18,30195300000
2009-09-21,30082350000
2009-09-22,29818800000
2009-09-23,30182750000
2009-09-24,29580350000
2009-09-25,29304250000
2009-09-28,30007050000
2009-09-29,29555250000
2009-09-30,29422980000
2009-10-01,28131300000
2009-10-02,27932579999
2009-10-05,28069200000
2009-10-06,28690200000
2009-10-07,28342440000
2009-10-08,27982260000
2009-10-09,29360880000
2009-10-12,29559600000
2009-10-13,29336040000
2009-10-14,29336040000
2009-10-15,28876500000
2009-10-16,28255500000
2009-10-19,29211840000
2009-10-20,29385720000
2009-10-21,28566000000
2009-10-22,29658960000
2009-10-23,29187000000
2009-10-26,29435400000
2009-10-27,29559600000
2009-10-28,29112480000
2009-10-29,29708640000
2009-10-30,29124900000
2009-11-02,29124900000
2009-11-03,29149740000
2009-11-04,29273940000
2009-11-05,30031560000
2009-11-06,29857680000
2009-11-09,30590460000
2009-11-10,31112100000
2009-11-11,31459859999
2009-11-12,31509540000
2009-11-13,31596480000
2009-11-16,32229900000
2009-11-17,32130540000
2009-11-18,31981500000
2009-11-19,30900960000
2009-11-20,30727079999
2009-11-23,31223880000
2009-11-24,31397760000
2009-11-25,31571640000
2009-11-27,31360500000
2009-11-30,31410180000
2009-12-01,32217480000
2009-12-02,32242320000
2009-12-03,32838480000
2009-12-04,33347700000
2009-12-07,33062040000
2009-12-08,32701859999
2009-12-09,32279579999
2009-12-10,32217480000
2009-12-11,31844880000
2009-12-14,32267160000
2009-12-15,31596480000
2009-12-16,31770359999
2009-12-17,31149359999
2009-12-18,31621320000
2009-12-21,32093280000
2009-12-22,31844880000
2009-12-23,31447440000
2009-12-24,32080859999
2009-12-28,31658579999
2009-12-29,31509540000
2009-12-30,32267160000
2009-12-31,32131980000
2010-01-04,32070330000
2010-01-05,31885380000
2010-01-06,31651110000
2010-01-07,31749750000
2010-01-08,32477220000
2010-01-11,32058000000
2010-01-12,30714030000
2010-01-13,30849660000
2010-01-14,30467430000
2010-01-15,30208500000
2010-01-19,30479760000
2010-01-20,30270150000
2010-01-21,29813940000
2010-01-22,28494630000
2010-01-25,29209770000
2010-01-26,28790550000
2010-01-27,29012490000
2010-01-28,28420650000
2010-01-29,27742500000
2010-02-01,28420650000
2010-02-02,28741230000
2010-02-03,28605600000
2010-02-04,27853470000
2010-02-05,28322010000
2010-02-08,28482300000
2010-02-09,28827540000
2010-02-10,28901520000
2010-02-11,29308410000
2010-02-12,29628990000
2010-02-16,30566070000
2010-02-17,30467430000
2010-02-18,30615389999
2010-02-19,30837330000
2010-02-22,30492090000
2010-02-23,29961900000
2010-02-24,30516750000
2010-02-25,30233160000
2010-02-26,30060540000
2010-03-01,30368790000
2010-03-02,30183840000
2010-03-03,30085200000
2010-03-04,30418110000
2010-03-05,30788010000
2010-03-08,30442770000
2010-03-09,29826270000
2010-03-10,30319470000
2010-03-11,29678310000
2010-03-12,29592000000
2010-03-15,29518020000
2010-03-16,30430440000
2010-03-17,30714030000
2010-03-18,30479760000
2010-03-19,30035880000
2010-03-22,30492090000
2010-03-23,31379850000
2010-03-24,30566070000
2010-03-25,30566070000
2010-03-26,30516750000
2010-03-29,30492090000
2010-03-30,30344130000
2010-03-31,29559760000
2010-04-01,29753040000
2010-04-05,30671120000
2010-04-06,30260400000
2010-04-07,30586560000
2010-04-08,29861760000
2010-04-09,30127520000
2010-04-12,31033520000
2010-04-13,31250960000
2010-04-14,32495200000
2010-04-15,32603920000
2010-04-16,32108639999
2010-04-19,31927440000
2010-04-20,32193200000
2010-04-21,31915360000
2010-04-22,32012000000
2010-04-23,32217360000
2010-04-26,32809280000
2010-04-27,32060320000
2010-04-28,31891200000
2010-04-29,32628080000
2010-04-30,31420080000
2010-05-03,31951600000
2010-05-04,31093920000
2010-05-05,31250960000
2010-05-06,30284560000
2010-05-07,29885920000
2010-05-10,31190560000
2010-05-11,30985200000
2010-05-12,31528800000
2010-05-13,30791920000
2010-05-14,30055040000
2010-05-17,30707360000
2010-05-18,29644320000
2010-05-19,29777200000
2010-05-20,29306080000
2010-05-21,29680560000
2010-05-24,29281920000
2010-05-25,29475200000
2010-05-26,29161120000
2010-05-27,30018800000
2010-05-28,29499360000
2010-06-01,29414800000
2010-06-02,29910080000
2010-06-03,30248320000
2010-06-04,29209440000
2010-06-07,28593360000
2010-06-08,28847040000
2010-06-09,28677920000
2010-06-10,29632240000
2010-06-11,29535600000
2010-06-14,29680560000
2010-06-15,31045600000
2010-06-16,30707360000
2010-06-17,30840240000
2010-06-18,30743600000
2010-06-21,30502000000
2010-06-22,29898000000
2010-06-23,29934240000
2010-06-24,29330240000
2010-06-25,29040320000
2010-06-28,29426880000
2010-06-29,28859120000
2010-06-30,27563520000
2010-07-01,27433280000
2010-07-02,27362240000
2010-07-06,27374080000
2010-07-07,28712000000
2010-07-08,28676480000
2010-07-09,28984320000
2010-07-12,29304000000
2010-07-13,30061760000
2010-07-14,29706560000
2010-07-15,30073600000
2010-07-16,29327680000
2010-07-19,30251200000
2010-07-20,29327680000
2010-07-21,29008000000
2010-07-22,29943360000
2010-07-23,30049920000
2010-07-26,30381440000
2010-07-27,30286719999
2010-07-28,29860480000
2010-07-29,29457920000
2010-07-30,29232960000
2010-08-02,29730240000
2010-08-03,29375040000
2010-08-04,29813120000
2010-08-05,30073600000
2010-08-06,30144640000
2010-08-09,30428800000
2010-08-10,30014400000
2010-08-11,29564480000
2010-08-12,28901440000
2010-08-13,28747520000
2010-08-16,29043520000
2010-08-17,29244800000
2010-08-18,29493440000
2010-08-19,29043520000
2010-08-20,29244800000
2010-08-23,28854080000
2010-08-24,28735680000
2010-08-25,28783040000
2010-08-26,28214719999
2010-08-27,28593600000
2010-08-30,27528000000
2010-08-31,27255680000
2010-09-01,28120000000
2010-09-02,28463360000
2010-09-03,28806719999
2010-09-07,27966080000
2010-09-08,28037120000
2010-09-09,28226560000
2010-09-10,28060800000
2010-09-13,28960640000
2010-09-14,29232960000
2010-09-15,29209280000
2010-09-16,29576320000
2010-09-17,30452480000
2010-09-20,30618240000
2010-09-21,30547200000
2010-09-22,30120960000
2010-09-23,30511680000
2010-09-24,31885120000
2010-09-27,31589120000
2010-09-28,32039040000
2010-09-29,31778560000
2010-09-30,31808080000
2010-10-01,31937000000
2010-10-04,31890120000
2010-10-05,33202759999
2010-10-06,33179320000
2010-10-07,32980080000
2010-10-08,33671560000
2010-10-11,33718440000
2010-10-12,33612960000
2010-10-13,32956640000
2010-10-14,33179320000
2010-10-15,33659840000
2010-10-18,33237920000
2010-10-19,32851160000
2010-10-20,32921480000
2010-10-21,33073840000
2010-10-22,33589520000
2010-10-25,33964560000
2010-10-26,33847360000
2010-10-27,34503680000
2010-10-28,34269280000
2010-10-29,34656040000
2010-11-01,34503680000
2010-11-02,34691200000
2010-11-03,35160000000
2010-11-04,36039000000
2010-11-05,36882840000
2010-11-08,36777360000
2010-11-09,36730480000
2010-11-10,36730480000
2010-11-11,36097600000
2010-11-12,36273400000
2010-11-15,36156200000
2010-11-16,35828040000
2010-11-17,36226520000
2010-11-18,36894560000
2010-11-19,37433680000
2010-11-22,37785280000
2010-11-23,37480560000
2010-11-24,38148600000
2010-11-26,37820440000
2010-11-29,37738400000
2010-11-30,37269600000
2010-12-01,38183760000
2010-12-02,38500200000
2010-12-03,38465040000
2010-12-06,38617400000
2010-12-07,39156519999
2010-12-08,39555000000
2010-12-09,39543280000
2010-12-10,38441600000
2010-12-13,38207200000
2010-12-14,38441600000
2010-12-15,38254080000
2010-12-16,38230640000
2010-12-17,38125160000
2010-12-20,37890760000
2010-12-21,38019680000
2010-12-22,38054840000
2010-12-23,37925920000
2010-12-27,37949360000
2010-12-28,37785280000
2010-12-29,38101720000
2010-12-30,38090000000
2010-12-31,37927500000
2011-01-03,38195910000
2011-01-04,38125890000
2011-01-05,38277600000
2011-01-06,38802750000
2011-01-07,38767740000
2011-01-10,38954460000
2011-01-11,39094500000
2011-01-12,39281219999
2011-01-13,39071160000
2011-01-14,39724680000
2011-01-18,40669950000
2011-01-19,39864719999
2011-01-20,39572969999
2011-01-21,39572969999
2011-01-24,40436550000
2011-01-25,39654660000
2011-01-26,40051440000
2011-01-27,40413210000
2011-01-28,39993090000
2011-01-31,39572969999
2011-02-01,40845000000
2011-02-02,40985040000
2011-02-03,40833330000
2011-02-04,41358480000
2011-02-07,41148420000
2011-02-08,41171760000
2011-02-09,40961700000
2011-02-10,41066730000
2011-02-11,41568540000
2011-02-14,41813610000
2011-02-15,41976990000
2011-02-16,42070350000
2011-02-17,42572160000
2011-02-18,42280410000
2011-02-22,41720250000
2011-02-23,41311800000
2011-02-24,41346810000
2011-02-25,41568540000
2011-02-28,41556870000
2011-03-01,40845000000
2011-03-02,42175380000
2011-03-03,42665520000
2011-03-04,42327090000
2011-03-07,41405160000
2011-03-08,41848620000
2011-03-09,40541580000
2011-03-10,39969750000
2011-03-11,40133130000
2011-03-14,40331520000
2011-03-15,39561300000
2011-03-16,38265930000
2011-03-17,38592690000
2011-03-18,38931120000
2011-03-21,39304560000
2011-03-22,39257880000
2011-03-23,39923070000
2011-03-24,40681620000
2011-03-25,40424880000
2011-03-28,40249830000
2011-03-29,40798320000
2011-03-30,40541580000
2011-03-31,39951360000
2011-04-01,39569880000
2011-04-04,39431160000
2011-04-05,40101640000
2011-04-06,40298160000
2011-04-07,40737440000
2011-04-08,40656520000
2011-04-11,40379080000
2011-04-12,39465840000
2011-04-13,39697040000
2011-04-14,40124760000
2011-04-15,40448440000
2011-04-18,40217240000
2011-04-19,39928240000
2011-04-20,40610280000
2011-04-21,41061120000
2011-04-25,40945520000
2011-04-26,41315440000
2011-04-27,41500400000
2011-04-28,41095800000
2011-04-29,41072680000
2011-05-02,40471560000
2011-05-03,40228800000
2011-05-04,40251920000
2011-05-05,40483120000
2011-05-06,40725880000
2011-05-09,40853040000
2011-05-10,40991760000
2011-05-11,40344400000
2011-05-12,40841480000
2011-05-13,40668080000
2011-05-16,40355959999
2011-05-17,39812640000
2011-05-18,40668080000
2011-05-19,40425320000
2011-05-20,40460000000
2011-05-23,39593000000
2011-05-24,39396480000
2011-05-25,39627680000
2011-05-26,39673920000
2011-05-27,40136320000
2011-05-31,40806800000
2011-06-01,39246200000
2011-06-02,39581440000
2011-06-03,38726000000
2011-06-06,38517920000
2011-06-07,38460120000
2011-06-08,37766520000
2011-06-09,38043959999
2011-06-10,37165400000
2011-06-13,36691440000
2011-06-14,37373480000
2011-06-15,36518040000
2011-06-16,36205920000
2011-06-17,36113440000
2011-06-20,36159680000
2011-06-21,37026680000
2011-06-22,36691440000
2011-06-23,37130720000
2011-06-24,36448680000
2011-06-27,36691440000
2011-06-28,36968880000
2011-06-29,36853280000
2011-06-30,37557520000
2011-07-01,38346880000
2011-07-05,37660480000
2011-07-06,37580400000
2011-07-07,38278240000
2011-07-08,37614720000
2011-07-11,37111360000
2011-07-12,35750000000
2011-07-13,35464000000
2011-07-14,35143680000
2011-07-15,35258080000
2011-07-18,34869120000
2011-07-19,35944480000
2011-07-20,35715680000
2011-07-21,36161840000
2011-07-22,36356320000
2011-07-25,36001680000
2011-07-26,36116080000
2011-07-27,34766160000
2011-07-28,34457280000
2011-07-29,34034000000
2011-08-01,34194160000
2011-08-02,33290400000
2011-08-03,33519200000
2011-08-04,31940480000
2011-08-05,31105360000
2011-08-08,29961360000
2011-08-09,30990960000
2011-08-10,30316000000
2011-08-11,31231200000
2011-08-12,31093920000
2011-08-15,31448560000
2011-08-16,30807920000
2011-08-17,30807920000
2011-08-18,29046160000
2011-08-19,28394080000
2011-08-22,28783040000
2011-08-23,30018560000
2011-08-24,29869840000
2011-08-25,28954640000
2011-08-26,29194880000
2011-08-29,29927040000
2011-08-30,29972800000
2011-08-31,29984240000
2011-09-01,29252080000
2011-09-02,28691519999
2011-09-06,28497040000
2011-09-07,29618160000
2011-09-08,29515200000
2011-09-09,29835519999
2011-09-12,30064320000
2011-09-13,30487600000
2011-09-14,31196880000
2011-09-15,31700240000
2011-09-16,31826080000
2011-09-19,31688800000
2011-09-20,31505760000
2011-09-21,30750720000
2011-09-22,30007120000
2011-09-23,31139680000
2011-09-26,31345600000
2011-09-27,32066320000
2011-09-28,31265519999
2011-09-29,31105360000
2011-09-30,30274400000
2011-10-03,30058560000
2011-10-04,30956000000
2011-10-05,32035200000
2011-10-06,32171520000
2011-10-07,32887200000
2011-10-10,33864160000
2011-10-11,33648320000
2011-10-12,33739200000
2011-10-13,34534400000
2011-10-14,35136480000
2011-10-17,34318560000
2011-10-18,35091040000
2011-10-19,34364000000
2011-10-20,34023200000
2011-10-21,34602560000
2011-10-24,35999840000
2011-10-25,35181920000
2011-10-26,35216000000
2011-10-27,36147520000
2011-10-28,35784000000
2011-10-31,34909280000
2011-11-01,33920960000
2011-11-02,34148160000
2011-11-03,35352320000
2011-11-04,36113440000
2011-11-07,35818080000
2011-11-08,35840800000
2011-11-09,34432160000
2011-11-10,34784320000
2011-11-11,35784000000
2011-11-14,35397760000
2011-11-15,35386400000
2011-11-16,35738560000
2011-11-17,34523040000
2011-11-18,34136800000
2011-11-21,33193920000
2011-11-22,32591840000
2011-11-23,31739840000
2011-11-25,31569440000
2011-11-28,32603200000
2011-11-29,32535040000
2011-11-30,34193600000
2011-12-01,34318560000
2011-12-02,34045920000
2011-12-05,34341280000
2011-12-06,34557120000
2011-12-07,34841120000
2011-12-08,33989120000
2011-12-09,34011840000
2011-12-12,33091680000
2011-12-13,32273760000
2011-12-14,31853440000
2011-12-15,32387360000
2011-12-16,32591840000
2011-12-19,31751200000
2011-12-20,33387040000
2011-12-21,32444160000
2011-12-22,33512000000
2011-12-23,33773280000
2011-12-27,33659680000
2011-12-28,33023520000
2011-12-29,33330240000
2011-12-30,33068960000
2012-01-03,34015680000
2012-01-04,33798510000
2012-01-05,34038540000
2012-01-06,34038540000
2012-01-09,34472880000
2012-01-10,35055810000
2012-01-11,35124390000
2012-01-12,35855910000
2012-01-13,35375850000
2012-01-17,35513010000
2012-01-18,38541960000
2012-01-19,38656260000
2012-01-20,38450520000
2012-01-23,37936170000
2012-01-24,37170360000
2012-01-25,37490400000
2012-01-26,36987480000
2012-01-27,37273230000
2012-01-30,36781740000
2012-01-31,37010340000
2012-02-01,37558980000
2012-02-02,37787580000
2012-02-03,38781990000
2012-02-06,38416230000
2012-02-07,38210490000
2012-02-08,38690550000
2012-02-09,38633400000
2012-02-10,38130480000
2012-02-13,38016180000
2012-02-14,37970460000
2012-02-15,38187629999
2012-02-16,38759129999
2012-02-17,38393370000
2012-02-21,38039040000
2012-02-22,37673280000
2012-02-23,38084760000
2012-02-24,38084760000
2012-02-27,37844730000
2012-02-28,38541960000
2012-02-29,38119050000
2012-03-01,37913310000
2012-03-02,37513260000
2012-03-05,36793170000
2012-03-06,36713160000
2012-03-07,37318950000
2012-03-08,37261800000
2012-03-09,36884610000
2012-03-12,36473130000
2012-03-13,36907470000
2012-03-14,36587430000
2012-03-15,37467540000
2012-03-16,37741860000
2012-03-19,38679120000
2012-03-20,38381940000
2012-03-21,38416230000
2012-03-22,38210490000
2012-03-23,38119050000
2012-03-26,38850570000
2012-03-27,38713410000
2012-03-28,38096190000
2012-03-29,37936170000
2012-03-30,38416230000
2012-04-02,37916400000
2012-04-03,37164000000
2012-04-04,36662399999
2012-04-05,37004400000
2012-04-09,36639600000
2012-04-10,36126600000
2012-04-11,36468600000
2012-04-12,37061400000
2012-04-13,36685200000
2012-04-16,36708000000
2012-04-17,37369200000
2012-04-18,37300800000
2012-04-19,37209600000
2012-04-20,37015800000
2012-04-23,36354600000
2012-04-24,35750400000
2012-04-25,36445800000
2012-04-26,36423000000
2012-04-27,36673800000
2012-04-30,36411600000
2012-05-01,36309000000
2012-05-02,36582600000
2012-05-03,35784600000
2012-05-04,34872600000
2012-05-07,34895400000
2012-05-08,34918200000
2012-05-09,34884000000
2012-05-10,35089200000
2012-05-11,35043600000
2012-05-14,34918200000
2012-05-15,34530600000
2012-05-16,34154400000
2012-05-17,33459000000
2012-05-18,32752200000
2012-05-21,33607200000
2012-05-22,33470400000
2012-05-23,33219600000
2012-05-24,32934600000
2012-05-25,32991600000
2012-05-29,33470400000
2012-05-30,33003000000
2012-05-31,32467200000
2012-06-01,30780000000
2012-06-04,30882600000
2012-06-05,31327200000
2012-06-06,32604000000
2012-06-07,32182200000
2012-06-08,32512800000
2012-06-11,31521000000
2012-06-12,32193600000
2012-06-13,31714800000
2012-06-14,31612200000
2012-06-15,31760400000
2012-06-18,31942800000
2012-06-19,32227800000
2012-06-20,32535600000
2012-06-21,31464000000
2012-06-22,31977000000
2012-06-25,30757200000
2012-06-26,30814200000
2012-06-27,30859800000
2012-06-28,30631800000
2012-06-29,32706600000
2012-07-02,31956400000
2012-07-03,32272800000
2012-07-05,32103300000
2012-07-06,31323600000
2012-07-09,30973300000
2012-07-10,30950700000
2012-07-11,30849000000
2012-07-12,30216200000
2012-07-13,30532600000
2012-07-16,29865900000
2012-07-17,30046700000
2012-07-18,31244500000
2012-07-19,31685200000
2012-07-20,30792500000
2012-07-23,30306600000
2012-07-24,30024100000
2012-07-25,30091900000
2012-07-26,30566500000
2012-07-27,30894200000
2012-07-30,30747300000
2012-07-31,30781200000
2012-08-01,31221900000
2012-08-02,30792500000
2012-08-03,31945100000
2012-08-06,31911200000
2012-08-07,33029900000
2012-08-08,33176800000
2012-08-09,33380200000
2012-08-10,33617500000
2012-08-13,33380200000
2012-08-14,33312400000
2012-08-15,33787000000
2012-08-16,34205100000
2012-08-17,33741800000
2012-08-20,33368900000
2012-08-21,33493200000
2012-08-22,33199400000
2012-08-23,33131600000
2012-08-24,33402800000
2012-08-27,33131600000
2012-08-28,33041200000
2012-08-29,33222000000
2012-08-30,32781300000
2012-08-31,32815200000
2012-09-04,32532700000
2012-09-05,32227600000
2012-09-06,33402800000
2012-09-07,32973400000
2012-09-10,32397100000
2012-09-11,32295399999
2012-09-12,32306700000
2012-09-13,32668300000
2012-09-14,33402800000
2012-09-17,32883000000
2012-09-18,32385800000
2012-09-19,32419700000
2012-09-20,32600500000
2012-09-21,32758700000
2012-09-24,32408400000
2012-09-25,31447899999
2012-09-26,31154100000
2012-09-27,31504400000
2012-09-28,31131500000
2012-10-01,30729930000
2012-10-02,30729930000
2012-10-03,30574110000
2012-10-04,31063830000
2012-10-05,31342080000
2012-10-08,31152870000
2012-10-09,30407160000
2012-10-10,30240210000
2012-10-11,30384900000
2012-10-12,30362640000
2012-10-15,31408860000
2012-10-16,31976490000
2012-10-17,31687110000
2012-10-18,32009880000
2012-10-19,30952530000
2012-10-22,30930270000
2012-10-23,30985920000
2012-10-24,30830100000
2012-10-25,31308690000
2012-10-26,32187960000
2012-10-31,31264170000
2012-11-01,32510730000
2012-11-02,31753890000
2012-11-05,32800110000
2012-11-06,33323220000
2012-11-07,32599770000
2012-11-08,32432820000
2012-11-09,32844630000
2012-11-12,32844630000
2012-11-13,32699940000
2012-11-14,32009880000
2012-11-15,32043270000
2012-11-16,31520160000
2012-11-19,32165700000
2012-11-20,32622030000
2012-11-21,32499600000
2012-11-23,32933670000
2012-11-26,32978190000
2012-11-27,32788980000
2012-11-28,33145140000
2012-11-29,33445650000
2012-11-30,32800110000
2012-12-03,32955930000
2012-12-04,32955930000
2012-12-05,33234180000
2012-12-06,33178530000
2012-12-07,33223050000
2012-12-10,33189660000
2012-12-11,34514130000
2012-12-12,34569780000
2012-12-13,34035540000
2012-12-14,34280400000
2012-12-17,34402830000
2012-12-18,34881420000
2012-12-19,34781250000
2012-12-20,34814640000
2012-12-21,34425090000
2012-12-24,34425090000
2012-12-26,34280400000
2012-12-27,34213620000
2012-12-28,33913110000
2012-12-31,34195230000
2013-01-02,35767170000
2013-01-03,35302230000
2013-01-04,35224740000
2013-01-07,35335440000
2013-01-08,34925850000
2013-01-09,35424000000
2013-01-10,35900010000
2013-01-11,35888940000
2013-01-14,35800380000
2013-01-15,35733960000
2013-01-16,35988570000
2013-01-17,36697050000
2013-01-18,37106640000
2013-01-22,37040220000
2013-01-23,36619560000
2013-01-24,36630630000
2013-01-25,36309600000
2013-01-28,36575280000
2013-01-29,36165690000
2013-01-30,36331740000
2013-01-31,36619560000
2013-02-01,37328040000
2013-02-04,36829890000
2013-02-05,37361250000
2013-02-06,37150920000
2013-02-07,36995940000
2013-02-08,37947960000
2013-02-11,37294830000
2013-02-12,37150920000
2013-02-13,37328040000
2013-02-14,37405530000
2013-02-15,37184130000
2013-02-19,37571580000
2013-02-20,36597420000
2013-02-21,35955360000
2013-02-22,37837260000
2013-02-25,37339110000
2013-02-26,37372320000
2013-02-27,37959030000
2013-02-28,38114010000
2013-03-01,38213640000
2013-03-04,38257920000
2013-03-05,38745000000
2013-03-06,38899980000
2013-03-07,38966400000
2013-03-08,39066030000
2013-03-11,39320640000
2013-03-12,39431340000
2013-03-13,39066030000
2013-03-14,39165660000
2013-03-15,38833560000
2013-03-18,38324340000
2013-03-19,38368620000
2013-03-20,38811420000
2013-03-21,37959030000
2013-03-22,38147220000
2013-03-25,38169360000
2013-03-26,38855700000
2013-03-27,38833560000
2013-03-28,39276360000
2013-04-01,38616030000
2013-04-02,38351310000
2013-04-03,37667450000
2013-04-04,38042470000
2013-04-05,37722600000
2013-04-08,38682210000
2013-04-09,38781480000
2013-04-10,39443280000
2013-04-11,39366070000
2013-04-12,39542550000
2013-04-15,38902810000
2013-04-16,39421220000
2013-04-17,37733630000
2013-04-18,37413760000
2013-04-19,37777750000
2013-04-22,38395430000
2013-04-23,39377100000
2013-04-24,39719030000
2013-04-25,39829330000
2013-04-26,39421220000
2013-04-29,39674910000
2013-04-30,39939630000
2013-05-01,40160230000
2013-05-02,40480100000
2013-05-03,40822030000
2013-05-06,40855120000
2013-05-07,40855120000
2013-05-08,40910270000
2013-05-09,40822030000
2013-05-10,40855120000
2013-05-13,40303620000
2013-05-14,40270530000
2013-05-15,40601430000
2013-05-16,40369800000
2013-05-17,40557310000
2013-05-20,40402890000
2013-05-21,40369800000
2013-05-22,39719030000
2013-05-23,39696970000
2013-05-24,39696970000
2013-05-28,39928600000
2013-05-29,39807270000
2013-05-30,40226410000
2013-05-31,39608730000
2013-06-03,39741090000
2013-06-04,40413920000
2013-06-05,39564610000
2013-06-06,39344010000
2013-06-07,39906540000
2013-06-10,40391860000
2013-06-11,38891780000
2013-06-12,38373370000
2013-06-13,39134440000
2013-06-14,39134440000
2013-06-17,39465340000
2013-06-18,39840360000
2013-06-19,39388130000
2013-06-20,38196890000
2013-06-21,38549850000
2013-06-24,37711570000
2013-06-25,38627060000
2013-06-26,38560880000
2013-06-27,38439550000
2013-06-28,38439550000
2013-07-01,38414800000
2013-07-02,38502480000
2013-07-03,38875120000
2013-07-05,39456000000
2013-07-08,39116240000
2013-07-09,39719040000
2013-07-10,40102640000
2013-07-11,40738320000
2013-07-12,41089040000
2013-07-15,41417840000
2013-07-16,41450720000
2013-07-17,41538400000
2013-07-18,41209600000
2013-07-19,40836960000
2013-07-22,41012320000
2013-07-23,42667280000
2013-07-24,42667280000
2013-07-25,43018000000
2013-07-26,42864560000
2013-07-29,42294640000
2013-07-30,42480960000
2013-07-31,42941280000
2013-08-01,43642720000
2013-08-02,43774240000
2013-08-05,43686560000
2013-08-06,43544080000
2013-08-07,43456400000
2013-08-08,43456400000
2013-08-09,43598880000
2013-08-12,43522160000
2013-08-13,43576960000
2013-08-14,42930320000
2013-08-15,42360400000
2013-08-16,42459040000
2013-08-19,42130240000
2013-08-20,42470000000
2013-08-21,42141200000
2013-08-22,42546720000
2013-08-23,42820720000
2013-08-26,42952240000
2013-08-27,41922000000
2013-08-28,42119280000
2013-08-29,42316560000
2013-08-30,41867200000
2013-09-03,42349440000
2013-09-04,43149520000
2013-09-05,43270080000
2013-09-06,42941280000
2013-09-09,43566000000
2013-09-10,44179760000
2013-09-11,43872880000
2013-09-12,43741360000
2013-09-13,44146880000
2013-09-16,44333200000
2013-09-17,44640080000
2013-09-18,44771600000
2013-09-19,44716800000
2013-09-20,44409920000
2013-09-23,44355120000
2013-09-24,44190720000
2013-09-25,44190720000
2013-09-26,44256480000
2013-09-27,44015360000
2013-09-30,43754940000
2013-10-01,43874400000
2013-10-02,43722360000
2013-10-03,43678920000
2013-10-04,43363980000
2013-10-07,43287960000
2013-10-08,42614640000
2013-10-09,42668940000
2013-10-10,43570320000
2013-10-11,43852680000
2013-10-14,44037300000
2013-10-15,43711500000
2013-10-16,44254500000
2013-10-17,44145900000
2013-10-18,44211060000
2013-10-21,44515140000
2013-10-22,43744080000
2013-10-23,43146780000
2013-10-24,43309680000
2013-10-25,43689780000
2013-10-28,44536860000
2013-10-29,45351360000
2013-10-30,45307920000
2013-10-31,45709740000
2013-11-01,45644580000
2013-11-04,45601140000
2013-11-05,45503400000
2013-11-06,45764040000
2013-11-07,45231900000
2013-11-08,45590280000
2013-11-11,45383940000
2013-11-12,45449100000
2013-11-13,46035540000
2013-11-14,46296180000
2013-11-15,46209300000
2013-11-18,46089840000
2013-11-19,45774900000
2013-11-20,45535980000
2013-11-21,46089840000
2013-11-22,46307040000
2013-11-25,46209300000
